0.00478819-0.00936796j -0.00829859-0.00325358j 0.00871443+0.00127094j -0.00232979+0.00825718j -0.00621288+0.000954368j 0.00589591+0.00292359j -0.00134009+0.0112768j 0.00839436+0.00287888j -0.00477838-0.00483798j -0.00428107-0.00065707j 0.00359107+0.0134611j -0.0015264+0.00404725j 0.00397346-0.000385475j 0.000856082+0.00687512j -0.00949655-0.0042271j -0.00296257+0.000129053j 0.00145539-0.00135836j 0.00136494-0.00116288j 0.000832334+0.00522212j -0.00170925-0.00492024j -0.003001-0.00824182j 0.00295052-0.000221983j -0.00754727-0.00826589j -0.00540761+0.000426502j -0.00417004+0.00402737j -0.0075215-0.00271503j -0.0046061-0.00456687j -0.000640864+0.00313661j 0.00409736-0.00131887j -0.000787509-0.000911624j -0.00345114-0.0043538j 0.00133531-0.00147191j -0.00153161+0.000486785j 0.00115236-0.000129628j -0.0021276-0.000118394j 0.00290683+0.00434606j -0.00156881-0.000433944j 0.000619871+0.00070835j -0.00532277-0.000757184j 0.00150306-0.00148123j -0.00190547-0.00141455j 0.00273389-0.00269363j -0.00408644-0.0030597j -0.00196581+0.00401336j -0.00384765+0.00110977j 0.00341525-0.00260661j 0.00125549+0.00135521j -5.16024e-05+0.00109559j -0.000709705+0.00292468j 0.00736731+0.00209317j -0.000515552+0.000213404j 0.00170712+0.00420174j -0.00168758-0.00167569j 0.00241291+0.00217939j -0.00687951-0.00530161j -0.00277686+0.00743943j 0.0039674-0.00119336j -0.00189369-0.00755016j -0.00833423-0.00141934j -0.000241386+0.00677567j -0.0070667+0.0141992j 0.000954232+0.00287161j 0.00534936+0.0017772j -0.00081781+0.0120379j 0.00643608-0.00381146j -0.0046288+0.00406102j 0.00184505-0.0162404j 0.000913553+0.00531543j -0.000865418-0.00518854j -0.0157019-0.00653482j 0.0128122+0.0143379j 0.0045297-0.00745185j -0.0130292+0.0216062j 0.00375898+0.00199249j 0.0069782+0.00747121j 0.00277716+0.00370352j -0.00112918-0.0245563j -0.0113552-0.0180892j 0.0533585+0.00838655j -0.000327996-0.0654774j 0.00792538-0.0219982j 0.0244633+0.0257255j 0.0102172-0.0125008j 0.00287671-0.0156564j -0.0108055-0.00337809j 0.0176928+0.00104557j -0.00499158+0.0125489j -0.0283704-0.0134032j 0.0438009+0.000369696j 0.00807993+0.020841j 0.0825412-0.0149216j 0.0239076+0.0783999j 
0.00531442+0.00317183j -0.00280295+0.00259836j -0.00537423+0.0036519j -0.00160355+0.000885849j 0.00527142-0.00324794j 0.00831397+0.00395399j -0.000389536+0.0031512j -0.00427014-0.00331015j -0.00102225-0.00204419j 0.00741888-0.00279204j 0.00302202-0.000648362j -0.00202664-0.00369973j 0.00184258-0.00382248j -0.0136963-0.0017173j 0.0028384+0.00970772j -0.00494069+0.00284192j 0.00705202-4.87155e-05j -0.0135509+0.00444338j -0.00768639-0.000389242j -0.00213073-0.00106837j -0.00606997+0.0103029j -0.00170743+0.00793301j -0.00438235-4.66859e-05j 0.00477549-0.0080061j 0.000250909-0.00139261j 0.00548524+0.0114978j 0.00492402+0.00132159j 0.00202149+0.021099j -0.00114038+0.0138917j -0.0103459-0.000749889j -0.0110864-0.0189646j -0.0245073-0.0012164j 0.00109283-0.0100184j -0.00680369-0.0275425j -0.00625742+0.000883259j -0.0018969-0.00221712j -0.0127999-0.000407419j -0.00623388-0.00171438j 0.000440624-0.00188984j 0.00595262-0.00665601j 0.0044651+0.0102051j 0.00783809+0.00443795j 0.0047358-0.0170477j -0.00356444-0.0223665j -0.011809+0.0175724j 0.0159046+0.00674176j 0.0027447-0.00449989j -0.00747388+0.011502j -0.0249566-0.0105051j -0.0277869-0.0142355j -0.0014389-0.00898093j 0.0131982+0.0228003j -0.0148283-0.0123673j -0.017402-0.00862944j 0.00543003-0.00819593j 0.0159066-0.00612917j -0.000770549-0.0147488j 0.00222358-0.00844663j 0.000664589-0.00545446j -0.000468723+0.00157138j -0.0192267+0.0210611j 0.00338026-0.025352j 0.0082476+0.000519057j -0.000415603-0.0119738j -0.00187829-0.00224925j -0.00388388-0.00847623j -0.00551275-0.00526313j 0.00366547+0.00221602j 0.00411503+0.00708058j -0.015255-0.00145947j -0.0122052-0.0134706j -0.00901128-0.00583094j -0.00346738+0.00460144j -0.00416745-0.00419924j -0.00154915+0.00704376j 0.00765762-0.00949843j -0.00110513-0.00365758j -0.00584192-0.0113431j -0.00108635+0.00144779j 0.00684875+0.00728822j 0.00187524+0.00474612j 0.0102207-0.00492919j 0.00117349+0.00697721j -0.00543802-0.00149726j -0.003365-0.000472891j -0.00718493-0.00635302j -0.000355308-0.00290048j -0.00614727-0.00344115j -0.00320591+0.00232118j -0.000937585-0.00567205j 0.00351606+0.000426521j 0.000831377-0.00224222j 
0.00093417-0.00304074j 0.00397492+0.000738548j -0.0021972+0.00172043j 0.00170844+0.000302927j -8.84098e-05-0.00349628j 0.0026572-0.0149402j -0.00312111-0.00153056j 0.000697784-0.00486723j -0.00473073+0.00596096j -0.0015218+0.0111701j -0.00174436+0.00534621j 0.00945998+0.00671241j 0.000377639-0.000762876j 0.00575577+0.00676608j -0.00633597-0.003514j 0.0116544+0.0148551j 0.0054556-0.00149761j -0.00183806+0.0065362j -0.00199901-0.00920657j -0.0031017-0.00675389j 0.00242083+0.00761483j -0.00584718+0.0115938j 0.00235669-0.00418574j -0.00311035+0.00828027j -0.0131715+0.00184658j -0.00764699+0.00664822j 0.000410019+0.0057047j -0.000720197-0.00791582j -0.00807172+0.00386436j 0.0079059-0.00154711j -0.00759795-0.00590819j -0.00203095+0.00227349j -0.00746604-0.00377613j 0.00824009-0.0318019j 0.00615995+0.00284267j 0.0100554+0.00899643j 0.0212127-0.0206443j -0.0104269-0.00694029j 0.00642042+0.0169058j -0.0185997+0.00480348j 0.0126635-0.0110051j -0.00738591+0.00288712j 0.00394749-0.0134453j 0.0123976-0.0003156j -0.016619-0.0110533j -0.00797976+0.006307j -0.00786724+0.00508372j 0.000724352-0.00289438j -0.0109133+0.0078858j 0.0126321+0.0136922j 0.000242594+0.0102959j -0.00927707+0.0178777j 0.00670975+0.0007253j -0.0227453+0.000100665j 0.0141893-0.00210722j 0.0100846-0.00955613j -0.00754643+0.0150295j 0.00346508+0.0180693j 0.00428872-0.0116924j -0.00951396+0.0034555j -0.00870607+0.00716904j -0.00672401+0.00416092j -0.00672427-0.0070809j 0.00544194-0.00610958j 0.00328912-0.00948992j -0.00477579-0.0135277j -0.00759705-0.00221758j -0.0155766-0.00251829j -0.000833891+0.0110461j 0.000545182+0.00719255j -0.00560055+0.00487293j 0.00762296+0.0034065j 0.0037964+0.00986676j -0.00180802+0.000854528j -0.00411361-0.00335222j 0.00390389-0.00433349j 0.0125227-0.00293413j -0.0102379-0.00893957j 0.00606427-0.00033899j -0.00571819+0.00439327j 0.00196847-0.00823328j -0.00316373-0.00877629j -0.00473197-0.00217357j 0.00447858-0.00495417j -0.000932665+0.00331961j -0.013956+0.000287665j -0.00412908-0.0126986j 0.00610662+0.00353335j -0.000368573+0.00439244j -0.00140234-0.00144362j -3.56861e-05-0.00289117j -0.00275122-0.00301208j 
-0.00157295+0.00333207j -0.00405773-0.00116532j -0.000462432-0.000526387j 0.00267681-0.00105576j -0.00404151-0.00226888j 0.000627878+0.0024919j 0.00404413+0.000817272j 0.00414825-0.0015443j -0.00695302+0.00558304j -0.00511624+0.00200671j 0.000627067+0.00460595j -0.00158122+0.00136698j 0.00536414-0.00599955j -0.00353101-0.00251973j 0.0148705-0.000425479j 0.00148235-0.000133443j -0.00821383+0.00786918j 0.00293378-4.59231e-05j -0.00495059+0.00611122j -0.00782017-0.00846793j -0.0108703-0.00732696j -0.00700629+0.0142198j -0.00784859+0.00107499j -0.00181168-0.0107804j -0.00288212+0.00242606j -0.00583254-0.0158508j 0.00336755+0.0246769j 0.000809032+0.00402854j -0.00158553+0.00410116j -0.0188823-0.00347208j 0.00291619-0.0156693j 0.00661258+0.00776397j -0.0138344+0.00772895j -0.00362816+0.0118146j 0.0135934-0.00433453j -0.016142-0.00809565j 0.0119598-0.00838997j -0.0103914-0.0131831j 0.00511712+0.00853016j -0.0105394-0.0384983j -0.0210012+0.00236305j 0.0069149-0.00804285j -0.0175643-0.00969119j -0.016269-0.027468j 0.00202768+0.00754989j -0.00242964-0.000598622j 0.00018558-0.00552436j -0.00532007-0.0145069j -0.00369178+0.0189836j 0.0143485+0.00991748j -0.0103142+0.0186755j -0.00141383+0.0114913j 0.0130912+0.0455126j -0.0106762+0.00253884j 0.00498641+0.0201732j -0.0200898+0.00903849j -0.0122725+0.0112524j -0.00291628+0.00516488j -0.00893365-0.0156555j 0.0163816+0.00973852j -0.00518699-0.00816669j -0.00269928-0.00787219j 0.00376325+0.000160951j -0.00504643+0.00536568j -0.0143989-0.0142629j -0.00399978+0.00932057j -0.0103725-0.006941j 0.00212352+0.00687273j -0.00586516+0.00254192j -0.000854931+0.00926551j -0.0041313-0.0125681j 0.00620312+0.0101233j -0.00377391-0.00144571j 8.39645e-05+0.00201417j -0.00556906-0.00164428j -0.0144603+0.00380251j -0.010428+0.002378j -0.00278932+0.00309866j 0.00637456+0.00622839j 0.00290477+0.00208477j 0.00119913+0.00329214j -0.00426232+0.00399002j 0.00138847-0.00299175j 0.00873564+0.00495704j -0.000796034-0.000502877j 0.00296018-0.00275135j -0.00195209+0.00017859j -0.00177223-0.00631303j -0.00157003-0.00327201j -0.000338438+0.000693397j 0.00078232+0.00369352j 0.00228901+0.00316814j 
-0.00130546-0.00596289j 0.00734128-0.00427319j -0.0012516-0.0125049j -0.00177173-0.00207162j -0.00797232-0.000622446j -0.00130974-0.00467948j 0.00380536+0.00619594j 0.00121006+0.00420065j 0.00408798+0.00809174j 0.00043704-0.000500579j -0.00259374-0.00577964j -0.00133427-0.00376589j -0.00228103+0.00647753j 0.00867943+0.00147151j -0.00976859-0.00110024j 0.00830363-0.00181673j 0.00034136-0.00436531j 0.00835426-0.00143983j 0.0128501+0.000392209j 0.00185135+0.000451051j 0.000561797+0.000529567j -0.008918-0.00640539j -0.00464081-0.00106195j -0.00690582-0.00142953j 0.00748091-0.00821869j 0.000398908-0.000268004j -0.0123916-0.0086175j -0.00288867+0.0037712j -0.0204375-0.00884516j 0.00113578-0.00792912j 0.00809609-0.00033625j -0.00754059+0.00401127j -0.00652347+0.00618169j -0.017116+0.00555183j -0.012116-0.00762328j -0.017826-0.00887532j 0.00456582+0.000957252j -0.0096642-0.0137536j 0.0029175-0.0029124j 0.0195919-0.0125544j 0.0105515-0.00165121j 0.00484993-0.0011285j -0.0107132-0.0129628j -0.00714535-0.0125476j -0.0129203+0.00545697j -0.00620559+0.00317427j 0.0104059-0.00509781j 0.0133177-0.000293132j 0.00177393+0.0124774j 0.00715227+0.00279867j 0.0159702+0.0228187j -0.0055514+0.017024j 0.00267239+0.0179156j 0.0120233-0.0155852j 0.0167447-0.00871353j -0.00664981-0.00171182j -0.0129615-0.0134735j 0.0162442-0.0102058j 0.00449433+0.0122477j -0.0190048-0.0132609j -0.0121273-0.00199378j 0.013908-0.00290672j -0.00255552+0.00717685j -7.34014e-05-0.00133098j -0.00544809+0.00631512j -0.00214375+0.00579526j 0.00359795-0.0140858j 0.0034932-0.00135833j 0.00284589-0.00394468j 0.000455016-0.00629115j -0.00874828+0.000766259j -0.0139413+0.00215613j 0.00245085+0.00556918j 0.00776558+0.00990857j 0.00869825+0.00629528j 0.00237236+9.16905e-05j -0.000666222-0.00656178j 0.0113699+0.00758075j 0.00277173-0.00314504j -0.00237844+0.00326216j -0.00239359-0.00923093j 0.00461837+0.00801961j -0.00690592-0.00727956j 0.0109902-0.00270857j 0.00488202+0.0118827j -0.00880708+0.00561995j -0.0055773+0.000102489j 0.00347745+0.00505253j 0.0106938-0.000906085j 0.00477603+0.0118859j -0.00285912-0.00522414j -0.00359336-0.00106654j 
0.00391424+0.00404437j -0.00329326+0.00520266j 0.00976284-0.00390323j 0.00454487-0.0146705j -0.0100904+0.001396j -0.0149408+0.00493958j 0.0101458+0.00354195j 0.00280643+0.00687406j -0.0058982+0.00762679j -0.0114063-0.00385617j 0.00220311-0.0018053j -0.0075219-0.00321204j 0.000815496-0.0166722j -0.0132841-0.00137842j 0.00295319+0.00707149j 0.00454312-0.00702498j -0.0147315-0.00882423j 0.00319171+0.00624128j -0.00416068+0.0117786j 0.00115418+0.00102621j 0.0100519-0.00467911j 0.0163797+0.00119201j 0.00142077+0.0112666j -0.0014988+0.0104325j -0.0118528-0.00726351j -0.0127696-0.00936366j -0.00209543+0.00160044j 0.0107911+0.0101009j -0.000673325-0.00151424j -0.00614648-0.00968636j -0.00602881+0.00201225j 0.0102129+0.00114928j 0.000678427-0.00861233j 0.010363+6.56167e-05j -0.0139013-0.0141509j 0.0110142+0.00142524j 0.00624958-7.65649e-05j -0.0089848+0.0141914j 0.00626675+0.0124488j 0.016306-0.00813036j 0.0158737-0.0140506j 0.0254994+0.00321798j 0.00763462+0.0051076j 0.018356-0.00795642j -0.00927627-0.00803222j -0.00628798-0.00990699j 0.0150094+0.00146971j 0.0212272-0.0128074j 0.00354081-0.0144933j -0.0105161-0.0180135j -0.01601-0.0131207j 0.0076446+0.0252838j -0.0040054-0.00650829j -0.01471+0.00762193j 0.00299795+0.000820652j 0.00534273-0.0122874j -0.00535287-0.00107093j -0.00634067+0.0055582j 0.0132055+0.00508587j 0.0103985+0.0148403j 0.00205216+0.00690237j 0.00782149-0.0236174j -0.0105102-0.00403395j -0.00511395+0.00439079j 0.0132715+0.0100554j -0.00295107-0.000149337j -0.00691095-0.00525493j 0.0100321+0.0154305j 0.00910625-0.0222503j 0.0160925-0.0011684j -0.00733959+0.00718692j 0.00441296+0.00366818j 0.00252045-0.00215607j -0.002459-0.0218013j 0.00901623+0.00618344j -0.000611831-0.00482151j -0.00284444-0.00752825j -0.00769674+0.000835106j 0.00810742+0.004421j -0.00296038+0.0107659j -0.00367508+0.00550838j -0.000361878-0.0153762j -0.00459166+7.17901e-05j 0.0134564-0.000921114j 0.00295504-0.00213168j 0.00192127-0.007142j 0.0134177+0.0131352j -0.00941932+0.00400848j 0.0109193+0.0048793j -0.00213354+0.00379936j 0.000890929+0.00620887j 0.00392552-0.000574576j 
0.00153533-0.00315683j 0.00154767-0.00290546j -0.000725145-0.00397511j -0.00618061+0.000248644j -0.00334745+0.00664174j -0.00551055+0.00171977j 0.00283119-0.00446857j 0.00542279+0.000794954j 6.73999e-05-0.0045985j -0.00436026-0.010287j -0.000350234+0.00127103j 0.00726243-0.00834359j -0.00705322+0.00431356j 0.00123414+0.00559517j -0.00494565-0.0132454j 0.00389106+0.00318204j -0.00178837+0.00738556j 0.00383081+0.00465071j -0.00386123-0.00689191j 0.0104512+0.0114588j 0.00498116-0.0235886j -0.0129468+0.00652092j 0.00645349-0.0068435j -0.00762815-0.00976361j 0.0190898+0.0107361j 0.00355542+0.00034682j 0.00739317+0.0119282j 0.00900144-0.00386912j -0.00786419+0.014388j 0.00601945+0.00597659j -0.0244408+0.00262514j 0.0103041-0.00592644j 0.00368624+0.00612794j -0.00106345+0.000293017j -0.00348+0.00366996j 0.00936898-0.0232944j -0.00486546+0.0157343j 0.0118295+0.011944j -0.00563124+0.00291555j 0.0170529-0.0178071j -0.00789918+0.00196918j 0.00704112-0.00422859j -0.0163487+0.00178796j 0.0222786-0.00367968j 0.0111153-0.0203345j 0.00910712+0.00905764j -0.0230775+0.00149545j 0.0160767+0.00537183j 0.00769351-0.00836454j 0.00544264+0.00162685j 0.0037308-0.0152492j 0.00087179+0.00620015j -0.0194196-0.00397895j 0.00884783-0.0114504j 0.00301894+0.00849175j 0.000760742+0.000112344j 0.000324847+0.0125464j 0.00632888-0.00114948j 0.0120181-0.00285651j 0.00223284-0.0149876j 0.00793667+0.0119905j 0.00346243+0.00397605j 0.00581072-0.00265575j 0.00159651-0.00206194j 0.00917878-0.00756012j 0.011038-0.00713352j 0.00506549+0.00343304j -0.00221717-0.00794352j 0.00557939+0.00318621j 0.00476026-0.00676871j -0.00368208-0.000240821j 0.00811096+0.00669701j 0.00200027+0.00098863j -0.00233478-0.00759053j -0.00138947-0.00120906j 0.00314888-0.000338337j 0.0054022+0.00246956j 0.00578183-0.00863722j 0.00125978-0.00244956j -0.000818534-0.00301736j -0.00232075-0.00428495j -0.00430317-0.00208659j -0.00423655+0.000232601j 0.00277171-0.00513091j -0.00150128-9.71802e-05j -0.00333503-0.0015964j 0.00660393-0.00127468j -0.000525908+0.00411173j 0.00174922-0.00267962j 0.000890054+0.00128541j -0.00184982-0.000174915j -0.00169415+0.000930835j 
-0.00297257+0.00697919j -0.00524863+0.000562496j -0.00183948+0.000182435j 0.000169555-0.00363436j 0.00631371+0.00244738j 0.0025862+0.00525422j 0.00261549+0.0011568j -0.00798489-0.00689j -0.00841169+0.00176678j 0.00864637-0.00163431j 0.004943+0.0105127j -0.00342246-0.00764936j -0.000570066+0.0116913j 0.000302445-0.00782485j -0.00859028+0.00935474j -0.00561154-0.00370114j -0.00126088-0.000316886j 0.00393072-0.00576495j -0.00911722-0.00469377j 0.00137168+0.00537033j -0.0150179+0.00303826j 0.00564174+0.00654097j -0.00329569-0.0098945j 0.0100662+0.0115935j -0.000271418+0.0111219j -0.000930721+0.00802391j -0.00559462-0.00317492j 0.0011694+0.00708781j 0.00974708-0.00972832j -0.00576986-0.00166656j 0.00763195-0.0126822j -0.0117275-0.0152373j 0.00736874+0.00867565j -0.0203304+0.0101342j -0.016861-0.0120376j 0.00346708+0.00472374j 0.00839316-0.00458791j -0.000146912-0.0150059j 0.000906268+0.0217466j -0.00839299+0.0180852j -0.0197017-0.0188902j -0.00794334+0.0106332j 0.00128887+0.00865814j 0.00154254+0.0218648j 0.022222-0.0114324j -0.0104608+0.011882j 0.00383986-0.00271857j -0.0133254-0.0055288j -0.00683661-0.00024629j -0.0222772-0.00338944j -0.00277158-0.00659554j -0.00201666+0.0207016j -0.017363+0.00407312j 0.0278362-0.0218055j -0.00216616+0.000879073j -0.00706051+0.0118491j -0.012613+0.00591352j -0.0157739-0.00540748j -0.0106049+0.00329224j 0.00220476+0.00459186j -0.00523033-0.00215719j 0.00688277+0.0139994j -0.000605784+0.00349521j -0.00983445-0.010403j -0.00022127+0.00346167j -0.00622749+0.0029682j 0.00227125+0.000274222j 0.00326138-0.00697769j -0.00587322+0.011152j -0.00463248-0.00872468j 0.00876993-0.000518487j -0.00945243-0.0077671j 0.00784527-0.00541299j -0.00121498-0.00327304j -0.0108274+0.0011405j -0.00751078+0.00840067j 6.5209e-05-0.00133411j -0.00179545+0.000761625j 0.00398872+0.00605994j -0.00551851+0.0104356j -0.000616958-0.000811836j -3.42002e-05+0.00456691j 0.0092564+0.00864005j 0.00304513+0.00957452j -0.00580406-0.0048541j 0.0108318-0.00249993j -0.00559175+0.00116646j 0.00137603-0.00754705j -0.00781281-0.00261816j -0.00339906+0.00168492j -2.18979e-07+0.00982249j 0.00723828+0.00375573j 
-0.00454065-0.000733578j 0.00364071-0.00630658j -0.00329894-0.00305158j -0.000198393+0.00129432j -0.000773522-0.00082397j -0.0151907+0.00787471j 0.00571083+0.00585252j 0.00837048+0.00130233j -0.0109306-0.0032376j -0.00169224-0.000653874j 4.98745e-05-0.000132424j 0.0013029+0.0113526j 2.95584e-05+0.00110427j -0.00846557+0.00650039j -0.0100941+0.000595507j 0.00341042-0.00139914j -0.00600579-0.000959932j 0.0140328+0.00789299j -0.00298581+0.00639699j -0.00203318+0.00579769j 0.00136884+0.0102376j 0.0065434+0.000159264j -0.008243-0.00424207j 0.0014631-0.00382412j 0.00614255-0.00842884j 0.00148398-0.00549109j 0.00945871+0.01016j 0.00567111+0.00777185j -0.00771935-0.0104138j 0.0183435-0.000461515j 0.00538045-0.000379484j 0.00377263-0.017961j -0.0166505+0.00804693j -0.00493101+0.00518246j 0.0081041+0.00811963j 0.0187828+0.00329244j -0.00284232-0.023948j 0.0101416+0.0311798j 0.00970911-0.0110729j 0.00155719+0.00628883j -0.0103306+0.0183817j -0.00341717+0.00191332j 0.00217377+0.00710454j 0.00849619+0.026913j 0.013269-0.00475323j 0.0212711+0.0172988j -0.017338-0.0286881j -0.00981595+0.0118584j 0.0255607+0.00183173j -0.00296512-0.0102668j -0.0210776-0.00969755j -0.00126575+0.0112993j 0.00276721-0.0174415j -0.0126088-0.00257363j -0.00764508-0.0167133j 0.017811-0.000484894j -0.00121775+0.00696963j -0.00452251+0.000752725j -0.00121977+0.00518188j -0.0103098+0.00779557j 0.0178985+0.00567294j 0.00371395-0.0104409j -0.0275988+0.00221108j -0.00458148-0.000333057j -0.00157335-0.00230753j -0.00548767-0.00763253j 0.00912567-0.00838931j 0.00609056-0.0107244j -0.00440533+0.00278366j -0.00707483-0.00541358j 0.00778239+0.00307647j 0.00151616+0.00558341j -0.0080303-0.00834173j -0.0016508-0.00446801j 0.00206317-0.000202708j -0.0148393-0.0050436j -0.00683545-0.002448j -0.00645552+0.00101904j 0.00183745+0.00301479j 0.00276586+0.00148405j 0.000313109-0.0049468j -0.0145349-0.0041131j 0.00332843-0.0147509j 0.00715463+0.000165939j 0.00123867+0.00522912j -0.000660745+0.00491699j 0.00391384+0.00336826j -0.00576489+0.00500697j 0.00549711-0.00310493j 0.00704503+0.000888808j -0.00536326-0.00420645j -0.00357619+0.00414534j 
-0.00183669+0.0103573j -0.00657271+0.00355217j 0.00137498-0.00437936j 0.00190018+0.000334766j 0.000351219+0.00271551j 0.00314725-0.00572834j -0.00206651-0.00102123j -0.00125688-0.00927647j -8.01331e-05-0.000996825j 0.00348322-0.0124313j 0.00189291+0.0134594j 0.00570836-0.000334994j -0.00228797-0.00113329j -0.00313386+0.00384006j -0.000585582+0.00774853j -0.00263948-0.00173627j -0.00415342-0.00297477j 0.00205175+0.0104541j 0.00658663-0.00392627j 0.00439937-0.00639013j 0.00062673+0.00451325j -0.0112755+0.0144889j 0.000447425+0.00154988j 0.00174333-0.00659022j 0.00390036+0.00489732j 0.0112072+0.0136668j 0.00126152-0.0188425j 0.00669666+0.00646227j 0.0165952-0.00274727j -0.00372518+0.00723641j -0.0101789-0.00461911j -0.00788684+0.0148904j 0.00751234+0.00745185j -0.0135474-0.00525013j -0.00977696+0.0055076j 0.0293018-0.0296623j 0.00445722-0.0128248j -0.000474346+0.00898237j -0.0207589+0.00716805j 0.00247045-0.00253106j -0.0119093-0.0117456j -0.00964984-0.00115886j 0.0102058+0.0206799j -0.00208574-0.00717586j 0.0223477-0.00893471j 0.0024261-0.0102022j -0.0150529-0.0113197j 0.00267655-0.00118268j 0.0128074+0.0243577j 0.0243342+0.0141754j -0.00595733+0.000775199j -0.00948605-0.00681038j 0.0237842+0.00445941j -0.0163284-0.0106721j 0.0260414-0.00676028j 0.00688745-0.0127089j 0.0108001+0.00696793j 0.0184326-0.00556j -0.00785965+0.00257009j -0.00251634+0.00152347j 0.00819813-0.00128399j -0.00252742-0.00404314j 0.00663924-0.0125722j -0.00428651+0.018174j -0.0037533+0.00253848j -8.40128e-05-0.00283658j 0.0206984-0.00177708j -0.00649798-0.0036119j -0.00901225-3.36793e-05j 0.000102711-0.00389935j 0.00395989+0.0020958j -0.00405297-0.00266564j 0.00513042-0.00254153j 0.0046685+0.000383071j 0.00333609+0.006717j -0.00127042-0.00548827j 0.00210333-0.00751812j -0.00175182-0.00149363j 0.000282468-0.00316085j -0.00758449+0.0124985j -0.00280604+0.000748793j 0.00518915-0.00103171j 0.00314325-0.00111857j 0.000208894+0.0108751j -0.00559473-0.00382664j 0.00223186-0.00756252j -0.000453125+0.00105229j -0.000734759-0.00286585j 0.00174645+0.00573902j -0.00198483+0.00749873j -0.00199839+0.00688461j 0.00708802+0.0031317j 
0.000455167+0.00476585j -0.00410266+0.00256597j 0.00664641-0.00701172j -0.00784305-0.00118158j -0.00539432+0.00726307j 0.00504875-0.00831849j -0.00477807-0.00237918j 0.00866106-0.00255933j 0.00747782-0.0071782j 0.00158889-0.000229722j 0.0116642-0.00615763j -0.0074905+0.00363428j 0.00426227+0.000250987j 0.0125635+0.000248748j 0.00740263-0.0118984j -0.000558829-0.00178095j 0.00749228+0.00956136j -0.0121093-0.00580298j 0.00573782+0.00134854j -0.00257755-0.0150016j -0.00671452-0.00553509j -0.0155146-0.0210592j 0.0201604+0.0152236j 0.00678097-0.00757023j 0.00231602+0.00979413j -0.0029728-0.005794j 0.00377579-0.00995835j 0.00897667+0.0104241j 0.0102068+0.00596944j 0.00374223+0.0141675j 0.00348221-0.00397234j 0.0108794-0.0125944j 0.0011896-9.48051e-05j 0.00778394-0.0111262j 0.0114828+0.00791778j -0.0102301-0.00771528j -0.00598959-0.0186776j 0.00579798-0.00660169j 0.0106302+0.0318492j 0.0177479+0.0155359j 0.0201444-0.0234733j 0.00744597+0.000431201j 0.0181919-0.00850401j -0.0010011+0.00221621j -0.00173925+0.0101725j -0.000710139+0.00624322j 0.000240081+0.00607679j 0.000547642-0.0146818j 0.00306491-0.0193629j -0.00385575+0.00325111j 0.000185304+0.00720919j -0.016894+0.0104183j 0.00226933-0.0239396j 0.00609685+0.00635562j 0.00256911+0.00111862j 0.0138177+0.0140273j 0.00297419-0.011744j -0.00215474-0.00752539j -0.00403371-0.00431443j -0.00617667-0.0103638j -0.0131576+0.00209917j 0.000290257-0.00133516j 0.00814984+0.00679293j -0.00491184+0.0136349j 0.00769664-0.00397533j 0.00898721-0.00990955j 0.00183242+0.00225994j 0.00604792+0.00268476j -0.00568486-0.00233087j 0.0115604+0.0013698j 0.0115901-0.00271981j -0.00852722+0.00418403j -0.0148535+0.0115536j 0.00401298-3.15767e-05j 0.00712602-0.00585945j 0.00260604+0.00031942j 0.00157384+0.00423501j -0.000393842-1.87868e-05j -0.00234251-0.003049j 0.00222293+0.000334172j 0.00641675+0.00875378j -2.09926e-05-0.00359579j 0.00515991+0.00817335j -0.00799542+0.000521587j 0.00279577+0.00202643j -0.00208079-0.00449847j -0.00150882-0.00981957j 0.00110155+0.00197047j -0.00108733+0.000123769j 0.000903715+0.00391065j 0.0014087-0.00164214j 0.0012438+0.00340697j 
