-0.000531215+0.0312301j -0.0307154-0.000770861j -0.0174597+0.0220678j 0.0225987+0.0175288j -0.000334441+0.00578856j 0.0077098-0.00184945j -0.0028385+0.00774327j -0.00653905-0.00474699j 0.00245237-0.00740673j 0.00567492-0.00288058j -0.0020373+0.00487498j -0.0042392+0.00862843j -0.00960024+0.00640997j 0.0144371+0.00604081j -0.0018487-0.00166853j 0.00120069-0.0125309j 0.00206534-0.00275378j -0.00380483+0.000876885j 0.00645453-0.00213405j 0.000592686-0.00178859j 0.00156586-0.00962883j -0.00267632-0.00168375j 0.00133779-0.00592841j 0.00341076+0.00615567j -0.0034076-0.00216723j 0.000461908+0.00258994j 0.00045727+0.00282282j -0.00371819+0.000105599j 0.00870312+0.00524354j 0.00470467-0.00466431j 0.000565655-0.00518154j 0.00702073+0.00771816j -0.00420085-0.002107j -0.00115019-0.00188593j 0.00161821+0.00636087j 0.0120118-0.000394015j -0.00853429-0.00156803j 0.000273983-0.00177415j -0.000874785+0.00586361j -0.00219491-0.000915115j -0.00356501+0.000139041j 0.00398535-0.00406131j 2.02973e-05-0.00646376j -0.000889431-0.00259809j 0.00755391-0.000731094j 0.0126418-0.00312686j -0.000372911-0.00151835j -0.0023148-0.00415504j -0.000781142+0.00039731j 0.00629651-0.00582384j -0.00128465-0.0077016j 0.00890399+0.00092836j 0.000810187-0.00547421j -0.00338995-0.00966044j 0.00324672+0.00216166j 0.0031062-0.00791557j -0.00417513-0.0092781j -0.00609495+0.00140617j -0.00886883+0.00147921j 0.000431433-0.00215804j 0.00494753+0.00291941j -0.000485243+0.00755099j 0.00335543-0.00252767j 0.00580197-0.00189433j 0.000771949+0.0100915j -0.00945977+0.00582747j -0.00548762+0.00183426j 0.00135277-0.00216118j 0.00321442-0.0127967j 0.0108336+0.00607593j -0.000179935-0.00378772j 0.0134163+0.00693648j 0.00386734-0.0105551j -0.0263355+0.000117581j -0.000920659-0.0259356j 0.020761-0.0212165j -0.0216584-0.0205178j 
0.00275884-0.00567981j 0.00616307+0.00269219j -0.00120183+0.000791333j 0.000718949-0.00125995j 0.00494682+0.00141176j 0.0034183+0.000503247j -0.00604696-0.0032092j 0.00903651-0.000190089j -0.00734365+0.017124j 0.00130481+0.00700586j 0.0115817+0.000781071j 0.000284658-0.000409416j 0.00584691+0.00291435j -0.00489906-0.00217263j 0.000792793+0.00995896j -0.00519317+0.0022883j 0.00623155+0.00387693j -0.000261155+0.00680156j -0.00276785+0.00234001j 0.00164203+0.00646537j 0.00427691+0.00425696j -0.00273897+0.00247794j 0.00414036-0.00340908j -0.0103349-0.00384627j -0.00394239+0.00557535j -0.00242814+0.00660073j -0.00777644-0.00381008j 0.00661954-0.00860776j 0.00504421+0.00372517j -0.00119419+0.00504435j 0.00391947-7.18839e-05j 0.00356343+0.00269189j -0.00778009+0.00511502j 0.0064643-0.00145886j -0.00525065+0.00339503j -0.00829664+0.0033922j 0.0046358+0.00164131j 0.0123357-0.00288648j 0.00424251-0.00192198j -0.00300234-0.00467652j -0.00868107-0.0111196j -0.00755339+0.00375119j -0.00584195-0.0109772j -0.00344275+0.00299822j -0.00653982+0.00080279j 0.00210229+0.0143617j 0.00102503+0.00583871j 0.000939404+0.00491135j -0.00119355+0.00159546j 0.00433702+0.0031283j 0.00518998-0.00353531j 0.00684329-0.000195442j -0.00512725+0.00102691j 0.00347276-0.001113j -0.000451305-0.00064096j 0.0119252+0.00567172j 0.00168727-0.00715859j 0.00247331-0.00242781j 0.0104132+0.00802647j 0.00495532+0.00398852j 0.00226828+0.000797385j -0.000372545+0.00136796j -0.00311439-0.00358268j -0.000429849-0.00119292j -0.00250551+0.00339526j -0.0034311+0.00362804j 0.000673585-0.00130375j -0.00122537+0.000583137j -0.00396408+0.00540699j -0.00400692-0.00392412j 0.00124851-0.00195647j -0.00530141+0.00203775j 0.00190854+0.00856696j 0.00406709+0.00505665j -0.00441915+0.00420481j -0.00573168+0.00194221j 0.00175497+0.00611172j 
-0.00148638-0.0102875j 0.010912-0.00182838j 0.00481125-0.00466003j -0.00300339-0.00657822j 0.00490991+0.00232003j 0.00295117-0.000462132j -0.0055285+0.00065076j -0.000229674+0.000253612j -0.0126367+0.00399121j -4.04748e-05-0.000474402j 0.00602946+0.00853295j -0.0036185+0.0015816j 0.00166292-0.0051681j -0.00161047-0.000727078j 0.00484195+0.00446011j 0.00398802+0.00499555j -0.000387829-0.000345706j -0.00594879-2.27953e-05j -0.00281873-0.00107633j 0.000436022-0.00354704j -0.000309908+0.0033415j 0.00445383-0.00211835j -0.00740291-0.00701758j -0.00649287+0.00223162j 0.000202444+0.00264657j -0.00333409+0.000344944j -0.0113037+0.00453728j 0.00460241-0.00372183j -0.00294384+0.00176544j 0.00490502+0.00352082j -0.00528659-0.00458127j 0.000220849+0.00198973j -0.00461666+0.000166768j 0.00235387+0.00813913j -0.000307272+0.00039446j 0.00124877-0.00388846j 0.00929311-0.000359644j 0.0125155+0.00236058j -0.000433672+8.51525e-05j 0.00625074+0.00448313j -0.013917+0.00351501j -0.000982971+0.00489008j -0.000345232-0.00385219j 0.00461321+0.00577884j -0.0142379+0.000726512j -0.00216161+0.00791693j -0.00359616+0.00374688j 0.00845895+0.00067616j 0.00167786+0.00350547j 0.0056308+0.00084511j 0.00704717-0.00563744j 0.0101951-0.00889388j -0.00306547+0.00279857j -0.00131053+0.00634625j 0.00209247+0.00602483j 0.00376579+0.0074389j -0.00419201-0.005531j -0.00152358+0.00203971j 0.00784018-0.00509387j 0.0075196+0.00152579j -0.00264219-0.0035376j 0.00438481-0.00858736j 0.007377-0.00241994j 0.00100765-0.00476535j 0.00388536+0.00138068j -0.00155637+0.00364085j 0.00384389-0.00763674j -0.000233486+0.00185642j -0.00597006+0.00643151j -0.00223374-0.00570476j 0.00493715+0.00173915j -0.00255969+0.00479281j 0.00277774-0.000983296j -0.000348766+0.00596645j -0.00624617-0.00274834j 0.00267705+0.00405663j 0.00362835-0.00228274j 
-0.0047573-0.00310695j 0.00330079-0.00436654j -0.00102087+0.00358819j 0.00582528+0.000982791j -0.00339242+0.00569631j 0.00116371+0.00698595j -0.00268116-0.00369988j -0.00220026+0.00449329j -0.0100181-0.0111979j 0.00032848+0.00988179j 0.00518694+0.00548297j -0.00200032-0.0032628j -0.00178712+0.00017836j -0.00783922+0.00077378j -0.0053887+0.00515692j 0.000469679-0.00321385j 5.88981e-05-0.00211645j -0.00373256-0.000559156j -0.00142873+0.00444415j -0.00603732-0.00728254j -0.00162671-0.00407633j 0.0014244+0.000255732j -0.00989509-0.00323402j -0.00947438-0.00362265j 0.00640166-0.00528368j -0.0046821+0.00068204j 0.00455656-0.00687621j -0.00249201+0.00449477j 0.00476911+0.0093318j -0.00540544+0.00484629j -0.0061139-0.0112173j -0.00396343-0.0128809j -0.00427632+0.000803678j 0.01211+0.0142428j 0.00580617-0.00750766j 0.0165192+0.00583073j 0.00299436-0.00330823j 0.0168465+0.00402235j 0.00139892+0.0079949j 0.00460073+0.00764726j -0.0034293+0.00854889j 0.00747416+0.00528852j -0.000600219+0.00113772j 0.00237337-0.00164788j 0.000573304-0.0140164j 0.0056435+0.000541258j 0.00371746+0.00032121j 0.00897234-0.00173072j -0.00220935+0.00675987j -0.00541986-0.00641067j 0.00344168-0.00883945j 0.00373039-0.00649602j -0.000491984+0.00160089j 0.00518506-0.000668438j 0.00474385+0.00817783j -0.00792656+0.00337961j -0.00392143-0.00204907j 0.00189158+0.0046571j -0.00292943-0.00342283j 0.00195462-0.00904831j 0.00254269-0.000688178j -0.000449505-0.00416419j -0.000511598+0.00567392j 0.00429779-0.00264392j 0.0110599-0.00307144j 0.000924824+0.00853506j -0.000116101+0.000735524j -0.00218079-0.0020898j -0.00511248+0.00435775j -0.00275883+0.00281022j -0.00336232+0.00103741j -0.00496519-0.000280078j 0.00302608+0.0021616j -0.00165802+0.00264292j -0.00164325-0.00230682j 0.00186215+0.00143043j 0.00119213-0.00207506j 
0.00068366+0.00923345j -0.0088469+0.000681139j -0.00851891-0.00194855j -0.00200548+0.00892719j 0.00287772+0.00453619j 0.00615744-0.00656502j -0.000644976+0.00127922j -0.00157278-0.00567775j 0.00385966-0.00575132j 0.00379369-0.00470427j -0.000974546+0.00210036j -0.00349297+0.0105133j -0.00622537+0.000994029j 0.00957395+0.00679639j 0.00192235-0.00269786j 0.00155362+0.00014429j -0.00125776-0.0150115j 0.00040286+3.34141e-05j 0.00388933-0.0115767j -0.000413434-0.00251631j 0.0076876-0.00140793j 0.000903377-0.000340136j -0.00329523-0.000566629j 0.00888939+0.00548563j -0.00771449-0.00208313j -0.000904724-0.00433346j 0.00333584-0.000228303j -0.00824894+0.000501471j 0.00227264+0.000499938j -0.000968234-0.00319547j 0.00183692+0.00112365j 0.00426072+0.00895613j -0.00166708+0.0108111j -0.000235631-0.00243285j 0.0043936+0.00351087j -0.0051322-0.00586129j -0.0027893+0.00457181j -0.00903091-0.00166678j -0.00392501-0.000957601j -4.43106e-05-0.00837835j 0.00754298+0.000828113j -0.0025495-0.0020851j -0.000379697+0.00566023j 0.00513683-0.00324329j 0.00823246+0.00348863j 0.00173791-0.00933019j -0.00458533-0.000680315j -0.00477934+0.00449732j 0.00616712+0.00453148j 0.00377965-0.00112717j -0.00210597+0.00193403j -0.000379905+0.00515071j -0.00241213-0.00292086j -0.00293149-0.0015407j -0.000192843-0.00689613j -0.00161299-0.00574836j -0.0076025+0.00621532j -0.0019002+0.00108184j -0.00433512-0.002922j -0.00447531+0.00264116j -0.0022767+0.00919776j 0.000587419+0.00290759j 0.00201707-0.000838659j 0.00658148+0.00336535j -0.00462744-0.00185957j -0.00181745-0.00361317j -0.00092193+0.000745386j -0.0013924-0.00373571j -0.00141122-0.0061264j 0.00142777-0.000519722j -0.000126016-0.00227595j 0.00482782+0.00025306j 0.00204967-0.00327259j -0.00424509-0.000674249j 0.00115836-0.00504759j 0.0051839-0.00725669j -0.0075126-0.00526309j 
0.00844192-0.0072711j 0.00733119+0.00820046j -0.00148031-0.00580064j -0.00556869+0.000866652j 0.00095495+0.00291683j 0.00688446+0.00170396j -0.00457343+0.0072394j -0.0042656-0.00280358j -0.000988352+0.000761782j 0.00543184+0.00115901j 0.00272297-0.00449211j -0.00199146+0.00209584j -0.00883566-0.00167093j -0.00372298+0.00525725j 0.00187253-0.000309648j -0.00791211+0.00191522j 0.000237376-0.00836755j 0.00397039+0.00261604j 0.00404945-0.00181417j -0.00153672-0.00200003j -0.00518544+0.0050189j -0.000281801+0.00460163j -0.0049395-0.000712761j -0.00145184-0.00846135j -0.00652343+0.00291269j 0.00160843-0.00237267j 0.00335922-0.000711791j 0.00433611-0.00142382j -0.00754623-0.00667465j -0.00167186+0.00361432j 0.00654075-0.00436301j 0.00224639+0.00341948j -0.00304374+0.00250732j 0.000438754+0.00474555j 0.00331755-0.00627212j -0.00494223-0.00132904j 0.00787965-0.0016144j 0.00687335+0.00517268j -0.00471943-0.00386465j -0.000815656+0.00667078j -0.000773296-0.00368116j -0.00226371+0.00267543j 0.00268034-0.00124204j -0.00246669-0.000470138j -9.18668e-05+0.00535089j -0.00516008+0.00317067j -0.00482422+0.00234094j 0.00270986+0.00472066j 0.0014847-0.00279513j -0.0056307+0.00058344j 0.00438765+0.00625001j 0.00103905+0.00248581j 0.00284719-0.00487275j -0.00399892+0.00742399j -0.00733847+0.00194128j 0.00278869-0.00724262j -0.00132932-0.00420923j 0.000504259+0.00498262j 0.00287193-0.0042414j 0.0014075-0.00125383j -0.00311367+0.000543504j -0.00250609+0.00392022j 0.0036037+0.00194197j -0.00411754-0.00393544j -0.00934539+0.000554918j -0.00260703-0.00513867j -0.00218541-0.00446015j -0.000917482-0.00369525j 0.000477978+0.00428609j -0.000205178-0.00179434j 0.00477333+0.000221002j 0.00106486+0.00413641j -0.00111468-0.00218768j 0.00282139-0.00591551j 0.00473159+0.00247466j -0.00774372+0.000286975j 0.000176047+0.00801667j 
0.00575024+0.00448322j -0.00465239+0.00570474j -0.00786555-0.00497005j -0.00573966+0.00752097j 0.000976455+0.00415742j 0.00741149-0.0020991j -0.000691458+0.00568164j -0.00154568-0.00341609j 0.00230413+0.00297548j 0.00127414-0.00467438j -0.00408802-0.000479369j -0.00506749-0.00055283j -0.000210259-0.000558404j 0.00145796+0.0068093j 0.00514793-0.00114219j -0.00431416-0.000235872j 0.00470836-0.00775621j 0.00320603+0.000949784j 0.000935449-0.00129665j -0.00186743-0.000453334j 0.00175391-0.00149045j -0.00216143+0.00672354j 0.0030025-0.000782506j 0.00224856-0.00344864j -0.00876433+0.00118827j -0.00610741+0.000105527j -0.000385817+0.000575352j -0.00528433+0.00309814j -0.000680255-0.00259901j -0.0126855-0.00509056j 0.00256856-0.00021501j 0.00504729+0.00550778j -0.00129403-0.00778666j 0.00116007-0.00617614j 0.00448743-0.00461193j 0.0030616-0.00229517j 0.000835272+0.00277509j 0.00159883-0.00418104j 0.00100169+0.000591643j -0.00801951+0.00102673j 0.0073024-0.00722618j -0.00398616-0.0069011j 0.000822106+0.00172374j -0.00347452-0.00328796j 0.00911575+0.00979759j -0.00915361+0.00208475j -0.000997244-0.00110216j 0.00502737-0.000548637j -0.0035419+0.00253896j -0.00278008-0.00905907j -0.00337678+0.00362481j 0.00112827-0.00160084j 0.0086722-0.00547523j -0.00131251+0.0100148j -0.0030961+0.000495263j -0.00425156-0.0017975j 0.00184864+0.00531684j 0.00612069+0.00271886j 0.00231212+0.00201357j -0.00381837-0.000366678j -0.00476999-0.00107173j -0.00692043+0.00288453j 0.00311638+0.00712361j 0.00459756-0.00364939j -0.00725154+0.00175106j -0.00310068-0.00295376j -0.000715545+0.00495717j -0.00360994+0.00106966j 0.00476204+0.00136717j 0.00112258+0.000198159j 0.000603267-0.00377723j 0.00656786-0.00110629j -0.00367683-0.00248517j -0.00058106-0.00488889j 0.00420197+0.00045323j -0.00236905-0.00478413j -0.00459645+0.00250758j 
0.00226214-0.0104602j 0.0107785+0.00261286j 0.00467388-0.00748945j -0.00663129-0.00599674j 0.00600667+0.000418325j 0.000782024+0.00127847j -0.00702732-0.0037572j 0.00374869-0.00308189j -0.00466737+0.00473141j 0.00248782+0.0024398j 0.00300476-0.000694672j 0.00245115+0.00237356j -7.37934e-05-0.000977183j 2.50781e-05-0.00228254j 0.00344968+0.00145336j -0.00238758+0.0033686j -7.43336e-05-0.00245044j -0.000429047+0.00103536j 0.00406565-0.00309135j -0.000187974+0.00475658j 0.00564237+0.00512001j 0.00403678+0.00104926j -0.0051549-0.00412887j -0.00104806+0.00384146j -0.00449856-0.00184615j 0.00252969-0.00311932j -0.000857292-0.00352297j 0.00336785-0.0116563j -0.00181041-0.00733124j 0.00851783+0.0108703j -0.000489505+0.00214073j -0.00201811+0.00240119j -0.0028863+0.00512782j -0.00513661+0.00232131j -0.0089942-0.00043396j -0.013154+0.000654389j 0.00442685-0.00339222j 0.00930144-0.00124468j 0.000499284-0.00271532j -0.00464385-0.00275777j -0.0154158-0.00143416j -0.00173115+0.00614847j -0.00283472-0.00723163j 0.00536749+0.00662948j -0.00791706-0.00266468j -0.00216541+0.00446146j -0.00216299+0.000181769j -0.00396492+0.00369002j 0.00727951-0.00298101j -0.00138656+0.00692222j 0.00171727-0.00123989j 0.00323458-0.000290064j -0.00209523-0.00738231j -0.00609893+0.00108693j -0.00412924-0.00639097j 0.00206033-0.000965476j 0.000837439-0.0012641j -0.00429033-0.00410218j 0.00642108-0.00607971j 0.00656249+0.00597786j -0.000486276-0.00459037j 0.00243854-0.00037328j 0.0053838-0.00623588j -0.00387016+0.00373398j 0.000499205-0.00172278j 0.00123247+0.00054481j 0.0011307-0.00419663j 0.000871446+0.000272138j -0.000986221+0.00255329j -0.00223407-0.00505891j 0.00507104+0.000610572j -0.00136488+0.00174089j 0.000313976-0.00222062j 0.00677283+0.000293477j -7.12418e-05+0.00509754j -0.00516789+0.00342027j 0.00311539+0.00496139j 
0.00256544-0.000471964j 0.000452345+0.00256702j -0.00291436-0.00483455j -0.00430869+0.00289485j 0.0079595+0.00401744j 0.00237155-0.00929354j 0.00341659-0.00302111j 0.00185747-0.00294144j 0.00107465-0.00604071j 0.00598184-0.00789687j -0.00800309+0.000389133j -0.00307792-0.000487549j 0.00123858-0.00291179j 0.00535339+0.000842216j 0.00579761+0.000813241j -0.000554933-0.00550694j 0.00862121-7.9477e-05j -0.00177425-0.008039j -0.007082+0.00168398j -0.00655787-0.002279j 0.00634074+0.00542484j 0.0118226+0.000968426j -0.00211547+0.00293841j 0.00393925-0.00143087j -0.00346623+0.0044503j -0.00607494-0.000740189j -0.00203766+0.000324773j -0.006874-0.00290344j 0.00304768+0.00723844j -0.0107154-0.00310378j -0.0053893+0.00248761j 0.00769141-0.00218338j 0.000798329-0.00262603j -0.00335842-0.00249711j -0.00791938-0.00479485j 0.00211528-0.00164977j 0.00408901+0.00431671j -0.00432978-0.00086665j 0.0005713+0.00381012j -0.00179716-0.00397716j 0.000670005-0.000889264j 0.0032597-0.00219077j -0.00323229+0.00426928j 0.00371878+0.0060556j 0.00543761-0.00125313j -0.0141024+5.6789e-05j -0.00301925-0.00182214j 0.00466423-0.00508765j 0.00313291+0.00424388j -0.00284789-0.00349117j -0.00258961-0.000743358j 0.00607878-0.00340971j -0.000964588-0.00850174j 0.00189557+0.00455529j -0.00316606-0.00364264j 9.45883e-05-4.84996e-05j -0.00149574+0.00518794j 0.000846906-0.0023841j 0.00338838-0.00333558j -0.00230172-0.000283324j -0.00180169-0.00126652j -0.00405166-0.00279292j -0.000524966+0.00227278j 0.00370138-0.00276656j -0.00665141-0.00207577j 0.000383738-0.00830157j 0.00334821-0.00194077j 0.0018133-0.000312316j 3.75519e-05+0.000192905j -0.00030594+0.000210004j 0.00137242+0.000450436j 0.000530811+0.00156524j 0.000483606-0.00223992j 0.00422473-0.00037214j -0.000118245+0.00370376j -0.000660653-0.000945543j -0.0010337+0.000623508j 
-0.0105558+0.00167106j -0.00172802-0.0109417j 0.00535662+0.0119037j 0.0140806-0.0045854j -0.00797611+0.00176324j -0.0069304+0.00595358j 0.00196642-0.00627209j -0.00175748+0.00564869j -0.00501987-0.0132259j 0.000274194+0.00732627j 0.00436678+0.00646636j 0.00127357-0.00379419j 0.00242898+0.00478335j -0.00446801-0.00363319j -0.00901481+0.00734785j 0.00589675+0.00353757j -0.00909875+0.000943913j -0.00558319-0.000160574j 0.00245033+0.00177178j -0.00582053+0.00134147j 0.00216773-0.00172728j 0.00496455-0.00869364j -0.0049597-0.00590926j -0.00144882-0.00212436j 0.0122207-0.00424335j -0.0024607-0.003156j 0.0121339-0.00390016j -0.00180642-0.00323351j 0.0141969+0.00155807j 0.00647021+0.00916246j -0.00310561+0.00109056j -0.00258568-0.00688488j 0.000416268+0.0134428j 0.00134039+0.00430469j -0.0080661-0.000457979j -0.00588577+0.012577j -0.00206567-0.00444271j 0.000718427+0.00111993j 0.00479763+0.0110234j 0.00296165-0.00533293j -0.008568+0.0115174j 0.000613029+0.00533918j 0.00266311-0.00344867j 0.00631468+0.00234654j 0.00123703-0.00913538j 0.00599618-0.00596587j 0.00774919+0.00147978j -0.00798843-0.00102983j -0.00103914+0.00193299j -0.00186244+0.0010964j 0.00171695-0.0113381j -0.00413522+0.00865149j -0.00396135+0.00237194j 0.00550392-0.0078673j 0.00403096-0.00897215j 0.00116323+0.000977067j -0.00139567-0.00593556j -0.00588602-0.00277955j 0.000710693+0.00306057j 0.00676624+0.00887425j 0.00770104-0.000249506j -0.00354132-0.00348624j -0.00429805-0.0150136j -0.00290868+0.00201442j 0.00855536-0.00372852j 0.00431599+0.0072854j 0.00114855+0.00374387j -0.00197627+0.00296742j -0.0040278-0.00251621j 0.00147038+0.000619541j -0.00313349+0.00139927j -0.00729886-0.000446034j 0.00050984+0.0116112j -0.00887742+0.0106177j -0.0101574-0.00692148j 0.0104641+0.00543444j 0.00545362-0.00994702j 
-0.00121524+0.00925105j -0.00948021-0.00158809j -0.00241154-0.00136758j -0.000477521+0.00341789j -0.00239615+0.00626936j 0.00228317-0.00387427j 0.00433767-0.0011664j -0.0006671-0.0013015j 0.00409428-0.00599426j -0.00147947-0.00325671j -0.00234972+0.00730505j -0.00460391+0.0052504j 0.000407207+0.0034478j 0.00680943+0.00571746j 0.00309672+0.00183229j 0.00126602+0.00447689j 0.000353636-0.01136j -0.000570876+0.00290394j 0.00145921-0.00548844j 0.000921683-0.0012978j 0.000751497-0.00539824j -0.00249981+0.000837858j 0.00313863+0.00225754j 0.00318133+0.00409095j -0.00267666+0.000685074j -0.0049805+0.000999159j 0.0017252-0.000672611j -0.00904606+0.00432836j 0.0056394+0.000242558j -0.00429204-0.00507301j 0.00184058+0.00211084j 0.00537967+0.00811762j 0.00292396+0.00435933j 0.00356957-0.00977187j 0.0031824+0.00614411j 0.00205543-0.00375132j -0.00607065+0.00817459j -0.00846951-0.00751458j 0.000940349+0.00387725j 0.0017371-0.00634772j 0.0143622-0.000684327j -0.00695903-0.00687385j -0.00105057+0.00517525j -0.00104405-0.00559015j 0.0105298+0.00473501j 0.00242852-0.00630935j -0.0033938-0.000440133j -0.00056927+0.00155395j -0.0031479+0.00636923j 0.00673311-0.00683184j -0.000219793+0.00103797j -0.00524506+0.00847851j 0.00094939+0.00326892j 0.00530089+0.00297467j 0.00393585-0.00257084j -0.00283365+0.00164303j -0.00302706+0.00243406j -0.00117157+0.00577721j -0.00292805+0.00365745j -0.00654491+0.00589616j -0.00118351+0.00822733j -0.00313532+0.000829769j -0.00223178-0.00023677j 0.00687786-0.00361285j -0.00167591+0.000671879j -0.00172108-0.000363652j -0.00183488+0.00438366j 0.0019586-0.000601674j 2.58298e-05-0.00523332j 0.0023584+0.00292233j -0.00197016-0.00504008j 0.00414072+0.00104833j -0.00114374+0.00347973j -0.00570123-0.000423635j -0.000187489-0.00330277j 0.00695247-0.00301148j -0.00291503-0.00646404j 
0.00126376+0.00385014j -0.0047802+0.0012948j -0.0013776+0.00246446j 0.00279336+0.00349464j -0.00473421+0.007971j 0.00275725+0.0027244j 0.000343584-0.000317726j -0.00352889-0.00447992j 0.00935811-0.00726572j -0.00256938-0.00535018j -0.00239113+0.000123427j 0.000701543+0.00816422j 0.000340805+0.00317466j 0.00294819+0.00480337j 0.000343022-0.00298461j -0.00137766+0.0104779j 0.000682534-0.00487137j 0.00133034+0.00347873j -0.00371077+0.00586364j 0.00281284+0.00383853j -0.00121192-0.00122277j 0.00154461+0.0012481j -0.000231934-0.00843501j 0.0104267-0.00259363j -0.00146521-0.005483j -0.00738026-0.00440159j -0.00403712+0.00520512j -0.00105566+0.0174517j -0.000968776-0.00561916j 0.00180752-0.00647342j -0.00226933+0.00701583j -0.0123371+0.00235863j 0.00130542+0.00217604j -0.000653788+0.00238025j 0.00726242-0.00294758j 0.00239189+0.00180696j -0.00481966-0.00174483j -0.00548428+0.00364289j -0.00284231-0.000965265j 0.000462746+0.00924024j 0.00509251+0.00752852j -0.00207491-0.00166256j 0.00926353+0.00500145j 0.000133045-0.00505984j -0.00486518+0.00548796j 0.0020162-0.00583824j -0.000221362-0.000648196j -0.00276897-0.00243134j -0.00226911-0.00486602j 0.00486218+0.0031878j -0.00148948+0.00211865j 0.00495895-0.00085946j 0.00626011-0.000972733j -0.00865907-0.000782211j 0.0035332+0.00806819j -0.000457062-0.00167188j 0.00615859-0.00226208j 0.000446753+0.00174805j -0.00597077-0.0011125j 0.00487699+0.00268824j -0.000886724+0.00160507j 0.000319956+0.00190203j 0.00586277+0.00217106j -0.0019869-0.000928644j 0.00333393+0.00129761j -3.11341e-06-0.00237412j -0.000161156+0.00214311j -0.00268059-0.000678413j 0.00518739+0.00286199j -0.000783744+0.00389656j -0.00162919+0.00281251j 0.000546785-0.00114129j 0.00265468-0.0035618j 0.00139492-0.00509632j 0.00504576+0.0010856j -0.00389202-0.00460727j -0.00417125+0.0034123j 
0.00760134-0.0032972j 0.0039289+0.00690014j 0.00171298-0.00876876j -0.00811013-0.00379501j 0.00630164-0.00395146j 6.0297e-05-0.00425017j -0.0025037+0.0026043j 0.000258715-6.16383e-05j -0.00751574+0.000605803j 0.00686481-0.00186897j -0.000442501+0.00396529j -0.00610071-0.00698319j -0.00407698-0.00480523j -0.0044062-0.00110589j 0.00465521+0.000151661j -0.00423436-0.00333827j -0.00149848-8.29664e-06j 0.0031346-0.00651355j -0.00141241-0.00224273j -0.00884721-0.00789103j -0.00402321+0.00401491j 0.0031957+0.00153488j -0.00245474+0.00321377j -0.00334786+0.000700109j 0.00236215+0.00426328j 0.00664829-0.00327342j 0.00346498+0.00229809j 0.00646464-0.0115686j -0.00383067-0.00414517j 0.00433962+0.0055663j 0.00239518+0.00153251j 0.00294096+0.00924706j 0.0037348-0.0054248j -0.00821845-0.0069467j -0.00518315-0.000331437j -0.00201639-0.00443542j 0.00279361+0.000766474j -0.000799272-0.000951776j -0.00322863+0.00282619j -0.00161722+0.000176976j 0.00354525+0.000344126j -0.00642347+0.00304925j 0.00407289+0.00840647j -0.0005601+0.0016728j 0.00535691+0.00385124j -0.000778456+0.000133789j -0.00331867-0.00194533j 0.00291758-0.00174507j 0.00131981+0.00213902j 0.000425309-0.00845854j 0.0022911+0.00743576j -0.00930617+0.00403476j 0.00484226+0.00127598j 0.0035185+0.00859674j -0.00685719-0.00725644j -0.000322694-0.00155193j 0.00137581+0.00143305j -0.00130695-0.00149224j 0.00244697+0.00479368j -0.00744948+0.00414545j -0.00376572-0.00155441j -0.00328825-0.000804084j 0.000509209-0.00421148j -0.003565-0.00115855j -0.00697683-0.00510911j -0.00123892-0.00398735j 0.00251844-0.00391958j -0.0012724+0.00173248j 0.00294034-0.00150925j 0.0045086+0.00236501j 0.000176779-0.00353029j 0.00671814+0.00533604j -0.00383888-0.00142867j 0.00355803-0.005176j 0.00354328+0.00501113j -0.00482134+0.0021865j 0.00178094+0.00597495j 
