-0.000531215+0.0312301j -0.0307154-0.000770861j -0.0174597+0.0220678j 0.0225987+0.0175288j -0.000334441+0.00578856j 0.0077098-0.00184945j -0.0028385+0.00774327j -0.00653905-0.00474699j 0.00245237-0.00740673j 0.00567492-0.00288058j -0.0020373+0.00487498j -0.0042392+0.00862843j -0.00960024+0.00640997j 0.0144371+0.00604081j -0.0018487-0.00166853j 0.00120069-0.0125309j 0.00206534-0.00275378j -0.00380483+0.000876885j 0.00645453-0.00213405j 0.000592686-0.00178859j 0.00156586-0.00962883j -0.00267632-0.00168375j 0.00133779-0.00592841j 0.00341076+0.00615567j -0.0034076-0.00216723j 0.000461908+0.00258994j 0.00045727+0.00282282j -0.00371819+0.000105599j 0.00870312+0.00524354j 0.00470467-0.00466431j 0.000565655-0.00518154j 0.00702073+0.00771816j -0.00420085-0.002107j -0.00115019-0.00188593j 0.00161821+0.00636087j 0.0120118-0.000394015j -0.00853429-0.00156803j 0.000273983-0.00177415j -0.000874785+0.00586361j -0.00219491-0.000915115j -0.00356501+0.000139041j 0.00398535-0.00406131j 2.02973e-05-0.00646376j -0.000889431-0.00259809j 0.00755391-0.000731094j 0.0126418-0.00312686j -0.000372911-0.00151835j -0.0023148-0.00415504j -0.000781142+0.00039731j 0.00629651-0.00582384j -0.00128465-0.0077016j 0.00890399+0.00092836j 0.000810187-0.00547421j -0.00338995-0.00966044j 0.00324672+0.00216166j 0.0031062-0.00791557j -0.00417513-0.0092781j -0.00609495+0.00140617j -0.00886883+0.00147921j 0.000431433-0.00215804j 0.00494753+0.00291941j -0.000485243+0.00755099j 0.00335543-0.00252767j 0.00580197-0.00189433j 0.000771949+0.0100915j -0.00945977+0.00582747j -0.00548762+0.00183426j 0.00135277-0.00216118j 0.00321442-0.0127967j 0.0108336+0.00607593j -0.000179935-0.00378772j 0.0134163+0.00693648j 0.00386734-0.0105551j -0.0263355+0.000117581j -0.000920659-0.0259356j 0.020761-0.0212165j -0.0216584-0.0205178j 
0.00244036-0.000465977j 0.00180157+0.00256765j 0.00339428-0.0104159j -0.0120109-0.00330065j 0.00213719-0.0121812j -0.00263127-0.00391068j -9.25274e-05+0.00505941j 0.00014984+0.00424891j -0.00433576+0.00744299j 0.000541566-0.00267297j -0.00590235-0.00352633j 0.0012602-0.00028913j -0.0107999-0.00381725j 0.00946449+0.00166754j -0.00212532-0.00226177j -0.00193417-0.0145537j -0.00475637-0.00112487j 0.00419449-0.000642403j 0.00938394-0.00244375j 0.00428973-0.00124459j -0.00391624-0.00280896j 0.00405724+0.00355615j 0.0003241+0.000508662j -1.53583e-05-0.00691888j -0.000635947+0.00161128j 0.00098243+0.000577821j 0.00060799+0.00187313j 0.00781811-0.00370462j -0.00111393-0.00273343j -0.00171895+0.00398683j 0.00546433-0.00085925j -0.00127022+0.00525667j 0.0034278-0.00639108j -0.00459441-0.00339994j 0.00169563-0.000495371j 0.00235881-0.00159452j 0.000352085-0.00177728j -0.0020521+0.00227612j -0.00239235-0.00176855j -0.00518302+0.0044228j 0.00138466-0.0046519j 0.00482927+0.00280102j 0.000941454+0.0018723j 0.00512604-0.00160653j -0.000714348-0.00161264j 0.00313442-0.000678018j -0.00152476-0.00370636j 0.00670245-0.00185258j 0.00322933-0.00204307j -0.00346501+0.00116953j -0.00521393-0.00334339j 0.00155845-0.00297344j 0.000718967-0.0015556j -0.000291314-0.00181985j 0.0014441-0.00266554j -0.0038035+0.000866369j -0.00279064+0.00248232j -0.00470618+0.00144923j -0.0029171-0.00403944j -0.000287245-0.00559714j -0.0003518+0.00121369j 0.00271831+0.0106576j 0.0023555+0.00205632j 0.00355213+0.0019616j -0.00705318+0.000947233j -0.00314568+0.0014737j -0.000280282-0.00171488j -0.000694744-0.000178785j 0.00118068-0.00607715j 0.00313866-0.00202556j 0.00304028-0.0031442j 0.00625798-0.000248198j -0.00635142-0.00981821j 0.00201183-0.00558983j 0.00430961+0.000473897j 0.000141316-0.00261038j -0.00366183-7.77249e-05j 
-0.00574975+0.00128753j -0.000504972-0.00532799j 0.00116677+0.00466703j 0.00473682-0.00316977j -0.00150995-0.00418678j 0.000707323+0.00427245j -0.000994456-0.0038311j 0.00205847+0.00879295j -0.00494877-0.00603338j 0.00932757+0.00343232j 0.00633748+0.00443015j -0.00100894-0.00481649j 0.00213692+0.00335367j -4.73482e-05-0.00488546j -0.00333684-0.00187053j 0.0019317+0.00135545j -0.00163637-0.000540126j 0.00107393+0.00106823j -0.000801845+0.00121401j -0.000174236-0.00124952j 0.00374288-0.00276736j 0.00193178-0.0053199j 0.00110302-0.00478568j 0.00392232+0.0028122j 0.000475872+0.000626184j -0.00592111+0.0025775j 9.94291e-06+0.000951211j -0.000967583+0.00775473j 0.00175376+0.00918793j 0.00111499-0.00290894j -0.00266578-0.000477608j 0.00305031-0.0011606j -0.00291007+0.00382467j 0.00453149+0.00210747j 0.00247835-0.00293491j 0.00149493+0.00166556j 0.000468719-0.00203782j -0.00594479+0.00660557j -0.00375645-0.00215241j 0.00247385-0.000208557j -0.00245331+0.00110172j 0.00433862+0.00298291j 0.00296053-0.0018597j -0.00177061-0.00450868j 0.00200705-0.00143725j 0.00402641-0.00325605j 0.000699313-0.000817843j -0.00177542-0.00391786j -0.000728211+0.00158035j -0.00202767-0.00118724j 0.000146194+0.000541306j -0.00072335+0.00078766j -0.00417215+0.00239741j -0.00113068-0.00147652j 0.000743585+0.000715856j 0.00338464+0.000329617j 0.00214204-0.00142452j -0.00488231-0.00316305j -0.000443076+0.000550803j -0.00167862-0.00244599j 0.00283595+0.000919651j 0.000784361-0.00180453j -0.00294383-0.00080796j -0.000265574+0.00100378j 0.0037545-0.0032957j 0.00123202+0.00227699j 0.000840315+0.000467419j -0.000841552-0.00117531j -0.00183695-0.00159216j 0.00461015-0.00171823j 0.00151872+0.00560582j -0.0072602-0.000987301j -0.0049622+0.00253374j -0.00765542+0.00625385j -0.00709437-0.00800556j 0.00762044+0.00337563j 0.00270787-0.00761117j 
-0.00446773+0.00932978j -0.0101394-0.00475592j 0.00390988+0.00381988j 0.00750002-0.00250026j -0.0031173+0.00557689j -0.00498387+0.00538481j 0.00464159-0.00114654j -0.0113793+0.00361415j 0.00140004-0.013824j 0.00211962-0.000539092j -0.0102562+0.0069768j 0.000525764-0.00227891j -0.00569614+0.0030543j 0.00336372+0.00526753j -0.000542662+0.00306502j 0.00132305+0.000251946j -0.00549224-0.00245719j 0.0038367+0.00378519j 0.00159461-0.00050289j -0.00107316-0.00320165j -0.00492725-0.00241655j 0.0043881-0.0025685j -0.00411267-0.00432957j 0.00458438-0.00261787j 0.00278396-0.00127338j -0.00185589+0.00874803j 0.000919711+0.00390178j -0.00559317+0.000555338j 0.0134599-0.000441151j 8.93077e-05-0.00243937j 0.00126037+0.00413942j 0.00455899-0.00199685j -0.000537995+0.00178703j -0.0021245-0.00297502j -0.000364515+2.12374e-05j -0.000792223+0.000862045j -0.000780586+0.00305077j -0.00975251-0.00652367j 7.78789e-05+0.00773995j 0.00242212+0.00162549j -0.00213602+0.00542764j 0.00196615-0.00388861j -0.00108131-0.000313207j -5.22378e-05+0.00118987j -0.0014443+0.000520105j 0.00122502-0.00794953j -0.00301853+0.00245391j -0.0019079-0.00424627j -0.00150475-0.000571805j 0.00626544-0.00452021j -0.000568391+0.000256527j 0.00185329+0.00389j 0.00144966+0.000426769j -0.000746724-0.00353607j 0.00235494+0.000254486j 0.00417343-0.000592872j 0.00255653-0.00522853j -0.00440957-0.00271972j -0.00426029-0.00215443j -0.00104566+0.000684789j 0.00116104+0.00733214j 8.22565e-05-0.000510304j 0.00046902-0.000403183j 0.00385821-0.00293559j 0.00547177+0.00544526j -0.00429819+0.00269944j 0.000328627-0.00103551j 0.00445091+0.00254844j 0.00347002-0.00712193j 0.0023469+0.00279587j -0.0018076+1.64827e-05j 0.00352033-0.00173771j -0.000326527-0.00371315j -0.00581255-0.00024881j -0.000554276-0.00557945j 0.010426-0.000587769j -0.000468646-0.0104965j 
-0.00178174+0.00135542j -0.00126232-0.00227113j -0.000291408+0.00301614j 0.00394204+0.000639516j -0.000249781+0.00509261j 0.00327979+0.000379316j -0.00438098+0.00378619j -0.00585798-0.00505956j -0.00461365-0.00487184j 0.00151915-0.000780575j 0.00250806+0.00216401j -0.00308101+0.00108633j 0.000463684-0.00209554j -0.00772181+0.00397217j -0.00296808+0.00583415j 0.00241945+0.00703532j -0.00153734-0.00502017j -0.00142431-0.000636433j 0.00275798-0.00371864j -0.00215585-0.00302227j 0.000747916+0.00237929j 0.000672098-0.00315561j -0.00472299-0.00199996j -0.00126986-0.00130992j 0.000304391-0.000451105j 0.00331603-0.00487622j -0.00127857+0.00119022j -0.00565457+0.00165894j -0.000907868-0.000757962j -0.000308368-0.00131162j -0.00133253-0.00625201j -0.00198509-0.00184453j -0.00720095+0.00601787j 0.003517+0.0041675j 0.00354159+0.00506884j 0.000543402+0.000234497j 0.00250521+0.0017655j 0.00106453-0.00271192j 0.000438089-0.00115393j 0.00282407+0.00257067j -0.00112474+0.00523358j -0.00308028-0.000990203j 0.00216487+0.00120183j 0.00157788-0.0013417j -0.000950506-0.000244457j 0.00202359-0.00337257j -0.00182995+4.56373e-05j 0.00165965-0.000205878j 0.0040902+0.00497361j 0.00102216-0.00189121j -0.00100793+1.92418e-05j 3.57438e-05+0.00219864j 0.000178811+0.0010057j -0.000494538-0.00170199j 0.00100002+0.00112298j -0.0011698+0.00227122j -0.000455952+0.000898585j -0.000153321+0.00286915j -0.000340684+0.000712729j -0.00121499+0.00492611j -0.000765813+0.00239275j -0.000243562-0.00289764j 0.00329922+0.00136612j 0.00478313-0.000748885j -0.000284747-0.000334797j 6.77979e-05-0.00136619j 0.00104916+0.00111598j -9.52999e-05-0.00229625j -0.00312084-0.0012858j -0.000227053-0.00317077j 0.000808194-8.98307e-05j -0.00319127+0.000366582j -0.000988123+0.00633348j -0.00185684+0.0032052j -0.00339765-0.00128205j 0.00233569+0.00181687j 0.00171161-0.00198846j 
0.00216867+0.00504969j -0.00552495+0.00172077j -0.000211127-0.00375893j -0.00280732+0.00306741j 0.00506114+0.00762578j -0.0021594-0.0109128j 0.00409327-0.00152246j -0.00221188-0.00835757j 0.00109936-0.0074469j -0.00603666-0.00858702j -0.0097743-0.00111729j 0.00111939+0.00459289j -0.00129993-0.00515583j 0.00288416-0.000768295j -0.0017694+0.00249999j 0.00222703-0.00242893j 0.000507449-0.00134874j 0.000812077-0.00168085j 0.00172841+0.000381183j -0.000165099-0.00721418j 0.000623199+0.0012389j 0.00271403+0.000958594j -0.00187699+0.00262889j -0.00169341-0.000736163j -0.00153516-0.00409646j 0.0034929-0.00293885j 0.00604948+0.000899786j -0.00390237-0.000364377j 0.000632589-0.00377382j -0.00172719-0.00098076j -0.00189284-0.000525808j -0.00230384+0.000676171j 0.00340017+0.00328859j -0.000369727-0.00398084j 0.00193803+0.00258404j -0.0019892+0.00168653j -0.00449204+0.000702199j -0.000362793-0.00178053j -0.000267366+0.000242755j 0.000414595-0.00131921j 0.00495175-0.000224331j -0.00112532-0.00160108j -0.00144867-0.000579339j 0.00165426-0.00346359j 0.00363114-0.000789995j 0.00125694-0.00369602j 0.000791129-0.00300074j -5.54204e-05-0.00116727j 0.0037995-1.31514e-05j -1.01802e-05+0.00139675j -0.00182796-0.000662512j -0.000834849-0.00227711j 0.00240702+0.000641478j -0.00234262+0.000262742j 0.00166756+0.00168351j -0.00139746-0.00331158j 0.0014755+0.00552249j -0.00124496+0.00069045j -0.00077625-0.00124953j -0.00379473+0.0027723j -2.28287e-05+0.00133265j -0.000426521+0.0011794j -0.000635514+0.00602108j 0.0018058+0.00202622j -0.00489365-0.000496713j 0.00120278-0.0042423j -0.00095137-0.000946615j 0.00549323+0.000997796j 0.00451087-0.00686065j 0.00338285-7.92409e-05j -0.000427998-0.000545634j 0.00526835-0.00252874j -0.00232767-0.00377992j 0.00125728-0.00347903j 0.0031235+0.00156633j 0.00129366-0.00255539j -0.00226242-0.00131365j 
-0.00899441+0.00165897j -0.00226233-0.00775337j 0.00331871+0.00565883j 0.008992-0.0068047j 0.00257766-0.00472563j -0.00961151+0.0151078j -0.00657215-0.0101086j -0.0056487+0.00831431j -0.00968946-0.00902043j 0.00540269+0.00926288j 0.00350989+0.00726275j 0.00662806-0.0045427j 0.00103246+0.00937065j 0.000166441-0.00415896j 0.000662635+0.00179035j 0.00311384+0.00327955j -0.00328299+0.000637269j -0.00050386+0.00676504j -0.000575019+0.00331841j -0.000376279+0.00277763j -0.00208564-0.00463519j -0.00364186-0.000909429j 0.000251499-0.00685095j -0.000379386-0.000265449j 0.00397988-0.00181152j -0.00819022+0.0066548j -0.000600226+0.000583538j 0.00212907-0.00025907j 0.0065755+0.00858235j 0.00103184-0.00152205j -0.00372411+0.000450322j 0.0060861-0.00550736j -0.00679485-0.000131404j 0.00142387+0.00155009j -0.00178987-0.000684128j -0.00323874+0.00116405j 0.000835915-0.00219156j -0.00193448-0.000608058j 0.00042312+0.00437865j 0.00189202-0.00118383j -0.00766576+0.00384643j 0.00461658+0.00104008j -0.00170522-0.00679951j 0.00167544+0.00068869j -0.000406694-0.00464156j 0.00271993+0.00274772j 0.000497257-0.000103131j -0.00106949-0.00192935j -0.0026649+0.000322731j 0.00434697-0.00246106j 0.000121392-0.00377403j -0.00327483+0.00252402j 0.00164941+0.00118828j 0.00284783-0.00311575j 0.00288706-0.00206147j -0.00108995+0.00308598j 0.00111124-0.00384958j -0.00209354-0.00233911j -0.0036086-0.00130098j 0.00235033-0.00255221j 0.00379079+0.00257906j -0.00210689-0.00490585j -0.00193372-0.000974201j 0.00228347-0.00127704j 0.0111317-0.00141312j 0.00253064+0.00521079j 0.0025346+0.00706533j -0.000809388+0.00195118j -0.00271083-0.0029512j 0.00143665-0.00126573j 0.000607264+0.0040059j -0.00692692-0.00215746j 0.00130196+0.00413234j -0.00457157+0.00603967j -0.00490108-0.00416485j 0.00685471+0.00440133j 0.00451608-0.00750949j 
-0.00621337+0.0150801j -0.0158447-0.00638432j -0.00199214+0.0116248j 0.0144452+0.00270235j 0.00299652-0.00161987j -0.00958245-0.000413466j 0.00773533+0.000272627j -0.0141098+0.00659918j -0.00272363-0.00975849j 0.00307708-0.00119993j -0.00808161+0.00198602j 0.00483812-0.00148938j -0.00663492+0.00592732j -0.000561607+0.00423859j 0.00148997+0.00319949j 0.00180909-0.00162204j -0.00394044+0.00282978j -0.00112907+0.00117195j 3.60756e-05-0.000507711j -0.00261953-0.00168883j -0.00347587-0.00403544j -0.00283273-0.00114975j -0.00472924-0.0038406j -0.00114736-0.00143851j 0.0014901-0.00463846j -0.000714707+0.00646253j 0.00019833+0.00334837j -0.00330372+0.000745388j 0.0100708+0.00195164j -0.000261756-0.000401021j 0.000499592-0.00402949j 0.00369544+0.000160917j -0.0048459+0.00183961j -0.000413008-0.000787611j 0.000438196+0.00285305j 0.00199336-0.000109701j -0.00183264+0.00136159j -0.00240835-0.00339679j 0.000909751+0.00724306j 0.00240801-0.000530106j -0.00284648+0.0052732j 0.00214083-0.00455387j 0.00012428-0.00518237j 0.00201828+0.00192327j 0.00441014-0.00160907j 0.00168688-0.0045535j 0.000310745+0.00118232j -0.00285569-0.00123241j 0.00206297+0.00179018j 0.00738177-0.00444447j -0.00104197-0.00345366j 0.0031511+0.000273469j 0.00385835-0.00143557j -0.00327126-0.00864169j 0.00635372-9.4597e-05j 0.00147161-0.00091382j 0.000338391-0.00279885j -0.00313845-0.00107049j -0.00803091-0.0002362j 0.00014929-0.00114514j 0.00424857+0.00684309j -0.00204593-0.000446266j 0.00124682-3.33756e-05j 0.00774441-0.00187282j 0.00309126+0.0036983j -0.00233867+0.000624953j 0.00074802+0.00348222j 0.00048792+0.00134047j 0.0020887-0.00671205j -0.000696838+0.0033554j -0.00368358-0.000696679j 0.000235273-0.00344298j 0.000459108+0.000453669j -0.00703088+0.00193631j -0.00231908-0.00670425j 0.0135576-0.00311686j -0.00301784-0.0137463j 
0.0103465+0.0035077j -0.0044337+0.00911711j -0.00668236-0.00121481j 5.80695e-05+0.01079j -0.006752+0.0141106j 0.00412727-0.000515497j 0.00244728+0.00562291j -0.00524107-0.0100719j 0.01189-0.000354649j -0.00570193-0.00144272j -0.00749654-0.000258396j -0.00416633+0.00501996j -0.00967367-0.00353563j -0.00367634+0.00719917j 0.00249262+0.00068957j -0.00750296-0.00410771j 0.000668064+3.13491e-05j 0.000244005+0.00236144j -0.00515528+0.00321554j -0.0050654-0.00186732j -0.00480624+0.00253737j -0.00247648+0.00530495j -0.00620397+0.00235199j 0.00186294-0.00382393j -0.000200926-0.0060091j 0.00496646+0.00280884j 0.00222145-0.00259976j -0.0029586-0.00333387j 0.000778865-0.00527122j -0.00112309+0.00190969j 0.00251892+0.000787969j -0.00439146-0.0014127j 0.00465166+0.00267931j -0.00359379+0.00157067j -0.00140728+0.000515956j -0.00287762-0.000599505j -0.0041991+0.0022646j 0.00690322-0.00454681j -0.00135279+0.00142791j -0.00389425-1.67692e-05j 0.00610697-0.000418009j -0.00361516-0.00505114j -0.000619592+0.0036125j 0.000673439-0.00110805j 0.00316019+0.0036808j 0.00313731-0.000322109j -0.00187502-0.000348384j 0.00195898+0.00129213j -0.000784293-0.00110466j 0.00338692+0.00188668j -0.00432344+0.00208927j 0.00137056-0.00358773j 0.000630992-0.00251815j -0.00467438+0.00176319j -0.000680415+0.000891885j -0.000990621-0.0049385j 0.000738092+0.00355808j 0.00319099+0.00276804j -0.000328034+0.000367054j -0.00112049+0.00142993j -0.00157596-0.00145913j -0.00177158+0.00891456j 0.000528429+0.00413406j -0.000183638+0.00184515j -0.0105495+0.00554495j -0.000800157-0.00319609j -0.00522016+0.00164169j -0.00201612-0.000922539j 0.00498331-0.00225957j -0.0001309+0.000378774j 0.000333533-0.0039106j 0.00944408+0.00227263j 0.00309451-0.00383581j -0.000828412-0.0100569j 0.00968057-0.000224388j -0.00683388-0.00770075j -0.00708383+0.00722873j 
-0.00252161+0.0160319j -0.0173817-0.00119628j -0.0151578+0.00827797j 0.011033+0.0133899j 0.0065178+0.0131282j 0.00512722+0.0033379j -0.00253103-0.00499018j -0.00256772-0.00338832j -0.000433817-0.00797508j -0.00369893+0.00163823j -0.0029473+0.00436956j 0.00368783+0.00789648j 0.00229664+0.01045j 0.0130534+0.00615127j 0.00207901+0.000288579j 0.00799352-0.000636292j 0.00469793-0.00745861j -0.00630446+0.000651462j 0.00270691-0.000252194j 0.00307286+0.00220509j 0.000618787-0.00966096j -0.00885352+0.00245383j 0.00130357-0.00636372j -0.0011895+0.00568446j 0.00215102-0.00214202j -0.00167257-0.000435282j 0.00105307+0.000520374j -0.00465833-0.00739063j 0.00768542+0.00362546j -0.00323595-0.00715436j -0.00261463-0.00314866j 0.00720513-0.00169906j -0.00485103+0.0011763j -0.0037776+0.000124822j 0.0048445+0.00602604j 0.0023204-0.00355634j -0.00628271+0.00145425j 0.00150921-0.00480785j 0.000784772+0.0069273j 0.00122053-0.000785566j -0.00186602+0.00368496j 0.00448522-0.00852788j -0.00481816-0.00733743j -0.00313938+0.00155724j 0.00344957-0.00153537j 0.00485252-0.00403121j -0.000504078+0.000976835j -0.008139-0.00148915j -0.00317123-0.00635457j 0.00184052-0.00200418j -0.00459342-0.00131332j 0.000964418+0.000550415j 0.0017265-0.0039661j -0.00309457-0.00422083j -0.000793657-0.0016011j -0.00278355-0.00720234j -0.00607744-0.00339083j 0.00517531+0.00267192j -0.00914865+0.00174984j -0.00111049-0.00223478j -0.000541715+6.59909e-05j 0.00112297+0.000792089j 0.00302176+0.0014433j 0.00160972-0.00303597j 0.00514498+0.00467647j -0.00155942-7.84112e-05j -0.00174443+0.00607971j 0.00168907+0.0004981j 0.00164034-0.00318546j 0.000911731+0.00462272j -0.0027233-0.000989444j 0.00454-0.0019092j 0.00704351-0.00271628j -0.014633+0.0010798j 0.00126233-0.0139401j 0.0109892-0.010149j -0.00920572-0.0120266j 
-0.0059395-0.00886039j 0.00888963-0.00647928j 0.00630176+0.00868369j 0.00889489-0.00511364j -0.0118672-0.00462448j -0.00738809+0.00859589j 0.00239036-0.00223298j -0.002023+0.00518195j 0.00436061-0.00306812j 0.00119605+0.009435j 0.00677231+0.000686248j 0.00343297-0.00678358j 0.00497941+6.62097e-05j -0.011348-0.00706447j -0.000835779+0.000311045j -0.000272912+0.00626172j -0.00391731+0.00315159j -0.00174609+0.000102562j -0.00657099+0.00178933j -0.0037712+0.0015163j -0.000244358+0.0010407j 4.40583e-08-0.00533017j -0.00160603+0.000483749j 0.00384288+0.000764751j 0.00393304+0.000267183j -0.00328977+0.00246157j -0.00217079-0.00113323j -0.00125849+0.00657589j -0.0013884+0.0034206j 0.00272934+0.00148574j -0.00152499+0.00140845j -0.000391496-0.00452508j -0.00225285+0.00454661j 0.00408453+0.00276041j -0.00311187-0.00355619j -0.00128759+0.00224977j 0.0040186-0.0010007j -0.0016937+0.00230355j 0.000815263-0.00228793j 0.00254623-0.00132083j -0.00232394+0.00414357j -0.000219813+0.00352175j 0.00282752+0.00178145j -0.00118076+0.000922604j -0.00116127+0.000670623j -0.00162258+0.00202502j 0.00199337+0.00142141j 7.64154e-06+0.00169934j -0.00119444+0.00505265j -0.00126164-0.0011125j 0.00451844+0.000746545j -0.00272927+0.00156444j -0.0020902+0.00367j 0.00265967-0.000311258j -0.000711352+0.00182577j 0.00464102+0.00371989j 0.00272214-0.00104316j -0.00037264-0.00284377j 0.00374148+0.000338827j 0.00304151-0.000372359j 0.00242849-0.000555298j -0.00385627-0.00804621j -0.00415724-0.00483767j -0.00292852-0.00218218j 0.00403404-0.00330209j 0.00361795+0.000694654j 0.00271173+0.0014714j -0.00477472-0.000755138j -0.00445104+0.00724042j -0.00171511-0.00406633j 0.002676+0.00647408j -0.0128624+0.00274372j 0.00109256+0.0113349j -0.00151122+0.00900089j -0.0093699-0.00116084j 0.000337375+0.00953995j 0.00948005+1.6821e-06j 
-0.00432711+0.00958936j -0.00980024-0.00549779j 0.00530611+0.0102465j 0.00977511-0.00233553j -0.00979418-0.0053725j -0.00800295+0.00140073j 0.00676521+0.00588943j -0.0092584+0.00235893j 0.00655427-0.00282359j 0.00187286-0.00474817j -0.00560853-0.00209558j -0.000608483-0.000868656j -0.00453117+0.000805554j -0.00321041+0.00340817j -0.000259889+0.000952328j -0.00309884+0.000471519j -0.0042524+0.00347762j 0.00338868+0.00210774j -0.000638958+0.00126705j -0.00273725-0.000505679j -0.00449088+0.000109557j 0.00272928-0.00136286j -0.00377304+0.000369042j 0.00266871-0.00240618j -0.0006738-0.00232342j 6.69522e-05+0.00692608j -0.0009118+0.00291651j -0.00370343+0.00387844j 0.00873149-0.00299792j 0.00260968+0.00107469j 0.00217495+0.00276541j -0.000698865-0.000577741j 0.000315357+1.11643e-05j 0.00107229-0.00216801j -0.00442837-0.000333967j 0.000237775+0.00222616j -0.000824163+0.00186341j -0.00362564-0.0062189j 0.00116208+0.0061075j 0.000322632-0.00106456j -0.000270467+0.00285958j -0.000176244-0.00347969j 0.000736429-0.000544789j 0.00152929-0.000212097j 0.000309596+5.31423e-06j -0.000123871-0.00329472j -0.00104693+0.000850532j 7.03159e-05-0.00113326j -0.000718924+0.00316216j 0.00717337-0.00231006j -0.000341096-0.00106079j 0.00165526+0.00203759j 0.00190709-0.000177673j -0.00151767-0.00512734j 0.00407297+0.00041642j 0.00275857+0.00218389j 0.00311545-0.00202011j -0.00404748-0.0017235j -0.00286281-0.00102512j 0.000620374-0.000196956j 0.00409936+0.00528712j -0.00241468-0.000471098j -0.00150909-0.00131124j 0.00504944-0.00129062j 0.00274116+0.00206017j -0.000962747+0.00465678j -0.00109695+5.6529e-05j 0.000752939+0.00188994j 0.00257459-0.00458261j 0.00100975+0.0027958j -0.00379555-0.000158581j 0.00226599-0.0011807j 7.93078e-05-0.000638185j -0.00199895-0.00057086j -0.00043043-0.00175134j 0.00703616-0.000827858j -0.000788471-0.00659756j 
-0.0141868+0.0127314j -0.0132357-0.0133654j -0.00105827+0.0104903j 0.0126274+0.00068524j -0.00210996-0.00293761j -0.00936956+0.00622813j 0.00305915-0.00725347j -0.00590279+0.00669289j -0.00210236-0.0134191j 0.00157792+0.00243625j -0.00273264+0.00400628j 0.00638611+0.00289147j 0.000152845+0.00935111j 0.0103902-0.00111376j -0.00208035-0.0011012j 0.00577537+0.0012497j -0.00145019-0.00579326j -0.00235788+0.00207139j 0.00446435-0.000765001j 0.00286993+0.000164382j 0.000719193-0.0107712j -0.00292042-0.00279219j 0.00260647-0.00853974j 0.00158593+0.00575053j 0.00290403+5.7275e-05j -0.00808051+0.00438008j 0.00139166+0.00178787j -0.00403809-0.000226909j 0.0105744+0.00650751j 0.00111319-0.00586665j -0.0027137-0.00140818j 0.00891913-0.00201102j -0.00616697-0.000239523j 0.000399911-0.00134041j 0.00220599+0.00265409j 0.00309798-0.00134565j -0.00282909-1.50147e-05j -0.00456015-0.00140582j 8.68633e-05+0.00590069j 0.00235194-0.00107964j -0.00732954+0.00449445j 0.00778515-0.00278616j -0.00287579-0.00810946j -0.000983259-0.000523923j 0.0010633-0.00464354j 0.00517007-0.00587874j 0.000139114+0.000943189j -0.00560579-0.00493733j -0.00251104-0.00152033j 0.00143644-0.00461621j -0.00180586-0.00438673j 0.00116922+0.00246469j -0.00070275-8.64012e-05j -0.000886253-0.00639361j 0.00183471-0.000607077j 0.00121807-0.00285634j -0.00408636-0.00449936j -0.00415352-0.00156309j -0.00679134-0.00174211j -0.000437455-0.00400476j 0.00440749+0.00392294j 0.00138523-0.00437968j -0.000670656-0.00181837j 0.00383326-0.00324653j 0.013397+0.00085591j 0.000270636+0.00845701j -0.000400613+0.00279669j 0.00448533+0.00278749j -0.000100532-0.00608853j 0.00337301+0.000591309j -0.000272926+0.00280284j -0.0016471-0.00306457j 0.000481046-0.00092348j -0.0140225+0.00953908j -0.00893227-0.0139731j 0.0210052-0.00252053j -0.00238441-0.0216639j 
