-0.00118555-0.0180143j -0.0180289+0.000765874j -0.00322721+0.00934935j 0.0116258+0.00236087j -0.000698651+0.00432948j 0.000848918-0.00162332j -0.00193384+0.00129984j 0.00377169+0.00173251j -0.00126303+0.000940698j 0.000551315+0.000439635j 0.00309712+0.00131702j -0.00337196+2.45032e-05j -0.00203443+0.00751592j -0.000658414+0.00140648j 0.000567512-0.00328028j 0.000225374+0.00343292j 0.00388693+0.00131642j 0.00214142-0.00129022j -0.000668191-0.00195573j 0.00350707+5.75253e-05j -0.00394318-0.000638879j 0.00454534+0.00164246j 0.0013603+0.00361925j 0.000531705-0.00143124j -0.000321776+0.00103797j 0.00417997-0.000258818j -0.000690442-0.00335977j 0.00215827-0.000911228j 5.29795e-05-0.00234103j -0.000475683-0.00194982j -0.00318405+0.00215066j -0.00275542-0.0021018j 6.47905e-05-0.000191532j -0.000616822-0.000681475j -0.00141165+0.00496052j -0.00561917+0.00251226j -0.000553352+0.00498965j 0.00199776+0.00350906j 0.00267817-0.00130264j -0.0010871-0.000567426j 0.00447495+0.000476111j -0.00209314-0.0049103j 0.002374+0.0036632j 0.00383664+0.00680742j -0.0027655+0.000876048j -0.00503536+0.00305859j -0.00427658-0.00262407j 0.00277544-0.00266495j -0.00331283-0.00046713j 0.00221913-0.0048685j 0.00221088+0.00255057j 0.00209103-0.000787611j -0.00948715-0.00219553j 0.0014243-0.0121875j 0.0165103-0.00431004j 0.0048026+0.0165514j 
0.00437416-0.00261556j -0.00283896-0.00337495j -0.000169751-0.000334372j -0.00125325-0.00358165j 0.00237956-0.0068636j -0.00253845+1.55696e-05j 0.00375872+0.00444309j 0.0055705-0.00283815j 0.00454175+0.00148295j 0.00104896-0.00277601j 0.00514297-0.00241464j -0.000556966+0.000437123j 0.00238099+0.00495689j -0.00976406+0.00346253j 0.00717437-0.00281646j 0.00208071+0.00197541j 0.00396444+0.00310397j 0.00546976+0.00245071j -0.0028444-0.00194739j -0.00322815+0.00152445j 0.00728387+0.00229775j -0.00176395+0.00457196j 0.0051583-0.00217591j -0.00414153-0.000574572j 0.0010384-0.0022877j 0.0049939-0.00136822j -0.00281561-0.000125646j -0.00563098+0.00695611j -0.00471846-0.00036509j 0.00427888+0.000424255j -0.00301864+0.00251692j -0.00776587-0.00564022j -0.00486152+0.0044544j 0.0131787-0.00010388j -0.00601831-0.00628823j -0.00740401-0.000789321j -0.00201295-0.000144719j 0.00307881-3.17018e-06j -0.00686691-0.00713058j -0.00274802+0.00468574j -0.00235898+0.00450281j -0.00566042+0.00153208j -0.00182861+0.00306651j 0.0048175-0.00266269j 0.00383117-0.000245671j 0.000730512+0.0069309j 0.000435035-0.000719671j -0.000752595-0.00210966j 0.00131312+0.00585884j -0.00588211-0.0020673j 0.000641318-0.00230856j 0.00197399-0.000652621j 0.00068061-0.00146265j -0.000596832+0.00164888j 0.00267462-0.000150901j 0.000513081+0.00270051j 
0.00228562-0.00330725j -0.00271299-0.002244j 0.00353375-0.000326655j -0.00169107-0.00401817j -0.00173028-0.00586389j 0.00120013+0.000371988j -0.000500895-0.00150503j 0.0025674+0.00300953j 1.06673e-05+0.00586431j -0.00182562-0.00341995j 0.00463929+0.000393296j 0.00195038+0.00181034j -0.00496758+0.00121105j 0.00267042-0.00209647j 0.00278478-0.00211099j 0.0065352+0.00200359j 0.00780503-0.00127157j -0.0044435-0.000171485j -0.00170317-0.000580749j -0.000993191+0.00121015j -0.00355751-0.0017153j -0.00387808+0.000504035j -0.00455795-0.00323242j 0.00199086+0.00648031j 0.00300102+0.00560301j 0.00010675+0.00189465j -0.00275145-0.00553247j -0.00266207+0.00755435j -0.00541638-0.0023356j 0.00348594+0.0023404j -0.00860872+0.00325503j -0.00215457+0.00180561j 0.00205264+0.000547388j 0.00662381-2.03583e-05j -0.00176504-0.000733382j -0.00258041+0.000124946j 0.001985-5.35539e-05j 0.000842895-0.00615071j -0.0039943+0.00274885j 0.00144259-0.00177251j 0.00321369+0.00150808j -0.00198979-0.00716801j -0.00150716+0.00210094j -0.000163609+0.00372135j 0.00467344+0.00264685j -0.00226229+0.0033813j -0.00150239-0.00306535j 0.000467081-0.00118238j 0.00253682+0.00264913j -0.00110875-0.00203764j -0.000103625+0.000432052j 0.00417282-0.00149464j -0.00311743+0.000719523j -0.00235993-0.00103316j 0.00573864+0.000773171j -0.000401283+0.00522171j 
-0.00243462-0.00299586j -0.00295283+0.00235354j -0.00217036-0.0018332j 0.000792785+0.00214013j 0.00677287+0.00362952j -0.00208857-0.00484871j -0.00163931+0.00432404j 0.00108679+0.00216028j -0.00419245-0.0049334j -0.00435956+0.00224993j -0.00536354+0.00142337j 0.001121+0.00266874j 0.00150712-0.00378811j -0.000775268+0.00157468j -0.00396644-0.00159888j -0.00766957-0.00228163j -0.00433713+0.0101619j 0.00421452+0.00140621j 0.0033088-0.00182139j 0.00349943-0.00309095j -0.00220856-0.00210711j 0.00622061+0.00121969j -0.000557325+0.00303194j 0.00270615+0.0046544j 0.00392619-0.00503596j -0.00272259+3.54028e-05j 0.000396823-0.00135313j 0.0032822+0.00109148j -3.47369e-05-0.00294259j -0.000745625-0.00579588j -0.00132775+0.00013645j -0.00450387+0.00140244j -0.00629749-0.00219946j -0.00576366-0.00150313j 0.0041456+0.00272851j 0.00242257+0.0032232j -0.00558577+0.00903619j -0.00308212+0.00206958j 0.00198321-0.00131289j -0.0047577-0.00130678j 0.00117971-0.00387062j 0.00335094+0.000904783j 0.00367952+0.000922987j -0.000467942-0.000633873j 0.00262066-0.00341241j 0.000312613+0.00149595j 0.00253917+0.000551919j -0.000317163+0.000330507j -0.000523109-0.000416765j 0.00250595-0.00101979j 0.00065425+0.000706259j 0.00106191+0.00502568j -0.00196744-0.00286727j 0.0037112-0.0037009j 0.00150286-0.000897564j 0.00106005+0.00183919j 
0.00248742+0.00193693j 0.00171522-0.00156011j -0.00257295-0.00131011j -0.00216061+0.000358058j 0.00455065-0.000931651j -0.00122207-0.000934432j 0.00332468+0.00654628j 0.0040475-0.00578965j -6.54756e-06-0.00141144j -8.68466e-05+0.00167618j -0.0067954-0.00160837j -0.00368542+0.00357613j 0.00189197-0.000530412j -0.00596747+0.00189145j 0.0011463-0.000320526j -0.0018384+0.0041889j -0.00189008+0.00509721j 0.00393007+0.00317349j 0.00242493+0.00354768j 0.00357437+0.0034461j -0.000715233+0.00552978j -0.000779921-0.000474285j 0.00257746+0.000262811j -0.0042629-0.00118121j 6.15119e-05+0.00182156j 0.0018036+0.00323837j -0.00478269+0.000284218j -0.00151353+0.00735735j 0.000271269+0.00305626j -0.00233298-0.00128011j -0.000118704+0.00056274j -0.00781282+0.00394192j -0.00142491+0.00278766j -0.0029903+0.00449969j -0.00653874-0.0014755j 0.00210704-0.00776731j -0.00327413+0.00196633j 0.0017912+0.00348628j -0.00452974+0.00204233j -0.00227141+4.7586e-05j -0.00532705-0.000363802j -0.00322577+0.00185224j -0.00103346+0.00210749j 0.00109972+0.00159423j 0.00112641-0.00243308j 0.00219334+0.00237839j -0.00225117+0.00165403j 0.000425143-0.000949536j -0.00148417+0.000471939j -0.0009199-0.00071082j -0.00230889-0.00304812j -0.00516509-0.00510035j 0.00231641+0.0040503j -0.00163639+0.00130629j -0.00124959-0.000255636j -6.29338e-05-0.000561032j 
-0.00328217+0.00399016j 0.00440444+0.00245622j -0.00149409+0.000903134j -0.000964442+0.00262016j -0.00678886+0.000583902j -0.00228008-0.00372427j 0.000385625-0.00193842j -0.00173048-0.0064693j 0.00320558-0.00314183j 0.00512271+0.00581615j -0.00413088+0.00128556j 0.00430634-0.00689888j -0.000969584-0.000433288j 0.00536296-0.000665269j 0.00332189-0.000733966j -0.00405145-0.00162163j -0.00286148+0.000966394j 0.00264728+0.00634194j -0.00187547-0.000157563j 0.0036614+0.00318243j -0.011204-0.00117227j -0.00560312-0.0109982j -0.000968762+0.00356621j -0.00377695+0.00542591j 0.000163505+0.00213111j -0.00503771-0.000204461j -0.00359175+0.010284j 0.00329266-0.000292211j 0.00279004+0.00169271j -0.00245331-0.00316435j -0.000444408-0.00220864j -6.46004e-05+0.00427337j 0.000224566+0.00410028j -0.00702562-0.00288633j 0.00823855-0.00143167j 0.00689943-0.00353571j 0.00231092-0.00224514j -0.00401503+0.00698684j 0.00461835+0.00377772j -0.000927481-0.00430594j 0.00653101+0.000687883j 0.00365243+0.00459509j -0.00637354-0.00719882j -0.00543934-0.00119674j -0.00252863+0.00244468j 0.00658907-0.00363087j -0.00139996+0.00537297j 0.00152378-0.0039843j 0.000621473+0.00308552j 0.00460887+0.000552958j -0.00356962-0.000804391j -0.00389107+0.00318145j 0.00550592-0.000415597j -0.00328443-0.00387736j -0.00667345+0.00121515j -0.000143277-0.00591006j 
0.00155461+0.000680625j 0.000641741-0.00185145j 0.0058351-0.000599917j -0.000176384-0.00299872j -0.0026905-0.00315395j -0.00653259+0.00360439j 0.00453848+0.00500381j 0.00206845-0.00473134j 0.00600585+0.000332346j -0.00205125-0.00116807j 0.00163086-1.20369e-05j 0.00351569-0.000656856j -0.000836669+0.00203774j -0.00291292+0.00138238j -0.00112594+0.00647186j -0.00635406+0.000565585j 0.000982339-0.000124048j 0.000358273+0.00273211j -0.00142168-0.000691395j -0.00597489-0.00266094j 0.00556731+0.000630708j 0.00403818+0.000949759j 0.000255851-0.000436807j -0.000821278+0.0109967j -0.00542675-0.0044251j 0.00266028-0.000433135j 0.00398104+0.000346715j 0.00395806-0.000441183j -0.00297824+0.000986047j 0.00794888+0.00103603j 0.00345393+0.00117749j -0.00198103-0.00600306j -0.00359974-0.0049089j 0.00873195+2.74277e-05j 0.00204154-0.00484636j -0.00225989-0.00303561j -0.000409064+0.00427793j 0.000229987+0.00264324j 0.00213929-0.00357509j -0.00194333-0.00357108j 0.00624406+0.00274413j 0.00114772+0.00157853j -0.00334481-0.000638649j -0.0052064-0.00283333j 0.000216999-0.000151044j 0.000758703+0.00020238j -0.00188359-0.00199416j 0.000570697-0.00271302j 0.00145451+0.00499741j -0.003506+0.00209985j -0.00149073-0.00230242j 0.00230366+0.0013552j 0.00270773+0.00116452j -0.00385255+0.00393051j -0.0053947+0.000431577j 2.62436e-06-0.00560965j 
0.00200362-0.00337494j -0.00443183-0.00196417j 0.00471516+0.000502594j 0.00396636-0.00783885j 0.00272665+0.006593j -0.000796335+0.00874245j 0.00415425+0.00446948j -0.00300357+0.00602545j -0.00444093-0.00089314j -0.00120524+0.00193512j 0.00516857+0.00547978j -0.000338052-0.0011047j 0.00282304+0.00451978j -0.00152551-0.00359052j -0.00699317+0.00678931j 0.000776196-0.00198709j 0.0036458-0.000420774j -0.00255019-0.00565452j 0.00469589+0.000301953j 0.00120006-0.0132546j 0.00325269+0.00294448j 0.00687918+0.00177646j 4.43473e-05-0.000580186j -0.0028041+0.00959117j -0.00320628-0.00153303j -0.00095783-0.00160258j 0.000997244-0.0117154j 0.00151388+0.000548261j -0.00227982+0.00517957j 0.00323365+0.00486705j 0.00209534-0.0001704j -0.00140992+0.00108198j -0.00360681-0.0046736j 0.00219113+0.00127016j -0.000775828+0.000934842j -0.00518625+0.00258147j 0.00381774-0.000158017j 0.00226276-0.00322308j -0.00274242-0.00179833j 0.0042161+0.000884626j -0.00162446-0.00216356j -0.000793072-0.00510629j 0.00090927+0.000961474j -0.00289323+0.00407383j 0.00188814-0.00147406j -0.0044474+0.000794808j 0.00119985-0.00206601j 0.00135247+0.00289677j 0.002128-0.00218178j -0.00373991+0.000623244j 0.000692809-0.000144027j 0.00299728-0.00426095j -0.00481208-0.000179809j 0.000506019+0.000734227j 0.00442923+0.00312284j -0.00378185+0.00360295j 
0.000806931+0.00603163j 0.00692398-0.000871996j 0.00281154-0.000757314j -0.00349313-0.00142288j -0.00181173-0.0053941j 0.00214171-0.00395254j -0.00319763-0.00752078j -0.0044722+0.000107518j 0.00222326+0.0014082j 0.00198065+0.002517j -0.006815-0.00354141j 0.00385214+0.000857552j -0.00480105-0.00781923j 0.00623465+0.00715005j 0.00630349-0.00871184j -0.00104308-0.00535889j 0.00332843-0.002176j 0.00256081+0.00762849j 0.00205345-0.00469492j -0.000943779+0.00444864j -0.00264857+0.00376618j -0.00873638-0.00573759j -0.0131464-0.00307513j 0.00409272-0.00653954j 0.00426659+0.0077049j -0.00424992+0.00360226j -0.00112401+0.000946985j -0.0129757+0.00607403j 0.00601643+0.00334373j -0.00340587+0.00155131j -0.00382903-0.00816757j 0.000373791+0.00378892j -0.00228103+0.00574314j 0.000284499+0.00518361j -0.00757626-0.00219255j 0.00203041-0.00392499j 0.000997625-0.00288871j 0.00414901-0.0082692j 0.00013812+0.000676788j -0.00404526+0.00755189j -0.00320063-0.00124361j -0.00489745-0.00502692j 0.00343415+0.00711252j 0.00388696-0.00164759j -0.00152748+0.00318817j -0.00281217+0.000528434j 0.00235522-0.00431565j -0.000717879+0.0106837j 0.00418615-0.00900377j -0.00349844+0.00186779j 0.00865471+0.0078903j 0.000386314-0.00110755j -0.0068904+0.0059371j 0.00123709+0.00464678j 0.00166447-0.00194826j 0.000424888-5.38217e-05j 
-0.00257337+0.0030797j 0.0040802+0.00202797j -0.00362406-0.00526093j -0.00328042+0.00501144j -0.00289122-0.0053065j 0.00351489-0.00209985j -0.00162613-0.00354133j 0.00345163+0.00487278j -0.00434676+0.00787652j -0.00621426+0.000714848j 0.00203949+0.00246776j 0.00249639+0.000453093j -0.00542117+0.00206j 0.00622301-0.00742486j 0.00505489+0.00264096j 0.00202895+0.000140173j -0.000656349+0.000327517j -0.00212974-0.00311336j -0.00435887+0.000247392j 0.0042796+0.00259221j 0.000353445-0.0054606j -0.00301819+0.00113194j -0.00280026-0.000404639j 0.00604869+0.000417531j 0.00848277+0.00873914j -0.000672976-0.00542891j -0.000800681+0.00250108j -0.0013876+0.00375968j 0.000365771-0.00695738j -0.00164297-0.00358937j -0.0035556-0.00179817j -0.000287442+0.00469523j 0.0063805+0.00849857j -0.0068321-0.00194483j 0.00181143-0.00204737j 0.00488345-0.000899272j 0.000556943-0.00645158j -0.00295549-0.000504511j -0.00308183+0.00416569j -0.00269716+0.0032726j -0.00320925+0.00303544j 0.0032254-0.00376086j -0.000587075-0.00635508j 0.00291043+0.00382691j -0.0022424-0.00198729j 0.00169512+0.00635392j 0.000427347+0.00248135j -0.00231916-0.00432184j -0.00159753-0.000868358j 0.00506588-0.00511112j -0.00235749-0.000419046j 3.15377e-05+0.00284373j 0.00232083-0.00268317j 0.00439359-0.00567669j -0.00211748-0.00207602j 0.00305252-0.000925049j 
0.00444974+0.00178723j 0.00226875-0.00477618j 0.00870785-0.00258543j -0.00160022-0.00606888j -0.00233265-0.00525992j -0.00371568+0.00226489j 0.00521517+0.00528763j 0.00391713-0.00381135j 0.00324758+0.00270744j -0.00892684+0.003443j -0.000613126-0.00116571j 0.00293786+0.00547041j -0.00213018+0.00537122j -0.00393843-0.000717096j -0.00237112+0.00457487j -0.00646717+0.0034569j 0.00272803-0.00421197j -1.07829e-06+0.00514536j 0.000357623-0.00338363j -0.00296175+0.00259768j 0.00432501+0.00877624j 0.00558181-0.000363974j -0.00337444-0.00380237j -0.0023118+0.0102949j -0.00747105+0.00589766j 0.00424231+0.00196513j 0.00258378-0.00410502j -0.00620507+0.00976137j 0.000196958+0.00893603j 0.00642753+0.0068961j 0.00296208+0.000292398j -0.0114107-0.00061999j -0.00188445-0.00171077j 0.00603337+0.00455431j -0.00929007-0.00293365j 0.000799266-0.00960331j -0.00181397+0.000437975j 0.0047346+0.00313646j -0.000330408-0.00124347j -0.000894083+0.00113257j 0.000702069-0.000847485j -0.0054659-0.000700513j -0.00274828-0.00143405j -0.00142898-0.00157613j 0.00168413-0.00149042j 0.000888995+0.00419452j -0.00198387-0.00468246j 0.00165019+0.00396059j 0.00196166+0.00436837j -0.00620653+0.00152567j -0.000319108-0.000526064j 0.000571762-0.000859792j -0.00195153+0.00366434j -0.00148097+0.000744215j -1.41242e-05+0.0019631j -0.00205472-0.000226723j 
0.00120312-0.00561796j -0.00602641-0.00133905j 0.00170852+0.00307491j 0.00542494-0.00310483j 0.0045897-0.0010886j -0.00275168+0.0028445j -0.000327047+0.00171892j 0.000279874+0.00243669j -0.00622885+0.000315097j -0.00398894+0.00141924j 0.00049157+0.00466988j -0.00241295-0.00229308j -0.000447842+0.00335022j -0.000780122-0.00211099j -0.00409227+3.66393e-05j -0.00842258+0.00116432j -0.00283735-0.00429236j -8.84181e-05+0.000913152j 4.67045e-05-0.00166168j 0.00814218-0.00325186j -0.00196995-0.00318029j 0.00496258+0.00260276j -0.00256685-0.00085277j 0.00128201+0.00905568j 0.00245202+0.000568119j -0.00399625-0.00372557j -0.00158941-0.00475024j 0.00054404+0.00422849j -0.0079472-0.000562107j -0.00115173+0.00181989j -0.00271878-0.00110037j 1.92624e-05+0.0076215j -0.0017126+0.00129818j -0.00827775+0.00150204j 0.00272848+0.000305608j 0.00417321+0.000237783j -0.0096007+0.00116164j -0.00172735+0.000726678j -0.004014+0.00454571j -0.00367024-0.00240643j -0.00113302+0.00275988j -0.000842231-0.002242j -0.000523245-0.000767428j -0.00169105+0.00659784j -0.00259624-0.00148966j 0.00279873+0.00394046j -0.00313212+0.000505317j 0.00365815-0.00103261j -0.00469169+0.00205941j 0.000683891-0.0020163j -3.28301e-05-0.00089448j -0.000606259-0.00204978j -0.000640818+0.00142805j -0.00129645-0.00314913j 0.00498913+0.000640362j -0.000494292+0.00532599j 
-0.00133097+0.00336877j 0.00332395+0.000719879j 0.00184803-0.00114955j -0.000412887-0.00150018j -0.00208281-0.000697904j -0.00416726-0.000995448j -0.00383084-0.00305479j -0.00692911+0.00530586j 0.00186414-0.000479854j 0.00135881+0.00240475j -0.00138106-0.00293215j 0.000944421-0.00360956j 0.00284986-0.00396278j 0.00795127-0.00199969j 0.000184812-0.000777129j -0.0017883-0.0065423j 0.000279757-0.000517074j 0.00176619+0.00187856j 0.00280966-0.00795498j -0.00278905-0.00223083j 0.0012735-0.00107698j -0.0053456-0.00345015j -0.00251607-0.00403829j 0.00313849-0.00161451j -0.00276341-0.000393603j -0.00727636+0.000743948j 0.00360206+0.00383361j -0.00490305-0.00636941j -0.000182297+0.00718718j -0.00134883-0.000775166j 0.00361588-0.00340793j 0.00501517+0.00236007j -0.000812138+0.00114571j -0.00310346+0.00161807j -0.00285055-0.00297239j -0.000590795-0.00138187j -0.00192055-0.00203509j 0.00382352-0.00177008j 0.0040281-0.00204039j -0.00493545+0.00264688j -0.00042076-0.00111406j 0.00253857-0.00252431j 0.00383159+0.00166282j -0.0033474-0.00118544j -0.0042728+0.00470987j -0.00296822+0.00175844j 0.000449976-0.000579883j -0.00139528+0.00301081j 0.00261435-0.00573325j -0.00130482+0.000770391j 0.00525679+0.003799j 0.0018961+0.000691552j -0.000526195-3.51465e-05j 0.000950065+0.00496697j -0.00189007-0.00170601j 0.00131611-0.00315738j 
0.00120087-0.00219893j -0.00195413-0.000420515j -0.00466346-0.00196016j -0.00144836+0.00245071j 0.00212926-0.00575061j 0.000260649-0.00315767j 0.0003704-0.000772278j -0.000274888+0.00244148j -0.000503118+0.000821668j 0.00512246-0.00186511j 0.00540286-0.00493825j -0.000511578+0.00526646j 0.00399352+0.00492802j 0.00211932+0.00910828j 0.00705839-0.00121165j 0.000970734+0.00645967j 0.0037697-0.00246268j 0.00274136+0.00709532j 0.00312161-0.00236612j -0.00794133+0.0098322j 0.000955362-0.00419154j -0.00212007-0.000558142j 0.00182651+0.00484973j -0.000232098-0.0163775j 0.00457573+0.0018502j 0.0100071+0.00208085j 0.000308716+0.00586364j 0.00214548-0.000190662j 0.00207942-0.00403612j -0.00171009-0.00126992j -0.00400605+0.00574371j -0.00216466-0.0016412j 0.00753859-0.0021498j 0.00692776+0.00480926j -0.00015169+0.00348852j -0.00435804-0.000380628j -5.29384e-06+0.00380023j 0.00500672-0.00307395j -0.00106853-0.0028207j 0.00540451+0.00524818j -0.00216368+0.0063592j -0.00144065+0.000710953j 0.0014937+0.00146925j 0.00336739-0.00535472j 0.000731339+0.00265171j -0.00201656+0.00277414j -0.00124857-0.0011921j 0.000531048-0.000588684j -0.00277093+0.00223024j 0.000687654-0.00338792j 0.0017397-0.000619464j 0.00288063+0.003496j 0.000714241-0.00219395j 0.0014037-0.000931172j 0.00260377-0.00267425j 0.00333138+0.00296332j 
0.000261437-0.00268752j -0.00252826+0.000179099j 0.00202396+0.000892588j -0.00115029-0.00195524j 0.00206513-0.00591728j -0.00115509+0.00535585j -0.000149725-0.0010654j 0.000568413+0.00724279j -0.0062097+0.00680207j -0.0024691-0.00608675j 0.000383283+0.00236545j -0.00309231+0.00278316j -0.00214197+0.000913811j 0.000676201-0.00517127j -0.000659613+0.00242964j 0.00130208-0.00567941j 0.00344757+0.00410838j -8.65625e-05-0.00863174j -0.0014793-0.00473157j 0.000129928-0.00987871j 0.006598+0.00222663j 0.00582557+0.00306451j -0.00473373+0.000118442j 0.00458253+0.00337591j 0.00176547-0.00321876j -0.00179895-0.00516099j 0.00125507-0.00780758j 0.00231667+0.0040001j 0.00576438+0.00423967j 0.00963521+0.00305515j 0.0112788-0.00500375j -0.00205706-0.000559978j 0.00392447-0.00083796j 0.00145457-0.00183785j 0.000993882-0.00399182j -0.00458057-0.000259818j 0.00154082+0.000875519j 0.00287424-0.00243991j 0.000596899-0.00900593j 0.0041226+0.0066827j -0.00359204+0.00138094j 0.00157563-0.00260856j 0.00446659-0.000684471j 0.00192983+0.000567248j 8.05997e-05-0.00233667j -0.00538579+0.00416459j -0.000278203-0.00267352j -0.00347824-0.000251418j -0.000325094-0.00308137j -0.000549838-0.000388252j 0.00259715-0.000412852j 0.00419129+0.00147072j -0.00389665-0.00550912j 0.00469412-0.000615958j 0.00157305-0.00155812j 0.0013088+0.00132794j 
0.00229283+0.00493263j 0.00439978-0.00115323j -0.00287963-0.00275155j -0.0035666+0.00213772j 0.00403461-0.00164849j -0.00268687-0.000120493j 0.00224306+0.00423422j 0.00104386-0.00650184j 0.00193082+0.00297356j 0.0111591-0.00711394j -0.000343942-0.000605093j -0.00422602-0.000198908j 0.0047162+0.001535j -0.00286903+0.00721154j 0.00766466-0.00281277j 0.00113945-0.00167836j -0.00296019+0.00794284j 0.00517594+0.00313751j -0.00322767+0.0049848j -0.00036861+9.43439e-05j 0.000692741+0.00212866j -0.0052408+0.0015159j -0.00194592+0.000357166j -0.00365531-0.00505004j 0.0112243+0.000409679j -0.00489747+0.00109477j -0.00260512+0.00131797j -0.00207071-0.00077386j -0.00390385-0.00109124j -0.00420333-0.00788108j -0.00491368-0.00176645j -0.00238942+0.000649757j -0.0107518+0.00373936j 0.00543646+0.00256533j -0.00123227-0.00357729j -0.00170414-0.00399843j 0.00142677-0.00106408j 0.000821231-0.000498864j -0.00129324-0.00399718j -0.00229944+0.00171889j -0.00417441-0.00239854j 0.00220112-0.000546221j -0.00247651+0.00280778j 0.00471816-0.00501295j 0.00316786+0.00129975j -0.00167589+0.000676425j 0.00439785+0.00358252j -0.00231811+0.00503498j 0.00285896-0.00060116j -0.00464093-0.000294087j 0.00546951+0.000107244j -0.00456095-0.0031873j -0.00166427+0.00217799j 0.00237119+0.00698042j -0.00220869-0.000971688j -0.00056009-0.00259441j 
-0.00234564-0.00111774j -0.00144312+0.00193495j 0.000713483-0.000389979j -0.00118738+0.00315065j -0.00285837+0.00553049j -0.00522682-0.00367331j -0.00275259+0.00371932j -0.00185736-0.00489319j 0.00594397-0.00730716j 0.00644337-0.000669128j -0.00549463-0.00155323j 0.00520861+0.00299464j 0.00252915-0.000552034j 0.00218971+0.00642071j 0.00700007+0.00164432j -0.00507749-0.000706594j -0.00259897+0.00691946j -0.000367192+0.0034083j 0.00214758-0.00126932j -0.00244444+0.000632612j -0.00424002+0.000867165j 0.00265978-0.00537337j -0.00119507-0.0036405j 0.00371526+0.00237604j -0.00159812+0.00147172j -0.00567009-0.00205517j -0.000470414-0.00149921j 0.000638731+2.95277e-05j 0.0014527+0.00232921j 0.00369605-0.00161043j 0.00174331-0.00079171j -0.00715424+0.0019739j -0.00403548-0.00128026j -0.00335069-0.00476098j 0.00740216-0.00302102j -0.00374151-0.0026156j -0.00188082+0.0018959j 0.000802419+0.0024889j -0.00056125-0.000115041j 0.00159876-0.00656122j 0.00472318+0.0021685j 0.00479021-0.00155262j -0.00173508-0.00204857j -0.000989684-0.0062124j 0.00034283+0.000478758j 0.00184883-0.000720963j 0.00259203+0.00125396j 0.00174328-0.00192548j 0.00109554-0.000121952j -0.000943323+0.00340333j -3.19267e-05-0.000229467j -0.000256638+0.00253081j 0.00208004-0.00332637j 0.000912337+0.00251024j -0.00296073-0.000566072j 0.000530779-0.00307144j 
0.00217641-0.0065054j -0.00685965-0.00218057j 1.76162e-06+0.0043175j 0.00665916-0.000356611j 0.00492609+0.00387028j 0.000804094+0.000643939j 0.00184623+0.00193368j 0.00125031-0.00223092j -0.00253667-0.000283416j -0.00344839+0.00218243j 0.0021798+0.00395379j -0.000152355-0.00376983j 0.00103993+0.00133531j -0.00812826+0.00278269j -0.0109329+0.000194116j -0.00673196+0.00202203j -0.00265074-0.00462622j 0.00382478-0.00128232j -0.00166554+0.00276523j 0.00474887-0.000683568j 0.00497811+0.00114567j 0.00903764+0.00724195j 0.00283283+0.00603695j -0.0088777+0.00684315j -0.00217301-0.0042587j 0.00154973+0.00220395j 0.00233052-0.00176393j 0.00440748-0.00091381j -0.00555488-0.00219605j -0.000820225+0.00190201j -0.00719908+0.00434416j 0.00091724+0.00273675j -0.00310703-0.00761585j 0.00170396+0.00203226j -0.00300374+0.00605267j -0.000127823+0.0032637j -0.00198721+0.00670954j 0.00143458-0.000390349j 0.00117766-0.00143284j 0.00263307-0.00280999j 0.000472807-0.000301479j -0.00305974-0.00551987j 0.00160757+0.00192388j -0.000972282+0.00158178j 0.0010254+0.000603085j -0.000398606+0.000114933j 0.00119865+0.000397722j 0.00143755+0.00215912j 0.000604885+0.00454984j -0.00230863+0.000173004j -0.0013963+0.000719415j 0.00202338-0.00536123j -0.00436465+0.00294961j -0.00369015+0.000681125j 0.0052901+0.000213516j -0.000388788+0.00462152j 
-0.00455901+0.00654153j 0.00663812+0.0045302j -0.0065399-0.00315009j -0.00351509+0.00942129j -0.000126928+0.00171905j 0.00346472-0.00373882j 0.0011078-0.00243188j -0.000975698-0.004904j 0.000206201-0.00288427j -2.71541e-05+0.000716269j 0.00157177-0.00290691j -0.000119703+0.00283691j 0.00809345+0.00265772j -0.00154542+0.000902194j 2.49911e-05+0.00225967j -0.000923224+0.0103672j -0.0064209-0.00723097j 0.000454621-0.00296204j 0.000460377+0.00595927j -0.00496861+0.00296813j 0.0047143+0.00348226j -0.000939273-0.00225891j 0.00931435-0.00247967j -0.000352927-0.0101652j -0.00520348+0.00212354j -0.000297812+0.000176798j 0.00256838+0.00261905j -0.00130639-0.00764904j 0.00344425+0.00232169j -0.00307392-0.0053746j 0.00560105-0.00073413j -0.0035811-0.000232037j 0.00115425+0.00361058j -0.00853034-0.00217601j -0.004153-0.00434144j 0.00287378-0.00490346j 0.00171304-0.00529566j -0.00174856+0.00157039j -0.000510384+0.00567922j 0.00101521+0.00345781j -0.00722185-0.00331723j 0.00335737-0.00160564j 0.00221142-0.00268792j -2.10547e-05+0.000292381j -0.00376528-0.00306369j -0.00060888-0.00356732j 0.00400862+0.00288969j -0.00380811-0.00165317j 0.000239516-0.00386015j 0.00419685-0.00119065j 0.00215025+0.00267343j -0.00415975+0.00184568j 0.00506693-0.00413207j 0.00692212+0.00450377j -0.00862273-0.00205191j 0.00153302-0.00810189j 
