-0.00118555-0.0180143j -0.0180289+0.000765874j -0.00322721+0.00934935j 0.0116258+0.00236087j -0.000698651+0.00432948j 0.000848918-0.00162332j -0.00193384+0.00129984j 0.00377169+0.00173251j -0.00126303+0.000940698j 0.000551315+0.000439635j 0.00309712+0.00131702j -0.00337196+2.45032e-05j -0.00203443+0.00751592j -0.000658414+0.00140648j 0.000567512-0.00328028j 0.000225374+0.00343292j 0.00388693+0.00131642j 0.00214142-0.00129022j -0.000668191-0.00195573j 0.00350707+5.75253e-05j -0.00394318-0.000638879j 0.00454534+0.00164246j 0.0013603+0.00361925j 0.000531705-0.00143124j -0.000321776+0.00103797j 0.00417997-0.000258818j -0.000690442-0.00335977j 0.00215827-0.000911228j 5.29795e-05-0.00234103j -0.000475683-0.00194982j -0.00318405+0.00215066j -0.00275542-0.0021018j 6.47905e-05-0.000191532j -0.000616822-0.000681475j -0.00141165+0.00496052j -0.00561917+0.00251226j -0.000553352+0.00498965j 0.00199776+0.00350906j 0.00267817-0.00130264j -0.0010871-0.000567426j 0.00447495+0.000476111j -0.00209314-0.0049103j 0.002374+0.0036632j 0.00383664+0.00680742j -0.0027655+0.000876048j -0.00503536+0.00305859j -0.00427658-0.00262407j 0.00277544-0.00266495j -0.00331283-0.00046713j 0.00221913-0.0048685j 0.00221088+0.00255057j 0.00209103-0.000787611j -0.00948715-0.00219553j 0.0014243-0.0121875j 0.0165103-0.00431004j 0.0048026+0.0165514j 
-0.00408343+0.00530537j 0.0058214+0.00508185j -0.0158637-0.0037084j -0.00441201+0.0178797j 0.00286203+0.00510957j 0.00801213-0.00598418j -0.00308459+0.000441553j -0.000721175-0.000393432j -0.000185783+0.00181329j 0.000905737-0.00451828j -0.000518034-0.000786013j -0.0114565-0.000335156j 0.00416949+0.000981982j 0.000430612+0.00133196j -0.000840542+0.00183983j 0.00104296+0.0119465j 0.00195055-0.00335743j 0.00523576+0.00587297j 0.00450724+0.0118446j -0.00299273-0.00564518j -0.00406515+0.000639616j -0.00109559-0.00407043j 4.97265e-05+0.00411181j -0.0116032+0.00402697j -0.00336357+0.0034992j -0.00235647-0.000468922j 0.00354462+0.00259316j -0.000405569-0.00972209j 0.00503128+0.00140877j -0.000369704-0.00499568j 0.00968101-0.00235161j 0.00457857-0.00431253j 0.00839464+0.00689815j -0.00406991-0.00689949j 0.0106888-0.00284708j -0.0041988+0.00223539j 0.00538513+0.000192688j -0.00234961+0.00942889j 0.00527686+0.00056396j -0.000982105-0.00278006j 0.00519692+0.00120571j 0.0101122+0.0042634j -0.00514677-0.00837586j 0.00952556-0.00602464j -0.00176997-0.00440776j 0.000990052+0.00126461j 0.0016013-0.000404881j -0.00245121+0.00648817j 0.00243315-0.00959285j 0.0126367-0.000997346j -0.00136792+0.00304184j 0.00527224+0.00824271j 0.00439749-0.00422347j 0.000797372+0.00250021j -0.00719006-0.00526027j 0.00626052-0.00625595j 
0.00282835-0.00945668j -0.00971374-0.002617j 0.00625606+0.00427972j 0.00500757-0.00718651j -0.00241089-0.00350059j -0.00607094+0.00459958j 0.00152273+0.00418627j -0.00026355+0.00147882j 0.00341412-6.01795e-05j 0.00180084-0.0060612j 0.00696356-0.00112276j -0.000715705-0.00185948j 0.00416732+0.00548804j -0.00061026+0.00256642j 0.00325802+0.000894842j -0.000195278-0.00297216j 0.00486242-0.00182399j 0.00278787+0.00295158j 0.000160847-0.00200796j -0.0028057-0.00399128j -0.000954119-0.00338058j 0.0025938+0.00301971j -0.00590802-0.00123211j -0.00104106-0.000246044j 0.00414277-0.000265301j 0.00300567-0.000367719j 0.00209457-0.00341664j 0.00208353-0.000140092j 0.000691214-0.00128678j 0.000710375-0.00687443j 0.00171428+0.0011394j -0.00344521-0.00240131j -0.00087603-0.00194565j 0.00316792-0.00264215j 0.000570656+0.00321038j -0.00494008+0.00194529j -0.00462948-0.00104116j 0.00447349+0.000290629j 7.6885e-05-0.00609374j 0.00474019+0.00223323j 0.00674836-0.000107934j -0.00336637-0.000544001j -0.00306326+0.00335157j 7.11871e-05+0.00738442j 0.00244288+0.00327229j -0.00592151+0.00352704j -0.004867-0.000859228j -0.00051988+0.00139286j -0.00393434+0.0049834j -0.00384021-0.00330804j 0.00285347-0.00241026j -0.00454577+0.00209996j 0.000219216-0.00132272j 0.00292436-0.000465347j 0.00779581-0.000976067j 0.000828864+0.00809747j 
0.00620753+0.000594515j 0.00105072-0.00611816j 0.00587197-0.00328826j -0.00143418-0.00682491j 0.00385848+2.3114e-05j 6.91651e-05-0.00199191j 0.00572199+0.00264558j 0.00257879-0.00396215j 0.000995527+0.00240833j 0.00217219-0.000899771j 0.000835447+0.00568011j -0.00176815-0.000589923j -0.00148349+0.000804645j -0.0044151+0.00114721j -0.00130232-0.008814j 0.00638264-0.000328257j -0.00433169+0.00319184j 0.00156692-0.010814j -0.0034042-0.00514066j -0.00277763+0.001707j 0.00873547+0.000388872j 0.00802858+0.00112923j 0.0002952-0.00305899j -0.00185866+0.00664108j 0.00607388+2.19287e-05j 0.00158711+0.000477651j -0.00144618-0.00239273j -0.00596121+0.00491785j -0.00780216+0.00179418j -0.00481582-0.00469327j -0.00382371+0.00364849j -0.00866924+0.00163j -0.00530324+0.00516561j -0.00152732+0.0027321j -0.0183811-0.000608704j 0.00422777-0.00964386j -0.00226846-0.00176307j 0.00508206-0.007972j 0.00104967+0.00408181j 0.00119339-0.00224641j -0.00215904-0.0124218j 0.000778582-0.00632394j 0.00624242+0.00635986j -0.00695425+0.0047411j -0.00311406+0.0059067j -0.00350795-0.000336714j -0.00160323+0.00500209j -0.00469988-9.83756e-05j -0.00562153+8.71938e-05j -0.00422593-0.000468094j -0.00364108-0.00391108j -0.00909499-0.0122962j -0.00606675+0.0115147j -0.00178076-0.00403375j 0.00889694+0.00337029j -0.0045106+0.00901858j 
0.000165462-0.00798174j -0.00781747+0.000447506j -0.00360965+0.00050988j 0.0017062+0.00278681j -0.000157797+0.000319078j -0.00245775+0.000426378j 0.000180456+0.00845808j 0.00785624+0.00195995j -0.000353303+0.00871912j 0.00276089-0.0015547j 0.00146892-0.00172558j -0.00675645-0.00157294j 0.0028555+0.00442624j -0.000859458+0.00257033j 0.00484778+0.000191376j 0.00297493+0.00208097j 0.00340879+0.00427087j 0.00536339-0.00247792j -0.00228876+0.00179235j 0.00649628+0.00410511j 0.000237601+0.00210456j 0.0030589+0.00383251j 0.0012853-0.000912456j -0.000720087+0.0056282j -0.0027247+0.00560667j 0.00123757+0.00504059j -0.00326303+0.00535478j 0.00221141-0.0058502j -0.00491246+0.00125622j 0.000816231-0.00555171j -0.00157928+0.00542329j -0.00454754+0.00699428j 0.00344552-0.00163594j -0.00351806-0.00494607j -0.00081616+0.000185949j -0.00775117+0.0034102j -0.00202545+0.0109093j 0.00564311+0.00144862j 0.00239863-0.00875667j -0.000350929-0.00572445j -0.00130397+0.00925841j -0.00471745-0.00651276j 0.00279337+0.00714364j 0.0010708-0.000728811j -0.00272902-0.00423785j 0.00229074+0.00328271j -0.00165407-0.00343055j 9.3607e-05-5.37246e-05j -0.00277474-0.00420516j 0.000344266-0.0046468j -0.00252084-0.00356805j 0.00495849-0.00466298j -0.00198181+0.00118131j -0.00289772+2.01928e-05j 0.00510509-0.0008656j 0.00168963+0.00513311j 
0.00674167+0.00517746j 0.00532907-0.00631968j 0.00843441-0.000638521j -0.00166459-0.00728611j -0.000921419+0.00151383j -0.000300088+0.00800584j 0.0094738+0.00178716j -0.000153724-0.00391558j -0.00229979-0.00248031j 0.00435486-0.00650278j 0.00126879+0.00341731j -0.00467511+0.00325546j 0.00473078+0.00840397j 0.00391043+0.00221635j -0.000198315-0.00275079j 0.000509343-0.0029299j -0.00314139-0.00162737j -0.00444519-0.000288059j 0.00276056+0.00366455j -0.000963112-0.00623447j 0.000551046-0.000613435j 0.00295073+0.002712j -0.00432472-0.00237632j -0.00227666+0.00382593j 0.00807598-0.000820059j -0.00116051-0.00503599j 0.000199057-0.00395288j -0.0051768+0.00374653j 0.00373404+0.00128087j 0.0011123+0.00395556j -0.000288475-0.00891537j 0.00240575-0.00485053j -0.00284687+0.0066878j 0.00820515+0.00502532j -0.0151972+0.00167574j 0.00289777-0.00245895j -0.00251222-0.017912j -0.000161337-0.00793943j 0.000833933+0.00592259j 0.000423407-0.00255686j -0.000265813-0.00906897j -0.00260124-0.00245985j 0.00139403+0.00208427j -0.00462602+0.00714461j 0.00107355+0.00762289j -0.00955479+0.00221781j 0.000586609+0.00415969j -0.00150802+0.00235732j -0.00357574+0.00173623j -0.000584409-0.000964184j -0.000636578+0.000670906j -0.00069544-0.00773877j -0.0076412+0.00600968j -0.00414196-0.00212502j 0.00441922+0.00292092j -0.0037282+0.00394242j 
0.00242014+0.00709293j 0.00702025-0.00263184j 0.00326412-0.00176232j -0.00242574-0.00400904j 0.00315607-0.00145527j 0.0017286+0.000712958j 0.00544697-0.00385604j -0.00329918-0.00646761j 0.000264943-0.00478656j -0.00118571-0.00251677j 0.00128493+0.00689403j 0.00912303+0.000577164j -0.00420736-0.00799058j -0.00390717-0.000597045j -0.0062752+0.00591472j -0.00556697-0.00530786j -0.00919065+0.00530579j 0.000551856+0.00388945j -0.000937336+0.000715071j 0.00432574+0.00726065j 0.00443484+0.00346069j -0.0135998-0.000974317j 0.00193898+0.00115089j 0.00282941-0.00192869j -0.0115224+0.00233323j -0.00686017+0.0013177j -0.00132557-0.00796747j -0.0052031+0.000513009j -0.00192374+0.000483251j 0.00143747+0.00872508j -0.000775082+0.00359646j 0.000466961-0.00122509j -0.00108094+0.00534192j 0.00378045+0.000483696j -0.00793469-0.000864057j -0.00096408-0.00799947j 0.000574145-0.00449516j -0.00202705-0.000351303j 0.0016138+0.00339093j -0.00350897-0.00317889j -0.000503245-0.0111406j -0.00604727-0.00403374j 0.00276379-0.00909236j 0.00308351-0.00547331j -0.00240484+0.000942156j 0.00557459-0.00757977j 0.0128953+0.00216307j -0.000151216-0.00247277j 0.00266412+0.00522817j -0.00790131+0.00513452j 1.18961e-05-0.00410253j -0.0033037+0.00143552j 0.00267377+0.00738951j -0.00326649-7.86089e-05j -0.00244655+0.00278327j -0.00369847-0.00203253j 
0.00436154-0.00388065j -0.00350536-0.00375121j 0.00294444+0.00211411j 0.00152765-0.00114071j -0.00232464+0.00081629j -0.00416922+0.00526698j 0.00444132+0.0113118j 0.00748282-0.00106487j 0.000624087+0.00285759j 0.000562783-0.00348356j -0.000624817+0.000931952j -0.00604355+0.000845705j -0.000456055+0.00460396j 0.0020106+0.00602472j 0.00203536+0.00535881j -0.000478461-0.00368278j -0.00240649+0.00835536j 0.00588395-0.00230458j -0.00160792-0.00408492j 0.010402+0.00617033j 0.00585418+0.00376666j 0.0070229+0.00430969j -0.00111006-0.000800221j 0.00701477+0.0011228j -0.011662+0.00383419j -0.00126252-0.00203016j 0.00160238+0.00507914j -0.00106729-0.00763335j 0.000313914+0.00532044j 4.44826e-05+0.00172899j 0.00112575+0.00059576j 0.00434483+0.00420194j 1.42549e-06-0.00184205j -0.0050313-0.0046467j -0.00145048-0.00307932j -0.0117825+0.00524058j -0.00183107+0.00389607j 0.006619+0.00271638j -0.00192383-0.00547473j -0.00747404-0.00880393j 0.0029439+0.00587193j -0.00720871-0.00343619j -0.00242788+0.00546249j 0.00160865-0.000455415j -0.0024483-0.000644424j 0.00350184+0.00148483j 3.22593e-05-0.00103296j 0.00057706+9.71931e-05j -0.00431265-0.000883908j -0.00255836-0.00415743j -0.00222762-0.00188513j 0.00120629-0.00605849j -0.00479009+0.00467929j -0.00658749+0.000860065j 0.00497736+0.000501554j -8.75653e-05+0.00451724j 
0.00239724+0.00463227j 0.00455866-0.00256755j 0.00357758+0.00200769j 0.00252223-0.00586991j 0.0048132-0.00598449j -0.00441977+0.00086942j 0.00542819-0.00160296j -0.00218397-0.00256955j -0.00408227-0.00159952j -0.00465568+0.00313001j -0.00198497+0.00154902j 0.00698022+0.00184334j 0.00344876-0.00290398j -0.0023647-0.00422693j -0.00479311+0.00272741j -0.00410832-0.00278544j -0.00214474+0.00194532j -3.94328e-05-0.00112112j -0.00681167-2.74311e-05j -0.00147619+0.00193166j 0.000962519-0.00415659j -0.0067946+0.0063443j -0.000114264-0.00527439j -0.00234801+0.000328517j -0.000926676-0.000341428j -0.00432492-0.000826152j 0.000190507-0.00493126j 5.72151e-05-0.000234472j -0.00251631+0.00392892j -0.00213899-0.00360172j 0.00300251-0.00172524j -0.00144063+0.00108672j -0.00324169+0.00787345j 0.00699571+0.00572016j -0.0137309+0.0015763j 0.000659156-0.00578196j 0.00014058-0.00308255j -0.000121771-0.00336342j 0.00355754+0.00405608j -0.0020391+0.0028774j -0.00593269-0.00954565j 0.000269598-0.00559363j 0.00164895-0.00315408j -0.00513103+0.00237325j -0.00203623+0.00422784j -0.00400968+0.00263027j 0.00136792+0.00133948j -0.00202924+0.00209606j 0.0018112+0.00187723j 0.000346502+0.00196917j -0.000105223+0.00476529j -0.00274902-0.0052657j -0.000588945+0.00740501j -0.00489818+0.000963107j 6.90505e-05+0.00140871j -0.00195747-0.000279363j 
-0.00164323+0.00282154j 0.00238437+0.00186096j -0.003498-0.000371636j -0.00142593+0.00350706j 0.000766948-0.00150183j -0.000717176-0.00170983j 0.00299876-0.00227974j -0.00437081-0.00945158j 0.00548988+0.0029154j 0.00520145+0.00455969j -0.00640389-0.00120339j -0.0047878+0.00153265j 0.00548141+0.00114974j -0.00565159-0.00314971j 0.00561733+0.00461381j -0.0007-0.00636624j -0.00769936+0.00832536j 0.000231066-0.00449074j -0.00480728+0.00128497j 0.000537075+0.000715565j 0.0109936+0.000629475j -0.00343949+0.00438714j 0.00625282+0.00711827j -0.000734146-0.00159057j 0.00111801+0.00384236j -0.00327396-0.00506803j -0.00904008-0.00178381j 0.000873022-0.00101462j -0.0038832-0.00486056j -0.000845888+0.000583978j -0.00373168+0.00412836j 0.000315072-2.56024e-05j 0.00476279+0.0101205j 0.00164417+0.00231343j -0.00670163-0.00916847j 0.00120489-0.00636089j -0.00288798-0.0109153j -0.000855993-0.00524354j -0.00527052+0.00943995j 0.00364389-0.00257922j -0.00136305-0.00388378j 0.00137834+0.00646967j 0.00317636-0.00327718j -0.00376221-0.00581012j -0.000693229-0.000177623j 0.0043353-0.00206051j 0.00440511+0.00768987j -0.00437981-0.00351271j -1.89501e-05+0.000118487j 0.0011905+0.00301352j -0.00519047-0.00445858j -0.00409349-0.00221339j 0.00301714-0.00202165j 0.00189815-0.00030141j -0.00851029-0.00022444j 0.000104046-0.00759581j 
-0.00059443-0.00378907j -0.00429599+0.000929473j -0.00519985-0.000470101j -0.000777431+0.00620092j 0.00153413+0.00657172j 0.00206736-0.00545706j -0.0041459+0.00431001j 0.000487046-0.00395989j 0.00568048-0.00684381j -0.000265515+0.00924689j -0.0093981-0.001207j -0.00563701-0.00159433j -0.00413162-0.000339074j -0.00578686+0.00185499j 0.00128635-0.00309913j 0.00392692+0.00887877j 0.00245039+0.00440465j 0.00233322-0.00272765j 0.000319643-0.00284905j -0.00331673-0.00151341j 0.00364764+0.0065305j 0.00983177-0.00257521j 0.00176031+0.00219953j -0.00194128+2.72508e-05j 0.00191976-0.00295115j 0.00166341+0.00211152j -0.00691661-0.00376797j -0.00277608+0.00731803j -0.000232377-0.00349681j -0.00284967+0.00230874j -0.00661668-0.0032776j -0.00304983+0.00082624j -0.00691944+0.010083j 0.00231963+0.00180101j 0.0010018+0.00277256j 0.00559073+0.00165746j -0.00398748+0.00237302j -0.00173051-0.00158425j -0.00822871+0.00385338j -0.00550739+0.00271023j -0.00712992-0.00289044j 0.00952368+0.0156221j 0.00916702-0.0014129j 1.10529e-05-0.00759448j 0.00368976-0.00487145j 0.00336371-0.00222468j 0.00473091+0.00477421j 0.00251189+0.00230893j 0.000137936+0.00200051j 0.00211147-0.000951901j 0.000993793-3.09613e-05j 0.00429321+0.00279515j -0.000962564-0.007562j 0.00434653+0.000490798j -0.0018844-0.00396344j 0.00396982-0.00183804j 
0.00267356-0.0035798j -0.00303758-0.00257024j 0.00416012-0.00289626j -0.00190422-0.00483748j 0.00214368-0.0020251j -0.00371493-0.00417002j -0.00070273+0.00519786j 0.00433746+0.000171076j 0.000391409-0.000753625j -0.000336131-0.000190517j 0.0021425-0.000161939j -0.0027099-0.000275521j -0.00311153+0.00396663j -0.000197663+0.0104782j 0.000401581-0.0104249j 0.00129854+0.00124421j 0.00576476-0.00318623j 0.00284885+0.00136982j 0.00341826-0.00367586j -0.00318178-0.00389452j 0.0026153-0.00955564j 0.0044883+0.000688622j -0.00430169-0.00124849j -0.00136835+0.00662626j 0.00891703-0.00494934j 0.00856288-0.00195916j 0.00699553-0.00102852j 0.000885923+0.0090089j -0.00457923-0.00611193j 0.00111393-0.00194063j -0.00468938-0.000589293j -0.00182251-0.00350724j -0.00294551+0.00255826j 0.00665991+0.00334629j -0.00425663+0.0040695j -0.00248935-2.00712e-05j -0.00784218+0.00471627j 0.00293-0.00496054j -0.00183032-0.00246331j -0.00197924+0.00513931j 0.00500286+0.00206736j 0.00381031+0.00283994j 0.00485915+0.00667128j 3.14377e-05+0.00387632j -0.00272762+0.00093454j -0.00420462+0.00340867j -0.00721797-0.00283078j -0.00429503+0.00615104j -0.00171145+0.00181023j -0.00463833-0.00278187j 0.00244171+0.0038009j -6.6302e-05+0.000131218j -0.00526829+0.000316587j 0.000135959-0.000497458j 0.00776195-0.0009672j 0.00114303+0.006722j 
-0.00151542+0.00851575j 0.00827026+0.00182349j -0.00394103-0.00101211j -0.00206897+0.00149288j 0.00514472-0.00429949j 0.00215931-0.00262637j 0.00140012-0.00540162j -0.00429302-0.00199023j -0.00345164+0.000766933j -0.00477066+0.00597523j -0.00360725-0.00305457j 0.00121673+0.000612638j 0.00501521-0.000866269j -0.00403748-0.0100842j -0.000785859-0.00240497j 0.00375406+0.00726811j 0.00411194-0.00533401j -0.00350589+0.000548463j -0.00635067+0.00521407j -0.00755131-0.00171367j -0.00514099-0.00221128j -0.00823988-0.0010289j 0.00391292-0.00946116j -0.00711096-0.000139185j 0.00588042+0.000256655j -0.00261584-0.000632739j 0.00177616+0.000884621j 0.000353839-0.00317489j -0.00457802+0.00363606j -0.00489228-0.0111572j 0.0129076-0.000489674j -0.00493652+0.000269515j -0.000686497+0.00209749j 0.000698625+0.0052093j 0.00416196-0.00473758j 0.00720866-0.00584207j 0.00502556-0.00252967j -0.00218547+0.00570538j 0.0040545+0.000898338j 0.000539136+0.00667698j -0.00510613-0.00462853j 0.00694549+0.00952246j -0.00831718-0.00646972j -0.00389372-0.0036984j 0.000258051+0.00300339j 0.000860719-0.000475539j -0.00345929+0.0045744j -0.000586983-0.000533532j 0.00365105-0.00108942j 0.00575255+0.00552626j -0.000522621-0.00016993j -0.00657694+0.00197601j 0.00580316+0.000273253j 0.0015577+0.000647732j -0.00664465+0.00358561j -0.00392381-0.00558304j 
0.000916943+0.000678273j 0.00140494-0.00033026j -0.000960036-0.00423193j -0.00291209+0.00107739j 0.00616668-0.00104163j -0.0010065-0.00627346j -0.00118513+0.00892353j 0.00656605+0.00124846j -0.0008918-0.00158869j -0.00274662-0.00183429j -0.000378664+0.00312152j 0.000943387-5.86796e-06j -0.00673788-0.00244993j 0.00026353+0.00605162j -0.000589534-0.00683871j 0.000686029+0.00259851j 0.00109243+0.00154927j 0.00386693+0.00218203j 0.00191564-0.00316559j 0.000261538+0.00379026j 6.50368e-06+0.00128036j 0.00651403-0.00250597j -0.00465006+0.000507705j 0.00238117+0.000353287j -0.00106116-0.00110644j 0.00473141-0.00051158j 0.00316639+0.00733099j -0.00279574+0.00295921j -0.0017214+0.00291733j 0.000348753-0.000121125j -0.00175514+0.00226449j -0.00432269+0.00242662j -0.000887816-0.00528517j -0.00197064-0.00302913j 0.00392067-0.00140554j -0.00348462-0.000322591j 0.00493064+0.0105183j 0.00309114+0.000901644j -0.000573677-0.00773819j 0.00068743+0.00128096j 0.00148491+0.00606173j -0.00121681-0.00150261j -0.00130111+0.00502492j 0.00208569+0.000821854j 0.00161305-0.00228553j -0.000860731-0.0015005j 0.000221501-0.00436837j 0.00125595-0.000862853j 2.1578e-05+0.00153065j 9.79707e-05-0.00108226j -0.0022749+0.000833554j -0.0013194+0.00187712j 0.00204819+0.00141795j 0.000733678+0.00248146j 0.00135744-0.000800279j 0.00121954+0.00160515j 
-0.00376586-0.001184j -0.00173672+0.00393379j -0.00224155+0.00726341j 0.00547931+0.0030298j -0.00522723-0.001081j -0.00251456+0.00501366j 0.000709491-0.00175376j -0.00223015-0.00572986j 0.0102908-0.00216637j 0.00252465-0.00909255j 0.00401829-0.00569796j -0.00366199-0.00606714j 0.00694873+0.00358433j -0.00139913+0.00283396j 0.00111309+0.00327308j -0.0021041+0.00550363j 0.00101681-0.0075876j 0.0100724-0.000696612j -0.0121596+0.00166212j -0.00730626-0.00256248j 0.00453671-3.488e-05j 0.00260422-0.0048155j -0.00217211+0.00126712j -0.00597057+0.011017j -0.00468096+0.00447686j 0.00319386-0.00695235j 0.00465633+0.00518379j -0.00195136+0.000152536j 0.00266892+0.00244826j 0.00419467-0.00926748j 0.00579144+0.000378627j -0.00705757-0.00508935j 0.00315384+0.00980912j -0.00608249-0.00855j -0.00159167-0.00536126j -0.00347182-0.00567357j 0.00649451-0.00405372j -0.00238621+0.0105584j 0.0112452-0.00132945j -0.00318778+0.0030295j 0.0123114+7.49785e-05j 0.000275101-0.0101241j -0.00236389-0.00582872j -0.00218637+0.00750232j 0.00575982+0.00437431j 0.00132951-0.00138699j 0.00405918+0.00710249j -0.00740982-0.00144631j -0.00239963+0.00153573j 0.00414903+0.00231162j -0.00510184-0.00208858j -0.0043341+0.00347488j 0.0016327-0.00481143j 0.00252067-0.00255657j -0.00409461-0.00143172j 0.00145963-0.00333925j 
-0.00100364+0.000875231j 0.00166929+0.00140256j -0.00499634-0.00332971j -0.00152669+0.0044428j 0.00463182-0.00319934j 0.00468624-0.00487462j -0.0015346-0.0025999j -0.000787086+0.00620187j -0.00543527+0.00794639j 0.00369194-0.00471144j 0.00927944+0.00230153j -0.00558244-0.00463536j 0.0013259+0.00491636j 0.00767467-0.00204111j 5.30954e-05-0.00652106j -0.000161946-0.00122796j -0.00563358-0.00854499j -0.00182028+0.00316928j 0.00688428-0.0027968j -0.000817559-2.47438e-05j 0.00133667-0.00384921j 0.00123591-0.00108853j -0.00282193+0.00719686j -0.00450194-0.00522201j 0.00281036+0.00216346j 0.00370529-0.00209826j 0.00308671+0.00724348j -0.00296551-0.00205929j -0.00152866+0.00125333j 0.000659366+0.00465312j -0.00602554+0.00452799j 0.00629309-0.00208691j 0.00490815-0.00371081j -0.00448325-0.00325967j 0.00185804-0.00198817j -0.00119841+0.00288524j 0.00303104-0.0028123j -0.00346714-0.00357j -0.000226193+0.00296931j 0.00899981+0.000915177j 0.00519407+0.00429728j -0.00456193-0.00286349j -0.00134747-0.00184921j 0.00594307+0.00109045j 0.00359103-0.00138492j -0.00124023+1.01058e-05j 0.00403195-0.00205703j -0.00100499+0.00475878j 0.00116719+0.00120133j 0.00246085-0.00171202j -0.00222912+0.00388796j -0.00013491+0.00318946j 0.000471451-0.0021224j 0.00449792+0.000838513j -0.000376062-0.00180171j 0.0021429-0.000137783j 
0.000985602+0.00397116j 0.0044138-0.00049652j -0.00149601-0.00278068j -0.00253281+0.00137863j 0.00300671-0.000905598j -0.00164346-0.00207151j 0.0025737+0.00386935j 0.00238161-0.00594763j 0.00228479-0.00460219j 0.00109164-0.00714889j -0.000755145+0.00268128j -0.00529025+0.00393585j 0.0013663-0.00231591j -0.00151015+0.0101857j -0.00692752-0.000436075j -0.000596158+0.00515046j 0.00216625-0.00397394j 0.00825783+0.00957247j 0.0107052+0.00541033j 0.00189493-0.000857396j 0.00299698-0.00833464j -0.010127-0.000710108j 0.000651051+0.00193116j -0.0051609+0.00142097j -0.00362073-0.00374695j 0.00571285+0.00277975j 0.00466397-0.00406799j -0.00311681+0.00162271j 0.00241247-0.000347133j -0.00345101-0.00046571j 0.00365874-0.00437729j 0.00737496-0.00446007j -0.00554831+0.00696232j 0.00447885-0.00306024j -0.00598832+0.00441923j -0.00692054-0.00232085j 0.00145272-0.00308684j -0.00175132+0.00778543j -0.00154932+0.00214505j -0.00761247+0.00169128j 0.0052079-0.00631937j 0.00231639+0.00145605j -0.0050809-0.00528914j 0.00430431+0.00222995j -0.000888505-0.00188322j -0.00024686+0.000138769j 0.00140672+0.000455768j 0.00566298+0.00413838j 0.0041024+0.00164568j -0.00199006+0.00147113j 0.00219384+0.00221055j -0.0021753-0.00243853j -0.000275782+0.00394864j 0.00171073+0.0023583j 0.00196048-0.00185505j 0.00104726+0.00197022j 
0.00184242-0.00807003j -0.00833796-0.00194673j 0.00181594+0.0030688j 0.00120936-0.00259564j -0.00354613-3.98282e-05j -0.00288711-0.000980685j -0.00326871+0.000509337j -0.000287975+0.00103986j 0.000979839+0.00246811j 0.0077902+0.00651582j -0.00221028-0.00411035j -0.00714867-0.00146021j 0.000893226+0.00850216j 0.000396205+0.00373923j 0.00702183-0.000784752j 0.00172923-0.00730358j -0.000966326-0.00137752j -0.00174965-0.00283278j 0.0064252-7.0311e-05j 0.00373379-0.00571564j 0.00150642+0.00364245j 0.00769398+0.00302166j -0.00431574+0.00801687j -0.00263865+0.00122056j 0.00755788+0.00235855j 0.00690166-0.000203634j -0.00643209-0.0026113j 0.000320973+0.00841569j 0.00729658-0.00817278j 0.00244739+0.00665737j -0.0145398-0.00391952j 0.00169424-0.000620871j 0.00239629+0.00619317j -0.00152841-0.000169995j -0.00358828+0.00379997j 0.00327362+0.00407077j -0.00414277-0.00780917j -0.000154362-0.0107053j -0.00772833+0.00708013j 0.00774556+7.77653e-05j -0.000846444+0.0054747j -0.00293192-0.00530536j 0.0078423+0.006317j 0.00123365+0.00318032j -0.000194911+0.000197456j -0.00483597+0.00195155j -3.29028e-05+0.000835895j -0.00158952+0.00387603j 0.000277696-0.00189759j -0.00348854-0.00337763j 0.00114445+0.00277162j 0.00605446-0.00296278j -0.00548649-0.00411337j -0.00066109+0.000511041j 0.00579237-0.00319668j 0.00334424+0.00435476j 
