0.0270496-0.00103885j -0.00220246-0.0274793j -0.00228994+0.0023402j 0.000762054-0.00335549j 0.00495883+0.00136064j -0.000275997-0.00495351j 0.0082281+0.000185023j -0.00707486+0.00825709j -0.00410385+0.00130936j -3.16718e-05+0.00840914j -0.00788535-0.00168475j -0.00203852-0.00161069j -0.000591942-0.0024677j 0.00105938-0.00280419j 0.000788678+0.000817238j -0.0039054+0.00255386j 0.00462082+0.00302386j 0.00117106-0.00400459j 0.00500377-0.006688j -0.00166922+0.0024661j -0.000403755+0.00220279j -0.000861325-0.00097208j 0.00249489+0.00439678j 0.000269549-0.000994988j -0.000120229-0.000191104j -0.000956885+0.000750855j 0.00401018+0.000854383j 0.00052844+0.000512719j -0.0044744-0.00217312j 0.00148251+0.00350996j -0.00245782+0.00182444j -0.00312022-0.00187497j 0.00176625-0.000900316j 0.000513396+0.000143789j 0.00195029+0.00384667j -0.000415457+0.00376938j -0.00107508-0.00254379j -0.000780189+0.00526603j 0.00142577-0.00131435j 0.0039529+0.00230673j 0.00219241-0.00286483j 0.00359629+0.00393025j -0.00135708+0.00262103j 0.00277548+0.000868521j 0.000232507+0.00199607j -0.00782789-0.00199757j -0.00664957-0.00112618j 0.00127701-0.00453464j 0.000768929-0.000272417j -3.32181e-05-0.0014284j 0.00331793-0.00106448j -0.00420037-0.00356313j 0.00170909-0.00251104j 0.00221178-0.0023803j 0.00189588-0.0017127j 0.0027572+0.00268577j -0.00690351+0.000948415j -0.00216974+0.00525594j -0.000532903-0.0127174j -0.00943857+0.00268817j 0.00559462-0.000800517j 0.00639754-0.00388374j 0.00869621+0.00151691j 0.0015809-0.00368115j -0.0110878-0.0135845j 0.011358-0.00788517j -0.00348757-0.00363155j 0.00184383-0.00791908j -0.00218937+0.00612157j 0.0108659+0.00240072j 0.00435317-0.031064j 0.0304397+0.00500908j 
-0.000188722-0.00120758j -0.00133683-0.00105052j -0.000296992-0.00239034j 0.00223179-0.00390178j 0.00350029+0.00503154j 0.00221302-0.00510488j 0.00127987+0.00621851j -0.00319312-0.000777789j -0.00307042-0.00254642j -0.00302046+0.00236308j 0.000617429-0.00309065j 0.00953369+0.00349396j 0.000591394-0.00182871j 8.88256e-05+0.00782698j 0.00311919+0.00415739j -0.00047453-0.000612026j 0.00397413-0.00337559j 0.000805381+0.00173783j 0.000872692+0.00287634j -0.00455593+0.0082815j -0.00181104-0.000853994j 0.00192629-0.00399929j 0.00295431-0.0123709j 0.00463318-0.00509554j -0.0142157-0.0033662j 0.00401926+0.00432216j 0.00264461-0.000380154j 0.000350645-0.00367524j -0.00167948-0.00086398j -0.000193017-0.00158153j 0.00372077+0.00401462j -0.00112386-0.00163485j 0.00301355-0.00380335j 0.013462+0.00496701j 0.000860809+0.00585764j -3.73495e-05+0.00583564j -0.000147842-0.00120582j -0.00108904+0.00208155j -0.00200046-0.00148401j -0.0023081+0.00342436j 0.00121159+0.000932139j -0.00658748-0.0101666j -0.00725488-0.00651366j -0.00531189+0.00248016j -0.00836143+0.00253286j -0.00285455+0.00363024j 0.0109092-0.00328418j 0.00451238+0.00974379j 0.0012841+0.00301348j -0.00345202-0.00205532j 9.15457e-05-0.000160728j 0.00274012-0.0025225j -0.00543694+0.00691064j -0.00868442-0.00525937j -0.000916777+0.00710712j -0.00211579+0.000518487j -0.000226779-0.00811276j 0.00408837+0.000839354j 0.000457454+0.00571526j -0.000508878+0.00200514j 0.000430303+0.00295063j 0.00481333-0.0014831j 0.00131526-0.000392072j -0.00507249+0.000716215j -0.00310727+0.00199955j -0.00122931-0.0030481j -0.00195113-0.00366112j 0.00542986+0.00424661j -0.000646105+4.00577e-06j -0.00111083-0.00239015j -0.000871324+0.000592198j -0.000448077-0.00209371j 
0.00104252-0.000381866j -0.00144832-0.000835043j -7.63527e-05-0.00369407j 0.000388839+0.000446297j -0.00156553+0.00226842j -0.000376713-0.00188774j 0.00096378-0.004177j 0.00159793-0.00205503j 8.10229e-05-0.00336242j -0.0023503+0.00203342j 0.00119448+0.00200512j -0.00229279-0.00393087j 0.00125891+0.000773003j 0.00316793-0.00391194j -0.00177885+0.00144726j 0.00438227-0.000435569j 0.00129105+0.00263246j 0.00122537+0.000383042j -0.000678574+7.39312e-05j -0.00455039-0.00407076j -0.00245005-0.0050217j 0.00597176-0.00467459j 0.00783552+0.00362201j 6.24591e-05+0.00443593j 0.00269366+0.00426399j 0.00303775-0.00295101j -0.00317084+3.69527e-05j 0.00580692-0.000486224j 0.00323803-0.000137043j -0.0017092-0.00537423j -0.00205456-0.000148628j -0.00104378+0.00228691j -0.000337956+0.000420386j 0.00441499+0.000435629j -0.000721396+0.00409894j 0.00656403-0.000465843j 0.000248886-0.00493893j 0.000612041+0.00269297j 3.02452e-05+0.000978553j -0.00186395+2.44566e-05j 0.00436576-0.00342654j -0.0025995-0.00187055j 0.00334845-0.000171813j 0.00470292+0.00039383j -0.00677447+0.00350779j -0.00235002-0.00155219j 0.00596152-0.00621972j 0.000581381-0.00260877j -0.000616511+0.00966328j -0.00967214-0.00135947j -0.00307969+0.00542524j -0.00621602+0.00419412j -0.010127+0.00292j 0.00437046+0.00800568j -0.000415642-0.00195501j 0.00165746-0.0020233j -0.00219517+0.00600453j -0.00409269+0.00742466j -0.00403036+0.00664097j -0.00312364-0.00192541j -0.00082337-0.00311276j -0.000690734-0.00322303j -0.00299928-0.000542967j -9.4747e-05-0.00542242j 0.000415421+0.00470506j -0.000811929-0.000128916j 0.0012272+0.00100011j -0.00240393+0.00159291j 0.00109948+0.000987487j 0.000286627-0.00231014j 0.00203782-0.000360094j 0.000488467+0.000842766j 
-0.00766101+0.00215636j 0.00179331+0.00717869j 0.00100871-0.000391859j 0.00100966+0.000872267j -0.00540916+0.00315773j -0.00385369-0.00451706j -0.000847608-0.00309972j -0.000846778-0.00181779j 0.00119919+0.00297365j 0.000389292-0.00205465j -0.00229029-0.00157803j 0.00772948+0.00410053j 0.00353401+0.00133289j 0.00198359+0.00368019j 0.00240137-0.00120207j 0.0030528+0.00418061j -0.00477752+0.00900667j 0.00866693+0.00388612j -0.00115906+0.00211147j -0.00196705-0.00190984j -0.00273536-0.00413161j 0.00298093-0.00565949j -0.00382265-0.00355111j -0.00719785+0.000358727j -0.00354584-0.00510472j 0.00147317-0.0062956j 0.00520824-0.000460991j -0.00245236+0.004794j -0.0026288+0.0115506j -0.00181922+0.00330286j 0.000193824+0.00788443j 0.00539394-0.00698572j -0.00278222+0.00311125j 0.00109423-0.00359517j -0.00288416+0.00753139j 0.00369875-0.0026281j -0.00294485-0.00133809j 0.00486021-0.0103822j -0.00500035-0.00699815j -0.000294249+0.00043132j 0.00119533-0.00198753j -0.00589323-0.00734783j -0.00335825+0.00197095j -0.00279472-0.00596612j -0.00029111-0.00682221j 0.00077858+0.00214459j 0.00589117-0.00296833j -0.0029128+0.00958669j 0.0025793+0.00359415j -0.0045391+0.00508328j -0.00527065+0.000186765j 0.002713+0.00360989j 0.00743261+0.000901574j -0.00165332+0.00363845j 0.00120638+0.00545761j -0.00123949-0.00345948j 0.00193894+0.0028542j -0.00182424-0.00649113j -0.00369874-0.000832161j 0.0109325+0.00107102j 0.000200272+8.91652e-05j 0.00338965+0.00237592j -0.000589955-0.00258994j -0.00362077-0.00179515j 0.00462831+0.000755014j -0.00054292-0.00162972j -0.000786327+0.00152653j -0.00340573+0.00339434j 0.00364683-0.00396976j 0.000601283-0.00216663j -0.00182197+0.00811882j -0.00761243-0.00101127j 
0.00374219+0.000295897j -4.14273e-05-0.00448018j 0.00148135-0.000416032j 0.00109291-0.0022115j 0.00219507+0.000118276j -0.000652957-0.000781122j 0.00198499+0.00341111j -0.00302424+0.0014071j -0.0050995+0.00539533j 0.000836822+0.00196538j 0.0028466-0.00280788j -0.00327947-0.0020452j 0.00416339-0.00828364j 0.00196713+0.00235156j -0.00171387-0.00520098j -0.00406952-0.0027434j 0.0080971-0.00292832j -0.00513163+0.00290977j -0.00397913-0.00299823j -0.00590032-0.00210258j -0.00122655-0.00150248j 0.00352847-0.000340285j 0.0021285+0.000450463j -0.000467954-0.00645495j -0.00298791-0.00549032j 0.0015637+0.00623823j 0.00324233+0.000461298j 8.69221e-05-5.42278e-05j 0.00385257-0.00359541j -0.00079882+0.000313447j 0.00137502+0.00417429j -0.000588092-0.00237423j 0.00316695-0.00639399j 0.00142837+0.00315046j 0.00296519+0.00171136j -0.00237206-0.0022282j 0.00358437+0.0029495j 0.00129577+0.000842139j -0.000826426-0.00545834j -0.00502273+0.00507611j 0.000360231-0.00234976j 0.00451998+0.00317994j 0.00370869-0.00437741j -0.000419581+0.000524155j 0.00102816+0.00323369j -0.00380456+0.000566445j -0.00150403+0.000216155j 0.00016001-0.0140065j -0.00481265+0.00134332j -0.00138152+0.00470354j 0.00810739+0.00596568j -0.00721516+0.000204161j -0.00565575-0.00200887j 0.00423453+0.00181255j -0.000852482-0.0100648j -0.000769371-0.0002077j -0.00377859+0.00605096j -0.00523405+0.00266992j 0.000463093-0.00109759j -0.000324523-0.00740816j 0.0048815+0.00125648j 0.00571926-0.00287004j 0.00389169-0.00549911j 0.00568134-0.00698741j -0.00424167-0.000588621j 0.00599675-0.00264285j -0.00284434-0.00245363j -0.00129817-0.00645853j -0.000186807+0.000599245j -0.001471+0.00290279j 0.00163738-0.00480846j 0.00464157+0.00231635j 
0.00289645-0.00193371j -0.000307721-0.00101136j -0.00480496+0.00339268j -0.000932355-0.001541j -0.000679725+0.00170144j 0.0014171-0.00101652j 0.000742147+0.00387166j -0.00312634+0.00209265j 0.00214497-0.00496822j -0.00100787-9.15895e-05j -0.000431193+0.00303792j -0.00225485+0.00467673j -0.00247179-0.00478561j 0.00415426-0.00266569j 0.00110787+0.000339644j 0.00333337-0.00204134j -7.43914e-05+0.00493365j 0.000814475-0.00430887j -0.00167839-0.00176366j 4.36318e-05-0.00300808j -0.00240807+0.00368042j -0.003846-0.0018748j -0.00416684-0.00319308j -0.00199717+0.00591713j 0.00222307+0.00210166j 0.00541862-0.00110479j 0.00290814-0.00195384j 0.00256664-0.000138233j -0.000497943-0.000736992j -0.000462073-0.00388378j -0.00489973-0.0024914j 0.00338422-0.0106097j -0.0104427-0.00480837j -0.00190438-0.00299827j -0.00241517+0.00479048j -0.000978402-0.00067479j -0.00212597+0.00108785j -0.00224178-0.000222297j 0.00551613-9.00841e-05j 0.00324524+0.00664208j 0.00513858+0.00410902j -0.00549992+0.00875653j 0.00236996-0.000489383j -0.00237715+0.000701233j 0.00707975-0.000919029j -0.0018581+0.0021941j -0.00127586-8.33124e-05j 5.72133e-05-0.00114364j 2.4894e-05-0.00156416j 0.00627089+0.00123571j -0.00369025-0.00049767j 0.00302162+0.00427823j 0.00547845+0.00367274j -0.000422336+0.00518183j 0.00456139+0.00164988j 0.00269442-0.00068742j 0.00647032-0.0032744j -0.00194729-0.00595177j 0.00393153+0.000365655j -0.0022386+0.00201611j 0.00212969-0.00289002j -0.0084226-0.0013657j -0.00309597+1.23615e-05j -0.00206307+0.00307569j 0.00548451+0.00353444j -0.00197707+0.000739934j -0.000629077+0.00337693j -0.00332859-0.000557921j 0.00469253-0.00183125j -0.00455182+0.00272083j -0.00279599+0.00128486j -0.00198478-0.00054171j 
-0.00245755+0.00146026j 0.0013252+0.00174003j 0.000454746+0.0012769j -0.00158758-0.000410637j -0.00318701+0.000232732j -0.0020607-0.000601283j 0.000248389+0.000896414j -0.00113007-0.00558651j -0.000606348+0.00284284j -0.0029781-0.0028197j 0.000806091-0.000623276j 0.00933231-0.000503513j -0.00060219-0.00145444j -0.00193819+0.00122383j 0.00228732-0.00218061j 0.0049451+0.000917602j 0.000335319-0.00621861j 0.00490996+0.00117635j -0.0022332+0.00276266j -0.00394294+0.00156983j 0.00256787-0.00313089j 0.00726921-0.000244913j -0.00127821-0.00253713j -0.00121287+0.000263572j -0.00480101+0.00677265j 0.00534189+0.00696178j 0.00169408-0.00405481j 0.00592056-0.00321891j -0.00435546-0.00398253j -0.000995382+0.000631817j 0.00499799-0.00208421j -0.0051288+0.000242379j 0.00284435-0.00435392j 0.001006+0.00211255j -0.000905442-0.00161191j 0.000809312+0.00514969j -0.000684734+0.000929275j -0.0010503-0.00168098j 0.000568388+0.00144725j -0.000998454+0.00123643j 0.00186551+0.000402228j -0.00154415-0.00481861j 0.00150618+0.0039054j -0.00386869+0.00315976j 0.00202529-0.00608317j -0.00140921+0.00241181j 0.00693606+0.00378536j -0.00292187+0.00286376j -0.00379979+0.000454497j -0.00328503-0.00435402j -0.0150266-0.00137681j 0.000715467-0.00235932j 0.000515428+0.00203245j -0.000895474+0.00817795j -0.00401445-0.000337378j 0.00268712-0.00245671j -0.00170826-0.00311778j -0.00708669-0.00618626j -0.00556946-0.00500501j -0.000528349+0.0014432j -0.00189545-0.00298203j 0.00293174+0.00283514j -0.00289042-0.000736055j -0.00347619-0.0032434j 0.000221961-0.000707233j 0.000436293-0.000324934j -0.000215822+0.00254745j 0.00134979+0.000953913j -0.000524042-0.000329602j 7.70941e-05+0.00154496j -0.0001684+0.0033185j -0.00362784-0.000316943j 
-0.000405314-0.0035391j -0.00260742-1.26333e-05j 0.00173797+0.00167871j 0.00087134+0.000361818j -0.00139075-0.000969388j -0.00364358-0.00169757j 0.000625605-0.000173293j -0.00185612+0.00417736j -0.00163849+0.00131801j -0.00175826+0.00134356j -0.000536865-0.00511845j -0.000831045-0.000716708j 0.00227679-0.00220938j -0.0030859+0.00958398j 0.00201296+0.000822089j 0.000642054+0.00172588j -0.00525661+0.00330354j -0.00320443-0.000581172j 0.0060845+0.000728526j 0.00308964-0.00349207j 0.00359311+0.000998508j -0.00134478+0.00877796j 0.00115993+0.000462455j 0.00502373-0.00671388j 0.0119751+0.00356335j -0.00530739-0.00168332j -0.00126914+0.00321119j 0.00140465-0.00296029j -1.30109e-05+0.00574077j -0.000610047-0.00042682j -0.00311437-0.00027768j -0.000555697+0.00257004j -0.0024974-0.00240482j 0.000174487-0.00576275j -0.00227469-0.000440275j -0.00218034-0.00233263j 0.00115519+0.000709997j -0.00165149+0.00177199j 0.001015-0.00320658j -0.00160856-0.00782798j -0.00186704-0.00028891j -4.0585e-05-0.00239988j 0.0021125+0.00217509j -0.000910285+0.00016253j -0.00392099-0.00411614j 0.00140588+0.00073073j 0.00213172-0.00671007j -0.0054799+0.00162911j 0.00141202+0.00572396j -0.00386178+0.000717405j 0.00627755+0.00421674j -0.00558365-0.00253521j -0.00187042+0.00224433j 0.00376606-0.00175644j -0.00354511+0.00188246j -0.00621254+0.00226394j 0.00246526+0.00685859j 5.68775e-05+0.00437709j 0.000714246+0.00459794j -0.00287838-0.00321207j 0.0033689-0.00174362j 0.000513349-0.00180504j -0.00197311+0.00416997j -0.000456541-0.000538402j -0.00325215-0.00518371j 0.00046705+0.00136023j 0.00207925-0.00365096j -0.0026182+0.00288557j -0.00248371-0.00423222j -0.00322416-0.00129415j 0.00218631-0.000342099j 0.000550369+0.00215834j 
0.00364399+0.000408796j 4.36982e-05-0.00482261j -0.00434423-0.00409679j 0.00197936-0.00301277j 0.000512736-0.00975335j 0.00454107-0.00090332j -0.00170529-0.00138673j -1.06314e-05-0.00112701j -0.00307743+0.00386567j 0.00286508-0.00332686j -0.000897741-0.00651928j 0.00699732+0.00194879j 0.00247212+0.00151046j 0.00928715-0.00337397j 0.00606201+0.0013836j -0.00146283-0.000276371j -0.00181639+0.00190185j 0.00749083+0.00277019j 0.000739382-2.26918e-05j 0.00450744+0.0064726j 0.00138727+0.000915897j -0.00477442+0.000147019j 0.00159645+0.000718222j -0.0029997-0.00171333j 0.00434178-0.00847317j -0.00273642+0.00220324j -0.00129809+0.00224418j 0.00054522-0.000278954j 0.00141934+0.00384636j -0.00472407+0.00252584j 0.000968484-9.29394e-05j 0.00283697+0.000999566j -0.00390937-0.00372158j 0.00198159+0.00229137j 0.000626846+0.00344508j 0.00582793-0.000699511j 0.000346984+0.000861052j 0.000190312-0.00366759j -0.00796182-0.000912604j 0.00305239+0.00198448j 0.00479109-0.00643544j -0.0015726-0.00309676j -0.0035934-0.00168106j -0.00251177-0.00118273j -0.00214358-0.00219253j -0.00164316+0.00195479j 0.00179164-0.00146422j -0.00295441-0.00144251j -0.00161761-0.00177089j -0.00175628+0.00730736j -8.15129e-05-0.000621141j 0.00415854-0.00243224j 0.00519178+0.00218384j -0.00138792-0.00103936j 0.00220951+0.00221649j 0.000810776+0.00380507j 0.00325674-0.00115122j 0.00278694-0.00107825j 2.8039e-06+0.000339859j 0.0024936+0.000481914j -0.000962358-0.00338835j 0.00180674+0.00299971j -0.00114287+0.00100534j -0.00308-0.000238494j -0.000308768-0.00022735j 0.000608418-0.00114469j -0.00153198+0.0014589j 0.0033881+0.000519875j 0.000909253-0.0023613j 0.000678405+0.000602889j 0.000647112-0.00150692j 0.00138516+0.000843816j 
-0.00177137+0.000698919j 0.00111205+0.000942427j -0.00438193+0.0017807j 9.19767e-06-0.00303838j -0.000148836-0.000461263j 0.00603496+0.00587236j -4.29982e-05+0.00206255j 0.00580386+0.00538324j 0.00403835-0.00496423j -0.000688291-0.00149523j -0.00784435+0.0044109j -0.00955129+0.00463248j -0.000336444-0.00269947j -0.00470899-0.00217875j 0.00130394-0.000470549j -0.000476715-0.00539652j 0.00286411-0.00202293j -0.00478118+0.00301181j -0.000318991-0.00160243j 0.00363026-0.00711733j 0.000258111-0.00103522j 0.00173274+0.00546938j 0.00503493-0.000702575j -0.000372369-0.00658536j 0.00263978-0.000950406j 0.00391382-0.00290641j -0.00411633-0.00601475j -0.00522772+0.00355976j 0.00755859-0.00227271j -0.00599077+0.00758871j 0.00440005+0.00168844j 0.00129111+0.00433174j 0.00298871+0.0114119j 0.00205966+0.0055361j 0.00356225-0.00610091j 0.00199394-0.00152967j -0.00716168+0.00197247j -0.00629638-0.00282308j 0.00781423+0.00218293j 0.00156289-0.00103452j -0.00433104+0.00724804j 0.00457052-0.0021313j 0.000526892-0.00289935j 0.00314515-0.00559209j -0.00103425+0.00237542j 0.00710121+0.00242268j -0.003595-0.00207169j 0.00791197+0.00584694j -0.0040829+0.00442524j 0.000538922-0.00280103j -0.000480193-0.00088823j 0.00110675+0.00183947j 0.0037499-0.0050928j 0.00357287+0.0016652j 0.00141579-0.00127425j 0.00123976+0.000447479j 0.00347375+0.00162995j 0.00210681-0.00364061j -0.000164704-0.00271537j 0.00112126+0.000869048j 0.00359054-0.000990077j -0.00413784+0.0027622j -0.00666735+0.00193062j 0.0021312+0.00463214j 0.00365487-0.0070902j -0.00394036+0.000143038j 0.00542647+0.00386623j 0.000122259+0.001088j -0.00134286+0.00193367j 0.00584807-9.05748e-05j -0.000936038+0.00223008j -0.00190501-0.00192533j 
-0.000877564-0.000192746j 0.000568529+0.00157106j -0.000173685+0.00398297j -0.00185131+0.00317959j 0.00080621-0.00189011j 0.00103797-5.15565e-05j 0.00516986-7.49143e-05j -0.000425623+0.00362181j 0.00268533+0.00194541j 0.00126899-0.00284906j 0.000583187+0.00398572j 0.000453968-0.000546049j -0.00363039-0.00314679j 0.00134971-0.0106457j -0.00293043-0.00420091j 0.00527739+0.00619497j -0.00228402+0.00125904j -0.00477975-0.00800141j -0.00322163+0.00125091j 0.00196553-0.00576856j 0.000800831+0.000107537j -0.00287797+0.00634344j -0.00323364+0.00461122j -0.00281977+0.00231839j -0.00394504+0.00819055j 0.00359233+0.00146344j 0.00494828-0.00341098j 0.000681957-0.00194697j -0.00207184+0.00143561j 0.00180068-0.00198456j 0.00449587-0.00961194j 0.000219626-0.00113471j 0.002051-0.00150086j -0.00148228-0.00822239j -0.0034108-0.00342565j 0.00184016-0.00388991j 0.00154586-0.00185332j -0.00145604+0.00383071j -0.00346206+0.00289834j 0.00173231-0.000990466j 0.00310805-0.00231797j -0.00106068+0.00636221j 0.00125964+0.00652011j -0.00021034-0.00035186j 0.00329191+0.00414033j -0.000522499-0.00350313j -0.00119616-0.00173044j 0.00334321-0.00801404j 0.0060062+0.00238097j -0.000448708+0.00202874j 0.00129957-0.00118077j 0.00281775+0.000370999j 0.00365124+0.000671066j 0.00359548+0.00238308j 0.000527374-0.000918849j -0.000467126+0.00453837j -0.00301141+0.000553331j 0.000165096-0.000626373j 0.00254037-0.0022071j -0.00359306-0.00632118j -0.000294038-0.0017275j -0.00325725-0.00263459j -0.00153821-0.000325469j -0.000440967-0.000194834j -0.00129608+0.00120505j -0.00147002+0.00218645j -0.00134221+0.00278745j 4.18521e-05-0.00200717j -0.000772077+0.000602187j -5.64801e-05+0.00288886j 0.00137036-0.000416879j -0.00018184+0.00183938j 
0.00159106-1.88327e-05j 0.000911133-0.00106858j 0.00204117+0.000632802j -0.00204292+0.00272816j 0.00236078-0.0025727j 0.000349068+0.00466813j -0.00171774+0.00164631j -0.00103151+0.003877j 0.00392796-0.0034533j 0.00129448-0.00261154j -0.000113327+0.00411453j 0.000740963-0.00440414j 0.00371221-0.00549583j 0.000602615-0.00388011j -0.000994014+0.00555138j 0.00374371-0.00180648j 0.00250526-0.0005638j -0.00347605-0.00438316j 0.00336229+0.00635137j -0.00201133+0.00342858j -0.00213635+0.000846469j -0.0014711+0.00146216j 0.000244938+0.00266468j 0.000813812+0.00134154j -0.00810071-0.0021856j 2.25145e-05-0.00028316j -0.0019183+0.000366747j 0.00307629+0.00271483j 0.00410527-0.00323113j 0.0023408+0.0019035j 0.00358021+0.0072801j -0.00244225+0.00816919j -0.00114724+0.00160251j -0.00332933+0.00675495j -0.0012314-0.0012888j -0.00269841+0.000356073j 0.00449751-0.0051362j -0.000815467-0.000445693j -0.00631959+0.00647335j -0.00775503-0.00132214j -0.00210259+0.00358414j 0.000347447+0.00489151j 0.00220961+6.91806e-05j -0.00261347-0.000533624j -0.00244878-0.00548883j 0.00179907+0.00091515j -0.0015936+0.000444621j -0.00176497+0.00607163j -0.00284916+0.000731671j 0.00123576-0.00460297j 0.000571404-0.00783694j -0.000406497-0.00447725j 0.00171069-0.00171386j -0.00287608-0.00314245j -0.0039273+0.00232254j 0.000235017+0.00186932j -0.0038908+0.000625056j 0.00109142-0.00096468j 8.12769e-05-0.00240207j -0.00229028-0.00750818j -0.00275787-0.00211365j 0.000107027+0.00198347j 0.0019825+0.000572886j 0.00297924+0.000446003j -0.00462065-0.000760047j -0.00523384+0.000702322j -0.000874928+0.00208279j 0.00206865+0.00494101j -0.00450618+0.000187811j -0.00409817+0.00201049j -0.000110407-0.00115009j 0.000518071-0.000435825j 
-0.0121212-0.000469443j -0.00142538+0.012775j -0.00248967-0.00326915j -0.00147206-0.00138283j -0.00232243-0.00952176j 0.00124695-0.00369977j 0.000437158-0.00197011j 0.0025021-0.00187631j -0.00260827-0.00393099j -0.00187145-0.00371617j 0.00741445+0.00207298j -0.000958917+0.000883157j 0.0100571+0.00136045j -0.000852554-0.00143738j 0.00122411-0.00599787j -0.000365912-0.0112004j 0.00853948+0.00449203j -0.0073179-0.00744117j 0.00267205-0.0060989j 0.0085792-0.00942447j 0.00274186+0.000506859j -0.00159613-0.00214927j -0.00652819+0.00297641j 0.011454+0.00631908j -0.0045902-0.0107143j 0.00351816-0.00557937j -0.0101527-0.00553953j 0.00160084-0.00130302j 0.00243409+0.00466638j 0.00104381-0.00133963j 0.00208774+0.0001352j 0.00326744-0.00199492j -0.00384546-0.00717207j -0.00321775-0.0015208j -0.00643554+0.00123909j -0.00380864-0.00492175j -0.00112225+0.00473461j 0.0122952-0.0133116j 0.00147989+0.00432836j -0.00422803-0.00246468j -0.00101927+0.00357104j 0.00235901-0.00182497j 0.00513121-0.0052675j -0.00397691+0.000932914j 0.0100449-0.00189257j -0.00487041-0.00573836j 0.00751638+0.000924502j -0.00410031-0.0137568j 0.00201251-0.00386819j 0.00131676+0.00344608j 0.00277341+0.00270966j 0.0058695-0.00287639j 0.00634897+0.00844402j 0.00285991-0.000158151j -0.00802191-0.00437781j 0.00728228+0.00620975j 0.00173677+0.00184961j 0.000609889-0.00770022j -0.00335904-0.00415657j -0.000992743+0.00513664j 0.00117982-0.00382183j 0.00167956-0.00429602j -0.00382002+0.00562184j -0.00717381-0.000425705j 0.000377385+0.00345497j -0.00410122-0.00107605j 0.000734892-0.000588588j 0.000511849+0.00542114j -0.00458678-0.000878693j -0.000934548-0.00307788j 0.0043191+0.0104077j -0.0100499+0.00237034j 
0.000705453+0.000525317j 0.000856489-0.000552812j 0.00178523+0.0019953j 0.000916273+0.00289464j 0.0014944-0.000838989j 6.54887e-05+0.000567882j -0.00170098-0.0012348j -0.00194441+0.00312162j -0.000233591-0.00248477j -0.0034471-0.00325425j 0.00400015-0.00195687j 0.00139239+0.00462409j 0.000379439+0.000398261j -0.00755177-0.00153444j 0.00024993+0.00277887j 0.00100523-0.00361429j 0.00500221+0.00269872j 0.00563053+0.00155164j 0.000305177-0.000402335j -0.00170744+0.00308914j -0.00326677-0.00031299j -0.000439142+0.000754103j -0.00132464+0.000393848j 0.000262576+0.00428158j 0.000553382-0.00224598j -0.00269476-0.00250937j -0.00446855+0.0016905j 0.00145773-0.00212695j 0.0020565+0.00206886j 0.00462981+0.0058847j 0.000408797+0.00193162j -0.00229896-0.00121517j -0.0011013+0.00395066j -0.00591638+0.00584152j 0.0034218+0.00308178j -0.00683841-0.000181954j -0.0013466+0.000436627j 7.93023e-05-0.00451096j 0.000738797+0.000831746j 0.00239406-0.0018313j -0.00468378+0.0039367j -0.00532132-0.000794733j -0.00269911+0.0058663j -0.00319694+0.000737022j 0.00243832-0.00584647j -0.000136965+0.000180282j 0.00056246-0.00013085j -0.00319458+0.00123846j -0.00224695-0.00819609j 0.00219596+0.00237904j -0.00160772-0.00503736j 4.54998e-06-0.0070717j 0.000939052+0.0049259j -0.00641023-0.00278741j -0.0045368+0.000320893j -0.00283262-3.6798e-05j -0.00222105+0.001103j 0.00245468-0.00552919j -0.000944836+0.00367902j 0.000420375+0.000100334j -0.000290707-0.00222549j -0.00156568+0.00253625j 0.00166928-0.00444514j -9.04203e-05-0.000967678j -9.35436e-05-0.000926738j 0.000298089+0.000651873j -0.000834351+0.00284042j 0.0031291-0.00109142j 0.000831286-0.000216069j -7.29524e-05+0.00112961j -0.00250394-0.00162234j 0.00111654-0.000986117j 
