0.0270496-0.00103885j -0.00220246-0.0274793j -0.00228994+0.0023402j 0.000762054-0.00335549j 0.00495883+0.00136064j -0.000275997-0.00495351j 0.0082281+0.000185023j -0.00707486+0.00825709j -0.00410385+0.00130936j -3.16718e-05+0.00840914j -0.00788535-0.00168475j -0.00203852-0.00161069j -0.000591942-0.0024677j 0.00105938-0.00280419j 0.000788678+0.000817238j -0.0039054+0.00255386j 0.00462082+0.00302386j 0.00117106-0.00400459j 0.00500377-0.006688j -0.00166922+0.0024661j -0.000403755+0.00220279j -0.000861325-0.00097208j 0.00249489+0.00439678j 0.000269549-0.000994988j -0.000120229-0.000191104j -0.000956885+0.000750855j 0.00401018+0.000854383j 0.00052844+0.000512719j -0.0044744-0.00217312j 0.00148251+0.00350996j -0.00245782+0.00182444j -0.00312022-0.00187497j 0.00176625-0.000900316j 0.000513396+0.000143789j 0.00195029+0.00384667j -0.000415457+0.00376938j -0.00107508-0.00254379j -0.000780189+0.00526603j 0.00142577-0.00131435j 0.0039529+0.00230673j 0.00219241-0.00286483j 0.00359629+0.00393025j -0.00135708+0.00262103j 0.00277548+0.000868521j 0.000232507+0.00199607j -0.00782789-0.00199757j -0.00664957-0.00112618j 0.00127701-0.00453464j 0.000768929-0.000272417j -3.32181e-05-0.0014284j 0.00331793-0.00106448j -0.00420037-0.00356313j 0.00170909-0.00251104j 0.00221178-0.0023803j 0.00189588-0.0017127j 0.0027572+0.00268577j -0.00690351+0.000948415j -0.00216974+0.00525594j -0.000532903-0.0127174j -0.00943857+0.00268817j 0.00559462-0.000800517j 0.00639754-0.00388374j 0.00869621+0.00151691j 0.0015809-0.00368115j -0.0110878-0.0135845j 0.011358-0.00788517j -0.00348757-0.00363155j 0.00184383-0.00791908j -0.00218937+0.00612157j 0.0108659+0.00240072j 0.00435317-0.031064j 0.0304397+0.00500908j 
0.00248139+0.00112597j 0.00108803-0.00257855j -0.00130343+0.00049432j -0.000317163-0.000129959j 0.00399466-0.00198662j -0.00168399+0.000850681j 0.000996432-0.00225885j -0.000730277-8.415e-05j -0.00416595+0.00344377j 0.00101553-0.00150783j 0.00542194-0.00458304j 0.00298179+0.00117767j 0.00645643-0.000119084j 0.00360098+0.000491408j 0.00267398+0.00156438j 0.000935645+0.00133735j 0.00349223-0.00372685j -0.00104801-0.000671966j -0.00261522-0.00520653j -0.00577659+0.00510068j 0.00701151-0.0109991j 0.0110838-0.00231027j -0.00715332-0.00623j -0.0152626-0.00341224j -0.000181537+0.0138944j -0.0114501+0.0109989j -0.00171715+0.00982584j 0.0116597+0.00731818j 0.000609142-0.00958598j 0.00824484-0.00574655j -0.00782916+0.00415283j 0.00818336-0.00168171j 0.000363198-0.00232284j -0.00813012-0.0108434j 0.000677291+0.00608205j -0.00755538-0.00500926j 0.0105135+0.000126354j 0.00604081+0.00549925j -0.00688672+0.000893516j 0.000465033-0.0102728j 0.00603525+0.00524486j -0.000218046+0.00966059j 0.00530671-0.00337583j 0.00233433+0.00329377j -0.00395556-0.00749225j 0.00119761-0.00345897j 0.00179423+0.00290021j 0.00567999-0.0148672j 0.00293649-0.00793305j -0.0065078+0.0073143j -0.00096783+0.00583554j -0.00194822-0.00500045j 0.00909706-0.00828873j -0.00148148+0.00229098j 0.00771712+0.00418176j -0.00152682-0.00179936j -0.00518684+0.00204891j -0.0065+4.70712e-05j -0.00618145-0.0047591j 0.00190228+0.000955688j 0.00760726-0.000413912j 0.00138008+0.00266482j 0.00186502-0.00251931j 0.00439989-0.00259562j -0.00248782-0.00263336j 0.00138913+0.000896661j -0.00154876+0.00164758j 0.000404681+0.00208746j 0.00269547+0.00158114j 0.000514031-0.00267355j 0.00110039-0.00244747j 0.00112428+0.00120606j 
-0.000685142-0.000906447j 0.000171084+0.00180447j 0.0012836+0.00516454j -0.00576777+0.00224513j -0.00438904-0.000298406j 0.00381114-0.00542216j 0.00484899+0.00688552j -0.00487874-0.00115653j 0.00484943-0.00287174j -0.00144239-0.00141468j 0.000264109-0.00368481j -0.00676363+0.00542141j -0.00360183+0.00550735j 0.00164418-2.84986e-05j -0.000611957+0.00333053j -0.00306332-0.00427363j -0.00368476+0.00722473j 3.59069e-05+0.000554934j -0.00241066+0.00301241j -0.000283291-0.00689207j 0.00522617-0.00747363j -0.00140557-0.00634799j -0.00972275-0.00157847j -0.00553837-0.000398588j -0.00324473-0.000436344j -0.00277318+0.00137197j -9.10508e-05+0.00116726j 0.00136707-0.00361496j -0.00146433+0.00108038j 0.00208077-0.00703142j 0.00269107+0.00796787j 0.00275165-0.00131177j -0.00279838+0.00035978j -0.00763353-0.0028234j -0.00139185+0.000386121j 0.0031614-0.00812441j 0.00263299-0.00406152j 0.00382896+0.000638248j 0.00167967-0.00662443j 0.00116743+0.000124069j 0.00067979-0.0011924j -0.00235087+0.00679249j 0.00107641-0.00421022j -0.00158791-6.45291e-05j -0.00224393-0.000525128j 0.00595015+0.00069059j -0.00781753-0.000717617j 0.00230295+0.00190031j -0.00243198+0.000366898j -0.00189652-0.00209719j -0.000112321+0.00128795j 0.00398012+0.00772733j 0.00829604+0.00306414j -0.00166149+0.00970203j 0.00229357-0.00258579j 0.00256035-0.00534009j 0.00186968-0.00014188j -0.00463842-0.000916068j -0.00263383-0.00845399j 0.00171421+0.00480214j -0.00339043-0.00567749j 0.000931283-0.000616495j -0.00183013+0.00267223j -0.000309558-0.00769583j -0.00559651-0.00161154j 0.00231961-0.00267617j 0.0010786+0.00220911j -0.00071132-0.00248613j -0.000705283+0.00281169j 0.00169798+0.00531129j -0.000201238+0.00176009j -0.001507+0.000619311j 
-0.0100378+0.000104725j -0.000186492+0.00975304j -0.00112248+0.00718298j -0.00487053+0.00181143j -0.0111903+0.000964314j -0.00702364+0.00316149j -0.0084846-0.00631428j 0.00493097-0.0053285j 0.00640264-0.00147153j -0.00305149-0.00900258j -0.00227402+0.00171816j -0.00161908+0.000383892j -0.00691528+0.00214124j -0.00903978-0.00661933j -0.00389036+0.00251483j 0.00178205+0.00505319j 0.00208044+0.000749782j 0.00310832+0.0085533j -0.00963149+0.00266824j -0.00259288+0.000266068j 0.00101711-0.00160497j 0.00410355-0.00229098j 0.00679289-0.00472367j -0.00490542-0.00246893j -0.00113683+0.01427j 0.000210401-0.00025645j -0.00171921+0.000825587j 0.00113565+0.00564563j -0.00260221+0.00116899j 0.00203852-0.00117763j -0.00271404+0.00084922j 0.00429857+0.00767393j -0.00898885-0.000647666j -0.00366461-0.00729822j 0.0014322-0.00930209j 0.00107669-0.00641805j -0.00378657-0.00613588j 0.00126884-0.00473414j 0.00341093+0.00337658j 0.000162923-0.00427213j 0.00204132-0.00555001j -0.000269514+0.00407595j -0.00395121+0.00339638j 0.00575554-0.000338588j 0.00497976+0.00446519j 0.00335555-0.00153152j -0.00575936-0.00423713j 0.00179288-0.0016819j 0.0032268-0.00566032j -0.00304819+0.00516386j 0.00367681-0.0050018j 0.0084609+0.00464132j 0.00650512-0.00350323j 0.00167048-0.00230126j -0.00222049-0.00401253j -0.00237496-0.0020787j 0.00193012+0.000951257j 0.00412103+0.00431099j -0.00420131-0.00294357j 0.00197304-0.0032279j -0.0107524-0.0017741j -0.00328878-0.00500617j -0.00031629+0.00754184j -0.00162524+0.0125001j 0.00643243+0.00617595j 0.000127032+0.00238921j -0.00205134+0.000688422j 0.0012469-0.00193649j -0.00461067+0.000407477j 0.00164138+0.00346595j 0.00281648+0.00646376j -0.00678583+0.00295171j 
-0.000240557-0.000455828j 0.000220441-0.000418176j 0.00186953+0.000660755j 0.00382706+0.00307835j -0.00139459+0.00139975j 0.00229866+0.00546937j -0.00144768-0.00309081j 0.00262506-0.00125227j -0.00101547+0.00198054j -0.00100905+0.00254739j -0.00422221-0.00342462j -0.00403731-0.00430387j 0.00758355-0.00200403j -0.000765749-0.00386017j -0.0039755-0.00160996j 0.00363756-0.00124429j 0.00774874+0.00128849j 0.00417963-0.000951603j -0.00115712-0.00138524j 0.00519667+0.00042105j -0.00259174-0.00633383j 0.00248661+0.00255492j 0.00148447-0.0013996j 0.00320808+0.00464273j -0.00263893+0.00429676j 0.000650566-0.00117289j -0.00108534+0.00410124j -0.00387781-4.2649e-06j 0.00713633+0.00504114j 0.00464169+4.68132e-05j -0.0036376-0.00518165j -0.00490293+0.00413654j -0.00465866-0.000260445j -0.00294781+0.00225779j -0.00154223+0.00601413j 0.00227762-0.0047996j -0.00152125+0.000437824j -0.00136238+0.00144254j -0.000433601+0.0067457j 0.0056258+0.000932072j -0.00456813+0.000383614j -0.00542438-0.00050839j 0.00023637-0.00369304j -0.00407553+0.00624325j -0.00462486-0.00316781j 0.00495006-0.00429753j -0.00204455+0.000209341j -0.00874025+0.00891109j -0.000384441-0.00250183j 0.0119033+0.00191313j -0.000167603-0.0001053j -0.00270833-0.000285385j -0.00111319+0.00183578j -0.00204439-0.00587945j -0.00660662+0.00184634j 0.00477569-0.00467954j 0.00335706+0.000808894j 0.000188562-0.000103098j -0.000411497+0.00230124j -0.00648862+0.00587932j -0.00363128-0.00282129j 0.00252665+0.00597625j -0.00193577-0.00123278j -0.00295262-0.00686461j 0.00110808-0.00436462j 0.0027401-0.000340813j 0.00228638+0.00244845j -0.00178899+0.00170232j 0.00124998-0.00159882j 0.00231934+0.00321877j -0.00124008-0.000886139j 0.000823694+0.000178109j 
-0.00298548+0.00092723j 0.00164918+0.00264825j 5.85226e-05-0.00150179j 0.00166712+0.0020936j 0.000150846-0.00301584j -3.54631e-05-0.0011173j -0.000952356-0.000753896j 0.00112129+0.00194107j -0.00189972-0.00457935j -0.00323125-0.00538166j 0.00490045-0.00555502j 0.00687294+0.00641995j -0.00503558-0.00110195j 0.00332328-0.00233348j 0.00805873+0.00648544j -0.00275398+0.00160604j -0.00445543+0.000824689j 0.00451885+0.00377442j -0.0055504+0.00320457j -0.0018255+0.00238062j 0.00661152+0.00392911j 0.000849984-0.00719529j -0.0042803-0.00547973j -0.00739486-0.00247384j -0.00211133+0.00501907j -0.010047-0.0035528j -0.00450713-0.00203895j 0.00601536-0.000452743j -0.00897904-0.00628812j -0.00106756-0.00375661j 0.00455156+0.00310954j 0.00673571-0.00186094j -0.00529507+0.00173837j 0.000940002-0.000802826j 0.00378686-0.00171305j -0.00166554-0.00133077j 0.00299873-0.00334708j 0.000402587-0.00566263j -0.00364837+0.00108807j -0.00355156+0.00288255j 0.00369395-0.00227253j 0.00502299+0.00262192j -0.00776955-0.00346155j -0.000662307-0.00257776j -0.00195361-0.00231909j -0.00464523-0.0019515j 0.00408059-0.00231609j 0.000109192-0.00261884j 0.00293436-0.00333665j -0.000534764+0.00765421j -0.00451904-0.0020435j 0.00716518-0.00268621j 0.00341493+0.00525077j -0.00313761-0.00216021j -0.00197495+0.0014084j 0.00230821+0.00245548j 0.00455312-2.99999e-05j 0.00895972-0.00218009j 0.00145092+0.00646579j -0.000235604+0.00583652j -0.00194835-0.00211896j 0.000711853-0.000859128j -0.00616761+0.00408627j -0.00508167+0.00154004j -0.00252122+0.00290503j -0.00713336-4.60476e-06j 0.00422018-0.000414289j 0.0061342+0.00192791j 0.00017687-0.000890243j -0.000138296-0.00380209j -0.000298708+0.00237263j -0.00189115-0.00135878j 
-0.00205169+0.00267218j 0.00320446+0.00161133j 0.00365152-0.00147616j -0.000311473+0.00267001j 0.00276177-0.00471239j 0.00105414+0.00210848j 0.00235727-0.000366206j 0.0038506+0.00720032j 0.00184996-0.000688351j 0.00418226-0.00135913j -0.00318483+0.0037319j 0.00686565-0.00297762j -0.00189815-0.00110022j 0.00321453-0.00203291j 0.0014458-0.00250896j -0.00167468-0.00109911j -0.00390476+0.00170256j -0.000664289+0.000566646j -0.00436622-0.00156059j 0.00295972+0.00445722j 0.004203+0.00156824j -0.00257984-0.000257557j -0.00270031+0.000551437j -0.00126292-0.00292983j -0.00838833+0.00313095j -0.00230985-0.00111066j -0.00252257-0.00102741j -0.000397301-2.56672e-05j -0.00219121+0.000643341j -0.0034983+0.0027645j -0.00163153-0.00262231j -0.00359888+0.00291582j -0.000501244+0.000779839j 0.00227963-0.00815228j 0.00607388-0.00010905j 0.00372587-0.000488694j 0.00166906-0.0019162j -0.00260871-0.00455201j -0.000398238+0.000787382j 0.00289056-0.00109104j 0.000340114+0.00019867j -0.00400608+0.00566505j 0.000970554+0.00153527j 0.0051024-0.00649959j 0.00148883-0.0016282j 0.00101036+0.00417555j -0.00311693-0.00324948j -0.00064587+0.000957867j 0.00236489-0.000343505j 0.000874688+0.00278035j -0.000192601-0.00138854j 0.00030227+0.00366466j 0.000655913-0.000596453j -0.000477851+0.00274756j -0.000271383-0.00311991j -0.00010934+0.00144804j -0.00677138+0.00424578j -0.00327784+0.000991219j -0.00205125-0.00202785j -0.00200736-0.00490536j 0.000384074+0.000947148j 0.00500938+0.00431388j -0.00624997-0.0050916j 0.00594123+0.000389949j -0.00164737-0.00306471j -0.00371481+0.00111783j 0.00120274+0.00451151j 0.00610272+0.000491515j -0.00229463+0.00386145j -0.000969777+1.93394e-05j 0.000327856+0.000624761j -0.00127585-0.000584295j 
0.00395127+0.000456414j -0.000550104-0.00391168j -0.00233679-0.00482674j 0.00190441-0.00250894j 0.00387212-0.00210625j 0.00932768-0.00718317j 0.0059737-0.00155493j 0.00259495-0.00268409j -0.00164669-0.00326642j 0.00126712+0.00188915j 0.0050755+0.00425987j -0.0033372+0.00181328j 0.000275843+0.0039477j 0.000300314-0.00125909j -0.00163813-0.00310815j -0.00093276-0.0041564j 0.0017931-0.00122693j -0.0056781-0.011025j 0.0045207-0.000460482j 0.00171405-0.00198292j -0.000105028+0.00087369j -0.00406529-0.00372818j -0.00412462-0.00144079j 0.00681438-0.00340398j -0.00148673-0.00159502j -0.00211095+0.00476237j 0.000942095-0.00418128j 0.00548153-0.0112531j -0.000956786+0.00340243j 0.00485604+0.0020948j 0.00203188+0.000188226j 3.67074e-05+0.00108328j -0.00456796-0.00512053j -0.00343319-0.0059095j -6.44631e-05-0.00415693j -0.00122444-0.00225511j 0.0024491-0.00831289j -0.00223986+0.004199j -0.0063426+0.0028274j 0.000655216-0.00218452j -0.00419792+0.00713201j 0.000650747+0.0110644j 0.000400196-0.00485782j -0.00257951-0.00325553j -0.00573254-0.00297652j 0.0104422-0.00102315j -0.00630828-0.00066115j 0.00164574+0.00436831j 0.00684557+0.000256141j 0.00352207+0.00381463j 0.000850193-0.00232147j 0.00148154+0.00151186j 0.00629048-0.0105349j 0.00336952+0.000555674j 0.00475584+0.000468686j -0.00117372-0.00380025j -0.00629529+0.004803j -0.00318131+0.00350291j -0.00411843-0.00199238j -0.000559171-0.00215603j 0.00162998-0.00100309j -0.00231447+0.00139235j -0.00838354-0.00139637j 0.00501173+0.000585315j 0.00487722-0.000802028j -0.000497265+0.0047847j 0.000802513+0.00476105j -0.0018986+0.00237072j 0.00544309+0.00211654j 0.00252512-0.00075804j -0.00087103-0.00355872j 0.00264365-2.18936e-05j 
-0.00249601+0.000742571j -0.000129478-0.000228108j 0.00376101+0.000416858j 0.00181319-0.00289857j 0.00213525+0.00235948j 0.00796622+0.000962658j 0.00391113+0.000234853j 0.00308774-0.000687402j 0.00320727+0.0043072j 0.000641971+0.000749392j -0.0043206+0.00207624j 0.00107302-0.00456968j -0.00164319-0.00534537j 0.000889434+0.00494825j 0.00168469-0.00568592j -0.00403141-0.00417534j 0.000945013-0.00324559j 0.00345954-0.00279473j -0.000983899-0.00504136j 0.00490364+0.00077457j -0.00506102-0.00715638j 0.00160999-0.00592277j 0.00134373-0.0027568j 0.00107734+0.00455732j 0.00273102+0.0049536j 0.00671693+0.00323675j 0.00301996+0.000990156j -0.0043049-0.00821625j -0.00111803-0.00273304j -0.00100245-0.00305173j 0.000119687-0.00360398j -0.00248608-0.00108474j -0.000628633-0.000152066j -0.00429596-0.00036145j 0.000819761+0.00387435j 0.00148713+0.000476085j -0.003374-0.00451201j 0.00484266-0.000817188j 0.0025911+0.00792654j 0.00140705-0.00159605j 0.00157299+0.00308203j -0.00381577-0.00330557j -0.00921819-0.00060906j 0.00131431+0.000450065j -0.00284756+0.00400267j 0.000359049-0.0118498j 0.00708157+0.00239187j 0.00050318+0.00524688j 0.00237834-0.00314336j 0.00107819+0.00248258j 0.00900657-0.00084326j 0.0053038+0.00210994j -0.00168877+0.00178514j 0.00116308-0.00871498j -0.00132708-0.000417441j -0.00302814-0.000371072j -0.000891247+0.00219876j 0.00426726+0.00773776j 0.00114999-7.97881e-05j -0.00107883-0.000175126j 0.000236398-0.000248162j 0.00363237-0.00182734j -0.00158658-0.00349j -0.00421721+7.43346e-05j -0.00213499-0.00188312j 0.00356782-0.000792561j 0.00186335+0.000113498j 0.001861+0.00534614j -0.000706855-0.00173766j 0.00401713-8.87547e-05j -0.000364749+0.00147167j -0.00014244+0.00028262j 
0.00620601-0.00239132j -0.00179657-0.00650733j -0.000785513-0.000260977j 0.000849028-0.00293008j 0.000428013-0.00041838j 0.00340483+0.000835418j 0.00328747+0.0073009j -0.00289154+0.00200512j -8.69664e-05+0.00554919j 0.000964083+0.00183287j -0.00156605-0.0023953j 0.00176742+0.000212904j -0.00112151-0.00894385j 0.00162278-0.00252408j 0.00231042+0.00364291j 0.00449474-0.000548281j 0.002422-0.0087403j -0.0045327-0.0022442j -0.000392073+0.00218561j -0.00765936-0.00458253j -0.00499333+0.00689121j 0.00621859-0.0025877j -0.00109735+0.000930005j 0.00239505-0.00165648j -0.000793977+0.00659221j -0.00469909-0.0010803j 0.00277721+0.00345408j 0.00198784+0.00264861j 0.00242224-0.00578052j -0.00495329-0.000731616j -0.00381325-0.00549362j 0.0024305+0.000524127j 0.00583757+0.00648541j 9.734e-05+0.000974147j 0.00250168-0.000752705j -0.0048692-0.00202358j 0.000502174-0.00123224j 0.00260543-0.00332908j 0.00204892+0.00552545j -0.00227842-0.00137516j -0.0032894-0.000367054j -0.00100577-0.00160587j 5.74661e-05-0.000915197j 0.00221624-0.000759523j -7.57741e-05+0.00642986j -0.00160602+0.00320674j -0.00170371+0.00271765j -0.0070186+0.00236288j -0.0053774+0.000260551j -0.00433921-0.000529317j 0.00113614-0.00200696j 0.00300672-0.00177792j -0.00576484+0.00231726j 0.00142617-0.00344421j -0.00194559-0.00372556j 0.000335781-0.00375039j -0.00508311-3.43542e-05j 0.00424796+0.00306956j 0.0044955+0.00367707j 0.00604108-0.00612692j -0.00207228+0.00851668j 0.00378824-0.00276662j -0.00362489-0.00174717j 0.00382382+0.00116721j 6.43651e-05+0.00161196j 0.00339624+1.54543e-05j 0.000190828-0.00473214j 0.00326636-0.00481904j 0.00325378+0.00407431j -0.00414925-0.00348353j 0.00126584-0.00542669j 0.00421073+3.19614e-05j 
0.00321133-0.000395934j 0.000985498-0.00306029j -0.000330286+0.00141334j -0.00120303-0.0022047j 0.00408771+0.000188182j -0.00119881+0.000260624j 0.00319145+0.0043364j -0.00144851+0.00237056j -0.000849881-0.000136543j 0.000161303+0.00205755j 0.000576125-0.00215555j 0.0016968-0.00346804j -0.000754027-0.0056925j 0.00843062+0.00364666j 0.00208448-0.00107024j 0.00135293+0.00105054j -0.000855149-0.00197083j 0.00155093-0.00738295j 0.00637832+0.0010789j 0.0028524+0.000260446j -0.00433432+0.00228645j 0.000499929+0.0052219j -0.00850091+0.00091477j 0.000404844+0.00533959j 0.00514687+0.00408775j -0.00335909-0.00621843j -0.00408283+0.00486116j -0.00245002+0.000579357j 0.00305427-0.00715666j -0.00422157-0.0037859j -0.00353471-0.0058754j 0.0027129+0.00330021j 0.00323868+0.00677918j -0.00754129-0.00520482j 0.00150207+0.00226872j -0.00510911-0.00272391j -0.000446455+0.000247059j 0.00382963-0.00122492j -0.00230448+0.00799461j 0.000361177-0.00125858j -0.00310783+0.0014471j 0.00295282-0.00196253j 0.00311679-5.08551e-05j 0.00167966+0.00386533j -0.000998241-0.00544435j 0.00281482+0.00222454j -0.00160238+0.00746963j -0.00437451-0.00271519j -0.00308497-0.00253195j -0.00980957-0.00495328j 0.0038329+0.000167863j -0.000760864+0.00259267j -0.000644004-0.0127656j 0.000784384+0.000313237j 0.00900543-0.000957054j 3.56841e-06+0.000374632j -0.00143328+0.00284328j -0.00340562+0.00205935j -0.00499405+0.00205847j 0.0121716-0.00275999j 0.00330085+0.00321174j 3.70758e-05-0.000393881j 0.00388974-0.000354537j 0.00891071-0.000825352j -0.000124213+0.000747483j 0.00137989-0.00228275j -0.00442634-0.00182771j -0.00388889-0.00504774j 0.00391423-0.000469595j -0.00231599+0.00111573j 0.00059978+0.00449047j -0.00419586+0.00124034j 
0.00455217-0.00107912j -0.000253959-0.00479939j -0.00106708-0.00300751j 0.00122639-0.00140003j 0.0030248-0.00472143j 0.0047184-0.00188319j 0.00262165+0.00475313j 0.00173087-0.000252449j -0.00415776-0.000699881j 0.000661842+0.00208605j 0.00521029-0.0053878j 0.00332549-0.00180396j 0.00346739+0.00649352j 0.00186733+0.00556124j 0.00565365+0.0024723j -0.00212884-0.00235934j -0.00053857+0.000476244j -0.00145906-0.00300534j 0.00313421+0.000585572j -0.00178029+0.00192562j 0.00319723-0.000954655j 0.00164105+0.00161952j -0.000258968+0.000405704j -0.00118234+0.0016913j -0.00350447-0.00340808j -0.00502193+0.00860793j -0.000534607+0.0011327j -0.00120713-0.00759461j 0.00122946+0.00144398j 0.00194432-0.00332383j 0.0052621-0.00352526j -0.00268136-0.00227148j 0.00207606-0.00474054j 0.00407277+0.00160003j -0.00227454-0.00686589j -0.00195549+0.00211748j 0.00431043+0.00141498j -0.000516958+0.000517165j -0.00362756-0.000607104j -0.00452767+0.00248642j -0.0011985+0.00101605j 0.00117836+0.00589471j 0.004033-0.00236144j -0.00173667-0.0011463j -0.00123308+0.00179961j -0.00348831-0.0004138j -0.00141401-0.00156483j 0.000387754-0.000586216j -0.00022482-0.00143972j 0.00253642+0.000822598j -0.00612002-0.00118573j 0.00154538-0.0016504j 0.00707918+0.00304194j -0.000253447+0.006085j -0.000915892+0.00211123j 0.00672844+0.00427496j 0.00259739+0.00228515j -0.000392273-0.00143903j 0.00131377-0.000358422j -0.00389341+0.00863784j 0.00261286-0.00339495j -5.20978e-05-0.000540201j -0.00472386+0.00633823j -0.00075143-0.00508916j -0.00392263-0.00266788j -0.000746891+0.000252679j 0.00442368-0.00299965j -0.000795277-0.00039522j -0.00155273+0.000652885j 0.00180026+0.000144307j 0.000213615-0.00225591j 0.00329531-0.00143649j 
-0.00647815+0.00197228j 0.00175779+0.00689754j -0.00473344-0.000322961j 0.00191849-0.00121411j -0.00534865-0.00585883j 0.00406563+0.000897719j -0.0100071-0.00243679j 0.00275141-0.00763638j -0.00094625+0.000964483j 0.000869467-0.0057087j 0.00545572+0.00221459j 0.00690865-0.00349523j 0.00615872+0.00363872j -0.00655803+0.000338473j -4.47022e-05+0.00267984j -0.000297524+0.00137331j -0.00469056-0.00272363j 7.42952e-05+0.00328496j -0.00716033+0.00544592j 0.000896579+0.00339512j 0.0022857-0.00426038j -0.0018777-0.00207471j 0.00713158-0.000862732j 0.0019443-0.0028413j -0.00515392-0.000914797j 0.0043248+0.00728042j -0.000931877-0.00588961j 0.00398462+0.00119726j -0.00174668+0.00534948j 0.000481608+0.00408121j 0.00245709+0.00107956j -0.00136503+0.0101866j 0.00452435-0.00809648j 0.00862208+0.00218532j 0.000116456-0.00208785j 0.00345931-0.000290982j -0.00362115-0.00102287j -0.00377916+0.00133878j -0.00405987-0.00346637j 0.00300285-0.00113824j 0.000800207-0.00262594j 0.0029537+0.00212266j -0.00429986-0.00415827j -0.00185609-0.00552641j -0.00480338+0.00367539j -0.000457277+0.000370764j 0.00303519+0.000439341j 0.00372163-0.00491394j -0.00545557-0.0086077j -0.00145601+0.00796019j -0.00137217+0.00268244j 0.00444688-0.00283191j 0.00146957-0.0040414j -0.00889523+0.00631734j 0.000594198+0.000855863j -0.00430227-0.00183317j -0.00344605+0.00775685j -0.0030709-0.00380761j -0.00835808+0.00360914j 0.00432944-0.0037949j 1.80372e-05-0.00274785j 0.00746333-0.00380458j -0.00675054+0.00506041j 0.000495293-0.00193424j 0.000508971+0.00321918j -0.0030409+0.000230736j 0.000203375-0.000671819j 0.00155196+0.000869884j -0.00168321+0.00353501j 0.00429126-0.000456873j 0.000661436+0.00592279j -0.00629441+0.00118133j 
-0.000440634+0.000886327j -5.05593e-05-0.000645976j 0.00138917-0.00159474j -0.000273645-0.00241057j 0.0041581-0.00189895j 0.00302354-0.00228703j 0.000183108+0.000825096j 0.00282444+0.000313991j 0.0010016-0.00253837j -0.0011687+0.00025998j -0.00098199-0.00324342j -0.00680613+0.00577531j -0.00849522+0.00076476j -0.000578664+0.00143353j 0.00412585+0.00143269j -0.00318934-0.00562874j -0.00127022+0.0047202j 0.0025806+0.000204632j 0.00172228-0.00327212j 0.00401995-0.00853169j -0.00529433+0.00399284j -0.000725671+0.00172136j -0.00344725-0.00489633j -0.00284247+0.00041055j 0.000979673-0.00572548j -0.000368317-0.00849455j 0.00306107-0.000310799j -0.00686782-0.00576861j 0.001561+0.0108312j -0.000342995-0.000892131j 0.00202914+0.00347422j 0.00683221-0.00693851j -0.00664001+0.0036248j -0.00557385-0.00233172j -0.00236768-0.00519665j 0.00110185-0.00289782j 0.00293466-0.00145541j -0.00443113-0.00397638j -0.00114865+0.00236564j -0.00559118+0.00447161j -0.00295223-0.00119187j 0.000787156+0.00335289j -0.00346889+0.000921104j 0.00492556+0.000515623j 0.00441622-0.00476631j 0.000894237-0.00186818j -0.00305429-0.000187109j 0.00290237-0.00459566j -0.00138106+0.00238301j -0.00520181-0.0029419j -0.00270103-0.00491294j 0.00264798-0.000750166j 0.00259957+0.00686749j -0.00525379-0.000707992j -0.00316988-0.00161495j 0.00580072+0.000935223j 0.00101295+0.00255396j 0.00218594+0.00400564j -0.000762286+0.00082207j -0.00770034+0.00288522j -0.000998281-0.000668042j 0.00531307-0.00193141j -0.00499832+0.00591407j -0.00294135+0.000776423j -0.00249678-0.000190931j -0.00456344+0.00287047j 0.00704201+0.00306667j 0.0044004-0.000503819j -0.00545618-0.000792294j 0.00156539+0.00133171j -0.000898329-0.000115094j 0.000764537-0.00212822j 
