-0.0112386+0.00520903j -0.131552+0.0970549j -0.116186-0.0537303j -0.00421039+0.0308107j 0.0332466-0.0345558j -0.0545557-0.0178806j 6.06455e-05+0.00673715j -4.72099e-05-0.0151687j 0.00307162-0.0412177j 0.0304079-0.0193245j 0.0133003-0.0774443j 0.0165883+0.0151329j -0.00359684+0.0359874j -0.00453883-0.0113795j 0.0426472+0.00378471j -0.00905592+0.0199158j 0.0180462+0.0258852j -0.0367494-0.0142046j 0.0143483+0.00630815j -0.0116052-0.0851101j -0.00910845-0.0180236j 0.0553007-0.0126564j -0.00364903+0.00351841j 0.00957569+0.0281997j -0.0286711+0.00744433j 0.0455674-0.0367303j -0.0349521+0.0207709j -0.00214361-0.0637142j 0.0139581-0.0927934j -0.00620286-0.00949728j 0.0179986+0.030018j 0.0128494+0.0116437j -0.0180045-0.00922292j 0.0152403-0.0270595j -0.00853241-0.0314544j 0.00636139-0.0190037j -0.0217803-0.00375387j -0.00116895+0.0135244j -0.0331268+0.0105101j -0.0130874-0.00119903j -0.0227085-0.0594496j 0.00188687-0.0201139j 0.00795991+0.00307882j -0.00863181+0.00696225j -0.00725973-0.00241142j -0.0232268-0.0357325j 0.0287047+0.00082701j 0.00992224+0.0206584j 0.0374231+0.0124275j -0.0146822+0.00607465j -0.00135929+0.0396871j 0.0103782+0.0230277j -0.0514191+0.0424072j -0.00627156-0.00345092j -0.0396268+0.0082136j 0.00384573+0.00333081j -0.0143535+0.000502658j -0.0247733+0.0296338j 0.0924459-0.0304116j -0.10502-0.0481461j 5.54413e-05+0.073806j 0.0590697+0.0326389j 0.0508152+0.0149231j 0.0085324-0.0523861j 0.0562882-0.116149j 0.0470656-0.057732j 0.0125989+0.0623906j -0.0584756-0.0383761j -0.0604131+0.0378051j 0.102306-0.0524606j 0.00610193-0.0194154j 0.0134585+0.0188057j 0.0282629+0.0227991j -0.0103512-0.0201851j 0.0513007-0.0124424j 0.00983974+0.0362617j 0.0362359-0.00423349j 0.023505-0.0109448j -0.0206937+0.0377782j -0.0181863-0.00372662j 0.0138307+0.111948j -0.25874+0.038909j 0.0392438+0.102521j -0.0733546-0.141247j -0.108191+0.208736j -0.10433-0.0878027j -0.048096+0.082069j 0.0052703-0.0162108j 0.00470324-0.07251j -0.0289054-0.124469j 0.105195+0.0606071j -0.169401+0.126264j 
-0.0491692+0.0406855j 0.014186+0.0326083j 0.0089477-0.0113533j -0.0505934+0.0220016j 0.012667-0.0100704j 0.00991577-0.0772862j 0.00356973+0.0262773j -0.0220242-0.0244932j 0.0473115-0.0134153j -0.0287712+0.00288381j -0.0294213+0.0500666j -0.065175+0.0247274j -0.0893179-0.0742898j -0.0665015-0.0815585j -0.011596+0.0118838j -0.0350486+0.0214298j -0.00708808-0.0118298j 0.00606154-0.0656201j 0.101199+0.0194299j 0.124233-0.156106j -0.00469634+0.0924755j -0.0273636-0.0321345j 0.0359521+0.0129306j -0.0523593-0.0406069j 0.0491106+0.0307201j 0.088119+0.059007j -0.00599413-0.0328791j -0.0288889+0.108394j 0.0238014-0.0612667j -0.0124886+0.00439272j 0.00559572-0.0245889j 0.0380707-0.0585982j -0.000408705-0.146185j -0.0590957-0.0374492j -0.0596746+0.0419676j 0.0418568-0.0430696j -0.110107-0.0222909j -0.0201565+0.0832972j 0.120304+0.048162j -0.0571588-0.00612225j -0.0335887+0.0620054j -0.0363234-0.00152226j -0.0552542+0.0518552j 0.0313698+0.00363935j 0.142658-0.0160544j -0.0842399+0.0126378j 0.00333502+0.0392948j -0.0314483-0.0069902j -0.0308108+0.164645j -0.0303734-0.0598303j -0.000890891-0.101072j -0.0489474+0.0763917j 0.034798-0.108834j -0.0187566-0.0705081j 0.0752954-0.00498883j 0.0128903-0.0101604j 0.084957+0.0364475j -0.0622202-0.00502045j -0.00976158+0.0665487j 0.0182435+0.00998142j -0.0554631-0.0596812j -0.0102616-0.0267574j -0.123174-0.0158117j -0.0945897-0.0128375j 0.0804171-0.0402887j 0.0538391-0.0498988j -0.00384014+0.0328466j 0.0329503+0.0354372j 0.0544258-0.0135193j -0.000324342+0.0404181j -0.0108453+0.0218445j 0.0557042-0.0765654j 0.0215261+0.0903124j 0.0291531-0.0447276j 0.0911799+0.0190562j -0.0899295+0.13177j 0.00797866+0.00516781j -0.03662+0.029607j -0.0940685+0.0142333j -0.00938276-0.0513811j -0.0713606-0.00284948j -0.0265192+0.0133608j -0.000783234-0.0390062j -0.0284611-0.00528437j -0.0459462-0.0807015j 0.0427919+0.0979419j -0.0499256-0.0510727j 0.00167468+0.0247145j -0.0532091+0.0248665j -0.0251433+0.0245779j 0.0338969-0.078167j 0.0329096+0.00221538j 
-0.0247157-0.016148j 0.00953028-0.00697864j 0.0357928-0.00640306j 0.0138777-0.0148231j -0.0549319+0.0394535j 0.02939-0.014512j -0.0709606+0.0610343j -0.0299863+0.0672754j -0.022637-0.0210062j 0.00538702-0.00594937j -0.0737945-0.0347833j 0.0955017-0.00299967j 0.0215841-0.014709j 0.0494725-0.060037j -0.0139134+0.051814j -0.0603186+0.000115536j 0.0489821-0.138717j -0.00451537-0.0358814j -0.0467377+0.0859133j 0.0545005-0.046837j 0.107231-0.0987585j -0.085935+0.0669639j 0.0325148+0.0239418j -0.0630524-0.0551468j -0.0207989-0.000662186j -0.102847-0.0911563j 0.00855183-0.0808095j 0.0472231+0.0084342j 0.0145038+0.0232122j -0.0407591-0.00943497j 0.0176989+0.082096j -0.02785-0.0217954j 0.0138413-0.0505835j 0.0404632+0.065967j -0.111879+0.095167j 0.0599399+0.0188675j 0.0427044+0.0493762j -0.0351354-0.00352682j 0.0207512-0.158397j 0.034058-0.00309788j 0.0413081+0.000808779j -0.0962062+0.0091978j 0.0469734-0.0733851j -0.0850303-0.142676j -0.0655758-0.0568195j -0.0601397-0.0205972j -0.0639322-0.0476657j 0.0475716+0.0546359j -0.0428497-0.0291128j -0.00408801+0.0556451j -0.0300147-0.0383503j 0.122268+0.00254323j -0.0144251-0.10474j -0.144684-0.0492069j 0.048845+0.138209j 0.0274822+0.042205j 0.0861851+0.0312379j 0.0723657-0.0690064j -0.0641472+0.0609796j 0.108219-0.0535981j -0.065237+0.0294218j -0.0979378+0.102511j 0.0572096+0.0221902j -0.00863224+0.0895511j -0.0121338+0.0372899j 0.0183774-0.00352857j -0.0415667-0.00402386j 0.119193-0.0366204j -0.0389022+0.00559672j -0.160482+0.0884311j 0.0514388+0.10945j 0.0480603+0.0428971j -0.0309791+0.108823j -0.0577607-0.0146515j 0.0216979-0.00518716j 0.225139+0.0156213j -0.000867643+0.0279531j -0.0934865-0.0529617j 0.0036639-0.0414817j -0.0808729+0.0211959j -0.0447076-0.019779j -0.138331+0.0179066j 0.0424153-0.00414898j -0.0707193+0.0133055j 0.00563886-0.0750199j 0.0520664+0.0248631j -0.0460414-0.0322331j 0.10145+0.0376959j 0.0848401+0.0224216j 0.0453287+0.00140696j -0.00750231-0.0461364j -0.00103142-0.0183342j 
0.0056294+0.0208999j 0.0145295-0.0360325j 0.0439002-0.00450234j 0.0186726+0.00549342j 0.0587215+0.0264273j -0.0605026+0.0316616j -0.009373-0.0233798j 0.0640717-0.0373836j 0.0108201-0.0359678j 0.0699702-0.0543463j -0.062903+0.0513416j 0.0273806+0.101683j -0.0351596-0.0877553j 0.0560453+0.0612024j 0.13793-0.0231663j 0.141489+0.0991182j 0.015203-0.123685j 0.0796292-0.0533491j 0.10073+0.0186644j -0.0588632-0.0424781j 0.0676792+0.00723965j -0.0203507-0.00167974j -0.00174127-0.0607387j 0.062418+0.108301j 0.00306806-0.152506j -0.0692625-0.0201262j -0.0320687+0.0426728j 0.012767-0.000324013j -0.0493773+0.011421j -0.0296579-0.0196385j 0.0261389+0.0195386j 0.0935995+0.0686719j -0.0489292+0.0330789j 0.0933052+0.0939276j 0.0160819-0.0022792j 0.00969907+0.0283228j 0.0501275+0.0115736j 0.0621217+0.0509142j -0.0593004+0.0779068j -0.102938+0.0120584j -0.0369988+0.00401496j -0.110275+0.00841785j 0.153902-0.0292513j -0.0592395-0.0364545j 0.137559+0.00898726j 0.010934-0.00592655j 0.0901626+0.0114203j 0.0278275+0.0378678j 0.0434581-0.0483207j -0.0185367-0.0180701j -0.0830621-0.01672j 0.0254132-0.0582228j 0.0256936-0.0516426j 0.00710498-0.0575377j -0.0812277-0.157909j 0.0867138-0.00397206j 0.0460823+0.0369514j 0.0262135+0.0293623j -0.101482-0.0255662j 0.00789712-0.0104357j 0.0922846+0.0667458j -0.0603132+0.0417506j -0.0821601-0.15478j -0.0224488-0.0799674j -0.0484877-0.0256144j 0.0104016+0.0333162j -0.0906393+0.00653088j -0.0134743-0.000967201j 0.0479883+0.0259222j -0.127753+0.00529477j 0.0228308+0.0326728j -0.014965+0.182257j -0.0144584-0.122556j 0.07128-0.0220755j -0.0901323+0.0339915j 0.0162206-0.0461496j -0.0104261-0.0316394j -0.018306-0.0185595j -0.0274984-0.023925j -0.0338127-0.000347119j 0.075529-0.0232562j -0.0588043-0.0393963j 0.0257598-0.0216127j -0.0545018+0.0277894j 0.0603899+0.0280065j 0.00479487-0.0289442j 0.001011+0.00948805j 0.0926701+0.0248734j 0.0602299+0.00919493j 0.0131064-0.0489465j -0.0136977-0.0392459j -0.0387762-0.00448786j 
0.00194351+0.0198673j 0.00446189-0.0430075j -0.0432073+0.0656377j 0.0223006-0.00174754j 0.0456922+0.0601469j -0.0667527+0.0750678j -0.0364507+0.00475127j 0.0411523-0.052828j 0.00215792-0.0074414j 0.0788714+0.06753j -0.0551748-0.0588167j 0.00361192+0.0756346j 0.0482034+0.0555921j -0.00185379-0.0654243j 0.0476137-0.0982651j -0.105144-0.0800322j 0.0763736+0.0361694j -0.0200509+0.0135782j -0.0363693+0.0347057j 0.0888669+0.0556808j 0.0219405-0.0108849j -0.0182891-0.000427786j 0.0357589+0.0645359j -0.0653816-0.156265j 0.0613513+0.0396181j 0.0342771-0.0106436j 0.0118336-0.0188136j -0.00880449-0.0299467j -0.00392983+0.0402799j 0.0874901-0.0508695j 0.0436632-0.0532846j -0.0520704-0.00945564j 0.0280697+0.0227489j 0.028055+0.108696j 0.00487014+0.0710734j -0.103143+0.0922186j -0.084332-0.0524027j -0.117371+0.0851637j 0.0195686-0.0164761j -0.0208862-0.0445342j -0.0917611-0.0766708j 0.00625104-0.0805773j 0.0479697-0.0688836j 0.0506015+0.0338779j 0.0592793-0.041117j -0.0471374+0.0809896j 0.0791815-0.0331828j 0.132643-0.035655j 0.000951228+0.017713j -0.0736796+0.00377085j 0.00643654-0.0386601j -0.121214-0.011899j -0.001802+0.133471j 0.000758584-0.0556322j 0.0390852-0.0963103j 0.0203168-0.0622856j 0.0377943+0.0530444j -0.0171345+0.0172406j -0.0551439+0.117892j 0.00666399-0.0869701j 0.106183-0.0144222j -0.00564719-0.0251876j 0.0722867-0.0578053j 0.00601122+0.0557364j 0.0325968+0.0909417j 0.0130045+0.0387628j 0.0677159-0.0831775j -0.117943+0.036454j -0.0207374-0.0442855j 0.00950649+0.000329428j 0.0710529-0.00164852j 0.064791+0.0489772j -0.0742997-0.0705337j -0.0598193-0.020006j -0.000629699-0.0722631j 0.0245653-0.163904j 0.0170168-0.0783903j -0.0134264-0.0573403j -0.0417463-0.0387383j -0.00568092+0.00296059j -0.0255862-0.0758609j -0.0507746-0.0482993j 0.0623447-0.0111429j -0.02127+0.0162582j 0.0996461+0.0533307j -0.0567413-0.0707992j 0.090511-0.00568435j 0.0376051-0.0148411j -0.00296473+0.0484601j 0.0336109-0.0839968j -0.0322701-0.032971j -0.0397677+0.0363859j 
0.00588237+0.00279698j 0.019755+0.00150038j -0.0145451-0.0459324j -0.00303556+0.0265802j -0.131764-0.0538746j 0.0488309+0.0479251j 0.0781371-0.0263304j -0.00225317-0.0503085j 0.0221941-0.0291483j 0.0750068-0.0232541j 0.068399+0.144068j 0.0575645+0.00256733j -0.0366108-0.0977632j -0.0744151-0.0184931j 0.00320386+0.0433078j -0.0786698-0.0231734j -0.0218589+0.0126152j 0.014984+0.0504049j 0.0583643-0.062201j 5.06785e-05-0.231162j -0.0655007-0.0487566j -0.0159272-0.00926238j 0.0405587+0.0428571j -0.0528568-0.0148595j 0.0283202-0.0196995j -0.051804-0.0370448j -0.0226673+0.0866037j -0.0193698-0.019869j -0.08993-0.123228j 0.0413782-0.0355672j 0.0303023+0.0679006j -0.0291523+0.0693109j -0.0471264+0.0483021j -0.0095404+0.0940075j -0.00829489-0.0750008j -0.0562107+0.00338359j 0.0309788+0.0438519j -0.0204619+0.0212213j -0.154163+0.0418696j -0.00694582+0.0369111j -0.0288421+0.05656j -0.0268499-0.0402077j -0.123461+0.120807j -0.00662435+0.0862689j 0.181188+0.00696562j 0.0339243-0.0336113j -0.0516927-0.0418127j 0.00516477-0.0323019j 0.0331466+0.0230664j -0.175555+0.0900799j -0.0581098-0.000262982j -0.122988-0.0376037j -0.044045+0.028537j -0.0772505-0.155888j -0.0863788-0.0446349j 0.0399922-0.0232073j 0.0261254-0.0320234j -0.00568483-5.13513e-05j -0.0223441+0.0698432j -0.0446344+0.00807318j 0.0411047+0.0421994j -0.0501228-0.0491072j -0.00510085-0.199696j 0.00836337-0.0741928j -0.0588254+0.0122203j -0.0397433+0.0457355j 0.0958256-0.00282936j -0.0231208-0.0761567j 0.00634562-0.0624204j 0.00220475-0.0270896j -0.0372163-0.0591601j 0.0624702-0.0719997j 0.0864739+0.129475j -0.022383+0.0348451j -0.0501193-0.0987214j 0.0574266-0.102892j -0.00102931+0.0159772j 0.0167896+0.0911898j 0.0627301+0.0854802j 0.0267046+0.0568642j 0.0687453+0.0601228j 0.0639942-0.0229306j -0.000952815+0.0311931j 0.0790964-0.0939192j 0.0624371+0.0215793j 0.0379264+0.0335553j -0.0136299-0.0139959j -0.00108651-0.0344091j -0.0362383+0.0145894j 0.000364082+0.0612034j 0.0147237+0.0138377j 0.021771-0.0289949j 
-0.000658124-0.0144004j 0.0130554+0.0228456j -0.061506+0.00955951j 0.00944619+0.005338j 0.0357864-0.00311207j -0.0203272+0.00359962j -0.0236457-0.00394813j 0.000858837-0.0926796j 0.0172965-0.0203708j -0.0520275+0.0519185j 0.0233375+0.0146097j 0.0531078+0.0221118j -0.0125173-0.0565257j -0.010359+0.0968546j -0.0207958+0.0660216j 0.0297741+0.0172132j -0.0330425+0.0329085j 0.0237687-0.0684677j 0.0394278+0.0253853j -0.0397915+0.0011351j 0.0602132-0.010535j -0.0383931-0.0649237j -0.00592906+0.0153333j 0.0371092-0.00415253j -0.016568-0.0280848j 0.0261355-0.00155708j 0.023805+0.0746385j 0.010864+0.0232362j 0.00607842+0.00770467j 0.0539922-0.0960067j -0.0509628+0.0518097j 0.0475262-0.0660641j -0.0879964-0.0148479j -0.0901816-0.0968851j -0.0939893+0.000494502j -0.0283056-0.0224892j -0.0239685+0.00447377j -0.0103131-0.00963799j 0.033727-0.10771j -0.00995317+0.00388528j 0.0578563+0.0263432j -0.0397459-0.0260438j 0.081484+0.0497241j -0.0717809-0.0139731j -0.123441+0.00856536j -0.0406206+0.0297451j 0.00295656-0.0693781j 0.0906903+0.0536007j 0.0682365+0.0310241j -0.00362764-0.0562611j 0.0849995+0.0758307j 0.0348084+0.0106755j 0.0959021+0.0304775j 0.0208638+0.0861579j -0.064277+0.00934511j -0.0504808-0.00490411j 0.0388267-2.94877e-05j -0.0105784-0.0181392j 0.166157+0.0504285j 0.00834469+0.054167j -0.0288481+0.0389884j 0.0417343-0.011949j -0.051612-0.0086357j 0.044538+0.116794j 0.0293768-0.0453668j 0.177335-0.0117058j -0.0201137-0.122084j 0.031912-0.0200082j 0.0479167-0.0985805j -0.00295383+0.0392555j -0.0204637+0.0492348j 0.00303443+0.00849973j -0.102477-0.0891794j -0.0024221-0.020891j 0.0419636-0.0580444j -0.0994379-0.0690552j 0.0393319-0.132121j 0.19597-0.0308445j -0.0347603-0.0036307j 0.06801+0.0645286j 0.0679529+0.0820425j 0.0794878-0.0598785j 0.146532+0.100352j 0.0758434-0.016643j 0.081743-0.0771138j 0.00499488-0.024963j 0.0699398-0.0405139j -0.0406703+0.0325232j -0.0543035+0.00625175j -0.0122201+0.0441233j 0.00640452+0.0176155j 0.0311711-0.037128j 
-0.0103268-0.0090383j 0.011223+0.00404092j 0.0467705-0.0335203j -0.0406786+0.00541949j 0.0742076-0.0553926j -0.0243162-0.0448046j -0.00380608+0.0371486j 0.0254889-0.0479795j 0.0110068-0.0213563j 0.0572366-0.0181602j -0.052874+0.00191055j 0.0501068+0.0184727j 0.00744249-0.13839j -0.00547008+0.0212831j -0.0464006+0.280037j 0.0232047+0.0162527j 0.0223111-0.0955038j 0.00281565+0.0592962j 0.0498889+0.0851816j 0.013269+0.168801j 0.0638226-0.0741024j 0.0369808+0.0511923j -0.0273578-0.0815998j 0.0256252-0.00358648j -0.114134-0.0597609j 0.0155603+0.0113355j -0.00106448-0.00446506j 0.031381+0.0323816j -0.0650477-0.102224j 0.0100223-0.0734955j -0.00394096-0.0267458j 0.00679332-0.0617663j 0.0205762+0.00334977j 0.00782586+0.00576173j 0.0264396-0.0882778j -0.0695407+0.0230115j 0.00557564+0.00411734j -0.0537581-0.0761036j -0.027599-0.0164251j 0.000821616+0.0284959j 0.0525003+0.0620765j 0.0183594-0.000879811j 0.229083+0.03287j -0.109174-0.0247515j -0.106197-0.0297041j 0.014172-0.0494369j -0.134744-0.0253251j 0.115731-0.0112195j -0.00378597+0.0524817j -0.0335796+0.0049289j 0.0836505-0.00735773j -0.102919-0.0542758j -0.0402165+0.0506438j -0.0933754-0.0560931j -0.0649827-0.0883601j 0.00645862+0.0325438j -0.0553746+0.0214363j 0.022646+0.0421786j -0.0489924-0.0650154j 0.056526-0.00647693j -0.0296552-0.0170208j 0.0507672-0.0260159j 0.0359176-0.0442569j 0.0646223-0.00754701j -0.0209796-0.00761622j -0.0478938+0.016493j 0.0459707+0.0793409j -0.0174019+0.0322232j -0.0776645-0.0207311j 0.113601-0.0516709j 0.0164766-0.0332179j 0.0289833+0.0128653j -0.124998-0.0249054j 0.11102-0.0837464j 0.0816825+0.0700282j 0.048883+0.0173441j -0.0205043-0.0193194j -0.00606483-0.0413367j 0.0598081+0.0261222j 0.0305879+0.01259j 0.035027-0.0403248j 0.0507497-0.0264629j -0.0662507-0.00734129j 0.0528104+0.0434166j -0.0308618+0.0158388j -0.0176383-0.0295291j 0.0119296+0.0166658j -0.0693634-0.0357609j 0.00584108-0.0286621j -0.00417367+0.0304562j 0.000896853+0.0588782j 0.0350133-0.00435689j 
0.00832464-0.0114496j 0.00685473-0.00235717j -0.00996774+0.021459j 0.0214014-0.0165382j -0.00427223+0.0535908j 0.0173666+0.0191323j -0.00599746-0.0593487j -0.0285439+0.0460425j 0.0542975-0.0180904j 0.0218275+0.0275566j -0.100396+0.0840136j -0.00593798+0.109662j -0.0119174-0.190873j 0.0795174-0.17125j -0.0181428+0.0312506j -0.0061629+0.116169j 0.0222261+0.0296065j 0.0529341-0.192237j 0.0504649+0.242186j -0.00516515-0.14995j 0.100422-0.0222647j 0.0155621+0.0434595j 0.0348807+0.0644784j 0.015172+0.00921279j 0.0428998+0.0151204j 0.00321764+0.0505831j -0.0359724+0.00956073j -0.0161755+0.123561j 0.00768709-0.131761j 0.0440296-0.0495223j -0.024282-0.0332008j -0.0341722+0.0753476j -0.00875666-0.00667635j -0.00844116+0.05972j -0.0295564+0.0620736j 0.0156552+0.00440314j 0.0328316+0.0687412j -0.0093097-0.0135788j -0.013377-0.0623595j -0.0788445-0.137939j -0.0107546-0.00714631j -0.0371876-0.0621184j -0.0663207+0.0127928j -0.0906595-0.0588321j 0.0912316-0.00991435j -0.0427599-0.116345j 0.0297417-0.118347j 0.0447495+0.0453555j -0.0182568+0.00476504j -0.0296616+0.0178165j 0.0405531-0.0490532j 0.0469027-0.00696608j -0.0442902+0.0017997j -0.0398339-0.0189698j -0.00984213+0.0505007j 0.00406141-0.0229183j -0.0376757+0.030948j 0.0162261+0.0371364j 0.0314892+0.0547112j -0.0515573+0.0238596j 0.0432293+0.022838j 0.00101877+0.0227818j -0.0301366+0.0547651j 0.0208321-0.00610113j -0.0109658+0.029614j -0.018722-0.016259j -0.01695-0.0189159j -0.0574702-0.0383825j -0.00415485-0.0059825j 0.0209264+0.011591j -0.0758175-0.0087182j 0.042774-0.032884j -0.0656156+0.0318925j 0.114271+0.0577586j 0.0646104-0.0247511j 0.0347961-0.0402107j -0.0542377-0.00526027j -0.0106159+0.0379754j -0.0304778-0.00215964j 0.00431624-0.0259446j -0.0108598+0.0238107j 0.0120599+0.0413439j -0.00731607-0.0102183j -0.00479584+0.00954129j -0.0198976+0.00817882j -0.0107244+0.0219077j 0.013716+0.00105818j 0.00430669-0.00991499j -0.0153333+0.0265347j 0.0164418-0.0041859j 0.0104357-0.00821734j -0.0227879-0.00995553j 
0.0110208-0.0101149j -0.00394646-0.0170042j 0.0527712-0.00255643j 0.0192949+0.0274041j 0.0575584-0.0485093j -0.0315207-0.00858676j -0.029318+0.03203j 0.0807574-0.0170617j -0.0914229+0.0128153j 0.0816078-0.168449j 0.0554366-0.0319552j -0.0417744+0.0653527j -0.0189547-0.0531187j -0.0403338+0.0249299j 0.00450191+0.20974j 0.0150006+0.0266594j 0.074072+0.0291129j -0.0417769+0.0917426j -0.11753+0.0564584j 0.0796403+0.199608j -0.0236737+0.0416066j 0.0852343+0.0496344j -0.0258328-0.117364j 0.0538244+0.171793j 0.0851062-0.00305352j 0.0245984-0.109382j 0.0804053+0.0372966j 0.0361452-0.0508545j 0.0125713-0.0651338j 0.00146312-0.0313114j -0.0921059+0.0107809j -0.0674476-0.00715018j 0.0675954+0.103906j -0.00550569-0.0162899j 0.0339923+0.0339498j 0.00874737+0.148759j 0.028235+0.0566706j 0.112464-0.067161j -0.00477019+0.0526112j 0.140615-0.0214891j 0.107055+0.0167956j 0.103723-0.0110554j -0.13695+0.0128942j 0.0671372-0.0147411j -0.0113358+0.0167858j -0.00664179+0.0367361j -0.14074-0.0437468j -0.0086773-0.0357363j 0.0768766+0.0299426j 0.0340325+0.0114985j -0.0688533-0.0233328j -0.0304878-0.0437228j -0.0147095+0.104866j -0.0400531-0.0163387j 0.00352608-0.0927982j -0.0150456+0.0633132j 0.108221-0.00182894j 0.00634244+0.017139j 0.0122117+0.0415691j -0.003568-0.0186452j 0.0285409+0.0322701j 0.0644572+0.0340352j -0.0873676-0.0551935j -0.103933+0.0124404j 0.0340659+0.0446713j 0.0671686-0.00121528j -0.0897187-0.0218524j -0.0576002-0.0498934j 0.026549+0.0275451j -0.073673+0.0468489j -0.110451+0.0582365j -0.00797532+0.0153209j 0.0197983+0.0236808j 0.0452998+0.0918189j 0.00811641-0.0848558j 0.0602589-0.0519072j -0.0868742+0.00369432j 0.00216763+0.0158958j -0.117406-0.00211207j -0.0299661-0.0280274j -0.0633148-0.0268409j -0.0727845+0.0319646j 0.0206784-0.0167423j -0.0761625+0.0303208j -0.0552066+0.0202874j 0.00534174-0.0487779j 0.0160714+0.0188751j 0.0568026+0.00183461j 0.0152457-0.0101939j -0.0191858-0.0282396j 0.00418837-0.00371889j -0.0439119-0.0118264j 
0.0181659-0.0231994j 0.0180185+0.0188678j 0.000246434+0.0320414j 0.048893-0.0394122j -0.0438415-0.0631843j 0.000872296+0.022814j -0.0648467+0.0315422j -0.02674-0.0206344j 0.0139259-0.0215078j -0.06403+0.0620335j 0.0421953-0.0146926j -0.00908505+0.0277897j -0.111588-0.0715172j -0.0477376-0.0810109j -0.0172188-0.144303j -0.00914462-0.117219j -0.011524-0.041415j -0.0155351+0.0387761j -0.0643809-0.0148633j -0.0113569-0.0699656j 0.0739519-0.142252j 0.0443563-0.0164999j 0.04477+0.174965j 0.00708335-0.0453969j 0.183021-0.00542469j 0.00362863-0.0392609j 0.071601-0.014746j 0.0525152+0.0199471j -0.110413+0.018798j -0.101875+0.0615705j -0.115584-0.00494309j -0.0214692-0.0283802j 0.0501132+0.0865131j -0.0213353+0.00332016j 0.0265422-0.0582877j -0.0448268-0.0839908j 0.0725323+0.0208639j -0.0792452+0.0371815j 0.0308706+0.0202861j -0.0361963-0.0285734j 0.032245-0.0505748j -0.0525236+0.0570293j -0.0108391+0.0316314j -0.0294397+0.0172156j 0.0831167-0.0198377j -0.00933647+0.0701476j 0.0127707-0.024803j 0.161609+0.0427939j -0.0501795+0.018057j 0.0471151-0.00288406j 0.037425-0.000863383j -0.0160521+0.0528305j 0.0142672+0.100448j -0.0646378-0.0145498j 0.0236371-0.0763168j 0.104823+0.00188178j 0.0494671-0.0431132j -0.0693796+0.0996894j -0.0663248-0.0544039j 0.0531295+0.0479662j -0.0714431+0.0263193j 0.0741475+0.0278184j -0.0792517-0.127499j -0.114463-0.00630706j 0.166124+0.047693j 0.0286529+0.0463465j -0.109358+0.106376j -0.00573566+0.0481052j -0.0293713+0.0611368j 0.00650217+0.0382721j -0.00146313+0.0878124j -0.0923888+0.0278258j 0.0672467-0.00574781j -0.0279427-0.0333952j 0.0196752+0.0331944j 0.0115853+0.0752372j -0.0756931+0.0397299j 0.0357686-0.0326621j 0.014198-0.0120972j -0.111531-0.00617413j -0.0329049-0.0766416j -0.0870503-0.00156329j 0.00993802+0.00425975j -0.0141764+0.0452764j -0.128723-0.0122992j 0.0143979-0.0870564j 0.0286429+0.0327755j -0.0573889+0.0278839j -0.00104118-0.0825563j -0.0549469+0.0502629j 0.0296712+0.100649j 0.0585733-0.024872j 
