1.68017e-13+0.0275736j 2.28998e-13+0.160709j -1.18729e-13-0.0876491j -7.81461e-15-0.00597353j -2.0825e-14-0.0155932j -4.85401e-14-0.0353028j 4.38998e-14+0.0325082j -5.15349e-14-0.037382j -2.61449e-15-0.0024562j -1.18779e-13-0.0799208j -8.21168e-15-0.00543519j 1.11023e-13+0.0797053j 3.21787e-14+0.0240249j 8.49416e-15+0.00637218j -7.00129e-14-0.0501786j -6.09363e-14-0.0424504j 4.72361e-14+0.0414547j -3.42768e-14-0.0203392j -1.38787e-13-0.109181j 4.67699e-14+0.0409449j -9.3133e-14-0.0562113j 1.29555e-13+0.0929821j -7.39279e-14-0.0588473j 1.08122e-13+0.0764676j -8.372e-14-0.0605514j -1.04954e-13-0.0647056j 2.35245e-14+0.0226562j -7.32924e-14-0.0865129j 3.31355e-14+0.0217377j 1.8034e-13+0.0988592j -3.26137e-14-0.00860356j -1.3795e-14-0.0211727j -1.27043e-13+0.013484j -9.29157e-15-0.0135674j -1.48883e-14-0.0237025j 5.9056e-13+0.0628636j -7.12488e-14-0.0456469j -2.036e-14-0.0246729j -1.85515e-14+0.0163144j -6.6982e-15-0.0469373j 8.37856e-15+0.00229431j -5.29397e-14-0.0995717j -2.84244e-14-0.0207711j 1.59258e-14+0.0160004j -1.43292e-13-0.105464j -6.76996e-14-0.0565026j 1.04429e-14-0.0159331j -1.24118e-13-0.0983279j 2.83323e-14+0.0204577j -2.83935e-14-0.00963147j -5.06034e-15-0.000384315j -4.80732e-15-0.00373587j -2.10969e-14-0.0125569j 3.03678e-16+0.000695997j -2.58327e-14-0.01695j 3.63362e-14+0.0264951j 6.57157e-13+0.0609416j 1.31344e-15+0.00218027j -6.84892e-14-0.04738j 3.17529e-14+0.0210463j -3.9438e-14-0.0283304j -7.23484e-14-0.047229j 4.46547e-14+0.0310724j -3.74495e-15-0.00270719j -5.05405e-14-0.0376149j -1.40781e-14-0.0110176j 1.88287e-14+0.0167306j 5.95177e-14+0.030151j -4.59077e-15-0.00322453j -5.28181e-14-0.0382523j -6.5359e-14-0.0460918j 4.24527e-14+0.0307356j 6.35028e-14+0.0461768j 1.63348e-13+0.11866j 1.33713e-14+0.010756j 4.86787e-14+0.0456792j 3.7188e-13+0.123515j 
7.00358e-15+0.00205651j 4.34686e-16-0.00049741j 5.83799e-17-0.000557288j -4.14994e-17-0.00185264j -1.00851e-17+0.00168227j -2.44299e-19+0.000635572j -1.19365e-17-0.000782267j -4.01287e-18-0.00154614j -3.16846e-17+0.000774269j 3.59853e-17-0.000182843j -1.74277e-17-0.000447169j -1.32271e-17-0.000428381j 7.16113e-17+0.000158451j -6.94312e-17+0.000170515j -6.7545e-18-0.000109034j 4.54186e-17+0.00079563j -2.04897e-16+0.000633534j -7.04504e-17-0.000316963j -9.73049e-17+0.000109596j -6.84705e-17-0.000320867j -3.81319e-16-0.001158j 2.46986e-17+0.0011507j 1.18717e-16+0.000109851j 1.02858e-16-0.000137802j 5.86408e-17+8.35831e-05j 2.77031e-17-0.000859037j 1.73325e-17-0.000220565j -2.31677e-16+0.000350213j 4.36691e-18-8.85746e-05j -7.57532e-16-0.00170997j 1.87554e-16+0.000226137j -1.02355e-16+0.00233879j 3.88284e-15-0.000269259j -3.76365e-17-0.000782546j 1.76691e-16-5.3298e-05j -1.22354e-15-0.000135887j -1.1768e-16-0.000318485j 3.61982e-16-0.000879023j -6.31987e-16+0.00010344j -2.34144e-16+2.35781e-05j -1.45383e-16+0.000328417j 1.07952e-15-0.00114804j 1.51769e-16-0.000580161j 1.91632e-16-0.000951385j -1.09362e-16+0.000891176j 1.27014e-17-0.000749004j -4.26047e-16+0.0005048j -1.38168e-16+0.00158399j 9.37002e-17+0.000895585j 2.28237e-15+0.00101025j 6.40036e-16+0.00203135j -2.02237e-16-0.00117261j 7.37252e-17+0.00106711j 2.15048e-16-0.00120713j 1.25284e-16+0.00032825j 1.34815e-16-5.75779e-05j 2.3802e-15+0.000244609j 3.31232e-16+0.00225246j 4.38933e-16+0.00179621j -1.10076e-16+0.000278234j 1.74312e-16-0.000901712j -1.69566e-17+0.000589961j 6.74461e-17+0.00175989j 4.38696e-17-0.000706732j -1.00563e-16-0.000367396j -9.69658e-17+0.0017833j -6.87045e-17+0.00037605j -5.63109e-16-0.000829841j -1.48724e-17-0.00036509j -5.66833e-17+0.000273241j 1.2671e-17+0.000359433j -4.13799e-17-0.000198749j 1.15967e-17-0.00109195j 9.08751e-18+0.00119506j -1.79764e-16-0.00189014j -1.37624e-16-0.0025404j 7.69509e-16+0.000256048j 
1.51372e-14+0.00483094j 1.12284e-15-0.00641096j -1.18974e-16+0.0060036j 1.02965e-17+0.000487514j -6.08166e-17+0.00425603j -4.67416e-17+0.000883803j 1.00454e-16-0.00273594j -4.04247e-17-0.00258124j -5.29551e-17-0.000120616j 2.40633e-16+0.00265271j 3.27637e-17+0.000698796j -8.15158e-17-0.00355625j 9.84161e-17+0.00307704j -1.09387e-16-0.00337656j 6.02694e-17+0.00143245j 1.35638e-16+0.00344339j 3.85908e-16+0.000510209j 1.25999e-16-0.00193738j -7.4497e-16+0.00501147j 3.29008e-16-0.00437835j -4.03866e-16-0.000582393j 1.457e-18+0.000600933j 6.89921e-17+0.000572942j 4.5374e-17-0.00182503j -4.98728e-16+0.00318071j -1.38898e-16-0.00231424j 4.10123e-16-0.00316292j -2.00367e-15+0.00382529j -3.61376e-17-0.00231435j -2.96358e-15-0.00653195j 1.30232e-15+0.00271479j -9.75341e-16+0.00257502j 8.23479e-15-0.000658051j -6.9049e-16-0.00160985j -1.45773e-15+0.00287106j -7.23328e-15-0.000904565j 4.64582e-17+0.00171458j 1.43597e-15+0.00134506j -2.3021e-15+0.00247517j -3.26417e-15+0.00281185j -5.95906e-16+0.000435013j -4.49423e-15+0.00566168j -2.23e-16-0.000872176j 4.9291e-16-0.000532697j -1.56107e-16+0.00457702j -7.40749e-16+0.00401355j -1.69575e-15+0.000849456j -7.27555e-16+0.00584203j 3.10421e-17-0.00128095j -2.57853e-16-0.000679634j 9.79237e-18+0.00163814j 3.5992e-16+0.000715549j 4.66827e-16+0.00347588j 3.87064e-16-0.00187906j 1.26593e-16+0.00238246j 9.3088e-17+0.00470177j -2.92135e-15-0.000306512j 1.23493e-16+0.000286082j 2.92021e-16+0.00334764j 9.26689e-17+0.000899086j -8.49335e-19+1.14011e-06j 8.3778e-17+0.00147623j -4.9757e-17+0.00133308j 9.75542e-17+0.00302937j -1.31647e-16-0.00121807j -1.03604e-16+0.00297478j 1.03574e-16-0.000295391j -1.31959e-15-0.00214839j -7.68202e-17-0.00344178j -5.90124e-17+0.00126293j 1.06808e-16+0.00296564j -2.55438e-17-0.00338436j 2.25185e-19-0.00418226j 2.38462e-17-0.00519769j 2.01944e-16+0.000421464j 2.2194e-16-0.00662367j -2.5371e-15-0.00204327j 
1.60166e-14+0.00429055j -5.07926e-16+0.00955549j 5.36448e-16-0.00323037j -5.0855e-17+0.000420905j -7.69912e-17+0.000622233j 7.55561e-16-0.00421807j -2.98299e-16+0.00158344j 5.46572e-16-0.00342827j 2.5177e-16-0.000998331j 1.41144e-16-0.00298144j 1.72801e-17-0.000489013j -6.12558e-16+0.00385403j -6.56987e-16+0.00343726j 2.52773e-16-0.00136987j 2.58172e-16-0.00190399j 8.25008e-17-0.00134808j -7.41633e-16+0.00170419j -1.48047e-16-0.000985619j 1.52208e-15-0.00628698j -3.69471e-16-0.000406721j -5.70545e-16-0.00376322j -1.10779e-15+0.00679301j 7.2301e-16-0.00202105j -5.40325e-16+0.00504643j 4.44395e-16-0.00333831j -2.87079e-16-0.00647006j -2.16004e-16-0.000812033j 2.57149e-15-0.00413797j -2.81137e-16+0.00241713j 7.88552e-16+0.00387958j -1.00857e-15+0.00182476j 1.3262e-15-0.00119746j -1.7075e-14+0.00166165j 8.37458e-16-0.0025045j 6.90536e-16-7.22868e-05j 4.10093e-14+0.00521134j -5.03279e-17-0.0027258j 1.74844e-15-0.00112452j -3.89291e-15+0.00204035j 2.54802e-15-0.00165631j -6.4652e-17+0.000838891j 5.22121e-15-0.00517057j 1.88887e-16-0.000361474j -7.33455e-16+0.00188775j 1.30135e-15-0.00664842j 6.89656e-16-0.0018161j 3.22419e-15-0.00271705j 1.89232e-15-0.00639368j -3.37836e-16+0.00175038j -2.46353e-15-0.00170532j -6.26587e-16-0.00076164j 5.82076e-17+0.000603124j -3.23953e-16+0.00136278j 5.78298e-16-0.000841885j 2.56835e-16-0.00236115j -7.31255e-16+0.00417511j 3.18454e-14+0.00345861j 1.60742e-16-0.00146902j 1.8648e-16-0.00220817j 3.64426e-17+0.000351772j -6.0652e-17-0.000458474j 9.91728e-17-0.00353104j -1.46747e-16+0.00155214j -3.72725e-16+0.00215207j 6.80721e-16-0.00314298j 2.84347e-16-0.00112597j -6.40178e-16+0.00162048j 9.20143e-16+0.00220909j 4.53018e-16-0.00273343j 3.0307e-16-0.0017257j 2.03715e-16-0.00171181j 1.78969e-16-0.000803453j -4.04323e-16+0.0021693j -1.06596e-15+0.00664646j -3.55477e-16+0.00229088j -1.19935e-15+0.00124537j 1.3488e-14+0.00903952j 
1.76123e-14+0.00512336j 1.03869e-15+0.00129021j -9.20854e-17+0.00315008j -8.87853e-18+0.000579385j -2.20356e-17+0.00115534j 8.9751e-17-0.00229241j 2.87974e-17-6.92278e-05j 9.83795e-17-0.00223499j 7.32445e-17-0.00252852j 3.16578e-17+0.000556822j -6.56798e-17-0.000252036j -1.15061e-16-2.81754e-07j -1.15859e-16+0.00332929j 5.36722e-17-0.00323841j 9.98899e-17+0.000487584j 2.30146e-17+0.00202406j 9.49655e-17+0.000764773j -2.63793e-17-0.00152297j -1.56841e-16+0.000401526j 9.39238e-17-0.00405387j -6.85134e-16-0.00202638j -3.33816e-16+0.00530348j -1.36828e-17+0.000765798j 7.8565e-17+0.00042763j -1.35953e-16-0.00103902j -5.63207e-16-0.00349913j 1.98386e-16-0.00137739j -1.28015e-15+0.0018498j -3.32832e-16+0.00125515j -8.49257e-16-0.00148947j 4.30615e-16+0.00183819j 6.25866e-16+0.000531325j -1.42596e-14+0.00150604j 1.58733e-16-0.00200195j -1.67661e-16+0.000793584j 9.22796e-15+0.00117468j -1.50594e-16-0.000244003j 2.53021e-16+0.000330692j 1.66764e-16+0.000220461j -3.71542e-16+0.000395491j -3.77195e-16+0.000684276j -1.73469e-15+0.00221221j 2.46314e-19+0.000373783j -1.23946e-16+0.0015628j 2.35146e-16+0.000378188j -2.88806e-16+0.00188068j 4.51216e-16-0.00148322j 1.53954e-16+0.000566085j -6.34733e-17+0.000617526j -1.37e-15-0.000830229j -1.76841e-16-0.000474985j 8.33683e-16+0.00326372j 2.21306e-16+0.00197931j 3.40602e-16-0.0012181j 7.58669e-17+0.00113095j -2.02976e-16+0.00571493j 2.22766e-14+0.00239453j -9.03554e-17-0.00138696j -3.07e-17+0.000246833j 2.89609e-16+0.00162515j -1.18313e-16-0.000472305j -1.45204e-16-0.00118541j -5.03736e-17+0.000804186j -1.18391e-16+0.00365842j 7.47681e-17-0.00267377j 6.5136e-17+0.000343911j -1.41944e-16+0.00049482j -1.38559e-17-1.08352e-05j 8.78755e-17-0.00300925j 4.94333e-17-0.00170899j 5.80903e-18+0.0007532j 5.49686e-17-0.00291194j -4.85748e-17-1.89797e-05j -9.38889e-17-0.00117879j 1.44964e-16+0.00239619j -4.09503e-16-0.00304519j 7.14751e-15+0.00416643j 
-2.46469e-14-0.0071348j -1.22256e-15-0.00364141j -6.03862e-17+0.000123296j -1.79024e-16+0.00262657j 1.89307e-16-0.00261794j -3.17452e-16+0.00281033j 2.2011e-17+0.000458341j -2.2693e-16+0.00315902j -1.51826e-16+0.00142569j -5.80208e-17+0.000561342j 1.84357e-17+0.000359163j 1.51644e-16-0.00108566j 2.75294e-16-0.00397993j -1.6897e-16+0.0019494j -1.04833e-16+0.00132628j 1.25789e-16-0.00156j 3.12578e-16-0.00148863j 1.57228e-16+0.00137146j -3.00879e-16+0.00192001j 4.89991e-17+0.00174839j 7.92908e-16+0.00302228j 5.13396e-16-0.0053922j -1.45706e-16+0.000157033j 1.69103e-17-0.00292778j -3.94524e-17+0.00177658j 4.10728e-16+0.00435276j 7.15133e-17+0.00108249j -8.68191e-16+0.00164776j -5.53059e-22-0.00121132j 9.71574e-16+0.00167515j -6.97699e-17-0.00249663j 1.73332e-16-0.00288792j 2.52353e-15-0.000422149j -1.60111e-16+0.00226558j 2.95738e-16-0.00107619j -8.11492e-16-0.000149365j 5.43325e-16+0.00105954j -8.41725e-16-0.000287827j 1.5814e-15-0.00135153j 1.69516e-16-0.000209275j 6.33403e-16-0.00175729j -3.22032e-16+0.000141223j -1.34828e-16+0.000643707j 1.35875e-16-0.00157459j -4.55961e-16+0.00224937j 1.38188e-16-0.00054828j -1.23065e-15+0.00170801j -4.18836e-16+0.000476141j 1.29886e-16-0.00210838j -4.80408e-16+9.75054e-05j -2.85846e-16-0.00174856j -6.30391e-16-0.00220453j -1.27176e-16-0.00324508j -1.10303e-15+0.00300103j -2.14302e-16-0.000520855j 4.22309e-16-0.0055291j -3.08498e-14-0.00331142j -2.03123e-16-0.000220806j -2.17311e-16-0.00177588j -1.71425e-16-0.00157979j -3.23418e-17+0.00115153j 1.58274e-16+0.0016315j 1.37835e-16-0.00239344j 1.53492e-16-0.00253302j -2.77537e-16+0.00315296j 7.42817e-17-0.00168037j 2.87741e-16-0.00100363j 3.06031e-16+0.000270762j -1.79945e-16+0.00261124j -1.2259e-16+0.0017121j -3.16036e-17-0.000357877j -2.41682e-16+0.00314885j 1.31186e-16-0.000757972j 2.81401e-16-0.00296001j 1.01798e-16+0.000287132j 5.02075e-16+0.00460776j -1.06959e-14-0.00640338j 
-4.72794e-14-0.0145825j -3.25811e-15+0.0110753j 2.6371e-16-0.0104304j -4.01524e-17+0.00639805j 9.26579e-17-0.00816429j 6.2717e-17+0.000792896j -1.77398e-16+0.0045678j -5.30249e-17+0.00446477j 2.92765e-17+0.00336362j -6.91056e-16-0.00653984j 1.77117e-16+0.00156873j 1.69249e-16+0.00737476j -1.61046e-16-0.0048592j 4.74873e-17+0.00580447j -2.21911e-16-0.00342883j -1.81234e-16-0.0094744j -6.03509e-16+3.86586e-05j -5.42351e-17+0.00200733j 1.34375e-15-0.00939425j -6.17061e-16+0.00925071j 1.07202e-15+0.0021675j 4.77763e-16-0.00394815j 6.31682e-16-0.00713942j -2.86966e-16+0.00483733j 3.75346e-16-0.0023763j 8.41476e-17+0.00257239j -6.60196e-16+0.00470442j 4.83637e-15-0.00784152j 2.879e-16-0.000694902j 7.25081e-15+0.0155304j -3.00867e-15-0.00571341j 1.65516e-15-0.0102723j -1.12061e-14+0.000528683j 1.07781e-15+0.00348123j 2.39675e-15-0.00467484j 6.53372e-14+0.00803801j 1.03103e-15-0.00228952j -3.78315e-16-0.00224369j -8.49098e-16-0.00107346j 5.48928e-15-0.00421642j 1.74797e-15-0.00305232j 9.50433e-15-0.0115135j 1.45643e-17+0.00068796j -9.3706e-16-0.000715122j 2.90865e-17-0.0101449j 1.44237e-15-0.0075858j 2.73334e-15+0.000332814j 1.31249e-15-0.0129912j -1.31831e-16-0.00302922j -1.76396e-15+0.000239543j -1.14515e-15-0.00506026j -1.76363e-15-0.00517541j -1.31701e-15-0.00872205j -1.76283e-15+0.00634214j -6.53941e-16-0.004103j 6.69248e-17-0.0109798j -1.64459e-14-0.00177016j -6.31518e-16-0.00195841j -1.04064e-15-0.0101873j -3.20986e-16-0.00213035j -1.40528e-16+0.00111788j -3.75369e-17-0.00236523j 1.40169e-16-0.00300285j -1.05958e-17-0.00433132j 2.4238e-16+0.00299791j 2.61294e-16-0.0066604j 1.0717e-16-0.0011307j 2.39779e-15+0.00390766j 2.54401e-17+0.00580004j 2.39923e-18+0.000568703j -1.78516e-16-0.00609882j 4.78544e-17+0.00999076j -9.42537e-18+0.00532853j -1.3447e-16+0.00725979j 2.50566e-17+0.00298245j -3.21572e-17+0.017805j -2.36738e-15-0.000149702j 
-5.46137e-14-0.0148258j -3.37265e-15-0.0180011j -1.14886e-16+0.00208076j 1.68523e-17+0.000896974j -2.71081e-17-0.00193035j -4.25662e-17+0.00873723j 8.55736e-17-0.00322674j -9.00834e-17+0.00920059j -6.73056e-17+0.00566059j 5.51192e-16+0.00611754j 3.51505e-16+0.00299662j 1.305e-16-0.00614936j 3.38119e-17-0.00825118j 9.75265e-19+0.00648867j -5.6126e-17+0.0023379j 8.04009e-17-0.00101245j 8.27776e-16-0.00414379j 7.241e-16+0.00333353j -7.11477e-16+0.0102891j 9.537e-16+0.00514087j 3.16792e-15+0.0099978j 2.69614e-16-0.0202793j -5.02309e-16+0.000896157j -6.49665e-16-0.00715396j 1.34737e-16+0.00839263j 2.91912e-15+0.0141623j 3.52554e-16+0.00225173j -1.13426e-15+0.00396958j 2.60485e-16-0.00656632j -1.265e-15-0.00452071j 7.02995e-16-0.00444012j -2.84895e-15-0.000860397j 4.47132e-14-0.00464303j -9.87395e-16+0.00625578j -1.18483e-15-0.000152757j -6.73431e-14-0.00845946j 1.41067e-15+0.00561183j -2.24047e-15+0.0028714j 4.4605e-15-0.00214863j -6.08091e-15+0.00462206j 1.25322e-16-0.00168994j -5.00472e-15+0.00559872j -2.7948e-16+0.00113073j 6.23756e-16-0.00468337j -5.01226e-16+0.00846177j -6.51645e-16+0.00211402j -4.38984e-15+0.00540715j -1.42715e-15+0.00864919j 3.41996e-17-0.00525565j 5.53558e-15+0.00373267j 1.26377e-15+0.00113198j -1.5445e-15-0.00506171j -2.2958e-16-0.00370841j -1.1634e-15+0.0034497j -9.55949e-17+0.00212797j 4.95269e-18-0.0145136j -9.60193e-14-0.0102487j 1.19508e-16+0.00254499j 1.73722e-17+0.0020324j -6.88017e-16-0.00306449j 1.95985e-16+0.00297292j 1.0895e-15+0.00681459j -1.44097e-16-0.00485418j -4.61342e-17-0.00602393j -1.83127e-16+0.00903581j -1.7495e-16+0.000172827j 9.52908e-16-0.00425498j -2.54011e-15-0.00450757j -2.43705e-17+0.00735084j 4.34454e-17+0.00683689j 9.54327e-17+0.00267652j 7.73714e-17+0.00393555j 1.97976e-17-0.00325312j 1.68355e-16-0.010431j -1.68424e-16-0.00505502j 2.47429e-15+0.00321377j -3.54847e-14-0.0209875j 
-6.36246e-15-0.00226882j -8.17271e-16+0.00618553j 3.74423e-16-0.00629361j 1.89649e-17-0.000947844j 5.4099e-17-0.000601398j 1.35215e-16-0.00178577j -1.00484e-16+0.00134572j 2.39519e-17+0.000968881j -1.95981e-17+0.00172732j -2.13145e-16-0.00305066j 9.4123e-17+0.00116521j -4.66437e-17+0.00354112j -1.31449e-16-0.000603641j -8.35839e-17+0.00286132j 4.09611e-17-0.00250444j -1.68797e-17-0.00304483j -4.31274e-16+0.00104919j -1.34956e-16-0.000198706j 9.13451e-16-0.00467353j -4.96004e-16+0.00441496j 1.41771e-16-0.000162033j 6.5552e-17-0.000869243j 5.26747e-16-0.00353388j -1.97691e-16+0.00419084j 1.02588e-16-0.00217268j -1.52064e-16-0.000911767j -6.21758e-16+0.00239666j 3.56612e-15-0.00577797j 3.37071e-16+0.000304807j 2.03624e-15+0.00517518j -1.06756e-15-0.000986696j 5.18159e-16-0.00121467j -2.7784e-15+0.000185092j 2.67691e-16+0.000176061j 6.42936e-16-0.00082624j 9.58637e-15+0.00121782j -2.44796e-16-0.00170952j 4.3614e-16-0.000924876j -1.80817e-15+0.000593528j 1.82689e-15-0.00157639j 2.47295e-16+0.000516266j 5.78737e-15-0.0065889j 8.407e-17-0.00035462j -3.88366e-16+0.000292566j 4.53898e-16-0.00605907j 5.11723e-16-0.00271815j 1.56977e-15-0.000426192j 8.15817e-16-0.00499765j 7.74596e-18+0.00057266j 1.0505e-15+0.000658727j 2.49961e-16+0.000992531j -2.86375e-16-0.00180069j -2.19718e-16-0.000966653j -5.77833e-17+0.000335396j 8.11121e-18-0.00138887j 2.05317e-17-0.00364949j 3.07779e-15+0.000319925j -9.39098e-17+0.000463309j -1.02935e-16-0.0026664j -8.31918e-17+0.000346742j -2.37648e-17-0.000221681j -5.87959e-17-0.00166783j 4.05239e-17+0.000227774j -1.78864e-17-0.00202085j 9.20867e-17+0.000160978j 8.79527e-17-0.0009663j 4.04308e-17-0.000605033j 6.94971e-16+0.00119624j 3.09148e-18+0.00188734j 2.60565e-17+0.000551081j 1.18115e-17-0.00211458j -4.11847e-17+0.00155457j -1.38904e-16+0.00326699j -2.68361e-16+0.00637992j -2.49328e-16-0.0012768j -4.7664e-16+0.00415498j 3.85917e-15+0.00273903j 
8.43697e-15+0.00227641j 5.44205e-16+0.00320022j 7.24939e-17-0.00571949j 3.54848e-18-0.0102948j 2.2519e-17-0.00222176j 9.42147e-18-0.00176541j -3.71438e-17+0.00139347j 5.1069e-17+0.00320921j -2.48317e-18-0.00220384j 1.27272e-16+0.000719802j -3.04545e-16-0.00274917j 1.97655e-16+0.00184751j 2.66893e-17-0.00333135j 1.61049e-16+0.00435683j 4.36164e-18-0.00189982j -2.1436e-16+0.000371124j -2.92841e-16-0.000628883j -3.06229e-16+0.00247236j 6.06554e-16-0.00229392j -2.71045e-16+0.00460472j -4.58476e-17-0.000226141j -2.4049e-16-0.00170237j -8.09058e-16+0.00522897j 1.31459e-16+0.000222297j 6.13015e-16-0.00416069j 6.37443e-16+0.00597099j -6.74455e-16+0.00398012j 2.15214e-15-0.00475688j 3.70818e-16+0.00502811j -1.49337e-16-8.33615e-05j -2.62337e-16-0.00161607j -8.18372e-16+0.0047448j 1.77126e-14-0.0016139j 2.26114e-16+0.00259149j 5.06084e-16-0.00217314j -8.73645e-14-0.0107485j -1.80758e-15-0.00128732j -3.01598e-15+0.00156705j 5.4016e-15-0.0031467j 1.17339e-15-0.00163039j -5.40006e-16+0.00277673j 7.71101e-17-0.000492467j 1.89039e-16+5.16601e-05j 3.42245e-17+0.00226317j 4.24465e-16-0.00197884j 1.90533e-16-0.00112022j 9.02794e-16-0.00160099j 1.88509e-16+5.77385e-05j 1.18236e-16+0.00592527j 1.69262e-15+0.000603969j 1.09516e-15+0.00236146j 1.50996e-15+0.0041549j 4.44376e-16+0.00126076j 6.12968e-16-0.00144489j 3.23723e-16-0.000766891j -2.18007e-16-3.00272e-06j 2.4404e-14+0.00258619j 3.53517e-16+0.00192702j 3.53503e-16+0.00303082j 1.77535e-16-0.000107707j 5.27939e-17-0.00136095j -1.68647e-16-0.00111783j 1.59487e-17-0.000878395j -1.22048e-16-0.00462451j -2.72089e-17+0.00129838j -7.68497e-18-0.000163893j -1.8566e-16+0.00170353j -1.32243e-16-0.000254462j 8.14002e-17+0.00409911j 2.80716e-17-0.0038275j -7.23931e-17-0.00075456j 1.84204e-17-0.0017531j 4.01157e-17+0.00551668j 1.89329e-16+0.00584983j -6.61573e-16-0.00657471j -4.31462e-16-0.00285197j 6.74064e-15+0.00383917j 
1.18391e-14+0.00351989j 6.9184e-16+0.000323449j -1.48426e-16+0.00238133j 1.04741e-16-0.00114144j -6.28435e-17+0.00118239j 2.47664e-16-0.00301861j -1.40841e-16+0.00137743j -2.65504e-17+0.000573414j 2.21304e-16-0.0029255j 2.67633e-17-0.000893317j -1.91954e-17-0.000427392j -4.84923e-17-0.000625844j 1.67494e-17+0.000532599j 2.51082e-16-0.00358646j -7.40995e-17+0.00167636j -4.27471e-17+0.00210224j 2.43345e-16-0.000304987j 4.67115e-17-0.00108006j -2.7762e-16+0.00108461j 1.65829e-16-0.00267088j -3.42255e-16-0.000702268j -2.75521e-16+0.00169508j -4.1514e-16+0.00238998j 8.14841e-17-0.000450381j 2.90664e-16-0.00222492j -2.85665e-16-0.00132192j -6.03221e-17-3.64668e-05j -3.84044e-16+0.000289223j -1.76354e-16+0.00132307j -1.0284e-15-0.00148474j 2.33936e-16+0.00184479j 7.32006e-16+0.00214848j -1.97473e-14+0.00209931j -2.03876e-16-0.00108043j -1.02222e-15+0.00199056j -2.30248e-14-0.00280671j -9.58876e-16-0.00108038j -4.47291e-16-0.000412909j 8.45293e-16-0.000606988j 4.02818e-15-0.00301577j 4.90701e-17-0.000255812j -2.90648e-15+0.00326154j -1.16475e-17+0.000282796j -2.74136e-16+0.0022632j 8.74676e-17+0.0018304j -3.66607e-16+0.00219094j 4.22776e-16-0.00161785j 2.36503e-17+0.000853985j -1.0964e-16+0.00120712j -1.84671e-15-0.00135695j -2.35431e-16-0.000335491j 7.41275e-16+0.00335987j 1.81841e-16+0.00111903j 7.07552e-16-0.00177643j 2.22261e-16+0.00131208j -1.51619e-16+0.00345377j 6.08242e-15+0.000664904j 2.25416e-17-0.00164328j -7.75514e-17+0.000234211j 1.95857e-16+0.000947812j -4.62286e-18-6.59042e-05j -4.75975e-17-0.000670526j 5.73415e-18+0.000116422j -7.72043e-17+0.000441415j 1.19825e-16-0.00287389j 2.24878e-17+8.27886e-05j 7.23715e-18-0.000417326j 1.32282e-15+0.0025315j 7.55692e-17-0.000843649j 1.0713e-16-0.00133562j -3.67601e-18-0.000230989j 2.15641e-16-0.00368897j -1.0722e-16+0.00102099j -1.24595e-17-0.00117855j 4.6537e-17+0.000723796j -1.57043e-16-0.00228974j 4.24719e-15+0.00250985j 
8.88126e-15+0.00282179j 6.00998e-16-0.00388652j 8.39264e-17-0.000285924j 1.6321e-17-0.00538116j -6.13496e-17+0.00320781j 5.81659e-17+0.000476182j 1.52812e-18-0.00151323j -7.30709e-17+0.00110748j -7.55474e-17+0.000944938j 1.16237e-16+0.00121768j 3.17237e-17+0.000600795j 6.96717e-17-0.000672414j 1.22706e-16-6.35609e-05j -4.55697e-17+0.000178896j -5.55503e-17-0.000701554j 5.35247e-17+0.00133378j 7.7315e-17+0.000704581j -9.93722e-17-0.000603963j -8.67935e-17+0.00257022j 3.72259e-17+0.000711596j -2.42626e-16-1.76058e-05j 1.41274e-16-0.00486988j -1.33318e-16+0.000905305j -2.4512e-17+0.000729172j -1.51979e-16+0.000865166j 4.87543e-16+0.00206782j -2.28466e-16+0.000491263j 1.76298e-15-0.00252407j 6.721e-16-0.00188707j -2.32568e-15-0.00501067j 6.46331e-16+0.00116634j -1.46394e-15+0.00521165j 2.15943e-14-0.00193938j -5.56401e-16+0.000944106j -1.03572e-15+0.00116388j -5.72059e-14-0.00703739j -1.1466e-15+0.000148087j -5.18506e-17+0.00179639j -5.56935e-16+0.00125151j -3.5366e-16+0.000112385j -4.06585e-16+0.00103444j -2.28381e-15+0.00298814j -1.56279e-16-0.00127156j 3.58853e-16-1.77807e-05j 2.62126e-16+0.00175039j -3.36906e-16+0.00171424j -5.49481e-16-0.000259632j -2.75101e-16+0.0042541j 1.00982e-16+0.000779463j 3.18658e-15+0.00127369j 1.25237e-15+0.00376777j 8.11594e-16+0.00103147j 5.43755e-16+0.00371268j 6.62624e-16-0.00283169j 4.12083e-16+0.00286544j 1.35613e-16+0.000345772j -1.18085e-14-0.0012877j 3.4161e-16+0.00258927j 4.04793e-16+0.00354861j 3.15324e-17+0.000187885j 6.74183e-17-0.000830942j 1.39996e-16+0.00130031j 5.22328e-17+0.00137303j 5.78223e-17-0.00185109j -1.85437e-16-0.000609977j -4.85397e-17+0.00258501j 2.01981e-16-0.000839908j -1.30014e-15-0.00202625j -3.45755e-17+0.00119165j -1.00139e-16+0.000687257j 4.55817e-17+0.00109766j 2.23522e-17-0.00285879j -1.56029e-17-5.84496e-05j 3.46068e-17-9.14761e-05j -3.28475e-16-0.00481416j 6.26669e-17-0.00556555j -1.96615e-15-0.00160358j 
