1.68017e-13+0.0275736j 2.28998e-13+0.160709j -1.18729e-13-0.0876491j -7.81461e-15-0.00597353j -2.0825e-14-0.0155932j -4.85401e-14-0.0353028j 4.38998e-14+0.0325082j -5.15349e-14-0.037382j -2.61449e-15-0.0024562j -1.18779e-13-0.0799208j -8.21168e-15-0.00543519j 1.11023e-13+0.0797053j 3.21787e-14+0.0240249j 8.49416e-15+0.00637218j -7.00129e-14-0.0501786j -6.09363e-14-0.0424504j 4.72361e-14+0.0414547j -3.42768e-14-0.0203392j -1.38787e-13-0.109181j 4.67699e-14+0.0409449j -9.3133e-14-0.0562113j 1.29555e-13+0.0929821j -7.39279e-14-0.0588473j 1.08122e-13+0.0764676j -8.372e-14-0.0605514j -1.04954e-13-0.0647056j 2.35245e-14+0.0226562j -7.32924e-14-0.0865129j 3.31355e-14+0.0217377j 1.8034e-13+0.0988592j -3.26137e-14-0.00860356j -1.3795e-14-0.0211727j -1.27043e-13+0.013484j -9.29157e-15-0.0135674j -1.48883e-14-0.0237025j 5.9056e-13+0.0628636j -7.12488e-14-0.0456469j -2.036e-14-0.0246729j -1.85515e-14+0.0163144j -6.6982e-15-0.0469373j 8.37856e-15+0.00229431j -5.29397e-14-0.0995717j -2.84244e-14-0.0207711j 1.59258e-14+0.0160004j -1.43292e-13-0.105464j -6.76996e-14-0.0565026j 1.04429e-14-0.0159331j -1.24118e-13-0.0983279j 2.83323e-14+0.0204577j -2.83935e-14-0.00963147j -5.06034e-15-0.000384315j -4.80732e-15-0.00373587j -2.10969e-14-0.0125569j 3.03678e-16+0.000695997j -2.58327e-14-0.01695j 3.63362e-14+0.0264951j 6.57157e-13+0.0609416j 1.31344e-15+0.00218027j -6.84892e-14-0.04738j 3.17529e-14+0.0210463j -3.9438e-14-0.0283304j -7.23484e-14-0.047229j 4.46547e-14+0.0310724j -3.74495e-15-0.00270719j -5.05405e-14-0.0376149j -1.40781e-14-0.0110176j 1.88287e-14+0.0167306j 5.95177e-14+0.030151j -4.59077e-15-0.00322453j -5.28181e-14-0.0382523j -6.5359e-14-0.0460918j 4.24527e-14+0.0307356j 6.35028e-14+0.0461768j 1.63348e-13+0.11866j 1.33713e-14+0.010756j 4.86787e-14+0.0456792j 3.7188e-13+0.123515j 
-4.60234e-15-0.00140163j -2.72825e-16+0.00096103j -2.81171e-17+0.000557995j -7.86342e-17+0.00118146j -7.26331e-17-0.0019966j -3.39006e-17-0.00124159j 2.35077e-17+0.000876628j 1.37639e-16+0.00176206j -8.15908e-17-0.00140996j 1.68148e-16+0.000692955j 8.03388e-17+0.000154927j 1.77179e-16+0.000540885j -4.37883e-17+0.00010648j 6.03146e-17-0.000126357j -4.74851e-17+0.000102608j -1.8771e-17-0.000502172j 1.45965e-16-0.000965704j -8.63755e-17+0.000777418j 5.05573e-17-0.000347462j -3.33476e-17+1.49955e-06j 2.58652e-16+0.00118533j -4.37039e-17-0.000641612j -1.17758e-16+0.000718755j 1.94741e-17+0.000321871j 1.51587e-16-0.000632727j 1.60966e-16+0.00110162j 1.5292e-16+0.00030923j 5.73057e-17-0.000238062j -3.12605e-17+0.000888717j 5.05951e-16+0.00139906j -3.21413e-16-3.71705e-05j 2.6535e-16-0.0019606j -5.47827e-15+0.000456123j 4.76555e-17+0.000702537j -9.21186e-17-0.00018416j -2.84595e-15-0.000338359j 5.75111e-17+0.000306741j -7.0473e-16+0.00108095j 1.6542e-15-0.000811145j -6.38142e-17+0.000161018j 6.07264e-18+9.60037e-05j -1.20877e-15+0.00138697j 2.19366e-16+0.00107196j -4.31002e-17+0.00143623j 1.29386e-16-0.00113894j 2.91705e-17+0.000750595j 6.62059e-16-0.00116853j 3.90323e-16-0.00182454j -9.96311e-17-0.000210503j -1.67555e-15-0.000634403j -4.3354e-16-0.00216645j 7.10334e-16+0.00207745j -7.57121e-17-0.000814758j -6.14096e-17+0.000790191j 1.9812e-16-0.000455757j 4.00058e-17+0.000448598j 1.15815e-15+0.000134844j -1.04432e-16-0.00247272j -3.64208e-16-0.00146753j 2.62056e-16-0.000272826j -1.43235e-16+0.000946043j -9.30236e-17-0.000826749j -3.40108e-17-0.00190137j -1.29318e-17+0.0011146j -1.68118e-17+0.000192148j -2.49926e-17-0.00200474j -9.007e-17-0.000166791j 3.28582e-16+0.000752967j 8.64806e-17+0.000399349j -8.53292e-17-0.00081172j -4.24207e-17-0.000296246j -6.43334e-17-0.000369739j 1.80532e-16+0.00181498j -8.68146e-17-0.000969373j 1.35038e-16+0.00183978j -5.09522e-17+0.00215551j 8.38267e-16+0.000621599j 
-1.86787e-15-0.000579924j -5.0522e-17+0.000541138j -4.2741e-17+0.0010052j 3.86174e-17+0.000517729j -1.34573e-16-0.00272693j 1.99973e-16-0.000693981j -7.66946e-17-8.92095e-05j -1.35559e-16+0.00147149j 1.02448e-17-0.00173931j 3.2853e-16+0.00243143j -2.64707e-16-0.00037905j 2.10007e-17+0.000249485j 1.522e-16+0.00140991j 7.28865e-17+0.000554856j -8.2429e-17-0.000709734j -1.80072e-16-0.000315186j -1.36605e-17-0.00158181j 3.83844e-16+0.00230803j -4.56708e-17-0.000520638j 1.19143e-16+0.000206876j 5.62229e-16+0.0017088j 4.94368e-18-0.000431789j -2.15566e-16+0.00150377j 1.46089e-16+0.000769085j 1.22881e-16-0.000113171j 1.83665e-16+0.0020539j -2.28002e-16-0.000615918j -1.29277e-16+8.11231e-05j -4.55147e-17+0.0010883j -2.88798e-16+5.39923e-05j 3.57423e-16+0.000561689j -5.48421e-16-0.00173643j 7.26796e-15-0.00083072j 2.59736e-16+0.00129042j -5.78297e-17-0.000687106j -3.86776e-15-0.000553328j 5.37659e-16+0.00135859j -1.14895e-15+0.00257293j 3.14486e-15-0.00108557j -2.70535e-15+0.002492j -3.39263e-16+0.00111853j -2.51529e-15+0.00299169j 4.38139e-17+0.001286j -1.0923e-16+0.00160965j 2.29507e-16-0.00173169j -2.5911e-16+0.000708404j 8.84852e-16-0.00171594j 1.32747e-16-0.00202371j -7.25151e-17+0.000243936j -7.86055e-16+0.000130351j -4.50336e-16-0.00262378j 5.65482e-16+0.00293383j 8.29177e-17-0.000273337j 2.39903e-17+0.000127761j -1.70474e-16-0.00100737j -1.22073e-16+0.00147376j 9.54546e-15+0.00102203j -2.68996e-16-0.00301229j 1.55472e-17+3.38753e-05j -8.21102e-17-0.000858597j -2.2792e-16+0.00109541j 6.43576e-17-0.000722365j -1.22226e-17-0.0021668j 2.1166e-16+0.00271425j 8.50372e-17+0.00075089j 1.30427e-16-0.00191225j 1.57846e-16+0.000731494j -4.34468e-16-0.000638228j -1.38687e-17+0.000224814j -8.37634e-17-0.0015769j 6.79422e-18+0.00042321j 2.45402e-16-0.000321109j -8.39829e-17+0.00197569j -3.36374e-18-0.00140824j 2.2265e-16+0.00181628j -7.59464e-17+0.00107952j 1.74694e-15+0.00108216j 
2.25145e-15+0.000623997j 1.71434e-16+0.000546614j -1.70367e-17-0.000497357j 6.99552e-18-0.000289557j -1.47257e-16-0.000140921j 2.20723e-16+0.00141292j -7.28097e-17-0.000269307j -1.57912e-16-0.00156494j 4.97611e-17+0.000477633j -1.33119e-16-0.00115665j -4.01697e-16-0.00153036j -6.43328e-17-2.63107e-05j 8.1118e-17+0.000198785j 7.14838e-17+8.70853e-05j -5.08414e-17-0.000237853j -1.32875e-16-0.00035451j -3.44026e-16+0.00119754j 1.57044e-16+0.00141008j 7.40407e-17+6.3447e-05j 4.15444e-17+2.16856e-05j 2.93363e-17-0.000380083j 1.33046e-17+0.0013916j -1.26225e-17-0.000511315j -1.06313e-18-0.000203851j -1.05432e-16-0.00176566j -1.71725e-16-0.000708697j -7.71246e-17-0.000971831j -3.28615e-16+0.000484945j -9.29691e-18-8.53491e-05j -2.46771e-16-0.000255965j 3.11738e-16+0.00116211j -1.65611e-16+0.000484381j 4.1643e-15-0.000394534j 6.59988e-16+0.00108182j 4.0922e-16-0.00173118j 1.35604e-14+0.00163952j 3.61072e-16-0.000119085j 1.37549e-16-0.000966539j -7.66211e-17-0.000333765j 2.1796e-16-0.000164291j -1.81635e-17+0.000142497j 5.3519e-16-0.000586265j -3.66902e-16-0.00211759j -2.30851e-17-0.00184116j 1.09539e-16+0.00115007j 1.41155e-16-0.00181062j 1.39256e-16-7.04301e-05j -1.67321e-16-0.000570998j 5.60213e-17+0.000534956j 1.23928e-15+0.000714755j 8.03538e-17+4.55429e-05j -4.14793e-16-0.00106581j 1.73915e-16+0.000814449j 1.38425e-16-0.000642697j -1.84738e-16-0.000411657j -1.06556e-16-0.000933469j 9.51721e-15+0.000999795j -1.0865e-16-7.30003e-05j 1.34366e-16+0.000316794j -2.18458e-16-0.000492589j 6.21892e-18-0.00186716j 1.77848e-16+0.000973648j 2.30466e-17+0.00103053j 1.23073e-16-2.72759e-06j 1.27806e-16-3.01448e-06j 8.92912e-17+0.0015237j 7.21609e-17+0.0014538j -1.19278e-17+4.3848e-05j 1.42225e-17+9.541e-05j -1.10314e-16-0.000536615j 2.18225e-17-0.000201232j 2.79285e-16+0.00168151j -1.25041e-16-0.00106705j 4.58175e-17+0.000807156j -4.85439e-17-0.000476706j -5.39261e-17-0.00050794j 7.25265e-16+0.000392375j 
2.64579e-15+0.000722896j 2.29197e-16+0.000457159j 7.27218e-17+0.00143177j 7.20634e-17+0.00136408j 6.00876e-17+0.000294114j -1.80526e-16-0.00166783j 7.79952e-17+0.000315803j 2.84195e-17+0.000137978j -9.65105e-17-0.00107706j -5.69564e-17-9.96374e-05j 1.66108e-16+0.00113728j -3.60089e-17+3.21662e-05j 2.34197e-17+0.00108719j -1.42275e-16-0.0011777j 1.17343e-16+0.000564182j 1.34149e-16+0.0008719j 1.7668e-16+0.000273739j -5.21614e-17-0.00163004j -2.00476e-16+0.000735186j -3.76246e-17-0.00180774j -6.98491e-17-3.20233e-05j 9.45734e-17+0.00217136j 9.19301e-17-0.000760672j 9.89502e-18+3.14362e-05j -9.00344e-17-0.000606853j -3.99301e-16-0.00152104j 9.43369e-17+0.000648509j -7.93725e-16+0.00147029j -2.6812e-16+0.000384742j 3.38966e-16+0.00066383j 5.39452e-17-6.98602e-05j 8.94252e-16-0.000628757j -1.769e-14+0.00178226j -1.07985e-16-0.00138051j 8.852e-17+0.000593123j 6.90619e-15+0.000864055j 9.80106e-17+3.19944e-05j -2.59813e-16-0.00046211j 1.01748e-15-0.000882344j -7.606e-17-2.85866e-05j -7.64374e-17+0.000115662j 7.67031e-17-2.8618e-05j 1.82129e-16+0.00104377j -6.63662e-17+0.000819592j -2.76756e-17+0.000147227j -1.62908e-16+0.00117113j -2.16719e-16-9.09196e-05j 2.65993e-18+0.000408337j 1.02529e-17-0.000408258j 2.37624e-16+0.000368907j 1.71053e-16+2.31539e-05j 4.77122e-16+0.00144517j -3.82101e-17-0.000294724j -1.15002e-16+2.38644e-06j 4.40144e-17+0.0013082j 1.50475e-16+0.000793204j 4.76263e-15+0.000507407j -2.83738e-16-0.000687987j -2.30619e-16-0.00126703j 3.22644e-16+0.00203585j -1.05423e-17+5.44048e-05j -1.78663e-16-0.00058489j -5.46521e-17-8.59762e-05j 2.51061e-17+0.00164872j -1.31623e-16-0.00104994j -3.75977e-17-0.000181653j 8.35894e-17-0.00119943j 2.63683e-16+0.000199553j -7.61347e-17-0.000801428j -1.29942e-18-5.20254e-05j -1.75423e-17+0.000166897j -1.72972e-16-0.00140143j 4.77079e-17+0.000774421j -8.90172e-17-0.00115591j 2.67745e-16+0.00161974j -9.46564e-17+0.000121089j 1.77345e-15+0.0010052j 
9.39418e-16+0.000211946j -2.36234e-17-0.000458408j 4.28328e-17+0.000572393j -2.41132e-16+0.00153506j 1.18628e-16+0.00105457j -2.29953e-16+0.00144142j -2.00318e-16-0.000403879j 2.23596e-17-0.00168412j -6.58639e-17+0.00128276j 1.3894e-16-0.000539483j 2.08484e-16+0.000276859j -2.78598e-16+0.00103532j 3.49405e-16+0.000303948j 1.09319e-16-0.00119495j -1.26967e-16+0.000472528j 3.64769e-16-0.000305554j -4.65315e-16+0.00174305j 6.38389e-17-0.00123435j -2.532e-16+0.000662078j 1.36075e-16-0.00284831j -4.33941e-16-0.00196625j 2.45947e-16+0.00127626j 2.8641e-16-0.00152771j 2.16819e-16+0.000132406j 1.44528e-17+0.000253009j -1.4768e-16-0.00176782j 2.31656e-16-0.000197771j -7.74668e-16+0.00176128j -4.23637e-17-0.00140469j -2.1423e-16-0.000662383j 2.46978e-16-0.000514062j 1.08377e-15+0.000143393j -1.02589e-14+0.00106252j 2.72718e-16-0.000780317j 1.48876e-15-0.00195319j 2.83786e-14+0.00353809j 5.95963e-16-0.000804331j 5.46274e-16-0.00172184j -5.77561e-16-0.000377312j 1.3662e-15-0.000813899j 6.37743e-16-0.00123753j 1.98216e-15-0.00202533j 3.4382e-16-0.00010658j 1.26569e-16-0.00198581j -3.37064e-16+0.00179672j 3.39204e-16-0.00151704j -6.86713e-17-0.000250239j 4.02748e-17+0.00117507j 1.90926e-16-0.00120165j 3.5021e-15+0.00207409j 1.03614e-15+0.000756638j -2.78771e-16-0.00133977j -1.34479e-16+0.000916753j -7.38203e-16+7.78242e-05j -2.15234e-16+0.00214445j 1.42108e-16-0.00109355j -1.15613e-14-0.00126722j -4.07919e-18+0.00252189j 4.52015e-16-0.00095665j -2.50365e-18+0.000349941j 3.445e-16-0.00137566j 2.54976e-17+0.000906077j 7.87635e-17+0.00215075j 3.19168e-16+0.000241401j -2.26939e-17-0.00132317j 1.47142e-16+0.00071477j -6.28879e-17-0.000448521j -9.77815e-16-0.00140012j -4.62124e-17-0.00063448j 1.09598e-17+0.000672135j 1.56339e-16-0.000270227j -2.91836e-16+0.00114868j 1.67774e-16-0.00163211j -6.87131e-18-0.00049638j -6.84536e-17+0.000301357j -2.6208e-16-0.000342919j -8.69092e-16-0.00063573j 
7.02272e-15+0.00237282j 6.21338e-16-0.000413696j -2.72243e-16+0.000673023j 5.76999e-16-0.000933599j -4.46833e-16+0.00117416j 7.55399e-16-0.000930759j 5.46939e-16-0.00162285j -5.99738e-17-0.00049194j 3.20992e-16-0.000206103j -3.42873e-16+0.00134114j -2.49485e-16+0.00129462j 7.29347e-16-0.00105684j -1.15209e-15+0.00302894j -6.93205e-17+0.000144425j 3.05556e-16-0.000923042j -7.81912e-16+0.00156311j 1.14711e-15-0.00136143j -3.0604e-16+0.00015594j 2.54317e-16-0.000537048j -2.17269e-16-0.000195687j -3.96229e-16+0.000870044j -6.37062e-16+0.00222072j -1.43562e-16-0.000468294j -5.61869e-16+0.00174945j -3.68433e-16+0.00107989j 2.4934e-16-0.000753667j 3.2415e-16-0.000292395j -5.67345e-16+0.000986966j -1.20475e-16-0.000492247j -6.87898e-17-0.00220879j -1.88247e-16+0.000764591j -1.41775e-15+0.00226833j 2.748e-15-0.000126499j 5.60964e-16-0.00210032j -1.71016e-15+0.00170474j 5.05929e-15+0.00057553j 1.73354e-17+0.00131394j -9.00993e-16+0.000470281j 2.66248e-15-0.00129771j -4.49347e-15+0.00275657j -1.21287e-15+0.00145013j -1.23849e-15+0.000572592j -4.15634e-16+0.00195232j -7.62564e-16+0.000939929j 7.40053e-16-0.00130876j -6.57762e-16+0.000139066j -9.87026e-17+8.87296e-05j 1.53279e-16+0.000642182j -3.76166e-16+0.000565255j 3.98714e-15+0.00332501j 8.78087e-16+0.00157677j -2.98576e-16+0.000315672j 3.80544e-16-0.000406204j 2.21772e-15-0.00289391j 6.5921e-16+0.000543946j -2.5914e-16+0.000330993j 8.51517e-15+0.000950593j 4.72589e-16+0.00078491j -8.84352e-16+0.00271832j -2.53174e-16+0.00154596j -7.05735e-16+0.000728023j 5.5502e-17+1.15248e-05j -2.6039e-16+0.00129512j -1.00713e-15+0.00277291j 1.96728e-16-0.000871161j -5.00733e-16+0.00137354j 4.29448e-16-0.0009568j -8.72814e-16-0.00156175j 1.61586e-16-0.000543866j -7.5252e-17+0.000220625j -3.52497e-16+0.000936325j 9.15237e-16-0.00155057j -4.51549e-16+0.000689111j 1.23571e-17-0.000252919j 1.14034e-16-0.000376787j 7.4956e-16-0.0023895j 1.60915e-15+0.0011393j 
1.03783e-15+0.000302883j 1.0512e-16+0.000247994j 6.07329e-17+0.000536566j 1.4061e-16+3.10443e-05j 1.37288e-16+0.00085377j -1.27672e-16-0.00186414j 2.24892e-16+0.00153299j -4.36775e-18+0.000569067j -2.85654e-17-0.000874652j -4.2686e-16-0.00133241j -3.59829e-16-0.00130837j -6.82145e-17-0.000965165j -2.52866e-16-0.00130563j -3.09971e-16-0.00183093j 3.29981e-16+0.00208948j -2.54696e-17+0.000278464j 1.57587e-16-0.000147952j 2.56775e-18+0.000941028j 1.88946e-16+0.000966214j -2.56474e-16-0.000976732j 1.02567e-17+0.000502224j -3.08398e-16-0.00135036j -7.14538e-17+0.00176477j -2.03475e-16-0.000947918j -3.59313e-16-0.00262062j -6.97927e-16-0.00128568j -2.10942e-16-0.00107755j -4.49178e-17-0.000581747j 1.77609e-16+0.00128562j -6.14185e-16-0.000147544j 5.48226e-16+0.00260724j 5.70718e-16+0.000179005j -1.35762e-14+0.00141464j 5.35141e-17+0.000517358j -6.31709e-16+0.00092314j -7.42273e-15-0.000886403j -1.00044e-15-0.00118704j 2.40201e-16-0.00119299j -1.55244e-15+0.000708783j 3.11652e-15-0.00290164j 4.89846e-17-0.000434443j -5.71956e-16+0.000627502j -5.65389e-16-0.00148069j -1.51564e-16+0.000148834j 5.18786e-16+0.00156596j 1.91375e-16+0.000846055j 5.13575e-16-0.00143512j -8.63333e-17-0.00128968j -4.37009e-17+0.000900645j -4.34199e-15-0.00269592j -1.23059e-15-0.00117428j 5.10428e-17+0.00011232j 4.67717e-16+0.00145617j 4.64577e-16-0.000312537j -3.42118e-17-0.00164458j -5.78866e-17-0.000289724j -8.63357e-15-0.000883291j -5.05875e-16-0.00273656j -6.41904e-16-0.000990607j -3.05219e-16-0.00158902j -8.79548e-17+5.53262e-05j 1.2174e-16+6.83654e-05j -5.89468e-17-0.0010226j -2.92415e-16-0.00132539j -8.50366e-17-0.000593372j -3.67725e-18-0.000227734j -2.38975e-17+0.00076941j 2.64912e-15+0.0035796j -3.28767e-17-0.000351949j 1.0634e-16+0.000518807j -1.13194e-16-0.000411757j -9.70254e-17-0.00151252j -1.66563e-16-0.000261031j 2.21762e-17+0.000305673j 1.47031e-16+0.000491347j 1.3751e-16+0.000525746j 3.34637e-16+0.000260605j 
1.2777e-15+0.000341007j 1.12665e-16+0.000316407j -6.54821e-17+0.00145306j -5.07578e-17+0.00256968j 2.32546e-17+0.0017197j -2.30848e-17-0.00190491j 1.41991e-17+0.000347247j -5.23775e-17-0.000475536j 2.63383e-18-4.48432e-05j -1.73417e-16-0.00148621j 4.7773e-17+0.000624096j -1.52085e-16-0.00150476j -6.07344e-17+0.00146774j -1.34318e-17-0.00249885j 2.76034e-17+0.00161627j 8.05466e-17+0.000650403j 1.11273e-16-0.00110509j 8.77712e-17+0.000432117j -1.90011e-16-5.30544e-05j 1.06047e-16-0.00174443j 3.50004e-16+0.00112835j 1.16693e-16+0.00126416j 1.95069e-16-0.000759249j -3.52657e-17+0.000881729j -1.05956e-16-0.000936318j -5.71265e-16-0.00341782j 1.55098e-16-0.00166674j -6.84257e-16+0.00112156j -2.44798e-18-0.000605603j -5.95727e-16-0.000459015j 3.3306e-16+0.00276025j 9.51903e-16+0.000284765j -2.08003e-14+0.00215896j -2.14484e-16-0.00199031j -6.57141e-16+0.00229037j 3.04585e-14+0.0037781j 3.55825e-16-0.000244649j 5.63554e-16-0.00212625j -9.41835e-16-0.000222645j 1.6277e-15-0.00116282j 2.52787e-16-0.000608684j 2.30339e-16-0.00047954j 1.05543e-16+0.00048768j -1.77906e-16+6.7905e-05j -1.0295e-17+0.000345934j 2.15096e-19-0.000108453j 6.10092e-16-0.000787851j 2.06098e-16-0.00184117j 8.01584e-17-0.000425036j 5.63067e-16+0.000668773j -5.11687e-17-0.000691463j -7.34057e-16-0.00161484j -9.33649e-17-0.000502234j 8.30882e-16-0.00198613j 1.49196e-16-0.00104092j 1.61445e-16-0.00152723j -1.00362e-14-0.00106724j -1.06902e-16-0.00197346j -5.5987e-17-0.00041309j -5.88516e-17-0.000270958j -9.63337e-18+0.000921282j 2.19672e-17+0.000301257j -2.96501e-17+0.000632345j -5.94548e-17+0.00152366j 3.27644e-17-0.00178448j 5.91546e-18+0.000514368j 8.41592e-17-0.000774585j 1.72863e-15+0.00276021j -2.3523e-17-0.00118486j 5.01188e-18+0.00172791j 1.87731e-18-0.000304496j -4.72196e-17-0.00107006j -2.91329e-17-0.00073088j 2.99261e-17-0.000572085j 1.38815e-16+0.00202173j -4.60817e-17+0.000979947j 3.23084e-16+0.000240088j 
-1.32546e-15-0.000394739j -1.42703e-16+0.000227186j -5.01258e-18+0.000361532j -4.48967e-17+0.000421845j -7.00535e-17-0.000645119j 4.78707e-17-0.000215334j -6.91029e-17-0.000136182j 4.80786e-17+0.00134205j 1.54715e-17-0.00039938j 1.67438e-16+7.53046e-07j 1.39908e-16+0.00165359j 7.55263e-17+0.00124358j 4.75956e-17+0.00136915j 1.11642e-16-0.00046477j -7.70545e-17-0.00128965j -3.2059e-17-0.000415695j 1.37795e-16+1.49012e-05j 1.57395e-16-0.000948088j 6.94528e-17-0.000324262j -2.68383e-17+0.000431747j 1.25482e-16+0.000379189j -4.24274e-17-0.000746316j 1.2809e-16-0.00149369j 3.2607e-17+0.00189814j -9.65156e-17+0.000733987j 2.84032e-16+0.000979902j -9.45849e-17+0.00100833j 1.06526e-15-0.00125071j 2.15636e-16-0.00167713j 2.13205e-16+0.000361869j -1.1293e-16-0.000663488j -2.40376e-16-0.000171531j 2.63801e-15-0.00029029j -1.37973e-17+0.000201387j -3.84424e-16+0.000324141j -6.8953e-15-0.000850169j 8.72858e-17+0.000451839j -5.1818e-16+0.00145817j 1.26965e-15-0.000325945j -6.95472e-17+0.000326605j 1.07524e-16-0.000152654j -1.47786e-15+0.00183993j 6.5742e-17+0.000949061j -1.53634e-16+0.0012571j 1.05378e-16-0.00134002j -1.85586e-16+0.000554501j 3.81487e-17-0.00032768j 1.49163e-16-9.68248e-05j 1.75164e-17-0.0012514j 1.89685e-15+0.00147496j 5.4548e-16-0.000145913j 5.81966e-16+0.00181006j 1.03937e-16-0.00074075j -3.71977e-17-0.000531399j 9.92304e-17+0.00236399j -8.17353e-17+0.000746128j 1.06248e-15+0.000107459j -1.15248e-16-8.30141e-05j -5.78572e-17-0.00049802j 1.49599e-16+0.00128465j -1.20686e-16+0.00021731j -1.16808e-18-0.000388779j -6.22306e-17+0.000138739j 9.04367e-17+0.00135751j 1.53438e-17-0.00111192j 2.8423e-17-0.000523547j 2.58157e-16-0.00152939j -7.60732e-16-0.000994244j 3.0397e-17+0.00078805j -1.69621e-17-0.000654491j 2.67126e-17-0.000379749j 1.8752e-17-0.000279139j 7.25374e-17+0.00160346j -6.4778e-17-0.00120639j 4.29944e-17+0.000573297j -6.32931e-17+0.000378942j 5.04962e-16+0.000343939j 
7.22634e-15+0.00209929j 4.76523e-16+0.000851517j -1.45446e-17-0.000499101j 4.77583e-17-0.00123913j -1.39395e-16+0.00207071j 7.3543e-17-0.000966143j -3.40171e-17+0.00100556j 6.20316e-17-0.00163612j 2.91751e-17-0.000332945j -2.36436e-16-0.00248145j -7.3363e-17-0.00099664j -2.02275e-17-0.00177596j 1.27163e-18-0.00153037j 7.98461e-17-0.00135133j -6.67619e-17+0.00134541j -6.22127e-17+0.00141609j 3.39164e-16-0.00115507j 9.22961e-17-0.00118634j 1.28676e-16-0.00164635j -1.28654e-16+0.000778921j -3.07827e-16-0.00150825j -3.03991e-17+0.00247507j -1.32118e-16+0.00174018j -3.83897e-18-0.001577j -1.36074e-16+0.000412672j -1.43891e-16-0.00205047j -7.3097e-17-0.000418491j -4.16723e-17-0.000370281j -6.30721e-17+0.00115933j 3.55481e-17+1.89304e-05j -2.58777e-16+2.22188e-05j 1.57891e-16+0.00224362j -6.06132e-15+0.000707413j -4.43923e-16-0.00243723j -1.4954e-15+0.00352732j -4.87015e-15-0.00055365j -8.14524e-16-0.00143699j 1.16749e-15-0.00229731j -3.50755e-15+0.00137971j 4.11338e-15-0.00321422j 4.30565e-16-0.00105396j 8.78251e-16-0.00114126j -2.14957e-16-0.000143617j -1.50121e-16+0.000901408j -3.23905e-16+0.000539746j -6.24146e-17+5.04545e-05j -7.34621e-16+0.00172892j -3.41818e-16+0.000537251j 5.20783e-17+0.0015137j -3.38391e-15-0.00292504j -1.07382e-15+0.000981437j -6.71132e-16-0.00235212j -1.25658e-16-0.00162339j 5.39953e-16-0.000605653j 2.17246e-16-0.00224297j -3.15336e-17+0.00179797j 4.14668e-15+0.000439796j 1.93376e-16+0.0011774j 1.67143e-16+0.00182384j -4.4985e-17-0.000383907j -1.30696e-16+0.000946307j -8.20631e-17-0.000599688j -3.27874e-17+0.00114244j 9.06177e-18-0.00282614j 9.07159e-17-0.000843864j -5.62167e-17+0.000793497j -1.48341e-16+0.000516978j 1.92481e-15+0.00337465j 1.1043e-16-0.00112447j -4.40646e-17+0.000321278j -2.40737e-17-0.00060528j 8.55094e-17-0.000850645j 5.91722e-17-0.00166833j -1.76353e-17+0.00206205j -9.55346e-17-0.000989841j -2.93519e-17-0.00126544j 1.83006e-15+0.00103493j 
-8.80436e-15-0.00249685j -4.92132e-16-0.000184647j -7.48756e-17-0.000584783j 1.36645e-16+0.000969642j -1.28293e-16-0.00125761j 1.47108e-16+0.00124701j 4.49219e-17+0.000466414j 4.54644e-17+0.000886239j 9.32536e-17+0.000620526j 5.71597e-17+0.000231498j 1.06159e-16+0.00037617j 2.81586e-16+0.00110532j -1.58362e-16-0.00157585j 6.96752e-18+0.000481067j -9.40738e-17-0.0001295j -1.54842e-16-0.00119902j 5.73277e-17-0.000494405j 2.07057e-18-0.000493363j -1.59113e-16-0.000935056j -1.07896e-16+0.000547948j -4.12e-16-0.000546631j -8.89659e-17-0.00175341j 7.5595e-17+0.000137066j 2.93011e-17-0.000240295j 3.34421e-16+0.00194383j 5.38439e-16+0.00176798j 3.53259e-17+0.000850202j 3.41448e-16-0.000521672j -1.07347e-17-0.000679911j 1.00404e-15+0.00117336j -7.3163e-16-0.00236911j -1.40154e-16-0.00131328j 3.12895e-15-0.000410871j 1.83202e-17+0.000310362j 2.06986e-16-0.000628962j 1.85821e-15+0.000212741j -1.37341e-16-0.000358061j -9.60302e-17+0.000288527j -1.00671e-16+0.000158402j 9.66279e-16-0.000792666j 2.52328e-16-0.00142149j 3.47274e-16-0.000503889j 2.38502e-16+0.0011964j -9.85851e-17+0.000158952j -2.48293e-16-0.000475017j 1.012e-17-0.000607638j -1.70237e-16+0.000353091j -2.95035e-17-5.00145e-05j -1.8974e-16-0.00113659j -6.56339e-16-0.000257628j -3.74213e-16-0.000846858j -2.8683e-16-0.000585769j -4.02203e-16-0.00160425j -4.1134e-16+0.00177272j -1.04545e-16+0.000311964j 8.23014e-17-0.000450346j -1.41137e-14-0.00148593j 2.96078e-16+0.00140704j -1.69107e-16-0.000886665j -3.70043e-16-0.000897514j 9.27565e-17+0.000890742j -3.20129e-17-0.000220373j 6.99086e-17-0.000353227j -1.62437e-16-0.00137581j -2.87635e-17+0.000494146j -2.50826e-16-0.00178335j 1.06971e-18-0.00049557j -3.97652e-16-0.000481462j 5.2057e-17+0.000785046j -1.50226e-17+5.07972e-05j -1.61945e-16-0.000721516j 1.93534e-16+0.00149726j 3.76338e-18-2.2339e-05j 3.41295e-18-0.000352991j 7.23704e-17+0.000200186j 4.04877e-16+0.00199374j -2.73165e-15-0.00144615j 
