9.10504e-15+0.108595j -2.92591e-14+0.309726j 2.68805e-15-0.231721j -1.31977e-15+0.00243866j -2.23461e-15+0.0237393j -1.64085e-15-0.0825732j 1.45685e-15+0.0231847j -2.88372e-15-0.0163918j 2.46869e-15+0.0135214j -8.67245e-15-0.220824j -1.19577e-15-0.0870432j -7.31268e-15+0.193924j 2.0544e-16+0.0576896j -2.30913e-15+0.0105619j -7.14912e-15+0.0104859j -4.83723e-14+0.173438j 1.03367e-14+0.051105j 3.91025e-14+0.0850727j 8.76952e-12+0.0786937j -4.82419e-14-0.301282j -1.01319e-15+0.135475j 1.50578e-15-0.0224044j -2.01955e-13+0.151266j 2.69713e-14+0.00953163j -7.00106e-15+0.0013158j 1.40685e-14+0.0539612j -1.16358e-14+0.180621j 2.52889e-15-0.0891252j 6.09791e-13+0.204844j -2.48187e-14+0.118217j 3.61535e-15-0.248643j 4.26651e-15-0.0819023j -3.55013e-15-0.0061414j 8.90571e-15+0.0895759j -8.47071e-16-0.0309078j -1.10795e-15-0.106085j 2.53936e-15+0.0779618j -2.52384e-14-0.00812262j -1.62511e-14+0.17069j 1.62244e-14+0.039516j 6.72586e-14+0.0380579j 7.05065e-14+0.122601j -3.60888e-15+0.0501468j -1.44141e-15+0.151641j -3.71353e-15+0.0371634j -3.80723e-15-0.051674j -3.55283e-16-0.029445j -2.46855e-15+0.0588048j 1.02593e-15+0.050158j 7.43392e-16+0.0509486j 1.65256e-15-0.0805445j -1.71687e-15+0.116149j 2.8426e-15-0.280803j 1.04994e-15-0.00766649j -8.4382e-14-0.082916j -2.01044e-14-0.248421j 
7.911e-19+0.000849225j 9.99611e-17-0.00036121j -4.76754e-17+0.000763567j -2.7976e-19-6.50245e-05j 3.36408e-17-0.00042728j 8.50998e-17+0.000175316j -2.54103e-17+0.000148597j -6.48672e-17-0.00131778j -1.763e-18+2.81365e-05j -9.54174e-17+2.05055e-05j -1.01777e-16-0.000489541j 6.72979e-17-0.000584704j 5.94518e-18-0.000471606j 3.09008e-17-0.000359595j -2.59624e-17+0.00043794j -2.45517e-17+0.000285886j 7.25643e-17+5.10163e-07j -3.85454e-17+0.000125634j -4.99285e-14-0.000449117j -4.45594e-17+8.36784e-05j -6.33289e-17-0.00228394j -3.73438e-17+0.000505243j -3.1099e-16+0.000261795j 2.0985e-16+0.000987214j 1.54155e-16-0.000240329j -1.24556e-16-0.000551362j 2.33886e-18+0.000142686j -6.97337e-18+0.000150088j 3.27058e-16+9.72598e-05j -4.639e-17+0.000184201j -4.01649e-17+0.00130702j 3.15006e-17+0.000139176j -2.03002e-16+0.00119372j -1.25963e-17-4.01396e-05j -9.27327e-18+0.00100604j -1.56357e-17-0.000256043j -4.9911e-17+0.0001027j -1.28686e-16+0.00104917j -1.21542e-16+0.000128668j 9.2309e-17+6.8739e-05j 2.38812e-16-9.26464e-06j 3.22306e-16+0.000621934j 6.0627e-17+0.000113562j 2.93781e-17-0.000295982j -1.52688e-17+4.05053e-06j -9.31341e-17-0.00118958j 4.98623e-17-3.02527e-05j 2.73697e-20-0.0013037j 4.34269e-17-0.000230395j 3.43994e-17-2.42676e-05j -1.06987e-16+0.000110557j -2.81385e-17-0.000943638j -4.01029e-17+0.000187979j 1.56944e-17-1.1927e-05j 4.45901e-16+0.000762902j 6.93893e-17-0.000259295j 
-5.75152e-17-0.00017852j 1.51107e-16-0.00153683j -4.59804e-19+0.00184572j 2.36111e-17+0.000543252j 1.21003e-18-0.000609239j -2.15945e-17-0.000643756j -9.81167e-18+0.000300971j 1.49634e-17-0.000493945j -2.5387e-17+3.14391e-05j 1.06002e-16+0.00140785j 3.06285e-17+0.000948716j 7.9987e-17-0.00153598j -2.71325e-17-0.000441527j 8.04152e-18-0.00061925j 3.40352e-17+0.000477689j 2.6405e-16-0.00111947j -8.23721e-17-0.00052683j -1.33323e-16-0.000410337j 5.08686e-15+4.60856e-05j 2.1225e-16+0.00142157j 2.93075e-17-0.00191558j 1.83538e-16+0.00112778j 3.83766e-16-0.000272808j 3.17842e-16+0.00125177j 7.79916e-17-0.000903203j -1.30595e-16-0.0010555j -3.98616e-19-0.00039988j 2.30235e-18+0.000193097j -1.13327e-15-0.000394309j 1.59128e-17-0.000117117j -2.47388e-17+0.00227409j -1.2701e-16-0.000350779j -1.37385e-16+0.000515775j -3.40965e-18-0.000464306j 4.89667e-17+0.00124661j 4.79595e-17+0.000386088j -4.93709e-18-0.000614591j 1.01303e-17+0.000416185j -3.87385e-17-0.000296526j -4.3385e-16-0.000738995j -5.17521e-16-0.000508974j -5.11707e-16-0.000721809j -2.46711e-17-0.000499629j -2.77193e-17-0.000806646j 4.94046e-17+0.000124607j 6.81032e-17+0.000278534j -1.71763e-17-0.00092215j -1.15638e-17-0.00133509j -4.11009e-17-0.000854392j -3.12868e-17-0.000450787j 1.93507e-17+0.00125394j 1.61846e-17-0.000898828j -4.77395e-18+0.00141552j -2.93272e-17-0.000624366j 3.38661e-16+0.000352871j 8.88742e-17+0.00101265j 
9.57699e-17+0.000236064j -3.2573e-17+0.00108398j 8.66956e-17-0.00042833j 8.0491e-17+0.000499017j 4.09373e-17+0.000466805j -1.02056e-16-0.000455507j 1.27017e-17-0.000171864j -7.27621e-17-0.000153006j 8.40164e-17+0.000234144j 9.25913e-17+0.00048792j 4.72406e-17-2.34823e-05j 5.5781e-17+0.00167114j -1.21898e-16-0.000735752j -8.67744e-17-5.91709e-05j -9.68574e-17-0.000497297j -1.13631e-16+0.000995252j 1.03694e-16+0.000471872j 2.5001e-16-0.000116305j 1.79037e-13+0.0016092j -2.14116e-16-0.000799277j -1.49453e-17+0.000378113j 3.27776e-16+0.00075443j -3.2914e-16+0.000329884j 2.55792e-16+7.2174e-05j 1.88426e-16+0.00140487j -1.69751e-16-0.000316464j -3.54316e-17+0.000701953j 2.97628e-18-0.000258268j 1.7883e-15+0.000629264j -7.40998e-18+0.000257454j 1.74978e-16-0.000338081j -7.58094e-17-0.00173509j 1.35249e-16-0.000805326j -6.74787e-17-0.000232723j -2.00864e-16-0.00121589j -2.29942e-16-0.000682504j 1.40323e-16+0.000741401j -2.62838e-16+0.000356931j -2.93087e-17+0.00150769j -2.18743e-16-0.000281461j -3.55306e-17-7.19566e-05j 3.33489e-17+2.92999e-05j -1.79588e-16-0.000939927j 2.36687e-19-0.000171359j 1.25885e-16+0.00103985j 6.77051e-17+0.000688703j 4.23581e-17+0.000713388j -1.04647e-16-0.000168141j 9.44689e-17+0.00050488j -6.12128e-17-0.000339369j 9.02248e-17+5.53824e-05j 2.32432e-17+0.000584521j 2.83089e-17-0.000609978j -1.48213e-16-0.000738598j -4.74545e-16-0.000507736j -2.16199e-16-0.000973732j 
4.07879e-17+0.00115957j 1.44311e-16-0.000517023j 3.25239e-17+0.00213569j 6.96547e-17+0.000613314j 1.01021e-17-0.000736347j -8.18517e-19-0.0018833j 3.00648e-17+0.00079743j -1.25023e-16-0.000802804j 3.60681e-17+0.0008353j -9.41676e-17+0.000526827j -5.17339e-17+0.00134258j 7.66401e-17-0.00143248j 1.26142e-17-0.000396452j -8.26299e-17-0.0019627j -3.64459e-18+1.97834e-06j 1.12029e-16-0.000410335j -1.14629e-16-0.000851853j -6.85906e-17-0.00160856j 2.799e-14+0.000254049j -1.23458e-16-0.00061402j -8.45021e-17-0.00168157j 4.91866e-17+0.000944319j -6.81109e-16+0.000535277j 5.15818e-16+0.00163884j -7.80443e-17-0.00234542j -2.05068e-16-0.00157745j -4.81546e-17-1.74476e-05j -2.71076e-17+6.66463e-05j -5.79798e-16-0.00025625j 1.93747e-16-0.000508563j 1.21809e-17+0.00206227j 3.48818e-17-0.000404053j 9.89334e-17-0.000520313j -5.4478e-18-0.000987099j 1.57405e-16+0.00151101j -1.04375e-16+5.29839e-05j 4.35365e-17+0.00114992j 1.72199e-18-0.00127112j 2.33675e-16+0.000326144j -5.28732e-16-0.000771708j -5.69579e-18-0.000369617j 1.31349e-16+0.000303162j -3.53607e-17-0.00133534j 5.777e-17+0.000469114j -7.32765e-18-0.000302268j -8.78384e-17+0.000388235j -5.575e-17-0.00147842j -6.95721e-17-0.00151493j 5.34264e-17+3.71656e-05j 1.14693e-17-0.000626964j -4.95169e-17+0.00215486j -4.50265e-17-0.000385931j -1.83201e-17+0.00114889j -7.40357e-17-0.00131349j 2.99036e-16+0.000614839j -4.35027e-18-0.000579501j 
-4.29072e-18-0.00197439j 8.95798e-17-0.0010339j -5.24185e-17+0.000611195j -5.51242e-17+0.00144352j 5.07246e-18-0.000563128j 4.34835e-17-0.0013312j 1.12084e-17+6.50443e-05j 2.13179e-17+0.000954454j -3.32011e-17-0.00108209j 4.40123e-17+0.00172027j -3.21029e-17+0.00263273j 1.81451e-17-0.000199496j 2.51331e-17-0.000229825j 1.6585e-17+3.52852e-06j 9.76771e-17+0.000312762j 4.47077e-16-0.00168398j -6.00005e-17-0.000190202j 4.02227e-16-0.000752839j 3.18763e-13+0.00286969j 1.76933e-16+0.00146613j 1.45712e-16+0.00149757j 1.26479e-16+0.000390812j 6.85236e-16-0.000350896j 4.51634e-16+0.00134793j 2.78872e-17+0.000177501j 5.5024e-17-0.000155145j -7.00105e-17+0.000474162j 4.7067e-17-0.000110484j 1.84471e-15+0.000627017j -1.00757e-16+0.000649714j -5.21475e-17+0.000448949j 2.2051e-17-0.00163138j 1.22505e-16-0.000374701j 2.33966e-16+0.000153438j 1.05159e-18-0.00120792j -1.52935e-17+0.00191677j 1.0701e-16-0.00129022j 1.08717e-16-0.000652654j -2.03369e-16+0.000641739j -7.39095e-16-0.00143458j -1.29487e-15-0.00121185j -1.27475e-15-0.00215634j 1.3197e-18-0.000821228j 3.29803e-17-0.00106527j 1.94041e-17+0.00056069j -1.0542e-17+0.00270068j -2.10252e-17-0.00111758j 2.66056e-17+4.01597e-05j -4.18204e-17-0.00176378j -5.5943e-18-0.000450139j -5.85319e-17+0.00121306j 6.45384e-18+0.000265603j -4.99085e-17+0.000833765j 4.7918e-17-0.000839362j -5.56914e-16-0.00130046j -1.40541e-16+0.00189159j 
-1.65257e-17-0.00137521j 7.6042e-17-0.000697887j 4.20903e-17+0.00201065j 5.1227e-17+0.00309736j 3.50399e-17+0.000589213j 3.41333e-17+0.0011402j 2.0309e-19+0.000378179j -1.1913e-16-0.00282702j 2.35254e-17-0.000195821j -1.74259e-16-0.00102858j -6.76925e-17+7.04267e-05j 2.06998e-17-0.00033681j 5.79552e-17-0.000167354j -4.39532e-17-0.00167946j 3.97944e-17+0.000570301j 1.19479e-16-0.000311484j 1.06431e-16+0.00064954j 2.38079e-16-0.000285906j 1.88055e-13+0.00169224j 1.06243e-17+0.000513723j -7.18744e-17-0.00253543j -4.48356e-16-0.00125269j -1.04443e-15+0.00105196j 7.80718e-16+0.00170919j 3.92897e-16+0.00140865j -5.59845e-16-0.0034986j -1.32303e-16+0.00130503j 4.36169e-17-0.000597023j 4.35883e-15+0.00152861j -4.51631e-16+0.00176815j 4.92442e-17+0.00325745j 1.52856e-17+0.00165928j -3.09097e-16+0.00189167j -4.23492e-17+0.000805613j -1.45433e-16-0.000921372j -1.22607e-16-0.000842769j 1.09193e-16-0.00151973j -2.41849e-17-2.6306e-05j -2.40913e-16+0.00153113j 2.67915e-16+0.000320816j -4.15922e-16-0.00139332j -3.1996e-16+0.00024789j 2.77469e-17-0.000742644j 9.69434e-17-5.79057e-05j -4.0342e-17+0.000409608j -8.18299e-17-0.000946308j -7.27868e-17-0.000839256j -2.95053e-17-0.00208993j 4.63557e-17+0.000112206j 5.40407e-17+0.000282059j -9.22602e-17-0.00173035j -7.20208e-17-0.00232468j 5.34918e-18+0.0014831j -6.13003e-17-0.00219588j -6.70634e-16-0.00132302j -1.39653e-16+0.00152177j 
-4.2964e-17-0.000465529j -2.11296e-17+0.000930327j 1.11028e-16+0.000207519j 2.30579e-16+0.00145375j 8.21107e-17+0.000577459j -3.06029e-17-7.29335e-05j 8.8454e-17+0.000878886j -1.33507e-16-0.000537339j 1.25469e-16+0.000731879j -3.42162e-16-0.00314053j -5.06671e-17-0.000165922j -1.0252e-17-0.00100513j 1.82706e-16+0.00193864j -2.22446e-16-0.00153168j 4.01659e-17+0.000355878j -1.36931e-17-0.000440084j -1.05051e-16-0.000295007j -9.13869e-17-5.69927e-06j -1.05987e-13-0.000953867j -3.05586e-16-0.00156334j -1.09484e-16+0.000528805j -6.1888e-16-0.00205354j -1.70123e-15+0.00134797j 1.23468e-16-0.000158403j -1.91389e-16-0.00195636j -3.56362e-16-0.00183582j 1.08429e-17+0.00070008j -1.02403e-16-0.000961275j 3.34871e-15+0.00106992j -1.6943e-16+0.000861415j 4.46389e-17+0.000120908j 7.92059e-17+0.00295804j -1.86438e-16+0.000218137j 2.14375e-17+0.000867722j 1.79464e-16+0.000862997j -1.41312e-16-0.00115366j 2.79197e-17-0.000706509j 2.145e-16-0.00244918j 3.92631e-16-7.77671e-05j 4.68127e-16+0.00085595j 2.84459e-16-0.000276817j 3.47178e-16+0.000899674j -5.68777e-17+0.000460761j 1.61175e-16+0.00238599j -7.68988e-17-0.00105096j -8.95483e-17-0.000919721j -2.45475e-16-0.00223078j -4.70389e-17+0.000298761j 1.21834e-16+0.000922627j 6.3884e-17+0.000814036j -1.15631e-16-0.00122274j -8.92347e-17-0.000408613j 5.2125e-17-4.26635e-05j -2.16436e-16-0.00115383j -9.71873e-16-0.0012642j -1.68624e-16-5.57441e-05j 
-2.07852e-17+0.0018443j 6.82125e-18+0.000251743j 2.37952e-17+0.00214841j 4.65073e-17+0.000796026j -2.58432e-17-0.000969699j 2.80989e-18-0.00350142j 1.04598e-17+0.00111462j -4.85707e-17-0.000771561j -3.80541e-17+0.00137032j 3.32321e-17+0.00159743j 1.39069e-17+0.00134361j 5.12278e-17-0.00136448j -1.40637e-17-0.000684587j -2.71695e-17-0.0018501j -1.27705e-18+0.000560592j -6.74814e-18-0.0003141j -1.49504e-16-0.00112098j 3.18728e-17-0.000586664j 4.93453e-14+0.000444006j -1.32342e-16-0.000688284j 3.75818e-17-0.00295494j 5.60143e-16+0.00361806j -1.36406e-15+0.000952553j 8.63585e-16+0.00248603j -4.23972e-17-0.00295783j -1.05426e-16-0.00209171j -1.26723e-16+0.000474141j 4.48599e-18-0.000484245j 1.76152e-15+0.000539372j 8.88322e-17-2.62033e-05j -1.06603e-18+0.00262629j -4.8651e-18-0.00272358j 7.28804e-17-0.000505206j 8.08635e-17-0.0011787j 1.8284e-16+0.00328595j 1.97461e-17-0.00111592j -4.28454e-17+0.000802825j -3.39896e-16+0.000332854j -1.32841e-16+0.00117218j -1.00915e-15-0.00159147j -2.00878e-16-0.000308111j -9.17994e-17-0.000141082j -3.29347e-17-0.00152285j -4.09116e-17+0.00018009j 1.91951e-17+0.000910324j 5.09612e-19+0.00061202j -5.84542e-17-0.00242878j -5.29654e-17-0.00245341j -5.11528e-17-0.000513187j -1.50877e-17-0.00104154j -1.17234e-17+0.00335613j -2.898e-17-2.73896e-05j 1.9365e-17+0.00034058j -2.89376e-17-0.00198889j 1.05449e-17+0.000389177j 2.86204e-17-0.00160777j 
5.58482e-18-0.00139016j -8.32946e-18-0.000308122j -1.72617e-17-0.00126113j -2.89028e-18-0.000978383j 9.45703e-18+0.000367775j 7.51764e-17+0.000203114j 3.44641e-18-0.000345941j -2.53518e-17+0.00280391j -2.24014e-17-0.000193616j 1.48749e-17+6.2162e-05j -3.80116e-17+0.000613468j 2.02119e-17-0.000117801j -1.40976e-17+0.00117477j -1.46895e-17+0.00112875j 6.56227e-17-0.000577013j 3.14455e-16-0.00109561j -9.1712e-17-0.000380191j -1.71967e-16-2.62877e-05j -9.94659e-14-0.000894386j 1.46371e-16+0.000679172j -3.87636e-17+0.00381893j -1.35954e-16-0.00113594j 1.34848e-15-0.00110706j -7.83508e-16-0.00224665j -1.93944e-16-0.000469708j 2.92791e-16+0.00187006j 1.65341e-16-0.00122744j -2.72707e-17+0.000190507j -3.45245e-15-0.0011915j 2.69702e-16-0.000992644j -8.2387e-18-0.00239969j 4.10894e-17+0.000774031j 3.86961e-16-0.00173086j 7.26858e-17-1.43389e-05j 3.16347e-17-0.000786741j 2.21571e-17+0.00104756j 2.97467e-17-0.000431607j 5.07873e-16-0.00172253j 4.23201e-16-0.00175356j 1.16541e-16+0.000114276j -2.79858e-16+0.000391438j -3.43034e-16-0.00113555j -5.86162e-18+0.000624314j -4.23814e-17+0.000361973j 1.79763e-17-0.000783799j -4.89308e-17+0.0015532j 6.48299e-17+0.000104083j -1.37265e-17+0.002675j 2.68771e-18+9.26971e-05j 8.19953e-19+0.000197478j -5.88441e-17-5.31503e-05j -3.08524e-17+0.00146262j -1.65068e-17+5.2247e-05j 2.82025e-17+0.0011097j -1.50544e-16-0.000490484j -3.08148e-17+0.00102799j 
-6.2351e-17-3.42867e-05j -2.86319e-17+0.000332771j 1.05944e-16-0.000385576j -1.05624e-18-0.000418403j 8.27201e-17-0.000341809j -3.90297e-16-0.00183943j 1.20895e-16+0.000368086j 5.0581e-16+0.00177578j 2.94876e-16+0.000421071j 1.93385e-16+0.000641296j 2.62624e-16+0.000905737j -1.83805e-16-0.000713609j 2.14795e-16+0.000757964j -1.75203e-16+0.000265457j -1.06016e-16+0.000239075j -7.94196e-17-0.000936844j -4.05731e-16-0.000830444j -2.2799e-16+0.000372458j -6.32788e-14-0.000567921j -4.78106e-17+3.38702e-05j 4.91314e-16+0.00129118j 4.74724e-16+0.0013688j -6.35998e-17-0.000133561j -3.97102e-16-0.000245119j -7.49662e-16-0.00202049j 1.38394e-16+0.000587797j -2.12912e-16-0.000349537j -8.7819e-17-0.000340762j -3.8971e-16-9.75422e-05j -1.74437e-16-0.000319712j -1.1948e-16-0.000840441j -8.2831e-17-0.00112557j -4.56652e-16-0.00112173j -1.02674e-16-0.000250537j 4.3439e-16+0.00159956j -6.18285e-17+2.24064e-05j 7.72717e-17-0.00035356j -4.26419e-16-0.000514049j -1.12329e-16-0.000588561j -5.72104e-16-0.000759934j -2.41959e-16+0.000209965j -5.23756e-16-0.000963035j -2.14309e-16+0.000181396j 1.90813e-16+0.000412156j -3.52137e-17+6.74228e-05j 4.19811e-16+0.00124197j -3.40797e-16-0.00149707j 2.54268e-16+0.000765812j 1.4294e-16-0.000564144j -1.30037e-16-0.000231371j 3.81557e-16+0.00155816j 3.15771e-16+0.00119726j 1.58615e-16-0.000462317j -1.77578e-16-2.00774e-06j -3.78225e-16-0.000350218j -8.551e-17-0.000290769j 
-3.81687e-17-0.000631406j 2.47627e-17-0.000403096j 6.90006e-17+0.00182276j 3.61759e-18+0.000925674j 9.03222e-17+0.0022064j -1.50962e-16+0.000518838j 1.81264e-17-5.43719e-05j 2.18286e-16+0.000954652j 1.81509e-16+0.00238713j 9.5404e-17+0.000296744j 1.04707e-16+0.000233161j -3.46616e-17+0.000379139j 6.30814e-17+9.30691e-05j -3.93971e-17-0.00190443j -9.28654e-17-0.00245667j 1.66495e-17+3.69738e-05j -2.24433e-16-0.000301579j -3.37486e-16-0.00234898j -6.82323e-14-0.000609405j 1.53937e-16-0.000371016j 1.75384e-16+0.00182808j -1.39497e-16-0.00118447j 6.12125e-16-0.00064294j -9.7216e-16-0.00301829j -1.48239e-16+0.000465826j -1.9231e-16-0.00229069j -1.36196e-16-0.00182783j -5.24788e-17+0.00012031j -7.43001e-15-0.00239984j 4.44703e-16-0.00230284j 3.91764e-17+0.000954262j 9.44422e-17+0.00157741j 6.53949e-16-0.00411772j -4.36924e-16-0.00195543j -6.04298e-17-0.00184583j -4.10011e-16-0.00185322j 1.44497e-16+0.00193439j 3.29698e-16-0.00381078j 6.91831e-16-0.000552945j 1.67623e-16+0.000561046j 2.40482e-16+0.000190514j -4.67926e-18+0.000129703j -9.78693e-17-0.00260528j 6.17103e-17+0.00126571j 4.07114e-17-0.000298813j 1.68101e-16+0.00147816j -4.22681e-17+0.000948685j 1.45646e-16+0.0011241j 1.96132e-16+0.00363059j -2.54069e-17-0.000673256j 1.76808e-16+1.12396e-05j 1.53369e-16+0.000657482j 8.21259e-17+0.00264202j -1.0375e-16-0.00198612j -3.49448e-16-0.000492739j -8.14443e-17+9.24261e-05j 
1.89459e-17+0.000267074j 4.15464e-17-0.000164779j -1.19597e-17+0.00127963j -1.47432e-17+0.000131964j 9.94723e-18-0.000567617j 8.5701e-18-0.00363841j 2.22887e-17+0.00104996j 3.9035e-17+0.00224804j 2.28258e-17+0.0014548j 7.56653e-17+0.00120751j -2.89156e-17+0.00240238j 9.80023e-17-0.00207444j 1.16391e-17+0.00098966j -4.93166e-17-0.00129932j 3.04129e-17-7.39718e-05j 3.93676e-16-0.00186375j -3.55294e-16-0.00182118j -2.18423e-16-0.00105769j -7.84906e-14-0.000704209j -1.35836e-17-0.000231134j 8.546e-17+0.00129766j 3.73282e-16+0.00199651j -2.67648e-16-1.27889e-05j -4.70486e-17+0.000160257j -3.87126e-16-0.0043837j 2.26275e-16-0.000663565j -4.16523e-17-0.00088644j -2.94132e-17-0.000409213j -2.07343e-15-0.000770739j 3.00682e-16-0.00116623j -1.06384e-16+0.000374692j -3.76182e-17-0.00122649j 3.53766e-16-0.00263791j 8.37925e-17-0.00126194j 3.31623e-16+0.00277933j -8.26418e-18-3.45795e-05j 8.38386e-17+0.000372166j 2.92984e-16-0.00255342j 4.26362e-16-0.000878916j -9.32456e-16-0.00146236j -4.52624e-16-3.02112e-05j -4.91793e-16-0.00128741j -7.74364e-17-0.00104214j -4.84138e-17+0.00114953j 2.86518e-17-0.000318963j 8.81735e-18+0.00240375j -1.21975e-17-0.00306961j 1.08233e-17+0.000423423j 1.84056e-17-0.000208955j -3.89915e-17-0.000796867j 2.7403e-18+0.00351679j 3.21786e-17+0.00147783j -5.87662e-18+0.000790802j -2.56243e-18-0.00123889j -2.45324e-16-0.00032326j -9.07309e-17-0.000395587j 
2.09856e-18-0.000113956j 8.67916e-17-0.00204645j 1.04872e-16+0.00160414j -5.85982e-17-0.000594888j -7.49904e-17-0.000881523j -1.60965e-16-0.00159032j 7.69523e-18-0.000297822j 1.33964e-16+0.00140145j -1.60126e-17-0.000177655j 4.39478e-16+0.00401166j 2.28226e-16+0.00238142j -3.73017e-17-0.000515554j -1.51571e-16-0.00164038j -8.69701e-18+7.84185e-05j -1.08707e-17-0.000688417j 2.76603e-16-0.00112062j -1.86863e-16-0.000698203j -1.48761e-16-0.00177856j 1.59809e-13+0.00144027j 4.22442e-16+0.00196152j 1.2325e-16+0.000275748j 6.71863e-16+0.00212835j 1.97875e-15-0.0015499j 6.59607e-17+0.000605236j -1.47107e-16-0.000168118j 1.15803e-16+0.000749162j -5.69481e-17-0.00134526j 5.89018e-17+0.0010176j -5.59744e-15-0.00185789j 3.66264e-16-0.00167355j 1.06728e-16+0.00106769j -1.25807e-16-0.00286705j 3.22125e-16-0.00181477j -8.46136e-17-0.00176246j 3.15167e-17-0.000424907j 5.31941e-17+0.00196271j 8.80761e-17+0.000969656j -7.45369e-17-9.19799e-05j 2.1856e-17-0.000413168j -1.13963e-15-0.00174854j -9.12165e-16-0.000307489j -9.77636e-16-0.00185135j -1.54556e-16-0.00176417j -9.59684e-17-0.0019622j 9.69658e-17+0.000511207j 2.40378e-16+0.00280537j 2.04522e-17+0.000592077j -3.08351e-17-0.00030165j -8.3391e-17-0.000992196j -1.39299e-16-0.00138371j 2.81043e-16+0.00316894j 9.03237e-17+0.000662296j 9.3095e-17+0.00179594j -1.27882e-17-5.72304e-05j 8.29116e-16+0.000963038j 1.64404e-16+0.000927369j 
-8.99272e-17+0.00310173j -4.9115e-16+0.00366144j 1.86667e-16-0.00380021j 9.11292e-17-0.0019219j 8.48232e-17-0.0022392j 9.46999e-17-0.00218137j -8.92934e-18+0.000535881j 4.29398e-17-0.000653533j 8.37015e-17-0.00142937j 8.49262e-17-0.00265518j 2.01238e-17-0.000882699j -1.04016e-16+0.00103637j -1.89557e-17+0.000532926j -7.13126e-17+0.00128501j -2.08267e-16+0.00194086j -8.0756e-16+0.00199142j 1.32369e-16+0.000195687j 3.77816e-16+0.00208119j 3.63485e-14+0.000323131j -4.71286e-16-0.00374688j 1.18185e-17-0.000131848j 2.23782e-16+0.00097184j -2.93145e-15+0.00211051j 6.56406e-16+0.00269074j -1.40274e-16-0.00220423j 2.35594e-16+0.00322722j -2.56649e-16+0.00291256j 4.45238e-17-0.000646439j 1.01464e-14+0.00336547j -6.06306e-16+0.00218575j 1.31152e-16-0.00383217j 1.06911e-17-0.00215829j -9.22156e-16+0.002767j 2.37069e-16+0.00192878j 1.14857e-16+0.00230598j 2.2622e-16+0.000874034j -1.74461e-16+0.000636828j -7.42777e-16+0.00227967j -6.47751e-16+0.00160058j -1.62436e-16-0.000139656j 9.54066e-16+0.000743717j 9.98555e-16+0.00183379j -1.84147e-16+0.00264785j -9.00662e-17+0.00109907j -4.95692e-17-0.00013395j 9.48672e-17-0.00191101j 3.78568e-17-0.00129564j -1.24922e-17-0.000220934j 6.15277e-17-0.00230964j -7.75258e-17+0.000916346j -2.12514e-17+0.000431112j -5.99393e-17+0.0011401j 2.98076e-16-0.00526576j -8.4831e-17+0.00213042j -1.00447e-16+0.000694131j 1.73052e-16-0.00372869j 
8.81521e-17+0.00166068j -4.28418e-16+0.00586938j -3.55432e-17-0.00695471j 8.30822e-17-0.00257214j 1.26438e-16-0.000502411j 1.9203e-17-0.00242415j 6.25531e-17+3.72202e-08j 5.36877e-17+0.00315914j 1.50615e-16-0.000763347j -1.76797e-16-0.00311162j -9.81425e-17-0.00111961j -5.18862e-17+0.00338498j 8.73678e-17+0.00200472j -1.0559e-16+0.00290026j -1.45228e-16+0.000622957j -6.59562e-16+0.00220597j 1.09955e-16+0.000351634j 6.43464e-16+0.00296654j 2.19107e-14+0.000192078j -9.1265e-16-0.00469536j 1.64027e-16+0.00587457j 3.31778e-16+0.000454105j -2.20349e-15+0.00154218j -3.37035e-16-0.00112769j -4.52916e-16-0.00127146j 6.5281e-16+0.00509136j 1.19656e-17+0.00240985j -9.8694e-17-0.00133998j 9.5462e-15+0.00311236j -2.50832e-16+0.00154214j -3.04142e-17-0.00829174j 1.24366e-16-0.00290791j -1.61301e-16-0.000744533j 4.12387e-16+0.00200702j 1.26703e-16+0.000381557j -6.90692e-17-7.33092e-05j -7.17179e-17+0.000663054j -4.64221e-16+0.000504969j -1.95243e-16+0.00122852j 1.05684e-16+0.000163985j 9.5408e-16+0.00157733j 9.63078e-16+0.000764119j -1.35983e-16+0.0028584j 6.0933e-17+0.00231601j 1.32722e-17+0.000302172j -2.65397e-17+0.000396475j -1.92006e-17-0.000664124j 4.02751e-17+0.00367179j 1.50891e-16-0.000836278j -8.99522e-18+0.00111455j -1.06545e-16-0.000391474j 4.57489e-17+0.00424809j 1.50686e-17-0.00694522j -8.62854e-17+0.00253463j -1.47966e-15-0.00120458j -3.67466e-16-0.00440515j 
