9.10504e-15+0.108595j -2.92591e-14+0.309726j 2.68805e-15-0.231721j -1.31977e-15+0.00243866j -2.23461e-15+0.0237393j -1.64085e-15-0.0825732j 1.45685e-15+0.0231847j -2.88372e-15-0.0163918j 2.46869e-15+0.0135214j -8.67245e-15-0.220824j -1.19577e-15-0.0870432j -7.31268e-15+0.193924j 2.0544e-16+0.0576896j -2.30913e-15+0.0105619j -7.14912e-15+0.0104859j -4.83723e-14+0.173438j 1.03367e-14+0.051105j 3.91025e-14+0.0850727j 8.76952e-12+0.0786937j -4.82419e-14-0.301282j -1.01319e-15+0.135475j 1.50578e-15-0.0224044j -2.01955e-13+0.151266j 2.69713e-14+0.00953163j -7.00106e-15+0.0013158j 1.40685e-14+0.0539612j -1.16358e-14+0.180621j 2.52889e-15-0.0891252j 6.09791e-13+0.204844j -2.48187e-14+0.118217j 3.61535e-15-0.248643j 4.26651e-15-0.0819023j -3.55013e-15-0.0061414j 8.90571e-15+0.0895759j -8.47071e-16-0.0309078j -1.10795e-15-0.106085j 2.53936e-15+0.0779618j -2.52384e-14-0.00812262j -1.62511e-14+0.17069j 1.62244e-14+0.039516j 6.72586e-14+0.0380579j 7.05065e-14+0.122601j -3.60888e-15+0.0501468j -1.44141e-15+0.151641j -3.71353e-15+0.0371634j -3.80723e-15-0.051674j -3.55283e-16-0.029445j -2.46855e-15+0.0588048j 1.02593e-15+0.050158j 7.43392e-16+0.0509486j 1.65256e-15-0.0805445j -1.71687e-15+0.116149j 2.8426e-15-0.280803j 1.04994e-15-0.00766649j -8.4382e-14-0.082916j -2.01044e-14-0.248421j 
-2.75635e-16-0.000710836j 8.22267e-17+0.00123072j -3.28662e-16-0.00122641j 2.48785e-16+0.00105848j -1.24041e-17-0.000195954j 7.16813e-17-0.000592933j 8.9964e-18+0.000194504j -9.43289e-17-0.000309678j -2.92045e-16-0.000819176j -2.83707e-16-0.000686316j -5.07164e-17+3.85011e-05j 1.53208e-16+0.000715527j 1.5813e-16+0.000445444j 1.80108e-16+0.000605106j 2.78466e-16+0.00112376j -7.08908e-17-2.00365e-05j 2.32609e-16+0.00042838j 7.69502e-16+0.00154125j 1.62826e-13+0.00145921j -1.69619e-16-0.00030485j 1.77733e-16+0.000127933j 1.04017e-17+0.000518313j -9.12879e-16+0.000934765j 7.77713e-16+0.00122415j 3.40435e-16+0.000473641j 3.77915e-17-0.000106741j 3.05828e-16+0.00172375j -1.43475e-16-0.000913667j 7.38658e-15+0.00232244j 1.20959e-17+0.00202008j -1.98246e-16-0.000616664j -1.02175e-16-0.00109648j 8.09801e-17+0.00141243j 5.9555e-16+0.00137441j -1.47417e-16+0.000137652j 1.08681e-16-0.000217656j -4.37595e-16-0.00168873j 2.29475e-17+0.00132925j -2.20872e-16+0.00138754j -1.03239e-16-0.000327938j -5.2584e-16-0.000507509j -4.59922e-16-0.000479433j 2.44987e-16+0.000817162j -2.52627e-17-4.21635e-05j 1.3563e-16+0.000902399j -4.9687e-17-7.00883e-06j -2.20179e-16-0.00115646j -1.09829e-18-0.000285228j -3.42044e-16-0.00130526j 1.52582e-16+0.000419494j -3.7623e-16-0.000710271j -7.12942e-17+2.77334e-05j -3.31483e-16-0.00163175j -1.80771e-18-0.000348405j -1.28188e-15-0.00142628j -5.52913e-17-5.33279e-05j 
7.68321e-17+0.00515319j -3.71349e-16+0.00386422j 1.43909e-16-0.00418933j 4.95914e-17-0.00386394j -2.59127e-17-0.00347726j -8.36001e-17-0.00378218j 3.03414e-17+0.000388888j 2.57336e-17-8.83063e-05j 6.16175e-17-0.00152168j 1.88102e-16-0.000774866j 1.05923e-16-0.000482577j -9.06303e-17+0.00130672j -1.1832e-16-0.000718418j -8.78279e-17+0.00191729j -2.36892e-16+0.00183858j -9.22205e-16+0.00270398j 1.09147e-16-0.000191132j 3.61426e-16+0.00175247j 4.81498e-14+0.000428946j -6.78343e-16-0.00414434j 2.72744e-18-0.00066597j 8.57205e-16+0.00326419j -2.4072e-15+0.00168863j 8.79351e-16+0.00348943j -3.95104e-16-0.00301321j 4.93183e-16+0.00515617j -1.45493e-16+0.00260985j 1.96236e-17+2.77706e-05j 8.42852e-15+0.00270849j -2.71503e-16+0.00120912j 1.09043e-16-0.00458254j -1.03012e-16-0.00501202j -7.90906e-16+0.00225335j 2.9004e-16+0.000960706j 2.6666e-16+0.00329263j 2.99567e-16+0.00180967j -1.76317e-16+0.00241061j -1.07415e-15+0.00356854j -6.61261e-16+0.00167685j -8.21582e-16-0.00107575j 1.17217e-15+0.00137735j 1.326e-15+0.00189447j -2.25553e-16+0.00238324j -8.84962e-17+0.000211635j -1.36833e-18+0.000202551j 1.29131e-16-0.00139025j 1.6098e-17-0.000561305j -9.83229e-17-0.000599231j -1.9444e-17-0.00310737j -1.34658e-16+0.000194233j 1.46775e-16+0.00280348j 1.13724e-17+0.00212154j 1.84623e-16-0.00615095j -7.32941e-17+0.00321904j 8.19257e-16+0.00238578j 1.80644e-16-0.00536229j 
-2.81403e-16+0.00150166j 3.41477e-17-0.000329418j -3.52406e-17-0.000628605j 2.02586e-16-0.00164459j 8.31022e-17-0.00147601j 1.38335e-16+0.000353651j -1.74488e-17-0.000258613j -1.72643e-17-0.0011367j -8.62758e-17-0.00119122j -6.81448e-17+0.000526121j -3.07529e-18-0.000937889j 3.75783e-18-0.000311761j 7.36422e-17-0.000914652j 5.55617e-17+0.00128116j 1.78982e-17+0.00114645j -2.96314e-16+0.000638044j 1.8039e-16+0.000222399j 6.87928e-17+0.00117757j -6.66664e-14-0.000602277j 1.07253e-16+0.000487177j 3.6995e-17-0.0025881j 7.6001e-17+0.001196j 2.00216e-16-0.000102951j 2.49086e-16+0.00159701j 1.95012e-16+0.000105065j -8.18813e-17+0.00176494j 1.27136e-16+0.000346618j -8.17329e-17+0.000584043j 1.25359e-15+0.000344571j 1.94402e-17+0.000482042j 2.81901e-17+1.09118e-05j 9.26888e-17-0.000998546j -4.43671e-16+0.00262943j 2.07453e-16+0.000491724j -6.92775e-17+0.00142268j 1.39137e-16+0.00100372j -4.23252e-16-0.000129542j -4.36507e-16+0.00321636j -4.08471e-16-0.000142583j 2.77425e-17-0.00010006j 1.98207e-16+0.000379491j 2.71895e-16+0.000573413j 8.92206e-17+0.00144157j 4.48127e-18-0.00134981j 2.32042e-17+8.03627e-05j 2.03431e-17-0.00176751j -6.37193e-17+0.000732851j 2.07717e-17-0.00122866j -7.30323e-17-0.0017566j 4.83489e-17+0.000155151j -2.24905e-16+0.000248391j -8.06842e-17-0.000777136j 3.62814e-17-0.00119548j -7.07959e-17+0.00184847j 8.05683e-16+0.00170621j 4.32077e-16-0.000523244j 
1.6339e-16-0.00472716j -4.0347e-16+0.00436622j 1.10912e-16-0.000719803j 1.2497e-17+0.00711663j 1.33592e-16+0.00352613j -1.47494e-16-0.00370569j 5.72683e-17+0.00148587j 8.50817e-17+0.00164398j 2.16715e-16+0.00239564j 1.89175e-17-0.000992229j -1.5176e-17+0.00123681j 6.06749e-17+0.00213223j 3.24603e-17+0.00294553j -2.3851e-16-0.00136104j -6.82407e-18+0.000867281j 4.54933e-16-0.00165579j -1.97702e-16+0.0001486j 8.40985e-16+0.00335814j 4.32747e-13+0.00388668j -5.7438e-16-0.000887543j 3.81674e-16+0.00309724j 6.99123e-16+0.00298591j -3.67245e-15+0.00284292j 8.53714e-16-0.000447715j 2.30741e-16+0.000602426j -3.21459e-16-0.00647913j -4.02243e-16+0.00341244j 7.70596e-17-0.0046184j 1.58112e-14+0.00550098j -1.15695e-15+0.00436243j 5.7599e-17+0.000738808j -1.7373e-16-0.00301493j 8.5543e-17-0.00258777j 1.39601e-16+0.00171471j -1.18385e-16+0.000411535j -4.29158e-16-0.00629557j 6.1166e-16-0.00524084j -2.94599e-16-0.00107159j -5.5512e-16+0.00445757j -6.3634e-16-0.00137744j -1.86363e-15-0.00190581j -1.97124e-15-0.00332301j -3.32725e-16-0.00165164j 3.52482e-17+0.00244045j 1.41483e-16+0.00424835j 1.56072e-16+0.00368214j -1.19114e-16-0.00582716j 1.70306e-18+0.000383513j 1.96175e-16+0.00089203j -8.17971e-17+3.56478e-05j 1.12783e-16-0.00129923j 1.14534e-16+0.00171988j 7.87019e-17-0.00151723j -2.06172e-16-0.00672721j -5.1354e-15-0.00800211j -1.25346e-15+0.00014049j 
1.66932e-17-0.0061218j -1.30093e-16-0.00218804j 1.94411e-17-0.00195923j -2.30911e-16+0.00217961j -1.65252e-16-0.00099061j 1.50947e-16+0.00239554j -3.26583e-17-0.00014995j -3.76951e-17+0.000600808j -2.16277e-16-0.00440545j 9.06252e-17-0.00153271j -3.77698e-17+0.000771219j -9.55465e-17-0.00224313j -1.80096e-17+0.00289784j 1.85528e-17+0.00334255j 3.06008e-16+0.00397111j 9.28073e-16-0.00431161j 2.21493e-17+0.000628135j 1.24396e-16+0.00444721j 8.64809e-14+0.000772878j 5.59242e-16+0.0049817j -1.13728e-16+0.00115902j -5.35534e-16-0.0024439j 7.60207e-16-0.000285839j 6.1959e-16+0.001685j 1.16687e-16+0.00101976j 2.56749e-16+0.00115517j 6.29219e-17+0.00164854j 2.24859e-16-0.00110606j 1.00338e-14+0.00343815j -1.41353e-15+0.00466382j -1.38166e-16-0.000494794j -3.40416e-16+0.00280439j -1.25171e-15+0.00615844j 4.71838e-16+0.00474329j 1.25925e-16+0.000279721j 7.96751e-16+0.00303816j 1.98078e-16-0.00877516j 4.62241e-16+0.0028865j -9.85712e-16-0.00141j 4.22753e-16+1.05142e-05j -2.16884e-15-0.00194585j -2.20036e-15-0.00351198j 9.55848e-17+0.00484055j -1.24302e-16-0.00176096j -1.65073e-16-0.000214205j -4.39567e-17-0.000453585j 1.27615e-17-0.00322463j -5.71051e-17+0.000939053j -3.12465e-16-0.00555237j -3.36161e-17+0.00214771j -2.10924e-17-0.0038688j -1.39177e-16-0.00218197j 4.35153e-17-0.000739978j 2.53045e-16+0.0016751j -1.07566e-15-0.00341414j -1.42149e-16+0.00641981j 
1.06879e-16+0.00168768j -2.09972e-16+0.00245125j 5.6573e-18+0.00189796j -5.56815e-17+0.00188879j 1.90639e-18+0.00212289j 7.02152e-17-0.00305165j -3.1878e-17+0.000849572j -6.67613e-17+0.000168424j 1.07127e-17+0.00405606j -2.31376e-17+0.000899308j -6.12897e-17+0.000310713j 3.35579e-17+0.00153814j -6.81565e-17-0.000596682j 3.51341e-17-0.0031504j -1.0027e-16-0.00217185j -2.42535e-16+0.00150322j -1.06547e-16-0.000599153j 1.503e-16-0.00177042j 8.66487e-14+0.000781507j -3.44084e-16-0.00294058j 3.17317e-17-4.91634e-05j 4.67204e-16+0.0028463j -1.88324e-15+0.00118429j 5.51129e-17-0.00118971j 1.21045e-16-0.000825427j -1.0709e-16-0.00413678j -2.47063e-16-5.67223e-05j 3.39636e-17-0.00113442j -1.24912e-15-0.000355767j 4.49554e-16-0.00142319j 8.72893e-17+0.00166328j 2.45186e-16-0.00255396j 1.15382e-15-0.00506602j -2.23215e-16-0.00259215j -1.26181e-16+0.000405033j -4.03162e-16-0.00461244j 1.35579e-16+0.003191j -9.12117e-17-0.00261871j 3.47287e-16+0.00235811j -5.27856e-16-0.000665629j 4.82379e-16+0.000274442j 4.95379e-16+0.000642378j -1.58304e-17-0.00405692j -8.54352e-17+0.00206123j 4.74055e-17+0.00174589j -1.06202e-16+0.00187642j 1.31414e-16-0.00072861j -1.7236e-17-0.000784913j 1.02474e-16+0.00398064j 3.50317e-17-0.00148816j -1.42969e-17+0.0022037j -1.51376e-17+0.00168006j 7.00092e-18+0.000762502j 4.20573e-17-0.00424746j -1.08476e-15-0.00107409j -2.85486e-16-0.00344763j 
7.54503e-18+0.00196088j 1.87045e-16-0.00159046j 2.35097e-18-0.000131528j 9.99526e-18-0.00322723j -4.22596e-17-0.00147494j -4.4223e-17+0.00136619j -6.33161e-18-0.000700301j -2.19581e-17-0.000210387j -1.58897e-17-0.00105827j 8.37343e-17+0.000521283j 5.11792e-17-0.000423659j 8.77974e-18-0.000611398j -7.45714e-17-0.00118431j 3.35556e-17+0.000844971j -5.07217e-17-0.000471173j -1.59072e-16+0.000744388j 6.18935e-17-6.78131e-05j -3.84308e-16-0.0013565j -1.68961e-13-0.00151794j 1.59949e-16+0.00024646j -1.58953e-16-0.00060886j -1.31433e-16-0.00116981j 1.66484e-15-0.00128872j -4.21587e-16-6.29683e-05j -1.56447e-16-0.000221951j 1.46048e-16+0.00319117j 1.78761e-16-0.00145305j -4.083e-17+0.00193459j -6.70219e-15-0.002329j 4.75723e-16-0.00192598j 2.05572e-17-0.000937268j -4.44778e-17+0.000905584j -8.5836e-17+0.000733948j -1.13134e-16-0.000733922j 5.25896e-17-0.000363454j 1.17074e-16+0.00278552j -1.47458e-16+0.00231516j 8.81658e-17+0.000365608j 3.15109e-16-0.00188456j 1.72266e-16+0.000496279j 7.68615e-16+0.000907321j 8.06417e-16+0.00124359j 1.6505e-17+0.000737842j -1.00996e-17-0.00100618j -1.10908e-18-0.00173106j 1.11889e-17-0.00119771j 5.93539e-17+0.00255465j -3.88333e-17+0.000251819j -2.46124e-17-0.00041027j -2.57273e-17-3.82095e-05j 6.47531e-17+0.000672423j 6.22054e-18-0.000291668j -1.80453e-17+0.000331875j 7.44123e-18+0.00302022j 2.09612e-15+0.00328323j 4.14855e-16-0.000218339j 
-7.70118e-17+0.00238736j 2.56226e-17-4.2467e-05j -7.32664e-17+0.00120461j -1.68556e-17-0.000753959j -2.52281e-17-0.00079432j 2.77546e-17-0.000763523j -4.83058e-17+0.000317194j 3.91078e-17-0.0013739j -7.35807e-17+0.000602131j 6.32217e-17+9.66748e-05j 7.28287e-18+7.91133e-07j 6.30385e-17-0.000472286j -2.82588e-17-0.00102216j 1.44973e-16-0.00130189j -4.80477e-17-0.000328718j -3.07112e-16+0.00102006j 2.7956e-17-0.000332382j -1.82347e-17-0.00145072j -3.73752e-14-0.000334681j -2.45015e-18-0.00133032j 8.10879e-18-0.00210964j 6.19946e-17+0.000518542j -6.55342e-16+0.000402951j 2.35075e-16+0.00117887j 6.67952e-17-0.0012664j 3.31063e-17-0.000294496j -6.57469e-17-9.50723e-05j -2.78982e-18+0.000590648j -1.75654e-15-0.000635042j 2.80376e-16-0.00089742j -6.70085e-17+0.00107812j -3.968e-17-0.000282051j 6.03383e-17-4.12803e-05j -6.09654e-17-0.00101477j 8.34402e-18+0.000910002j 3.73228e-17+0.000112432j -1.73033e-16+0.00236179j -3.80511e-17-0.000292795j 1.19123e-16+0.000291796j -2.14323e-16-8.96766e-05j 6.93911e-16+0.000303164j 6.78112e-16+0.00148331j 6.7767e-17-0.000864781j -9.1931e-17+0.000261078j 2.33058e-17-0.000504883j 2.36441e-17-0.000859697j 6.08328e-17+0.000337811j 3.88528e-17-0.00140382j -7.22812e-17+0.000524455j 1.1948e-17-0.000450092j -1.82107e-17+0.00143749j 1.80431e-17-0.000383554j -3.3178e-17+0.000321697j 6.76949e-17-7.05744e-05j 8.92514e-16+0.00177901j 2.63286e-16-0.00162457j 
1.02812e-17-0.000518165j 2.45345e-16-0.00242341j 9.07069e-19+0.00102996j -4.784e-18-0.00101278j -2.47699e-17-0.000492621j -5.08086e-18+0.00124684j 1.74935e-17-0.00043594j -4.14019e-17+0.000291375j -8.88636e-18-0.000604437j -1.83973e-17+0.00134609j 7.57636e-19+0.000235357j -8.13698e-18-0.00140546j 7.47482e-18-0.000412995j -3.48326e-17+0.000590369j 6.05107e-17-3.70866e-05j 3.20267e-16-0.00106143j -5.79229e-17-0.000266948j -4.04322e-16-0.000474845j -1.29746e-13-0.00116547j 2.97208e-16+0.00225403j -9.90726e-17-0.000685812j -1.35651e-16-0.000425338j 1.93753e-15-0.00142958j -3.46581e-16-0.000362317j -1.03968e-16+0.000106839j -3.37167e-17+0.000865802j 1.70005e-16-0.0015803j -2.75161e-17+0.00104766j -5.47715e-15-0.00186278j 2.32106e-16-0.00110772j -1.08042e-17+0.000938341j 2.99599e-17+0.00106313j -2.17667e-17+0.000505205j -5.99518e-17-0.000461662j 8.54938e-17+6.43796e-05j 7.22e-17+0.0015194j -1.45654e-17-0.000367799j 1.72268e-16+0.00036694j 1.535e-16-0.00186817j 8.82802e-17+3.32149e-05j -2.58247e-16+5.05766e-05j -2.14397e-16-0.00059848j 5.31451e-17+0.000347627j 6.77677e-17-0.00128439j -3.9024e-17-0.000768802j -4.8081e-17-0.000120021j -2.33326e-17+0.000901915j -2.29662e-17+4.07614e-05j -3.79446e-18-0.000616948j 7.17554e-18-0.000136903j 3.69499e-18+0.000267548j -1.87884e-17-0.000804244j -3.37507e-17+0.00167748j 6.11354e-18+0.00120369j 1.08409e-15+0.00125492j 1.85324e-16+0.00183152j 
-6.52662e-17+0.000106763j 1.0558e-15-0.0085204j -1.21844e-16+0.00586892j 8.26483e-17-0.00291352j -7.26809e-18-0.00229928j -1.18043e-16+0.00241308j 1.81066e-17-0.000859585j -5.94584e-17-0.000344227j -2.22094e-17-0.00103752j 1.0042e-16+0.00540409j 2.53057e-17+0.00210328j 2.52848e-16-0.0053528j -3.82865e-17-0.00265593j 1.02398e-17-0.000366854j 1.3166e-16-0.000765784j 1.00567e-15-0.00311438j -1.9986e-16-0.00148578j -1.19274e-15-0.00409476j -3.25081e-13-0.0029171j 9.56969e-16+0.00637892j -1.80856e-16-0.00422119j -1.54039e-16-0.000527308j 5.80254e-15-0.00427563j -6.82607e-16+0.00051389j -1.14621e-16-0.00116512j -2.78711e-16+0.00126948j 5.10844e-16-0.00529235j -1.62954e-16+0.00392418j -1.99324e-14-0.00684184j 1.16935e-15-0.00468736j -1.28345e-16+0.00536306j -1.7726e-16+0.00263202j 5.74656e-17+0.000643133j -2.75069e-16-0.00309167j 1.99212e-16+0.000697235j 8.95969e-18+0.00520919j -1.25651e-16+0.00125807j 6.46637e-16-0.000205163j 8.87679e-16-0.00533253j -3.90989e-16-0.000649386j -6.53567e-16-0.000138866j -5.57121e-16-0.00117757j 9.80517e-17-0.00102835j 1.53099e-16-0.00403894j 9.01124e-17-0.00273641j 5.83787e-18+9.31435e-05j -4.12273e-17+0.00262935j -3.8361e-17-0.00170502j -1.0655e-17-0.00140943j -1.47765e-17-0.0013997j 1.85552e-17+0.00326885j 6.88232e-17-0.00303281j -2.38454e-16+0.0069754j -8.17623e-17+0.00255704j 4.02059e-15+0.0053373j 6.79818e-16+0.00492073j 
-1.77314e-16+0.0103959j -6.26015e-17+0.000553609j 1.13879e-16+0.00432467j 7.4496e-17-0.0032014j -5.34509e-17-0.003821j 5.02701e-17-0.00378089j -6.35147e-17+0.00142873j -1.27994e-17-0.00605062j -3.90128e-17+0.00206708j 9.10253e-17+0.000232332j 9.1529e-17-6.87426e-05j -3.83154e-17-0.00163121j -5.3944e-17-0.00435425j 1.61242e-16-0.00506678j -3.21831e-16-0.000756545j -1.45113e-15+0.00459125j 3.66996e-17-0.00124903j -2.161e-16-0.0053631j -9.27669e-14-0.00082743j -2.98597e-16-0.00602309j -1.63579e-16-0.00921251j 2.42832e-16+0.0028501j -3.25926e-15+0.00217898j 1.3169e-15+0.00588531j -8.6059e-17-0.00538795j -2.41082e-16-0.000802783j -4.31692e-16+0.000474516j 8.374e-18+0.00220718j -4.31704e-15-0.00158904j 8.09784e-16-0.00292899j 9.71523e-17+0.00405555j 2.02741e-16-0.00219236j -1.26279e-16+0.000691514j -3.25621e-16-0.00372229j 2.3351e-16+0.00428258j 4.97351e-17+0.000574599j -5.20215e-16+0.00958791j -8.64482e-16-0.000171208j 1.44593e-16+0.00193112j -9.6896e-16-0.000639042j 2.87565e-15+0.00122199j 3.06106e-15+0.00627595j 5.09353e-17-0.00313586j -1.20397e-16+0.00096084j -9.93674e-17-0.00171649j 1.34931e-17-0.00384749j 4.92924e-17+0.00102326j 5.73804e-18-0.0062591j -2.91787e-17+0.00136337j 5.90361e-18-0.0017669j 3.18985e-17+0.0061335j -6.36812e-17-0.00150517j 2.04265e-16+0.00020587j 2.08148e-17-9.41305e-05j 3.65616e-15+0.00732846j 1.02314e-15-0.00739327j 
-2.19215e-15-0.00625379j -2.45264e-15-0.00925486j 2.10011e-15+0.0057697j 5.93958e-16+0.00185308j -9.29139e-17-0.00010212j 1.47501e-15+0.00443365j -3.43907e-16-0.00102533j 1.56151e-17+0.000280656j -8.16843e-16-0.0022549j 1.75083e-15+0.00441604j 1.17921e-15+0.00317423j -1.57974e-15-0.00476602j -3.20735e-16-0.000720611j -7.92059e-17+4.58671e-05j 2.5474e-16-7.50542e-05j -3.3662e-16-0.00578331j -3.91825e-16-0.000447575j -1.79909e-15-0.0025665j 2.38153e-15+2.76837e-05j 4.60534e-15+0.00926539j -6.2997e-16-0.0012094j -1.77841e-15-0.00321318j 4.53075e-15-0.00417417j -5.5876e-16-0.000346595j 9.62563e-16+0.00225747j -1.10347e-15-0.00163117j -1.11619e-15-0.00404556j 8.42177e-16+0.00225924j -1.5107e-14-0.00447663j -4.01686e-16-0.00168101j 2.19212e-15+0.00616881j 1.44095e-15+0.00476372j 3.95241e-16+0.00136946j -5.06458e-16-0.000714717j -9.61253e-16-0.00270089j 1.74256e-15+0.00471434j -1.18754e-15-0.00432101j 6.54839e-16-0.00121843j -1.116e-15-0.00444684j -1.7609e-16-0.000442109j -3.38739e-15-0.00227981j -4.0647e-15-0.00418788j -2.59664e-16-0.000774812j -1.39035e-15-0.0042922j -5.55167e-16-0.00161583j 7.38113e-16+0.00202959j 2.84963e-16+0.000921953j -2.44631e-16-0.000450885j -7.63459e-16-0.0020625j -2.17948e-16-0.00046837j -9.25569e-17-0.000610446j -1.43117e-15-0.004022j 2.85877e-15+0.00831754j 2.30942e-17+0.000152467j 1.74754e-15+0.000287911j 3.642e-15+0.00978342j 
-1.85132e-17+0.00203295j -9.90173e-17+0.0014886j -9.28016e-18-0.00239657j 6.79994e-17-0.00327629j 3.43706e-17-7.54228e-05j 1.58383e-17-0.000436602j 2.0144e-17-0.000339662j 3.57612e-17+0.00209777j 3.27638e-17+0.00078317j -3.75606e-17+2.63211e-05j 7.28074e-18-0.00164949j -4.45228e-17+0.000565591j 1.98081e-17+0.000436929j -3.54375e-17+0.00174624j -7.0405e-17-0.000423019j -3.24458e-16+0.00111619j -3.95202e-17-0.000412876j -3.47619e-16+0.00130199j -3.31517e-13-0.00298446j -1.97026e-16-0.00111534j -1.09915e-18+0.00139182j 3.03913e-16+0.00138356j 4.48012e-16-0.000612163j -9.18726e-16-0.00223881j -3.45086e-16-0.00118165j 3.57579e-16+0.00302318j 1.89323e-16-0.00116784j -1.0996e-16+0.000282923j -3.49306e-15-0.00124365j 4.06597e-16-0.001505j 6.46074e-18-0.00318132j 1.35782e-16-0.000985292j 1.97545e-16-0.00130521j 9.3417e-19-0.000552291j 1.26847e-16+0.00175604j 2.586e-17-0.000742741j -1.98795e-16+0.00145633j -1.88176e-16+0.000917311j 2.10263e-16-0.00147255j 2.19381e-16+0.000401417j 9.34253e-16+0.00185306j 9.09568e-16+0.000679014j -1.63256e-19+0.00129972j -5.25455e-18+0.000577836j 5.74652e-19-0.0002586j -5.27913e-18-0.000603089j 1.18428e-17+0.00104512j 1.52338e-17+0.00180435j 5.23415e-17+0.000670093j 2.76808e-18+4.53746e-05j -2.14195e-17+0.000708478j 1.34325e-17+0.00199359j 2.27112e-17-0.00212357j -3.24736e-17+0.00222362j 5.4149e-16+0.00144044j 1.46503e-16-0.00238321j 
1.60947e-16+0.00236055j -3.58369e-16+0.00448571j -7.5011e-18-0.000158662j -7.15183e-17+0.00195988j -2.50352e-17+0.0016567j -4.2884e-17-0.0025111j -4.49638e-18+0.0012837j -7.77967e-18-0.00139619j 6.08997e-17+0.00323715j -1.56311e-16-0.00254134j -6.00011e-17-0.00150891j -1.30365e-17+0.00164671j 1.82235e-17+0.000733335j 8.22372e-19-0.00258458j -1.34729e-16-0.000437938j -6.26258e-16+0.00239758j -2.20547e-17-5.49125e-05j 2.95586e-16+0.000601422j -5.87404e-15-5.48078e-05j -7.66934e-16-0.00470133j 3.65414e-17-0.00115292j 2.62965e-16+0.00189089j -4.1267e-15+0.00292471j 4.90088e-16-2.27965e-05j 9.64818e-19-0.00145435j -5.84723e-17-0.0037718j -3.03737e-16+0.00199365j 3.09752e-17-0.00208457j 6.92624e-15+0.00237216j -2.34838e-16+0.000983333j -3.45329e-17+0.0003669j 5.75042e-17-0.001178j 2.60644e-16-0.00183946j -1.24701e-16-0.000350834j 4.47227e-17+0.00194708j -2.01614e-16-0.00536209j 1.20755e-16+0.00173877j -3.83911e-16-0.00101908j -5.0705e-17+0.00306886j 4.3065e-17+0.000342073j 1.16727e-15+0.000434584j 1.17479e-15+0.00216146j -1.49095e-17-0.00154344j -3.60975e-17+0.00328608j -3.89244e-17+0.0014312j -7.04753e-17-0.000972729j 6.53783e-18-0.00201076j 1.36452e-17-0.00117436j 7.53448e-17+0.0030711j 3.46009e-17-0.00012297j 5.06194e-17+3.91693e-05j 3.124e-17+0.000975495j -4.53161e-18-0.00202462j 3.32956e-17-0.0034395j -1.59053e-15-0.00159167j -4.25208e-16-0.00456106j 
-2.62312e-17+0.0134301j 5.16577e-17+0.00290517j -5.82728e-17+0.0016577j 1.43629e-16-0.00686051j -1.48884e-17-0.00358905j -5.71531e-17-0.00433903j -6.97655e-18+0.00110109j -2.59469e-17-0.00418101j 5.25523e-17+0.00352034j -1.45598e-16-3.5593e-05j 1.01567e-17-0.0024607j 3.47249e-17-0.000462192j -2.10341e-18-0.00411018j 1.17294e-16-0.00351736j -4.13347e-16-0.00155084j -1.84481e-15+0.00665083j 5.06268e-17-0.00158287j -4.88973e-16-0.00401709j -4.73245e-13-0.00425296j -9.0842e-16-0.00814697j -1.58532e-16-0.00812766j 6.78199e-16+0.00464425j -3.1246e-15+0.00185096j 3.52885e-16+0.00323448j -4.92981e-16-0.00652249j 1.32969e-16+0.00212006j -1.0134e-16-0.00065862j -1.99354e-16+0.00241628j -7.8605e-15-0.00290803j 1.40703e-15-0.00474162j -3.33511e-17+0.000583273j 2.83842e-16-0.00349981j 1.94723e-16-0.00112139j -3.31674e-16-0.00461556j 4.08124e-16+0.00625689j -1.17576e-16-0.00114892j -6.72602e-16+0.0120371j -1.1457e-15+0.000866405j 5.46578e-16+0.000803397j -6.24355e-16+1.71575e-05j 4.32991e-15+0.00352162j 4.57786e-15+0.00771546j 9.30716e-17-0.00208413j 3.75656e-18+0.0019886j -5.29667e-17-0.00179049j -8.18555e-17-0.00493233j 1.57721e-17+0.00253069j 1.49497e-17-0.0045344j 8.91526e-17+0.00291204j 4.94954e-17-0.00180724j -1.74361e-18+0.00685599j 4.05955e-17+0.000814415j -1.4497e-17-0.00243295j -4.16963e-17+0.00202416j 4.18843e-15+0.00909954j 9.12645e-16-0.011054j 
