-1.36614-6.45133e-13j 0.5479-3.45273e-13j -0.625045+3.60977e-14j -0.0131499-2.85088e-14j 0.0701692-3.29821e-15j -0.145263+1.05009e-14j -0.138043+3.86199e-16j -0.130352+4.1546e-14j 0.0743717+3.13545e-15j 0.037537-5.39034e-16j 0.00937319-3.2525e-15j 0.0515968-7.40598e-15j -0.0865857+8.93276e-15j 0.00964246-7.91183e-15j 0.0920976-6.78437e-15j 0.0111445-3.66489e-15j -0.0699258+1.48729e-14j 0.0518476-2.42096e-16j 0.0646853-7.16491e-15j -0.0572012+6.21282e-15j -0.0441287-1.9445e-15j -0.000943391-4.83238e-15j -0.0616369+8.4958e-15j -0.0570023+9.6283e-15j -0.0835299+1.20475e-14j -0.0104953-4.79473e-15j -0.115415+1.26891e-14j 0.121016-3.54987e-15j 0.0342932-5.33623e-14j -0.130519+8.30322e-13j 0.0775404+5.00685e-13j 0.148331+1.83761e-14j 0.171254-1.13124e-13j -0.208455-3.3829e-15j 0.0352365-2.2533e-15j -0.0472928+7.3948e-15j -0.114886+2.35791e-15j 0.0698628-8.7387e-15j 0.0481263+1.62257e-16j 0.0592215-3.99039e-15j -0.051159+7.58223e-16j 0.00972214-4.16187e-15j -0.00327006-9.33083e-15j -0.0363523+5.09417e-15j 0.00640986+7.19442e-16j -0.0200399+1.69679e-15j -0.0601715+4.40912e-15j 0.0374091-4.43699e-16j 0.000594239+2.11917e-16j -0.0106319+1.65265e-15j 0.0112747+3.72929e-15j -0.0356409-3.25314e-16j 0.0714826+3.81256e-17j -0.0169861+4.91445e-15j -0.0527126+7.19866e-15j 0.00429871+5.2343e-15j -0.0612264+6.64134e-15j 0.00489147+5.35553e-16j -0.0572933+4.62264e-15j -0.0282397+2.12354e-15j -0.0815639-2.06111e-15j -0.00529047+2.78761e-15j -0.0216233-6.26421e-16j -0.000938126+2.04383e-16j -0.102426+2.97759e-15j 0.0157395+4.59939e-15j 0.0833676-5.14495e-15j 0.0322288-1.39959e-15j -0.053676-6.10922e-15j -0.130887+7.87323e-15j 0.16978+1.24054e-14j 0.10913-8.04742e-14j 
-0.143093-3.08918e-15j 0.0139465-6.41604e-14j -0.0177539+1.27534e-14j 0.0553798-2.98648e-14j 0.0434419-2.67289e-14j -0.0180417+1.00589e-14j 0.0033521+3.96618e-16j -0.0361471+3.05687e-14j -0.00191484-2.72806e-16j -0.019655+1.14149e-14j 0.00487118-1.42519e-15j 0.0255363-1.57615e-14j -0.0104865+8.79178e-15j 0.00426955-2.73575e-15j 0.0238333-1.58983e-14j 0.000750605-2.09468e-15j -0.0256048+1.80201e-14j -0.00110387-2.90612e-15j 0.016662-1.37593e-14j -0.017229+1.14443e-14j 0.00336677+2.27013e-15j 0.0504699-1.91342e-14j -0.0420927+2.69098e-14j 0.00233332+6.68483e-15j -0.0561822+3.78712e-14j 0.0119801-4.91681e-15j -0.121902+6.99267e-14j 0.0592174-4.34112e-14j 0.00463856-9.48007e-14j -0.190595+1.29995e-12j -0.0107385-1.22171e-14j 0.125182-7.99959e-14j 0.169297-2.0003e-13j -0.00299573+5.12779e-15j 0.084121-5.29e-14j -0.0140355+1.07312e-14j -0.00136918+5.46043e-15j 0.176894-1.03415e-13j 0.0116529-7.64163e-15j -0.0450844+2.95765e-14j 0.0239233-7.49777e-15j 0.0749373-4.41354e-14j 0.00665231+1.83683e-14j -0.0681077+4.14537e-14j -0.0535811+3.62571e-14j -0.121877+6.78601e-14j -0.0238491+1.48104e-14j 0.08196-4.92676e-14j 0.187023-9.104e-14j -0.0787109+2.44903e-14j 0.109588-6.08178e-14j 0.0625997-3.75769e-14j 0.349106-2.01164e-13j 0.0296271-2.98224e-14j 0.0696447-4.21307e-14j -0.37341+2.6772e-13j -0.0930412+1.12906e-13j -0.140115+1.06342e-13j -0.0808313+5.07565e-14j -0.156754+1.15915e-13j 0.26308-1.54832e-13j 0.636746-3.80218e-13j 0.252525-1.57525e-13j 0.812486-5.17874e-13j -0.0787088+3.0025e-14j -0.0128887+2.52608e-14j -0.217528+1.27039e-13j 0.252876-1.45273e-13j -0.134302+6.44056e-14j 0.0723428-4.03619e-14j -0.151435+1.1612e-13j 0.000294041-7.79933e-14j 
0.0320636-7.78696e-14j -0.294857-3.53042e-14j -0.0205626-2.55873e-15j 0.0646811+1.9947e-16j -0.0412347-3.80105e-16j -0.0177786-8.84494e-16j 0.0397202-3.7272e-16j -0.0181306+3.26666e-15j -0.0222112-3.3943e-15j 0.0197038+2.37472e-15j 0.0536347-4.43142e-15j -0.00359777+2.15803e-15j 0.00288604+6.2628e-16j 0.031599-1.98442e-15j -0.0354328+2.95836e-15j -0.0371395+3.33609e-15j 0.0140769-5.92348e-15j -0.0528217-5.72605e-16j -0.0040519-1.2965e-15j 0.049312-4.11642e-15j 0.0550604+1.35293e-15j 0.0101751+2.2715e-15j -0.0626124+2.11673e-15j 0.164396-3.13606e-14j 0.0974319-7.65425e-15j 0.0674375+7.10554e-16j -0.0854789+1.4117e-15j -0.313678-8.67782e-15j -0.554806+9.93524e-14j 0.162433-1.22091e-12j 0.469201+2.83157e-12j 0.00637037+1.21112e-13j 0.117539-9.89346e-14j 0.373858-6.43113e-15j -0.0711226-4.35398e-15j -0.0173903+4.29588e-15j 0.184885-4.14542e-15j 0.0444627-3.07161e-16j -0.0531936-1.05124e-15j 0.0238408+1.61327e-15j 0.181034-4.93305e-15j 0.0485534-1.7477e-15j -0.114341-4.46386e-13j 0.00775841-6.75852e-16j 0.0865177-1.08185e-14j -0.00694451+3.35297e-15j 0.135532-6.48445e-16j -0.100114+4.7154e-15j 0.0433319+4.58343e-15j -0.0921931+2.58053e-15j 0.0835949+1.64446e-14j 0.0123173-9.33866e-15j -0.19995-1.34851e-16j -0.0350267-7.09832e-15j 0.200349-5.65808e-15j -0.335232-9.838e-16j 0.245122+4.60482e-15j 0.0204549-4.55577e-15j 0.0425075+3.49652e-14j 0.00319903+1.13857e-14j 0.245873+5.94761e-15j -0.276683+5.8493e-15j 0.349696-1.28147e-14j 0.0740518+2.6454e-14j -0.2856+3.84938e-14j 0.0173405-1.69306e-14j 0.411113-2.77508e-14j 0.0762388-9.11058e-15j -0.139266+9.67982e-15j -0.0715758-1.7624e-15j 0.0572446+6.49593e-14j 0.143589-2.10804e-13j 
-0.107547-6.68368e-14j -0.0147903-2.94138e-14j 0.0293065-2.82899e-15j -0.0354738+1.34794e-14j 0.0335556-2.39616e-15j -0.0140917+2.89259e-15j -0.0223435+6.99229e-15j -0.00314401+1.00531e-15j 0.0214633-3.81902e-15j 0.00795836-6.11509e-15j -0.00167572+3.94313e-16j 0.0135057-1.55783e-15j -0.0203968+6.16647e-15j -0.009183+3.16051e-15j 0.042555-9.34672e-15j -0.0093806+1.39508e-15j -0.0185636+5.59792e-15j 0.0285652-7.96535e-15j 0.0439686-9.68335e-15j -0.00234489-9.1026e-16j -0.0123716+3.1634e-15j 0.00996018+8.10782e-16j -0.0308214+4.67584e-15j 0.0156376-5.83106e-15j -0.06598+7.34926e-15j -0.031336+3.6848e-15j -0.243133+4.19523e-14j 0.059606+2.99407e-15j -0.138481-1.45696e-13j -0.487633+3.04609e-12j -0.0697967-3.09808e-13j 0.412292-1.09509e-13j 0.247362-1.94805e-13j -0.0929038-4.90395e-15j 0.0797415-7.28839e-15j -0.0841229+1.91506e-14j -0.0152704-2.2369e-15j 0.0426644+1.63246e-15j 0.036707-6.01748e-15j 0.0311645-1.1488e-14j -0.0340021+4.65209e-15j 0.0541791-7.75507e-15j -0.0409877-1.496e-13j -0.0191395+7.5894e-16j 0.0328698-1.07964e-14j -0.0402457-4.11419e-15j -0.0524791+3.51124e-15j -0.0268308+1.91645e-14j -0.0207267-1.04854e-15j -0.000299552-1.13788e-14j 0.0374972+2.09635e-15j -0.0842902+1.35133e-14j 0.0322605+1.84459e-15j -0.0830631+2.01998e-14j -0.128685+3.44374e-14j -0.0107574+7.97918e-15j -0.0961793+2.12118e-14j 0.0654856-2.02618e-14j -0.378738+6.3626e-14j -0.0406234+5.24373e-15j 0.0383588-3.20024e-14j -0.198946+4.76063e-14j 0.192566-5.63147e-14j -0.336148+6.29611e-14j -0.576335+9.9416e-14j -0.054104+5.26117e-14j 0.15006-6.31025e-14j 0.171681-2.0623e-14j -0.129531+3.48802e-15j -0.130811+5.29501e-14j 0.037698+4.36903e-14j 0.147729-2.48997e-13j 
0.0224889-1.89444e-14j -0.171029+2.57068e-14j 0.0813214-6.66486e-15j 0.0558724-4.60694e-14j -0.013308-7.93271e-15j 0.0370387+1.64151e-15j 0.0653439-1.89682e-14j 0.0303719+2.80279e-15j -0.0279296+1.43642e-14j -0.0289836+1.25667e-14j 0.0143388-6.57558e-15j -0.00121444-5.32109e-15j 0.0280972-8.23617e-15j 0.00921285-3.12302e-15j -0.0296726+7.22439e-15j -0.00281992+1.47517e-16j 0.0104128-3.95746e-16j -0.0199071+1.5724e-14j -0.0162856+7.29856e-15j 0.0115663-2.3964e-15j 0.0159138-1.38433e-14j 0.0090444-1.23279e-15j -0.00307417+8.10527e-15j 0.0410835-3.70391e-14j 0.0530144+4.18484e-15j -0.00823474-1.78468e-14j -0.00672848+1.08408e-14j 0.0348859-6.50399e-15j 0.140456-5.66981e-14j -0.0446796+3.20638e-13j -0.164746-1.01105e-12j -0.0729277-5.64289e-15j -0.0537215+2.17705e-14j -0.0617344-2.03947e-14j -0.0256701-1.26176e-14j 0.0216131-5.56097e-15j 0.0913337-2.0517e-14j -0.0869793-4.47388e-14j -0.0134552+9.51839e-15j -0.082435+2.17972e-14j 0.0715955-2.36897e-14j 0.0994638-2.34911e-14j -0.0458694-1.85782e-13j 0.060125+1.40696e-14j -0.0209223-1.02283e-15j 0.002991+4.25008e-14j 0.156291-8.38111e-15j 0.0310918-2.56251e-14j -0.0295219+1.63259e-14j -0.0589774+3.31898e-14j 0.0164382-1.10192e-14j 0.0554894-4.22767e-14j -0.106871+2.48899e-14j 0.0266462+3.89198e-14j 0.230399-7.32594e-14j -0.312794+1.0381e-13j 0.118191-8.18171e-14j 0.0619354+9.25312e-15j -0.0657075+2.83093e-14j -0.139381+8.34061e-14j -0.135804-9.12512e-15j -0.124895+3.76117e-14j 0.241004-5.05204e-14j 0.274999+8.74585e-14j -0.37991+1.5581e-13j 0.519935-2.71991e-13j 0.920627+7.37759e-14j -0.00603818-1.47905e-13j -0.34431+1.28872e-13j 0.164048-1.28672e-13j -0.0907032+2.31952e-13j 0.272263-5.08851e-13j 
0.108862+1.98388e-14j 0.0607829-5.31015e-14j 0.0118412+1.39498e-14j -0.119434+1.16264e-13j -0.0387463+2.56483e-14j 0.0204799-4.28589e-15j -0.027138+4.28955e-14j 0.0457217-3.92053e-14j 0.0309972-3.29245e-14j 0.0289713-3.35401e-14j -0.00751386+1.04419e-14j -0.0214895+1.68469e-14j -0.0104662+1.77407e-14j -0.00356614+5.62022e-15j 0.00167674-1.2389e-14j -0.00313548+2.9983e-15j 0.0130402-6.89804e-15j 0.036733-3.68109e-14j 0.0120639-1.56351e-14j 0.00518093+7.78633e-17j -0.0340427+3.38592e-14j -0.0109991+5.43137e-15j 0.020556-1.75212e-14j -0.0693314+7.34223e-14j 0.0612535-2.99104e-14j -0.062482+5.05668e-14j 0.0450106-2.79243e-14j -0.0321192+3.44096e-14j -0.072009+9.47147e-14j -0.0305021+1.90559e-13j -0.0300613-1.79897e-13j 0.0792096-1.1406e-13j -0.0783838+8.9628e-14j -0.0789339+5.46514e-14j -0.0718906+4.48814e-14j -0.0129875+2.02756e-14j -0.0114014+3.86942e-14j -0.195357+1.33259e-13j 0.017411-2.10908e-14j 0.0380137-5.50876e-14j -0.0401189+5.5275e-14j -0.0271331+4.85283e-14j -0.02685-9.9011e-14j 0.0955627-6.83743e-14j 0.010857-2.03311e-14j 0.147751-1.10652e-13j 0.0511445+1.3455e-15j -0.0811128+7.66267e-14j 0.0612971-5.30065e-14j 0.0546584-6.52537e-14j -0.0278188+3.46175e-14j -0.113283+1.12614e-13j 0.0204026-5.58711e-14j 0.241114-2.08933e-13j -0.0701239+1.19132e-13j 0.137759-1.92448e-13j -0.240638+2.5063e-13j 0.0711094-3.28032e-14j 0.05884-3.99731e-14j 0.184006-1.92251e-13j -0.0814889+2.13152e-14j 0.0901896-1.16374e-13j -0.0734751+1.14612e-13j 0.460191-2.93796e-13j 0.410326-4.12135e-13j -0.606393+6.62263e-13j 0.686078-2.95256e-13j -0.543231+4.38608e-13j 0.288014-3.31255e-13j -0.334+3.34104e-13j 0.192814-2.04823e-13j 0.028593+1.07842e-13j 
-0.00445064+5.79187e-15j 0.0162431-1.29473e-15j 0.0611536+8.76164e-16j -0.0346938-1.37943e-15j -0.0171581+4.00997e-16j -0.021028+6.60607e-16j 0.0129796-5.33633e-16j 0.0397033-9.4037e-15j 0.0121482+1.21144e-15j 0.00855636-4.16446e-16j -0.0054589+3.10384e-16j 0.00797993-5.76745e-16j 0.0012814+3.68143e-16j 0.0113867-1.85224e-15j -0.019908+6.45522e-16j -0.00655024+9.16867e-16j 0.0105518+8.13707e-16j 0.0211034+1.67265e-16j 0.0206599+7.44915e-16j 0.0132273+3.42904e-16j -0.0100761-9.09394e-16j -0.00165071-3.17238e-15j -0.00689739+4.55467e-16j -0.00319138+2.70697e-15j -0.0118513-8.00042e-16j -0.109699-2.04861e-15j 0.0634625+2.0512e-15j -0.0294308+1.42404e-17j -0.0277127-9.73215e-15j -0.016229+8.98402e-14j -0.0335093-2.13661e-13j -0.0341274-7.75345e-15j -0.15091+8.58043e-14j 0.0633466+5.37968e-15j 0.025714+2.22592e-15j -0.0755071+3.17963e-15j 0.0758994-1.56769e-15j -0.093298-5.00556e-15j -0.0866353-1.94829e-15j -0.0407322-2.51454e-15j -0.0873463+2.93681e-16j 0.106171-5.66313e-15j -0.0377281-1.48922e-13j 0.147336-3.86975e-15j 0.059983-4.48894e-15j 0.0870375+8.75324e-16j 0.0103024-1.23987e-15j -0.0392582-5.14057e-15j -0.0764036-1.29681e-14j 0.0308284+3.54525e-15j 0.0969932+1.43803e-14j 0.0409713-8.81812e-15j -0.0543569-2.16238e-15j 0.150927-1.3267e-14j -0.0574713-5.93307e-15j -0.0394598+3.76054e-15j 0.073344-1.5216e-14j 0.384197-1.21809e-14j -0.229193+1.76987e-14j -0.127531+1.74693e-14j 0.0124334-3.54045e-16j -0.0667289+1.27652e-15j 0.224978-1.37794e-15j 0.234582-8.48104e-15j -0.135699+2.1394e-15j 0.468517-7.01087e-15j -0.0471789-1.62668e-14j -1.20842+1.45129e-14j 0.401599+6.1e-15j -0.489454+1.63057e-15j -0.0433986+7.69328e-14j 0.104855-1.89734e-13j 
-0.34202-1.66112e-13j 0.21792-7.71112e-14j -0.194456-4.27914e-15j -0.0310141+1.85151e-17j 0.0101681+4.41075e-16j -0.0644556-2.27399e-15j -0.0455511-7.90154e-16j -0.0573775+1.26539e-14j 0.0357052+3.68191e-15j 0.0106605-3.81746e-16j 0.0122983+9.69989e-16j 0.0351444-5.22792e-16j -0.043899+1.46606e-15j 0.0146667-2.87226e-15j 0.0438266-1.53909e-15j 0.0112962-2.04082e-15j -0.0449182+4.90703e-15j 0.0215772-1.27559e-15j 0.0372774-1.51298e-15j -0.0367946+1.83417e-15j -0.0252415+5.18618e-16j -0.00369057-3.42267e-15j -0.0595211-1.02846e-15j -0.0414339+8.08512e-15j -0.0589176+3.28464e-15j -0.0278023-3.08376e-15j -0.176095-4.63374e-15j 0.197083+5.54343e-15j 0.0793907-4.09639e-14j -0.10036+6.53104e-13j 0.0328109+2.35108e-13j 0.126114+1.24395e-14j 0.12526-6.29529e-14j -0.180989-1.1533e-14j -0.0165784+1.58651e-15j -0.0669244+1.1628e-15j -0.105621-6.27424e-15j 0.102576+2.47971e-15j 0.0499148+2.7602e-15j 0.117562+2.56081e-15j -0.075689+1.62577e-16j 0.0268427-3.11018e-15j -0.058303-2.2832e-13j -0.120807+4.92212e-15j 0.0558343+2.93089e-16j -0.03821+2.20477e-17j -0.0844583-6.5555e-16j 0.107863+4.59234e-15j 0.0279927+4.76252e-15j -0.085945-3.52815e-15j -0.0238737-2.32478e-15j -0.0564109-3.85318e-15j 0.214323+1.33099e-14j -0.133875+2.76991e-15j 0.0106909+3.30873e-15j -0.125531+2.03633e-14j -0.127628+2.25836e-14j -0.144343+2.31208e-15j -0.361023-2.85441e-15j -0.26356+1.28347e-14j -0.235334-2.3421e-14j -0.123899-1.23617e-14j 0.274297+4.62195e-15j 0.0529147-1.17108e-14j -0.0792209-1.00467e-14j 0.225789-1.49099e-15j 0.442431+6.54736e-15j 0.103358+5.40699e-15j 0.272583+1.50758e-14j 1.10668+3.26122e-14j -0.269183-1.27291e-13j -0.322496+3.59467e-13j 
0.279065+3.1463e-13j 0.351236+1.60056e-13j -0.000482773+4.83154e-16j -0.190435+1.07707e-15j -0.0185027-3.16457e-16j 0.0388739+8.2676e-16j -0.0864875+9.99892e-18j 0.042981-1.05578e-14j 0.0361341+1.58284e-15j 0.0250404-1.89994e-15j -0.0605762+1.95461e-15j -0.0375968-1.4834e-15j -0.00171911-1.53094e-15j -0.0389231+3.48398e-15j 0.0208107-2.44994e-15j 0.0261085+1.06578e-16j 0.0168881+1.15898e-15j 0.0514401+1.03778e-17j -0.0182487+7.79668e-16j -0.0176223+6.48245e-16j -0.0539009-9.09178e-16j -0.0291794-6.07258e-15j 0.0793728-1.85726e-15j -0.0889133+9.63982e-15j 0.0206502+1.56154e-15j -0.0262627+1.13719e-15j 0.200472+1.09211e-14j 0.159616+8.30694e-15j 0.168607+5.76406e-14j 0.142509-8.10109e-13j -0.121771-7.32229e-13j 0.0131073-3.84196e-14j -0.135444+8.60536e-14j -0.148937+8.6611e-15j -0.0649108+2.6036e-15j 0.051893-2.66517e-15j -0.144783+2.27534e-15j -0.12987+5.9376e-16j 0.0406144-1.96234e-15j 0.0372284-2.20032e-15j -0.106818+2.2272e-16j -0.117623+1.39365e-15j 0.113397+4.45663e-13j 0.0790815-2.09037e-15j -0.0241616+2.57347e-15j 0.0845997+8.07568e-16j -0.0711388-2.57206e-15j -0.0314924+6.30119e-16j -0.050923-5.29456e-15j 0.195256-5.69986e-16j -0.0146103-7.01348e-15j -0.0204239+6.64837e-15j 0.125294+7.28436e-16j -0.025607+3.24394e-15j 0.112466-5.72744e-15j 0.075268+2.10415e-15j -0.0621524+3.49735e-15j 0.0986113+2.06755e-15j 0.0312798+7.25622e-15j -0.0704767-9.23768e-16j -0.214999-1.53214e-15j 0.310438+5.19785e-15j -0.352717-8.67314e-16j -0.0494659+2.50704e-15j 0.340622+1.16606e-14j 0.629491-3.49274e-15j 0.0736129-6.48067e-15j 0.502453-1.24572e-14j 0.830806+1.58023e-15j 0.240881+9.90119e-15j 0.347667-2.91304e-13j -0.41972+8.53922e-13j 
0.492418+2.05777e-13j -0.291927+1.19552e-13j 0.113457-5.53378e-15j 0.0511599-2.28702e-15j -0.0966697+3.79064e-15j 0.0539058-3.68761e-15j 0.0494679-1.9718e-15j 0.0370767-1.02904e-14j -0.0395303-1.8614e-15j 0.0122099+2.55347e-15j 0.0104473-1.20261e-15j -0.0420711+3.70878e-15j 0.0401235-4.81387e-15j 0.00281844+1.92923e-15j -0.0648508+5.48461e-15j -0.00666712+2.99206e-15j 0.0451287-9.47021e-15j -0.0419541+3.28455e-15j -0.0494342+5.60629e-15j 0.039465-3.13383e-15j 0.0317279-4.96127e-16j -0.00729302+7.56976e-16j 0.0357953-2.71474e-15j 0.0500436-1.13158e-14j 0.0787396-7.43242e-15j 0.0290757-1.65858e-15j 0.118283-8.18263e-15j -0.136157+9.16473e-16j -0.144909+1.6413e-13j 0.386777-2.47876e-12j 0.126594+7.08478e-13j -0.166461+5.0877e-14j 0.083012-6.30963e-14j 0.150423-1.41034e-14j -0.270391+1.31743e-14j -9.41435e-05-4.70333e-15j 0.0233787+4.90132e-16j 0.0178257-8.01465e-15j -0.0851453+2.70779e-15j 0.0914086+3.30357e-16j 0.0679499-5.261e-15j -0.0768571+7.74939e-15j -0.0510425-1.98823e-13j 0.00962132+4.57645e-15j 0.102394-6.0524e-15j 0.0807992+1.13207e-15j 0.0961492-6.8082e-15j -0.0611141-6.59454e-16j 0.00769722-1.32496e-15j 0.0279305+3.79736e-16j -0.0252615-1.9892e-15j 4.08596e-05-2.98877e-15j -0.0745097-9.3985e-17j -0.0127009+1.59731e-15j 0.0933701-8.03368e-15j 0.0478384-1.42858e-14j 0.16387-2.21815e-14j -0.0866507+7.65103e-15j 0.0858545-5.87422e-15j -0.0223088+5.69377e-15j 0.150563+3.63209e-16j -0.0307541+2.04645e-15j 0.0841257-1.28835e-14j 0.122397-5.04718e-15j 0.313793+4.51642e-15j 0.030641-4.14447e-15j -0.370479+1.195e-14j -0.0396673+1.5462e-14j 0.451498+2.38765e-14j 0.808232-3.26363e-14j 0.388292-1.77811e-13j -0.202613+5.5621e-13j 
-0.244068-3.11639e-13j -0.467313-1.69822e-13j -0.0363079+6.00947e-15j 0.102211+3.12364e-16j -0.0279877-2.13044e-15j -0.0673761+1.25347e-15j 0.0377304+1.68631e-15j -0.0146155+4.42934e-15j 0.0011187-2.84647e-15j 0.0338587+1.42846e-15j 0.0601523-3.99811e-15j 0.0169227+8.18978e-16j -0.0179792+3.5213e-15j 0.0377645-4.2759e-15j -0.0190863+7.7078e-16j -0.0421709+1.48321e-15j 0.00143987-4.31946e-16j -0.0167254-1.22148e-15j 0.0406069-9.76709e-16j 0.0401566-3.96327e-16j 0.0307826+1.68698e-15j 0.00963072-1.536e-15j -0.0734848+2.42717e-15j 0.0684799-8.63151e-15j 0.00148944+4.50492e-16j 0.013431-1.20896e-15j -0.096284+8.40928e-16j -0.109466-7.50624e-15j -0.381305-3.36734e-14j -0.112612+5.4967e-13j 0.13392+8.44274e-13j 0.117701+2.83353e-14j 0.0465073-2.61774e-14j -0.0244179+5.60104e-15j 0.00789622-8.39098e-15j -0.155193+7.72643e-15j -0.00411537-4.37323e-16j -0.0696178+1.81923e-15j 0.0202713-3.93974e-15j 0.137334+3.1445e-16j 0.00981351+2.37017e-15j 0.0199661-4.27686e-15j -0.0914276-3.5726e-13j 0.058412-2.79005e-15j 0.126848-1.1451e-15j 0.0566543+2.86067e-15j -0.0475962+4.09436e-15j -0.128416+5.87186e-16j 0.0307033+2.49815e-16j -0.0130714+1.56404e-15j 0.0500833+2.51719e-14j -0.162125-1.26329e-14j -0.00780956-8.1419e-15j 0.0301241+1.28896e-16j -0.08024+7.68653e-15j -0.029194+7.321e-15j -0.128306+1.62245e-14j 0.21453-1.1123e-15j -0.0723496+3.80825e-15j 0.180483-3.33369e-15j 0.0565678+1.08832e-14j -0.0870452-9.61261e-15j -0.252852+6.56017e-15j -0.158882+5.01208e-15j 0.392723+7.05183e-15j -0.212292+5.0888e-15j 0.0351457-9.77997e-15j 0.525555-2.38842e-14j 0.956759+2.13251e-15j -0.25733+3.67285e-14j 0.337505+1.29051e-13j 0.344112-3.74849e-13j 
0.0327186+8.35718e-16j -0.0525279+2.43534e-15j 0.00333787-5.37349e-15j 0.241989-1.49715e-15j -0.00598388+7.39579e-16j -0.0233617-2.29632e-15j 0.0564736-1.39646e-15j -0.0653669+1.49188e-14j -0.0429626-1.32911e-15j -0.0426329+2.4494e-15j 0.0095281+4.11519e-16j 0.0328174-1.91684e-16j 0.0123006-9.40722e-17j 0.018512-4.01946e-16j -0.017257+8.03743e-16j 0.00780963-8.14391e-16j -0.0168666-5.60034e-16j -0.040408-9.63028e-16j -0.0142026-1.09086e-15j -0.0124664-1.05143e-15j 0.0341615+8.33139e-16j 0.010355+2.90992e-15j -0.0316404+1.81355e-16j 0.0260622-2.86669e-15j -0.0156974-4.81888e-16j 0.0349955+6.56079e-16j -0.0474665-2.5726e-15j -0.00853213-1.24505e-15j -0.00840128-1.09114e-14j -0.0268084+1.61018e-13j 0.216673+1.25021e-12j -0.205707+7.19494e-14j 0.476021-2.98661e-13j 0.350058-3.20625e-14j -0.151281+3.25987e-16j -0.0309224+1.10209e-15j 0.0515914-7.30043e-15j 0.429642-3.85023e-15j -0.130272+6.81489e-15j 0.0259123+6.68244e-15j 0.0625637-3.41311e-16j 0.0599795-3.03418e-16j -0.0711594-2.80382e-13j -0.13841-1.25601e-15j 0.00671139-2.51136e-16j -0.108477-2.71505e-15j -0.0368777-5.59984e-16j 0.0523755-3.40221e-15j 0.0622651+1.17515e-14j -0.175252+1.71045e-15j 0.0101104-1.34276e-14j 0.197735+2.87221e-15j -0.0566369+1.31268e-14j 0.0146255-1.16664e-14j 0.0168017-3.10659e-15j -0.189913+9.59889e-15j -0.0237118+9.80023e-15j -0.0127099-3.26553e-15j -0.0141954-1.03875e-14j 0.00475902-2.35155e-15j -0.00743361-5.09866e-15j -0.114426+4.15332e-15j 0.171264+2.21763e-15j -0.265802-2.41945e-15j 0.171278-1.4044e-14j -0.274993-5.98686e-15j 0.365384+3.89477e-15j -0.0942611+2.0012e-15j 0.208225-1.40372e-14j -0.389063-9.50533e-15j -0.825484+1.57452e-13j 0.0254776-5.03929e-13j 
-0.0452992-8.88525e-14j -0.153767-4.1965e-14j -0.254614+6.25615e-16j 0.0541673+6.10307e-15j -0.041062+1.57724e-15j -0.0596415-2.20523e-15j -0.0656866+2.31154e-15j -0.0767064+1.6023e-14j 0.0173105-3.12229e-15j 0.0431101-3.33167e-16j 0.0191294+1.59749e-17j -0.00502579+1.41503e-15j -0.0339277+6.44261e-16j 0.00676544-9.22753e-16j 0.0217937-1.89815e-17j 0.000533887-1.58717e-16j -0.017047-2.15468e-16j -0.00857784-2.1199e-15j 0.00140161-1.40535e-15j -0.0110854-7.91236e-16j -0.0018542+1.45207e-15j -0.0107112-2.29048e-15j -0.0236106-1.56023e-15j 0.0061808-5.51023e-16j 0.00285334+1.93063e-16j 0.0101994-7.17885e-16j -0.0390081-5.03629e-15j -0.00197668-1.40115e-15j -0.0550774+1.26312e-14j 0.0263632-1.91368e-13j 0.285788+1.78659e-12j 0.195903+8.02594e-14j 0.396638-2.13839e-13j -0.312534-7.78903e-15j -0.168904-2.66751e-15j -0.121094-1.51008e-15j -0.310942+1.97042e-15j 0.12244+1.12418e-14j 0.126771-1.35481e-15j 0.284195+2.03306e-15j -0.015975+2.1846e-16j -0.151857+8.45061e-15j -4.78237e-06+5.41629e-15j -0.117974+4.6067e-15j 0.0887+4.85725e-15j -0.0254586-7.42629e-15j -0.191931+1.48007e-15j -0.0432261+5.6865e-15j 0.0763835+1.35093e-14j -0.00787312-1.2587e-14j 0.0216157+6.02907e-15j -0.0688347+8.57429e-16j 0.163248+8.21035e-15j -0.0976898+8.53964e-15j -0.00498642+7.15083e-15j 0.00551124+1.44023e-15j -0.0835375+8.5168e-15j -0.100344-1.29726e-15j -0.194088+1.37405e-15j -0.14947+1.0341e-14j -0.0321071-9.11944e-15j 0.137575+3.73868e-16j 0.202996+6.14782e-15j 0.0193691-9.56144e-15j -0.374898-4.63719e-15j 0.00840279-6.78596e-15j 0.070312+7.46211e-15j -0.449768+9.11333e-16j -0.196556-5.78765e-15j -0.205745-7.10802e-15j 0.0455924-5.47363e-13j -0.959379+1.54816e-12j 
