-1.36614-6.45133e-13j 0.5479-3.45273e-13j -0.625045+3.60977e-14j -0.0131499-2.85088e-14j 0.0701692-3.29821e-15j -0.145263+1.05009e-14j -0.138043+3.86199e-16j -0.130352+4.1546e-14j 0.0743717+3.13545e-15j 0.037537-5.39034e-16j 0.00937319-3.2525e-15j 0.0515968-7.40598e-15j -0.0865857+8.93276e-15j 0.00964246-7.91183e-15j 0.0920976-6.78437e-15j 0.0111445-3.66489e-15j -0.0699258+1.48729e-14j 0.0518476-2.42096e-16j 0.0646853-7.16491e-15j -0.0572012+6.21282e-15j -0.0441287-1.9445e-15j -0.000943391-4.83238e-15j -0.0616369+8.4958e-15j -0.0570023+9.6283e-15j -0.0835299+1.20475e-14j -0.0104953-4.79473e-15j -0.115415+1.26891e-14j 0.121016-3.54987e-15j 0.0342932-5.33623e-14j -0.130519+8.30322e-13j 0.0775404+5.00685e-13j 0.148331+1.83761e-14j 0.171254-1.13124e-13j -0.208455-3.3829e-15j 0.0352365-2.2533e-15j -0.0472928+7.3948e-15j -0.114886+2.35791e-15j 0.0698628-8.7387e-15j 0.0481263+1.62257e-16j 0.0592215-3.99039e-15j -0.051159+7.58223e-16j 0.00972214-4.16187e-15j -0.00327006-9.33083e-15j -0.0363523+5.09417e-15j 0.00640986+7.19442e-16j -0.0200399+1.69679e-15j -0.0601715+4.40912e-15j 0.0374091-4.43699e-16j 0.000594239+2.11917e-16j -0.0106319+1.65265e-15j 0.0112747+3.72929e-15j -0.0356409-3.25314e-16j 0.0714826+3.81256e-17j -0.0169861+4.91445e-15j -0.0527126+7.19866e-15j 0.00429871+5.2343e-15j -0.0612264+6.64134e-15j 0.00489147+5.35553e-16j -0.0572933+4.62264e-15j -0.0282397+2.12354e-15j -0.0815639-2.06111e-15j -0.00529047+2.78761e-15j -0.0216233-6.26421e-16j -0.000938126+2.04383e-16j -0.102426+2.97759e-15j 0.0157395+4.59939e-15j 0.0833676-5.14495e-15j 0.0322288-1.39959e-15j -0.053676-6.10922e-15j -0.130887+7.87323e-15j 0.16978+1.24054e-14j 0.10913-8.04742e-14j 
0.022343+2.07931e-14j 0.0390152+1.39523e-14j 0.0437552-4.1298e-15j -0.0118147+2.06331e-15j 0.00810084-7.0844e-16j 0.0154729-3.61335e-15j 0.0159456-1.20469e-15j 0.0228334-6.62248e-15j -0.00171071+1.16184e-15j -0.0141736-3.28642e-16j -0.000738253-1.49132e-15j 0.00737338+1.57651e-15j 0.00329385-7.37331e-16j 0.00826342-2.58588e-15j -0.00859923+4.81009e-16j 0.00228687+1.51604e-15j -0.000767224+1.57817e-15j 0.00892202+3.49896e-16j -7.07499e-05-2.70166e-15j -0.0010392+1.95435e-15j -0.00333308+1.42792e-16j -0.00575848-7.53682e-16j -0.00154331+3.09925e-16j -0.009261+3.22426e-15j -0.00165384+1.99944e-15j -0.0089773-9.9095e-16j 0.0201675-1.37905e-15j 0.013112-6.88371e-16j 0.01523+2.75343e-15j 0.00657269-3.91438e-14j -0.0341831-2.091e-13j -0.0117077-9.17484e-15j -0.0388344+2.65074e-14j 0.0236872-6.99201e-16j 0.0292796-2.91918e-15j 0.00555575-5.78131e-15j 0.0288153-2.47801e-15j -0.0184297+1.09159e-15j -0.00781204-9.2539e-16j -0.0455845+2.4428e-15j -0.0103068-3.88828e-15j 0.0340843+1.32593e-15j 0.00128262+1.75966e-15j 0.00816535-3.98692e-15j -0.0187513+1.71841e-16j -0.00524373+6.32019e-16j 0.00842316-4.80636e-15j 0.0147592-9.38311e-16j -0.00522007-1.15679e-15j -0.000134251+2.58959e-15j 0.00187225-4.79432e-16j 0.0206068+3.27555e-15j 0.00624858+3.17429e-15j 0.00850484-1.42621e-15j -0.00931028+2.32777e-17j -0.0113968+4.18303e-15j -0.0176868+4.40865e-15j 0.0172417+4.82425e-16j -0.000383406+5.83174e-15j 0.0152793+1.95989e-15j -0.000927076+3.59789e-15j -0.000586777-1.86293e-15j -0.0174254-2.7837e-15j 0.00815161-2.01644e-15j -0.0213636+6.95633e-15j 0.00796759-3.17855e-15j 0.0100475-5.93128e-15j 0.0368372+7.96733e-16j -0.044111+9.53559e-15j 0.0300974+1.8497e-15j -0.00222125-1.31184e-14j -0.0478623+6.37883e-14j 
-0.0265205-6.25285e-15j 0.0282459-5.95179e-15j -0.0464541+1.71153e-15j -0.0271111+1.33388e-16j -0.0278526+8.6593e-16j -0.00242514+9.17603e-16j -0.012134+8.07603e-16j 0.011412-3.41328e-15j 0.01351+6.68111e-16j 0.0097578-8.37379e-16j -0.00274665+8.3272e-16j -0.00218787-4.174e-16j -0.00887214+1.03331e-15j 0.00940735-9.84752e-16j -0.00793097+9.72968e-16j -0.0107603+7.0157e-16j 0.00316678-9.4607e-16j 0.00753988-6.47734e-16j -0.00170346+1.16335e-15j -0.000612791-7.63538e-16j 0.0015097-3.13719e-16j -0.0013636-1.03869e-15j -0.00585199+5.63902e-16j 0.00398348-1.09534e-15j 0.00146335-8.27997e-16j 0.00191085-4.40639e-17j -0.004702+1.25245e-15j 0.006549-5.48929e-16j 0.00506628+4.81504e-15j 0.0111291-6.62666e-14j 0.00319149+1.8455e-14j -0.000486162+6.46414e-16j -0.0042653+1.78114e-15j -0.0230186+5.83437e-16j -0.0239739+7.33004e-16j -0.00552102+6.68332e-16j -0.00618439+1.36312e-15j -0.0200234+4.41471e-16j 0.0140311+4.18196e-16j 0.0062218-7.23103e-16j -0.0220869+9.98807e-16j -0.00427704-4.97759e-16j -0.00105594-4.36435e-15j 0.00419559+1.18151e-17j 0.00701195-5.79304e-16j 0.0195603+4.78227e-16j 0.00704005+1.66973e-15j -0.0129699+1.24968e-16j 0.00393899+1.05531e-15j 0.0102366-1.4125e-15j 0.00291655+3.85448e-16j -0.000238104-2.23927e-16j -0.00368997-1.14268e-15j 0.00635282+3.26805e-16j -0.00709949+3.10613e-16j 0.0111109-2.92868e-15j -0.00564448-1.57162e-15j 0.00284132+7.84797e-16j 0.00121282-4.11598e-15j 0.00920329-1.80428e-15j 0.00073042-5.56869e-16j 0.000154227+1.96689e-16j -0.0142026+1.30722e-15j -0.0247005+1.58939e-15j 0.0202435-4.17597e-15j -0.0203177+3.56262e-15j -0.027153+2.87292e-15j -0.00028899+8.42223e-16j 0.0404674-3.88555e-15j -0.0384863+1.6128e-15j 0.0453776+8.66776e-16j 0.024747-1.23794e-14j 
-0.00784159+9.47091e-15j 0.0165775-9.72474e-15j -0.015914+1.34266e-14j -0.000205905+6.20758e-16j -0.00448313+4.49117e-15j -0.00180083+1.70408e-15j -0.00884621+6.15557e-15j 0.00474706-4.25888e-15j 0.000414652-1.31372e-15j 0.00203076-1.973e-15j -0.0056556+3.82759e-15j 0.00575262-3.79802e-15j -0.00737521+6.02352e-15j 0.000100688-1.03556e-15j -0.000715251+9.42416e-16j -0.00455018+4.29502e-15j 0.00389115-3.22241e-15j 0.00782006-4.99412e-15j -0.0117116+6.8112e-15j 0.00499186-2.75909e-15j 0.00052114-3.40506e-16j 0.00518127-2.27794e-15j -0.0133204+8.34203e-15j 0.00503115-4.87602e-15j 0.00489383-3.98997e-15j -0.00283816+7.47234e-16j -0.0173914+1.12833e-14j 0.00482113-2.6136e-15j -0.0024701+4.25452e-16j -0.00473631+3.08621e-14j 0.0163304+8.80461e-14j 0.0027533+3.23794e-15j 0.0175314-2.18247e-14j -0.00414958+1.2977e-15j -0.00776167+5.46089e-15j 0.00381803-2.40555e-15j -0.0104313+5.97993e-15j -0.00727081+5.3776e-15j 3.0669e-05+4.40247e-17j 0.00347964-1.95004e-15j 0.00492465-2.65838e-15j 0.00714883-4.80628e-15j -0.00487808-1.48957e-14j -0.00657995+4.40508e-15j 0.0128327-9.57132e-15j -0.00703828+3.99872e-15j -0.0109542+7.49507e-15j 0.00247482+4.70646e-17j 0.00180268-3.00135e-15j 0.00628132-2.92669e-15j -0.000693679-5.78448e-16j 0.0046449-1.80069e-15j 0.00884806-5.92849e-15j -0.0116212+9.63181e-15j -0.00471448+6.36534e-15j 0.0280487-2.03051e-14j -0.000694333+8.67867e-17j -0.00930574+5.73821e-15j 0.0270685-1.83461e-14j 0.0183713-1.31681e-14j 0.00900241-3.06611e-15j -0.00106115-3.37592e-16j -0.0274857+1.85877e-14j -0.0170781+1.12398e-14j 0.0397561-2.76414e-14j -0.0293559+1.81716e-14j -0.0319429+2.14495e-14j -0.00102297+1.473e-15j 0.0448688-3.19332e-14j -0.0144794+8.88791e-15j 0.0725601-6.73761e-14j -0.0198854+8.53157e-14j 
-0.0372724-2.85647e-14j -0.00829988-1.48158e-14j -0.0473615+1.80163e-16j 0.0045133-3.76631e-16j -0.0115251-3.68376e-16j -0.0110997-2.7117e-16j -0.0215646+2.97047e-16j -0.00742836+1.59253e-15j 0.00660493-5.29536e-16j 0.0172437+3.77756e-16j 0.00407823+5.7996e-18j -0.000338471-1.91074e-16j -0.0136436+9.4962e-16j 0.00554568-1.18126e-15j 0.00713699-1.94104e-16j -0.00368761-6.22581e-17j -0.00425159+7.14282e-16j 0.00963172-5.29987e-16j 0.000589558-2.48311e-17j -0.00323867+4.02915e-16j -0.00313794-4.53828e-16j -0.00706373-1.31979e-15j 0.00887747+2.27982e-17j 0.00290811-1.35606e-15j 0.00659558-2.72969e-16j -0.00769774-2.16572e-16j 0.00632376-6.32099e-17j -0.022894+1.26914e-16j -0.0149875-5.54388e-15j -0.0142193+8.14174e-14j 0.00852317+5.00999e-14j -0.000556201+3.04005e-15j 0.036326-2.15855e-14j -0.0172324-1.85846e-15j -0.00829506+3.6349e-16j -0.00260358-1.0829e-15j -0.038007-3.14288e-17j 0.00319813+3.88757e-16j -0.00235635+4.96989e-16j 0.0325679+3.66142e-16j 0.0162169-1.14207e-15j -0.00865884+1.90289e-16j -0.0107138-4.05191e-14j -0.00977528+1.03442e-15j 0.0318109+8.65175e-17j -0.0031847+7.33034e-17j -0.0166492+5.39429e-16j 0.00133035+1.5071e-16j 0.0051281+4.70313e-16j 0.000148383-4.93716e-16j -0.00510113+3.06765e-16j -0.00888494-6.86556e-16j 0.0262306+9.87513e-16j -0.0143261+2.54978e-15j 0.00113205+8.76144e-16j 0.00544241-1.18581e-15j -0.0103221+4.03257e-16j -0.0101337+1.31606e-15j 0.00582508-1.41199e-15j -0.0034095-6.10182e-16j -0.000601394-1.49879e-15j 0.0081532-6.37551e-16j 0.00655381+1.06979e-15j 0.0139396-6.95955e-17j 0.0150383-1.16362e-15j -0.018978+1.08697e-15j 0.00278057+1.94333e-15j -0.0160842-1.20852e-16j 0.023132-2.14733e-16j 0.0124003+4.18217e-16j 0.0234965-1.44449e-14j -0.016654+4.13424e-14j 
0.039909+3.19308e-14j 0.0310575+1.47709e-14j -0.00842939+9.32927e-16j -0.0222261+3.94076e-15j -0.00225044+4.69381e-17j 0.0150487-2.39541e-15j -0.00458508+8.55181e-16j 0.00141187-3.67014e-16j -0.00136195+2.45504e-16j -0.00167015-4.93388e-16j 0.00443697-1.61877e-15j -0.0127784+2.76668e-15j 0.0131971-3.331e-15j -0.00656828+2.08699e-15j -0.00175892-1.81412e-16j 0.00851303-1.25039e-15j 0.00257964-1.03983e-15j -0.0124106+2.3727e-15j -0.00176089-7.10571e-17j 0.00774989-1.68605e-15j 0.00151719+3.2976e-16j 0.00310844+1.55323e-16j 0.00689871-1.8683e-15j 0.000657782+2.58987e-16j 0.00897416-1.7258e-15j -0.00040581+5.17869e-16j 0.0148926-3.72743e-15j -0.0101339+1.50533e-15j 0.0158502+5.51443e-15j 0.0210839-1.26958e-13j -0.0102531-6.72595e-14j -0.0308095+1.68705e-15j -0.0302887+2.4754e-14j -0.0315504+6.54621e-15j -0.0120765+2.08338e-16j 0.0149432-3.16695e-15j -0.00544159+1.62189e-15j -0.024608+2.99796e-15j 0.0156543-2.26031e-15j -0.00249016-4.11516e-16j 0.0230908-3.94504e-15j -0.00936848+2.98087e-15j 0.00809609+2.9215e-14j 0.00762087-2.17162e-15j -0.00416017+4.38496e-16j 0.0149724-1.87857e-15j 0.0459093-7.52843e-15j 0.0247835-4.29519e-15j -0.0312668+1.19363e-15j 0.0166722-1.31763e-15j -0.0317405-5.14394e-16j 0.00584497+3.97439e-15j -0.00777648+6.01308e-16j -0.00961674+7.70845e-16j 0.0390499-9.24648e-15j -0.00490655+2.75197e-15j -0.000251325+9.61507e-16j -0.000161351-7.21223e-16j -0.0139097+4.88918e-15j -0.00494486+2.48897e-15j 0.00672976+9.05726e-18j -0.00423562+1.47745e-15j 0.00395873-1.36576e-15j -0.00824756+1.85233e-15j -0.0157779+5.61747e-15j -0.0123294-1.08746e-15j -0.0197549+9.34561e-16j -0.0165763-1.28355e-15j -0.000215594+1.65676e-15j -0.0378732+3.51204e-15j 0.0704029-1.72407e-15j 0.0354698-2.90626e-14j 
0.018202+2.42737e-14j 0.0257331+2.11032e-14j 0.0136201-8.60252e-15j 0.00216887-6.47231e-15j 0.00765019-1.48485e-15j 0.00527295-1.57815e-15j 0.0123796-7.72341e-15j 0.00204084-1.78817e-15j -0.00803971+1.62949e-15j -0.0169573+4.49545e-15j -0.00510839-1.03917e-16j 0.00251298-3.33037e-15j 0.012444+8.09441e-16j -0.00360145-3.13066e-15j -0.000485182+1.27785e-16j 0.00583842+2.024e-15j -0.00249271+2.53312e-15j -0.00457432+3.07219e-16j 0.000999074+3.22441e-15j -0.00440862+2.70652e-15j 0.00671945-1.63719e-15j -0.00688395-2.72863e-15j -0.00801302-1.98443e-15j 0.0107063-4.6e-15j -0.00708889-4.49543e-15j 0.00579182-1.02621e-15j -0.0177876-1.11232e-15j 0.000210577+4.14603e-15j -0.00178449-1.8231e-15j -0.00994689+5.91543e-14j 0.0124351+7.44e-14j -0.0074337+1.05029e-14j 0.0107965+4.12947e-15j -0.0132099-9.97621e-15j -0.0173851-3.11086e-15j 0.0109961+1.77661e-15j 0.00875094-1.45278e-14j -0.0151873+3.09837e-15j 0.00427998+3.14582e-15j -0.0177227+1.11761e-14j 0.00405555+2.18645e-15j 0.00855266-1.15557e-14j 0.00358469+1.6765e-14j 0.013544-2.02156e-15j 0.000610128+1.37463e-15j 0.00102683+4.80262e-15j 0.0213414-1.52729e-15j 0.00695065-6.03742e-16j 0.00830625-2.23532e-15j -0.00566532+6.03834e-15j 0.0042485+1.16982e-15j 0.0132973-7.23832e-15j -0.00994003+2.53619e-15j 0.00920407-4.54074e-15j -0.00387735+3.29141e-15j -0.012059-1.10543e-15j -0.00796703+9.02013e-16j -0.00201828-1.23403e-15j 0.0191235+2.30032e-15j 0.00272959-2.86492e-15j -0.00130457+3.31107e-15j 0.0101836-3.64904e-15j 0.00736383+1.17801e-14j 0.0206808+2.59402e-15j 0.0148778-8.25642e-15j -0.00445022-8.44861e-15j -0.0123368+1.12175e-14j -0.0597621-5.28935e-15j 0.00668416-1.26558e-15j -0.0209316-1.86901e-14j 0.0373077-3.07782e-14j -0.0667912+1.47594e-13j 
-0.00112387-1.10023e-14j -0.0217452-4.05656e-14j 0.0270035+3.3196e-14j 0.0189379+2.14444e-14j 0.00562773+4.19128e-15j 0.00620555+7.41767e-15j 0.025384+2.98333e-14j 0.00431596+5.76495e-15j -0.00664713-5.87217e-15j -0.0180993-1.86347e-14j -0.000257208+1.55513e-15j 0.00918766+1.06959e-14j 0.000760054-1.49652e-15j 0.00977451+1.31773e-14j -0.00124448-2.30255e-15j -0.00524932-8.73746e-15j -0.00569665-6.07747e-15j -0.00337596-3.2395e-15j -0.00958777-1.32228e-14j -0.00707416-7.4765e-15j 0.00716751+6.9876e-15j 0.00234493+6.06885e-15j 0.00497853+8.68847e-15j 0.0136665+1.1758e-14j 0.0122316+1.72204e-14j 0.00479999+4.46948e-15j 0.000594775+6.90356e-15j -0.0160795-2.15858e-14j -0.00484437-2.99355e-15j 0.0059993-2.60488e-14j -0.00315645-3.53468e-14j -0.027248-3.51934e-14j -0.0313336-3.13356e-14j 0.0215184+3.50164e-14j -0.000683494+5.98002e-15j -0.00550212-8.53929e-15j 0.0450904+5.87237e-14j -0.014475-1.56972e-14j -0.00770001-1.10306e-14j -0.0375737-4.58958e-14j -0.00678409-8.30584e-15j 0.034611+4.18428e-14j -0.00661194-3.54574e-14j 0.00648824+5.01144e-15j -0.00556036-8.94334e-15j -0.0114535-1.55588e-14j 0.0127959+1.30914e-14j 0.00543015+5.842e-15j 0.00913404+1.00023e-14j -0.0163203-1.94133e-14j -0.00619824-1.46007e-14j 0.0273973+3.393e-14j -0.0102207-1.18002e-14j 0.0128752+1.30231e-14j -0.0098193-1.0029e-14j 0.00244812+6.11775e-15j -0.000867559+1.97375e-15j 0.00512787+6.68875e-15j -0.00188801-1.10626e-14j 0.00686806+7.1444e-15j -0.00986766-1.14747e-14j 0.0135178+1.5671e-14j -0.0300952-4.21262e-14j -0.0054222-1.28817e-14j 0.0277826+3.06519e-14j 0.0227385+3.10319e-14j -0.0364443-4.56285e-14j 0.00125311+2.06136e-14j 0.00646847+3.74316e-15j 0.047257+6.67714e-14j -0.0236792-7.91257e-14j -0.0757943+3.22883e-14j 
0.0297875+2.52217e-14j 0.00858911+1.17502e-14j 0.00274087+1.75068e-15j -0.0227503+1.20481e-16j -0.00494284+5.77045e-16j 0.00724459+1.91702e-17j -0.00623865+4.21013e-16j 0.00507793-1.54102e-15j -0.00174483-1.17357e-15j 0.00740385-2.37813e-16j 0.00481534-1.05595e-15j -0.00941952+1.23933e-16j 0.00612304-2.58581e-16j -0.00365888-4.61308e-17j -0.0040686+3.19566e-16j 0.000966719-9.0662e-17j 0.00486268-6.14102e-17j -0.00196019-4.64189e-16j 0.00253459-5.10977e-16j 0.00568069-1.71605e-16j 0.00635171+1.12435e-15j -0.00575143-1.01517e-15j 0.00500345+8.59854e-16j 0.00825564+8.09856e-16j -0.0046392+1.53617e-16j 0.00296149+5.94197e-16j 9.00781e-05+1.07001e-16j 0.00194047-1.06673e-17j 0.00971254+8.2642e-15j 0.0160391-9.32486e-14j 0.00429056+2.37774e-14j -0.00562957-9.44319e-16j -0.0358361+1.6383e-14j 0.0222873+3.80591e-15j 0.0230653+2.15672e-15j 0.0177599-6.07208e-16j 0.0245702+2.56438e-15j 0.00937094+1.06355e-15j 0.00802398-4.81814e-16j -0.0112387-2.15244e-15j 0.0257521+7.87062e-16j 0.0021725+1.43878e-15j 0.00647496+2.56484e-14j -0.00773236-6.05219e-16j -0.013464-1.88436e-15j -0.0166319-1.27998e-15j 0.0157126+5.04713e-16j 0.0262932+1.71304e-15j -0.00926184-2.01413e-15j -0.00865594-6.68823e-17j -0.0175807-3.47044e-15j -0.00470718+2.00526e-15j 0.00385844+4.29203e-16j -0.022521+4.03648e-16j 0.0261275+6.0711e-16j -0.000909279+1.11641e-16j -1.25802e-05+1.32309e-15j -0.0204368-1.02376e-15j -0.0188866-5.36149e-16j -0.00637853+4.5951e-16j 0.000434194+1.68833e-16j 0.0108118+1.15708e-15j -0.0226829-8.26579e-16j 0.0195714+7.04851e-16j 0.0076861+1.9072e-15j 0.00809395-5.3267e-16j -0.0167254-5.14713e-17j 0.0416396+4.32411e-15j 0.00630445+1.1208e-15j 0.0220589+4.37043e-15j 0.0319125+1.1381e-14j 0.0330141-3.50668e-14j 
-0.0127113-5.89793e-15j 0.0138073-1.58793e-15j 0.0216364-7.6213e-16j 0.0152012+2.16232e-15j 0.0262269+2.76493e-15j -0.0118329-1.96117e-16j 0.00277098-7.28313e-16j -0.0120665+2.36012e-16j -0.00644238-7.81767e-16j -0.0123667+1.42518e-16j -0.0177881+7.88185e-16j 0.00914269-9.08849e-16j -0.00615753-2.56751e-16j -0.0032806-3.74873e-16j 0.00418871+1.54073e-15j -0.000224647-5.85454e-17j -0.00362752-6.85977e-16j -0.00558543-3.6091e-16j -0.0162448-2.05723e-15j -0.0131156-3.17367e-16j 0.00432801+2.57685e-16j -0.00250266-7.94667e-17j -0.00910081+1.07219e-15j 0.00513818+2.51527e-16j 0.00174471+1.96483e-16j -0.0010516-2.0294e-16j -0.00817891-1.54559e-16j 0.00458842-6.44834e-17j 0.0160584-4.82719e-16j -0.00442042+3.41535e-14j -0.000124602-1.71435e-15j -0.00345925+4.39338e-16j -0.0203852+1.32077e-14j 0.0134206+6.86967e-16j 0.0310557+3.04817e-15j -0.000580317+2.2631e-15j -0.0153246-1.47411e-15j 0.0194464+3.70322e-15j -0.00798339+2.65787e-16j 0.00503123+1.3209e-15j -0.0152346+8.75158e-16j -0.0180735-2.23528e-15j 0.0126203+5.09811e-14j -0.011806-2.3645e-15j -0.0266371-1.00718e-15j -0.00611694-9.0169e-16j -0.0381024-3.41485e-15j -0.018633+1.27556e-16j -0.00169399-2.76369e-16j 0.00942728+1.47379e-15j 0.0159245+5.48735e-15j -0.0113163-3.638e-15j 0.00800894+2.65597e-15j 0.00434622-3.35526e-15j -0.00560098+8.54734e-16j 0.0158453+1.18853e-15j 0.0210297-3.29688e-15j -0.0117738-4.41835e-15j -0.00201173+2.22085e-15j -0.0119081-1.05053e-15j 0.00689162-3.72026e-16j 0.0134358+1.44447e-15j 0.0213521+1.21151e-15j -0.00392691-2.70893e-16j -0.0268396-5.99378e-16j -0.0094181+1.96914e-15j 0.0368986+2.38997e-15j 0.0292532+2.57768e-15j -0.0250237+1.46839e-15j -0.0251215+2.61471e-15j -0.028796+2.73005e-14j 0.0445465-8.45169e-14j 
-0.0259704-2.31408e-14j 0.00079826-6.81103e-15j -0.0254972-3.24676e-15j 0.021184+3.88681e-15j 0.0176181+4.92598e-15j 0.00333652-8.94293e-16j -0.0121066-2.40383e-15j -0.0255027+8.32206e-16j -0.00141558-1.25783e-15j 0.00229799+1.18743e-16j 0.00425955-7.04028e-16j -0.00346913-2.31231e-16j -0.00497342-1.58852e-15j -0.00886066-8.9237e-16j 0.0173722+2.3153e-15j 0.00683452+2.58668e-16j -0.0074477-7.7929e-16j -0.00138419-6.75602e-16j -0.00357917-2.58935e-15j -0.0018937-1.38869e-15j 0.00063992+9.26531e-17j 0.00283253+1.67514e-15j 0.0156618+1.46898e-15j 0.00237299+2.41355e-16j 0.00124238+3.698e-16j 0.00235764+2.08039e-16j 0.000475349-1.19672e-15j 0.00200664+1.15299e-15j 0.00716781-1.22906e-15j -0.00854208+5.41546e-14j -0.00125136-3.17572e-15j 0.0137711+1.95446e-15j 0.0417289-1.9596e-14j -0.0138001-2.59004e-15j 0.0128221+5.4e-15j 0.0240675+2.9462e-15j -0.0183555-4.2921e-15j 0.0340488+8.34197e-15j 0.0104826+1.76168e-15j 0.0154411+3.50023e-15j 0.0134359+1.46587e-15j -0.0157295-3.64534e-15j 0.00488272+2.23113e-14j -0.0280674-4.62208e-15j 0.00644139-5.07802e-16j -0.0114163-3.66794e-15j -0.0273556-7.10563e-15j 0.0113403+2.05694e-15j 0.0114961+3.25534e-15j 0.0080234-7.15875e-17j 0.0244069+8.98853e-15j -0.0127577-6.36835e-15j 0.0254505+6.18342e-15j -0.0395994-2.1915e-15j -0.00607487+2.1841e-15j 0.0118763+3.42181e-15j -0.0256567-1.92803e-16j -0.036829-6.77172e-15j 0.021694+1.45697e-15j -0.00766777-3.25252e-15j -0.014866-2.69716e-15j -0.00494637+8.88094e-16j 0.00634011+1.9036e-15j -0.00186557+2.09465e-16j 0.0141588-1.44873e-16j 0.0189183+2.13046e-15j 0.0284415+5.79123e-15j 0.00360853+5.45006e-15j 0.0419475+5.15965e-15j 0.0276305+3.50099e-15j 0.0113844+5.36109e-15j 0.00882872-2.75248e-15j 
0.0211566+2.23337e-14j 0.0185106+9.22495e-15j 0.0348599+7.60241e-16j -0.00814377+1.04958e-16j 0.015336-4.78452e-16j -0.0111886+1.27167e-15j -0.0135028+1.76095e-15j 0.00355555-4.16372e-16j -0.00351748-1.09664e-15j 0.00931223-2.4095e-16j -0.0190755+2.22814e-15j -0.00612224+1.65842e-16j 0.00845675-9.81206e-16j -0.0218721+4.13486e-15j 0.00445233-1.75854e-16j -0.00579589+2.60015e-16j 0.0135211-1.84985e-15j 0.00604492+4.67447e-16j -0.000552615+1.45427e-15j 0.0156392-1.72235e-15j 0.0138884-7.9907e-16j 0.00815059+2.2528e-15j 0.0117604-2.26964e-16j 0.0122294-1.27014e-15j -0.0133903-1.4563e-16j 0.00607282+3.39685e-16j 0.00608889+2.27909e-17j 0.00456734-1.15523e-16j 0.00496104+1.64966e-15j 0.00525765-2.98023e-14j -0.0150006-8.94596e-14j 0.00117126-5.66311e-15j -0.0203182+1.12503e-14j -0.00035797+2.44732e-15j 0.00608338+5.71212e-16j -0.0123213+2.58734e-15j -0.0194812+3.48278e-15j -0.0232617-4.55219e-16j -0.0182918+9.26164e-16j 0.00344688-2.20664e-15j -0.0164179+2.10785e-15j -0.0115625+1.95045e-15j 0.00632419+2.36966e-14j 0.0206273-1.27292e-15j -0.0170858+6.36634e-16j 0.0205897-1.47832e-15j -0.0145603+2.38314e-15j -0.0254203+9.87119e-16j -0.0212673-1.41158e-15j 0.026955-2.49081e-15j 0.00453099+1.77717e-15j -0.0132352+4.91327e-16j -0.0115653-1.93869e-15j 0.0357891-4.33645e-15j -0.00903328-1.77261e-16j 0.0179219-3.23633e-15j 0.0156419-4.65465e-15j 0.0341622-2.01743e-15j 0.0299043-2.90888e-15j 0.0184203-1.81983e-15j 0.00602881+9.46351e-16j -0.00744237+1.24991e-15j -0.000482204-1.73387e-15j 0.00181529+1.93415e-15j 0.0109395-4.00318e-16j -0.029197+2.96712e-15j 0.0539398-2.05787e-15j 0.0149395+2.73092e-16j -0.0125118+1.9891e-16j -0.0285139+1.15598e-15j -0.0297864+3.05859e-14j 0.045185-8.91555e-14j 
-0.0235523-1.37589e-14j 0.00726489-5.96935e-15j -0.0453862-1.69694e-15j -0.00817267-7.65749e-16j -0.0203647-7.58694e-16j -0.0209113-2.94054e-16j -0.0229157+5.86138e-17j -0.000650987+9.79354e-17j 0.00271432-9.08959e-16j 0.0133563-1.353e-17j -0.0117751+8.67482e-17j -0.0036174+9.58803e-17j -0.00248107-5.18243e-16j -0.00480331+1.10156e-15j -0.00559982-6.72654e-17j -0.00246148+7.39642e-16j 0.00955593-1.13569e-15j 0.00197357+9.57836e-18j -0.0104725-8.59124e-16j 0.00466566-1.21237e-15j 0.00439622-3.53109e-16j -0.008001-3.50026e-15j -0.00493316-1.26199e-15j 0.0061614-9.81563e-16j 0.000690825-1.43536e-16j -0.0073351-4.64051e-16j -0.00593995-3.26096e-16j 0.011445+7.73477e-16j 0.00480433-2.86093e-16j -0.00212781+1.54896e-14j 0.00594684+3.98854e-14j 0.0129552+1.4868e-15j 0.0151412-9.18367e-15j -0.0157142-6.88246e-16j -0.0216397+5.99211e-16j -0.0350797+9.04299e-17j -0.0390967-5.43e-16j -0.00788467+7.05855e-16j -0.014183-1.5109e-16j 0.0316216+9.18387e-16j -0.0183862+2.79645e-16j -0.0177426-5.40204e-16j -0.00276655-1.04232e-14j 0.00860101-1.67128e-15j 0.0053276-8.92799e-16j 0.0258171+7.54149e-17j -0.0109399-4.11544e-16j -0.0185189+5.78303e-16j -0.0144098-2.65163e-15j 0.0292346+2.14792e-15j -0.00526389-1.02247e-15j -0.00797286+7.43731e-16j 0.00647053+1.6573e-15j 0.0246884-2.52516e-15j -0.0114892+5.13553e-17j 0.00783661+3.3866e-16j 0.00211048-2.14882e-15j 0.0247724-1.38664e-15j 0.024009+6.45625e-16j 0.0137726-1.47649e-15j 0.0234776+2.56501e-15j 0.00140543+2.39732e-15j 0.02108+2.08262e-15j -0.00322561+1.37302e-15j -0.00833852-2.23844e-15j -0.0561367-1.03926e-15j -0.0186338-2.96717e-15j -0.00221652-2.44383e-15j -0.0188051-1.97828e-15j -0.0245762-1.32315e-15j 0.017285+1.96894e-15j 0.00586114-1.19888e-15j 
