-4.84357e-15+0.405964j 2.32952e-14+0.049951j 1.79484e-15-0.0508957j 3.20384e-15-0.0149189j 3.38519e-16-0.0223184j -3.76836e-16-0.0508495j 4.66392e-15+0.0158184j -3.05209e-15+0.0311698j -1.6028e-15+0.0247645j -1.6075e-15+0.0022554j -3.37174e-15+0.0148826j -4.37048e-16+0.0366259j 1.167e-14+0.0319204j 7.19684e-16+0.0115243j 2.3022e-15+0.0393241j 3.07249e-15-0.00802449j -1.76642e-13+0.0360281j -1.06534e-14-0.0201973j 2.6539e-15-0.0579754j -8.36469e-16-0.0155261j 8.45422e-15+0.00901654j -3.76925e-15+0.0131644j 2.81145e-15-0.0755708j -5.76414e-15-0.00613058j -2.04711e-15+0.0812384j -2.74956e-15-0.0285379j -8.8196e-15+0.198732j -4.30378e-15-0.0866122j 2.39885e-13+0.0430016j -7.04961e-13-0.346574j -1.78583e-13+0.0641082j -4.51447e-14+0.236054j 2.32588e-15-0.0896596j -4.73987e-15+0.0168545j 4.91437e-16-0.00329646j -1.60341e-15+0.034627j -2.56482e-15+0.0135331j 1.10167e-15-0.0251392j -6.16767e-16-0.00317017j -4.42132e-16-0.00798367j -1.36962e-15+0.00305867j 1.35974e-15-0.0196107j -4.3596e-16-0.0145731j 3.65502e-15+0.00615869j 5.23307e-16-0.00500943j 2.20761e-15-0.00995498j 4.08087e-16+0.00484641j 9.16986e-16+0.00100769j 6.03213e-16+0.00493834j 7.77627e-16+0.0148079j 1.82283e-13-0.00322669j 8.13181e-16-0.00797755j -2.55732e-16+0.00234317j -2.32942e-16+0.000753675j -3.15092e-16+0.0111339j -1.33052e-15+0.00984191j -4.59367e-16-0.00666885j 6.82074e-16+0.00246653j 3.19486e-16+0.0155584j 6.40028e-16+0.00199415j 1.43441e-15-1.95692e-05j 8.56709e-16-0.0135183j 7.48426e-16-0.00311693j -2.73304e-16+0.00532217j 1.99248e-16+0.0149051j 1.83337e-15-0.0212989j -2.96548e-16-0.00960851j 9.76428e-17+0.0093446j -1.87566e-15+0.0131827j -6.25831e-16+0.0280364j 4.83528e-16-0.0393823j 2.63835e-15-0.0151527j 
-9.89612e-15+0.00851166j 7.79298e-15-0.00369193j 4.57199e-15-0.0170671j -4.81539e-16-0.0237675j -5.81191e-16-0.00867148j 3.34227e-15+0.0155108j -7.65406e-16-0.00874981j -1.88456e-15+0.0018259j 1.62493e-15+0.00201261j -5.7562e-15-0.0101272j -1.4637e-15+0.0035335j -7.58273e-16+0.00836119j 2.01721e-15+0.00943586j -3.47887e-16+0.00814302j -1.64881e-16+0.000393514j 1.81605e-15+0.00354014j -2.97357e-14+0.00590015j 8.35402e-16-0.0017551j -5.33363e-16+0.015652j 1.16002e-15-0.0104388j 9.46515e-15+0.0198442j 4.25313e-15+0.0464549j 3.29913e-15-0.0102791j -3.78852e-15+0.0010355j -1.94911e-15-0.00914115j -1.12503e-15+0.0145605j -8.88293e-15-0.0049763j -3.70034e-15-0.0155318j -1.23959e-15+0.0239873j -1.74162e-14-0.00396075j 1.39826e-14-0.00469418j -6.29284e-15+0.00407184j 1.69507e-15-0.0440876j 4.96069e-15-0.00865934j 1.12887e-15-0.00538327j -1.37368e-15-0.0229318j 2.54862e-15+0.0292246j 7.82453e-16-0.00615247j -3.82463e-16-0.00681263j 6.73437e-15+0.0189544j -3.46573e-15+0.00277029j -1.80324e-16-0.0130998j -2.96726e-15-0.00591444j 6.52518e-15+0.0230062j -1.45523e-15-0.0208879j 8.20078e-15-0.0261155j -3.35185e-15-0.0143005j 7.29237e-15+0.0054789j -1.02678e-15+0.0260548j -8.11714e-15+0.0127911j 9.03638e-13-0.0160403j 6.25344e-15+0.0394176j -6.28606e-15+0.0120253j -5.80486e-15+0.0116114j -5.3139e-15+0.0179841j -1.8463e-15-0.0127213j -4.7578e-16-0.0255178j 1.23414e-15-0.0245306j -1.56781e-14+0.0605969j -5.41459e-15+0.0165336j 7.45599e-15+0.0136598j 7.42828e-14-0.0440575j -2.39756e-15-0.515799j -2.2739e-14-0.82806j 5.59004e-15+0.00715276j 5.63685e-16-0.0134101j -2.38466e-15-0.0456745j -1.11915e-15+0.0704679j 6.04142e-15-0.0163363j 5.12115e-15-0.0010984j 2.7869e-16+0.0156197j -2.16628e-15+0.00409369j 
-3.76273e-15-0.0453763j -9.35222e-16-0.0614865j 1.75011e-15-0.021737j 7.52154e-17+0.0480429j 7.20578e-16+0.0388236j 4.51189e-16+0.00361902j -1.48948e-15-0.0104877j -1.51675e-16-0.010929j -1.24274e-15+0.011398j 8.56127e-15+0.0193486j -4.73705e-16+0.016593j -4.9434e-18-0.00927935j 1.96497e-15+0.00770004j -8.43025e-16+0.0170735j 2.80784e-16-0.0110697j -4.16051e-16-0.00633879j 2.3494e-14-0.00482578j -2.52618e-15-0.0103308j -1.87483e-15-0.010094j -8.99091e-17+0.0118426j 8.8691e-15+0.0177814j 1.14149e-15-0.0176097j -2.65878e-15-0.0411941j -1.49973e-14-0.0387793j -2.88522e-15-0.0601169j -2.00745e-16-0.0170954j -3.55842e-15-0.0395531j -5.29845e-15+0.0864261j -4.48347e-14+0.0488922j 1.18786e-13+0.0774335j 6.19927e-14-0.031163j 9.66991e-15-0.0162558j 2.2977e-15+0.0532753j 5.38786e-16-0.0601597j 2.61496e-17-0.0509321j -8.24123e-16+0.0264405j 1.49569e-15+0.00994516j -6.05654e-17+0.0246704j 6.15756e-16-0.0101054j 2.74081e-16-0.0364582j 6.72249e-16-0.0123743j -1.20817e-15+0.0108413j -3.29168e-16-0.0151714j -4.54823e-15-0.0222345j -3.02476e-15-0.0394421j -2.05801e-15+0.0219661j -2.81051e-15-0.0151842j -1.04156e-15-0.0345617j 1.82932e-16+0.0213753j -6.3889e-15-0.0181419j -1.49692e-12+0.0266306j 1.92756e-16-0.02692j -5.92041e-15+0.0130185j 2.93799e-15-0.00288776j 3.34623e-15-0.0115322j 1.59106e-15+0.0259138j -5.57978e-15-0.0692756j 2.02601e-15+0.043926j 6.41038e-15+0.0751732j 8.77456e-15+0.080938j -6.02532e-16-0.157945j 7.82215e-15+0.156032j 1.22534e-15+0.105948j -8.06652e-15-0.091907j -3.00132e-15-0.783613j 1.3303e-14-0.205241j -4.25052e-15-0.238388j -1.26369e-16-0.249353j -2.27307e-16+0.0602182j 3.8695e-15+0.0330014j -9.31269e-16-0.0535807j 1.09165e-15-0.00397973j 
1.27285e-14+0.0707887j 1.01057e-14+0.0178355j 7.95571e-15+0.0158434j 1.36529e-14+0.0586904j 4.05379e-15+0.0102049j 2.62175e-17-0.000470587j -2.8778e-15-0.00348451j -5.25593e-15-0.00836983j 2.54348e-15+0.0183773j -7.24423e-15-0.00552641j 3.39788e-16+0.00174146j -5.56231e-16-0.0039701j 2.1333e-15+0.00602723j 1.2683e-15+0.00159936j 1.1666e-15+0.015733j 8.47771e-16+0.00193796j -3.03688e-14+0.00623855j -5.15568e-15-0.0128687j -2.57828e-15-0.00736811j -2.27848e-15-0.00909517j 8.79614e-15+0.0169525j -3.554e-15-0.00287303j 3.21143e-16+0.0180215j -8.77878e-15-0.0208414j -1.69358e-14-0.0609242j -2.18083e-14-0.0613112j 7.83529e-15+0.0718249j -1.26288e-14-0.0415989j 7.68388e-14+0.0230199j -2.48693e-13-0.107428j -8.8646e-14+0.0445994j -4.13341e-15+0.0862536j 2.40527e-14+0.0941903j -3.94993e-16-0.0181205j -5.31722e-15-0.0180312j 7.22491e-15+0.01802j 1.1349e-14+0.0291012j 1.15007e-14+0.0468374j -3.08167e-15-0.0365077j 7.81822e-15+0.0227187j -2.2064e-15-0.0119829j -3.30178e-15-0.0114756j 1.16867e-15+0.00367115j -1.53692e-14-0.0256328j 4.5994e-15+0.0100392j 2.25367e-15+0.0114298j -9.45116e-15-0.0313138j 1.33735e-15-0.00771667j 6.32611e-16+0.00463339j -7.50889e-15-0.0137948j -1.19286e-12+0.0213728j -7.39875e-15-0.0544647j -2.38086e-16+0.0050594j -1.32288e-15-0.0102113j 2.28258e-15+0.0137652j 7.18035e-15-0.00834222j -4.10832e-16-0.0176437j 7.56905e-15-0.00429147j 8.56052e-15+0.0237763j 1.11361e-14+0.0158284j 3.61976e-15+0.0266294j 1.02495e-15+0.0372489j 3.06676e-14+0.187719j -2.55938e-14-0.095807j 6.72082e-14+0.388122j 4.67702e-14-0.232598j -1.61133e-13-0.732174j -7.51444e-14-0.209048j 1.53244e-14+0.0384417j 1.80032e-15+0.00397149j -5.59786e-15-0.0215178j 1.11437e-14+0.0473926j 
5.03985e-15-0.0402066j 2.21009e-15+0.0507183j 4.538e-15+0.0510355j 7.4184e-15+0.0156043j 3.08578e-15+0.0245356j -5.90128e-16-0.00578326j -2.49366e-15-0.0112585j -2.79333e-15-0.0322667j 2.9075e-15-0.00111467j -5.86071e-15-0.0091618j 1.64693e-16-0.00682766j -3.80485e-16-9.03285e-05j -4.25542e-15-0.0118656j -5.40446e-17+0.00722522j -5.53308e-16-0.023543j -4.62326e-17+0.00313593j 4.02444e-14-0.00811572j -2.00057e-15+0.00238182j -2.22734e-15-0.00386185j -6.90934e-16+0.0030207j 9.74942e-16-0.00374814j -4.40195e-16-0.0164437j 4.86445e-16-0.0179399j 2.9715e-16+0.0174374j -6.73441e-15-0.0139592j -1.32399e-14-0.0783297j 3.644e-15-0.0780215j -5.76287e-16-0.0468581j -3.88021e-14-0.0903817j 1.0353e-13+0.0242058j -1.32489e-13+0.0855468j -1.70264e-14-0.0408851j 1.34552e-14+0.0472985j 1.90518e-15+0.0529476j -2.41092e-15-0.0113843j 5.13741e-15+0.0441191j 6.9881e-15+0.0180653j 7.90857e-15+0.0235358j -2.9239e-15+0.0223597j 5.89e-15+0.0285396j -3.85016e-15-0.0197916j -2.39382e-15-0.0316976j 3.05094e-15-0.0151427j -1.15102e-14-0.0242392j 6.16464e-15+0.020702j 3.11231e-15+0.0146015j -5.23302e-15-0.0437478j 1.5605e-15+0.00875509j -1.63482e-16-0.0144783j -5.082e-16-0.00268272j -1.1244e-12+0.0200305j -6.04985e-15+0.039533j 1.31783e-14-0.0272437j 3.18567e-15-0.0402575j 1.06842e-15-0.0154623j 3.07826e-15+0.0508851j -3.39836e-15+0.0417949j 3.40218e-16+0.0370179j 1.40536e-15-0.000900009j 1.24359e-15+0.00530066j -2.45767e-15-0.0562122j 6.00599e-15-0.0149486j 1.33856e-14-0.0595332j -2.6029e-14-0.0277122j 3.71937e-14-0.034106j 3.18834e-16+0.803652j -7.61612e-14-0.163181j -6.89711e-14-0.398648j 1.13685e-14+0.0857079j 2.77746e-15+0.01064j -2.44395e-15+0.0154117j 5.48288e-15+0.0191575j 
-2.47503e-16+0.0108375j -2.89507e-15-0.0437359j 4.57298e-15+0.0408811j -4.6077e-16-0.00167613j 1.89089e-15+0.00976217j -3.8276e-15-0.0262768j 1.34586e-16-0.000245115j -2.35855e-15-0.0192566j -1.2011e-15+0.00962961j 5.07599e-15+0.0117632j 5.25091e-16+0.000816801j 1.19399e-15+0.00606878j 9.96097e-16+0.00312215j -3.80402e-17+0.00585122j -1.44907e-15-0.0105004j -1.01006e-15-0.00793908j 3.18864e-14-0.0065123j -3.26654e-15-0.0121685j -2.60193e-15-0.0239123j 2.1552e-15+0.0117917j 1.59916e-16+0.00146945j -2.98199e-16+0.00442185j -1.09299e-15+0.000147805j -1.99449e-15-0.00996513j 3.03319e-15+0.0355513j -7.67903e-15-0.0780727j -4.9333e-15-0.0225443j -6.16425e-16+0.0749306j 2.7919e-14+0.0894966j -6.82662e-14-0.00266165j 2.67365e-14-0.010862j 1.33582e-15-0.0231982j 4.18142e-15+0.0549843j 6.01745e-15+0.0581491j 2.38373e-15+0.0342091j 4.39383e-15+0.043576j 8.30714e-16+0.00406691j 1.94082e-15+0.0269367j 4.57015e-15+0.0243082j 2.19112e-15+0.0100973j 1.22527e-16-0.0328286j -3.90922e-15-0.0267133j 1.0531e-15-0.0204338j -1.00794e-14-0.0260079j 1.49213e-15-0.000869547j -4.42233e-15+0.0298131j -6.67799e-16+0.00356797j -2.45889e-16-0.0209988j -9.95092e-16-0.0111091j 2.54174e-15-0.00593775j 2.01666e-13-0.00359824j -3.82701e-16+0.00151025j 1.75897e-15-0.00922183j 1.1162e-15-0.0386217j 1.21924e-15+0.0156974j 2.14679e-15+0.0214355j 2.62828e-16+0.018309j 1.07892e-14+0.0709745j 2.88965e-15+0.000140447j 3.66378e-15+0.0257512j 1.61685e-15-0.0125244j -7.81649e-15-0.0822033j 4.0242e-15+0.050136j -9.52692e-15-0.128269j 1.80204e-14+0.229691j 7.18985e-15-0.274181j 4.14173e-14+0.452607j -6.85343e-14-0.672559j 7.17872e-15+0.132968j 1.39218e-14+0.216349j -1.90446e-15-0.0102505j 4.10963e-15+0.0489853j 
-7.5003e-16+0.0336403j -5.79177e-16-0.0274305j -5.01319e-15+0.0697826j 1.17815e-15+0.0658184j 1.25972e-15-0.0200334j -9.90959e-16-0.00276995j 6.16543e-16+0.0115038j 8.34417e-16-0.030553j -7.15571e-16+0.0113274j 3.79644e-15+0.00830022j 3.02135e-15-0.0135758j 6.80752e-17-0.000198093j 9.97573e-16+0.00244887j 8.43082e-16-0.00885338j 6.55853e-16+0.000774276j -2.27784e-16-0.00721357j 5.25827e-14-0.0104414j -2.92092e-15-0.0165298j -4.88082e-16-0.0132858j 1.05374e-15+0.0107408j 1.34491e-15+0.00486316j -6.52197e-16+0.0065081j -9.12088e-16+0.0186394j -1.17312e-15-0.00582358j -1.36799e-15+0.0114327j -3.08753e-16-0.00549223j 2.74307e-15-0.0758289j -5.00399e-15+0.0219735j 1.19776e-13+0.0889936j -3.17884e-13-0.132691j -1.40051e-13+0.0606631j -2.37714e-14+0.0866081j -4.65212e-15+0.225917j -8.66569e-15-0.00725924j -3.77993e-15+0.0554679j 1.83483e-15-0.0146814j -2.12996e-15+0.00816657j -1.09887e-15+0.0869361j -2.24465e-15+0.00453617j -3.05882e-15+0.0322641j -6.92411e-16-0.0211453j 2.92524e-15-0.00484334j 4.51477e-15+0.0130987j -1.49276e-14-0.0479749j -9.44854e-16+0.0229716j -7.10002e-15+0.0311767j -5.35531e-16+0.0060407j -8.40204e-16-0.0344726j -1.16641e-15-0.0226188j -4.45085e-15-0.0437125j 3.76303e-13-0.00664558j -2.75933e-15-0.0331671j 6.76661e-15-0.00809892j 7.93392e-15-0.0224492j 9.59916e-16-0.00453303j 1.98869e-15-0.0215411j -4.31473e-15+0.0137772j -2.03366e-15+0.058099j 6.41156e-15-0.0296492j -9.17043e-16+0.0327818j 1.23229e-15-0.0189545j -5.81358e-16-0.00327561j -2.05851e-16+0.0787275j -1.01378e-15-0.0716188j 2.92728e-15-0.0785674j -8.50107e-15+0.139458j -5.24471e-15+0.0642243j -5.289e-15+0.364409j 1.85668e-14+0.21167j -3.5944e-14+0.605406j -2.59748e-15-0.140743j -2.96537e-15+0.0978634j 
1.28362e-15-0.022545j -5.73195e-16-0.0320116j 6.44949e-15-0.0784906j -1.20978e-15+0.0531973j -1.693e-15+0.0239894j -1.64223e-15-0.0279305j 1.15402e-15+0.0215165j -5.80977e-16+0.00248376j -2.6004e-15+0.0207839j 1.08164e-14+0.0245766j -5.84597e-16+0.0101806j -3.31949e-16-0.00725288j 3.18876e-15+0.0105322j -7.89329e-16+0.00307914j 8.99417e-16+0.00573884j -6.79441e-16-0.00022313j -9.15852e-15+0.00174997j -2.93965e-15-0.00622492j -7.66591e-16-0.0153686j 2.30388e-16+0.00333148j 3.76138e-15+0.0103551j 2.57706e-16-0.0106352j 6.25872e-16-0.00465396j -3.66017e-15-0.0112333j 7.63593e-16+0.000738516j 1.35569e-15-0.0293826j -1.42789e-15-0.0113717j 7.29726e-15-0.0731483j -3.75384e-14+0.128335j 9.05071e-14+0.0966135j 1.60966e-13-0.094306j 2.66653e-14+0.0481519j 7.31444e-15-0.0191731j 9.81642e-15-0.191345j 3.81183e-15-0.0299769j -2.50642e-15+0.0462722j 4.07163e-15-0.0710852j 1.9441e-15+0.0144905j 2.83632e-15-0.029156j 4.29479e-15-0.0786943j 1.98655e-15-0.0292926j -2.85537e-15+0.0471266j 1.47924e-15-0.00453342j 2.33042e-15+0.00913865j -2.83325e-15-0.0346841j -4.5493e-15+0.0284227j -2.20793e-15+0.0292769j -2.29395e-15-0.0145947j -3.07005e-15+0.00785857j -2.16183e-15-0.0217065j -7.65865e-13+0.0135726j -2.27037e-16-0.0482267j -2.05042e-14+0.045514j -5.92525e-15+0.0213396j 6.87474e-16-0.00870551j -1.69412e-15-0.00737j 3.51754e-15-0.0483726j 5.85006e-15+0.00946884j -3.17414e-16+0.0501629j 2.70027e-15-0.0170587j -7.03924e-16+0.0270471j -9.76145e-16+0.0718338j -7.66804e-16+0.0306772j -1.78574e-16-0.0328376j -8.31371e-15+0.135915j 6.21778e-16+0.104031j -3.99648e-15+0.0585705j 1.23188e-14+0.0774662j -2.03793e-14+0.707956j 3.64658e-14-0.270265j 1.29194e-15-0.0847406j 1.08625e-14-0.156611j 
7.07323e-16+0.0153247j 3.39085e-16+0.0324926j -4.32797e-16-0.0490382j 2.8149e-16-0.12131j 5.49474e-16-0.00023978j -1.88905e-15-0.0187809j 1.3629e-15+0.0128049j 8.21507e-16+0.0147979j 1.4721e-16+0.00134823j 1.06524e-17+0.000475033j 1.09225e-15-0.00429834j -2.80894e-16+0.0102169j 2.85457e-15+0.00934386j 6.17709e-16+0.00573166j 5.91642e-16+0.00062853j 2.12704e-16+0.00404374j -3.26141e-14+0.00684237j -1.31363e-15-0.00980662j -1.23589e-16-0.00358571j 2.19109e-16-0.0101297j 2.69228e-15+0.00584505j -2.77095e-16+0.00373297j -1.43749e-15+0.00510081j -3.87931e-15-0.0140423j 3.25364e-16+0.00945787j -2.90068e-16-0.00724583j 2.19828e-16-0.0230903j 5.25238e-16-0.0199993j 5.85308e-14+0.0147713j -1.59634e-13-0.0762419j 2.5773e-13-0.12855j 4.32381e-14-0.0904889j -7.70769e-16-0.301002j 9.34103e-16+0.165094j -9.00047e-16+0.0159017j 5.04409e-17+0.0160392j -9.7125e-17-0.0257702j 2.00687e-16-0.0667581j -1.40025e-15+0.0362799j -2.29529e-16+0.00113574j -5.27516e-16-0.0157336j 2.11646e-16-0.0150531j -2.41721e-15-0.0201346j 1.32894e-14+0.0299356j -4.0127e-15-0.0267136j 1.59153e-15-0.00646167j 1.02164e-15+0.0115884j 4.38061e-16+0.0124006j 6.46034e-16+0.0155605j 1.77919e-15+0.0285537j 1.21835e-12-0.0216279j 1.81012e-15+0.0490585j -4.76352e-15+0.011065j 2.50078e-15-0.00909778j 4.52922e-16+0.0277942j -3.53852e-15+0.0188106j -2.70791e-15-0.0118003j -3.02503e-16+0.0107327j -2.2726e-15+0.0105524j 3.57178e-16-0.0106214j 1.21439e-15+0.0428576j 1.90749e-15-0.0337567j -3.00322e-15-0.0183736j 1.46262e-15+0.0799638j 4.76686e-16-0.041903j -8.35999e-16-0.0252535j 1.25187e-15-0.217964j 3.91271e-15+0.0202859j 3.86826e-15+0.328098j -1.13002e-14+0.449885j 2.01653e-15+0.188528j -5.52269e-15-0.0197475j 
-7.83945e-15-0.0288876j 8.50869e-16+0.00549052j -2.97656e-14-0.133318j 1.12432e-14+0.0485532j -2.7964e-15-0.0100281j 8.58401e-16+0.00689763j 8.4957e-15+0.0304727j 3.53533e-15+0.0140612j 1.20901e-16+0.00691156j 1.42437e-14+0.0185901j 6.18903e-16-0.00545286j -4.36375e-15-0.0136348j 4.17755e-15+0.00867027j -1.1636e-15-0.00404617j 1.27849e-15+0.00629689j 9.66543e-16+0.00419733j 1.34603e-15-0.000264633j -2.85531e-15-0.0100842j 1.43097e-16+0.00301502j -1.55415e-15-0.0033747j 7.76945e-15+0.0127356j -2.84549e-15-0.00957765j 3.02667e-15+0.0142991j -5.81142e-15-0.0109898j -3.43391e-15-0.0134354j -5.90628e-16-0.00332089j -8.97002e-15-0.0384325j 6.4464e-15+0.0312632j -1.81083e-14-0.0546399j 1.12639e-14-0.0131898j 1.20496e-13-0.103498j 5.57515e-14+0.135943j -3.18563e-14-0.147654j -7.04982e-14-0.302874j -9.27882e-17+0.00198222j -7.86877e-15-0.0345209j -1.44505e-14-0.0649075j -2.51327e-15-0.014915j -3.16624e-15-0.0136813j -1.26984e-14-0.0537465j -3.67204e-16-0.0007774j 1.44811e-14+0.0573703j 4.32117e-15+0.0178854j 8.68367e-15+0.0136531j -1.17292e-14-0.0305935j 2.59245e-16+0.00153754j 6.49129e-15+0.0328721j -2.54698e-15-0.0144275j 5.66462e-15+0.0224333j -6.58509e-15-0.0207643j 4.14996e-13-0.00739443j -3.58616e-16-0.00514829j -7.03232e-15+0.0394589j 1.30079e-15+0.0228135j -2.32833e-15-0.00300279j -5.76745e-15-0.0168375j -1.56147e-14-0.0671981j 2.73569e-15+0.00398462j 1.27816e-14+0.0444967j 2.36752e-15-0.0109197j 2.5937e-15+0.00951525j 2.22802e-14+0.105398j -1.53865e-15-0.0129253j 5.82955e-15+0.0233344j 2.30891e-14+0.0992173j 2.89915e-14+0.14154j 1.16791e-15+0.00221832j -3.89327e-14-0.149453j -8.97958e-14-0.370407j 7.92388e-14+0.35993j -9.16154e-15-0.0565776j -5.73806e-14-0.217601j 
-3.89226e-16-0.0146951j -1.7975e-16+0.00836596j -4.7401e-16+0.0177216j 2.97624e-16+0.00311915j 9.37002e-16-0.025556j 8.34607e-18-0.0326319j -9.68017e-17-0.0324762j -8.98902e-16+0.00199765j 1.5012e-15-0.00850504j -1.09065e-14-0.0197438j -1.44944e-15+0.00261788j 3.44388e-17+0.0163641j -2.14578e-15-0.00767304j -3.13851e-16+0.00662356j -3.04386e-16-0.0101041j -1.86905e-16+0.000519528j -8.16066e-15+0.00157585j 7.06345e-16+0.00947117j 7.26952e-16-0.00392222j 4.89075e-16+0.000224909j -3.32644e-15-0.0101606j -9.79956e-17+0.00524752j 2.79723e-16-0.00951739j 2.33889e-15+0.00630901j 2.69054e-16+0.00933089j 7.43445e-17-3.06171e-05j 1.53621e-16+0.0129204j 1.16439e-15-0.00651565j 6.06835e-15-0.0396966j -1.56317e-14-0.0214449j 2.4872e-13-0.115172j 3.86433e-14-0.132454j -6.99736e-16+0.16811j -5.38531e-15-0.0731287j -1.01219e-15+0.0940001j 3.23116e-16+0.109541j 2.5659e-15+0.0345719j 7.37934e-16-0.0634671j 4.49687e-17+0.0190413j 1.17148e-16+0.0223431j 8.30841e-16-0.0242981j -4.54059e-16-0.036967j -1.37901e-15-0.0090315j 4.49586e-15+0.0194479j 2.85327e-15+0.0384604j 3.1751e-15-0.0178792j -5.30664e-16+0.0103217j 8.89249e-16+0.0254697j 4.60934e-16-0.00816815j 4.33922e-15+0.0258254j -8.78403e-13+0.0155839j 2.32427e-15+0.0395252j 7.05933e-16-0.00686677j 2.51127e-15-0.0104903j -5.25223e-16-0.015045j -5.69985e-16+0.0527871j -1.10596e-16+0.00913749j 1.39013e-15-0.000134353j -2.23202e-15-0.00677547j -8.24347e-16-0.00567181j -4.78397e-16+0.00690604j 1.96326e-16-0.0276007j 1.52186e-15-0.0365056j -6.57234e-17+0.0151455j -7.1004e-16+0.00354936j 1.5629e-16-0.0426657j 1.10571e-15-0.0491555j 1.91118e-15+0.0485244j -4.83253e-16-0.00838012j 7.4211e-16+0.0580103j 2.37321e-14+0.632958j -5.15536e-15-0.271034j 
-1.75345e-15-0.00927738j -1.40667e-15-0.00555221j 5.76814e-15+0.0284737j -1.65584e-15-0.00765726j -5.32108e-15-0.0245981j -5.73295e-15-0.0186586j 8.74313e-15+0.0259017j 4.89662e-15+0.0203267j -3.57805e-16-0.00479835j -6.05382e-15-0.00865419j -2.38359e-15-0.0125514j 2.53119e-15+0.0128943j 2.86708e-15+0.00583324j -1.31149e-16-0.00318666j 1.59689e-15+0.00630363j 1.94942e-15+0.00708016j -3.52014e-14+0.00745257j 3.65752e-15+0.00910138j 2.27819e-15+0.00714789j -2.43697e-15-0.0108788j -3.69614e-15-0.00618185j -7.28976e-16+0.000268154j -7.00033e-16-0.00462541j -2.46531e-15-0.00376433j 3.26613e-15+0.0121595j 2.03466e-15+0.0100647j -7.78949e-16-0.00039005j -2.52001e-15-0.0155753j -3.7299e-14-0.0289995j 9.54595e-14+0.0336866j 1.56732e-13-0.12066j 5.99282e-14+0.116435j 1.78471e-14+0.0997211j 4.30144e-14+0.183063j 1.07654e-14+0.057223j -2.27691e-15+0.000580107j -2.4455e-14-0.103606j -7.1441e-15-0.0373985j 1.49996e-15+0.0109991j -1.34397e-15-0.00714683j -3.23367e-15-0.0193547j 6.66535e-15+0.0296875j 3.16487e-15+0.0194209j 1.19717e-14+0.0266456j 7.54514e-15+0.0319288j -1.92133e-15-0.00285179j 1.05547e-14+0.0541121j -2.26925e-15-0.00171293j -2.14649e-15-0.0116523j -2.86156e-15-0.00718343j 4.55055e-13-0.00810668j -8.22128e-16+0.00202006j -4.37801e-15+0.0178019j 2.19923e-16+0.00816526j -2.69052e-15-0.0140255j -3.30563e-15-0.0112444j 7.72288e-15+0.0322137j -7.60839e-15-0.0246261j -8.88694e-15-0.0252898j -1.2848e-14-0.0403141j 5.1599e-15+0.0257025j -9.62909e-16-0.00885432j -9.11394e-15-0.0430609j -4.30476e-15-0.0161532j -4.92194e-15-0.0259721j 1.71387e-15-0.000506068j -1.42587e-14-0.0675117j -1.55217e-14-0.0513755j -1.44661e-14-0.0632513j 2.5864e-16+0.00139756j -7.2852e-14-0.297367j -1.50512e-13-0.646948j 
-1.22528e-15-0.0264828j -1.11492e-15-0.0123832j -1.15198e-16+0.0111072j -4.31736e-16-0.0302594j -1.1634e-15-0.0544532j 1.35273e-15+0.0170415j 4.96578e-16+0.00468363j -6.77884e-16+0.00108j 4.49233e-16-0.010739j -1.275e-15-0.00359025j -3.21623e-16-0.00219712j -2.50484e-16-0.00290416j -1.25015e-15-0.00180069j -1.05852e-16-0.0036768j -5.2543e-16+0.00421756j 2.29526e-16+0.000694563j -3.98197e-15+0.000619779j 2.05124e-15+0.00614679j -4.2089e-16+0.0162264j 2.34878e-17-0.00237096j -2.01093e-15-0.00398374j 8.25359e-16+0.000710265j 9.31795e-16+0.0047505j 2.85109e-15+0.00712564j -7.05039e-17-0.00997033j 2.83367e-16+0.0171063j -6.09155e-17+0.00184337j -5.48001e-16+0.00546641j -1.70897e-14+0.00314145j 4.94691e-14+0.0258774j -6.61054e-14+0.0368533j -1.21352e-14-0.00149267j -5.84158e-16-0.049746j 2.62036e-16+0.0379645j -1.30496e-16+0.313132j 5.40286e-16-0.050632j -7.26111e-16-0.0245263j 1.34749e-15-0.00655689j 8.69344e-16+0.0234999j 2.42303e-16+0.0279603j 5.17278e-16+0.017341j 4.08949e-17+0.0022606j -1.51696e-15+0.0191954j 1.33925e-15+0.0104847j 2.83295e-15+0.0201761j 3.16406e-15-0.0160063j 1.31664e-15+0.0266055j 5.79439e-16+0.00615089j -8.99604e-16-0.0115461j 3.29341e-16+0.00434862j 1.3456e-12-0.0238796j -3.32149e-17+0.00780349j 1.91007e-15-0.00285754j -2.52317e-15+0.0084193j 3.49558e-16-0.000164067j 1.47549e-15-0.0247377j 5.13188e-16+0.0219028j -2.04669e-15-0.00921797j -3.53668e-15-0.0386548j -3.37358e-15-0.0130996j -3.90591e-16+0.019036j 1.12534e-15-0.0204633j 1.17304e-16-0.0130306j 1.43386e-16+0.0127444j 3.53885e-16-0.0666126j -6.32091e-16+0.00255592j 1.95933e-15-0.0785512j 9.74944e-17-0.0793053j 1.58071e-15+0.0515399j -2.88649e-15-0.119512j -2.93436e-15-0.129472j 7.85e-15+0.187462j 
