-4.84357e-15+0.405964j 2.32952e-14+0.049951j 1.79484e-15-0.0508957j 3.20384e-15-0.0149189j 3.38519e-16-0.0223184j -3.76836e-16-0.0508495j 4.66392e-15+0.0158184j -3.05209e-15+0.0311698j -1.6028e-15+0.0247645j -1.6075e-15+0.0022554j -3.37174e-15+0.0148826j -4.37048e-16+0.0366259j 1.167e-14+0.0319204j 7.19684e-16+0.0115243j 2.3022e-15+0.0393241j 3.07249e-15-0.00802449j -1.76642e-13+0.0360281j -1.06534e-14-0.0201973j 2.6539e-15-0.0579754j -8.36469e-16-0.0155261j 8.45422e-15+0.00901654j -3.76925e-15+0.0131644j 2.81145e-15-0.0755708j -5.76414e-15-0.00613058j -2.04711e-15+0.0812384j -2.74956e-15-0.0285379j -8.8196e-15+0.198732j -4.30378e-15-0.0866122j 2.39885e-13+0.0430016j -7.04961e-13-0.346574j -1.78583e-13+0.0641082j -4.51447e-14+0.236054j 2.32588e-15-0.0896596j -4.73987e-15+0.0168545j 4.91437e-16-0.00329646j -1.60341e-15+0.034627j -2.56482e-15+0.0135331j 1.10167e-15-0.0251392j -6.16767e-16-0.00317017j -4.42132e-16-0.00798367j -1.36962e-15+0.00305867j 1.35974e-15-0.0196107j -4.3596e-16-0.0145731j 3.65502e-15+0.00615869j 5.23307e-16-0.00500943j 2.20761e-15-0.00995498j 4.08087e-16+0.00484641j 9.16986e-16+0.00100769j 6.03213e-16+0.00493834j 7.77627e-16+0.0148079j 1.82283e-13-0.00322669j 8.13181e-16-0.00797755j -2.55732e-16+0.00234317j -2.32942e-16+0.000753675j -3.15092e-16+0.0111339j -1.33052e-15+0.00984191j -4.59367e-16-0.00666885j 6.82074e-16+0.00246653j 3.19486e-16+0.0155584j 6.40028e-16+0.00199415j 1.43441e-15-1.95692e-05j 8.56709e-16-0.0135183j 7.48426e-16-0.00311693j -2.73304e-16+0.00532217j 1.99248e-16+0.0149051j 1.83337e-15-0.0212989j -2.96548e-16-0.00960851j 9.76428e-17+0.0093446j -1.87566e-15+0.0131827j -6.25831e-16+0.0280364j 4.83528e-16-0.0393823j 2.63835e-15-0.0151527j 
3.62691e-16+0.0186225j -9.95731e-17-0.0288044j -1.52234e-16-0.00160186j 6.38788e-17+0.00494236j -2.62774e-16-0.0104787j 2.53845e-15+0.0363255j -1.86712e-15-0.0131277j -7.72707e-16+0.010268j 8.38474e-16-0.00165518j -2.63845e-15-0.00601513j -2.71695e-15+0.017123j -9.94788e-17-0.000566357j -3.3706e-16-0.00303773j -5.97674e-17+0.00948665j 1.71224e-16-0.000887096j 2.21435e-16-0.00236758j -2.94489e-14+0.00592807j -5.49427e-16+0.00447266j -8.55538e-17-0.00657854j 2.15713e-16+0.0029734j 1.33082e-16-0.000381938j 1.60634e-16+0.00129985j -2.7519e-16-0.0112456j 1.69768e-15+0.00756512j 9.57443e-17-0.00474863j -5.92103e-17-0.00484384j 8.59227e-16+0.019614j 1.00807e-16+0.00164723j 9.24092e-15+0.0144338j -2.63084e-14-0.00773106j 7.92283e-14-0.0380055j 1.38854e-14-0.0371171j 4.56739e-16+0.0375376j 9.79878e-17-0.0310273j -6.13371e-16+0.0299159j 2.40288e-16-0.280642j 6.21119e-16+0.0242155j 1.50849e-16-0.0253059j 6.06242e-16-0.03126j -2.88144e-16+0.0270581j 2.06788e-16+0.044648j 6.18146e-16+0.00792541j -2.82134e-16+0.0259218j 2.26433e-15+0.0125237j -6.08163e-17-0.00149181j 6.73889e-15-0.0293198j 7.84578e-16-0.0120584j 9.37703e-16+0.0131439j 1.47105e-15+0.0111457j 1.6593e-15+0.0145944j 6.36039e-13-0.0113261j 1.52441e-15+0.00625695j 6.04924e-15-0.0134977j -7.58109e-15+0.0274437j -1.10843e-16-0.00879586j 3.51439e-16-0.0242797j 2.58271e-17-0.00368589j -7.95407e-16-0.0337537j 5.93125e-16-0.00254818j -1.28795e-15-0.00274836j 2.35217e-19-0.00613879j -5.48889e-17+0.00432897j 2.70594e-16+0.00715573j -5.08494e-16+0.0261494j -9.38635e-16-0.0214386j 2.44646e-16+0.0235178j 6.81853e-16+0.0174125j -9.47638e-16-0.0974401j -9.60905e-16+0.148478j 1.5517e-16+0.014648j 5.12935e-15+0.245552j -9.82151e-15-0.119326j 
1.08371e-15+0.0211924j 7.2058e-16+0.0242708j 1.69463e-16-0.0131393j -6.48954e-17-0.00871637j 4.99808e-16-0.00132045j 1.3002e-15+0.00146282j -9.24358e-16-0.0231772j -5.6802e-16+0.00425026j 4.26809e-16+0.00489283j -5.56817e-15-0.00920973j -8.37441e-17-0.0021539j 6.35533e-16+0.00707956j 1.1263e-15+0.00196092j 1.16923e-16+0.00520867j 5.18086e-18+0.000466125j 4.09799e-16+0.00563667j -4.34129e-14+0.00883918j 1.53718e-16+0.00272302j -6.47681e-17-0.00338618j -7.36494e-16-0.010456j 8.5349e-16+0.000549936j -6.64111e-16-0.00301783j -7.11482e-16-0.00994038j -3.4372e-15-0.0100795j 3.22903e-16+0.0117372j -4.31482e-16-0.0019805j -2.20086e-16+0.00434789j 1.13576e-15-0.0234862j -7.75653e-15-0.013957j 2.06525e-14+0.00550896j 5.21322e-14-0.0386912j 9.21131e-15+0.0552694j 1.29241e-17-0.00530526j 5.09965e-16+0.0473866j -7.38033e-16+0.00737406j -4.64084e-16-0.0174237j 2.03845e-15+0.247833j 2.93567e-17-0.0014343j 3.24126e-16-0.0159925j -6.16277e-16+0.0469026j -1.50731e-16+0.00258388j -1.30477e-16-0.0346479j 3.57875e-16+0.000897819j -1.94153e-15-0.0031321j 1.98658e-15+0.00811032j 4.83706e-15-0.0210331j 2.15451e-16-0.0362792j 6.70135e-17+0.0109359j 1.63155e-15+0.0145198j 2.62473e-15+0.0210009j -3.25711e-13+0.00576256j 1.34005e-15+0.0279592j 8.53595e-15-0.0211482j -1.12851e-15-0.0014606j -4.46727e-16-0.00116852j -5.97781e-16+0.0216177j -6.67379e-16+0.00447675j -4.20336e-16-0.0241794j 5.64575e-16+0.00710589j 3.43062e-16+0.0105242j 1.34488e-15-0.0183407j 1.24012e-16-0.0148948j 1.09211e-15-0.00589576j -5.68546e-16+0.0441491j 5.5679e-16+0.00555909j 3.34775e-16-0.0208525j -4.88395e-16+0.0295817j -1.5873e-15+0.00238848j -9.29924e-16+0.0607151j 1.18981e-15+0.0456269j -2.95957e-16-0.287117j -2.62334e-15-0.254988j 
-5.26752e-16-0.020228j -3.41852e-16+0.0152639j 2.25462e-16+0.00179256j 6.24991e-19+0.0308099j 2.35966e-16-0.00858357j -6.71975e-16-0.00890605j 1.05625e-15-0.00182457j -9.82656e-17+0.0165092j -5.87444e-16+0.000949691j 5.62669e-16+0.00211861j 9.6453e-16-0.008006j -2.70157e-16-0.00802037j -7.42504e-16-0.000157084j 1.16605e-16-0.00919484j 2.50331e-19+0.0075393j 3.67477e-17+0.00129011j 1.30694e-14-0.00273808j 7.54381e-17-0.00112339j -2.36604e-16+0.00512699j 3.33917e-16-0.00097546j 8.28287e-16+0.0032764j 7.76282e-17-0.00439061j 2.32523e-16+0.0117426j -1.11581e-15-0.003932j -1.90747e-16-0.0077787j 1.96573e-16-0.000255989j -2.13928e-16-0.0140317j -1.82885e-16-0.00142105j -3.89405e-15+0.00857139j 1.18021e-14+0.00873757j -1.022e-13+0.0520952j -1.72492e-14+0.0291455j 2.95934e-16+0.000151476j 6.42911e-16-0.0247537j -1.83023e-15+0.0453921j 7.8477e-16+0.04023j -5.02555e-16+0.0313884j -6.58743e-16-0.234126j 4.98416e-17+0.0077771j -4.69173e-16+0.00869j 6.72174e-16+0.00470008j -1.01475e-15+0.0160406j -2.27308e-15+0.0209087j 6.52643e-15+0.0314833j 5.66964e-15+0.0466399j 4.62836e-15-0.0287509j 5.04716e-16+0.0252246j 3.7353e-16+0.0177868j 1.76715e-15+0.00193877j 3.1525e-15+0.0232133j -4.21024e-13+0.00748756j 8.14292e-16+0.00206501j 1.59568e-15-0.00561533j -1.21139e-15+0.00189334j -1.15959e-16-0.00772317j -5.08579e-16+0.0133206j 7.01695e-16+0.00844626j -1.91463e-15-0.0389558j -3.81942e-15-0.0159706j -2.80501e-15-0.0234842j 3.49466e-16+0.025606j 5.40865e-16-0.00201238j 6.26848e-17-0.0410058j 4.83961e-16+0.012626j -6.42503e-16-0.00708509j -2.0848e-16-0.0119027j 1.08064e-15-0.0111432j 1.80933e-15-0.0413883j -1.11162e-16+0.0550817j -6.50944e-16+0.0739318j -8.54443e-15-0.185286j 1.08124e-14+0.256149j 
-9.83629e-17-0.0148242j -3.19518e-16-0.000794963j -1.01936e-16+0.0320702j -2.63409e-17-0.00562275j 8.14548e-17+0.00405943j -3.98613e-16-0.000360783j 1.38516e-17-0.000470305j 1.12136e-16-0.000815774j 2.89105e-16+0.00818112j -2.56698e-15-0.00421192j -6.68638e-17+0.00297898j -7.09987e-17-0.00342431j -4.52216e-16-0.00188443j -3.92416e-17-0.0021915j -1.15315e-16-2.83145e-05j -5.23631e-17-0.00052194j 7.965e-15-0.00160678j 8.74729e-18+0.000200505j 3.67182e-16-0.00254449j 2.02794e-16+0.00234573j -4.67341e-16-0.000394806j 1.35474e-16+0.00375255j -2.63894e-16+0.00712699j 4.39432e-16+0.000905867j 3.15375e-16+0.000151925j 1.29864e-16-0.00541964j 5.55059e-18-0.0109496j -1.07161e-16+0.00679931j 3.8483e-15-0.00148845j -1.05585e-14-0.00570161j -9.18707e-15+0.00945933j -1.21034e-15-0.0250486j -1.18255e-16+0.0240488j 5.38789e-16+0.0381543j 2.09166e-16-0.0135789j 4.55786e-16-0.0103046j -1.46167e-16-0.0172122j -7.27938e-18-0.0281839j 3.78428e-16-0.156062j -1.22055e-15-0.0435842j 1.35142e-16+0.026824j 4.85969e-16+0.0361121j -2.09092e-15+0.00843116j 8.68778e-15+0.0259339j -5.83666e-16+0.000791252j 1.00563e-15-0.00359302j -6.80582e-16+0.0021699j 9.3185e-16+0.00606588j 1.91723e-15+0.00448988j -8.25337e-17+0.00948657j -2.67357e-13+0.00476027j 8.96925e-16-0.0500873j 2.0998e-15+0.000522909j -4.98239e-15+0.0176391j -8.48287e-16-0.0052067j 1.41724e-16-0.0146095j 4.26564e-16-0.00609308j -1.05472e-16-0.0235813j -7.8203e-18+0.0147781j 7.87966e-16-0.0169014j 1.97702e-16+0.0287893j 2.69019e-17-0.0130748j 9.15746e-17+0.0313248j -3.53306e-16-0.0262056j -3.77153e-16-0.00818177j -1.89549e-16+0.031922j 7.91881e-16+0.0293701j 1.13183e-16-0.00654279j 1.53229e-16-0.0243914j -2.81877e-16+0.0658203j 8.28501e-17+0.0678749j -1.60525e-15+0.0163838j 
-4.23432e-16-0.00683687j -5.09828e-16-0.0214632j 6.58974e-18-0.015112j -1.53687e-16-0.0155504j 1.30923e-16+0.00553514j 1.25924e-16+0.000590717j -4.23182e-16-0.00227196j 1.31144e-16-0.00171997j 5.32604e-16-0.00160737j -3.93124e-15-0.00713837j 2.1001e-16-0.0039632j 3.94407e-16-0.000766667j -1.6407e-17+0.000485024j -6.02939e-17+0.00398993j -2.60915e-16-0.00682185j 3.58785e-17-0.000701832j 3.92109e-15-0.000795618j 1.3162e-15+0.00449202j 1.03783e-17+0.00466831j -2.74245e-16-0.00136614j -1.74184e-15-0.00448161j 1.31798e-16-0.00220384j 3.1491e-16-0.00601915j 1.46754e-15+0.00567339j 1.35198e-16-0.0027207j 2.11643e-16+0.00717497j 9.97293e-17+0.00150088j -3.2737e-16+0.00779946j -9.36251e-15+0.0064976j 2.64093e-14+0.0156271j 2.16782e-14-0.0117127j 3.94684e-15-0.00270686j -1.60591e-16-0.0384883j 5.04383e-16+0.00361996j 3.99027e-17-0.0074572j 1.27668e-16+0.0117633j 9.84153e-17+0.00427946j -1.70758e-16+0.0103394j 2.02077e-16-0.0364487j 1.28732e-15+0.11659j 5.09296e-16-0.0900753j -1.41257e-17-0.0112881j -8.0134e-16-0.00632223j 4.5265e-15+0.0128289j -9.24947e-16+0.0030966j -1.34594e-15+0.0075601j 5.72835e-16-0.023716j 9.21664e-16-0.00202543j 1.66053e-15+0.0205834j 1.12277e-15-0.000950685j -9.90296e-15+0.000157657j 2.69479e-16+0.0368875j -2.11386e-16-0.00400541j 4.78957e-15-0.0209421j 3.23102e-16+0.0092058j -7.8767e-16+0.00694132j 5.59587e-16+0.00865663j 3.17358e-16-0.0121109j -7.29248e-16+0.0085394j -7.67827e-16-0.0102502j 2.10165e-17+0.0116075j -8.82731e-17+0.00557262j 1.53164e-16-0.00836194j -1.92426e-16+0.0388373j -3.36794e-16-0.0178695j -1.7555e-16+0.00707662j 2.44414e-16+0.0159818j -9.01146e-16+0.00805163j 4.96589e-16-0.0239528j -2.73241e-16-0.0440985j -2.00299e-15-0.0225195j 4.40625e-16+0.0376771j 
4.27905e-16+0.0251987j 6.93295e-16-0.00515034j -5.39164e-17-0.00739676j 5.75208e-17+0.00464345j 3.06251e-16+0.00931508j -4.5756e-16-0.00637234j 1.2747e-16-0.00097817j 3.29804e-17-0.000802199j -8.843e-17-0.00330108j 9.7351e-16+0.00137033j -3.4118e-16+0.00321223j -1.59702e-16-0.00141693j -6.17786e-17-0.000653079j -1.41472e-17+0.000273722j 1.0603e-16+0.0013038j 9.3436e-17-0.00207053j -2.41048e-15+0.000487586j -7.1867e-16-0.000365606j 1.06395e-16-0.00620515j 2.63497e-16+0.00217644j 2.69632e-16+6.51409e-05j -1.54545e-16+0.00048359j 7.76267e-17-0.0058059j 2.6712e-16+0.00188149j 8.02082e-17+0.0038919j -1.4272e-17-0.00508004j -1.08233e-16+0.0108899j -1.52864e-16-0.00272518j 1.00442e-14+0.01171j -2.84679e-14-0.0102582j 2.21796e-14-0.0117514j 3.56421e-15-0.00358993j -7.3807e-18+0.00978769j -3.29493e-16-0.00739179j -2.2019e-16-0.0206256j 3.78549e-16+0.00219152j -6.32849e-16-0.00532107j 3.34447e-16-0.00127907j 3.17657e-16+0.0338839j 2.43683e-15+0.0622273j 2.20486e-15+0.0666558j 1.85788e-17+0.0752095j -2.2217e-16+0.0361564j -6.62862e-15-0.00484252j 5.81675e-15+0.0503653j 1.14121e-15-0.0129532j 1.17947e-15+0.00280919j 1.03777e-15+8.036e-05j 3.50306e-16+0.000796589j 9.85379e-16-0.00254048j -2.67592e-13+0.00477097j 2.17687e-16+0.00366801j 6.94026e-15-0.0190065j 9.40797e-16-0.00909518j -3.65309e-16-0.00925483j 1.01997e-15-0.00435849j 8.51807e-16+0.0224762j -1.95341e-15-0.0196704j -3.56729e-15-0.0267888j -2.07013e-15-0.0111083j -6.67828e-16-0.000122792j -2.52669e-17+0.0217219j -4.27283e-16-0.0385076j 4.08502e-16-0.000711926j 8.60515e-17-0.0385924j -8.72238e-17-0.0249733j 5.27869e-16+0.0206669j 1.99172e-16-0.0471299j 8.22896e-17+0.0826033j 7.97888e-16+0.0191577j 1.18642e-15+0.0648026j -2.53364e-15-0.0512935j 
-6.49796e-16+0.000186775j -7.70846e-16-0.0188751j 4.29339e-16+0.0136182j 5.9454e-17+0.00182725j -2.8406e-16-0.00277833j 6.97876e-16+0.0040932j -4.04172e-16-0.00409778j -2.25628e-16-0.00336335j -1.92423e-16+0.000792874j 8.95207e-16+0.00205353j 2.86226e-16-0.00230513j -3.29413e-17-0.00222721j -1.71903e-16-8.40542e-05j -7.05611e-17-0.000198582j -8.44099e-17-0.00119221j -2.17681e-16-0.00406327j 1.48886e-14-0.00309033j 2.09626e-16+0.000637888j 1.66463e-16+0.00118285j 3.31807e-16+0.00389751j -1.07187e-15-0.00216256j 3.35802e-16+0.00205194j 6.59449e-16+0.000445726j 2.60385e-15+0.00751656j -2.79077e-16-0.00426376j 1.77111e-16+0.00129881j 9.6797e-17+0.00457186j -4.37039e-16+0.0115545j 7.33501e-15+0.00863113j -1.99698e-14-0.00693101j -1.85913e-14+0.0143345j -4.13757e-15-0.0207927j 4.42064e-16+0.0200688j -8.42293e-16-0.0121072j 1.18853e-15+0.0166119j -4.50393e-16-0.00683434j -1.62557e-16-0.0101842j -3.43732e-16+0.00142769j -1.42365e-16+0.00590943j -3.0217e-15-0.0364364j -3.69568e-15-0.0839114j 1.14918e-15+0.0751978j 1.25563e-16+0.0166238j 4.75687e-15+0.0168143j -5.77818e-16+0.0164886j -2.57917e-15+0.00692629j 5.9136e-16+0.0290067j -3.64996e-16-0.020616j -2.1139e-16+0.00769819j -1.54577e-15-0.0141617j 2.49487e-13-0.00441243j -2.43674e-16-0.00720425j -3.72537e-15+0.00971433j 3.16799e-15-0.0105494j 8.74767e-16+0.00283027j -6.44621e-16-0.0155903j 4.73389e-16+0.00482125j -7.51764e-17-0.00748888j -1.25188e-15-0.00640909j -1.02109e-15-0.0132633j 5.47534e-16+0.0167312j 6.50452e-16+0.015889j 6.62908e-16-0.00505605j 5.71228e-16-0.00129625j 5.85545e-16-0.00353563j 8.71e-16+0.0158806j 2.92103e-16+7.18647e-05j -1.31284e-16-0.00894955j -1.16326e-15-0.0270144j -1.51997e-15-0.0234102j 4.65744e-15+0.132036j 3.73947e-15+0.0749324j 
1.80625e-16-0.00112511j -1.06984e-16+0.0096696j 6.80575e-17-0.00598592j 1.5661e-17+0.0083814j -2.09615e-16-0.00139135j -5.1163e-16-0.00198441j 3.78056e-16+0.0105303j 2.47519e-16-0.00436788j -2.23312e-16+0.00122067j 2.03373e-15+0.00382166j 3.08832e-16-2.11807e-05j -4.49913e-17+0.000137386j 1.09593e-15+0.00363058j 7.26074e-17-0.00229847j 1.55822e-16+0.000552089j -5.10849e-17+0.00139158j 4.20776e-15-0.000802988j -4.17902e-16-0.00381655j -2.72528e-16-0.00031408j -1.2175e-17+0.000535684j 1.24164e-15+0.00325692j -7.60665e-17-0.00119131j -2.50749e-16+0.00215142j -1.42332e-15-0.00497145j -1.10253e-16+0.00179448j 1.36428e-16-0.00105953j -2.49788e-17-0.0076211j 6.11726e-17-0.000306343j 2.17747e-15+0.00161485j -5.72425e-15-0.0023552j -2.4502e-14+0.0105887j -3.96624e-15+0.0178594j 9.2828e-17-0.00494231j 6.81299e-17-0.00730241j -1.26322e-16+0.014249j 1.74332e-16+0.0157674j -4.39982e-16-0.0184867j -2.2537e-16+0.0174183j -1.38459e-16+0.0012935j 5.71105e-16+0.0145997j 1.18261e-16+0.0267707j 1.24052e-15-0.0272752j -6.83973e-15-0.0508141j 2.58164e-14+0.0661157j -1.56207e-15+0.0084315j 1.5512e-15-0.00951693j 1.62253e-15-0.0306889j 6.7482e-16+0.0157232j 1.27473e-15+0.00428635j 7.21879e-16+0.00887991j -2.9989e-13+0.00530747j -3.47776e-16+0.0202045j 2.58134e-15-0.0080936j -2.507e-15+0.00673294j -1.19426e-15-0.0112499j -7.9223e-16+0.0153732j -1.64194e-16+0.00837225j 3.38427e-16-0.00448795j -3.59181e-16+0.0199056j -6.22487e-17-0.0138617j -6.22096e-17-0.00913362j -4.43139e-17-0.00215852j 5.06791e-16-0.0145593j -2.31176e-16+0.0198457j -3.46159e-16-0.00462465j -2.70203e-16-0.0360667j -1.60487e-16+0.0056767j 3.33667e-16-0.000105761j -2.56951e-16+0.00634349j -3.72442e-16+0.050367j -2.22965e-15-0.0798476j 2.29699e-15+0.0489757j 
5.03937e-16+0.0131853j 6.10434e-16+0.0065272j -4.03914e-17+0.00435182j -5.5059e-17-0.0108679j -6.11721e-17-0.0145599j -1.39272e-16-0.00688405j 4.97303e-16-0.00274094j -1.2618e-16+0.00477334j 1.81698e-16-0.00167268j -1.25754e-15-0.00245899j -1.11853e-16-0.000798939j 2.42065e-17+0.00339608j 1.59068e-16+0.000383323j 6.24269e-17+0.000711518j 3.33063e-17+0.000366877j 1.95104e-16+0.00038371j -1.39292e-14+0.00283359j -4.92575e-17+0.00150046j 1.39111e-16-0.0016346j -7.93929e-17-0.00261195j -5.27907e-16-0.00206255j -1.3939e-16+0.00140537j -1.08976e-16-0.00431667j -4.32414e-16-0.00142472j 2.16382e-16+0.00768451j 2.96209e-17+0.00296716j -8.17866e-17+0.00725741j 1.18893e-16-0.00494565j 3.81921e-15-0.0102301j -1.12472e-14-0.00928512j 3.16148e-14-0.0185645j 4.95428e-15+0.00656314j -2.17122e-16+0.00815577j -1.64171e-16+0.0138773j -1.4185e-16+0.0371875j -6.15588e-17+0.0121949j 9.41895e-17+0.00902219j -1.76053e-17+0.00119404j -5.61931e-16-0.00337136j -4.19539e-18-0.019404j 2.98132e-16+0.0120516j -1.04525e-15+0.0395414j 2.66233e-15-0.0374102j -1.10772e-14-0.0438707j -2.56302e-15-0.0245616j -8.32995e-15+0.0415373j -3.88369e-16-0.0417124j -2.87087e-16-0.0122889j -1.45442e-15-0.00269017j -2.63105e-15-0.0101547j 1.53502e-13-0.00269979j 1.51317e-16-0.0453794j 7.22745e-15-0.0114869j 1.57476e-15-0.00842127j -1.46669e-16-0.0035245j -5.53027e-16+0.00480751j -5.0035e-16-0.0124732j 9.7378e-16+0.0286855j 3.25494e-15+0.0101634j 1.44762e-15+0.0143508j -1.26604e-15+0.0071731j 1.6082e-16-0.0102337j -5.48027e-16+0.0298726j -6.20698e-16-0.0232819j -5.57875e-16-0.0137001j -4.28856e-16+0.00176346j 2.80169e-17+0.00331769j 7.52147e-16+0.0227828j -8.41455e-17-0.027661j 6.26792e-16-0.0362714j 2.80712e-15-0.00120098j -2.11587e-15-0.119953j 
9.9991e-17-0.00278151j 2.02927e-18+0.0086848j -6.39182e-17-0.00455903j 5.93089e-16-0.00210192j -8.87353e-17+0.00177946j -2.32517e-18+0.00206769j 8.69316e-17+0.00702365j -6.89003e-17+0.00428115j 9.56033e-18+0.00029601j 7.60465e-16+0.00125767j 2.24396e-16-0.00106628j -2.53121e-16-0.000716282j -8.12472e-17-0.000327843j 1.66532e-16-0.00247736j -2.564e-17+0.00306822j -2.05793e-17+0.000232798j -9.17535e-16+0.000189145j -1.02426e-16-0.000692133j -3.72678e-17+0.00173824j 4.02973e-17-0.000969085j 4.54243e-16+0.00117245j -1.64641e-16+0.000536291j -1.47797e-17+0.00426635j -2.66669e-16-0.00137397j -1.60776e-16+0.000883135j -2.15485e-16+0.00222398j 4.04916e-17-0.00104026j 4.23769e-16-0.00550373j -3.36127e-15-0.00294356j 9.54924e-15+0.00384839j -4.28644e-15+0.00230399j -3.43045e-16+0.00198836j 5.70265e-16-0.0164508j -1.04394e-15+0.00977515j 1.88133e-16-0.0161915j -5.33075e-16-0.0140336j 7.01632e-16-0.022333j 7.77108e-16-0.013871j -7.52811e-16+0.00348258j 8.0923e-16+0.000420292j 4.36188e-16-0.00171131j 8.50536e-17-0.00642046j 9.36378e-17-0.00987072j -8.98094e-15-0.0268368j 3.89474e-15+0.036843j 2.78114e-15-0.0190211j 2.68065e-15+0.00625227j 1.30704e-15-0.0152199j 1.51571e-15+0.0218714j 2.13416e-15+0.00520258j 9.86094e-14-0.00175361j 5.42864e-16+0.0152973j 3.86311e-15-0.0103362j 3.44596e-15-0.0139003j 3.8471e-16+0.00751211j -3.43419e-16+0.00869212j -3.13907e-16+0.0047781j 8.99791e-17+0.000633028j 5.36094e-16+0.00313308j -4.72428e-16-0.00116443j -7.46584e-16-0.00432806j -9.1457e-16+0.0124713j 8.9935e-16-0.0248523j 9.88284e-16-0.000113737j 8.32052e-16+0.0200562j 7.9397e-16-0.0200749j -9.5441e-16-0.00429886j -4.60918e-16+0.0164336j -2.63327e-16+0.0185483j 4.00729e-16+0.00743123j -6.33016e-16-0.0263873j 1.75212e-15+0.0103621j 
1.05762e-16-0.000130028j -2.21634e-16+0.0129714j -6.72584e-17-0.00282172j -5.49969e-16+0.0116833j -1.91902e-16-0.000159226j 1.76586e-16+0.00756616j -1.25507e-16+0.00408182j 1.81726e-16-0.000656776j -2.59334e-16+0.00313544j 6.18635e-16+0.00134215j 1.55094e-16+0.000415176j -1.29363e-17-0.00191516j 5.773e-16+0.00210078j -3.03159e-17-0.000479629j 1.98954e-17+0.00372308j 4.85224e-17+0.000435086j -3.39211e-15+0.000715807j -3.83376e-16-0.00359662j -1.93628e-16+0.00019431j 3.86459e-17-0.00145686j 1.4331e-15+0.0041674j -5.32224e-17-0.000977688j -2.52036e-16+0.00406239j -1.00079e-15-0.00399025j -1.58382e-16-0.00297635j 1.73866e-16-0.00346384j 2.46223e-16-0.000861506j 4.50142e-16-0.00689381j 1.65404e-15-0.00367652j -4.05586e-15-0.00352408j -3.35945e-14+0.0170529j -5.50942e-15+0.00820612j -7.26733e-16+0.0020886j 1.18422e-15-0.0167781j -2.55399e-16-0.00103291j 3.79892e-16-0.0290938j -3.4951e-16-0.00323424j -6.22631e-16+0.00579587j 8.59881e-16-0.00816139j -7.2621e-17+0.00514953j 5.05033e-16-0.000141207j 8.10328e-16-0.00702876j -1.53407e-15-0.034478j 5.56668e-15+0.00972422j 1.64192e-15-0.0270189j 6.50237e-15-0.0273442j -1.09069e-15+0.0332669j 1.70975e-16-0.013242j 1.26133e-15+0.00389671j 4.0549e-16+0.00159124j 6.56026e-13-0.0116653j -2.67982e-16+0.0214699j -2.12996e-15+0.00318675j -1.38039e-15+0.00566366j 7.21074e-16+0.00691082j 1.04905e-15-0.00698096j 3.23715e-16-0.00190846j 5.89432e-16+0.00651592j 5.4605e-16+0.0147786j 3.84229e-16+0.00324741j 1.53318e-15-0.019262j 6.97525e-16-0.00106078j -3.80502e-16-0.00343417j -1.18054e-15+0.0178754j -1.15599e-15+0.0370603j -2.81003e-16-0.00371055j -6.42651e-16-0.0177148j 5.85994e-16-0.00234837j -3.40075e-16+0.0193942j -7.26025e-16+0.0142152j -2.14204e-15-0.0223178j 3.16985e-17+0.0399433j 
