-1.32874-6.14802e-13j 0.488651-1.44916e-13j -0.579764+3.96118e-14j 0.0114767-1.96403e-14j 0.0608219-1.26846e-15j 0.149945-8.39196e-15j -0.0739345+2.75307e-16j -0.0989739+9.65047e-15j -0.0735307+3.09521e-15j 0.0040947+3.37018e-15j -0.0846501+7.85667e-15j -0.0360477-3.28067e-16j 0.0386807-5.42223e-15j 0.0428527-2.13288e-15j 0.00477583-5.62368e-15j -0.023766+8.98514e-15j 0.00487226+2.80781e-15j -0.0509985+4.50851e-14j -0.0393424+1.01672e-14j -0.000464565+2.97265e-15j 0.0297555+1.5921e-15j 0.0427032+2.87638e-15j -0.00360666-4.10734e-15j 0.0116434+7.02425e-15j 0.0191989-1.20012e-15j 0.0611673+3.54531e-15j 0.0115333-1.15364e-15j 0.0285096-2.62927e-15j -0.00263277+8.45015e-15j -0.0317267+6.66276e-15j 0.0448829-2.06994e-14j 0.0240058-7.77052e-15j 0.0438813-3.67139e-15j -0.0448215+6.20191e-17j 0.049102-7.71473e-15j -0.0157746-2.3253e-15j 0.0190321-1.12518e-15j -0.0286039-3.48258e-14j -0.03404-3.83215e-14j 0.0184065+9.24272e-15j 0.00191009+1.44764e-14j -0.0328375-9.32939e-14j 0.042982-2.86779e-15j -0.0805206+3.78156e-15j -0.0205688+6.09694e-15j 0.0535647-1.61977e-15j -0.0138225+1.14969e-15j -0.0246706+3.25162e-15j 0.083213-2.98753e-15j 0.0579283-7.78493e-15j -0.0693668+5.72877e-15j -0.0251214+2.07088e-15j -0.0476043+7.41241e-15j 0.123804-7.12799e-15j -0.162999+1.17328e-14j 0.042065-1.70611e-14j 
-0.0143949-1.3803e-14j -0.00775018-4.25074e-15j -0.0472585-6.60739e-15j 0.000955417+2.90918e-15j -0.020268-1.71406e-15j 0.00747232+1.49258e-15j -0.0523499-6.31202e-15j -0.00435686-2.85438e-15j -0.00996697-1.30307e-15j -0.0226256-3.77683e-15j -0.00260003-1.1447e-15j -0.0156967-2.50468e-15j -0.0275443-2.96437e-15j -0.0185393-9.60525e-16j -0.0151389-7.53064e-16j -0.0131807-3.02205e-15j 0.00855535+1.7634e-15j -0.00541204+4.14472e-15j -0.00737837-1.69301e-15j 0.0134962+9.22824e-16j -0.00176295+1.49292e-15j -0.00755291-1.62696e-15j -0.0131807-2.48506e-15j -0.00472944-1.85583e-15j 0.00223382-1.15535e-15j 0.00681586+2.54541e-15j 0.00814753+1.08721e-15j -0.00410576+5.32924e-16j 0.00449458-1.87773e-15j -0.0105269-1.62589e-15j -0.00072213-4.79547e-16j 0.00202229+3.34435e-16j -6.83808e-05+1.67018e-15j 0.00242993-7.17167e-16j -0.00757771+7.97567e-17j 0.0131955+5.48136e-15j 0.00910624+1.82311e-15j -0.00644641-1.52532e-15j 0.00162125-4.32263e-15j 0.0110997+6.61062e-15j 0.00496737+7.49242e-15j -0.0138454-4.07753e-14j -0.00236579+4.15126e-16j 0.0274089+4.02491e-15j -0.00913186-1.05396e-15j 0.0307785+3.38573e-15j 0.025147+1.13588e-15j 0.00626609+1.70957e-15j -0.0279125-5.31041e-15j 0.0409538+3.79329e-15j -0.0287962-6.67279e-16j 0.0457066+4.99663e-15j -0.0268888-5.68317e-15j 0.059992+4.18982e-15j -0.00712563-3.69832e-15j -0.0594532+4.27057e-15j 
-0.0301086-2.21315e-14j -0.000335045-4.19285e-15j -0.029341-2.01909e-15j 0.0322729+2.15991e-15j 0.0170355+9.58298e-16j -0.0130832+1.70979e-15j -0.000528478-1.21223e-15j -0.0191161-2.0894e-15j -0.00852821-1.69577e-16j 0.00376777-4.88243e-16j 0.00505027-1.07373e-15j -0.0102909-2.85821e-15j 0.00227092+1.60556e-16j -0.000112536+7.13276e-16j -0.00300178+7.98545e-16j -0.00165255-1.94202e-15j 0.00473859-2.89801e-16j -0.00277949+1.56272e-15j -0.00673381-1.10598e-15j 0.00975108+5.75037e-16j 0.0087792+1.36682e-15j 0.00206644-1.02607e-15j -0.00162619-2.40826e-16j -0.0167004-3.81424e-15j -0.0110292-1.59509e-15j 0.00907432+3.02717e-15j 0.00302829-9.62498e-16j 0.00551032-3.73614e-16j -0.0167866+9.1759e-15j -0.00391138+1.52969e-15j -0.000887872-4.65857e-16j -0.00157584+1.63893e-15j 0.0173629+1.56805e-15j 0.000390245+3.93827e-16j 0.00193977+5.53595e-16j 0.0101293+3.13475e-15j -0.000239197+6.17463e-16j -0.000404137-3.55011e-15j -0.00488609-4.80092e-15j -0.00877499-4.94759e-15j 0.00308138-3.90695e-15j 0.0105222+3.00259e-14j 0.00611919+1.34255e-15j 0.011548+1.89276e-15j 0.00433875-1.22995e-15j 0.00421635+7.07195e-16j -0.0168165-4.58094e-16j -0.0164847+1.12584e-16j -0.00135817-1.61342e-15j 0.00864773+2.64033e-15j 0.00138278+5.4357e-16j -0.0273724-2.02166e-15j 0.0158243-2.50737e-15j -0.0352327-9.96515e-16j 0.0167724-3.56883e-15j 0.0172766+6.44282e-17j 
0.0454639+2.98955e-14j -0.0305707-1.35103e-16j 0.0302753+6.06962e-15j 0.000626405+4.62452e-16j -0.00881847-8.98786e-16j -0.0328973-5.31938e-15j 0.0327676+6.30779e-15j 0.0252838+4.38579e-15j 0.0155918+2.83004e-15j 0.0188976+4.26956e-15j 0.00698972+1.33309e-15j 0.0383922+6.93942e-15j 0.00899827+1.72437e-15j -0.00229068+8.98404e-16j 0.0116157+2.56438e-15j 0.00558361+1.24659e-15j 0.00298608+7.41486e-18j -0.00861517+2.20389e-15j 0.0270792+3.86986e-15j 0.00815873-7.04553e-17j -0.0125363-2.77708e-15j -0.001902-2.15234e-15j 0.0149979+3.86909e-15j -0.00273453-3.88834e-15j -0.0171122-3.93909e-15j -0.0102388-3.12231e-15j -0.00760452-1.30228e-15j -0.0146075-3.11947e-15j -0.00414941-2.82244e-16j 0.00569747-1.91423e-16j 0.0038286+3.61517e-16j -0.00233777-1.36759e-15j -0.00171213-5.96457e-17j 0.00197177+7.89446e-16j 0.0111991+3.21608e-15j -0.00914909-4.70042e-15j -0.0041385-1.16023e-15j 0.00491712+2.80167e-15j -0.00110036+1.43989e-15j -0.00568151-4.18721e-15j -0.00220333-9.79705e-16j -0.0023901-6.6974e-15j 0.0013448+4.70732e-16j -0.0159288-4.25244e-15j 0.0355006+5.9424e-15j -0.00900305-1.67974e-15j -0.0167139-2.0037e-15j 0.00997106+2.10875e-15j -0.00610828+1.11605e-15j -0.0276996-5.85784e-15j 0.0102035+2.32301e-15j 0.0037172-2.95986e-16j 0.0178672+6.46915e-15j -0.0379034-7.92486e-15j -0.00425068+3.2844e-15j -0.00310551+2.39403e-15j 
-0.0434619-2.91197e-14j -0.0363778-7.82424e-15j -0.0114073+8.0162e-16j 0.0360609+4.68091e-16j 0.00981835-2.46045e-16j -0.00213311-1.27242e-15j 0.00790434+4.36727e-16j -0.0303692+4.17243e-16j -0.0123954+6.07317e-16j -0.0136716-5.57628e-16j 0.00916507+6.09595e-18j -0.00320418+1.75611e-15j 0.00466803-2.36011e-16j -0.00333853-4.22446e-16j 0.00663341-4.1176e-17j -0.00210544+1.10127e-16j 0.00745409+1.76648e-16j -0.0154472+1.12742e-14j -0.00626699+2.63134e-15j -0.000659761-8.09788e-16j 0.0186674-1.38097e-15j -0.0297208-1.2525e-15j -0.0054358+1.06112e-15j -0.00825171-3.74213e-15j -0.0207159-3.4652e-15j 0.00653797+1.65146e-15j 0.00142468+2.02925e-17j -0.00537998-2.45877e-15j -0.0109491+5.99013e-15j -0.0110933+2.08101e-15j -0.0010166-1.15967e-16j -0.0137159+1.44394e-15j 0.0108698+9.07541e-16j 0.00399357+1.53094e-15j 0.0314487-1.26871e-15j 0.0089743-1.90676e-15j -0.00102713+7.45172e-17j 0.00218558-6.21225e-16j -0.0053629-2.15219e-15j 0.0120538+6.29545e-15j -0.00656698+4.13409e-15j -0.0116014-3.05925e-14j -0.00640319+2.105e-16j -0.00628091+1.30146e-16j -0.00238106+1.44839e-15j -0.0127171-1.39085e-15j 0.0256946-8.65417e-16j 0.0320635+1.24106e-15j 0.00530698-6.78848e-16j -0.0324046-1.16904e-16j -0.00230977+7.27898e-16j -0.00948239-3.51235e-17j 0.0469405+7.44556e-16j -0.0685736-2.11478e-15j 0.107506+5.8875e-16j 0.0549789-2.3724e-15j 
-0.0135492-4.35576e-15j 0.0137527-3.30511e-15j 0.0457643-8.94052e-15j -0.011734+1.86607e-15j 0.031338-5.46038e-15j 0.019179-2.52139e-15j 0.0283227-5.2584e-15j -0.00656032+1.60848e-15j 0.000971404+5.18002e-16j -0.00209488+5.19611e-16j 0.0121565-1.40979e-15j -0.0139363+1.92277e-15j 0.0120494-2.33334e-15j 0.013348-2.21536e-15j 0.0124919-3.69924e-15j 0.00231858+1.03589e-15j -0.00331909+1.32029e-15j -0.00116283+3.06413e-15j -0.0213129+5.74449e-15j -0.0176035+5.41602e-15j 0.023987-3.77865e-15j -0.00232898+1.22427e-15j -0.0110361+9.23213e-16j -0.00271803+2.39385e-16j 0.00296816-2.31171e-15j 0.00465506-5.66486e-16j 0.00589774-1.71629e-15j 0.0131178-1.53811e-15j -4.77159e-05+9.09647e-16j -0.00877408+3.55218e-15j 0.00276102-2.36582e-15j -0.00276164+1.17557e-15j 0.00733901-6.20125e-16j -0.00689784+1.99015e-15j 0.011159-3.33502e-15j 0.00333248-6.6299e-16j 0.00281756+3.57512e-16j -0.00381438+1.90532e-15j 0.00511885-9.64171e-16j 0.0119386+3.41456e-15j -0.0192057+4.72401e-15j -0.00274984+3.9345e-16j -0.00940429+1.38712e-15j -0.0261754+6.23208e-15j -0.0132076+2.87865e-15j 0.000218412-6.07714e-16j 0.0270608-6.90978e-15j -0.0223029+4.12919e-15j 0.0491721-1.04289e-14j -0.00681292+3.10393e-15j -0.0129182+3.53626e-15j -0.027281+5.85745e-15j 0.0306268-7.12942e-15j 0.0272913-5.63365e-15j 0.0709115-1.37511e-14j -0.0328334+1.24651e-14j 
0.0234691+1.88146e-14j 0.015639+2.30608e-15j -0.0071221+1.37582e-15j -0.0208736-1.69053e-15j -0.0442717-1.63184e-15j 0.0217714+2.02083e-15j -0.0166032+4.37722e-16j 0.0297247+1.75525e-15j 0.0298067+8.05228e-16j 0.0206882+8.53904e-16j -0.00465907+5.46784e-17j -0.00789739+4.10277e-17j -0.0261147-2.33173e-16j -0.00301594-1.34902e-15j 0.0170946-2.12172e-16j 0.0171158+5.70096e-16j -0.0120128-7.45068e-16j 0.017785-1.22048e-14j 0.0133427-1.07657e-15j 0.00978788-1.11562e-15j -0.0382152-4.02774e-15j -0.0114507-2.61586e-15j 0.0112+3.55211e-15j -0.0120338-3.77454e-15j 0.00932585+2.02526e-15j -0.0342513-7.27806e-15j 0.0146761+1.29291e-15j 0.00681487+3.87085e-17j 0.0182123-7.61969e-15j 0.00764711-5.18644e-17j -0.00986354+4.0594e-15j -0.0402587+2.46947e-15j 0.00773073-1.78457e-15j -0.000759516+1.81577e-15j 0.00977216-1.41223e-15j -0.0150968-3.78794e-15j -0.0587512-8.06986e-15j -0.000605693-4.59489e-15j 0.00498613+1.3394e-15j 0.0177138+9.25492e-15j 0.00990917-2.93457e-15j 0.0136463+3.39948e-14j -0.00211385-3.43965e-16j 0.00768215-6.99348e-16j -0.00988261+2.47227e-16j 0.00878176-2.21173e-16j 0.0117941-2.51154e-16j -0.0012343+5.39385e-16j 0.00759995+1.34563e-15j -0.0028755-4.3268e-16j 0.0177389+1.378e-15j 0.0231257+8.06044e-16j 0.0202704+2.18548e-15j 0.00267662+1.50632e-15j -0.00523104-8.17576e-16j 0.0445139-7.08225e-15j 
-0.00127366-7.34871e-15j -0.0266572+6.30433e-17j 0.0155276-1.39457e-15j 0.0302999+1.40625e-15j -0.0153256+3.71203e-17j 0.00531638+7.64452e-16j 0.0341174+1.43334e-15j 0.00296216-8.48896e-16j 0.0215217+1.60613e-15j 0.0158579+4.04607e-16j -0.00617669+1.36467e-15j 0.0337985+2.69288e-16j 0.021379+1.1999e-15j 0.0068769+1.52394e-15j 0.0097739+4.38554e-16j 0.0062893+1.46152e-15j -0.0108522+1.30934e-15j -0.0117417+4.12045e-15j 0.0295167+2.52808e-16j 0.00837631+1.25711e-16j -0.0236433-8.30967e-17j 0.0137384+7.68394e-16j 0.0236676-2.18173e-16j 0.0131918+1.17663e-15j -0.0130473-1.64325e-15j -0.00232832+4.01855e-16j -0.0127975-1.12391e-15j -0.0199326-4.73427e-16j 0.00181254-2.95423e-15j 0.00953691-1.57084e-15j 0.0205723-2.04646e-15j -0.012015-2.40645e-15j -0.00801216+4.7421e-16j 0.0265019+4.81236e-16j -0.00320412+8.41957e-16j -0.00514605-8.07928e-16j -0.0135013-3.55541e-15j -0.0214283-1.80598e-14j 0.00114797-1.66241e-14j 0.0105556+5.00931e-15j 0.00431553+2.60827e-15j -0.00482741-1.54819e-14j 0.012975+5.57514e-16j 0.00545572+9.58173e-16j 0.0238476+1.0501e-15j -0.0265081-1.21763e-15j -0.0191483-3.12998e-16j 0.0248006+1.34167e-15j -0.0355091-3.60925e-15j -0.0240451-1.06635e-15j 0.0391491+7.84544e-16j -0.00430894+1.82436e-16j -0.00353311-2.31949e-15j -0.0565098-5.01955e-15j -0.00231949+3.85356e-15j 0.0765606+2.39696e-16j 
-0.033086-1.75562e-14j 0.0441073+2.91958e-16j -0.039134-1.18657e-15j 0.00722251+2.65554e-15j -0.000824228+1.22366e-15j 0.00456724-9.88749e-17j -0.00853118+2.11196e-15j -0.00295273-1.60092e-16j 0.0108549+1.35122e-15j 0.00397759+8.12463e-16j -0.00985068-6.40232e-16j -0.00545847+2.54239e-15j 0.00477316+2.67624e-15j 0.0272944+3.37806e-15j 0.00865806-4.87467e-16j -0.0158747+1.38043e-15j 0.00143259+2.21518e-15j -0.00547251+3.62678e-15j -0.0118961-1.02586e-15j 0.0177009+1.55644e-15j 0.0016866+1.4096e-15j 0.0120647+3.30517e-15j -0.0162516-1.66025e-15j -0.000231046+2.64951e-15j -0.00481173-1.49423e-15j 0.00991863+2.87711e-15j -0.011669-3.40494e-15j 0.0479724+7.01925e-15j -0.000667751+3.6715e-15j -0.0121966+2.24749e-15j 0.0125584-5.10904e-15j 0.0140822-2.63891e-16j 0.0319401+3.08193e-15j -0.00982651-1.00369e-15j 0.0112698+2.02523e-16j 0.00114663+1.99654e-15j -0.00254273-3.69104e-15j -0.021023-5.07164e-14j -0.0516076-5.11776e-14j -0.00939503-4.84676e-15j 0.00949193-9.56764e-16j 0.000260108-9.43208e-16j 0.000283404+5.06954e-16j 0.012397+1.14532e-16j -0.000650955+2.02654e-15j 0.00885883-1.77617e-15j 0.00293184-8.64718e-16j -0.00844439-6.86929e-16j -0.0163489-2.19588e-15j -0.00261535-8.32593e-16j -0.0318211-9.38093e-16j 0.0158042-1.18238e-15j -0.0341292-4.09265e-15j -0.0184449-4.25695e-15j 0.00672995+2.29661e-15j 0.064581+2.24091e-15j 
-0.0209606+2.51085e-14j -0.00384116+3.46595e-15j 0.0161702-2.77324e-14j 0.00378697-5.94633e-15j -0.0105907+1.89757e-14j 0.0379458-6.57736e-14j 0.0018318-1.5404e-15j 0.0111248-1.91671e-14j 0.0252579-4.39079e-14j 0.0019322-2.40038e-15j -0.00565543+1.02557e-14j -0.0156226+2.80742e-14j -0.00724485+1.38052e-14j 0.0053529-8.50385e-15j 0.0181722-3.32704e-14j -0.00136997+6.19182e-15j -0.011396+2.27217e-14j 0.00324248-6.32063e-15j -0.00903377+1.69713e-14j 0.00196871-2.34062e-15j -0.00649858+1.09444e-14j -0.0145927+2.41225e-14j -0.00145108+3.61795e-15j -0.00607606+8.21915e-15j 0.00911978-1.84114e-14j -0.00576769+8.43447e-15j 0.0173803-2.99588e-14j 0.00407344-6.77645e-15j 0.00207374-3.1588e-15j -2.00717e-05+1.85939e-15j 0.0201073-3.91483e-14j -0.0125148+2.13802e-14j -0.00753283+1.26498e-14j -0.00446931+6.99516e-15j 0.0107312-2.17386e-14j 0.0127205-2.07723e-14j -0.0266386+4.54934e-14j -0.0102705+1.82528e-14j 0.0183908-3.04448e-14j 0.0341038-4.2761e-14j -0.000774124-8.96327e-15j 0.0258149+3.03194e-14j -0.00464844+9.1337e-15j 0.00825671-1.45439e-14j 0.00459025-8.45958e-15j -0.00635031+9.97025e-15j -0.0163072+2.89114e-14j -0.0217913+3.82331e-14j -0.00767259+1.31734e-14j 0.0322108-5.77506e-14j 0.0285543-5.18907e-14j -0.0200852+3.29075e-14j -0.000919738+2.50056e-15j 0.00957588-1.81029e-14j 0.00211899-2.88995e-15j 0.00954931-1.98617e-14j 
-0.00283569-2.90266e-15j -0.0139824-1.58053e-16j -0.00263594+1.23322e-15j 0.012968+2.33516e-16j -0.0117416-2.86937e-16j -0.0107221+3.91254e-16j 0.0275624+1.69177e-16j -0.0170657+1.19347e-15j -0.00992401+1.37709e-16j 0.0238122+6.93059e-16j 0.00682292-8.38284e-16j 0.0106329+2.92507e-16j 0.0223517-1.80598e-16j 0.000861318+7.88171e-17j 0.000282476+3.51825e-15j 0.0175096-4.86891e-15j 0.00666902-2.61746e-15j -0.00533315+1.90639e-15j 0.0164762-1.13544e-15j 0.00766053-2.36843e-15j 0.00979591-1.18402e-15j 0.00144431+8.01672e-16j 0.0158516-3.09338e-16j 0.00543383-1.34785e-15j -0.0279075+5.1278e-17j 0.00155194+7.53515e-16j -0.0142228+1.51863e-15j -0.0155003-6.19095e-16j 0.0100596-6.40127e-15j 0.00346511-7.18217e-16j 0.021023-3.68797e-15j -0.0102421-1.0787e-15j 0.00803627-1.12638e-15j 0.00952425+4.35921e-16j -0.0029494-2.64426e-17j 0.000182835-2.28087e-16j 0.0384822+2.63276e-15j -0.0116764+5.91733e-15j 0.0135753+3.25971e-15j -0.0148501-7.6372e-15j -0.040615+1.21728e-14j -0.0350944-8.30577e-14j 0.00353617+5.45428e-16j -0.00943741+5.77386e-16j 0.0298568-1.18844e-15j -0.000879264+3.30463e-16j -0.0229272+5.28777e-16j -0.0052736-1.11851e-15j -0.0549039+9.67018e-16j -0.0412959+4.47966e-16j 0.0123588-7.63856e-16j -0.0226074-1.48473e-15j -0.053181+1.82007e-15j -0.0266306+1.57351e-15j -0.0167639+7.91789e-17j -0.00231444-1.35776e-15j 
-0.0221131-8.24188e-15j 0.0217968-2.28216e-15j -0.0295421+7.74262e-16j -0.0216176-2.45569e-16j 0.00607336-8.60613e-17j 0.0175033+1.47093e-16j -0.0135168+1.96567e-16j -0.0324886-2.33972e-16j -0.030395+9.95829e-17j -0.0240124-6.09311e-17j -0.000575869+6.11191e-16j -0.0219817-6.58712e-17j 0.0104181+3.62755e-16j -0.0144924-5.86187e-16j -0.0232469+2.4347e-15j -0.00116042-2.3463e-15j 0.00101682-9.4232e-16j -0.00118334+2.45701e-15j -0.0132387+7.77934e-16j -0.00734132+5.67353e-16j 0.0184075+2.10298e-15j 0.0203359+2.34836e-15j -0.0130844-1.8835e-15j 0.0116933+4.27248e-15j 0.00808786+2.84034e-16j 0.0259267+4.15783e-15j 0.00187705+6.9221e-16j -0.0218168-1.85686e-15j 0.00721795-3.50153e-15j -0.0170077-1.448e-15j 0.00605816-2.19848e-15j 0.0201944-3.16039e-15j -0.00983944+4.74332e-16j 0.00296586-1.21876e-15j -0.0163022+1.38395e-15j -0.00137343+1.39098e-16j 0.0212361-2.2298e-16j -0.0111155-3.68955e-15j -0.00258139-6.53784e-15j -0.0243973-1.19532e-14j 0.0123238+1.96257e-14j -0.0490577-1.45408e-13j -0.0112009-4.05942e-16j 0.00160298-1.29002e-15j -0.00319346+4.37477e-16j 0.00696321-1.61868e-15j -0.00685169+9.73163e-16j -0.00511002+1.71605e-15j 0.000851055-8.70361e-16j 0.0352552-2.93917e-16j 0.0457928-2.15603e-15j 0.00494086+5.87454e-17j -0.0459896-1.40577e-15j 0.018761-4.80292e-16j -0.0781588-1.26357e-15j 0.014866-2.60258e-15j 
-0.0319842-2.16476e-14j -0.0175493-4.01002e-15j -0.0173127-5.39021e-16j -0.00843565-3.23185e-16j -0.0250452+5.85824e-16j 0.00409348-2.56358e-16j 0.0129358-4.80153e-16j -0.000231971+3.33348e-16j -0.0045765-2.96628e-16j -0.0155802-3.55602e-17j -0.0149868+4.06169e-16j 0.00126427+4.08337e-16j -0.00883387-4.05155e-16j -0.0183445+4.83403e-16j -0.00221382+7.59636e-17j -0.00320556+6.61646e-16j 0.00353829+2.33338e-16j -0.0174178+1.15091e-14j 0.0131261-4.71652e-17j 0.0186569-1.54884e-15j -0.0115876-1.8919e-16j -0.00493777+2.29825e-16j -0.000488505-3.87562e-16j -0.000201406+1.71092e-16j 0.00657243-9.98187e-16j 0.0264466+3.89641e-15j 0.0209391+9.02532e-16j -0.022497-3.75385e-15j 0.000443429+1.05732e-15j -0.0295659-1.2571e-15j 0.00340139-3.18844e-15j -0.00108837-9.90383e-16j 0.00826556-1.18321e-15j 0.0285161+9.22233e-16j 0.0193779+1.19708e-15j -0.0220528-5.68105e-15j -0.0194009-2.60683e-15j -0.0126244-1.69041e-14j -0.00876486-1.46206e-14j -0.00914088-5.1702e-15j 0.0141416-2.58799e-15j 0.00687053+1.38848e-14j 0.0491987-5.13306e-16j -0.0139279+3.77388e-16j -0.00879523+9.59922e-16j 0.0103675+7.58069e-16j 0.000118706-9.68287e-16j 0.0266901-4.59773e-16j 0.0181506-9.87746e-16j -0.00657458+8.69094e-16j 0.0363517-2.09703e-15j 0.0642586-1.81515e-15j 0.00290973-7.16687e-16j -0.00907156-1.65567e-16j 0.0347467+1.1781e-16j 0.0453044-4.29404e-15j 
-0.0784794-4.42431e-14j 0.019873-1.01408e-14j -0.0898874-3.09745e-16j -0.0213713+4.2872e-16j -0.0399957-3.18171e-16j 0.00749467-4.22757e-19j -0.053511-1.21767e-16j -0.00879885+1.90433e-16j -0.0364336-7.07922e-17j -0.0263294-6.01442e-16j -0.0352021-2.21947e-16j -0.0252819+8.87571e-16j -0.0232535-8.36888e-17j -0.0417817-1.48463e-16j -0.0159928-3.25412e-16j -0.0266709+1.46797e-15j 0.0129292+1.05019e-15j -0.00613673+7.23793e-15j -0.0249359+2.4048e-16j 0.0355788-1.84192e-15j 0.00556535-6.06627e-16j -0.0154489+3.04525e-16j -0.020074-4.68811e-16j -0.0181751-1.84166e-15j 0.0164379-2.33958e-15j 0.0336958+4.88749e-15j 0.0361401+1.78576e-15j -0.0087146-5.46548e-15j 0.004492+2.02524e-15j -0.0491357-8.34025e-16j 0.0211345-1.12772e-14j 0.0371268-4.71337e-15j 0.0286399-2.85288e-15j -0.0392141+7.20316e-16j 0.0436417+1.48348e-15j -0.0563836-1.14793e-14j 0.00878018+5.32445e-15j 0.0136994+1.44224e-14j 0.00510678+1.25977e-14j 0.00746795+4.30978e-15j -0.00792143+8.8401e-15j -0.0209958-5.7448e-14j 0.0308109-1.04653e-16j -0.0527569-1.26207e-16j 0.0258343-8.69515e-16j 0.00887397+1.11351e-15j -0.0238907+2.32464e-16j 0.0164393+5.91439e-16j -0.0382694+4.39607e-16j 0.0429057-1.91205e-16j 0.010129-3.39232e-16j 0.025883+9.12896e-16j -0.052884+1.15319e-15j 0.00120935+1.64939e-16j -0.0103975+1.66397e-15j 0.0279118-3.5625e-15j 
0.0160392+1.97884e-14j 0.080414+6.72558e-15j -0.0384604-4.26435e-16j -0.0443932+4.17618e-16j 0.00357249+9.40596e-16j 0.000305418+1.12713e-15j -0.0425474-5.90801e-16j -0.00479642-2.21658e-15j -0.0218023-6.62933e-16j 0.0076089+1.32994e-15j 0.00811413+7.19554e-16j -0.0332871-2.50583e-15j -0.0144677+8.81544e-16j 0.00302939+2.25478e-16j -0.0114454+3.48509e-15j 0.00649708-4.23933e-15j 0.0138578-3.681e-15j 0.00311169+5.81772e-16j -0.0357423-1.1768e-15j 0.00345327-3.03889e-16j 0.0257167+2.33549e-15j 0.00601219+1.70403e-15j -0.0313343-1.76564e-15j -0.0158652-1.03173e-15j -0.00172042-8.35322e-16j 0.00212612+4.56677e-17j 0.00277685-1.14163e-15j 0.0323025+2.55311e-15j 0.0125189-1.21811e-15j -0.0153144+2.63871e-15j 0.0105029-3.24579e-15j 0.0186837-6.57151e-16j 0.0206217+1.78462e-15j -0.0634778-2.57872e-15j 0.0208935-2.65538e-15j 0.0181636+6.65262e-15j -0.00670942+5.28506e-16j 0.0394764-1.68001e-14j -0.0711509-2.13959e-14j -0.0294417-1.41574e-14j -0.0185404+6.03383e-15j -0.0258299-6.97091e-14j -0.00257808+1.18361e-15j -0.0455382-1.13509e-15j 0.134786+3.73134e-15j -0.0188951+3.3926e-15j 0.00700009+1.44597e-15j -0.000604705+4.94337e-16j 0.00290693-4.79719e-16j 0.0197294+2.68585e-16j -0.00393132-8.2658e-16j 0.0345092+1.05493e-18j -0.011064-1.55054e-15j 0.0381276+1.66369e-16j -0.0530212-1.67613e-15j 0.0193294-1.42953e-15j 
0.0320679+1.53846e-14j -0.0307681+1.02806e-15j -0.00720889+6.69132e-16j -0.0542828-7.72555e-17j -0.0552188-1.72736e-15j -0.0189437-8.55261e-16j -0.0399888-2.67456e-16j 0.0626035+1.15438e-15j 0.0161384+1.53757e-15j -0.0256067-1.91835e-15j -0.025239-8.065e-16j 0.00852827+1.38394e-15j -0.0477443-1.16904e-15j -0.0296545-4.85479e-16j 0.0013569-2.62837e-15j -0.0176443+3.28643e-15j 0.000416073+7.35233e-16j 0.0125093-9.13697e-15j 0.00929357-1.10681e-15j 0.01485+2.61722e-16j -0.0379613-3.42181e-15j -0.0120924-2.68997e-15j -0.00467686+2.9511e-15j -0.0115931-2.29955e-15j 0.0178082+1.07929e-15j -0.0226959-5.13178e-15j 0.0192973+5.88481e-16j 0.00981498-1.21324e-15j 0.000900252+5.50333e-16j -0.0282733-9.39053e-16j -0.0284323+1.75026e-15j 0.018339+1.35552e-15j -0.00145453-2.70884e-15j 0.00526431+2.76636e-15j -0.00369794+2.35099e-15j -0.033628-5.64954e-15j -0.0732114-5.35063e-15j 0.0326314+1.54898e-14j 0.00517551+2.18552e-14j -0.0104362-6.71925e-15j 0.00301613-1.87955e-14j 0.0490433+1.40593e-13j 0.00183006-1.6506e-15j 0.00113326+1.99855e-15j -0.018276-3.70056e-15j -0.122236-4.56196e-15j 0.00162501-1.93069e-15j 0.0350976-1.41371e-15j 0.013996+1.64342e-16j 0.00878418+2.46344e-16j -0.0114647+2.68698e-16j 0.0326752-6.48728e-16j 0.00359644+3.46694e-16j 0.0275494-5.08568e-16j 0.00904896-1.02084e-15j -0.0761526+6.90538e-15j 
