-1.32874-6.14802e-13j 0.488651-1.44916e-13j -0.579764+3.96118e-14j 0.0114767-1.96403e-14j 0.0608219-1.26846e-15j 0.149945-8.39196e-15j -0.0739345+2.75307e-16j -0.0989739+9.65047e-15j -0.0735307+3.09521e-15j 0.0040947+3.37018e-15j -0.0846501+7.85667e-15j -0.0360477-3.28067e-16j 0.0386807-5.42223e-15j 0.0428527-2.13288e-15j 0.00477583-5.62368e-15j -0.023766+8.98514e-15j 0.00487226+2.80781e-15j -0.0509985+4.50851e-14j -0.0393424+1.01672e-14j -0.000464565+2.97265e-15j 0.0297555+1.5921e-15j 0.0427032+2.87638e-15j -0.00360666-4.10734e-15j 0.0116434+7.02425e-15j 0.0191989-1.20012e-15j 0.0611673+3.54531e-15j 0.0115333-1.15364e-15j 0.0285096-2.62927e-15j -0.00263277+8.45015e-15j -0.0317267+6.66276e-15j 0.0448829-2.06994e-14j 0.0240058-7.77052e-15j 0.0438813-3.67139e-15j -0.0448215+6.20191e-17j 0.049102-7.71473e-15j -0.0157746-2.3253e-15j 0.0190321-1.12518e-15j -0.0286039-3.48258e-14j -0.03404-3.83215e-14j 0.0184065+9.24272e-15j 0.00191009+1.44764e-14j -0.0328375-9.32939e-14j 0.042982-2.86779e-15j -0.0805206+3.78156e-15j -0.0205688+6.09694e-15j 0.0535647-1.61977e-15j -0.0138225+1.14969e-15j -0.0246706+3.25162e-15j 0.083213-2.98753e-15j 0.0579283-7.78493e-15j -0.0693668+5.72877e-15j -0.0251214+2.07088e-15j -0.0476043+7.41241e-15j 0.123804-7.12799e-15j -0.162999+1.17328e-14j 0.042065-1.70611e-14j 
-0.22572-8.40127e-14j 0.240723+9.98791e-15j -0.130145+3.75599e-15j 0.00813108-1.81328e-14j 0.0872428+2.31934e-15j 0.0512506-2.51943e-15j -0.0306982-8.84715e-15j -0.101651+5.46623e-15j -0.0423793+1.01415e-15j 0.000786059+8.60615e-15j -0.055443+4.91509e-15j -0.0539718-1.0505e-14j 0.0772387-7.55727e-15j 0.0913833+4.69994e-15j -0.00678122-1.47258e-14j -0.0443521+1.55633e-14j 0.0574004-1.38847e-14j -0.0190997+6.6302e-15j -0.1149-1.57847e-15j -0.0486871+1.54709e-14j 0.11003+2.52596e-15j 0.194581+2.638e-14j 0.000689903-2.34056e-14j 0.126563+4.38627e-14j 0.0466587+5.29931e-15j 0.0527416-1.27918e-14j 0.090558-1.96668e-14j 0.235973+3.08471e-14j -0.0902283+5.25362e-14j -0.127259+1.30011e-14j -0.206106-5.41495e-14j 0.231069+2.2604e-14j 0.182729-3.66609e-15j -0.297548+1.03836e-14j 0.539087-1.6986e-14j -0.38807-6.07657e-14j -0.782876-2.59757e-14j 0.304854-1.55419e-13j -0.398819-1.23746e-13j 0.0562608+8.65663e-15j 0.643417-2.55969e-13j 0.726354+1.83452e-12j 0.165654-3.01586e-14j -0.0934663+3.01108e-14j -0.0501541-1.80658e-14j -0.545401-1.3466e-14j -0.107595-8.14869e-16j 0.0545431-1.30218e-14j 0.092757-8.70853e-15j -0.225162+6.6245e-15j 0.116712+5.34605e-15j -0.163832+7.13862e-15j 0.082738-9.21997e-15j -0.211737+1.25938e-15j 0.0523443+5.94355e-15j 0.0581565+4.19519e-16j 
-0.488024-2.33613e-13j -0.18431+4.05566e-14j -0.18925+4.68988e-14j 0.159011-4.55542e-14j 0.00254768+2.92686e-14j 0.108037-9.107e-15j 0.0382278-6.63171e-15j -0.102111+1.72531e-14j -0.0603036+1.49954e-14j -0.0739024+2.46842e-14j -0.107513+2.6423e-14j 0.0418657-1.42121e-14j 0.0643445-1.62955e-14j -0.00489352+3.95963e-14j 0.035463-1.65697e-14j -0.0766301+3.4112e-14j 0.0172793+3.83452e-15j -0.175242+1.70642e-13j -0.0317288+1.74982e-14j 0.105842-3.82475e-14j 0.0765266-6.04073e-15j 0.0142128+1.67185e-14j 0.00233555-2.56338e-14j -0.0484124+4.37852e-14j -0.0475024+1.31921e-15j 0.391932-1.62004e-14j 0.217586-1.18363e-13j -0.0774659+4.82923e-14j -0.229988+2.9739e-13j -0.409695+1.2002e-13j 0.350699-2.52027e-13j -0.159257+5.81771e-14j 0.0844893+4.07577e-14j 0.495778-1.87863e-13j 0.181011-6.16529e-14j 0.316873-1.452e-13j -0.230263+6.92268e-14j -0.592236-3.8679e-13j -0.24289-6.09374e-13j 0.24461-1.74687e-13j 0.280416-8.27523e-14j -0.301029-9.4012e-13j 0.351866-7.63745e-14j 0.104182-3.22043e-14j 0.1767-1.89156e-14j -0.113768-1.33687e-15j 0.0808175+1.11745e-14j 0.140616-7.83521e-14j 0.0154111-1.15718e-15j -0.158932+2.23102e-14j 0.000416892+5.27388e-14j -0.0877026+3.56525e-14j 0.114974-2.99981e-14j -0.0693409+3.45847e-14j -0.00071296+1.26167e-14j -0.066875+1.94358e-14j 
-0.182406-1.37157e-13j 0.316335-1.29336e-13j -0.0276314-3.30403e-14j -0.0711179+5.04161e-14j 0.115847-2.52359e-14j 0.0523402+1.41576e-14j -0.0168757+1.40413e-14j -0.0122167-1.88655e-14j -0.00762937-1.31839e-14j 0.0769873-3.07475e-14j -0.0345925-1.35647e-14j -0.0597412+2.58617e-14j -0.0151182+1.57734e-14j 0.154924-4.31454e-14j 0.0186258+2.00712e-14j 0.0160267-2.41238e-14j -0.00757713+1.37448e-14j -0.0344934-7.14243e-15j -0.0327236+3.10308e-16j 0.0285248+1.46019e-14j 0.0244518+1.39857e-14j 0.121851-8.30626e-15j -0.0755472+1.47404e-14j 0.0572211+6.84019e-16j 0.00015435+8.38847e-15j 0.142183+8.00473e-14j -0.151676+7.98804e-14j 0.39088-6.52911e-14j 0.163812-1.478e-13j -0.256945-4.86296e-14j -0.157894+9.33526e-14j 0.018537-7.80411e-14j 0.449248-2.90276e-14j -0.0816831+1.66276e-13j 0.148852+7.67447e-14j -0.222528+7.25339e-14j 0.0685942-1.85351e-13j -0.0299301-5.64186e-13j -0.683501-3.70037e-13j -0.848411-2.27336e-13j -0.334418+2.64839e-13j -0.365178-9.08422e-13j 0.0927105+8.43898e-14j 0.143009+8.1119e-15j 0.102833+2.12585e-14j -0.145972+1.84321e-15j 0.164962-1.69283e-14j -0.0792896+4.389e-14j -0.0410312+1.62864e-14j -0.0588037-2.60032e-14j 0.192344-4.11964e-14j 0.0571217-4.14157e-14j -0.0162524+3.14959e-14j 0.0132985-2.2272e-14j 0.0642911-1.99015e-14j -0.0122212-8.85444e-15j 
0.426923+2.47237e-13j 0.01613+1.24542e-13j 0.0978678+6.46081e-15j -0.158495-3.04298e-14j -0.11001+1.5145e-14j -0.0931802-3.49078e-15j -0.079014-3.34456e-15j 0.130354+1.28741e-14j 0.0382527+5.62043e-15j -0.00149881+2.60008e-14j 0.0503991-7.05938e-15j -0.0243945-3.70711e-15j -0.163925+3.75885e-15j -0.0743743+1.91678e-14j -0.0774734+1.70118e-14j 0.0858847-1.17376e-14j -0.0247946-1.65041e-14j 0.108301-7.09202e-14j 0.0310223-1.63952e-14j -0.0218705+5.51347e-16j -0.10666-1.81591e-14j 0.0125036+2.35728e-14j -0.0702163-1.05663e-14j -0.0152771+7.96385e-15j 0.0120388+2.57358e-14j -0.0991366-2.83791e-14j 0.0322604-2.0699e-14j -0.0177209+4.02327e-14j 0.0182493+1.0119e-14j 0.0620962-1.91885e-14j -0.44486+1.94336e-13j -0.213365+9.91856e-14j -0.185104+8.31763e-14j 0.156616-9.89187e-14j -0.211743-2.44535e-15j 0.56206+4.49289e-14j -0.25097-7.81625e-14j 0.0152942-2.7538e-13j -0.382298-2.35756e-13j -0.194523-7.01587e-14j 0.837004+1.05923e-13j -0.156397-9.20327e-13j -0.11005-1.68479e-13j 0.679157-3.96745e-14j -0.277575+1.03142e-14j 0.32567+6.07231e-15j -0.065287+5.24775e-14j 0.137866-3.33986e-14j -0.169897-1.09251e-14j 0.167475+2.66659e-14j -0.151552+1.36787e-15j 0.126922+1.84915e-14j -0.147057-6.13012e-15j -0.00781547+5.70526e-15j -0.0593059+1.46095e-14j 0.0742148-1.97136e-14j 
0.190951+1.37495e-13j -0.256069-1.91775e-13j 0.0399049+1.48404e-14j 0.0908144+1.03518e-13j -0.0709635-3.19456e-14j -0.0377962-1.17299e-14j 0.0133397+2.98095e-14j -0.0259649-4.42049e-14j 0.0148989+7.42263e-15j -0.0798598-5.91242e-14j 0.0303045+8.9911e-15j 0.00450234+1.20057e-14j -0.0361381+3.85633e-15j -0.0460992-1.26626e-14j -0.0424662-7.04865e-15j -0.0336666-3.84357e-14j 0.00626456+1.25309e-14j 0.0420615-4.16717e-14j 0.0345407+1.30962e-14j -0.0202789-6.45774e-15j 0.0402572+4.76685e-14j -0.0609128-6.94949e-14j 0.0595415+7.12506e-14j 0.000913693-1.09489e-14j -0.0336526-3.07282e-14j 0.0126645+3.95681e-14j -0.0201755-1.8792e-14j 0.00546188+1.74957e-14j -0.0322736-5.23558e-14j 0.118356+5.8798e-14j -0.376355-7.30628e-14j -0.0862689-1.98763e-16j -0.210386-9.88201e-14j 0.392214+2.94329e-13j -0.0837443-5.93455e-16j 0.194917+6.04418e-14j 0.0152683+2.54807e-14j 0.186376+2.08234e-13j -0.0529754+1.33441e-13j -0.279356-3.13735e-13j 0.0211556-4.69138e-13j 0.710784+2.60849e-12j 0.714078+5.72961e-13j 0.222635+4.94711e-14j -0.153301-3.72069e-14j -0.042338-1.17004e-13j -0.19939-1.12308e-13j 0.0902956+1.88362e-14j 0.0763174+9.65304e-14j -0.0586361-6.58419e-14j -0.00332179+3.23247e-14j -0.0894372-9.58888e-14j 0.00652326+2.97252e-14j -0.0153168-1.79371e-15j -0.0551403-3.29476e-14j 0.0596786+2.15106e-14j 
0.328222+1.73032e-13j -0.201487+3.43281e-14j 0.268838+5.59235e-16j 0.066031-3.36319e-15j 0.0159268-2.11773e-15j -0.0801096-3.26302e-15j 0.121592-1.60572e-15j 0.053648+1.63942e-15j 0.128641+1.40503e-15j 0.0121708-5.50404e-15j 0.106644+1.74175e-15j 0.0655047+5.86632e-16j 0.000430337-6.56805e-15j -0.00915654-1.49829e-15j 0.0735103-1.92251e-15j 0.0401183-3.23946e-15j 0.0233664-1.29016e-14j 0.101694-8.36443e-14j 0.0935907-1.78744e-14j 0.0308094-8.95438e-15j -0.0638474-1.13255e-14j -0.0367919-1.38919e-14j 0.0826123+1.32794e-14j -0.0573299-2.2919e-14j -0.0803683-1.48098e-16j -0.205253-3.64216e-14j 0.018208-1.28993e-15j 0.118869+1.04396e-14j 0.00142351+3.0064e-16j 0.0638719+6.17287e-15j -0.0742529+1.67452e-14j -0.0922724+8.117e-15j -0.135003-8.78236e-15j 0.12688+1.88013e-14j -0.251422+1.85241e-14j -0.0140224+1.54285e-14j -0.246717-3.54915e-14j 0.0226959+2.02983e-14j 0.0526082+2.95867e-14j -0.0307777-4.05865e-14j -0.447897-4.57227e-14j 0.0614423+3.77931e-13j -0.507044+1.80154e-14j 0.33105+1.60685e-14j 0.149502-2.02756e-14j -0.248278-5.33162e-15j 1.14897-3.43952e-14j -0.496986-1.11594e-14j 0.246073+8.43288e-15j 0.284148-1.46306e-15j -0.00341741-2.39796e-15j 0.0560246+2.18223e-15j -0.123176-3.43204e-15j 0.238622+2.11462e-15j -0.0271543-2.15651e-15j -0.0439932+6.13224e-15j 
0.15338+5.45968e-14j -0.344627+3.90969e-15j 0.0310851+2.66304e-15j 0.217942+5.17186e-15j -0.0377628-8.10036e-16j -0.0348658-4.07503e-15j 0.0651713+2.44987e-15j -0.12219-4.19713e-15j 0.0189484+2.67962e-15j -0.0965321-7.18664e-15j 0.0563873+3.72303e-15j 0.025102+5.25907e-16j 0.0949159-5.20411e-16j -0.00590807-2.40032e-15j -0.00335631-9.25782e-15j -0.0753026+1.49656e-14j -0.000340998+5.35429e-15j 0.0716396-5.72483e-14j 0.0513514-7.61688e-15j -0.0404283-4.7821e-15j 0.0352243-9.24716e-15j -0.0505923-1.11368e-15j 0.0742025+6.43397e-15j 0.0498567-3.58525e-15j -0.172592-2.15108e-15j -0.106885-1.21324e-14j -0.133859+4.0187e-15j -0.00866107-9.74057e-15j -0.0746941+1.94885e-14j -0.0256461+8.25914e-15j -0.10761+1.34561e-14j 0.0390687+1.44199e-14j -0.0638165-8.8183e-15j 0.253934+1.43691e-14j -0.233278+1.10795e-14j 0.0993506+1.90207e-14j -0.0734386-9.56071e-15j -0.0285231+1.53759e-13j 0.296289+1.67055e-13j -0.128479-8.28288e-14j -0.203381-6.93154e-14j 0.187702+6.24572e-13j -0.310104-1.47916e-14j 0.155256+6.97548e-15j -0.633132-2.00742e-14j -0.901315-4.02377e-14j -0.261097-5.7141e-15j 0.0374391-1.42779e-14j 0.31516+1.54641e-14j -0.0449419-1.28501e-15j 0.0305449-1.85104e-15j -0.234473-9.24247e-15j 0.0769059+6.20243e-15j 0.0556864-2.82346e-15j -0.00958352+1.60378e-15j 0.0455281-4.25981e-15j 
0.354489+2.69966e-13j 0.439074+6.3415e-14j 0.0633804-3.87067e-15j -0.0892234-4.59815e-16j 0.0696612-1.77117e-15j -0.0897984-6.34882e-15j -0.0516819-1.97891e-15j -0.0529604-3.0184e-15j 0.00978177-2.65998e-15j 0.0833495+1.12764e-15j 0.107856+1.84403e-15j -0.0448005+3.06198e-15j 0.00270737+4.57702e-15j 0.0681635-3.51174e-15j -0.0652827+2.07234e-14j 0.117206-3.33458e-14j 0.012195-2.45577e-14j 0.000441016-1.51515e-15j -0.0134648+4.79715e-15j -0.0506757+8.0563e-15j -0.00025166+3.258e-15j 0.145064+1.0776e-14j -0.0623001-3.70168e-15j 0.0189672+9.46654e-15j -0.0408472+5.72015e-15j -0.0875128-1.79463e-14j -0.152839-7.24259e-15j 0.00131678+7.19079e-15j 0.0899606-4.45961e-14j 0.0815475-2.40133e-15j 0.065093-3.70263e-16j 0.0144121+3.38601e-15j -0.0469981+1.22526e-14j -0.218577-4.28007e-15j -0.171447-2.49853e-14j 0.24511+6.51145e-14j -0.213199-1.3008e-14j 0.36291-7.01104e-14j -0.486674-8.13868e-14j -0.203079-7.48e-14j 0.00510155+2.40055e-14j -0.120311-3.70599e-13j 0.0969961+1.73539e-14j -0.310384-1.3331e-14j 1.08952-2.54096e-14j -0.725147-1.1396e-14j -0.251142+3.89797e-14j 0.425008+5.79013e-14j -0.160771-1.30647e-15j -0.119208+2.71391e-15j 0.2972-2.72974e-14j -0.0933356-1.36945e-14j 0.0377113+5.42443e-16j -0.145022-2.17081e-15j 0.115782+4.52401e-15j 0.0981538-7.06156e-15j 
-0.0426369-3.15575e-14j -0.013423+1.78537e-14j -0.0844947-3.70326e-14j 0.0540691+1.92675e-14j -0.02325-5.79215e-15j -0.0216665-1.54327e-14j -0.00284618-3.54471e-15j -0.0613529-3.33444e-14j -0.023641-9.63032e-15j -0.022037-6.30038e-15j 0.024704+2.09532e-14j 0.0412475+1.86115e-14j 0.0527363+2.67383e-14j 0.0102231+2.83595e-15j 0.0379851+1.12731e-14j 0.0269754+2.57247e-14j -0.0526603-1.58735e-14j -0.0396976+6.26872e-15j 0.0604151+2.05271e-14j 0.0566845+1.15642e-14j -0.000334217-4.25376e-15j 0.0059014+2.53279e-14j 0.0487184+1.6631e-14j 0.0330365+1.81201e-14j -0.0779948-4.52883e-14j 0.0515131+3.02964e-14j -0.0136802-1.46715e-14j -0.02747-1.61308e-14j 0.0512723+1.48482e-14j -0.09477-4.01896e-14j 0.0309575+2.19656e-14j -0.0984456-4.42689e-14j 0.193297+9.4565e-14j 0.128082+4.03589e-14j -0.28904-1.15397e-13j -0.080745-2.62765e-14j 0.0824212+5.05842e-14j 0.0114257+1.85682e-15j -0.0717443-8.68249e-14j 0.486985+4.79518e-13j -0.124973+8.04179e-14j -0.334315-1.08673e-12j 0.0648322+2.39851e-14j -0.102556-6.80817e-14j -0.417056-1.22364e-13j -0.188999-1.13212e-13j 0.774935+3.21786e-13j 0.96671+4.6546e-13j 0.00804379-6.22521e-16j 0.0726577+3.35203e-14j -0.202794-7.23693e-14j -0.144669-7.06231e-14j 0.0915664+5.41217e-14j 0.0164039-1.39987e-15j 0.0482747+3.16406e-14j -0.0133145-2.43547e-15j 
-0.149812-5.41041e-14j 0.282479-1.52497e-14j -0.0422273-2.05333e-15j 0.114621+4.1609e-15j 0.157825-3.91094e-16j -0.0159725+8.0233e-16j 0.0248638-7.98277e-17j -0.148815-4.11265e-15j -0.021454-3.67498e-15j 0.0482258+1.67949e-15j 0.0430603+2.52835e-15j 0.00698655-4.9603e-16j 0.0883318+9.07617e-16j 0.127189+9.79411e-16j 0.0209313-6.20612e-16j 0.00482581-1.44888e-15j 0.0317317-6.72439e-15j -0.0211902+1.44659e-14j 0.0166976+3.65981e-16j -0.025958+4.22841e-15j 0.0420373+1.25715e-14j 0.117152+6.95921e-15j 0.0346847-9.19247e-15j 0.0802939+2.49926e-14j 0.0322585+4.78452e-16j 0.0534687+1.03951e-14j -0.0390897-1.96285e-15j -0.00194387+7.58556e-15j -0.0391135+1.58029e-14j 0.0651758-3.70357e-15j 0.0245837-2.4111e-15j 0.0287946-9.26755e-15j 0.0227769+3.54959e-15j 0.0483418+1.34371e-15j -0.078645+4.10396e-15j -0.0376615-4.28056e-15j 0.180127-1.12516e-14j -0.210341-1.80411e-13j -0.0813594-1.73647e-13j 0.0922638+5.28149e-14j -0.064108+2.75517e-14j -0.0523121-1.27991e-13j -0.227247-2.20568e-14j -0.670049+8.8472e-15j -0.217455+8.76804e-15j 0.253945-4.99126e-15j 0.152545-4.41635e-15j -0.377998-1.7742e-15j 1.1019-1.19975e-15j -0.568513+3.3313e-15j 0.339338+1.81216e-14j -0.548063-3.53292e-15j 0.286557+4.0956e-15j -0.0020507-2.60238e-17j 0.111096-1.80346e-15j -0.0763538+1.15642e-14j 
-0.287449-1.35829e-13j 0.177062-7.3285e-14j 0.0374781-2.6838e-14j -0.222674+3.15529e-14j 0.029853-8.22249e-15j 0.0475247-2.30051e-15j 0.0169247-8.93588e-15j 0.186648-2.76406e-14j 0.000327088-1.14982e-14j 0.0664247-1.49296e-14j -0.0909185+1.18322e-14j 0.0446014-6.2496e-15j -0.0629029+6.43817e-15j 0.0267362-1.30016e-14j 0.0669808-1.74706e-14j 0.0365495-3.70915e-15j -0.0164484+9.67157e-15j -0.00935044+1.22439e-14j -0.0120991+8.77402e-15j -0.0569364+1.87559e-14j -0.0681363+1.9673e-14j 0.0506438-9.79078e-15j 0.0557206-3.04332e-15j -0.0490253-9.07343e-15j 0.0239564-1.37225e-14j 0.0274411+3.71113e-15j 0.0848824+2.53583e-16j -0.0296266-1.16959e-14j 0.038666-9.50536e-15j -0.103294-5.34082e-15j 0.0451402-2.3876e-14j 0.0479151-1.03582e-14j 0.00707066-8.33026e-15j -0.0625982+2.39421e-15j 0.0444798-9.95505e-16j -0.0770395-7.04249e-15j -0.138694-8.21289e-16j -0.0342968-4.42413e-16j 0.0525425-1.05664e-14j 0.0604718-3.14245e-15j -0.114398+4.81105e-14j -0.149294-3.76225e-13j 0.165433-3.3481e-15j -0.341257+6.81409e-14j -0.294368+2.8559e-14j 0.224507-1.83448e-14j 0.219753-3.94029e-14j 0.187411-3.44853e-14j 0.679069-6.11177e-14j 0.380422+8.40976e-14j -1.28904+1.80643e-13j 0.365998-9.67112e-14j -0.00772697+1.4882e-14j 0.0868583-9.3036e-15j -0.07353-3.03101e-15j -0.157733+3.65872e-14j 
0.264428+1.80002e-13j 0.195351+4.8642e-15j 0.258412-2.64723e-14j -0.0708774+2.89497e-14j 0.0191719-4.07598e-15j -0.0130726+1.75841e-17j 0.084645-8.08898e-15j 0.0824315-2.46758e-14j 0.133586-8.0834e-15j 0.0708511-1.11364e-14j 0.00722779+5.93421e-15j 0.0233207-7.93977e-15j -0.0312444+1.0319e-14j 0.0567456-7.88597e-15j 0.0192854-1.25981e-14j 0.0369196-5.31988e-15j -0.067651+1.20261e-14j -0.00684042+6.1315e-15j 0.0544166-7.05354e-16j -0.0384215+1.13515e-14j -0.145121+1.81338e-14j 0.00519972-4.1206e-15j 0.0298054-6.13246e-16j 0.00233292+1.32838e-15j 0.0637126-1.71019e-15j -0.0926126-1.31556e-14j -0.0387922-1.03252e-14j -0.00030526+1.3129e-14j -0.0199213-1.55379e-15j 0.118863+3.494e-15j -0.020144+1.06042e-14j -0.0952559+6.57635e-15j 0.0216044+3.13473e-15j 0.0332124-4.82777e-15j -0.105164+9.29389e-15j 0.0382204+1.37583e-14j -0.0405993+2.38717e-14j 0.039812+1.11752e-13j 0.135077+9.64249e-14j 0.281245+1.21998e-13j 0.224149+2.77045e-14j -0.044064-1.99986e-13j -0.154375-9.06801e-15j -0.270141+4.93397e-14j 0.167835+1.54829e-14j 0.04635-1.38003e-14j 0.100229-3.39426e-14j 0.332726-4.07259e-14j -0.14582-5.54209e-14j -1.23833+6.89164e-14j -0.287791+1.47158e-13j 0.881604-9.2057e-14j -0.16025+1.44921e-14j -0.0863976-7.23219e-15j 0.105818-3.47038e-15j -0.043368+2.41206e-14j 
-0.0677998-6.62309e-14j -0.209069-1.38444e-14j 0.173649-1.12676e-17j 0.0796825+3.00343e-15j 0.0408818+9.4217e-16j 0.0690215+3.76506e-15j 0.0946843+1.83135e-15j 0.0476533-2.17526e-15j 0.0686979+1.2664e-15j -0.00736736-2.67117e-15j -0.00399699+1.2382e-16j 0.0299368-7.90122e-16j -0.00895768+7.79746e-16j 0.0481342+2.05776e-15j 0.0805675-1.47874e-14j -0.0193397+1.42966e-14j -0.0297936+9.57872e-15j 0.0155228-9.83164e-15j 0.0155585+1.07262e-15j -0.00297183+2.95831e-15j -0.0440488-2.4069e-15j -0.067866-1.21927e-14j -0.0092709+9.94964e-15j -0.0447076-8.07446e-15j 0.029479-1.12213e-15j -0.0089851+3.19838e-15j 0.0235308-2.77179e-16j -0.0210906-1.377e-15j -0.0506052+2.35736e-14j 0.0129342+7.69415e-15j -0.0415248+1.53252e-14j -0.0694817+1.34974e-14j 0.036691+2.70374e-15j 0.0233475+9.2961e-16j 0.0732032-9.29398e-15j 0.00338777-9.31099e-15j -0.103963-1.16152e-14j -0.0246896-5.70519e-14j -0.034686-4.32804e-14j 0.0638622+2.47588e-14j -0.139855-1.0983e-13j 0.247172+7.70223e-13j -0.319685-6.13367e-15j 0.0750553+5.95157e-18j -0.294743+2.92073e-15j 0.13195+8.395e-15j 0.11007-1.37453e-15j 0.370339-4.4806e-15j 0.190947+5.20186e-15j 0.671724-1.14345e-14j 0.71339-3.42124e-14j 1.34253-3.97347e-15j -0.310567+4.94611e-15j 0.554294-2.74747e-15j -0.0623809+2.01099e-15j -0.0480166+2.99131e-15j 
-0.184053-1.10233e-13j -0.0102798-2.4627e-14j 0.37302+1.01294e-14j -0.294732-2.38579e-15j 0.211873+4.56681e-15j 0.0252136+1.19721e-15j 0.0890992+4.00586e-15j 0.348267+2.37556e-15j 0.0122292+1.2078e-15j 0.12731+3.55784e-15j 0.0181103+4.94285e-15j 0.109241+2.56869e-15j -0.131232+3.40285e-16j 0.059372-1.6593e-16j 0.0721858+3.84265e-16j 0.113121-1.11333e-14j -0.0145371-4.15961e-15j 0.0124565-1.6092e-14j 0.0329171+6.85344e-15j -0.0833491+4.58318e-15j -0.0698813+3.42488e-16j -0.05357-7.37977e-15j -0.0421965+5.33949e-15j -0.037689-5.71698e-15j 0.0772727+1.76937e-15j -0.0955984-1.89029e-14j 0.0773791-6.75833e-15j 0.0802426+7.39095e-15j -0.00235512+8.32971e-15j -0.0341308+2.00717e-15j -0.0871225+1.45414e-14j -0.0312211+1.20387e-14j 0.000755894-2.61444e-15j -0.00193563+4.41451e-15j 0.0510333-4.34491e-15j 0.0322484+6.82531e-15j -0.127898-2.3751e-16j 0.109595+4.46495e-14j -0.0200669+4.50107e-14j 0.0210197+8.18431e-15j 0.183105-4.35644e-14j 0.138246+3.22829e-13j 0.182862+4.38875e-16j -0.0375089+8.2964e-15j 0.0646001+3.16533e-15j -0.322809-1.55466e-14j -0.196914+5.70982e-15j -0.308788-8.48906e-15j -0.191211+1.8421e-15j 0.167634+2.44331e-15j 0.0266528+1.58994e-14j -0.3002-1.4208e-14j -0.578525+2.27089e-14j 1.20496+9.25668e-16j -0.404812-1.15711e-14j -0.18822+9.77e-15j 
-0.00166831+1.78836e-14j 0.183117+1.15471e-15j 0.337711-6.46156e-15j 0.29202-2.70359e-15j 0.208987-2.76717e-15j -0.129944-3.68502e-16j 0.268993-4.48606e-15j -0.107275+5.16822e-16j 0.143443-3.87677e-15j 0.0980945-1.00803e-15j 0.113641-3.72856e-15j 0.162809-3.30239e-15j 0.169577-2.84372e-15j 0.0650578+1.13666e-15j 0.00799944+8.1056e-15j 0.0685676-8.74513e-15j -0.0349775+4.13543e-16j -0.0582434+2.58917e-14j 0.12246+2.45735e-15j -0.112181+4.76359e-15j 0.0251142+7.55567e-16j 0.0214547-8.6426e-16j 0.13687-4.37707e-15j 0.0614023-1.73302e-15j -0.109219+2.6735e-15j -0.0560575-4.42269e-15j -0.121718-3.01745e-16j -0.0281063+7.27949e-15j -0.048754+1.03782e-14j 0.151269+6.29634e-18j 0.021914+9.10717e-15j -0.148813+1.25079e-14j -0.0337897+8.60523e-15j 0.080052+1.87155e-15j 0.0245828-8.20589e-15j 0.10948+9.34004e-15j 0.0268747-8.13913e-15j -0.0860497-3.84084e-14j 0.0287559-3.70248e-14j -0.00168299-5.89331e-16j -0.039574-3.43004e-15j 0.00962754+4.56172e-14j 0.010068+4.87129e-15j 0.238537-2.14763e-15j -0.144991-4.75516e-16j 0.161658-2.68393e-15j 0.106655-2.7732e-15j 0.0449124-7.70221e-15j 0.476136-3.24645e-15j 0.283922+2.08276e-15j -0.0970555-2.84641e-15j 0.319236-4.30268e-15j 1.31559-3.70218e-14j 0.773389+1.27842e-14j 0.163616-1.58234e-14j -0.438798+5.61738e-14j 
-0.14096-7.30733e-14j 0.0173585-2.11556e-14j -0.398369+3.34278e-14j 0.661525-9.63903e-16j -0.0841156+6.72969e-15j 0.0251614-2.5387e-15j -0.0635188+1.61013e-14j -0.491046+1.07597e-14j 0.0276941+9.0303e-15j -0.128954+1.08211e-15j -0.0111451+2.99531e-15j -0.0977827+9.94153e-15j 0.144429+7.79849e-16j 0.0383806+8.70407e-17j -0.0125237-9.3807e-15j -0.135591+3.21487e-14j 0.00045171+1.17849e-14j -0.0503097+4.19958e-14j -0.0327658+5.93695e-15j 0.0672804-1.20006e-14j 0.063239-3.86141e-15j 0.000328878+3.6871e-15j 0.0211606+1.50952e-15j -0.00314177-6.87309e-16j -0.064549-5.97259e-15j 0.0942908+1.02904e-14j -0.0790629+2.76923e-15j 0.0264451-1.03297e-14j -0.0535868+2.5407e-14j 0.0387168+1.57504e-14j 0.116694-3.98256e-14j -0.04227-1.40438e-14j 0.0803193-8.73519e-15j 0.016449+3.39324e-15j 0.0825912-2.0958e-15j -0.0754433-6.58063e-15j -0.0128798-3.31174e-15j -0.106255-5.54563e-14j 0.0275401-5.00966e-14j 0.0159833+1.18023e-14j 0.0333552+2.06212e-14j -0.0473287-1.43248e-13j 0.059339-7.68014e-16j 0.063712+8.52758e-15j -0.0624809-2.10046e-15j 0.24835+1.07455e-15j 0.0719371-4.35058e-15j -0.322381+1.94158e-14j -0.209847-5.70471e-15j 0.422129-5.28035e-15j -0.51115+2.48873e-14j 0.380231-1.56933e-14j -0.617556+2.25707e-14j 0.852177-5.42125e-14j 0.292908-6.02115e-15j -0.0965944+6.54091e-15j 
