2.22109-1.94809e-11j 0.226717-4.42333e-12j -0.651811+3.47066e-13j 0.25973-2.30153e-13j 0.0755905-2.64605e-14j 0.15762-8.40036e-14j -0.012852-3.55626e-15j -0.0473221+2.94364e-14j -0.0475349+3.12499e-14j 0.0289113-1.2135e-14j -0.0686067+4.71962e-14j 0.0167539-6.05258e-15j 0.0247508-1.49377e-14j -0.0165511+6.07763e-15j 0.0189997-7.62251e-15j 0.0171791-1.65606e-14j -0.0326807+1.81335e-14j -0.0284984+6.80677e-16j -0.0056348+2.32267e-15j -0.0255962+1.11664e-14j -0.0111611+9.79057e-15j -0.0183473+9.30489e-15j 0.00919084-7.02167e-15j -0.036882+6.15925e-14j 0.00820215-6.70889e-15j -0.0162344+1.80812e-14j 0.00167349+2.18408e-15j 0.00908934-1.0202e-14j 0.0169179-8.25395e-15j -0.00281053+3.89968e-15j 0.0129203-7.05564e-15j 0.00522947-1.35158e-14j 0.0186142-2.74552e-14j -0.0174145+4.4073e-14j 0.00726465-9.00453e-15j 0.00997903-6.19899e-15j -0.00317258+6.94757e-16j 0.0237115-1.57084e-14j 0.0288299-1.91e-14j -0.000816655+1.34665e-15j -0.00662787+6.12824e-15j -0.0202206+1.26592e-14j -0.00769922+6.96767e-15j 0.0160538-2.75721e-14j 0.0174464-8.66084e-15j -0.0262521+1.10614e-14j -0.0145682+9.87929e-15j 0.00642323-8.008e-15j 0.00156621-2.51565e-15j 0.00571403+4.79639e-15j 0.0372495-2.62966e-14j 0.0120186+2.36439e-15j -0.00382653+5.15645e-15j 0.0130153-7.19723e-15j 0.0250546-1.99828e-14j -0.011816+2.3473e-15j 0.0426269-1.78477e-14j 0.0257536-1.3963e-14j 0.00227628-6.18898e-15j -0.00910115-1.17032e-14j -0.00458016+3.02731e-15j -0.00392484+3.19721e-15j 0.0109021-8.51566e-15j -0.00703806+3.15979e-15j 0.0496502-2.49476e-14j 0.039059-2.83407e-14j 0.000677556-5.22422e-15j 0.0255114-1.24223e-14j -0.00086685+2.27617e-15j -0.0420286+2.15488e-14j -0.0413838+3.03004e-14j 0.0200639-4.69872e-15j 0.0330564-1.75142e-14j 0.0322548-2.54983e-14j -0.0521552+2.74868e-14j 0.0434863+8.20873e-14j -0.0514597-4.14135e-13j 
-0.00344695+3.64031e-14j -0.00595281+9.45436e-15j -0.0251898+1.39789e-15j -0.0376484+1.17549e-15j 0.0297065-1.25296e-15j -0.00745482-3.74091e-15j -0.0524274-6.61296e-16j -0.0204937+5.35403e-15j -0.0247717-2.86396e-15j -0.0587578+3.49327e-15j 0.0416752+2.54313e-15j 0.119374+2.82399e-15j -0.0997817-7.35558e-15j -0.0445518-9.76201e-15j 0.0606279-1.36461e-14j 0.0456533-5.39358e-15j -0.0300061-7.7071e-15j -0.0786055-6.50206e-14j -0.117823-1.23029e-14j -0.0989222+1.66126e-14j 0.25174+2.17637e-15j 0.426484+3.12391e-15j 0.233656-1.07033e-15j -0.0649095+7.45218e-14j -0.108402-3.62064e-14j -0.196223+1.61268e-13j -0.710566+3.01716e-14j -0.266555+2.37009e-14j -0.14157+9.85713e-16j 0.460693-5.66858e-14j 0.0563506-4.1185e-14j 0.453695+1.31609e-13j -0.627878+3.02258e-13j 0.234698-4.1733e-13j 0.305756+2.01294e-14j -0.165931-1.25916e-14j -0.293163+9.31769e-14j 0.354396+1.56402e-14j 0.339902+8.08378e-15j 0.156382-2.03064e-14j 0.078873-1.63446e-14j 0.0420523-1.58938e-14j 0.000533188-3.64216e-14j -0.0805335+8.85913e-14j -0.117151+7.39497e-16j 0.0687403+1.28128e-14j 0.0351+2.78331e-15j -0.0876838+2.06799e-14j 0.0254611+4.96371e-15j 0.123537-1.98413e-15j 0.0958514-1.85646e-14j -0.020604-8.90765e-15j -0.0310918+1.01973e-14j 0.015968+3.77849e-16j 0.101971-6.98839e-15j -0.0730177+3.5094e-15j 0.0621503-1.12536e-15j -0.0156148+1.75379e-16j -0.0111963+1.72206e-14j 0.0239647+3.61311e-14j 0.0211925-1.20963e-14j 0.0454016+2.84186e-15j -0.0453178+1.00399e-14j -0.0140974+6.39932e-15j 0.0471653-8.64905e-15j -0.0438581-4.46224e-15j 0.0105135+4.80863e-15j -0.00645971-1.00504e-15j 0.0360732-3.00733e-15j -0.0098411-1.28754e-15j 0.0550687-2.40433e-16j 0.000762575-6.11697e-16j -0.01733-4.90147e-16j -0.00882459+2.76246e-15j 0.00521258+3.69841e-15j -0.0275559-6.81537e-15j -0.00231535+2.72781e-14j 
-0.00177306+2.0121e-15j 0.00786867-3.561e-15j 0.00620046-3.63682e-15j 0.00214914-2.97261e-15j 0.0189967-3.09248e-15j -0.00670457-1.27314e-15j -0.0465633+3.5497e-15j 0.0325264-8.93302e-15j -0.00644569+5.21432e-15j 0.0324432-1.69212e-14j 0.0259411-2.00384e-14j 0.03677+3.64391e-15j -0.0750154+1.91849e-14j 0.0242515-3.93325e-15j -0.107678+1.56305e-14j -0.0161421+3.41109e-15j 0.04863+2.00514e-14j -0.0668395-2.8894e-14j 0.0614558-4.89287e-15j 0.0066126-4.8467e-14j 0.045272-1.8119e-14j 0.0855427+3.04774e-15j -0.073137+3.87111e-14j -0.190669+2.09964e-13j -0.0862274+4.01561e-14j 0.780032-7.25834e-13j -0.101642-3.91768e-14j -0.432191+1.54404e-13j 0.33684+4.47171e-14j -0.548537+2.0203e-13j 0.121375+4.37951e-15j 0.132998+2.45093e-13j -0.671073+6.56257e-13j 0.226117-4.87835e-13j -0.00667642+6.54685e-14j 0.00296334-2.12178e-14j 0.204053-6.47113e-14j -0.197698+1.45961e-13j 0.604117-1.85662e-13j -0.0147651-3.70823e-14j -0.119903-1.59364e-16j -0.113029+6.90759e-14j -0.0900836+2.92694e-14j 0.0113662+9.53666e-15j 0.0607336+1.87438e-14j 0.140634+3.78021e-15j -0.0502837+2.81856e-14j 0.163083-9.62714e-14j 0.029837-1.34462e-14j 0.0594536-2.69905e-14j -0.0638619+5.12861e-14j 0.0274917-7.63123e-15j 0.0339186-4.07908e-15j -0.0404081-7.39905e-15j 0.0348407-1.92097e-15j -0.0100359+2.4075e-16j 0.0129056+3.73044e-15j -0.0327771-6.31783e-16j 0.0405139-2.70984e-14j 0.00522681+8.51891e-15j -0.043637+2.88678e-14j 0.0136221+1.00615e-17j 0.048297-1.16716e-14j 0.00827155-3.99861e-15j 0.0388206-3.33738e-16j -0.0335452+6.38902e-15j -0.00602716+3.18237e-15j -0.00547482+2.43815e-15j 0.00528044+3.69276e-15j -0.000889885-4.00029e-15j -0.00229965+5.72987e-15j 0.0216498-4.21528e-15j -0.00683028+1.46168e-15j 0.00445549-3.63089e-15j 0.0236969-5.23073e-15j -0.0094034+1.96194e-14j -0.013578-8.04507e-14j 
-0.0068708+3.80675e-14j 0.00884056+5.56421e-15j -0.00301136+4.47093e-16j 0.0274554-4.4956e-16j 0.00645357+8.86584e-16j -0.0240006-2.80293e-15j 0.0394742-4.51124e-16j -0.0435135+7.53023e-16j -0.00483969+1.73959e-15j 0.0609807-2.84453e-15j 0.0722344-5.66046e-15j -0.0515467-3.6185e-15j 0.0878601+3.83528e-15j 0.030937+3.20155e-15j -0.00980245+5.11746e-15j 0.0518775-3.07057e-14j -0.115951-5.87777e-15j -0.0306427-4.81389e-15j 0.0564895+1.81127e-14j 0.136947-2.3478e-14j -0.172701-3.55944e-14j 0.0345595+3.14878e-14j 0.195332+5.24169e-14j 0.205689-1.89845e-13j -0.531239+4.52977e-14j 0.254396-1.82578e-13j 0.161129-5.8588e-14j 0.0891222+1.01363e-13j -0.256712+6.38262e-14j -0.126129+9.03982e-14j -0.574822+8.97744e-14j 0.124046-2.15728e-14j -0.131443+5.2799e-14j 0.175367-4.80102e-13j -0.93809+2.99449e-14j 0.406247-4.35581e-14j -0.116993+2.72842e-14j -0.195551+5.80378e-14j 0.00158944-5.48505e-14j 0.425954-8.38805e-14j -0.39075+6.52687e-14j 0.063556+2.34243e-14j 0.0862138+2.09711e-14j 0.00675803+6.49333e-15j -0.122973+3.0014e-14j -0.00306306-1.5448e-14j 0.097213+2.36734e-14j 0.159001-2.14187e-14j -0.00410656-4.37867e-15j 0.0149516-3.42752e-14j -0.17327+2.69761e-14j 0.0521048+3.37131e-14j -0.0341264-4.59919e-15j 0.0465125+3.47014e-16j 0.0302281-1.37041e-14j 0.0232059-1.28673e-15j -0.0064488-1.1357e-14j 0.121401-8.39585e-15j -0.0381681-3.7929e-16j 0.0284793+3.59476e-14j -0.0329763+2.22904e-14j -0.0602395-1.29642e-15j 0.0018523-6.76484e-15j 0.0213298-7.25813e-15j -0.0360159-8.19249e-15j -0.00508858-5.89132e-16j -0.0580073+6.16173e-15j -0.0468805-4.80578e-16j -0.0400737+3.01625e-15j 0.0257135+2.48547e-15j -0.0420914+4.36614e-15j -0.0237921-1.69736e-17j -0.00373789-4.25386e-15j 0.0250443+8.90632e-16j -0.0222392+1.53687e-15j 0.00233831-9.75106e-15j 0.00554292+3.72512e-14j 
-0.0299205+2.52003e-13j -0.00470911+5.57774e-14j 0.0262219-4.09062e-15j -0.0103515+2.48654e-15j -0.0193905+3.8534e-15j -0.0230086-6.78116e-16j 0.00709168+1.66848e-15j 0.0256497-4.96418e-15j 0.0417801-8.832e-15j 0.0306365-5.60807e-15j 0.0861863-1.11983e-14j -0.00230942-2.01295e-15j -0.0272631-2.18397e-15j -0.038115+1.18714e-15j -0.0171501-5.27797e-15j -0.0377417+2.09305e-14j 0.00581804-1.85979e-14j -0.0147231-1.304e-14j 0.0732687-1.45101e-14j 0.193204-1.87851e-14j 0.219639-3.36741e-14j 0.182041-4.17256e-14j -0.0413212+3.46347e-14j 0.19014-2.25315e-13j -0.180184+3.89867e-14j 0.0311077+7.1958e-15j -0.0173568-7.82973e-15j 0.497453-1.78625e-13j 0.502356-2.14304e-13j 0.212353-1.14653e-13j 0.0624976-1.33888e-13j -0.757449+3.78154e-13j -0.381774+5.9454e-13j -0.142495+1.64313e-13j -0.223465-2.21702e-14j -0.51323+1.31587e-14j 0.199704-6.59137e-14j 0.0974022-3.4062e-14j 0.139874-3.73314e-14j 0.265911-4.04647e-14j 0.166253-4.22652e-14j 0.650631-1.87301e-13j -0.206598-2.09816e-14j -0.285188+3.05884e-13j -0.0307939-7.99647e-15j 0.184365+4.92797e-15j 0.105064-6.27757e-15j -0.132136+6.1124e-14j -0.00230636+2.50412e-14j -0.00200488-2.42553e-14j -0.219788+5.15148e-14j -0.03279-2.64911e-15j 0.106892-2.96996e-14j 0.0154201+1.42406e-15j -0.0743691+2.27408e-14j -0.0617969+9.48015e-15j -0.118906+4.99695e-15j 0.0124009+5.75987e-15j 0.0399491-2.60532e-14j -0.00922794-3.87625e-15j -0.0461091+1.63876e-14j 0.0200475-5.7878e-15j -0.00702063-3.02709e-15j 0.0517038-6.43923e-15j -0.0856129+1.28222e-14j -0.027132+2.51095e-15j 0.0167614-1.50332e-15j -0.0405464-1.88517e-15j -0.0190017+5.04098e-15j 0.025889-2.16721e-15j 0.00175612+5.79777e-16j -0.0262673+5.25847e-15j 0.000710764-1.52195e-15j 0.00675091+6.82266e-16j 0.019135-4.55257e-15j -0.0142167+2.5232e-14j -0.0170311-9.93969e-14j 
-0.0127088+1.20427e-13j -0.0102695+2.70687e-14j -0.0069369-1.43368e-15j 0.0293789-2.4071e-16j 0.0467582-1.90207e-15j -0.0106799+2.38976e-15j 0.0206396-7.52055e-16j -0.0506482-4.38492e-15j 0.0339043+3.54691e-15j -0.00598511-1.5525e-15j 0.0422513-3.59956e-15j -0.0233162+5.52082e-16j 0.144119+4.75808e-15j -0.0211436-1.5024e-15j 0.0957832-4.44244e-15j 0.0555733-1.32015e-17j -0.013636+4.64574e-15j -0.070181-5.10146e-14j 0.0235441-1.89364e-14j 0.0746002+5.95974e-15j -0.0771003-4.20978e-14j 0.0739273+2.63163e-14j 0.228701+5.87135e-15j 0.129767-8.82116e-14j -0.150972+1.91368e-15j -0.107658+6.95356e-14j 0.179313+3.86859e-14j -0.175244-2.32405e-14j 0.123797-1.15946e-14j -0.0251602-1.44527e-15j 0.0020768-3.00735e-14j -0.37693+1.83671e-14j 0.24002-4.02737e-16j 0.392106-7.55504e-13j -0.302282+7.1392e-14j -0.25079-2.4784e-14j -0.778478+1.1461e-13j 0.00252468+3.95386e-14j -0.276723-3.10005e-14j 0.042595+4.73878e-15j 0.128637-6.75721e-14j -0.300839+5.23091e-14j 0.686741-6.58322e-14j -0.357094+4.30706e-13j -0.157882-3.72436e-14j -0.111093-5.21795e-14j 0.0755221-2.44095e-14j 0.0302798-5.08553e-14j -0.0923209-5.52393e-15j 0.0993969-8.07432e-14j -0.218536+5.73731e-14j -0.0839283-5.67157e-14j -0.0493076+1.37655e-14j 0.0995412+1.60186e-14j -0.118859-9.59647e-15j -0.0495101-7.30485e-15j 0.0155129+1.7471e-15j 0.113249+5.80357e-15j -0.0599343+2.76138e-14j 0.0348182+4.3534e-14j 0.0546957-3.28049e-14j -0.0039063-5.46721e-15j -0.0589375+2.04801e-15j 0.0349309+8.05726e-15j -0.0918823+8.12203e-15j -0.000986969+2.74325e-15j -0.0404751-2.99502e-16j -0.0384033-7.80495e-15j -0.0325705+9.83078e-16j 0.0253742-8.50009e-16j -0.0182495-4.55772e-16j 0.00606954-2.97182e-15j -0.0369437+1.55905e-15j 0.0297168-7.64555e-17j -0.0168747-6.71529e-16j -0.0069605-4.04619e-14j 0.0229675+1.80939e-13j 
-0.0106004+6.05813e-14j 0.0130727+1.10109e-14j -0.0052378+1.67126e-15j 0.00349917-2.20673e-16j -0.0105908+2.75126e-15j -0.00204202+1.39144e-15j 0.0549359-2.27689e-15j -0.0171617-1.30398e-15j -0.0373826+3.9951e-15j -0.0314556+2.79435e-15j -0.0121334+8.27342e-15j -0.0899524+3.96567e-15j -0.0637845+6.86746e-15j 0.0533478+1.25475e-15j -0.0154919-1.40774e-15j -0.14055+4.53291e-14j -0.0440508-7.54023e-15j 0.0326763+2.08619e-14j 6.41914e-05+3.26422e-15j -0.0962941+6.75535e-15j -0.070787+3.12263e-14j -0.306506+3.24664e-15j -0.0131426-1.01056e-14j -0.116045+1.21011e-13j 0.104162+2.61437e-15j 0.1766-1.40516e-13j -0.0981177-2.74823e-14j -0.0795648+1.03815e-13j -0.365662+3.78517e-14j 0.272742-1.22949e-14j -0.127102-1.62418e-14j -0.44854+5.25039e-14j 0.0181887+1.63914e-13j 0.0141735-1.05274e-14j 0.111223+1.63358e-14j 0.153148-6.06782e-14j -0.00458366-1.06318e-14j -0.769999+4.67952e-14j -0.715763+1.05466e-14j 0.0386906+4.92e-14j 0.0882757+7.43337e-14j 0.305851-4.26924e-14j -0.0364632+2.14964e-14j -0.0567273+9.36844e-14j -0.508588+8.54105e-14j -0.0866862+2.70881e-14j -0.104151+5.29748e-15j -0.329439+6.60882e-14j 0.413302-2.32855e-14j -0.092318+7.27893e-14j -0.0483747-2.26416e-14j 0.176147+8.44693e-14j -0.12133+1.88774e-15j -0.0652834+1.652e-14j 0.0737208-6.73452e-15j 0.29221+4.17454e-15j -0.0290575-1.82482e-14j -0.0510876-3.33634e-15j 0.0537201-2.4183e-14j -0.0162264-1.94163e-14j -0.0281237+9.56731e-15j -0.129927+1.93229e-14j 0.00137386-4.03642e-15j -0.0541234+5.96594e-15j 0.0296134-1.14373e-14j 0.0579717-3.84299e-15j 0.0121034-2.68217e-15j 0.0313141+1.22333e-16j 0.0379229-2.57561e-15j 0.0279434+1.9937e-15j -0.045587+4.0792e-15j -0.0137074+2.82494e-16j 0.00459206-3.22569e-15j 0.00426396+2.1104e-17j 0.00431044+5.36387e-16j 0.0123603+3.13642e-16j 0.00140076-9.91453e-15j 
0.00576893-5.93054e-14j 0.0107349-9.18814e-15j 0.00464881+1.8408e-15j 0.0259244+1.05836e-14j 0.0366147+1.47944e-14j -0.0270426-1.49334e-14j 0.00400677-3.79388e-15j 0.00274336+7.14361e-15j -0.006075-5.05964e-15j -0.0329198-1.18887e-14j -0.025404-1.6101e-14j -0.0170946+5.61501e-16j 0.0109731-3.88861e-15j -0.00727344-7.85503e-15j 0.00964402-6.02017e-15j 0.0117143+1.67481e-14j 0.056478+5.34344e-14j -0.0434759-5.1762e-14j -0.00613565-1.01388e-14j 0.0198775+1.28488e-14j 0.0278867+2.36868e-14j 0.00598083+1.26855e-14j -0.0267448-4.03213e-14j -0.115583+5.291e-14j -0.0110654-1.44831e-14j -0.0376039+8.8756e-15j -0.00781864+2.18838e-15j 0.103345+7.43288e-14j -0.0678453-1.5173e-14j -0.577473-2.50692e-13j -0.0955607-3.61794e-14j -0.193596+6.87474e-14j -0.331013+1.46565e-13j -0.0148243+1.73332e-14j -0.020121+4.79883e-14j 0.444557+3.3667e-13j -0.288068-1.07193e-13j -0.111075-4.80808e-14j 0.056061+1.37193e-13j -0.77007-3.20744e-13j 0.333646+8.31211e-14j 0.38582+1.77045e-13j 0.094719-5.76122e-15j 0.021453-1.36409e-14j -0.139785-4.25011e-14j -0.34689-3.25368e-13j -0.0317402+7.30876e-14j 0.662984+2.15952e-13j 0.0518999-3.87683e-14j -0.12863-4.75356e-14j 0.0366109+4.81409e-14j -0.000218974+1.26822e-14j -0.0112649-4.8664e-15j -0.0962313-5.6187e-14j 0.0272469+2.48199e-14j -0.00551405-2.29375e-14j 0.0306981+2.85442e-14j 0.0196622+2.08878e-15j 0.00696663-2.44061e-14j 0.0309131+4.238e-14j 0.0549815+1.0929e-14j 0.0263312+1.88738e-14j -0.00644619-8.48864e-15j 0.0109892+4.82333e-16j -0.0129632+8.40764e-15j 0.0183088+3.23336e-15j 0.0213733+6.54655e-15j 0.0299237+1.7362e-14j 0.00568702+6.52289e-15j 0.00158122-4.70023e-15j -0.00592236+1.47832e-15j 0.0244153+1.19812e-14j -0.0334004-1.36584e-14j 0.0247883+8.50587e-15j -0.00240481-1.49647e-15j 0.0100447+2.00942e-14j -0.00693094-7.2354e-14j 
0.0196088-1.73273e-13j 0.010438-3.87685e-14j -0.0218059+3.35228e-17j -0.0324129+3.73199e-15j -0.0392538+5.49828e-15j -0.00602285-1.0059e-18j -0.0276101-3.404e-15j 0.0364965-5.3734e-15j -0.0279475+9.61877e-15j -0.0391697-3.51169e-15j -0.0364867-5.36103e-16j -0.00416815+3.73845e-15j -0.100585+8.70585e-15j 0.0193734-1.00591e-15j -0.0806746-9.35456e-16j 0.0140282+8.8233e-16j -0.0485188-8.35744e-15j 0.0698687+3.856e-14j -0.0707953-1.59226e-15j -0.117776+1.14386e-14j -0.021264-8.18922e-15j 7.54844e-05+3.21194e-14j -0.0906691-1.97195e-14j -0.100563+9.49219e-14j -0.116105+7.53826e-17j 0.0483077+1.18266e-15j -0.150485+8.57905e-15j 0.159978+4.86117e-15j -0.0242182-2.5674e-14j -0.00780262-5.70608e-14j -0.0136215+2.3226e-14j 0.279212-7.51362e-14j 0.0891517-1.42894e-13j 0.389191-5.71343e-13j 0.546601+8.76799e-14j 0.216674+9.10742e-14j 0.145037-2.53054e-14j 0.0735381-1.3747e-14j 0.276224+9.71291e-14j -0.0718851-6.30215e-14j -0.789384+3.93095e-14j 0.351928-8.40312e-14j -0.346367+1.01411e-17j -0.453904+3.72258e-13j 0.391733-1.10618e-14j -0.14333-8.4893e-14j -0.102434-5.21908e-16j 0.0140561+3.31873e-14j 0.159688-5.1001e-14j -0.111725+9.05611e-14j 0.301512-2.5788e-14j 0.0921568+8.53071e-14j -0.20125+5.09492e-15j -0.0597372+5.54844e-15j 0.265579+8.07174e-15j 0.0452492-2.42349e-14j 0.086178-2.13283e-14j -0.0878691+1.51853e-14j 0.00035728+3.43405e-15j -0.0558812-8.67877e-14j 0.00529514-1.26569e-16j -0.0297702+6.11405e-15j 0.0725038+5.51335e-15j -0.0394707+5.40317e-15j 0.12746+4.80483e-15j -0.0330745-1.94612e-16j 0.0510908-4.83577e-15j -0.00153086-5.70438e-15j 0.0247071-1.20492e-15j -0.0507387+2.51151e-16j 0.0266144+1.77654e-15j -0.0190525+1.28087e-15j 0.0396796-4.37445e-15j -0.0270208+3.59048e-15j -0.00760636-2.1425e-16j 0.00426206+2.93399e-14j -0.0166808-1.29884e-13j 
-0.0195962+1.4096e-13j 0.00451061+3.40231e-14j 0.0141348+7.88947e-15j -0.0114048-6.03469e-16j 0.00892846+2.2491e-15j -0.0318229-9.77071e-15j -0.0175063+7.21922e-16j 0.034065+4.03159e-15j -0.019228-3.96701e-15j -0.0354696-5.96029e-15j 0.0159339+1.59234e-14j -0.0157407-5.01136e-15j -0.100416-3.01091e-14j 0.0308754+2.0074e-14j -0.0201768-8.69319e-15j 0.00879054+5.83251e-15j 0.0653905+3.5089e-14j -0.0219004-2.57146e-14j 0.0355609+1.18025e-14j -0.051531+1.19876e-14j 0.147192+5.44721e-14j -0.0249118-4.00413e-14j -0.050959-2.11862e-14j -0.0338635+2.30209e-14j 0.0889317+3.50602e-14j -0.0236057+5.72743e-14j -0.173807-3.68026e-14j 0.136488+2.31472e-15j 0.0696473-2.75079e-14j -0.146371-1.82529e-14j -0.0951834-3.03714e-14j 0.0470172+5.66105e-14j -0.184656+9.20773e-14j 0.273124-5.02988e-13j -0.225453-9.4079e-14j -0.624467-2.74414e-13j 0.0274881+3.62029e-14j 0.105681-4.4884e-14j -0.0800968-3.88202e-14j -0.375375+4.03737e-14j 0.261626+1.24447e-13j 0.363663+4.12544e-14j -0.363598-3.48519e-14j 0.139593-8.88231e-14j 0.636227+1.2263e-13j 0.467948+2.63694e-13j -0.0347703-7.38009e-14j 0.149805-1.13788e-13j 0.745945+1.95351e-13j 0.215906-3.81489e-14j -0.263016+2.52556e-14j -0.0329268-5.83304e-14j -0.202246-4.32816e-14j -0.195515-5.57772e-14j 0.0125592-3.51362e-14j 0.138729+5.92933e-14j -0.149742-7.99666e-14j -0.171551-4.32678e-14j 0.0629281-2.19931e-14j 0.0337938+8.96324e-14j 0.0193797-3.28133e-15j 0.065192+3.1454e-14j -0.0275485-1.38906e-14j -0.0011508+5.41617e-16j -0.0241209-1.93604e-14j -0.0337897-6.0371e-15j 0.0717279+1.11854e-14j 0.0286601+4.42356e-15j 0.0380694+9.3856e-15j 0.0230495+1.5487e-14j 0.0259612+1.52807e-15j -0.0215289-4.1848e-15j -0.0274945-9.79565e-15j 0.00235921+2.76581e-15j 0.0261976+7.49643e-15j -0.00590841+4.17095e-14j -0.0279067-2.01988e-13j 
-0.00662187+4.02346e-14j 0.00610943+1.11689e-14j 0.0280633+4.07211e-15j 0.022748+1.06457e-15j 0.00166167+2.83674e-15j 0.0182471+1.70884e-15j 0.049902+1.03762e-15j -0.024515+8.50053e-16j 0.0333001-1.07154e-15j 0.0334971+3.54347e-16j 0.0596675+8.41269e-15j 0.000293612+1.63347e-15j 0.0171827-1.11101e-14j -0.0205345+3.54003e-16j 0.004782-9.07855e-15j -0.0455225+5.68379e-15j -0.0442392-1.52498e-14j -0.0481005-3.05e-14j 0.0579275+8.11443e-15j 0.0982708+1.06661e-14j 0.0116227+2.66101e-14j -0.0732369-1.56069e-14j -0.0366381-2.67129e-14j 0.00177938+6.35923e-15j 0.0525635+9.82329e-15j 0.0496013-3.38991e-14j 0.104204-5.40184e-15j -0.0766835+3.10909e-16j -0.0271994+2.856e-14j -0.223079-3.32196e-14j 0.0392593-1.40568e-14j -0.141399+5.56826e-16j -0.0243499+4.82917e-14j 0.0387443-9.50907e-15j -0.0579042-2.2291e-14j -0.0891323-4.66723e-14j 0.398971+1.27521e-15j -0.137924+3.16031e-14j -0.0103321-3.2434e-14j 0.323487-1.61232e-14j 0.210183+1.02528e-14j 0.450786-3.52378e-14j 0.838866+1.1804e-14j 0.309225-1.24509e-13j 0.285448+2.10467e-14j -0.0485981+9.10625e-14j -0.582943-6.21109e-14j 0.17094-6.79432e-14j 0.132904+9.58106e-14j -0.294019+2.92853e-14j -0.254347-3.52105e-14j 0.294829+1.96263e-13j 0.494184+3.84583e-14j 0.122865-1.05677e-14j -0.186443-2.58044e-14j 0.0499428-2.09891e-14j -0.201753-5.40054e-14j 0.110529-3.59847e-15j -0.0145392+9.52793e-15j 0.0395087+7.82346e-14j -0.0902606+8.57087e-15j 0.0343143+2.03351e-14j 0.0228217+4.0601e-15j -0.0320079+4.99076e-15j -0.0821865-8.6406e-15j 0.0483732-2.95257e-15j -0.0447791+1.10266e-15j -0.048103-9.33828e-15j 0.014065+6.657e-15j 0.0417841+7.99592e-15j -0.038373-4.22424e-16j 0.0185982-9.78461e-16j -0.00671051-3.51861e-15j 0.0281776+8.37295e-16j 0.00650764+3.38399e-15j 0.0116912+6.41235e-15j -0.000357425-2.58935e-14j 
-0.0154844+1.06336e-13j 0.00939322+2.29629e-14j 0.0256538+1.8981e-15j -0.010577+1.06141e-15j -0.0123656+2.14292e-15j 0.0213281-1.75142e-15j -0.00415827-1.87987e-16j -0.000880321-4.62271e-15j -0.00276111-4.70253e-16j -0.00796263-5.52437e-15j -0.00737203+4.38567e-15j -0.0443046+2.37271e-15j 0.0276296-5.17701e-15j 0.0196276+1.29725e-14j 0.0451821+7.7713e-15j -0.0248423-5.25583e-16j 0.0402901+7.52449e-15j -0.0022579-1.4036e-14j 0.0348812+5.32766e-15j 0.0278796-7.80086e-15j 0.00882189-2.30722e-16j -0.0104591-2.44875e-15j 0.00744719-5.79423e-16j 0.0303307-3.05476e-14j 0.0434932+3.23695e-15j 0.00253078-6.91099e-15j -0.0575957-7.43665e-15j 0.0976654-2.13878e-14j -0.0283532-3.74462e-14j 0.196504-5.11849e-14j 0.0797667-4.19266e-14j -0.122597+7.89149e-14j -0.103355+1.37787e-13j -0.0209745+1.44807e-14j -0.0755127-2.61652e-14j 0.105154-3.64329e-14j -0.0573703-1.87679e-14j 0.213918-8.4537e-14j -0.565992+1.14835e-13j -0.036335+4.67925e-14j 0.161583+7.16168e-14j -0.0095367-3.42329e-14j 0.00692938+2.19304e-14j -0.0868458+9.71176e-14j -0.222379+6.84851e-14j 0.594185+2.1358e-13j -0.162113-1.08872e-13j -0.534354+1.2573e-13j 0.0812832+4.27595e-14j -0.602007+1.31107e-13j 0.004306-1.11638e-13j -0.856018-5.48866e-13j -0.0561473+8.38612e-15j 0.133847-3.02636e-14j -0.0655844+2.2957e-14j 0.0858057-3.86654e-15j -0.0437404-2.07251e-14j -0.002282+2.60729e-14j 0.0944019-2.45985e-14j -0.0359732-4.31197e-14j -0.0633993-6.2919e-15j 0.00523632+5.97397e-15j -0.088692-1.46154e-14j 0.0313631+3.60779e-15j -0.0654504+5.10387e-15j 0.0315549-3.47187e-15j 0.0305142-4.87471e-15j 0.0280018+1.87853e-15j 0.00172778+7.55243e-15j 0.0317693+3.0883e-15j -0.0357469+6.56972e-16j -0.0141122+2.39074e-15j 0.017989-2.75641e-15j -0.00345146+2.76343e-16j 0.00761081-1.12108e-16j -0.00568771+5.56724e-15j -0.00472746-2.56981e-14j 
