0.0901194-0.00430829j 0.0322141-0.00501481j -0.0111973-0.00211155j 0.139504-0.00250972j -0.0638282-0.00518881j 0.0533179+0.00233484j -0.0155135+0.00918431j 0.0150494+0.00159837j -0.025557+0.00444546j -0.0464935-0.00105941j 0.0322933-0.000308531j 0.0017305-7.56232e-05j -0.0236024-0.00190103j -0.0180683+0.00177135j 0.0419559-0.0043524j 0.00843685+0.00554592j 0.0290313-0.00544102j -0.0674768+0.0112106j 0.112989-0.0116201j 0.177477+0.00902865j 0.0122257-0.013319j 0.0092341-0.00240873j 0.0215943+0.00741512j -0.0450835-0.00203271j 0.0270063+0.00299309j -0.00257728-0.00391968j 0.0238139+0.000350255j 0.00248399-0.00221289j 0.0459589+0.00240152j 0.00610598+0.000641117j 0.00563397-0.000659603j 0.0090557-0.00290298j -0.0231296-0.000262347j 0.0283903-0.00378515j 0.0653692-0.00174147j 0.0660064+0.0137722j 0.106748-0.000789781j -0.0395807-0.0169767j 0.0323261+0.00374513j -0.0113573+0.0139685j 0.0298223-0.00406764j -0.0557923-0.0243657j 0.00306737+0.00359714j 0.0690995+0.00629019j 0.0197433+0.0010456j -0.00682474+0.00109496j -0.0267353-0.00484847j 0.0356356+0.0100768j 0.0167392-0.0071669j 0.00946233+0.00895559j 0.0292029+0.0102313j -0.0131197-0.0263149j -0.00543955-0.0278521j 0.0143212+0.0202816j 0.0510439+0.00717354j 0.0124432-0.0219003j -0.0233005+0.0364961j -0.0379659+0.00928256j -0.0136742+0.0059404j -0.0109486-0.00960779j -0.0217334-0.010777j -0.0101259-0.00540378j 0.000101858-0.000886505j 0.023492+0.0140701j -0.0135167+0.00758312j -0.0136613-0.00690942j 0.0391653-0.0140765j 0.0261905-0.00471749j 0.00254856-0.000901842j -0.00724597-0.0129456j 0.000389286-0.0183951j -0.0111305+0.000616531j -0.00760153-0.00436342j 0.00323394-0.00745727j 0.0256765+0.0075256j 0.00456669-0.000225218j 0.00310303-0.00184981j -0.0141378-0.00389438j 0.00950888-0.00317328j -0.0246864+0.00607774j -0.0151481-0.00100558j 0.0207461+0.0211602j -0.0211856+0.006214j 0.0240049-0.0289413j -0.0265229+0.00122036j 0.0116521+0.0664783j -0.031434-0.0432459j 0.00723667+0.0253917j 0.00351712+0.0119107j -0.127693-0.0462167j 0.0896051-0.190974j -0.00816187-0.0461791j -0.120383-0.00105553j 0.099643+0.211696j 0.202565-0.0978283j 
-0.0310958-0.038656j -0.00282916-0.0154063j 0.0245715+0.0115063j 0.0354823-0.00456984j -0.0455873-0.00158735j 0.0108554-0.0030762j -0.00911323-0.0162441j -0.0181446-0.0271926j -0.00192993+0.0342949j 0.0162472-0.000935145j -0.0148857-0.00662926j 0.0230088+0.00658794j 0.00402629+0.00813187j 0.0447905+0.0074179j -0.0179713+0.0136277j 0.00757927+0.0308282j -0.03698-0.0137264j -0.0237398+0.0206547j -0.0498071-0.00809799j 0.0299699+0.019004j -0.0395929-0.000902185j -0.00700168+0.00759317j -0.083368-0.0506885j -0.0358425-0.0423307j -0.0371207+0.0243579j -0.0167349-0.0463894j -0.0519354+0.0326816j -0.0553785+0.0133037j 0.0613556+0.0458647j 0.0418138-0.0172746j -0.0568453+0.0739191j -0.0175108+0.0460838j -0.0205071+0.0126482j -0.00737407+0.000106716j 0.00567417+0.0680402j 0.000667021-0.0248524j -0.028945+0.00554219j 0.0615657+0.0101258j -0.0114494+0.0318286j -0.0413067-0.00116268j -0.00486454-0.0432002j -0.0123739+0.0228661j -0.0651773-0.0328944j 0.0516889-0.0126498j -0.0159136+0.0115333j 0.00806669+0.0208599j -0.0114285-0.0169093j -0.0220611+0.0283583j 0.0135354+0.00871542j 0.00884931-0.0362025j -0.00211003+4.07612e-05j -0.0186486+0.00210231j -0.00865361-0.0142196j -0.0197552+0.0321467j 0.0385499-0.00144942j -0.00797512+0.0139623j 0.0109302+0.0311377j 0.025762+0.15623j 0.0479785+0.108432j 0.0251405+0.029506j -0.0651716+0.0856733j -0.0697046+0.0568018j -0.0802912+0.0349311j 0.0301164+0.030016j -0.012103+0.0120092j 0.00534185-0.0374748j -0.0298281+0.0198563j 0.0316663-0.0520606j -0.0185645-0.0171751j -0.0587482+0.0178633j -0.0368481-0.0448887j 0.031568-0.029467j 0.0126781+0.0311202j -0.0352066+0.00143263j 0.00717988+0.0226317j 0.0403823-0.00856872j 0.0366101-0.027302j 0.0204593-0.0413597j -0.0419086-0.0156349j 0.00907298+0.0526962j -0.00837691+0.0941101j 0.0352166-0.0251059j -0.0165888+0.0533291j -0.0380454-0.0476972j 0.0182782-0.0257944j -0.11907-0.000398644j 0.0853987+0.0417877j 0.0439267-0.00135577j 0.0486326-0.00132663j -0.0952112+0.13252j -0.00102142-0.0974336j 0.112479+0.0617228j 0.0492042+0.06971j 0.203587+0.00754713j -0.0478714-0.00923645j 
0.058615-0.0402634j 0.0238147-0.0733789j -0.00215983-0.00435741j 0.0143909+0.021112j -0.0168596-0.0539165j -0.023503-0.0274521j -0.0542806+0.0388633j -0.0260336+0.035788j -0.0179116-0.00568786j 0.00445589-0.0370218j -0.00882543+0.020555j 0.0128533-0.0209849j -0.0218694+0.0137441j -0.0286155-0.0120506j 0.0326094-0.0198115j -0.00360677-0.0114747j 0.0498177+0.0221351j 0.0141469+0.0041295j 0.12472-0.0132848j 0.0303157+0.0134046j 0.0638271-0.033125j 0.0475843-0.0984934j -0.061731+0.0429294j -0.012361+0.115166j -0.0200664-0.0251466j -0.0362372-0.0381816j -0.0386923-0.00762483j 0.0582162-0.0252404j -0.0863972+0.0872831j 0.0303839+0.00387106j -0.113764+0.0745911j -0.114043+0.0294856j 0.115812+0.0197035j -0.00183771-0.0440099j 0.0851945+0.0585797j -0.0649988-0.0193245j 0.0140472-0.079894j 0.0462629+0.022734j -0.0535246+0.0156192j 0.00389127-0.0152168j -0.0291582+0.13168j 0.0229015+0.0342739j 0.0194118+0.00766723j -0.0271228+0.00939742j -0.00376402+0.00105084j -0.0521859-0.00365407j 0.0135095+0.0373031j -0.0491831-0.0152624j 0.00905266+0.0295651j 0.0413134-0.00725952j -0.0245219-0.0264422j -0.0114631+0.0354639j -0.0498507+0.0366128j 0.0306344+0.0141745j -0.0366718-0.0369139j 0.0572088+0.0695223j -0.00169671-0.0850661j 0.0378575-0.0332482j 0.000156246+0.104378j -0.0521066-0.00875253j 0.00490159-0.00674296j 0.026206-0.0161165j -0.0999858+0.0405628j 0.00823249+0.0199707j 0.0126907-0.00531046j 0.0283455+0.00920167j -0.016034+0.0247772j 0.0181777+0.0171937j 0.0119858+0.0235011j -0.0162845+0.031632j -0.0154797-0.015935j -0.0185444+0.0103762j -0.0325147+0.018526j -0.0101613-0.00284802j 0.0261362-0.00917308j -0.0182669+0.0540045j -0.0201027-0.031187j -0.00803343+0.00605973j 0.0205472-0.00998526j -0.0326374-0.0338093j 0.0184722+0.0170448j 0.0495699-0.0413405j 0.00242774-0.0287187j 0.0101275+0.0216298j -0.0180259+0.000246361j -0.0122837-0.166979j -0.0478813+0.0191009j -0.0159332-0.0112545j -0.0352149-0.00470149j -0.0147364+0.0585379j 0.05248+0.0846469j -0.0716506+0.0608705j 0.0935312-0.0167412j -0.0385826-0.0265601j -0.170304-0.017827j 
0.0460707+0.0757229j -0.0247164+0.113176j -0.0136748-0.0170718j -0.00103405-0.0309833j 0.0239778+0.0167265j 0.0325393+0.0541236j 0.0609676-0.039149j 0.00598554+0.0067361j 0.0428853-0.0280237j -0.0198547+0.0166594j 0.0485705-0.00271768j -0.02608+0.000943423j -0.0435055-0.00347976j -0.0674338-0.00679121j 0.0374314+0.0109341j 0.0234767+0.00408987j 0.0296071+0.00616225j -0.041148-0.00264097j 0.0107712-0.00908971j 0.0292554-0.0174936j 0.113075+0.0263116j 0.149518+0.0213122j 0.103613-0.0184808j 0.0395906-0.127228j 0.0167324+0.0671808j 0.130528+0.0329592j 0.0278349+0.00787156j 0.098075+0.0028545j -0.161103-0.0939857j -0.0425776-0.0126659j -0.0115653-0.191745j -0.0131831-0.0825266j -0.0162838-0.0297522j 0.0866038+0.0154749j -0.0820319-0.0264308j 0.0391323-0.0209157j 0.0987306+0.0106519j -0.0502446-0.141453j -0.0078034-0.00925149j 0.0972344+0.117855j -0.0134796-0.106083j 0.0078068+0.0518369j -0.0502888-0.0309682j -0.00951297-0.0272746j -0.0372588-0.0289693j 0.0570539+0.00882207j 0.0370114-0.00185265j -0.0218585+0.033085j -0.0234256+0.029868j 0.0308134-0.00738582j 0.0261002+0.0183115j 0.0687338-0.0319296j 0.00416179+0.016944j -0.0165558-0.0452529j -0.0336208+0.07701j -0.00631391+0.0390087j 0.0192869+0.00863589j -0.0205123+0.0372869j -0.0526411+0.0528135j 0.0526668+0.0519393j 0.0170738-0.0298054j 0.0124968-0.0783527j -0.0233154-0.0615428j 0.0563387-0.0442648j 0.00795887-0.0215906j 0.0496763-0.0391615j -0.068569+0.0460112j -0.0772056-0.00384289j -0.0423212-0.0081333j 0.0002402+0.0109747j -0.0355941+0.0340391j 0.0140207-0.00931383j -0.0105716+0.0114924j 0.016795+0.0250094j -0.020821+0.0142366j 0.0133552+0.000594645j -0.0110746+0.00366654j -0.000817351-0.0285471j 0.0287319+0.0272772j 0.0126513+0.0425633j -0.00886897+0.0298605j -0.00359496+0.0310222j 0.0192332-0.0246344j -0.0562768-0.00832981j -0.0055818-0.0469939j -0.0210558+0.00173973j 0.0349153+0.0734752j 0.00352639-0.00257954j 0.00567038+0.00495519j -0.0208536+0.061006j 0.000723728+0.0465493j -0.0332213+0.00659871j 0.0798518-0.0202314j 0.0238385-0.0149513j -0.104477-0.0123494j 
-0.0376439-0.0936884j 0.0467477+0.108986j 0.0152986+0.0439683j 0.013376+0.00386156j -0.0463076+0.0664698j 0.0166244+0.00685866j 0.0219114-0.047038j -0.00222511-0.0240296j -0.0514858+0.0624584j -0.0192193+0.0220082j 0.033723-0.0271793j 0.0141832+0.0136939j 0.00874209-0.00132315j 0.0412238-0.00354815j -0.0398246+0.0111967j -0.00301499+0.0110487j -0.0142106+0.00820776j 0.00944699-0.0226243j 0.0515621-0.00448607j -0.0189905-0.0205125j -0.00523685+0.0366031j 0.0468895+0.0585485j -0.120541-0.08084j -0.0826035-0.0658893j -0.0984801+0.0428923j -0.0314508-0.0964919j -0.148445-0.0359948j -0.0855765-0.0843686j 0.0603764+0.0973245j -0.0643439+0.00162296j -0.0794579-0.0805914j -0.0411113+0.0733807j 0.0571143+0.0937819j 0.0681643-0.0293785j -0.0239415+0.0185444j -0.095917-0.120834j -0.035091+0.00587671j -0.0172154+0.0485899j -0.0402124+0.045075j -0.0100376+0.114894j -0.0884281-0.172496j -0.0196915+0.0272423j -0.168613-0.0557969j -0.0370038-0.16028j -0.0163761+0.0112099j 0.0206407+0.00929128j 0.00230385+0.00735405j -0.0432347-0.0297967j -0.0348492-0.0270427j 0.00764916-0.0516522j -0.0345456-0.0143361j 0.0729168+0.0842145j -0.0123694-0.0142756j -0.00304979-0.0178597j -0.0448478-0.00792265j -0.0214488+0.0356021j 0.0495594-0.00393064j 0.0368789-0.041879j 0.010111-0.0714694j -0.0196105-0.0870887j 0.0297731+0.031597j 0.0239737+0.0137369j 0.00275057-0.000852659j -0.0257499-0.0393715j -0.0330847+0.00775916j -0.0479588+0.025961j 0.0534739-0.00167465j -0.0421452+0.00286771j -0.0108742+0.0193749j -0.0178623+0.0158996j 0.0144605+0.0161639j -0.0248543-0.0397655j -0.00288039-0.00602797j 0.0412767+0.0216261j 0.00277265+0.0132962j -0.0273303+0.00585281j -0.0162777+0.0147204j 0.0576581+0.00400047j 0.0324415-0.0017933j 0.0196379-0.0527715j -0.0266533-0.0258664j -0.047638+0.00040601j -0.0120143-0.0527018j 0.00347434-0.00815101j -0.0225196-0.0395633j 0.0356871-0.00200344j -0.0343686+0.0115949j -0.00930929-0.0138808j -0.0193754-0.0166594j -5.32864e-05+0.00370313j 0.0872126-0.0004916j 0.0269811-0.000313209j -0.0061784+0.0733223j -0.052571+0.0489848j 0.0105408+0.0361999j 
0.061007+0.00448671j 0.0304511-0.142859j -0.0129975-0.0244053j -0.0315056+0.0134191j 0.0730135-0.0638747j 0.0243704-0.00930661j 0.0383969+0.0306506j 0.00354864-0.0355987j 0.0178683+0.0435547j -0.0263463-0.00280278j 0.0476389-0.00938455j -0.0236492+0.00466485j -0.0267726-0.00765328j -0.039507-0.00185075j 0.0198781-0.0177274j 0.0378441-0.00458854j 0.0119525-0.0232044j -0.0094706+0.0179944j 0.0165686-0.0310341j -0.00811+0.0154154j 0.158679-0.00467061j 0.127667+0.031704j 0.050218+0.00422842j 0.0642264+0.0835902j 0.00150909+0.00636194j 0.118885-0.00628123j -0.0408288+0.0429867j 0.0996793+0.0418795j -0.180349+0.0304407j -0.0770179+0.00145758j -0.0690078+0.182221j -0.0431267+0.172465j 0.0211629+0.059989j 0.0688043-0.0100433j 0.0345894+0.0699878j -0.105277+0.0259149j 0.0379744-0.0715885j -0.00298291+0.10978j -0.0421541+0.0212213j -0.0205432-0.112965j -0.0808157-0.0081605j -0.0545471-0.0189896j -0.0427177+0.0129732j -0.0379288+0.084904j -0.0857923+0.00970124j 0.039414-0.0730198j 0.00858247-0.073022j -0.00281996+0.00596259j -0.0377346+0.0619052j 0.000979156+0.0465648j -0.0165409-0.0455135j 0.0664787-0.0116777j 0.0209483-0.0337024j -0.0372584+0.00651742j -0.0359568+0.0386279j -0.074649-0.0150494j -0.0158573+0.0523341j -0.0224193-0.0270799j -0.0293589-0.0170035j 0.0698377+0.00977494j 0.0631205+0.0316574j -0.0161935-0.0015811j -0.00463903+0.00753352j -0.00268655-0.0477145j -0.0121405-0.0247715j 0.00756441-0.0306254j -0.0103276-0.0297058j -0.00936275+0.0329679j -0.0586608+0.00972038j 0.0145589+0.00917906j 0.00812924-0.0125548j 0.00712175+0.0129666j -0.0214487-0.0034576j -0.00519277-0.0232449j -0.0317502-0.00771318j 0.0290263+0.0176191j 0.0301309+0.0411329j 0.0182355-0.0206384j -0.000561506-0.0117385j 0.00133258+0.0129636j 0.0235682-0.0406608j -0.096952-0.0279064j 0.0165881-0.00452578j -0.0658804-0.0871419j 0.0190754+0.0174661j 0.00303699+0.048038j -0.0145097-0.029694j -0.00549527-0.0194467j 0.00232839-0.0191584j 0.0196915+0.0314715j 0.015048-0.0234847j 0.00739347-0.0745882j -0.055384+0.0493345j 0.0504745+0.0289346j 0.0978927-0.0216887j 
0.056391-0.138427j -0.0939412-0.0608756j -0.037139+0.0459048j -0.00358477+0.0271044j 0.0269116+0.029323j 0.00231586-0.0252412j 0.0140892+0.00485873j 0.0695984+0.0214366j 0.0431825+0.0409052j 0.035172-0.00760666j -0.0342636-0.00304098j -0.00933761-0.0094884j -0.0221939+0.00855679j -0.0221109+0.010761j -0.00845809-0.00727191j -0.0280411+0.0110643j 0.00695186+0.00209524j 0.0482722+0.0125407j -0.0587659+0.00743148j 0.00921967+0.00685993j -0.0321317+0.00847583j 0.0518691-0.0332085j 0.135415+0.0254411j 0.0981289+0.0216059j 0.10155-0.0390107j 0.135761-0.0689495j 0.10543-0.0239492j 0.0593917-0.055383j -0.0738491+0.128472j -0.0460113+0.0154326j 0.0785962+0.077518j 0.0954823+0.0574218j -0.085885+0.0619553j -0.0421116-0.0368434j -0.0147619+0.0348279j 0.127699-0.0245562j -0.0191167-0.0217161j 0.0630502+0.0766738j 0.0540525-0.0141305j 0.0184345+0.012164j 0.119357-0.0227643j 0.0043721+0.0112651j 0.0227763+0.0111932j 0.0889361-0.123496j -0.0265772+0.00368749j -0.00545824+0.0919876j -0.0222673+0.0133518j -0.00258598-0.00545933j 0.025278-0.0615948j 0.0297047-0.00621877j 0.0279459+0.00625343j -0.0205769+0.121692j -0.0898787+0.0208107j 0.0288906+0.00468563j -0.0295985-0.0569222j -0.0214307+0.024957j 0.0465052+0.0318732j 0.0681899-0.00829483j -0.0288085+0.0124642j 0.0882056-0.132094j -0.0289026+0.0672052j -0.0169706+0.0773828j 0.0444986-0.018286j -0.0131583-0.0247678j 0.0226694+0.00220254j 0.0337438+0.0189207j -0.000887089+0.0123955j -0.00587596+0.0320422j 0.0249235+0.0214362j -0.00437708+0.00296893j 0.0299154-0.0188983j -0.0131035-0.0163261j -0.0121551+0.0226021j 0.0269676-0.025497j -0.0224098+0.0230757j -0.0186039-0.0198597j 0.0367361-0.0123078j 0.011457-0.0130116j -0.0426551-0.0192047j -0.00826916+0.00394401j -0.0605537-0.0150503j 0.0293799+0.059755j -0.0273052+0.0277564j -0.0140774+0.0408259j 0.017743-0.0152555j 0.0081252-0.0417359j 0.00367959-0.0010545j -0.0104949+0.0118843j 0.00310404+0.00500807j -0.00806949+0.0102036j 0.0738144+0.0104689j 0.00746266+0.0807479j 0.0376992+0.0866868j -0.0521688+0.00734549j -0.0344293+0.0556055j 
-0.0255473-0.0471546j -0.00159621+0.0371266j 0.00748576-0.00580221j -0.00869156+0.017909j 0.0111692+0.0137979j -0.00480627+0.0318505j 0.0626667-0.0034175j 0.017184-0.0197301j 0.0381472+0.0310161j 0.0217766+0.00638218j -0.0404928-0.00564649j -0.033146+0.00244364j 0.00674004+0.00244634j -0.0285029+0.000659831j -0.0205595-0.00450773j -0.00724064-0.0041283j -0.0329846-0.0124877j 0.0252158-0.00124276j -0.0481839-0.0122207j 0.0583756+0.0091665j 0.087298+0.0399679j -0.0589861+0.00524682j 0.202946-0.0261639j 0.058929-0.00490837j -0.0484012+0.0284446j -0.080156-0.0233766j -0.000253197+0.0169234j -0.0237171-0.0156827j 0.0110309+0.0436465j 0.182586+0.00224754j 0.105375-0.0149472j -0.0819941+0.0660405j 0.0236232+0.0644733j 0.0143328-0.0193622j -0.0423464+0.0558057j -0.109638-0.067396j 0.0749065+0.000460588j 0.0324651+0.0154739j -0.0124831+0.00868303j 0.104194+0.00940561j 0.122205-0.0544915j -0.0106482+0.0366196j -0.0587448-0.0352132j -0.0663216-0.04026j -0.00477445-0.0232363j -0.00126771+0.0524053j -0.00317761-0.00182071j -0.0473766-0.0441723j 0.00226041+0.00303909j 0.0396194-0.0266819j -0.0466582+0.0346483j -0.0747641-0.0812456j 0.00882737-0.00357514j 0.0028814+0.0639026j 0.0621179-0.0958609j -0.0176567-0.00287367j 0.0103431+0.0200627j -0.0110107-0.0233314j -4.47711e-05-0.033906j -0.00188945+0.014548j 0.0943515+0.0044655j 0.00639104-0.0281424j 0.0129132-0.021154j 0.0111154-0.00681298j -0.00887715-0.00576183j 0.00906609-0.0516139j -0.0686055+0.0197089j -0.0146534-0.0479213j 0.0116262+0.0217111j 0.0204476-0.0164418j 0.0185559+0.00679749j -0.00533723+0.00891331j -0.00493426+0.0514871j 0.0440979-0.0102279j -0.0261253+0.0221425j 0.0503068+0.0207051j 0.0450789+0.0229512j 0.0351057+0.0500877j -0.0659367+0.0494315j -0.00974002+0.0143971j 0.0211396-0.0229607j -0.020839+0.0383041j 0.064235+0.0407952j 0.0761517-0.0698181j 0.0695068+0.0284823j -0.00512822-0.0183258j 0.00877654-0.0611638j -0.000649004+0.00500813j 0.0137219-0.00268511j -0.00131338+0.0235394j 0.0139682+0.00135127j -0.00251623-0.0168434j -0.010438+0.0124286j 8.15677e-05+0.0326423j 0.0257233+0.00527132j 
0.0348903+0.0924791j 0.154018-0.0536897j -0.0273492-0.0177498j -0.0282793+0.00250404j -0.0150248-0.0039726j 0.0047684-0.00710462j 0.0180841+0.0108104j -0.0266587-0.0217743j 0.0859134+0.0114981j -0.043516+0.0158753j 0.0338453-0.00599019j 0.0053076-0.00387203j 0.00456386+0.00383094j 0.031193+0.0135625j -0.0215088-0.00486524j -0.0456096+0.00249748j -0.0124784-0.00272612j -0.0483915-0.00437612j -0.092102-0.00899058j -0.0103652+0.00321154j -0.0555169+0.0101448j -0.0516752+0.0290707j -0.0522341+0.021308j -0.136918+0.0596411j 0.0395282+0.0463883j 0.015938+0.0262008j -0.0578865-0.00561371j -0.0286067+0.0164528j -0.0833645-0.0134329j 0.0740909+0.00889458j -0.24269+0.0480455j -0.0773929+0.00911492j -0.136694+0.0219214j 0.027898-0.0479092j -0.148399-0.0140844j -0.00879169+0.000936307j -0.0408707-0.0467279j -0.209299+0.015874j -0.0125385+0.0414854j 0.229428-0.0813766j -0.0293769+0.031611j 0.0150005-0.00915937j -0.0502597+0.0303752j 0.00700036+0.0472388j -0.0132202-0.0290518j 0.0191898-0.0233611j -0.00440091-0.0413234j -0.0172266+0.0301789j -0.00508585-0.0406412j -0.00739346+0.0407015j -0.0171766+0.0194204j -0.084088-0.000678223j -0.0416327+0.0392753j -0.0515061-0.0237784j 0.000419631-0.0445804j 0.0876745+0.0214316j 0.0357453-0.0395461j 0.0480938-0.0114924j -0.00482726-0.000974597j 0.0339275-0.00170079j -0.0827728+0.0248367j -0.0393938+0.0112487j 0.000358974-0.0360899j -0.0291132-0.0149665j 0.00336719-0.00193182j -0.0218662+0.0275671j 0.00951865-0.00474558j -0.0392946+0.017395j -0.00266871+0.0199693j 0.00149159-0.00447195j 0.0109157+0.0165083j -0.024288-0.00307213j 0.0160504+0.026056j 0.0594866+0.000606707j 0.0137136+0.0111305j -0.0122838-0.0381549j 0.0141113+0.0171256j 0.0153866-0.00424349j -0.0259249+0.0039142j 0.031926-0.0223845j 0.00723036+0.00801593j 0.0776801+0.0346888j -0.0257329+0.0374478j 0.0336974+0.0187716j -0.00172599-0.0157764j 0.0720367-0.00318073j 0.0284127-0.0266831j 0.010571+0.0109993j 0.0206396+0.00139123j -0.0336771-0.0356271j 0.0150547+0.0487553j -0.0130121+0.0351399j -0.0373021-0.000735319j -0.0159476+0.0218527j -0.00340698+0.0342847j 
0.0496093-0.0303302j -0.0299502+0.0161684j -0.0144493-0.00497874j -0.00823363+0.00407229j 0.0235417-0.0275564j 0.026611-0.0605572j -0.00687151-0.000517872j 0.0357557+0.00502047j -0.000975813-0.00916765j -0.0617952-0.0043381j 0.0225951-0.0106935j 0.0387176+0.00918497j 0.0136951-0.00826266j 0.0699769+0.00237666j -0.0540104+0.00588715j 0.0271619-0.00504124j -0.0585061-0.00069029j -0.0227776+0.00290092j -0.0495686-0.00449952j -0.0374503-0.00466941j 0.110714-0.0639427j -0.0487673-0.0214131j -0.109658+0.0139527j 0.135593+0.00480616j 0.0722664-0.0294532j 0.0777929-0.0210005j 0.02962-0.00902111j 0.0225165-0.0154851j 0.0437515-0.00211416j 0.0773528-0.011668j 0.0218631-0.010711j 0.0111587+0.0262875j -0.0496235-0.00411843j -0.0797618+0.0164668j -0.0191104-0.000678777j 0.0232073+0.0178657j -0.0671877-0.00252384j -0.198187+0.00462055j -0.0670414-0.0227282j -0.0110561+0.0535539j 0.0987183-0.108226j -0.0694097-0.00916301j 0.0497273+0.00897691j 0.0331925-0.0426861j -0.101211+0.0133038j -0.0379006-0.000582826j 0.0248265-0.026611j 0.0214492-0.0759246j 0.0323369+0.0466855j 0.0862678-0.046169j 0.0584919+0.0249625j 0.0297386-0.0556871j 0.0469659+0.087615j 0.0824696-0.0061721j 0.0663844-0.012645j 0.107432-0.00991214j 0.031041-0.0466511j 0.055087+0.0431615j -0.0212877+0.0458597j 0.0541118-0.0323889j -0.0438837+0.013636j -0.0412621+0.0144466j -0.0135599+0.0119724j 0.0114112+0.0307564j -0.0307012-0.0100718j -0.0228894-0.0248153j -0.0029169-0.00591228j 0.0216596+0.0132446j -0.0465664+0.0299614j 0.0508056+0.025064j -0.00848053+0.00779539j -0.0024317+0.0101859j -0.00155154-0.0138642j -0.0440284+0.00630214j 0.0502269-0.0407869j 0.0398645+0.015274j -0.0863468-0.0272687j 0.0667345-0.00306334j 0.048797-0.0229075j 0.00331538-0.0394956j -0.0125172-0.0312815j -0.0674963-0.0413671j 0.0333668-0.111285j -0.0744155-0.0267508j -0.0120819-0.00244066j -0.00920357+0.0515169j -0.010177+0.0565578j 0.0138144+0.00512804j 0.0216655-0.00243471j -0.0404067-0.031635j -0.0116658+0.0285107j 0.0258684-0.0124987j -0.02544+0.0417436j -0.0366386-0.00846434j -0.00048734+0.0365334j 
-1.02664e-05-0.0167549j -0.0187535+0.0890947j 0.0236815+0.0123867j -0.00700939+0.0021301j 0.043931-0.0471108j 0.027782-0.082688j -0.0198231-0.0275227j 0.0300795-0.0192124j -0.0421372+0.00903097j -0.0496475-0.00515902j 0.0340967-0.0121059j -0.0318092+6.28007e-05j 0.00892208-0.00842809j 0.0277395-0.00358818j 0.0750738+0.00761732j -0.0330905+0.000376134j 0.00194224+0.00941303j 0.0102212-0.00827344j 0.0214295-0.00571761j 0.0240219-0.00423462j 0.0108182-0.0850484j -0.0669186-0.0331557j -0.00178274-0.0480981j -0.002057+0.0176584j 0.0365447-0.0133928j -0.0499977-0.0556339j -0.00817613+0.0125619j 0.0298383+0.0136513j -0.0372389+0.0110575j -0.0210374+0.0407136j 0.0123005-0.0146979j 0.0242904-0.00525438j -0.0234612+0.0429764j -0.00674802+0.0051049j 0.0622659+0.0216635j -0.0760279-0.0399661j -0.0490936+0.00695884j 0.0120361+0.0088781j -0.0176323-0.0463291j 0.0150753+0.142792j -0.0385513-0.0824579j -0.143802+0.00274154j 0.0281138+0.00921872j -0.018555+0.0231862j 0.00170483-0.00575747j 0.0148081-0.00226935j -0.0809978-0.0195271j -0.0541295-0.0979078j -0.0421804-0.0214998j -0.0192853+0.0605406j -0.0237347+0.00273573j -0.0926402+0.0222923j 0.0161785+4.08398e-06j -0.00557987-0.0427778j -0.0399332-0.0161673j 0.0115773-0.0586461j 0.0114738-0.0308107j -0.0901897+0.0572782j -0.0864627+0.0895777j -0.0123203-0.015401j -0.0643276-0.195079j -0.0481006-0.0264528j 0.026646-0.0757101j 0.0174184-0.00451273j 0.0901487+0.0372617j -0.0482688+0.0061706j -0.0324686-0.0544308j -0.0305062-0.0225793j -0.0338792-0.0154314j 0.00971739-0.0295176j -0.0446962-0.0261054j 0.0198379+0.0421261j -0.0489027+0.0627916j 0.0363883+0.0547847j 0.0372029+0.0125636j -0.00131021+0.0149988j 0.0688769-0.0272414j -0.133967-0.0205355j -0.150461-0.027797j -0.0173339-0.000787102j 0.161558-0.0646181j 0.0295492+0.00633516j 0.00161966+0.14946j 0.0310788+0.0348968j 0.0164791+0.0585076j -0.0147308-0.018796j 0.0268396-0.119306j -0.0109453-0.0116628j -0.00185349-0.00953695j 0.0428651+0.0759385j 0.0293621+0.00243269j -0.00444229-0.00927145j 0.0245527-0.0283214j -0.00546798-0.00711459j -0.00244133+0.033438j 
