0.0901194-0.00430829j 0.0322141-0.00501481j -0.0111973-0.00211155j 0.139504-0.00250972j -0.0638282-0.00518881j 0.0533179+0.00233484j -0.0155135+0.00918431j 0.0150494+0.00159837j -0.025557+0.00444546j -0.0464935-0.00105941j 0.0322933-0.000308531j 0.0017305-7.56232e-05j -0.0236024-0.00190103j -0.0180683+0.00177135j 0.0419559-0.0043524j 0.00843685+0.00554592j 0.0290313-0.00544102j -0.0674768+0.0112106j 0.112989-0.0116201j 0.177477+0.00902865j 0.0122257-0.013319j 0.0092341-0.00240873j 0.0215943+0.00741512j -0.0450835-0.00203271j 0.0270063+0.00299309j -0.00257728-0.00391968j 0.0238139+0.000350255j 0.00248399-0.00221289j 0.0459589+0.00240152j 0.00610598+0.000641117j 0.00563397-0.000659603j 0.0090557-0.00290298j -0.0231296-0.000262347j 0.0283903-0.00378515j 0.0653692-0.00174147j 0.0660064+0.0137722j 0.106748-0.000789781j -0.0395807-0.0169767j 0.0323261+0.00374513j -0.0113573+0.0139685j 0.0298223-0.00406764j -0.0557923-0.0243657j 0.00306737+0.00359714j 0.0690995+0.00629019j 0.0197433+0.0010456j -0.00682474+0.00109496j -0.0267353-0.00484847j 0.0356356+0.0100768j 0.0167392-0.0071669j 0.00946233+0.00895559j 0.0292029+0.0102313j -0.0131197-0.0263149j -0.00543955-0.0278521j 0.0143212+0.0202816j 0.0510439+0.00717354j 0.0124432-0.0219003j -0.0233005+0.0364961j -0.0379659+0.00928256j -0.0136742+0.0059404j -0.0109486-0.00960779j -0.0217334-0.010777j -0.0101259-0.00540378j 0.000101858-0.000886505j 0.023492+0.0140701j -0.0135167+0.00758312j -0.0136613-0.00690942j 0.0391653-0.0140765j 0.0261905-0.00471749j 0.00254856-0.000901842j -0.00724597-0.0129456j 0.000389286-0.0183951j -0.0111305+0.000616531j -0.00760153-0.00436342j 0.00323394-0.00745727j 0.0256765+0.0075256j 0.00456669-0.000225218j 0.00310303-0.00184981j -0.0141378-0.00389438j 0.00950888-0.00317328j -0.0246864+0.00607774j -0.0151481-0.00100558j 0.0207461+0.0211602j -0.0211856+0.006214j 0.0240049-0.0289413j -0.0265229+0.00122036j 0.0116521+0.0664783j -0.031434-0.0432459j 0.00723667+0.0253917j 0.00351712+0.0119107j -0.127693-0.0462167j 0.0896051-0.190974j -0.00816187-0.0461791j -0.120383-0.00105553j 0.099643+0.211696j 0.202565-0.0978283j 
-0.104503-0.0103965j -0.0387706+0.00224963j -0.438141-0.000427797j -0.303301+0.0056336j 0.118073+0.00495654j -0.0303116+0.00111987j -0.0526963-0.00431603j -0.146246-0.00803021j -0.0891005+0.00918211j -0.0182273+0.00458533j 0.0203081-0.00511399j 0.116611-0.00133876j -0.132498+0.0120704j 0.121646+0.00288616j 0.0899-0.00269251j 0.159804-0.000705312j -0.0619976+0.00393128j 0.0148611-0.00180659j 0.0620277+0.00204751j -0.0680945+0.0079565j 0.0749974+0.0186617j -0.0201158+0.00695516j -0.0496569+0.0042797j 0.0116879+0.00328632j -0.140804-0.00107244j -0.0626305-0.00444431j 0.00478684+0.00500848j 0.058937+0.00186631j -0.0396123-0.00369857j -0.0291047+0.00942555j 0.0458991-0.019914j 0.0650166+0.00400588j -0.0337405+0.0320381j -0.028905+0.0157087j -0.0896723-0.0112416j -0.0358088+0.00140351j -0.00130475-0.0161599j -0.0325397+0.0444554j -0.00869398+0.0127324j -0.055927+0.00876129j -0.0328704-0.00141349j 0.000807069-0.00646682j -0.0293549-0.000179926j -0.00565873-0.0181035j -0.0392779+0.00874526j 0.0404594+0.00402873j -0.00406642+0.0258136j 0.0384885-0.0103371j -0.00359379-0.0160316j -0.0237817+0.012283j -0.0418032+0.0207917j -0.00534527+0.00880492j 0.0149304-0.0106725j 0.00824051+6.30921e-05j -0.00416222-0.036278j 0.0495671-0.0317325j -0.0618713+0.0122349j 0.00270476-0.021547j -0.0348911-0.0383713j 0.025058-0.0396685j 0.0113941+0.0120442j 0.019139+0.00678041j 0.00523428+0.0152835j -0.0182623-0.0300336j -0.00334159+0.0106265j 0.0126898+0.00572749j 0.0299285+0.00928113j 0.0259414-0.019j -0.0214429+0.0110004j 0.0251773-0.00341961j 0.0336774+0.0165382j -0.00363735+0.00465617j -0.00405867-0.000172203j 0.00902497+0.000606056j 0.00228192-0.0363236j 0.00676554-0.00351653j -0.00665959-0.000993143j 0.0174178+0.0261064j 0.00290676-0.0161447j 0.00156325+0.0118847j 0.0131594-0.0731481j 0.0382694+0.0165971j -0.00291421-0.0100254j 0.0366683-0.0332686j 0.0306492-0.00265126j 0.012055+0.013677j -0.0562341-0.0755277j -0.00215121+0.00951218j -0.0107458+0.00367901j 0.090198-0.0253125j -0.0535224-0.0420022j -0.0537271+0.0484344j -0.0598242-0.0350962j 0.0406332-0.0433218j -0.00502515-0.0616513j 
0.049017+0.00244515j 0.0310613-0.00713269j -0.20602-0.00290781j 0.529253+0.00931333j 0.100907-0.00799421j 0.142302+0.0145507j 0.0875404+0.00176341j -0.0526137+0.000462865j -0.0111068+0.00589595j -0.050896-0.00409686j -0.0391503+0.00222397j 0.00889034+0.00285905j -0.0674704+0.00301215j 0.0309613+0.00630191j -0.0348279-0.00112082j 0.150882+0.000466175j 0.108587-0.00377014j -0.0680657-0.00835686j 0.192094+0.00218217j -0.17258-0.000106611j -0.0132672+0.0273032j -0.0259801-0.00510091j 0.0270322-0.0196947j 0.0621906+0.00977407j 0.0463216+0.00551944j 0.0416798+0.00485109j -0.0193686-0.0102263j -0.0177451-0.00940933j 0.101604+0.0126927j 0.0585365+0.0184775j -0.0156864+0.00860452j 0.00376632-0.00421902j -0.0525543-0.0121515j 0.0045076-0.00967783j -0.0759732-0.00380615j 0.0178719+0.000717718j 0.042881-0.00932333j 0.0103887-0.0289203j 0.00200747+0.00142781j -0.0115973+0.00168376j -0.00475519+0.00470945j -0.0216686+0.0144644j 0.0582095-0.00767222j 0.0345287+0.0163634j 0.0315993-0.015343j -0.00240985+0.0194985j 0.0264509+0.00463644j 0.00964237-0.0145786j -0.0014208+0.0177765j 0.0521587+0.0114822j -0.0187512-0.0084215j 0.0239894+0.0365482j 0.00195415+0.0116532j -0.0189494-0.0138857j 0.023133-0.0238877j 0.00300251+0.0181811j -0.00957993-0.0164238j 0.0504786-0.040896j 0.0240928-0.0019257j 0.021452-0.0116649j 0.0395561+0.000432336j 0.010272-0.00893967j -0.017676+0.00970409j 0.0116684+0.00375861j 0.00920781-0.0103981j -0.0480952+0.00426377j 0.0437637+0.0183803j -0.00726728+0.0120694j -0.00235734-0.00398685j 0.0060348-0.00450785j 0.000583953-0.000923026j -0.00558093-0.00259419j 0.0356513-0.015255j 0.0106238-0.0252798j 0.0149301+0.00942626j 0.00796455+0.0274137j -0.0272604+0.00768502j 0.0103193-0.00742564j 0.00438988+0.0150323j 0.00892716-0.0231739j 0.0497572-0.0386732j 0.0212087+0.0453437j 0.0112536-0.0054836j 0.0270347+0.0478784j 0.00189726-0.0208123j 0.0308041-0.0483154j 0.0138658-0.031867j 0.00334671-0.00879195j -0.00824851-0.0230881j -0.0223782+0.0689493j 0.074323+0.0299196j -0.0698077+0.0119173j 0.0284605-0.0424831j -0.000716261+0.0476817j 0.00974218-0.00536402j 
-0.0177625+0.000329036j -0.0565191+0.0157202j 0.0694104-0.0138949j -0.0691077-0.00151038j 0.0169406-0.0180963j 0.100178+0.0195537j -0.0523671+0.0205775j -0.137411+0.0135396j 0.0539674+0.0169509j 0.00572242-0.0088405j 0.0394256+0.00134391j 0.118801-0.00120536j -0.0874562+0.0165986j -0.0942636+0.0165312j 0.289431-0.00492659j 0.000704518+0.0301362j -0.452757-0.00716843j 0.0765701+0.0201261j -0.0132233-0.00990832j 0.0206164+0.0643763j -0.0619386-1.0368e-05j -0.0352705-0.00294661j 0.034754-0.0252725j -0.0244742-0.0196703j 0.107761-0.00638522j 0.0244873-0.00464643j -0.0107422+0.00572859j -0.0706208-0.00116851j -0.0233472+0.0186529j -0.0442538-0.00326713j -0.0191621+0.0257788j -0.0428442-0.0129153j -0.00435948-0.0256238j -0.0930478-0.00327906j -0.0123787+0.027598j 0.0636144+0.0276043j -0.0317903+0.0214403j 0.0376268-0.0728869j -0.0405167+0.00929143j 0.0204+0.0122601j -0.0067112+0.0322534j 0.0321136-0.004482j -0.0739618-0.0103299j 0.00899239+0.0499874j 0.00190498+0.026632j 0.0181731-0.00224833j -0.000995657+0.00893307j -0.0196168+0.0393455j 0.0279454+0.00893168j -0.0372198+0.00447276j 0.0357142+0.0279663j 0.0423715-0.0180005j 0.0239061+0.0174601j -0.0659946+0.00795755j -0.0066771+0.0067843j 0.069829+0.0300636j -0.0221679-0.0095154j -0.0775524+0.00034559j -0.0655871+0.0296716j 0.00188585-0.000885866j -0.0148122+0.00161858j 0.0226129+0.00309919j -0.0157847-0.00506873j -0.00178794+0.0103908j -0.0257218-0.00870409j 0.0231095-0.0130993j 0.0243422+0.000688937j 0.0218474-0.0168909j -0.0104667-0.00441891j 0.0124542+0.0113958j -0.0014867-0.00768642j -0.0146156+0.00032669j -0.0191063+0.00652986j 0.00624826+0.00469935j 0.00464781+0.00728068j 0.00615447+0.0147848j 0.0295688-0.0169152j 0.000325557+0.0307553j 0.0111997-0.0391297j -0.00571416+0.0230938j 0.0273714+0.00684641j -0.00806918+0.00789343j 0.0348781-0.0139997j 0.0288792-0.0909174j 0.0419313+0.0124959j -0.0734187-0.051594j 0.0286399+0.026117j -0.0140804+0.00623194j -0.00340934+0.0344289j -0.0515285+0.0145914j 0.0938154+0.0112495j 0.0356129+0.0474519j 0.022892-0.0328732j -0.0353664+0.0942852j 0.0087068+0.0891808j 
-0.0454301-0.00114993j -0.0037749+0.00181964j -0.0443+0.00406028j 0.0110975+0.00615886j 0.0693346+0.00886084j 0.150488-0.0110308j 0.107334-0.00424134j 0.00829851+0.00845669j 0.246701-0.0123151j 0.0297335-0.00108114j -0.173131+0.004118j -0.0608346+0.00162187j 0.149943-0.00733518j -0.241056+0.00324486j -0.284357+0.00458702j -0.156307-0.0055556j -0.293445-0.011216j -0.128517-0.0216931j 0.378107+0.0206485j 0.0309473-0.0254325j -0.0977946+0.0106725j 0.0534939+0.00586731j -0.0800632-0.00916573j 0.0293439+0.000761101j -0.00687424+0.00241427j 0.0443391+0.0106517j 0.0297624-0.00268913j -0.0758303+0.00199412j -0.0833711+0.00468743j -0.00556773-0.0153628j 0.0280965-0.00193254j -0.012757-0.00121092j 0.0298716+0.0141689j -0.0638872-0.0143807j 0.101085-0.0191704j -0.0207524+0.00976267j -0.0654998+0.000400908j -0.0459371+0.0162028j -0.0530435-0.00157235j 0.00323781+0.00173371j 0.00867066-0.0002669j -0.00261425-0.00496436j -0.0145617-0.0210756j 0.00383741+0.00382891j -0.00688874+0.00539449j 0.0383445+0.0223527j -0.0148324+0.0181653j -0.0245161-0.00253965j -0.0084194-0.0219761j 0.00754117-0.00676624j 0.0104985-0.0163006j 0.0945619-0.01933j -0.0345529+0.00805955j -0.0535756-0.01715j 0.0441886-0.00104412j 0.0201106+0.0266874j -0.0191375+0.0154609j 0.0567293-0.00543642j 0.016224-0.00875915j -0.00206719-0.0141065j 0.0142443-0.00769343j 0.0108208+0.00563519j 0.025319-0.0192986j -0.0160312-0.00753216j -0.00456906-0.00464478j -0.0389218+0.0208642j -0.0109148-0.0445375j -0.036273+0.0133674j 0.00605173-0.0010086j -0.016504+0.00753493j -0.0344911+0.00359136j 0.00642648+0.0020883j -0.0146093-0.0161126j -0.00930847-0.00946393j 0.0190547+0.000499923j -0.00390133+0.0295205j 0.021704+0.0110151j -0.0231056+0.0509569j 0.000214698-0.0312333j -0.0557381+0.00117706j 0.0103537+5.37058e-05j -0.0334675+0.0448768j -0.00637045+0.0355961j 0.00607131+0.0463225j 0.0355891+0.0587163j 0.0764457+0.011581j 0.0275431-0.0153279j -0.02179-0.015001j -0.0128374+0.00407931j -0.0211937+0.00243892j -0.0563929+0.027768j -0.0182654-0.0641566j 0.00985183+0.0263341j -0.00130214-0.0226123j 2.34627e-05-0.0352933j 
-0.0407087+0.0015355j -0.00115147+0.0111548j -0.0804108-0.00542052j -0.23975+0.00235571j 0.0165201-0.00900076j 0.0708854+0.00654309j -0.0637455+0.0115233j 0.0364167+0.00769179j -0.0963317+0.00442789j 0.0842798-0.00382163j -0.0463785+0.00448741j 0.0542984-0.00261795j -0.179224+0.00660779j 0.0644359+0.00848178j -0.267757+0.00104243j -0.17066+0.0179675j 0.126612-0.0144312j -0.530518-0.00310654j 0.0202099-0.007307j 0.286772+0.0291399j 0.000945408+0.00690895j 0.0185601+0.00635251j 0.0342612-0.0197595j -0.00143194-0.0246149j -0.0289244-0.000717997j -0.0154949-0.00315769j 0.0131199+0.00400757j 0.0144253+0.00785543j 0.0442011-0.0047968j 0.00692085-0.00698813j 0.0133469+0.00914901j 0.0347493+0.00871373j -0.0278738-0.0085055j -0.00392446-0.00354973j 0.0620786+0.0398779j 0.00519478+0.0151648j 0.0602939+0.0118728j -0.00256921-0.0238731j -0.00586699-0.0045548j 0.020238-0.00501551j 0.0115863+0.0278488j -0.00366358+0.0152241j -0.0203577-0.0100476j -0.00743768+0.0156478j -0.0592163+0.00509242j 0.0189551+0.00683277j -0.00745347+0.0241784j -0.0268529+0.00782531j 0.0101067+0.0133999j -0.00953753-0.0065317j 0.0063392+0.0210194j 0.0330351-0.0110858j -0.00288197+0.00283463j 0.0190517-0.0160423j 0.0266381+0.0297292j 0.0184483-0.00364511j -0.00295019-0.0456638j 0.0197721-0.00962723j -0.0162459+0.00243205j 0.030479+0.00334018j -0.0193013-0.00938131j -0.00520361-0.0145926j -0.016606-0.00130127j 0.00264453-0.00394336j 0.00646094-0.0127423j 0.00602518-0.0018875j 0.0202322+0.0124464j 0.0114507+0.00835629j -0.00379645-0.00767284j 0.00435539-0.00464091j -0.00525271+0.00196443j 0.00656358+0.0151272j -0.0013008+0.0104758j 0.00952371-0.00867981j 0.0169904-0.000337072j -0.0013816+0.0302081j -0.00615785+0.00845094j -0.00627463+0.00246885j -0.0186959-0.00525203j -0.0314841-0.014664j -0.0531185+0.0111529j -0.000360387+0.00169483j -0.0603266+0.026551j 0.0477516+0.00956661j -0.044183+0.0097321j -0.0448054-0.0246056j -0.018251+0.0269765j -0.00531424+0.0100339j -0.0167224+0.0276918j -0.0261584-0.00627372j 0.0620927+0.00138263j -0.00187036+0.101697j -0.0296864-0.0197808j -0.00394355+0.0475792j -0.0117751+0.0342471j 
0.0575998-0.0273301j -0.00205534-0.0270487j 0.0562103+0.00866723j -0.0367398-0.0029854j -0.0652197+0.00638978j -0.000927866+0.0287792j -0.0958854+0.00139341j 0.0455029+0.0106869j -0.088995-0.017621j -0.0188041+0.00208453j 0.109352+0.0103503j 0.0740383+0.00133364j -0.0614558-0.0390596j 0.0027894-0.0239913j 0.312017+0.00226335j -0.327459-0.0204637j -0.000338339+0.0172522j 0.114943+0.00925749j 0.152697-0.0173181j 0.189862-0.0267297j 0.045408-0.0491787j 0.0545406+0.0224475j 0.0778984+0.012143j 0.0292496+0.00159281j 0.0271893+0.0158348j -0.00965297+0.00621102j -0.0367382-0.0260864j -0.0639324-0.00945189j 0.0199183-0.00260313j -0.00459233-0.00812111j 0.0144016+0.00161936j -0.0123234-0.0200672j 0.0485599+0.0237934j 0.0413108-0.0326475j -0.0102878-0.0291296j 0.0136016+0.00685475j 0.013692-0.0562063j 0.0309256-0.0224761j 0.0165609-0.0228551j -0.0018089+0.0546717j 0.00560099-0.00896119j -0.060228+0.0119634j -0.0233058+0.00317392j 0.0106058-0.0272005j 0.0133565-0.0113753j -0.00680456-0.0175483j -0.00914525+0.0242532j 0.0152323+0.00202623j -0.0131837+0.00591072j 0.00421833+0.0154596j 0.0278222+0.0183416j -0.0468323+0.0148845j -0.0310224+0.0213745j 0.04798-0.022244j -0.0156075-0.032749j -0.0115684+0.0198254j 0.0277908-0.0165895j -0.0345117-0.0219519j -0.0379365-0.0184829j -0.0252806-0.000969706j -0.0118252-0.0293525j 0.00767788+0.00637256j -0.00501673-0.000551607j -0.00645061-0.0158685j -0.00809379-0.00305465j 0.0115296+0.017227j 0.00633253-0.010214j 0.00690176+0.0118797j 0.0107296+0.00869804j -0.012074+0.014687j 0.00738107+0.00464598j -0.0326093+0.00714001j -0.0243335-0.00504464j 0.0119382+0.00878483j 0.0195592-0.00216197j -0.0226276+0.0014302j 0.00131546-0.0126308j -0.0165806-0.00409443j -0.0108563+0.0218343j -0.014304-0.031247j -0.0133503-0.0127114j 0.0226158+0.0194955j 0.0280193-0.0495936j 0.00286284-0.0261473j 0.017088-0.0292596j 0.0862643-0.0613781j -0.0853143+0.0246951j 0.00151965+0.000962367j -0.0188772+0.000877688j -0.112087-0.103353j -0.0328074+0.0480261j -0.0924499-0.0209151j -0.0333723+0.0861247j 0.0059812+0.0648083j 0.0231063-0.136199j 
-0.00996847+0.00337639j 0.0396023-0.00347232j 0.0945575-0.000988457j -0.0114378-0.00518114j 0.0190221+0.00308333j -0.172568+0.0150692j -0.221228+0.000312419j -0.0871073+0.00421925j -0.123016-0.000711177j -0.0146589+0.000360968j 0.173207-0.000565432j 0.0443439-0.000866886j -0.304203-0.0102894j 0.0324009-0.008915j -0.544581+0.00155988j 0.232632-0.00732993j -0.122791+0.00840983j 0.266308+0.0112018j 0.196848-0.00310266j 0.014913+0.0018355j 0.0601032-0.0114764j 0.0240302-0.00660077j 0.0900536-0.00161003j 0.0227435-0.00654385j 0.130139+0.0142125j 0.0636103-0.00997716j -0.0760903-0.00924569j 0.0452489-0.0105645j 0.0282805+0.000437873j 0.0198489+0.00460299j -0.048917+0.00422582j 0.0887746+0.00509456j -0.0662737-0.0157801j 0.0391138-0.00872657j 0.0176311-0.0121107j 0.0311455-0.000812981j -0.0120546-9.68725e-05j 0.0322708-0.0279002j 0.00198619-0.00734077j 0.0277899-0.00643669j -0.0112659+0.00515805j 0.0273451-0.00990387j -0.0370648+0.00583986j 0.000810632-0.00738201j 0.0193003+0.00407663j -0.00751642-0.00966122j -0.0158775+0.00636584j -0.0155854+0.00358572j -0.003543+0.0231535j -0.0130824+0.0263392j 0.0192617+0.0161236j -0.0304878+0.000807161j 0.0301175+0.00143414j 0.0138791+0.016068j 0.00824343-0.000697793j -0.0417254+0.0143501j 0.0435623+0.00378913j -0.0101602-0.0142055j -0.000306647+0.00319035j -0.023181-0.000806433j -0.00545984-0.0316736j 0.0333522-0.0128679j 0.00782348-0.00571541j -0.00413336-0.00719461j 0.0118938+0.0262108j 0.0506905+0.0258886j 0.028457+0.00475871j 0.045362-0.0184608j -0.0288033+0.00455668j 0.0128654-0.0184019j -0.0129215-0.00302562j -0.0087056+0.00317131j 0.0290402+0.0105285j -0.0354074+0.0117529j 0.0275824-0.00745549j -0.00864942-0.0340676j 0.0141853-0.00490341j 0.0246837-0.0242445j 0.0143962+0.0483608j -0.0153095+0.00478624j 0.00104188+0.0138601j 0.00189685-0.0367465j 0.037837+0.0690517j 0.0141559-0.0166031j 0.00112627-0.0174218j 0.00897817-0.0402851j -0.0226069-0.0192449j 0.0130362+0.0125322j 0.013096-0.0141418j -0.0467269-0.0485072j -0.0138853+0.0156863j 0.0408786-0.0211925j 0.004296+0.0318666j -0.0212696+0.0219006j 0.00934352+0.0089828j 
0.0279444-0.00824019j -0.0121283-0.00842286j -0.0378115+0.00440181j -0.00275165-0.00205447j -0.0639874+0.00445165j -0.0861883+0.00100206j -0.0881396+0.00429322j 0.0174375+0.00288504j -0.224752-0.00669869j -0.0941222-0.000900839j 0.104761+0.00316389j 0.207377-0.000700641j 0.151835-0.00802569j -0.486318-0.00929556j -0.197025-0.00185934j 0.217182-0.0045392j -0.112911+0.00379101j -0.119259+0.00245998j -0.176213-0.0082199j -0.07647-0.00816852j 0.0713359-0.0156417j -0.0146241-0.00241254j -0.0378666+0.0144813j 0.0106427+0.0052642j -0.0113417-0.00843722j -0.0328619+0.0204882j -0.00362844-0.00429821j -0.0118978+0.00286262j 0.025155+0.0140875j -0.0237645-0.0213334j -0.018307+0.000130318j 0.01592-0.036117j 0.00785767+0.0367765j 0.0296309-0.0118481j -0.0649244+0.017138j -0.0170471-0.00965582j 0.029023-0.032825j 0.0291421-0.00601995j 0.0311471-0.000973406j -0.00659042+0.0253582j 0.00452249-0.00170042j -0.0328529+0.00738657j -6.04414e-05+0.00944318j 0.000553225-0.00497943j -0.00480006-0.00676477j -0.00200989-0.00787844j -0.0396553+0.00129138j 0.022187+0.00780996j -0.0255498-0.0145561j 0.0278948-0.0168199j 0.00919096+0.00474209j -0.0416839+0.000694186j 0.00475303-0.00819424j 0.0060121-0.00540643j 0.00247853-0.0157986j -0.0184593+0.0101504j 0.0265945+0.00145098j -0.000194517-0.00137866j 0.0015169+0.00129048j 0.00201783+0.0227879j -0.014961-0.0154272j 0.00150786+0.0039257j -0.00906096-0.0155689j -0.00916477-0.00393258j 0.00588068+0.0163437j 0.0285677+0.010406j 0.0092511+0.00537147j 0.00541506-0.0121133j -0.0144758+5.34946e-05j 0.0246827-0.0141322j -0.0150432-0.00976569j 0.000396471+0.0135514j -0.0130334-0.00253126j -0.00660922+0.0335128j -0.0192135+0.0210668j 0.0100692-0.00698884j -0.00690732+0.00400835j 0.0248795-0.0118823j 0.0112005+0.0134723j 0.0205014+0.00568108j -0.025951-0.0127927j 0.0127436-0.00683784j -0.00140965+0.0157654j -0.018491+0.00330567j -0.005214-0.00873374j -0.00136038-0.013355j -0.0135438-0.00631025j -0.0278844-0.0435196j -0.0579279+0.0294917j -0.0139249-0.00841594j 0.00190503-0.0204243j -0.0139824+0.0157015j -0.0150693+0.00606675j 0.012533+0.00931772j 0.00563953-0.0334355j 
0.0189091-0.0145313j -0.0109416-0.00935873j -0.061559+0.00227814j -0.00553124-0.00448337j -0.0517658+0.000778576j 0.0207514+0.00974432j -0.0432755+0.0050204j 0.0543533+0.0035327j -0.138024-0.00237791j -0.0591124+0.0054206j 0.00181078+0.00349813j 0.107664-0.00667945j 0.220714-0.00723402j -0.434856-0.00797148j 0.0211628+1.17067e-05j 0.0428803-0.00929281j -0.130875+0.00845583j -0.144252+0.00593301j -0.120076-0.0094489j -0.0258442-0.00871153j 0.0209828-0.00814992j 0.00471988-0.0014646j -0.0472032+0.014564j 0.0150702+0.0198816j -0.0162087+0.0274314j -0.0321394-0.0263865j 0.00938737-0.00848423j -0.00803975-0.010848j 0.0180311-0.0219252j -0.0318969+0.00697579j -0.00115602-0.021516j -0.00252657+0.047848j 0.0307703-0.015985j 0.0130221+0.0056969j -0.0201934-0.022302j -0.0167126-0.00360308j 0.0117156-0.0161909j 0.012122+0.00792723j 0.00931297-0.017489j -0.0101012+0.0191809j 0.0036331+0.0104432j -0.0424335+0.00432295j 0.00313158-0.002742j 6.2745e-05-0.020035j -0.00776188-0.000394339j 0.00955277-0.00442609j -0.0320586+0.0125455j 0.0174095+0.0232273j -0.0198405+0.00077422j 0.0312999-0.0187054j 0.012186+0.0258677j -0.0158231+0.0194731j -0.00921063+0.00129121j 0.00085626+0.014231j -0.00128602-0.0187508j -0.00624824+0.0138689j 0.013758-0.000223508j 0.00133793+0.00332029j -0.00777291+0.00376247j -0.00186355+0.0158084j -0.00598286-0.0137123j -0.0117421+0.00145222j -0.000872739-0.0154935j 0.00137187+0.00975807j 0.00488025+0.0033443j 0.0110428+0.000407849j -0.00419791-0.0162944j 0.00181787+0.00633612j -0.00153532-0.00796744j -0.00210327-0.0040406j -0.0101087+0.0136117j 0.00841539-0.0114493j -0.00665863+0.0245219j 0.0214635-0.00459361j -0.00924865+0.0119171j 0.0129452-0.000849751j -0.00506035+0.000260876j 0.0075023+0.00366759j 0.00173484+0.0104468j 0.0101985-4.27029e-05j -0.0232612-0.0105234j 0.0132418+0.00729797j -0.00333684-0.00327861j -0.00647883+0.00810919j -0.00440742-0.00120933j 0.014068-0.0107385j -0.0323582+1.61075e-05j 0.00744394+0.0541782j 0.0358015-0.0138623j -0.0132131-0.00644007j 0.00789484+0.00505505j -0.054146+0.0116476j -0.00726836+0.0112794j 0.00931855+0.0166167j 0.00425649-0.0481458j 
0.0256105-0.00879304j -0.00298162-0.00824226j 0.0299173+0.00115063j -0.0127764-0.00406226j 0.00981713+0.00219959j -0.00506624+0.00739151j -0.0311882+0.000141946j 0.00890592+0.00177216j -0.123318-0.0115011j -0.167033-0.00855532j -0.0857164-0.00265199j 0.100766-8.54041e-05j -0.0294354-0.013532j -0.0723945-0.0056639j 0.0880807-0.00585986j 0.0531889-0.00566709j -0.0112139+0.00544983j 0.00426725+0.000401086j -0.0357876+0.00281278j 0.0423088-0.0191294j 0.0114604-0.00642851j 0.0211105+0.00348243j 0.0158754+0.00623201j 0.000574612+0.00188642j 0.0132184+0.011448j -0.017151-0.010204j 0.0193131-0.00851143j -0.0300695-0.00676801j -0.00577893-0.00383643j -0.00671707+0.00423633j 0.000707337-0.00228279j -0.0103786+0.00600142j 0.0200037-0.00487326j 0.0142391-0.00248638j 0.00439001-0.0138258j 0.0296927-0.000844694j 0.0139657-0.0176926j 0.0197066-0.00528722j 0.00929067+0.0188251j -0.0067175+0.0268942j -0.0113476+0.00732161j -0.00442441-0.00257711j -0.0102074+0.00792375j -0.00732015+0.0363748j 0.00303877+0.0261276j -0.00284814+0.0635507j -0.0170873-0.0104945j 0.0110782-0.0923844j -0.0100399-0.0441014j 0.00939431+0.00652153j 0.0102651-0.0814104j -0.0295528-0.0469014j -0.00229682+0.00752511j -0.00101033-0.0244066j -0.00623377+0.0478057j -0.00332187+0.0175961j 0.010384+0.00141615j -0.0178369-0.00190788j -0.0186755-0.0115438j 0.00027544-0.000449014j -0.0111476+0.0155736j 0.0252328-0.0109485j -0.00202734-0.00271658j -0.000441504-0.0201456j 0.00462923+0.0283569j -0.0109905+0.0283918j -0.00401233+0.033215j 0.0263658-0.0445442j -0.0102578+0.0208554j 0.00827375-0.0301362j 0.0116926-0.003307j -0.00989364+0.00218077j -0.00936832+0.0165291j 0.0167595+0.000894156j 0.000279842-0.000828958j -0.00290204+0.00732294j -0.00540482+0.00152264j 0.00342964-0.0332736j -0.00469212-0.0378787j -0.00556813+0.0122507j -0.00548425+0.0166627j 0.000843831+0.017238j -0.0247455-0.00178223j -0.0229326-0.000896503j 0.00213054-0.00391467j 0.0146306-0.00751371j -0.0110309+0.0125861j 0.00869948+0.0133899j 0.0137506-0.00310992j -0.0348762-0.0248586j -0.0110808+0.0231911j -0.0253032-5.70485e-05j -0.00501351+0.028148j -0.00185872+0.0141175j 0.00168138-0.0331695j 
