-0.0124164+0.0140899j 0.0610238+0.0569397j -0.00773982+0.0539568j 0.0253295-0.0316667j -0.00865327-0.0470954j 0.0065907+0.0198712j -0.0444268-0.00789521j -0.0279512-0.0172752j 0.0130777+0.060571j 0.0806618+0.0568971j -0.0863734+0.016614j -0.104668-0.0543808j -0.0160262-0.0635724j -0.0428182-0.0558876j -0.0414067-0.0638101j 0.0430273+0.0498926j -0.0295555-0.0214815j -0.0268895+0.0171513j -0.0231645-0.0220211j -0.0332386+0.0685338j -0.0154978-0.0837429j -0.0134538-0.0408288j 0.0387521+0.0101026j -0.0943285-0.139286j -0.0899265+0.073678j -0.0443558-0.0324583j -0.0499591-0.0493686j 0.0395854+0.0719439j -0.0279306-0.0115798j 0.0108612+0.0127673j 0.00574995-0.0101805j 0.0403989+0.0067701j -0.105609-0.0775235j -0.019617-0.00119997j 0.0364545+0.0114534j 0.0145-0.0438738j -0.0133362+0.0269593j 0.0108512+0.0170111j -0.0078035-0.109582j 0.0106338-0.0197182j -0.00814456-0.0445393j -0.0226408-0.012307j 0.0387914-0.0010761j 0.0435016-0.0107377j 0.0324191-0.0461159j -0.0260518+0.0541522j 0.0162794-0.00761702j 0.0164052-0.0102833j 0.084131+0.0216755j 0.042944+0.0264429j -0.0789935+0.0172755j -0.0391271-0.0129147j -0.0177265+0.0193265j 0.0664912+0.107525j -0.1043+0.0440408j 0.160484+0.202686j -0.0055984-0.0416157j -0.0487198-0.0239451j -0.0456278-0.0338867j 0.0388176+0.00707171j 0.0361489+0.0369778j -0.0337114+0.0148179j 0.150997-0.00756887j -0.013647-0.0177346j -0.0211005-0.0291715j -0.00198022-0.0134882j -0.0404285+0.0447612j -0.000398063-0.0240792j -0.0145114-0.0327812j 0.00676021+0.0384847j -0.00172863+0.0201513j -0.00664841-0.00152044j -0.0623285-0.0855654j 0.0388925+0.0240788j -0.0162747-0.0167859j -0.0086931-0.0220686j -0.0341491-0.0314566j 0.0918856+0.00191589j 0.0571179-0.00627754j -0.0543442-0.0107028j 0.066878+0.0217796j -0.06975-0.0114133j -0.00472706-0.0207261j 0.0776899+0.0666891j 0.0314846+0.0315973j 0.0816715-0.0364805j 0.0300293+0.0195387j -0.0333352+0.0863372j -0.123003-0.0567631j 0.00652138-0.0347413j 0.0598922+0.0176645j -0.064053+0.0735711j 
-0.0109823-0.0146442j 0.00999888+0.0184323j 0.0226569+0.00932176j -0.00118884-0.0121932j 0.00921274-0.0750473j 0.00609499-0.0490341j 0.024913+0.0908251j 0.0202899-0.0306349j -0.0335567-0.0342218j 0.0131446-0.0156682j -0.0946648-0.00654139j 0.053182-0.109173j -0.0360747-0.00983259j 0.0743042-0.0413117j 0.097557-0.0200047j 0.0301995-0.0593257j -0.0480678-0.0413112j 0.142189-0.0767701j 0.118775+0.00537596j 0.0457884-0.00133657j 0.11285-0.0438907j -0.0013326-0.156958j -0.0225189-0.004257j 0.123127+0.0122506j 0.000630436+0.117644j -0.00527628+0.0379372j -0.0115775+0.0474314j -0.019706+0.010426j -0.00913372+0.0354103j -0.0468837+0.0654186j 0.0397466+0.00882768j -0.0312385+0.00063798j 0.0240307-0.0460067j -0.0198187-0.00778119j 0.00570427-0.00755673j -0.0431049+0.036968j 0.022148-0.012829j -0.133827+0.0237197j -0.0573142-0.0717818j -0.0499795-0.00501931j 0.0522877+0.000755963j 0.000355074-0.0190397j 0.0424468-0.0600913j -0.0254916+0.00883209j 0.120666+0.0215913j 0.0338675-0.0642635j 0.0618915-0.0878693j -0.0579776-0.0433446j 0.149276+0.0647933j -0.0325932+0.147699j -0.0565892-0.00116575j -0.0259774+0.0245757j -0.0028453-0.0297432j -0.0075957+0.0258636j 0.02734+0.0975715j 0.135848+0.00734264j 0.0757128+0.0141003j -0.0322979-0.0340095j 0.0339233-0.00191821j 0.00463391-0.110391j 0.0442613+0.0349819j -0.00618932-0.0414778j -0.0026434+0.0710083j -0.00604447+0.0406032j -0.0285821+0.0440442j -0.00363814+0.0257775j 0.00108181-0.0306663j -0.0161006-0.0151531j 0.00923218+0.0149088j 0.0164734-0.0662646j -0.00934798+0.00277671j 0.00792308-0.00866208j 0.00514944+0.010665j 0.0465197+0.0564849j -0.00251745-0.000751925j 0.00040252+4.37239e-05j 0.0276761+0.013732j 0.00190922+0.00328889j 0.000598376+0.0459852j 0.0255932+0.00205376j 0.000679371+0.0489231j -0.00773318+0.0154289j 0.00511073+0.038544j 0.00489965+0.00197498j 0.0149069-0.0134238j 0.00124942-0.037022j -0.0136853+0.0153757j -0.00979857-0.00968589j 0.00334064+0.00364391j -0.00717253-0.00678889j 0.0167093-0.017435j -0.00359737-0.0270282j 
-0.032225+0.0158702j -0.0034948-0.0527011j -0.0324344+0.0136962j 0.00348518-0.0024888j -0.123887-0.0452488j -0.02065-0.0276512j 0.040457-0.0125216j 0.03624-0.0238519j -0.0591084-0.061634j -0.016529+0.0207395j 0.02479+0.0844642j -0.0794213+0.0602668j 0.111724+0.00535491j 0.0198049-0.0259147j 0.026426+0.0448628j 0.0503342-0.124346j -0.00650675+0.0115386j -0.00674765+0.0425443j 0.0080213-0.182937j -0.146079+0.0570973j -0.0131658+0.0304627j -0.0733639+0.130184j -0.105492+0.0173081j 0.144332-0.0839437j -0.182305+0.105503j 0.0564577+0.0813822j 0.0542737-0.00669295j -0.0670615+0.0273764j 0.0474659-0.0227304j 0.0169234-0.0376061j 0.037915-0.0465829j 0.0129036-0.0474023j 0.0158741+0.0400192j -0.00377104+0.020061j -0.0144831+0.0410497j 0.031656+0.0324j -0.0568704+0.0332935j -0.0214652+0.0276811j -0.0188513+0.0254999j -0.00196092+0.0266277j -0.02608+0.0189651j -0.0229325+0.0604568j -0.0745019-0.0915396j 0.0124119+0.00882983j -0.0413463+0.0346679j -0.0321111-0.0906444j -0.000290886-0.0677169j -0.0425782-0.00552151j -0.0337006+0.022161j 0.0624753-0.039975j -0.0326619-0.105811j -0.0654811+5.19514e-05j 0.0524267-0.0916434j -0.0581788+0.064157j -0.0194081+0.0228193j 0.0558567-0.0388317j -0.0129733+0.0298606j 0.0633457+0.00971201j 0.00868646+0.118895j -0.021649+0.0488589j 0.0212874-0.00427571j -0.0395556+0.0394059j -0.0390055-0.00134201j 0.00307595-0.0591529j -0.00439297-0.0509216j 0.00204156-0.0371219j -0.00474686+0.0234602j -0.0020152-0.0282296j 0.000936093+0.00276107j -0.00982606+0.0533324j -0.017116-0.0207533j -0.00909196-0.0406324j 0.0424291+0.105693j 0.0405009+0.0344973j -0.00310784-0.0575668j 0.00266002-0.0646886j 0.00716262+0.040173j 0.0292714+0.0323666j 0.00107084-0.00393863j -0.000958376-0.00975656j 0.0112949+0.001087j 0.0057393-0.0236227j -0.00639303-0.00852688j -0.0027865-0.0331809j 0.00210427+0.0186904j 0.00428564+0.00200696j -0.00949971+0.0159589j 0.0109565-0.00950727j 0.00347025+0.0281915j 0.0215637+0.0046307j -0.0127705+0.043004j 0.0194078+0.0234595j 
0.000745421+0.0121785j -0.0228924+0.00623867j -0.00160384+0.000540256j 0.032363+0.01413j 0.0490366+0.0590452j -0.00255412+0.0310087j -0.0458737-0.0323727j 0.00986243-0.00173572j -0.0798822-0.016902j 0.0231715-0.0299476j -0.0914896+0.0936893j -0.153121-0.0503788j 0.0438229+0.0144181j -0.0999563-0.0276462j 0.00137912-0.013162j -0.0385469+0.0262303j -0.00705896+0.00668673j 0.064092-0.0389957j 0.100949-0.0292488j 0.042881+0.0320648j 0.00122269-0.0265775j -0.0583931+0.0427347j 0.147332-0.0453516j -0.0667314-0.0329228j -0.0728665+0.0588679j -0.0608032-0.00320787j 0.0536207+0.021956j 0.0178288+0.0118849j 0.0430629+0.0321446j -0.038504+0.0297812j -0.00664142-0.0381967j 0.0539798-0.0303859j -0.0279459+0.0356056j 0.0923201-0.0694375j 0.0950806+0.0217816j -0.0741215+0.0410953j -0.00516908+0.114333j 0.0360152+0.00738082j 0.0733314+0.0311176j 0.112478+0.0643954j 0.0786112+0.0453379j 0.00990984+0.0252946j -0.119901-0.196697j 0.0330586+0.0219137j -0.0494178+0.0757577j 0.0230359+0.00728635j 0.0390982-0.0262804j 0.087842-0.0302154j -0.104074+0.037673j -0.0661093-0.104639j 0.0868134+0.00907782j -0.00468551+0.00941676j -0.0425641-0.0330129j 0.090372+0.0362731j -0.0362509+0.00371813j 0.0168055-0.102811j 0.0182712+0.0112207j -0.0549944-0.102449j -0.0873029+0.00626451j 0.0511344-0.0270277j -0.0361313+0.00261421j 0.0519242-0.00824238j 0.0228255-0.0820733j -0.0145854-0.0710219j 0.0208688+0.0291653j 0.0186256+0.00902935j -0.0385636-0.0297345j -0.0369707-0.0696635j 0.019954+0.0281367j -0.0301852-0.0291417j -0.00402621-0.0816225j -0.015327-0.0365256j 0.079436+0.150831j 0.108493+0.17692j -0.0571333-0.0674884j -0.0649008-0.0502503j 0.0580317+0.0844056j 0.0413451+0.0350403j 0.0223978+0.017177j 0.00230104+0.0533j 0.0134707+0.0597156j 0.0183591+0.0479686j -0.00943231-0.0156061j 0.0157169-0.0402061j 0.0267144+0.0108884j 0.0311439+0.0144562j 0.0163725-0.0406757j -0.0339467-0.0515301j -0.0438532+0.0157603j 0.0100139+0.0374765j -0.016137-0.0252029j -0.0177486+0.0170128j 
0.0230871-0.00118352j -0.0166579+0.0320514j 0.041065-0.0553719j -0.0408283+0.0344922j 0.100741-0.168706j -0.0201056+0.112609j -0.027803-0.0267557j 0.00721545-0.00831218j -0.00169101-0.00252839j -0.0630348+0.134381j -0.0164851-0.117162j 0.0160219+0.0262527j 0.0430646-0.0385014j -0.128233-0.0624012j -0.0238633+0.00462262j -0.0955604-0.0949747j 0.0809326+0.0277745j 0.0210128+0.0315804j 0.113182+0.0307002j 0.0262557+0.142293j 0.0586069-0.0402784j -0.014034+0.0953074j 0.0526128+0.0404486j -0.0741227-0.112166j 0.138704-0.0756765j -0.0500686-0.0287997j -0.00559792-0.053452j 0.0120587-0.0295114j -0.0614362-0.00391231j 0.0335171+0.0430369j -0.093714+0.0288479j -0.00951113-0.0263348j -0.0378205-0.0172405j -0.051754-0.0210604j -0.0184888-0.0366222j 0.0685692+0.0183175j 0.0952094-0.0457455j -0.000272593+0.00206269j -0.0487187+0.00538753j 0.0498076+0.0317748j 0.089917+0.0156686j -0.0104137+0.0784374j -0.0920226+0.0546037j 0.0513867+0.10376j -0.0110297+0.000988256j -0.0144177-0.00370105j -0.0491533-0.139958j -0.0476475-0.0474j 0.172981+0.000644532j 0.111558-0.0266494j -0.0276499-0.0749707j 0.00283501-0.0626691j -0.0581683+0.0678305j 0.00937656-0.0079201j -0.097664+0.0169022j 0.080827-0.0188896j -0.0101885-0.0260963j -0.00484715+0.0206377j -0.0286007-0.00411312j -0.0348453+0.0427319j -0.00528246-0.000970828j -0.00552822-0.00877272j -0.0498155-0.00289722j -0.0286776-0.0109821j 0.0207035-0.0117226j 0.0343092+0.0089633j -0.00285328+0.00173814j -0.0234738+0.00204306j -0.00524705+0.0143036j -0.00239093+0.0162029j 0.0213144+0.00865302j -0.0380798+0.0264968j 0.0679103-0.0127917j -0.0177142+0.0331298j -0.0439899-0.0269117j -0.0338148+0.0251393j 0.0191213+0.0177071j -0.0209911+0.00683128j 0.0238226-0.0299718j 0.00664345-0.0475153j 0.0208184+0.0227197j 0.00051795+0.0118681j -0.0165075-0.0120665j -0.00371313+0.00620916j 0.000536575-0.00769288j -0.00941398+0.013245j -0.018219-0.00180081j 0.0132519+0.0128379j -0.0135675-0.0135353j -0.00847759+0.0017452j -0.00659525+0.00230494j 0.00711981+0.000282488j 
0.0199243-0.000504936j 0.0105311-0.0364474j 0.042774-0.0341903j -0.00083321-0.0562944j 0.0241783+0.0232405j -0.069652+0.0305956j -0.0180879+0.00580911j -0.0245962+0.0507611j -0.0865283-0.0754368j -0.0415602-0.0697682j -0.127285-0.017398j -0.0664028+0.124587j 0.0139295+0.0196173j 0.0395472+0.00114087j 0.0160735+0.102363j 0.0821359-0.135027j -0.145161+0.036645j 0.022566+0.107808j -0.0460916+0.062508j 0.136708+0.0968213j 0.072158+0.0585129j -0.131443+0.040292j 0.0934946-0.0334844j -0.0693956+0.0891996j 0.0949627-0.026325j -0.019559-0.0877443j 0.0552283-0.00161527j 0.00413658+0.0253643j 0.0122589-0.0278279j 0.00766515-0.0262819j 0.061491+0.0227724j 0.0222267+0.0139564j 0.0248266-0.0580082j 0.00629624+0.0314682j -0.0929502+0.0423238j -0.0689272-0.0788211j -0.00677573+0.00550512j -0.00935811-0.015033j -0.0577015-0.0205464j -0.125386-0.0357321j -0.0571079-0.00882202j -0.0539904-0.0235593j 0.0456811-0.0210631j -0.00148345+0.0317063j 0.0735124+0.048263j 0.0511844-0.0263693j 0.106877+0.0139384j 0.00491963-0.0354835j -0.0751199+0.0676579j 0.00494775+0.0771237j 0.0525471+0.035679j 0.0289478+0.00247908j 0.0843278+0.0210613j -0.00538584+0.0271458j -0.000462404+0.0441642j 0.0412979+0.0131133j -0.0417231+0.0302366j 0.0192522+0.0583008j -0.0217436-0.00286585j 0.0207434+0.0194032j 0.0258557+0.0500528j -0.0234734+0.0442316j 0.0125826+0.0142418j 0.00906821-0.00177834j -0.0107062-0.0701544j 0.0246895-0.043083j 0.0100001+0.038154j -0.0209016-0.0055985j -0.00365761-0.0202945j 0.0311732+0.0750483j 0.0511459-0.0944063j -0.0830456+0.0980949j 0.0617355-0.18623j -0.0804614+0.241186j -0.0498738+0.0956592j -0.0380171+0.1135j 0.018136-0.0150155j -0.0245294+0.0558989j 0.0236652-0.0926833j 0.000458958+0.00823616j -0.00120931+0.0264855j 0.0313095-0.0302537j -0.00661328-0.0199623j -0.0103603+0.01718j 0.0323189-0.00357998j -0.0146858+0.0267129j 0.00357929+0.00673383j 0.0387199+0.0322583j 0.0117081-0.0084061j -0.0331212+0.00289253j 0.0127697+0.0382842j 0.0149691+0.0250211j 
0.015105-0.0167939j 0.0318429+0.0212401j 0.0311403+0.0481764j 0.0329322-0.0426122j -0.0358183+0.0443855j -0.0702991+0.00424043j 0.0866981-0.0101807j -0.00834419-0.000958218j -0.0501006+0.0218554j -0.0131315+0.0359049j -0.0486998-0.0954816j -0.135262+0.0258922j -0.0162639+0.0433056j 0.052673-0.0738592j 0.0272225+0.0455594j -0.0398448+0.0214604j -0.0582067+0.0035008j 0.102525+0.0998639j 0.00901081-0.0255963j 0.0844555-0.105871j 0.0141988-0.0895747j -0.0650799-0.0576779j -0.0475895+0.0849601j 0.0297945-0.0490954j -0.0553229+0.0381044j 0.0170182-0.159463j 0.0647214-0.0188093j 0.0249264-0.0133202j 0.0395049-0.0235149j 0.0116278+0.0227158j -0.0406951+0.0577556j 0.070802-0.0197694j -0.0491574+0.0128162j 0.0387157+0.00630354j -0.0234953-0.0946729j 0.00712568+0.0223444j -0.0140946+0.0110707j 0.107472-0.0918622j -0.0780122-0.0077317j -0.103726-0.00291751j -0.0692966-0.12557j -0.11883+0.0432652j 0.221676-0.0893455j -0.157423+0.00919523j -0.244253+0.000136906j 0.0378605+0.0380397j 0.0820838-0.0594798j -0.0198432-0.0150069j -0.043458+0.0190858j 0.0748218+0.107862j 0.0128966-0.0290518j 0.0041898-0.157719j -0.000420826+0.0904945j -0.0184922-0.0349111j -0.0135482-0.0804984j 0.038885-0.0238484j 0.0110769+0.0781803j 0.0341714+0.0332413j -0.00632704-0.00981023j -0.0108352+0.0580307j 0.0260589-0.0493723j -0.0124657-0.0168438j -0.0516174-0.0528084j 0.00173521-0.0360361j -0.00962339-0.0525197j -0.0136615-0.000486855j 0.0014944+0.0117407j -0.0285376+0.0188015j -0.00634374+0.0280628j 0.0264964+0.0309865j -0.0328289-0.00901331j -0.00761251-0.0183753j -0.0277025+0.024882j 0.0828353-0.0313388j 0.0401259-0.0501047j -0.0120682-0.00234588j 0.0124789+0.00728837j 0.000205326+0.00168715j -0.0187428+0.0240892j 0.0111885+0.00117412j 0.0090177-0.0035788j 0.017176+0.019853j 0.0122386+0.0118049j 0.000995951-0.000355594j 0.00667402-0.0183428j -0.00339211+0.023506j -0.00971141+0.00610933j 0.0199729+0.0159576j -0.00717475+0.00795103j 0.00141047+0.0114467j -0.000250716+0.0131061j 0.026289+0.00323358j 
0.043509+0.0167621j 0.0154338+0.0428183j 0.0748105-0.00652593j -0.0420402-0.0762711j -0.0528509-0.0326456j 0.118909+0.0256255j 0.035246+0.0524472j 0.0570099-0.0412312j -0.0737335-0.0289389j 0.00454968+0.0492541j -0.124785-0.0324439j -0.0370745+0.0481814j 0.0498434-0.0379774j -0.147524+0.022637j -0.118843-0.04715j -0.0993189-0.0177582j 0.0902904-0.0773114j 0.161871-0.00737058j 0.107404+0.0538929j 0.0306495-0.0962121j -0.0713789-0.0696924j -0.0250964-0.0450249j 0.103184-0.0776779j -0.0446268-0.00398178j -0.0397304-0.0994891j -0.0214609-0.0552389j 0.0557398-0.0249249j -0.0585623+0.051682j -0.0228581+0.00671214j 0.0692962+0.0263561j 0.0455643+0.0613693j -0.0212311+0.0251496j 0.0713981-0.0450931j -0.0127498-0.00216147j -0.0676778-0.0298195j -0.00930426-0.0283229j -0.0153184-0.00206561j 0.0425188+0.107594j -0.0547309-0.111022j 0.056865-0.0367249j -0.0162226-0.0899663j 0.0387547-0.00421943j -0.0496209+0.0013969j 0.0291125+0.0442413j 0.0650541+0.0380703j 0.0392541+0.00854895j -0.060291+0.0504895j 0.0288489+0.0335183j -0.0384388+0.00120937j 0.00869174-0.00392183j 0.00394345-0.0802862j 0.0461242+0.0270707j 0.0349691+0.0675766j -0.00501577-0.0238039j 0.00506714-0.0620681j 0.0578346+0.0595404j -0.126316-0.0619199j 0.0801014+0.0318015j -0.0428365-0.0122594j 0.0405433-0.0125637j 0.0496291+0.0421833j -0.00660057-0.0284339j -0.0236314+0.0869755j 0.0126989+0.000101325j -0.0205447-0.0470273j 0.0435858-0.00636415j 0.0328682+0.0304252j -0.0535385-0.00528375j -0.0155778-0.0268945j 0.0442457+0.0388032j -0.0285965+0.0438358j -0.00727223-0.0396676j 0.00926394+0.0113226j 0.117308-0.12432j -0.0451423-0.0175897j 0.000461224-0.0370576j 0.0424422-0.0246815j -0.00750968+0.000172663j -0.00713829+0.0483675j 0.0254543-0.0226952j 0.0277239+0.00670016j 0.0602858-0.033084j -0.0254039+0.00902064j -0.0425215-0.00385078j 0.0497723+0.00171523j -0.00889305+0.00489438j -0.0215545+0.00802864j 0.0524206+0.0382575j -0.0169446-0.0311719j -0.0480855-0.0134645j 0.00647998+0.0446209j 0.0378513-0.00558525j 
0.00326332+0.0254431j 0.0388665-0.00454206j -0.00460837-0.0340231j 0.0161933+0.00568743j 0.0898246-0.0390883j 0.0464781+0.0132663j 0.0136227+0.0856898j 0.0475196-0.000655878j 0.191042-0.0472146j -0.111753-0.149459j 0.0754736-0.0245882j 0.00657853-0.0318033j -0.0543146+0.0206433j 0.0621589-0.0341736j -0.105849+0.0787459j -0.0962565-0.0533593j 0.150361+0.0495034j 0.0351842+0.0334705j 0.0184289-0.0285837j -0.227388+0.0518654j -0.0774944-0.025758j 0.051053-0.0574458j 0.0232259+0.0114914j 0.0415256+0.0641955j 0.0580318+0.0399281j -0.0357875+0.0168237j -0.0466017+0.0381996j -0.0503328-0.0576839j -0.0179899-0.0330447j -0.0242875-0.0201584j 0.0181026+0.0196894j 0.0133603+0.0310273j 0.0076159+0.0127256j -0.00216785-0.00553625j -0.00897262+0.0144736j -0.00011729-0.015893j 0.0122688+0.00341402j -0.0468238-0.106775j 0.00237063-0.0498891j -0.0962187-0.0371546j -0.0476173+0.0483781j -0.0603799-0.0354178j 0.0727863+0.0247844j -0.0387042-0.0289777j -0.00364179-0.0105151j 0.0464091-0.0576513j 0.118239+0.0333201j 0.020729-0.0163216j -0.0373051+0.0482243j 0.00321541+0.013175j 0.0183673-0.056559j 0.0016926+0.0505647j -0.00380242-0.0446048j -0.0221238-0.0187491j -0.0108565-0.00968747j 0.0319041+0.00813973j 0.0104245-0.0437541j -0.00778082-0.0252547j -0.00278037+0.0348023j 0.0144668-0.0460328j -0.00878456+0.00583751j 0.0109408-0.00800043j -0.0185535+0.0699677j -0.0056368-0.00155315j 0.0042897+0.0408797j -0.00695685+0.0159739j 0.0109+3.40142e-05j -0.00219475-0.0150594j 0.00872096+0.0111288j -0.0158073-0.00014029j -0.011449+0.151156j -0.0463776-0.138741j 0.0340854+0.207905j -0.0770297-0.2229j -0.0237978-0.07918j -0.0272641-0.0744179j 0.0113329+0.00967986j -0.0121108-0.038764j 0.0112383+0.0501127j 0.0086582-0.00093702j -0.000792142-0.016506j -0.000418085-0.00409664j 0.0241222+0.00438701j 0.00506898-0.0344138j 0.00206765+0.0222272j 0.00113452-0.0138435j 0.0143988+0.00526384j -0.00057773-0.013159j 0.00386914+0.0157716j -0.00227317-0.0169737j 0.000751292+0.00517249j -0.00411288-0.0161608j 
-0.0260526-0.0226887j 0.0551232-0.0305811j -0.0222751+0.0259014j 0.125796-0.00501672j -0.0975648-0.0637497j -0.0837209+0.0650589j -0.000317243-0.0838333j 0.0500965+0.0524694j 0.0480384+0.0230623j 0.0216752+0.0483366j 0.0190406+0.0129566j -0.0690747+0.0797347j -0.116896+0.057406j -0.165965+0.0305136j 0.128546+0.0133349j -0.178097+0.0938183j 0.0500113+0.000924639j 0.0108213-0.0430303j 0.0379352+0.0210708j 0.0834698-0.00890366j 0.0819591+0.0195124j 0.0456452+0.0109328j -0.0065579+0.00508316j -0.0929752+0.0308928j -0.0885797-0.0127625j -0.037082-0.0260172j -0.00804149-0.00866059j -0.0290055-0.108029j -0.0379411+0.025814j 0.0162181+0.0132905j -0.0327784-0.0843779j -0.0151986+0.0247749j -0.0568441-0.00201097j -0.0296521-0.0221186j 0.0214727-0.0386432j 0.031907-0.051826j -0.0467281+0.0458994j -0.138526-0.0443842j 0.0633845-0.0839615j -0.0207881+0.0544702j -0.0743267-0.0289702j -0.0174408+0.070256j 0.0296671-0.050535j -0.000378858+0.142329j 0.0368406+0.055039j 0.000119044+0.0721881j 0.0120496-0.0755702j -0.0323156-0.0562782j 0.00970512-0.0136252j -0.00300136+0.0388568j -0.0027845-0.000902119j -0.0360437-0.010711j 0.0389484+0.143381j 0.0432514+0.00840183j 0.00211089-0.013161j 0.0120624-0.0521751j -0.00750644+0.0199184j -0.0185363+0.0453717j -0.00130409-0.0577207j 0.0270905+0.0151671j -0.00438389-0.0438345j -0.0280078+0.00478733j 0.0640378-0.00869555j 0.0219687-0.0154782j 0.0236303-0.0259187j -0.00298226+0.0338317j -0.0229201+0.00954632j -0.0129825+0.0479213j 0.0162153-0.0312672j 0.0450472+0.00962826j -0.00445994+0.0800757j -0.0116985-0.0768274j 0.0132569+0.0528692j 0.0338068-0.165284j -0.0207765-0.0327703j -0.0292472-0.00760379j 0.00950718-0.0219022j 0.0113805-0.027497j 0.00946751+0.0309251j -0.0135233-0.00132321j 0.0102713-0.0368433j 0.0117105+0.024715j -0.0127811+0.00402658j -0.00439285-0.0114854j 0.0182387-0.0264904j 0.0196237+0.010406j -0.00712925+0.00343741j 0.00228955+0.0145883j -0.0108784+0.00619507j -0.00937509-0.00229845j 0.0057694+0.00502387j -0.00899326+0.0119419j 
-0.041088+0.024182j -0.0260991-0.0398248j 0.0463553-0.106845j -0.0801004-0.0387909j -0.0162511-0.0733249j -0.0154828+0.170564j -0.0178736-0.00715779j 0.0398471-0.00159438j -0.00373546-0.0616647j 0.0681881-0.0349348j 0.0180652+0.0129625j 0.0876404+0.0418944j 0.0666499+0.057459j -0.139918-0.0306806j 0.0576741-0.0553741j -0.0740863+0.082815j 0.0668517+0.104787j 0.0146317+0.0862979j 0.0164176+0.00134422j -0.0839529-0.00698073j 0.0295384+0.00911102j -0.0296154+0.082476j -0.00190775+0.0390885j 0.0361968+0.0724472j -0.0377627+0.0116159j -0.00851115+0.0590911j 0.024966+0.00770142j -0.02517+0.00351916j -0.0782296+0.0145634j 0.00528901-0.0192682j 0.0959885+0.0930032j -0.0327851+0.0243988j 0.0323988+0.0473042j -0.0336069-0.0165689j 0.0216775+0.0543547j -0.0233479+0.0016409j -0.0210649-0.0453659j -0.248296+0.0477278j 0.041429+0.0860343j -0.0740753+0.0462353j -0.0624527+0.0233041j -0.043635+0.0239874j 0.146348+0.0675892j -0.116287+0.0300328j -0.122462-0.0290395j 0.03089-0.0223534j 0.0276049+0.0762709j -0.0571505-0.0742165j 0.0290322+0.0317718j 0.0516483-0.0380592j 0.029799-0.0520434j -0.0422489+0.0473456j -0.00494968-0.062117j 0.0234957+0.0376884j 0.0224611+0.00529352j 0.0669258+0.0663638j 0.00671029-0.0402052j -0.000551211-0.0155806j 0.0107271+0.0389415j 0.00688306-0.00172403j 0.0297268+0.0374616j -0.033249+0.0149456j 0.0269392+0.00186087j 0.0096757+0.000720381j -0.015826-0.0111569j -0.0282357-0.0154461j 0.0206408+0.0048675j -0.00841925-0.0350444j 0.0377466-0.0347248j 0.0214737-0.00632068j -0.00544738-0.067827j 0.00248666+0.0579061j -0.0438293-0.0322201j 0.0469846+0.0962122j 0.0436954+0.011778j 0.0216678-0.00472288j -0.00142279+0.0212244j -0.00420369+0.00775879j -0.0173249-0.0255002j 0.0046788+0.00352318j 0.0118482+0.0270965j -0.0109036-0.0178927j 0.00749535-0.0229687j 0.00662746+0.00511242j 0.0224128+0.0203687j -0.0139875-0.00500429j 0.00524316+0.00050439j 0.00841749-0.00285138j 0.0137344-0.0107415j -0.0125281-0.00146602j 0.00613673+0.00730704j 0.00162642+0.0115852j 
