-0.00482682+0.00201894j 0.00975321-0.0548097j 0.0184372-0.0064168j -0.0486841-0.0436958j 0.0062504+0.00177345j 0.0125761+0.027273j 0.01335+0.0507083j 0.00922833-0.00604439j 0.0323932+0.00721596j 0.00827204+0.00379807j 0.016378+0.023381j 0.0197574+0.00821525j -0.0181403+0.0199565j -0.0232026-0.0169295j -0.00304754-0.0288392j -0.00850359-0.0144922j -0.00617297+0.00328704j 0.0219102-0.00628932j -0.00981121+0.0316064j -0.0132876-0.0203557j -0.0271059-8.85335e-05j 0.00914359+0.00615025j -0.0183296-0.0306393j 0.0108604-0.0372679j -0.0196761-0.0176089j -0.0369643-0.00781204j 0.0114481+0.0229662j -0.011651-0.0240956j 0.00293897-0.00600512j -0.00251333+0.0043147j -0.00459642-0.0262597j -0.011809-0.00922282j -0.00705863-0.0187574j -0.0124469+0.0226027j 0.0147189+0.0460412j 0.00778405+0.00728507j 0.0213088-0.0185331j -0.0311013+0.0476866j -0.0263461-0.00159927j 0.00704052-0.00843208j -0.00295812-0.0221021j -0.0141931+0.0608798j 0.0233984+0.0453419j -0.00871325+0.0196432j -0.00220217+0.0370775j 0.00548364-0.0152726j 0.0160539-0.0161816j -0.0300966-0.0222963j -0.0100153-0.0179769j 0.0212502-0.0231571j -0.00327778+0.0054415j 0.00918654-0.0485827j -0.00168146+0.0935753j 0.00793438-0.00772568j 0.0224108-0.0748998j 0.0198925+0.0114476j -0.018998+0.0151823j -0.000589954-0.0116742j 0.0670481-0.0275309j 0.0260892-0.0196585j -0.0181809-0.0393073j 0.0187679-0.0178038j 0.0202628+0.0184466j -0.0475347+0.0530483j 0.104084-0.0157852j 0.0324865-0.0893822j 0.0881434-0.0403853j -0.0535912+0.144647j -0.110147+0.108149j 
0.0127389+0.0314106j 0.03375+0.0333499j 0.00920037+0.016661j 0.0280153-0.00949318j 0.000995506-0.00781896j -0.00494229-0.0132938j -0.00300839-0.0121863j -0.00432021+0.0136353j -0.00821806+0.013972j -0.0147365+0.00235464j 0.0095744+0.00198197j 0.00672553-0.00209619j -0.0246561-0.00503404j 0.000674003+0.00661178j -0.00174641-0.00986261j 0.00123354+0.00886817j -0.00401769-0.0012613j -0.00709591-0.00883273j 0.00902133-0.00272025j -0.00338229+0.00196551j 0.0101216+0.0044513j -0.00210695+0.0308411j 0.00691084+0.000808924j 0.00941614-0.0004315j -0.0118508-0.00777031j -0.00110264+0.014325j 0.00399038+0.00279801j 0.0091658-0.000814893j 0.00555397-0.00920831j -0.00800773+0.01103j 0.00732858+0.0235277j 0.016758+0.0269601j -0.0022598-0.0248604j -0.0032956-0.0100062j 0.0019527+0.000594946j -0.00133746+0.00328355j -0.00751383-0.0148019j 0.0166095+0.016444j 0.000522362-0.000282503j 0.00243562+0.0117024j 0.00784719-0.00873971j -0.00345082+0.0267972j -0.00824465+0.0039419j 0.00111474+0.000259204j 0.00826957+0.00381095j 0.0051223-0.0120835j -0.0228733-0.02561j -0.00809301+0.0258039j 0.0230126+0.0205859j 0.00541088-0.00974094j 0.00379368+0.0013632j 0.0186203+0.0228234j 0.0121959+0.00869025j -0.0116814-0.0178019j 0.0153287+0.0182871j -0.0132373+0.00211103j -0.0132558+0.00304078j 0.000970766-0.00245277j -0.0150223-0.0305191j 0.00661025-0.019473j 0.0163839+0.000812018j 0.0033972-0.00259376j -0.0111359+0.00940589j 0.00601677-0.0202328j -0.00990175-0.0133005j -0.00434418-0.00661003j -0.0144871+0.0110107j 0.00917119-0.00504174j -0.0094729-0.00262598j 
0.0139716+0.0222998j 0.0360623+0.0239218j 0.00292884+0.0129362j 0.0243075+0.0026491j 0.00450923+0.00862419j -0.00770839-0.0104135j -0.00630022-0.00591066j 0.00581739+0.00747311j -0.00329516+0.0182248j -0.0112821-0.00714985j 0.0125039-0.00304811j -0.00375454-0.00827437j -0.00924052+0.000933277j -6.98124e-05-0.00276444j -0.00994769-0.012073j -0.00286892+0.0102009j 0.0068024+0.0131402j -0.00358354-0.0147777j 0.00501946+0.0132635j -0.000993164+0.00428209j 0.00891348-0.00530644j 0.0104734+0.0191419j 0.000674307-0.0120996j 0.00549659-0.00611028j 0.00183394+0.00488648j -0.0153471+0.0108832j -0.00485276-0.00549601j 0.000542906+0.0144623j 0.00254331+0.00698403j 0.0182023-0.000760904j 0.0196062+0.0135234j 0.0201659+0.00584351j 0.00822456-0.0120774j 0.0124303-0.00456065j 0.0290697-0.00418697j 0.00318161-0.0157065j 0.0109028+0.00289372j -0.00585295+0.0127879j -0.00368867+0.0153331j 0.0100767-0.00203j -0.00555828-0.00354503j 0.00290865+0.0106341j -0.00702769+0.00455561j 0.0247519-0.00623593j 0.00484426+0.00385749j -0.0064716-0.00553935j 0.0113138-0.00598903j -0.023365+0.0271524j -0.0115704-0.00575871j 0.000145227-0.00748368j 0.0087896+0.0062504j 0.00543144+0.00179418j 0.0117614+0.00254102j -0.000564099-0.00843341j 0.0100286-0.0133198j 0.00383447+0.00584239j -0.00115013+0.0159092j 0.00415874-0.0241542j -0.00154214-0.0174671j 0.00182591-0.00509744j -0.000951889+0.00322225j -0.00619133+0.00171345j -0.00258051+0.00791706j -0.00248195-0.0274129j 0.0138602-0.011611j -0.012902-0.0118523j -0.0154971+0.0056866j 0.00170099+0.00684415j -0.0208906+0.00213202j 
0.000858573+0.00495894j 0.00280815-0.00483843j 0.0147525+0.00438603j 0.00222337-0.00439099j 0.0163886+0.00468519j -0.00332611+0.000815366j 0.000503834+0.00919254j 0.0117216-0.00896389j 0.00192863-0.00521138j 0.00369125+0.00315792j 0.0147376+0.0149246j 0.000523782-0.000965542j 0.00445201-0.000474228j -0.00987234+0.000715774j -0.00231267+0.00738787j -0.0126042-0.0198404j -0.000235356-0.00517082j 0.00347621-0.00427004j 0.00290992-0.00132977j -0.00434045-0.00167911j -0.00131534+0.0108311j 0.0158384-0.00884103j 0.000596726-0.00911914j -0.0174522+0.00500499j 0.000142659-0.0087637j -0.0104582-0.00844881j 0.0140057-0.00761402j 0.0105268+0.00345034j -0.00551887-0.00694371j 0.000672518+0.00835067j 0.00934848+0.0117766j 0.00110268-0.00502842j -0.0089018+0.0119805j 0.00334788-0.00509461j 0.00846851+0.000426718j 0.0176223-0.00689305j 0.0132021-0.00753591j -0.00409646+0.00412271j -0.016895-0.00347162j -0.00760126-0.0140324j -0.00550071-0.00231006j 0.0133492-0.00418798j -0.0155925+0.00685888j 0.0195871+0.00140903j -0.00909593+0.0013509j 0.0200557-0.00802376j 0.019935-0.00468218j -0.00469334-0.0115273j -0.000181675+0.00471176j 0.00386752+0.0074056j -0.00280215-0.00375741j -0.00381575-0.000324569j 0.0232306-0.000884407j -0.00636388-0.00839755j -0.00528541-0.0113331j 0.00813776+0.00198793j 0.0120165-0.00696586j 0.0132982+0.00780938j -0.00587665+0.00558751j 0.00912097+0.0112171j -0.0148861-0.017526j -0.0088841+0.00535129j 0.0171468-0.0128828j 0.00222855+0.0110849j 0.00548731+0.00765464j -7.31586e-05+0.00175511j 0.00226751-0.0039396j 0.00352409+0.00640309j -0.00028337+0.00626798j 
-0.000652377+0.00176406j 0.00449124+0.00891324j -0.000902149-0.00774724j -0.00599756+0.016716j -0.0140574+0.0184948j 0.0147609+0.0217572j -0.0141312-0.00429756j 0.0149396-0.00689902j -0.00280727-0.00157065j 0.00365537-0.0138015j -0.00190266+0.0130361j -0.00842705-0.00496668j 0.00308542-0.006256j -0.00139719-0.00923376j 0.00307215-0.014325j 0.000829961-0.00505481j 0.00770281+0.0136009j 0.00543577-0.0141322j -0.0128011+0.00962034j -0.0159278+0.00454281j -0.00247536+0.00301807j -0.0110857+0.00888218j 0.0225171+0.000175617j 0.0196555-0.00428862j 0.00462816+0.00454583j -0.019549-0.000137458j 0.00771031-0.00831523j 0.014056+0.00408229j -0.00301152-0.00429277j -0.0107623-0.00674352j 0.0011724-0.0108204j 0.0114834-0.0161811j 0.00588442+0.00238347j 0.00852215-0.00220543j -0.000248955-0.0106602j -0.00501341+0.00150891j 0.00378466-0.011792j -0.0111373+0.0185878j 0.00287599-0.000644996j 0.0054976+0.00804091j 0.0131557-0.00872971j 0.0210643+0.0291934j -0.0116305+0.000850373j -0.00162614-0.0064434j -0.0114698-0.020056j 0.0011836-0.00788634j 0.00284931-0.00747247j -0.00854586+0.0166115j -0.0149243+0.00526127j -0.00903818-0.00567499j 0.00244148+0.00542239j 0.0105299+0.0143541j 0.00245085+0.00856328j 0.0138505+0.00976931j 0.0108145-0.0107854j -0.00947076-0.0147434j -0.00876761+0.000289069j 0.00898505-0.0041216j -0.00381384-0.0180297j 0.00645676-0.00108282j 0.0131919+0.00783178j 0.0149059+0.00148065j -0.0269997+0.0160124j -0.0170545-0.0180425j 0.00596176-0.0311116j -0.00218311-4.81393e-05j -0.0038188+0.0234732j 0.00351889+0.0026559j -0.00301063-0.00233798j 
-0.00924358+0.00973227j 0.0092823+0.0130716j 0.00343107+0.00176874j -0.00299912-0.0107974j 0.00533378-0.00892792j 0.00325133-0.0145818j -0.00439664+0.00123126j -0.00036315-0.000593204j 0.00453521-0.00579306j -0.00398589+0.00308844j 0.00270703-0.00663907j 0.00544182+0.00788428j 0.00401616+0.000547809j -0.00893855+0.00343867j -0.00869733-0.00965241j 0.000980349+0.00599621j -0.0126672+0.00688895j 0.00202616-0.0105193j -0.0099896+0.0145147j 0.0129655+0.0103463j -0.0111757-0.0114109j 0.0275884+0.00353868j -0.0157867+0.0188402j 0.00466454+0.00715687j -0.0251055-0.0063476j 0.0118977+0.00213557j 0.00460249+0.0186035j 0.00374062+0.00761108j -0.00542801+0.000587369j 0.00642403+0.000964148j 0.00710988+0.00444821j 0.00686185+0.0124569j -0.0135615-0.0048148j -0.00158087-0.0199649j 0.0226146+0.0155755j -0.0124684-0.00249552j -0.00536702-0.00600826j -0.00228352-0.00208846j -0.00105796-0.00141755j 0.00388541-0.00546084j -0.00815244+0.0115847j -0.00405334+0.00659719j -0.0103184+0.00756691j 0.0015235-0.00590826j -0.00146457-0.00237247j 0.00407814-0.00295521j 0.00887058+0.017615j 0.0128143-0.00696064j 0.00770165+0.0135876j -0.00473014+0.000902131j -0.000958781+0.0106177j -0.0219493-0.00323292j 0.0147674-0.00436465j -0.0123427-0.0100847j -0.00968064+0.00224534j -0.00212989-0.0111891j 0.00675291-0.0124397j -0.0129913+0.0141217j -0.000431406+0.0204677j -0.00686044-0.00070635j -0.00905075+0.00406085j -0.00470836-0.011055j 0.00880509+0.0133636j 0.00254923+0.0120749j -0.00272109+0.0096627j 0.0041969-0.00369481j 0.0072712-0.00937712j -0.0115314-0.000309567j -0.000125061-0.007136j 
0.0112286+0.010376j 0.0138492-0.00330511j -0.00297767+0.0140002j -0.00291774+0.00445024j 0.00856694+0.00593296j 0.0176363+0.010994j -0.00156213+0.0134433j -0.00641971+0.0123072j 0.00704156-0.000760082j 0.00590688-0.0107674j 0.00805136-0.0116859j -0.00231227-0.00219808j 0.00893012+0.0126662j -0.00631441+0.00618846j 0.00470021-0.00380661j 0.0079697+0.0120541j -0.009808-0.00204662j -0.000230371+0.00845752j -0.0067914+0.00611801j -0.0280739-0.00969733j -0.00640639-0.0011432j 0.00659191+0.000123354j -0.00427015-0.0113318j -0.00828972-0.00819351j 0.00301549+0.00385949j -0.00689195+0.00394314j -0.00617516+0.00895539j -0.000969257-0.0153077j 0.0102078+0.0185912j -0.00309649-0.0117495j 0.00158946-0.00333252j -0.00952443+0.000782419j 0.00310222-0.0178474j 0.00498536-0.0148314j 0.00159381-0.00311919j -0.00510823-0.0159623j 0.00152242+0.0101753j -0.00354884-0.0229193j 0.00617362+0.00596894j -0.00601439+0.00232252j -0.0115222-0.00450944j -0.00198021-0.00669992j -0.0162437+0.010768j 0.0042095+0.00263262j -0.000337689+0.0267886j -0.00514805-0.0154643j -0.00155112-0.000902826j -0.0100929-0.0100107j 0.00109089+0.00911735j 0.0120259-0.0188768j -0.00242117-0.00321578j -0.0148315-0.00494929j 0.0114598+0.0122281j -0.00241994-0.00922874j 0.000383929-0.0276319j 0.000292651+0.00235143j 0.0130686-0.00296604j 0.00762685-0.00242019j -0.0125581+0.0109616j 0.000724136-0.00258739j -0.00154743+0.0103406j -0.00216426-0.00192279j -0.00702289+0.0233412j -0.0251556+0.00716293j 0.000778241-0.0117292j -0.00654077-0.00356318j 0.00826979+0.00230881j -0.00535665+0.00838444j -0.0029337-0.00417915j 
-0.0132071-0.0183332j -0.0155883-0.00346586j 0.00249644-0.00428918j -0.00681717+0.00398834j -0.0127954+0.00767443j -0.0113177+0.0157146j -0.00270257+0.00282844j 0.00433656+0.000264413j -0.00357068-0.00707745j 0.00657944+0.00692499j 0.0133708-0.0219078j 0.00816118+0.00636618j -0.0149483+0.0102054j -0.010328+0.00570541j 2.95482e-05-0.0115882j -0.00162486-0.00488602j -0.000349371-0.00345715j 0.00586514+0.00434073j -0.0160503-0.0254752j -0.000488442-0.00636721j 0.0105421-0.0108277j -0.00959663-0.00554746j 0.000866363+0.0119914j -0.0020844+0.0106139j 0.00379275+0.0142574j -0.00631457+0.000609968j 0.0210259-0.0022317j -0.0101101+0.0155497j 0.00327326+0.0138937j -0.00438594+0.00651807j -0.00277241+0.00418932j -0.00519887-0.0194378j 0.0121909-0.00382877j 0.00267202+0.0165895j -0.00378251-0.00522891j -0.00569366-0.0224739j -0.000674393-0.0034133j -0.00587847-0.0124862j 0.00491276+0.0122597j -0.00341113+0.0197462j 0.0180702+0.0184478j 0.00807546+0.00345427j 0.0188625-0.00154657j -0.00827071+0.0255596j -0.00347008-0.00482058j 0.000199935+0.00848958j 0.00395375+0.00734368j -0.00275602-0.000133015j -0.00469898-0.00513813j -0.00119303+0.00444995j 0.00173327+0.00921812j 0.00590335-0.00387478j -0.0138249-0.0156154j 0.000512638-0.00659978j 0.00324267+0.000206333j 0.00396631+0.00296675j 0.0171609-0.0056018j -0.00593405+0.007167j 0.00225972-0.00946837j -0.00430475+0.0104038j 0.00992965-0.00826487j -0.00878318+0.00286909j 0.00730727-0.0191762j 0.000543767-0.000682708j 0.00492262+0.00484752j 0.00726391+0.00533158j -0.000731683+0.0029776j 0.00141756-0.00182153j 0.00794434+0.00532378j 
-0.00725965-0.0116442j -0.0260055-0.0174761j 0.00532435-0.0127116j -0.0224262+0.0030532j -0.0121707+0.00412533j 0.00385395+0.0147375j 0.00680588+0.00349239j -0.0033653-0.00560734j 0.00926704-0.00782849j 0.011315-0.00464922j 0.0110663+0.00853561j -0.00015034-0.00320801j -0.00156546+0.00442033j 0.00142481-0.00695405j -0.00251613-0.00257071j -0.00184567+0.0029144j 0.00433247+0.00343618j 0.00228266+0.0135195j -0.00753955-0.00239887j 0.017937-0.0208369j -0.00228501+0.00269514j -0.000938477-0.0063496j -0.00177433-0.00432431j 0.00775456-0.000818054j 0.00132399+0.00429885j 0.00218668-0.00859613j 0.00117658-0.00507973j -0.00314987+0.00468937j 0.00108159+0.00145162j 0.00467037-0.00675554j -0.0018758+0.0188304j 0.000837591-0.0109932j -0.0040622+0.0116953j 4.55019e-05-0.00773186j -0.00372983-0.0124721j 0.00276468+0.00418023j 0.00466041+0.0107722j -0.00447025-0.0138197j -0.00153803-0.00943909j -0.00347517+0.0161271j 0.00394701+0.00352643j 0.00630096-0.0106119j 0.0114635-0.00128622j -0.00595712+0.0091079j 0.00155661-0.0120086j -0.0151214-0.0066611j -0.0170034-0.0098068j 0.013361-0.00680426j -0.00517899+0.00307732j -0.00668594+0.00608561j 0.00238135-0.00376152j 0.00419487-0.000638616j 0.0192181+0.00849786j 0.006634+0.0173561j -0.00362078+0.0192766j -0.00367138-0.0194403j -0.00262327-0.00505804j -0.00584436-0.00318121j 0.00278529+0.00728892j -0.00365092-0.000178369j 0.00218664-0.00711546j 0.00401051-0.00384253j -0.0108283-0.0100297j 0.00704327+0.0113546j 0.00395834+0.00802352j 0.00987934+0.00261247j 0.000885968+0.00172027j -0.0110306+0.000695924j 0.0120534-0.0103478j 
0.0268573-0.00138339j -0.0439622-0.058794j 0.0181744-0.0120835j -0.0276996-0.0341502j 0.0169328+0.00158302j -0.0115453-0.00305161j 0.0395226+0.00456966j -0.00605281+0.00171035j 0.00358984-0.0166495j -0.00229115-0.00132554j 0.00708576+0.0120966j 0.0145341+0.00837921j -0.00370071+0.000169376j -0.0114996-0.0307678j 0.00227931+0.0260975j -0.0305549-0.0156825j 0.00893162-0.00805709j -0.00385911+0.00869697j 0.0195495-0.0121157j 0.010322-0.0481036j -0.00392803+0.00608141j -0.0184813-0.0133369j -0.00753993-0.0249934j 0.00459537-0.00674483j 0.0138451-0.00752654j 0.00428206-0.0132837j -0.0107755-0.0249458j 0.00150076+0.0030224j -0.00450662-0.0142606j 0.00439876+0.00225822j 0.0053535+0.0150501j -0.00967786-0.0131198j 0.00686767+0.010105j -0.00357536-0.0116249j 0.0058176+0.0176952j 0.00316839+0.00172003j 0.0015171+0.0262264j -0.00602234-0.0313399j -0.0044583-0.00737358j 0.00139899-0.000893153j 0.00308753-0.0116563j -0.0215659-0.0382129j 0.0258473-0.0289114j 0.00842548+0.00647641j 0.00605246-0.00498275j 0.00725505+0.00598654j -0.022242-0.0155631j 0.0145736-0.0204454j 0.0106417-0.00421529j -0.00775614+0.0138166j 0.00631825+0.00631397j 0.0254703-0.00223736j 0.0254336+0.0398528j 0.000418043+0.00666238j -0.00519238+0.0224922j 0.00258634-0.0248897j -0.0134584+0.00277955j -0.0150729+0.00329349j -0.001036+0.00158079j 0.00401626-0.00702712j 0.000974841-0.0156412j 0.0042017+0.00464156j -0.000608021-0.0307368j 0.0314493+0.0264894j 0.000644554+0.030275j 0.006558-0.000705439j 0.00503593-0.0144724j -0.0100277+0.00716606j 0.00816078+0.00197301j 
0.0292336+0.018592j 0.00102147-0.00885015j 0.0123475+0.009066j 0.00912686-0.01647j 0.00975937-0.00832815j 0.00233286+0.00205192j 0.0183769+0.000252149j 0.00412193-0.00848455j 0.00749444+0.00292583j 0.00109908-0.00709752j -0.000119187+0.00152162j -0.00455529-0.00774072j 0.0104579+0.0232498j 0.00416698+0.0100267j -0.000124625+0.0156527j -0.0130414-0.0170538j -0.012741+0.016008j -0.0120587-0.000992713j 0.00171053-0.00724518j 0.00154506-0.0278975j 0.00364079-0.00738661j -0.0157646+0.00350412j -0.00550087-0.00770583j 0.0092696-0.00577851j 0.00673525-0.00201665j -0.000964817-0.000177475j -0.0151057-0.00551266j -0.000921994-0.0132924j 0.00166119-0.0142282j 0.00723507+0.00881879j 0.00037215-0.0108995j -0.000743038-0.00796378j -0.00551612+0.0034698j 0.00697406-0.00107958j 0.00295708+0.00461139j 0.0030386-0.00330501j 0.0131665-0.00473334j -0.00439806+0.011576j 0.00504466-0.00520989j 0.0104287+0.0042596j 0.00303567-0.00455518j -0.0160517-0.00803749j 0.000185755-0.0165727j 0.00718137+0.00264553j -0.00111602-0.0091541j -0.00113463-5.86769e-05j -0.0150311-0.00236152j -0.0108589+0.00265286j 0.00473055+0.00929359j -0.00371536+0.0123362j 0.0050569-0.00606451j 0.0134656+0.0114497j 0.0239177+0.0286629j 0.0133453-0.00817152j -0.00339182-0.00423899j -0.000716041-0.00357202j -0.00358895+0.0179885j -0.00524864-0.0150004j -0.00748725+0.00171851j 0.000167916-0.015622j 0.00373023-0.00513189j 0.00317142-0.0041009j -0.00359073+0.0063271j 0.0103108-0.00411246j -0.00472406+0.00605341j -0.000317714-0.0139471j -0.00447388-0.00425459j 0.000670977+0.00929732j -0.00828576+0.00392988j 
-0.012374-0.0132217j 0.000198894+0.0137837j -0.0120708-0.00622831j -0.00296739+0.00728956j -0.00999491+0.00267705j 0.00273554+0.00714467j -0.00797359-0.0158329j -0.00585933-0.0038826j -0.00637894+0.0140769j 0.00512075+0.00426994j 0.00411124-0.0147256j 5.34604e-05-0.0076945j 0.000727771-0.0147635j -0.00971626+0.00386427j 0.00420659+0.00569539j 0.0078787+0.00944725j -0.0231962-0.00904883j 0.00833052+0.00446123j -0.00984549-0.0204815j 0.00273027+0.0194631j -0.00485064-0.0150209j 0.00440579-0.00313017j -0.00620731+0.025085j 0.00676268+0.0130155j 0.0117296+0.00709247j 0.00116234-0.00117747j 0.00337572-0.0158246j 0.00822034+0.0161902j -0.00256062+0.0131796j 0.00399235-0.00631591j -0.00703594-0.0123233j -0.0105025+0.0107029j 0.00684632+0.0108897j 0.0138464+0.0202591j 0.00738838-0.00339143j -0.00921153-0.00909607j -0.00145663+0.00439034j -0.00407134-0.0166819j -0.00631954-0.0061386j -0.00526875+0.00103859j 0.000534893+0.0232934j 0.00070435+0.00363251j 0.00317256+0.000614983j -0.0126462-0.00367713j -0.00790131-0.0169306j -0.0114505-0.00167768j 0.00934682+0.0136035j 0.00252097+0.00394604j 0.0119236+0.00326321j 0.00413743+0.0181419j -0.00346504-0.0101931j -0.00964583+0.0252342j 0.022284-0.00401452j -0.00287312+0.000995364j -0.00458347-0.00569193j -0.000188079-0.00534051j 0.0159947-0.00476032j 0.00800264+0.0104391j -0.00283269+0.0145729j -0.00455684+0.00967287j 0.0114218+0.0103957j -0.00488939+0.00674034j 0.00456911+0.0133697j -0.00279813-0.0177413j 0.0025543+0.00178223j 0.00319881+0.00211282j -1.92557e-05+0.0066153j -0.00174941-0.014595j 0.00662141-0.00620354j 
-0.00620198-0.000852871j 0.011819+0.0268113j -0.0195631+0.00399321j 0.0164927+0.00239986j -0.00426725-0.00121726j -0.0103612-0.00446941j -0.00943908-0.006778j 0.00752839+0.0141634j 0.00388052-0.0017956j 0.00409151-0.01873j -0.0175781+0.00662059j 0.00239995-0.00192186j 0.000747138+0.00219722j 0.0246727+0.0160929j 0.000549878-0.00161012j 0.020029+0.013004j -0.0102889+0.00890383j 0.00157524-0.00309527j 0.00217017+0.00182952j 0.012495+0.0158496j 0.0100898+0.0148834j -0.0192418+0.0106761j 0.0148738-0.0153847j 0.00526826-7.15209e-05j -0.000837419+0.0114411j 0.00638406+0.0109461j 0.00236587+0.015655j 0.000426117-0.0153938j 0.0163051+0.0028824j 0.00204362-0.00710147j 0.00133287-0.0180042j 0.000703999-0.0206603j 0.013149-0.0116248j -0.00470199+0.0110978j -0.00639708-0.014988j 0.00571435-0.00415647j 0.00614975+0.00744645j -0.00155029+0.0147141j -0.000188229+0.0297042j 0.00319551+0.00889772j -0.00471693+0.00325375j -0.00659566+0.0223171j -0.011212-0.00411471j 0.00875972-0.00997088j -0.00451348-0.00163072j -0.00778324-0.0255898j 0.00466513-0.00325804j -0.00173188+0.011157j -0.003262-0.00996512j -0.00316241+0.00848937j -0.000176957-0.0163609j 0.00829311+0.0207837j -0.014944+0.000742075j 0.00908655+0.00750931j 0.00500943+0.00347166j 0.00491245+0.00116594j -0.0160705-0.000427108j -0.010806-0.00945038j 0.0207071-0.00390832j -0.00164217-0.000770311j 0.00396601-0.00339299j 0.0166796+0.000133908j 0.00144047+0.010885j -0.00197631-0.0223228j -0.00671593-0.0189625j -0.00523892-0.00401847j 6.52268e-05+0.00323846j 0.012219-0.00315092j -0.0147162+0.00264837j 
0.00623209+0.00718452j 0.0116628-0.0107173j 0.00279564+0.00766851j -0.00961941+0.00937622j 0.00683632-0.00538919j 0.0108238-0.00399633j 0.00839829+0.0126026j -0.00308612-0.0109752j 0.00909176+0.00558201j 0.00179112-0.0144942j 0.0116521+0.000786435j 0.00102979-0.0023345j -0.00581426+0.00156318j -0.00579802-0.00587964j -0.00371291+0.0120573j -0.0158662+0.00049778j -0.015228+0.001574j -0.00936948-0.00147086j 0.00802059-0.00278632j -0.00447182+0.00470427j -0.00203976+0.00362514j 0.0074198+0.00833275j -0.00430894-0.0212165j -0.00988171-0.01869j 0.00329234-0.00966654j 0.00868557-0.0214174j 0.0145644+0.00848087j -0.0129726-0.00323142j -0.00527871+0.00267608j 0.000118582-0.00797541j 0.0107708-0.013905j 0.00350905+0.00784205j 0.0147949+0.00203286j 0.00639906-0.0018746j -0.0187855+0.00749816j -0.00562588-0.013292j 0.00250711-0.0035179j 0.00110681-0.00371968j 0.00406949-0.0207342j -0.0048163+0.00863319j -0.0123501-0.0149153j -0.00840871+0.00422228j -0.00701075+0.0112376j 0.00540836-0.00347445j 0.0100389+0.0230827j 0.0183641-0.00739857j -0.00483269+0.00874987j -0.00628505-0.0091302j 0.00166592-0.0074256j 0.00216008-0.010922j -0.00142436+0.00436205j -0.0126769-0.00351828j -0.00712936-0.0087891j -0.00790807+0.0059095j -0.00499443+0.0068176j -0.000756593+0.00473797j 0.00241645-0.00220245j 0.0010803+0.00144517j 0.0102243+0.00493673j 0.00395835+0.000883926j -0.00304189-0.000122615j 0.00361422-0.00697362j 0.00726877+0.00998861j 0.00463513+0.0183128j -0.00650061+0.003781j -0.00612632-0.000460567j 0.0132398-0.013334j -0.00693396+0.00692658j 0.00136217-0.002662j 
-0.0135805-0.00945809j -0.000850832-0.00169156j -0.0044253+0.00444195j 0.00256454+0.00424709j 0.00301702+0.00152306j -0.00509218+0.000389819j 0.00727834-0.00444988j -0.00226839-0.0145369j 0.00112203+0.00283276j -0.00127261+0.00817811j 0.00365745-0.0111374j 0.00603044-0.0106774j -0.0118671+0.00189175j -0.00914388-0.00105684j 0.0126399+0.00608654j -0.0111939+0.00347647j 0.00564728-0.00936589j -0.0108937+0.0164778j 0.0115707+0.000194706j 0.0129265+0.0178625j -0.00313019+0.00911917j 0.00535107+0.000968065j -0.0202421-0.00875426j -0.000712293-0.0120393j 0.00878615+0.000800531j 0.000309676+0.00571806j 0.0136862+0.00552284j 0.00261108+0.00549694j -0.0020554-0.00321777j 0.00359692+0.00770567j 0.0161784+0.0116406j -0.0015828+0.00601275j -0.0146756+0.00482621j -0.00232339+0.00106584j -0.0200555+0.0132037j -0.0112624-0.00918392j -0.0108496+0.00579507j -0.0130319+0.00653451j 0.00404246-0.015228j -0.0161099-0.0142512j 0.00723167-0.00891642j -0.00628339+0.00312403j 0.0113047+0.0118429j 0.00572897-0.002684j -4.29549e-05-0.0074007j 0.0149564-0.00863522j -0.00433593+0.0102818j -0.0027714-0.00413703j -0.000509082-0.0219056j 0.00133976+0.00608571j -0.00359654+0.00331369j 0.00211239+0.0038478j -0.0219198-0.0172263j -0.0332302+1.43525e-06j -0.0105231-0.000925954j -0.00703614+0.002483j 0.00323606-0.027323j -0.00501924+0.00634787j -0.00125808-0.0170659j 0.00945086+0.00703015j -0.00154636-0.015677j 7.86787e-07+0.000460785j 0.00430318-0.0150484j -0.00476891-0.00274983j 0.00572291-0.00491555j -0.00498085-0.00273585j 0.0127466-0.00364027j -0.00585343+0.00199691j 0.00102102+0.000326099j 
