-0.00482682+0.00201894j 0.00975321-0.0548097j 0.0184372-0.0064168j -0.0486841-0.0436958j 0.0062504+0.00177345j 0.0125761+0.027273j 0.01335+0.0507083j 0.00922833-0.00604439j 0.0323932+0.00721596j 0.00827204+0.00379807j 0.016378+0.023381j 0.0197574+0.00821525j -0.0181403+0.0199565j -0.0232026-0.0169295j -0.00304754-0.0288392j -0.00850359-0.0144922j -0.00617297+0.00328704j 0.0219102-0.00628932j -0.00981121+0.0316064j -0.0132876-0.0203557j -0.0271059-8.85335e-05j 0.00914359+0.00615025j -0.0183296-0.0306393j 0.0108604-0.0372679j -0.0196761-0.0176089j -0.0369643-0.00781204j 0.0114481+0.0229662j -0.011651-0.0240956j 0.00293897-0.00600512j -0.00251333+0.0043147j -0.00459642-0.0262597j -0.011809-0.00922282j -0.00705863-0.0187574j -0.0124469+0.0226027j 0.0147189+0.0460412j 0.00778405+0.00728507j 0.0213088-0.0185331j -0.0311013+0.0476866j -0.0263461-0.00159927j 0.00704052-0.00843208j -0.00295812-0.0221021j -0.0141931+0.0608798j 0.0233984+0.0453419j -0.00871325+0.0196432j -0.00220217+0.0370775j 0.00548364-0.0152726j 0.0160539-0.0161816j -0.0300966-0.0222963j -0.0100153-0.0179769j 0.0212502-0.0231571j -0.00327778+0.0054415j 0.00918654-0.0485827j -0.00168146+0.0935753j 0.00793438-0.00772568j 0.0224108-0.0748998j 0.0198925+0.0114476j -0.018998+0.0151823j -0.000589954-0.0116742j 0.0670481-0.0275309j 0.0260892-0.0196585j -0.0181809-0.0393073j 0.0187679-0.0178038j 0.0202628+0.0184466j -0.0475347+0.0530483j 0.104084-0.0157852j 0.0324865-0.0893822j 0.0881434-0.0403853j -0.0535912+0.144647j -0.110147+0.108149j 
-0.00764636-0.011105j -0.0114903-0.0263141j 0.00148636-0.0416982j -0.0388174-0.00987038j -0.0042935-0.00692236j 0.00341931-0.00246537j 0.023421+0.0275066j -0.0028111-0.00558904j 0.023611+0.0272694j 0.0214001-0.023306j 0.00409201+0.0256408j 0.00889843+0.0211879j -0.020206-0.00508264j 0.0034103-0.012563j 2.65495e-05+0.00131476j -0.0252424-0.0197282j 0.0050485-0.0173591j -0.00290019+0.00355596j -0.00712771+0.0130261j 0.00777307-0.00130315j -0.0394687-0.00305302j 0.00785846+0.0109077j -0.0209291-0.0304797j -0.00596729+0.0228094j -0.000533167+0.00217754j -0.0309567-0.0253868j -0.00139815+0.00280058j -0.00950271+0.00603742j 0.0167826+0.0106222j 0.00278514+0.0141197j 0.0159868+0.0137016j 0.0244654+0.0286109j 0.00474153-0.0231088j -0.000940519-0.0176505j -0.0218622+0.0321054j 0.00164468+0.00241586j -0.0124659+0.00935162j -0.0167817-0.0125818j -0.0082304-0.00579688j 0.0235737-0.00978839j 0.00786351-0.00244175j -0.00991492-0.0138041j -0.0185387+0.0174011j -0.014154-0.00102245j 5.69978e-05-0.00736812j 0.0229483+0.00421834j 0.0275848+0.009665j -0.0115825+0.00131917j 0.00624142-0.0136412j 0.0238899-0.0181679j 0.00342764+0.00555505j 0.0108124-0.00364661j -0.0131827+0.0210016j -0.00619959-0.00285629j 0.000895859-0.00117152j 0.0207714-0.0123405j -0.00257989+0.00886049j 0.0118981+0.0130471j 0.0101214-0.00462467j -0.00846097+0.0050297j 0.023552+0.0172015j 0.00809887+0.00585031j 0.0245807-0.00632555j -0.0293016+0.0385453j 0.00669069-0.0109257j -0.0186857-0.00866277j 0.0343299-0.0263101j 0.0284879-0.0040607j -0.0143622+0.0405252j 
0.00284186-0.00127126j -0.00463069+0.000609811j 0.000656599+0.00206294j 0.00421892-0.00442542j -0.00628588+0.00309732j -0.00134848+0.0126502j -0.00440063-0.00940494j 0.00756732+0.0104955j -0.00205543-0.0202215j -0.00323352+2.08563e-05j -0.00758676+0.0122787j -0.0141379-0.00374571j -0.0207067+0.00342335j 0.0138064-0.00192835j 0.00304813-0.00505311j 0.000846875-0.00355566j 0.00645641-0.00442561j 0.0112913+0.00347925j 0.00160935+0.00918864j -0.00635277-0.00243493j 0.0207372-0.00812826j 0.000131055-0.000199073j 0.0130677-0.0195593j 0.00191725-0.0042325j -0.00977283+0.0023669j -0.00319793-0.00191685j -0.00417011-0.0105931j 0.00155057-0.000151091j -0.0136544-0.00250133j 0.0081503+0.0101309j -0.0156976-0.00303391j 0.00418764-0.0239701j 0.0161461-0.0175188j -0.00852673-0.000120344j -0.0121813+0.00463551j 0.011149+0.028984j -0.000248358-0.0187192j 0.0183489+0.0138102j -0.00712868+0.00837292j -0.00400832-0.00993431j 0.000756501+0.00990176j 0.00127626-0.0174487j -0.0193453-0.0105306j -0.00317373+0.0096254j -0.0054448-0.00502928j -0.0154529+0.0120386j -0.0101222-0.0111874j 0.002146-0.00309671j -0.000574456-0.00642021j 0.00432509-0.00318696j 0.0342624+0.0076277j 9.68061e-05-0.0194658j 0.00815095+0.00921988j -0.00278772+0.0043488j -0.00855158-0.0300574j -0.0176937+0.0328017j 0.00108605+0.00737849j 0.00375593-0.0221416j -0.00117257-0.01362j -0.0183155-0.0123092j 0.0121068+0.0158219j -0.0244376+0.0189882j -0.00531763+0.00276499j 0.0124466-0.00932705j 0.0153469-0.00507323j -0.0100422+0.00455343j -0.0147632-0.00341391j -0.00420266+0.00624034j -0.00703748+0.0030949j 
-0.0282362-0.0063281j -0.00793044+0.0316422j -0.00499472-0.00714001j -0.000991069+0.0245712j -0.0193611+0.0200856j -0.00812679+0.0170818j -0.0280752-0.00503031j 0.0144237+0.00962326j 0.000408343-0.0096909j 0.00108961+9.49957e-05j 0.00303173+0.000867641j 0.0120464-0.00991325j -0.01979-0.0325139j 0.00314644+0.0280571j -0.00652158-0.0206552j 0.013093-0.037451j -0.00619955+0.0393856j 0.0223847-0.0327129j -0.0124883+0.000142549j -0.00344209+0.0260603j -0.0228881+0.00502431j 0.00275086+0.00494754j 0.0242337-0.0171193j -0.00556726+0.00238142j -0.0152079+0.00822902j -0.0188161+0.00260078j -0.00794511+0.000211576j -0.00661233-0.00590738j 0.00407431+0.00987526j -0.00154482-0.015605j -0.0024206-0.0133522j 0.00895076-0.00322955j -0.0183998-0.00927113j 0.00764654-0.00216613j 0.0111238-0.0509965j -0.00736789+0.000355954j 0.024474-0.019965j 0.00613972+0.0233903j 0.0209979-0.000952394j 0.0275443-0.0168851j -0.0215672+0.0103491j 0.0121828+0.0337367j -0.0322524+0.0167575j -0.0253182-0.0306851j -0.030398-0.0147119j -0.0184351-0.0375126j 0.0564488-0.0224708j 0.00417039+0.0641355j 0.0214837+0.0351818j 0.000816784-0.0199888j 0.0193347+0.000473099j 0.00160294-0.00953183j -0.0184645-0.0145759j 0.0458827-0.000234753j -0.00160812-0.0472526j 0.0230409+0.00622469j -0.0128891-0.0116287j 0.0338213-0.0121301j 0.00991689-0.00781291j 0.014583-0.00107857j 0.0550229-0.00617276j 0.0389216-0.0125941j 0.0190499+0.0147802j -0.0153396-0.0304353j 0.0318857-0.0174234j 0.0203682-0.0217038j 0.0049674+0.0284667j 0.00288054+0.00885742j -0.00140999-0.00194128j 
0.00656837+0.00254909j 0.00139826-0.00383145j 0.00903357-0.00274312j 0.00786249-0.00260924j 0.0112356+0.00743517j 0.0114676-0.000533637j -0.00497859+0.0166202j 0.0163591+0.00411606j -0.000931277+0.00368308j 0.00800556+0.00154133j 0.00626514+0.0134903j -0.0105747+0.000623785j 0.00631802-0.00648488j -0.00183124+0.0190116j 0.0118534-0.0014808j 0.00206354+0.010182j -0.00792035+0.00727725j -0.00225371+0.0145121j -0.00211647+0.0117693j 0.00352086+0.00599363j -0.00248615+0.0213311j -0.00113808-0.00771444j 0.00496388+0.0147187j 0.00897686+0.00845656j -0.000916937-0.00649194j -0.0102961+0.0293487j -0.00307519-0.00530308j 0.0236972-0.0140623j 0.0119761+0.0112932j -0.00732278-0.00230811j -0.00388912-0.0110453j -0.0138551+0.0158145j 0.00582818+0.00584762j 0.0101121+0.0232246j -0.0267958-0.0103676j 0.0210169-0.00113276j -0.00315027-0.0107894j 0.0015837+0.00745402j -0.0232077+0.0137422j 0.000476751-0.0105779j -0.0122971+0.00245208j -0.00636943-0.00272941j -0.0103244+0.0156167j 0.0202988-0.0179632j -0.0117855+0.00410115j 2.16447e-05-0.00957043j 0.00509878+0.0207842j -0.00705461-0.00102574j -0.00223998+0.0163705j 0.00454672-0.011351j 0.00346429-0.00148031j 0.0122021+0.0117541j -0.00145175-0.0113894j 0.0050936-0.00178367j 0.00311232+0.00769744j -0.00145889-0.026943j 0.0236889-0.0157472j 0.0261564+0.0267045j 0.00386293+0.0044204j -0.00682355+0.013366j -0.0262449-0.0212975j -0.00455938-0.00566513j 0.00184287-0.00699151j -0.0149883+0.0105565j -0.0177297-0.00662335j 0.0127967+0.00696498j -0.00207041+0.0102869j 0.0219671-0.00270482j 0.00331667+0.00533382j 
-0.00774575-0.0125773j 0.0119135+0.0221783j -0.0204968+0.00853788j 0.0116013+0.00183155j -0.000857133-0.0140368j 0.00160542-0.0261699j 0.00570636-0.00490117j -0.0125403+0.00386718j -0.0057129-0.000312614j 0.00257066-0.00157073j -0.000761733+0.00107895j -0.0164513+0.00337144j 0.00806571+0.0148141j -0.00458909-0.0153715j 0.00361933-0.0209184j 0.0206368+0.0140668j 0.00649567-0.00246371j -0.0180664+0.0224536j 0.00413997+0.00974299j 0.0211051-0.00696768j -0.0250208+0.00260501j 0.00580964+0.0100822j -5.01102e-05-0.0160797j 0.00776868+0.00607198j -0.0137497-0.00155136j 0.0143926+0.0011003j 0.0144694-0.0010894j -0.00170405-0.00180833j 0.00299141-0.0129472j 0.0151991-0.0068411j -0.018553+0.0146817j -0.000926823+0.00346129j 0.0114547-0.00720328j 0.00249757-0.002048j 7.30671e-05+0.0127524j 0.000787775+0.017477j -0.00968854+0.00594352j 0.00808569-0.00588696j -0.00875486+0.00596062j 0.0302048-0.00144972j -0.00348515+0.00833518j 0.00899371+0.00237082j -0.00704909+0.00561086j -0.00589817-0.0354154j -0.00118757+0.00301793j 0.0080121-0.0115912j 0.0161684-0.0169941j 0.000744938-0.000310897j 0.00770956-0.00449049j -0.00268973+0.0371147j -0.0121506-0.00362386j 0.00448815+0.0268356j -0.000939114+0.00833959j -0.0115669-0.0163074j 0.00340088-0.00239454j 0.00631703+0.0197602j -0.00722461+0.0114414j -0.0135618+0.0153383j 0.00129544+0.0182656j 0.0132713+0.00811983j -0.00400796-0.00819318j 0.0261764-0.00115636j 0.019683+0.0148422j 7.2185e-05-0.0163325j -0.00516555-0.00335726j -0.0126387-0.00958097j 0.00564665-0.0118402j 0.0136301-0.0228653j 0.0052771+0.0115688j 
-0.0106911-0.015957j 0.00526063+0.0101977j -0.0242888-0.0072794j 0.0041236+0.00388493j 0.00471389-0.00724704j 0.00265818+0.000511617j -0.00331519-0.00443885j -0.00136011-0.0119155j -0.00485555+0.0106403j -0.00581869-0.00403805j -0.00525179+0.0169273j -0.0102782+0.0114551j 0.0133566+0.00539472j 0.00174418-0.0108519j -0.00717175+0.00825943j 0.00683651-0.00545854j -0.0254019+0.000174065j -0.00761029+0.00472205j 0.000196261-6.52467e-05j 0.0184705-0.0104562j -0.00209439+0.000696968j 0.0223207+0.031152j -0.0199892-0.0218986j -0.00984076+0.00370573j 0.00403583-0.00347058j 0.00247576-0.00781863j 0.0143544-0.000680527j 0.00454206-0.0106836j 0.0115665-0.0154455j -0.0208628+0.00316986j -0.0104593-0.00431732j 0.00935186-0.0119445j -0.0114974-0.00128624j -0.00620174+0.00589872j -0.0314255+0.0372637j 0.00559892+0.0010969j -0.0116929+0.0185572j -0.00101274+0.0177198j -0.00812044-0.00340373j -0.00382549+0.016211j -0.00796338-0.00137823j 0.0204462+0.0211955j -0.0492095-0.00259183j -0.0108185-0.0194158j 0.00997053+0.0137933j -0.0112934-0.0297276j 0.00526419-0.0112543j 0.0221988+0.00728596j 0.0170906-0.0103535j 0.0277037+0.0319455j -0.015552+0.00515765j 0.0330948+0.0347257j -0.0147137+0.0210623j -0.0183791+0.015005j 0.00453606-0.0120624j -0.0229737+0.0284804j -0.0209842+0.0207858j -0.00773617+0.0178717j 0.00247873-0.00371651j 0.00170783+0.00718873j -0.0195809+0.00164135j 0.0204962+0.0191496j 0.0231603+0.00977371j 0.00189259-0.00174317j -0.0230103-0.0149785j -0.0194646-0.0133679j 0.00530979-0.0259784j 0.00839305-0.0188571j 0.000104936+0.0165188j 
-0.00931409-0.0200037j 0.00675946+0.020221j -0.0192516+0.0116285j 0.0102227+0.014232j -0.0157442+0.00397543j 0.000369418-0.00982918j -0.00546308-0.0081616j 0.00878386-0.00358757j -0.00434797-0.00206166j -0.00192609+0.00291232j -0.0180879+0.00175843j 0.000785468-0.00102292j -0.000854987+0.00187418j 0.00629935+0.00223878j 0.0129608+0.0130647j 0.00866158+0.0109342j -0.0165984-0.00789878j 0.00516928+0.0144118j 0.0127329-0.000938212j -0.00469327+0.000219173j 0.000722901+0.00306117j 0.011786+0.0214188j 0.012777-0.00749926j -0.00427639+0.00934398j -0.0103681+0.00927949j 0.0253936-0.00471655j 0.00623253+0.0032557j -0.00808589+0.00403197j -0.0103069+0.00515058j -0.00166445-0.00302421j -0.000715646-0.00906946j 0.00995933-0.000108637j 0.0030045-0.00304094j 0.00681796+0.000428841j 0.00415682-0.0121923j -0.0134926+0.0106907j -0.00646881-0.00444785j 0.030678+0.00172732j 0.014856-0.00640398j 0.0176182-0.00542479j 0.00405907+0.0124279j 0.0117718+0.00131468j 0.0291366+0.00621322j 0.0032482+0.00247951j 0.00930084-0.0186138j 0.0161211+0.00186707j -0.00986688-0.0110754j -0.00698987+0.00257191j 0.00438764-0.0234327j -0.0187999+0.0126562j 0.0331284+0.0129724j -0.0166564+0.011242j -0.0248372-0.0041835j 0.00859371+0.00311541j -0.00945115+0.00423098j 0.0214381+0.0217337j -0.0081013+0.00440709j 0.0132468+0.000282187j 0.0130519+0.00625769j 0.00644289-0.000766506j 0.00738779+0.0138194j 0.0220248-0.0117154j 0.00192222+0.0114836j 0.0101034-0.0259269j 0.0095964+0.0108478j -0.00782996-0.00440036j 0.00148504+0.0072484j 0.00365319-0.0118729j 0.00245505+0.00174721j 
-0.0092051-0.0123336j -0.0131914-0.00122256j -0.00442518-0.0163019j -0.0140763+0.0172038j -0.0266217+0.0166917j -0.00324875+0.0103749j -0.00670813-0.00222622j 0.00592057+0.00417123j -0.00742579+0.00512331j 0.00603807-0.00412721j -0.0127259+0.0315831j -0.0152066+0.022074j 0.0036941-0.000558446j -0.00490387+0.00506379j -0.00315715-0.0066873j 0.0167474+0.0140106j 0.0171921+0.0125447j -0.00805267-0.0198151j -0.0135217+0.0123429j -0.00729297+0.0192131j 0.00700466+0.00254118j -0.00188042-0.00791883j 0.0286928+0.00771784j 0.00206897+0.00855422j -0.000104027-0.00120596j -0.0121964-0.000163151j -0.00176428+0.00967277j 0.0169678+0.00312069j 0.00339525+0.00949538j -0.000850155-0.0152916j -0.00184056+0.0133669j -0.00315847-0.0291807j 0.0225903-0.0172009j 0.0129938+0.0105321j 0.0137826-0.0302319j 0.00107241-0.00821058j 0.00226324+0.00088542j 0.00347579-0.00735552j 0.0113655-0.00528181j 0.0101806-0.0200735j 0.00326481+0.0096571j 0.00728186+0.00763101j 0.00107028-0.00122222j -0.00411079+0.0202459j 0.00733125-0.0184188j -0.00324366-0.00714226j -0.00378195+0.00211791j 0.00131541+0.0197746j 0.00124931-0.00459656j -0.0073092-0.0270416j -0.0302395-0.00770067j -0.0194886-0.0164384j -0.00688045-0.014099j 0.0317965+0.0264469j 0.00220105-0.00515709j 0.0209263+0.0152699j -0.00380538-0.00769019j 0.0316705-0.0176628j 0.0170028-0.00825164j 0.000194051-0.00726941j 0.0196844+0.0245676j 0.000754049+0.00209679j -0.00504665-0.00337106j 0.00182026-0.00511169j 0.0136441+0.00607643j 0.00118991+0.00133053j -0.00254561+0.0124646j -0.00264575+0.0111258j -0.00373879-0.00425795j 
-0.0122276+0.00609829j -0.00693422+0.0108147j 0.0184339-0.000503043j -0.00670545+0.00187548j -0.0134248+0.00997449j 0.00395741+0.0188829j -0.00954833+0.00992428j -0.010282+0.00804604j -0.00915027+0.00959586j 0.018348+0.0130664j 0.0087133-0.00709546j 0.0072293-0.00176128j -0.0146655-0.00866874j 0.00106809-0.000689705j -0.0213224-0.0362316j 0.0118154-0.0200724j 0.0196775+0.00926153j -0.00101289-0.0022119j -0.0144915+0.00927801j -0.00838697+0.00223498j -0.0148546-0.00312092j 0.00230983-0.00385858j 0.0123315+0.0250859j -0.0194786-0.00722412j -0.00220054-0.0036148j -0.0350405-0.00893038j 0.00327846+0.00406447j -0.00346312+0.00213385j 0.0075488+0.00187857j 0.00946557+0.0045958j -0.014391-0.00252866j 0.00768378+0.0165214j -0.00202781-0.0137183j -0.00827994-0.00177495j 0.00794177-0.0127174j -0.00790714+0.0102333j -0.00394214-0.00218668j 0.0136216+0.0120224j 0.00809931+0.00379313j -0.0101958+0.0146621j 0.00976716-0.0116634j 0.0122289+0.0401587j 0.00501539+0.0229815j -0.0153265+0.00257505j -0.00324536-0.0145311j 0.007181-0.00302879j 0.00981265-0.01125j -0.00805434+0.0263732j -0.00307358+0.0117731j -0.0336267-0.0201379j 0.0106064-0.0208946j 0.002778+0.00895196j 0.0128543-0.00838999j 0.0136701-7.9133e-05j -0.00305606-0.0211176j 0.00899105-0.0199092j -0.00641384-0.00340399j 0.0132408-0.000409809j -0.0210955-0.0190346j 0.0171061+0.0108836j 0.0334678+0.00150827j 0.0237474-0.0063354j -0.0219738+0.0101635j -0.0179608-0.00309649j 0.00985862-0.0118494j 0.0197875-0.0126375j -0.00222286+0.0131616j -0.00883873+0.0138149j 0.00882437-0.00359815j 
-0.0108937-0.0154486j -0.000907247-0.00546828j -0.0150793-0.0111671j -0.0186334+0.0133674j -0.0174771+0.00307027j 0.00804064+0.00308519j 0.00142707+0.00481365j 0.00700581-0.00574645j -0.00345844+0.0149991j 0.00929959+0.00446737j 0.00519534+0.00833885j -0.00506034+0.00656468j 0.00437275-0.00519606j 0.00692163+0.00235612j 0.00831044-0.0123954j 0.00701294+0.00774224j -0.00727915-0.0190969j 0.000188787+0.0262908j 0.000738631+0.0339644j -0.00971121+0.00935112j -0.00496353-0.000875706j 0.00988676+0.00875121j -0.00836548+0.00914521j 0.0160997+0.0111105j 0.039635-0.000121109j -0.006538-0.00336363j -0.00250137+0.00994887j 0.0229628-0.00166788j -0.0128185+0.00693004j -0.00497737-0.0108933j 0.00224048+0.00471554j 0.0130331-0.000288429j -0.00178071+0.0135124j -0.0202122-0.00934814j -0.00634221+0.00119861j -0.019127+0.00825063j 0.00503589+0.00950068j -0.00125771+0.00927439j 0.00682721+0.0153088j 0.00527931-0.0156558j -0.0026851-0.00993125j 0.000894532+0.0279903j 0.0159845+0.00722706j -0.00623827+0.0212702j -0.00994792+0.00406167j 0.015803+0.0115275j -0.0141886+0.0172222j -0.0219773+0.0155592j -0.019446-0.00199158j -0.000326577-0.007896j -0.00310056+0.0135657j -0.0106245-0.00773304j -0.0134373-0.0130681j 0.00102318+0.00706953j 0.0273878-0.00505208j 0.0103848+0.00848378j -0.0112654-0.00520747j 0.00369341-0.00774606j 0.00614753-0.0032443j 0.0114186+0.0100025j -0.0157185+0.011504j 0.0161977+0.00817239j -0.0128172-0.00313748j -0.0220581+0.00576139j -0.00195724-0.000957203j -0.010931-0.00626927j 0.018742-0.00547989j 0.00239792+0.014721j -0.0224619+0.0214284j 
-0.00749776+0.0015528j 0.00132577+0.00231847j 0.00272223-0.0110214j -0.0170251-0.00269741j -0.0119293-0.000856107j 0.022708-0.00947766j 0.00304486+0.000151031j -0.00762345+0.00813129j 0.00498743-0.00516767j 0.0018153+0.0117968j -0.0242561-0.0163521j -0.000850178+0.00503322j -0.000374605+0.0194955j 0.00277702+0.0202886j -0.00889784-0.00661729j -0.0114851+0.00767766j -0.0135544-0.0130346j 0.00710437-0.00427339j -0.0107781+0.016292j 0.0289143+0.0145772j -0.00599299-0.024652j -0.00935473-5.50126e-05j -0.00918662+0.0292907j 0.0209111-0.00813212j -0.00227356-0.0175052j -0.0098715+0.0127059j 0.00500924+0.0155438j 0.0117435-0.00320745j 0.000733992+0.0137828j -0.00402857+0.00876815j 0.00848767-0.0125966j -0.002928+0.0098429j 0.0182832-0.0264372j 0.0155971-0.00409898j 0.00605635+0.00835775j -0.00916736+0.000950078j 0.00918457-0.00143353j -0.00833418+0.00272567j -0.00828724+0.00980483j -0.0345907+0.0150175j 0.0357723-0.00463296j -0.0244364-0.0057749j -0.0162689+0.0151337j -0.0129328-0.00948827j 4.93628e-05+0.00237086j -0.0166303-0.00794507j -0.0247289+0.0302813j -0.0152751+0.0117829j 0.00571794-0.0157867j 0.021957-0.00473128j 0.0093301+0.00785157j 0.0151303+0.0144994j 0.00441961-0.0292946j 0.00019561+0.0240017j 0.0125631+0.0122975j -0.00398475-0.0138111j -0.0138697+0.00495156j -0.00386259-0.00352638j -0.000575984-0.00865067j 0.00605876-0.00508408j -0.0286652-0.00463625j -0.00661041-0.00337524j -0.0130426+0.00728517j -0.026014+0.0310472j -0.0292486+0.00516051j -0.00132984+0.00466986j 0.00637224-0.00709421j -0.00839873+0.0123304j -0.0162144+0.00102308j 
0.00442044-0.00153265j -0.0102362-0.0249212j 0.00223718-0.0188695j -0.0258903-0.0012673j -0.000689153+0.000733936j 0.00875543-0.00206117j 0.0244112+0.0137823j -0.0109639-0.00293598j 0.0158842-0.00370851j -0.000472069-0.00662652j 0.010159-0.000962878j 0.0118883-0.00287735j -0.0168966-0.0111019j -0.0190911-0.00503071j -0.0247783+0.0181236j -0.0172227-0.0102401j 0.00103796-0.0075241j 0.0138699-0.00825015j -0.00691398+0.012544j 0.0160575-0.006075j -0.0180885-0.00877055j -0.00228928-0.00354264j -0.00864177-0.0285161j -0.000296102+0.0151946j 0.00658618-0.0127601j -0.00528479-0.0211367j 0.00285916+0.0116993j 0.0075509-0.00561819j -0.00724466-0.00471085j -0.00165228-0.00849781j -0.00745451+0.00082459j 0.00314915+0.00918611j -0.00529346-0.00416643j 0.000432221-0.0089471j -0.0122117+0.0117123j 0.00348183+0.00526778j 0.00557292+0.000561256j -0.0151619-0.00180693j -0.012252-0.0154218j 0.00691727-0.0141988j -0.00699436+0.00691917j -0.0241054+0.0118118j -0.0252601+0.00461961j -0.0125676-0.021472j -0.0194881-0.00519893j 0.00211254-0.0165666j -0.0104612+0.00430526j 0.00499166-0.00386389j 0.0251394+0.0326758j 0.0163896-0.00801386j -0.00834863-0.00448785j 0.00207465-0.0114877j -0.00696624+0.0288463j -0.00260657+0.0150331j 0.0154653+0.0076294j -0.00891222-0.00939073j 0.00176581-0.00359565j -0.00142679+0.0159974j 0.00073573-0.00653185j -0.0155796+0.0113606j -0.00920629+0.000145174j -0.0196892-0.00262467j 0.0129647+0.00057017j -0.00133227+0.0107694j -0.0101146-0.00521719j 0.000555502-0.0132688j 0.0157884-0.0148243j -0.010707+0.00473273j 0.00813366+0.00154038j 
0.00247158+0.000419146j -0.00358245-0.0125233j 0.00455111-0.0144825j -0.0203522-0.000430712j -0.00145212-0.0019092j 0.00872294-0.00226146j 0.0186557+0.00544729j 0.0137233-0.0118433j 0.0076051+0.00123203j 0.0140317-0.0146205j 0.00798026+0.0288473j 0.0147859+0.00247899j -0.00510617+0.0048927j 0.00316736-0.0116485j -0.00677162-0.00768871j 0.000390915-0.0106622j -0.00998147+0.0130448j 0.00076283-0.00910647j 0.00618928+0.000971573j 0.00969099+0.00731498j -0.00705454-0.00207488j -0.00102399-0.0090768j 0.00233663-0.0210626j 0.00115575+0.0058795j -0.00421515-0.0138607j -0.00910513-0.020455j -0.00229164-0.00637334j -0.0164664+0.0126307j 0.0146125+0.0143742j 0.00789195-0.00939047j 0.00922047-0.00708026j -0.00287516+0.00525067j 0.00681147+0.00187641j -0.00749497+0.0040672j -0.00593356-0.00785414j -0.00228384-0.0079814j 0.0114732-0.00314819j -0.0119945-0.0149068j 0.00598074-0.0101009j 0.00283423+0.000450364j -0.0024299+0.0079009j -0.0138079+0.00961008j -0.00894491+0.0107482j -0.0164884+0.00268414j -0.00329757-0.00909516j 0.00243998+1.01275e-05j 0.00616654-0.0118721j -0.0024787+0.00887887j 0.00116887+0.0132194j 0.00507701-0.00251799j 0.00455172-0.016266j -0.00680264-0.00928272j 0.00855114+0.0216991j -0.00342802+0.0041j 0.00830541-1.32514e-06j -0.0046328-0.00880758j -0.000553461+0.00143993j 0.00566705-0.000703266j 0.00488057-0.000796205j -0.00684065-0.00101472j 0.0127534+0.00466122j -0.0142342-0.00278599j 0.00665986-0.00293917j 0.00171278+0.0062427j 0.00879315-0.00667427j -0.00194868-0.00582229j 0.0115794-0.00731388j -0.000352128+0.00815838j -0.00266759+0.0102493j 
0.00531043+0.0154733j -0.0260954-0.0308994j 0.0245054-0.0184293j -0.0412948-0.00990235j -0.00306258+0.00732826j 0.0242105+0.0285364j 0.0074855+0.0169114j -0.00125186+0.0178157j 0.0147407+0.017791j 0.0280842-0.0156771j -0.00605061+0.0106829j 0.00676808+0.0189649j -0.0158804-0.00233175j -0.0058186+0.00465563j -0.0136567-0.0241007j -0.0148612-0.00579606j 0.014782+0.00942262j 0.0120709-0.00871014j -0.00714018+0.015862j 0.00061687+0.0150641j -0.0148835-0.00820769j -0.0110171-0.000889619j 0.025146+0.000124184j 0.0248114-0.0038126j -0.00251813-0.00548464j -0.0468689+0.00015685j 0.00388312+0.0184797j 0.00860301-0.00971455j 0.00757586+0.0143122j -0.0192647-0.00360488j 0.000775141-0.00479475j -0.00278648+0.00365176j -0.00832305-0.0254767j -0.0171683+0.000528886j -0.0192703-0.013401j -0.001318+0.0246308j 0.0134451+0.00109267j -0.0149157+0.0169155j 0.00470955-0.0227883j -0.0154061-0.00617054j 0.0229748-0.0149533j -0.0158204+0.054874j 0.00511936-0.00397179j -0.0274899+0.00224644j -0.0273591-0.0126051j -0.0191213-0.0443598j 0.0044012-0.00680325j 0.00286905+0.0013114j 0.00443365+0.00574666j 0.00547872-0.0160148j 0.00089078+0.0106574j 0.00741039+0.00465601j -0.0033007+0.017647j 0.0250651+0.00273788j -0.0025519-0.0167946j 0.00494859-0.0263343j -0.0116987+0.00777971j 0.0254368+0.0123854j 0.0291395-0.0233849j -0.00188581-0.0060838j 0.0298928+0.0019024j 0.00132785-0.00754203j -0.0100588+0.0253197j -0.0203798+0.00347659j 0.0250103-0.0212803j 0.0248359-0.0199638j 0.0199819+0.00349768j -0.00279377+0.032545j 0.00367675+0.00419126j 
