0.00755332-0.0168089j 0.00657687-0.033927j -0.0213171-0.0220048j 0.0147278+0.00371959j -0.00734495-0.000859644j -0.00764399-0.0058728j -0.0207034-0.0174809j -0.0198819-0.0269578j -0.00797565+0.00378305j -0.00806614-0.02356j -0.0285992-0.011597j -0.00730554+0.00641256j -0.00344469+0.0175367j 0.00175955-0.000553425j 0.014414-0.0311079j -0.0153084-0.0170427j 0.0105521-0.0209973j -0.00978672+0.0146078j 0.00134852+0.0162209j 0.00427041+0.0354376j 0.00614621-0.0114141j -0.0072723-0.0243124j -0.00158822-6.19782e-05j 0.00301394-0.0247237j -0.0290449-0.00609594j -0.0239999+0.00239395j -0.00907449-0.0538656j -0.0211356+0.0108152j 0.00690049+0.00462157j -0.0152978-0.00101503j -0.00158341-0.061131j -0.0113964+0.0156188j 0.00972812+0.0186596j 0.0230658+0.00198099j -0.00383387+0.0258458j -0.00701551+0.0170963j -0.0103667+0.0189089j 0.00103605+0.030393j -0.0438264+0.0252401j 0.0194681+0.00382591j 0.012171-0.0376665j 0.0306445-0.0431472j -0.0211859+0.0160346j -0.00681797+0.0102776j -0.0229276-0.0222181j -0.011517-0.025028j 0.0662376-0.0441254j -0.0420633-0.0168079j 0.0120025-0.0307309j -0.0248836+0.0313735j -0.0461688+0.116777j -0.0945954+0.0818873j 
-0.00636093-0.007526j -0.0110032+0.00555993j 0.00118704-0.0211582j -0.00321146-0.00562335j -0.00428468+0.00442471j 0.00857664-0.0266852j -0.0122918+0.0026962j 0.0184455+0.0117765j 0.00875188-0.0179441j 0.000819661+0.00327929j 0.0139558+0.00453709j 0.011926+0.00316058j -0.00468139-0.00469184j -0.0036242+0.00456448j -0.00166161+0.0139048j -0.00484332+0.022386j 0.00990833-0.0165922j 0.006363-0.00723584j 0.0104919+0.00472189j -0.00282168-0.00194654j -0.00540716-0.0018953j -0.00432425-0.00107056j 0.00297345-0.00138214j -0.000854866-0.00189994j 0.000591057+0.00101161j 0.00376985-0.00908167j 0.00333855+0.00374113j 0.00362018+0.0117813j -0.00708022+0.00897817j 0.00746002-0.00806302j 0.00845901+0.00696291j -0.00741222+0.00653443j 0.000913707-0.0104469j 0.00997711-0.00788435j -0.00299784+0.00226121j 0.000190258-0.00695405j -0.0046684+0.00752457j 0.00430582-0.0140289j -0.00380004-0.000355132j -0.0039927+0.00702848j -0.00735105+0.00441669j -0.00246157+0.0114507j -0.000374346-0.000905406j -0.00493114-0.00202488j -0.0126775+0.00309763j -0.00722437+0.0136021j -0.00942635+0.001454j 0.00669567+0.00917512j -0.00713981+0.00282654j -0.00045295+0.00290603j 0.00759605-0.0102952j -0.00232237-0.00123345j 
1.78713e-05+0.00144037j 0.0199541+0.0115868j 0.00102264+0.0291428j -0.0135603-0.00685943j 0.00790952+0.00218577j -0.0119544+0.0271617j 0.0273778-0.00412415j -0.00772316-0.00595906j -0.00381155+0.0151264j 0.00236957+0.00696973j 0.00104473-0.00139425j 0.00191543+0.00990593j 0.00890852-0.00265891j 0.0108157+0.000794739j -0.0157121-0.00507741j 0.00249132-0.0197593j 0.0136824+0.0126461j -0.016012+0.0016555j -0.0117352-0.00151482j -0.0178052+0.00946279j 0.0121913+0.0130743j 0.00340874-0.00696044j -0.00779029+0.00189209j -0.00134079-0.00565424j 0.00327915-0.00533469j 0.00878219+0.00866247j 0.00219185-0.00404655j -0.0131661+0.00122997j 0.00546486-0.000872326j -0.00499415+0.00170605j -0.0129667-0.0129865j 0.00943549-0.00780626j -0.00209833+0.00570196j -0.000898402+0.0102516j 0.00247455+0.00715037j -0.000828114+0.0100793j -0.000746483-0.00654009j 0.00804178+0.00548229j -0.0023339-0.00166024j -0.000726849-0.00254048j 0.00896166-0.00622134j 0.00117936-0.00785705j -0.00234156-0.00600989j 0.00268473-0.00242074j -0.0064733-0.00192113j 0.00491912-0.00432887j 0.00693122-0.0066256j -0.00694594-0.0121389j -0.00597341+0.00179434j 0.00325023-0.00783952j 0.00578332-0.00174435j -0.00240483+0.0107784j 
0.0138009-0.000201235j -0.0117742+0.00905813j 0.0417669+0.0075662j -0.028849+0.0209099j 0.0281597+0.00261285j 0.0151171-0.00938056j -0.000961956+0.0178299j 0.0143756+0.00453719j -0.00534738-0.0154983j -0.0056517-0.00367537j 0.0248746-0.00371247j 0.0191043+0.0125533j 0.00136888+0.00735366j 0.00572883+0.0171208j -0.0235803-0.00580742j 0.00329742+0.0175862j 0.0150962+0.0173079j 0.00636117+0.00773964j 5.41272e-05-0.00498166j 0.00758163+0.0104468j -0.00440543+0.00165624j 0.000617205-0.0124561j 0.00175791-0.00036053j -0.00400475+0.00554844j 0.0231164+0.000433908j -0.000935288-0.0165456j 0.0169819+0.0302064j -0.0098887-0.00661253j 0.00583577-0.010134j -0.0165208-0.0215688j -0.00453509+0.00202987j -0.0220954+0.00597316j -0.00131366+0.00679123j -0.0110631-0.0020044j 0.00350863+0.0039023j 0.000353901-0.0110799j -0.00185667+0.00744223j -0.00632119-0.00347816j 0.000574083-0.0190309j -0.00797772+0.00415506j -0.00488289+0.015707j -0.00422925+0.0170765j 0.00501345-0.0106779j 0.00213571-0.00995785j 0.0169093-0.0036282j -0.0188233+0.00152343j -0.0240235+0.00287089j -0.000701598-0.0170684j -0.00822673+0.000843207j -0.000979453+0.0106695j 0.0138487-0.0225853j 0.00639547+0.0051025j 
-0.0148684+0.00754806j 0.0162548-0.0146719j -0.0272068-0.00786114j 0.0193785-0.0239253j -0.0112445-0.0150451j -0.0116835+0.0209166j 0.0140146+0.00290582j -0.00863378-0.0212537j -0.0103154-0.000373792j -0.00688421-0.000635046j -0.0125709+0.00721358j -0.0256144-0.00522349j -0.00524077+0.014904j 0.00115059+0.00317079j 0.0063733+0.00884048j -0.00211529-0.0186964j -0.00660763+0.00830344j -0.0036122+0.0106859j -0.0056036+0.0138999j 0.00539908-0.00531018j 0.00706091+0.00161548j -0.00054798+0.012918j -0.00868462+0.0232098j -0.00045231-0.00191642j 6.25184e-05+0.00745147j 5.64855e-05+0.0114059j -0.0197272-0.0126898j -0.00063424-0.00226722j -0.0147026+0.00171269j 0.021713+0.0181902j -0.00753557-0.0066514j -0.00724878-0.0113347j 0.0207744-0.00273244j 0.0052068+0.00780881j 0.00358037+0.00826814j 6.76901e-05+0.00470589j 0.00930556-0.00491651j 0.00185897+0.0007536j -0.00429131+0.00337364j 0.00161464-0.00543874j 0.00467321-0.0148639j -0.00259349-0.0146921j -0.000127307+6.65379e-05j 0.00172838-3.83551e-05j -0.00245075+0.00308893j 0.00931916-0.00057269j 0.0125802-0.00290612j -0.0121073+0.00043593j 0.0133544-4.19267e-05j 0.00982108-0.0102928j -0.0115279+0.0167123j 0.00557487-0.00551003j 
-0.0133509-0.00634333j 0.00630054-0.00456914j -0.0174523-0.0176751j -0.00199663-0.0340147j 0.00103993-0.0219038j -0.002379-0.00543016j -0.00982702+0.0195661j 0.022896-0.0129745j 0.00212966-0.0288806j -0.018451-0.00451251j 0.0166873+0.0101953j 0.0026627+0.00325825j -0.00716394+0.0138552j -0.0041976+0.0161891j 0.000589443+0.0118035j -0.0100134-0.00108807j 0.00479963-0.00654318j 0.00458986+0.020659j 0.0022499+0.00052744j -0.00205047+0.00619146j 0.00766776-0.00404359j -0.00783253-0.000753067j -0.0141924+0.00116266j 0.000248627+0.00346886j 0.0029655-0.00572647j 0.00946747-0.000776364j -0.00873974-0.00422574j -0.0160874+0.0125109j -0.0103258-0.00734268j 0.0156464+0.00891167j 0.000433935-0.00556411j -0.019966+0.00101419j 0.0206476+0.00271322j 0.0105513+0.000604074j -0.00044584-0.00100802j -0.00212128+0.00665951j 0.00316842+0.0154532j 0.00622346-0.00228046j -0.00433168-0.0031868j 0.000449979+0.00353032j -0.00080695+0.000274835j 0.00498324-0.0158567j -0.008276-0.00732669j 5.02559e-05+0.00747216j -0.0034722-0.00816271j -0.0155911-0.00553782j 0.000972391-0.0159669j 0.00621838-0.00491514j 0.00330756+0.00787842j -0.00796195+0.00915395j -0.000176491+0.00891732j -0.00885637+0.010851j 
0.00821397-0.00292287j -0.017198-0.00914429j 0.000741882-0.0078628j -0.00271105+0.0139894j -0.00898723+0.0121716j -0.00438547+0.00130333j -0.0252752-0.00730009j -0.0154841+0.012979j -0.0123548+0.0222082j -0.00118497+0.00299184j -0.00277363-0.00226482j -0.0199223+0.00636124j -0.000528971-0.00181913j 0.00824628+0.0113986j 0.0173376+0.00113402j 0.0141715+0.00341958j 0.00184161-0.0119742j 0.00746906-0.0129502j -0.00762466-0.0123941j 0.00946429+0.00612049j 0.00355284+0.00202371j -0.0128577+0.0101225j 0.00574569+0.00366603j 0.0112263-0.00532236j 0.00422455-0.00349403j -0.0113635+0.00496076j 0.0163019+0.00697447j 0.00561885-0.0141947j 0.00899124+0.00171203j -0.00289688+0.0054105j 0.00767909+0.0121833j 0.00159858+0.0124501j -0.000133352-0.00317188j 0.00894336+0.0148665j 0.0037312+0.00302757j -0.0123918-0.0153551j 0.00656159+0.0138223j -0.00421887+0.00177683j 0.00486219-0.0232903j -0.00689893-0.00312505j 0.00494752-0.0176283j -0.00396628+0.00225167j 0.00552322+0.00468188j -0.00132804-0.00286716j 0.00281706-0.00243999j 0.00613082-0.00675971j 0.000661985-0.000372614j 0.0126178-0.002848j -0.000859633-0.00516218j -0.00353262+0.00421858j -0.00120314+0.000667852j 0.000957433+0.00309939j 
0.0149114+0.0213649j 0.0137055+0.00618558j 0.0284018+0.0115879j -0.00143532+0.0073622j -0.00618821+0.0024068j 0.0136781+0.0204879j 0.0257623+0.00263239j -0.00379308-0.0196351j -0.00444613+0.00265367j -0.008404+0.00863882j 0.0020655+0.00200542j -0.00113465-0.00363497j 0.0145674+0.0132581j -0.0125916+0.00692364j 0.000997398+0.00184762j -0.0203001-0.0282456j -0.0130646+0.0221193j 0.000528475-0.0048741j -0.000367702+0.00901362j 0.00344541-0.000843698j 0.0011379-0.0010384j -0.00394874+0.0116573j 0.0151323+0.00447684j -0.00072945+0.00672176j 0.00403482-0.00412834j -0.00662828-0.0136179j -0.00747121+0.00262382j -0.00970478-0.00644642j 0.0112007-0.00843778j -0.0146571-0.000418149j -0.0143363-0.0024245j 0.0185473-0.022373j 0.00379893+0.0142888j -0.0105283+0.0204721j -0.004147-0.00432643j 0.00143103+0.00498403j 0.0134474-0.00283958j 0.00513203+0.00546169j 0.00891933-0.0157325j 0.00306892+0.00332717j -0.000945624+0.0130367j -0.00618857-0.001792j -0.00225979-0.00903547j 0.00388007+0.00447493j 0.00959919-0.00934003j 0.00312541-0.0108824j -0.00169544+0.008491j -0.0139793-0.00804756j 0.000330489-0.00439761j 0.0198758-0.00219673j 0.00518241-0.0106415j 0.0123641-0.00451626j 
0.00802838+0.00160679j -0.00622791-0.00103229j -0.0158154+0.011014j -0.00191928+0.0175009j 0.00165725+0.00294748j 0.0136367-0.000504562j -0.00355575-0.031157j -0.0209053-0.00486954j 0.00848662+0.0155742j -0.00934816+0.0123431j -0.00195775-0.00353928j -0.00494718-0.00970826j 0.0179613-0.0190384j 0.0102424-0.00402738j -4.09759e-06+0.00273813j 0.00552385-0.00249546j -0.0103556-0.00392541j 0.00315521-0.0021468j 0.00249608+0.000145167j 0.0179645-0.0117342j -0.00608579-0.000767598j -0.00232119-0.00409607j 0.00618647+0.0111506j 0.00958916-0.00440604j 0.00194707-0.00914452j -0.0101878+0.00611172j 0.00615837+0.0110219j -0.0120968-0.00530608j -0.0061986-0.00231032j -0.003025-0.00152453j 0.00488206+0.00097752j -0.00109898+0.0208679j 0.000366048+0.0106839j -0.0197049-0.024366j -0.00498078-0.0304106j 0.00626483+0.0111403j -0.00264689-0.00989993j -0.000727738+0.00810555j -0.00153178+0.0223398j 0.00619831+0.00529024j 0.00526041+0.0117654j 0.00262598-0.00632459j -0.0086255-0.00331726j 0.00140148-0.00649979j 0.00325611-0.00682546j 0.0116181-0.00817652j 0.0014222-0.000952501j 0.00330551+0.00355381j 0.00897899-0.00121733j -0.00245601-0.000251619j -0.00482663+0.00656017j 0.000664467-0.00195229j 
-0.005839+0.0107902j -0.00156005+0.00055468j -0.00060364-0.0110126j 0.013456+0.000978335j 0.000541865+0.00118532j -0.00583487+0.0120994j -0.0106468-0.00226566j -0.000511399+0.00114128j 0.00741171+0.0100319j 0.0061795-0.0049457j 0.00167071-0.00493854j -0.00488004-0.00097929j -0.00768596+0.00287618j -0.0109584+0.000666898j -0.00579031-0.00209319j -0.0102738-0.00180809j -0.00668323+0.00260656j 0.00175498-0.00786337j 0.00105464+0.00935291j 0.00300997+0.000613917j -0.0118167-0.00876837j -0.000637489-0.00487935j -0.00379794-0.00704985j -0.00684688-0.00143643j -0.000861118+0.010657j -0.0114596+0.00406051j 0.00472655-0.00837302j -0.00753553+0.00480541j 0.00352536+0.00062699j 0.00891256-0.0132053j 0.00227499+0.0115772j 0.00793049-0.014146j -0.0085559+0.0151963j 0.0126137+0.003222j 0.000489058-0.00945198j 0.00231007-0.000999268j -0.00628935+0.00180402j 0.0127067+0.0113542j -0.000111962-0.00330588j 0.00279975+0.00159419j 0.0133634+0.00136085j 0.00533981-7.84952e-05j 0.00796464+0.0115181j 0.00427234+0.00980183j -0.000131099-0.00139412j 0.0106212-0.00738087j 0.0033338-0.000916276j -0.00156349+0.00301332j 0.003287+0.00119979j -0.00217429-0.00164387j -0.00504717+0.00332893j 0.000347905-0.00202473j 
0.00469351-0.000108118j 0.00366367+0.0039766j 0.000913548+0.00610093j -0.00856914+0.00127559j -0.00466064+0.00978583j 0.000355506+0.00875814j -0.000327373-0.0077645j -0.00400083+0.00256724j 0.000521074+0.0157378j -0.00311896+0.00716323j 0.00143375-0.00256048j -0.000106455+0.00542703j 0.00371569-0.00436517j 0.00519129+0.00740761j -0.00465698+0.00107437j 0.00466005-0.00764385j -0.00242448+0.000266709j -0.000593073-0.00504184j -0.00482937-0.00185776j -0.00013835+0.00172991j 0.00165226+0.00722408j -0.00217294+0.00174841j -0.00054095+0.00419899j 0.00367869-0.00367759j 0.00509513-0.00205088j 0.00184646-0.0065776j -0.000196142-0.00102666j -0.00440235-0.00708496j 0.00454962+0.000910271j -0.00997083-0.00359799j 0.00142325-0.00349954j 0.00713784-0.00128941j -0.00170456+0.00823897j 0.00387579+0.00619713j 0.000456551-0.00286919j -0.00165568+0.00385587j -0.00141478-0.000483855j 0.00786362+0.00266229j -0.00564379-0.00638286j 0.000197639+0.0025361j -2.05108e-05-0.00323567j -0.00278639-0.00166347j 0.00213405-0.00209911j 0.00299807-5.11577e-05j -0.00699288-0.00396216j 0.00291968-0.00154682j 0.00467901-0.00402872j 0.00282059-0.00335555j -0.00334381+0.000217419j 0.000752503+0.000870586j 0.00391057-0.00310748j -0.00166796+0.00920329j 
0.01644-0.0138941j 0.0182151-0.0273029j -0.0145162+0.013139j 0.0046711-0.02252j -0.004177-0.0049859j -0.013104+0.000768087j 0.0139861+0.00042876j 0.00125367-0.0122862j -0.0182265+0.0117889j -0.0117444-0.00110331j -0.000396326-0.0104978j -0.0162208+0.0025077j 0.00081798-0.0052434j 0.00955951+0.00264728j -0.0129+0.00992995j 0.0109669-0.018091j 0.0134028-0.00242823j -0.0100407+0.00762615j -0.00955757-0.00163637j -0.0104797+0.00505796j 0.0216698-0.00105745j -0.000590193+0.0021007j -0.016429+0.0124613j -0.00201841+0.00486859j -0.000970712-0.0013558j 0.00834495-0.0176379j 0.00368548+0.0095172j -0.00282308-0.000992937j 0.00144898+0.00117512j 0.0203065+0.00947121j -0.01059-0.01044j 0.0278251-0.0151873j -0.0091735-0.00508896j 0.00625497-0.000881713j 0.0113479-0.000995314j 0.00239728+0.00422015j -0.0155583-0.00180938j -0.00278119-0.0124378j 0.00290422+0.00211449j -0.00316997-0.00178261j 0.00657222+0.00283809j -0.00731057+0.00942294j 0.00672941-0.00405951j 0.000446686-0.00335351j -0.000201177+0.00401363j -0.00358761+0.00583886j 0.00171576-0.00139552j -0.00570065-0.0153854j -0.011566+0.00206962j 0.000754688-0.00165273j 0.00308515+0.00265951j 0.00261142+0.00162896j 
0.0156379-0.0259728j 0.0132659-0.00556082j -0.0108565+0.0220613j -0.0114285-0.0188338j -0.0195936+0.00334074j -0.000758821-0.0141452j -0.00256956-0.0118099j -0.00170627-0.0152873j 0.000975726+0.00529551j -0.0275927+0.0065692j 0.00257276-0.00993448j -0.00130694+0.0111345j 0.00729214-0.00889161j -0.00444544+0.01917j -0.0118991+0.0201399j 0.00843433-0.00783601j -0.00164489-0.0118303j -0.00590079-0.00284461j -0.0117215-0.0229927j -0.00993501+0.00229706j 0.0211762+0.0115615j -0.0185195+0.00701114j -0.0197518+0.00393089j 0.000451232+0.00665052j -0.00419666-0.026651j 0.00795329-0.0288857j -0.000246208+0.00894645j -0.00849281-0.00286389j 0.0129457-0.00676022j -0.0145546+0.00876403j -0.00413706-0.0136652j 0.0254751-0.00144252j -0.00253343-0.000742037j 0.00860793+0.00152014j -0.00297983-0.000764134j -0.00143988+0.00647306j -0.0137914+0.00475459j 0.0106667-0.0168072j 0.00284702-0.00919113j 0.00542443+0.00355414j -0.00115281+0.00274543j -0.00240135-0.00303698j 0.00185052-0.021501j 0.00344897-0.00107321j -0.0161763-0.00546448j -0.00493936-0.00604266j 0.00542123-0.00752551j 0.0142764-0.00965998j -0.00865936+0.00265198j -0.00828766+0.0128108j 0.00373088-0.000714434j -0.0040362+0.0183322j 
-0.0170144+0.0211859j 0.0159761-0.0222133j -0.00276474-0.0216845j 0.02146-0.00966118j 0.0288992-0.0168101j -0.0171786+0.0015159j 0.00706192+0.0251905j -0.00345102-0.026903j -0.0218649-0.00264331j 0.0282581-0.0034206j -0.00109194-0.00443133j -0.0160517-0.00879024j -0.0105613+0.0161094j -0.000687033-0.01192j 0.0179915-0.00442002j -0.00990737+0.00291758j 0.000728055-0.0213412j -0.00166076+0.0138189j 0.00391376+0.00922977j -0.00183458-0.000167781j -0.00632955-0.00467541j 0.0220446+0.00576345j 0.00495448+0.012592j -0.0148637-0.00344992j -0.00325044+0.00806878j -9.10202e-05+0.0143391j 0.00152567-0.0205795j -0.0185641+0.00396303j -0.00175173+0.00726301j 0.0217477+0.00240246j 0.00128544-0.0017484j -0.0227282-0.0155581j 0.00718718+0.00105678j 0.00330542-0.00323058j -0.00655851+0.00766313j 0.00482315-0.00417347j 0.00148834-0.00354378j -0.0104582+0.00907403j -0.000325766+0.0189932j 0.00191848-0.000794946j 0.0102646-0.00908546j 0.0164683-0.000889255j -0.00172319+0.021849j 0.000245719+0.00945869j 0.0148044+0.0056965j -0.00524481+0.00560639j 0.01546-0.000979982j -0.0247292+0.00724456j -0.000666023-0.00379839j -0.00451262-0.00309831j -0.00406832+0.0232719j -0.00816844-0.00880734j 
-0.010996-0.00986678j 0.00520441+0.000770626j -0.00603998+0.0136909j 0.0165582-0.00886358j -0.00851616-0.0173002j 0.000285058+0.0183134j 0.00760656+0.00381363j -0.00479425-0.0207471j -0.0060899-0.000286333j 0.0002239+0.00208549j 0.00304837+0.000415728j -0.00512525+0.0125518j -0.00252862+0.00396129j -0.00899235-9.55964e-05j -0.00152669+0.0131044j -0.00580044-0.00661896j 0.00537964+0.00515319j -0.00599982+0.0025814j 0.00118046-0.00111566j -0.0130324-0.000311602j 0.0130163+0.0106663j -0.00584021+0.00123866j -0.0110887+0.000841454j -0.0156742-0.0022058j -0.0129454-0.0167164j 0.00811604+0.00713697j -0.00382493-0.00956745j -0.0222788+0.0134237j 0.00376068-0.00358875j 0.00347883+0.00282137j -0.000159621-0.0133697j 0.00777813+2.12303e-05j 0.00587973-0.00908113j 0.0105811+0.00340113j -0.00911644+0.0147202j 0.00952202+0.00403376j -0.00588858-0.00492778j 0.0138198-0.00493325j 0.00692841+0.00654085j 0.0103716-0.0016005j -0.00014788-0.00438189j 0.00288057-0.0152065j 0.00683512-0.00462522j 0.00357467+0.0086756j -0.00978854-0.00342093j 0.00597422-0.00703861j 0.00733942-0.010444j -0.00185208+0.000306635j 0.00252178+0.00769536j -0.00765003-0.00705555j -0.00674353+0.011382j 0.00047624-0.00176089j 
0.0133215+0.0228947j -0.00718021+0.0105084j 0.0419308+0.00900554j 0.00249752+0.0132104j 0.0172284-0.000847948j 0.00257242+0.0295155j 0.00441986+0.0218259j 0.00697922+0.0141945j -0.0166227-0.0100924j 0.00580058+0.0098344j 0.0242516+0.00105724j 0.0205427+0.00722446j -0.001168+0.00346854j -0.0022525+0.0174172j -0.0114513+0.00510023j -0.00571956+0.00370165j 0.00306224+0.0353772j 0.00148977+0.00552417j 0.00920173+0.0109711j -0.00294543+0.00611076j -0.000576761-0.00290344j 0.00213061-0.00776907j 0.0132666+0.00433543j -0.0124062+0.00881236j 0.00437946+0.0137987j -0.01312+0.0197267j 0.0100593+0.0172866j -0.0156515+0.00306054j 0.0146573+0.00233987j -0.0208974-0.00380875j -0.0104989+0.00548766j 0.00177762+0.00669648j -0.00557117-0.00242207j -0.00571821+0.000278657j 0.01276-0.00183714j 0.00722421-0.00197453j 0.00136065-0.00363422j 0.0127797-0.00983373j 0.00978242-0.00559614j -0.000962094-0.00877935j 0.00269697+0.00311673j -0.0116667-0.00173169j 0.0195977-0.0031871j 0.00949805-0.00758418j 0.0176674+0.0032611j 0.00774495-0.00479303j -0.0201909+0.0108654j -0.00597744-0.00318562j -0.00343095+0.00361864j 0.0147553-0.0171033j 0.0060417-0.0220249j 0.0141282-0.0224318j 
0.00399552+0.00926979j -0.00934757-0.0100962j 0.00173227-0.00749605j 0.0261494+0.01505j -0.0127111+0.0286455j -0.00801638-0.00515987j -0.00133365-0.00255457j -0.0254581+0.0104856j 3.21027e-05+0.0200842j 0.0130826+0.0133997j -0.0193989-0.00490495j 0.000496069-0.013922j -0.000658978-0.00797945j 0.000147746-0.00815457j 0.00174472+0.0155946j 0.0107712+0.00119475j -0.00542874-0.0207858j -0.00179943-0.0254317j -0.0100321-0.00730352j -0.00231121-0.0114242j -0.002634+0.00418228j -0.0123941+0.00259849j -0.000564322+0.0034641j -0.00619231-0.00223353j -0.0214791+0.00199379j -0.0184294-0.0013591j 0.0156144-0.00934191j 0.00295099+0.00433274j 0.00879557+0.0105715j -0.00684022-0.00291552j 0.00440875+0.0110097j 0.025292+0.0109748j -0.0168876-0.0106634j -0.00232493-0.0085818j 0.0027018+0.00836868j -0.00281783-0.0075493j -0.00483775-0.0031553j 0.000932529-0.00352249j 0.00424413+0.0110775j 0.00554246-0.00163365j -0.000370455-0.0031187j -0.00160901+0.00143217j 0.00932769-0.000451237j -0.00602036-0.00794974j -0.00852556+0.00988536j 0.0323633-0.00881346j 0.00322308+0.00914944j 0.0120688+0.0125901j 0.0127417-0.00835035j -0.000152158+0.00366751j -0.00838684+0.00762043j 0.00775699-0.0151108j 
0.00228637+0.0160467j -0.0195468-0.0130319j 0.0127437-0.0168715j 0.0107565+0.00350347j 0.0028877-0.00500422j 0.00889631-0.0088518j -0.00862162+0.0430126j 0.0166662+0.00341286j 0.00193818-0.0251104j 0.0157175+0.00306054j 0.00169531+0.0105381j 0.0148078-0.00217869j -0.00807444+0.00719138j -0.0217994-0.00856095j 0.00895348-0.00346206j -0.00823283+0.00858558j 0.00257832-0.0113722j 0.0107903+0.0032045j 0.014718+0.0013188j 0.00495063-0.00207288j -0.0100082+0.00247349j 0.000501508-0.00101665j 0.000785544-0.0194606j -0.0149966-0.00780155j -0.00939121-0.00208578j -0.00652927+0.0113928j 0.00413431-0.0108449j 0.00263456+0.0100461j -0.00518037-0.00304199j 0.00814049+0.00273226j 0.00925045-0.00532863j -0.0226083+0.00934585j 0.00284017-0.0103003j 0.00361901-0.00856866j -0.011413+0.0141628j 0.00258734-0.00930513j 0.00121489+0.00590383j 0.00341108-0.00033952j 0.00476592+0.00575573j 0.00314579+0.00178054j -0.00944357+0.00304351j 0.00424006-0.0104058j 0.00675028+0.00688522j 0.000611342+0.00749582j 0.00643433-0.00544082j 0.00863483-0.00374399j -0.00904945-0.00387864j 0.0028754+0.0139903j 0.0162793+0.00505457j -0.00974963-0.000680719j -0.00742513+0.00591923j 0.000871329-0.0201272j 
-0.0399203-0.042887j 0.0182932+0.0477788j -0.0346894+0.0221973j -0.03718-0.0678748j 0.00788532-0.0206024j -0.0214684-0.0268123j 0.0231971+0.00600233j 0.026286+0.0127106j 0.022183-0.0290375j 0.0287465+0.0132495j -0.00610206+0.0200583j -0.0029853-0.00730175j -0.0145879-0.0160322j 0.0349204+0.00301397j -0.00010805+0.0161443j 0.0187954+0.0317489j 0.020648+0.0167991j -0.00364551+0.00297923j -0.00483677+0.00344599j -0.00770445-0.0174834j 0.00090743-0.00692631j 0.0250974+0.00661956j 0.02126+0.00180633j -0.00623978+0.00930009j 0.00594572+0.0195912j 0.0227711+0.00358739j 0.00327173+0.0308043j 0.0162556-0.0178331j -0.0172289-0.00186759j 0.0407779+0.0159095j 0.0242198+0.043116j 0.00515046-0.0162256j -0.00593326-0.00984707j 0.00692142+0.00318449j -0.00210716-0.000593604j 0.00261262+0.00543658j -0.00165297-0.00932074j -0.00221872-0.00481131j -3.32764e-05-0.00332279j -0.00197346+0.00429722j -0.00881139+0.0102702j 0.00232547+0.0257378j 0.00264675-0.00090281j -0.00230957+0.000997797j 0.00415668+0.0127972j -0.00997738+0.0335686j -0.000922728+0.0154622j -0.00818122+0.0210081j -0.0178839+0.00608141j -0.00166052-0.0191773j -0.00180716-0.0364197j 0.0147692+0.00706757j 
-0.0153857-0.0400221j -0.0437045-0.0479879j -0.0441862-0.0624902j 0.0228158-0.0166418j 0.0024471+0.00448775j -0.0130208-0.0484034j -0.0464558-0.0256023j -0.0157505+0.0287275j -0.0278069-0.00714204j 0.00871554-0.02642j 0.00657266-0.0088716j 0.000590757-0.00353651j -0.00355463+0.00353247j 0.0241649-0.0203661j -0.00403616-0.00470824j 0.0238015-0.00914084j -0.00359757-0.0146801j 0.0338414+0.00958465j 0.0104981+0.0235319j 0.0180148+0.0148809j -0.00284927-0.00189896j -0.00389951-0.0215207j 0.00995429+0.00473856j 0.0123336-0.0105867j -0.0138692-0.0167491j -0.0190685-0.0464028j 0.0285829+0.0385542j -0.0155457-0.00969093j 0.00150217+0.0141854j 0.00871121-0.0290598j 0.0175989-0.00827385j -0.0207805-0.00862844j 0.00587352-0.000164362j 0.00400851-0.00143044j -0.00459754-0.0121709j -0.00573224-0.0153198j -0.00998903+0.0212629j -0.00028563-0.000416687j 0.00656067-0.00453045j -0.0011386+0.0148817j -0.008377-0.00227991j 8.50292e-05+0.0155165j 0.0126021+0.00802211j 0.000788808-0.000612229j 0.00238228-0.00879978j -0.0080772+0.0165164j -0.00878015-0.0176023j 0.0164005-0.0326915j 0.013146+0.00318301j -0.0250008+0.00780047j 0.00848115+0.00729093j 0.0022019+0.0185337j 
