0.00755332-0.0168089j 0.00657687-0.033927j -0.0213171-0.0220048j 0.0147278+0.00371959j -0.00734495-0.000859644j -0.00764399-0.0058728j -0.0207034-0.0174809j -0.0198819-0.0269578j -0.00797565+0.00378305j -0.00806614-0.02356j -0.0285992-0.011597j -0.00730554+0.00641256j -0.00344469+0.0175367j 0.00175955-0.000553425j 0.014414-0.0311079j -0.0153084-0.0170427j 0.0105521-0.0209973j -0.00978672+0.0146078j 0.00134852+0.0162209j 0.00427041+0.0354376j 0.00614621-0.0114141j -0.0072723-0.0243124j -0.00158822-6.19782e-05j 0.00301394-0.0247237j -0.0290449-0.00609594j -0.0239999+0.00239395j -0.00907449-0.0538656j -0.0211356+0.0108152j 0.00690049+0.00462157j -0.0152978-0.00101503j -0.00158341-0.061131j -0.0113964+0.0156188j 0.00972812+0.0186596j 0.0230658+0.00198099j -0.00383387+0.0258458j -0.00701551+0.0170963j -0.0103667+0.0189089j 0.00103605+0.030393j -0.0438264+0.0252401j 0.0194681+0.00382591j 0.012171-0.0376665j 0.0306445-0.0431472j -0.0211859+0.0160346j -0.00681797+0.0102776j -0.0229276-0.0222181j -0.011517-0.025028j 0.0662376-0.0441254j -0.0420633-0.0168079j 0.0120025-0.0307309j -0.0248836+0.0313735j -0.0461688+0.116777j -0.0945954+0.0818873j 
0.0158072+0.00108604j -0.00427883-0.0140504j -0.0039947+0.00581603j -0.00652748+0.00507101j 0.0100979-0.0021424j 0.0414476-0.00502477j -0.0270185+0.0127536j 0.0230597+0.0334206j 0.0404956-0.0340668j 0.0149256-0.0173349j 0.0284011-0.0269057j 0.00898348-0.00990825j -0.00908425-0.0379897j -0.0180234-0.0447998j -0.0330107-0.125536j -0.0175361-0.0221991j 0.0305126+0.0208532j 0.0228578-0.0260368j 0.0267593+0.018047j 0.077116-0.0738067j -0.0413546+0.00176709j -0.0175006-0.00364922j -0.0117707-0.0455598j 0.0100632+0.0193696j 0.0325405+0.000557089j 0.0123988-0.0386413j -0.0226923+0.0134604j 0.00353755+0.00740446j -0.0281864+0.0197821j -0.0475817-0.0407145j 0.00885505+0.0458011j -0.0230028-0.0359006j -0.0171837+0.0317456j 0.00510162+0.0183024j 0.033455-0.00338268j 0.0205761+0.0091538j 0.0128317-0.00890603j -0.0084435-0.0106284j 0.0123246-0.012985j -0.0463587-0.0204551j -0.0287911+0.0269561j 0.0486987+0.0363023j 0.0124104+0.0219105j -0.0388453+0.0289435j 0.0227586-0.0162743j -0.0462801+0.0143499j -0.0330203+0.00116371j -0.00311688-0.0194477j 0.019541+0.0252344j 0.00478534-0.0132687j -0.0146066-0.00338098j 0.00913554-0.0263797j 
0.00472548+0.0461634j 0.00903369+0.0574053j 0.0134384-0.034683j -0.0174554+0.0189012j -0.0155611+0.0193327j 0.00383961-0.03172j 0.0386847+0.00562757j 0.0377187+0.0112145j 0.0729217-0.027892j -0.0188421-0.0195583j -0.0274317+0.0490101j 0.0160209-0.0708383j 0.00344834+0.00491677j -0.0428134+0.0091086j 0.0455011-0.0340153j -0.0541392+0.00457675j -0.048733-0.0262399j -0.0226489-0.0264246j 0.0205828+0.0478586j 0.00420258+0.00805887j -0.0668929-0.0791134j 0.00939923+0.0141863j 0.0566608-0.0715416j 0.00543662+0.0200257j -0.0230952+0.0692049j -0.00828364+0.0160923j -0.0345859-0.092852j 0.125475+0.0359207j 0.0192785-0.0509008j 0.0585396+0.00869385j 0.0276279+0.0150011j 0.00971094-0.0727735j -0.0172183+0.0334307j -0.0278781+0.00920362j 0.0186508-0.0198239j -0.051524+0.0163853j 0.0712088-0.0187521j -0.00982639+0.0413786j -0.0413768+0.00439933j 0.0353254+0.0171292j 0.00728603+0.053627j 0.0216613-0.0335679j -0.0517519+0.0244019j -0.00903855+0.0280156j 0.0496102-0.0102437j 0.0427767-0.0166573j 0.00107801+0.0330524j -0.0124825+0.0616004j 0.0159941-0.0267122j 0.0204801+0.00613049j 0.0108641-0.0028323j -0.0270511+0.00894783j 
0.0166269+0.00810848j -0.0213062+0.0249179j 0.070822-0.0535223j -0.0350814+0.0416j -0.0128324+0.0300039j 0.00651699-0.0622966j 0.00371668+0.0655993j 0.0950092+0.0495776j 0.0069893-0.0617445j -0.0375282+0.0265072j -0.0222215+0.0325402j 0.123797-0.0393097j -0.0130842+0.00930476j -0.0150631+0.0497268j 0.00722728+0.122575j -0.000736797+0.041499j -0.070011-0.0368108j 0.020848+0.0481772j 0.0423325+0.0502904j -0.043043+0.0934191j -0.0516527-0.0851249j -0.0188696-0.0639846j 0.0811375-0.0308775j -0.0406362+0.0137166j -0.0456676-0.00188186j -0.0456024-0.0549855j 0.050605+0.00955355j 0.0781226+0.0292665j 0.122096+0.0267872j 0.0617425-0.0535764j 0.024023+0.00519914j 0.0187688-0.0203031j 0.0321094-0.0388137j 0.0246671-0.00671022j -0.0269496-0.0259772j -0.0756855-0.0539541j -0.0187291+0.0421941j 0.0108291+0.00716807j 0.020562-0.0108186j 0.026803+0.0955359j -0.0684723+0.0286548j -0.0751651+0.0187042j -0.00173757+0.00423323j 0.0304576-0.00313167j 0.0398943-0.0129432j -0.0345825+0.0184031j -0.0486352+0.019043j 0.0154695-0.0179346j -0.0178173-0.0057509j 0.0289454-0.00167492j -0.000432809-0.0484673j -0.0248613-0.0135675j 
0.00453276-0.0140413j 0.0019178-0.0329638j -0.0319955+0.00191508j 0.0101533-0.0125874j -0.0179562+0.000489035j 0.0185361-0.0139686j -0.0175388-0.0192063j -0.0169026+0.00650497j 0.014422-0.00338965j 0.013046-0.0297864j 0.00632553-0.0360769j -0.0110039-9.95504e-05j -0.00280986+0.00672927j 0.00319338-0.0587908j -0.0340804-0.0663672j 0.0230776-0.0163376j 0.0403395-0.00416415j 0.0137133-0.0292273j 0.00671016+0.0163703j 0.059068-0.0511906j -0.00794209+0.0189213j 0.0147468+0.0102812j -0.00408594-0.0230807j -0.000932012+0.00574023j -0.00361575-0.0202794j -0.00135259-0.0441805j -0.015137+0.0246302j -0.00744413-0.0130892j -0.0271038-0.000142884j -0.0302175-0.0287614j -0.00850871+0.00157305j -0.00438852-0.000905253j -0.0150317+0.0288626j 0.000616022-0.0103055j -0.0126507+0.0257732j 0.00837333-0.00467022j -0.0191102+0.0165936j -0.0100288-0.00339732j 0.0152008-0.0229044j -0.0234838-0.0114787j -0.0247872+0.0200994j 0.0200418+0.0248265j -0.00322277+0.000418886j -0.00296943+0.0182845j -0.00282871-0.00633056j -0.0284433+0.0265602j -0.000666425-0.016288j 0.00806378-0.0263744j 0.015753+0.0273166j -0.00880488-0.00746241j -0.0200584+0.000978442j 0.00965795-0.0151891j 
0.0297151+0.0238225j -0.00584178-0.000285343j 0.0262663-0.021869j -0.00338352+0.0353915j -0.00341991+0.00983344j 0.0159852+0.00474612j 0.00618311+0.0193568j 0.0117634+0.0312061j -0.00307485+0.00959942j -0.00103772+0.00193088j 0.00160009+0.00398447j 0.00564342-0.0107169j -0.00107797+0.00115446j 0.0195474-0.0108103j -0.0121523-0.00674054j 0.0116285-0.00493489j 0.0213023+0.0210815j 0.0109475-0.0060755j 0.0246513+0.0299625j 0.0239321+0.027965j -0.0171363-0.0174798j -0.00199902-0.0113923j 0.0191802-0.00534834j -0.00283871+0.00951303j 0.00126828-0.00334452j -0.0230907-0.011337j 0.0170517+0.0142874j 0.0227749+0.00645392j -0.000563573+0.0162171j 0.0130344-0.0381319j -0.0174577+0.00148128j 0.0130173-0.0270109j -0.00230471-0.00681268j -0.0147283+0.00468087j 0.00284479-0.0213388j -0.00317263-0.0230328j -0.0144686+0.0144377j 0.00791886-0.00490861j 0.00648944-0.00924711j 0.000963871+0.0194613j -0.0283988+0.00366315j -0.0360668+0.0169938j 0.00708719+0.01024j -0.00615163+0.00384314j 0.0039153-0.0101514j 0.0132134+0.0144113j -0.0335616+0.00899111j -0.0119346+0.00575148j -0.00926313-0.000583861j 0.0291882-0.0114923j -0.00342403-0.00863882j -0.0066705-0.0194517j 
0.00149423+0.0312233j 0.0320065+0.0250513j 0.020759+0.0184702j -0.000691127+0.0230141j -0.0124473+0.0129622j 0.0483084+0.0127886j 0.0250191+0.00877194j 0.0144544+0.0194029j 0.0259423+0.0116785j -0.0195017-0.0298664j -0.00298245-0.00713711j 0.0153879+0.0103142j 0.0135726-0.0226396j -0.0207817-0.0022543j -0.0157212-0.0379295j -0.0480883-0.00801918j 0.00286079-0.00277895j -0.00237327-0.00749743j 0.0077498-0.0119484j 0.0167112-0.00796678j -0.0216808-0.000929225j -0.023931-0.00129197j -0.0211705-0.0453668j 0.000393014-0.0185005j -0.000368383-0.00279148j 0.0158873+0.013481j -0.0359921-0.0391664j 0.00660507+0.0106463j -0.00515627+0.00168131j -0.027528-0.0248065j 0.00529815+0.0145804j 0.0198747-0.0181801j -0.000912373+0.0290667j -0.00533432+0.00277501j -0.00366869+0.00500182j 0.0123337+0.0138142j 0.0109645-0.00287475j -0.018717+0.0205393j 0.00186824+0.00586767j -0.0100601-0.0125498j -0.00593732+0.00982343j 0.0200231-0.00910464j -0.0167894+0.0173927j -0.000704395+0.028752j 0.0189248+0.00844154j -0.0243682-0.0292451j -0.00534272+0.0068714j 0.0190205+0.0131296j 0.0077963-0.00581808j -0.0206801+0.00556096j -0.00510783+0.00529619j 0.00473225-0.0157448j 
0.0149552+0.00182445j 0.0145472+0.00498048j 0.0241708+0.0121758j -0.028851+0.0203585j 0.0104145+0.00797005j 0.00516139+0.00578363j -0.00358341+0.0195179j 0.0137764+0.00693299j -0.0156231-0.000276958j -0.0194732+0.0259203j 0.043782-0.0175319j 0.0414848+0.0211802j -0.00893716+0.00376216j 0.0172309+0.0429191j -0.0366653+0.0026949j -0.0090833-0.0159862j 0.0109095+0.0265584j 0.0134787+0.0254636j 0.0226089+0.019139j 0.0168705+0.0150744j 0.0209472-0.00717114j 0.00481588-0.0206754j 0.00544229+0.0142663j -0.00172528+0.0138641j 0.0142829-0.0382693j 0.016348-0.0273091j 0.00956044+0.0503036j -0.0267098-0.0395977j 0.0309841+0.0295917j -0.0389383-0.0336403j -0.0450453-0.0109114j -0.0151743+0.0240878j 0.0106959-0.00363001j -0.00492014+0.0100435j 0.0125321+0.0036252j 4.42036e-05-0.0196278j -0.0258692+0.0085252j 0.0200895-0.0273377j 0.0419051-0.0154417j -0.00245047-0.00297292j -0.00875093-0.000399313j -0.0376256+0.027969j 0.0322595-0.00291244j 0.0412295-0.00837748j 0.0190479-0.0188567j -0.0187481+0.0441418j -0.0373328+0.00622449j -0.00535573-0.0306373j -0.0169528+0.00672528j 0.0289875-0.0229048j -0.00659205-0.037719j 0.014849-0.0169942j 
0.000743127+0.0292288j -0.0083822-0.00691948j 0.018352-0.0224593j 0.0435791+0.0293983j 0.0159404+0.029689j -0.00649048+0.041574j 0.00310448+0.00920145j -0.0361619+0.0179337j -0.0323767+0.0400672j 0.0161076+0.0216919j -0.00150074+0.00778755j -0.0203035-0.00932104j -0.000803813+0.00715659j 0.00992121+0.00477916j -0.00758253+0.0373758j -0.0117573+0.00274306j -0.000757939-0.010246j -0.0286777-0.0206572j -0.00352558+0.0227662j -0.00557235+0.0314787j 0.0179111+0.00321814j -0.004364-0.00675346j -0.0150922-0.00159141j 0.0108707-0.0145362j -0.018106+0.0161207j -0.0337215+0.0107364j 0.0246582+0.00296165j -0.029247+0.0140263j 0.00545347-0.00204592j 0.00819581-0.0164341j 0.00745639-0.0162132j 0.015245+0.0355404j -0.000832095-0.0148621j -0.00922187-0.00185353j 0.0349379+0.0251545j 0.0133536-0.0175425j 0.003072-0.0140647j 0.0030205+0.00636469j 0.0207061+0.0116744j -0.0118257-0.00214026j 0.0218378-0.00935723j -0.0188957-0.0154475j 0.0317204+0.0114344j 0.0107709-0.00485739j 0.00795463-0.00722509j 0.0231952-0.0127283j 0.00501866-0.0106835j 0.00173871-0.015568j 0.0130754-0.00360463j 0.027895-0.00972038j -0.0107839+0.00159416j 0.0178562-0.0237239j 
0.0105148+0.00708359j 0.0137063+0.00122216j 0.0184905+0.0113214j -0.0224341+0.00454654j 0.00150864-0.00572843j -0.00437739-0.00883876j -0.00684424+0.00856356j 0.000179566-0.00476775j -0.007689-0.0152859j -0.0118974+0.00569833j 0.023597-0.0130387j 0.0181371+0.0123287j -0.0107499+0.00476201j 0.000491357+0.0243909j -0.00567889-0.00842786j -0.00570903-0.0152092j -0.00671785+0.00355213j 0.00998973+0.00942998j 0.000292367+0.0149549j 0.00106084-0.00110028j -0.0150463+0.0102628j -0.00539763-0.00849527j 0.00759598+0.00124232j -0.00727141+0.0182133j -0.00154458-0.0139436j 0.00874823-0.0096314j -0.00235886+0.00592818j -0.0015354-0.0244102j 0.0298698-0.00029424j -0.0155683+0.00315974j -0.0274767-0.0201091j -0.00390576+0.0087832j 0.000179669-0.00134729j -0.00789142-0.00979411j 0.00745619+0.010081j -0.0108597-0.0172496j -0.00987709+0.00955814j -0.00592944-0.0123805j 0.0183023-0.00905077j -0.0109043+0.00829453j -0.0150706-0.0101479j -0.0219772+0.00586553j 0.0115457-0.0124567j 0.0036523-0.0100492j 0.0107964-0.000558514j -0.0107462+0.00779597j -0.0194214-0.00679588j -0.00528997-0.00549818j 0.00188961+0.0106046j 0.0174323-0.00872336j -0.0128017-0.00877588j -0.00352245-0.00696212j 
-0.00734039-0.0226102j 0.00388812+0.0283145j -0.00570527+0.0235604j -0.0206399-0.010698j -0.0111094+0.0099687j -0.011843+0.00385657j 0.0281939-0.0338303j 0.000501965+0.00673875j 0.0261412+0.0226577j 0.0168546+0.0336281j -0.017521-0.00940466j -0.000439875-0.00735955j -0.000837853-0.0336094j 0.0222307-0.00699845j -0.00177962+0.00111187j 0.0541347+0.0259949j 0.0156343+0.00285038j -0.0124984-0.0192324j -0.0273797-0.00937665j 0.00178669-0.0166097j -0.00268829+0.00750579j 0.0199567+0.0125653j 0.0196166+0.0473748j -0.0234501+0.027321j 0.0154985+0.0229444j -0.00484159+0.00735716j -0.0105956-0.0336521j 0.0162683+0.0187806j -0.0255882+0.030333j 0.00439862+0.021575j 0.0101855+0.039917j 0.034822-0.00751j -0.0144245-0.0174576j -0.00917852-0.00440554j -0.0199858+0.0179726j 0.00801584+0.0166306j 0.0051452-0.00162875j 0.0194986-0.0156698j -0.0151724+0.0101586j 0.00198876+0.00165394j -0.0317445+0.00882573j 0.0155358+0.029295j -0.00264385-0.0154243j -0.0191341-0.0108613j -0.0188443+0.0475471j 0.0462464+0.0127596j 0.0157857+0.036229j -0.0195096+0.0588973j -0.00126913+0.00644468j 0.0206544-0.0329061j 0.0106912-0.0187225j 0.00255179-0.000493386j 
-0.0147407-0.0309009j -0.0204838-0.00597376j -0.0255776-0.00595202j -0.0186769-0.0251158j 0.0286749-0.0155965j -0.0220229-0.0232159j -0.0398309-0.00595813j 0.018309+0.0109214j -0.0134012-0.0152199j 0.00440868+0.00330839j 0.016247-0.00795863j -0.00656549+0.00722019j -0.0179845-0.00805821j 0.0197356+0.015654j 0.00638871+0.0120908j 0.0273271+0.019908j 0.00802245+0.0265763j 0.0155749+0.026252j 0.00532848+0.00757938j -0.00575609+0.0213822j 0.0133062-0.0138946j 0.0117082+0.000920078j 0.0126311+0.00806358j 0.000712454-0.00471699j 0.026291+0.00665992j -0.00454385+0.00523585j 0.0138528+0.0374268j 0.00556789-0.00496416j 0.00399241-0.000192694j 0.0340772+0.00429364j 0.00603024-0.00382808j -0.023078+0.00833664j -0.0103591-0.0122345j -0.000275441+0.000642645j 0.0323219-0.0062952j -0.00496814-0.00384751j -0.021922+0.0147724j -0.00115992-0.0142295j -9.73796e-05-0.00742742j -0.00941586+0.00632929j 0.0157161-0.00733894j -0.0275314+0.017724j 0.00914181-0.000549225j 0.00441179-0.0100296j 0.0118323+0.00552922j -0.0241923+0.0218789j -0.011187-0.00666003j 0.0101206-0.0162218j -0.0197517+0.00581116j -0.000211481-0.00509164j -0.00361009-0.0140294j 0.00584735-0.00196187j 
-0.0460403-0.0511371j 0.0164222+0.00621625j -0.0589591+0.0283621j 0.0154584-0.0553096j -0.0079592-0.0205181j -0.0280495+0.038034j 0.0296086-0.0484537j -0.0354432-0.0404279j 0.00175232+0.0310053j 0.0262712-0.00730278j -0.0173974-0.015122j -0.0482799+0.0140476j -8.10716e-05+0.000141368j 0.0288876-0.0211871j -0.00100332-0.0107633j 0.00771157-0.0169435j 0.0277528-0.00577976j -0.0419151-0.0114548j -0.0273662-0.00759454j -0.0193586-0.00591467j 0.0110565+0.0354417j 0.018061+0.00772698j -0.0129305+0.0172678j 0.0195173-0.00184313j -0.0110718+0.0171987j 0.0629867+0.0161763j -0.0243951-0.0315969j -0.00674144+0.0223526j -0.0388224-0.0115766j -0.00795237+0.0270607j 0.0172036+0.0043505j 0.0347859-0.0285327j -0.00461957+0.00965066j 0.00765463+0.0146044j -0.00954895+0.016839j 0.0287843+0.0339467j -0.00406192-0.0393516j -0.0101193+0.00873484j 0.00550069+0.00195979j 0.00698916-0.0190233j -0.00514943-0.00593857j 0.0285423-0.00274482j -0.0127431+8.3607e-05j -0.0131931+0.0131684j -0.0126498+0.0255649j 0.0161991+0.00961234j 0.0473672-0.0198635j -0.00191575+0.00600683j -0.0219463+0.0041296j -0.0147208-0.00361954j -0.00169649+0.0296116j -0.00793397+0.0272804j 
-0.00666075-0.0242561j 0.0209912-0.00513306j -0.0204362+0.0400955j 0.00178835-0.0181646j -0.00243705-0.00882466j 0.00702535+0.0265744j 0.0149236-0.0478169j -0.0312284-0.0198288j 0.00242552+0.00879678j -0.00202428-0.0126198j 0.0141752-0.025015j -0.0231299+0.0341582j -0.00771252+0.00269453j 0.0200711+0.00363099j -0.0211007-0.0169022j 0.00310591-0.0104342j 0.022399+0.0121554j -0.00295913-0.00195553j -0.0101455-0.00731936j 0.00622844-0.0198171j 0.00256086+0.0238986j 0.00681285+0.0123037j -0.00749388+0.0182344j 0.012044+0.00491045j 0.0117456-0.00425959j 0.0215509+0.00424247j -0.0145849+0.0169787j -0.0319532-0.0135081j 0.00125824+0.00826549j -0.0446697-0.000867383j -0.0202697+0.0125146j 0.0182617+0.00813864j 0.00491871-0.00131426j -0.00894348+0.0020744j 0.011152+0.00409981j 0.0198653+0.0165372j -0.00216388-0.00782658j -0.0241109-0.00543634j -0.00362428-0.00904518j -0.00107638-0.0125207j 0.0085455-0.00745627j 0.0231553+0.00999724j 0.00100338-0.00895131j -0.00661571+0.00499844j -0.0148241+0.0191135j -0.0317705+0.00651386j -0.000598039-0.00344366j -0.00687732-0.0324742j -0.00871394+0.015015j -0.000148957+0.000642901j -0.00167477+0.00314737j 0.00601979+0.0128508j 
0.0351331+0.0553592j 0.0125325+0.011016j 0.0501859-0.00654987j 0.00139008+0.0318697j -0.00417884+0.00694325j 0.0125899+0.0123198j 0.0189133+0.0156946j -0.000117167+0.015902j -0.00947436-0.00484217j 0.00343621-0.0121594j 0.00467968+0.0256494j -0.00177782-0.00161731j -0.00226634+0.00480392j -0.00157167+0.0115635j 0.00747814-0.0189639j -0.0329524+0.00372577j 0.0108966+0.00133457j -0.00345951-0.00302006j 0.0131855+0.0134414j -0.00734247+0.00592485j -0.0201101-0.0218188j 0.0174542+0.00972941j 0.025379-0.00962518j 0.00458661+0.0149641j -0.00562688+0.0202268j -0.0143664+0.0377556j 0.00257982-0.0297416j 0.020115+0.00857672j 0.0138027-0.00370228j 0.00188399+0.0131612j -0.00101625-0.0116271j 0.00398857+0.00186302j -0.00891166-0.00479535j -0.00970663-0.0171853j -0.00731055-0.00181796j -0.003254-0.00390683j 0.0211667-0.00655006j -0.0175786-0.00769846j -0.00246107+0.0162161j 0.00352237-0.00574832j -0.00451697+0.00347153j 0.00532856-0.0206616j 0.00109699+0.014678j -0.00105616+0.00793681j 0.0197452+0.0148753j 0.0267093-0.0101792j -0.00919099+0.0101741j -0.0189942+0.0378976j -0.00386267-0.00904097j 0.0237883-0.0171835j 0.0084705+0.00673106j -0.0230722-0.0145795j 
0.0138086+0.040361j -0.000633544+0.0192963j 0.0456131-0.0140609j 0.00200206+0.00476933j 0.014873-0.0234422j -0.00854437-0.00167602j 0.0259999+0.0543515j 0.0272197-0.000932738j -0.0153503-0.0339979j 0.0225848+0.00425615j 0.00242797+0.0471046j 0.016486-0.030209j 0.00762175+0.00487368j -0.0371991+0.00844109j 0.054706+0.0209315j -0.0341588+0.0227304j -0.0281584-0.00363087j -0.0049517+0.0294942j 0.0245106+0.000246214j -0.0291888+0.0205447j -0.0188401-0.0178432j 0.0232129+0.0121131j 0.0343357-0.00952442j -0.0153647+0.00676702j -0.0285599+0.0357636j -0.0246503+0.0349692j -0.0122148-0.0352027j 0.0178906+0.0135965j 0.0204465-0.0228778j 0.0138813+0.041956j 0.0199343-0.00348036j -0.0187516-0.0118766j -0.000536221+0.00412938j -0.0106873-0.00140713j -0.0245071+0.00221254j -0.00557386-0.00478488j 0.0281733-0.00614911j 0.0101762+0.0129683j 0.00688894+0.0205329j 0.0203197-0.00420621j -0.0039659+0.016426j 0.00698999-0.0254148j -0.00497115+0.0235607j 0.00973308+0.0115142j 0.0251239+0.00500952j 0.0192591-0.0139486j 0.00747807+0.0192676j -0.031328+0.0533284j -0.000849664-0.00859802j 0.0296264-0.0146678j 0.00780464+0.00483096j -0.0125616-0.0186367j 
-0.0103203-0.00266425j 0.0121171+0.0119192j 0.00396669+0.0102365j -0.0128892-0.00010248j -0.0115973+0.00624912j 0.00490137-0.00759276j -0.000862407-0.00427955j 0.0136559+0.0128346j 0.0119084+0.00914298j -0.00750405-0.00481239j -0.0164843-0.00143722j 0.0139664+0.00602028j 0.0017501-0.0131198j 0.00338959-0.00317868j -0.0182126-0.00311719j 0.0173877+0.00668762j -0.00817402+0.00439166j -0.00195731-0.0128264j -0.0035016-0.0126303j 0.00553211-0.00141417j -0.00276443+0.0185697j -0.00104421+0.0133033j -0.0284562-0.0171524j -0.00719045-0.00902453j 0.00649301-0.000933321j 0.0318522-0.00385177j -0.0103152-0.0045725j -0.00972148+0.0147494j -0.0159114+0.00890852j 0.0176433-0.00124779j -0.00936659-0.0181981j -0.0011319+0.00497851j -0.00105073-0.016828j 0.00361841+0.00745022j -0.00790956-0.00234086j 0.00166493-0.013551j -0.0021591+0.00979326j 0.00558808-0.00517186j -0.00658877+0.00813066j -0.0228851+0.00384863j -0.0155573-0.0129927j -0.0188376+0.0108468j -0.00107328-0.0140843j -0.00336252-0.00287534j -0.0162989+0.008175j -0.0225141-0.0116567j 0.00248849-0.0061011j 0.0115077-0.00711641j 0.00469281+0.00558171j -0.016181+0.00304111j -0.00344838-0.00692695j 0.0126524-0.00348294j 
-0.014719-0.0323946j 0.0159105-0.00114677j -0.0267754+0.00797765j -0.027486-0.0197977j -0.0155695+0.0166749j -0.0056172-0.0228078j -0.0181009-0.0273529j 0.0189216+0.0181475j 0.00597261+0.00756384j -0.0237653-0.000854647j 0.0071955-0.032191j 0.0117216+0.0043159j -0.00646502-0.00910208j 0.0181416+0.00587937j -0.0248554+0.00337361j 0.0230817-0.00871302j -0.0164464+0.0168337j 0.0205203-0.0159131j -0.014397+0.00127583j 0.0062413-0.0167334j -0.00433521-0.00363892j -0.00421573-0.018763j 0.0134645+0.012369j 0.0290511+0.0194008j 0.00793966-0.0119644j -0.00390047-0.0629733j -0.00950109+0.0476761j 0.0142982-0.0250787j 0.00567973+0.0158947j -0.0330796-0.0466515j -0.0291034+0.0404372j 0.0281343-0.00381953j 0.00360365+0.0064234j 0.0223728-0.0034567j 0.0125295-0.012549j 0.012784-0.00731966j -0.0159187+0.0193266j -0.00370223-0.0168765j -0.0024868-0.0445479j -0.00211467+0.0171037j -0.0132728+0.0247042j -0.0214085+0.0603664j -0.00477561-0.0217187j -0.00137735-0.0072966j -0.0068613+0.00937925j -0.0481729+0.0310791j -0.0249684+0.0040086j 0.00507719-0.0322293j -0.019787+0.0153466j -0.00542881+0.00575637j -0.0111822-0.0343318j 0.0158847-0.00453459j 
-0.0270001-0.0160908j -0.00163533+0.0205754j -0.0100327-0.00147392j -0.00404086-0.0263686j 0.022161-0.020253j -0.00779834+0.00168375j 0.0110884+0.0189802j 0.00986477-0.00530444j 0.00792595-0.0145536j 0.0301176-0.0183734j 0.0137891+0.0186236j -0.0159965-0.00110517j -0.00973689-0.00385496j -0.023756+0.0050411j 0.0304996-0.00272914j 0.00495208+0.0113011j -0.0036673-0.00622229j -0.00308709+0.0122049j -0.0102166+0.000362301j -0.000482476+0.00105914j 0.0215376-0.00509562j 0.0258507+0.00507386j 0.0040188+0.00416396j -0.0150594+0.0225082j -0.0345347+0.00233437j 0.00388483+0.0328249j -0.00127258-0.0135817j 0.00265797+0.0125236j -0.0192002-0.0102668j 0.0344509+0.0421345j 0.0262207+0.0082972j -0.0220746-0.0229355j 0.0035347-0.00186028j -0.00809759-0.0079249j -0.022917+0.0277879j -0.00463212+0.026824j -0.00372448-0.0263141j -0.0229198-0.00470776j 0.0332917+0.0142422j 0.0286377+0.00305411j 0.00489293+0.0182251j 0.0308999-0.0233307j -0.023537-0.0015161j 0.0254634+0.0179302j 0.0101977+0.0165354j 0.0141834+0.0155179j -0.00644033+0.0150639j -0.0199653+0.023467j 0.00757272+0.00272454j 0.0143426-0.0153649j -0.00141894+0.00111879j -0.0118796+0.00200312j 
0.0216296+0.0129827j 0.0274489+0.00483284j 0.0178078+0.0301007j -0.0287307+0.0110138j 6.87169e-05+0.00248749j 0.0214646-0.00153681j -0.00832801+0.000768927j 0.0107576-0.00113325j -0.00670706-0.00879889j -0.0362272+0.015716j 0.033188-0.00769135j 0.00430213+0.0349871j 0.00858519-0.00633226j 0.00488162+0.0154643j -0.017317+0.00247339j -0.0129523-0.00315697j -0.0106228+0.00847016j 0.0237063+0.0147759j 0.00752464-0.00567611j 0.0212839+0.00145797j 0.00689846+0.0118796j -0.00546611-0.0078637j 0.0168608-0.0241064j -0.0035279-0.0130154j 0.0178279-0.0510079j -0.01298-0.0122484j 0.0151241+0.0594895j -0.0598624-0.0187155j 0.0376306+0.00801086j -0.0494885-0.0122478j -0.0189394+0.00848063j -0.00463961+0.0149599j 0.00600667+0.00348754j -0.00486638+0.0113511j -0.00416809-0.0022108j -0.00899791-0.00530346j 0.000112824+0.0087828j 0.00601674-0.0132482j -0.0105307-0.00891511j -0.0207975-0.0089859j -0.00378107-0.00289685j -0.0179293+0.023169j 0.0160999-0.0081131j 0.0137442-0.0101769j 0.00528746-0.0336025j -0.0357545-0.0059643j -0.0105312-0.00484377j 0.0153734-0.0180024j -0.0192849-0.00242287j -0.00805779-0.00675964j -0.00269033-0.00687675j -0.011474-0.0104635j 
