0.186458-0.138601j -0.143126-0.196721j -0.272182+0.0419118j 0.0136811+0.37734j 0.0171084+0.0636974j -0.221514+0.109298j 0.162535+0.0372764j 0.196595-0.0495264j -0.0989934+0.0526169j -0.0392809-0.100106j -0.155013-0.103169j -0.171292-0.0988041j 0.163537+0.153202j -0.109415+0.441679j -0.361999-0.0620694j 0.174968-0.0137009j -0.0109095-0.180638j -0.1065+0.00525834j -0.00343588-0.117939j 0.0703421-0.0200305j -0.0395075-0.0156974j -0.012124-0.0258622j 0.0287994+0.0284043j 0.0176692+0.00714562j -0.00704023-0.0331209j -0.0156706+0.0185667j 0.00232617+0.00181644j 0.00940598+1.51239e-05j 0.00373455+0.0275147j 0.000876946+0.0214903j 0.0173646+0.0134053j 0.0128555-0.000397835j -0.0103355+0.0213065j -0.00823575+0.0230412j -0.0208487+0.0160783j -0.0420125-0.00242757j 0.000363567-0.0367051j 0.00598262-0.0123944j -0.0129076-0.00606009j 0.0476855-0.0320177j 0.0318714+0.0481978j -0.00308563+0.00172237j 0.0020105+0.00135729j -0.00893487-0.00640065j 0.000514499-0.00888176j 0.0181569-0.0330839j 0.0319602+0.00727627j -0.0157629-0.0213255j 0.000429538-0.0134834j -0.0206526+0.0144859j -0.00154998-0.000348533j -0.00578469+0.00540437j -0.0275728-0.00507135j -0.00179263-0.00539331j -0.00590889+0.000259114j 0.0102103+0.0123363j 0.00302607+0.0183074j 0.0123095+0.00690789j -0.00494816-0.00262715j -0.00072026+0.000821693j 0.00493364+0.00590254j 0.000341448+0.00766782j -0.00655519+0.00232359j -0.000258083-0.00803038j 0.00393841-0.00465177j 0.00565535+0.0186198j -0.00186677-0.00652381j 0.00046727-0.00158293j 0.00217373+0.00836393j 0.0047485+0.0077443j -0.00526389-0.000720096j -0.00524825+0.0112848j -0.0120817-0.000883271j 0.00624576+0.00265353j -0.00250908+0.00316422j -0.00805009+0.00846209j 0.00115965-0.0137418j 0.00488115-0.0043356j -0.00176361-0.00856756j -0.00412218+0.000741364j -0.000325643-0.00107365j -0.00903115+0.0177788j 0.0137077+0.0022363j -0.00196816-0.0033842j 0.0149533-0.0030322j 0.0012642+0.000352079j -0.0141235-0.0208133j 0.0183681-0.0156461j 0.00730238-0.00285336j 0.00637218-0.00345292j -0.00845335-0.0062631j 0.0243372+0.0133623j 0.0127013-0.0243061j 0.0127823-0.00875199j 0.00705756+0.0110848j 0.0184051-0.00748907j -0.00720351-0.0182471j 
-0.00571822+0.0010094j 0.00286108-0.000165731j -0.00277501+0.00566185j -0.00515133+0.000226165j 0.00130987-0.00363038j 9.79289e-05+0.00315167j -0.00191941-0.00304126j -0.00200973-6.31116e-05j 0.00129863+0.00178139j 0.00290625+0.00159879j 0.00110785-0.00478681j 0.00384745+1.49763e-05j -0.00165828-0.000223633j 0.0028305-0.00272501j -0.00213869+0.00186894j 0.00446583-0.00206044j 0.00692661-0.00292086j 0.00128018-0.00511324j -0.00322458+0.00503791j -0.00351898+0.00123774j -0.000892498+0.000740017j 0.0014255+0.00245862j -0.00376235+0.00318088j -0.00140684+0.000348947j -0.0040402-0.00150678j -0.00317589-0.00126149j 0.00563986-0.00289892j 0.00169876-0.0059031j 0.00229579-0.000573462j -0.00290389-0.00331659j 0.00671514-0.00237661j 0.00156025-0.00237308j -0.00253164-0.00178064j 0.00486498+0.00191318j -0.00205728+0.00260005j 0.00596902-0.003841j 0.0035919-0.00208123j 0.000987883+0.00475235j -0.000895124-0.0034939j -0.00214501-0.00149398j -0.00105836+0.0019863j 0.00161844+0.00273572j 0.00233067-0.0122065j -0.000802623-0.00273024j -0.000964172-0.00157228j 0.00235708+0.00185965j 4.6072e-05-0.00261962j -0.00334681+0.00218047j -0.00204646+0.00347589j -0.00238412+0.00216439j -0.00896298+0.00669613j -0.00237002-0.00391109j 0.00470067-0.00185488j -0.00100518-0.00385946j -0.00137806-0.00252399j -0.00428193-0.00164201j 0.0018597+0.000160189j -0.000321566+0.00138997j 0.00270293-0.00401744j -0.00171103-0.00122039j -0.00304987-0.0031515j 0.00282219+0.000553076j -0.00278392-0.00160639j 0.000593239-0.000736304j -0.00158348-0.00276217j -0.00139599-0.000141902j 0.00395161-6.71177e-05j -0.00640425+0.00645839j -0.00117366+0.0024151j 0.00472292-0.00409025j 0.00100529-0.00268197j 0.00128228-0.000517813j 0.000313424+0.0013179j 0.000801225-0.00748098j 0.00281618+0.00108455j -0.00439788+0.000382135j 0.00242733-0.00165878j -0.00330472-0.00185055j -0.00108566+0.00432736j 0.000512324-0.00228428j 0.00516368-0.000827306j 0.00255273+0.000495911j 0.00230744-0.00509469j 0.00435941-0.00283015j 0.00132506+0.00151517j 0.00166615+0.00238522j 0.00291941-0.00258745j -0.000867929-0.000384912j -0.00484554-0.00344902j -0.00132928+0.000671676j -0.000158059-0.00175234j 0.00200255+0.000284563j -0.00010192+0.00189484j 0.00177141-0.00674521j 0.00207138+0.00662531j -0.00427615+0.00226387j 0.00136209+0.00225097j 
0.000858066-0.00054989j -0.000501936+0.000941406j 0.00215837+0.000454662j 0.00128306+0.0025986j 0.00352245+0.00154219j 0.000922328+0.00144766j 1.86402e-05+0.0030687j -7.45997e-05+0.00284246j -0.0028501-0.000996672j -0.000974104+0.00153093j 0.000793169+0.000835383j 0.000271464+0.000995482j -0.000294146+0.000328722j -0.000325859+0.0014672j 0.00102214-0.000692148j -0.00482729+0.00329007j -4.23775e-05-0.000551039j -0.00324341+0.00198611j 0.000326581+0.00320319j 0.00268195-0.000442328j 0.00109208+0.00360978j -0.00179608-0.00045411j -0.00350456-0.00182271j 0.00350392-0.000155173j -0.000933232+0.000568965j 0.00157101+0.00516265j 0.000602776-0.000819457j -0.000863789+0.00509705j -0.000780861+0.000182739j 0.000502266+0.000355066j -0.0030483+0.000723758j 0.00204232+0.00092242j 0.000461009-0.00016116j 0.00105519-0.000730331j -0.000766407-7.49304e-05j -0.000327855-0.000132462j -0.00102754+0.000326679j -0.00395988+0.00117945j -0.00193968+0.000349862j -0.000905957-0.000290424j -0.00206174+0.00344655j 0.000645065-0.00488685j -0.00515658-0.00194674j -0.00200081+0.00226128j -0.00327467+0.000356853j 0.00233805+0.00487564j 0.00293169-0.00744647j 0.00372356+0.00182967j 0.000995495-0.00235862j -0.000806477-0.00386975j -0.000418019-0.00725722j 0.000332775+0.000642263j 0.0027452+0.00716703j 0.0011306-0.00276697j -6.79593e-05+0.0016478j -0.00129893-0.00146895j 0.00330474+0.00514474j -0.00558112+0.000279471j 0.00216846-0.00438998j -0.00111953-0.00363013j 0.0028153+0.00538424j -0.0085602-0.00202968j 0.00180383+0.0012769j 0.000583502-5.31792e-05j 0.0012586+0.000910748j 0.003296+0.00316858j -0.00709174-0.00363144j 0.00165603-0.00610078j -0.00101677-0.00332697j 0.00392988+0.00264801j 0.00455938+0.0087729j -0.00085664-0.00120311j -0.00524403+0.00625326j -0.0026187+0.0088326j -0.0029481+0.000839728j 0.00240742-0.00604538j -0.000910036-0.00423099j 0.00197599+0.000908938j -0.00640903+0.000642428j 0.00165041+0.00156022j -0.00317745+0.00220521j -0.00526331-0.00106536j 0.00288598-0.000175608j -0.000263809+0.00165905j -0.00397296-0.000611331j 0.00320181-0.00160619j -0.00189463-0.00219991j 0.000195191+0.000711723j 0.00518185+0.00342687j 0.00496135+0.00215705j -1.64766e-05-0.00154309j -0.00105966-0.00072665j -0.00132119+0.000881364j -0.000864007+0.001638j 0.00227271+0.000815057j -0.00031045+0.000362702j 0.000198509-0.000548486j 
-0.00356517+0.000736462j 0.000255009-0.00264904j 0.00156767+0.00212128j -0.00246383-0.00140673j -0.00246416-0.00281646j 0.001027+0.000314708j 0.00124879-0.00237563j 0.00079285-0.00195995j -0.00248608-0.00130226j -0.00204294+0.0023356j 0.00129188+0.00101736j 0.000663975+0.000236985j -0.000580601-0.00451633j -0.00332178+0.00167407j 0.00215245+0.00330804j 0.00177236-0.000196129j 0.00446769-0.00294754j 0.00463854-0.0046222j -0.00514101-0.00105653j -0.000934365+0.00418702j -0.0023737-9.96858e-05j 0.00186299+0.00416775j -0.00235813+0.00072922j 0.00364391+0.00243799j -0.000406238+0.00127497j -0.000895531-8.99539e-06j 0.00261736-0.00209006j 0.000145029-0.000243231j 0.00219357-0.0029841j -0.00131371-0.00440473j 0.000663969-0.00293075j 0.00238873-0.00203597j -0.00192512+0.000678403j 0.00239111+0.00178851j 0.00118149+0.00157234j 0.00110061-0.00132657j 0.00221743-0.000805218j 0.00174698-0.00238753j 0.00185801+0.000881895j 0.00448328-0.000646555j 0.000197209-0.000376352j -4.26176e-05+0.0042541j 0.00692034-0.00293674j -0.00602479-0.00203176j -0.00314647+0.00224728j -0.00137365+0.00319085j -0.00179785+0.00301834j -0.000984519-0.00376936j -0.0022531-0.00165302j 0.00561837-0.00338159j 0.00289253-0.00661402j -0.00446878-0.000819392j -0.00239178-0.000826954j -0.00637659+0.000133897j -0.0061572+0.00156068j -0.004467+0.00188921j 0.00552764-0.00992082j -0.00273143-0.000232654j -0.00342025-0.000220227j 0.00032853-0.000940603j 0.00274932+0.00160317j 0.000779747+0.00358785j 0.00246406-0.00293158j 0.00101319-0.00080819j 0.000320973-0.00285397j -0.00757131-0.00291233j -0.00411241+0.00268945j 0.00488915-0.00194224j 0.00444538-0.003215j -0.00272628+0.000498113j 0.00371958-0.000588792j 0.00385832-0.00134356j -0.00102072+0.00564164j -0.00328323+0.00509555j 0.000692638+0.00117469j -0.00425801-0.00240512j 0.000947221-0.00251738j 0.00468291-0.00199473j 0.000825021+0.00035666j 0.00216832-0.000679665j -0.00197606-0.00176717j 0.00316777+0.00188472j 0.000698527+0.0025053j 0.00111102-0.000994442j -0.000570743-0.00222182j 0.000964305+8.27972e-05j 0.000721266-0.00209724j -0.00211608-0.00283243j -0.00200291+0.0014352j 0.000548324-0.00298357j 0.000396354-0.00161494j 0.000320733-0.00123073j 0.0017185-0.000258018j -0.000923935-0.00340092j -0.0027512-0.00314183j 0.000827348+0.000142405j -0.000471815-0.00157442j 
-0.00197062-0.0027755j 0.0037124-0.000627979j -0.00253029-0.00289489j -0.000180506-0.00285413j 0.00108743+0.00486849j -0.00305467+0.000628823j 0.000303381-0.00102833j 0.00107307-0.00275184j -0.000826507+0.00203997j -0.00110293+0.00162372j 0.000619864+0.00217329j 0.00115907-0.00051615j 0.000541375+0.000112346j -0.00124751-0.000601677j 8.60483e-05-0.000341351j 0.00487482-0.00578499j 0.00076105+0.00533098j 0.00275151+0.000222552j 0.00018646-0.0026673j -0.0036665+0.000315955j -0.000922554-0.0026169j -0.000414841+0.00198382j 0.00460184+0.00216937j 0.00126133+0.00569998j 0.00164368+0.00395993j -0.00245311+0.000493467j -0.00584185-0.00116342j -0.00360254-0.00118671j 0.000265955-0.00121752j -0.00710587+0.00318821j -9.59824e-05+0.000780371j -0.00211022-0.0025354j 0.000770109+0.00104147j 0.000499407+0.00208029j 0.00388447+0.00120695j 3.73692e-05-0.00129129j -0.00215724-0.00109694j 0.00231362-0.00203295j -0.00401959+0.00238196j -0.000853227+0.00316125j 0.00152768-0.00192321j -0.000908732+0.00561359j 0.00605417+0.00399384j 0.00582224-0.00571781j 0.00713517+0.000784957j -0.00285912-0.00332668j -0.00375901-0.00313569j 0.000756177-0.00354128j -0.00268187-0.00256747j -0.00284083-0.00336401j -0.00123843-0.00495986j 0.000429711+0.00308257j 0.00384942+0.00160282j 0.00227491-0.000867935j 0.00228354-0.000663144j 0.00565472-0.00371011j 0.000296832+0.00449798j 0.00226408+0.00780253j -0.00417309+0.0021463j -0.00270917-0.000393281j -0.00203246+0.00290414j 0.00794582-0.00586853j 0.000318287+0.00778007j -0.000702163+0.00184253j 0.00116587+0.0043004j 0.00320034-0.00203667j 0.00191836-0.00216795j -0.000296064+0.00381205j -0.000525718+0.00452636j -0.00090248+0.000532507j -0.00356332+9.13569e-05j -0.00235513-0.00430002j 0.00257308+0.000689317j 0.000655921+0.00410062j -0.00266022+5.51305e-05j 0.000445816+0.00209234j 0.00320491+0.00281081j -0.00146264+0.00484574j -0.00012136-0.00413483j -0.000279196-8.62854e-05j -0.00330754+0.00321765j -0.00186856+0.000148013j -0.000418924+0.00190556j 0.00340765-0.000443942j 0.000828181-0.00362341j -0.00466112+0.00374548j -0.000442434-0.00209797j 0.00239658-0.000417419j -0.00060324-0.00382311j -0.00184216+0.0031547j 0.00155596-2.25987e-05j -7.51154e-05-0.000914422j 4.66445e-05+0.000271143j 2.50315e-05-0.00118677j -0.00279057+0.000835597j -0.000668357+0.000892172j -0.00041566+0.00148491j 
-3.26083e-05-3.53364e-05j -0.000617044-0.00517344j 0.00518907-0.00138004j 0.00474499+0.00332323j 0.00291783-0.00120647j 0.0045745+0.000626733j 0.002128+0.00624996j 0.00313156-0.000267967j -0.000955106-0.00333499j -0.00440763+0.000351293j 0.000139789+0.00428062j -0.00193309+0.000194699j 0.0013938-0.000858622j -0.00455675+0.00630022j 0.00571745-0.00127621j -0.00583439+0.00419557j -0.00253575+0.00295224j 0.00134895+0.00175913j -0.00267888+0.000168419j 0.00118153+0.000791486j 0.000519565+0.000142734j 0.00151558+0.00460196j 0.00612897+0.00104926j -0.00616277+0.00220718j 0.00202901-0.00152992j -0.00506143-0.00183525j -0.00724354-0.00146513j 0.00011093-0.00100219j -0.000254278-0.00157478j 0.00233757+0.00333523j 5.97204e-05+0.000942j -0.00121991-0.00250042j 0.00150497+0.0028733j -0.00399901+7.36986e-05j 0.00123454-4.48729e-05j -0.00289886+0.00151683j -0.00134264-0.00110253j 0.000838174-0.00264624j 0.000211375-0.00328864j 0.00167158-0.00151303j -0.00305023+0.00642173j 0.00675814-0.00163719j 0.00360875+0.00318558j -0.00375876+0.0021971j 0.00206022+0.00304254j 0.00780439+0.00622858j -0.00316695-0.00428525j -0.00796201+0.011031j -0.000968827+0.00422574j -0.0018701+0.000185568j 0.000204516+0.0062691j 0.00202077-0.00403528j -0.000368251+0.0012676j -0.00552238+0.000645348j 0.00488228+0.000285476j 0.00233145-0.00146792j -0.00467877-0.00178875j -0.00420134+0.00403291j 0.00173298-0.00238208j 1.93474e-05-0.00441622j -0.00133821-0.00140276j 0.000770145+0.00288379j 0.0048951+0.00476154j 0.00211775-0.00583515j 0.00387555-0.000185757j -0.000949629+0.000831629j -0.000277421-0.000133762j -0.00505632+0.00302621j 0.00513746+0.00629775j 1.35802e-05+0.00201796j -0.000273307+0.00345258j -0.00381798+0.00361069j -0.00295278+0.00079919j 0.00270992-0.00109481j -0.000229863+0.0013005j -0.0015512+0.00106064j -0.00193838+0.00358039j -0.00329692-0.000544545j -0.00427947-0.00310629j -0.00800736-0.00133955j 0.00191907+0.00260478j 0.00241043+0.000143774j 0.000781645+0.00249179j -0.000230776-0.000717969j 0.000200875+0.000975624j 0.00188065+0.0032172j -0.00527181-0.00667026j 0.00160002+0.0010454j -5.25806e-05+0.0053592j 0.0017768-0.00518812j -0.00142621+0.000363782j -0.00319528-0.0035205j -0.00525011-0.00124576j 0.00144797+0.00574374j -0.00785806-0.00114096j 0.00275299-0.000410941j -0.00183223-0.00335816j 
0.00432219+0.0066988j -0.00518142+0.00411745j 0.00023577+0.000888673j 0.00178307+0.00155471j -0.000465059+0.000843889j 0.00053216-0.000145311j 0.000235678+0.00490847j 0.00224045-0.00220158j 0.00369225+0.00228546j -4.58687e-05-0.00425784j -0.00264811+0.000416832j -0.00185772-0.00094732j 0.000424046+0.00329679j 0.000428139+0.00123985j 7.11311e-05-0.00310149j -0.00311285-0.000921275j -0.00320504-0.00158019j -0.00394736-0.00255648j 0.000742178+0.00172419j 0.00303771-0.00252892j -0.000598545-0.00164146j -0.00659023+0.00141857j 0.000965006-0.0025768j -7.65775e-05+0.00570864j 0.00317984+0.00134034j 0.00229983-0.00162181j -0.00047803+0.000214883j 0.00227629-0.0012255j 0.000942819+0.00144363j -0.00554605-0.00231637j -0.00289303-0.000506671j -0.00123499-0.00106349j -0.000644756-0.000566571j -0.00445808-0.00132738j -0.000922591-0.00153649j -0.000673736+0.00250124j -0.00339214+0.000692076j -0.00109471+0.000473591j 0.00255969-0.000790935j 0.00127334-0.000555204j -0.00363237-0.0042287j 9.49226e-05-0.00447703j -0.00601121-0.00408809j 0.00311743+0.000436074j -0.00045095-0.00458998j -0.00477115+0.0062692j 0.00307595+8.79672e-05j -0.00269237-0.0111815j 0.00199719-0.00309375j 0.00153155+0.00164088j -0.00737592+0.0015566j 0.00614656-0.00233646j -0.00557797-0.000819903j 0.00269119-0.000521576j 0.000115415+0.00325063j -0.0052406-0.00180355j -0.00328166+0.0013567j 0.00121808-0.00623829j -0.00469078-0.00306236j -0.00243421+0.00233557j 0.00139001-0.00397957j 0.00372343-0.00287565j -0.000905554-0.00517133j -0.00763179-0.00609703j 0.00545697-0.00105086j 0.00190336-0.00258526j 0.00241492-7.07589e-05j -0.00169098+0.00558323j -0.00327564-0.00197294j -0.00446653-0.000524787j 0.00353463-0.00410602j -0.00323333+0.00167426j 0.000953226+0.000946915j 0.000767528-0.00415743j 0.000460251+0.000900345j -0.000746129+0.000107481j -0.000759386+0.000774587j 0.00147144-0.00494828j -0.00106962-0.00287326j 0.00527024-0.00435636j -0.00216298+0.000597153j -0.00165425-0.00245023j 0.00142806-0.000988012j 0.0031435+0.00585607j -0.000469858-0.000857287j 0.000325218+0.000237307j -0.00151241-9.40293e-05j -0.00120614+0.000579869j 0.000741717-0.00473787j 0.000603695+0.00672346j -0.00331055+0.00259763j 0.000812098+0.00155255j 0.000692552-0.00162014j 0.000556907-0.00335191j 0.0040353+0.00479902j -0.000867624+0.000561611j 0.000784307+0.00229579j 
0.00200566+0.00119416j -0.00258785+0.00178024j 0.00274653-0.00284885j 0.000784848+0.00110659j 0.00111029+0.00180203j 0.00203958-0.0020367j 0.00100004-0.00260697j 0.00170155+0.000414903j -0.00178822+0.00308989j -0.0015848+0.000848038j 0.00327923-0.00151903j 0.00157979-0.00113392j 0.000777563+0.000151323j 0.00129045+7.4526e-05j -0.000509842+0.0001997j -0.00357777-0.00080473j 0.00289039-0.00625573j 0.00138988+0.000855691j -0.000660877+0.00042378j 0.00256491-0.000246932j 0.00499566+0.00152109j -0.00146383-0.00421434j -0.00100352-5.93995e-05j -0.00319266+0.00309594j -0.00432262+0.00129747j -0.00167307-5.405e-05j -0.00150878-0.00187511j -0.00198534-0.00104303j -0.000244665-0.000482696j 0.00132586+0.00089092j 0.00251535+0.0033308j 0.00447536-0.00109775j 0.00406481-0.00197936j 0.000467638-0.00156703j -0.0040523-0.00284452j -0.00158837+0.00180039j 0.00229589+0.00237911j 0.000217981-0.000374732j 0.00144113-0.00083091j 0.0020227-0.00306559j 0.000473703-0.00294295j 0.00148125-7.76001e-05j -0.00235968-0.00281812j -0.00230178-0.00172989j -0.000346683-0.00506666j 0.000360267+0.00328682j -0.00163072+0.00446685j -0.00316851-0.00102688j 0.00204708+0.000806466j 0.00322212+0.00156461j 0.000881404+0.00199116j -0.00085166-0.0011671j 0.000456168-0.00364671j -0.00149492-0.00167055j -0.00235238+0.00109285j 0.00291245-0.00588433j 0.00252592+3.76234e-05j -6.83388e-05-0.00146059j 0.00342044+0.00278833j 0.00254892-0.00231134j 0.00380204-0.000266246j 0.00249361-0.00108972j -8.65866e-05-0.00191134j 0.00476706-0.00213817j 0.00171689+0.000462514j -0.00144087+0.00183432j 0.00150055+0.00386123j -2.00191e-05-0.00436119j -0.000430515+0.00113969j -0.00285536-0.000793725j 0.00329652-0.00085747j 0.000783196-0.00232747j -0.00589594-0.00380355j 0.00313261-0.00325778j -0.00103511+0.00149763j 0.000648867+0.00224382j 0.0016877+0.00172442j -0.000240034-0.00400466j -0.00283345-0.000186105j 0.00371605+0.000871467j 0.00125848+0.000225622j -0.000885582-0.000970305j 0.00149497-0.000425127j 0.000353607-0.00184249j 0.00048316-0.000929765j 0.00112752-0.00211085j 0.00183396+0.00129017j -0.00066068-0.000844648j 0.00229623+0.00183476j 0.00258816-0.00265222j 0.000115667-0.000617303j -0.000923499-4.54817e-05j -0.000116543-0.000215984j 0.00023361+0.00132795j 0.000912565-0.00178755j -9.19584e-05-0.00018636j -0.000239918+0.000211809j 
-0.00630219+0.00649032j -0.000940879-0.00696105j -0.000140462+0.00149082j 0.00187209+0.000698218j 0.0035613-0.00563173j 0.00409225+0.00275543j -0.000178849+0.00396265j 0.00423599-0.00428473j 0.00627282-0.00040283j -0.00100693-0.00126463j -0.0033672-0.00194878j 0.00209942-0.00185795j 0.00162437+0.000323206j -0.00121267+0.00319151j 0.00276499-0.00149862j -0.00124818-0.00263407j 0.00422102+0.000490562j 0.00464105-0.000638793j -0.00326044-0.000165487j -0.000915355+0.00163217j -0.00147866-0.000692009j -0.001547+0.00212886j -0.00794814+0.00381635j 0.00804149+0.00124836j -0.0023133-0.00146508j -2.32631e-05-0.000637965j 0.00477549-0.00303625j 0.00154153+0.00107321j 0.000416802+0.0020475j -0.000764002-0.000970409j 0.00388502+0.00106969j 0.00321623-0.00120714j 0.001075-0.00390972j 0.00216244+0.00094335j -0.00143086-0.00145354j 0.000878677-0.0013984j 0.00165966+0.000457003j 0.00482293+0.00198129j 0.00224393-0.00216494j -0.00097363+0.0032205j 0.00218194+0.00234802j 0.00141961+0.00233305j 0.00374158-0.00758178j -0.000957253-0.00317191j 0.00304031+0.00174958j 0.00318332+0.00162076j -0.00498587-0.00563281j 0.00313342+0.000343161j 0.00279319+0.00181427j 0.00145855+0.00327956j 0.00181963-0.00119606j 0.000945702+0.00221996j 0.00127205-0.00130201j -0.00817261-0.00100223j -0.00377809+0.000617753j -0.00147079+0.00304536j 0.000861362-0.00246905j -0.00136771+0.000638223j -0.00171221-0.000478091j 0.00228376-0.00138968j 0.00121616-0.0026834j 3.35385e-05+0.0020496j -0.0016873+0.000538934j 0.00267241-0.0022048j 0.000579151+0.000236786j 0.000802511+0.00250142j -0.00061993+0.00152549j 0.000471333-0.002372j -0.000515696-0.000227809j 0.00311793-0.00180171j -0.00214496+0.000116479j 0.00196309-0.00101605j -0.00405686+0.00136119j -0.00689241+0.000208328j -0.000777288+0.000707182j -0.00220358+0.00164251j 0.000602206-0.000404039j 0.00151659+0.000220964j 0.00144573+0.00180131j 0.00253644-0.00160089j -2.64629e-05-0.000453562j 0.00158529-0.000938954j 3.96453e-05+0.0041199j -4.74285e-05+0.000264647j 0.0016606+0.00150386j 0.000199276+8.3137e-05j -0.00319021-0.000521748j 0.00148063-0.00102997j -0.0045808+0.000722421j 0.000322348-0.000404193j -0.00063866+0.00124698j 0.00105936-0.000536207j -0.00136811-0.000329297j 0.00236195-0.00279497j -0.000815728+0.00351944j -0.00212378+0.00151457j -0.000675759+0.00229472j 
0.00341083-0.00463524j 0.00341222+0.00197571j 0.00416992+0.0015498j -0.00466657-0.00111326j -0.00756388-0.00611304j 0.00117983-0.00118934j 0.001768-0.0061129j 0.000741759-0.00557356j 0.00159738-0.000219837j 0.000554829-0.00275607j 0.00217436-0.000610986j 0.00485302+0.000894235j -0.00177899-0.000609924j 0.000523179-0.00201744j -0.000554425+0.002923j 0.00673848+0.00171671j 0.00267594+0.000957247j 0.00305129+0.00242887j 0.00363382-0.00164285j -0.00466879+0.000780866j -0.000848782-0.00199259j 0.00216985+0.00181093j 0.00364569-0.00108406j -0.00346573-0.00523691j 0.000197481+0.00469035j -0.000537456+0.000284504j -0.00316317+0.00409068j -0.00201043+0.000441724j -0.00179465+0.0011319j 0.00341936+0.000264302j 0.00310393-0.00173096j -0.00159013-0.00102793j -0.00106133+7.67872e-05j 0.00275479-0.000531581j 0.000815463+0.00440792j -0.000469505-0.000264901j 0.00307106-0.00172627j -0.00304526-0.00211616j -0.00446273-0.000518446j 0.000698989-0.00440921j -0.00301576-0.000306621j -0.00293732+0.00510711j 0.00153099+0.0094275j 0.00243551-0.00221689j 0.00311664+0.00347935j -0.00714817+0.00610198j 0.00785366+0.00136545j -0.00680095+0.000202312j 0.000132528-0.00149225j -0.00385988-0.00155213j 0.00333171-0.00621365j -0.00386509-0.00015276j 0.00271722-0.00100364j 0.000806649+0.000858455j 0.00373733+0.00111337j -0.00130501-0.00719637j 0.00159935+0.00130076j 0.00498379+0.00146082j 0.0032937+0.00222424j -0.00272737+0.000776995j -0.00453646-0.00155873j -0.00150066-0.000391594j -0.000710954-0.00365701j 0.000319882+0.000353083j -0.000565302-0.00213091j -0.001369-0.00147638j 0.00478961+5.7384e-05j -0.00239994-0.00032543j 0.00255243-0.00278896j -0.00344375+0.00482218j -0.000911768-0.00227851j -0.00150482-0.00132353j 0.00203186+0.00184075j 0.00221342+7.96499e-05j 0.00305357-0.00318218j 0.00256659+0.00176696j 0.00200519+0.000844672j -0.0015941+0.0015339j 0.000252874+0.00189395j 0.000368943+0.00493269j -0.00437028-0.00104604j 0.000150645+0.00491095j -0.000508917+0.000523896j 0.00127216+9.03735e-05j -0.00132764-0.000998138j -0.0017653-0.00105659j 0.00449346+0.000125504j -0.00309965-0.00129669j 0.00135935+0.00356878j 0.00246405-0.00056018j 0.0018099+0.00129717j 0.000232443+0.000482692j 0.00258983+0.00119531j 6.73549e-05+0.000666352j -0.00229495-0.00289984j -0.00130006-1.51492e-05j 0.000658623-0.00171243j 
0.00148543-0.00484688j 0.00520103+0.00310878j 0.000828811-0.00575755j 0.000270652+0.00198989j 0.00390135+0.00746486j -0.000251864-0.00179819j 0.000705208-0.00191775j -0.00324018-0.00463336j 0.00191706+0.00260113j -0.0035894+0.00297184j 0.000535417+0.000158041j 0.00091257-0.00364333j 0.00188988+0.00117988j -0.000775898-0.000730162j 1.70662e-05+7.20018e-05j -0.00215392-0.00632575j 0.0017283-0.000549151j -0.00148062-0.00170833j 0.00200249+0.000769534j 0.000972447-0.0014023j -8.64013e-05-0.00294731j 0.00062315-0.00159754j -0.0015953-0.00316692j 0.00224696+0.000481602j 0.00170483-0.00171763j 0.00216883+0.00170738j -4.34832e-05+0.00329841j 0.00160907+0.00142525j -0.000686164+0.000893929j -5.22612e-05-0.001401j -0.00122406+0.000641796j -0.0019609+1.11729e-05j 0.000785788+0.00022421j 9.30011e-06+0.000933858j 0.00131407+0.000148915j 0.000783299-0.000262762j -0.00166511-0.000328461j 0.000744795-0.000462907j -0.000778439+0.00331507j -0.0034938+0.000351177j -0.0014877+0.00363459j -0.00155959-0.000127166j -0.00035297-0.00053229j 0.000406078+0.00407396j -0.00294836+0.004641j 0.00339787-0.00316276j 0.00706206-0.000400081j 0.00246861+0.00759411j -0.000922025+0.00534986j -0.00129109-0.00227886j 0.00039356+0.00249245j -0.00255666+0.00325684j 0.00117873+0.00340765j 0.00356276-0.0014999j 0.00042586-0.000312727j -0.000348666+0.00539352j -0.000388522+0.00333093j -0.0036371-0.00408436j -0.000356064-0.00112653j -0.00188687+0.00331295j 0.000615864-0.000934301j -0.000508866-0.00109362j -0.00251395-0.00168762j -0.00294827+0.00299913j -0.00105626-0.001008j -0.0017542+0.00132132j -0.00205185-0.000326328j 0.00309631+0.00038622j -0.00322298-0.00364626j 0.00429128+0.00394202j -0.00197311-0.0016647j 0.000618472+0.00077461j 0.000701718-5.24071e-05j -0.00306201-0.00220786j -0.00194307-0.000737204j -0.00395467-0.000157588j -0.00406608-0.00156621j -0.000519405-0.00126991j -0.00124284+0.00171673j -0.00138679+0.00123345j 0.000750508-0.000668143j 0.00122019-4.64475e-05j -0.0040205-0.00141082j -0.00289211-0.000815349j -0.000699513+0.00377405j -0.0017741+0.000739762j 0.0019714-0.00218507j -0.000367829+0.00330019j 0.00136665-0.000220739j -0.00419746+0.0017269j -0.000789248+1.40312e-05j 0.000601076-0.00108224j -0.00129084-0.00151561j -0.000213484-0.00166519j 1.61292e-05+0.0013721j 0.000606198-0.000267128j -0.00130981-0.000241353j 
