0.186458-0.138601j -0.143126-0.196721j -0.272182+0.0419118j 0.0136811+0.37734j 0.0171084+0.0636974j -0.221514+0.109298j 0.162535+0.0372764j 0.196595-0.0495264j -0.0989934+0.0526169j -0.0392809-0.100106j -0.155013-0.103169j -0.171292-0.0988041j 0.163537+0.153202j -0.109415+0.441679j -0.361999-0.0620694j 0.174968-0.0137009j -0.0109095-0.180638j -0.1065+0.00525834j -0.00343588-0.117939j 0.0703421-0.0200305j -0.0395075-0.0156974j -0.012124-0.0258622j 0.0287994+0.0284043j 0.0176692+0.00714562j -0.00704023-0.0331209j -0.0156706+0.0185667j 0.00232617+0.00181644j 0.00940598+1.51239e-05j 0.00373455+0.0275147j 0.000876946+0.0214903j 0.0173646+0.0134053j 0.0128555-0.000397835j -0.0103355+0.0213065j -0.00823575+0.0230412j -0.0208487+0.0160783j -0.0420125-0.00242757j 0.000363567-0.0367051j 0.00598262-0.0123944j -0.0129076-0.00606009j 0.0476855-0.0320177j 0.0318714+0.0481978j -0.00308563+0.00172237j 0.0020105+0.00135729j -0.00893487-0.00640065j 0.000514499-0.00888176j 0.0181569-0.0330839j 0.0319602+0.00727627j -0.0157629-0.0213255j 0.000429538-0.0134834j -0.0206526+0.0144859j -0.00154998-0.000348533j -0.00578469+0.00540437j -0.0275728-0.00507135j -0.00179263-0.00539331j -0.00590889+0.000259114j 0.0102103+0.0123363j 0.00302607+0.0183074j 0.0123095+0.00690789j -0.00494816-0.00262715j -0.00072026+0.000821693j 0.00493364+0.00590254j 0.000341448+0.00766782j -0.00655519+0.00232359j -0.000258083-0.00803038j 0.00393841-0.00465177j 0.00565535+0.0186198j -0.00186677-0.00652381j 0.00046727-0.00158293j 0.00217373+0.00836393j 0.0047485+0.0077443j -0.00526389-0.000720096j -0.00524825+0.0112848j -0.0120817-0.000883271j 0.00624576+0.00265353j -0.00250908+0.00316422j -0.00805009+0.00846209j 0.00115965-0.0137418j 0.00488115-0.0043356j -0.00176361-0.00856756j -0.00412218+0.000741364j -0.000325643-0.00107365j -0.00903115+0.0177788j 0.0137077+0.0022363j -0.00196816-0.0033842j 0.0149533-0.0030322j 0.0012642+0.000352079j -0.0141235-0.0208133j 0.0183681-0.0156461j 0.00730238-0.00285336j 0.00637218-0.00345292j -0.00845335-0.0062631j 0.0243372+0.0133623j 0.0127013-0.0243061j 0.0127823-0.00875199j 0.00705756+0.0110848j 0.0184051-0.00748907j -0.00720351-0.0182471j 
0.00651497+0.00471888j -0.0034742+0.0050067j 0.000442481+0.000452581j 0.000110672+0.0025525j 0.00247936-0.0106089j 0.000531165-0.00482318j -0.0117065-0.0119106j -0.00191029-0.00311619j 0.00348507+0.00756717j -0.00333275-0.00627766j 0.0017444-0.00597386j 0.00454385-0.00197049j 0.00655508+0.00651894j -0.000889234+0.0050109j -0.0021844-0.000757929j 0.00206127-0.00266723j 0.00528541+0.00783861j -0.00221233-0.000840873j -0.00320384+0.00344695j 0.00375503-0.000300568j 0.00829483+0.00450841j -0.00199938-0.00629449j -0.00308627-0.00199915j -0.00856312+0.00935972j 0.00518227+0.0048669j 0.00278685+0.000727295j -0.000222391-0.00318211j 0.00241536-0.000348253j 0.00157238-0.00301011j 0.00282351+0.00285702j 0.000160273+0.005594j 0.00592959-0.00456329j 0.00649641+0.00209565j -0.00130807+0.00401271j -8.55301e-05+0.000925767j -0.00211452+0.00043314j 0.00219499+9.02463e-05j 0.000903362+0.00214664j -0.00137765+0.000624209j 0.00123836+0.00157902j -0.000660042-0.000253961j -0.00205414+0.00182613j 0.00185972-0.000324113j 0.0010648-0.00158501j 0.000666749-0.00513418j 0.00423387-0.00146705j -0.00155444+0.00196505j 0.00104558-0.00591941j 0.000195495+0.00189577j -0.00343745-0.00430566j -0.00338553+0.00448823j 0.00227173-0.000795942j -0.00978101+0.00708824j 2.98802e-05-0.00317832j 0.00448155+0.00432842j 0.00150391-0.00671955j 0.00186835+0.00364066j -0.013507+0.0049155j 0.00760079-0.00539331j -0.00778582-0.00279124j 0.000730002+0.000330396j -0.00174814+0.00807024j 0.00166345+0.00873641j 0.00459323-0.0038078j 0.00799135+0.00168252j 0.00543862-0.00310378j 4.33908e-05-0.0111846j -0.00276754+0.000447903j 0.00917677-0.00345049j -0.000647807-0.00681791j -0.00558918+0.0021359j 0.0028388-0.0021293j 0.00180133+0.000918121j 0.00356046-0.00866626j -0.00363856-0.00127859j 0.00400533+0.00202749j -0.0110511+0.000844231j 0.00303532-0.00220629j 0.000870027-0.000292776j 0.0029536-0.000192081j -4.27115e-05+0.00885927j -0.00256866-0.0020263j -0.00733486+0.00470061j -0.00179084+0.00172962j 0.00233735-0.00114482j 0.00303323-0.00336563j -0.000115278-0.00133625j 0.00085123-0.00154115j -0.00152756+0.00123552j 0.00321015-0.00387639j 0.00151982+0.000451447j -0.000927676-0.00123667j -0.000149842+0.000644771j -0.000431245+0.00173317j 0.00336995+0.00131251j 0.00175072-0.000295901j 0.000323059+0.000124299j 
0.00334093+0.00197335j -0.000598091+0.00311213j 0.000607077+0.000874952j -0.000469802-0.000505559j -0.00700539+0.000274738j -0.00168289+0.00346586j -0.00481178+0.0031615j -0.00463018-0.00986514j 0.00457366-0.00870389j -0.00483797-0.00395371j -0.00522124-0.00864674j 0.000852169-0.00400352j 0.00218907-0.000120509j -0.000458616-0.00183791j 0.000758893-0.000309427j 0.00105685-0.00443751j 0.0032385+0.00169211j 0.0021778+0.00169044j -0.00127608-0.00310067j -0.000325629+0.00184765j -0.00336514-0.00378491j -0.00249074+0.00201754j 0.00177038-0.0039771j 0.000498319+0.00382126j -0.00120948+0.00260919j 0.00217732+0.00250745j -0.00054704+0.00305822j 0.00391989+0.000128204j -0.00210241-0.0024344j 0.00140157-0.00208624j 0.00211952-2.57648e-06j 0.000374066-0.00308437j -0.000291007-0.000369179j -0.00152978+0.00173957j -0.00200636-7.43466e-06j 0.000531584+0.00034705j 0.00113692-0.00114779j 0.00121986+0.002113j -0.00104363+0.000234236j -0.00092152-0.0010089j -0.000252919-0.000206429j -0.00484923-0.00515707j -0.00498045+0.00538721j -0.000711812-0.00351163j 0.0114275+0.00184584j -0.00299392-0.00459268j 0.000523326+0.00244625j 0.00297742+0.00530208j -0.00682739+0.00127438j -0.000430645-0.00397596j -0.00616356+0.00161391j 0.00133165-0.00487134j 0.000965416+0.00292498j -0.00755434-0.00442044j -0.00883551-0.0037655j 8.75373e-05+0.00210441j -0.00424842-0.00344108j 0.000455534-0.00633128j -0.00329333-0.0060611j 0.000477247+0.0118961j 0.00285069-0.00343858j -8.78594e-05+0.00501472j 0.00159837-0.000501863j 0.000203547-0.000555542j 0.00255047+0.00457766j -0.00263888+0.000481252j 0.00138603+0.00439502j 0.00823646+0.00183033j -0.00289253-0.00323906j 0.0069958+0.00149017j 0.0059989-0.000929099j 0.00291793+0.00440854j -0.011452+0.00269913j -0.000711216-0.00157319j 0.00684409-0.00754574j -0.000395267+0.00635496j 0.00198048+0.00283145j -0.000962419-0.00393546j 6.79189e-05-0.00408846j 0.00215236-0.00552198j 0.00317856-0.00132919j -3.38475e-05+0.00174467j 0.00596928-0.00169857j -0.000147053-0.00872292j -0.00410663+0.00424785j 0.000568108+0.00264752j -0.00196367+0.0018318j -0.00201248-0.000533562j 0.00219804+0.00342238j -0.00396129+0.00779257j 0.00294165+1.53326e-05j -0.000684904-0.000144346j -0.00055606+0.00104624j -0.00075645-0.00130203j -0.00118973+0.000315199j -0.000767188+0.00189836j 0.0025728+0.000114961j 
0.00409017+0.00203189j -0.00269874+0.001744j 0.000665116-0.00150146j 3.06433e-05-0.00110971j -0.00179861+0.000966964j -0.00230098+0.0061298j 0.00626879+0.00261095j -0.00697714-0.00223746j -0.00333497+0.00790883j -0.0046448+0.00234824j 0.00926683+0.00503947j 0.00285066-0.00423775j -0.000894675+0.00550015j 0.00355349-0.00100857j 0.00022926-0.0028156j 0.00223181-0.00200115j 0.00457769+0.00561762j 0.00145491+0.00482751j 0.00282803-0.00558519j -0.00149586+0.00460863j 0.00136212+0.00174707j 0.00354613+0.000476064j 3.25302e-05+0.001941j 0.00680688-0.00557859j -0.00483297-0.00409761j 7.35188e-05-0.00621352j -0.000173372-0.00143561j -0.00375542-0.00179347j -0.00155731+0.00264834j -0.0021229+0.000691768j -3.77403e-05-0.00414801j 6.12587e-05+0.0024885j -0.00516952+0.00028516j 4.32092e-05-0.00262949j -5.26519e-05-0.000307024j -0.00128055+0.000738573j -0.00268769+0.00199766j -0.00125728+0.0030968j 0.000172928-0.00105948j -0.00131632-0.000589707j 0.000285323-0.00206714j -0.000449672+0.000272078j -0.00428106+7.56849e-05j 0.00260862-0.00642245j -0.00262238+0.00340673j 0.00154942+0.00288933j -0.00130511-0.00964838j 0.000299241+0.00363693j -0.00674965+0.00714691j 0.00177448+0.001475j 0.00188727-0.00795602j 0.00408474+0.00827797j 0.00191622-0.00966229j 0.00941833+0.0075752j -0.00348245-0.00480473j -0.000155265+0.00581126j 0.000536295+0.00539363j 0.0112621-0.00447328j -0.00255042+0.00544164j -0.000794991-0.00752143j -0.000560113-0.00368378j -0.00195991-0.00995345j -0.00361219-0.0104157j -0.0060206+0.00159841j -0.00847544+0.00243205j -0.00635673-0.000405335j 0.00245426+0.00730437j -0.0028087+0.00336391j 0.00193694+0.00131885j 0.000715935+0.00595864j -0.00101878-0.00294233j -0.00539471+0.00256896j -0.00423932-0.00226564j -0.00261394+0.00751942j 0.00050051+0.00669176j -0.00790444+0.00104227j 0.00281577-0.00491523j -0.000989648-0.00828029j 0.00064024+0.00455899j -0.00342324+0.00740694j -0.000952844-0.00728409j 0.00239096-0.00447875j 0.00137295+0.00544314j -0.000199436+0.00360922j -0.000871401-0.00479346j 0.00386765+0.00250106j 0.000823214+0.00165549j -0.00327481-0.000405248j -0.00251856-0.00455051j 0.00216322-0.00494009j -0.00382107-0.00293065j 0.000373082+0.00147653j 0.00149497-0.000988131j 0.000334822+0.000931828j -0.00101764-7.10478e-05j 0.000604501-0.000447398j -0.000817321-0.00126735j 
-0.00019561+0.00485475j -0.00674729-0.00292015j -0.000513286-0.00400471j -0.00195005+0.000402422j -0.00346329+0.00173024j -0.000908066+9.58729e-05j -0.00919312-0.00176892j 0.00170924+0.000613861j 0.0100396-0.00386376j -0.00229753+0.00129894j -0.00470627+0.00319584j 0.00747929-1.93673e-05j 0.00252286-0.00291001j -0.00324157+0.00332096j -0.000739294+0.00625102j 0.00676301+0.0039545j -0.000559251+0.0041608j 0.00150458-0.00202087j -9.31117e-05-0.00593721j -0.00290383+0.0015973j -0.0113721-0.00344343j -0.00751304+0.00699945j 0.00772722-0.00125915j -0.00588784-0.00230373j 0.00150292+0.00425125j 0.00157657+0.0102386j 0.000543129+0.000112084j 0.000243864-0.00256737j -0.00159639-0.00457576j 0.00229153-0.00530978j -0.0071097+0.00472266j -0.00380415+0.00124204j 0.00358073-0.00376874j 0.00177921+0.00116143j -0.00311907-0.00567396j 0.0009547+0.00168922j 0.00293908-0.000789838j -0.00037767+0.00139276j -0.00132041+0.00172739j 0.000477217-0.000899216j 0.00334706+0.00115593j -0.00135464-0.000309673j -0.00337029+0.000817471j -0.000597859-0.00220284j 0.00416701-0.00344169j 0.000910921-0.000715267j -0.00127641-0.00596921j 0.00640991+0.00505315j -0.00531204+0.00858433j 4.38147e-06-0.00262517j -0.00802127+0.00189952j 0.000305057-0.00783981j -0.00494838-0.00776418j -0.0088177-0.00249794j -0.0121007+0.000264988j 0.00337502+0.00218298j 0.00360033+0.00455827j -0.00309215+0.000385463j -0.00285953+0.000264896j -8.76964e-05-0.00234921j -0.00925613-0.00820547j -0.00325688-0.000919652j 0.00214055-0.00589827j -0.00449031-0.00317671j 0.00084802+0.00784601j -0.0125259-0.00613861j -0.00496537+0.00156292j 0.000747313-0.00375714j -0.00868823-0.00229243j 0.00541778+0.00204653j -0.00138464-0.00503504j -0.000809664-0.000717039j -0.00268337-0.0011473j -0.00111286-0.00317107j -0.000296425+0.000598378j 0.00437483+0.00436096j -0.00731983+0.000614481j -0.00114359-0.00370079j -7.57381e-06-0.000542486j -0.000119484+0.000808766j 0.00200663+0.00155594j 0.00305817-0.00451544j -0.00287162+0.00175527j -0.00511411+0.000158582j -0.0070229+0.00173j 0.00587614-0.00447185j 0.000319151-0.002702j 0.00163525-0.00756789j 0.00398468-0.00103783j 0.00161667+0.00280584j 0.00196006-0.00265657j -0.000634418-0.000217258j -0.000769153+0.0018388j -0.000499714-0.00115827j 0.00302883-0.000228712j 0.000499753+0.000364263j 0.00112434+0.0017102j 
0.00119458-0.00504311j 0.00729192+0.00283556j -0.000841169-0.000382942j 0.00363761+0.000963981j 0.00997082-0.00793688j 0.000188122-0.00672616j -0.00446474-0.00374224j 0.00523048+0.00365241j -0.00815389+0.00213114j 0.00288146-0.00418417j 0.0028878+0.00263346j -0.00157237-0.0041687j 0.00217242+0.00217494j 0.00244636-0.00100086j -0.00167358-0.00126064j -0.00507231-0.00372111j 9.89139e-05-0.00626506j -0.00451179+0.0055263j 0.00653886-0.00224199j -0.000461139+0.0015651j -0.00706827+0.00106661j -0.00368463+0.00160244j 0.00288162-0.000763874j -0.0118158+0.000467067j 0.00276025+0.00384126j -0.00873545+0.0123918j 0.00396016+0.00319422j -0.000149877+0.00298134j 0.00922209+0.00299372j 0.00173037-0.00387129j -0.00393846-0.00014058j 0.00111701-0.00451738j 0.00265371-0.00189776j 5.94391e-05+0.00445683j -0.00107817-0.00581679j 0.00365345-0.0036003j -0.00167292+0.00143692j -0.00245805-0.000854838j 0.0051725+0.00035283j -0.0021338+0.00180643j -0.00340641-0.00292132j -0.00149271+0.00663745j -0.00163944+0.0014351j -0.00369332-0.0103887j 0.00320943-0.00457396j -0.00626657+0.0073512j 0.0080978+0.00205567j -0.0022071+0.00106256j 0.00317546-0.00137945j -0.00376411+0.017191j -0.0106071+0.00788095j -0.00775348+0.00241864j 0.00461162-0.000501975j -0.00607415-0.00121947j 0.00255833+0.00172502j -0.00780186-0.000798971j -0.000845938+0.00878005j -0.00323982+0.00297897j 0.00159873-0.0025054j -0.00690417-0.00827246j 0.00615837-0.00263967j -0.00357153+0.0110092j 0.00108654+0.00150346j -0.000683955+0.00433715j 0.0100318+0.00616397j 0.00886708-0.00280019j -0.00653683+0.00244043j -0.00176112+0.00255714j 0.00342844+0.000836516j -0.000960376+0.00220507j -0.000149705+0.0015753j 0.00529851-0.00296472j -0.00195727+0.00601325j -0.00248967+0.00764333j 0.000734446+0.00619309j 0.00233593+0.00275942j 0.00533134-9.54027e-05j 0.00063704-0.00207429j 0.00754309-0.00172168j 0.000367635+0.00595889j 0.00834227-0.00983161j -0.000874831-0.0141149j 0.000215704-0.00307657j -0.00290379+0.00235806j -0.00757296-0.00152j -0.000323513+0.00356033j -0.00238443+0.002908j -0.00166154+0.000404316j 0.00639994+0.000132392j -0.00615793+0.00490844j -0.00201648-0.00148693j -0.000862501+0.00331081j 0.00269839+0.000479547j 0.00124478-0.004315j 0.00018933-0.000933422j -0.00364429+0.000413874j 0.000513762+0.000629661j 
-0.00222418-0.00231855j 0.00169161-0.00193716j 0.00173944-0.000773679j 0.000942195-0.00045625j -0.00396243+0.0014295j 0.000779037+0.000193868j 0.000637732-0.0005101j 0.000241632+0.00167924j 0.00586164-0.00215723j 0.00144133+0.00138844j -0.00326315-0.00563706j -0.00346813+0.00264743j 0.0021708-0.00367604j -0.0032961-0.00016304j -0.000677875+0.00188067j 0.000292378+0.00604998j -0.00240776-0.00178463j 0.0016189+0.0046343j 0.0056175+0.00359989j -0.000444195-0.00353481j -0.000763388+0.00687679j -0.00054709-0.00491355j 0.000820197+0.0101797j 0.00300129-0.0129903j 0.00583495-0.00284577j -0.00083235-0.00147096j 0.00397593-0.00998891j -0.00517701-0.00531217j 0.00196467+0.0064651j -0.0013851+0.00539413j -0.000916972+0.000714727j -0.00431221+0.00479482j 0.00203082-0.00430532j 0.00362963-0.00165935j 0.0019608-0.00430561j -0.00141649-0.000673823j -0.00240682+0.00225585j -0.00366362-0.000917581j 0.00203028-0.00244173j -0.00174472+0.000212531j 0.000851367-0.00188152j -0.00771825+0.00627482j 0.00851881-0.00316318j -0.00700442-0.00170066j 0.00297939-0.00233226j 0.00629844+0.00501822j 0.00447905+0.00248101j 0.000486195+0.000264007j -0.00980543+0.00441074j 0.0084988+0.00524381j 0.0024858-0.00306301j 0.000895448+0.00178928j -0.0014903-0.000161403j 0.000265863+0.00247718j 0.00371033-0.000749353j -0.000753119-0.00037119j -0.0044389+0.00420246j -0.0037889+0.00055447j 0.00528164-0.0012634j -0.000606192-0.00126623j 0.00734222+0.00767182j -0.00329413-0.00232488j 0.0035652+0.00323181j -0.00504953-0.00340425j -0.00387552+0.00445459j 0.00164212+0.00300009j 0.00200208+0.00677471j -0.0016678-0.00370232j -0.00203617+0.000812969j 0.00521943-0.0071323j -0.00349918-0.00164952j 0.00311377+0.000345498j 0.00166975-0.0116732j -0.00491411-0.00452903j 0.00313001-0.00320024j -0.00277003+0.00250174j -0.0056424-0.00227423j 0.00683043-0.00815949j 0.00108354+0.00359502j 0.00417139-0.00461637j -0.00218037-0.00242288j -0.00423758+0.00242314j -0.00667712-0.0011792j 0.000558263-0.00388695j 0.00817978+0.00438108j 0.00697926-0.00165052j 0.00172443+0.00514723j 0.00160858+0.00209981j -0.00669202-0.0028877j 0.0058907+0.00345377j 0.00253016+0.00196311j 0.00175394-0.000615679j -0.000500015-0.00147712j -0.00318207-0.00126699j 0.00146745+0.00322515j 1.29046e-05+0.000925784j -0.00139214-3.17052e-05j 
-0.000521255-0.00119719j -0.00126601-0.00172614j -0.00512795-0.00183521j 0.00127259-0.00483611j 0.00131475-0.0065715j 9.64128e-05+0.000166467j 0.00262271-0.00324678j 0.000790722+0.00194153j -0.00385456+0.0112481j 0.00484118-0.000468102j 0.00646493-0.00357148j -0.00568893+0.0015326j -0.00151764+0.00111217j 0.000378539+0.00382928j 0.00336484-0.00299836j 0.000710786-0.00300538j 0.00153363+0.00530392j 0.00865502-0.00145496j -0.00112813-0.0105654j 0.00504675-0.00265049j -0.00688826-0.00778541j 0.00485261+0.00295062j -0.00577316-0.00357667j 0.0129137-0.000381413j -0.0114539+0.00418703j -0.00395724+0.000183572j 0.00290765+0.0104052j 0.00152959+0.00277684j -0.00215417+0.00106299j -0.00663437-0.00574726j -0.00702274-0.00313919j -0.00439786-0.00828465j 0.00119588+0.00616041j -0.00361438-0.00724501j -0.00173875+0.00162287j -0.00234146+0.000880232j -0.00466782+0.00110009j -0.00236644+0.00296924j -0.0015598+0.00206458j 0.000160967-0.0010623j 1.43992e-05+0.000292612j 0.000357049+0.00425969j 0.0019997-0.000401722j -0.00818566+0.0098839j 0.00683851-0.00742021j 0.00202664-0.00335566j -0.00164933-0.000723749j 0.000523269+0.00148955j 0.00701704+0.00656523j 0.00283939-0.000590453j -0.00511549-0.00505703j -0.00430842-0.00104932j -0.00176773-0.00198079j -0.00274257-0.00223426j 8.30067e-05+0.00431032j 0.00186337+0.00645567j -0.00345155-0.00141378j -0.000596282-0.00506985j -0.00270141-0.00688037j -0.00496333-0.00737949j -0.00188144+0.00199469j -0.00514048-0.00311659j -0.00306865-0.00691707j -0.0101553-0.00226555j 0.0027278-0.00416039j 0.00106399-0.00158294j -0.00701315+0.00523916j 0.00765532-0.000283718j -6.91799e-05+0.00248191j 0.000927568-0.00321352j 0.00178545-0.00330308j 0.00239221+0.00240155j -0.00212356-0.00505648j 0.00104395-0.00547726j 0.00028589+0.0119921j -0.00522358+0.00032415j -0.00260836+0.00606295j -0.00371632-0.000477595j 0.00206041-0.000814996j -0.00116794-0.00471525j -0.0062312+0.00591407j -0.000940853+0.000636836j -0.00499584-0.00701458j -0.000254193+0.00144804j 0.00797628+0.00252961j 7.44388e-05-0.00201621j 0.000677857-0.000305717j -0.00548791+0.000961037j -0.00286122+0.00321567j 0.00438781+0.00245531j 1.86311e-05+0.00330757j 0.000476376-0.000403916j 0.000674865-0.000275883j -0.003387+0.00241327j -0.00197013-0.000685665j 0.00259729-0.000128679j -0.00159137-0.00269266j 
0.00287404+0.00322859j -0.00301401+0.00111577j -0.000225226-0.00219174j 0.000741746-0.00136697j -0.00349311-0.00199545j -0.0014061+0.00212985j 0.00166501-0.00145885j -0.000930562-0.000403357j 0.00463705+0.0100489j -0.00106429+0.00235267j 0.00449217-0.00269425j 0.00154665+0.00170627j 0.000149756+0.00236729j 0.000882841+0.00275095j 0.001447-0.00148878j 0.00429754+0.00202361j -0.000271909+0.00514698j -0.000632643+0.0056807j 0.0062425+0.00565889j 0.00469543-0.00638388j 0.00572942-0.00518263j -0.000677179-0.00627078j -0.0045952+0.000155129j -0.000226352+0.00627924j -0.00305185+0.00747995j -0.00404175+0.00343083j 0.00381424+0.00513662j 0.00333748+0.00676056j 0.00447348+0.00108534j -0.00564869-0.000506866j -8.74624e-05+0.00178484j 0.00253753-0.00948028j 0.00691434+0.0043449j 0.000376072-0.000780804j 7.56434e-05-0.00226337j 5.45805e-06-0.0036996j -0.00246861+0.000574562j -0.0024535-0.000635197j 0.000849431-0.00376733j 0.00151987+0.000509962j -0.00103537-0.00108992j -0.00424675-0.00140806j 0.00347619-0.00350368j -0.00137082+0.00388189j 0.00396236+0.00704815j -0.000770203-0.00592668j 0.00225775+0.00285244j -0.00287573+0.00194939j -0.00379684-0.00687746j 0.00217892+0.001069j 0.00725049-0.00709173j -0.00652824+0.00122537j -0.00472722-0.00188752j -0.001816-0.00614883j 0.000772367-0.0058815j -0.0090642-3.25388e-05j -0.0022042-0.0109414j -0.00131718+0.00447349j 0.0055119+0.00281672j -0.00405256-0.00482541j -0.0006136-0.00270535j 0.0100905+0.00466475j 0.0011699-0.000638264j -0.00293861+0.00235051j 0.00782827-0.00733572j 0.0053117+0.000680335j 0.00214409+0.00280232j -0.00026534+0.000275207j 0.00600249+0.00231415j -0.00252278-0.00323726j -0.00381171-0.00168785j 0.000964072-0.0045698j -0.0021546-0.00590134j -0.00355189+0.00611568j -0.0010117+0.0108911j -0.00234647+0.00405466j 0.00335304+0.00764562j 0.000915693+0.00100078j 0.00150677-0.00487101j 0.00117317-0.00639932j -0.00181501+0.00382117j 0.000292994-0.000948448j -0.00351222-0.00822594j 0.0030352-0.00290646j 0.00427134+0.00140437j 0.00219189-0.000494442j -0.00296707-0.000311425j -0.00168358+0.000471061j -0.0036622+0.00378409j -0.00105441+0.00201311j 0.00353042+0.003199j -0.000447986+0.000335382j 0.00107093+0.000682062j -0.00345964-0.00247647j 0.00196292-0.000328902j 0.000344129-0.000200861j -0.000608393-0.00160826j 
0.00743232-0.0033784j 0.00117873+0.0065312j -0.00153511+0.00174199j 0.00370184-0.00131201j -0.00338868-0.00614523j -0.00298296-0.000630295j -0.00294572-0.00089939j -0.00842866-0.0046256j -0.00888019+0.00157824j -0.00234718-0.00589519j 0.000346315-0.00740265j -0.00421131-0.00460397j 0.00341755+0.0046445j 0.00133285+0.00189709j 0.00118517-0.00518122j -0.00229356-0.010381j 0.00857378+0.00545643j 0.00180666+0.00335714j 0.00581173-0.00855093j -0.00718631+0.0013954j -0.0104841+0.00316763j 0.00365938+0.0102014j 0.00444025+0.00762136j 0.0030618-0.0106635j -0.00568381-0.00497189j -0.0044214+0.00311476j 0.0023419+0.00374055j -0.00561387-0.00285671j -0.000173085+0.00583175j 0.00393862-0.0029478j -0.000244751-0.00607241j -0.00385246+0.00376873j -0.00705302-0.00293064j -0.00369244-0.00306474j -0.00215488-0.00125226j -0.00076449-8.98167e-06j -0.00418469+0.0012904j 0.000868156+0.00103318j -0.000422149-0.00151879j 0.00442115-0.00109068j -0.00261675+0.00236982j 0.00393128-0.00352755j -0.00269889-0.000633408j 0.000254101-0.0028246j -0.00401136-0.00173827j 0.000183056+0.00143613j -0.00356866+0.00752341j 0.00113705-0.00181939j 0.00403534+0.000454992j -0.00411587-0.00219724j 0.00372186+0.00513734j 0.000574742+0.00470243j -0.000278945+0.0115232j 0.00323729+0.000684521j 0.00591568-0.00134176j -0.00201528-0.00351167j -0.000967305-0.00743385j -3.90017e-05+0.00311805j 0.00334987-0.0017323j 0.00136813+0.00709208j 0.00218312+0.00515236j 0.00246622+0.000146889j 0.00176501+0.00431575j 0.00714188-0.00410308j 0.000175106-0.00790499j 0.00503024+0.00269167j -0.00207086-0.00635809j 0.00519961+0.000441782j 0.0049826-0.00618656j -0.00187327-0.00157097j 0.0019232+0.00350656j -9.54018e-05+0.00190783j -0.000120163+0.0095713j 0.0066644-0.0035221j -0.00186294-0.0033965j -0.0019672-0.00278525j 0.00171206+0.000584908j 0.00138157+0.00217989j -0.00171602+0.000839534j -0.000126938-0.00178013j 0.00315807+0.00215949j 0.000867962-0.00245978j 0.00309061+0.00224537j -0.000502305-0.000305765j 0.00241009-0.000202741j -0.00523008+0.00325891j -0.00406757-0.0027031j -0.0039543+0.000396601j -4.4171e-05-0.00252534j -0.000104657-0.00125141j -0.00355638-0.000176749j 0.00112869-0.000568627j -0.000128713-0.00147705j 0.000721941+0.000971447j -0.00388463-0.00201813j 0.00159683-0.00157515j -0.00139356-0.00376283j 
-0.0052703-0.000679633j 0.00341489-0.00459724j -0.000135033+0.00014798j 0.00113442-0.0025733j 0.00165715+0.000122739j 0.00101919-0.0017828j 0.00334552-0.000713566j 0.0065752+0.00493278j -0.0020698-0.000379458j 0.00621244-0.000381882j -0.00157386+0.00112038j -0.00305855+0.00527374j -0.00299034-0.00452109j -0.000885195+0.00183989j 0.00103008+0.00127789j 0.00293543+0.00249448j -0.00589937-0.00484576j 0.00346286-0.00194616j 0.00441459-0.0057882j -0.00306391+0.00325367j -0.00371874+0.00235419j 0.00046409+0.00552855j 0.006273+0.000452414j -0.00209116-0.00527823j -0.00071474-0.00238552j -0.00083187+0.000753555j -0.00337512+8.38536e-05j -0.00578907-0.000656387j 0.00129466-0.000805363j 0.00159116-0.00190488j -0.0019741-0.00235696j -0.000695268+0.00150669j -0.00256015-0.00164499j -0.00213751-0.00152502j -0.00213061-0.000319126j 0.000547588-0.000860049j 2.68738e-05+0.00107482j 0.00339982+0.00275679j 0.000394648-0.00492955j -0.00299639+0.0014744j -0.00188358-0.000595022j -0.00871803+0.00385659j -0.00186169-0.000699395j -0.00601517-0.00606275j -0.00370565-0.00338356j 0.0059998+0.00531978j 0.00594321-0.000549474j -0.000815906-0.00135483j -0.00894402+0.000926839j 0.00220741+0.00404825j 0.000980154+0.00365745j 0.00417398+0.00819814j 0.00233629+0.00497974j 0.00588442+0.00547054j 0.00345686-0.00384424j -0.00911852-0.00106929j 0.00168643+0.0064859j -0.00554805+0.00914897j 0.0032381-0.00221136j -0.00273701+0.00210205j 0.0100308-0.00168329j 0.00993375+0.00710135j 0.00614016+0.00266971j -0.00186042+0.0026872j 0.00344134+0.00569343j 0.00600024-0.000626869j 0.00845202+0.00189216j -0.00431468-0.000523418j 0.0051029-0.00338605j -0.00314818-0.00710352j -0.00806818+0.00373301j 0.00424008-0.00204737j -0.00346115+0.00174133j -0.00458965+0.00605674j -0.00288155-0.00444037j 0.00182602+0.00298545j -8.19345e-05-0.000354661j -0.00146626-0.0127947j 0.00567018+0.00324304j 0.00233729+0.00104941j 0.002943-0.00922376j -0.00349517-0.00522349j -0.000584591+0.00582019j -0.00360376+0.0011069j 0.00427011-0.00312723j 0.00553109-0.000585479j 0.00160496+0.00300962j -1.69092e-07+0.00116332j -0.00532342+0.00174185j 0.00321401+7.25158e-05j -0.00199385-0.00211734j 0.0012844-0.000804208j -0.000298721-0.00113516j 0.000207596-0.0024993j 0.00277385+0.00411563j -0.00296669+0.00188218j 0.000733547+0.00293181j 
