-0.17239-0.145289j -0.152311+0.176545j 0.166789+0.0727967j -0.065739+0.181459j 0.125278+0.0941777j -0.0795278-0.0374435j 0.167786-0.116448j 0.106771+0.174225j 0.00935553-0.0337887j -0.156145+0.181579j -0.117982-0.0511489j 0.00632411-0.0274765j -0.169729+0.0509438j 0.0109511+0.0821098j 0.0345247-0.0347373j 0.00439061+0.115363j -0.0178933+0.0711728j -0.246259-0.158115j -0.147366-0.0160106j 0.10055-0.0621334j 0.0593362+0.147142j -0.00538924+0.177095j -0.0218859-0.0745425j -0.0915025+0.111013j -0.0904522+0.0610951j -0.016985-0.0224225j -0.073803+0.247169j -0.227166-0.0336628j 0.152128+0.0622327j -0.0684158+0.17174j 0.268383-0.0870617j 0.0918598+0.275539j -0.0999746-0.0679862j -0.0739088+0.0949828j 0.029896+0.0516491j -0.0130163-0.00790662j 0.061296+0.0329178j -0.0399109+0.074402j 0.0530396+0.00362486j -0.00896435+0.0202832j 0.00117026+0.0178838j -0.00480874+0.00282122j -0.0202356-0.020724j 0.0327934+0.0128631j -0.0149815+0.00852622j -0.0153373+0.0239916j -0.00963723-0.00963727j 0.0207586-0.0208778j 0.00103076+0.00951541j 0.01645+0.00781835j -0.0131987+0.0176621j 0.0229805+0.0260833j -0.011271-0.0325528j -0.00737642-0.0191572j 0.0276944-0.0049276j -0.00996998-0.00724607j 0.0127293+0.00371861j 0.00834961+0.00917039j 0.0241104-0.0301278j -0.0115014+0.0128328j -0.0109081+0.0135975j -0.0283794-0.0172319j -0.0188722+0.0166501j -0.00581778-0.0153833j 0.000163689-0.00784989j -0.0289748+0.000169319j 0.00989875+0.025292j 0.00355404-0.00571975j 0.00141707-0.0266144j -0.0287866+0.00395911j 0.012045+0.0668556j -0.0656846+0.00949251j 
-0.00211123-0.00380647j -0.00254493+0.00300162j 0.00310516+0.000419881j 0.00141433+0.00196986j 0.00240915-0.000462684j -0.00301158+7.72021e-05j -0.000270326+0.000895747j -0.000824719-0.00222529j 0.00116662+0.000557583j 0.000711064+0.00211754j 0.000368179-0.00087887j 0.000813639-0.00046575j -0.000489412+0.00103082j -0.00101423-0.000789838j 0.002181+0.0002207j 0.000811781+0.000618275j 0.000887361+0.0003319j 0.00248558-0.00111599j -0.00205719-0.000326581j -0.0009949-0.00239559j 0.000125224+0.000450616j -0.00115222+0.0042604j -0.000727154+0.000829453j 0.000127697-0.00315495j 0.00323394+0.00224897j -0.00148009+0.0044844j -0.00501483-0.00383561j -0.00190931+0.000659034j 0.00572457-0.000800201j 0.00253914+0.00243671j -0.00208287+0.000828388j 0.00083406+0.00515787j 0.00325408+0.00555321j -0.00274334-0.00443686j 0.000762301-0.000672322j 0.00330333-0.00320208j 0.00338113-0.00239382j 0.00135667+0.00175694j 0.00280708-0.000387593j -0.00318617-0.00176047j -0.00182769-0.00232435j 0.00127034+0.000839105j -0.00192956-0.00171208j -0.00612199+0.00638809j -0.0046946+0.00597503j 0.00234473-6.11769e-06j -0.00574396+0.00584943j -0.00061475-0.00399986j -0.000535633-0.00184356j -0.00494717-0.00137203j -0.000793548+0.00158703j -0.00709212-0.000191832j -0.00389752+0.00415719j -0.00286169-0.000597846j -0.0046651-0.00530366j -0.00967652-0.0047476j -0.0024242-0.00906727j 0.00320403-0.0014545j 0.00178408-0.00348413j 0.00949061-0.00489274j -0.0040839-0.00275534j 0.00173807+0.000764985j 0.000387781+0.00395381j 0.00173298-0.00415782j 0.00506658-0.00202391j -0.00654857-0.00189951j 0.00896831+0.00348017j 0.00345288-0.000786971j 0.00379127-0.00497689j 0.00260788+0.00641514j -0.00938828+0.00764656j 0.00027068-0.00268177j 
-0.00579358-0.00238788j -0.000601346+0.00571059j 0.00241579-0.00182762j -0.000433919+0.00493089j 0.00113559-0.000233259j -0.000707006-0.00154881j -0.00062904+0.00104192j -0.000285224-0.000705711j -0.000910219-0.00102075j -9.22028e-05+0.00138394j -0.0014323-1.00363e-05j -0.000717901-0.00140104j -0.00082722+3.81236e-05j -0.00181766+0.000267455j 0.00125272-0.00118326j -0.00103092-0.00077971j -0.00169693-0.00113631j -0.0032576-0.000348035j 0.000237483-0.00163585j -0.00252372-0.00169205j 0.00156672+0.000552897j -0.00287521+0.00226545j 0.00344137+0.000626979j 0.00171139-0.00204646j -0.000355168+0.000493792j 0.000497157+0.000196998j -0.00346473-0.00303317j -0.000130807-0.000304519j 0.00236567-0.00139636j 0.00309466+0.000671431j 0.000792918+0.00362013j 0.000750577+0.0031367j 0.00232936+0.00367659j 0.000937415-0.00698648j -2.77204e-05+0.000416204j -0.00251296+0.0043567j 0.00440647-0.000186487j -3.81661e-05+0.00037052j 0.00520971+0.00376815j -0.00215449-0.00411269j 0.00224352-0.00243434j 0.00297246-0.0012296j -0.000718125-0.00197781j 0.000333301+0.00333478j -0.000624726-0.0011158j -0.00128575+0.00235653j -0.00684616+0.00404009j -2.62016e-05-0.00451705j -0.00369485+0.00170708j -0.00295022+0.00269047j -0.00267476+0.00155295j -0.00134172+0.000889561j 0.00248619+0.0043482j -0.00549071+0.00157716j -0.00350899+0.00326193j -0.0100177+0.00426579j -0.0016208-0.0111586j -0.000719321-0.00155916j 0.000382101-0.00494902j 0.00406483-0.00520737j -0.00683308-0.00184673j 0.00391618+0.00195502j -0.00225456+0.0014606j 0.00156657-0.0021022j 0.00576242+0.00532621j -0.000546662-0.000109675j 0.00921083+0.00629279j 0.000351804+0.00264321j 0.00258496-0.0099787j -0.00225914+0.00176197j -0.00338142+0.0104625j -0.00638833+0.000987548j 
-0.00644248-0.00185612j -0.0010202+0.00462434j 0.00468613-0.00028381j -0.000793832+0.00315151j 0.000263926-0.00154309j -0.00131093-0.00146992j 3.51442e-05+0.00202893j -0.000236848-0.000594273j -0.000171916+0.00108883j -0.000436889+0.00306125j -8.5641e-05-0.00231685j 0.00079228-0.00147721j -0.00158707+0.00179827j -0.00105931+0.00187392j 0.00193849+0.000158674j 0.000328595-0.00105897j -0.000730716+0.00105424j 0.000323051-0.0015016j -0.000203084-0.000863083j -0.00146932-0.00324807j -0.00117441-0.000997838j -0.00114052+0.00450418j 0.00141172+0.000959256j 0.0018791-0.00179245j 0.00219742+0.000517951j 0.00133026+0.00189104j -0.00326673-0.00308719j -0.00235267+0.000216435j 0.00286575-0.00183785j 0.000747317+0.000407639j 0.000746893+0.00581992j 0.00340095+0.00403469j 0.00222175+0.0040549j 0.00165153-0.00332521j 0.00475373+0.00309335j -0.00293554-0.000606794j -9.17086e-05+0.000694519j -0.00198126+0.00307202j 0.0019501+0.00217752j -0.00115987+0.00407005j -0.0016943-0.00228219j 0.00330632+0.00118367j 0.00138535+0.00254388j -0.000747468+0.000133573j -0.000324871+0.00509465j 0.0015784+0.00312674j -6.46619e-05-0.000519249j -0.000549111-0.0010763j 0.0005757-0.000204748j -0.00157442-0.00362826j -0.00368926+0.00495054j -0.00312224+0.00486544j 0.00166936-0.00124849j -0.00240485+0.00143123j 0.00344227+0.000724948j -0.0047437-3.40586e-06j -0.00701616-0.00477195j -0.00106574+0.00104253j -0.00329792-0.00524756j -0.00315859-0.00281381j -0.00183505-0.00382658j 0.00107138+0.000547378j -0.00451479+0.00120706j 0.000638349+0.00186947j 1.19834e-05+0.00248796j -0.000519641-0.00320553j 0.00277014+0.00447086j -0.00377868-0.00134061j 0.00590698-0.0049771j 0.00151825+0.00521849j -0.00112327+0.00680153j -0.00402898+0.000957583j 
-0.00121133-0.00128008j -0.00168735-0.000822551j 0.00187721-0.000272707j 0.00138764+0.00330179j -0.000376753+0.000401041j -0.00123753+0.00226599j -0.00111077-0.000235992j -0.00286269+0.000890513j 0.000180849-0.000543168j 0.00113888-0.000458823j 0.000113841+0.00162858j 0.000703472-1.27375e-05j -0.00132562-0.000863293j 0.000972582+0.0010168j -0.0010402+0.000637286j 0.00130104-0.00111091j -0.00130001-0.000553519j -0.00150075+0.000443527j 0.00185196-0.000171291j 0.00317174-0.00308297j 0.00229446+0.00100615j -0.000970978-0.00153191j 0.00333434+0.00152363j 0.0018458+0.00125827j -0.000542172-0.00231378j 3.5976e-06+0.000628119j -0.000132848+0.000162942j 0.00272569+0.00328746j 0.00114257-0.000457589j -0.00351779-0.000333112j 0.00282824+0.00467682j 0.000790331-0.00227157j 0.00398334+0.00307063j -8.45684e-05-0.000583336j -0.00108918-0.00341945j 0.0061788-0.000926795j 0.00319676-0.00249543j -0.00280688+0.00476833j 0.000706877-0.00480403j -0.000161536-0.00060192j -0.00446163+0.00276364j -0.00214841+0.00196276j -0.00315424+0.000243469j -0.00285931+0.00215734j 0.000563875+0.00327488j 0.00270749-0.00229136j 0.00215627+0.0017444j 0.00336789-0.00280369j -0.000669975-0.00113291j -0.00220963-0.00416884j 0.000832152-0.00124994j -0.00716845-0.000810422j -0.00537966+0.000682801j 0.00260046-0.00380173j -0.000604901-0.00676808j 0.00179592-0.0112222j 0.00304894-0.00235973j 0.00710326-0.000821492j -0.00104977-0.0013684j 0.00642848+0.00348302j 0.00549503+0.00210481j -0.000116045-0.00301979j 0.00150044-0.00163927j -0.00232449-0.00534946j 0.00121861-0.00669728j -7.69543e-05-0.00483399j 0.00602054-0.00407688j 0.00468713+0.00299486j -0.00395199-0.00655778j 0.000122292-0.00250242j -0.00125184+0.00110771j 0.00265671-0.00580838j 
0.0021985+0.000408116j -0.000257215-0.00294429j -0.000791011-0.000569415j -0.00103899-0.0026401j -0.000895591-0.000501041j -0.00252308-0.00111461j -0.000270939+0.00218587j 0.00028325-0.000766978j -2.40484e-05-0.00174376j -0.00318827+0.00108707j -0.00142642-4.18786e-05j -0.000926326+0.00115038j 0.00155795-0.000423065j -0.00151883-0.000775214j -0.00109529-0.00131754j -0.00073439+0.00151353j -0.00116776-0.00081857j -0.000491267+0.00217131j 0.00241856+0.00106112j -0.00240289+0.00195944j -0.00120949+0.000135606j -0.00280508-0.000175663j 0.000760029+5.68029e-07j 0.00349699+0.00114884j 0.000953233+0.000911943j 0.00131126+0.00404951j 0.00151314+0.00125018j -8.47944e-05+0.00248243j -0.000808581+0.00171298j -0.00152067+0.00101568j 0.000767584-0.000627836j 0.00147828-0.00195796j -0.00106737-0.00288858j -0.00136028+0.00597185j 0.00262772+0.00105196j -0.00409677-0.00304722j -0.000180765+0.00397009j 0.00184429-0.00445017j 0.0011164-0.000873633j 0.00111995-0.000209738j 0.0030382-0.000427641j -0.00238723-0.00309318j 0.00293084+0.00227509j -0.000261822-0.00482014j -0.00114979+0.00320433j -0.00802561-0.000299281j -0.00357865+0.00408072j -0.00179595+0.00161597j 0.000672071+0.00270232j 0.00598073+0.00273489j 0.00187646-0.00211205j -0.00125042+0.00219629j 0.000390421-0.00150515j 0.00627414+0.000908649j -0.0035218-0.000939969j 0.001165+0.00253188j 0.00256493+0.000573252j -0.00211364-0.00838986j 0.00453485+0.00351184j 0.0074456-0.00247292j 0.00245657+0.0025786j -0.000570382+6.47841e-05j 0.002961-0.0032093j 9.661e-05-0.000781894j 0.00249143-0.00586518j 0.00201641+0.00168599j 0.000499852+0.000332206j 0.00301345-0.00229265j -0.00298946+0.00400723j 0.00414998+0.000680341j -1.09023e-05-0.00306577j 0.00426298-0.00187023j 
-0.00964027-0.000564825j 0.0015732+0.00678078j 0.00144872-0.0012745j -0.00115794+0.00564804j 0.000381749-0.00263354j -0.00076537-0.00373735j 0.0020726+0.00391857j 0.000910748+0.00420974j -0.00164338-0.000540904j 0.000556134+0.00377171j -0.00440055-0.00154444j -0.00100671-0.00182305j -0.00154147+0.000321812j -0.00124878+0.00134045j 0.00109842+0.000491876j -0.00217319-0.00242745j -0.00321047+0.000453111j -0.00929157+0.000906875j 0.00242102-0.00252418j -0.00245122-0.00254326j -0.00060989+0.000310082j -0.00323366+0.00155217j 0.00700295+0.00248969j 0.00367599+0.000772173j -0.00313934-0.0035612j 0.00416593-0.00270958j -0.00112916-0.00139218j 0.00281872-0.00167234j 0.00243069+1.79893e-05j -0.00106548-0.00182874j 0.00480747+0.00868593j 0.0042733+0.00335884j 0.000413012+0.00442717j 0.00146085-0.00365515j 0.00319434+0.00699182j -0.00302689+0.00391804j -0.00165037+0.000652492j -0.00203209+0.00144496j 0.000599658+0.00327693j -0.00331796+0.000363473j 0.00155212-0.00377102j 0.0041015+0.00152165j 0.000406126-0.000107756j 0.000650185+0.00173258j 0.00274196+0.00323465j 0.00196251+0.00847754j -0.00316662+0.0017529j 0.00156162+0.00201183j 0.000445722-0.00537578j 0.00238833-0.00230632j 0.000634699+0.000211502j 0.0048788-0.000905285j -0.00191476+0.00241834j -0.00608296-0.0023685j 0.00361135+0.00355866j 0.0017315+0.00017281j -0.00173643+0.00227224j 0.00226745+0.0054679j 0.00745907-0.00562003j -0.00223839+0.000547335j -0.00735333+0.00182759j -0.000735218-0.00182609j -0.00522732+0.00592572j -0.00460883+0.00400257j 0.003867+0.00539681j -3.38145e-05+0.00628386j -0.00720259+0.00346469j -0.00328108-0.00453618j 0.00177884-0.00124732j -0.00530538-0.00303287j 0.00649109+0.00637301j -0.00766329+0.000656498j 
-0.00249816+0.00109922j -0.00165567+0.000822699j 0.00293287-0.000481272j 0.000655051+0.00216452j -0.000123567+0.000327472j -0.00214669-0.00120936j -0.00184103+0.00382249j 0.000166822-0.000816239j -0.000675308+0.000159004j -0.00266854+0.00188002j 0.000164689-0.00084575j 0.000338973-0.000158768j -0.000385828+0.00174186j 0.000244351-0.000256541j -0.00213531+0.00150396j 0.000336306-0.000879248j -0.000762898-0.00156928j 0.000777238-0.000510657j 0.00189869+0.000185131j 0.000640223-0.000796448j -0.0020345-2.86999e-05j -0.0013259-0.00167331j 0.000518891+0.00065614j 0.00296554+0.00225357j 0.000647993+0.000875977j 0.00108679+0.00197858j 0.00025959+0.00102179j -0.000417014+0.00119317j -0.00223736-0.00101428j 0.00029029-0.0010655j 0.0035387+0.000869584j -0.0022523-0.00406255j 0.00275461+0.000921721j 0.000225454-0.00157107j 0.00309346+0.00032288j -0.0034887-0.00109918j 0.000179972+0.00238313j 0.00231262-0.00134086j 0.00116794-0.000831196j 0.000199845-0.00226979j 0.00260157-0.00126843j 0.000618394-0.00154736j 0.00032204+0.00103321j 0.000599671-0.0013559j 0.00154668+0.00155842j -0.00498245-0.000211436j -0.00625784+0.00284809j 0.000209614+0.000129813j -0.000438237+0.00128046j 0.00370489+0.00300258j 0.000730676-3.94664e-06j -0.000628838+0.00244375j -0.000831319+0.000688184j 0.00270938+0.00299781j -0.00285564+0.00230408j -0.00111502+0.00147279j 0.00151509+0.000579908j 0.000523288-0.00611924j 0.00108409+0.000873513j 0.00168943-0.00167678j -0.00299625+0.00253752j -0.002993-0.000741922j 0.00259622-0.000823574j 0.000197073+0.000910243j 0.00094325-0.000119402j 0.000352104+0.00139043j -0.00114477+0.00224958j 0.000755417-0.00192176j 0.000382434-0.00360609j -0.00155428+0.000415706j -0.000755444+0.00186389j -0.00198102-0.000666627j 
-0.0066-0.000754068j -0.00315746+0.00303232j 0.00361247-0.000388351j 0.00318352+0.00616729j -0.000252845+9.95106e-05j 0.000340479+0.00059266j -0.00134971+0.00252347j -0.000627678+0.0016539j -0.00150413+0.00195579j 0.00151506+0.00222749j 0.00241918-0.00116837j 0.00153742-0.000254621j -0.00159204+0.00281793j 0.00266566-0.00140367j -0.00234657+0.0029932j 0.00119471-0.00511655j -0.00184821+0.00160049j -0.00140333-0.00361519j 0.000469701+0.000646589j 0.00388595-0.00398268j 0.000258337+0.0017647j -0.00144932-0.0031526j 0.00239293+0.00211108j 0.00109672+0.00329699j -0.00285414-0.00351551j 0.000482269-0.0024599j 0.00114536+0.000888651j 0.00148908+0.00132533j -0.000240923-0.00321002j -0.000271276-0.00314007j 0.00504259+0.00451999j -0.0028917-0.00649316j 0.00449825+0.00294585j -0.000315486-0.00672423j 0.000176396+0.000526098j 0.00318693+0.00125247j 0.00107747-0.00371976j -0.0018603+0.00556466j -0.00114929-0.0012637j -0.00283265+0.00139369j -0.00392468-0.00123749j 0.00231017+0.00314616j 0.000708104+0.00034502j -0.00122357+0.00499931j 0.000431076-0.0030369j 0.00195604-0.00224682j 7.20805e-05-0.000772421j 0.000151783-0.00361685j -0.00480224-0.00198584j -0.00374359-0.00316127j -0.00013207+0.00413237j -0.00100978+6.69111e-05j -0.00413804-3.0149e-06j -0.00752916-0.00448003j 0.000340523+0.00218383j 0.000735288-0.0036869j 0.00168138+0.00151376j 0.00285894+0.00519335j 0.000114604+0.000607336j -0.00253309+0.00463694j -0.00125137+0.00315945j -0.00239269+0.00422749j -0.00543452+0.00199451j -0.000371508-0.000451219j -1.03631e-05+0.000416889j -0.00362798-0.00144139j 0.00169171+0.00238814j 0.001114-0.00081835j 0.00142181-0.00459396j -0.00372223-0.000944046j -0.000621018+0.00425667j -0.00707078-0.00219461j 
-0.000675015-0.00385479j -0.00318589-0.00107343j -0.00193122-0.00159583j 0.00128909+0.00164849j 0.00142676-0.000246835j 0.00145604+0.00104579j 0.000640198-0.00365535j 5.86783e-05+0.00431353j 0.000865544+0.00092903j 0.00224792-0.00144051j 0.00207558-0.000776454j -0.00107884-0.00112224j -0.00265881+0.00337814j 0.00236446+0.000273746j 0.00090505-0.00100673j 0.0011497-0.00115409j -0.000292201+0.00139274j -0.000340519-0.00148081j -0.000268942+0.000141602j -0.000642747-0.00443896j 0.00213593-0.00156539j 0.000579107-0.00158184j -0.00102194-0.00277449j 0.00106457-9.96139e-05j -0.00318287-0.00259546j -0.00268241+6.53104e-05j 0.00232212+0.000157863j -0.000570959-7.60178e-05j 0.00341031+0.00288125j -0.000977672+0.00462247j 0.00120962+0.00255394j 0.00222265-0.000783709j -0.00263268-0.00325881j -3.42311e-05-0.00060887j -0.00487825-0.000924028j 0.00636229-0.000336527j 0.00592866+0.00108355j -0.00106857+0.000685735j 0.00154717+0.000456629j -0.00363314+0.00458462j -0.00312839+0.00462302j 0.00162878+0.000604858j 0.00186853+0.00237975j -0.000562589+0.000151225j -0.00110399-0.00309451j -0.00586695-0.00528337j 0.00076825-0.0059335j 0.00257461-0.00519761j -0.00303638-0.000932549j -0.00114895+0.00059103j 0.00145576+0.0046336j -0.000732351-0.000736505j 0.00522576-0.00272994j 0.00144832-0.0055938j -0.000802638-0.00307652j -0.00187422-0.00154601j 0.00498197-0.0018409j -0.00229991-0.0035375j 0.00447003+0.0104483j 0.00132062+0.00314925j 0.00503737+0.00642258j -0.00056534+0.00759407j -1.22183e-06-0.00428035j 0.00108185-0.00199769j 0.00334722-0.00447792j -0.0004297-0.00481126j 0.00472159+0.00578505j 0.00180595-0.00186873j -0.00662572+0.00489497j -0.00412655+0.00309022j -0.000550773-0.00191551j -0.0033533-0.00326828j 
-0.00359713-0.00146467j 0.00173422+0.00298733j 0.00202338-0.00205787j -0.00350087-0.00167751j 0.00221995-0.00100136j 0.000152688-0.000903431j 0.00204045-0.00205893j -0.00123177+0.000635727j 0.00235135-1.4851e-05j 0.000555421+0.00120603j -0.00221709+0.000198346j 0.0008343-0.00114179j -0.000192106+0.00026445j -0.00153354+0.00295333j 0.00631101-0.00448687j -0.00044044+0.00104236j 0.00218677+0.00260345j 0.000807137-0.000575551j -6.64593e-05-0.000258138j -0.00592159-0.00258327j -0.00317817-0.000166186j 0.00310522+0.00651126j 0.00169388+0.000150984j -0.00120778-0.00646356j 0.00211803-0.000279451j 0.00071867+0.00178466j -0.00706097-0.00290785j 0.00288559-0.00341262j 0.00464949-0.00235213j -0.00115526+0.0073616j -0.00218614+0.00457681j 0.00779967+0.0127208j 0.00434815+0.00452377j 0.00463416-0.000533736j -0.00289921-0.00168422j -0.00221709-0.000141467j 0.001103+0.000772518j 0.000719267+0.00774982j -0.0013423-0.00244725j -0.000504226-0.000977795j -0.000474404+0.00136507j 0.00050495+0.00718135j -0.000103894+0.00459834j 0.00113818+0.00142975j 0.00283374+0.000298829j 4.82729e-05+0.00225936j -0.00117866+0.00344545j -0.000938527-0.00410935j -0.00134184-0.00205784j 0.000604499-0.00691876j -0.00164594-0.000417855j -0.00293207+0.000723226j -0.00648296+0.00513319j -0.0070339-0.00271711j -0.00154066+0.000494666j -0.00224208-0.00728375j -0.00119596-0.00155597j 0.00598334-0.00494065j 0.00265041-0.00455214j 0.0041891-0.00154905j 0.00289176-0.00025767j -0.00401664-0.00239578j -0.00411549-0.000146673j 0.00340204+0.000498627j 0.000518181-4.69024e-05j -0.00195853-0.00389923j -0.00356056-6.83265e-05j 0.00446708-0.0014907j -0.00464603-0.0119254j 0.00648708-0.00485011j 0.0029748+0.0076641j 0.00467804-0.00578499j 
0.000553275-0.000202008j 0.000106005+0.00179053j 0.00138673+0.00324248j 0.00118314-0.0032831j -0.00126667+0.000402426j 0.00156832+0.0023195j 9.13106e-05-0.000813975j 0.00208702-0.00379583j 0.00039074+0.00266645j 0.00104094-0.00269923j 0.000457866+0.000125264j 0.00294314-0.00109314j 0.00144901-0.000679117j 0.00216817-0.00240938j 0.00124883+0.00219196j -0.00222914-0.00353072j 0.00164323-0.00143452j 0.00150422-0.0019556j -0.00455384+0.00259279j 0.00421067+0.00286999j -0.00286114+0.00199314j 0.00114346-0.001479j -0.00108622+0.00342923j -0.00677185+0.00265745j -0.00225164+0.00155866j -0.000683888-0.00546853j -0.00150557+0.000299705j 0.00273362-0.00350152j 0.00157403-0.00817263j 0.00198001-0.00446792j -0.00735851-0.00914311j -0.00417235-6.99204e-05j 0.00393853+0.00317469j -0.00239116-0.00420397j 0.000891966+0.000126116j -0.00155445-0.00237728j -0.00407299-0.00532999j -0.000379827+0.000375631j 0.00100627+0.000229194j -0.00149275+0.00125062j -0.00245144-0.00426512j 0.00108633+0.00289976j 0.000145321+0.00272335j 0.000180223+0.00197963j 9.87667e-05+0.00148387j 0.00321608-0.00077601j -0.000204667+0.00499041j -0.00251191+0.00069942j 6.82018e-06-0.00137296j -0.000955372+0.00146921j -0.00109309+0.000707514j -0.0022348+0.00292283j 0.00112023+0.00417906j -0.00421643+0.00103038j -0.00149338+0.000305539j -0.00149041+0.00575376j -0.00472309+0.000218742j -0.00183943+0.00093663j 0.000742516-0.000754817j 0.000283018-0.00317646j -0.00643092-0.00108941j -0.00327139+0.00258763j -0.0024723+0.00124516j 0.00299848-0.000172997j 0.00363705-0.00168931j -0.00354666+0.00349362j -0.000522172+0.00368254j 0.00362417+0.000280558j 0.00818759-0.00220616j 0.00423551+0.00459281j -0.00524441+0.00493967j -0.000129654+0.00256709j 
0.000876027-0.00532914j -0.00809031-0.00197687j 0.00165196-0.000264603j 0.00293159+0.00331251j -0.000423728+0.00210034j 0.00137391+0.00324263j -0.00113096-0.00268224j -0.00239023-0.000274039j -0.00150407-0.00251729j -1.21941e-05-0.0016067j 0.00153488-9.36164e-05j -0.00120638-0.000464055j -0.00146602-0.000617438j 0.000214314+0.00156598j -0.00257107+1.60468e-05j 0.00348916-8.22206e-05j -0.00302085-0.00250746j -0.00300966+0.000534922j 0.0024465-0.0014802j 0.00258165-0.00485586j 0.00757826-0.00221353j -0.00484751-0.00562315j 0.00163474-0.00225561j 0.00441323+0.00340055j -0.00366088-0.000687757j -0.00106356+0.00288909j 0.0036978+0.00247448j 0.00304227+0.00383134j 0.00389979-0.00117997j -0.00430463+0.00277389j 0.00358678+0.000472212j -0.00173865-0.00809677j 0.00160015-0.00144689j -0.00284274-0.000125938j -0.00321624-0.0048508j 0.00285046+0.000517068j 0.00429551-0.00325034j 0.000788309+0.00514659j 0.00232596+0.000155325j -0.00369337-0.00319988j 0.00376895-0.00136256j 0.00081054+0.00376676j 0.000278478+0.0020576j -0.00298988+0.00396939j 0.000479218+0.00367731j -0.00512919-0.000668997j 0.00221022+0.00260856j 0.00116517-0.00435455j 0.000259887+0.000813734j 0.000239928-0.00166193j 0.000986337-0.00290927j -0.00344088+0.00246408j 0.000958813+0.00704881j -0.00251225-0.0018908j -0.0052395-0.00358969j -0.00377046+0.000888974j -0.00278848-0.00417493j 0.00284875-0.00494368j 0.00623132+0.00278j 0.00622534-0.0111691j 0.00192135-0.00364768j -0.000607357-0.00414323j 0.00530068-0.000959691j -0.00120692+0.00150529j 0.00395284-0.00347138j -0.0049253-0.0029149j 0.00497163+0.00446638j 0.00845118-0.00205669j -0.00769929-0.00425645j 0.013522-0.00263228j -0.00546619+0.00269807j 0.00196136-0.0115716j 
0.00297667-0.000688571j -0.00398452-0.00365082j 0.000394657+0.00184464j -0.000610942+0.00022675j -0.000550267+0.0021361j 0.0034845+0.000757253j -0.00257615-0.00318958j -0.00128394+0.00152687j -0.000713302+0.000593789j 0.00165215-0.00238382j 0.00344624+0.001435j 0.0017221+0.000432736j -0.00189369-0.000643927j 0.00165941+0.000866938j -0.0019174+0.00182949j 0.00162597-0.00122811j 0.00310805+0.00124711j 0.000847277-0.00125662j 0.0015022+0.000261283j 0.00676348-0.00470178j 0.00148083-0.00137741j 0.00436671-0.0040602j -0.00263254+2.17486e-05j -0.00131299+0.00414382j -0.00291857-0.00110825j -0.00291131-0.00138593j 0.0039364+0.000648847j 0.00129199+0.00030462j -0.00230691+0.0016725j -0.00452476+0.00348137j 0.00213218-0.00183025j -0.0026534-0.00529013j -0.00192592-0.000721654j 0.00209635+0.0033907j -0.00100755-0.00108186j 0.00437563-0.00185687j 0.00278489+0.000820907j 0.00316562+0.00760669j -0.002089+0.00028189j 0.00177277-0.00219794j 0.000428955+0.00287678j -0.00166327+0.00117945j -0.000639048-0.00177317j 0.000142663-0.000431606j -0.000134151+0.000800131j 0.0001321+0.00134617j 0.00471355-0.00829069j 0.00216483+0.00130837j 0.00149613+0.00332773j -0.00170206-0.00469847j 0.000468963-0.00675716j 0.00247145-0.00389258j -0.00204694-0.00114229j 0.0013186+0.000980484j 0.00353643-0.00308575j 0.000332595-0.0105921j -0.000110508-0.000432025j 0.00643527-0.000170709j -0.00045594-0.00499207j 0.00242556-0.00187654j 0.00384444-0.00535736j 0.00307966-0.00704461j 0.00289193-0.000276486j -0.00207419+0.00496539j -0.0010359-0.000274877j -0.00218666-0.00512844j -0.000552118-0.00347303j 0.00136329-0.00551704j -0.010473+0.00546724j 0.00247384-0.00672344j 5.92723e-05-0.00874694j 0.00312786-0.00654852j 
