-0.17239-0.145289j -0.152311+0.176545j 0.166789+0.0727967j -0.065739+0.181459j 0.125278+0.0941777j -0.0795278-0.0374435j 0.167786-0.116448j 0.106771+0.174225j 0.00935553-0.0337887j -0.156145+0.181579j -0.117982-0.0511489j 0.00632411-0.0274765j -0.169729+0.0509438j 0.0109511+0.0821098j 0.0345247-0.0347373j 0.00439061+0.115363j -0.0178933+0.0711728j -0.246259-0.158115j -0.147366-0.0160106j 0.10055-0.0621334j 0.0593362+0.147142j -0.00538924+0.177095j -0.0218859-0.0745425j -0.0915025+0.111013j -0.0904522+0.0610951j -0.016985-0.0224225j -0.073803+0.247169j -0.227166-0.0336628j 0.152128+0.0622327j -0.0684158+0.17174j 0.268383-0.0870617j 0.0918598+0.275539j -0.0999746-0.0679862j -0.0739088+0.0949828j 0.029896+0.0516491j -0.0130163-0.00790662j 0.061296+0.0329178j -0.0399109+0.074402j 0.0530396+0.00362486j -0.00896435+0.0202832j 0.00117026+0.0178838j -0.00480874+0.00282122j -0.0202356-0.020724j 0.0327934+0.0128631j -0.0149815+0.00852622j -0.0153373+0.0239916j -0.00963723-0.00963727j 0.0207586-0.0208778j 0.00103076+0.00951541j 0.01645+0.00781835j -0.0131987+0.0176621j 0.0229805+0.0260833j -0.011271-0.0325528j -0.00737642-0.0191572j 0.0276944-0.0049276j -0.00996998-0.00724607j 0.0127293+0.00371861j 0.00834961+0.00917039j 0.0241104-0.0301278j -0.0115014+0.0128328j -0.0109081+0.0135975j -0.0283794-0.0172319j -0.0188722+0.0166501j -0.00581778-0.0153833j 0.000163689-0.00784989j -0.0289748+0.000169319j 0.00989875+0.025292j 0.00355404-0.00571975j 0.00141707-0.0266144j -0.0287866+0.00395911j 0.012045+0.0668556j -0.0656846+0.00949251j 
-0.00214074-0.00315862j -0.00235478+0.00277416j 0.000771672-0.0012491j 0.00602567+0.00315974j -0.000312386-0.000566023j -6.37909e-05-0.00164898j 0.00030268+0.0045098j 0.00674716+0.0107957j -0.0027199-0.00484051j 0.00285823-0.00663381j -0.00366438-0.00815666j -0.00568689+0.00792975j 0.00379473+0.00315566j -0.00208672+0.00396331j -0.0016263+0.00163655j 0.00434508+0.00230241j 0.00281047+0.00765292j -0.0112545+0.0035008j -0.00102325+0.00153242j 0.00250998+0.0162899j -0.0122011-0.00332093j 0.0134691-0.0147598j -0.00634041+0.00038965j -0.00217774+0.00818496j -0.0164579-0.00460778j -0.0111187-0.0150923j 0.0194272-0.000675357j 2.05117e-05-0.0145742j -0.00881985+0.00876628j 0.0035399+0.00953418j -0.00198853+0.00402267j -0.00469092+0.00851785j -0.000370764-0.000898277j 0.000153362+0.00358155j 0.00296945+0.00270144j 0.00121514-0.00113929j -0.000873267+0.00306965j -0.00150927+0.00165264j -0.000417884-0.000303087j -2.312e-05+0.000955126j 0.000226257-0.00212272j -0.00155976-0.00291905j 0.000985503-0.0018441j 0.000114045+0.00249822j -0.00141168-0.000103365j 0.00317434+0.00111421j -0.00386234+0.000511309j -0.000345624-0.00258628j 0.00136674+0.000234938j -0.00356878+0.00149801j -0.00207665+0.0019672j -0.000503852-0.00359528j 0.00331414+0.000720085j -0.00444914-0.00241982j -0.00643179-0.00364475j -0.00656685+0.000326069j -0.00334474-0.00909768j -0.00084015-0.00114361j 0.00313564-0.00308973j 0.00266965-0.00977697j -0.00306889+0.000722941j 0.00591729+0.00143729j -0.0016807-1.66201e-05j -0.00401756-0.00308404j 0.00560233-0.000325023j -0.0017905-0.00239102j 0.00968316-0.00180891j 0.00330748+0.00578202j -0.00420716-0.00480539j 0.00311429-0.0034077j -0.00220672+0.00596896j 0.000380352-0.00124301j 
-0.000800086-0.00277155j -0.0039369+0.000714566j 0.00308282-0.000985148j 0.000411823+0.00143741j -0.000828446+0.00421499j 0.00097215-0.00083172j -0.00236235+0.00121653j 0.0063587-0.00350208j 4.41488e-05-0.00358906j -0.00270255-0.000168227j -0.00401972-0.00164915j -0.000359268-0.00385644j 0.00929246+0.00131794j 0.00547042-0.0124377j 0.0116306+0.00282867j -2.90997e-05+0.00201571j -0.00181087+0.00609801j -0.0017682+0.00423747j -0.00644095+0.00780953j -0.0041845+0.00450931j -0.00280704-0.00288778j -0.00788165+0.00861257j 0.00370408-0.00409945j 7.60833e-05+0.000844525j 0.000820776-0.00140355j -0.00453801-0.00127835j -0.00359461-0.00610806j -0.00562186+0.00169306j 0.00648958+0.0039129j 0.00368063-0.00507871j 0.00131055+0.00320578j 0.00128366-0.0028721j 0.00162906-0.00343023j 0.00219804+0.00174186j 0.00641736+0.00331119j -0.00460078-0.00254156j -0.00358563+0.000550979j -0.0047751-0.00331819j -0.00611443-0.00589296j 0.00539234-0.00370773j 0.00121286-0.00463543j -0.00469869-0.00288077j 0.0081987+0.00280642j 0.000958111+0.0122272j 0.00479534-0.00908314j 0.0084971-0.00656489j -0.00711816+0.00608087j -0.0128168-0.00650103j 0.0057677+0.0146271j -0.000146431-0.00807773j -0.00107857-0.00186788j 0.00150277-0.000630812j 0.00121715-0.00208969j 0.000787812+0.000439545j 0.00962357-0.00767862j -0.00172889-0.00484781j -0.00347733-0.0050083j 0.00408941-0.0114995j 0.00709003+0.00519844j 0.00160324-0.000253791j -0.00418477+0.002821j 0.00330507+0.00254229j -0.00116635+0.000270579j -0.0137119+0.000497552j -6.71764e-06-0.00787411j -0.0025189+0.00306734j -0.00310601-0.00238058j 0.00393049+0.000715986j -0.00153187+0.00298815j -0.00238535-0.00225198j -0.00093448+0.00074481j -0.00158786-0.00566182j 
0.0022063-0.00575198j -0.00215846-0.00388682j 0.00803187+0.00147735j 0.00609477-0.000153238j 0.00548592+0.00337725j 0.00546698+0.0077545j 0.00464974+0.00281465j 0.000271959-0.00418146j -0.00179601+0.00825636j -0.000350782-0.000667654j 0.00298665-0.00151277j 0.00313921-0.00458492j -0.0115055+0.00659672j -0.00728264-0.00434078j -0.000359297+0.00882483j -0.00669862-0.0116808j -0.00588982+0.00151487j -0.00605762+0.00284084j -0.0196102+0.00465666j -0.00928735+0.00866365j -0.00274561-0.0175964j 0.00688558+0.00731144j -0.00389883-0.00664013j -0.00589491+0.00291284j 0.00102953+0.00450912j -0.00854491-0.0032505j 0.00151008-0.0153013j -0.0170429-0.00215397j 0.00486353+0.00694235j 0.00974896-0.013027j -0.00676021+0.00743722j 0.000945114-0.00451028j -0.00460119-0.0031021j -0.00242845-0.00556187j -0.00290273-0.00228845j 0.000689452+0.00230631j 0.00179746+0.000380635j 0.00377116+0.0023353j 0.00366876-0.000267748j -0.00224315+0.00190095j -0.00212994+0.00175337j 0.000914454+0.000407098j -0.00279146-0.000495189j -0.00467661-0.00170465j -0.000326592+0.00604162j -0.00426146-0.00170272j 0.00423401-1.94765e-05j 0.00442153+0.00253461j -0.000770323-0.00445339j 0.00292801+0.00194307j 0.00503024-0.00282518j -0.00571235+0.00486733j -0.00786783+0.00116456j 0.00585969-0.00684742j -0.00381804-6.05434e-06j 0.00377204-0.00359789j 0.00631877+0.00601758j 0.000801812+0.00843059j -0.00142165+0.00425781j 0.00550923+0.00784783j 0.00393943-0.000246568j -0.00513902-0.00511705j 0.00379606+0.0034685j -0.00163636+0.000140706j -0.00378835-0.00785214j -0.000276879+0.000450529j -0.00350451-0.00263007j 0.00412705-0.00504092j -0.00508075+0.0058564j -0.00263475-0.00124714j 0.000861463-0.00271979j 0.00223571-0.00463462j 
-0.000905851+0.000522794j -0.000312921+0.000326934j 0.00110236-0.00164323j -0.00232283-0.000711656j -0.00305387+0.000322689j 0.00476529-0.00257194j -0.00645027-0.00199801j 5.27179e-05+0.00121024j -0.00510866-2.70695e-05j 0.000995064+0.00425876j 0.00235266-0.00463021j 0.00099165+0.0018317j -0.00106723-0.00771448j 0.0011514+0.00825785j -0.00129975+0.00563332j -0.000126292+0.000800044j 0.00704109+0.0101904j 0.0131464+0.00606043j -0.00483966-0.00271854j 0.00380026-0.00940091j 0.007208+0.000521703j 9.1478e-05-0.000339307j -0.00175655+0.00441227j -0.0115905+0.000351697j 0.000481554-0.00141704j 0.000821646-0.000463005j -0.0016563-0.00313606j -0.000985022+0.00403906j 0.000969854-0.00131269j 0.00115127+0.000384224j 0.000688383+0.00233654j 0.000863927+0.00064503j 0.00279739+0.000831352j 0.0011541+0.000430198j 0.00332799+0.00044163j -0.00140356-0.00127604j -0.0022096-0.000409993j 0.000978179-0.000195598j -0.00128137+0.0013855j 0.003141-0.00344983j 0.00452585-0.0021141j -4.16374e-05+0.00257662j 0.00105046+0.000639919j 0.00481783+0.00166236j -0.00194426+0.00742665j -0.00486203+0.00387143j -0.00400251-0.000863076j -0.00151295-0.00370003j -0.000362803+0.00327115j 0.00187134+0.00179568j -0.000881158-0.00486674j 0.000263826-0.000705502j 0.00142555-0.0026578j 0.00402985-0.00389953j -0.00304098+0.00374461j -0.00567027-0.0014659j -0.00155115+0.00212573j -0.00260065-0.00244901j 0.00444828-0.000601347j 0.00313923-0.00133344j 0.00111259-0.00124357j 0.000580655+0.00563543j 0.00227047+0.00634258j 0.00314419+0.00024752j 0.0018879-0.00113233j 0.000438142-0.00115142j 0.00232685+0.000879215j 0.0060022-0.00219014j -0.00146514+0.000763554j -0.00270133+0.00129912j -1.97671e-05+0.000400815j -0.000723921-0.000268211j 
0.000897076+6.86393e-06j -0.000760105+0.000271547j -0.00234742-0.00103104j -0.000354652+0.000654342j 0.00124194-0.00236959j 0.00115838+0.00294411j 0.000615098-9.64896e-05j 0.000792358+0.000210526j 0.00159951+0.00498436j 0.000592283+0.00142753j -0.00261003-0.005619j -0.00210582-0.00342254j -0.00329802-0.00332354j -0.0101552+0.0140366j -0.00408989+0.00636114j -0.00159598-0.00378993j -0.00121018-0.00453079j 0.00434458-0.00216397j -0.00170527-0.00344677j -0.00110146-0.0105231j 0.00297671+0.00179931j 0.00735932-0.00757998j -0.00450981+0.00371572j -0.00458014+0.00568061j -0.00304487+0.000909213j 0.000108404+0.00224965j -0.000958441+0.00112554j 0.00145309+0.00245687j 0.00206766-0.000722594j -0.000552218+0.00157938j 0.0011806-8.47673e-05j -0.000261599-0.00143209j 5.67604e-05-0.00181423j 0.00188266-0.000736479j -0.0029028-0.00199972j -0.000143902+0.00131129j -7.10086e-05-0.00136878j -0.000253563+0.0002611j 0.00174315-0.00405748j 0.00256838+0.00111071j -0.00206566+0.00459177j -0.00271634+0.001599j -6.53804e-05-0.0042527j -0.00190762+0.00522506j 0.00488742-0.0117076j 0.00489196-0.0061125j 0.000992097+0.00381141j -0.00544176-0.00316091j -0.00100865+0.00667455j -0.000817407-0.0070344j -0.00517252+0.00215019j -0.000538067-0.00290692j 0.000186309+0.000530311j 0.0021552+0.0103778j 0.00745795-0.00377402j 0.00286527-0.00218042j -0.000464846+0.000495395j 0.000733625+0.00221044j -0.00563808+0.00230687j -0.000236111+0.00476646j -0.0034788+0.000160738j -0.00290203-0.00188826j -0.00564938-0.00191994j -0.00589571-0.00393052j 0.000153046-0.00251915j 0.00215505+0.00472429j -0.00498893+0.000242044j -0.00465458+0.000617163j 0.00133632-0.00152205j 0.00145613+0.000315007j -0.00169558-0.00051578j -7.29197e-05-0.00144062j 
0.00116312+0.00529551j 0.0018856-7.70811e-05j -0.0030228-0.00454609j -0.00438727+0.0025723j 0.00132116+1.13839e-06j -0.0031567-0.0001462j -0.00258542+0.00397139j 0.00367296-0.00152421j -0.00300575+0.000961963j -0.00629884-0.00143716j -0.00950618+0.00144769j -0.0032992+0.00385106j 0.00256597-0.00215857j -0.00706037-0.00082488j 0.00640587+0.00821031j 0.016266+0.00459428j -0.0121897-8.19999e-05j 0.000563883-0.00566218j 0.00118134+0.00264858j -0.00398508-0.00295373j -0.00594584-0.0103364j 0.000659662+0.00226214j -0.00152093-0.00106542j 0.00417194+0.00557091j -0.00461894+0.00197269j -0.00494956-0.000277367j -0.00451123-0.00202623j 0.00134974-0.000265355j -0.00106715-0.00103376j -0.0005719+0.000641237j 0.00265749+0.00145627j 3.84874e-05-0.000104068j 0.00310102-0.00194033j 0.000452821+0.00634324j 0.00560954-0.00473365j 0.00247867-0.00201246j 0.000998993+0.000670313j -0.00484678-0.00308452j 0.00598992+0.00797644j -8.11278e-05+0.00525504j 0.00281421-0.00139628j 0.00539495+0.00565553j -0.00232722+0.00813511j 0.00446579+0.00685895j 0.00572611-0.00582539j -0.00138526-0.00300998j -0.00209591+0.000575833j -0.0050653+0.00996728j 0.00557966-0.00417151j -0.00201977-0.00121295j -0.00101831+0.0111561j 0.00335233-0.00762143j -0.00603993+0.010505j 0.00045907-0.00377743j -0.0113-0.00915135j -0.00426392-0.00769631j 0.00629811+0.00154527j -0.0011322+0.00959949j 0.00672944-0.0187162j 0.00166975-0.00270022j -0.00245847+0.00486693j 0.00306421+0.00666949j 0.00817553-0.00583188j -0.000409778-0.000277419j 0.00184975+0.00330882j -0.000176263-0.0047172j 0.000221456-0.00441764j 0.00218738+0.00419407j 7.55891e-06+4.70783e-05j -0.00117733-0.000174779j 0.00125307+0.000229989j 5.29323e-06+0.000313044j 
0.000486524+1.75001e-05j -0.00059965-0.000101868j -0.00113188-0.00269238j -0.00354283-0.00115105j -0.00171993+0.00224181j 0.00315347-0.00338497j -0.00350975-0.00108551j -0.00192919-0.00172092j -0.00600346-0.00725743j 0.00198872+0.00261231j -0.000766747+0.00200222j 0.00168665+0.00775657j 0.00560194-0.00663226j 0.0120152-0.00497144j 0.0091527+0.000608949j 0.00960417+0.00227619j 0.00682021+0.0158893j 0.00352224+0.00178829j -0.0029668+0.00290499j -0.000366269+0.00191064j 0.00397312-0.00436825j -0.0074103+0.00644054j 0.00390736-0.000682745j -0.0046493-0.00250788j -0.00111213-0.00533228j -0.000731134-0.00521548j -0.00364434-0.0025015j 0.00308543+0.00180666j 0.00316167-0.00316593j -0.000191238+0.00103473j -0.000241534-0.000424437j 0.00153631-0.00062073j -0.000595406-0.00235595j -0.00109279-0.000149886j -0.00212743-0.00119079j 9.19559e-05+0.00259088j 0.000917516-0.00340231j -0.00178377+0.000353639j -0.00321076+0.00124602j 0.000695871-0.00687208j -0.00568625+0.00226839j -0.000941666-0.00232837j -0.00189575-0.000436244j -0.00276832-0.00369527j 0.00135536-0.00921846j 0.00624247-0.00530673j 0.00638482+0.00161165j -0.00470505-0.0028705j 0.00133647+0.00131692j -0.00515601-0.00128402j 0.000462592-0.00128432j 0.000397629+0.00227917j -0.000289424-0.00379295j -0.00273452+0.00327266j 0.00683285-0.00428825j 0.00686874-0.00032359j 0.00116867-0.00332572j 0.0010403-0.00874779j -0.0038022+0.00551208j -0.00238225+0.00333059j -0.00202648+0.000654956j 0.00149025-0.00358337j -0.00831429-0.000958444j -0.00301728+0.0010847j -0.000953005-0.00312025j 0.000330207+0.00399267j -0.00272811+0.00363995j -0.00421789+0.000876126j 0.00382046+0.000448347j 0.00401191-0.00180331j -0.000983205-8.22394e-05j -0.00028863-8.57073e-05j 
0.0011343+0.000137108j 0.000727038-0.000468896j -0.00281749+0.000272999j -0.000288566-0.000228043j -0.000630845+0.000538739j -0.00305489-0.00276502j -9.02096e-05+0.00250348j 0.00438658-0.00357344j 0.0027311-0.0129246j 0.00387514-0.00192127j -0.00514335+0.00088053j 0.000582192-0.00282906j -0.000302045-0.000874499j -0.0008521-0.00399179j -2.51008e-05-0.000352553j -0.0111803-0.000743416j 0.01195+0.0058058j 0.000748171-0.00134157j 0.00175555+0.00196314j -0.00423393+0.00506679j 0.00300089+0.00751116j -0.00230573-0.00465255j 0.00410922+0.00118446j 0.000752095+0.00484778j -0.00310917+0.00280775j -0.00237011-0.00111471j -0.000456827+0.0020403j 0.00164022-0.00033473j 0.000414272+0.000970413j -0.000167922-0.00069309j -9.20885e-05-0.0010486j 0.000369482-0.000414637j -0.00272562+0.000582095j -0.000897214+0.00148666j 0.00111208+0.00382988j -0.00167172+0.000249062j 0.00307534-0.000887546j -0.000656634-0.00073623j -0.00373252+0.00121243j -0.00386997-0.00879988j -0.00591168-0.00517344j 0.00273811-0.0065986j 0.0035727+0.00452639j -0.00452735-0.00590953j -0.00104795-0.00335994j 5.39444e-05-0.00758334j -0.00140429-0.00158176j 0.00297673-0.00335726j 0.0112196-0.00811384j 0.00364208+0.00395307j 0.0116419-0.00222013j -1.14753e-05+0.00325802j 0.00280058+0.00031835j -0.00794827-0.0118546j 0.000105336+0.0045677j 0.00314783+0.000951413j -0.000525093-0.00504573j 0.00181007-0.0103425j 0.00379971+0.00390535j -0.00495891+0.00780296j 0.00273531+0.00574871j 0.00890562-0.000435425j 0.00348286-0.000531238j -0.00191408-0.000680698j -0.00400249-0.00269074j -0.00360979-0.00159352j -0.000230099+0.00309019j -0.00223098+0.000503389j 0.00152098+0.00114705j 0.00201046-0.00205472j 0.00160088-7.57516e-05j 0.000451617+0.00145769j 
-0.000638204-0.00105007j -0.000235492+0.000585105j 0.00195969+0.00126034j 0.000921264+0.000663182j 0.00105461-5.01366e-05j -0.000629303+0.00201354j 0.00140858-0.00230946j -0.00315212+0.00350357j 0.000271029+0.00806041j -0.00309143-0.000183427j 0.0030721+0.00231424j 0.000224576+0.00211828j 0.00616497+0.00389101j 0.00880066-0.00854356j 0.00375766-0.00637039j 0.00950068+0.00237849j -0.0095189-0.00622774j -0.00741537+0.000493389j 0.00179991+0.000942123j 0.00254298+0.00402617j -0.00640778-0.00366432j -0.00471805+0.00874702j 0.000421112-0.00477629j 0.00444172-0.00871615j 0.0030951-0.00488445j 0.000987734-0.00104412j 0.00138122+0.000572857j -0.000793112-0.000764217j -0.00100861+0.000932502j -0.000587107-0.000223773j -9.97637e-05-0.000811934j -0.000250341+0.00041979j -0.00206028+0.0011648j 0.000131452-0.00194473j -0.00141362-0.001164j 0.00109118+0.00342977j -0.00130482-0.00181367j 0.00221402-0.00135388j 0.00632197-0.00264529j -0.000577686+0.00277207j 0.000421387-0.00303388j 0.00415694+0.00282046j 0.00536723-0.00303369j -0.00447862+0.00418656j 0.00362945-0.00847541j -0.00717897-0.0113334j -0.00734711+0.00214022j 0.000265723-0.0070662j 0.00953714-0.00304353j 0.0140695-0.00436675j 0.00424079+0.000548253j -0.000576791-0.00311214j 0.00700893+0.00781164j 0.00447104-0.00360552j 0.000644753+0.00613222j -0.00526417-0.00415234j -0.00343286+0.00547581j -0.000656611+0.00830772j 0.00037838-0.00543099j 0.0026421+0.0157632j 0.000169824+0.00458557j 0.00425878-0.00137493j 0.00428959-0.00429144j -0.00704606-0.00547701j -0.00358023-0.0040052j -0.0033076-0.00165498j -0.00422423+0.00395861j -0.00234339+0.000754619j -0.00125669-0.000904542j 0.00027067-0.0008399j 0.000281365-0.000163733j 0.000173589+0.000671474j 
0.000249249+0.00180464j 2.37876e-05+0.000254525j 0.000960124-0.00302642j -0.00104098+0.00351375j 0.00177169-0.00139455j -0.000462948+0.00236517j 0.00764738+0.0038663j -0.00572581-0.00583883j -0.00470564-0.00521676j 0.000337463+0.00115532j 0.0012051+0.0124412j 0.00162523+0.010181j -0.0191173+0.0069619j -0.00886648+0.000278568j -0.00432481+0.0084458j -0.00137494+0.00413073j -0.000275941+0.00855595j 0.00191162-0.0104971j -0.00278238+0.0054131j -0.00294686+0.00816237j 0.00167039-0.00814738j 0.00924595-0.000833896j -0.00351156+0.000860183j 0.00471577-0.00272047j 0.00292927+0.00194663j 0.00270652+0.000482742j -0.00344247-0.00408197j -0.00049949-0.000564663j -0.00152259-0.000122173j 8.54149e-05+0.00144238j 8.29612e-05+0.000730754j 1.17464e-05-0.000949139j 0.00253305-0.000900058j 0.00070816+0.00100824j 0.00178359-0.00245919j -0.00383088-0.00323007j 0.00643479-0.000947976j -0.0062739+0.00104868j -0.00393104+0.00558202j -0.00167579-0.0100093j -0.0048026-0.000867068j 0.00578897-0.00317343j -0.0035986+0.0109738j 0.00155417+0.000285654j -0.00120908+0.00256331j 2.31931e-06+0.0058124j 0.00129355+0.000532141j -0.00267654+0.000359059j -0.00384152-0.00540711j -0.00891491+0.00379648j 0.00637623-0.0036776j -0.00262747-0.00255798j -0.00954648-0.00653233j -0.00956494-0.00664716j -0.000510826-0.00336642j 0.00378795-0.00361614j 0.0113054-0.00693827j 0.00457783-0.0100624j 0.00361045-0.000813884j -0.00203563-0.00027015j 0.00284861+0.000965241j 0.00330949-0.0020677j 0.00144829+0.00553474j 0.00326525+0.000829041j 0.00377606+0.000538727j -0.000919927+0.00200789j 0.000299291-0.000673919j 0.000975781-0.000789473j -0.000172705-0.00124429j -0.00178169-0.000386446j -0.000662785+0.00113094j -0.00108683-0.000707579j 
0.00285549+0.000847167j 0.000953034+6.98336e-05j -0.0066466-0.0023103j -0.000764968+0.00299559j 0.00249234-0.00228852j -0.0027377-0.000193141j -0.000466606+0.00401522j 0.00400983+0.00120381j 0.00422245+0.00760232j -0.00307682+0.000833222j -0.00683882-0.00116021j -0.00442881-0.00125522j 0.00676498-0.00324292j -0.00469563+0.00339675j 0.00580119+0.00122519j 0.0117847-0.00271599j -0.0125469-0.00642934j -0.00178941-0.00388333j 0.00186984-0.000359129j -0.00337057-0.00615894j -0.00789581-0.00398429j 0.00173188-0.000617998j -0.00215219-0.00180791j 0.00415359+0.00521582j -0.00346563+0.00202873j -0.00313653+0.00155144j -0.00162852+0.00137774j 0.00311007+0.0020251j 0.000198881-0.000375233j -0.00108882+0.00139953j 0.000884294+0.000116181j -0.000346411-0.000997344j -0.00232207-0.000907243j 0.000735115-0.00118132j -0.00221008+0.00129498j -0.00254685+0.00321884j -0.00162932-0.00230059j 0.00243935-0.00267539j -0.00259481-0.000938513j -0.00174568-0.0104106j 0.000975093+0.00047499j -0.000451152-0.000468202j -2.16393e-05-0.00598518j 0.0021768-0.00738498j -0.0024666+0.00879393j -0.0017022+0.00413014j 0.000937525+0.00094123j 0.00513595-0.00818058j -0.00338154+0.000747026j 0.00221689+0.00510228j -0.00102035-0.012339j -0.00200755+0.00269887j 0.003249-0.00597379j 0.000112838-0.00161618j 0.000625637+0.0111572j -0.00140843-0.000857723j -0.000366127-0.000620684j -0.00228929-0.00462222j -0.00314963+0.00619217j 0.000390416+0.0034952j 0.00226668-0.00425342j -0.000131543+0.000750743j -0.00237665+0.0114967j 0.00571632-0.0042055j -0.00142847-0.00283818j -0.000208905+0.00412847j 0.000882241+0.00327108j -0.00160811-0.00186665j 2.9548e-05-0.000942446j 0.00159197-4.55721e-05j 0.00136876-0.000635127j 0.000653516+0.00175467j 
0.00138843+0.000118565j -0.00035687-0.00175511j -0.00107158-0.00255877j -0.00204838-0.000182161j 0.00230941-0.000879498j 0.00583788-0.00165008j -0.00455832-0.00187411j -0.00379336+1.50733e-05j -0.0057956+0.00491264j -0.00215466-0.000696829j -0.00519218+0.00583063j -0.00152618+0.00762007j -0.00444853-0.00815175j -0.000881514+0.0150367j 0.0132481+0.00267509j 0.0203853-0.00750163j -0.00481691+0.00696046j -3.74859e-05-0.00563771j -0.00205974+0.00199791j -0.00464459-0.00623377j -0.00672003-0.012214j 0.00423499-0.00205294j 0.000583547+0.0013366j 0.000447245+0.0102394j -0.008107+0.00125176j -0.00685144-0.00205596j -0.00461233-0.000133573j 0.00457817+0.000179035j 0.00229935-0.0096283j -0.00512911+0.000948576j -3.10085e-06-0.000115876j -0.00166363-7.25295e-05j 5.91764e-05+0.000972385j 0.000457837-0.000853155j 0.000132727-0.000358936j -0.00136982-8.80768e-05j -0.00210918+0.00187039j 0.000773216+0.00287643j 0.00134302-4.41161e-05j 0.000811601+0.00546527j -0.00299128-0.000837003j 0.000936656-0.00175391j 0.000239787+0.00220127j -0.000669554-0.00106128j 0.000847581-0.00573636j -0.00705085-0.00287874j -0.00132862-0.0034803j -0.000446608-0.00354414j 0.00388181+0.000397157j 0.00734881-0.00488834j -0.000225835+0.00523253j -0.000392414+0.00339454j 0.00490022-0.00053601j 0.00619375+0.0029589j 0.00590648-0.00642046j 0.000912957+0.00210015j 0.000629036-0.00130157j -0.0054131-0.00325809j -0.00462521+0.00558853j 0.00305341+0.00445428j 0.0028111-3.56106e-05j 0.00211876+0.0022437j -0.00413386-0.0120497j -0.000963412-0.00455042j -0.00308355+0.00359582j -0.00331269-0.00201343j -0.00275619-0.00258571j -0.00128058-0.00390473j 0.00204984-0.00154143j -0.00127058+0.00538214j -0.000505893-0.00108431j -0.0015805+0.00189389j 
1.91383e-05-0.00194805j -0.00147784-0.00132109j 0.00208191-0.000282403j -0.000869173-0.00229932j 0.00167699+3.99334e-05j 0.00204207-0.00176068j 0.00126177-0.00362152j -0.00218647-0.00335146j 1.73271e-05-0.0113082j 0.00360812-0.00589238j -0.00365768+0.00422967j 0.00372294-0.00351779j -0.00774282+0.000737081j -0.00430933+0.00289709j 0.00179799-0.00128035j -0.00916965-0.00823064j 0.0120485+0.00190727j -0.00764303-0.00450514j 0.00148501+0.00208176j -0.00552743+0.00507818j 0.00161067+0.00259387j -0.000334528-0.00973358j 0.0066107+0.00175473j 0.00339123+0.0107164j -0.00745055+0.00495219j -0.00380567-0.00162979j -0.00141372+0.00165015j 0.00167163-0.00150971j 0.00260887-0.00607432j -0.00469964-0.00119419j -0.00114859-0.00296111j -0.00093601-0.00224001j -0.00284476+0.000191371j -0.00207068-0.00331874j -0.00277544+0.000239963j 0.000895952+0.00477046j -0.000876841-0.00338933j 0.0026844-0.00395135j 0.00173136-0.00162121j -0.00301931-0.00690134j -0.00108391+0.00210161j -0.000892926+0.00013737j 0.00020577-0.00742711j -0.0019756-0.00544133j 0.00100907+0.000129605j -0.00577394-0.00302826j 0.0011179+0.000640455j 0.00276194-0.00929574j -0.000216491+0.00291352j 0.00777601-0.000358125j -0.00431859-0.00644891j 0.00137927+0.0055051j 0.00337275-0.00386939j 0.00539635+0.00313681j 0.00785977+0.0051338j 0.00212809-0.00128546j -0.000188524+0.00217712j -0.00582506-0.00312346j -0.00440231+0.00857092j 0.00422527+0.00898264j 0.0012969-0.0030213j -0.0011986-0.00141462j -0.00330345+0.00251726j 0.00152123-0.00706896j -0.00373417-0.00328189j -0.00240171+0.00150377j -7.40416e-05+0.00429762j -0.004064-0.00411493j 0.000105355-0.000580397j 0.00257483+0.00193316j -0.000159576-0.00210378j -0.00021733+0.00182133j 
