-0.043134+5.55112e-17j -0.0477286-0.000192786j -0.0305104-0.000168927j 0.0374002-0.00222674j 0.0101232+8.73931e-05j 0.0343355+0.00113227j 0.0357133-0.0028577j 0.022802-0.000221989j -0.00330826-0.00168354j 0.0123003+1.57008e-05j -0.016755+0.00225279j 0.0404321-0.00136524j 0.00702158-0.000471337j -0.00513424-0.000940979j -0.000410017+0.000717307j -0.0135268+0.00173618j 0.0237329+5.53883e-05j -0.00363646-0.000118886j -0.0132009+0.00147787j -0.00766013+0.000686858j 0.00327915-0.000276518j -0.0200312-0.00131742j 0.00352613-0.000156974j 0.0188569-0.000890185j 0.00492837-0.0016599j 0.00446778-3.85211e-05j 0.0165018+0.000493702j 0.0225283+0.00116212j -0.0113824-0.000286007j 0.00104589-0.00188927j -0.0265888+0.001655j 0.00411972+0.000921985j 0.0408235+0.000802171j -0.0110734-0.00394189j 0.0354289-0.00165608j -0.00382015+0.00119701j 0.0371512+0.00482317j -0.0688475+0.0028509j 0.204967-0.00205951j -0.102752+0.00501183j -0.458727+0.00930896j 0.065598+0.0197323j 0.139743+0.000470682j 0.00549857-0.0100394j -0.00964578-0.00301362j -0.0560649-0.000970385j -0.0229042+0.0076422j 0.0618434+0.00240527j 0.00826818+0.00235353j 0.0103691-0.000777887j -0.0135921-0.00352768j -0.0540802+0.00294343j -0.0177859-0.00128268j 0.0133913+0.00436217j -0.0125649-0.000399719j 0.0062245+0.00116152j -0.0207077-0.000802972j 0.0424248-0.000947552j -0.00387562-0.000789843j 0.0210435-7.20104e-05j 0.00943401-0.00383691j -0.00547561-0.00144514j 0.0160735+0.00197028j 0.0135185-0.000347911j -0.000591034+7.95371e-05j 0.00925516+3.66597e-05j 0.014288-0.00133939j -0.00371637+7.44646e-05j -0.00166048-0.00326185j -0.0143909-0.00151669j 0.0143887+2.59964e-05j 0.0167629-0.00365177j -0.013273+0.00175808j 0.0141952+0.00042293j -0.00357865-0.000276043j 0.0166619+0.00112581j -0.00708058-0.00108195j 0.00104839-0.00255326j -0.0148648+0.0029512j 0.0117668-0.00151857j -0.0089643-0.00372712j 0.0170433-0.000717098j 0.00362398+0.00584802j -0.0295746-0.000712449j -0.017337+0.000721831j 0.0147985-0.00657618j 0.0329022+0.0017166j -0.0342788+0.00644718j -0.0206747-0.0166077j -0.0884846+0.00219467j -0.00127421-0.0200119j -0.100823-0.00913327j 
0.0618434-0.00240527j -0.0228572-0.00616516j 0.0603241+1.39225e-05j 0.0444411-0.00511843j 0.0269338-0.000316578j 0.00994684+0.000649078j 0.0211097-0.00107372j 0.0238435+0.002765j 0.0226722-0.00386002j 0.0327199+0.000298421j 0.00357858+0.00120784j -0.00899346-0.0022348j -0.0242519-0.00130094j 0.0216134-0.00300834j 0.0415423+0.00107574j -0.0185278+0.000495859j 0.0254423+0.00147584j 0.00416362-0.00183225j -0.0115769+0.00011804j 0.0221573+0.00243397j -0.0260644-0.00280224j 0.0268073-0.0013827j -0.00610052-0.00201507j -0.037447+0.00133637j -0.0131889-0.00940162j 0.0497031-0.000889216j 0.00951062-4.05559e-05j -0.0106574-0.000913644j 0.0118986-0.00414533j -0.0136073-0.00209092j -0.0325375+0.00516121j -0.00732821-0.00355933j -0.303917-0.00181774j 0.0952449+0.000931403j 0.0359765-0.0070249j 0.00398407-0.00244556j -0.0186641+0.00151641j -0.0700033-0.0170603j -0.000879798+0.00236678j -0.0915118+0.00906921j 0.0282154-0.000890694j 0.0869393-0.00233451j -0.0113247+0.000917606j 0.0579557-0.00548651j -0.0314314+0.00248601j 0.00918655+0.00128265j -0.000810782+0.000414202j 0.027433-6.83806e-16j 0.00614322+0.000154028j -0.0168034+0.00148716j 0.00744809+0.00129598j 0.0109867-0.000594743j -0.00439694-0.00156526j 0.0156459-0.000921119j 0.0136665-0.00108498j 0.0122059-0.00166724j 0.000737345+0.000238156j 0.00423867-0.000312422j 0.00295471-0.00165958j 0.00992816-0.000469412j 0.00770092+7.87203e-05j -0.00286832-1.42691e-05j -0.00766082-0.000520433j -0.00914787+0.00103845j -0.000131232+0.000348076j -0.00120591+0.000625661j -0.0158719+0.000703999j 0.00967496-0.00149753j 0.00882701-0.000958879j -0.00800713+0.00101748j -0.00641178+0.000125388j 0.00547234+0.000794269j -0.00446294+0.001266j -0.00491379+0.000617518j 0.00622842-0.000500262j -0.00136326+0.000687275j 0.00935345-0.000255505j 0.00165497-0.000385768j -0.00634256+0.00110065j -0.0245203+0.00155334j 0.000419749-0.000771006j -0.000871401-0.00268407j -0.00544311-0.000596017j 0.00255535-0.00250847j -0.0278191-0.000726603j -0.00645443+0.00471976j 0.00313584+0.00103116j -0.00631213+0.000941202j 0.0294879-0.00230464j -0.0114162+0.00111011j -0.00766329+0.000852301j -0.00782838+0.00149397j 
0.00826818-0.00235353j -0.0288499-0.00117867j -0.0262446-0.00589604j -0.0333693+0.000748311j 0.00167945-0.00096061j 0.0231288-0.000564417j -0.00536499+0.00284001j 0.021382+0.000136722j 0.00318683+0.00262147j -0.0298838+0.00191607j 0.0249969+0.00243698j -0.0246053+0.00363283j -0.00695203+0.00159836j 0.0077629-0.00215968j 0.00903821-0.00523787j 0.00458252-0.000926748j 0.00720381-0.00329315j -0.00377204-0.00403654j -0.000657426+0.00205906j 0.00869374+0.00145956j -0.000823601+0.00394428j 0.00261788-0.00462133j -0.0189093+0.000298035j 0.00516866+0.00460738j -0.0212503+0.00289674j 0.00756809-0.00670774j -0.00483309+0.00318168j 0.00875522-0.00189596j 0.0110345+0.00242718j 0.000800229-0.00973628j 0.135762-0.00151382j 0.216001+0.00406591j -0.0411653+0.00875017j -0.0324949+0.00235992j 0.0246541-0.0106102j 0.0435943+0.00578183j -0.0125264-0.00582999j -0.0237573+0.00111877j -0.0457045+0.00264625j -0.0148296+0.000661119j -0.0332492+0.00150902j 0.00997844+0.00208587j -0.00240674+0.0016686j -0.0332622-0.0029971j 0.000990208+0.00097976j -0.0147655+0.00106062j 0.0148599+0.000212028j 0.00614322-0.000154028j -0.00539241+8.99888e-17j 0.00757674-0.000723239j 0.000348494+0.000266121j 0.014023-0.00105942j 0.00489221-0.00039729j -0.000867554+0.0002976j 0.00259839-0.000423757j 0.00399562-2.76888e-05j -0.00146755+4.91883e-05j -0.00356827+0.000142314j -0.00146445+0.000379408j -0.000127622-0.000393947j -0.00100315-0.00061959j 0.000717833+0.00012298j -0.000825246-0.000107716j 0.000766712-0.000211027j -0.00279311+0.000977475j -0.00158494+0.000255502j -0.0026451+0.000122017j -0.00559568+0.000402756j 0.00215032-0.000138532j -0.00402616+0.000632205j -0.00131401+6.71743e-05j -0.0038763+0.000346959j -0.00443661+1.39026e-05j -0.00172054+0.000834569j 0.00545542-0.000277131j -0.00418668+0.000373696j -0.00817308+0.000717673j -0.00604739-0.000138149j -0.000444978+0.00201798j 0.00240139-3.63385e-05j -0.000452558+0.000797813j -0.00361186+0.000710709j -0.00369917-0.00197562j -0.0237172+0.000479058j 0.000736171+0.00284812j 0.00625215-0.00135251j 0.0019028+0.00152428j -0.00814021+0.000280612j -0.0100404+0.00106951j -0.00980613+0.000670293j 0.00784463+0.000460063j -0.00492935+0.000305897j 
0.0103691+0.000777887j -0.00687007-0.00115096j -0.00846793-0.00485355j -0.0464919-0.0027032j -0.0104149-0.000604389j -0.00507921+0.00209951j -0.0405947-0.00411225j 0.000882189+0.000854934j -0.0377956+0.00028593j -0.0329382-0.00466146j -0.0141484+0.00188629j -0.0310038-0.00523314j -0.0029697-0.000304952j -0.0100733+0.000844502j 0.00600147+0.00159771j 0.0195847+0.00142395j 0.00337004-0.0015083j 0.0128465-0.000869551j 0.00340962+0.000680479j -0.0145164+0.00115484j -0.013471-0.00109203j 0.0123465+0.00232648j -0.00646816-0.00391888j -0.0105867+0.000723069j -0.0602035-0.00353148j -0.00372865-0.000511472j -0.0419542-0.00213318j 0.014228-0.00441589j -0.0452295+0.00314623j 0.076258-0.00134054j 0.204252+0.0121806j -0.133384+0.00355598j -0.0798942-0.00860619j 0.0222803+0.0115378j 0.00996433+0.00313932j -0.0191607+0.00236494j -0.0153515+0.00355177j -0.0413946-0.000667898j 0.00849041-0.00337858j -0.0138255-0.00234259j -0.0145088+0.00236228j 0.0238636+0.000202183j -0.0215033-0.00145233j -0.0370179-0.00173976j 0.00800847+0.00106146j 0.00219426-0.000229058j 0.0199797+0.000814431j -0.0168034-0.00148716j 0.00757674+0.000723239j 0.0204246-3.32416e-16j 0.00785094+0.000372503j 0.00830681+0.00032073j 0.00778926+0.000352546j -0.00668379-0.000626781j -0.000454049+0.000974238j -0.00105168-0.00016311j 0.00200925+0.000585263j -0.0149298-0.000435412j -0.00506326-9.92951e-06j 0.00422886-0.0001152j 0.00209598+0.000470583j -0.00183397-2.73385e-06j -0.00161743-7.62212e-05j -0.00124427-0.000228077j 0.00297439-0.000417777j -0.00251204-9.18265e-05j -0.00379167+0.000147534j 0.00213174+0.000633657j 0.00360128+0.000660714j 0.00358077+2.63021e-05j -0.00124034-1.78823e-05j 0.00270082-9.06871e-05j -0.00461093+0.000466132j -0.006379-6.24279e-05j 0.0154456-0.000327912j -0.000660954-0.000565445j -6.14298e-05+0.000494858j 0.0069469-0.000153587j -0.00262041-0.000138378j 0.00428718-0.000904498j -0.0013895-0.000877753j -0.000134032+0.00103917j 0.0226118-0.000853003j -0.00504624-0.00190279j -0.00741977+0.000919986j 0.00640432-0.000657184j 0.0129794-0.000180985j 0.00868069+0.000268069j -0.00548088-0.000110062j -0.0156676-6.52515e-05j -0.00303-0.000214961j -0.00576771-0.0007105j 
-0.0135921+0.00352768j 0.0387768+0.0030264j 0.0243601-0.00131486j -0.00311399-0.00378475j 0.0125905-0.00337586j -0.0032806-0.00209509j 0.0106468-0.00126109j 0.0211162-0.00316524j -0.0152998+0.000313221j -0.00986781-0.00578232j -0.0139414-0.00162158j -0.00500874-0.000703274j -0.00289538+0.00139936j -0.000939117+0.00219288j 0.00617726-0.00639595j -0.00668493+0.000762969j 0.0141062-0.00196842j 0.0108566+0.00391883j -0.0276628+0.000951809j -0.0264713-0.00841567j -0.005367+0.00343575j 0.0128575+0.00198059j 0.0137783+0.000218539j -0.0148231+0.00341223j 0.0149657+0.00306204j 0.0291683-0.00421561j 0.00191318-0.00626027j 0.0590344-0.0001782j -0.0570839+4.73293e-05j 0.218614+0.0132129j -0.091146-0.00173463j -0.0161781+0.00172263j -0.012664+0.00356983j -0.0311819-0.00368331j -0.0120787-0.00271441j 0.0122934+0.00938378j 0.026984-0.0100345j 0.0360199-0.00252667j 0.0530282+0.00288613j 0.0135768-0.00396672j 0.0256387+0.00175303j -0.0265801-0.00385572j -0.0140967-0.000755545j 0.0214816+0.000297183j -0.00651346+0.00066415j 0.0072649+0.000478033j -0.00403443-0.000180145j 0.00744809-0.00129598j 0.000348494-0.000266121j 0.00785094-0.000372503j 0.00626117-5.19333e-17j -0.00181929-0.000984166j 0.00142731-0.000157127j -0.00252837-0.000457315j 0.000418458-0.000214326j 0.00269717+0.000114707j 0.00297776+0.000157954j -0.000320621-0.000201725j -0.00292141+0.000160739j 0.00908603-0.000622741j 0.00657608-0.000449336j -0.000149311-0.000234728j 0.00345998+0.000477333j 0.000637943-3.27708e-06j -0.00165143-0.000567814j 0.00406265+0.000590967j 0.00224623-4.16095e-05j 5.71973e-05+0.000303979j 0.000325084+9.43746e-06j 0.000492409+7.55187e-05j -0.00316149+0.000166846j 0.00680162-0.000349142j 0.00775821-0.000236178j -0.00305511-6.82344e-05j -0.00341017-0.00043398j 0.00411448-0.000336514j -0.00305141-4.07957e-06j 0.000543945+0.000952291j -0.00182175+0.000973834j 9.89333e-05-0.000346159j 2.10152e-05-0.00196071j -0.0220435+0.000353317j 0.00220873+0.000977854j 0.00364801-0.00141066j 0.000610603+0.00164244j 0.000235855-7.75402e-06j -0.012302+0.000171958j -0.00319579-5.81495e-05j 0.00245001+0.00237358j 0.000836511-0.000262559j -0.00593679-0.00111014j 0.00345352-0.000856491j 
-0.0540802-0.00294343j -0.0122937+0.00636786j -0.0006115-0.000697119j 0.00720221-0.000413715j 0.0170777-0.000215325j 0.0124975+0.000554479j -0.0139949+0.000994876j 0.0270108+0.00431926j -0.0270393-0.00444679j 0.0142842-0.00192712j 0.0121044-0.00320273j -0.0169683-0.00336309j -0.00105968+0.000631257j -0.0325516-0.00337549j 0.0279574+0.00180079j 0.0147863-1.55893e-06j 0.00969826-0.000366785j -0.0261902-0.00107418j -0.0181649-0.00569992j 0.0425796-0.0034446j -0.0239907-0.00459781j -0.0127468+0.00198892j -0.0108997+0.00186693j -0.0204739-0.00234414j -0.0551739-0.00129228j 0.0436791+0.00156781j 0.0473082+0.000458805j 0.130442+0.00526841j -0.128344-0.00841372j -0.121728+0.00241941j -0.0322204-0.00241583j -0.0352703-0.00996328j -0.0414967-0.00324795j -0.0102541+0.0155009j -0.0211437-0.00250383j -0.00112011+0.0024711j -0.0430316+0.00741707j 0.0249416-0.00559145j -0.0195991+0.00448623j 0.0805623+0.00145423j -0.0320001-0.00206491j -0.0369224-0.00331837j 0.0158519+0.0013906j -0.00299747+0.000177998j -0.00620246+0.000156568j -0.0010464+0.0014613j 0.0117128+0.000482616j 0.0109867+0.000594743j 0.014023+0.00105942j 0.00830681-0.00032073j -0.00181929+0.000984166j 0.00749796+2.22261e-16j -0.00186216-0.000753598j 0.00161+0.000155435j -0.00207551+0.000679839j 0.000249819-0.000707828j -0.00617866+5.72165e-06j -0.00904841+0.000640633j -0.0074955-0.000619828j -0.00353718+0.00044774j 0.00403392-6.70023e-05j 0.00256426-0.000380071j -0.00203156-0.00084184j 0.00288315-0.000287955j 0.0016114-3.90922e-05j -0.00378864+1.79113e-05j -0.00467901-0.000639435j 0.00496896-0.000619532j -0.00183394-0.000147747j -0.00998175+0.000647277j -0.000340183+0.000243064j 0.00211663+5.56645e-05j 0.00129391-0.000328728j 0.00178228+0.000821931j 0.00757233-0.00023427j 0.00237451+0.000136954j 0.000813396+0.00063963j -0.00271986+0.000395378j 0.00106426+0.00030982j 0.00387745-0.00134813j 0.0227467-0.000333469j -0.00172961-0.00203258j 7.05788e-05+0.00121713j 0.000641436+0.000426306j -0.00213551+0.000431857j 0.0142191-0.000704525j 0.00393002+0.000189936j -0.00278243+0.000420369j -0.00616122+0.000200916j -0.00490724+0.00240247j 0.00470015-0.00162165j 0.00544911+0.000507838j 
-0.0177859+0.00128268j 0.00434154+0.00146979j -0.0370017+0.00106114j -0.0129699+0.00231991j -0.00955982+0.00155521j 0.0109142+0.000754418j -0.0257408+0.00342031j 0.0116608+0.00412072j -0.0144678+0.00277539j -0.0018955+0.00119043j -0.0219403+0.000471838j -0.0152368-0.0029589j 0.0116168-0.0039301j -0.00836092+0.00559781j 0.00992408+0.00165816j 0.00894015-0.0033139j -0.0198445+0.00306619j -0.0162505+0.000601009j -0.0034004-0.00207059j -0.0160762-0.00284584j -0.0132591-0.00218524j 0.00251669+0.000778112j 0.0058512-0.00212386j 0.0305599-0.00266628j 0.0060718+0.00101571j -0.102193+0.00854886j 0.0447085+0.00226158j 0.0976684-0.000898587j -0.00933612+0.00166926j -0.0250816+0.0042858j 0.056993+0.00636524j -0.0163812+0.00930478j 0.0544851-0.0058396j -0.00188653-0.00423671j -0.0212728-0.00620184j 0.0226434-0.00810147j -0.019021+0.000497199j 0.0208733-0.00774714j -0.000836431+0.000214495j 0.0201196-0.000238144j -0.0113123-0.00022563j -0.0289331+0.00145698j 0.0138184-0.00131301j -0.029876+0.000709505j 0.0120036-0.000801603j -0.00283609+0.000149041j 0.0111804-0.000366078j -0.00439694+0.00156526j 0.00489221+0.00039729j 0.00778926-0.000352546j 0.00142731+0.000157127j -0.00186216+0.000753598j -0.0018643-1.48536e-17j -0.00653217+0.000421873j -0.00164209+0.000838085j -0.00373869+0.000308973j 0.000687711-0.000144221j -0.0037015+0.000303521j -0.0036309+9.23718e-05j -0.00351831+0.000774647j -3.68446e-05-7.57578e-06j 0.00211752-0.000402043j 0.000316279-0.000110576j 0.00221762-0.000276295j 0.00265724-0.000660785j -0.00254027-0.000214698j 0.00521817-0.000633457j -0.00155005-0.000283509j -0.00429534+0.000567126j -0.00130187+0.000243642j 0.0063116-0.00055959j -0.000382508+0.000264008j 0.00231253+0.000268841j 0.0014715+6.77681e-05j 0.00184127+0.00061245j -0.000590162-8.6015e-05j -0.00167349-0.000784311j -0.00171943-8.17972e-05j -0.0137903-0.000176387j -0.0162437-5.92355e-06j 0.00468952-0.000877907j 0.000484691-0.000528228j 0.000909578-0.000774914j -0.00166623-0.000655911j 0.0164724-0.00112446j 0.00651308-0.000269692j 0.00438289+0.000563993j 0.00230851+0.000153458j -0.007198+1.49989e-05j 0.00107481+0.000460055j 0.00349833-0.000163446j 0.00159496-0.000195412j 
0.0133913-0.00436217j -0.0279567-0.00160543j 0.0326609-0.000312799j 0.021997-0.00230124j 0.0206702+0.000965002j 0.0159734+0.0044201j 0.00870384+0.0025327j 0.0198585+0.00323162j 0.0201044-0.00135962j 0.0113175-0.000621487j 0.0128698+0.000242604j 0.0182204-0.000385411j -0.00817875+0.000502012j 0.00399271+0.000293168j 0.0390601+0.00289703j -0.00448725+0.000281869j 0.0222378+0.000856383j 0.0220286-0.00376199j 0.0209029-0.00157726j 0.0572122-0.00452183j -0.0142181-0.00118941j 0.0120763-0.0037979j 0.0260602-0.00133238j -0.0727021+0.00264039j 0.00966189-0.00246827j 0.0310842+0.00759393j -0.0121093+0.00693575j 0.0428554+0.00501823j 0.160079+0.00179152j -0.0248406+0.00202125j -0.0533138+0.00269746j -0.000461692+0.0100326j -0.00363347+0.0034463j -0.00285155+0.00608515j -0.00844437+0.00642527j -0.00249248-0.00211223j 0.000845905+0.00445412j -0.0207953+0.00134592j -0.0363558+0.00316876j -0.0143542+0.00555763j -0.0115994-0.00171708j 0.0275183-0.000435983j -0.00225229+0.00148192j 0.0288724-0.00188491j -0.017359+0.00064525j -0.00410327-0.000703568j 0.000401276+0.000497316j 0.0156459+0.000921119j -0.000867554-0.0002976j -0.00668379+0.000626781j -0.00252837+0.000457315j 0.00161-0.000155435j -0.00653217-0.000421873j 0.0109705+9.71472e-16j 0.00112818-0.000437616j 0.00837393-0.000670024j -0.000530909-6.67353e-06j 0.00310591+0.000629956j 0.00583055-0.000596882j 0.000236989-1.98609e-05j -0.00147316+0.000285959j -0.00524454+0.000378237j -0.00216034+0.000180261j -0.00335159+0.000656058j 0.000615742+0.000129363j 8.03728e-05-0.000195309j -0.00659593+0.000470286j 0.00417105-0.00062154j 0.000678617-0.000633866j -0.00225052+6.43781e-05j -0.00455826+0.000338842j -0.00257212-0.000450385j 0.00163022-1.5629e-05j -0.000899539+0.00102348j -0.00269989-0.000584021j -4.90323e-05-0.000746946j 0.0012394+0.000377169j -0.000430273+0.000623145j -0.016613+0.000310247j 0.0150479+0.000234153j -0.0012654+0.00108811j 0.00168016-0.00119849j -0.00577792+0.000332372j 0.000158763-0.00127551j -0.0101152-4.66337e-05j -0.00206599-0.000237808j 0.000760249-0.000692726j -0.0131037+0.000863803j 0.00728663-0.00168389j -0.000821746+0.00121606j 0.00308353+0.000328919j -0.00219611+0.00136917j 
-0.0125649+0.000399719j 0.00284902+0.00125446j -0.0268417-0.00205751j -0.00187175+0.00308097j 0.00303273-0.00045862j -0.00707065-0.00597687j 0.0260345+0.00127947j 0.0222359-0.000205687j -0.00674031+0.0013482j 0.0119792+0.0015597j -0.00226359-0.00411757j -0.00560985+0.00443682j -0.00953592-0.00016411j -0.00463751-0.0026968j 0.00392362-0.00610122j -0.0168536-0.00228447j 0.00244905+0.00137379j -0.0233229-0.00355476j -0.0121593+6.01874e-05j -0.0369947+0.000731767j 0.00487751+0.00343382j -0.025328-0.00614056j 0.0118549+0.00693392j 0.0180356+0.00293358j 0.0161107-0.00130062j 0.0532351-0.00707997j 0.17164+0.00950871j 0.0582893-0.00274218j 0.0379208+0.00543427j -0.0157953-0.00613607j 0.0201477+0.00813908j 0.0641277+0.000210289j -0.00415225-0.00783871j -0.0113356+0.00422875j 0.00233141-0.00183092j -0.00151134+0.00559584j -0.0103503-0.000850721j 0.0212349-0.00566948j -0.00899395+0.0023737j 0.0119468-0.000791446j -0.00355608-0.000291985j -0.0253455+0.000692628j 0.0134848+0.0019711j -0.011448-0.000478214j 0.00351213-4.32283e-05j 0.00375967+0.0017454j -0.00550868-0.000317311j 0.0136665+0.00108498j 0.00259839+0.000423757j -0.000454049-0.000974238j 0.000418458+0.000214326j -0.00207551-0.000679839j -0.00164209-0.000838085j 0.00112818+0.000437616j 0.0019196+1.74773e-16j -0.00192425+0.000106814j -0.000622348-0.000418593j 0.00466086+0.000522929j -0.00532607+8.90919e-05j 0.00216558-0.00041587j -0.000641758-0.000496854j 0.00225704-0.000234457j 0.0015907-0.00071679j 0.00355567-5.82175e-06j 0.000821583+0.000170733j -0.00109619-9.11885e-05j 0.00252896-0.000499049j -0.0049069+7.43773e-05j -0.00336334-5.07739e-05j -0.00409941-4.99758e-05j -0.00088785+0.000148815j -0.000748459+0.000434648j 0.00201148-0.000281285j 0.000999657-0.000504025j -0.000920576-5.10709e-05j 0.00298017-0.000321312j 0.00256555-0.000344106j 0.0209145-9.19166e-05j -0.000420049+0.000440934j -0.00303213-0.000527665j 0.00334946-0.000463318j -0.00130628+0.000567097j -0.00705484+0.000171633j -0.00504356+6.57768e-05j 0.00575264+2.18258e-05j 0.00152645-0.000623432j -0.00591311+0.00129749j 9.1836e-05-0.00120859j -0.00555195+0.00130289j 0.00311276+0.00123661j 0.00422807-8.53443e-05j 0.00271092-9.67708e-05j 
0.0062245-0.00116152j -0.00800805-0.00182265j 0.000459822-0.000671045j 0.0138115+0.00169604j 0.0228614+0.00565953j -0.0365863+0.00148501j -0.000367758-0.00240376j 0.0346189+0.00307747j -0.000335306+0.00176527j 0.00619422-0.00489347j -0.00781218+0.00401351j 0.000287114+0.000603521j -0.0169854-0.000603981j -0.0159742-0.00504287j 0.0172578+0.00251932j -0.0149799+0.00261156j 0.0217285+0.00352518j -0.00514254+0.00183359j -0.00340577+0.00529392j 0.0301193+0.00297366j 0.00915662+0.00277111j -0.00327525-0.00488467j 0.0588164+0.00200899j -0.07583-0.00673236j -0.0677917-0.00498853j 0.0140316+0.00400351j 0.136284+0.000602196j -0.098784-0.00494475j -0.00207346+0.00319402j -0.0310974-0.00173647j -0.0149866-0.000342756j -0.0478039+0.00579047j 0.00473629+0.00406028j 0.0228568-0.00540911j 0.0108363-0.00407755j -0.0150677+0.0130846j 0.00183788-0.00108989j 0.00472866-0.00454664j -0.0121669-0.00175443j -0.00724172+0.00356454j -0.00358972-0.000306611j 0.0117394+2.42671e-05j 0.0109064+0.0021116j 0.00487281-0.00105553j -0.0109312-0.00107717j 0.0206607+0.000720843j 0.00255077+0.0011726j 0.0122059+0.00166724j 0.00399562+2.76888e-05j -0.00105168+0.00016311j 0.00269717-0.000114707j 0.000249819+0.000707828j -0.00373869-0.000308973j 0.00837393+0.000670024j -0.00192425-0.000106814j -3.11098e-05-1.10372e-16j -0.00100075-6.31294e-05j 0.00255296-6.99589e-05j -0.000513001-0.000156505j 0.000602313-0.000348297j -0.00083639-0.000244685j -0.00183645-0.000134126j -0.00122352-0.000527185j 0.00105488+8.66964e-05j 0.00220962-5.10415e-05j -0.000441265+0.000153551j -0.00740358+7.13327e-05j -0.00016673+3.23268e-06j -0.00216958-0.000177607j 0.00163398-0.000278759j -0.00207146+0.000250114j -0.00102037-7.48162e-05j 0.00120415-0.000256546j 0.00141972+0.000613182j 0.000125682-0.000712318j -0.00121592-0.000657419j -0.0211479+0.000235341j 0.00245923-0.000323657j -8.64536e-05+0.000445587j 0.0031611+0.000640496j 0.000301708+0.000450052j 0.00302645-0.000158961j 0.000407997+0.000410054j 0.00461938-0.000572351j -0.00554507+0.000356652j -0.00649761+0.000970578j 0.00608596-0.000123713j -0.00308888-0.00165086j 0.00270935+0.000513826j 0.00303501+0.000947078j -2.73705e-05+0.000842383j -0.00113181+0.000362016j 
-0.0207077+0.000802972j 0.0127999+0.00284722j 4.43497e-05+0.00132066j 0.00945507+8.88227e-05j -0.000636577-0.00301476j 0.0010719-0.00109437j 0.00949974+0.000245468j -0.00524609-0.0039278j -0.00217334+0.000806739j -0.00497035-0.000202699j -0.0221434-0.000931708j 0.0104707-0.000708243j -0.00151326+0.00101115j -0.00275963+0.00158083j -0.0075361-0.00520481j 0.00332325+7.57457e-05j 0.0202617+0.00156845j -0.00989913-0.00592657j 0.0026546-0.00539421j -0.0510825-0.000197935j 0.0132568+0.00133605j -0.0458295-0.00202467j 0.0584064-0.00686476j 0.0612065+0.00735046j -0.0204816+0.000368499j 0.100357+0.00883464j 0.0243733-0.000943687j 0.0325965-0.000680058j 0.0237573-0.00136556j 0.0279518-0.00386557j -0.0277468-0.00151318j -0.00511396+0.00346522j -0.00742427-0.00729822j -0.0108754+0.0036169j -0.0186523+0.0041392j -0.00358917+0.00207864j -0.0015851-0.00109656j 0.0231139-0.000670089j 0.0109352+0.00195192j 0.0255104-0.00198292j 0.00668379-0.000377389j -0.0250063-0.00171056j 0.00546142-2.50637e-05j 0.00720477+0.00170736j 0.00120069-4.70156e-05j 0.00097431-4.22983e-05j -0.00543969-0.000712527j 0.000737345-0.000238156j -0.00146755-4.91883e-05j 0.00200925-0.000585263j 0.00297776-0.000157954j -0.00617866-5.72165e-06j 0.000687711+0.000144221j -0.000530909+6.67353e-06j -0.000622348+0.000418593j -0.00100075+6.31294e-05j -0.000904471+1.2425e-16j 0.00128295+0.000224139j -0.00507235+6.11157e-05j 0.00441719-0.000173239j -0.00206377+0.000208006j 0.00012793+8.48507e-05j 0.00248811-0.000205464j 0.00343134+3.69596e-05j 0.0012763-0.000294217j 0.00107507+0.000301811j 0.0024682-0.000234492j -0.00203151+7.19844e-05j -0.00151641+0.000138533j -0.000784564-0.000283396j -0.00189529+0.000157589j 0.000957703+8.82789e-05j -3.76744e-05-2.37691e-05j 0.00149491-0.000404688j 0.00374949+0.000126363j -0.020339+0.000101176j 0.00230807+0.00036312j 0.00319428-0.000398821j 0.00124281+0.000628796j -0.00106204-0.000480008j 0.00206551-7.24068e-05j -0.00474349+0.000234366j -0.00215324-0.000340375j 0.00436904-0.000182936j 0.00351333-0.000544755j 0.00249424-0.000272742j -0.00447553-0.000360548j 0.00297874-0.00028867j -0.00208634+0.000941421j 0.00257976+0.000106926j -1.90084e-05-0.000769706j 0.00442093-0.000265047j 
