0.00649472-0.0147029j -0.0151086-0.0150863j -0.020293+0.0167135j 0.00645112-0.000216489j -0.00983366+0.0219889j -0.0109418-0.0115205j -0.00932345+0.00131368j -0.023581+0.0142624j 0.00131195-0.0136389j -0.00196021+0.0288249j -0.00242416+0.0303711j 0.00419539-0.0225608j 0.0352828+0.0390322j -0.0328612-0.00363599j -0.0237875+0.00220873j 0.00672393-0.0426851j -0.0437443-0.0280458j -0.0180943+0.00544972j -0.0245909-0.0175509j -0.0171319+0.00888277j -0.00853146-0.00464985j 0.00257192-0.0152053j 0.0207977-0.0063163j -0.015408+0.026365j -0.00155698+0.0178253j -0.0568503+0.0288593j -0.00354155+0.0475576j 0.0171284-0.0210345j 0.00773385+0.00815994j 0.000288146-0.0283103j 0.00567421+0.00936097j -0.0151465+0.0194562j -0.000684098+0.00255671j 0.00708837-0.0185802j 0.00873902+0.00364154j 0.00761436+0.00493406j 0.0123309+0.0276626j 0.0101487-0.0360878j 0.00326077-0.0148276j -0.00273856+0.0230995j 0.00774666+0.0108566j 0.0146468-0.0138973j -0.0100021-0.0217364j -0.00268435-0.0279117j -0.00638848-0.0132874j -0.000109756-0.0188465j -0.0333673-0.0844499j 0.0202658-0.00581104j 0.00808546+0.00826318j -0.0185467+0.0382454j -0.0219402+0.0251496j -0.0198647-0.0130984j 
0.00168024-0.00105099j -0.000131928+0.000406212j 0.00501129-0.00692095j 0.00186895+0.00183986j 0.00570519+0.0118426j -0.00232124+0.00328618j 0.00179866-0.00505148j 0.00493199+0.000584978j 0.000508612+0.00428398j 0.000659849-0.00848295j 0.00842581-0.00398651j 0.00542274+0.00627302j -0.00797381-0.00502708j 0.00320917-0.00264608j 0.00217984+0.00334595j 0.00296883+0.00792038j -0.000130396+0.00421964j -0.00493958+0.00386866j 0.00459097-0.00282999j 0.00274408-0.00168713j 0.00517459-0.0103523j 0.007656-0.00816413j -0.00534615-0.00761019j 0.00289282+0.00483153j -0.000939943+0.000261159j 0.00952138+0.00331468j 0.00421205-0.00344478j -0.000102279-0.00158693j -0.004871+0.000805503j 0.000691818+0.00204229j 0.00241254-0.00691193j 0.00180438-0.00443103j -0.00634421+0.00447471j 0.00262778+0.0133127j -0.00184227-0.00596038j 0.00206434+0.00810862j -0.00342999-0.00471656j 0.00638359+0.00389075j -0.000175281+0.00470756j -0.00100684+0.000180137j -0.00290491+0.00498816j 0.00120311+0.00879383j 0.000376217+0.00695885j 0.00474652-0.00128115j 0.00040801-0.00196404j 0.00290103+0.00507761j -0.00253175+0.00731779j -0.00517344+9.29454e-05j -0.0102892-0.0147554j 0.00693066-0.00531956j -0.00104982-0.00380032j -0.00304099+0.00818126j 
-0.0037925-0.00285062j -0.0049169+0.00524925j -0.00147903+0.0102452j -0.00888103-0.00285223j -0.0101532-0.015831j -0.00894673-0.00593009j -0.00273047-0.00335375j -0.0014501+0.0022246j -0.00242666+0.00141735j 0.00923029+0.00355846j 0.0109004-0.00755223j -0.0060168-0.00300326j 0.00281049-0.0022573j 0.00816204-0.000447313j -0.00987949-0.00933617j -0.00215003-0.00142668j -0.00438176-0.000410958j 0.0150851-0.00563456j 0.00337353-0.00600993j -0.000707845+0.00361596j 0.00152232+0.00764833j 0.0078643+0.00180708j 0.00210361+0.00375178j 0.0105484+0.000695691j -0.0105273+0.00708026j -0.00175039+0.00548021j -0.00911378-0.0193954j -0.000220707-0.00159297j 0.0046163-0.00532728j -0.00921811-0.00887195j -0.00940804+0.0040628j 0.0029361-0.00703457j 0.00806311+0.00438892j 0.00472827-0.0257004j 0.00236552+0.0115395j 0.00290026+0.000855528j -0.00024123-0.00418473j -0.00811341-0.000551395j -0.00317923+0.00519449j -0.00151672+0.000294848j 0.00117684-0.00790259j -0.000591848-0.00116543j -0.00602803+0.0021552j -0.00304267+0.00327444j 0.00274205+0.00270242j -0.00670807+0.0010136j 0.0103641+0.00142216j -0.0036879+0.00129298j 0.00854439+0.00435882j -0.00831249-0.00129173j 0.0138411-0.00871688j -0.00521581-0.00113569j 
0.00516751+0.00665694j 0.000893312-0.00189154j -0.000922832-0.00307801j -0.00477575+0.0218921j -0.00297808+0.00972967j 0.00612772-0.000281665j 0.00311467+0.00833155j 0.00314728+0.0022525j 0.000567947+0.0143367j 0.00839601-0.02718j -0.0191069+0.00161335j -0.0154318+0.00415858j 0.00152196-6.50201e-05j -0.0164426-0.0068247j 0.012131-0.0219375j 0.00516804-0.00614081j -0.0149094-0.00055539j 0.00902684+0.000311992j 0.00213369+0.00967831j 0.00643958+0.00575663j -0.00147088-0.0116431j -0.00864604+0.00542989j 0.0199548+0.00171764j -0.0170096+0.00701971j -0.00340087-0.000384625j -0.0143959-0.0322589j -0.00603773-0.00260235j -0.00134811-0.0142398j -0.000512953+0.0112028j -0.0039803-0.0189874j -0.0189957-0.00212598j -0.00397879+0.0114925j 0.0144219-0.0027202j -0.0017641-0.0061522j 0.0120618-0.000290501j -0.00630835+0.00214672j 0.00154043+0.00389335j -0.0167226-0.00219244j 0.00679485-0.00310258j 0.00519781+0.00887813j 0.014043-0.010394j -0.00581201-0.00195054j -0.00235124-0.00785899j -0.0043236+0.00553575j -0.00834917-0.000997699j -0.0172618-0.0141256j 0.00237335-0.000756566j 0.0042216-0.0068124j 0.0092313+0.000675158j 0.0142082+0.000776487j -0.00456418-0.0102434j 0.0141851-0.0163008j 
0.00174486-0.00410036j -0.00403703-0.00377097j -7.40512e-05+0.00031464j 0.00368153+0.00573409j 0.000169231+0.012946j -0.00401536-0.00323211j -0.00997083-0.00228043j -0.00645171+0.0126883j 0.00254359-0.000506084j 0.000874038-0.00379193j 0.000681845+0.00270142j 0.00802562-0.00540588j -0.00303626+0.00401775j -0.00541799+0.000772903j -0.00463521+0.0020162j 0.000919255+0.00105167j -0.0149044-0.00311413j -0.00512998+0.0108505j 0.00408687-0.000423468j -0.00356066+0.000715334j 0.00159744-0.00730375j 0.00321003-0.00226626j -0.00239404-0.00521286j 0.00054593+0.0124807j 0.00402269+0.0016713j -0.00981952+0.0053079j 0.00300171+0.00978692j 0.000482351-0.00971605j -0.00417283+0.0092245j 0.00570669-0.00299584j 0.0154258+0.00311127j 0.00333343+0.00718671j -0.00662351+0.000251116j 0.00221095+0.00594739j 0.00674925-0.0141943j 0.00384706+0.00232072j -0.00199588-0.00100042j 0.0148774-0.000898603j 0.00664617-0.00183739j -0.00237182+0.00170264j -0.00680927+0.00341985j 0.00328915+0.00450178j -0.00202875-0.00551153j 0.0102805-0.00437721j 0.00213932-0.00175258j 0.00710537+0.00150065j -0.00306545-0.0129527j 0.00865544-0.00258648j -0.00749322-0.00508747j -0.000759456+0.00159325j -0.00623698+0.00723686j -0.0050286+0.00209752j 
0.00130614+0.00861589j 0.00829734+0.00949624j 0.00833051-0.0055724j -0.00185049-0.000120585j 0.0135922+0.00369638j 0.0109135+0.00933377j -0.0012411+0.0093306j 0.0249271+0.00258148j 0.00933098-0.00426978j -0.00933738-0.0127374j -0.00158963-0.0033545j -0.0120529+0.0067567j -0.00915724-0.0175868j 0.0099474-0.0122955j 0.0185585+0.0193601j 0.011597+0.0150177j 0.0131951+0.0213058j -0.000985304+0.0012529j -0.00810175+0.0114421j 0.0113727-0.00665043j 0.0123107+0.00348519j -0.00628212+0.00506086j -0.0138718+0.00655752j -0.00145308+0.000806338j 0.00648224-0.00343837j 0.0154242-0.0330946j 0.00341346-0.0154461j -0.00941239+0.0148945j -0.00209004-0.0156108j -0.000765801+0.00948465j -0.0151004-0.00539599j 0.00625489-0.0166438j -0.00830657+0.000595877j 0.0104356+0.00249093j -0.0136686+0.019721j -0.000125795+0.00959293j -0.00839637-0.0059133j -0.0141272+0.022042j 0.0067428+0.0087038j 0.00526802+0.00441149j 0.00789536+0.00336181j -0.0063198-0.00586165j 0.00841155+0.0111928j -0.00405377+0.0154848j -0.016825-0.00169659j -0.0191727+0.00319942j 0.00611784+0.0249994j -0.0270244+0.0021589j 0.00772902-0.0126816j 0.00383226-0.0218365j 0.0205658-0.0330929j 0.00785779-0.00409945j 
0.000711563+0.000155548j 0.00213421-0.00232264j -0.000984894-0.00610832j 0.0097581-0.0116551j 0.0100454+0.0124215j 0.0116688-0.00346539j 0.00729911+0.00283655j 0.00179797-0.00378126j 0.00441144-0.0138488j -0.0034662+0.0138344j 0.00947208+0.00496034j 0.000328261+0.00107591j 0.000587021-0.00168555j 0.00882504+0.000250166j 0.00254487+0.0156344j 0.0123639-0.000823783j 0.0103793+0.00695529j -0.00854562-0.007021j -0.0114503+0.00554457j 0.001992-0.00562237j 0.00450059-0.00479678j 0.00154211+0.000424155j -0.000178631-0.00187501j -0.000828434+3.93305e-05j -0.00336737+0.00447839j 0.00212947+0.00106128j 0.00756092+0.00572675j -0.000489875+0.0107806j 0.00166072-0.00611718j 0.000246669+0.0059849j -0.00444262-0.00340362j -0.00393414-0.00696191j -0.00571752+0.00262935j 0.00108476+0.00714226j -0.0113014+0.00599077j 0.000491792+2.1228e-06j 0.0091317+0.00848237j -0.00586503-0.00102169j 0.000315985-0.00550722j 0.00392825+0.00537491j -0.00203539+0.00238117j 0.00281002-0.00294464j 0.00517017+0.00172944j -0.00819797-0.00271505j -0.000335142+0.00155272j -0.0021234+0.00231516j -0.00361805+0.00120499j 0.000363169+0.00207824j 0.00458902+0.00173354j -0.00459728-0.00230867j -0.000542639+0.00358385j 0.000201111+0.000572814j 
-0.00127022-0.00206265j -0.00278619+0.00187888j -0.00468353+0.00361588j -0.0127531-0.00478192j 0.00318883-0.00997803j -0.015222-0.00105386j -0.00659307-0.000993963j 0.00420594+0.00101804j -0.00193705+0.00314621j 0.00277597+0.00431234j 0.0137651-0.0029105j 0.00633504-0.00820456j -0.00572872-0.00155357j 0.00105423-0.00338571j 0.00122538+0.00268353j -0.00369867+0.0080677j 0.00187116-0.00295383j 0.000567966+0.00219084j 0.00610191-0.00598184j -0.000372631+0.0019827j 0.00266788+0.00442044j 0.00295763-0.00220107j -0.00810038+0.00372129j 0.0115743+0.00575128j 0.0064099-0.000672827j 0.00417954+0.00351542j -0.00145207-0.00908328j 0.00391422-0.00397225j -0.0026036-0.00236629j 0.00963105+0.00377156j 0.00417814+0.00385773j 0.00968147-0.00182779j -0.0021367+0.00361416j 0.00585969-0.00824455j 0.00632543+0.00418523j 0.000396383+0.00416073j -0.0108469-0.00908573j 0.0106997+0.00194767j 0.00184066+0.00348474j -0.00153915-0.0021842j 0.000842904-0.00105754j -0.00265079+0.00138808j -0.00168228+0.00312594j 0.00778919+0.00245913j -0.000465535-0.00126381j 0.00128882+0.0036866j 0.00267266+0.00329562j -0.00761692-0.00144053j -0.00655918-0.00911142j 0.00344439-0.00690927j 0.00807864-0.00659018j -0.00171478-0.000126155j 
-0.00225378-0.00276171j -0.000543199+0.00405797j -0.000609017+0.0030605j -0.00321371-0.00199066j -0.00574044-0.015584j -0.00309912-0.00345657j -0.0042196-0.00622354j -0.00509635+0.000265005j -0.00125644+0.00174735j 0.00440471+0.00440284j 0.0061706-0.00728441j 0.00199475-0.00534182j 0.00364023-0.00788686j 0.00768936+0.000378244j -0.00799399+0.00132258j -0.00312078+0.00927854j -0.00614303-0.00340756j 0.0109168-0.00277045j -0.00319805-0.000659627j -0.008107+0.000847816j -0.00481982+0.00493715j 0.00229127-0.00549052j -0.00946013+0.00481248j -0.00127182+0.00309487j 0.00198763+0.000770584j 0.00695351+0.007888j -0.00167686-0.00724611j 0.000160873+0.000951118j 8.42751e-05-0.00734748j -0.00089783-0.00320396j -0.00357112-0.00129504j 0.00484186-7.54267e-05j -0.00192551+0.000908726j -0.0029792+0.00233973j -0.00423824-0.00526354j 0.00616048+0.000408342j -0.000112528-0.00855535j 0.00186504+0.0091111j -0.00765032+0.00206381j -0.00210285-0.00213961j -0.00767707+0.000109933j -0.00144796+0.00229365j 0.00132663+0.00103551j -0.00144508+0.00382081j 0.00365798+0.00837733j -9.87233e-05+0.00739282j 0.00403391+0.00420996j -0.00504614-0.00160963j 0.000694272+0.00279117j -0.0072767-0.000228944j 0.00582277-5.80041e-06j -0.00509352+0.00638683j 
0.00229799-0.0012504j -0.00172671-0.00357675j -0.008437-0.000513516j -0.00483202-0.00172711j 0.00759098-0.00572976j -0.00803726-0.00533268j 0.00335848+0.000685489j 0.00484643-0.00295386j -0.00428086-2.28473e-05j 0.00297539+0.00051917j 0.0113265-0.001409j 0.00524936-0.00530524j -0.00118288-0.00271113j 0.00086587-0.0016222j -0.00235797+0.000652241j 0.00110965+0.0067174j 0.00334436-0.00126524j 0.00538721-0.00346586j 0.00109379+0.00208293j -0.00497395-0.00212659j -0.0030003-7.42886e-05j 0.00379267-0.00188373j -0.00555307+0.00479595j -0.00150048+0.00354504j 0.00990574+0.00521744j 0.00167233+0.00248291j 0.000672987+0.00291601j 0.00320488+0.000867945j -0.00563784-0.00179176j 0.003047-0.0046047j -0.00190353+0.00313653j 0.00384954+0.000863178j -0.00177831+0.00289292j -0.000699166-0.000923975j -1.92616e-05-0.00225371j 0.00161015+0.00474572j -0.00399689-0.00867214j -0.000695074-0.00305443j 0.00132188-0.00276341j 0.00234496+0.00237622j 0.00110971-0.00689175j 0.00071769+0.00245099j -0.000334797+0.000406662j -0.00125943-0.00114421j -0.00201531-0.00102978j -0.00846524-0.00193155j 0.00132203+0.00167136j 0.00166673+0.0032414j -0.00769322-0.00719764j 0.00903376-0.00033421j -0.00399922+0.000921571j 0.0037607-0.00136323j 
-0.00296281+0.000589736j 0.00239497+0.00242058j -0.00177757+0.00427949j 0.00314772-0.0124634j -0.0010955-0.0104216j -0.00659517-0.0036357j -0.00328095-0.0100405j -0.00286141-0.00753014j 9.15385e-05-0.00725007j 0.000559091+0.0149103j 0.00284198-0.00589899j 0.00627114-0.000812577j 0.00324295+0.00631065j 0.00488455+0.00445322j -0.0034873-0.00145116j -0.00708759-0.00339246j 0.00562111+0.000513686j 0.000152416-0.00296015j -0.00699265+0.00351757j -0.00421926-0.000108898j 0.00416892+0.0137684j -0.00281463-0.00358559j -0.00528851+0.00452392j -0.00257464+0.00174179j 0.0063199+0.000223546j 0.000561056+0.00785063j -0.00039357-0.00078495j -8.96278e-05+0.00412492j 0.00473507-0.00725866j 0.000309962+0.00878161j 0.00363168+0.00508006j 0.00879419-0.00768008j -0.00084073-0.000385418j 0.000313771-0.00202995j -0.00576521+0.00460319j 0.00412938-0.000763031j 0.00035345+0.00320305j 0.00291705+0.00841551j -0.00574585+0.00663823j -0.00414603-0.00274651j -0.0020179-0.000898292j -0.00251377+0.00256747j -0.00399232+0.003621j -0.00323677-0.000760981j -0.00237336-0.00377283j 0.00912873+0.00522972j -0.000840631+0.00542955j 0.000631896-0.00209778j 0.00549022+0.0066463j -0.0147678+0.00345857j 0.00152904+0.00409466j -0.00356844+0.00469321j 
0.000564899-0.000898236j -0.000263114-0.00117507j -0.000928466-0.00328722j -0.000267431+0.00319534j 0.00557111+0.0123675j -0.000133099+0.00462021j 0.00525894+0.00170339j -0.000902069-0.00218354j 0.00165342+0.00357163j -0.00180074-0.00313123j -0.00723409+0.00372545j -0.00210273+0.00452968j -0.0037019-0.0023669j -0.00635362+0.00408627j -0.000806776-0.00910856j 0.00547369-0.000328467j -0.00556887-0.00198155j -0.00595884-0.00143567j -0.00677377+0.00171629j -0.000296998+0.00776562j -0.00245013-0.00586463j -0.0046485-0.00236361j 0.000245254-0.00110656j -0.00167416+0.00410695j -0.00294608-0.000993875j 0.0011537-0.00617142j -0.000398717+0.0014892j 0.00121116-0.00388984j 0.00363034+0.00275946j 0.00124316-0.00554999j -0.00306018+0.00291289j 0.00195382+0.00991912j 0.000976128+0.00294846j 0.00197373+0.00656064j 0.0103479+0.000243938j -0.00491141-0.000494331j -0.00630869+0.00585058j 0.00553146-0.00686821j 0.000283383-0.00874643j -0.000648175+0.00142629j 0.00273444+0.000419017j 0.000516549-0.00359813j 0.00393683-0.00718467j -0.000372639+0.000990253j -0.00545921+0.00198835j 0.000924018-0.00325571j -0.0030621-0.00697945j -0.00173693-0.0133265j -0.00723056-0.00551165j 0.00486288+0.00492497j -0.00289683-0.000776224j 6.11101e-05-0.0027582j 
-0.00606218-0.00125345j 0.00109628+0.00631868j 0.000935179+0.00324524j -0.0011913-0.00475323j -0.00761667-0.00642656j -0.0031357+0.0028463j -0.00528001-0.00875945j -0.0107839-0.00813195j 0.000946646+0.000864689j 0.000174775+0.0155017j 0.00269101-0.00584673j 0.00117299+0.000296437j 0.00244862+0.0038972j 0.0059241+0.00809929j -0.00478787-0.000518875j -0.000587103-0.000686247j -0.00309752-0.00155101j -0.00188156-0.000664624j -5.46562e-05+0.00149058j -0.0107999+0.00426714j 0.00108985+0.0138089j 0.00335247+0.00280061j -0.0039952-0.00290649j 0.00114892-0.00301286j 0.00283919+0.00284456j 8.57475e-05+0.00464488j -0.00546292-0.00189471j 0.00206344+0.0012049j 0.00195178-0.00379559j -0.000543825+0.00339561j 0.0058876+0.00557139j 0.00614576-0.00639649j 0.00318087+3.06311e-05j -0.00701433-0.000506446j -9.97805e-05-0.00346975j 0.000475983-0.00332007j -0.00067203+0.000280168j 0.00509176+0.00316129j 0.000617506+0.00545774j -0.00763897+0.000173338j -0.00562283-0.000887876j -0.00151215+0.000235599j -0.00522315+0.00645828j 0.00418771+0.000728487j -0.00317759-0.00285586j 0.00995201+0.00554041j -0.00581537+0.000665633j 0.00561417-0.00762195j 0.00520037+0.0077137j -0.0138951+0.00235848j 0.00134778+0.00367945j -0.0036772+0.00576411j 
0.00141973-0.00345311j -0.00330824-0.00197722j -0.00107221+0.00371801j -0.000891349+0.00542926j -0.000465296-0.0020496j -0.00437005-0.0049463j -0.00182313+0.00155091j -0.00311393+0.00601462j 7.21636e-05-1.44723e-05j 0.00255451-0.0025235j 0.00598593+0.000761356j -0.00342082-0.00108759j -0.00459757+0.000327002j 0.0019269-0.00189591j -0.00586002+0.00521922j 0.00154529+0.000144469j -0.000809195+0.00574157j 0.000508975+0.00621869j 0.00370795+0.00322154j -0.00250258+0.00286391j -0.00231692-0.00555516j 0.00319324-0.00397483j 0.000721274-0.00118998j -0.00260312+0.00310094j 0.000694926+0.0025176j -0.00493643+0.00094288j -0.00160366-0.00741134j 0.00463925-0.00109364j -0.00150685+0.00432009j 0.00718265-0.00184452j 0.00155354-0.000779144j -0.00194527-0.00040041j -0.00307794-0.000333398j -0.00491039-0.00411423j 0.0046833-0.00367802j -0.00122398-0.00242593j 0.00158311+0.00654309j -0.00264587+0.00227325j -0.00117949-0.000801356j -2.82861e-05+0.00336836j -0.00435833-0.00140861j 0.00318775-0.00107111j -0.00869521+0.000208641j 0.00591395-0.00284968j 0.00381169-0.00508983j -0.0126865-0.000604144j 0.00163675+3.65309e-05j 0.00319759+0.0032433j -0.00277803+0.000362107j 0.00208428+0.00307058j -0.00340727+0.00114163j -0.0018126+0.00452407j 
0.000857074-0.00201376j 0.00254259-0.00281319j -0.00298169+0.0030427j 0.0108433-0.00305938j -0.00952426-0.0168889j 0.00868718-0.00375963j -0.0023533+0.00293455j -0.0129593+0.00163596j 0.0025912-0.00366342j 0.000731793+0.0121897j -0.00516164-0.00574917j -0.00158086-0.0119802j -0.00239482+0.00867623j 0.00460054-6.41728e-05j -0.0106022+0.00140778j -0.00952777-0.00359365j -0.00203381+0.00769564j 0.0118083+0.0122391j 0.0019812+0.0132759j -0.001934+0.0123397j -0.00581718+0.00512903j -0.000427617-0.0146047j -0.0191911-0.00846308j -0.00298106+0.00937684j -0.006737-0.00995202j 0.0068483+0.000130522j 0.000115409+0.00340814j -4.64418e-05-0.0032428j -0.000951212-0.000795745j -0.0126016-0.0133281j 0.00208929+0.00730119j -0.00409242-0.00919129j -0.0150408-0.0141288j 0.00376296+0.000740155j -0.0107283-0.0076632j -0.00232229+0.000783386j 0.0187536+0.00514654j -0.0046462+0.0176182j -0.00263353-0.00478012j 0.00955605-0.017599j -0.00291335+0.0037113j -0.00530359+0.0118094j -0.00940769-0.00694705j 0.00216862-0.00208661j 0.000305931+2.38461e-05j -0.0040703-0.0102634j 0.00682167-0.00193842j 0.00337566+0.00776057j 0.006176+0.012993j -0.0158247+0.00915035j -3.76976e-05+0.0083764j -0.00978736+0.00824586j 
0.00789852+0.00235486j -0.00439001-0.00636246j 0.000670626-0.00506534j -0.00408033+0.0113518j -0.00522955+0.00456368j 0.00417703+0.0062681j -0.0117445+0.0165473j 0.0147558-0.00094884j -0.00851565+0.00958453j 0.00967456-0.0144188j -0.00756792+0.0145561j 0.000310874-0.0119231j -0.0063276+0.00168236j -0.00618357-0.00519416j 0.0165345-0.00273513j 2.71948e-05+0.00242806j -0.00137901+0.0116852j 0.00567084+0.0095225j 0.00992835-0.00688155j 0.0164193-0.0066903j 0.00943106-0.0172293j 0.00534362-0.00526977j -0.00485165-0.00371765j 0.00760601+0.00099315j 0.0100582+0.00638054j -0.0117647-0.00941812j -0.00107909+0.00337874j 0.00904088-0.00153865j -0.00864765-0.00982913j -0.00906438-0.00240036j -0.00395022-0.00163259j -0.00919309+0.00377434j -0.00500736-0.00464392j 0.00487528+0.000409063j -0.00288612-0.00529429j -0.00124534-0.0007889j 0.00589207-0.0111776j 0.00354586-0.0135492j 0.00607586+0.00976636j 0.00980474-0.00151699j -0.00421551+0.00704548j 0.00194811+0.00267539j 0.00323492+0.0090351j -0.000898258-0.00930378j 9.76817e-06-0.013519j -0.00321348-0.0068443j -0.00173033-0.0059103j -0.00495226+0.0350307j -0.00134051-0.00975051j 0.0271733-0.0264684j 0.00122886-0.00531107j 0.0108973-0.0132425j 
0.00251337+0.00211812j -0.000372234-0.00216396j -0.00795272-0.000960859j -0.00357265-0.0103001j 0.00150109+0.000275597j -0.000971659+0.00484073j -0.00139814+0.0091872j 0.00917388-0.00301496j 0.000972689-0.000956282j 0.00207183-0.000444608j 0.00109827+0.0136649j 0.0111595-0.00275567j -0.000667317+0.00137421j -0.00680579-0.00520441j 0.0158061-0.00339861j 0.00278737+0.0105872j -0.00172358+0.000488258j -0.00487521-0.00466423j 0.000251709-0.0115707j 0.00269122-0.013306j 0.0109777-0.0022958j -0.00700221-0.000289097j 0.00393406+0.00178046j 0.00562582-0.000193368j 0.00578067+0.00025031j -0.000569453+0.00117322j -0.00252028+0.00725883j 0.00135396-0.0075735j 0.000507167-0.00780556j -0.01516+0.00122138j -0.00465586+0.00109497j -0.00296868+0.00372135j 0.00673593-0.00139999j 0.00970158+0.00737151j -0.00168702+0.0030341j 0.000421891+0.00156372j -0.00334212-0.00883417j 0.00524195-0.0141057j 0.00189673+0.00205047j 0.00710893-0.00677392j 0.00254257-0.00210622j 0.00839833-0.00202203j 0.0121671-0.00701563j -0.00650481-0.000931866j -0.00623703+0.0066256j 0.00911363-0.00340496j 0.00164103-0.00648664j -0.00249143+0.00206021j -0.000258738-0.00815452j 0.00888029-0.0060778j 0.00198792-0.00202517j 0.00689888-0.0120236j 
-0.00228725-0.00169654j -0.00233768+0.00314692j -0.00751369-0.00664336j -0.00822999+0.00207283j 0.0115939-0.00154965j 0.00517286-0.0118556j 0.00177844+0.0107181j 0.00625329+0.00489793j 0.00603501+0.00470798j 0.00654165+0.0023011j 0.007257-0.00526782j 0.00112514+0.00196616j 0.00112019-0.0033663j 0.00461897-0.00185747j -0.000967389-0.00584419j -0.00785619+0.0169938j 0.00868613+0.0145038j 0.00490031-0.00764788j 0.00707327-0.00147208j -0.0115003+0.00368822j 0.00548684+0.00317291j -0.00332747-0.00750313j 0.00261852-0.0094194j 0.00179511-0.0137726j -0.00305912-0.0115845j 0.00993692-0.0075464j -0.00681124-0.000286842j 0.00182556-0.0170174j 0.00234692+0.00701658j 0.000706388-0.000353098j -0.00445953-0.00134163j 0.00442681-0.00159119j 0.0128299-0.000316747j -0.0026497+0.0109609j 0.00395496+0.00241717j -0.0147521+0.00181507j -0.00911987-0.0090446j 0.000586471+0.0065533j -0.00386142-0.00545199j -0.0095732-0.00107804j 0.00113298-0.00944202j 0.00715083-0.00570845j 0.00292788-0.00307215j 0.00230045+0.00336501j -0.00603654-0.00659054j -0.0122083-0.00426783j 0.00276644+0.00159666j -0.00761316+0.00132616j -0.00863978-0.00426256j 0.00711141-0.00227108j 0.00139579-0.00865246j 0.00409032-0.000128134j 
-0.00566979+0.00132136j 0.000853354+0.00628426j -0.00537504-0.00947853j -0.00177842-0.00250121j 0.0126414+0.000655599j 0.0148514-0.0212609j -0.00186697+0.00132631j -9.00095e-05-0.00678562j 0.00156876-0.000212571j 0.0143625+0.0111882j -0.00349783-0.0127819j -0.0054881+0.00644492j 0.0174975+0.00517109j 0.00459431+0.00407405j -0.00354652-0.00687372j -0.00959108-0.00306988j 0.00309953+0.00402341j 0.00422435-0.0165119j -0.00646526-0.00421035j -0.0197833+0.00563393j 0.00838425+0.0107067j -0.00492167-0.00163004j 0.00865954-0.0074301j -0.00229592-0.0148193j -0.00889878-0.0053342j 0.000815287-0.00705455j -0.00568926+0.00595091j -0.0025709-0.00871394j 0.00974108+0.00253274j 0.000292655+0.00449239j -0.00424612-0.00250377j 0.0012591-0.00332884j 0.021935+0.00165809j -0.00304816+0.00860994j -0.0104359+0.00834312j -0.0105063-0.000648664j -0.000715348-0.00810372j -0.00594545+0.0064997j -0.0132363-0.00251717j -0.0187804+0.000283545j 0.00710302+0.000418676j 0.00236097-0.0113201j 0.00190531+0.00319089j -0.00873597-7.31246e-05j -0.00596254-0.00970564j 0.00157184+0.00626482j -0.0143112-0.00367187j -0.00586545+0.00622141j 0.00464607+0.0127421j -0.0057908-0.000404395j -0.00220074-0.00222018j 0.00257011-0.000562146j 
-0.00529-0.00488669j -0.000180946+0.00495928j 0.000921787-0.0013707j 0.00192272-0.00256254j -0.00401498-0.00267454j 0.00578914-0.00145923j -0.00327891-0.00110295j -0.0125676-0.00676409j 0.0022223+0.000752984j -0.00228142+0.0101685j -0.00454512-0.00226471j -0.00504493-0.00659133j 1.15407e-05+0.00487716j 0.00646991+0.00766872j 0.00243456+0.0023543j 0.00313793-0.00416885j -0.00927823-0.0027472j 0.000711359-0.00244967j -0.00253872+0.0107569j -0.0102383+0.0101068j -0.00793226+0.00511155j 0.00156308+0.00414723j -0.000487587+0.00708651j 0.00287485-0.000809363j -0.00290147-0.00430567j -0.00495039+0.00471021j 0.000727691+0.000788161j 0.00387039-0.00108527j 0.000356043-0.00871129j -0.001398-7.36184e-05j 0.0101023+0.00542451j 0.00456404+0.00321115j 0.00379522+0.00460175j -0.00477517-0.00228678j -0.00347862+0.00409502j 0.0017647-0.00923473j 0.000984996-0.000461472j 0.00391226+0.000122226j 0.000156608-0.000352554j -0.0029187-0.00494906j -0.00283654+0.00249979j -0.00306249-0.00343501j -0.0052968+0.00678918j 0.00272515+0.00121841j 0.00383985+0.00318542j 0.00221381+0.00405779j -0.00673288-0.000664245j 0.0052178-0.00595939j 0.000482019+0.0111345j -0.0140462+0.0027011j -0.00146706+0.00582084j -0.00473821+0.00607417j 
