-0.0063954+0.0105123j -0.00818293-0.042328j -0.00363321+0.0648535j -0.00290611-0.0635441j -0.0157149-0.00979991j 0.0260724-0.0419582j 0.00544225-0.0850168j 0.0174962+0.000410109j 0.0503098+0.00829689j 0.060792+0.151237j -0.0250352-0.0705505j -0.0256414+0.103636j 0.0238738-0.0204378j 0.0474964-0.198081j 0.0737724-0.059181j -0.160129+0.129058j -0.0600693+0.0339274j -0.115042-0.068537j 0.060232+0.138827j -0.0316305-0.153675j 0.0650519-0.0879785j 0.0242071+0.0412877j 0.0162071+0.0452949j 0.140603+0.0935295j 0.027006+0.115584j -0.0731945+0.118127j -0.147589+0.271371j 0.0527051-0.00560861j 0.0524178+0.0224985j -0.0625148+0.153357j -0.0536225+0.0490326j 0.0295724-0.23302j 0.214792-0.0530311j -0.011764+0.050621j -0.151785-0.0691166j 0.010713-0.0384479j -0.116899+0.0411595j -0.446077+0.00094722j 0.0928291+0.0206146j 0.142792-0.0298841j 0.0182284+0.139834j -0.0876738+0.306499j -0.0412014+0.263323j 0.0563482+0.27822j -0.0649179-0.346944j -0.287642-0.187658j -0.0565633-0.342598j -0.0726737+0.0266339j -0.0381431+0.124306j 0.265083-0.185141j -0.52101+0.144362j -0.0121894-0.220668j -0.254967-0.00449003j -0.205506-0.388309j -0.292779-0.386217j -0.397893+0.0670121j 0.196698-0.541445j -0.228359+0.259061j -0.220479+0.336405j -0.468321-0.0253891j 0.299945-0.377306j -0.0736401+0.268074j 0.101412+0.139984j 0.628458+0.290271j -0.514039+0.0305634j -0.0809868-0.0560813j 0.203112+0.394476j -0.224909+0.643696j 0.338428+0.550074j -0.313678+0.313261j 
0.0210766+0.0650363j 0.021678-0.409581j -1.11745+0.293174j -0.321282-0.222003j 0.0600877-0.194311j -2.27259-0.164294j 0.114082-0.0143826j 1.33621-0.0213678j -2.42531-0.241891j 3.27269+0.569031j -0.673697-0.293187j -3.82274+0.200798j 1.5554-0.33284j -0.196237+0.250428j -1.38586+0.0679798j -4.8573-0.0812496j 4.84086-0.142036j -5.01232+0.0204735j -4.09681+0.0481635j -0.300453-0.284903j -1.65565+0.536608j -6.68805+0.261896j -5.01408+0.281424j -2.53399+0.0107913j -4.34036+0.361861j 10.1264-0.513936j 1.20635-0.354183j 2.45659-0.317635j -0.0298267-0.563675j 5.40964+0.403346j 3.17501-0.740656j -6.14134+0.109475j 7.1458+0.0851944j -3.10981-0.0972167j -6.10361+0.355707j 0.22877+0.150118j 2.94939-0.725923j -6.05383+0.630604j 6.04563-0.616173j -3.50269-0.184712j -4.4849+0.596283j 0.579458+0.127681j 2.42396-0.279893j -1.29055+0.175761j 10.2153-1.84377j -4.52139-0.0655532j 2.97463+0.401365j -4.86759-0.0956683j 6.49683-1.2086j -1.25215+0.138057j 0.354976+0.152688j -4.65534+0.202989j 5.35291-0.317545j -5.44588+0.782834j 4.92261+0.292684j -1.28742+0.150416j -0.712571-0.700197j -1.85527+0.488145j 3.87986-0.165518j -0.974943+0.884757j 2.3789+0.0110269j -1.92831-0.960711j 0.534589-0.776812j -0.580152-0.164833j 2.52039+0.145056j -0.892327+0.255886j -0.313921+0.338312j 1.11079-0.417628j 0.73421-0.794817j -0.641811+0.506619j 
-0.0286595-0.199116j 0.219108-0.399767j 0.0454786+0.0195034j 0.0649442-0.23188j -0.0829792-0.166686j 0.419765+0.115341j -0.302856+0.131094j -0.275784-0.0117451j 0.758015+0.0933902j -0.311433+0.335704j -0.013178-0.141042j 0.803699+0.22956j -0.473385-0.00506506j -0.0452109-0.372553j 0.148529+0.0349607j 0.836561+0.294558j -1.16352+0.23133j 0.0589508+0.206706j 1.00733+0.0581322j -0.303757+0.0823012j -0.0488425-0.278393j 1.16253+0.239332j 0.889957+0.247552j 1.01315+0.239879j 1.26499+0.342559j -1.33446-0.281588j -0.7371+0.466677j -0.226739+0.0124933j 0.109933+0.325802j -1.36079-0.251351j -0.500172-0.17974j 1.0772+0.0105956j -1.79802-0.744327j 0.538738+0.118122j 1.34754+0.137734j 0.8114-0.075062j -0.335407-0.414421j 0.985898+0.416256j -2.24045+0.342376j 0.548546-0.0335377j 0.700742-0.096863j 0.0930953-0.0543441j 0.0720491+0.0600917j 0.686736+0.096497j -1.99535+0.313275j 0.86284+0.184231j -0.180677-0.169877j 1.86347-0.223866j -1.63417-0.787572j -0.0984522-0.330755j 0.447133-0.208282j 1.13897-0.33856j -0.423945+0.0591446j 0.252997+1.02927j -0.832226-0.125298j 0.651278-0.618763j -0.372613-0.54215j 0.433081-0.714754j -0.896837-0.151504j 0.58452-0.954365j -1.09793-0.580082j 1.04345+0.421093j 0.504508+0.101503j -0.0203813+0.485604j -0.530012-0.633164j -0.350223-0.380917j 0.732278+0.506645j 0.0655767+0.682069j -0.202311-0.324084j -0.0892308+0.191011j 
-0.0111844+0.0324007j 0.219885+0.01262j -0.542895+0.0284252j 0.0410477-0.217615j 0.0946744+0.0252341j -0.749808-0.119864j 0.10764-0.149561j 0.490976-0.106927j -0.783609-0.232337j 0.974403+0.209651j -0.127984-0.154344j -1.54448+0.337736j 0.646018-0.143009j -0.192469-0.0768488j -0.537768+0.0375583j -1.75137+0.220244j 1.74756-0.0786068j -1.78726+0.3702j -1.43805+0.165796j 0.0676471-0.0497506j -0.883771+0.321751j -2.42073+0.301035j -1.86553+0.412285j -0.912387+0.391456j -1.68299+0.245948j 3.71694-0.543628j 0.727815-0.269887j 0.975128-0.00873332j 0.350812+0.0448108j 1.48861-0.0743137j 1.46751-0.237161j -2.10517+0.414004j 2.22799+0.266829j -0.905374-0.0660436j -2.12505+0.31502j -0.0790815+0.205162j 1.24454-0.290469j -2.42054+0.538805j 2.40741-0.635921j -1.10079-0.167278j -1.89044+1.02256j -0.0368614+0.559559j 0.865267+0.0615219j -0.494+0.259714j 4.11013-0.763481j -1.26668+0.150526j 0.606432+0.08177j -1.39756+0.364202j 2.55621-0.720921j -0.558598+0.47775j -0.0440213+0.140888j -1.53058-0.0949701j 1.65867-0.370412j -1.97112-0.183077j 1.23923-0.0716458j -0.421782+0.233166j 0.172513-0.818003j -0.863046+0.0645942j 1.09019-0.371953j -0.707349+0.0547498j 0.45956-0.418876j 0.241599-0.116648j 0.577838-0.899916j -0.202648-0.580553j 0.447086+0.500639j -0.423415-0.439448j -0.247304-0.336529j 0.562927+0.0356358j 0.652203+0.00721246j -0.524441-0.272948j 
-0.0877434+0.0633627j -0.261963+0.0245428j 0.477231+0.00921133j -0.154205+0.131799j -0.024748+0.0658772j 0.765596+0.0143697j 0.0169929+0.0854239j -0.46161-0.0172497j 0.760309-0.048589j -0.922762-0.415725j 0.0684557+0.132638j 1.45952+0.007873j -0.666461+0.0237402j -0.408636+0.258898j 0.450117+0.0270572j 1.8667+0.133615j -1.62878-0.0396298j 2.38945+0.759982j 1.27468-0.207352j -0.00265523+0.294912j 0.851511+0.148737j 2.54388+0.0120775j 2.07571+0.0496045j 1.01771-0.385647j 1.60525-0.273154j -3.96893-0.329881j -0.232278+0.0408438j -0.740563-0.0731828j 0.266231+0.0547437j -1.99691-0.181696j -1.19864+0.0762325j 2.75416+0.00452801j -2.77977+0.485162j 1.38465+0.26297j 2.36793-0.143035j -0.457221-0.497282j -1.28273-0.0546945j 2.43874-0.307728j -2.04116+0.587202j 0.825159-0.134216j 1.97074+0.246335j -0.0727205-0.0688918j -0.889027+0.0316753j 0.521626-0.18378j -3.80976+0.0220935j 1.77851-0.088401j -1.27466+0.0880582j 1.61963-0.50176j -2.73072+0.0675753j 0.486005+0.220388j -0.735271-0.234887j 1.41831-0.164347j -2.21307-0.529503j 2.85048+0.303762j -1.92676+0.100503j -0.205955-0.139433j -0.372026+0.490234j 0.122199+0.455076j -1.84042+0.119583j -0.793096+0.193271j -1.38754+0.361147j 0.852876-0.416856j -1.25283-0.903383j 0.112272-0.244877j -1.23923+0.30166j 0.0308513+0.192669j 0.244671-0.410674j -0.125098-0.268856j -0.409923+0.303339j 0.274692+0.0494979j 
-0.0552753+0.202371j -0.345326+0.0668506j -1.25752+0.199982j -0.0308483-0.0615995j 0.0116967+0.118118j -2.49143-0.297361j 0.531559+0.143415j 1.62977-0.0187123j -3.05171-0.532468j 3.59558+0.168707j -0.520633-0.124856j -4.82482-0.0458284j 2.15324-0.0160469j 0.358571+0.0316052j -1.53832+0.194297j -5.46997-0.253388j 6.06286+0.213747j -6.43432-0.165289j -4.75258+0.10197j 0.336523+0.0275023j -2.44577+0.0976862j -7.93758+0.171713j -6.46265+0.350395j -3.5073-0.16088j -5.29805+0.0587762j 12.1833-0.018482j 1.91942-0.0965411j 2.77149-0.196461j -0.258317-0.560857j 6.62733+0.473423j 3.49312-0.188795j -8.72462+0.350069j 7.86263+0.147242j -4.00504-0.411266j -7.97051+0.286536j 0.366501-0.0877285j 3.65806-0.358331j -6.88802+0.705348j 7.89258-0.642297j -3.2342+0.636814j -6.64156-0.140525j -0.191005+0.197102j 2.98626-1.14947j -1.8104-0.208093j 12.7004-0.461978j -5.29188+0.0733855j 3.82157-0.772597j -7.17397+0.27959j 7.41416+0.277405j -1.80145-0.0683977j 0.930573-0.526688j -5.30452+0.0620491j 7.0825-0.383939j -5.88175-0.508005j 5.5452-0.623703j -1.56146-0.305178j 0.230284+0.511319j -2.09051-0.673345j 5.09975+0.0827086j -0.459713-0.415888j 3.94473+0.252259j -2.14807-0.338825j 2.25379+0.933195j 0.87867-0.336949j 2.57313-0.336658j -0.0972701+0.166514j 0.115241-0.153951j 1.73977-0.534497j 0.545581-0.180463j -0.360854+0.0631747j 
0.193279+0.110542j 0.179799+0.017828j -0.272432+0.00837251j -0.0446182-0.0359764j 0.275398-0.198808j -0.458699-0.161751j 0.0108653-0.0688655j 0.388449-0.0541723j -0.536084+0.123664j 0.791845+0.418133j -0.0664212-0.299315j -1.19181+0.448712j 0.365155-0.324214j -0.277089+0.152519j -0.374278+0.339694j -0.941863+0.25962j 0.756959-0.00199895j -0.82328+0.387537j -0.846089-0.248345j -0.235284+0.303849j -0.0176005-0.58674j -1.24394+0.0858262j -1.37673+0.402926j -0.757095-0.378827j -1.06454+0.315512j 2.5856+0.277806j 0.161493-0.499621j 0.951982+0.099393j -0.0951565-0.0196323j 1.34408-1.08035j 0.479122+0.0123202j -1.32434+0.0376546j 0.887896-0.240106j -0.472864+0.37274j -1.29405+0.47835j -0.0298267-0.0910994j 1.43349-0.523332j -1.20627-0.420118j 0.772716-0.654042j -0.676865-0.244984j -1.38697-0.179184j -0.403544+0.00417014j 0.792241-0.257772j -0.40058+0.0679334j 1.49039-0.290614j -0.663065-0.257737j 0.848277+0.0944505j -1.55684+0.0952515j 1.1849-0.841068j -0.12394-0.188303j 0.0281064-0.899284j -1.15861+0.226412j 1.5593-0.510483j -0.658258-0.131257j 0.461872-0.89195j -0.818638-0.730023j 0.325704+0.72689j -0.503686+0.328622j -0.0688957+0.0187381j -1.38171+0.339382j 0.980075-0.301364j 0.316785+0.41001j -0.513078-0.635985j 0.584365-0.905821j 0.451381-0.875238j 0.202103-0.602342j 0.454448+0.903341j 0.144896+0.0693964j -0.0548516-0.00610737j -0.499288-0.0112953j 
0.0692053-0.0335974j 0.147686-0.0331262j 0.524452-0.0426365j -0.120173-0.0941761j 0.0817509-0.0864444j 0.870749-0.0260243j -0.171732-0.0874106j -0.557695+0.159506j 0.988013+0.223037j -1.28698+0.121588j 0.205169-0.0356263j 1.73752-0.327984j -0.596045-0.0820116j -0.302284-0.19743j 0.654991-0.145381j 1.87699-0.476196j -1.98659-0.0386638j 2.14501+0.015135j 1.81368-0.486612j -0.160604-0.356904j 0.846236+0.192562j 2.92408-0.446112j 2.41666-0.31195j 1.25114-0.251174j 1.96034-0.326388j -4.15866+0.57454j -0.587131+0.116778j -1.01193+0.124668j -0.162277+0.0700727j -1.94969+0.141081j -1.30878+0.350136j 3.25507+0.00638686j -2.81221+0.212293j 1.13268+0.273674j 2.80421-0.157766j -0.095052-0.458642j -1.20589+0.16733j 2.81834-1.09145j -2.94282+0.76462j 1.49079-0.853588j 1.89316-0.240092j 0.1566-0.268294j -1.62856+0.26612j 0.4127-0.0626467j -4.16226+0.403977j 1.73008-0.338905j -1.79405+0.24223j 2.40223-0.101505j -2.06977+0.635771j 0.43504-0.224247j -0.647399-0.547058j 1.61703-0.190583j -2.09826-0.0881791j 1.61486+0.326989j -2.07113+0.703035j 0.13891-0.327803j 0.136903-0.248115j 0.0178052+0.260326j -1.47615-0.0517685j -0.549978-0.363283j -0.960105-0.20603j 0.569627-0.143558j 0.00719112-1.14561j -0.14361-0.264468j -1.07537-0.0451527j 0.138959-0.149248j -0.111894+0.0352679j -0.733692-0.128712j -0.302407-0.0305673j 0.121754+0.16685j 
-0.0317141+0.170439j 0.0194462+0.0992443j -0.169974-0.0306362j 0.00456949-0.0661076j 0.225885+0.0897671j -0.113866-0.0692444j 0.0363311-0.0179777j 0.226266-0.0330329j -0.351783-0.103202j 0.19923+0.185425j 0.110247-0.0680042j -0.85818+0.0420379j 0.382399-0.118697j -0.231257-0.128996j -0.434633+0.0906026j -0.619773+0.375737j 0.429661-0.195122j -0.709808+0.534134j -0.22758+0.00184006j -0.260122+0.0606629j 0.259737-0.0402627j -0.665063+0.217785j -0.860164+0.113514j -0.0497489-0.171005j -0.676957+0.0792848j 1.07014+0.130928j 0.473646-0.241408j 0.386318+0.302575j 0.0366924+0.025915j 1.24407-0.345517j 0.322507-0.185297j -0.719586+0.223696j 0.441659-0.481454j -0.520601+0.15666j -0.932902+0.189004j 0.125951-0.0697391j 0.790335+0.312044j -0.265218+0.235767j 0.815504-0.718868j -0.145327-0.0137436j -0.422963-0.0280211j -0.159998-0.118852j 0.500909-0.0699576j -0.0952393-0.0331063j 1.06821-0.656239j -0.0804938+0.211465j 0.201682+0.121027j -0.619636-0.320519j 0.984609-0.539428j 0.0753998+0.311632j 0.771891-0.314286j -0.595601-0.0359684j 0.97905-0.0419084j -0.175058+0.449097j 0.82647-0.933566j 0.193521-0.682598j -0.515579+0.498693j -0.570632-0.0387627j -0.139361-0.743991j -0.674364-0.854507j 0.49201+0.197664j -0.071432+0.566232j 0.26365-0.86588j 0.950682+0.0330346j 0.729927-0.377282j 0.376992-0.0817416j -0.338685+0.599087j 0.176961+0.0561932j -0.0612436-0.0901925j -0.196424-0.353735j 
0.0134689-0.253981j 0.404474-0.272786j 2.21558-0.220377j -0.339674+0.0977259j 0.129592-0.228118j 4.37565+0.367753j -0.639363+0.1545j -2.83224-0.102513j 4.43382+0.898797j -6.61487-0.63699j 0.933789+0.201996j 8.77843+0.63304j -3.58607-0.127138j -0.0852496+0.105616j 3.02138-0.194234j 10.3036+0.342489j -9.97667-0.293681j 11.1885+0.5172j 9.14516+0.54277j 0.306114+0.142055j 3.80575-0.273992j 14.4333-0.0874908j 12.0469+0.57671j 6.71434+0.386236j 9.48783-0.209321j -22.4767-0.142978j -3.19195-0.0535532j -4.72587-0.118552j 0.513755+0.279182j -11.8269-0.238241j -6.08034+0.525502j 13.8762+0.351238j -14.0517+0.117447j 6.4333-0.264689j 13.3529-0.390435j -0.148778-0.0421547j -6.57339+0.380233j 13.9844-0.338164j -14.8435-0.446812j 6.92931+0.547249j 12.239+0.568154j 0.618674+0.345252j -4.73511-1.01208j 3.59831+0.471995j -21.8676+0.619148j 10.3581-0.0293062j -6.81201-0.0463078j 12.4423-0.045885j -14.681+0.412883j 4.07304+0.67367j -0.537148+0.884988j 8.47422-0.614594j -12.1928+0.311825j 9.57562-0.156267j -11.7158-0.177181j 2.17412+0.13761j -0.196119+0.437469j 2.86141-0.564076j -9.33067+0.565652j 0.596861-0.478484j -6.97638+0.433374j 4.81222-1.1311j -2.85631+0.284208j -0.810812-0.0455708j -3.90533+0.686687j 0.181762+0.0254525j -0.497693-0.388497j -2.27727+0.508463j -0.980239+0.354982j 0.327885+0.341929j 
0.0805505-0.129217j 0.328467-0.203691j 0.794369-0.145897j -0.419741-0.313148j 0.0582671-0.185858j 1.35835-0.231845j -0.449708+0.119768j -0.800403+0.254672j 1.16321-0.250621j -2.285-0.0541061j 0.419091-0.0186833j 2.639-0.503228j -0.792396+0.0640398j 0.0325227+0.300909j 1.13731-0.0302788j 3.17277-0.681613j -3.04757+0.403655j 3.30708-0.941945j 2.75911-0.17688j -0.0507259-0.262295j 1.27804-0.338175j 4.62473-0.924308j 3.56026-0.150484j 2.09919-0.264514j 3.31085-0.760801j -6.90667+0.781685j -1.00443+0.239811j -1.46449+0.101771j -0.265216-0.180179j -3.24516+0.624636j -2.40008+0.82704j 3.78005-1.35666j -4.44632+0.643858j 1.83388-0.90523j 3.97374-1.31149j 0.160175-0.188791j -2.02935+0.371244j 4.22429-1.19939j -3.95539+0.28198j 1.79544-0.25837j 2.98265-0.0224915j 0.203956+0.0176938j -1.20869+0.0561264j 0.953583+0.183776j -6.38726+1.6113j 2.97615+0.341566j -1.86539+0.358766j 3.53517-0.253652j -3.96442+0.725318j 0.74267+0.348574j -0.777778+0.520031j 2.27049-1.28236j -3.29197+0.549264j 2.63224-0.782976j -2.84752+0.072887j -0.0683109-0.811933j -0.320144+0.262499j 0.952863-0.577789j -2.83198+0.170057j 0.129725-0.642855j -2.03279+0.115692j 1.66072-0.550771j -1.01694+0.818398j -0.218124+0.159013j -1.35611+0.749221j 0.0146589+0.109045j -0.245562-0.380962j -0.93354+0.158978j -0.401475-0.153819j -0.166015+0.311141j 
0.154777-0.141276j 0.532898-0.179945j 1.98125-0.0493604j -0.0450804-0.213107j 0.50065+0.177564j 3.79419+0.482873j -0.865496+0.0166398j -2.59056+0.179154j 3.81486+0.802337j -5.21109-0.160722j 0.75302+0.0782417j 7.62907+0.402869j -2.93139-0.0788472j -0.564813-0.204336j 2.72688-0.247784j 9.04869-0.318711j -8.5197+0.302015j 9.80989+0.34803j 7.36174+0.192681j 0.18559+0.0309898j 3.59986+0.119758j 12.5862-0.00376239j 9.80244+0.365583j 5.00598+0.239022j 8.04721-0.148682j -19.5595+0.540453j -2.73207-0.0519737j -4.03594+0.243984j 0.681065+0.0927991j -10.3107+0.264642j -5.41151+1.11576j 12.5947+0.201201j -11.4978+0.231516j 6.13115+0.81897j 11.9169+0.204965j -0.0370067-0.0337328j -5.48871+0.366446j 11.9261+0.257421j -12.2609+0.307368j 5.37458+0.380406j 10.435-0.442219j 0.537298-0.066672j -2.34936+0.0249011j 1.99426+0.0442584j -19.1763+1.01047j 8.18836-0.898124j -5.56573-0.6072j 9.83419+0.0255298j -13.2217+0.306431j 2.87774+0.0493065j -0.950795+0.0131495j 8.14677+0.00827812j -10.2185-0.134103j 8.45196-0.968805j -9.30407-0.0121658j 3.00609+0.117372j -0.28416-0.0113157j 3.96216-0.274927j -7.7033+0.682223j 1.27084+0.0135625j -5.50668+0.460446j 4.3325-0.370472j -2.43621-0.586365j -0.170058+0.0282652j -3.25659+0.706102j 0.376229-0.077871j -0.151206-0.236925j -2.08412+0.168298j -0.829285+0.136145j 0.0139908+0.361691j 
0.10234-0.00134669j 0.229828-0.0665036j 0.881426+0.0786785j 0.0515813-0.0969593j -0.0952948-0.121981j 2.158+0.104022j -0.369286+0.0685481j -0.897257+0.153976j 1.92467+0.373729j -2.68349-0.461841j 0.344738-0.0673485j 3.34398+0.18078j -1.59078-0.275992j -0.132116-0.280184j 1.51477+0.311381j 4.9069+0.120205j -4.24361-0.527468j 4.74381-0.0883897j 3.56427-0.32131j 0.441441-0.209884j 1.33103-0.0506479j 5.78539-0.389047j 5.05047-0.334312j 2.83726+0.567902j 4.28264-0.16384j -8.77821-0.472276j -1.32856-0.143328j -2.26636+0.318375j 0.209603-0.299734j -4.94155+0.0665639j -2.46602-0.643594j 6.1388-0.162596j -6.04057+0.0358229j 2.45468+0.254237j 5.7381-0.0762786j -0.29108+0.0814575j -3.88193+0.497033j 6.30161+0.520123j -5.81547+0.189089j 2.95724+0.272324j 4.67528+0.0649298j -0.346989-0.260354j -1.3736+0.640546j 1.74244+0.0874487j -9.33871-0.542854j 4.43998-0.0373572j -1.83366+0.75279j 4.35823-0.291879j -5.7275+0.815605j 2.38544-0.560546j -0.10197-0.779111j 4.35776-0.0959835j -4.7479+0.742317j 4.18843+0.054337j -4.74394-0.328391j 1.55321-0.359075j -0.77474+0.592181j 0.979769+0.359156j -4.11145+0.973064j 0.229803-0.253791j -2.79714+0.274983j 1.59458-0.201815j -1.49476+0.207528j -0.197059-0.152491j -1.97863+0.575698j -0.353685+0.116751j -0.0744558-0.00546962j -1.04025-0.162256j -0.505961+0.213315j 0.0656568+0.043822j 
-0.269758-0.222537j -0.0452171-0.417859j 0.187689-0.0573778j -0.302042-0.190795j -0.354352+0.0897309j 0.37648-0.127795j -0.394486+0.360077j -0.468706-0.0709659j 0.795155-0.471735j -0.414207-0.481438j -0.0358739-0.0227217j 1.62379-0.0948579j -0.461168-0.318853j -0.061625-0.366557j 0.566933-0.320735j 1.29292+0.257643j -1.17822+0.243258j 1.6547-0.351363j 1.32382-0.420392j 0.473283-0.114943j 0.870652+0.266491j 1.5306-0.0555366j 1.14098+0.159952j 0.497526-0.0948351j 1.15823+0.517592j -3.00483+0.00460994j -0.0836753-0.340026j -0.883688+0.287619j 0.0301418+0.359841j -1.61476-0.0958194j -0.730561+0.130862j 2.3631+0.0900729j -1.84519+0.217071j 0.275888+0.148513j 0.900791+0.158248j 0.0987986+0.505366j -0.153591-0.0378958j 1.40907+0.0943454j -2.09869-0.857039j 1.36372+0.00752512j 1.94368+0.0447686j 0.174456-0.742984j -0.747144+0.10324j -0.465227+0.0595368j -2.62593+0.805241j 1.23734-0.191037j -0.435236-0.13464j 1.04854-0.310002j -1.06819-0.247204j 0.81983-0.489946j -0.286322-0.399839j 1.79277+0.0558482j -1.07731-0.405948j 1.2094+0.051995j -1.31475+0.313765j 0.816685+0.251469j 0.0107503+0.168738j 0.481223+0.274587j -1.18271+0.352621j 0.0883314+0.197075j 0.0191786+0.0262671j 0.499875-0.243522j -0.546229+0.112953j -0.204583-0.219237j -0.825978+0.21835j 0.446055+0.48865j -0.260278+0.0538679j 0.200635+0.304815j 0.00450566+0.139098j -0.12449+0.399291j 
0.0605092+0.0442312j 0.237585-0.0400928j 0.635933-0.0107361j 0.0321098+0.0088697j 0.0394322+0.176893j 1.31625+0.1297j -0.387929-0.0680563j -1.01358+0.17356j 1.13386+0.296042j -2.12034+0.447335j 0.366739-0.121196j 2.70963-0.104955j -0.89208+0.000963602j 0.0735294-0.361035j 1.21084+0.0734354j 3.68049-0.312363j -3.28624+0.23608j 3.41824-0.134533j 2.81247-0.48743j 0.0769153-0.0781774j 0.983147+0.0653102j 4.60815-0.429941j 3.76574-0.443911j 1.55345-0.44538j 2.98857-0.497846j -7.31341+0.653129j -0.92618+0.0816386j -1.75423+0.230538j 0.187477+0.131636j -3.86349+0.288765j -2.11966+0.843921j 4.27807+0.0873994j -4.23175+0.705262j 1.44287+0.665712j 3.97013+0.0963103j -0.0173423-0.289786j -2.39512+0.0890485j 3.70713-0.0963148j -4.60148+0.694789j 1.71009-0.217462j 3.9705-0.34005j 0.222411-0.267225j -0.831962+1.41341j 0.900666-0.515157j -6.79846+0.462361j 3.61089-0.694529j -1.60576+0.291872j 3.32991-0.594765j -4.92775+0.143815j 1.38293-0.0780841j 0.146916-0.232341j 2.49331+0.538755j -3.49058+0.19557j 3.21327-0.465921j -3.1582+0.104911j 0.7851+0.649024j -0.101886-0.0475867j 1.29613+0.51722j -3.21619+0.625634j 0.150514+0.227286j -2.12164+0.532112j 1.22825-0.203173j -0.350613-0.0572583j 0.102713+0.307473j -1.28257+0.508223j 0.0884287-0.0534948j -0.160554+0.0616925j -0.710116-0.0642449j -0.395767-0.039j -0.0742694+0.125756j 
-0.0131211+0.0640275j 0.0919484+0.01993j -0.0344482-0.0416785j 0.100431-0.00130148j 0.0305461-0.15936j 0.346897+0.115965j -0.185662-0.0392317j 0.035173+0.353827j 0.232857-0.0392203j -0.0353608-0.15763j 0.0232183-0.15279j 0.185478-0.493417j -0.101597-0.16478j -0.0230016-0.0975417j 0.0104387+0.337805j 0.428079+0.142089j 0.0762853-0.0881836j 0.566494-0.374405j 0.472324-0.4913j 0.244393+0.0552343j 0.101039-0.335445j 0.574561-0.646402j 0.902639-0.108978j -0.0111264+0.0968309j 0.625942-0.0607854j -0.0490474+0.559094j -0.0914537+0.055517j -0.292251-0.0385303j -0.0439919-0.309733j -0.114566+0.288384j 0.607269+0.10436j 0.666937-0.585121j -0.551107+0.0594488j 0.0394695-0.612859j 0.820332-0.384618j -0.224971+0.0839759j -1.08611-0.648914j 0.166144+0.0312451j -0.510836+0.338809j 0.11702+0.304837j 0.0264338-0.405279j -0.068112-0.449949j -0.0969664+0.149036j 0.199039+0.483914j 0.0763906+0.295066j 0.282465+0.478724j -0.554866+0.962309j 0.237725-0.526289j -0.847898+1.1087j 1.00661+0.253766j 0.213762+0.0222749j 0.522892+0.0818147j -0.676366+0.560543j -0.117431+0.0105476j -0.0214129-0.122822j 0.495224-0.22932j -0.710195-0.0678209j -0.495126-0.349711j -0.874656+0.174037j 0.0162532-0.196653j -0.366182+0.0223679j 0.00240104-0.450772j -0.566656+0.0455726j 0.209311-0.00274389j -0.503365+0.0465044j -0.281806-0.258051j -0.0676141+0.0672873j 0.0460038-0.1894j -0.134046-0.154107j 0.0969999-0.00722822j 
-0.0337364-0.022149j -0.0661067-0.191956j 0.441622+0.0920675j -0.342176-0.197198j -0.0672631-0.439998j 1.03422-0.0898615j -0.0253822+0.332719j -0.911775+0.0312881j 0.582677+0.0759968j -1.30951-0.0616812j 0.479247+0.292317j 1.92177+0.133511j -0.18045-0.0892613j 0.355677+0.250275j 0.497341-0.08027j 2.36382+0.177979j -2.4143-0.469284j 2.6391-0.200832j 2.03311+0.449708j 0.346676-0.098985j 0.647206+0.0392686j 3.457-0.0819448j 2.07685-0.226224j 1.23012+0.417148j 1.93572+0.37763j -4.48068+0.156552j -0.495043-0.150214j -1.10725+0.227771j 0.681168+0.140068j -2.9751+0.29159j -1.52425-0.530433j 3.12198+0.283997j -3.19004-0.507212j 1.86202+0.571852j 2.14259+0.252495j 0.321808-0.909241j -1.15205-0.27432j 3.29587+0.510463j -2.56546+0.144458j 1.53258-0.779467j 2.19001-0.0324949j -0.424811-0.276j -1.3485+0.473993j 0.763203+0.059178j -4.71528-0.294146j 1.64287-0.580986j -1.23589+0.556696j 2.62885-0.308866j -2.86238-0.277465j -0.0185877+0.452986j 0.875792-0.524068j 1.95729-0.285197j -2.80525+0.382687j 2.28247-0.207082j -2.21682-0.190897j 0.283278+0.0563931j -0.145228-0.329373j 0.578172-0.419772j -1.96655+0.264883j 0.420411-0.761625j -0.882839+0.304854j 0.809741+0.175568j -0.646162+0.0751453j -0.619346-0.0801971j -1.07034+0.0663154j -0.128347-0.113429j -0.141923-0.0181223j -0.289809+0.0897738j -0.232669+0.260339j -0.1667+0.17396j 
