0.0121116+0.00265859j -0.00405228-0.011844j 0.00527779-0.0115544j 0.0149564-0.0255148j -0.012395-0.00332067j -0.00318626-0.00474602j 0.00609559-0.0229996j -0.0077822-0.00390558j -0.00667122-0.0297874j 0.00239082-0.025731j -0.00796426-0.0162336j -0.00431326+0.00361358j -0.000565293-0.000733392j -0.00173524+0.00453492j 0.00581943-0.00342157j 4.81487e-05-0.0048291j -0.000374593-0.00731298j 0.000292082+0.0111869j 0.000171872+0.00641843j 0.00485832-0.00623063j 0.000312407-0.0104141j 0.00414678+0.00299227j 0.000309349-0.00496538j 0.00795188+0.00366322j -0.00241429-0.000777523j -0.000758861-0.00694173j 0.0107259+0.00227001j 0.0113416-0.000425511j -0.0034257+0.01958j -0.000876719-0.0057583j 0.00664166+0.000729909j 0.00646898+0.0128677j 0.002571-0.0131943j -0.00791864+0.00208696j 0.00391147+0.00277593j -0.00188265-0.00501447j 0.010223-0.000914334j 0.00429726+6.11925e-05j -0.00776765-0.000903302j -0.0184742-0.00409467j 0.00602301+0.00116928j 0.00581449+0.0103976j 0.0027688-0.00849847j -0.000884529+0.0087986j -0.00900443-0.00720638j 0.00351676-0.00408558j 0.00608772-0.00582291j -0.00359568-0.00166262j 0.00744967-0.0103758j -0.0013081+0.00525892j -0.00184045+0.00155935j -0.00175531+0.00249452j 0.000135919-0.00296399j 0.000478729-0.00394112j -0.00174901-0.00106779j -0.00113663+0.00190585j 0.0011761+0.00101939j 0.000887395-0.000982519j 0.00128814-0.000157979j -0.00278592+0.00173572j 0.0028833-0.0028318j 0.000442117+0.000609505j -4.13671e-05-0.000115086j 0.000489079-0.00218007j 0.00192419+0.000125277j -0.000497889+0.000936459j 0.000940884+0.000321484j -0.00112199-0.000436483j 0.000568566-0.00378119j -0.00194959+0.000875699j -0.00168518+0.00373635j 0.000327708+0.000174917j -0.00412658+0.00239231j -0.000643374+0.000720539j 0.00539274+0.000249102j 0.00109538-0.00174582j -0.000778239-0.000493198j 0.00248504-0.000676419j 0.00148696-6.12926e-05j -0.000714656-0.000814453j 0.00147546-0.000332701j -0.000856201+0.000101922j -6.02235e-05-0.000144572j -0.000239917+0.000956491j 0.000143278-0.00112622j 6.7686e-05+0.00128437j -0.000601128-0.000973537j 0.000663159-0.000231418j -0.002218+0.000713401j 0.000887919+0.000615821j -0.00113963+0.00230713j -0.000196557-0.00155899j -0.00174533+0.00110636j 0.000417028-0.00033978j -0.000403975+0.000430968j 
0.0128076+0.00224801j 0.0224953-0.0155434j -0.0383087-0.0137579j 0.0266647+0.0811113j 0.0986513+0.112593j 0.13075+0.0818044j -0.0117419+0.00829951j -0.00918146-0.0289559j 0.00157421+0.0202346j 0.00498132-0.0147283j -0.00648586+0.0170299j -0.00525804-0.00596139j -0.00207916+0.0294731j 0.00928574+4.35185e-05j 0.00822744+0.0142206j -0.00208906+0.0135009j 0.0140514-0.0138755j 0.010012+0.00426391j -0.00350287-0.00435103j 0.0168591-0.0153612j -0.00341701+0.00100262j -0.0110582+0.0101151j -0.00897791-0.00766213j -0.00937496+0.0101769j -0.0168496-0.000714954j 0.0143209-0.0145227j -0.0270257+0.0110147j 0.0169149-0.00614959j -0.00805388+0.00436986j 0.000835715+0.00418278j 0.0115773-0.0163321j 0.0149405+0.004012j 0.00224228-0.0131734j -0.00849306+0.0154457j -0.00316164+0.00673374j -0.000995933+0.0121129j -0.00620978+0.000593422j 0.00353452-0.0090626j 0.011704+0.00497047j -0.00338272+0.00426935j 0.00843465-0.0079954j 0.0089532+0.00156334j 0.0129741-0.00504574j 0.0134362-0.00862162j 0.00910649+0.00214018j -0.00234577-0.000952951j 0.00122542-0.00802831j -0.00448121-0.0134141j -0.0043217+0.00483088j -0.010451-0.00120521j -0.00538406-0.00101451j 0.000279001-0.00238038j -0.00233256+0.00662246j 0.0139284+0.0011001j 0.000738258-0.00574025j -0.00947716-0.00245335j 0.00677951+0.0082903j 0.0076003+0.000734659j -0.00158161+0.00534427j -0.018622-0.00197598j -0.01252-0.00441203j -0.00135453+0.00387394j -0.0037505+0.00206837j 0.0022859+0.0043395j -0.00139337-0.00183225j 0.00128806+0.00267084j -0.00541581-0.00239983j -0.0064011-0.00227577j -0.0103952-0.00414144j 0.00392326-0.00412001j 0.000383+0.000914634j 7.22216e-05-0.000548117j -0.00417887-0.00399209j -0.000722646+0.00359157j -0.00021353+0.00516967j -0.00596516+0.00256979j -0.00214236-0.000507602j 0.0049838-0.000159195j 0.0025294+7.77987e-05j 0.00106904-0.00322203j 0.00261575+0.00198289j -0.00290348+0.00101494j 0.00437994+0.0038127j 0.00885497+0.00913236j 0.00676701+0.0021553j 0.000992914-0.000457085j -0.000899751-0.000841653j -0.00225843-0.0001578j 0.0026702-0.00260638j -0.000662177+0.00174928j 0.0039478+0.00105958j -0.000403607+0.00111227j -0.00277659-0.00439828j 0.000799224+0.001535j -0.000900574-0.00157569j 
0.0258079+0.00992467j -0.0696411+0.115691j 0.0396117-0.122222j -0.102175+0.0274868j -0.0926256-0.0846445j -0.0521623-0.00490316j -0.0634433+0.0590965j 0.0476209+0.00053913j -0.0402254-0.0220166j -0.00530074+0.0326204j -0.0317158+0.045694j 0.00384229-0.0159974j 0.01044-0.0108468j -0.00276091+0.0279039j -0.000136459-0.0216785j -0.00217769+0.00884995j -0.00717836-0.00280908j 0.00653417+0.000851119j 0.0166054-0.0240056j -0.0284938+0.0277476j -0.00402138+0.000405197j 0.0024989-0.0171902j 0.00188744+0.00225923j -0.000910338-0.0031483j 0.017124-0.0109874j 0.00558733+0.00658299j 0.00206356-0.00941313j -0.00452608+0.00847003j -0.00116246-0.00302324j -0.0154886+0.0022873j -0.000650496-0.0127596j 0.0017547+0.00864327j 0.0030395-0.0122704j 0.011463-0.00454892j -0.00724154+0.00224737j 0.0112456-0.00252333j -0.004356+0.00242531j 0.00111723-7.08059e-05j 0.0131158-0.00195973j 0.00306546+0.00939681j -0.00322371-0.00158729j 0.00535149+0.000627993j -0.00597969+0.0022749j 0.0012863+0.00336445j -0.00634688-0.000544572j -0.00316181+0.000944747j 0.00173537+0.00344883j 0.00259035-0.00909751j -0.00508805+0.000249667j 0.00270802-0.00933709j -0.00465339-0.00406205j -0.00684358+0.00477122j 0.0106826-0.00509698j 0.00743355-0.00401228j 0.00711986-0.00832605j -0.0171007+0.00775063j 0.0140311+0.011697j -0.00278781+0.00134206j 5.6178e-05+0.0112902j -0.000788302+0.00401728j -0.00698127-0.00487123j 0.00113088+0.00955437j -0.0119264+0.00339532j -0.00399568-0.00830643j 0.00417134-0.000516559j 0.00691062+0.00471572j -0.00303351+0.00164812j -0.00134347-0.000743181j -0.00410655+0.00226109j 0.00397601-0.00388182j 0.00271064+0.00262017j 0.00393776+0.000897618j 0.00405208-0.00269447j -0.00134785-0.00523407j 0.00328692+0.00424877j -0.00553952-0.00274427j -0.00325274-0.00398399j 0.00113632+0.0028222j -0.000445582-0.00112399j 0.00627112-0.000412734j 0.00565847+0.000179209j 0.000262863+0.00499969j 0.00513575+0.00536187j 0.00601146-0.00314877j 0.00368715-0.00385245j -0.00106491-0.00295602j 0.00364709-0.00289473j -0.0018735+0.00205921j -0.00226255+0.00174509j -0.00242952-0.00304564j -0.000541847+0.00038926j 0.00202218-0.000853299j -0.00230371-0.000343813j 0.000744404+0.00102153j 4.31698e-05+0.000677609j 
0.145498-0.0415711j -0.213464+0.127231j 0.0981933-0.0667809j 0.0598798+0.00580043j 0.0128171+0.0190302j 0.0821249+0.0180374j -0.0856114+0.0482942j 0.0733233-0.0424708j -0.0354167+0.0241261j 0.0102103+0.0205225j -0.0832498+0.0523409j 0.00608503-0.000844474j -0.00737487-0.00594934j -0.0101793-0.00652907j -0.0287109+0.00448501j -0.00483321+0.0136336j -0.00621866-0.00784051j 0.0092316-0.0218408j -0.0026728-0.00553104j -0.00441575+0.0104813j 0.0226725+0.00292682j 0.021264-0.000476762j 0.00700991-0.00290396j 0.000793738+0.00292488j -0.0010093+0.00561723j -0.0097616-0.0108621j -0.00634219+0.00503954j -0.0197796-0.0148021j -0.00166909+0.00565537j 0.00656995-0.00258369j 0.00165191-0.00593845j -0.0101109-0.0108293j -0.0104745+0.00662416j 0.0054364-0.0137902j -0.00773495+0.00918542j 0.000330382+0.00267816j -0.00155063-0.00108063j 0.000231572+0.00536096j 0.00132763-0.00437505j -0.00531983-0.0141408j -0.00110317+0.00380267j -0.0019995+0.000763486j 0.00211191-0.00682481j -0.00440879+0.00177399j 0.00886648+0.0125996j -0.00545293-0.00216925j -0.00163838-0.00271675j -0.00479598-0.0139899j -0.00931776-0.0013733j -0.0193753+0.000225415j 0.00612044+0.00275221j 0.0097286-0.0014119j -0.00773261-0.00209989j 0.0206493+0.00487526j -0.00071949+0.00415418j 0.0150782+0.0041375j 0.00229764-0.00656067j 0.00457942+0.00137335j -0.0023582-0.00331443j -0.00100425+0.00128982j -0.00176347+0.00355192j 0.00545615-0.000325539j -0.00313653+0.0012802j -2.98659e-05-0.000124763j 0.00575039+0.00380097j -0.00474514-0.00161511j -0.00364731-0.00685175j -0.00159268-0.00452172j -0.00288634-0.00165098j 0.0035914+0.00295089j -0.00400265-2.60067e-05j 0.00518849-0.00227682j -0.00414371+0.00154834j 0.000633965+0.00903364j -0.00314362+0.000997226j -0.00356738+0.00163181j -0.000797841+0.00433418j 0.00369674+0.00419096j 0.00332893+0.00135393j 0.00254301-0.00449198j -0.00316061-0.00136023j 0.000499214-0.00295626j -0.00357731-0.00402386j -0.00444474+0.000129153j -0.00619998+0.00083165j -0.00268987+6.53014e-05j 0.000225498-0.000979857j -0.00127559+0.00242936j 0.00474619+0.000412546j -0.000473972+0.00106431j -0.00101123-0.000500712j 0.001274+0.000549139j -0.000778956-0.00805523j -0.000500625+0.000609334j -0.001837-0.0017523j 
-0.0419204+0.0401321j 0.0914692-0.0253338j -0.0463364+0.00584388j -0.136043+0.0132893j 0.0102462-0.0123994j 0.046962+0.0565363j -0.0279322-0.00302895j 0.00452319+0.0203003j 0.0142145-0.0320647j 0.00374747+0.0237913j 0.0436649-0.0209466j 0.0183876-0.0201402j -0.00880417+0.0194738j 0.00641178-0.00135118j -0.00882233+0.00493309j -0.000627863+0.0104493j 0.00264683-0.0213637j -0.00286134+0.0152451j 0.00294559+0.00607572j -0.00468223-0.000954351j -0.000676551+0.00511349j -0.000187461-0.00201095j 0.000178078-0.00423288j 0.00694062-0.00666492j 0.00800214-0.00164869j 0.0119156-0.00711489j 0.00232793-0.00426075j 0.0107718-0.0102499j -0.00164599-0.000530823j -0.0144376+0.000395497j -0.00052942+0.000424422j 0.00166263-0.0040999j 0.00186657-0.00285138j -0.00184829+0.00371444j 0.00617993-0.0037719j -0.0166565-0.00252603j 0.0116251+0.00590071j 0.00112158-0.00477992j -0.0163178-0.00300144j 0.0060787-0.00777704j -0.00514255-0.00463337j -0.00907443+0.00625943j 0.00816813-0.00239733j 0.00425845+0.0058453j -0.0111964-0.00390953j 9.82465e-05-0.00597367j 0.00751424-0.00635135j -0.00336816-0.0109526j -0.0128675-0.00485492j -0.00969004-0.00139701j 0.00720807+0.000104894j 0.000118894+0.013808j 0.000731765-0.00101549j 0.0157839-0.00238115j 0.00957961-0.0141877j -0.0179981+0.00542484j -3.46453e-05-0.00552294j -0.00507698-0.00181564j -0.00337429+0.00748214j 0.0126318-0.00347497j 0.0153742+0.0107932j 0.000497378-0.000677818j 0.00425517+0.00343j -0.0136019-0.00326033j 0.00447774-0.00222373j -0.00529511-0.00117975j 0.00883116+2.96417e-05j 0.00552417-0.00190273j 0.00520642+0.00601333j -0.000398967+0.00353059j -0.00164442+0.00190801j 0.00276519+0.00204745j 0.00744195-0.002395j -0.00345594+0.00145432j -0.00235812-0.00211497j -0.00529934+0.00382305j -0.000115256-0.00142883j 0.00116366+0.00232928j 0.00065516+0.00397956j 0.00436847-0.0027504j 0.00560244+0.00224605j 0.00101573-0.00143741j 0.00289027+9.42242e-06j 0.000170458+0.00244576j 0.00617461-0.000364814j 0.00504441+0.000875687j 0.00214201-0.00493498j -0.00156626+0.00237789j -0.0034748-0.00243527j 4.60677e-05+0.000131455j 0.000953453-0.00293087j 0.00313534-0.00160491j -0.000470907-0.00473756j -0.000717059+0.00162065j -0.000932751-0.00074354j 
-0.0602713-0.040744j -0.0226792-0.0589657j 0.0472456+0.116953j -0.137159-0.0712404j 0.0113736+0.0342236j 0.0104344+0.00970694j -0.0528194-0.033136j 0.00242471-0.0229861j -0.00904576-0.00990565j -0.00425404+0.00862647j 0.00666486-0.0201095j 0.0236537+0.00759837j 0.000823977+0.0116276j -0.0065634+0.000247413j -0.0165834+0.00173569j -0.0136339-0.0062825j 0.0209987+0.000852323j -0.00166252+0.030233j -0.0088816-0.0127429j -0.0253191+0.0130003j 0.00257441+0.0174216j 0.00908055-0.00996638j 0.00721288-0.00200708j -0.017823-0.0178821j 0.00822875-0.01025j 0.0130802-0.0111287j -0.0199971+0.00873937j -0.00611336+0.00864114j -0.00711997-0.00254054j 0.0151194-0.000811749j 0.0088641+0.0101594j -0.0115602+0.00025093j -0.00708544+0.0143798j -0.00993235-0.00225232j 0.005383+0.000520676j 0.00163376+0.00109215j -0.0130447-0.00293894j -0.00446947+0.00121463j 0.0115929+0.000381945j 0.00337507+0.0110897j 0.00436428+0.00924809j 0.00113548+0.0012922j 0.00183572-0.00321383j -0.00583765-0.00207289j 0.0135797+0.004336j 0.00475437+0.0111483j -0.00265238-0.00651594j -0.0020135+0.00831624j 0.00162617+0.0112157j -0.00231456+0.00268743j 0.00861741+0.0102632j -0.00719093-0.000316629j -0.00430856-0.00741793j 0.000253405-0.0117175j 0.00861137+0.0114761j -0.0140484+0.0101615j -0.000610845+0.00855176j -0.00443458-0.000488222j -0.00434681-0.0101121j -0.00467473-0.00668615j 0.00385937-0.00274113j -0.00452778+0.00259514j -2.53879e-05-0.015671j -0.00181814-0.0124197j 0.0082512+0.00764601j 0.00171625+0.00329481j -0.00537526-0.00135679j -0.014541-0.00125635j -0.00217942-0.00586841j 0.00783129+0.00653221j -0.00222435+0.00027857j -0.00427118+0.0048174j -0.000466865-0.000723362j 0.00524018+0.00110576j 0.00376463+0.00537584j 0.00656499-0.00600954j -0.00231312-0.000689778j 0.00633982+0.00229167j 0.00212172-0.00093187j 0.000965009+0.000509576j -0.00171452-0.0040408j -0.0012394-0.00167586j 0.00426384+0.00122128j 0.00709012-0.00138637j 0.00657181-0.000546949j 0.00322041-0.000789504j 0.00718821-0.000410051j -0.00219909-0.00166188j 0.00175788+0.00225953j 0.00224747-0.00142691j 0.00330553-0.000482719j -0.00336888+0.00474194j 0.00155108+0.00280023j -0.000126927-0.00168346j 0.00127568-0.00100388j 
-0.0580443+0.138372j -0.100191-0.120063j 0.123716+0.0327932j -0.0708344+0.0979383j 0.0133338+0.00626556j -0.0658467-0.00645232j -0.0267016-0.0438587j -0.0101146+0.055362j 0.0102413-0.0110171j -0.027351-0.0293992j 0.00838497-0.0385285j 0.0119886-0.0105155j 0.00570443-0.00948829j -0.000766255-0.00167055j -0.0129511-0.0184279j 0.00184693+0.024527j 0.0121864-0.0234549j 0.00506747+0.0166451j -0.0153209+0.00643929j -0.0082667+0.018423j 0.0118164-0.00254224j 0.0126461+0.00416236j 0.00488496+0.00580708j -0.00202507+0.0146273j -0.00589577+0.0191009j -0.00165196-0.0102986j -0.0120302+0.0220966j -0.0224939+0.0032004j 0.00622905+0.0198475j 0.0127103-0.0134044j -0.0192703-0.0163561j 0.01073-0.00266614j -0.00728417-0.0138521j -0.00169363+0.0147518j 0.0109377-0.00732491j 0.00335358-0.00369464j 0.00321149-0.0125392j 0.00586787-0.00117647j 0.00158989-0.00225123j -0.00670249+0.000865934j -0.0017852+0.00466354j -0.000720819-0.00789596j -0.00432574-0.000823337j -0.00626568-0.00846389j 0.00599406-0.0135577j -0.0018823-0.00669099j -0.00205158-0.0115431j -0.00341905+0.00780492j 0.00906105-0.000422183j -0.00598891+0.00513871j -0.00561956-0.00412016j 0.000890465+0.0130192j 0.00457366+0.00331714j 0.0157022-0.00442755j -0.00144926-0.00731054j -0.00354217+0.00566536j 0.00198328-0.00266461j 0.00244816+0.000233192j 0.00429374+0.00761357j 0.000575881+0.0029369j -0.00416171-0.00353904j 0.00281448-0.0012595j 0.000859596+0.000706795j 0.000395908-0.00417768j 0.00221113-0.00103613j -0.00737717+0.00933647j 0.00228605-0.00235496j 0.00602062-0.00746586j 0.00358252-0.00135464j -0.003472+0.00148193j -0.00154527+0.00386988j -0.00061444-0.000209317j 0.00401649+0.000902218j -0.00382387+0.00522029j 2.5157e-05+0.00171833j 0.00761371-0.00135338j 0.00419453-0.00309375j -0.0025887-0.00387686j 0.000310142-0.0024787j -0.00155867+0.000213342j 0.00617123-0.0038087j -0.000172637+0.00509771j -0.00408554-0.000768809j 0.000142383-0.000889748j -0.0050859+0.0013552j -0.00105397+0.00112982j -0.00554831+0.00190122j 0.00318741-0.00341063j -0.000492418+0.00563259j 0.00361348-0.000779368j 0.000196699+0.000333308j 0.000317972+0.00329483j -0.00258125+0.00679669j -0.000266355-0.00286062j -0.00140426-0.000121739j 
0.00534219-0.139341j -0.087993-0.0244324j 0.0776031+0.131205j 0.011952-0.104914j 0.0401031+0.06773j 0.0113136-0.05626j -0.0407113+0.00523264j 0.0109114-0.0717861j 0.0142278+0.042177j 0.00768321-0.0225518j -0.0360908+0.0657645j -5.14457e-06+0.0612348j -0.000888026-0.00574556j -0.00800865+0.00345842j -0.0202985-0.00834287j -0.0175912+0.00927558j 0.00774765+0.0252592j 0.016093+0.00887676j -0.00405872-0.0349837j -0.0152177-0.0195605j 0.0182891+0.0233096j 0.00727857+0.0225132j 0.00454733-0.00389539j -0.0148918-0.00173648j 0.00178797-0.0136974j -0.00458299+0.0039191j -0.0208322-0.0264786j -0.01975-0.0135275j -0.00166798-0.00215089j 0.0141097+0.00263518j 0.0058689-0.0187825j 0.00443968-0.0050793j -0.0111618+0.00687217j 0.0078432+0.00319567j 0.00300702-0.0052377j -0.00242119-0.00356367j 0.0098762+0.00885468j 0.0102916-0.00798007j -0.00508264+0.00225035j 0.00460267+0.00658604j -0.00467449-0.000478609j -0.00498088+0.00466855j -0.00159383+0.00393459j 0.00672485-0.00417848j 0.00619166-0.0037947j 0.00491945-0.00491918j 0.0110033-0.00198508j -0.00999628-0.00893258j 0.00481653+0.00435513j -0.00441562-0.00289069j -0.00848706+0.000890077j 0.00110489+0.00326887j -0.00332656+0.000881971j -0.000719175-0.000680825j -0.0175023-0.0131264j -0.00768921-0.000213976j 0.00129508-0.00387686j -0.00620603-0.00141148j 0.0182101+0.000933687j 0.00927418-0.00981663j 0.00809585+0.00314791j 0.00406017+0.00146356j 0.015627+0.00311871j -0.00782787+0.000572611j -0.00141981-0.00150359j -0.00246749+0.000549026j 0.00971241+0.0106029j 0.000223947+0.00735536j 0.0140397+0.00469746j -0.00491874-0.00604472j -0.000920236-0.00316257j -0.00310847+0.00658483j 0.00432065-0.000159448j -0.00326326-0.00268978j -0.0020907-0.0099345j 0.00817006+0.0105299j -0.00139093+0.00266094j 0.00191596-0.000486031j 0.00254509+0.00273527j -0.00409311+0.00571488j 0.00279702+0.00372782j 0.00594443+0.00205796j 0.00620767+0.00142117j 0.00259109-0.00264904j 0.00870223-0.000152118j 0.00472199+0.00350162j -0.000143399+0.00140567j 0.00159675-0.00155868j -0.0075597-0.00407428j 0.00112644+0.000121671j -0.00426035-0.0101562j -0.00108604+0.00397465j -0.00129937-0.0047135j 0.000693329-0.000380325j 0.000591263-0.00174602j 
-0.0103892-0.0352848j -0.0483023+0.00498586j 0.0587773+0.037461j -0.0123051-0.025889j 0.00796816+0.0200287j -0.0286143-0.0236686j -0.0184644+0.009702j 0.00492806-0.0230139j 0.000208189+0.0117397j -0.0107306-0.0134083j -0.0245444+0.0190282j 0.0109432+0.031076j 0.0292142-0.00677127j 0.00592099+0.00196984j 0.0146216+0.00221511j 0.00540052+0.0123081j -0.0145684+0.00336946j 0.0210068+0.0021309j 0.0358405-0.00436458j -0.0199806+0.00319298j -0.0026945+0.00621543j 0.00313512-0.0020388j -0.0214954-0.0055169j 0.00891415-0.00109298j -0.0186655-0.00349301j 0.0142789-0.00159896j -0.0588108-0.00454769j -0.0288102-0.00243565j -0.0280076+0.00586843j 0.0106469-0.0116388j 0.0136017+0.00466648j -0.00128564-0.00651655j 0.0255165-0.00192992j -0.0199762-0.0027124j 0.0126725-0.000646793j -0.010431+0.000696952j 0.00355868+0.00154192j -0.00791528+0.0109312j -0.0128004+0.000686307j -0.00795408-0.0040068j 0.0159859+0.0030714j 0.00644904+0.000497971j 0.00272019-0.00519189j -0.00145459+0.00354798j 0.0133208+0.0266323j -0.00586377-0.00886618j 0.00249633+0.0068176j -0.014332-0.0161331j 0.0070398-0.00359039j 0.001498-0.0125324j -0.0048036-0.0238829j -0.00557272-0.0043939j 0.00146133-0.0030852j -0.00270898-0.00203268j 0.0164309-0.00194418j -0.00832909-0.00210799j -0.00878791-0.00874828j -0.00126268-0.00397349j -0.0243893-0.00369019j 0.0013725-0.000446161j 0.0119712-0.00461672j -0.00479304-0.00410861j -0.00437273-2.16189e-05j 0.00591119+0.000123601j 0.00475045+0.00397228j -0.00454835+0.00851825j -0.00211272+0.000227307j 0.00086273+0.00184636j -0.00220333-0.0050315j 0.0109673-0.00876762j -0.00504381+0.00269925j -0.00043726-0.0048638j -0.00189046+0.00314701j -0.00519603-0.00392085j -0.00699428-0.00484224j -0.00268989+0.00178414j -0.00312077-0.00369368j 0.0105547-0.0016109j -0.00172866+0.00289214j 0.00141844+0.00088017j -0.000238404+0.000743795j -0.00896212+0.00219072j -0.00124019-0.0021874j -0.00514817-0.00245302j 0.0032811+0.00457792j -0.00354441-0.00328776j 0.00134048-0.000146175j 0.00694126+0.00315859j -0.00323839-0.00211416j -0.000592792-0.00436866j 0.0015524-0.00569774j 0.00434253+0.000628192j -0.00993137-0.0137196j 0.00324622+0.00660551j -0.00535219-0.000618405j 
-0.0302497-0.0660122j -0.0265225+0.0693677j 0.0503494-0.0164785j -0.00666126-0.0320086j 0.0254731+0.015667j -0.0155358-0.0361298j -0.00138473+0.0218777j -0.00227629-0.0266313j 0.0146624+0.0233576j -0.00454632-0.00867345j -0.0356555+0.0275336j -0.0176764-0.00341712j -0.031809-0.00647409j -0.0214601-0.00201441j 0.00564323+0.0216644j -0.0164113+0.0201899j 0.0476164+0.013208j -0.000772599+0.000174203j -0.0512071-0.0129925j 0.00461147+3.44364e-05j 0.00885736-0.00932921j -0.0301707-0.0176582j 0.0313996+0.00378439j -0.0658099-0.0127858j 0.0295412+0.00339717j -0.0147898+0.00709338j 0.0869632+0.00346538j 0.0548342+0.0135385j 0.0406032-0.0082178j 0.00959903+0.00526481j 0.0119576-0.00860511j -0.00442859-0.00583644j 0.00968342+0.00769495j -0.0112742-0.0046414j 0.00217517-0.0109997j 0.00394037-0.000927997j 0.00547388-0.00506503j 0.00604649-0.0128966j -0.00310009-0.00271854j -0.00582917+0.00837665j 0.00529487-0.00444404j 0.00981842+0.00657749j -0.00700847+0.00711004j 0.0108567+0.0223824j -0.00961926-0.058777j 0.0248031+0.0345636j -0.00943858-0.00756073j 0.0306932+0.0280446j 0.00382926+0.00618115j 0.00313475+0.00456561j 0.00526154-0.00698001j 0.000477432+0.0113426j -0.00592707+0.016495j 0.0143147+0.00549646j 0.00356409+0.00204809j -0.0018879-0.00277903j -0.00277845+0.0021602j -0.00806324+0.000955994j -0.0081916+0.00481387j -0.000277203+0.00414953j 0.00153691-0.0095388j 0.000103267+0.000497555j 0.00225662+0.00104395j -0.00925063-0.0028822j -0.000293358-0.00444362j 4.29228e-05+0.00126445j -0.00656257-0.00020776j 0.00275138+0.00305318j 0.00148013+0.00287094j -0.0018047-0.00281528j -0.00291987+0.00217203j -0.00743479-0.00517239j 0.0026641-0.000971943j 0.00519381-0.00238403j 0.00341721+0.00340841j 0.0102138-0.00838232j -0.000835783+0.00375763j -0.0165147+0.00414354j -0.000824961-0.00315746j 0.00254965+0.00705734j 0.00328146+0.00551822j -0.00435417+0.00321554j -0.00104711-0.00102541j -0.00297508-0.00218851j -0.00250504+0.00198697j 0.00443979-0.000693159j 0.00502114+0.00399522j -0.00436061-0.00576747j 0.00504878+0.00241956j 0.00251825+0.00282351j -0.00140478+0.00511088j -0.00798641+0.00605836j 0.0182353+0.0299618j -0.00537713-0.0110073j 0.00939677+0.000916207j 
-0.0424316-0.0641887j 0.0370657+0.0902521j -0.00490233-0.0458953j -0.031817-0.0261724j 0.0135366+0.0277121j -0.0127992-0.010832j 0.0319728+0.0297939j -0.0227252-0.0300179j -0.0199801+0.00952509j -0.0334734-0.0119644j 0.0149642+0.0260706j 0.0113169-0.0113716j 0.0128717-0.0420916j 0.00859225-0.0101286j 0.0207637+0.0100814j -0.0128765-0.00272471j 0.0117631+0.00474698j -0.00323194-0.0123266j 0.0215796-0.0236704j 0.00188846+0.0075766j -0.0101439-0.0113296j -0.010031-0.0159983j -0.0198757+0.0148899j -0.0155035-0.00190245j -0.0239173+0.00772481j 0.0105727-0.0247656j -0.0228035+0.0308595j -0.0065056+0.0170682j 0.0250178+0.0296819j 0.0177662+0.000678168j 0.00482258+0.0131851j -0.00785751+0.0107433j -0.00777975+0.011264j 0.00469076+0.0029381j 0.00724592-0.00917747j 0.00132435-0.00117625j 0.000398354-0.0149522j 0.00369087-0.00678899j 0.0014606-0.00871595j -0.00398909-0.00462033j -0.0038362+0.00297326j -0.00165041-0.0212971j -0.00318673+0.000607557j -0.00192053-0.00882121j 0.0197225-0.012597j -0.00213967-0.0133996j 0.00182683-0.00424009j -0.0159218+0.0255101j 0.00672174+0.0128625j 0.00330241+0.00785149j -0.00428465+0.0104682j -0.00890145+0.00439293j -0.00797041+0.00696568j 0.00619206+0.00603592j -0.00567141+0.00210185j -0.000277947+0.00167339j 0.00368334+0.000501127j -0.000977335+0.00626053j 0.00685674+0.00104099j 0.00133112+0.00150309j 0.001405-0.000536838j -0.000817762+0.00112695j 7.12114e-05+0.00223033j 0.00138654-0.0089766j -0.0023248-0.00728297j 0.00522663+0.00142466j 0.00957858-0.00583409j 0.00208825-0.00902081j 0.00319042+0.00841939j -0.00016911+0.00856576j 0.00326475-0.00589269j -0.00558109-0.0181012j -0.00236491-0.0222513j 0.00321528-0.00847434j -0.00849348+0.0191776j -0.00567878+0.0164467j 0.00471603+0.000655513j -0.010483+0.00520125j -0.00219841+0.00101857j -0.000991432-0.00220718j 0.00107763+0.000369815j 0.00316092-0.00235961j -0.00837765-0.00249518j -0.00476098+0.00633999j -0.0140556-0.00467112j -0.00453481+0.00345761j -0.00595402+0.00426193j 0.000820687-0.00488242j -0.00185786-0.0183578j -0.00114039+0.00863383j -0.00919851+0.00766305j 0.00509717-0.00135857j -0.000871359+0.00281934j -0.00139985-0.00173994j -0.000665805+0.000139926j 
