0.0121116+0.00265859j -0.00405228-0.011844j 0.00527779-0.0115544j 0.0149564-0.0255148j -0.012395-0.00332067j -0.00318626-0.00474602j 0.00609559-0.0229996j -0.0077822-0.00390558j -0.00667122-0.0297874j 0.00239082-0.025731j -0.00796426-0.0162336j -0.00431326+0.00361358j -0.000565293-0.000733392j -0.00173524+0.00453492j 0.00581943-0.00342157j 4.81487e-05-0.0048291j -0.000374593-0.00731298j 0.000292082+0.0111869j 0.000171872+0.00641843j 0.00485832-0.00623063j 0.000312407-0.0104141j 0.00414678+0.00299227j 0.000309349-0.00496538j 0.00795188+0.00366322j -0.00241429-0.000777523j -0.000758861-0.00694173j 0.0107259+0.00227001j 0.0113416-0.000425511j -0.0034257+0.01958j -0.000876719-0.0057583j 0.00664166+0.000729909j 0.00646898+0.0128677j 0.002571-0.0131943j -0.00791864+0.00208696j 0.00391147+0.00277593j -0.00188265-0.00501447j 0.010223-0.000914334j 0.00429726+6.11925e-05j -0.00776765-0.000903302j -0.0184742-0.00409467j 0.00602301+0.00116928j 0.00581449+0.0103976j 0.0027688-0.00849847j -0.000884529+0.0087986j -0.00900443-0.00720638j 0.00351676-0.00408558j 0.00608772-0.00582291j -0.00359568-0.00166262j 0.00744967-0.0103758j -0.0013081+0.00525892j -0.00184045+0.00155935j -0.00175531+0.00249452j 0.000135919-0.00296399j 0.000478729-0.00394112j -0.00174901-0.00106779j -0.00113663+0.00190585j 0.0011761+0.00101939j 0.000887395-0.000982519j 0.00128814-0.000157979j -0.00278592+0.00173572j 0.0028833-0.0028318j 0.000442117+0.000609505j -4.13671e-05-0.000115086j 0.000489079-0.00218007j 0.00192419+0.000125277j -0.000497889+0.000936459j 0.000940884+0.000321484j -0.00112199-0.000436483j 0.000568566-0.00378119j -0.00194959+0.000875699j -0.00168518+0.00373635j 0.000327708+0.000174917j -0.00412658+0.00239231j -0.000643374+0.000720539j 0.00539274+0.000249102j 0.00109538-0.00174582j -0.000778239-0.000493198j 0.00248504-0.000676419j 0.00148696-6.12926e-05j -0.000714656-0.000814453j 0.00147546-0.000332701j -0.000856201+0.000101922j -6.02235e-05-0.000144572j -0.000239917+0.000956491j 0.000143278-0.00112622j 6.7686e-05+0.00128437j -0.000601128-0.000973537j 0.000663159-0.000231418j -0.002218+0.000713401j 0.000887919+0.000615821j -0.00113963+0.00230713j -0.000196557-0.00155899j -0.00174533+0.00110636j 0.000417028-0.00033978j -0.000403975+0.000430968j 
0.00818968+0.0437051j -0.0696156-0.0933927j 0.0573566+0.124894j -0.00498254-0.00191256j 0.0378883-0.0837392j 0.0234607-0.0435812j -0.079957+0.00174825j -0.0419253-0.00233891j -0.0297658-0.0261566j 0.0222215+0.0356877j -0.0434743-0.0351653j 0.000836945-0.0176868j 0.0180565+0.00627352j -0.0110891-0.00438369j 0.0134669-0.00666114j 0.013974+0.0187617j -0.0156208-0.00209605j 0.0190032+0.0230994j -0.00420038+0.00823394j -0.0125357-0.010163j 0.00658958-0.000846889j -0.00955366+0.00148696j -0.00441638+0.00181478j -0.0279765-0.00354602j 0.0054695-0.000420685j -0.0226415+0.00134896j 0.0109255-0.00711948j -0.0131474-0.002771j 0.00101665+0.00309582j -0.00146825-0.000395928j 0.00926529-0.00531784j -0.000842993+0.0212015j 0.00877998-0.00486352j 0.010235+0.00407113j -0.00572475-0.000337545j -0.00912829-0.0103815j 0.0021608-0.00520714j 0.007873-0.00328919j 0.00642381-0.00658602j -0.00473082+0.00910479j -0.00542292+0.00750179j -0.00156555-0.00472131j 0.0094461-0.000173964j 0.0126387-0.00249013j -0.00363452-0.00658197j 0.00152655-0.00467134j -0.00290372-0.0056771j -0.00315103+0.00225087j -0.00781668+0.005591j 0.00514626+0.00841517j -0.00114633+0.00282103j -0.00144367+0.000673966j -0.00362162+0.00678539j -0.00645301+0.00653041j -0.00592246-0.00327921j 0.0044723-0.0075199j -0.00248714-0.0184438j 0.00370685+0.000347157j -0.0131519-0.0139492j -0.00460835-0.000455598j -0.00712751+0.00704302j 0.000262948-0.00404961j -0.0051925-0.00229064j -0.00309725+0.00298502j 6.80342e-05-0.00179501j 0.00796538+0.000908727j -0.00127296+0.00166234j -0.00666266+0.000849589j -0.012418-0.00558511j 0.00185349+0.00613489j -0.00184375-0.00285175j 0.00023924+0.00331122j -0.000968432-0.0148171j 0.00560699+0.00287541j 0.00606578+0.00506103j -0.00490287+0.0037425j 0.000959018-0.000361678j 0.000804981-0.0022835j 0.000882579+0.00121166j -0.000749982-0.00298208j -0.000610333-0.000859595j -0.000115433-0.00472289j -1.34159e-05-0.00749026j -0.00284696+0.00225051j -0.00157501-0.000570362j -0.00226174+0.000445764j 0.0031505-0.00220122j -0.00289769-0.0012719j 0.000905226-0.000916437j -0.00242346+0.00293042j 0.00257019+0.00271572j 0.00371215-0.00145733j -0.0016174+0.000321215j -0.000338239+0.000766348j -0.000241884-0.000569499j 
0.0101269-0.0220371j 0.0575549-0.00840019j -0.0616707-0.0031685j -0.0743237+0.108618j -0.0311001-0.00043635j 0.090954-0.170819j -0.0351443-0.06596j -0.00597479-0.0987395j -0.0363657+0.0257711j 0.0595928+0.0167407j 0.0318268-0.0162977j -0.0139546+0.0171778j 0.00807304-0.0349256j 0.001295-0.000445069j -0.00162211+0.00309149j -0.00150736-0.0109982j -0.0107463+0.0115521j -0.0170801-0.019576j -0.01619-0.0154888j -0.0111839+0.0143718j 0.00588815-0.00219427j 0.00422244-0.00533285j -0.00336524+0.00227694j -0.00195636-0.00672142j 0.00947478-0.007752j -0.0129714-0.0115826j 0.014309-0.00481486j 0.000849855-0.0137606j -0.00238633-0.00164187j 0.00570706-0.00347112j 0.00393808+0.00457094j 0.00177987-0.0160537j 0.00499452+0.00526411j -0.0138939-0.004204j -0.00234094+0.00312589j -0.00604356+0.00554454j 0.00441366+0.0128549j -0.0184544+0.0268671j -0.0203532+0.00606453j -0.00617746-0.00154635j 0.00622957+0.00203339j -0.000943695+0.00481549j 6.60243e-05-0.00966969j -0.00272461-0.00394799j -0.0104539+0.0187878j -0.00840549+0.00525809j 0.00650324+0.00664201j -0.010109+0.0151563j -0.000779892-0.00231258j -0.000817408-0.0077717j 0.000883252-0.002187j -0.00569633+0.00289878j 0.0047445+0.00167217j -0.00375543+0.00277181j -0.0115486-0.0118298j 0.00290754-0.00233729j 0.0115752+0.00803111j 0.00274902+0.000745514j 0.0108848+0.00814836j -0.0151226-0.00956011j -0.0148706+0.00356068j -0.00259789+0.00289101j -0.00595455+0.00681152j 0.0169075+0.0081092j -0.00521286-0.00282886j -0.00147439+0.00073999j -0.0047174+0.00121807j 0.00413593-0.00343777j 0.00246593-0.00234379j 0.000443491-0.00575028j -0.00917781-0.000349351j 1.84169e-05+0.00396982j -0.00137591+0.00216471j -0.00361934+0.00626855j 0.000891664-0.00606506j 0.000465999+0.0055132j -0.00209877+0.00877659j 0.00122623-0.00164878j -0.0023582+0.00576702j 0.000602267-0.00154231j 0.00655371-0.00331877j -6.93723e-06+0.00795677j -0.00363839+0.00325106j -0.00591907+0.0018361j -0.00716986-0.00436023j -0.00541971-0.00174539j -0.00549758+0.000833366j 0.00048679+0.0026446j 0.00322775-0.00078572j -0.00167911-0.000466264j -0.00210902-0.00343879j 0.00290806-0.00111859j 0.00175638-0.00324332j 0.00040595+2.03776e-05j -0.000751722+0.00029464j 
0.0892404+0.0191543j -0.11632-0.0326855j 0.0448337-0.0259242j 0.0829229+0.0664054j 0.069109+0.00277154j -0.0284926-0.061612j -0.121384-0.0523515j 0.00966425-0.011524j -0.00608223+0.0234417j -0.0230458+0.000491473j -0.0733515-0.020319j -0.00133751-0.0104552j -0.00352192-0.017024j 0.000579415+0.00414437j 0.00176081-0.00773416j -0.0219996-0.00698252j -0.01677-0.00365728j -0.00603014+0.0140522j 0.00190891+0.00649516j 0.00348731+0.0175932j 0.00405692-0.0051538j 0.000494404+0.00552457j -0.00371632+0.00733082j 0.00158002+0.0101581j 0.0108484-0.00671985j -0.0238167-0.00262485j 0.0125295+0.0107614j -0.0181854+0.00648428j 0.00549586+0.00733512j -0.00963162-0.0014573j 0.00825693+0.00441075j 0.00681352+0.0063176j -0.0184928-0.00236411j -0.00639303+7.14714e-05j 0.00736744-0.00551528j 0.00115949+0.00709155j -0.000961284-0.00497013j -0.00849109+0.00491082j -0.00992033+0.0116017j -0.00187903-0.0049824j -0.00600273-0.00251986j -0.00550448+0.000736209j -0.00650941-0.00123789j -0.00160546-0.00229595j -0.000955669+0.00240805j -0.000492711-0.00444952j -0.00602219-0.0013724j -0.00312952+0.0156394j 0.0037471+0.00149979j 0.00498556+0.00517024j 0.00404617+0.0141148j -0.0011839-0.00747837j -0.000253082+0.00366797j -0.00038793-0.00135068j 0.00451479+0.0111128j -0.00637016-0.00226206j -0.0046079+0.0117074j 0.000483885-0.00217193j -0.00246186+0.00992505j -0.00211014-0.00190531j 0.00286312+0.00291931j -0.00255233-0.00345035j 0.0077427-0.00825369j 0.000437155+0.00503822j -0.00176416+0.00219664j -0.00784456-0.00969631j 0.0104704-0.00866498j 0.00339722-0.000329921j 0.00515061-0.00401089j 0.00265263+0.00422995j -0.00241637+0.00301824j -0.0051257+0.00345476j 0.00105867+0.00330347j 0.00134545+0.00548906j 0.000214138+0.00217038j 0.00697179-0.0032284j 0.00356504+0.00142458j 0.000329623-0.00442838j 0.000771866+0.000316881j -0.00489243+0.000712337j -0.000492848-0.00109232j -0.00467547-0.0016506j 0.00479916+0.00139312j -0.000685134+0.000690247j 0.00480064-0.00349458j 0.00315504-0.000391127j 0.000527418-0.00293376j -0.000992831-0.000878192j 0.000491493+0.00144795j 0.00423207+0.000600205j 0.00367908+0.000289937j -0.000398091-0.00068815j 0.00216098+0.00256734j -0.000500843-0.00116678j -0.000620911+0.000571372j 
0.063845+0.0361512j -0.0248435-0.0250739j 0.00355948+0.0219035j -0.0304136+0.0131829j 0.00734685-0.0371321j 0.16446-0.0857124j 0.0501888-0.0303567j 0.0776486+0.0239163j -0.0243081-0.00844935j -0.0103768-0.0157025j -0.0240987-0.0254359j -0.0194133-0.0131628j 0.0218584+0.00140844j -0.0106605+0.0135412j 0.0123292+0.0043368j 0.0117337-0.0149131j -0.00796119-0.0120618j 0.0213691-0.00816711j 0.0283997-0.00216899j -0.00178009-0.00734458j -0.00609266-0.00263635j 0.00507082-0.0116066j -0.00326027-0.00484735j 0.0144948+0.00641687j -0.0136872+0.00802539j 0.0143699-0.0173201j 0.000598725+0.0106604j 0.0268026-0.0129206j -0.00585776+0.00130683j -0.00519309-0.0100875j 0.0072766-0.0125961j 0.00678205-0.00468236j -0.0102133+0.00226243j 0.00940056-0.00895962j -0.00849207+0.00605485j 0.00673314+0.0136953j 0.00113187+0.0219386j -0.0121845+0.0300434j -0.00861456+0.0129621j 0.0120449-0.00761246j -0.00492358-0.00340006j -0.00930839+0.0215349j -0.00577889-0.0140117j -0.00721827+0.00850431j -0.00368182+0.0171667j -0.00932532+0.00817649j 0.00375405+0.00959948j 0.00949532+0.00179553j -0.00246625-0.00907751j 0.01379+0.000886297j -0.00459826+0.00320403j 0.00537169-0.000905662j 0.00267637+0.0027909j -0.0116554-0.00220598j -0.00881646-0.00202881j -0.0109908-0.00112241j 0.00112987-0.0015608j -0.00340072+0.00101896j 0.011779+0.00369969j 0.000968302-0.00417381j -0.00209268-0.00610023j 0.00153164-0.00133062j 0.00865036-0.00207236j 0.00404261-0.00292201j -0.00246101-0.00230674j -0.00863373+0.00500571j 0.000999339+0.000956016j 0.000266906-0.000961752j 6.13645e-05+0.00338362j -0.000474436-0.000948939j 0.00684684+0.00107399j 0.00131828-0.000614607j -0.0038898+0.00332997j -0.0020818-0.00394551j -0.00204258+0.00436037j -0.00320361+0.00212474j -0.00141711+0.00454616j -0.00147975+0.00142738j -0.00462106-0.00130493j -0.00425213+0.00250186j 0.000871771+0.000925521j -0.000559161+0.00131373j 0.00278735-0.0018514j -0.000148183-0.000595271j -0.00301133+0.00166599j 0.000767338+2.8583e-09j -0.00432796+0.0023763j 0.000178404+3.50969e-05j -0.000612539-0.00137524j 0.00160328+0.000410225j -0.00461543+0.0032771j -0.00182647-0.00203613j 0.00325724+0.000905215j -0.000127927-0.00225466j 0.000316275+0.0010646j 
-0.0152156+0.0200773j -0.0227614+0.0297654j 0.0845478-0.13605j 0.0108098-0.12558j -0.0258658-0.0155962j -0.0576961+0.0511498j 0.040127-0.178778j -0.0189735+0.0385751j 0.0169158-0.0239697j 0.00296692+0.043073j -0.00814837+0.016003j 0.0106692-0.0409913j -0.00928384+0.00819268j -0.00794194+0.000545816j -0.00367485+0.00142718j 0.0160232-0.00734116j -0.00154095+0.00218543j 0.00457818-0.0100397j -0.00314241+0.000622721j -0.00885263-0.00758289j -0.0106016-0.0120849j 0.0116915+0.00681314j 0.0018797+0.00359272j 0.00676205+0.00429702j 0.00419166-0.00247276j -0.00663073+0.00594442j 0.0107163-0.000975037j -0.000355213+0.0098886j 3.96206e-05-0.00347947j -0.00288023+0.0218065j -0.00146379+0.00881751j 0.00820233+0.00406555j -0.0104633-0.00456834j 0.00392794-0.0082104j 0.00582943-0.00620939j -0.00013267+0.00608475j -0.00608356-0.00134187j -0.00286631-0.0113876j 0.00616262+0.0156251j -0.011849-0.000568172j 0.000170548-0.00488363j -0.000784648+0.0111076j 0.00629272+0.00638237j -0.00904923-0.0042333j -0.000394191+0.00564768j 0.0076729-0.00167723j 0.00418734+0.00326159j 0.00392359-0.00382744j -0.00447698+0.00127649j 0.00021294-0.00299501j -3.78953e-05-0.00875943j 0.00313717+0.0057716j -0.00468394-0.0064131j -0.00235749-0.00770244j 0.000675667-0.0145421j -0.00560225+0.00206698j -0.00310202-0.0072564j -0.00103445-0.00105389j -0.00880033-0.0148459j -0.00924218-0.00576714j -0.0113699-0.00392849j -0.00560238+0.00158856j 0.000434263+0.00613567j 0.0132641+0.00977265j -0.00682558-0.00391739j -0.0119646+0.00412909j -0.0127895-0.00896271j -0.00550831-0.0106728j 0.000676774-0.00536559j 0.00451972+0.000237512j -0.00400816-0.00198542j -0.00512027-0.00086365j -0.00302971-0.00130505j -0.00275231+0.00538184j 0.00231581+1.83825e-05j -3.8978e-05-0.00137278j 0.00166606-0.000458074j -0.00237592+0.00214816j 0.00124234+0.000624209j -0.0022531-0.00437799j -0.00342031-0.00280527j -0.00260048+0.00130191j -0.00234456+0.003745j -0.00208875+0.000813047j -0.00610875-0.00644645j -0.00139094-0.00301401j -0.00450124+0.0031325j 0.00273016-0.00168684j 0.00182618+0.000462928j 0.00105193+0.00141155j 0.00144064+0.00286917j -0.00306369-0.00348646j 0.000992979-0.00178964j -2.10144e-05+0.000929804j 0.000209519+0.000523208j 
-0.0679908+0.0227164j -0.0344753-0.000124992j 0.0517273-0.0549011j -0.053049+0.0172387j 0.209935-0.195798j 0.0860146-0.14387j -0.0898267+0.0262178j -0.0661018+0.0215673j 0.0336698-0.0476995j -0.0435545+0.0197892j 0.0361416-0.0129962j 0.0299844-0.00796467j 0.0282821+0.00840322j 0.0023807-0.00327878j 0.00283062-0.0080185j 0.00363782+0.00796805j 0.0126241-0.0214082j 0.00806531-0.00919915j -0.00184229+0.011424j -0.00820969-0.00898337j 0.00508311-0.00026949j 0.00805561-0.010198j -0.0098643+0.0076738j 0.00100615+2.8454e-05j 0.00569893+0.0125772j 0.0103681-0.0165529j -0.0303009+0.0225686j -0.00143902-0.014603j -0.0081877+0.00899435j 0.00571402+0.00298643j -0.0108075-0.0155065j -0.00132089-0.00783096j 0.0017215-0.00261551j -0.00378734-0.00288289j -0.00160738-0.0055214j 0.0152648+0.00458712j -0.00218427+0.00153632j 0.00260051-0.00263144j 0.00106998-0.00291227j 0.00395779+0.00226525j 0.00386133-0.00388722j 0.00121805+3.62207e-06j -0.0101344-0.0114794j -0.00182227-0.00281954j 0.00425237-0.000382283j -0.00564729-0.00319985j 0.00202064-0.00241407j -5.53878e-06+0.00325175j -0.00507765+0.00664061j 0.00128832+0.0014505j -0.00273746-0.00584658j 0.000509973+0.00582181j 0.00111205+0.00139702j 0.00137509-0.00107413j -0.00163503+0.00294443j 0.00613657+7.2173e-06j -0.00131379-0.000923952j 0.004032-0.00477581j -0.0067603-0.00606662j -0.000140309+0.00810768j 0.00791548-0.00390936j 0.00277984+0.000893626j -0.00390528+0.00200123j -0.00410025-0.000159577j 0.0055284-6.07708e-05j 0.00886281-0.00303826j -0.00530156-0.000610197j -0.0096579+0.0014354j -0.00379263-0.00501534j -0.00045891+0.000352437j -0.00123787+0.00294103j -0.000456696-0.00154481j -0.00139503-0.00373446j -0.00620709+0.00813327j 0.00230407+0.0063284j 0.00440842+0.00192666j -0.000783183-0.00157905j 0.00128039+0.00147094j 0.000480853-0.00217934j 9.89863e-05+0.00121623j -0.00388525+0.0017886j 0.0025715-0.00302683j -0.0054826-0.000700094j -0.00867634-0.00278004j -0.0162563-0.000285497j -0.00856719-0.00197994j 0.00441034-0.0017551j -0.00172429-0.000322054j -0.00204726+0.00214377j 0.00119723+0.00303042j -0.000445703+0.00327594j -0.00183975+0.00359269j -0.00115557+0.00339952j 0.000271481-0.00178387j 0.000454383-0.0016817j 
0.014816+0.0288574j 0.000325781+0.0159012j -0.0535828-0.137347j 0.0916231-0.00747863j 0.0664676+0.0602111j -0.0430221-0.00435274j -0.0565384-0.149311j -0.0335248-0.025124j 0.0185046-0.0226779j -0.0144626-0.0418688j 0.00614682+0.00121949j -0.00496765+0.0203291j -0.0125495+3.54558e-05j 0.00286678+0.0266534j 0.0150503-0.0110891j -0.000216143+0.00502416j 0.0194033-0.0210533j -0.0198874+0.0180405j -0.0143309+0.000863482j -0.00835119+0.00224545j -0.0143218-0.0104245j -0.00363178-0.0086948j -0.00379038-0.00574168j -0.0118677+0.000501152j 0.00554022+0.00240423j 0.0081592-0.000496047j -0.0194827+0.00281816j -0.000835188+0.00987618j 0.00354265+0.00706776j 0.0131999-0.0262614j -0.00287503+0.00352026j -0.00857684+0.00570597j 0.00935143-0.00228179j 0.00763596-0.00496139j 0.000223019+0.00259411j 0.00348152-0.00996117j 0.00264718+0.00191737j 0.0106933-0.0233917j 0.00132036-0.0116315j -0.00540158+0.00900597j 0.00485778-0.00525425j 0.00209748-0.00655484j -0.00277775+0.00802658j 0.00333512-0.00965608j -0.00044631-0.0111698j 0.00230964-0.000788649j 0.0074282-0.00602736j -0.00599607+0.00137673j -0.00183+0.0112322j -0.0046132-0.00208546j -0.000412987-0.00790205j 0.00609501+0.00552918j -0.00878702-0.000603014j -0.0131556+0.00307866j -0.000353359+0.00493887j -0.00346744-0.00430957j 0.000371581-0.00536655j -0.00516456-0.00311586j 0.000391056-0.0109674j -0.0175947+0.00474348j -0.0163578+0.00350003j -0.0031964-0.000580654j 0.00178889+0.00513502j 0.000845828+0.00371818j -0.00593594-0.000973033j 0.00178511-0.00766093j 0.0038812-0.000828477j -0.00234354+0.00309355j 0.0123049-0.00885556j 0.0051492-0.00361934j -0.00613348+0.00555987j -0.00878701-0.0040859j 0.00673202+0.00228207j -0.00230474-0.000131629j -0.000258059-0.00805484j 0.00210191-0.00116739j -0.00139617+0.00017093j 0.000734541-0.00177014j 0.00126197-0.0014324j 0.00148198-0.00197822j -0.00471446-0.0010327j 0.00137178-0.00152416j 0.00823602+0.00106535j 0.00150964-0.00161347j 0.0114438-0.000674249j 0.00820165-5.00421e-05j 0.00540882-0.00160747j 0.000498403-0.00252484j -0.00390642+0.000545265j -0.000963508-0.000720241j -0.00348566-0.000636755j 0.00111743+0.00334304j -0.00106376+0.00174141j -0.000607406-0.000365098j 0.000177142-0.000726403j 
-0.0517109+0.0108852j -0.0437937-1.4215e-05j 0.165253-0.00550914j 0.0430634-0.140219j 0.0468941-0.117958j 0.0349644-0.0415347j 0.131083-0.0414259j -0.0536948+0.0361932j 0.0151688-0.0441512j -7.88277e-05+0.00471446j -0.00560323+0.000350837j 0.051376-0.00722433j -0.00349658-0.0043663j -0.00486117-0.00530789j 0.0107541-0.00116123j -0.00839034-0.018481j 0.019562+0.00206941j -0.00786745-0.0215208j -0.0123145+0.0102837j -0.0139316-0.0243644j 0.0214518-0.0063351j 0.003104+0.0137455j -0.0109284+3.90319e-06j -0.0094185+0.0143561j -0.0140975+0.00747578j -0.00549439+0.00403751j -0.0170113-0.00487536j -0.0139441-0.00782203j -0.00335153+0.00192299j -0.00859241+0.000223562j 0.00131268+0.00205571j -0.00743583-0.00209858j 0.00118101-0.0112672j -0.00593716+0.00886865j -6.88351e-05-0.00109524j 0.00226824-0.00176836j 0.0122537+0.00213729j -0.00179951-0.00186196j -0.00412963+0.00458507j 0.000775534+0.00973288j -0.00159276-0.00215491j 0.00614256+0.000584266j 0.00193322+0.000455839j 0.00785-0.0114108j -0.00518035-0.00470198j 0.000297815-0.0128272j 0.000333903+0.00806433j -0.00612867-0.00423363j 0.00121591-0.00455365j -0.0135073-0.00262316j 0.00671148+0.00577431j 0.000477696+0.00319128j -0.0107382-0.00595133j -0.00450916-0.00300092j 0.0215554+0.0046844j -0.00952451+0.00855945j -0.0040528+0.00242535j -0.00939132+0.00259259j -0.0133711+0.00294771j 0.0030082-0.00218075j 0.00518365-0.00150088j -0.00624625-0.000123429j 0.0043052-0.0050578j -0.000156549-0.00855769j 0.00181226+0.0043049j -0.0159169-0.0102025j 0.000115966+0.00317244j 0.00387909-0.00185199j -0.00360359+0.00834376j -6.36899e-05+0.0131629j -0.000747481+1.29494e-05j -0.0012765-0.00560927j -0.00544904+0.00327446j -0.00465909-0.000381227j -0.00256661+0.0024219j -0.000817084-0.00119177j 0.0029867-0.000449565j 0.00155359-0.000473584j 0.00213857+0.00157935j 0.00198809-0.00296436j -0.00149073-0.000842533j -0.00482061-4.92657e-05j -0.00233307-0.00161787j -0.00675158+0.00391317j -0.00509111-0.00041603j -0.00630612-0.00130588j -0.00219545+0.00299739j -0.0020839-0.00032142j 0.00174536-0.00497931j -0.00290141+0.00284916j 0.00096471+0.0012981j 0.00293487-0.00215182j -0.00273326-0.00330366j 0.000740047+0.00207072j -0.00099493-0.000329262j 
0.0537555-0.00628952j 0.0058778-0.0436659j -0.101134+0.00878994j -0.00845651-0.204813j -0.00581024+0.0100032j 0.0575281+0.039297j -0.062099-0.154713j 0.0431984+0.0452537j -0.00925505-0.0168426j 0.00449349-0.00514194j -0.0132831+0.014338j -0.0334826+0.0138179j -0.0079137+0.0239509j -0.00540608-0.00164261j 0.00797757-0.0282459j -0.0080213-0.0140698j 0.000449335+0.00806411j -0.00820047-0.00467033j 0.00935617+0.00608478j -0.0185834+0.0195147j -0.0244237+0.0296369j 0.0122485-0.0147763j 0.0064707+0.00740588j 0.00839853-0.0120582j 0.0139671+0.0194829j 0.0107094+0.0017027j 0.0147382+0.00502802j 0.023124-0.00493385j 0.00725338+0.00318732j 0.00112056-0.00991159j 0.0116919-0.0136686j 0.00467245+0.00668668j -0.012531+0.0068401j -0.00271795+0.0104293j -0.0101021-0.00360548j -0.00362741+0.00123032j 0.00261389-0.0114157j -0.00158648+0.00453701j -0.000687205-0.000934378j 0.00384769-0.00927205j -0.00177928-0.00869985j 0.00182431-0.017961j 0.00617692-0.00330902j 0.00208494-0.000522432j 0.000884311-0.0112171j 0.00674622+0.00121291j 0.0073164-0.00196101j -0.00263148+0.00835416j -0.00228175+0.00654201j 0.0110122-0.00506718j 0.00108217+0.00402393j -0.00891547+0.0100534j 0.00633067-0.00336263j 0.000282756-0.00646855j 0.00697749-0.00366672j 0.00551025+0.00349939j -0.0125569-0.00249074j 2.78048e-05-0.00730732j -0.0145664+0.00653476j 0.00187795+0.00238688j 0.0032458+0.00420368j -0.0090397-0.00140854j -0.00941066-0.00157628j 0.00783008-0.00197844j -0.00936609+0.00774826j 0.00199549-0.00209841j -0.00353088+0.00102083j 0.0128577-0.000736828j 0.00358531+0.0014753j -0.00639226-0.00318748j -0.00728048+0.00132182j 0.00152905+0.003872j 0.00533147+0.00883266j -0.00796706+0.00392204j 0.00328011-0.00477287j -0.00160803-0.00173047j 0.00143736+0.00241486j -0.00328572-0.00396431j -0.00137326-0.000113629j 0.00271363-0.00597306j -0.00239741-0.00387491j -0.00392918-0.000627241j -0.0100063-0.0032722j -0.011986-0.001079j -0.0130947+0.002259j -0.00698392+0.00406025j 0.00269893-0.00281275j -0.000358362+0.0016506j -0.000491069+0.000510311j -0.00104194+0.00205957j -0.0012224+0.00108926j 3.64633e-05-0.000459233j 0.00204311+0.00324628j -0.000231913-0.0012464j 0.00130299-0.00055936j 
0.0414953-0.111309j 0.0960572-0.030722j -0.16759+0.103044j 0.0728695-0.0990778j -0.0457064-0.0366059j 0.00839344-0.198911j 0.0283514-0.0171469j 0.0339517-0.0130949j -0.00879493+0.0224128j 0.00330811-0.0447042j 0.00414931+0.0084111j -0.0236335+0.0189465j 0.0083629+0.00744897j 0.0128834-0.0073396j 0.0126334+0.00614493j -0.0110684+0.0347229j -0.00474516-0.00405328j -0.0329535+0.0316097j 0.00748233+0.0177885j -0.0058588-0.0128876j -0.0123851-0.0125506j -0.0170603-0.00018019j -0.00469136+0.00313348j 0.00254946+0.00255822j -0.00234782-0.000786912j 0.00142591+0.00916323j -0.00463215-0.0244248j -0.0108671-0.0174092j -0.00670478-0.00625276j 0.00165125+0.0113179j -0.0101643+0.00495131j 0.00754769+0.00122403j -0.00319866-0.00401174j 0.00728907-0.0123608j 0.00578396-0.00536573j 0.009947-0.00137529j 0.0014913-0.0076209j 0.00840796-0.00954143j 0.00557606+0.00559867j 0.0022836+0.00166919j -0.00433973-0.000177395j -0.000861657+0.00761902j -0.00602469+0.000459272j -0.00618055+0.0102351j 0.000428377+0.00991532j -0.00360972-0.00803331j 0.00790752+0.00307325j 8.0236e-05-0.0134285j 0.00382446+0.0144454j -0.0085354+0.00443903j -0.00152905+0.00369802j 0.0117295-0.012662j -0.00369259-0.00485689j 0.0189196-0.00794607j 0.00813123+0.00310753j 0.00125196-0.00105797j -0.00326455+0.00946216j 0.006315-0.00125386j 0.00471109+0.000538733j -0.000402747-0.00239387j -0.0046949-0.000692521j 0.000324356+0.00226163j 0.0045047-0.00395184j -0.00248919+0.000168587j -0.00187086+0.00528442j -0.00236171-0.0032655j -0.00559367-0.00131153j -0.00414078-0.00139277j 0.0056208-0.00264249j 0.000934153+3.77468e-05j 0.000801974+0.00232674j -0.00154247+0.00218394j 0.0027962+0.00313284j -0.00857581-0.00204663j -0.00385237-0.00511107j -0.00154389+0.000588502j -7.71037e-05-0.00118753j 0.00243781-0.000480012j -0.000184413-0.00191091j -0.0037981+0.000705226j 0.00143637+0.00165187j -0.0013418+0.000314198j -0.00691467-9.77413e-05j -0.00547923-0.00264651j -0.010603+0.000292863j -0.00676963-0.00250158j 0.00291546-0.000833724j 0.00363584+0.000890957j -0.002567-0.000564979j -0.000248322-0.00252647j 0.00262653-0.00238768j 0.000902201+0.00183034j -0.00421257-0.00538142j 0.000471517+0.00220867j -0.00163306-0.000267889j 
