0.00215047-0.000331293j 0.00660777+0.00517381j 0.0190354-0.0039737j 0.00737693-0.00210101j -0.0274935+0.00558286j -0.0112381+0.00302678j 0.00917023-0.00306479j 0.00430871-0.00111724j 0.00488918-0.00166461j -0.0343806-0.00715717j -0.00847954-0.0102945j 0.00966902+0.00632382j -0.00235819-0.00205643j 0.00123688-0.00621867j -0.00667441-0.0211269j 0.00379753+0.0105315j -0.00317761+0.0072827j 0.00140737-0.00167368j 0.000473143+0.00461371j -0.000543147-0.00376099j -0.00136066+0.00766889j 0.001361-0.0126015j -0.000838128+0.0112586j -0.000689155-0.000781294j -0.003816-0.00642605j 0.000224761+0.0044904j 0.00318247+0.00355813j 0.000161328+0.0172295j 0.00105536+0.012305j 0.00227337-0.006981j 0.00125551-0.017014j 0.00597292-0.00443371j 0.00432334-0.0142296j 0.000955915+0.00944413j -0.00219093+0.00651121j -0.000737739+0.00283684j -0.000357072+0.00354085j 0.00371381-0.00287892j 0.00123919-0.00175303j 0.00101315+8.43129e-05j -0.000870458+0.000697651j 0.000773471+0.00148151j 0.000941499-0.00116125j -0.00313797+0.00348006j 0.00108212-0.000135473j 0.0012792+0.000142029j 0.00105539-0.00174552j 7.52123e-05+0.00170779j -0.000872947-0.000543816j -0.00171712+0.00213314j 0.00189981-0.000656181j 0.00124798+6.56606e-05j 0.00358386-0.000839403j -0.00231731-0.00216466j -1.92975e-05-0.00255702j -0.00356213+0.00438195j 0.00333909+0.00405617j -0.00065948+0.00589692j -0.00235219+0.000187843j -0.00131801+0.00286323j -3.32411e-05-0.000891197j 0.000298342-0.000500905j 0.000766948+0.00160863j -0.00184593+0.00117697j 0.00142023-0.00111257j 0.000691877+0.00338973j 0.00162277+0.00333482j -0.00108578+0.00233361j -0.000234456-0.000850225j 
-0.000809785+0.00407638j -0.00324467+0.00943778j 0.00540199-0.0108351j -0.00221941-0.0025011j 0.0104004+0.0119571j 0.00719345-0.0033392j -0.0073469-0.00152871j -0.00581416+0.00401508j 0.000716691-0.00674491j 0.00134404-0.00538244j 0.0103165+0.00145638j -0.000623886-0.0106147j 0.00614204-0.0110206j -0.0128443+0.0147415j 0.000756057+0.00470423j -0.00785647+0.00231175j 0.00320314+0.0203065j 0.0198187-0.001795j 0.00797017-0.0224332j -0.00253928+0.0140619j -0.000479129+0.0031006j -0.0023181+0.00577628j 0.00296554-0.00729756j -0.00434912+0.00335349j -0.0104528+0.00397892j -0.007198+0.00783401j 0.00092872-0.0139866j -0.0112508+0.0166883j -0.0185503+0.00870251j 0.0153713-0.00790182j 0.0131009+0.00724222j 0.00586017-0.000552713j 0.0228543+0.0160235j 0.00186604-0.00164604j -0.00422168-0.00456663j -0.00841093+0.0162505j 0.000927721+0.0020958j 0.0203983-0.017565j -0.01724+0.0114586j 0.00460596+0.00850602j 0.00347265-0.0190288j 0.00413067+0.0172842j 0.0100225+0.00289109j 0.011203-0.000736228j -0.0121915-0.0178778j -0.00168811-0.00262247j -0.00037358+0.00866516j -0.000520454-0.00361543j 0.0020625-0.00046285j -0.0155443-0.0098452j -0.00116809-0.0264694j 0.00184182-0.00872601j 0.00407036-0.0123979j -0.0141489-0.00159089j 0.00425975-0.0104572j 0.00270579-0.00317298j -0.00128992-0.0198596j 0.01621-0.00949651j -0.00638498-0.00222812j 0.000867055-0.00729772j 0.00610646-0.000120698j 0.00095497-0.00171003j -0.00624733-0.00661738j -0.00167467+0.000506706j 0.000738688-0.00146126j -0.0104201-0.00872759j 0.00433248-0.00365175j 7.44992e-05-0.00606818j -0.00375777+0.000674421j 
0.0127515+0.00281706j 0.0143986-0.009616j -0.0177527-0.0244101j -0.0255895+0.0106294j 0.00787267+0.00925715j -0.00674325-0.00305025j 0.0093897-0.00191986j -0.00322209+0.0029164j -0.00768539+0.00381642j -0.0060751+0.00942624j 0.0164677+0.0140067j 0.0132438+0.00625085j -0.0013431+0.00847696j -0.000982107-0.00105194j 0.00831282-0.000392195j -0.00918496+0.00181437j 0.00394195-0.000428719j 0.000681371+0.00130202j 0.0110617-0.000771986j 0.00899179-0.00658055j 0.0202265-0.0092112j 0.00144312-0.00320354j -0.00487134+0.006235j 0.000597836-0.00246051j -0.00901819+0.00066722j 0.00270558-0.00378284j 0.00168814+0.00335498j -0.00560789-0.00148379j -0.0139794+0.00348882j 0.00548922+0.00595846j -0.0118322-0.00146928j -0.00222775+0.0107115j 0.000980785-0.0104255j 0.00238585+0.0105475j -0.00151294+0.00116189j 0.00033982-0.00505469j -0.00658809+0.00784844j -0.012732-0.0167889j 0.0208723+0.00253973j -0.00402106+0.00919301j 0.00212601-0.0138475j 0.0139377+0.00366219j 0.00757849+0.00438528j 0.00095204-0.00652756j 0.0104677-0.00839352j 0.00208612+0.00142207j 0.00130545+0.000655586j -0.000328459-6.36929e-05j 0.0104515+0.014049j -0.00279873-0.00400607j 0.0107523-0.0105497j 0.00506524-0.0121686j 0.0071823-0.00362874j -0.00215879-0.00836982j 0.00159329-0.000450221j 0.00186174-0.00906313j -0.000973251+0.00484515j -0.00372174+0.000151583j 0.00230615-0.0012875j 0.002055-0.000227271j -0.00451794+0.00194338j -0.00173035-0.0023771j 0.00282695+0.000929266j 0.00452377+0.00432878j -0.00340085-0.00319174j 0.0016359-0.00383334j 0.000343861-0.00240593j 0.00248523+0.00193237j -6.01679e-05+0.000141039j 
0.0024339+0.00480999j 0.000498896-0.00174103j -0.00823085-0.0203059j -0.000670652+0.00547774j 0.0277559+0.00806563j -0.00291269-0.00979731j 0.0112682+0.00166452j 0.00278102+0.00111609j 0.0102661-0.00505435j 0.0145863+0.000546953j 0.00699355+0.014343j -0.00172378+0.000348837j 0.0049308-0.00170895j -0.00143118-0.0102341j -0.0142462+0.0134767j -0.00415088+0.000625658j -0.0111416+0.00834717j -0.0159853+0.00850601j 0.0145181-0.00802125j 0.00371505-0.00188892j -0.0212341+0.0122903j 0.000201991-0.00831873j -0.00978333+0.0158512j -0.00631448+0.00536918j 2.89633e-06-0.00233926j 0.0212988-0.00950861j -0.0057896+0.00159441j 0.00952129-0.00855255j 0.0138076-0.0145702j 0.00220689+0.000621023j 0.00335863+0.00722702j -0.000877215+0.00731016j -0.00389034+0.000501462j 0.00386797+0.00498635j 0.0157587-0.00523176j 0.00830385-0.000159977j -0.00672748-0.00126434j -0.00487766+0.012587j -0.0217085-0.00893881j 0.00483268-0.0126258j 0.00779546+0.0131533j -0.0161342-0.00622865j 0.0055887+0.000424195j 0.00357512+0.00159348j -0.00522796+0.000972805j -0.00411689-0.00312704j 0.00318319+0.00372699j -0.0045639-0.00222487j -0.00587379-0.0086524j -0.00658837+0.00595644j -0.00751836+0.0166446j 0.00260328+0.0194199j 0.003664+0.00394998j 0.00402221+0.0121704j 0.000687356+0.00179394j -0.00515669+0.00314822j -0.0014872-0.000260623j 0.00125533-0.000214443j -0.00176466-0.000644038j 0.00377503-0.000482691j 0.00293542+0.00563668j 0.00344236+0.0032194j -0.00308495-0.005966j 0.000329288-0.00339796j 0.0015421+0.00462657j 0.00236517+0.00590853j 0.0035676+0.000997609j 0.00471896+0.00732402j -0.00240703+0.000109242j 
-0.00660504-0.00626428j -0.00739404-0.00562844j -0.000308658+0.0127947j -0.00128003+0.00717292j -0.024635-0.0203093j 0.000999667-0.00463939j -0.00996714+0.00131704j -0.0027925+0.00409188j -0.0135574-7.19227e-05j -0.00738616+0.00498418j -0.00963859-0.00353417j 0.0127223+0.00237765j -0.0057922+0.00270815j -0.00853794-0.021468j 0.0107241-0.00355639j -0.0151379-0.0040338j -0.0126613+0.00477039j -0.0245256+0.0175303j 0.0247964-0.00288794j 0.0089865+0.0013592j 0.00199943+0.00335555j -0.0149129-0.00543788j 0.00495488+0.0103711j -0.00416231+0.00248939j -0.00785649+0.0118889j 0.02468-0.0140542j 0.00381219-0.00914825j 0.00300037-0.0227673j 0.00961185+0.00111781j -0.000595553+0.00435525j -0.00147136+0.0116597j 0.00205067+0.00635429j 0.00214083-0.00438012j -0.000391832+0.00117922j 0.00433779-0.000378987j 0.00901289-0.000997234j -0.00844341+0.00271437j -0.00340472-0.00840579j -0.00661273+0.00236782j 0.0122466+0.00192853j 0.00257477-0.00787517j -0.00275585+0.00852166j 0.0224943-0.000219967j -0.00299066+0.000936286j -0.00135862-0.0167133j 0.000879523-0.00459141j 0.000417231+0.00640683j 0.000760127-0.00286962j 0.00671835+0.00756831j -0.0132943-0.00567761j -0.00167705-0.00657369j 0.00980178+0.00324661j 0.0107927+0.00367737j 0.00394376+0.00404857j 0.00527901-0.00737213j -0.0016279-0.00581238j -0.000184205-0.00342503j -0.00122788-0.00160941j -0.00285963-0.000803966j 0.00414437-0.00249399j 0.00524224+0.00725024j 0.00274961-0.00101059j -0.00114542-0.00586313j 0.00292043+0.00121907j 0.00233177-0.000387688j -0.000450333-0.00114174j 0.000298947-0.00197913j 0.00335205+0.00565244j -0.00193396-0.000359266j 
0.0122243+0.00784775j 0.0108623+0.0116664j -0.0134607+0.00120513j -0.00600328-0.00944155j 0.00275223-0.00090205j -0.00435132-0.0200053j 0.00418456+0.0213546j 0.00900347-0.000711638j -0.00524976-0.00373891j -0.00158274-0.00210492j 0.00740285-0.00446334j 0.00608604+0.00139877j -3.97898e-05-0.0025327j -0.00923738-0.00836848j -0.00208734+0.00910608j 0.000719247+0.00443243j -0.00117013-0.0154697j 0.00835226-0.0145068j -0.00432639+0.00801428j -0.00117065-0.002093j 0.00645573-0.00426704j -0.00205778-0.00596534j 0.00168279+0.000573546j 0.00289763-0.00182238j 0.00679703+0.00148019j -0.0026814+0.0091036j -0.00284586+0.00402056j -0.0158886+0.00173737j -0.00779656+0.00704145j 0.0027661-0.00582934j 0.0045785-0.00577683j -0.00343229-0.00486805j -0.00835899+0.00098593j -0.00372879-0.0109153j -0.00556993+0.00223233j -0.00100445+0.000773061j 0.0124878-0.00253692j 0.00349749+0.00166439j -0.0126004+0.00784833j 0.00935558+0.00797234j -0.0104104-0.00655143j -0.00784432+0.00852167j 0.000408368+0.00202231j -0.00611953+0.000326769j 0.00138466-0.0173296j 0.000567708-0.00630529j -0.00581341+0.00544283j 0.00393406-0.00282848j -0.00250189-0.0141268j 0.00514173-0.00203103j -0.00766669-0.00635976j 0.00273682-0.000840418j -0.000242656+0.0040601j 0.00503573-0.00693257j -0.0191056-0.0119285j 0.00610062-0.0132353j -0.000182999-0.0012102j 0.00704244-0.00661569j 0.000727854-0.00429228j 0.000973157-0.00360099j 0.00115227-0.002156j -0.000177236-0.00351109j 0.00330516-0.00126431j 0.00320373-0.00655554j -0.00128716+0.00240741j -0.00202553+0.00583574j -0.0037937+0.00636213j -0.00208779-0.0049521j 0.00171621-0.00074778j 
0.00152595-0.00377671j -0.00903221-0.000694306j 0.0205616+0.00487911j 0.0108023-0.00491516j 0.0275323-0.0154075j 0.00852863-0.00128781j -0.00236562+0.00645479j 0.00196834+0.00174092j 0.0131558-0.00425239j -0.00456898+0.014423j -0.00694813+9.51768e-05j 0.00484166+0.00277419j 0.00462223+0.00654521j 0.00449477+0.0083996j 0.0202886-0.0138511j -0.00779831+0.0224042j 0.0167451-0.00330765j -0.0165325+0.0204727j 0.00308321-0.0194314j 0.00971698-0.0119492j 0.0139541-0.0182626j -0.00577566+0.00640884j 0.00106431+0.00151373j 0.000308863-0.00085017j -0.0139181+0.00841299j 0.0128025-0.0185298j 0.00336135-0.00773867j 0.0087445+0.00267174j -0.0190261+0.0100779j -0.00192575+0.00464927j -0.0110206-0.00271171j -0.0102081+0.00405396j -0.00107235-0.0142867j -0.00158551+0.00274175j -0.0043994+0.00239837j -0.000459274-0.00628441j 0.00976428-0.00499878j -0.000803336-0.00206836j 0.0243083+0.00647593j 0.000337869+0.000555112j -0.00610819+0.00289574j 0.0172881-0.000541598j 0.00493191+0.00222091j 0.0035687-0.00498892j 0.0109205-0.0115421j 0.00457339+0.0047294j -0.00830811-0.00359487j 0.00983898+0.00447259j 0.00473171-0.00662469j 0.00647613+5.77338e-05j 0.00303881+0.000887953j 0.004071+0.00647776j -0.000556069-0.000167852j 0.00341522+0.00288613j -0.000957249+0.000188259j -0.00150684+0.00198874j -0.00191169+0.0160398j -0.0073228+0.000187202j -0.00132029+0.000717178j -0.00301348+0.00313872j -0.00469057-0.0028056j -0.0026682-0.00126895j 0.00224013+0.00276591j 0.00401567-0.00110919j -0.00419959-1.15889e-05j 0.00294131+0.00360518j -0.000726858-0.00125579j 0.000389335+0.00551691j 0.00136727+0.00115223j 
0.000335043+0.00181937j 0.000176435-0.00111477j -0.000445279+0.00169073j 0.00153022+0.00461833j 0.00769677-0.00488973j 0.00546475-0.00284288j -0.00260058-0.00234428j -0.00359438+0.00246903j 0.00363091-0.00310997j 0.00844617-0.00147813j 0.00313467+0.00269875j -0.00466812-0.00187567j -0.000253728-0.000302376j 0.021832-0.00790434j -0.0098866-0.00109673j 0.00966519-0.00354438j 0.00283989+0.00452005j -0.000455497+0.00586778j -0.0135233+0.00162321j 0.00186703+0.00513521j -4.52239e-05+0.0184555j 0.00456972-0.00694723j -0.00772764+0.00971655j -0.00143931+0.00379065j 0.000993718-0.0050529j -0.0012115-0.0117977j -0.000692931+0.000308503j 0.0017955-0.0162531j 0.0109999-0.0146097j 0.00380602-0.00232793j -0.00646867+0.00051358j 0.00233+0.00058903j -0.00500456+0.000836179j 0.00867434+0.00327393j -0.00952061+0.0142279j -0.00980263-5.76694e-05j 0.0107176-0.00354657j 0.0361185-0.00115499j -0.00549689+0.00281068j 0.00415936+0.00834216j -0.00553788+0.00490141j 0.00761149-0.0020639j 0.010326-0.00942833j -0.00743341+0.009203j -0.0050197-0.00375745j 0.00492373+0.00195584j -0.00536165-0.00823433j 0.00776018+0.00493876j -0.00513448-0.00132434j -0.00637199+0.00148616j -0.00665412-0.00505665j 0.00651429-0.0012791j -0.00787961+0.00575135j 0.00328257+0.00210973j 0.0104436-0.00159692j 0.00280586-0.000331854j -0.00466332-0.0033388j -0.00150579+0.00316734j 0.00367536-0.00048591j -0.00355723-2.57265e-05j 0.00318155-0.00185006j 0.00476364-0.000474485j -0.00214026+0.00221562j -0.00937291-0.00305542j 0.0100048+0.00125636j 0.00173214-0.0062115j -0.00415371-0.000164618j -0.00653891-0.00778586j 0.00322828-0.000646352j 
-0.00466788+0.00604518j -0.0049881+0.00454499j -0.0102806-0.00174152j 0.000526803-0.00811401j -0.00389577-0.00440303j -0.00378581+0.00353524j 0.00376501-0.00355548j -0.000350783-0.00418406j 0.00104729-0.0027455j 0.004-0.00504075j 0.00595619+0.009693j 0.0155418+0.00779278j 0.0182756+0.0016777j -0.0433107+0.0274807j -0.00141733+0.00500638j -0.0131826+0.0122598j -0.00841896+0.0109426j -0.00886256+0.00422898j 0.0210274-0.0214826j -0.000131009-0.0063146j -0.0108991+0.000349119j -0.0186507+0.0131262j 0.0119043-0.00865622j -0.00603207+0.00314946j -0.00107768+0.00165095j 0.00701271-0.00848695j -0.00602645+0.00328164j -0.0245279+0.0120698j -0.00249363+0.00132852j 0.0160323-0.000253654j 0.00596724-0.0189151j 0.00886025+0.00211163j -0.00407591-0.00281988j 0.000385221+0.00955363j 0.00895262-0.00369176j -0.00405727+0.00982304j 0.00902347-0.0108779j 0.016566+0.0156577j 0.00774617-0.0136586j -0.012764-0.00271841j 0.00547244-0.00238263j 0.00805056+0.00263127j -0.0033393-0.0211912j -0.0010809+0.00705679j -0.00121964+0.00991995j 0.000205207+0.00956354j -0.000514859-0.0136875j 0.00107885+0.00985865j -0.00363129+0.00956601j 0.00258271+0.00887863j -0.000350506+0.0181599j -0.0102452+0.0095857j -0.00317412-0.00375162j -0.00198904-0.0146589j 0.00871671-0.00952916j -0.00233368+0.00250176j -0.00531868-0.010165j 0.00749917-0.0103188j -0.0028038-0.0056322j 0.00226933-0.00587475j 0.00591037-0.00129553j 0.000200374+0.00356813j -0.0104655-0.00470384j -0.00239005-0.000404305j -0.000759424+0.00109664j -0.00333441-0.000868272j 0.00177346-0.00236033j 0.00155146-0.0045667j -0.000713342+0.00276344j 
0.000208013+0.00603998j 0.017451+0.00480565j -0.0107902-0.0161467j -0.00285219+0.000898992j 0.000878184-0.0143372j -0.00389818-0.00423897j 0.00267626-0.00363053j 0.00099518-0.00132431j -0.00389582-0.00358933j -0.00993973-0.00151119j -0.0036998+0.00272642j -0.0247398-0.00768791j -0.0187547+0.00380322j -0.00958511-0.000310532j 0.00440471-0.00334432j -0.00323239+0.00286393j 0.00264269+0.000381071j -0.0194419+0.00660683j -0.00830891-0.00323056j 0.0059839-0.00748024j 0.00697286+0.00289907j -0.0100109+0.000309613j 0.00262096+0.0078257j 0.00455337+0.00292794j 0.0136823+0.00263489j 0.0243496-0.0140634j -0.00222455+0.00635557j 0.00204102-0.010124j 0.0208884+0.00418085j -0.0150764-0.00374586j 0.0226006+0.00013701j -0.013404-0.000874216j 0.0151796-0.00171944j -0.018069+0.00304549j -0.00652491+0.00725246j 0.00533752+0.00275099j 0.0204814+0.00143592j 0.00808922-0.0106016j 0.0181109+0.00672606j -0.00987376+0.0083376j -0.000999713+0.0053956j 0.0196486-0.00989104j -0.00626991+0.000907912j 0.00625532+0.00282537j 0.011424+0.00786519j 0.00474809+0.00254065j -0.0059749-0.00746285j 0.00659742+0.00296691j -0.00234217-0.000649772j 0.00445876-0.00155515j 0.000213751-0.0105085j 0.00535613-0.00419385j -0.00727373-0.00615709j -0.0006064+0.0144443j 0.00225916+0.0158302j -0.0093067-0.00219268j -0.0132104-0.00599071j -0.000117229-0.00524785j -0.00583916+0.00028409j -0.00799647+0.000287988j 0.000144019-0.00528538j -0.00460853+0.000339032j 0.00566292+0.00518117j -0.00465688+0.00226177j -0.00189285-0.000272586j 0.00321945+0.00518019j 0.00414343+0.00297675j -0.00570201+0.00188755j -0.000152533-0.000152946j 
-0.000924602+0.00513546j -0.00400002+0.0137471j 0.0148999-0.0187556j 0.0132514-0.00284107j 0.00168541-0.0206255j 0.00669844-0.00968675j -0.00844564+0.000910495j -0.00402421-0.000551496j 0.00569885-0.0109273j -0.00248887-0.00257622j 0.00194465+0.00361825j -0.0326629-0.019697j -0.0137345-0.00401383j -0.000462145-0.0132917j -0.0210012-0.000851152j 0.0295578-0.00328834j -0.0218745-0.0130268j 0.014642-0.00734933j -0.00112415+0.010874j -0.0105371-0.00226955j 0.00266693-0.00660366j 0.00348097-0.00430653j -0.000536396+0.00606539j -0.000376161-0.000116789j -0.013116+0.00442647j -0.00625222-0.00249905j 0.00682211+0.00123418j 0.00521648-0.00634387j -0.0175144+0.0144246j 0.00503267-0.0107987j -0.00292014+0.00507239j -0.00245487-0.00194869j 0.0241452+0.00456064j -0.00133853-0.00755483j 0.0179293+0.00513464j 0.00357347+0.00192054j -0.0170734+0.00685607j -0.000923724+0.00670325j 0.0235256-0.00623289j -0.0178663+0.00646166j 0.0100857-0.0122567j 0.0155258+0.00718181j -0.00403885-0.0107674j -0.00412475+0.0077293j 0.00201102+0.005588j 0.00318132-0.000952321j 0.00581079+0.006543j -0.00530438-0.00765082j 0.013459+0.011182j 0.000146921+0.00124637j 0.0128542+0.00934629j -0.00703268-0.00640713j 0.00935196+0.00640401j -0.00502029-0.0096545j 0.00672342-0.00222431j -0.00532414-0.00486601j 0.00684152-0.0215227j 0.0175531+0.00184636j 0.00365728-0.00444378j 0.00500331-0.00287878j 0.00599284+0.00319766j -0.00512434+0.000284712j -0.000454018-0.0018821j -0.00603375+0.00374033j -0.00261273-0.00226509j -0.0016898-0.0038509j 0.00210766+0.00440812j -0.000309244-0.00785934j -0.00131981-0.00283272j 
-0.00349324+0.00440555j -0.00208217+0.014477j -0.0145215-0.00921253j 0.000570411-0.0245609j 0.0139763-0.00668858j -0.0031735-0.00204853j 0.0034147+0.0139321j -0.000363073+0.0043063j 0.00108088-0.00107781j 0.00337114-0.000609996j 0.00454522+0.00259898j 0.0195361+0.0265531j -0.00629172+0.00651254j -0.00398808-0.0109747j 0.00754117-0.000987855j 0.000893227-0.0150286j -0.00379929+0.00316053j -0.000849022+0.00736644j -0.00656784+0.00695724j -0.00130068+0.0045914j 0.000214059+0.0119235j 0.00334974-0.00182607j -0.00587329-0.0062925j 0.00281493+0.000210585j 0.00555734+0.0108359j 0.00862272+0.00205568j -0.0021623-0.00481981j 0.00298486-0.0208564j -0.00402578-0.000748294j 0.0101798+0.00749538j -0.0107461+0.00394323j 0.0126276+0.00388172j -0.0070778+0.00284934j 0.00814236+0.00191052j -0.00668471-0.00313236j -0.00459997+0.00382183j 0.00113418-0.00314699j 0.00573795-0.0042482j 0.0195911+0.0033472j -0.00843381-0.00460868j 0.0047689+0.00213334j 0.0116291+0.00418969j -0.0171048+0.000658005j 0.00518925+0.00486372j 0.00146499+0.00474293j 0.0030806+0.0028889j 0.00117425-0.003733j -0.00157222+0.000153912j -0.00168987+0.020689j 0.00500431-0.0117723j -0.000710746-0.0106621j -0.00412115-0.00814503j -0.0105763+0.00167521j -0.00168107+0.00600105j 0.0142408-0.00226637j 0.00756074+0.0100194j 0.0131839-0.00315201j -0.0132217+0.00511457j -0.00681037-0.000347906j -0.00678195+0.00204061j 0.00291412-2.64952e-05j -0.00222723+0.000431569j -0.00173358+0.000191712j -0.00328849+0.00283385j -0.00197644-0.00245343j 0.00494015-0.00903725j -0.000298369-0.00583642j -4.54755e-05-0.0037645j 0.00141456+0.00124683j 
0.00848587+0.000670102j 0.0197606-0.00101685j -0.00715676+0.0165088j 0.000441343-0.00344097j 0.00383236+1.63976e-05j -0.00195424+0.0110463j 0.00328154-0.000519383j 0.00324965+0.00036921j 0.00167894+0.0081631j -0.00113505+0.00119601j -0.00543026+0.00212874j -0.0502585+0.00553341j -0.00501261+0.000639739j -0.00199113-0.00243344j -0.0104849-0.0105248j 0.00988995-0.0011054j -0.00461286+0.00268013j 0.00680998+0.0188012j 0.00967664-0.00311864j -0.00385597-0.00110376j -0.00328263+6.21014e-05j 0.00378431+0.00506891j -1.68817e-05-0.00873805j -0.00263327-0.0028159j -0.00763969+0.00164805j -0.00649913-0.00396792j 0.00316765-0.00512822j 0.0062349-0.00634058j 0.00406267-0.0120197j -0.0144993+0.0159769j 0.0108254+0.00424001j -0.0247762+0.00758604j 0.0132936+0.00517941j -0.0204847+0.0113578j 0.0121191-0.00140087j 0.0122211-0.0127282j -0.00259342-0.00987415j 0.0106925-0.00454574j -0.0101093-0.00277405j 5.94921e-05-0.0089743j -0.0111832-0.00676358j 0.00518681+0.0102168j -0.00306891-0.00388785j 0.0015537+0.001747j -0.00267572-0.00179265j -0.00407987+0.00218449j 0.00854241+0.00218562j -0.00508795+0.00133362j 0.00800816+0.0132367j -0.000911026-0.00686202j -0.00145377-0.00870515j 0.00765996+0.0159062j -0.007303-0.00852715j 0.0174615+0.0154356j 0.00710123-0.00256881j -0.00611119-0.0184919j 0.00436036+0.0364547j 0.00584926+0.00451517j -0.00749604+0.00701709j 0.00769395-0.00028666j -0.00425175+0.00887638j 0.00606029-0.000656356j -0.00756242+0.00416428j -0.000449204-0.00339887j 0.0067531+0.00100073j 0.00520307+0.00216166j 0.0107771-0.00765147j 0.0155506+0.0244727j -0.00667794+0.000615051j 
-0.00336067+0.0023972j -0.00656558+0.00602604j 0.000241474-0.0106022j 0.000441293+0.00474327j -0.00204124-5.02347e-05j 0.000868109-0.00779109j -0.00256286-2.52057e-05j -0.00115436+0.00107796j -0.00153983-0.00477265j -0.00335561-0.00258754j -0.00913686-0.00901826j 0.0167599-0.0227266j -0.000529702-0.0123535j -0.00062993-0.00181202j 0.00692164+0.00494749j -0.00321476-0.00341369j -0.000426974-0.00367987j -0.00463658-0.0128095j -0.00226314+0.000687541j 0.00197364+0.000785079j -0.000394271-0.00578459j -0.00226636-0.00572301j -0.000302411+0.00604434j 0.000967407+0.000241586j 0.00381146-0.000611419j 0.0109124+0.0102153j -0.00109203+0.00415519j 0.00269619+0.00550614j 0.00126816+0.0141622j 0.00487237-0.0128653j 9.08123e-05+0.0149092j 0.0084953-0.00311871j -0.00221121+0.0132792j 0.00571862-0.00116585j -0.0145543-0.00164604j -0.0104442+0.0034902j -0.0034362-0.0156508j -0.00871439+0.00427j -0.00559659-0.018142j -0.0189996-0.013154j -0.00253973-0.019348j 0.0088782+0.014951j 0.00515495+0.00184609j -0.00556775-0.00141959j 0.00441438+0.0079999j -0.000599585-0.00357477j 0.0133486+0.0128269j -0.00711352-0.00724974j 0.01392+0.00566446j -0.0083238-8.64878e-05j 0.00200846+0.00630265j 0.0229097+0.0163361j -0.0220475-0.0119657j 0.012906+0.010813j 0.00156861+0.00862174j -0.00593948-0.00618564j 0.026107+0.0391212j -0.00461094+0.0124076j -9.68627e-06+0.0192146j 0.0151037-0.00335869j -0.00687746+0.0102719j -0.00125968-0.00151976j -0.00490315+0.00688151j -0.00155089-0.00907645j -0.00152071+0.00522408j 0.000736514-0.000649153j 0.00594243-0.0147281j 0.0268592+0.0283986j -0.00975305+0.00236093j 
-0.0102005+0.00169196j -0.00927792+0.00711654j -0.00478072-0.0171375j -0.00289761+0.00120419j 0.00248165-0.00390511j 0.000826922+0.00174525j -0.00220109-0.00361182j -0.0082528+0.0016844j -0.000993459+0.00119125j 0.00605915-0.0097114j 0.00178781-0.000671014j 0.00827149-0.00554421j -0.0103483+0.00362876j 0.000468524-0.011214j -0.0028464+7.11396e-05j -0.00211758-0.00964098j -0.00734997+0.00307515j 0.0053331+0.00359592j -0.000871024+0.0126615j 0.00234294+0.00111463j 0.00922782-0.0050662j -0.00175456+0.00518707j 0.00126523-0.0100444j 0.00384592-0.00408311j -0.000195127+0.0084234j 0.00111107+0.0071636j 0.00217848-0.00800404j -0.00179623-0.000983118j -0.0100108+0.00777509j -0.00635813+0.00879856j -0.000985598+0.00706821j -0.0112639-0.00299339j -0.0166824+0.00158352j 7.04152e-05-0.0110461j -0.0104076-0.00786908j 0.0016563+0.00297078j -0.00281551+0.00545657j 0.00751893-0.00908409j 0.00903024+0.00584322j -0.00644656-0.00452843j 0.00460117+0.00776286j 0.0101428-0.00459552j 0.00225157+0.00668753j -0.00407452+0.000862559j -0.00597752+0.0166726j 0.00112149+0.000444916j -0.00776429-0.00330808j 0.00692979+0.0033569j 0.0112324-0.00912328j 0.00435866+0.00619748j -0.000471047+0.00359997j -0.00351621+0.0115539j -0.00683535-0.00403495j 0.00311909+0.00456857j -0.000624532+0.00345654j 0.00956171-0.0116444j -0.00451143+0.00381996j 0.00146254-0.0149919j 0.00234504+0.0019449j 0.0124667-0.0108328j -0.00158602+0.00302178j -0.00218001+0.00332911j -0.00885681+0.00449227j -0.00681554-0.00398541j -0.000880597+0.00424251j -0.0136335+0.00634317j -0.0108799-0.00177254j 0.00629848+0.0038988j -0.00207981+0.00194133j 
