0.00215047-0.000331293j 0.00660777+0.00517381j 0.0190354-0.0039737j 0.00737693-0.00210101j -0.0274935+0.00558286j -0.0112381+0.00302678j 0.00917023-0.00306479j 0.00430871-0.00111724j 0.00488918-0.00166461j -0.0343806-0.00715717j -0.00847954-0.0102945j 0.00966902+0.00632382j -0.00235819-0.00205643j 0.00123688-0.00621867j -0.00667441-0.0211269j 0.00379753+0.0105315j -0.00317761+0.0072827j 0.00140737-0.00167368j 0.000473143+0.00461371j -0.000543147-0.00376099j -0.00136066+0.00766889j 0.001361-0.0126015j -0.000838128+0.0112586j -0.000689155-0.000781294j -0.003816-0.00642605j 0.000224761+0.0044904j 0.00318247+0.00355813j 0.000161328+0.0172295j 0.00105536+0.012305j 0.00227337-0.006981j 0.00125551-0.017014j 0.00597292-0.00443371j 0.00432334-0.0142296j 0.000955915+0.00944413j -0.00219093+0.00651121j -0.000737739+0.00283684j -0.000357072+0.00354085j 0.00371381-0.00287892j 0.00123919-0.00175303j 0.00101315+8.43129e-05j -0.000870458+0.000697651j 0.000773471+0.00148151j 0.000941499-0.00116125j -0.00313797+0.00348006j 0.00108212-0.000135473j 0.0012792+0.000142029j 0.00105539-0.00174552j 7.52123e-05+0.00170779j -0.000872947-0.000543816j -0.00171712+0.00213314j 0.00189981-0.000656181j 0.00124798+6.56606e-05j 0.00358386-0.000839403j -0.00231731-0.00216466j -1.92975e-05-0.00255702j -0.00356213+0.00438195j 0.00333909+0.00405617j -0.00065948+0.00589692j -0.00235219+0.000187843j -0.00131801+0.00286323j -3.32411e-05-0.000891197j 0.000298342-0.000500905j 0.000766948+0.00160863j -0.00184593+0.00117697j 0.00142023-0.00111257j 0.000691877+0.00338973j 0.00162277+0.00333482j -0.00108578+0.00233361j -0.000234456-0.000850225j 
-0.00191123+0.00858043j -0.00174267+0.0086538j -0.0138321+0.0145959j -0.00537747+0.00873608j 0.00402707-0.00362781j 0.000500845+0.00226167j 0.00344252-0.0055783j -0.00101132-0.000788721j 0.00364357+0.00239962j 0.00436658-0.00554206j -0.0090909+0.00614851j 0.0300477-0.0542353j 0.0291447-0.0155234j -0.00347321+0.00707909j -0.00359371-0.0158652j 0.00850367+0.0184084j 0.00797443-0.011258j 0.00174365+0.014937j 0.0081412-0.00200134j -0.000411973-0.0085819j 0.00349577-0.00191973j -0.00790679+0.0151361j 0.00439764-0.0104134j -0.00383206-0.000514996j -0.00996756-0.00464062j 0.00102744-0.0140833j -0.00152404+0.00370439j -0.00185497+0.00846708j -0.00285862-0.00312384j 0.0128481-0.0105271j -0.0176863+0.00521136j 0.00247148-0.0175869j -0.0128593+0.0264824j 0.00306139-0.0127827j -0.00998564+0.0160152j 0.0106876-0.00653239j -0.0100354+0.00184441j 0.00608299+0.0225394j 0.00234687+0.0012233j 0.0031018+0.00656201j 0.00951132-0.00965617j -0.00624391+0.00582681j 0.00212-0.00673265j -0.00526774+0.0037475j -0.00998924+0.00617058j 0.000625519-0.00656133j -0.00397834+0.0220308j 0.00178075-0.0188563j 0.00528369+0.0107683j -0.0017115-0.00508861j -0.00118078+0.00798301j -0.00454069-0.00800893j 0.00560581+0.0147094j 0.00848073+0.00044652j 0.00628266+0.00123096j 0.0133013-0.00842632j 0.00161335-0.00502899j 0.00292209+0.0195202j -0.00307991-0.00588689j 0.00198272+0.00175891j 0.0102133-0.00244527j 0.00551289+0.000587877j 0.000994419-0.00160713j -0.0114325-0.00260041j 0.0145785+0.00120967j 0.00525474-0.0110664j -0.000158418+0.0130581j -0.00491903-0.00471251j 0.000927982-0.0100493j 
0.00238231-0.000218196j 0.00296729-0.00445834j 0.00455818+0.00755527j 0.0011067+0.00260369j -0.0019048-0.00276255j 0.00135507+0.00107001j -0.000176707-0.00303457j -6.00674e-05+0.000257129j 0.00128309-0.00136087j 0.000265778+0.000204846j 0.0023144+0.0109989j -0.00366157+0.00115196j 0.00405772+0.00541812j 0.000828326-0.00860005j -0.00798962-0.0058098j 0.00333065+0.000476392j -0.00500901-0.00100966j -0.000521795+0.00280595j 0.00940122+0.00805469j 0.000129969-0.00266424j -0.00175512-0.00153985j -0.0021744-0.00175003j 0.00187302+0.00199634j -0.00325989-0.00250872j -0.00499889-0.00348305j -0.00228139-0.00544898j 0.00130701-0.00133651j -0.00410397-0.00656073j -0.00563007-0.00739392j 0.00260128+0.0109183j -0.0017722-0.00690796j 0.000228142+0.00969939j -0.00872319-0.00106791j 0.00150683+0.010445j 0.0191008+0.0146822j 0.00338374+0.00710355j 0.0115288-0.00177794j 0.00390709+0.00663105j 0.00757657+0.000529029j 0.0185848+0.0120447j -0.00493093-0.00426873j -0.00110195+0.0039139j -0.0128608-0.0195247j 0.0169188+0.0143197j 0.0102071-0.00690769j -0.00202222+0.00548175j -0.0033661-0.0169813j -0.00046607+0.0125027j -0.0151893-0.00645521j 0.00638221+0.00647843j -0.0050318-0.0069759j -0.0107812-0.00309195j 0.0115039+0.0132604j -0.0138443+0.00566322j -0.00804967+0.00221241j 0.00745847-0.00299819j -0.0288071-0.0308448j -0.0165778-0.017743j -0.0327597+0.00684261j -0.0156509-0.0153574j -0.00812442+0.0169955j -0.00144323+0.000367744j 0.0131252+0.00352602j -0.00847802-0.00224572j 0.00459389+0.00307753j -0.0365396+0.00506448j -0.00217715-0.0191268j -0.00457268-0.00458715j -0.0131657+0.0107179j 
-0.00514163+0.00210222j -0.00175265-0.00114002j -0.00513094+0.00769716j -0.00217533+0.00132425j 0.00379878-0.00127352j -0.00166562-6.15396e-05j 0.00199389-0.00162981j 0.00100633+0.00061612j -0.00142287-0.00290243j 0.000421411-0.00173532j -0.00707406+0.00814801j -0.00582683+0.00628317j -0.00106835+0.000218658j 0.00226975-0.00418902j 0.00193913-0.00188289j 0.00368013-0.00218244j 0.00752878-0.00212191j -0.00276282-0.00337183j -0.00250407-0.00182404j 0.00106695-0.00123051j 0.0109197-0.00687631j 0.000734802-0.0107805j 0.0020301+0.00792066j 0.00329463-0.00211966j 0.00426111-0.00404276j -0.00936978+0.0084463j 0.000424462+0.00188167j 0.000909449-0.00388621j -0.00288965+0.00511295j -0.0119098+0.00726926j -0.0126501+0.00785388j -0.0295081+0.0238232j -0.0356842+0.0158886j -0.0317651+0.0312939j -0.00538307+0.010289j -0.00458471+0.00579328j -0.0153147+0.00626391j -0.0093398+0.00156684j -0.00675978-0.00255616j -0.011079+0.00165655j -0.00334218-0.00294413j 0.00595848+0.00165355j 0.00035244-0.00140095j -0.00327121+0.00205707j -0.00229185-0.000482152j 0.00239163-0.000970167j 0.00216811+0.00131132j -0.000554126-0.00222782j 0.00621927+0.00651588j -0.00670503-0.00320537j -0.00290317-0.00125178j 0.00714846-0.00563199j -0.00609366+0.000695681j 0.00482398-0.00169486j 0.0058598-0.0079337j 0.00618317+0.018063j 0.0144947-0.00733589j 0.00301209+0.0148534j 0.00933204+0.000992291j 0.0105673+0.0034646j -0.00224728+0.000831292j 0.000136047-0.0024703j -0.00707595-0.00125789j 0.0073195+0.00687518j -0.00528559-0.00694949j -0.00325032-0.00188196j -0.00291096+0.000305557j 0.0057133+0.00215349j 0.000686047-0.000694067j 
0.00309355-0.00101016j 0.000115282-0.00369026j -0.000899972+0.00205974j -0.0031033+5.17501e-05j 0.00222267+0.00454127j -0.00100056-0.00420691j -0.000945122-0.000514669j -0.0170496-0.00376669j 0.000950711-0.00536147j -0.00524677+0.00177133j 0.000799964-0.00039064j 0.0036533+0.00607793j 0.00104241+0.00633183j -0.000512365+0.00101687j -0.00167902-0.0087154j 0.00224128-0.00725604j 0.00536435+0.0134964j 0.00456041+0.00481251j -0.0057252+0.0107296j -0.00195489+0.00060035j -0.00332299+0.0148374j -0.00303648+0.00499122j 0.0035563-0.00668234j -0.00039295-0.000244625j 0.00213038+0.0103943j 0.00583226-0.00452304j -0.0011648-0.00228294j 0.00392053+0.00536918j -0.000931269+0.00733461j 0.00382707+0.00916443j 0.00896628-0.00491057j -0.00502695+0.0131769j -0.00910715+0.00272273j -0.00153199+0.00127225j 0.00314141+0.00586871j -0.00352898-0.000493751j 0.000417433-0.00184694j -0.00142418-0.000277871j -0.00862944+0.00455619j -0.00150835-0.00656673j -0.00683587-0.00166141j -0.00350732+0.0182634j -0.0062535-0.0115934j 0.000804463+0.00554166j 0.0010091-0.0176374j -0.00364003-0.00171671j 0.00427907+0.00344096j -0.00552134-3.46057e-05j 0.00655663-0.00208905j 0.0025835+0.0121039j -0.00693123+0.0133403j 0.00219126-0.00631803j -0.000167853-0.0143431j 0.021463-0.00230475j -0.00919965+0.0373445j -0.0088-0.00304341j -0.00162176-0.00215594j 0.0109461+0.00224546j 0.00460742+1.38047e-05j 0.00011932+0.00670736j 0.000121857-0.00288437j 0.000903287+0.00596731j -0.00460551-0.00179408j 0.00368742+0.00534262j -0.0018315+0.00484557j -0.00278322-0.00366252j 0.00737482+0.00221562j -0.00448994+0.000527949j -0.000502462-0.00351944j 
0.00308948-0.000234654j 0.00649023-0.00206514j -0.00237648-0.00147685j 0.0027084+0.00253244j 0.00231015+0.00303341j -0.00136807-0.00383735j -0.000710815+0.000407685j -0.0030217-0.00300432j -0.0010447-0.0018232j -0.00125049+0.00398325j -0.0108092-0.00484041j -0.0184097-0.00368596j -0.00750787-0.00163983j -0.00912341-0.000423787j -0.00323962-0.0016492j 0.000935061-0.00117669j -0.00837188-0.00701514j 0.00310736+0.00288131j 0.00749938+0.0059749j -0.0036542-0.0020806j -0.00964811-0.00869542j -0.00578391-0.000251567j 0.00721343+0.000567575j -0.00316239-0.0036299j -0.00270905-0.0051223j 0.00579156+0.00381685j 0.00245737+0.0030288j -0.000891196+0.0047906j -0.00125025-0.000278671j 0.0045668+0.00184063j 0.0131961+0.00813565j 0.00549096+0.00214211j 0.000241211+0.00579914j 0.00676678+0.00134787j -0.012001-0.0102942j -0.00947582-0.00525784j -0.0104387+0.000621344j 0.0113181+0.00593548j -0.00215531+0.00862185j -0.000623998+0.00579307j -8.88237e-05+0.00223022j -0.00372714-0.0041512j 0.025169+0.0209203j -0.0230184-0.0199743j -0.00012499-0.00561006j 0.00375827-0.000472354j -0.0114654-0.0024706j 0.0090694+0.0007987j -0.00995472-0.00996591j 0.0038897+0.00902886j 0.00934634+0.0213771j -0.0108713-0.0285639j -0.00690702+0.00855869j -0.0287162-0.0482415j -0.00864497-0.00374292j 0.0490305+0.021568j 0.020942+0.00391994j -0.0150824+0.00714695j 0.0174706+0.00118109j 0.0108469-0.00690022j 0.00957793+0.000269196j -0.000632641+5.14311e-05j 0.0104459-0.00041734j -0.0171162+0.00700225j 0.0123846-0.00335313j 0.0422951+0.0110258j -0.0125312-0.00154262j 0.0171781+0.00212302j 0.00540352+0.0107041j 
-0.00129671-0.000221597j -0.00392491-0.00281751j -0.00482984+0.0037386j -0.00396129+0.00282726j -0.000161065-0.000929475j -3.97817e-06-0.000362929j 0.00142316-0.000172125j -0.00168701-0.000390597j 0.000449739+0.00157511j 0.00352156+0.00225179j -0.00777931+0.00604249j 0.0149554+0.000694371j 0.00562109+0.00532689j 0.00885159-0.0043539j 0.00601865-0.00438125j 0.000315986+0.00672609j 0.00885267-0.00697404j 0.00341644+0.00940804j -0.0137173+0.00361439j 0.00237928-0.00577864j 0.00990173-0.00425082j 0.000202153+0.000959474j 0.000979778+0.00322827j 0.00437261-0.00148912j 0.00719068-0.00457893j -0.000633298-0.0114256j -0.000160658+0.0017073j 0.000817093-0.00749752j 0.00766455-0.0122599j -0.00787698+0.00679546j 0.00941351-0.0048552j -0.00569879+0.00397874j 0.00206204-0.00398991j -0.00220451+0.00125093j -0.00927261-0.000297481j -0.00823646+0.000513024j 0.0134777+0.00408204j 0.00792594+0.00638828j -0.00512503+0.00794411j -0.0150867+0.0136189j -0.00978503+0.00443472j 0.00529886-0.00859773j 0.025575+0.00491049j -0.00824234-0.00617351j 0.0252612-0.00288873j -0.0193081+0.00364482j 0.0431167-0.0134085j -0.0319933+0.00813406j -0.00123848-0.0130023j -0.00568129+0.00718189j 0.00668864+0.00698395j 0.00362794-0.0208341j -0.0119664+0.0129951j 0.008487-0.0354638j 0.0126666-0.0137137j -0.0103213+0.016041j 0.0516182-0.0221177j 0.0463971-0.0146574j 0.00209655-0.00324197j 0.0143639-0.00335109j -0.0265996+0.00627817j 0.0038176-0.00145209j -0.00901879+0.00258319j -0.00694224+0.0042314j 0.0063908-0.00337943j -0.0150395+0.00709503j 0.0220414-0.00338565j 0.0102429-0.0241722j -0.00862888+0.00126507j 
0.0037735+0.00515359j 0.00529187+0.00179884j 0.00410619+0.0096244j 0.00243563+0.00270129j 0.00101026-0.00556543j -0.000354852+0.00325396j -0.00066774-0.00407052j 0.00475419+0.000566744j -0.00137802-0.000442192j -0.00326905-0.00147989j -0.000930759+0.0118776j -0.00694378+0.00568278j -0.00252481+0.00123063j -0.00368735-0.00430607j -0.00280998-0.0092203j -0.0044023-0.00590415j 0.00802898-0.00558923j -0.00793051+0.00535502j -0.003295+0.00584567j 0.000554908-0.00152505j -0.000916443-0.010744j -0.00920169-0.000787811j 0.00343545-0.00202421j -0.000727874-0.00320958j 0.0013317-0.00359191j 0.00850236+0.00715675j -0.000585736-0.000687578j -0.0027918-0.00612682j 0.013371-0.00406789j 0.00349223+0.0147128j 0.00521751+0.0112334j 0.021928+0.0405029j 0.0214116+0.0404356j 0.0283119+0.0423715j 0.00676768+0.0122701j 0.00280114+0.00180093j -0.0148524+0.0163827j -0.0134663+0.00842578j -0.0153805+0.00832194j -0.0132278+0.0125119j -0.00951925+0.00520682j 0.013709-0.00330216j -0.0120137-0.00861095j 0.00470087+0.00851211j -0.00777498-0.0035247j 0.0032681-0.00119705j -0.00201537-0.00333948j 0.00380184+0.00118855j 0.0147519-0.00218112j -0.00357611+0.00524653j -0.00790574+0.000941633j 0.0175921-0.0074627j -0.0160478+0.00882823j 0.0185179+0.00167768j -7.22354e-05+0.00358153j -0.00275213-0.00771235j 0.0323298-0.0195142j 0.0121858+0.000876309j 0.0128913-0.0116126j 0.0111242-0.00940828j 0.0162901-0.00373286j 0.000789211+0.00122444j 0.00291528+0.0040402j 0.0203054-0.00612805j -0.00870383+0.00559667j -0.00780979-0.0095605j -0.0234248+0.00314941j 0.0152936-0.0122432j 0.00494538+0.00141113j 
-0.000712067+0.00230372j -0.0066648+0.0007698j 0.0062238-0.000704464j 0.000388156+0.00189648j -0.00142308-0.000991211j -0.000957574-0.0014401j -0.00084409+0.0001947j 0.00258759-0.00105124j -0.00331854+0.000341718j 0.000275766+0.00021639j 0.00829981-0.00018215j 0.0111656+0.00494594j 0.000843656-0.00187314j 0.00524752-0.00253955j 0.00553615+0.008465j -0.0007932-0.00531045j 0.00238794-0.00181176j -0.000830957-0.004168j -0.00942735-0.00638335j 0.000632849+0.000741254j 0.00461973-0.00466429j -0.00110447-0.0027872j 0.00272618-0.000602975j 0.00278475-0.000131292j 0.00192722+0.00302799j -0.00123786+0.0129473j 0.00132655-0.00261954j 0.00171677+0.00695172j 0.00441075+0.0180719j -0.00606271+0.00702553j 0.00270003+0.0157505j -0.00108418+0.022748j 0.00202969+0.0329941j 0.00327927+0.0226125j 0.00375948+0.000191909j 0.00685075+0.00489196j 0.0210163+0.00896915j 0.0168877+0.00467714j 0.0135027-0.00344519j 0.0152631-0.00463884j 0.00148336-0.00483598j -0.0070385+0.00119622j 0.00987961+0.0126516j -0.00143478-0.00445146j 0.00624068+0.0116553j -0.00891557-0.00790052j 0.0145665+0.0143338j -0.0158676-0.00944369j -0.000227425-0.00170009j -0.00324266+0.0016451j 0.0105935+0.00639264j -0.0341084+0.00282876j 0.0180068-0.00664438j -0.0185622-0.00573705j -0.00383832-0.00821868j 0.035293-0.00671301j -0.0555236+0.0168851j 0.0172706+0.00638345j -0.00892196+0.00210244j -0.00443764+0.00240918j -0.019965+0.00189061j -0.00414844-0.000677612j -0.00472603-0.00171506j -0.00835406+0.00289782j -0.00241934-0.00284737j -0.00164579+0.0118617j 0.0303923+0.00294692j -0.0128899+0.00976884j -0.00954941-0.00437501j 
-0.000997249-0.0010694j -0.000498056-0.0047768j -0.00290255-0.000334788j 0.00281332-0.00128171j 0.00022094-0.00248035j -0.00030861-0.00209811j 0.00245026-0.00227948j 0.0174824-0.0114485j -0.000186946-0.00408436j 0.00698464-0.0054123j -0.00101438+0.00149484j -0.000899338+0.000935097j 0.00361798+0.00258537j 0.00559075-0.0102741j 0.00841718-0.0100956j 0.0012537-0.00351712j 0.00058982+0.000318548j -0.00218111+0.00734347j -0.00572004+0.0172817j 0.00380627-0.00110539j 0.0159705-0.00943635j 0.0140216-0.00254423j -0.0116202+0.00505839j 0.00732034-0.0053719j 0.00970782-0.00284714j -0.0198337+0.00876521j -0.00587718-0.00352235j -0.00658823+0.0101516j 0.0130634-0.0091489j -0.0140494+0.0138412j -0.0194932+0.00851507j -0.00140335-0.00530224j 0.0107597-0.0252814j -0.0117891-0.00961093j -0.0142254+0.00991934j 0.0037241-0.00187222j -0.00660348+0.00335585j 0.00532891+0.000575943j 5.6397e-05+0.00173805j 0.00258914-0.00285795j 0.000728978-0.00327455j -0.00304813+0.00642424j 0.00169135-0.0013623j -0.00709337-0.00115793j -0.00625617-0.00546411j 6.55318e-05-0.00326933j -0.00335551+0.00644797j 0.002625-0.0036896j -0.00273301+0.00317874j 0.00393801+0.00293762j 0.00551875+0.00994449j -0.00828231-0.00458477j -0.00280517-0.0106986j -0.00287776-0.00139431j 0.0101601+0.0308885j 0.000425108-0.00177576j -0.00698012+0.00260224j -0.0122883+0.00539714j -0.00560338+0.00603352j -0.000683098+0.00229109j -0.000356857+0.00136282j 0.000639643+0.00357726j -0.0024005-0.00238346j -0.00249495+0.00430121j 0.000967148+0.00219161j -0.00161106-0.003571j -0.00174745-0.00295817j -0.00059957+0.003764j 0.000144542-0.000588149j 
-0.00191269-0.00122447j 0.000661068-0.00494666j -0.00210409-0.00343625j 0.00373695+0.0021422j -0.00597512+0.0014737j -0.00332093-0.000687566j 0.00489304-0.00270891j 0.0137154-0.00947539j 0.0010915+8.0551e-05j 0.0088398-0.0018866j -0.00900303+0.00543116j -0.00615449+0.000368676j -0.0099619+0.00286132j 0.000205707-0.00760966j 0.00277041-0.00374724j -0.0105207+0.0132529j 0.00927335+0.00208888j -0.00463783+0.00192596j 0.00326506+0.00528832j 0.00265228-0.00749349j -0.00297143+0.0120899j -0.00345343-0.000604757j 0.00122976+0.00566751j -0.00237093+0.00375927j -0.00452815+0.0115237j 0.016346-0.0101026j 0.000451826-0.00274072j 0.0135506+0.00694088j -0.00840256+0.00692132j 0.00553977+0.00890572j 0.0131629-0.0132761j -0.000597572+0.0135504j 0.00700626-0.0102568j 0.000624188-0.0161881j -0.00522662+0.0167472j -0.00788473-0.00859565j -0.0148007+0.00122992j -0.00645692+0.0121101j -0.00415266-0.0014964j -0.0119533+0.00869334j -0.00736528+0.00518764j 0.0109955-0.00909838j 6.89731e-05+0.0016594j -0.000529266-0.00230705j 8.48693e-05+0.0101452j -0.00367162+9.09181e-05j 0.00303618-0.00221824j -0.000346413+0.00121072j 0.0067908-0.00330259j 0.00696286-0.0063194j 0.00659823-0.014381j 0.00696607-0.00419729j -0.0110551+0.0180585j 0.00778479+0.000395249j 0.00756774-0.0151694j -0.00871922+0.000740449j 0.0117381-0.00990357j -0.00169449+0.00425204j 0.0215754-0.00468865j 0.00680644-0.00158942j 0.00971402-0.00720919j -0.00147141-0.00195206j 0.00311566-0.00624362j -0.0058096-0.00242382j 0.00285674-0.0039913j 0.00362246-0.000642192j -0.00853629+0.00811283j -0.000881202-0.000496575j 0.00101793-0.00137608j 
-0.000798309+0.000475241j 0.00124493+0.00719466j 0.000875077-0.00370539j -0.00594266+0.00203752j -0.00713077+0.00631364j 0.00533955-0.00235588j -0.0036375+0.00248925j 0.00457424+0.00357367j -0.00624946+0.00145127j 0.00857828-0.00491186j 0.00527584-0.0117716j 0.00277182-0.00783366j 0.0017959-0.00559167j 0.0125231-0.00273602j -0.00259298+0.000839057j 0.0069618-0.00162381j -0.015526+0.0342666j -0.0115476+0.00364711j 0.0223731-0.0195539j 0.00334544-0.00285883j -0.00110274+0.00461672j 0.000358326-0.00309643j -0.00328903+0.00580832j -0.0040864+0.00716564j -0.0157529+0.0215546j 0.00228122+0.00459787j 0.00885256-0.00394709j -0.00427422-0.00105335j -0.0111698+0.0106989j -0.00652594-0.0137444j -0.0216433+0.0190105j 0.00559947+0.00559871j -0.000868585+0.0136432j 0.00392922-0.00462942j 0.00398165-0.0149724j -0.0084873+0.0123294j 0.011772-0.0112466j -0.00464564-0.00409559j 0.000927301-0.00153558j -0.00609376-0.00126465j 0.00972247-0.00473565j 0.00189695+0.00677911j -0.00436976-0.00138342j 0.00164847-0.00189333j 0.00547202+0.00151812j -0.00228971+0.00262204j -0.00137338-0.0083018j -0.00179932+0.00852304j -0.0129033-0.00141823j 0.00891187+0.00716487j -0.0030597+0.00535552j -0.00886114+0.0046933j 0.000153522-0.00762061j -0.0214171-0.00903044j -0.00486438+0.00247021j 0.00560628-0.00328182j 0.00382294+0.00444316j 0.00988456-0.014757j -0.00150913-0.00318433j -0.00212381+0.0034061j -0.00605876+0.00158066j 0.00737769+0.00202899j -0.00168066+0.00115042j 0.0116384+0.00032182j 0.00581528+0.00272271j 0.00741146+0.00786584j 0.0128809-0.00200996j -0.00172439-0.00057951j -8.44683e-05+0.0016825j 
0.00208143+0.000650314j 0.000804604+0.002542j 0.00324666+0.000916594j -0.00166464+0.00527828j 0.000200997-0.00421872j 0.00136134-0.000601527j -0.00330861+0.00238296j -0.0113434+0.00892067j 0.000105927+0.00274183j -0.00981079+0.00593061j 0.00675593-0.00422329j 0.00129122-0.00934982j 0.00536702-0.00971062j -0.00166137-0.0143104j 0.000785356+0.00422346j 0.0097269-0.00334657j -0.00958985+0.0120531j 0.000459345-0.00237905j -0.00346086+0.00316229j -0.000250961+0.00136424j 0.00825192+0.0138776j 0.00500272-0.0135143j -0.00254605+0.00992265j 0.000144597+1.39811e-05j 0.000881568+0.000577634j -0.0199373+0.025596j -0.00538127-0.00129002j -0.00522789+0.0269527j 0.0168315+0.000449028j 0.00997739+0.0202298j -0.0214221+0.0196904j 0.0115193-0.00271326j -0.00385847+0.00267953j 0.00514219-0.00983383j 0.00462165+0.00915904j -0.00983914+0.0095239j -0.00517753+0.00789947j -0.000631127+0.00911654j -0.00380926-0.00156322j -0.00617646+0.00177105j -0.00203849+0.00647655j -0.00645605-0.00736565j 0.00632129-0.00345417j 0.000479428+0.00588141j 0.00190178+0.00533552j 0.000233447+0.000294598j -0.00302688+0.00363043j 0.00377426-0.00324593j -0.00501415-0.00753702j 0.000194786-0.0088631j 0.000502214-0.0132639j -0.00238125+0.00283395j -0.00243755+0.00335987j -0.000899282+0.00100382j -0.00430323-0.0170663j -0.00247644-0.0044919j 0.00820411-0.00412814j -0.0021511+0.000453284j 0.00493357-0.0067914j 0.00309321-0.00351996j 0.000765952-0.00173498j -0.00901191-0.00259801j -0.00267174-0.00247431j -0.00701603-0.00374903j -0.0121327-0.00212191j 0.00341283+0.00426408j 0.000516437+0.00436221j 0.00161041+0.000853385j -4.06446e-05-0.000351777j 
-0.00093672-0.00330374j -0.000683682-0.00324369j -0.00364479-0.0036394j -0.00126117-0.000985448j 0.0034596-0.00632556j -0.00121007+0.00114562j -0.00130874-0.00084891j -0.00679698+0.00672097j -0.00184051-0.00362249j -0.0104714+0.00666059j -0.00197809+0.00296917j 0.00166071+8.29818e-05j 0.00576598+0.000761351j 0.00248774-0.00741553j -0.00149775-0.00734446j 0.00677888+0.00294543j 0.0138125+0.00803391j -0.00854775-0.00574j -0.00790638+0.0202888j -0.00842573-0.0018476j -0.017098-0.00988749j 0.0062207-0.0033955j -0.00525426+0.00362487j 0.00554152-0.00020121j 0.0192746+0.00269734j 0.00021893+0.0153699j 0.000455836+0.00140728j -0.00368824-0.00412451j -0.00407991-0.0305972j -0.0199773-0.00574025j -0.00722758-0.00530855j 0.00594766+0.00782863j 0.00859485-0.00353178j -0.0110616-0.0108789j -0.0122723+0.00695027j 0.0011221-0.00403393j -0.00349096-0.000278229j -0.000792296+0.00599664j 0.00199264-0.00345464j 0.00228509+0.00462551j 0.00804475-0.00824804j 0.00897715+0.00284j 0.00401428+0.00855881j -0.0082768-0.0107513j 0.00664785+0.005921j -0.000796624+0.00278904j 0.0048615+0.00331722j -0.00357857-0.00122147j 0.00120433+0.00624894j 0.00271437-0.00406406j -0.00914498-0.00257034j 0.00346817+0.00702804j 0.00715673+0.00912706j -0.0072075+0.00192084j -0.0155071-0.0100373j 0.00993+0.000439383j -0.0071087+0.00818864j -0.00134415+0.0027057j 0.000683301+0.0016903j 0.00152058+0.00263499j -0.00121613-0.00113687j 0.0180795+0.0011646j -0.000204604-0.0023022j 0.013089+0.00154459j 0.0240495-0.000208804j -0.000653963+0.00217897j 0.00216131+0.000311324j -0.00322356+0.00304246j -0.000396096-0.000643305j 
-0.00139047-0.00212561j 0.00156614-0.00160078j -0.00029659-0.000904049j 0.00291584+0.00398088j 0.00342074-0.00438026j 0.00228282+0.0012007j 0.00313814+0.00446059j 0.0135691+0.0338303j 0.00467506-0.000688171j 0.00922735+0.0228994j -0.00352673-0.00262081j -0.00237557-0.00236809j 5.68519e-05-0.00208083j 0.00214035+0.00986792j 0.00721197+0.0121389j 0.00330488-0.0047335j -0.00748731-0.00277994j -0.00574308-0.00899328j -0.0152995+0.00445756j 0.00114187+0.00913388j 0.00293577+0.0237728j -0.00112869+0.00843508j -0.00161601-0.0102027j 0.00273011+0.00512847j 0.00034275-0.00324359j -0.00704172-0.0100638j 0.00205322-0.000803283j -0.0119236-0.00105161j 0.00500917+0.00302222j -0.00788932-0.0117774j -0.00472757-0.0190939j -0.00865766-0.00425393j 0.00749103+0.0156001j 0.00182465-0.00864486j -0.00646091-0.00954554j -0.00112322-7.77497e-05j -0.00366662-0.00390299j -0.0021816+0.000950025j -0.000668371+0.000633807j 0.00053179-7.106e-05j 0.000307886+0.000261434j -0.0070133+0.00050725j 0.00661897-0.00160976j 0.000569256-0.00366469j 0.00615505-0.00339191j 0.00420861-0.000959213j -0.0030337-0.00145542j 0.00182034+4.01535e-05j -0.000282265-0.000764704j -0.00996342+0.00214483j -0.0121692+0.0017483j 0.010676-0.00436217j 0.00968409-7.94548e-05j 0.00939633+0.00270272j -0.0342067+0.00493759j -4.4507e-05+0.000728176j 0.00645905-0.00460425j -0.00386863-0.00290754j -0.00196589+0.000495813j -0.00121243-0.000558868j 9.09443e-05+0.000524573j -0.00672028+0.000585574j 0.00378378-0.00101706j -0.00527184+0.0007385j -0.00571067+5.07816e-05j 0.00181577-0.00221579j -0.00132471-0.00128247j -2.61862e-05-0.000205811j 0.000371464+0.000246849j 
