-0.101445+0.0359666j 0.204046-0.100404j 0.491058+0.054713j -0.254279-0.209539j -0.338457-0.0479424j 0.344903-0.59889j 0.183484-0.111501j -0.358823-0.414241j 0.828647-0.365117j -0.272804+0.0374395j -0.415844+0.282669j 0.188228+0.822409j -0.0868201+0.618316j -0.50022-0.0633389j 0.156046-0.0978208j -0.040814-0.278017j 0.110554+0.0936389j -0.339437+0.173496j -0.229046-0.193562j -0.0242354+0.0529035j -0.397083-0.734195j 0.286736-0.0427811j -0.118985-0.0563079j -0.437+0.113124j -0.0617106-0.13349j -0.0218846+0.152027j 0.220655-0.136352j 0.239851-0.597838j -0.214808+0.164167j -0.815551-0.463186j -0.0150106+0.681823j 0.132847-0.740391j -0.267776-0.183265j -0.347019+0.43051j 0.571332+0.171478j -1.38436-0.585683j 0.0827372+0.0019978j 0.084348+1.21859j 0.90433+1.41847j 0.0270594-0.109905j -0.710532+0.339435j -1.13446+0.168612j 0.756651-1.44514j -0.160688+0.18533j -0.62319+0.168877j 0.354986+0.164347j 0.2542+0.107152j 0.0555027-0.26499j 0.296453-0.324638j -0.499047-0.0660887j 0.151631+0.0831221j -0.7857+1.05705j 0.296766-0.297574j 0.125804-0.302904j 0.0967287-0.942146j 0.297172+0.118322j -0.454812-0.191423j -0.451191-0.162169j -0.79758-0.453006j -0.47892+0.083287j -0.26789+0.507736j -0.612823-0.393452j 0.339442-0.190463j -0.0190113+0.295315j 0.205021+0.0654094j -0.316881-0.121706j 0.0738538+0.372414j 0.402494+0.825896j 1.19978-0.673129j 
-0.317093+0.387447j -0.269878-0.143729j -0.209286+0.00296247j 0.633872-0.18637j -0.202522+0.598246j 0.127395-0.162738j 0.556535+0.443593j 0.633168-0.607j -0.689366+0.563286j -0.382889+0.0334076j 0.148289+0.154791j -0.482744+0.367295j 0.119323-0.0940166j -0.317346-0.4356j 0.161001+1.50284j -0.173786+0.14201j -0.234039-0.353822j -0.502298-0.498753j 0.234989-0.198574j -0.0173752-0.406781j 0.862471+0.305768j 0.737982+0.582121j -0.586216+0.300116j -0.514313+0.446996j -0.165134-0.655549j 0.583041-0.144976j 0.328081+0.050137j -0.303306+0.3388j 0.26953+0.275065j -0.51217-0.429135j 0.445032-0.221684j -0.0148423+0.318635j -0.256541-0.836968j 0.50694-0.174122j 0.578563-0.577249j -0.290289-0.692281j 0.443484+0.26416j -0.721877-0.484058j -0.404199-1.00736j -0.575025-0.167146j 0.332559-0.107393j 0.118511+0.186371j 0.326096-0.452298j 0.690477-0.661501j -0.0051035-0.603172j -0.907516+0.769784j -0.97464-0.312157j 0.41988-0.888608j -0.512826+0.580435j -0.0258027+0.100089j 0.743848-1.0465j -0.759625-0.297896j 0.169434+1.07367j 0.403629-0.257242j -0.205476+0.66744j -0.216407+0.526798j -0.186978-0.39103j -0.0324358-0.505435j 0.692384+0.285036j 0.875551-0.0181993j -0.888667-0.356826j -0.191577-0.177327j 0.75144-0.0536962j -0.176028+0.812638j 0.0690939-0.730296j -0.943317+0.139346j -0.242478+0.148321j 0.124933-0.63181j 0.487745+0.132319j 
0.157054-0.482303j 0.487111-0.246374j -0.105881+0.0233822j 0.0967498-0.0546583j -0.22717-0.0628128j 1.26194-0.256735j -1.39524-0.525141j -0.372573-0.189847j -0.529129+0.321706j -0.874847+1.33737j -0.381759+0.203791j 0.0243787+0.200683j -0.0506414-0.309394j -0.234246-0.786703j 1.87121+0.540635j -0.530217-1.1566j 0.00960935-2.1988j 0.354084-0.436836j -0.369769-0.76515j -0.0815822-0.0968537j 0.0675937+0.0233967j -0.809607-0.858256j 0.253677-0.610916j 0.326013+0.184031j 0.0788867+0.120096j -0.0719552+0.523715j 0.00594253+0.626217j -0.0987946-0.444677j -0.225907+0.0911096j 0.190227+0.167298j 0.123294+0.174379j 0.180628-0.0113186j 0.098021-0.250532j -0.146642-0.0169323j 0.381314+0.881737j -0.0423897+0.121853j -0.521858+0.0212109j 0.235668+0.257366j -0.232682-0.161141j -0.450788+0.363795j -0.0274699+0.145769j -0.282246+0.0814374j 0.0187906-0.248459j 0.0402262-0.782702j -0.148408-0.0494499j 0.184481+0.155796j -0.19247+0.130162j -0.432863-0.451138j 0.0513646+0.393631j 0.280569+0.345367j -0.331489+0.217012j -0.0195299+0.215324j 0.710611-0.198034j 0.447547+0.384092j -0.194244+0.17801j -0.501018+0.142043j -0.619487-0.187321j -0.0367335+0.226735j 0.108108-0.0727822j 0.0421297+0.0330104j 0.545086-0.0962127j -0.0174199+0.0843522j -0.0027418+0.211217j 0.0377039-0.0157925j 0.256366+0.0159882j -0.0708623-0.0788083j -0.200449-0.035042j 0.227038+0.0194679j -0.0522717+0.0800759j 
-0.600112+0.598268j -0.807871+0.282047j 0.00545839+0.641209j 0.99849-0.477934j -0.333302-0.445165j -0.76959+0.344556j -0.878018-0.32849j -0.338634+0.684879j 0.610589-1.10862j -1.56961+0.495512j -0.233402+0.33482j -0.820503-0.64355j -0.768976+0.111772j 0.69737+0.648079j 0.275118-1.12214j 0.596076-1.31135j 0.208785-0.011045j 0.968651-0.0879281j -0.535444+0.751628j -0.631704+0.59087j 0.00102691+0.502839j 1.3015+0.677899j 0.367204-0.376925j -0.0254137-0.262962j -1.01437+0.105086j 0.972129+0.0176893j 0.463483+0.03439j 0.17034+0.369041j 0.406817-0.054754j -0.133487-0.325009j -0.434887-0.291138j -0.0193777-0.0827025j -0.536423-0.397795j -0.280381+0.18281j -0.172335-0.0343897j 0.155544+0.0271679j -0.887943+0.380239j 0.276536-0.3351j 0.26597-0.219943j -0.279305-0.268124j -0.145882-0.28689j -0.193903+0.138016j 0.440617+0.0884574j 0.275829+0.219496j 0.114515+0.36198j -0.117636-0.34832j -0.0592535-0.197634j 0.0591833-0.712283j 0.0284547-0.0841629j 0.456941-0.467317j -0.167625+0.565113j -0.0866398+0.0666722j -0.350468-0.102984j 0.258205+0.313841j -0.0567819+0.0694259j -0.304611-0.0857246j -0.00994836-0.0346234j 0.132659+0.509847j 0.199747+0.168017j -0.149172-0.155992j -0.346405+0.33707j 0.0461368-0.0256957j 0.155303-0.00883489j 0.0698502-0.217255j 0.125359+0.169347j -0.11955+0.436093j 0.00850343+0.0991938j -0.161191-0.129933j 0.114749+0.00424916j 
0.21953+0.0223247j -0.152911+0.184013j -0.554828+0.236183j 0.310675+0.271808j 0.228906-0.559414j 0.397638-0.407535j -0.1523+0.992664j 0.130747+0.0342637j 0.567259-0.225404j 0.7824-0.287901j -0.582822-0.179641j -0.0188387-0.0195177j -0.772629-0.612805j 0.319735-0.558755j 0.349602-0.0559487j -0.567547+0.0899024j -0.407654+0.260525j -0.485072+0.50657j 1.07538+0.0253771j -0.39097+0.40929j -0.465627-0.0696098j 0.0327246+0.616538j -0.683721+0.0760383j 0.700714+0.130238j 0.194054+0.331416j 0.392116+0.238928j 0.12978+0.298189j 0.0283145-0.21866j 0.128324-0.636987j -0.167845+0.101261j -0.154032-0.308493j 0.105511+0.898781j 0.0836474-0.572798j 0.0810609-0.904948j 1.26222-0.186143j 0.717108+0.0521185j -0.180279+0.203941j 0.953456-0.229427j -0.399541+0.682168j -0.388792+1.13964j -0.448245-0.324504j 0.0388608-0.986585j 0.133843+0.096315j 0.303365+0.0133144j 0.369555+0.31038j 0.0914822-0.117341j -0.183439-0.952996j 0.172956+0.601946j 0.170935+0.228962j 0.432234+0.168598j -0.311492+0.608915j 0.456007-0.0679643j 0.702895-0.640391j 0.174031-0.442807j 0.512644+0.0885367j -1.34371+0.424299j -0.243714+0.0949651j 0.339136-1.11165j -0.60684+0.0598969j -0.161065-0.249503j -0.414144-0.21936j -0.240584+0.0649381j 0.140562-0.411961j 0.698004-0.484612j 1.10953-0.370015j -0.168605+0.206065j -0.121569-0.382014j -0.0659019+0.312471j 0.113757-0.103231j 
-0.0895895-0.48002j 0.197153-0.282811j 0.0543967+0.0691949j 0.870946-0.486977j 0.762626+0.294266j -0.285747-0.180845j 0.680973+0.323931j 0.17387+0.350778j 0.744489-0.117448j -0.911433+0.445347j 0.449678-1.48616j 0.0351948+0.123444j -0.355117-1.0081j 0.0133969+0.220049j 0.0386728+0.17604j 0.154793+0.338869j -0.323442+0.544876j 0.474473-0.552968j 0.124673-0.39193j -0.394698-0.138334j -0.475418-0.161616j -0.213642+0.24094j -0.121926+0.620186j 0.215557-0.198071j 0.0866442-0.0718918j 0.177704+0.00200662j 0.377679+0.491237j 0.0526202-0.226572j -0.510177+0.518453j -0.143601-0.0154016j 0.466515-0.730042j -0.159612-0.494078j -0.240113+1.2089j -0.649434-0.641384j -0.710107+0.723455j 0.664018+0.374465j 1.18296+1.53542j -0.628041-0.253214j 0.136964-0.52204j -0.484521-0.930335j -0.453116+0.806148j -0.760711-0.344793j 0.247968+1.08193j 1.59512-0.118968j 0.252572-1.04068j -0.0560999-1.50078j 0.815415-0.922134j 0.239807-0.462417j 1.2175+0.867989j -0.88142-0.0418346j -0.654245-0.0865515j -0.0776391-0.426063j -0.602819+0.0605862j -0.235189-0.278697j 0.526697-0.394915j -0.081354+0.131625j -0.169473+0.511758j 0.558744+0.126384j -0.825162-0.248021j 0.608685-0.20668j 0.149497-0.268066j -0.335219-0.0499863j -0.166331+0.0073148j 0.111522+0.136836j -0.15652-0.153437j -0.0336255+0.037346j -0.369328+0.0737118j 0.396957+0.178003j -0.0396437-0.0556997j 
0.395651-0.0380028j 0.191737+0.295998j -0.167869+0.0314024j 0.115732+0.118905j 0.197972-0.424971j 0.40205+0.72508j -0.0411832-0.980937j 0.00649413-0.227978j 0.0537825-0.442655j -0.945443-0.581992j -0.422769-0.362304j -0.0609802-0.105913j -0.0773138-0.290256j 0.600789-0.323951j 0.101377+1.20635j 0.770688-0.538951j 1.41553-0.208042j 0.339326+0.47005j 0.647538-0.378751j -0.148686-0.0142352j -0.242868-0.0612289j 0.434571-0.478684j 0.371951+0.10286j 0.214765+0.18811j -0.0733451+0.17526j -0.272088+0.116818j -0.387007+0.248485j 0.353916-0.248049j 0.153876-0.463196j -0.071348+0.23164j -0.388749-0.101154j -0.138083+0.377275j 0.478973+0.364601j 0.193782-0.438852j -1.3305-0.46955j 0.18452-0.14915j 0.345994-0.916688j -0.400869+0.141286j 0.548133+0.0261236j 0.264952-0.405542j -0.337471-0.343468j 0.0411432-1.0092j 0.131378+0.295263j 1.22091+0.949034j 0.339667-0.203959j -0.230513+0.0262779j 0.207468-0.82069j 1.08989+0.142954j -0.683967-0.0426974j -0.53978+0.257599j -0.0560825-0.822843j -0.174431-0.317389j -0.23258+1.06663j -1.10683+0.184128j 0.152758-0.786877j -0.040701-0.819147j 1.04871-0.732778j -0.212299-0.63361j -0.221621+0.144096j -0.230031+0.0120309j -0.493577+0.975179j -0.243562-0.0234715j -0.441086-0.38715j 0.149219-0.0729794j -0.0418083+0.169695j 0.269489-0.0299212j 0.235855-0.434698j -0.309227+0.444889j -0.0064457-0.157439j 
0.648668+0.236324j 0.439295+0.590716j 0.50655-0.116191j -0.448172-0.688153j -0.152512+0.336813j 0.370212+0.613196j -0.125859+0.466007j 0.505952+0.152119j -0.811031-0.35624j 0.343314+0.927085j 0.304962-0.132335j -0.316271+0.659027j 0.14128+0.39191j 0.342215-0.561485j -0.833893-0.00786321j -0.849437-0.14082j 0.0772136-0.172996j -0.0464006-0.614983j 0.662707+0.142899j 0.435153+0.432477j 0.246459-0.09225j 0.372334-1.05972j -0.255173-0.0876313j -0.125007-0.0210584j 0.238348+0.744036j -0.146872-0.745758j -0.109356-0.225853j 0.398389-0.250446j 0.488517-0.394765j -0.179641+0.210875j -0.862116+0.1722j 0.00157485-0.115486j -0.836466+0.291876j -0.353844+0.65113j -0.891124+0.335385j 0.412393+0.0852418j -0.044868+1.76817j -0.138849-0.365018j 0.373841-0.480159j -0.686143-0.301237j -0.434427+0.00701428j -0.276587+0.0375793j 0.289673-0.236052j 1.16542-0.224174j 0.652192-0.0238955j -0.493034-0.306566j -0.286662-0.288928j -0.879784-0.837359j -0.0889597-0.294203j -0.390365-0.977305j 0.703186+0.91362j 0.0360866+0.341494j -0.765618+0.570071j 0.730608+0.177388j -0.0822487-0.103674j -0.623503-0.0237746j 0.211924-0.284608j 0.936248+0.441465j 0.547117+0.0373844j -0.523337+0.00908799j 0.00137174+1.20459j 0.0930175-0.0750217j 0.0966393-0.213746j -0.336294-0.385073j 0.315213+0.0946585j 0.498994+0.764354j 0.105676-0.00160035j -0.363253+0.157546j 0.157622-0.0514318j 
0.700337-0.448501j 0.738635+0.502821j 0.127539+0.603874j 1.1118+0.767856j -1.21613+0.924971j 0.0235068-0.824248j 0.364398+1.22017j -0.580892+0.226866j -0.020468+0.552018j -1.02193-1.26936j 1.98369+1.10663j -0.192903+0.206119j 0.645418+0.242004j -0.839557-0.322976j 0.073492-0.222306j -0.481856+0.521548j -0.392224-0.45915j 1.31192+0.693224j 0.187117-0.841685j 0.56959-0.0911536j 0.125404-0.0679926j 0.151528-0.398841j -0.72675+0.291726j 0.332911-0.374025j 0.359351-0.0625625j 0.309895-0.0677374j -0.367851+0.418674j 0.188389+0.0250536j -0.511502-0.283997j 0.0559382-0.0397978j 0.299625+0.428529j 0.593212+0.0862914j -0.83393-0.177448j -0.0341792-0.495554j -0.388915-0.758279j -0.137439+0.0296135j -0.719599+0.239711j 0.182128-0.509273j 0.352053+0.320097j 0.612848+0.0685637j -0.629361-0.12789j -0.146072-0.38638j -0.492211+0.0444086j -0.0765723+0.34272j 0.432387+0.0309316j 0.556506+0.128547j 0.0113091+0.338149j 0.371975+0.057444j -0.384739+0.420123j 0.184733-0.375718j 0.0685054-0.190038j 0.0948851-0.1389j 0.00651671-0.391921j -0.0249484-0.088884j 0.00966628+0.0415582j 0.0622571+0.288199j -0.230594-0.107278j -0.431915+0.143626j 0.0894662-0.0774855j 0.00265536+0.306974j 0.151335+0.13841j 0.048292-0.0294949j -0.0816915-0.0471569j -0.174234-0.117561j -0.0557934-0.348711j -0.00319064-0.0206636j -0.161111-0.140539j 0.0697789+0.208776j -0.0582152-0.0558801j 
-0.104664-0.713432j -0.731796+0.466144j 0.438905-0.512463j -0.00868251-0.162382j -0.505547-0.971017j -0.583749+0.561549j -0.589017-0.573318j 0.585114-0.738606j 0.331467+0.166982j 0.405991+0.363703j 0.155816-0.553231j 0.722163+0.553234j -0.52053+0.452971j 0.0464023+0.730865j -0.0775989-0.133576j -0.21095-0.265633j 0.292556-0.0801601j 0.782583-0.353718j -0.134588-0.176004j 0.104028-0.260596j -0.0336804+0.176293j 0.0453773+0.249246j -0.285626+0.262937j 0.187338-0.11356j -0.00104319+0.0437805j -0.205859+0.172088j -0.0720452+0.0304047j -0.278012+0.120445j -0.536522+1.10179j 0.116334+0.0388729j -1.09143+0.0591711j -0.595495+1.05015j -1.1311+0.152829j 0.411488+0.324378j 0.270072+0.246006j -0.9726-1.48144j 0.258567-0.635301j 1.13417-0.0078077j -0.302233-0.72161j -1.40385+0.239586j 0.589958-0.983913j 0.0805899-0.301732j -0.285489-0.0377703j -0.618455-0.155942j -0.808341-1.29204j 0.0511056+0.162245j 0.670167-0.083197j 0.0990026-0.373566j 0.436195-0.877135j -0.670999-0.249859j -0.421704-0.341187j 0.0133596+0.241706j -0.652384-0.304979j 0.838596+0.0253871j -0.124596+0.0509012j 0.0828937+0.312251j 0.118269-0.518447j -0.236053+0.547537j 0.0286018+0.0984741j 0.395659+0.403869j -0.267041+0.113196j 0.00680659+0.0292132j -0.0738852-0.187158j -0.0372349-0.275215j -0.121484-0.277646j 0.0138143-0.109995j 0.0440681-0.120374j 0.131798+0.0939944j -0.149475-0.0687394j 
-0.508844-0.454973j 0.321919-0.826118j 0.378128-0.151471j 0.261542-0.855297j 1.04085+0.839363j -0.542452+0.00388384j 0.800114-0.516563j 0.231469+0.356737j 0.287947-0.0263462j -0.83056+0.659971j 0.392597-1.55053j 0.240711-0.0122585j 0.291527-0.491394j -0.192839+0.568858j -0.171188-0.0162283j 0.428846+0.412625j -0.434492+0.41262j 0.266854-0.929248j -0.550221-0.133458j -0.190023-0.474186j -0.0169483-0.167193j -0.467362-0.112332j 0.35535+0.530559j -0.348012-0.254579j -0.0331269-0.366287j -0.121225-0.19634j 0.378203+0.258148j -0.130474-0.161088j -0.788962-0.0769881j 0.0535539-0.0215862j 0.740046+0.27209j 0.930537-0.64701j -0.713158+0.445554j -0.230493-0.33169j -0.99241-0.275082j -0.438397+0.371434j -0.746844+1.32623j -0.384791-0.854043j 0.712786-0.173584j 1.23127-0.521563j -0.58198+0.592633j -0.703067-0.202203j -0.562916+0.395095j 0.262437+0.903144j 0.712153-0.339375j 1.11126-0.369002j 0.327577+0.67344j 0.586009-0.305968j -0.191668+1.13293j -0.348728-0.753314j 0.0512015-0.462558j 0.106266-0.349558j -0.286135-0.646994j -0.127369-0.250026j 0.204574+0.238868j 0.352905+0.497219j -0.55711+0.0977397j -0.511253+0.565694j 0.15815-0.421619j 0.310304+0.415017j 0.403692+0.158404j 0.0584358-0.167057j -0.276531-0.0114813j -0.458504-0.0653736j -0.329549-0.512933j 0.0026649-0.0483478j -0.351429-0.161957j 0.184284+0.226372j -0.072968-0.0303381j 
-1.30995+0.143759j 0.998186+1.25515j -1.0761-0.664099j -0.284376-0.120711j -1.56032+1.33359j 1.15627+0.731852j -0.576036+1.12022j -1.32659-0.784194j 0.150329-0.504627j 0.340589-0.520303j -0.806526-0.0213134j 0.590038-1.28508j 0.687865+0.715413j 0.941456-0.0391136j -0.161869+0.133229j -0.364263+0.353693j -0.0900562-0.470644j -0.562044-1.04507j -0.196642+0.209465j -0.372882-0.255632j 0.257719+0.0491076j 0.43453-0.118886j 0.365175+0.519589j -0.154539-0.313244j 0.107867-0.0269253j 0.327421+0.233966j 0.0563881+0.187672j 0.164304+0.264893j 0.901072+0.265162j 0.0273509-0.148496j 0.192733+0.775069j 0.994853+0.402708j 0.181422+0.958808j 0.191481-0.409784j 0.269288-0.238744j -1.06175+0.762389j -0.429134-0.142836j -0.0092012-0.720818j -0.462864+0.188696j 0.224184+0.896403j -0.701723-0.435578j -0.193114+0.0063658j 0.0187759+0.124541j -0.0240915+0.269014j -0.692023+0.676857j 0.0114847-0.0217268j -0.118322-0.344412j -0.259802+0.00486658j -0.580329-0.200596j -0.0148475+0.446406j -0.173065+0.277748j 0.144728-0.0343402j -0.0975577+0.401341j -0.105899-0.446011j 0.0228225+0.0488887j 0.128763-0.12978j -0.300104-0.0696787j 0.336946+0.0109395j 0.0494128-0.00718056j 0.221407-0.280012j 0.0520922+0.17143j 0.0197417+0.00825632j -0.120662+0.0314747j -0.158787+0.0361607j -0.150017+0.0799959j -0.0562619+0.00632585j -0.061124-0.00587741j 0.0475344-0.104104j -0.0324833+0.105185j 
-0.428584-1.15937j -0.784525+1.10978j 0.209661-1.07597j 0.0202428-0.423705j -1.40697-0.747746j -0.239914+0.966373j -0.754493-0.232607j 0.464371-1.06772j 0.380265+0.109928j 0.402834+0.350491j -0.083364-0.464933j 0.914734+0.273342j -0.531011+0.590035j -0.0124283+0.891418j -0.117919-0.163781j -0.335768-0.27842j 0.362161-0.0953307j 0.866604-0.489276j -0.169837-0.170882j 0.188351-0.376519j -0.0255651+0.189704j 0.133229+0.315829j -0.389072+0.377637j 0.255436-0.161361j 0.0353411+0.0265835j -0.141613+0.208808j -0.161717+0.119252j -0.215367-0.00729404j -0.914497-0.00948592j 0.0928105+0.0308673j -0.238432-0.621507j -0.758071+0.247014j -0.960813-0.571525j 0.0635539+0.197843j 0.0361841+0.297764j 0.555705-1.49948j 0.59927+0.091728j 0.623066+0.867668j 0.53726-0.585375j -0.536182-1.08004j 1.0893-0.0811798j 0.307676+0.0389018j 0.0258015-0.195191j 0.0301115-0.381171j 0.843277-0.969657j -0.0504004+0.00082458j 0.3054+0.479739j 0.302597-0.00219599j 0.78623+0.203364j -0.0431645-0.564532j 0.155328-0.446204j -0.14174+0.042895j 0.0340512-0.619986j 0.153535+0.627989j 0.00533198-0.0806766j -0.206402+0.160804j 0.399454+0.0321143j -0.427936+0.00755691j -0.0823923-0.065059j -0.238913+0.42168j -0.0785987-0.193119j -0.0235472-0.00353418j 0.152874-0.0530868j 0.202469-0.0280804j 0.140205-0.170182j 0.0707375+0.00658763j 0.0921539+0.0253189j -0.0388409+0.147685j 0.0238383-0.132232j 
-0.0514733+0.0734193j 0.119612-0.0361474j -0.0454867+0.0606311j 0.212573-0.000940327j 0.0278825+0.0633889j -0.260357+0.0953053j -0.14023-0.0131123j 0.184595+0.151921j -0.243846-0.0652068j 0.0428628+0.0626445j -0.0425201-0.187007j -0.543424+0.0255415j 0.135112-0.153798j 0.0552268-0.270424j 0.0098882+0.068225j 0.232032+0.252904j -0.302614-0.0344644j -0.572054+0.299532j 0.282815-0.281722j 0.0828153+0.0870871j 0.0928241-0.268964j -0.520491-0.449019j -0.420189-0.724792j -0.179675+0.861749j 1.03058-0.173516j -0.552021-0.0350063j -0.250148+0.652645j -0.449938-1.16118j -0.132568+0.137856j -0.923955-0.604819j -0.163813+0.0470033j -0.0101136-0.0419257j -0.0680762+0.0778563j 0.18641-0.161332j -0.0563514+0.111973j 0.092079-0.116175j -0.00868983+0.00207967j -0.137638-0.122071j -0.443219+0.062974j 0.0190905-0.00604319j -0.250099+0.364513j 0.163342-0.272732j 0.370117-0.130125j 0.0175616-0.08006j -0.37642-0.536983j 0.227546+0.179683j 0.28017+0.0870446j 0.434467+0.0311402j 0.697139-0.654796j -0.0993561+0.404617j 0.170635-0.0966688j -0.00528918+0.292814j -0.037511-0.162024j 1.27303+0.5276j -0.393377-0.305881j -0.0120341-0.0800965j 0.649471-0.434281j 0.835695+0.582379j -0.0570198+1.08574j 0.104568+0.475364j -1.08248+0.670119j 0.556572-0.0691925j 0.0713405+0.822526j -0.762746-0.083441j 0.3815+1.12207j 0.720591+0.394745j 0.877582-0.623133j 1.76215-0.724439j -0.481984-1.38267j 
0.156941+0.0400643j -0.112077-0.166997j 0.134198+0.0690243j -0.0811245-0.407914j 0.159586-0.0921003j 0.301103+0.522085j 0.0183572+0.276088j 0.257996-0.448711j -0.022322+0.564854j 0.0894947-0.149315j -0.389299+0.108402j 0.28879+1.00204j -0.387347-0.18077j -0.51625+0.0621737j 0.136177-0.104011j 0.309074-0.691651j 0.120559+0.595826j 0.853957+0.811691j -0.500896-0.270261j 0.172883-0.177306j -0.600098+0.0657357j -0.494762+1.303j -0.757924+0.795282j 1.50051-0.0186718j -0.503224-1.32195j 0.0777759+1.00004j 0.7941+0.264454j -2.47396+0.536864j 0.263416+0.0519164j -1.16456+1.95057j 0.0859144+0.108389j -0.01743-0.108008j 0.0197754+0.121289j -0.09563-0.115575j 0.0268234+0.100306j 0.0228592-0.146797j 0.00579766-0.00358938j -0.122395+0.0785261j -0.106482+0.1779j -0.0162843+0.0341369j 0.162354+0.195829j -0.0476212-0.128004j 0.104555-0.204197j -0.0313158-0.0647961j -0.292587+0.0150339j 0.0638196-0.0436609j 0.0841293-0.104554j 0.113518-0.162604j -0.0851734-0.441213j 0.13845+0.149207j -0.00705046-0.104988j 0.0850864+0.024483j -0.0762201-0.051327j 0.560894-0.336158j -0.239562+0.0487195j 0.0125718-0.0727677j 0.00200885-0.342598j 0.500384-0.0247256j 0.344328+0.318976j 0.213847+0.126946j -0.130012+0.612608j 0.181229-0.214432j 0.19956+0.26933j -0.274154+0.243595j 0.450484+0.132937j 0.428434-0.0947584j -0.0245062-0.364971j -0.0869869-0.626851j -0.56288+0.0400435j 
-0.0194199-0.0959226j -0.079163+0.0741072j 0.0206243-0.125305j -0.249357+0.131271j -0.113362-0.113671j 0.296749-0.327249j 0.184103-0.0511712j -0.332439-0.106181j 0.357726-0.129922j -0.115449-0.00244182j 0.187885+0.27738j 0.555603-0.478409j -0.0578001+0.286735j 0.16839+0.339945j -0.110732-0.034394j -0.559669+0.0193399j 0.357631-0.214197j 0.208285-0.565201j -0.135052+0.202325j -0.184688-0.0699956j 0.218671+0.390282j 0.856972-0.0625876j 0.37883+0.380759j -0.15093-0.825346j -0.572605+0.287443j 0.686667-0.143876j 0.219018-0.427832j 0.574+1.95733j -0.0575359-0.0973556j 1.57629+0.528173j -0.0107549+0.00681514j -0.154485+0.0794647j 0.142641+0.0151132j -0.054062-0.10749j 0.162078+0.0388889j -0.178895-0.0969956j -0.0184521+0.00325823j -0.0691927+0.0849443j 0.0190237+0.365123j 0.0354669+0.0301525j 0.386913+0.12574j -0.240365-0.217009j -0.238997-0.381696j -0.108145+0.00212469j -0.463423+0.403394j 0.204141-0.18638j 0.0995025-0.265369j 0.0894987-0.396016j -0.530696-0.642774j 0.1916-0.0344672j -0.108501-0.100406j 0.346361-0.025706j -0.111789+0.0354522j 0.406336-0.932469j -0.320615+0.466969j -0.164416-0.0287356j -0.2867-0.609609j 0.709192-0.509426j 0.85225+0.0424116j 0.312942+0.073647j 0.248673+0.949526j -0.0432103-0.421551j 0.488314+0.241943j -0.321508+0.66395j 1.1079+0.0171753j 0.614008-0.442932j -0.0434788-1.07026j 0.130367-1.59682j -1.09041+0.0636937j 
-0.02546-0.035813j -0.094133+0.000146681j -0.0827518-0.211452j -0.0905575+0.012687j -0.141269-0.149047j -0.0044901-0.374503j -0.117777-0.0176224j 0.111168-0.23685j -0.101532-0.114336j 0.235963+0.169086j 0.13188+0.264097j -0.39534-0.29508j -0.269246+0.0682815j -0.215105+0.150344j 0.038835+0.162078j 0.28352+0.275603j 0.202444+0.224766j -0.623552+0.225765j -0.330874-0.943883j -0.61592-0.266584j -0.175808-0.0337826j -0.1728+0.297894j 0.184224+0.486495j 1.10554+0.300132j 0.472921-0.289194j 0.749475+0.0571709j -0.173846-0.931178j -0.00644694+0.0891716j -0.0079114-0.113663j 0.0666027-0.391357j -0.262222-0.25458j 0.0319404+0.356826j 0.0242637-0.0981965j 0.394278+0.538053j 0.214954-0.401823j -0.28538+0.319497j 0.00559764-0.00612306j 0.122873+0.335939j -0.24625-0.467j 0.410557+0.240611j -0.678773-0.546364j -0.2101+0.271863j -0.245766+0.348087j -0.0594896+0.261421j 0.200817+0.286605j 0.377194+0.549243j -0.192818-0.0479469j 0.431704+0.454734j -0.168488-0.44986j -0.842821+1.003j 0.315677+0.495429j 0.0452409+0.473309j 0.842475+0.0857112j 0.80658+0.407519j -0.156695+0.747385j -0.542962+0.249266j -0.132816+0.285089j 1.11988-0.533785j 1.04194+0.142656j 0.23998+0.535228j -0.119434-0.0964467j -0.714266-1.19006j -0.656211+0.434041j -0.300425+0.517746j 0.23047-1.12202j -1.42672-0.260045j 0.837693-0.666271j -0.808241+0.0959249j -0.0508983-0.307969j 
