-0.101445+0.0359666j 0.204046-0.100404j 0.491058+0.054713j -0.254279-0.209539j -0.338457-0.0479424j 0.344903-0.59889j 0.183484-0.111501j -0.358823-0.414241j 0.828647-0.365117j -0.272804+0.0374395j -0.415844+0.282669j 0.188228+0.822409j -0.0868201+0.618316j -0.50022-0.0633389j 0.156046-0.0978208j -0.040814-0.278017j 0.110554+0.0936389j -0.339437+0.173496j -0.229046-0.193562j -0.0242354+0.0529035j -0.397083-0.734195j 0.286736-0.0427811j -0.118985-0.0563079j -0.437+0.113124j -0.0617106-0.13349j -0.0218846+0.152027j 0.220655-0.136352j 0.239851-0.597838j -0.214808+0.164167j -0.815551-0.463186j -0.0150106+0.681823j 0.132847-0.740391j -0.267776-0.183265j -0.347019+0.43051j 0.571332+0.171478j -1.38436-0.585683j 0.0827372+0.0019978j 0.084348+1.21859j 0.90433+1.41847j 0.0270594-0.109905j -0.710532+0.339435j -1.13446+0.168612j 0.756651-1.44514j -0.160688+0.18533j -0.62319+0.168877j 0.354986+0.164347j 0.2542+0.107152j 0.0555027-0.26499j 0.296453-0.324638j -0.499047-0.0660887j 0.151631+0.0831221j -0.7857+1.05705j 0.296766-0.297574j 0.125804-0.302904j 0.0967287-0.942146j 0.297172+0.118322j -0.454812-0.191423j -0.451191-0.162169j -0.79758-0.453006j -0.47892+0.083287j -0.26789+0.507736j -0.612823-0.393452j 0.339442-0.190463j -0.0190113+0.295315j 0.205021+0.0654094j -0.316881-0.121706j 0.0738538+0.372414j 0.402494+0.825896j 1.19978-0.673129j 
0.238177+0.134542j 0.171574+0.325582j 0.370338-0.481831j 0.390454-0.106657j -0.603093-0.129419j 0.134722+0.644262j 0.537072-0.37199j -0.919235+0.519515j -0.4438+0.279158j 0.407142-0.132207j -0.190701+0.101083j 0.150101+0.301059j -0.302178+0.174047j -0.208076+0.582146j 0.505243+0.566275j -0.429461+0.233208j 0.0237592-0.838181j -0.471815-0.0112431j 0.136259-0.0160087j -0.0822502-0.0895261j 0.279433-0.139033j -0.426176-0.42354j -0.0137839-0.387537j -0.0777286+0.32242j 0.176203-0.0712311j -0.269774+0.164883j -0.378508+0.145836j 0.0347815-0.0993846j 0.0393984-0.385382j 0.0402941+0.0483141j 0.0936205+0.709927j -0.415333+0.360918j -0.369729-0.0750483j 0.333656-0.0774626j -1.08354+1.35137j -0.749226-0.105352j 1.23772+0.25257j 0.893607-0.273433j -0.823254-0.547422j -0.313138-1.0813j 0.23952-0.146311j -0.797416+0.953078j 0.346081+0.0368875j -0.425087+0.245032j 0.0827201+0.572484j -0.390598+0.286445j -0.653091-0.27443j 0.617998+1.23279j 0.0247046-0.684937j -0.227348+0.0618914j -1.27181+0.0281912j 0.288641-0.109634j 0.464707-0.728894j 0.0104048-0.433989j 0.00973911+0.614857j -0.364963+0.0267468j -1.16476+0.0206874j -0.0434829-0.501606j -0.131929-0.339331j 0.0405086-0.256965j 0.519442-0.533939j -0.0855381-0.0115442j -0.0697316+0.112453j 0.329807+0.291978j 0.43157+0.0315805j -0.292193-0.348982j -0.193948-0.33323j 0.0317318+0.18869j -0.0130052+0.0265019j 
-0.150125+0.0215274j 0.000496073-0.00466497j -0.347337+0.00584498j 0.329782+0.207511j -0.00177822+0.0912936j 0.211343+0.316954j -0.224001+0.15823j 0.282319-0.396681j 0.247315-0.264033j 0.338925+0.0654749j -0.0561185+0.0115692j 0.490524-0.106663j 0.296709+0.623742j 0.0889282+0.0727685j 0.26432-0.368679j 0.232377+0.702772j -0.298005-0.137184j -0.144779+0.25152j 0.557514+0.199443j 0.458884+0.0520167j 0.212333+0.0716183j 1.06315+0.51735j 0.57764+0.0206296j 0.611748+0.758375j 0.696268-0.13203j -0.393283-0.177793j 0.519377+0.523753j -0.0850425+0.31942j -0.00822986+0.099442j -0.0730394+0.100762j -0.129168-0.191071j -0.0671614+0.368059j 0.368041-0.353584j 0.542251-0.205298j -0.159588+0.10093j 0.111544-0.096738j -0.147641-0.00193358j -0.390264-0.680317j -0.00938235+0.33986j -0.210283+0.388805j 0.0603736+0.568039j -1.00422-0.191226j 0.194996-0.0121876j -0.24316+0.51351j -0.145205+0.319773j 0.713498+0.733047j -0.097312-0.175659j -1.20527+0.206632j -0.115827+0.872873j 0.0230026-0.128581j 0.824579-1.09839j 0.418045-0.337966j -0.343576-0.330201j 0.0156589-0.641021j 0.184134+0.275103j -0.423661-0.398722j -0.903993-0.941857j 0.233448+0.286708j -0.695637+0.825881j -0.70042+0.711025j -0.733102-0.148912j 0.992662-0.230158j -0.832522-0.129649j 0.986972+1.02883j 0.239187-0.294648j 0.300016+0.0439443j -0.4388-0.0326548j 0.00124688-0.610135j -0.104909-0.1103j 
0.146089+0.0662969j 0.0360005-0.313895j 0.0195561-0.118382j -0.00971111+0.347612j 0.174444+0.207043j -0.363612+0.0750499j -0.268719+0.0402988j -0.14929+0.41147j 0.208439+0.0328716j 0.385405-0.369986j -0.097274-0.225584j 0.29548-0.362588j 0.34309-0.293082j -0.776895-0.138137j -0.270086+0.235262j 0.355112-0.780445j 0.0790646+0.0611235j -0.286877+0.0347106j 0.0582295-0.119127j -0.0871143+0.115214j 0.610535+0.0269835j 0.0180899+0.388012j -0.440049+0.00374732j -0.145902-0.158835j -0.0887155+0.199123j 0.0788305+0.386393j -0.0277962+0.0270902j -0.182059-0.153534j -0.0722391+0.176137j -0.154401-4.70704e-05j -0.192833-0.120646j 0.132003-0.132479j -0.0663077+0.0835719j -0.217583-0.0852936j 0.219443-0.294567j 0.126971-0.149263j -0.189001-0.269668j -0.196128+0.0729252j 0.00472554-0.135013j -0.130498+0.0421899j 0.0491457-0.340157j 0.15082-0.134899j -0.179018+0.0652241j 0.277153-0.482059j 0.120311+0.0192956j -0.28666-0.00746682j 0.0239216-0.0353565j 0.0738959-0.0984614j -0.453588-0.222247j 0.0442418+0.0779672j -0.0270201+0.16025j 0.125349-0.143681j -0.142558-0.181068j 0.343168+0.0578945j 0.0310747-0.447394j 0.0410904-0.0401255j 0.120597+0.048588j -0.259839+0.272409j -0.0228973-0.34627j 0.0453841+0.0970073j 0.167591+0.166633j -0.269888+0.082787j -0.017254+0.0624413j -0.30038-0.184857j -0.330382+0.0337897j -0.0514443+0.103399j 0.210496+0.0903425j -0.17556-0.160923j -0.00633827+0.123928j 
0.00536753-0.0441049j 0.0721875-0.0013621j -0.172612-0.0881953j 0.10705+0.00522115j 0.0143434+0.0314791j 0.607648+0.28282j -0.605829-0.229238j -0.392236-0.183259j 0.139799-0.517956j 0.472333-0.152998j 0.0194681-0.129208j -0.507382+0.196651j -0.112841+0.229629j -0.794019+0.245408j -0.0521218+1.06327j -0.43661-0.595529j -0.681638+0.0541632j 0.155915-0.53355j 0.157173+0.184835j -0.476642+0.742484j -0.0950125-0.105502j -0.167253-0.160212j -0.175711-0.0511458j 0.331003+0.231873j 0.272062+0.0467153j 0.198923+0.120822j 0.255116+0.125058j -0.122359-0.0612418j 0.121968-0.0577389j -0.0523039-0.0194796j -0.0164987-0.140465j 0.0959239+0.00882555j -0.153508+0.0861034j -0.0300616-0.133834j 0.228543-0.326702j -0.0466533-0.0826578j 0.0979883+0.139557j 0.12176-0.0674127j -0.204276+0.186078j -0.102567-0.35782j -0.136205+0.0385993j -0.224165+0.198195j -0.0122598-0.135927j -0.104201-0.0117316j -0.121478+0.0745199j 0.163+0.0041654j -0.39954+0.198976j 0.14418+0.205272j 0.195477-0.147385j -0.136837-0.202386j -0.0070134+0.353407j -0.284644+0.338647j -0.0677447+0.0262539j -0.1321-0.118219j 0.0468673+0.249874j 0.470087-0.107529j 0.244088-0.180648j -0.136196-0.226796j -0.0536467-0.149979j 0.0200174+0.143959j 0.0801623+0.0823627j 0.0427914+0.0804302j -0.128378-0.00490061j 0.175444-0.121844j -0.221076+0.126686j 0.0162249+0.0367955j 0.0354043-0.0231137j -0.116787+0.0927463j -0.0756591-0.10882j 
-0.139992-0.0942657j -0.237523-0.201385j 0.424634-0.334684j 0.0858297-0.346853j -0.108064+0.170858j -0.785326+0.0118125j -0.152546-0.175514j -0.126338-0.606253j 1.0386-0.585383j -0.426832+0.0292169j -0.166049+0.208681j 0.296274+0.0584663j 0.881045-0.27723j -0.202336+0.438912j -0.63481+0.0874931j 0.375414-0.0552818j -0.488059+0.270123j -0.447475+0.0783818j -0.0107225+0.526277j -0.0464858-0.233911j 0.335479-0.454006j -0.223436-0.188432j -0.0771307-0.211134j -0.125681+0.0631748j 0.11064+0.206964j 0.0422449-0.0192254j -0.126568-0.213061j -0.0227919+0.359875j 0.147428+0.664454j 0.0367252-0.0743119j 0.250994+0.102824j -0.456059-0.1835j -0.565192+0.550948j 0.704551+0.591896j -0.179486+0.198568j -0.11673+0.613156j 0.917607-0.135649j 0.973123+0.213528j 0.202553-1.18259j -0.779904+1.12408j 0.301757-0.484206j -1.18854+0.410987j -0.169914-1.10241j 1.0459+0.239545j -0.194191+0.253841j 0.273137-0.761811j 0.7469-0.967501j 0.0777943+0.05853j -0.44501+0.0813891j 0.480074+0.997617j 0.204881-0.269665j -0.0916856-0.36584j -0.440007+0.234936j -0.0754876+0.212486j 0.660989-0.0408373j -0.0634586-0.364429j 0.373416+0.252738j 0.218867-0.573439j -0.290611-0.710694j 0.172729-0.216636j -0.253694-0.241595j -0.157028-0.212027j -0.0102602-0.112015j 0.111465+0.304744j 0.345184+0.0226135j -0.00135868-0.0466j 0.322012-0.165984j -0.510091-0.0712866j 0.133764+0.0790423j 
-0.0521908+0.470798j -0.495746-0.256981j -0.532678-0.0730936j 0.470834+0.181328j 0.593641+0.753175j 0.563362-0.0803508j 0.489329+0.25323j -0.0486687-0.274416j 0.114153-0.989357j -0.541313+0.951459j 0.459342+0.0828093j 0.0858301+1.11311j 0.890923+1.329j -1.03909-0.0712917j -1.46256+1.28652j -0.619896-1.82695j -0.0312797+0.155193j -0.89276-0.00975867j -0.415624+0.0999565j -0.763847+0.189758j -0.14386-1.24268j -0.726526+0.105478j 0.342847+0.448929j 1.13796+0.428129j -0.543535+0.175763j 0.155235+0.132778j 0.400227+0.0139074j 0.313092+0.302456j 0.0380068-0.0882011j -0.327916+0.518981j 0.168613-0.305804j -0.114289+0.162851j 0.0901016-0.0746613j 0.458002-0.545905j 0.292843-0.0348246j 0.00112435-0.234112j -0.204216+0.156071j -0.736851+0.0366256j 0.279306+0.0323734j -0.701659-0.390682j -0.331215-0.24134j -0.168575+1.04195j 0.455235-0.541776j -0.493085-0.14368j -0.0304308-0.280251j -0.132693+0.0134947j -0.3717-0.0594219j 0.87061-0.594711j -0.649254-0.156324j -0.366889-0.436302j 0.655129+0.0723646j -0.783402+0.699894j -0.0317911+0.00162796j 0.360586+0.0631904j -0.0820916-0.460238j -0.0389584+0.00781664j 0.38687+0.00622661j -0.0849561+0.0397205j -0.308312-0.538771j 0.459058-0.499693j 0.710967-0.0430816j -0.230449+0.234067j -0.253495-0.0801977j 0.774018-0.113013j -0.0298534-0.0232474j -0.343596+0.208089j -0.132356+0.123197j -0.135227-0.0457284j -0.111492-0.187351j 
-0.274212-0.755697j 0.56655-0.402643j -0.191963+0.0997206j 0.13242+0.32231j -0.632566-0.444882j -0.948655+0.0271217j 0.778384+0.221055j -0.459914-0.0372762j -1.43224+0.0750968j 0.321652+1.29581j 0.0656108-0.0743021j 0.509611-1.37384j 0.537156+0.607623j -1.04749+0.132561j -0.0882217+1.38052j -0.870695-0.410692j 0.188493-0.0600424j 0.436879+0.289195j -1.0389+0.079668j -0.0993314-0.352223j 0.631416+0.499321j -0.0827275+0.826628j -0.482913+0.0121043j -0.516844+0.154536j -0.349934-0.453645j -0.29548-0.0599405j 0.20894+0.210451j -0.196921+0.360344j -0.131072+0.638068j 0.170674-0.55749j 0.758236+0.0840181j 0.190296+0.0476246j 0.0564499-0.496151j 0.276097+0.438412j -0.507152-0.198121j 0.212754-0.545674j -0.131764-0.479167j 0.325909-0.366763j -0.0858724-0.446775j 0.835697+0.34609j 0.538358-0.380047j 0.000542995+0.707351j -0.207401+0.805236j -0.83933-0.251164j -0.420631-0.164253j -0.179611-0.693167j -0.0991405+0.569205j 0.0898461+0.0846706j -0.2041+0.297144j 0.609568+0.045012j -0.375846-0.648279j 0.44066+0.259626j -0.00749418+0.0319633j -0.129382+0.0644358j -0.0605524+0.188198j -0.225267-0.102514j -0.144383-0.169758j 0.0465167+0.698107j 0.401861-0.463605j 0.382734-0.217266j -0.941196+0.0608124j 0.0984196-0.180379j 0.280388-0.382427j 0.348867+0.345656j -0.246537+0.289209j -0.248404+0.300195j -0.0528233+0.179j -0.163237-0.193272j 0.338786+0.00601383j 
0.206391+0.599592j 0.447936-0.242131j 0.20832-0.306172j -0.592626+0.691737j -0.232733+0.457796j -0.733619-0.181154j -0.43318-0.484207j -0.951625+0.272193j 0.471725+0.611652j 1.15967+0.309122j 0.0620737-0.687651j 0.971834+0.49238j 0.574657-0.0558952j -0.464531-1.44399j -0.276799-0.39734j 1.67444+0.0996508j 0.101947+0.372976j -0.467052-0.609275j 0.705098+0.204924j -0.444292+0.294878j 0.585848+1.35971j -0.422336+0.87619j -0.359934-0.883315j -0.145559-0.0305983j -0.298679+0.338512j -0.732986+0.476615j -0.379767+0.363429j 0.246163-0.448263j 0.344259-0.113353j -0.45094-0.131075j 0.415208+0.377111j 0.0693001-0.229304j 0.243199-0.0117361j -0.247706+0.435472j -0.130346-0.133712j -0.181467+0.262762j -0.236167+0.241397j -0.0997649+0.306871j -0.252038+0.464943j 0.373312+0.460548j -0.668244+0.492726j 0.407308+0.415614j -0.288851-0.0327957j -0.686927+0.00702938j 0.205769-0.62136j 0.625147+0.38695j -0.231371+0.601175j 0.333074-0.0548576j 0.0754865+1.04936j -0.113746-0.0483779j 0.0421902+0.0744715j -0.299005-0.256772j -0.530513+0.458007j -0.235471-0.490124j -0.93053+0.114213j -0.109436-0.183132j -0.0109885+0.353243j 0.445004+0.151312j -0.461549+0.390123j 0.308749+0.113843j 0.0158256-0.259367j 0.471147+0.198676j 0.308385+0.148657j -0.145909+0.0885642j 0.177529+0.34938j 0.0266838+0.00302899j -0.00725525-0.283067j -0.155512+0.310756j 0.177349-0.0082339j 
0.257314+0.386263j 0.0866793+0.336697j 0.796551+0.00649147j -0.152134-0.192513j -0.327702+0.111477j -0.238514+0.784024j -0.802235+0.387199j -0.220648+0.277091j 0.341228+0.292697j 0.364309+0.0199414j 0.585542+0.376307j -0.336672-0.219201j 0.386414+0.222367j -0.292213-0.647951j -0.209695+0.433901j -0.346584+0.763937j 0.0214032-0.0759427j -0.208178+0.09059j -0.157825-0.338738j 0.286179-0.0526123j 0.125633-0.043387j -0.220806-0.313835j -0.300961-0.0535158j -0.0271723+0.0489483j 0.269864+0.0846651j -0.260361-0.374934j -0.003512-0.0989924j 0.141494-0.350051j 0.204804-0.868214j -0.125789+0.0862095j -0.331945+0.695428j -0.673095-0.14199j -0.860052+0.511811j 0.734014-0.147584j 1.05125+0.381922j 0.699679-1.37399j -1.258-1.45136j 0.132779-1.01358j 0.517788-0.809943j -0.0716225+0.773264j -1.09483-0.27828j 0.165192+0.552729j 1.06087+0.178347j -0.735499+0.239294j 0.0952136+0.297785j 0.0762369-0.639358j 0.0426514+0.338266j 0.352732-0.230157j -0.842026+0.924791j 0.21223-0.538716j 0.110037-0.800082j 0.265649-0.291917j 0.472979-0.133577j -0.770575-0.395608j 0.0187039+0.0926531j 0.641838+0.352497j -0.335971+0.00245896j -0.397698-0.11988j -0.0252615-0.400376j 0.0970473+0.369118j 0.651256-0.388604j -0.0183651-0.0654963j -0.0603084-0.239336j -0.229622+0.168181j -0.117916-0.295128j 0.42434-0.386129j -0.0197714+0.000450785j 0.0817656+0.283978j 0.0226307-0.17988j 
-0.00708401-0.0753339j 0.138142-0.117153j -0.148753+0.0844129j -0.0138296+0.230502j -0.166391-0.081975j -0.471295-0.709051j 0.669599+0.992485j -0.267027+0.193719j -1.08935-0.10066j -0.689033+0.387427j -0.0826945+0.0259917j 0.881291+0.178272j 0.265286+0.390083j 0.0861245+0.15248j 0.392139+0.0434238j -0.335684+0.10493j 0.686597+0.639224j -0.727409+0.366032j -0.358994-0.514495j 0.761033-0.316322j 0.312086+0.331583j -0.286293+0.424846j -0.0859443+0.226407j -0.175293-0.2179j -0.341004-0.534817j -0.262468-0.279819j -0.0718499-0.103592j 0.114991+0.362478j 0.219508+0.244937j -0.0297651+0.0321175j 0.337094-0.126634j 0.0988236+0.0186062j -0.258883-0.304818j 0.150637+0.0136216j 0.285407-0.117653j -0.00521744-0.355171j -0.252641+0.246742j 0.191329-0.0599898j -0.454439-0.395724j 0.397242-0.451311j -0.126591-0.12065j 0.0888262+0.149579j 0.131967+0.123461j -0.333612+0.247064j -0.179673+0.0783783j 0.0222567+0.0100106j -0.23297-0.105287j -0.291703+0.232264j 0.283955+0.342321j 0.143032-0.306035j -0.788352-0.170406j 0.0126139-0.0783355j 0.0207716-0.0622193j 0.0514256-0.275007j -0.352837+0.28733j 0.171908+0.389872j 0.0667783+0.175415j 0.378991-0.140973j -0.0154937-0.308678j -0.026085-0.145407j -0.331217+0.228905j 0.100787+0.0365391j -0.0912482-0.351999j 0.328492-0.0584324j -0.281761+0.00708661j 0.0744761+0.19739j 0.114143+0.107351j -0.2748-0.0166193j 0.152169-0.199631j 
0.272479-0.265443j 0.0617208+0.149354j 0.160234+0.159052j -0.245332+0.124369j 0.253717+0.250071j -0.239119+0.0449232j -0.0242171-0.187012j -0.963465+0.135272j 0.348964+0.0414624j -0.0974729+0.163811j -0.0662115+0.793934j -0.417016-0.174134j -0.0987268+0.397224j 0.318795+0.121513j 0.457561-0.247074j -0.0268463+0.544468j 0.353329+0.73601j 0.85982-0.717609j 0.133213-0.0198604j 0.432709+0.573126j 0.694782-0.260974j -0.263707+0.285285j -0.114547-0.10063j 0.0994166+0.944389j 0.346612+0.0850273j -0.24741-0.08474j -0.0803934-0.227693j 0.207437-0.379487j -0.200742-0.187982j 0.627116-0.0537536j -0.172107+0.00937809j 0.224448-0.246809j -0.442421+0.341975j 0.406627-0.0518972j -0.50905+0.0821341j -0.345703+0.519427j -0.299933-0.129763j 0.208503+0.981953j -0.396188+0.221628j -0.132277+0.293511j 1.06344-0.178454j -0.40984+0.0419739j 0.511137+0.70107j -0.449474-0.0602623j 0.243147-0.0710901j 0.282256+0.411556j -0.394261-1.25875j -0.640681-0.457025j -0.03981-0.838704j 0.45194+0.0177208j -0.0172864-0.0952647j -1.31151+0.012908j -0.899892-0.529863j -0.112963-0.0128067j 0.327476+0.44682j -0.676141+0.098395j 0.655728+0.7013j -0.119694+0.775853j 0.48079+0.0729097j -0.394682-0.0173543j 0.421925+0.0281655j -0.815327-0.284248j -0.323725-0.0400804j 0.0967634+0.434482j 0.325453+0.132745j 0.406312-0.148994j 0.095558+0.108972j 0.0236532+0.543317j -0.49559+0.352907j 
0.250204-0.56435j 0.436581+0.181515j 0.102276-0.142218j -0.114303+0.0350653j -0.0318912-0.490231j -0.355132+0.727809j -0.346266-1.11381j -0.191356-0.645238j 0.569837-0.23028j 1.01152+0.867871j 0.266478-0.129461j -0.0664972-1.25239j -0.0920066-0.0489757j -1.21256-0.731383j -1.10846+1.13151j 0.0541964-0.778224j -0.82517-0.913075j 1.26729+0.0498648j -0.391625+0.449851j -1.21712+0.168887j -0.0226719+0.236778j 0.0304197-0.0317676j -0.277258-0.535624j -0.167682+0.246951j 0.408726+0.396532j -0.020915+0.24135j 0.103922+0.413638j -0.241816-0.402192j 0.00615824+0.111845j 0.424735-0.323485j 0.0753639+0.0732095j -0.0299041-0.115579j 0.196307+0.108555j 0.171431+0.087621j -1.26939+0.0278493j -0.129454+0.0293356j -0.0348565-0.61499j -0.072344-0.188716j 0.457052+0.476902j 0.280761+0.876578j 0.245231-0.366057j 0.13608+0.0857822j -0.0370176+0.413533j -0.62542-0.267931j -0.15079-0.0990403j -0.532677-0.356072j 0.796692+0.991888j 0.584446-0.0784531j -0.141834+0.237293j 0.44053+0.346489j 0.472233+0.141734j 0.466529-0.149353j 0.18839+0.122283j -0.350725+0.260552j 0.817-0.0948977j -0.399135-0.407394j -0.644604-0.638679j -0.0273539+0.725293j 0.163921+0.0806085j 0.217507-0.141146j -0.20325+0.179172j -0.0699898-0.163108j 0.0402298+0.032702j 0.147996+0.0910318j 0.292199+0.457507j 0.152329-0.00881352j -0.0889494-0.0886228j 0.172543+0.209043j 0.0419161+0.125595j 
0.114899-0.376899j 0.600095-0.290027j -0.743201-0.355446j -0.201838-0.615903j -0.313901+0.847084j 0.753464-0.358383j -0.774446-1.07321j 0.780908+1.44718j 0.1264+0.801783j -0.271641-0.510256j 0.0198905+0.466301j 0.600256-0.358849j 0.409793+0.871198j 0.968174+0.220602j 0.81508-0.688745j 0.137423+0.573757j -1.15412+0.0768907j -0.0290538+0.629798j -0.0721503-0.30941j 0.0646418+0.221796j -0.0835017-0.208685j -0.58146+0.728294j -0.603747+0.00473694j 0.373293+0.0662409j -0.133883-0.263742j 0.283295+0.295047j 0.283776+0.582949j -0.124169-0.022065j -0.279232+0.0185988j 0.0866315-0.177373j 0.604833-0.0836391j 0.36724+0.268411j -0.165458+0.107149j 0.0353776-0.0877887j 1.07956+1.20549j 0.141508+0.666175j 0.306495-1.14178j 0.0240492-0.723996j -0.230639+0.491984j -0.810539+0.0459356j 0.0254508-0.338565j 0.523516+0.664136j -0.00197129-0.117982j 0.0816421+0.364235j 0.251879-0.0651062j 0.33073+0.303884j -0.153951+0.474917j 0.953593-0.566101j -0.519387-0.125459j 0.242468+0.191957j 0.139521+0.782032j -0.0709406-0.108265j -0.434182-0.332467j -0.321024-0.0172374j 0.454705+0.0643599j 0.0234529+0.374401j -0.0733622+0.879196j -0.365018+0.036623j 0.0159471-0.0601388j -0.277748-0.0164746j -0.505149-0.303711j 0.0524108+0.0258611j 0.113973-0.0636198j 0.24504-0.242698j -0.0113748-0.392993j -0.230641+0.267956j -0.26574+0.218963j 0.15821-0.104839j 0.0698891-0.00494485j 
0.283761-0.115219j -0.0834529+0.340507j -0.144735+0.216469j -0.0489734-0.232967j 0.508866-0.372203j -0.0220007-0.154321j -0.0524783-0.0495673j -0.451799+0.263137j -0.798649-0.494723j 0.569236+0.259268j 0.0471278-0.152022j 0.608939-0.229234j 0.549879-0.739858j -0.115461+0.775688j 0.666428+1.13063j -1.11534+0.11973j 0.175524+0.320744j 0.0638939+0.478545j 0.158147+0.138813j 0.15636+0.565924j -0.663244+0.104073j -0.0907369+0.464805j -0.00168926-0.171124j 0.264145-0.671189j 0.229464+0.177606j 0.148007-0.0726129j -0.0219647-0.221393j 0.150516-0.265459j 0.0309791-0.215793j 0.416713+0.127691j -0.376057-0.352705j 0.190062+0.253348j 0.00525265+0.138958j -0.504828-0.689051j -0.137066+0.0594993j -0.134644+0.155281j 0.218828+0.00573086j 0.217673+0.585512j 0.121103-0.546198j -0.0274869+0.736827j -0.34921+0.474155j 1.22291+0.940839j -0.938591-0.376096j -0.125307+0.868671j -0.330563+0.285957j -0.144716-0.112995j 0.110811-0.178866j -0.541634-1.45064j 0.0731375+0.217668j -0.209432+0.0163132j 0.242673-1.14449j 0.648555+1.0433j 0.124204+0.107259j 0.0577542-0.0504337j -0.572795-0.408979j -0.22665-0.114839j -0.0967528+0.0949298j -0.0346373+0.0240043j -0.728334+0.341985j -0.665694-0.683034j -0.0773271-0.606988j 0.202726+0.125564j -0.0990327+0.374613j -0.113927-1.24294j 0.239795-0.0807799j 0.284408+0.189291j 0.0646961+0.114288j 0.0485291+0.32466j -0.355373+0.124099j 
-0.293552+0.275383j -0.263684+0.241701j -0.616196-0.872307j -0.707088+0.00814509j 0.123302+0.566109j 0.387318+1.44987j -0.225662+0.344952j -0.73173+0.378106j -0.679019-1.32043j 0.133215+0.375975j 0.553779+0.390727j -0.450231-0.36454j -0.633983-1.08777j 0.519022+0.148013j 0.00569995+0.522525j 0.403114-0.579789j 0.319545+0.475489j 0.218962+0.502757j 0.661371+0.0503653j -0.460931-0.126608j -0.347666-0.67911j -0.221407+0.188922j -0.37367+0.302261j 0.0675197+0.493593j 0.264388-0.208695j -0.0814842+0.0983265j -0.325501+0.266808j 0.434211+0.0607653j 0.524902-0.238969j -0.251583-0.129151j 0.254783-0.134051j -0.119668+0.452076j 0.553011+0.497651j 0.795636-0.552337j 0.386006+0.18267j 0.354354+0.0154943j -0.381124-0.493807j 0.0100049-0.984308j -1.08324-0.201141j 1.09884+0.38177j -0.289776-0.223253j 0.361849+0.810881j -0.630365+0.0505495j 0.277577-0.613182j 0.417717+0.164041j -0.561939-0.219217j -0.677723-0.515475j 0.129284+0.126076j 0.0388345+0.374683j 0.63688-0.584938j -0.349782+0.00540057j -0.364191-0.090729j 0.23193+0.20283j 0.179266+0.154817j 0.133585-0.379538j -0.250349+0.0360199j 0.294473-0.249715j -0.480095-0.143693j -0.485579+0.0888774j -0.0989225-0.0504627j -0.148824+0.237446j -0.255643+0.031198j -0.0997553-0.10854j 0.280524+0.117133j 0.0520363-0.321104j -0.157759-0.0837045j -0.171573-0.258612j 0.0202516+0.379847j 0.085861-0.174869j 
-0.11832+0.144985j -0.323824-0.0124746j 0.360525+0.342641j 0.0538988+0.361698j 0.252478-0.37935j -0.36141+0.0151188j 0.067555+0.631168j -0.105532-0.842228j 0.0772336-0.310557j 0.0434565+0.207975j 0.0199481-0.270348j -0.362226+0.132578j 0.0280034-0.469896j -0.503674-0.229246j -0.425745+0.238686j -0.107756-0.264795j 0.531564+0.0418022j 0.0674679-0.402901j 0.0165401+0.167816j 0.0469573-0.0699991j 0.0230737+0.138556j 0.365706-0.303984j 0.300739+0.0913493j -0.181142-0.0807778j 0.0400775+0.149927j -0.0984247-0.188181j -0.0397183-0.329212j 0.0148561+0.00570169j 0.0705274-0.117918j -0.0868486+0.0771828j -0.255138+0.256772j -0.318125-0.0650336j 0.0396265-0.221279j 0.0335976+0.0285858j -0.796982-0.066525j -0.261787-0.275701j 0.202794+0.697813j 0.212373+0.457053j -0.0570193-0.426029j 0.221449-0.430954j 0.10904+0.173662j -0.451997-0.0941442j 0.114838+0.0566071j -0.119764-0.0152944j -0.167151+0.149119j -0.234711+0.00659666j -0.0699572-0.366552j -0.32459+0.582238j 0.269422-0.211449j -0.238845-0.0204729j -0.450467-0.484393j 0.117333+0.040294j 0.380314-0.103756j 0.204372-0.0667119j -0.33235+0.158605j -0.220868-0.125794j -0.351312-0.358683j 0.232208-0.184497j 0.000668885-0.0246495j 0.143167-0.102069j 0.462083-0.0804158j -0.0428202-0.0211853j -0.039158+0.0838667j -0.0555586+0.239987j 0.177554+0.188876j -0.0376068-0.265744j 0.0391615-0.197744j -0.0105215+0.0641473j -0.0526946+0.0387355j 
