0.010748-0.0111952j -0.0179632+0.0400878j 0.0628299-0.0798261j -0.0765285+0.072776j 0.0101527+0.0581949j -0.0810484+0.00756317j -0.118704+0.0684922j 0.00418617-0.0383989j -0.0393247-0.109731j 0.0987991-0.193341j -0.039123+0.0735096j 0.113314-0.0586836j -0.00809457+0.0182682j -0.24031+0.173461j -0.0735539-0.00335258j 0.271958-0.0166242j 0.150349+0.00245796j 0.165127+0.0746198j -0.083986-0.158357j 0.00600563+0.130194j -0.122832+0.0174396j -0.0183514-0.0997878j 0.0243174-0.0497848j -0.319774-0.242914j -0.0800889-0.225507j 0.0841833-0.0651322j 0.372089-0.360353j -0.180987+0.0984094j -0.163864+0.0618743j 0.131116-0.175876j -0.105562-0.0271257j -0.161554+0.334066j 0.0267+0.0376262j 0.0766724-0.235428j 0.315071+0.169096j -0.310954+0.232893j 0.216231+0.0101518j 0.0812675-0.381973j -0.1195-0.099191j 0.125878+0.278606j -0.0525595+0.110488j 0.0528455-0.325836j -0.0408487-0.143943j -0.426036+0.308078j 0.255708+0.225642j 0.559864-0.102826j 0.305308-0.210178j 0.170498-0.170935j 0.0492641+0.145868j 0.253656+0.334635j -0.213799-0.410609j -0.251535+0.223736j 0.303574+0.0706841j 0.150012+0.0841209j 0.159057-0.467395j -0.216432-0.581772j 0.196639-0.185789j 0.445993-0.326474j -0.54151-0.0978652j 0.0793659-0.11253j 0.265852-0.344495j -0.123545+0.436112j 0.0260767+0.32166j 0.295335-0.0217123j -0.402037+0.115123j 0.052113+0.0477935j 0.175456+0.109262j 0.273552+0.314918j 0.288821-0.273135j 0.317191+0.0800275j 
0.0121248-0.0169478j 0.000715762+0.0901852j 0.027143-0.131049j -0.0126789+0.127444j 0.020946+0.024657j -0.0697533+0.0746959j -0.0326155+0.150861j -0.0134483-0.00516953j -0.08707-0.028677j -0.0755609-0.285809j 0.0377041+0.130374j 0.0399249-0.189874j -0.0462418+0.0500076j -0.123635+0.364281j -0.149644+0.106826j 0.291463-0.218445j 0.143087-0.0571672j 0.184522+0.145052j -0.130245-0.273418j 0.0405142+0.290867j -0.146854+0.141995j -0.0586314-0.080183j -0.0535956-0.0813722j -0.254503-0.197788j -0.0569504-0.225859j 0.182829-0.218308j 0.317563-0.492739j -0.0951596+0.020741j -0.11287-0.0278495j 0.152243-0.270577j 0.080217-0.0818357j -0.121301+0.454936j -0.327378+0.0862635j 0.0351335-0.0911692j 0.277489+0.130802j -0.0604462+0.0830641j 0.245699-0.0736399j 0.743313-0.0336631j -0.146283-0.072392j -0.247111+0.0812253j -0.0536915-0.236157j 0.158011-0.550883j 0.0617785-0.463628j -0.12659-0.434001j 0.156984+0.617803j 0.548473+0.331509j 0.167877+0.585858j 0.125651-0.0489248j 0.105417-0.168175j -0.423745+0.323363j 0.85357-0.311435j -0.0033812+0.380474j 0.487586-0.0172302j 0.301206+0.672208j 0.577271+0.614393j 0.669037-0.20831j -0.314264+0.896064j 0.420869-0.441011j 0.303697-0.576084j 0.819363+0.0127953j -0.463846+0.587475j 0.121138-0.406753j -0.138445-0.188608j -1.05245-0.437014j 0.831252-0.0208224j 0.16718+0.0923314j -0.330936-0.683821j 0.402998-1.12737j -0.605813-1.05709j 0.617111-0.580588j 
0.0308251+0.0812526j 0.0603392+0.0201819j -0.215634-0.0244236j 0.401272+0.170277j 0.232442+0.0243927j 0.153783+0.221213j 0.29348+0.250802j -0.0441363-0.0804326j -0.1666+0.153446j -0.516066-0.0777767j 0.268543+0.0493691j -0.318768+0.0374643j 0.0552754+0.130665j 0.259451+0.125722j 0.00842873+0.225532j -0.0782833-0.179067j -0.290087-0.0859124j 0.0436295+0.0492258j -0.0114898-0.120695j 0.0861737-0.451916j 0.240029-0.322345j 0.0647211-0.18976j -0.204293-0.127028j 0.119216+0.425274j 0.0588115+0.14227j 0.301935+0.229555j -0.68638-0.0741819j 0.177014+0.398926j -0.175965+0.237594j 0.184462+0.106988j 0.163851-0.0245149j -0.0462062+0.129818j -0.407738-0.174619j -0.694132-0.0300247j 0.225091+0.367547j 0.191442+0.0498198j 0.114629+0.210382j -0.396879+1.1009j -0.0892951-0.10947j 0.175502-0.163945j 0.590262-0.0434324j 0.0970945-0.224756j 0.0869259-0.00319094j -0.250776+0.828829j -0.161513+0.0735685j -0.472089+0.547209j -0.936219-0.172666j -0.503249-0.258509j -0.37482+0.141363j 0.286566+0.14304j 0.0632122+0.331642j -0.485025+0.382079j 0.466815+0.344582j -0.0178375-0.339611j -0.522686-0.0114284j -0.225556+0.892074j -0.167274+0.0216041j 0.6139-0.0300449j 0.538296-0.947903j 0.16327+0.946229j 0.119214+0.311103j -0.610573+0.24782j -0.659141+0.0449943j -0.69151-0.722959j 0.189469-0.835287j 0.353825+0.257893j -0.686202+0.684143j 0.897995+0.0210263j 0.27761-0.751826j 0.10083+1.22905j 
-0.0676992+0.0259625j -0.264332+0.243071j 0.353408-0.204268j -0.0851937+0.324717j -0.269201+0.194885j 0.0991214+0.115328j -0.076284-0.0980046j 0.250636+0.0557182j 0.453172+0.0467852j -0.219816-0.0737879j 0.11573+0.137745j -0.377132-0.320699j -0.21754+0.251337j -0.0440109-0.195649j -0.21426+0.122359j -0.149773+0.107138j -0.249141-0.0688119j -0.458126+0.665578j 0.31399-0.198023j 0.361125+0.323238j 0.282636-0.156129j 0.400698+0.173802j -0.264614+0.00253193j 0.818033+0.448524j 0.371991+0.307676j 0.00831789-0.141379j 0.0412962-0.199056j 0.307515+0.142194j 0.366676+0.100067j -0.557146-0.150347j -0.205577-0.111991j -0.221501+0.405431j -0.684581+0.523145j -0.141538+0.261763j 0.311882+0.524601j -0.543432-0.366882j 0.167913-0.171279j 0.0595601+0.444563j 0.0827938-0.428255j -0.261866-0.568387j 0.397425+0.079988j 0.180355-0.14478j -0.448378-0.663044j -0.522299+0.395593j 0.288994-0.48902j -0.191452+0.450417j 0.254103+0.509859j 0.193796+0.433952j 0.268841+0.128635j 0.890998+0.16907j -0.38208-0.151848j 0.751996+0.506332j -0.0242767-0.876662j -0.387896+0.427365j 0.273441-0.305238j 0.553281-0.195546j -0.434237-0.134993j -0.249425+0.262863j -0.274665+0.0999627j 0.682373-0.880097j -0.136628-0.949991j 0.224113+0.461372j 0.793524-0.0250534j -0.204189+0.208172j -0.0507839-0.174481j 0.193637+0.019353j 0.75088-0.718416j 0.406262-0.890454j -0.149025-0.397583j -0.58372+0.498822j 
0.0673886-0.0531772j -0.141279+0.159701j 0.440121-0.172823j -0.285104+0.1301j -0.0915692+0.322759j -0.169659-0.00498795j -0.286834+0.0921699j 0.0380393-0.0838915j -0.184206-0.205814j -0.382568-0.356066j 0.0157509+0.190346j 0.158227-0.10227j -0.190784+0.231314j -0.257893+0.426757j -0.398755-0.371925j 0.273509-0.113062j 0.17617+0.110974j -0.182086+0.098298j -0.252833+0.440704j -0.236468-0.554215j 0.189307-0.302858j -0.254808+0.0964005j -0.150295-0.0264379j 0.16851+0.196168j -0.53004-0.06463j -0.686201-0.580667j -0.775446-0.0729445j 0.378542+0.413558j 0.164403+0.508887j 0.277538+0.231508j -0.320378-0.0350002j 0.122702+0.171326j 0.0425784-0.108918j -0.280451+0.251929j 0.0348415-1.01516j 0.241843-0.393214j 0.538452-0.154785j 0.326528+0.0904103j -0.0517626-0.38577j 0.277235+0.293679j 0.111419-0.197891j -0.265994+0.378366j 0.123513-0.0156631j 0.293765-0.323163j 0.112016+0.0887336j -0.081032+1.00771j 0.517936+0.496273j -0.958092+0.507674j -0.0733157+0.295614j -0.148542-0.602249j -0.245515-0.693075j 0.979027-0.288241j -0.896623-0.753609j -0.401941+0.509973j 0.898154-0.0865779j -0.23829-0.212262j 0.247204+0.182766j 0.420105+0.364517j 0.0975244+0.0493057j 0.126474+0.638995j 0.348199-0.293904j 0.202713-0.183469j 0.0685229-0.0709154j -0.117015+0.671093j 0.20074-0.17716j -0.903738-0.129107j 0.146018+0.344232j 0.140034-0.0912687j -0.717419-0.168647j -0.512688-0.213298j 
-0.053685+0.0933862j 0.0792815+0.240569j -0.103179+0.0130488j 0.154985-0.378596j -0.0894525+0.394502j -0.0360101-0.0531898j 0.115864+0.0715714j -0.1102-0.0945071j -0.533489-0.455955j -0.139615-0.0476006j 0.122014-0.0406741j -0.0375295-0.190673j 0.618542-0.244017j -0.0193148-0.0351302j 0.189561-0.329807j -0.208842-0.58558j 0.585935-0.0149096j -0.656239+0.0872495j 0.38755+0.0259773j 0.147379-0.593181j -0.770179+0.722442j -0.188957-0.0572049j 0.137521+0.396776j -0.02125+0.0339455j -0.212107-0.43904j -0.019088+0.45307j 0.181184-0.107559j -0.141463-0.0319842j -0.141507-0.384104j 0.525845+0.639814j 0.759804-0.0899366j 0.316711-0.963523j -0.493568+0.0364658j -0.151612+0.142608j 0.0561785-0.0376523j -0.558343-0.102041j 0.489472-0.0332092j -0.236099-0.143332j 0.0199089+0.395759j 0.245775-0.246441j -0.880591-0.0237007j 0.127312-0.382076j -0.185581+0.142206j -0.0781476+0.303455j 0.222332+0.518603j -0.223442-0.269246j 0.44039+0.787525j -0.393011-0.309886j -0.152537+0.491198j 0.252982+0.247054j 0.0133577+0.356075j -0.103577+0.312627j 0.296369+0.0555031j -0.571633-0.621374j 0.351783+0.103678j 0.196448+0.288117j -0.124321-0.264538j 0.0589227-0.0350657j 0.803502+0.452063j 0.745785-0.479113j 0.746002-0.593145j 0.00360048+0.0721753j 0.0479363-0.346793j 0.597319-0.720124j 0.593778-1.1289j -0.53546-0.34265j -0.193548-0.117157j -0.0370264+0.136028j -0.216596+0.346728j 0.353457-0.0317307j 
-0.062424+0.250053j 0.122405+0.459103j -0.189386-0.0386516j 0.29388-0.288777j 0.0533131+0.125048j -0.161678+0.246966j -0.113213+0.0805204j -0.169-0.10832j -0.169605-0.731399j 0.541078+0.208907j -0.0260384-0.0823615j -0.219732-0.449597j 0.664003-0.158894j -0.0442085+0.02102j -0.0134216+0.0196697j -0.295226+0.598069j 0.317545-0.0574508j 0.211923-0.698696j -0.130529-0.115266j -0.73982-0.284847j 0.0566643-0.37992j -0.040663-0.634878j -0.477799-0.311134j -0.798855-0.0498465j 0.169788-0.272123j 0.383945+0.680966j -0.338721+0.373453j 0.0350839+0.158893j 0.193227-0.497507j 0.242182-0.344843j 0.142671-0.0125172j -0.481698-0.593127j -0.225233+0.291855j -0.377285-0.439818j -0.0880816+0.0361516j 0.381866-0.138066j 0.290831+0.658204j 0.170219-0.567815j 0.840949+0.331478j 0.320672-0.632094j 0.613284+0.458769j -0.375658+0.680393j 0.654989-0.82363j -0.257905-0.179949j 0.861272+0.282797j -1.2659-0.0273923j 0.0791537+0.505585j -0.0159608-0.459199j 0.311814+0.578719j 0.401448-0.0149077j 0.35622-0.198798j 0.00410095+0.605584j 0.0985389-0.161113j -0.182151+0.270403j 0.451599+0.268359j 0.154709-0.0946919j 0.180439-0.0381947j 0.480739-0.78644j -0.300651+0.0765796j 0.0710145+0.615884j -0.0835751-0.321761j -0.277649+0.855863j 0.255017-0.0860381j 0.0567063-0.392453j 0.73172+0.4569j -0.388516+0.270474j -0.508619+0.126498j 0.0109214-0.0823519j 0.146801+0.540815j 0.368739+0.288882j 
0.160495-0.0229035j -0.0361096-0.141298j 0.0911798+0.0451162j -0.162115-0.131521j 0.574128-0.0365116j 0.527455+0.0637451j -0.232068-0.18211j 0.0566201+0.387673j 0.487185+0.13626j 0.16673-0.426895j 0.00219963+0.14963j 0.0756616-0.000406969j -0.574211-0.0817386j -0.180056+0.442937j -0.798811-0.0879846j -0.34846+0.148044j -0.000672839-0.122718j 0.662243-0.29441j 0.0696877+0.998037j -0.302019+0.206014j 0.108555-0.065882j 0.701077-0.0600979j 0.229319+1.2048j 0.401306+0.207082j 0.405922-0.263685j 0.144828-0.374621j 0.252449+0.0207346j 0.378648-0.187354j -0.525818-0.258291j 0.110958+0.0956239j -0.312955-0.213796j 1.14556+0.483174j -0.625028-0.109186j -0.0405128+0.356091j -0.180519+0.384232j -0.0139864+0.348643j -0.10146+0.172067j 0.0455531+0.181383j -0.32291-0.0245857j 0.374263+0.687993j -0.164801+0.489039j 0.420842+0.177329j -0.244902-0.244849j 0.181662+0.313444j -0.206763+0.30076j -0.179988-0.305942j -0.234429-0.0567452j 0.729404-0.0987582j -0.788142+0.345573j -0.110541+0.187945j -0.304545+0.443584j 0.34404+0.0973771j -0.79227-0.0529046j 0.551421-0.601717j 0.00479788-0.469159j 0.378079-0.0846127j -0.526119+0.17608j 0.686423-0.19283j 0.270243+0.808223j 0.123334+0.0584536j 0.0297155+0.306851j -0.0507969+0.195129j -0.275883-0.996514j -0.522231+0.344952j -0.667782+0.2656j -0.116747+0.312922j 0.191636+0.441098j -0.0543494-0.186777j 0.224081-0.126615j 0.0161642-0.117868j 
-0.123035-0.191453j -0.0392348-0.548483j -0.0368574+0.441133j -0.127308-0.365668j -0.705998+0.0559329j 0.0451921-0.25428j 0.382169-0.18714j -0.0934709+0.0350993j -0.0917988-0.289343j -0.177143-0.353674j 0.278484+0.274192j -0.17069-0.316612j 0.344064+0.0631678j -0.447387+0.405783j -0.749498+0.258297j 0.377321-0.0951007j -0.306046+0.0798952j -0.168233+0.629794j 0.452776+0.205346j -0.23639-0.33125j 0.357288+0.0679824j -0.349095-0.649378j -0.34112-0.00926131j 0.0598315-0.276733j 0.293264+0.0504262j 0.0420961+0.382379j -0.0735616+0.0391714j 0.152509-0.123459j 0.180319-0.323982j 0.406688+0.00858797j -0.211426+0.845834j 0.077573+0.780878j 0.226975+0.178234j 0.930933+0.198216j -0.974144+0.152523j -0.311705+1.02347j -0.886585+0.241742j -0.29558+0.158192j 0.0818734+0.955614j 0.467193+1.00995j -0.399682+0.235301j 0.276792+0.262142j 0.318132-0.120526j -0.21765-0.0350513j 0.165697-0.362436j -0.0726913+0.0520745j -0.188654-0.384674j -0.24109+0.0717519j 0.264057-0.686732j 0.243489-0.284134j 0.193126-0.139013j 0.357953+0.0152464j 0.0801004+0.736325j 0.227549+0.0506594j -0.357503-0.175762j -0.460495-0.32475j -0.335003-0.541716j -0.344994+0.0535822j 0.208882-0.290709j 0.398094-0.140467j -0.316239+0.254488j -0.339292+0.343755j -0.042599-0.0562331j 0.428819+0.278935j 0.0934274-0.259128j -0.847102-0.10859j 0.207527-0.346971j -0.131738+0.480648j 0.393899-0.485769j 0.202087-0.0700913j 
0.150877-0.0464102j -0.0476336-0.230622j 0.0539225-0.210284j -0.261469+0.30687j -0.0846911-0.181202j 0.620157+0.466892j -0.337719-0.50234j -0.247605+0.631076j -0.228937-0.302484j 0.104122-0.313066j 0.0672649-0.0192177j -0.337495+0.702527j -0.388906-0.119021j -0.562336-0.333015j 0.428212+0.232283j -0.0603925-0.374247j -0.613914-0.841118j 0.550336+0.187379j 0.499297+0.178736j 0.503106+0.0476872j -0.426795+0.0511128j 0.500952+0.585958j 0.546344-0.122349j -0.0436417-0.240384j -0.0809175+0.55979j -0.503504-0.558782j -0.222837+0.22205j -0.143645+0.258663j 0.68705-0.181863j 0.352128-0.183102j -0.0721199+0.716853j 0.183833+0.041486j -0.217822+0.211348j 0.206206+0.00774683j 0.00426057+0.128232j -0.217604+0.239881j -0.319852+0.59063j 0.448136+0.134148j -1.05786+0.53385j 0.390779-0.207584j 0.122179+0.338265j -0.751164+0.285375j 0.430961-0.159232j -0.257479+0.007025j -0.096872+0.00966209j 0.276271+0.463088j -0.426599+0.226142j 0.0395224-1.2375j -0.703389-0.183962j 0.485586+0.00899288j 0.401843+0.245227j -0.00358762-0.743254j -0.423266-0.332925j -0.0380674+0.193313j 0.138282+0.109038j -0.876142-0.0253089j -0.0297417-0.482446j 0.863605+0.171521j -0.17749-0.0683833j 0.0944082-0.170618j -0.0450322+0.374358j 0.685578-0.216046j 0.211767-0.407783j -0.180811-0.0689127j -0.432602-0.244192j 0.494601+0.232372j 0.274044-0.153155j -0.271842+0.065822j 0.136019-0.0797401j -0.0491281-0.0974363j 
0.530176+0.115459j 0.329994-0.406997j 0.0135831-0.0636704j -0.486231-0.116142j 0.326433+0.333596j 0.589437-0.01599j -0.0854156-0.365339j -0.0933862-0.604348j 0.0790863+0.924892j 0.0930711-0.144227j -0.369719+0.484298j 0.140112+0.102527j 0.265386+0.725027j 0.12387-0.327991j -0.291799+0.168842j 0.513224+0.204748j -0.158221-0.0037457j 0.168038+0.22043j 0.199847+0.848901j 0.508088-0.320688j -0.0752851+0.0716473j 0.0309345+0.0136501j -0.031006-0.451568j -0.1351-0.0756157j 1.38538+0.0261776j -0.928806-0.164301j -0.466349-0.255866j -0.930229-0.698479j 0.326625+0.508038j 0.16283-0.873918j 0.695147+0.236637j 0.673083-0.210302j -0.180933+0.0125835j 0.299623-0.414509j 0.328685+0.608985j 0.414229-0.221152j -0.274849+0.150482j -0.0424055+0.221606j -0.131631+0.289377j 0.203718+0.0100299j 0.801657+0.419758j -0.336645-0.581419j -0.119113+0.0408412j -0.0232461-0.220809j -0.722278+0.53591j -0.080411-0.149931j -0.800892+0.169166j 0.493274+0.171918j -0.0678954+0.504062j 0.171928+0.0686634j -0.627911+0.143617j 0.10083+0.312036j 0.204373+0.641788j 0.353813+0.456081j -0.484207-0.576098j 0.26697+0.0820037j 0.126864+0.0504954j 0.887888+0.289391j -0.559859+0.240075j -0.0714218-0.117457j -0.652275+0.0240286j 0.396277-0.826975j 0.245676+0.00992322j 0.0444257+0.0393351j 0.115024-0.227214j -0.236402+0.116464j 0.255031+0.602529j -0.277405-0.0814137j 0.310374-0.263763j 0.0226913-0.126013j 
-0.101249-0.258221j 0.127496+0.378594j -0.108248+0.18186j -0.0708012-0.141569j -0.568942+0.270958j 0.183925-1.12179j 0.419315+0.68704j -0.077852+0.494653j 0.321992+0.168994j 0.725624+0.670149j 0.608347+0.258664j -0.911315+0.0414698j 0.0410972+0.34182j 0.0470005+0.320813j -0.0139706-0.35528j -0.099995-0.226604j 0.503284-0.615473j -0.226035-0.239008j -0.231717-0.125219j 0.000871054+0.12339j -0.0296884-0.212479j 0.0356953+0.274668j -0.379105+0.236194j -0.462016+0.338766j -0.0622065-0.0604218j 0.262145-0.157651j 0.00511101+0.178506j -0.33868-0.293041j 0.185902+0.127263j 1.19182-0.191925j -0.157438+0.118023j 0.126072+0.0882511j 0.211782+0.0461177j -0.483479-0.117666j -0.0367697+0.226838j 0.346426+0.233662j 0.213564+0.198835j 0.12657+0.00468943j -0.518675-0.640162j -0.719988-0.142569j -0.626502+0.990115j -0.281907+0.262058j -0.100447+0.129308j -0.237701-0.122105j -0.203549+0.0560756j -0.469238+0.44376j -0.0153765+0.0702703j 0.264292-0.76446j 0.362635+0.259747j -0.92694-0.875041j -0.250654-0.677275j 0.230226-0.262502j 0.716038+0.137139j -0.732666-0.0359349j 0.243488-0.748473j 0.137594+0.365117j -0.139867-0.105367j -0.433208-0.318768j 0.0347999+0.0491868j 0.107535+0.0568517j -0.209089+0.162766j -0.689526+0.325936j -0.0546899+0.0374468j 0.0726125-0.0372655j 0.0571616-0.0988829j 0.123369-0.345163j 0.058368-0.330619j 0.0572593-0.0272123j -0.114912+0.113484j 0.0142713-0.00382674j 
-0.474637-0.248822j -0.557492+0.0291864j 0.0998562+0.274877j 0.320698-0.109592j 0.806156+0.369121j 0.0346083+0.0941222j -0.113465+0.793113j -0.126319-0.000429697j -0.0345286-0.202835j 0.169117-0.145743j -0.328175+0.448373j -0.114773-0.0719729j 0.329877-0.417397j 0.0770814-0.0286327j -0.034784-0.22845j 0.70509-0.021311j -0.365805-0.65752j -0.832613+0.703157j -1.08276+0.151973j -0.156808+0.760307j -0.191474-0.540028j -0.314232-0.579286j 1.02944+0.221852j 0.498132-0.730498j 0.348003+1.12202j -0.126279+0.198248j 0.00462917+0.289673j -0.113533-0.142784j 0.419324+0.418162j 0.546869+0.23097j 0.315403-0.106676j 0.256318+0.110983j 0.687399+0.0166836j 0.24737-0.253311j -0.347988-0.824904j -0.340786+0.491114j -0.271701-0.226048j -0.318155-0.153524j 0.141516-0.0929j -0.486993+0.0732687j 0.107673+0.0362476j -0.335571+0.439153j -0.317698+0.403723j -0.896296-0.0927848j 0.782177-0.568481j 0.290659-0.0363288j 0.193902-0.217686j 0.224914-0.264697j -0.122481-0.0302135j -0.426283-0.511498j -0.205808+0.528919j 0.0633888+0.425689j -0.138214-0.095182j 0.0339574-0.113201j 0.35848-0.00450636j 0.473373-0.256433j 0.362889+0.391472j -0.214057-0.300897j 0.139745+0.350325j -0.0652582+0.315036j 0.393753-0.357424j 0.0965974-0.335438j -0.0962336-0.0947713j 0.368883+0.221142j -0.0566888-0.168419j -0.0391054+0.408998j -0.22959-0.370497j 0.346807+0.397875j -0.0653991-0.202921j 0.0204745+0.0087703j 
-0.0716035-0.587245j -0.212432+0.342587j -0.0503004+0.572523j 0.00852061+0.816317j -0.472473-0.184895j -0.262252+0.183301j 0.138343+0.127131j -0.677249-0.0586406j -0.166724+0.182202j 0.138161-0.129296j -1.01943-0.974307j -0.0922912+0.0679618j 0.105142-0.283972j 0.454844-0.0241273j -0.469588-0.00479138j 0.0860913-0.123701j -0.390341-0.146044j 0.185994+0.667589j -0.465648+0.704501j -0.0463444-0.227915j -0.597587+0.203995j -0.108062-0.545811j -0.370414+0.122381j -0.118826-0.53969j 0.0408024+0.0829884j 0.137448+0.149384j -0.493182-0.621584j 0.448145-0.737817j -0.194815-0.429794j 0.319084-0.118395j 0.118105+0.833072j -0.179439+0.0815663j -0.0455645-0.516799j 0.105399-0.0156288j -0.44903+0.760758j -0.618542-0.308589j -0.27519-0.10916j -1.18054-0.469096j 0.0140726-0.179263j -0.0432432-0.0469012j -0.711145+0.0422806j -0.325084-0.123569j -0.147527+0.0894308j 0.173579+0.198076j 0.0343087+0.37013j -0.484707+0.258201j 0.784225-0.473097j 0.0742999-0.0962589j 0.713091-0.0896114j -0.361356+0.0542004j 0.612713-0.234009j -0.703663-0.29101j -0.43386-0.733889j -0.482526+0.0916339j -0.211419+0.0210357j 0.0567971+0.115221j 0.00657835-0.256611j -0.0583582-0.161134j -0.475353+0.36978j -0.201293+0.130387j 0.441538+0.00116056j -0.395478-0.179661j -0.215805-0.00397648j 0.054438-0.0322581j 0.291426-0.0663234j 0.12056+0.287675j 0.0779315-0.295265j 0.149106+0.298407j -0.0798903-0.25657j -0.0630375-0.106573j 
0.442236-0.771419j -0.258993+0.503139j 0.596826+0.471617j -0.189298-0.607574j -0.0948466+0.0419832j -0.00252781+0.675342j 0.620343-0.375291j 0.892209-0.0092128j 0.434001-0.0762336j -0.0766901+0.375755j 0.275045+1.02022j 0.635875+0.948212j 0.469173-0.407848j 0.0473036+0.218043j 0.346694+0.931236j -0.343443+0.0351588j 0.109811+0.330147j 0.212738-0.516021j 0.664399-0.140432j 0.033183-0.454208j 0.0600675-0.038894j -0.554073-0.187583j 0.489498-0.548736j -0.915458+0.431062j 0.38484+0.487734j 0.461054+0.0842167j -0.202522-0.840169j -0.16357+0.0809374j -0.29226-0.34416j 0.725754+0.0418758j 0.317092-0.0777991j -0.376503-0.0245322j -0.539076-1.0148j 0.050237-0.198757j -0.307282+0.314691j 0.153615-0.104814j -0.789701+0.184525j -0.365965+0.349883j 0.188578-0.231419j 0.0884707-0.0411067j 0.249418-0.145685j 0.192508+0.408198j -0.183407+0.480494j -0.76711+0.113941j -0.148092+0.216914j 0.143657+0.199304j 0.000649192-0.429725j 0.110596-0.141508j -0.00606272+0.254525j -0.238031-0.382012j 0.122243+0.550742j 0.196458+0.0689702j 0.171401+0.103079j -0.436697+0.0798447j -0.12269+0.367719j -0.09247+0.127426j -0.419812+0.0780635j 0.112348-0.0908771j -0.262978-0.14925j -0.313775-0.110636j 0.709267+0.153388j 0.0188742+0.227279j 0.0869688-0.018578j -0.332803+0.157111j 0.232315-0.0690969j -0.22008-0.0724999j 0.441147+0.0276191j -0.173411+0.0252816j 0.167564+0.0167617j 0.113009+0.0783576j 
0.114603-0.841148j 0.75512-0.207342j -0.129483-0.629469j 0.363717-0.391732j -0.0418136+0.0234921j -0.838974-0.0493124j -0.702385+0.527467j -0.123086+0.390407j 0.269439+0.525171j -0.524513-0.601971j 0.713127-0.357746j -0.431717-0.274697j -0.640494-0.46875j -0.434515-0.676947j 0.819403+0.0343694j -0.200948+0.560249j -0.287326+0.890581j -0.344676+0.100799j -0.330781-0.533399j -1.01876-0.130689j -0.631364-0.376741j -0.26021-0.442556j 0.0765201+0.0880557j -0.177076+0.627425j 0.413789-0.393915j 0.262459-0.904769j 0.0504454-0.767402j 0.171155+0.471784j 0.15662+0.595924j 0.12785-0.372399j 0.354938+0.0071168j 0.191969+0.105375j -0.988198+0.030287j -0.161842-0.0616174j 0.229644-0.0603754j -0.207373-0.00016856j -0.0146746-0.204445j 0.512916+0.134933j -0.0885823+0.495982j -0.226833-0.0594857j -0.106122-0.390141j -0.130096+0.0854115j -0.14243+0.0334503j -0.156952-0.662904j 0.144302+0.30484j -0.118088+0.15253j 0.404875-0.146906j -0.0572272+0.0419929j 0.164656-0.0630366j -0.0797252-0.255649j -0.161462+0.26777j -0.214571+0.184765j -0.206116+0.087082j -0.079823-0.0995784j -0.248423-0.378371j -0.192093-0.140104j 0.0131195-0.375155j 0.0790903-0.0350346j -0.0236946-0.201749j 0.0238838-0.103495j -0.133084+0.266237j -0.122488+0.00700407j -0.0592209-0.0116027j -0.0286003-0.252597j 0.119379+0.100448j 0.0298844-0.0631009j -0.00599789+0.174482j 0.122944-0.211102j -0.172123+0.0285022j 0.00411726-0.0997968j 
-0.0217613-0.0348561j 0.100236+0.0478998j -0.0511878-0.150146j 0.0594482+0.126576j 0.00793717+0.0416458j 0.0477943+0.0952444j 0.0432872+0.142401j -0.0213938+0.027292j 0.0248465+0.0420963j -0.368351-0.107707j 0.159143+0.0676919j -0.0287564-0.198631j -0.0812192+0.00494249j 0.215742+0.262871j 0.00553326+0.145399j 0.097206-0.335839j -0.129423-0.113912j 0.279983-0.0498149j -0.104758-0.158585j 0.2991+0.205158j 0.195327+0.235124j 0.089723-0.000828275j 0.0365451-0.0748937j -0.262346+0.125873j -0.0720093-0.0918251j -0.181963-0.260326j -0.0809982-0.672074j -0.0836943+0.130457j -0.0313574+0.0552013j -0.223015-0.350814j 0.0867791-0.0305841j 0.349379+0.388334j -0.826168+0.115285j -0.156726-0.271939j 0.456294-0.0230863j 0.17693+0.0638909j 0.10767-0.0639433j 0.906661+0.186179j -0.386678+0.143961j -0.208196-0.234509j 0.101395-0.391471j 0.0988699-0.455491j 0.107844-0.331867j 0.037944-0.533082j 0.088157+0.864632j 0.292696+0.333159j -0.0296738+0.236134j 0.0214936-0.0859708j 0.138529-0.305677j -0.430079+0.275774j 0.472722+0.197481j -0.455304+0.704867j -0.226667+0.160478j 0.248332+0.939701j -0.351835+0.0197894j 0.344865-0.14346j -0.53397+0.192761j 1.06806-0.151117j 0.418751+0.514826j 0.34033+0.773481j -0.197108-0.382998j 0.819386-0.522412j 0.0228218-0.585719j 1.05442+0.0115016j -0.0722935+0.492547j -0.263201-0.945177j 0.575042+0.75075j -0.938612+0.669868j -1.6863+1.41597j -0.900661-1.22323j 
