0.010748-0.0111952j -0.0179632+0.0400878j 0.0628299-0.0798261j -0.0765285+0.072776j 0.0101527+0.0581949j -0.0810484+0.00756317j -0.118704+0.0684922j 0.00418617-0.0383989j -0.0393247-0.109731j 0.0987991-0.193341j -0.039123+0.0735096j 0.113314-0.0586836j -0.00809457+0.0182682j -0.24031+0.173461j -0.0735539-0.00335258j 0.271958-0.0166242j 0.150349+0.00245796j 0.165127+0.0746198j -0.083986-0.158357j 0.00600563+0.130194j -0.122832+0.0174396j -0.0183514-0.0997878j 0.0243174-0.0497848j -0.319774-0.242914j -0.0800889-0.225507j 0.0841833-0.0651322j 0.372089-0.360353j -0.180987+0.0984094j -0.163864+0.0618743j 0.131116-0.175876j -0.105562-0.0271257j -0.161554+0.334066j 0.0267+0.0376262j 0.0766724-0.235428j 0.315071+0.169096j -0.310954+0.232893j 0.216231+0.0101518j 0.0812675-0.381973j -0.1195-0.099191j 0.125878+0.278606j -0.0525595+0.110488j 0.0528455-0.325836j -0.0408487-0.143943j -0.426036+0.308078j 0.255708+0.225642j 0.559864-0.102826j 0.305308-0.210178j 0.170498-0.170935j 0.0492641+0.145868j 0.253656+0.334635j -0.213799-0.410609j -0.251535+0.223736j 0.303574+0.0706841j 0.150012+0.0841209j 0.159057-0.467395j -0.216432-0.581772j 0.196639-0.185789j 0.445993-0.326474j -0.54151-0.0978652j 0.0793659-0.11253j 0.265852-0.344495j -0.123545+0.436112j 0.0260767+0.32166j 0.295335-0.0217123j -0.402037+0.115123j 0.052113+0.0477935j 0.175456+0.109262j 0.273552+0.314918j 0.288821-0.273135j 0.317191+0.0800275j 
0.122056-0.0275901j 0.453826-0.3931j 1.75647+0.0577949j 0.113926-0.268477j 0.193151-0.240095j 3.1214-0.149721j -0.668205-0.0296884j -2.71634+0.328427j 3.19525-0.0163213j -4.52388+0.500261j 0.467173-0.0370123j 7.56241-0.581837j -3.02345+0.275857j -0.279561+0.32485j 2.23152-0.0036716j 8.70633-0.929785j -8.0551+0.644346j 9.5936-1.09583j 7.16262-0.769303j 0.316898-0.38649j 3.40767-0.0967276j 11.6683-1.10481j 9.60008-0.961081j 5.44879-0.889603j 7.86024-0.668723j -17.9592+1.7433j -2.8766+0.164405j -3.51358-0.011351j 0.750254-0.705659j -9.27331+1.44955j -5.87993+0.232001j 12.0908-1.73664j -10.4364+1.13153j 4.83998-0.501296j 11.3658-1.31577j 0.440793+0.0455651j -5.23911+0.335669j 11.5874-1.47239j -12.2782+1.66015j 5.12595-0.650915j 10.4603-1.59866j 1.60759-0.384818j -3.46286+0.429579j 2.52451-0.500014j -18.3108+1.50249j 7.31738-1.26186j -4.9223+1.02841j 9.30574-1.9332j -12.0716+1.09769j 3.40751-0.630824j -0.466836-0.0287819j 6.75652-0.834164j -9.13728+1.47023j 7.90921-0.400083j -8.27733+1.83267j 2.19116-0.546557j -0.949113+0.113649j 2.87221+0.363888j -7.15574+1.42079j 0.683462+0.547155j -5.17168+1.50053j 2.81991-1.63619j -3.62291+0.350282j -1.16002+0.578071j -2.8481+0.476525j -0.252181+0.677847j -0.389735+0.288123j -1.86667-0.230955j -0.387291-0.58905j -0.280205+0.565727j 
-0.133178-0.106052j -0.162483-0.366881j -0.401226+0.072618j -0.107551-0.153715j -0.17429-0.0794462j -0.534293-0.0178647j 0.0203208+0.27368j 0.432049-0.000770592j -0.395971-0.202628j 1.16875+0.213652j -0.272507-0.0742173j -1.14496+0.0304731j 0.334825+0.0939036j -0.137936-0.217845j -0.492987-0.00446463j -1.41544+0.124019j 1.36251+0.37772j -2.26972+0.546321j -1.09023-0.119807j -0.305599+0.227347j -0.961187-0.0881712j -2.00789+0.133712j -1.55016+0.168759j -0.413272-0.0749017j -0.827258-0.0555742j 3.36183-0.376045j 0.326629+0.633033j 0.775854-0.070589j 0.0415477+0.184015j 1.32873+0.119061j 1.00837-0.152198j -2.22808-0.00540633j 1.14213-0.141361j -0.833713+0.0708819j -1.74216+0.00280427j 0.498322-0.491116j 0.770084-0.429679j -1.87054+0.383226j 1.52042+0.880477j -1.0201+0.0752293j -2.00388+0.0656414j -0.185452-0.0559685j 1.006-0.290758j -0.0710056-0.20359j 3.26296+0.290627j -1.23413+0.175816j 1.12492-0.399747j -1.12833-0.532737j 1.29122-0.351953j -1.14283-0.0368287j 0.309216-0.330817j -1.23631-0.498313j 1.90844-0.402677j -1.2794+1.04804j 1.617-0.163109j -0.40401-0.676138j -0.497328-0.0925629j -0.786868-0.633212j 1.074-0.00633245j -0.184343-0.956728j 0.180244-0.210314j 0.0327606-0.0157211j 1.10897-0.196475j 0.340389+0.30849j 0.239865-0.355591j -0.529463-0.107338j 0.894117-0.0208154j 0.794943+0.269679j -0.208794-0.139263j 0.0751693+0.147193j 
0.108628-0.0554947j -0.0688826+0.16815j -0.310708-0.0661513j 0.0203105+0.089533j -0.00230162+0.0596206j -0.75419+0.0367831j 0.150782+0.0625869j 0.520039-0.0555814j -0.858043+0.116286j 0.930066-0.0319926j -0.0659157-0.00775001j -1.51365+0.095815j 0.606062+0.0163355j 0.148728-0.0672722j -0.513986-0.107642j -1.76147+0.0510336j 1.72887+0.130745j -1.96013-0.0660632j -1.74525-0.0461631j -0.229479-0.301384j -0.617469-0.431562j -2.61863-0.233816j -2.15567-0.120446j -1.2542-0.0452372j -1.60231-0.141779j 4.09678-0.0633143j 0.590491-0.0512902j 0.581033+0.181477j -0.647632+0.253365j 2.78154+0.0435234j 1.46101+0.213017j -2.72414+0.139482j 1.96145-0.507007j -1.28359-0.0103042j -2.46526+0.197465j -0.279622-0.234426j 1.02242+0.200835j -2.61767+0.3551j 2.61392+0.113045j -1.13134+0.207589j -2.17877-0.11362j -0.43675-0.0840812j 0.542368+0.0796278j -0.74433-0.485891j 4.04916+0.548793j -1.98334+0.33795j 1.34532-0.733723j -2.25938+0.116107j 2.99763+0.443152j -1.15222-0.201441j -0.0592462-0.261867j -1.53457+0.443691j 1.70927-0.1079j -1.60935+0.173474j 2.23208-0.490647j -0.374408-0.366075j -0.00535563+0.531534j -0.578605-0.372674j 1.54556+0.167493j 0.957807-0.00143765j 1.48035-0.652572j -1.35903+0.213116j 0.547861+0.640717j 0.579484-0.2532j 1.29391-0.709009j -0.655555+0.401103j 0.774415+0.506593j 0.658604-0.383132j -0.124326+0.3423j -0.00197826-0.0550786j 
-0.0790515-0.0126697j -0.742622+0.0951661j -0.78568+0.00162661j -0.304331+0.479592j -0.331833+0.0560344j -1.89424+0.24944j 0.390955+0.28485j 1.74665-0.0166668j -1.93739+0.310808j 3.08737-0.515884j -0.378589+0.211227j -4.61928-0.320728j 1.77715-0.12551j 0.524642-0.0638391j -1.27291-0.044921j -5.60627+0.133649j 4.95506-0.417586j -6.32862+0.0777278j -4.45148+0.233483j -0.505852+0.41571j -1.74147-0.234965j -7.25292+0.407916j -6.02266+0.0359335j -3.68079-0.00132694j -4.75223+0.0725088j 11.1397-0.362882j 1.44145+0.373711j 1.89965-0.0855998j -1.22399+0.342155j 6.45722-1.00364j 2.99177+0.114326j -8.04979+0.499641j 6.79832-1.2779j -3.23203+0.52954j -7.25669+0.47256j -0.00103349-0.337241j 2.98612+0.0128875j -6.97491+0.0338315j 7.62476-0.235647j -3.25263+0.693171j -6.82618-0.444272j -1.1102-0.769178j 2.06258-0.53292j -1.65446+0.150947j 10.5789-0.353885j -4.99793+0.797594j 3.66543-0.738623j -6.58802+0.921536j 7.14434-0.0754644j -2.21638-0.268383j 0.517257-0.224448j -4.142+0.792942j 6.32383-0.755403j -4.58121+0.743256j 5.93284-1.20257j -1.5401+0.179441j 0.511506+0.977414j -1.33717-0.220149j 5.10699-0.76311j 0.0857438-0.465804j 4.03668-0.432945j -3.1248+1.47297j 2.35359+0.976875j 1.03123+0.568523j 1.87299-1.0869j 1.0711+0.179741j 0.558219+0.15583j 0.641202+0.164518j -0.5912+0.102857j 0.926673+0.114559j 
0.108705-0.0892507j 0.812211-0.161521j 1.36118-0.0466578j 0.473489-0.49945j 0.246244-0.0906389j 2.88923-0.0778772j -0.651051-0.154841j -2.40941+0.221541j 2.96135+0.0634149j -4.50442+0.616298j 0.728153-0.13971j 6.43665-0.312312j -2.40281+0.204151j 0.109429-0.560188j 2.03938-0.0293631j 7.5583-0.596791j -7.18991+0.424835j 7.29148-1.01858j 6.85028-0.261036j 0.49517-0.704973j 2.39448-0.0298108j 10.2612-0.561815j 8.18416-0.397186j 5.03816+0.0623151j 7.00163-0.116905j -15.416+1.32417j -2.49269+0.212314j -3.2189+0.214282j 0.615275-0.298079j -8.31961+1.10102j -4.90803+0.297569j 10.1632-0.601019j -9.55327+0.10848j 3.7712-0.446656j 9.78917-0.568289j 1.02188+0.215345j -4.1048+0.418403j 10.1417-0.689438j -11.2428+0.570504j 5.52819-0.516375j 8.35916-1.02332j 1.23328+0.0480186j -3.13901+0.284105j 2.27725-0.0971108j -15.3781+1.37243j 6.62319-0.655669j -4.58898+0.326252j 8.89207-0.594992j -9.88268+0.955677j 2.77087-0.603606j 0.283375-0.260034j 6.39282-0.865127j -7.46217+1.28846j 5.53696-0.460415j -7.49902+1.13751j 2.798-0.708747j -0.145195-0.769165j 2.57053-0.744231j -5.96203+0.484665j 1.28066-1.28795j -4.24245+0.323986j 3.14853-0.440573j -0.841767+0.586004j -0.620667+0.49199j -2.56145+0.115052j 0.00869614-0.259921j -0.651485+0.360158j -1.61378+0.317941j -0.00162523-0.498488j -0.448611+0.0665575j 
-0.134048-0.166546j -0.394796-0.186272j -2.19299-0.0835974j -0.347232+0.256127j -0.327546-0.0361849j -3.97168+0.219822j 0.360052+0.190876j 3.23972-0.191247j -3.6381+0.0442566j 5.92143+0.220271j -0.867407-0.0575735j -8.90682+0.162448j 3.2817-0.285577j 0.216302-0.136854j -2.97695-0.27769j -10.9464+0.735279j 9.41112-0.381641j -11.8271+0.290704j -8.80646+0.60778j -1.31998+0.26182j -3.64856-0.108141j -14.4704+0.703713j -11.5416+0.175038j -6.16237+0.81788j -9.29057+0.629619j 21.8779-1.16455j 2.6453+0.182513j 4.32505+0.183835j -0.986184+0.838533j 11.484-1.12058j 7.0755-0.720414j -14.0737+0.424597j 13.3749-1.48475j -5.81677+0.404505j -13.4154+0.718731j -0.0256227+0.382865j 6.1932-0.177961j -14.3292+1.39786j 14.2112-0.977231j -7.27667+0.325097j -11.469+0.881255j -1.20701-0.284617j 4.74237+0.491248j -2.6818+0.548032j 21.3418-1.64984j -9.29557+1.23314j 6.64071-0.0554741j -10.4002+0.873152j 14.4823-2.19137j -3.96482+0.275521j 1.06564+0.892999j -8.13111+0.672689j 11.0492-0.463486j -9.88605+1.64766j 11.2531-1.28295j -1.97398+0.60002j -0.224223-0.617705j -2.80464-0.0617751j 8.5985-1.43103j 0.0853245+0.0697692j 5.53199-1.44087j -4.3651+1.82821j 3.13786-0.189774j 0.3969+0.591401j 4.33689-0.670495j -0.195197-0.142537j 0.615984+0.66267j 1.84063+0.667585j 0.373892-0.145808j 0.362003-0.138062j 
0.221195-0.119926j 0.380035-0.198874j -0.0310119-0.0823221j 0.0711971-0.0881095j 0.110312-0.32936j 0.044192-0.134469j -0.227229-0.0377099j -0.0684775+0.0207943j 0.317411+0.168562j 0.0409671+0.628086j -0.0754632-0.325054j 0.284532+0.307623j -0.328742-0.133011j -0.00425815+0.0872397j 0.18752+0.1629j 0.405768-0.129679j -0.663421+0.472532j 0.40256-0.422733j 0.258171-0.310976j -0.122976+0.223967j -0.000899301-0.856478j 0.52101-0.378043j 0.333139+0.079177j 0.0402301-0.14763j 0.47482+0.173732j -0.0601882+0.706825j -0.7219-0.0509748j 0.241738+0.0392477j -0.0814191+0.130302j -0.868478-0.582352j -0.252294+0.29264j 0.44039-0.533778j -0.834764+0.0716024j 0.49865-0.0355405j 0.78264-0.0324751j 0.226829+0.171743j 0.214332-0.653604j 0.0171374-0.627575j -1.59214+0.222865j 0.0822949-0.370409j 0.0880955-0.465901j -0.167379+0.143031j 0.158864-0.0155477j 0.215873+0.152112j -1.35757+1.01096j 0.323763-0.518091j 0.181307+0.0965859j 0.543421+0.0715181j -0.936254-0.30896j -0.0118123-0.538446j -0.260403-0.353165j 0.301342-0.0407272j -0.188886+0.0845516j -0.0991062-0.423666j -0.96818+0.0998724j -0.250203-0.315335j 0.558404-0.00605509j 0.437276-0.0431741j -0.768537+0.685435j -0.130231+0.650412j -0.228639-0.421314j 0.910985+0.040212j -0.605823+0.42352j -0.298862-0.495889j -0.3007-0.589832j -0.175409-0.705537j 0.783879+0.698265j -0.214821+0.462845j -0.00904869-0.077097j -0.358746+0.220116j 
-0.0112847+0.0592801j -0.029935-0.0874535j 0.675543+0.181475j 0.130623+0.0663801j 0.0511972-0.0228722j 1.25969+0.174354j -0.209942+0.0536037j -1.11157-0.096973j 1.09386+0.159851j -1.81169-0.304571j 0.22114+0.147619j 3.05774+0.374966j -1.20116+0.117569j 0.241935+0.236742j 0.835403+0.302188j 3.73715+0.430003j -3.15773-0.18126j 3.82939-0.0123559j 3.02822+0.407886j 0.441775+0.105513j 1.40494-0.103165j 4.71306+0.460797j 3.74385+0.25442j 2.32242-0.113091j 3.07812+0.389808j -7.39303-0.309713j -1.189-0.174952j -1.39446-0.344101j 0.369463-0.565094j -3.65244+0.203759j -2.5318-0.444763j 4.23233-0.00442251j -3.96288-0.469199j 1.70734-0.237768j 4.152+0.0976476j 0.468684+0.263988j -2.07075-0.0519087j 5.00877+0.664469j -5.03544-0.5382j 2.2794+0.856486j 4.62217-0.553537j 0.713904-0.0613734j -0.973473-0.617292j 1.25686-0.191154j -7.56692-0.39047j 3.04113-0.170631j -1.41472-0.0720002j 3.34684-0.44514j -5.53944+0.0103921j 1.86853-0.186979j 0.673201+0.0761624j 2.65517+0.189561j -3.49253+0.50824j 3.22128-0.0348153j -3.3048-0.149504j 1.34165-0.186581j -0.660376+0.702407j 1.54267-0.106449j -2.91902+0.551759j 0.96747+0.183447j -1.77527+1.03117j 0.964823-0.65702j -1.68263+1.24051j -0.103945+0.662772j -0.450337-0.172775j 0.0496973+0.518315j -0.31978+0.36801j -0.445624-0.140023j -0.244627-0.327461j -0.0835792+0.28981j 
-0.00794577+0.0705456j 0.411098+0.271843j 1.0856-0.0725978j 0.672889-0.186798j 0.206843+0.179752j 2.58253-0.0410346j -0.178779-0.126229j -2.06453-0.127853j 2.40698-0.204281j -3.9012-0.175277j 0.67355+0.103543j 5.35922+0.452573j -2.09406+0.38671j 0.201592-0.0419833j 1.56028+0.312602j 6.94268+0.381402j -6.00533+0.334777j 7.08071-0.0786382j 5.62289+0.352014j 1.1017+0.205715j 1.92281-0.354586j 8.8094+0.195223j 6.80253+0.3405j 4.04345+0.176425j 5.65996+0.167684j -13.5625+0.133939j -1.67666-0.145422j -2.50089-0.0147487j 1.1752-0.212542j -7.80682+0.352935j -4.209+0.015273j 8.21703-0.137224j -8.57329+0.41374j 3.77642-0.656839j 8.14191-0.206621j 0.399359+0.576931j -3.55178+0.242549j 8.70168+0.57848j -8.85724-0.489957j 4.61402+0.754579j 7.42585-0.280992j 0.506515+0.691171j -2.07259-0.334638j 2.01783-0.214257j -13.2166+0.917367j 6.18311-0.257483j -3.6608-0.285818j 6.86356-0.388966j -9.5583+0.510552j 2.71235+0.092724j 0.452967+0.106272j 5.51643-0.563176j -6.91627+0.798862j 6.32407-1.54695j -7.20405-0.21209j 2.24432-0.223859j 0.202126+0.319717j 2.49163-0.736327j -5.76311+0.668221j 1.10592-0.481842j -3.95118+0.768331j 3.60392-0.291846j -1.84959+1.35236j 0.0400021-0.0478594j -2.45459+0.36973j 0.103818-0.202194j -0.259864-0.385365j -0.735667+0.198037j 0.161065+0.330796j -0.446954-0.539733j 
-0.0433798-0.229424j -0.0815599-0.0821641j 0.154842+0.0692262j 0.071227+0.0650436j -0.369394+0.0243473j 0.0706127+0.273975j -0.0484608+0.0172464j -0.253787-0.0291194j 0.282205+0.111129j -0.186036-0.526974j -0.120807+0.257363j 0.890282-0.0792897j -0.333321+0.248615j 0.531237+0.0666934j 0.456611-0.183565j 0.402158-0.260989j -0.137107-0.0163j 0.370747-0.728075j 0.0510692+0.466341j 0.42893-0.216725j -0.557106+0.384479j 0.309614+0.106208j 0.747242-0.103385j -0.0591491+0.63597j 0.55148+0.00887977j -0.962797-0.791257j -0.373183+0.422079j -0.620676-0.477938j -0.0476634-0.0345174j -1.18145+0.716494j -0.113546-0.00328419j 0.315437+0.0152177j 0.223216+0.169591j 0.306772-0.349447j 0.68493-0.174859j -0.00885412+0.288268j -1.1842-0.106844j -0.088514+0.517435j -0.158053+0.543936j 0.0213941+0.498424j 0.43942+0.342251j 0.381678+0.158213j -0.464972+0.0982426j 0.0904922+0.0934164j -0.336148+0.279116j -0.27116+0.219294j -0.131461-0.305521j 0.659123+0.640398j -0.671647+0.655701j -0.172236-0.0597403j -0.546727+1.00918j 0.675841+0.191335j -1.05381+0.209822j -0.27905-0.321101j -0.172725+1.01787j 0.286577+1.24115j 0.356852-0.930272j 0.881191-0.142822j 0.840544+0.492751j 1.73235+0.753671j -0.47108-0.135482j -0.511774-0.574692j 0.153071+1.49975j -1.21077+0.56851j -0.482628+0.725423j -0.481303+0.41113j 0.0134202-1.03995j -0.160992-0.0902683j 0.199802-0.00180988j 0.384974+0.305049j 
0.283979+0.0794405j 1.20477+0.212962j 3.64038-0.0207955j 1.00295-0.790513j 0.576263+0.130482j 6.98942-0.110974j -1.31371-0.380051j -5.60197+0.47562j 7.00171-0.296579j -10.207+0.0215314j 1.64376+0.0499304j 14.9171-0.645798j -5.67278+0.667383j -0.478761-0.0237472j 4.86184+0.411376j 18.3556-0.854708j -17.01+0.894699j 19.5277-1.31243j 14.6346-0.81549j 1.20888-0.565445j 6.64989-0.283552j 24.6248-1.04836j 18.7496-0.774165j 10.4644-0.728147j 16.2115-0.709205j -36.951+1.8587j -5.08208+0.144918j -7.45959+0.279429j 1.66128-0.717264j -19.7052+1.36509j -12.3422+1.16111j 24.3822-2.21197j -23.1352+1.12195j 10.6012-0.384776j 23.4654-1.57451j 0.627115-0.00786033j -10.2739+0.771318j 23.1408-1.66608j -23.6939+1.7756j 11.2696-0.743052j 19.2953-1.746j 1.67213-0.104308j -6.44941+1.52745j 4.43618-0.679814j -37.0992+3.39937j 15.361-1.23923j -10.3458+0.719j 18.3711-1.517j -24.2782+2.07908j 5.90021-0.684585j -1.68958-0.684648j 15.3013-1.44015j -18.7355+1.67441j 17.0992-2.22845j -16.8452+1.61058j 4.93237-1.53343j -0.573148+0.0987851j 6.91646-0.0301123j -14.8293+1.53855j 1.9183-0.549743j -9.73431+1.53032j 7.40495-0.728031j -5.85133+0.629904j -0.614421+0.558388j -7.16087+0.986758j 0.365674-0.0565609j -0.698422-0.126625j -3.74294-0.114401j -0.665693-0.200745j -0.691302-0.161331j 
0.17403+0.0298237j 0.22581+0.245619j -0.397959-0.143163j 0.0582875+0.0903789j 0.126581-0.0814004j -0.727762-0.0238923j 0.126803-0.183309j 0.575619-0.0218123j -0.776494+0.257184j 0.680302+0.290118j 0.0029177-0.0932537j -1.6585+0.0377723j 0.64756-0.124211j 0.24724-0.00352917j -0.47719-0.0750625j -1.96896-0.117609j 1.54459-0.220166j -1.74695-0.551803j -1.47365+0.101654j -0.100501-0.2098j -0.407413-0.242062j -2.4822-0.154496j -1.98443-0.168561j -1.30174+0.214266j -1.89575+0.137243j 3.71131+0.512785j 0.394601-0.398169j 0.679772+0.169671j -0.399127+0.035838j 2.1994-0.253293j 1.29787+0.0528496j -2.35867-0.00637338j 2.80053-0.139805j -1.1196-0.0265932j -2.34449+0.212446j -0.279519+0.461563j 1.30398+0.267027j -2.48206-0.343175j 2.42575-0.698509j -0.982015-0.0609538j -1.83487-0.0842124j -0.240419+0.0257734j 0.446479+0.11057j -0.675794+0.188689j 3.52154-0.244653j -1.60153-0.0702157j 1.00022+0.244482j -1.90143+0.606893j 3.02988-0.0368862j -0.37673-0.00577667j 0.23215+0.308491j -1.65617+0.312568j 1.61749+0.237864j -2.11944-0.59712j 1.79242-0.125209j -0.255192+0.447832j 0.650153+0.0227223j -0.413945+0.287932j 1.48092-0.118361j -0.0751852+0.506578j 1.52557-0.238545j -1.10739+0.451609j 0.488346+0.250332j -0.152986-0.272569j 1.23444-0.0359272j 0.269287-0.24862j -0.467363+0.377043j -0.247841+0.00865898j 0.334059+0.0539968j -0.0999428-0.244484j 
-0.0647075-0.0335299j 0.0396125-0.153768j -0.07363-0.135434j -0.422457-0.0121851j -0.271586-0.0619265j -0.285749-0.292348j -0.0605373+0.184505j 0.245594+0.077974j -0.514603-0.418419j -0.281468+0.193478j 0.105221-0.106739j -0.64622-0.508498j 0.385243-0.0236345j 0.358006+0.110278j 0.10906-0.0697303j -0.485866-0.290887j 0.220673+0.205638j -0.958914-0.682699j -0.257431-0.207429j -0.316077-0.108778j -0.178051-0.164782j -0.696905-0.721849j -0.458194-0.346559j -0.0651945-0.349458j -0.252616-0.768966j 0.633218+0.313232j 0.278836+0.162172j 0.0191235+0.131769j -0.424914+0.159002j 0.837977+0.208586j 0.0315787+0.555109j -1.58441-0.81835j 0.311752+0.580967j -0.924204-0.664725j -1.20212-0.976113j -0.0612452-0.153829j 0.136779+0.383263j -1.15738-0.66375j 0.933568-0.224206j -0.583431-0.165686j -0.539647+0.594528j -0.0961192+0.0379929j 0.168172+0.496283j 0.231896-0.00599635j 1.36624+0.580127j 0.286691+0.579587j 0.654909+0.458107j -0.308324-0.333086j 1.23051-0.150522j -0.0947174+0.551356j 0.0645629+0.808901j -1.21415-0.644935j 0.722357+0.396433j -0.46905-0.0580643j 0.909108-0.376778j -1.15879+0.0763142j -0.301567+0.28309j -0.518226+0.000320858j -0.00763208-0.168237j -0.479174-0.358497j -0.0545952+0.130303j -0.23944-0.190681j 0.296888+0.881056j 0.0412758+0.450976j 0.253869+0.671755j -0.0122536+0.261237j -0.413054-0.111421j -0.0315053+0.248714j -0.131585-0.139557j -0.0524009+0.0533087j 
-0.0673898-0.0109805j -0.182717+0.0115312j -0.528755-0.0861809j 0.0260898+0.177163j 0.0104066+0.0771935j -0.887245+0.0801946j 0.120545+0.0563051j 0.781615-0.0923887j -0.773557-0.102431j 1.62592-0.0165335j -0.270066+0.0481955j -2.18768+0.210431j 0.58888-0.00203579j -0.117404+0.230069j -0.909628-0.0845105j -2.63674+0.437095j 2.22808+0.0708639j -2.36033+0.272185j -2.30711+0.28622j -0.260149+0.497647j -0.598079-0.160265j -3.43344+0.275439j -2.82425+0.0943408j -1.58277+0.274732j -2.4049+0.236099j 4.98638-0.232715j 0.777159-0.103665j 1.14749+0.127566j 0.165722+0.204441j 2.41391-0.274067j 1.89991-0.225129j -2.98906-0.115384j 3.22343-0.173372j -0.79949+0.0949641j -2.90986+0.175896j -0.309331+0.375623j 1.45107-0.0891218j -3.53306+0.758241j 3.65386-0.304375j -2.0996+0.433625j -2.33377+0.208368j -0.431597+0.0991232j 1.68824+0.146593j -0.706205+0.288388j 4.67068-0.387538j -2.245+0.16644j 1.55607+0.104051j -2.42805-0.0212866j 2.80861-0.871224j -0.840175+0.331276j 0.154409+0.622232j -1.58989+0.291112j 2.05697-0.149921j -1.62559+0.0636515j 2.60805-0.471147j -0.0662975+0.46362j -0.315304-0.109368j -0.115826+0.0853248j 1.629-0.30652j 0.194767+0.634068j 0.883826-0.144584j -0.652094+0.490844j -0.413962-0.268105j 0.0562991+0.0773531j 1.0145+0.0926185j -0.106333-0.0614071j 0.210018+0.0640928j 0.546914+0.32449j 0.175064+0.193605j 0.124989-0.249957j 
0.106358-0.0962224j 0.042481-0.151296j 0.124453+0.074574j -0.167889+0.0689388j -0.156816-0.259024j 0.0557662-0.0545863j -0.0584852+0.0764121j -0.185732-0.0504157j 0.176153+0.0979148j -0.218566-0.108267j -0.0907077-0.0829239j 0.694339+0.281314j -0.369182-0.120332j 0.104166+0.318487j 0.44367+0.197565j 0.843778-0.0546251j -0.674162+0.0758139j 0.92344-0.229096j 0.312104-0.0825064j 0.115521+0.123926j -0.0713733-0.296383j 0.831268-0.101016j 0.824377+0.243985j 0.11092-0.110749j 0.716357+0.0711395j -1.05018-0.388155j -0.517683-0.106871j -0.109101-0.358328j -0.048961-0.0103144j -1.15873-0.45635j -0.565582+0.112979j 0.654082-0.225744j -0.992374+0.41494j 0.412614+0.0118972j 0.82475-0.00306305j -0.135979-0.109007j -0.376625-0.59033j 0.461052-0.423119j -1.24637+0.116917j 0.0677812-0.0745523j 0.418402+0.23927j -0.020997+0.162072j -0.380314-0.0490224j 0.210398+0.0481681j -1.46786+0.212516j 0.538797-0.126653j 0.00101867+0.0853681j 0.376838+0.283327j -1.12407-0.2647j 0.253854-0.182903j -0.796457-0.148689j 0.285607+0.0663269j -0.746847-0.363733j 0.685878-0.289103j -1.2479+0.132414j -0.899115+0.186906j 0.529941+0.181658j 0.334426+0.419742j -0.719957+0.736777j -0.403646+0.925897j -0.360266-0.314512j 0.520736-0.457354j -0.940793+0.620935j -0.601411-0.542887j -0.801877-0.0223563j -0.270684-0.139748j 0.556164-0.11916j -0.122215-0.0482224j -0.0815854+0.0768256j -0.152475+0.412656j 
0.0924214+0.105456j 0.699114+0.439908j 3.10608+0.15601j 1.31101-0.215381j -0.0397971+0.21406j 6.31623+0.117338j -0.685959-0.533348j -5.00893-0.196481j 6.66399+0.233761j -9.3512-0.595079j 1.33906+0.244666j 13.4783+0.521664j -5.61986+0.60497j -0.245044-0.406098j 4.17498+0.670575j 16.923+0.659356j -15.7395-0.422105j 17.6674+0.26426j 13.3404-0.413355j 1.51635-0.443608j 5.46427+0.240312j 21.538+0.47451j 17.0897-0.5502j 10.0947-0.318223j 14.4374+0.351512j -33.1281-0.762731j -4.59742-0.195167j -6.85913+0.046641j 1.83327-0.39903j -18.2734+0.103755j -11.3138-0.874388j 22.4489-0.171734j -21.0552+0.163193j 8.969+0.535273j 20.8725+0.111369j 0.376763+0.369143j -9.51807+0.716245j 21.1235-0.431749j -21.9754+0.947435j 10.7928-0.572324j 18.0772-0.702266j 1.36284+0.130062j -7.21758+1.79172j 4.90345-1.05283j -34.11+0.440432j 14.4321-0.959156j -8.83569+0.636164j 16.709-1.17809j -21.3679+0.652853j 6.08437-1.33241j -0.817909-1.32108j 13.8696-0.26944j -16.8448+1.27211j 16.1777-0.334039j -16.1319+1.58228j 4.76562-0.518775j -0.190496+0.269116j 5.3341+1.40485j -13.2661+1.30043j 1.26014+0.125052j -9.08841+1.22141j 5.94844-0.222651j -5.05862+0.249794j -1.11027+0.486789j -6.67239+0.357185j 0.150807+0.181033j -0.55565+0.0451907j -3.0068-0.214632j -0.377057+0.247047j -0.263914-0.54999j 
