0.00207525-0.000770851j -0.000270769+0.00353768j 0.0129621+0.00138631j 0.00542308-0.000337002j -0.0155673-0.00442394j 0.0160203+0.00559785j 0.0023887+0.007857j -0.00284403-0.000340215j -0.00186229+0.00167814j -0.00483313+0.00932257j 0.0169446-0.0070806j -0.00184269-0.00118846j -0.0181798-0.00378004j 0.0053912+0.00213784j -0.00811679-0.013621j -0.00719563-0.0108936j -0.00432043-0.00387398j -0.0169307-0.00233966j 0.00287275+0.00293447j -0.00493145+0.000806128j -0.000994071+0.00151683j -0.0108769-0.00263527j 0.0172484-0.00553436j 0.0142433+0.00123332j -0.0136915-0.00242j 0.0217096-0.00269049j -0.00311319+0.0104019j 0.00516693+0.00146413j -0.00213307+0.000477923j -0.000957151+0.00224621j 0.000504789-0.0022855j 0.000967944-0.00319179j 7.58016e-05-0.0012338j 1.73106e-05-0.00294427j 0.00109913-0.000225862j -0.000750662-6.28023e-05j 0.000982581+0.00311241j -0.000990679+0.00140305j 0.000175197+0.00172128j 0.000829436+0.00149749j 0.00350435+0.000771464j -0.000501397+0.00131112j 0.00478855-0.00312819j -0.00173671-0.0028054j -0.00128685-0.000375979j -8.25797e-05+0.00191388j -4.2894e-05-0.000363371j -0.00214105-0.000233763j -8.22217e-05+0.000872316j 0.000862017-0.00340033j -0.00177141+0.000111375j 0.000177331-0.000465221j 
-0.000597733-0.00131471j -0.000964757-0.000797626j -0.00243779-0.00237011j 0.0017589-0.00122774j 0.000686477+0.000693508j 0.00370904-0.000660684j -0.00550251-0.00069443j 0.00296544+0.00494353j -0.00465804-0.00539152j -0.00156961+0.000345303j 0.000257163-0.000258813j -0.00852093+0.000957032j 0.0083041-0.00276931j -0.00098597+0.00161715j -0.0040176+0.00376926j -0.00240253+0.000648376j -0.00437177-0.000663631j -0.00746049+0.000194434j -0.00626616-0.000762714j -0.00895857+0.000999099j 0.00247914+0.00265775j 0.0118427-0.00185906j 0.00173371-0.000343426j -0.00140087-0.00115126j -0.00678253-0.00182998j -0.00519757-0.000629113j -0.00088105-0.00112312j -0.000762864-0.000881073j -0.00120892+0.00133172j 0.0034116+0.00828201j -0.00398064-0.00940333j 0.00146806+0.00458287j 2.2256e-06-0.00965511j -0.000314869-0.00612949j 0.0183385-0.00010727j -0.00115752-0.00313962j 0.00279633-0.00637108j 0.0112087+0.00254143j 0.009151+0.00230105j 0.00372825-0.00682947j -0.00219282+0.00258505j 0.00264815+0.00342168j -0.00114328-0.00145966j 0.000391431+0.00247368j -0.00178822+0.00221991j -0.0102765+0.00512489j 0.000460868-0.000109424j -0.00895505+0.000719448j 0.00147072-0.000906221j 0.00128358+0.00284153j 0.00347951-0.00146602j -0.0018031+0.00153524j 
0.000800275+0.000804327j 8.03175e-05-0.000130996j 0.00237578+0.00109043j 0.00080453+1.72533e-06j -6.35759e-05+0.000836787j 0.00226834-0.000694967j 0.00425125+0.00284398j -0.00331402-0.00211341j 0.00196312-0.00153123j -0.000442434+0.00365436j -0.00019054-6.59706e-05j -0.00178967-0.00197682j 0.00409994+0.00172635j -0.000196232+0.00178637j -0.00715032-0.00380633j 0.00443696+0.00150711j -0.00281634+0.00157959j -0.00356828-0.0015076j -0.00593854+0.00177203j -0.00155326+0.00123149j 0.000359265+0.00315223j 0.00888075+0.000100822j 0.0063018-0.00219173j 0.00087092+0.00496747j -0.000938102+0.000717448j -0.00367203+0.00165474j -0.00655563+0.000555407j 0.00482087+0.00293277j 0.00064903+0.00329522j -0.00606876-0.0166739j 0.00433279+0.0163466j 0.00490817-0.00655306j 0.00274622+0.0114526j 0.00792688+0.0124206j 0.00244674+0.0012361j 0.000202099+0.00316218j 0.000485796-0.00225334j 0.0181862+1.29343e-05j 0.0114932-0.00481004j 0.00186268+0.00942927j 0.000987156-0.00713378j -0.00115738-0.00583756j 0.00273552-0.00403865j 0.000819639-0.00579594j 0.000926066+0.00420159j 0.0187101-0.00479755j -0.000380415+0.0010427j 0.007661+0.00102994j 0.000106302-0.00703915j -0.00317053+0.000286398j -0.000199767-0.0042818j 0.00146094+0.00253456j 
0.00052302-0.000645173j 0.00538695-0.000374567j 0.000962493+0.000268751j 0.00190684-0.000394352j 0.00378679+0.000162613j -0.00140696-0.000320974j 0.012771-0.00456509j -0.0268016+0.00568186j 0.0102059+0.00140673j -0.000342263+0.000637995j -0.0110582-0.000120372j -0.000377297+0.00108346j -0.00372006-0.00518307j -0.00414554-0.00345135j -0.00637971+0.00277929j 0.00464574+0.00190739j 0.0020283+0.00412738j 0.000570751-0.000403441j -0.00478968+0.00279939j -7.19953e-05-0.00174519j -0.000776011-0.00219957j 0.00644445-0.00106066j 0.00120351+0.00235667j 0.00525546-0.00309119j -1.31791e-05+0.000450918j 0.00428042-0.00428431j -0.00768299+0.00440244j -0.00010595+0.00255157j 0.00167772-0.00558943j 0.00131036+0.00649396j 0.000560972-0.00692155j 0.00162009+0.00805391j -0.00115203-0.000625765j -0.000936059-0.00418814j -0.00834888-0.000599112j 0.00063734-0.000878144j -0.000395745+0.00219324j 0.0156636+0.00156721j 0.010276-0.00371041j 0.00230387+0.00443617j 0.00252623-0.00100276j 0.000682677+0.00450671j -0.000794864+0.00706788j 0.00192669-0.00102655j -0.00600152-0.00205831j -0.00462456+0.00178857j 1.59741e-05+8.72251e-06j 0.000644064+0.00168076j 0.00730274+0.000137093j -0.00276843-0.000816049j 0.00876016+0.00181064j -0.00409768+0.000713176j 
0.000276164+0.00100565j -0.00215196+0.005104j -0.000385322+0.00334211j -0.00111952+0.000162026j -0.000862894+0.00079259j -0.000592803-0.0011229j -0.000834082+0.0118173j 0.0109943-0.00960318j -0.00850109+0.00280181j 0.00106909-0.00290658j 0.00355345-0.000255433j -0.00363397+0.000895029j 0.000501912-0.00148586j 0.00478808-0.000597744j -0.00349667+0.000884692j 0.00397382+0.000967976j -0.00412158+0.000208135j 0.00159919+3.6038e-05j -0.000676702+0.000512446j 0.00168098-0.00112383j 0.0036968-0.000834826j -0.00477182-0.00141356j -0.000593017+0.00126179j -0.000263327-0.00171504j 0.0012593+0.000411837j -0.000531395-0.00478266j 0.00169847+0.00727648j 0.00281259+0.00770859j 0.00366192-0.00929448j -0.0028428-0.00209542j 0.0048725+0.00677943j 0.00409741+0.0103622j 7.4102e-05+0.00210366j -0.00171722+2.78805e-05j -0.00732436-0.000610811j 0.000495503+0.000589324j 0.00148486+0.00126268j -0.00131049+0.00291954j -0.00480584-0.00459891j 0.00203341+0.00668153j 0.000126338-0.00869612j 0.000889553+0.00607823j 0.00620049+0.0103212j 0.00699578-0.00203356j -0.0112658-0.00570188j -0.00720203+0.00156423j -0.000325202+0.000472261j 0.00474617-0.00276884j 0.00973695-0.00225994j -0.00295611+0.000434324j 0.0155449-0.00218392j -0.0057586+0.00233414j 
0.00108769-0.000260466j -0.000646481+0.00418211j 0.0090351-0.00123647j 0.00196282+0.0015986j -0.00125036+0.00246421j -0.000561107-0.00336515j 0.00259053+0.00501154j 0.00298478-0.00892996j 0.0115712+0.00182452j -5.52636e-05+0.00191543j 0.0101392-0.000417486j 0.0121293-0.00318375j 0.00926993-0.0020987j -0.00747412-0.00273705j 0.00548444-0.00261829j -0.0130726+0.000109211j 0.00364952+0.00178461j -0.00560979-5.02833e-06j 0.00261661+1.47827e-05j 0.00430355+0.000777679j -0.00263252-0.000752897j 0.0079438+0.000364278j -0.00108534-0.00279158j -0.00240054+0.00127188j -0.00346374+0.000826053j 0.000778229+0.000106355j 0.00067656+0.00313983j -0.00177763-0.0012044j 0.00133789-0.00935695j -0.00360851-0.000308462j 0.00170882-0.000593284j -0.00388851+0.000135287j -0.00743626+0.00356985j -0.00299976+0.00324518j 0.0207738+0.000454905j -0.00233248+0.00155297j -0.00159608+0.0068332j 0.0010446+0.00136168j -0.00144808-0.00119119j 0.00600108+0.00154444j -0.000449629-0.0015914j -0.000399868+6.39728e-05j 0.00234594+0.00804196j -0.00396672-0.00481805j -0.00186938-0.00242558j -0.000208827-0.000303729j 0.000140815+0.000623003j 0.00307303-0.000238356j 0.00281007+0.000383517j -0.000450867-0.00572257j 0.00121784+0.00274221j -0.00123026-0.000907729j 
0.000130627-0.000794183j 0.0019452+0.00568318j 0.00181258-0.00288407j 9.65692e-05-0.000661697j -0.00148234+0.00111597j -0.000439237+0.00111711j -0.00039241-0.00407629j 0.00288508-0.00391756j -0.000757408-0.00225076j 0.000271292+0.00111358j 0.00409252-0.00499194j 0.00247756-0.00038043j 0.0015618-0.00204464j 0.00027372+0.00488986j 0.000921126+0.00620039j -0.00287656-0.00251094j -0.000594865+0.000584022j -0.00190964-0.00375655j 0.00181249+0.00448004j 0.000826936-0.00639721j -0.00115767-0.00119017j -0.00189793+0.000456661j 0.000230472+0.00261081j -0.00417628-0.00336727j 0.00191391+0.000947765j -0.00407295-0.00618119j 0.00446444+0.0019437j 0.0128318+0.0207979j 0.0116415+0.0261252j 0.000504182-0.0081888j -0.00146565+0.018241j 0.00631576+0.00597573j 0.000478686-0.00817583j 0.00134823-0.0113399j 0.00436627-0.00157044j 0.000728035-0.000878407j 0.007704-0.00234413j -0.00458862+0.00515213j -0.00188694-0.00456021j -0.00320933+0.00882932j 0.00367688+0.00157719j -0.000883176-0.00222906j 0.00332529-0.00180053j -0.00205849-0.00494765j 0.00497266-0.00606841j -0.0114299+0.00477693j 0.000114531+0.000142991j 0.00370437-0.00114415j -0.00122457-0.003862j 0.00425802-0.00198047j 0.00295193-0.00402563j 0.000704597+0.00153867j 
0.000789979-0.000366919j 0.0005528+0.00123566j 0.00398974-0.00110229j 0.00147031+0.000628211j 0.000176517+0.000608776j -0.00148127-0.000517526j 0.00765339-0.000801175j -0.00552804-0.00201088j 0.00654658-0.000141716j -0.00122504+0.00136542j 0.0032858-0.000827416j 0.00338243-0.000595046j 0.00164739-0.000476966j -0.00592511+0.000372759j -0.00670171-0.000588217j -0.000973564-0.000551029j -0.00129399+0.000207048j 0.000923702-0.00102081j -0.0051339+0.000470483j 0.00697814-0.000156493j -0.00217862-0.00106078j 0.00128043+0.000271754j -0.00195817+0.000246459j -0.000681905-0.000975523j 0.00146757+0.00116512j 0.00404762-0.000216841j -0.00409582+0.00139425j 0.00325689-0.000102988j 0.003667+0.00246551j 0.00265738-0.000511852j -0.00403939+0.00209956j 0.00638639+0.00341361j 0.000566281-0.00443705j 0.00378221-0.00609011j 0.00108647-0.00216467j -1.47324e-05-0.000386744j 0.00347133-0.00119268j 0.00223178+0.00485857j 0.00704055-0.00224625j -0.00925278+0.00724152j 0.00921462+0.00723886j -0.00545099-0.00434681j -0.00269932-0.0022774j 0.014413+0.0109738j -0.0017258-0.00634227j 0.000430074+0.0022718j -6.17641e-05+0.000153751j 0.000116263-0.00328535j -0.000799299+0.00528208j 0.00160699+0.00533282j 0.00104148-0.000506838j 0.000240158-0.00137837j 
0.000605382+0.00129591j -0.00486318-0.000249461j 0.00280126+0.00274222j -0.00167496+0.00110362j -0.00387137-0.000267055j -0.000245311-0.00145846j -0.00430927+0.00892938j 0.0190432-0.0015503j -0.00490691+0.00306008j -0.000492074+0.000697891j 0.0110963+0.00150524j 0.000833688+0.00105904j 0.00401948+0.00121206j -0.000231667-0.000447326j 0.00150495-0.00405735j -0.00272823-0.00133321j -0.00119349-0.00205291j -0.000143925+0.00047933j 0.00214129-0.00209852j 0.00330022+0.0040215j 0.00231324-0.000373303j -0.00496045-0.00013601j -0.00328642-0.00151116j -0.00293411+0.00114581j -0.000125062-0.000155681j -0.00116852+0.00338792j 0.00834965+0.00130886j -7.92848e-05-0.00859532j -0.00409932-0.012542j -0.00185383+0.000961205j -0.000614421+0.00154506j 0.00335333-0.00286614j 0.000460832+0.00331623j 0.00397886+0.00349125j 0.00821902+0.0015724j -4.74337e-05-1.64965e-05j 0.000562038-0.00556532j -0.00953838-0.000702456j -0.0107386+0.000385942j 0.000832617-0.000878768j -0.000356932-0.00405169j -0.0035778-0.00171657j 0.00460091+0.00157078j 0.00907448+0.00577487j -0.00750455+0.00130249j 0.00450402-0.00188338j 0.00062495+0.000144178j -0.000822153-0.00593402j -0.000692095-0.00546042j -0.000204895+0.00391054j 0.00322174-0.00883214j 0.000327832+0.00318368j 
0.000395175-0.000175798j -0.00202105+0.000605394j 0.00108828-0.000422864j 0.000171783+5.24551e-05j -0.000715768+0.000201211j 0.000278998-1.14413e-05j 0.00509924-0.000729908j 0.000384255-0.000564226j 0.00137612-0.000904099j -0.00135302+0.000783697j 0.00301752-0.000269957j 0.000974817-7.8795e-05j 0.000768917-2.65615e-05j -0.00241081+0.00111759j -0.0038711+0.000483154j -7.51797e-05-0.000589564j -0.00207254+0.000231202j 0.00137032-0.00121745j -0.00374615+0.000914071j 0.00457844-0.00111161j -0.000358448-0.000838491j -0.000948356-2.52429e-05j -0.00163781+0.00107059j -0.000652817-0.000928481j 0.0011166+0.00141507j 0.00286442-0.00122748j -0.00110626+0.00115034j 0.00293382-0.000215672j 0.000657854+0.00260615j 0.00255793-0.000166641j -0.00188318+0.00188499j 0.0112899+0.00163301j 0.00386082-0.00422747j 0.0071433-0.00673252j 0.0016243-0.00160533j 0.000327508-0.000820919j 0.00532846-0.00323609j -0.00279751+0.00419137j 0.00739183-0.00395627j -0.0157712+0.00982186j 0.00845119+0.00140851j -0.0064883-0.0010246j -0.00796029-0.00387629j 0.0277189+0.00528907j 0.00210927-0.000866719j 0.000478137+0.00191695j -5.49399e-05-0.000155635j -0.00306448-0.00435318j 0.000442929+0.00515768j 0.0056781+0.0154708j 0.00132094-0.003164j 6.53334e-05-0.00048432j 
6.31095e-05+9.95051e-05j 0.000769283+7.54419e-05j -0.00135282-0.000414448j 0.000891731-8.60743e-05j 0.000188681+0.000202014j -0.00132441+6.70542e-05j -0.00229487-0.000282834j -0.000777777+0.000628117j 3.14111e-05-0.000388016j 0.001282+0.000444942j 0.000315307-0.000730215j -0.00113387+4.19434e-05j 0.00262738-0.00145285j 0.000840348+0.000199074j -0.00179358+0.000383387j 0.00103588-0.000227025j -5.6897e-05-0.000239207j -0.00192391+3.45021e-05j 0.00281478+0.0003908j -0.00148111-0.000314781j 2.28358e-07+0.00192824j 0.00151614+0.000833455j -0.000468866-0.000373483j 0.000234378-0.00202665j -0.00177983-0.00138522j -0.00253508+0.000717718j 0.00247795-0.000243127j -0.00486565+0.00337995j -0.00013719+0.00179674j 0.00855493-0.00410457j -0.0125984+0.00272655j -0.00234203+0.00147827j 0.00141751+7.60453e-05j 0.0044268+0.00101459j -0.0029459-0.000236137j 0.00386587+0.000443567j -0.00159032-0.000704893j -0.00961502-0.000368528j 0.0113351+0.00131267j 0.0100041-0.000401825j 0.0190795+0.00523017j -0.00751817+0.000179088j 0.00506757+9.66852e-05j 0.00317111+0.00728185j -0.00214086-0.00432555j 0.00219305+0.000682806j -0.00209649+0.00272707j -0.00213244-0.00184749j 0.000890731-0.00421187j 0.0019581-0.0101415j 0.00237621-0.000733884j -0.000258259+0.00068787j 
0.000678693+0.000345792j -0.000364952+0.00024667j 0.00243762+0.000217642j -0.00160453+0.00055551j -0.00225862-1.86375e-05j 8.10028e-05-0.000575069j 0.00421196-0.000112973j 0.000605009+0.000519904j 0.00206465+0.00146711j -0.00308153+0.00244681j 0.00225348+0.00040607j 0.00109874+0.000486138j 0.000923539-0.00248917j -0.000468956+1.91855e-05j -0.000626599-0.00161448j 0.00216521-4.58715e-05j -0.00181815+0.000187982j 0.000597447+0.000469115j -0.000975757+6.62143e-05j 0.000328554-0.000830972j -0.00291055+0.000260445j 0.00106352+0.00211168j 0.00239747+0.00133712j -0.00144436-0.00295309j -0.00242538+0.000846923j -0.00452928+0.0015937j 0.000144983+0.000802833j 0.00514379-0.00222722j -0.000525063-0.000623412j -0.00035537-0.0036125j 0.0091866-0.00193164j 0.0046302-0.000933811j -0.00394506+0.00122076j 0.00235848+0.00135336j -0.0030148+0.000291562j 0.00671631-6.71807e-05j -0.00116231-0.00169251j -0.0186686-0.000731283j 0.0180256-0.000690601j 0.0164329+0.00174311j -0.00548443-1.94016e-05j 0.00926682+0.00577652j 0.00483911-0.000695494j 0.00118016-0.0040299j -0.00118064+0.00404135j -0.00057222+0.00335218j -0.00284445-0.00184591j 0.000897625-0.00358252j -0.00233925+0.000837649j -0.00124258+0.00720676j -0.00285068-0.0035422j 0.00108422+0.000256437j 
0.000340152-0.000139562j 0.0015913-0.000611338j -0.00169915-2.52731e-05j 0.00170469-0.000436703j 0.00114632+1.59767e-05j -0.00155561+0.000502655j -0.00244556+0.000700231j -0.00198618+0.000844132j -0.00104487-0.000338509j 0.00342859-0.00205814j -0.000301847-0.00157226j -0.0020128+0.000324512j 0.00163702-0.00123936j 0.00102783-0.000792246j -0.00165298+0.000975243j -1.39911e-05-2.88897e-05j 0.0023316-0.000695111j -0.00212811+5.37572e-05j 0.00261268-0.00032488j -0.00140143+0.000195073j 0.000665181+0.00179066j -4.4983e-05-0.00017467j -0.00176704-0.00107726j 0.0014753-0.00144442j 0.000841124-0.00237068j -0.000921045+0.00100766j 0.00401035-0.0012595j -0.00562592+0.00311823j 0.00104434+0.000499256j 0.00510658-0.00171129j -0.0158996+0.00603193j -0.00213834+0.00358728j 0.00716435-0.00126162j 0.00745745-0.00167766j -0.00236018+8.63492e-05j 0.00339516+0.000243681j 0.000110274-0.000268386j -0.00288956+0.0008767j 0.000764971+0.000224523j 0.0130534-0.00175121j 0.0218237-0.00208932j -0.0148263+0.000401369j 0.00845091-0.00148154j 0.00351247+0.00769956j 0.000996948-0.00149096j 0.00280329+0.000179078j 0.000657849+0.00027051j -0.00456617-0.00972976j 0.00015221-0.00808724j -0.00105341-0.0129259j 0.000960616+0.00265144j -0.000582581-0.000340685j 
-0.000201778+0.000143226j -0.000800511+0.00042802j 0.000168941-0.00032684j -0.000654427+0.000255907j -0.000458011+4.17665e-05j 0.000260531-0.000266046j 0.000671944-0.000846494j 0.0010855-0.000118771j 0.000788672-6.12405e-05j -0.00183629+0.00200709j -0.000117914+0.00093254j 0.000718674+4.92335e-05j 9.01899e-06-0.000578775j -0.000418258+0.000780476j 0.000445112-0.000786877j 0.000674657-0.000196992j -0.0014728+0.000506403j 0.000158363+0.000723445j -0.000908738+0.000417887j 0.000282988-0.00104316j -0.00132736+0.000882205j 0.000476114+0.0014796j 0.000410469+0.0010714j -0.00028427-0.00129659j -0.00199375+0.00149547j -0.00128811+0.00115099j -0.00219161+0.000943557j 0.000590039-0.000381095j -0.00162331+0.000646395j 0.00487786-0.00470363j 0.00648523-0.00487855j 0.000141044-0.000965374j -0.00632898+0.00125107j -0.0032372+0.00164717j -0.00344112+5.26552e-05j 0.00332383-0.000781717j -0.00299067+0.000694912j -0.0157341+0.000367973j 0.0199812-0.00131026j 0.00420894+0.000390684j -0.00190486+0.00573641j 0.0115054+0.00293152j -0.00235713+3.19775e-07j -0.000383207-0.00171726j -0.00117799-0.00137216j -0.000101494+0.00207599j -0.00196126+0.00353123j 0.00204008+0.00717324j 0.000205905+0.005668j 0.0016648+0.00509482j -0.000334424-0.00101374j 0.000289818-8.99996e-05j 
-1.81373e-05+8.326e-05j -5.545e-05-0.000403585j 0.000261059+0.000506381j -0.000114724-0.000193819j 3.99475e-05-0.000704456j 5.11613e-05+0.000287321j 0.000342706+0.000135076j 8.92033e-05+0.000416923j 0.000413253+0.000504659j -0.000608248-0.000985581j -0.000307467+9.68802e-05j -0.00010062+0.000308084j -0.000328319+0.000366331j -0.000286729-0.000376699j 0.000522024+5.64935e-05j -0.000155304-2.19701e-05j -0.000382186-0.000476434j -7.62406e-05-4.93785e-05j -0.000108675+1.82624e-05j 5.7599e-05+3.89249e-05j -9.50095e-06-0.000243818j -0.000131735-0.000104232j -0.000321311+0.000157433j -0.000287333+0.000270134j -4.1352e-05+6.18537e-05j 8.65902e-05-0.000354117j 0.000163543-0.000159898j 0.000546828-0.000714397j 0.000511631-0.000439739j 0.00955725+0.00277898j 0.00892164+0.00192304j -0.00253433+6.54771e-05j 0.00317145+0.00291649j 0.00762294-0.0011351j 0.00185223-0.000397376j 0.00273148-0.0021206j 0.000604497+0.000152683j 0.00361713-0.00211754j -0.00832719+0.00241805j 0.00197335+0.00208404j 0.00608552+0.00216911j 0.00761569+0.00442847j -0.00086993-0.000678259j 8.81346e-05-0.000890533j 0.00155632+0.00161318j -0.000346033+0.00200333j -0.000811607+0.046728j -0.000341821-0.000517189j -0.000260758+0.000972333j -0.000831579+0.00208751j -0.00119636+0.00123662j -1.07017e-06-0.000593474j 
0.000111041-1.53481e-06j -0.00156211+0.000565035j 0.000327216+0.000102415j -0.000252523+2.75279e-05j -0.000358079+0.000169233j 0.00118492-0.000307297j -0.00332595+0.00147452j 0.00272874-0.00151427j 0.00106613-0.00260515j 0.000326685-0.00115094j 0.00140438+0.000830809j 0.000324736+0.00124336j 0.0027931+0.00186456j 0.00161876-0.00103946j 0.000313173-0.000987651j -0.0010686-0.00120482j -0.00158134+0.000609401j -0.000240298+0.00133053j 0.000812919+0.000558474j 0.00181627-0.000329592j -0.000386693+0.000902577j 0.00136827-0.00135427j 0.000204138+0.000645027j -9.72342e-06+0.00135437j -0.00136223-0.000237545j 0.00129759-0.00105153j -0.00544134-0.000493511j 0.00094859-0.00104766j 0.00468709-0.0038688j 0.000101015-0.00513308j 0.0113477-0.00221207j -0.00666535+0.000440883j 0.0252893-0.00116713j -0.013847-0.000396088j -0.000822193-0.000193752j -0.0055709-8.22377e-05j -0.00363101+0.000538313j -0.00266441+0.000740659j 0.00484588-0.00184232j 0.00019095+0.00233854j 0.00385357+0.00474879j 0.000829518+0.00359999j -0.0101829-0.00167516j -0.00390947-0.000671379j -0.000666569-0.00286329j -0.0015533-0.00653318j -0.00248127-0.000861107j 0.000414718+0.0093606j 0.00169337-0.000205084j -0.000122802-0.000731604j 0.00493842-0.000454031j -0.000989237+0.001626j 
0.000104686-0.000231415j 0.00211724-0.00030858j 0.000718088-0.000490296j 0.000966892+0.000383606j 0.00106814+1.48261e-05j -0.00106413-4.11656e-05j 0.0042766-0.000966806j -0.00137331-0.000969615j 0.00159492-0.00161619j -0.00115195-0.00116147j 0.000331117-0.00103794j -0.000304406+0.000503817j -0.00175127+0.00140078j -0.00238733-0.00139269j 0.00192863-0.00119203j -5.93583e-05-0.000681498j 0.00158475+0.000639991j -0.000712561+0.000464735j 0.00246216+0.000171106j -0.00101804+4.78954e-05j -0.00161728-0.0007556j -0.000969572-0.00128579j 0.000661862+0.000516586j -0.00270008+0.00132173j -0.000389999-0.00038421j -0.00361169-0.000982929j 0.00503418+0.00025759j -0.00131319-0.000294067j -0.00791055+0.00280568j 0.0104435-0.00400682j -0.00632954-0.000252825j 0.00867212+0.00179511j 0.0157064+0.00166883j -0.0137836+0.00347446j -0.00133947+0.000600006j -0.00499389+0.000109205j 0.00717391-0.000491835j 0.00482076-0.000676042j -0.00293137+1.45128e-05j 0.000314936-0.00191512j 0.00241744-0.000932468j 0.00499888+0.00312305j 0.0129447+0.00232585j 0.00487045+0.000343993j 0.00237987+0.00534385j 0.00417107+0.0162871j -0.000968735-0.00374586j 0.000918551-0.0102172j -0.00169897+0.00268555j -0.00105686+0.00324837j -0.00834609+0.00245009j 0.00134793-0.00299713j 
-0.000444935-0.000209758j 0.00114143+4.17149e-06j 0.000412432-0.000880396j 0.000223557-0.000305527j -0.000103118-0.000247711j -0.000592184+0.000874513j 0.00147984-0.00537849j -0.0012354-0.000230906j 0.00204537-4.62156e-05j -0.0019466+0.00155384j -0.000160607-0.000817816j 0.00224492+0.000108174j -0.00316778+0.00178218j -0.00252988+0.00207472j 0.00190028-0.000255031j 4.21727e-06-0.000529933j 7.91443e-05-0.000293553j 0.00156682-0.000244138j -0.00134548+0.000164089j 0.000979212-0.000277962j -0.00258764-0.00075633j -0.00166686+0.00090464j 0.00191413+0.000627169j -0.00304787+0.0013635j 0.000150683+0.00127312j -0.00244593+0.000699516j 0.00207141-0.00185059j -0.000507101+0.00640004j -0.0103114+0.00720996j 0.0110729-0.00445686j -0.0117624+0.00146069j 0.00107593-0.00958672j -0.00388031+0.00132015j -0.00356874+0.00238669j -0.000123061+9.33407e-05j -0.00207056-0.00110119j 0.0017469-0.00469137j 0.00222488-0.000520426j 0.00212592+0.00297461j -0.0107551-0.00438065j -6.22329e-06+0.00446325j 0.00685961-0.00364205j 0.00567866-0.00311116j 0.00319974+0.00534711j -0.0209557-0.0141502j 0.00307662-0.00457304j -1.50575e-05+0.00286866j -0.00150106+0.0160041j -0.0050964+0.000803117j 0.00436654-0.00919465j 0.00618751-0.0186785j 0.00234656+0.00598756j 
-0.00123078+0.000898716j -0.00136779-0.000127255j -0.00233275+0.00139163j -0.000531758-0.00039954j -0.00115816+6.91189e-05j 0.000878306-0.000349674j -0.00613174+0.0061191j 0.00472938-4.17551e-05j -0.00287879+0.00127331j -0.000907083+0.000543596j -0.000501205+0.00230346j 0.00068753-0.000792325j -0.00108416+0.00022366j 0.000662902+0.000850707j 0.00211663+0.000565895j -0.000989129+0.00139849j -0.00216566+0.000404843j 0.000422889+0.00107063j -0.00213061-0.00023295j -0.000364797-0.000150572j -5.81029e-05+0.000295882j -0.000534117+0.00113129j 0.000723262+9.95052e-05j -0.00173911+0.00188798j -0.000741484+0.000778787j 7.36796e-05+0.000760944j -0.00449286+0.00169385j -0.00400075+0.00152514j 0.00490462-0.00400826j 0.00787827-0.00499845j -0.00688277+0.00828878j 0.00175075+0.00612815j -0.0209424+0.000914125j -0.00888704+0.00190266j -0.00176848+0.000216236j -0.00167502+0.000261903j -0.00415224+0.00168768j 0.000708451-0.000545815j 0.00707533-0.000344612j -0.0111793+0.00134812j 0.00944587-0.00111181j 0.000469174-0.000329562j -0.00321188+0.00512718j 0.000284445+0.00213299j 0.00610875+0.00201309j 0.00580288+0.0133922j 6.78844e-05+0.00069178j 0.00297759+0.0093566j 0.00336203+0.00050744j -0.00443854-0.00165012j 0.00114112+0.00660982j -0.00127063-0.000741307j 
-1.23278e-05-9.90223e-05j 0.00116254-0.000717063j -0.00170868-0.000152563j -0.000358616-0.000432903j 0.000491707-0.000408128j -0.000981605+0.000533785j 0.00232997-0.00248036j -0.00521776+0.00208216j -0.00227063+0.00165662j 0.0011471+7.21058e-05j -0.00333179-0.00112794j -0.00230925-0.000268055j -0.00254061-0.00182605j 0.000214463+0.000878508j -0.00242204+0.00123351j 0.00261215+0.00121659j 0.00141025-0.000614914j 0.000643276-0.0013701j -0.00299824-0.000648678j -0.00142039+1.9342e-05j 0.00213827-0.000302318j -0.00101585+0.000462668j -0.00101875-0.000302235j 0.0032106-0.00165111j 0.00207764+0.000268735j 0.00122199+0.000367121j 0.00284279-0.000353935j 0.000633367+0.000565874j -0.000354808+0.00327876j -0.00674047+0.00654984j -0.00348888-0.00247833j 0.000537454-0.000961752j -0.0180452-0.00324253j 0.0172488-0.001074j 9.61325e-05-0.000260851j 0.00628945+0.000237271j 0.0005065-0.000521759j 0.000436817-0.000399469j -0.0039664+0.00163976j 0.00278639-0.00174161j -0.00526672-0.00417251j -0.00297477-0.00349861j 0.00168792-0.00087288j 9.3958e-05-0.000526425j 0.000228155+0.0008529j -0.00227861-0.00458578j 0.00453117+0.00165735j -0.00127751-0.00548669j -0.000653382-0.00113748j 0.00117973+0.000186438j -0.000854259-0.000283346j 0.000184401-0.000286672j 
