0.00207525-0.000770851j -0.000270769+0.00353768j 0.0129621+0.00138631j 0.00542308-0.000337002j -0.0155673-0.00442394j 0.0160203+0.00559785j 0.0023887+0.007857j -0.00284403-0.000340215j -0.00186229+0.00167814j -0.00483313+0.00932257j 0.0169446-0.0070806j -0.00184269-0.00118846j -0.0181798-0.00378004j 0.0053912+0.00213784j -0.00811679-0.013621j -0.00719563-0.0108936j -0.00432043-0.00387398j -0.0169307-0.00233966j 0.00287275+0.00293447j -0.00493145+0.000806128j -0.000994071+0.00151683j -0.0108769-0.00263527j 0.0172484-0.00553436j 0.0142433+0.00123332j -0.0136915-0.00242j 0.0217096-0.00269049j -0.00311319+0.0104019j 0.00516693+0.00146413j -0.00213307+0.000477923j -0.000957151+0.00224621j 0.000504789-0.0022855j 0.000967944-0.00319179j 7.58016e-05-0.0012338j 1.73106e-05-0.00294427j 0.00109913-0.000225862j -0.000750662-6.28023e-05j 0.000982581+0.00311241j -0.000990679+0.00140305j 0.000175197+0.00172128j 0.000829436+0.00149749j 0.00350435+0.000771464j -0.000501397+0.00131112j 0.00478855-0.00312819j -0.00173671-0.0028054j -0.00128685-0.000375979j -8.25797e-05+0.00191388j -4.2894e-05-0.000363371j -0.00214105-0.000233763j -8.22217e-05+0.000872316j 0.000862017-0.00340033j -0.00177141+0.000111375j 0.000177331-0.000465221j 
-0.00132713+0.00115211j 0.000849252-0.00120828j 0.000280825-0.003305j 0.000566515-0.00505795j -0.000262566-0.0102251j 0.000283737+0.00567356j 0.000719466+0.00159394j 0.00520045-0.00150965j 0.00204866+0.00740561j -0.00107722+0.00977258j -0.00454993+0.00539712j 0.00543515-0.00252988j 0.000559626-0.0137039j -0.00837363+0.00940929j -0.00684321+0.00461615j -0.011068+0.0123269j 0.00644784-0.00226878j 0.00790171-0.00617238j 0.00661276-0.00580319j -0.00198453-0.0012897j 0.00271013+3.49339e-05j -0.0112478+0.00823087j 0.00712232-0.00636677j 0.00791497-0.00402669j -0.00264544+0.000808566j -0.0056541+0.00198727j -0.00177012+0.00060373j 0.00163098-0.00139249j -0.000640624+0.000596261j -0.00258192+0.00239016j -0.00301548+0.000870414j 0.00156953-7.53076e-05j 0.00443927-0.00160766j -0.00824128+0.00185012j 0.000950312+5.95225e-05j 0.0226402-0.00135976j -0.00451811-9.75594e-06j 0.00205097+0.00286232j 0.00368682+0.000386528j -0.00287329-0.00161064j -0.00433634-0.00126327j -0.00698791-0.00189643j -8.50072e-05+0.00114956j -0.000137602-0.000815145j 3.30512e-05-0.000616512j 0.000176187-0.000268968j 0.00123757+0.00742596j 0.00101313-0.000285982j 0.0015502+0.000535029j 0.000436608-0.000141479j -0.000247094+0.000153937j -0.000177459-0.000228829j 
0.00120698+0.000722864j 0.000593211+0.000934595j 0.000935057+0.00297002j 0.000206639+0.00388683j -0.00233254+0.00226604j -0.000117542+0.00387963j 0.000588977-0.000822906j -0.0130242-0.00184445j -0.0099735+0.00827284j -0.0125134+0.00875677j 0.000403337+0.00453077j 0.000556871-0.0267961j 0.00755451-0.0013009j 0.00182574-0.0015451j -0.00246274+0.0127306j 0.00357702+0.00149035j 0.000807348-0.00961602j -0.00125079-0.000610626j -0.00371415-0.00195228j 0.000654084+0.00650126j 0.000672013+0.0070672j -0.00383882+0.0039612j -0.00260931+4.1894e-05j 0.000557159-0.00296653j -0.00310564+0.00197006j 0.000799908-0.000258328j -0.00176536+0.00308803j -0.000427248-5.75849e-05j 0.00170144+0.00238166j 0.00283055+0.00154255j 0.00141866-0.0020884j -0.00123831+0.000244555j -0.00029525-0.00439284j 0.00269744+0.000953615j -0.00110272+0.000538837j -0.00837132+6.98127e-06j -0.00026324-0.00186739j 0.00196161-0.00188731j -0.0014865+0.000138915j 0.00298333+0.000806565j 0.00187256-0.00123325j -0.000407185+0.000220491j 0.00207933-0.0012985j -0.00232103+0.0014396j -6.94258e-05+0.000579669j -0.000254789+0.000262169j -0.00104872-0.00179507j -0.0013158+0.000645977j -0.000913797-0.000526528j -0.000999554-0.000493309j -0.000200194+0.00074836j 3.30639e-05+2.97934e-05j 
0.000286118+0.00153986j -0.00425596-0.00168553j -0.000394648+0.0230161j -0.00486745+0.0063356j 0.00293505-0.0058405j 0.000547391-0.00619228j -0.00122796-0.00263817j -0.00427682-0.0116316j -0.0125044-0.0142412j -0.0105057-0.0110239j -0.00260146-0.00232458j 0.0153841+0.000891044j 0.00472569+0.00806521j 0.00175167+0.00355333j -0.00135358-0.00169092j 0.0015609+0.0086606j 0.00308589+0.00123797j -0.00541295-0.0028928j 0.00315056-0.00600404j 0.00504355-0.00191041j -0.00138311+0.00020972j -0.0048992-0.00209618j 0.00233124+0.000226639j -0.00256597+0.000418544j 0.0020462+0.000120667j -0.00183042+0.00147669j -0.0062669+0.00119894j -0.00139677-0.000743526j -0.0025003+0.00181915j -0.00399291+0.00234097j 0.000417664+0.000396795j 0.000216497-0.000681981j 0.00346294+0.00150688j -0.00291159-0.0010683j 9.66516e-05-7.65886e-06j 0.00730631-0.00208649j 0.000591744-0.00144399j 0.0016863+0.000609469j 0.000684966-0.00245193j -0.000454448+0.000560961j 0.00124558+0.00135746j -0.00234874-0.00280256j 0.00275194+0.000994169j -0.00142071-0.000879183j -0.000290831+0.000336259j -0.000527578-0.000184973j 0.000800124+0.00154669j -0.000974973-0.000789918j 0.000241204-0.000590251j 0.000752686-0.000612281j -0.000566756+0.000121008j -1.39024e-05+2.13472e-05j 
0.00419711-0.00104692j -0.00264777+0.00464819j 1.22847e-05+0.00302465j -0.002184+0.0104526j -0.00110519+0.0172051j 0.000485573-0.00205686j 0.00171815+0.00121751j 0.0217457-0.00804437j 0.0132604+0.00122451j 0.0137797-0.00199122j -0.00541085+0.00375235j 0.0107435-0.0105556j -0.016048-0.00109746j 0.00269603+0.000597322j -0.00390727+0.00325308j -0.000852293-0.000962147j 0.00485021-0.00541798j -0.00167271+0.00496395j 0.00292291+0.00215063j 0.00188759+0.00243497j -0.00534938-0.00124009j 0.00274447+0.000844446j 0.000913929+0.00247592j -0.00142495-0.00114976j 0.000690161-0.00156838j 0.00791261+0.00328563j -0.00454602+7.84483e-05j 0.00286396-0.00110726j 0.000324646+0.00197651j -0.000886919-0.00164967j 0.00038295-0.00272227j -0.000949897+0.000605123j -0.00344169-0.00122311j 0.00244532+0.0025662j -0.00165354+0.000496744j -0.00481355+0.00118133j 0.00585417-0.00168241j 0.00160248-0.0014178j -0.00119884-0.00038778j 0.00263613+0.00283076j 0.00289099+0.00184576j 0.00129608-0.000376299j -0.00100398-0.00278925j -0.00220925+0.00143311j -0.000423399+0.000977201j 0.000553109+0.000658385j -0.000494271-0.00117183j -0.00157034+0.000727461j -0.000426955-0.000703823j -0.00156507-0.000728633j -0.000108663+0.000733669j -9.77279e-05+0.000165244j 
-0.00215241-0.00114569j 0.00504187+0.00205695j -0.00315275-0.0209236j 0.00161825-0.00671125j -0.00545507+0.00141405j -0.000904927+0.00417316j 0.00596771+0.000147837j -0.00654587-0.0186879j 0.00374177-0.0136192j 0.00279856-0.0156197j 0.0022235+0.00900161j -0.00188072+0.00126737j -0.00300968+0.0174698j -0.00134736-0.00222948j 0.000694536+0.000484878j 6.31735e-05-0.000284334j 0.00163988-0.00151148j 0.00605291-0.00208364j 0.0017463-0.00231191j -0.0012445+0.0025489j -0.000628797+0.00322069j 0.00267382+0.0012004j 0.00122287-0.00386882j 0.00547077-0.00431075j -0.00317274+9.93481e-05j 0.00298695+0.000843782j 0.00145695+0.00322777j 0.00217364-0.00288316j 0.000469868+0.000411481j 0.00136335+0.00268406j -0.00241064+0.000857413j 0.000912491+0.000647173j 0.000622015+0.00329603j 0.00246384-0.00197319j -0.000292037+0.00116416j -0.00155446-0.00150806j -0.00423254-0.0024524j 0.00141802+0.00178367j 0.000961584+5.07104e-05j 0.00100872+0.000366962j 0.000506857-0.00315117j 0.00155941+0.000856424j -0.00233192+0.00181636j -0.00104615-0.000204584j 0.000229405-0.00109037j 0.000811561-0.000213012j 3.40987e-05-0.000749186j 0.000546091+0.00129552j 0.000829185+0.000380807j -0.00182914+0.000183782j -0.000134268+0.000666772j -0.000219245-0.000201079j 
0.000858653-0.000657061j -0.000702588-0.000678256j 0.00241615-0.00486226j 0.000627225-0.000902601j -0.00566805+0.00117465j 0.00655746+0.00492946j -0.000114168-0.00304352j 0.00308917+0.00511575j -0.00490641-0.00130341j -0.00245589+0.0029322j 0.0021825-0.00216557j -0.00107766+0.00908667j 0.00130819-0.00213909j 0.000834448+0.00350329j 0.00376843+0.00516935j 0.000323358+0.0043799j -0.0011919+0.00504933j -0.000283392-0.00160778j -0.000390131+0.00467384j 0.00203453+0.00508366j 0.010285+0.00376955j -0.00220658+0.00308673j -0.00875532+0.0051254j 0.00289726-0.00425025j -0.0046105-0.00157688j -0.00042535+0.00860661j -0.00898567+0.00795749j 0.000178102-0.0016814j 0.00619481+0.00290393j -0.000960027+2.84722e-05j 0.000645431-0.000899693j -0.00591302+0.00357013j -0.00400579-0.00144852j -0.0076404-0.00063661j -0.00129783-0.00341504j 0.00121308+0.00034428j 0.00187746-0.0010987j 0.00407498+0.00756789j -0.000864255+0.00054063j 0.00515919+0.00706702j 0.00133908+0.0044391j -0.000194657-0.00677312j 0.0060548-0.0205905j -0.0144543+0.0108439j -0.00132883+0.00482595j 0.00266805+0.000531209j -9.14671e-05+0.000144235j -0.00427677+0.00385481j -0.0025753-0.000786457j -0.00680554-0.00150264j -0.0010047+0.00555889j -0.000207569-7.17936e-05j 
0.000675196-0.000884424j -0.000352944+0.00340986j -0.00260043+0.00123507j 0.000359309+0.000259797j -0.000251143+0.00620086j 0.00799331-0.00363873j -0.00290021-0.000978984j -0.0032831+0.00088175j 0.000989076-0.00138511j -0.000674744-0.00289218j 0.00709776+0.0120163j -0.00216753-0.000459214j -0.00264099+0.00260761j -0.00395957-0.00467701j -0.00253494-0.000618407j -0.000441073+0.0024015j 0.00249994-0.000433143j 0.000825853+0.00400152j -0.000371006-0.00251549j -0.00264414+0.0073512j -0.00124024+0.00882785j -0.00453368-0.00591385j -0.000403493-0.00518313j 0.00058554-0.00258354j 0.00491704+3.96415e-05j -0.00736666-0.00346343j -0.00441241+0.00338368j -0.00441104+0.00536448j 0.00104122-0.000655877j -0.00260152-0.00109789j 0.00158589+0.00011861j -0.00277352-0.00747268j -0.000189268-0.00089358j -0.0010054-0.00255584j 0.000346025-0.00489033j 0.00223268+0.00209533j 0.0127339+0.010585j -0.00128828+0.0081183j 0.00205424+0.00401883j -0.00415043+0.0035568j -0.00128965-0.00203197j 0.00570008+0.00355442j 0.0163571-0.00274771j 0.00373501-0.0167623j -0.00419556-0.000181606j -0.000480678+0.00388355j 0.000203358+0.00022461j -0.0041925-0.00225372j -0.00496519+0.0011978j 0.00858115-0.00685918j -0.00475703-0.00511217j 0.00190059-7.83527e-05j 
-0.00046734+0.000253965j 0.00200629+0.00332827j 0.000618309-0.00374126j -0.000907395+0.00231569j 0.00263278+0.00327577j -0.0134579-0.000235474j 0.00138133-0.00151214j 0.00187537+0.0029098j -0.00196748+0.00241069j -0.00126-0.00201484j 0.00315264-0.00129752j 0.000634341-0.000333327j 0.00292106+0.000902712j 0.00181483-0.00324989j 0.00297874+0.00720514j 0.00372975+0.00118543j -0.000286933-1.91562e-05j 0.00186142+0.00558762j -0.000421746+0.00114077j -0.00217259+0.000805785j 0.00499016+0.00188694j 0.0017933-0.00296191j 0.00286077-0.00806852j 0.00413169+0.00502519j -0.00237372-0.0130841j -0.00619287-0.00227746j -0.00858964+0.0239547j 0.00340124-0.00397822j 0.000687464+0.00650613j -0.000278614-0.000306019j 0.00107895+0.00531512j -0.00440999-0.00297736j -0.00145284+0.000607707j 0.000744092+0.006644j -0.00140147-0.00413151j 9.51706e-05+0.0005161j 0.00748374-0.0131942j -0.000443303+0.0100968j -0.000707668+0.0141461j -0.00362177-0.00219207j 0.00441268-0.000299476j -0.000743756-0.00416821j 0.000773092-0.00207209j -0.00646273-0.00671598j -0.00144051+0.00361j 0.0041349-0.000874075j 0.000288627-0.000369798j -0.00276509+0.0012595j 0.00296872+1.58962e-05j -0.0021263-0.000627781j -0.00184771+0.00140072j -0.000735437+3.62849e-05j 
0.00143862+0.000543814j -0.00228921+0.000237117j 0.0082369+0.00274319j -0.00112477+0.00309053j -0.00872071-0.000320887j 0.000781534-0.00355344j 0.000379628+0.000735417j -0.00301319+0.00304545j 0.00130559+0.00148699j -0.00257163+0.00108849j -0.0064942-0.000294714j -0.00185473-0.0027178j -0.00415591-0.00127016j -0.00520917-0.0040373j -0.00101599-0.00960131j 0.00203745-0.000591194j 0.00311919-0.000656337j -0.000728638+0.00133734j -0.00113361-0.000343854j -0.000342532-0.00370431j 0.00174743-0.00311054j -0.00421782+0.00524787j -0.000493724-0.00447414j 0.00236501-0.00036653j -0.00174195-0.00017191j -0.00260005+0.0111049j 0.00878298+0.00120023j -3.52987e-05+0.00186739j -0.00441079+0.00636988j 0.00202548+0.00675644j -0.0037601-0.00888994j 0.000506516+0.00105913j 0.00338424-0.00762019j 0.00464553+0.000189454j 0.00169653+0.00102322j -0.00121505-0.0020417j -0.00499495-0.0102165j -0.00115006-0.0021781j 0.00392592-0.0107158j -0.00964112+0.00338314j 0.00265165-0.0181231j 0.00283874+0.0116588j 0.00776768+0.00967768j -0.00367253-0.00987996j 0.0010702-0.00221873j -0.00196714+0.00122504j -0.0025168+0.000140706j -0.00479093+0.0033279j -0.000431901-0.0037939j -0.00124115-0.00318857j -0.00106682-0.00160352j -0.000191143+0.000963219j 
0.000166668-0.00109824j 0.000346532+0.00166672j 0.0025409-0.00506293j 0.00143937+0.00145944j -0.00453381+0.000652936j 0.00333694+0.00604362j -0.0021256-0.00197241j 0.000326475-0.00131039j -0.00223269-0.00253894j -0.00254656+0.00188521j -0.00353242-0.00256863j 0.00374061-0.00128854j -0.00090282+0.00171053j 0.00123866+0.00167876j 0.00275886+0.00755455j 0.00258943+0.000794343j 0.00112913+0.00561255j -0.00322869-0.00420139j 0.000560731+0.0110246j 0.00389479-0.0100873j 0.00396853+0.0081932j -0.00478382+0.00252546j 0.00291553+0.00134758j -0.00113915+0.00409751j 0.000269779-0.00500072j -0.00169185-0.00537453j -0.00372373+0.0192074j 0.00137751-0.00295623j 0.00258232-0.00498818j -0.000299194+0.00470104j -0.00927652-0.00855099j 0.00457826-0.0030282j -0.00129368+0.00434979j -0.00310741+0.0105814j -0.000138777-0.000788694j 0.000838521+0.000131395j 0.00408492+0.00173647j 0.00160602-0.00509172j -0.00311999+0.00200743j 0.00746487-0.0132592j 0.0141531-0.0108996j -0.00770914+0.0113087j -0.0118752-0.00106076j 0.0118919+0.00352168j 0.000371762+0.000712899j 0.00116685+0.00199185j -0.000513301-0.000470422j -0.00317102+0.00359188j -0.000621777+0.00267944j -0.00384202+0.00171959j 0.0025666-8.66965e-05j -0.000564307-0.000288801j 
-0.000267607-0.0013586j -0.000881278+2.04352e-05j -0.000299334+0.000130188j 0.00229541+0.00154417j 0.00713893+0.00344799j -0.000664539-0.00888205j 0.000465358-0.00423681j 0.00151321+0.00498568j 0.00103834-0.00762421j -0.000194758+0.00552447j -0.000209683-0.00203654j 0.00144419-0.00437168j 0.000299274-0.00431894j -0.0011058+9.11133e-05j -0.00157323-0.00118175j 0.00158177-0.00431883j -0.00068625+0.00605051j 0.00191259-0.00179933j -0.00165331+0.0139024j 0.00184944+0.0037445j -0.00727877+0.00206455j 0.0031524-0.0192542j 0.00619087-0.0159084j -0.00102936+0.0057815j -0.00514694+0.0128996j -0.00556237+0.00792872j -0.00441763-0.000485934j -0.00254439+0.000335412j -0.00268353-0.00153302j -0.00436385+3.47206e-05j -0.00642165+0.00135825j 0.00388567+0.0047809j 0.00306377+0.00472633j 0.00413404+0.000898886j -0.000496822+0.0145253j 0.00107155+0.00169066j -0.0102153-0.000966904j -0.0026527+0.0158462j -0.00215209+0.028176j 0.00745057+0.0189414j 0.00116102-0.000344219j -0.00119535+0.0153939j 0.00552799+0.00287484j -0.000501304+0.00034555j 0.00165536-0.00241444j -0.00198088-0.00107241j 0.00406895-0.00164096j -0.000537556+0.00152306j -0.00263887-0.00229012j -0.00269514+0.00170011j 0.00188804-0.000609233j 8.31906e-05+0.000774502j 
0.000512631+0.00079972j -0.00278785-0.000758797j -0.00214241+0.00432666j -0.00209519+0.00178792j -0.00187245+0.000588824j -0.00148142+0.000694467j -0.00185848-0.00655518j 0.00047537+0.00960797j 0.000923958-0.000629562j 0.0016824+0.0035293j -0.00484797+0.00716505j 0.000210396-2.44912e-05j -0.00276191+0.00337666j -0.0017766-0.00100472j -0.00550306+0.00123622j 0.00240677-0.00974523j 0.00292167+0.00174877j -0.00332953-0.00766024j -0.000347419+0.00660685j -0.000654431-0.00596705j 0.00148298+0.00370311j -0.0019649+0.00274162j 0.00243247-0.00802197j 0.00336028-0.00313469j 0.00739872+0.00520796j 0.000678831+0.00264383j -0.00438596+0.003623j -0.00289515+0.00230686j 0.00058665-0.00453851j 0.00358528+0.00333625j 0.00252694+0.00834352j 0.00468794+0.00323916j -0.000805979-0.00729111j -0.00198093+0.0085256j 0.00225374-0.0220032j -0.00399404+0.00421834j -0.0111742+0.00950874j 0.00492687+0.0336771j -0.00289424+0.00731646j 0.00134627-0.0091031j 0.000985652-0.00954748j 0.00713233-0.00828585j 0.00520895+0.00179694j 0.00204092+0.00121396j 0.00081663-0.0025302j -0.00106169-0.00128225j -0.0051576+0.000478438j 0.00396337+1.84813e-05j -0.00306635+0.00110736j 0.0018996+0.00376539j 0.00152339-0.00188245j 0.000889606+0.000300484j 
0.000927334-0.00124017j -0.000325621-0.00104322j -0.000132835+0.000799377j 0.00374489+0.00196567j 0.00305766+0.00253918j 0.00750486+0.00407395j 0.000347739-0.00218695j 0.000733384+0.00202372j 0.000345178+0.00180696j -0.000842347-0.00128732j -0.00178829+0.00554358j -0.00052672-0.00286362j -0.000829899+0.0141977j -0.000825234-0.007174j -0.000233897-0.00117964j 0.000912028-0.00663842j 0.00172061+0.000852271j 0.00295048-0.0139614j 0.000179849-0.00645484j 0.000220054-0.00386734j -0.00104923+0.00650476j -0.00461099+0.0141617j 0.00124069+0.00253431j 0.00056686+0.000875944j 0.00107161-0.00761163j 0.00183982-0.00883322j 0.000896141+0.0021002j -0.00147004-0.00185401j -0.000992392-0.00115397j -0.00731664-0.00543925j -0.00731264+0.000684085j 0.00306222+0.00398901j 0.00406696+0.00520978j -0.000262349-0.00219757j 0.00119363-0.0416364j -0.00340256+0.00192593j -0.00884116-0.00654415j 0.00326625-0.00929224j -0.00419677-0.0131121j -0.00551557-0.00167773j -0.00104962+0.00362073j 0.00434338+0.0129666j 0.00692415+0.000527713j -0.00430642+0.000339406j 0.00126074-0.00116429j -0.000753371-0.00135587j 0.00328801+0.00130313j -0.000517316-4.14805e-05j -0.00189297-0.00287328j -0.0018722+0.000458275j 0.000506369-0.000391446j 0.000158262+0.000728426j 
-0.000553335-0.00103617j 0.000157743-0.0010631j 0.00515826+0.000811802j 0.00380982-1.94744e-05j 0.00612613-0.0027287j -0.00325418+0.00128589j 0.000816554-0.00301327j 0.000517242+0.00637493j -0.000438349-0.00190523j 0.00113698-0.00288445j -0.00178742+0.00313488j 0.00123996+0.000906136j -0.00318836-0.000437728j 0.000970972+0.00136346j 0.000854723+0.0146289j 0.00265498-0.010957j -0.000286648+0.000909713j 0.00251116+0.00653283j 0.000252716-0.0105419j 0.000198485-0.00271558j -0.00120993-0.00847945j 0.0017597+0.00130398j 0.00193488+0.00425103j -2.33562e-05-0.004616j -0.00081276-0.00740328j 0.000805661-0.00332414j -0.00159193+0.00497797j 0.00114881-0.0030346j 0.00128186-0.000495918j 0.013802-0.00499388j 0.00408971-0.00445849j -0.000180367+0.00185704j -0.00568909+0.0133791j -0.00109531+0.00749194j 0.00108214-0.0157295j -0.0017141+0.000547352j -0.00322386-0.00615292j 0.00348452+0.0121501j -3.4961e-05+0.0078848j -0.00892451+0.00235907j -0.00367967-0.00739686j -0.0148533-0.000830127j 0.00102296+0.00811948j 0.000876243-0.00199798j 0.00109478+0.000123077j 0.00185287-0.00216849j 0.000888849+0.00278283j 0.00228215-0.000167568j 0.00245799-0.00219068j 0.000384372+0.00137906j 0.00132956-0.00060765j -0.000382938+0.000613409j 
0.00182396-0.00310075j -7.04117e-05-0.00385578j -0.00219535+0.00122058j 0.00673455-0.0047091j -0.00172014+0.0028101j 0.0383954+0.000819873j 0.00343727+0.000422105j -0.00186289-8.9441e-05j 0.000477389-0.00259479j 0.00198193+0.00323837j 0.00213654+0.00319389j 0.00137287+0.000711143j -0.00253858-0.00200011j 7.08109e-05+0.00432836j -0.00149676+0.00661395j -0.000451133-0.00272066j 0.000179933+0.00378134j 0.00264969+0.00490941j 0.000752306-0.000260321j 0.0039905-0.00236858j -0.000909385-0.00138954j -0.00322696+0.000987593j -0.00329557+0.0101499j 0.000948967-0.000488808j 0.00294034+0.0022j 0.0043032+0.000903541j -0.000173391+0.00237076j 0.00204003-0.00207123j 0.00126622+0.000161141j 0.0059384+0.00080457j 0.000860119-0.000842354j -0.000396001-0.000191751j -0.002292+0.00798923j 0.000116122+0.000781802j 0.00139205+0.00341992j 0.00137468-0.00252046j -3.16464e-05-0.0032635j -0.00151294+0.00998723j 0.00442356+0.00376984j 0.000876872-0.00325917j 0.000663043-0.00199473j -0.00359073-0.00186201j 0.000409356+0.00461914j -0.00119518-0.00139976j -4.72644e-05+0.000439332j 0.00174054-0.000113319j -0.000638057+3.37418e-05j 0.00114357-0.000955066j 0.00173359-0.00131722j -0.000250865-0.000485858j 0.000171495-0.000130002j -0.000272001+0.00021781j 
-0.000438069+0.0009664j -0.00240549+0.000947199j 0.0003453+0.000136885j -0.00392991-0.00059188j -0.00791864-0.00192825j 0.000104507-0.00259574j -0.00240636-0.00160542j -0.00268839-0.000678539j -0.000999294-0.00218763j -0.000647236-0.00358265j -0.000167194+0.00587224j -0.00168978-0.00321669j -0.00077614+0.0028403j -0.00281153-0.00363037j -0.00255086+0.000619303j 0.000981272-0.00869118j 6.14846e-05-0.0019416j -0.00164551+0.00581151j -0.00332602-0.0129699j -0.00135779-0.00137799j 0.000439462-0.00936039j 0.00222137+0.000900926j 0.000608984-0.00389697j 0.000120422-0.00154445j -0.00171924-0.00236625j -0.00215137+0.00120403j -0.00339452-0.000577845j -0.00310866+0.00428114j -0.00231273-0.000177143j 0.00345358-0.00210108j 0.00770308-0.00783374j 0.00263741+0.00193388j -0.00715138-0.00786734j -0.00710456+0.00473426j -0.00157786-0.012339j -0.00120525+0.00744387j 0.000194134+0.00873754j 0.0064685-0.0119781j -0.00577894+0.00599265j -0.00140104+0.0140588j -0.000367918-0.000220238j -0.0122013+0.00075967j 0.000739629-0.00684471j 0.00541187+0.00495045j -0.000403389-0.00132355j -0.00261451+0.000459559j 0.00166273+0.00191045j -0.000995697-4.66446e-05j -0.00256828+0.00139688j 0.00200091-0.000416386j 0.000688471-0.000183053j 0.000566347-0.000358423j 
0.000664575+0.000537249j -0.00190578+0.00133903j -0.000282763-0.00416067j -0.00187561+0.00123798j -0.00495488+0.0045151j -0.000395+0.000889234j -0.000760446-0.00342975j -0.00090656+0.00234103j 0.000906842-0.0110867j 0.00277345+0.00296011j 0.00234579-0.00503769j -0.00309822-0.00797497j -2.28237e-05-0.00428992j -0.00321815-0.00400935j 0.00195315-0.00726149j -0.000925333+0.0113355j 0.00225482+0.00599369j 0.00272007-0.0108697j 0.00197808-0.0361804j -0.00181848-5.2564e-05j -0.00201012+0.0174049j 0.00310338+0.00595588j -0.00263955+0.0108121j 0.00126028+0.00430042j -0.00543235-0.00196257j 0.00267114-0.013895j 0.00204727+0.0133178j -0.00177039-0.000201501j 0.00194162+0.000295154j -0.00233059+0.00184181j 0.00110477+0.000587872j 0.00304373+0.000819174j 0.00819149+0.00743927j -0.00138547-0.00589334j -0.000818463+0.0248193j -0.00214906-0.00496917j -0.00986259+0.00120515j 0.00250394+0.00711794j -0.001624+0.00325837j 0.00420516+1.98987e-05j 0.00615254+0.00206409j -0.00273394+0.00278064j 0.00281672+0.00281006j 0.00271204+0.00217114j 0.00170629-0.00123764j -0.00178592-0.00168651j 7.39459e-05-0.00180531j 0.000280821-0.000610595j -0.00244998-0.00143559j 0.00212486+0.00181454j 0.00143385-0.00164898j 0.000641738+0.000636053j 
-0.00048487-0.000386071j -0.000825793-0.000104494j -0.000555678-0.000754716j -6.83423e-06-0.00174294j 0.000187414-0.00117013j -0.000919495+0.00361693j 0.000374464-0.00320107j 0.00260704+0.00309453j -0.00147309-0.00449733j 0.0014166+0.00485571j -0.00324844-0.00302927j 0.00169682+0.0102733j -0.00164595-0.00428223j 0.00180112+0.00865909j -0.00233105+0.013142j 0.00147449+0.00368528j -0.00159075+0.00763721j -0.00418448-0.00887427j -0.00262956+0.000259809j -0.00115986-0.00334751j -0.00224448+0.00909985j 0.00437199+0.00164923j 0.00223819+0.00971507j -0.00435994+0.00179174j -0.000529749-0.00059208j 0.00203028-0.012589j -0.00156971-0.00474519j 0.0035218-0.00226596j 0.0144696-0.00397675j 0.00747628-0.0092694j -0.0175829-0.00227285j -0.00170339-0.00241005j 0.00410489-0.00427429j 0.00778556+0.011328j 0.000903435-0.00123896j -0.000780064+0.00514163j -0.00673661+0.00175256j -0.00268149+0.000125108j -0.000868875+0.0143044j 0.00218141+0.0046939j -0.0141739-0.00166483j 0.00550417+0.00696371j 0.0120975-0.000363641j -0.00244359-0.00462548j -0.000587089+0.000358156j 0.00293231+0.00119626j 0.000536273+0.000302691j 0.00210128+0.000607677j -0.00279731+0.00182244j -0.0001406-0.00150336j -0.00226991-0.000750086j 0.000887245-0.000456192j 
-0.000395365-0.00345301j 0.00314746-0.000440425j -0.00114415+0.00109222j 0.0103913+0.000533059j 0.0215273+0.000319127j 0.00123765+0.00118272j -0.000841602-0.000299685j 0.00172143+0.000466128j 0.000293064+0.00202515j -0.00173646-0.00530537j 0.000592699+0.000726281j -0.000191672-0.00559276j 0.00165459+0.00322602j 0.00107066-0.0025427j 0.000896911-0.00153058j 0.000610763+0.000617892j -0.00120381-0.00750867j 0.00241311+0.00354167j -0.000316015-0.00257782j -0.000558169+4.68883e-05j -0.00329757-0.00356834j -0.000762522+0.00237691j -0.000574189+0.000262267j 0.00195944-0.00444034j -0.000790047-0.00578696j -0.00170588-0.00210633j -0.00187128+0.00220635j -0.00116873+0.000177455j -0.00103826+0.000456598j -0.00154682-0.00167906j 0.00554586-0.00102072j 0.00128987+0.00111234j -0.0150104+0.00428504j 0.0040159-0.000969611j -0.00407064-0.00703206j 0.0076945-0.00022127j -0.00624429-0.000671047j -0.0209485-0.000929845j 0.0220586-0.00375845j 0.01354-0.00164991j 0.00758312+0.00277617j 0.00146485+0.000676896j 0.00035232+0.000718746j 0.00139787+0.00161181j 0.000580279-0.000141837j -0.000986402-0.00137273j -0.000476202-0.00373957j -0.000373133-0.0012274j -0.000136786-0.000793348j 0.000909405+0.000965885j 0.000762369-0.000347132j 2.01329e-05+0.000197499j 
