0.0064822-0.00113811j -0.00113127-0.00616206j 0.00259429+0.00371983j 0.00526061-0.00213861j -0.00143937-0.00250762j 0.000880756+0.00367755j -0.00498035+0.00134478j -0.00124172-0.000848694j 0.00110713-8.89487e-05j -0.00142355+0.0029881j -0.00304439-0.00352425j -0.00325248-0.00453662j 0.0053629-0.00372993j 0.000637724+0.00185589j 0.00154538+0.00274334j 0.000914268-0.00205432j -0.000299216+0.00137083j -0.00238348+0.000580604j 0.0049837+0.0046877j -0.000525711-0.00248639j -0.00122938-0.000648597j -0.00224157-0.00174912j -0.0013454-0.00266932j -0.00118567-0.000732045j 0.00249467-0.000975753j 0.00387677+0.000808263j 0.0043778+0.000814052j 0.00200559+0.00156995j -0.00129476+0.000208526j 0.00373328-0.000175919j -0.00306831-0.0016151j 0.00096829+0.00154499j 0.000414826+0.000693518j 8.81866e-05+0.00435827j -0.00180129-0.00233215j -0.00462765+0.00187134j 0.00123448-0.00111935j -0.000614153+0.000430389j -0.00208297+0.000545321j 0.00444106-0.00510361j 0.00213173-0.00150197j -0.00240176+0.00299734j 0.00137114+0.001093j 0.000292069-0.000542307j -0.00279602-0.00113353j 0.0010404+0.00141614j 0.00294959+7.09073e-05j 0.00196447+0.000137229j 0.000123623-0.000702653j -6.72277e-06+0.000115494j 0.000539375+0.00197235j -0.00184055-0.0017345j 0.000662557-0.00246207j 0.000665135-0.00212891j -0.000336551-0.000627206j 0.000954098+0.00202407j -0.00115049-0.00206758j -0.00254055+0.00195825j 0.000987031-0.00942919j 0.0127167+0.00374249j -0.00482165+0.0079693j -0.00161537+0.00311545j -0.00135229-0.00500782j -0.00360999-0.00437486j 0.000633245+0.000684858j -0.00143518+0.00139601j -0.00498887-0.00207417j -0.000387919-0.00824049j 0.00658447-0.00101736j -0.00203958-0.00072051j -0.00818676-0.0231374j -0.0227771+0.00582271j 
-0.00422211-0.000646344j -0.00369657+0.00325557j -0.00131057-0.00217079j -0.00318966-0.00142165j 0.00675516-0.000540585j -0.003384+0.00105946j -0.000692582+0.00299396j 0.0030643+0.00140905j 0.00298627+0.00150431j 0.003311-0.00351806j -9.76529e-05+0.000401614j 0.00419691+0.00213631j 0.00511886-0.000743226j -0.0021375-0.00496877j -0.00719592+0.00706055j 0.00842999-0.00150122j -0.00647647-0.00312411j -0.00156144+0.0105605j -0.00612554+0.00341951j -0.0021391-0.00952595j -0.00197752+0.00728544j -0.00396271-0.00161664j -0.00107395-0.00467501j -0.0124455-0.00262473j 0.00579383-0.00577453j 0.00563124+0.000589157j 0.00136623+0.00270959j 0.00147338+0.00124268j 0.0100183-0.00241851j -0.00150464+0.00299895j 0.00502046-0.0016866j 0.000366903+0.00254854j 0.00609728+8.07944e-05j -0.00489796-0.00214848j -0.00331378-0.00213026j -0.00240773-0.00150269j -0.00290263+0.00210021j 0.000190002+0.00524458j -0.00296359+1.42398e-05j 0.000261337-0.00198826j -0.00113657-0.00501486j -0.00076915+0.00238196j 0.000478726+0.000564113j 0.00434786-0.0011316j -0.00154767+0.00144358j 0.000337768+0.00660496j 0.00181266-0.00226088j -0.0043641-0.000905428j 0.00490595-0.00190638j 0.00388766+0.00362858j -0.000260575-0.00040755j -0.00188022+0.0010182j -0.00245017+0.00381807j -0.00114492+0.00395708j 0.00117677+0.000489789j -0.0030804+0.0037412j -0.000994092+0.00274754j 0.00179468-0.00284503j -0.00157402-0.000929154j 0.000173764-0.000488527j 0.00149207-0.00173916j -0.00216562+0.000408435j 0.00205924-0.000590734j 0.00257352+0.00236813j 0.00267309+0.00225275j -0.000131379+0.00271411j 0.000571178+0.000631308j -0.000503086+0.00297901j 0.00190132-0.00498409j -0.000841283-0.00152787j 0.0024518+4.43176e-05j -0.00121257-0.00116934j 
0.000804562+0.00184731j -0.00304889+0.00395335j -0.00129894-0.00180834j -0.00302701-0.000719204j 0.00166295-0.00302588j -0.00015166+0.0023839j -0.00523256-0.000135661j -0.0035153+0.00370988j 0.00191254-0.00630498j -0.00261713-0.00512304j 0.00297287-0.0068181j -0.00220465-0.00266642j -0.00258191+0.00209641j -0.00505588+0.000274091j 0.0029672-0.00322678j -0.00739419-0.00210661j 0.00945377-0.00485722j 0.00169993+0.00229113j 0.000234066-0.000171232j 0.00232402-0.00358857j -0.00362676+0.00132706j 0.000396929+0.000472748j 0.00903918+0.0123029j 0.0041367-0.00522291j -0.00215713+0.00632745j 0.00112804+0.00647119j 0.00159966-0.00454585j 0.000506071-0.00200652j -0.00303094+0.00514063j -0.00259173+0.00124926j -0.00327323-0.000362335j 0.00482639-0.00225133j -0.00184675+0.0025017j 0.000401608-0.000838177j 0.00795361+0.00338166j 0.000863755-0.00281925j -0.00477122-0.00378419j -0.000734459-0.000318912j 0.000609083-0.0038635j -0.000113812-0.00276694j 0.00377705+0.00120431j 0.00141489+0.00267047j 0.000478828+0.00173516j -0.00299812+0.001907j -0.00100213-0.00303953j -0.00189464-0.00296939j -0.001306-0.00141535j 0.00479445-0.00366608j 0.0019409+0.0036588j 0.0011888+0.00462151j 0.000898917+0.0005278j -0.00246228-0.00371265j -0.000460366-0.00154848j -0.00210041+0.000112751j -0.00114181+0.00122246j -0.00194715-0.00106583j -0.00272859+0.000197547j 0.00150462-0.00328497j 0.00253587-0.000198822j -0.000249011-0.00139534j 9.45929e-06+0.00134536j -0.000810226-0.000891696j 0.00147485+0.00144352j 0.00112585+0.00094291j -0.000525403+0.00374658j -0.00246562+0.00149373j -7.93474e-05-0.000884941j 0.00139026-0.00224852j 0.000643724+0.000236669j 0.00165741+0.00125382j -0.000932576+0.000631513j 0.00120564-0.000332488j 
0.00271151-0.000349782j 0.00031174+0.00236093j -0.00455145-0.00508711j -0.00140503+0.000566872j 0.00653245-0.000700233j 0.000302571+0.000285359j -0.00101367-0.00447178j 0.00462136-0.00280022j 0.0026105-0.00297904j 0.00347735-0.000796036j -0.000933509-0.0030106j 0.00706258-0.00947685j 0.00580928+0.00214409j 7.27017e-05+0.000992135j -0.00769137-0.00126819j -0.00233368-0.00498266j 0.000542079+0.00648809j -0.0125772+0.00436757j 0.00558105+0.000865629j -0.0028262+0.00522097j -0.01252-0.00145662j -0.00600829-0.00367332j 0.00150474+0.00135119j -0.00219524-0.0045149j 0.00736834-0.0067436j -0.00203587+0.0105972j -0.000503218-0.0043272j 0.00138385-0.00132446j 0.00503176+0.000594241j 0.00410413-0.000346287j 0.000497921+0.000546355j -0.00384675-0.000312844j 0.00141161+0.00459621j -0.00150196+0.000220695j 0.000513986-0.00108355j -0.00376549-0.00150584j -0.00555221-1.42624e-05j 0.00423745-0.00321677j -0.00301711+0.00243608j -0.00256965+0.00269571j 0.000893007+0.000242877j 0.000693724+0.00381786j -0.00344025-0.00036555j -0.00459101+0.000104048j -0.00305416-0.00281494j 0.00120981+0.00237368j 0.00628203+0.00183556j -0.000950696+0.0059171j 0.0016914+0.00219377j 0.00198598+0.000384856j -0.00100393-0.000503896j -0.00549715+0.000785783j 0.00290066+0.00250023j -0.00189461-0.00181115j 0.000976887+0.0023958j 0.000322908-0.00293943j -6.47129e-05-0.00176951j -0.000753736-0.000484019j -0.000288968-0.000231835j -0.00267975-0.00111783j 0.000522643-0.000927911j -0.000755524+0.000883886j 0.00390274-0.00168622j -0.00254232+0.00223638j 0.000220743-0.00017561j 0.00153914+0.00139479j -0.000350045-0.000163141j -0.00102644+0.000252541j 0.00256832+0.000825138j 0.00484332-0.00144518j -0.00150026-0.00102823j -0.00254937-0.00194262j 
0.00158358-0.000536541j -0.00215843-0.00356658j -3.56094e-05+0.00636745j -0.000505464+0.00367312j -0.00211615-0.000117191j 0.00544524-0.00058797j -0.00576585+0.00403034j -0.000317819+8.89752e-06j -0.000240384+0.0022265j 0.000562189-0.000538489j 0.000125258+0.00011513j -0.00526542-0.00305226j -0.00171844-0.00394601j 0.0063045-0.0036098j 0.00313923+0.00196185j 0.00798697+0.000112179j -0.000572299-0.000131231j 0.00548368-0.00609137j 0.000662133-0.000425823j 0.00433532+0.00100165j 0.00223703+0.00614836j -0.00239981-0.000744729j 0.00380987-0.00391452j -0.00285086-0.00365188j -0.00421369-0.00208471j 0.00408339+0.00238836j -0.00122709+0.00134343j 0.000397826+0.00135558j -0.000355811+0.00228973j -0.00147118+0.000284998j -0.00190486+0.00268421j -0.000629128-0.00122449j 0.00330265+0.00621626j -0.00123318-0.0039885j -0.00366505-0.000896109j 0.00115366+0.000803574j 0.00722976+0.00021745j -0.00325618+0.00165535j 0.00148322+0.00127877j 0.00066608+0.00215881j 0.000228706-0.00045154j 0.00211406-0.000580395j 0.000244109+0.00086996j 0.00121285+0.00102835j 0.00134482+0.00109614j 0.00164096-0.00290745j 0.000855849+0.00169027j -0.000374342+0.00158402j 0.000830355-0.00116231j -0.00233194-0.00604362j -0.00141217+0.00207172j 0.000708871+0.000820888j -0.0036064+0.0013743j 0.000782879+0.00223224j -0.000241707-0.00429398j -0.000425014+0.00116237j 0.00156979+0.00182689j 0.00035486+0.00170656j -0.0020152+0.0020268j -0.00114622+0.000959427j -0.00142318-0.00163876j -0.00147411+0.000427152j -0.00567444-0.00337868j -0.00428062+0.00272739j -0.00050751-2.03366e-06j -0.000830631-0.000679933j -0.00117989+0.0017454j -0.0010325+0.00107625j -0.00144769-0.000908273j -0.000224505+0.000222661j 0.000577141-0.00467721j 0.000581382-0.00058546j 
-0.00185086-0.000628763j 0.00170906+0.000281568j -0.00245471-0.00257218j -0.00340882+5.82855e-05j 0.00294494-0.00104521j 0.0027003-0.00024752j -0.00107232-0.00265283j 0.00162354-0.00108005j 0.00124546+1.77203e-05j 0.00430466+0.00370832j 0.00679921-0.00167284j -0.0037973+0.00250818j -0.00163686+0.00264882j -0.0024474-0.00502616j -0.00136636-0.00307759j 0.000782282+0.00396417j -0.00330516-0.000269235j 0.00247165+0.00107099j 0.00310301+0.00803845j -0.000197054-0.0103705j -0.00434993+0.000544466j -0.00106723-0.00127629j -0.00547693-0.0024553j 0.00523449-0.00046863j -0.00310855+0.000171272j 0.00521399+0.000972355j 0.00172158+0.00327418j 0.00397099+0.00259695j 0.00102188+0.00187221j -0.00418883-0.00302278j -0.000556009-0.000326257j 0.00497551+0.00161683j -0.00150907-0.00234665j -0.00194549-0.000502832j 0.000914744-0.000279355j -0.00731028-0.0043329j 0.00211856-0.0034303j -0.00100289+0.00311234j -0.000968144-0.000948055j 0.000521645-0.00288988j 0.00465458-0.00150865j -0.00022689+0.000911469j -0.0014694+0.00121928j -0.001249-0.000715081j 0.0020663-0.00066553j 0.00275973-0.00144761j 0.00121465+0.000654541j 0.00119128-0.00102455j 0.00389214-0.00182699j -0.00128045-0.00122009j 6.82376e-05+0.00153516j -0.000335901+0.00220594j -0.00253492+0.000606244j 0.00225314+0.00548574j -0.00325971+0.000850939j -0.00479861+0.00331397j 0.00153862+0.000669178j -0.000557168-0.00168902j 0.00153557-0.00244231j 0.00121924+0.00342578j -4.98438e-05+0.00268723j 0.000584595-0.001849j -0.00235999-0.000731434j -0.000854659-0.000637425j -0.000261903-0.00151104j 0.00196479-0.00219144j -0.000382496-0.000837947j 0.00109236+0.00348851j -0.00241327-0.000279599j -0.00162239+0.00088702j 0.0022692+0.000244906j 0.000718783+0.000232577j 
-0.0025366+0.00166286j 0.000594603-0.00115329j 0.00207431-0.000405916j 0.00677667+0.000288033j -0.00253128-0.00172338j 0.00181336-0.00120164j 0.00673499-0.00375707j 0.00268126-0.00376075j 0.00853644+0.00275011j 0.00465297+0.00203059j 0.00336654-0.00176827j 0.000521549+0.000416802j -0.00384514+0.00269282j 0.000174689-0.00169251j -0.00709467-0.00355068j 0.00313168+0.00186044j 1.91704e-05+0.00165379j -0.00617909-0.000955016j 9.55273e-05+0.00527751j 0.0077865-0.0065829j -0.00974353-0.00260876j -0.00331804+0.000135959j -0.00352654-0.00134868j 0.00847262+0.00527134j -0.00284915-0.000102321j -0.00351231+0.00179303j 0.00394782+0.00170682j 0.0023036+0.00306085j 0.000627987-0.000469849j -0.00680412-0.00381854j 0.00118102+0.00136503j 0.000993133+0.00186198j -0.00333065-0.00393677j 0.00311998+0.00155024j -0.00361238+0.0019278j -0.00516524-0.0025821j -0.000537723-0.00326012j 0.00107265+0.00228726j 0.00175757+0.000646551j -0.00159014-0.00128145j 0.00367994-0.00061746j -0.000544257-0.00161746j -0.000580308+0.00113124j -0.00340557-0.00207148j 0.00212292-0.000919178j 0.00215218-0.0026j 0.00256303+0.00270545j 0.000553368+0.00234457j -0.00160365-0.00478933j -0.00421923-0.000320916j -0.00308556-0.000640235j 0.000963981+0.00454522j 0.00141159+0.000917477j -0.00171846+0.000137378j -0.00169228+0.00132307j -0.00414734+0.00108906j -0.000765347-0.000936435j -8.33227e-05-0.000647528j 0.00137384-0.00132954j 0.000548659+0.00207267j -0.00225488+0.000159097j 0.00169442+0.000833922j -0.000893544+9.29217e-05j -0.00210853+0.00122086j -0.0012747-0.00223817j 0.00248967-0.00292297j 0.00243844+0.00133305j -0.00214092+0.00102643j -0.000164279+0.00103305j -0.000786786+0.00138719j 0.00150466-0.00223202j 0.00107229-0.000457151j 
0.000908749-0.000920123j 0.000457204+0.00138935j 0.00377596-0.000141697j 0.00533503-0.000483276j -0.00434762-0.000213502j 0.00330689+0.00477303j 0.0064064-0.00359948j -0.000149783+0.00176053j -0.00111179-0.0056842j -0.00189774+0.000476982j -0.00171332+0.00652843j 0.00169453-0.0158066j -0.00511134-0.001131j 0.0051238+0.00402989j 0.00271382-0.0055201j -0.00252442-0.00279069j -0.00710826+0.010641j -0.00116146+0.00245696j -0.000845836+0.00354127j -0.00159889+0.00191988j -0.000514235-0.00701267j 0.00721583-0.00323477j -0.00919505+0.00250462j 0.00160118+0.00265267j -0.00163436-0.00341753j -0.00339962+0.00466738j 0.000453222+0.00272272j 0.00323476-0.00184065j -0.00233314+0.000636518j 0.0024362-0.00265161j 0.00313467+0.00260462j 0.000999456-0.00024611j -0.0010564+0.00302662j -0.00299505-0.000741857j -0.000692386+0.00235701j 0.000815152-0.00398259j 0.00650376+0.00467865j 4.74389e-05-0.00612248j -0.00137037+0.00206682j 0.00117625+0.00260956j -0.00164596+0.00112907j -0.00382559+0.00095103j 0.00268487+0.000121969j 0.00067197+0.00101173j 0.00126242+0.000218384j 0.00530141-0.00179691j 0.00299796-5.81093e-05j -0.00228316+0.00520703j -0.00191083+0.0046413j -0.00313679-0.00139385j -0.00230599+0.00514232j 0.00263659+0.00135318j -0.00400991+0.00163139j -0.000393596+0.000626389j -0.0039298+0.000620898j -0.00143872-0.00299854j 0.00366723-0.00122002j 0.00198145-0.000992055j -0.00295208+0.00130328j -0.00284489-0.000937774j -0.00197059+0.000176409j -0.000403932-0.000367541j 0.000538142-0.00283783j 6.74904e-05-0.00159784j -0.000316311-6.38509e-05j -0.00285952+0.000632561j -0.000966454-0.00391434j 0.0017098-0.00204003j -0.000666273+0.00143226j -0.000655696-0.000520858j -0.000351866-6.91627e-05j -0.000628079+0.000628916j 
-0.00343753+0.0036489j 0.00207794-0.00587232j -0.000850739+0.0019975j -0.00410865-0.00576054j 0.0106573+0.00342985j -0.00826082+0.00377445j -0.00086741+0.00442934j -0.00031781+0.0037522j -0.00514113+0.000828885j 0.00165215+0.00151394j 0.00912412+0.00113271j -0.00108395-0.0021181j 0.0177383-0.0041718j -0.00734673-0.00253197j 0.0122756-0.0017489j -0.017348+0.00152035j -0.00220818+0.00203692j 0.00687354+0.00151292j 0.00656377+0.0025547j -0.00541789-0.00251702j 0.0056889-0.00144434j 0.00132124-0.00426065j -0.00862299+0.00154969j 0.00104996+0.00471947j -0.00279054-0.00219273j 0.00309344+0.00260835j -0.000544879-0.000234081j 0.0055845+0.00043927j -0.00498557+0.00151277j 0.00263665-8.0699e-05j -0.00221147+0.00232878j -0.000286699-0.000376286j -0.0054311+0.00142797j -0.000659082-0.00146157j 0.00488005+0.000162791j 0.00123718-0.00558329j 0.00404202+0.00592709j 0.000497159-0.00192822j -0.000227409+0.00232293j 0.00180499+0.00380057j -0.00124075+0.0032243j 0.000984874+0.00161923j 0.00208075+0.00347561j -0.00165064-0.000944753j 2.70613e-05+0.00423944j 0.00343833+0.000565535j -0.00541189-0.00187723j 0.00015506+0.00326155j -0.000224459-0.000247328j 0.00121128+0.00313146j -0.00178144+0.00556188j 0.00504879-0.00136914j -0.00144565+0.00109871j -0.000741753+0.00217078j -0.00025254+0.000668409j -0.00167512-0.00155655j 0.00258459+0.0013505j 0.000137636-0.00210692j -0.00148222+0.00284844j -0.00264035+0.000188648j 0.000928574-0.0028889j 0.00517999+0.00238922j -0.000462941-0.00787131j 0.000951397-0.00426198j -0.000897434-0.00562771j 0.00256377+3.70363e-05j -0.0027471-0.00113788j -0.000444766+2.78953e-05j -0.000540609+0.00055162j -0.00127889-0.000106841j 0.000260707-0.00356529j -0.00203003+0.00365221j 
0.00499307+0.00422532j -0.000655877+0.000802768j 0.00348109+0.00295922j -0.00360709-0.000488006j -0.000104184-0.00107348j 0.000560107+0.00257591j -0.000866715+0.00334247j 0.0018538-0.00359734j 0.00472477-0.0101554j -0.000552185-0.0026309j -0.000683435-0.000436121j 0.0097407+0.0013342j -0.00175461+0.00313865j -0.0106257+0.00274936j 0.00547971+0.0132509j 0.00575928-0.00549784j -0.00351449-0.0085023j -0.00166315+0.00655633j -0.00503478+0.00393421j -0.00437788+0.000266717j -0.00235984+0.00582088j -0.00143896+0.00523631j 0.00537036-0.00737298j 0.00336235-0.00445404j 0.00335482+0.00281358j -0.00683939+0.00186975j -0.00676104-0.00684567j 0.00173636+0.00516658j 0.000279364-0.0026442j -0.00195066+0.00350162j -0.00140253+0.00332442j 0.00352326-0.000267377j -0.00280609-0.00264579j 0.00332884-0.00152234j -0.000221842-8.61171e-05j 0.000744736+0.00134083j -0.00653228+0.0066948j 0.000139472-0.00538479j -0.00359286-0.00163814j -0.00134307+0.00112236j 0.000319242-0.00195534j 0.000431743-0.00105699j -0.000304034+0.00117762j -0.00405426+0.00687922j -0.00200291+0.000894894j -0.00298699+0.00227196j -0.000637297+0.00037108j -0.00263115-0.00468691j -0.00350644-0.00230084j -0.00139933-0.003302j -0.00694129-0.00141727j 0.00146657+0.00364392j 0.000771786-0.00451338j 0.00129171-0.00119391j 0.00313631-0.00114096j 0.00532598-0.000534801j -0.00264681+0.00235753j -0.000174141+0.000899669j -0.000811061-0.00460746j 0.0032321-0.00356117j 0.0012145-0.000189475j -2.79377e-06-0.00108577j 0.00155051+0.00127595j 0.00243148+0.00137364j -0.00155264+0.00291487j -0.00045642-0.00237832j 0.00397259-0.000420997j 0.00232301-0.00146112j 0.000904862-0.000955011j 0.000153078-0.0023426j 0.00137083+0.00146872j 0.00189422-0.00199653j 
0.00114741+0.00444777j 0.000390919+0.00265401j 0.00182923+0.00573984j -0.0014514+0.000513069j 0.000536574-0.00762441j 0.00151983+0.00731621j 0.002502+0.00418991j 0.00230808+0.0048967j -0.00320463-0.00248643j -0.00182724-0.00509165j 0.00745812-0.000952666j -0.00800076+0.00162962j -0.0040029-0.0126054j 0.000508524-0.0101947j 0.00102715-7.86143e-05j 2.61211e-05+0.00870319j 0.0054279-0.00427878j 0.00308181-0.00836946j 0.000752305-0.00207137j -0.00159011-0.000585403j -0.000211469-0.00631153j -0.00587381-0.00102224j 0.00302192+0.000997843j -0.00103474+0.00401229j -0.0029908+0.00719377j 0.00487631-0.00666522j -0.000174588-0.000206357j 0.00122704+0.00320532j 0.00238866+0.00574536j 0.000681097-0.000674264j 0.00273969+0.00185948j 0.00216568+0.00279641j 0.00329143-0.00168702j -0.00300957-2.41104e-05j 0.000783046-0.000767641j -0.00285974-0.00378914j 0.00661506-0.00541354j -0.000437323+0.000442566j 0.00366902-0.00316093j 0.00446588-0.000800674j 0.00184392+0.000160324j 0.00275397-0.00293856j -0.00153796+0.000112427j 0.00295078-0.00399489j -0.000439812-3.08014e-05j -0.000893754-0.00444938j -0.00103573-0.00250334j 0.00533563+0.000899602j 0.00105507-0.00279607j -0.00024723-0.00209132j 0.00494508-0.000316717j 0.000307425-0.000682602j 0.00198234+0.00129545j 0.00310838+0.000967028j 0.00185153+0.0011724j -0.00281676+0.0033155j -0.000766678-0.00222469j -0.00109136+0.000667262j 0.00232002+0.000776611j 0.0014707+0.00341656j -0.00244623+0.000997287j 0.000858986-5.2956e-05j -0.00635351-0.00237832j -0.00387251+0.0015331j -0.00098688+0.000109415j 0.0034131-9.03087e-05j -0.00204048+0.00448273j -0.00182098-0.00128983j -0.00159905-9.71823e-05j -0.000709362-0.00164171j -0.00212123+0.00101226j 0.00174192+0.000953557j 
0.000853114+0.00480118j 0.000389954+0.00340919j -0.00171857-0.00511154j -0.000256073+0.000323059j -0.00275981+0.000209769j 0.00295011+0.00269072j -0.00176203-0.00602029j -0.00444845+0.00142488j 0.00343042+0.00661219j 0.00171044-0.00245682j -0.00302071+0.00350893j 0.00416918-0.00747404j -0.00571636+0.00233055j 0.00826492-0.00299721j -0.00568072-0.00474455j 0.00494357-0.00224968j 0.00429369+0.0105897j -0.00430763+0.00474315j 0.00506556-0.000588241j -0.00146394-0.00512695j -0.00386269-0.00466179j 0.00113309-0.00935695j -0.00494056+0.00458055j -0.000217284+0.00414034j -0.00489773+0.00115273j 0.000147049+0.000387481j 0.00718843-0.00438141j 9.12135e-05-0.00180247j 0.000962873-0.0037439j -8.1936e-05-0.00632034j -0.000213283-0.00100857j -0.00151923+0.00199371j 0.00263128-0.000772013j -0.00160302+0.00102943j -0.00282395+0.00234567j -3.95207e-05-0.00282487j 0.000531291-0.00484155j 0.0031035-0.00168183j 0.00303363-0.00232254j 0.00273556+0.000896495j -0.00267478+0.00150579j -0.00213844+0.000983119j -0.000622282-0.00257664j 0.00220389-0.00263464j -1.50744e-05-0.000914043j 0.00308351-0.00443148j 0.00398813+0.00226909j -0.000432533+0.00341921j -0.00196928+0.0012549j -0.00197958-0.00113185j -0.00167414-0.000176417j 0.000436269+0.00157066j 0.00303167+0.00176901j 0.00140133-0.00101063j -0.000976671+0.00212949j -0.000961482+0.00195271j 0.00163398-0.00214576j -9.79827e-05-0.00182981j 0.00202365+0.00231582j -0.00102163+0.00169453j -0.00384318+0.00329608j 0.000129429+0.00450036j -0.00136778+1.73802e-05j -0.00425898+0.000891649j -0.00263038-0.00120888j -0.000523712+0.0031453j 0.000737577-0.00030818j 0.000106933-0.00057984j 0.00123666+0.000927115j 0.00244299+0.000633512j -0.00321643-0.00150489j 0.00280465-0.000751288j 
-0.00457627+0.00216766j 0.00174259+0.000747042j -0.00445213-2.08855e-06j 0.00497605-0.00148372j -0.00375108+0.00029254j 0.0014034-0.000842908j -0.00162323+0.00258251j -0.00527535-0.00242051j -0.0068537-0.00207774j 0.00045492-0.00417805j -0.00720945-0.00327458j -0.0120292+0.00432569j 0.00546835-0.0100501j 0.0150629+0.00737206j -0.00674986+0.00141192j 0.00229221+0.00165933j -0.00412143-0.00228095j 0.00206013-0.00311094j 0.00260742+0.00116181j 0.00363893-0.00381446j 0.00161042-0.00183514j 0.00168667-0.000611114j 0.00267751-0.000144311j -0.00907253-0.0034635j -0.0043778-0.000845427j 0.00281033-0.00294496j 0.00112114+0.00447883j -0.00225758-0.00338854j 0.00300819+0.00317869j 0.00457128+0.0056046j -0.00153741-0.00154928j -0.00522657+8.79915e-05j 0.00459015+0.00350815j -0.00179213-0.000945994j -0.00256037-0.0023872j 0.0018475+0.0014318j 0.00585452+0.00419187j -0.00044753+0.0054124j 0.00297695+0.00219738j -0.000873133-0.00021868j -3.9198e-05-0.00271266j 0.00111045-0.0001979j 0.00143325-0.0020926j 0.00520447+0.00221699j -0.00259382-0.00285607j 0.000689273+0.00422654j 0.000237906-0.00304751j 0.000334732-0.00156532j 0.00429899+0.00102759j 0.00105891-6.75752e-05j 0.00460478+0.00130437j -0.00175057-0.00412047j -0.00152272-0.000518828j 0.000139081+0.00216042j -0.000918465-0.00304473j -0.000372606-0.00384198j 0.00183586+0.000613682j 0.00147278+0.00342181j -0.00266537+0.00109542j -0.00127859+0.000554091j -0.00135585-0.00246935j -0.00461708+0.000250378j 0.000757482-0.0022622j -0.00190107-0.0039491j 0.000790417-0.000124744j -0.00120442+0.00133442j -0.0013539-0.000299327j -0.00039671+0.00188674j -0.000972486+0.000205825j -0.000321371+0.00265337j -0.000178673-0.00114098j -0.000679984+0.000712306j 
0.00170153+0.00484193j -0.00520288+0.00253605j 0.00384776-0.00240955j -0.00185887-0.00189052j 0.00604024-0.000306307j 0.000190689+0.00529299j 0.000533372+0.00449573j 0.000396372+0.00282708j -0.000578127-0.00109485j 0.00315774-0.00988975j 0.00594744+0.00314233j 0.003319-0.00231786j 0.00514343-0.00302192j 5.39133e-05+0.00472202j -0.00394796-0.00203349j 0.00204796-0.000434533j -0.00335158-0.015826j 0.00366022-0.000510924j 0.0063668-0.00434193j -0.000483838-0.00588241j -0.000242847-0.00347461j -0.00712371-0.00346869j -0.00374794-0.00077437j -0.000292195-0.000585468j -0.00633412+0.00186858j 0.00512766-0.00226276j -0.00437148-0.0036123j 0.00063565+0.000785329j 0.000489886+0.00362989j -0.00270428+0.00637776j 0.00363893+0.00414394j -0.00385143+0.0018269j 0.00277799+0.00450076j -0.000694375-0.00584428j -0.00324714+0.000913907j -0.00418527-0.000106368j 0.00273562+0.00406947j 0.000474602-0.00255249j 0.00231748+2.30373e-05j 0.00421972+0.00148639j -0.000746622-0.00181534j -0.000431395-5.19568e-05j 0.00184754-0.000254345j 0.00355002+0.00398924j 0.00107817-0.00331095j 0.000120319-0.00132024j 0.00340009-0.000968252j 0.00113147+0.000839844j -0.00443961+0.00150618j -0.00123172+0.000216704j 0.0047181+0.00642755j 0.00164262-0.00230351j 0.00188696-0.00188785j 0.00182473+0.00197521j -0.00392036-0.00218941j -0.00364734-0.0032686j -0.000660785-0.000341143j -0.00126268+0.0069483j -0.00214213-0.000102155j 5.51116e-05+0.00144629j -0.00388212-0.000634069j -0.00206442-0.00277911j -0.00135995+0.00257199j 0.00160712-0.00555305j -0.000740808+0.00475837j -0.000764083+0.00119925j -0.00190987-0.00199638j -0.00189067+0.00381231j 0.00166006-0.00377745j -9.07758e-05+0.00130805j -0.00389397-0.000211435j 0.000966725-0.00419267j 
