0.00543542-0.00240883j -0.000208534-0.00318029j -0.00761179+0.00112927j -0.003864+0.00378211j 0.00491824-0.00172163j 0.00963097-0.00344387j 0.0019973+0.00425302j 0.0122392-0.00174477j 0.00246132-0.000128284j 0.0104186-0.00434933j 0.000291104-0.000955262j 0.0106063-0.00025669j -0.00497232+0.00254321j -0.00129145-0.000120315j -0.00482866-9.43013e-05j -0.010043+0.00201604j 0.0120793-0.00266562j 0.00375241-0.000418689j 0.00179647-0.00128442j -0.00397749-0.000606717j 0.00900723-0.000157192j -0.00414932+0.00163997j -0.00330266-0.000674993j 0.0154037+0.000729176j -0.0106114-1.72501e-05j -0.00950339-0.000818115j -0.0059682-0.00169742j 0.00642176-0.00102361j -0.00686411-7.97408e-06j 0.00603498+0.00177391j -0.0109176-0.0012238j -0.00603689-0.00105898j -0.00085742-0.00387659j 0.00751964+0.00211634j 0.0135447+0.00107482j -0.00577234-0.00371824j 0.000139103-0.00109414j -0.00420267-0.00063026j -0.0100251+0.00101208j 0.00532452+0.00738905j 0.0146178+0.00576576j -0.00819699+0.00320628j -0.00194007-0.000538394j -0.00370373+0.000294373j -0.00100781+0.000638072j -0.00206781+0.00105583j 0.00209522-0.000496853j 0.0037001-3.40256e-05j 0.00194995-0.00106215j -0.00158766+0.000445202j -0.000702314-0.000162776j -0.00189106+0.000627945j 0.0017031-0.000633667j 0.00241792-0.000209666j -0.000369338-0.000347657j -0.000807303+0.000148316j -0.000935083+0.000132321j 0.00252393-0.000385274j 0.00148459-0.000171875j 0.00221684-0.000481469j -0.000674432-0.000186158j -0.000723762+0.000541304j 0.00144235+5.84426e-05j -0.00110012+1.97574e-05j -0.0017197+0.000151965j 0.000815957+2.00708e-05j 0.000402621+0.000662864j -0.000634568-2.67929e-05j 0.000907927-0.000122755j 3.76873e-05+0.000387969j 0.000144622+0.000328723j 0.000568582-2.35303e-05j -0.00156385+0.00035079j -0.000224608-0.000590362j 0.00263842+6.27055e-05j 0.00185796+0.000161768j -0.000359525+0.00014942j 0.00155635+7.26698e-06j -0.000558151-0.000269414j 0.00154171-0.000147699j -0.00216542+0.000143499j -0.000322253-0.000597799j -0.000286653+0.000150952j -0.00282592-0.000561184j 0.000464802+0.000821147j -0.000107835-0.000457379j 0.00317461+0.00026496j -0.00105905-1.82859e-05j 0.00129966+0.000538054j -0.00219882-0.00027109j 0.00152806+1.23538e-05j 0.00341117+5.68588e-06j 
0.000399487-0.0017746j 0.00178152+0.000910507j 0.000222238+0.00089098j 0.000925221+0.00221291j -0.0019988+0.00115136j -0.00348812-0.00224643j 0.00511923-0.000726332j -0.00120723-0.000170901j -0.00459207-0.00854266j 0.00688453-0.00060107j 0.00364284+0.00270713j -0.00507272+0.000819917j -0.00905567+0.00762145j -0.0104696+0.00139498j -0.00569032+0.00261218j 0.00810777-0.00395954j 0.00238833+0.00824513j -2.15294e-05+0.00214624j 0.0067552-0.0020028j -0.00406388+0.00425278j -0.0109929+0.00880045j 0.00118358+0.00180978j -0.000375326+0.00609735j 0.010059-0.00700024j 0.00328683-0.00409148j 0.0097758-0.00130411j -0.00287693-0.00107886j -0.00289594-0.00379143j 0.00107233+0.000242857j 0.00550817+0.00089361j -0.00855501-0.000316193j 0.000516503-0.00376515j 0.00127483-0.000171029j -0.00269362-0.000689894j -0.00457713-0.00188907j 0.00506329+0.00160376j 0.00257169+0.00124016j 0.00154555-0.000814008j -0.000496218+0.000404404j 0.00324632+0.000586911j 0.00219492+0.00186817j -0.000845774-0.00125222j 0.000464176+0.000262848j 0.0002402+0.00339589j 0.00142669-0.00117866j -0.00307584+0.00316943j -0.00314727-0.00102019j 0.00222264-0.00282748j 0.000507734+0.0038365j -0.00547532+0.00323053j 0.00546957-0.000597029j -0.000691431+0.00517056j 0.00177453+0.00148122j -0.00431156+0.00678871j 0.000286367-0.0012868j -0.000454625-0.00369791j -0.000584332-0.00507707j -0.00175418-0.00566025j 0.00256545-0.00308675j 0.00262374-0.000862904j -0.0042332+0.00175039j 0.00438797-0.00340897j -6.95655e-05+0.00143191j -5.17705e-05+6.93521e-05j -0.00477064-0.00146879j -0.00315624-0.000648339j -0.00566743+0.00336714j 0.000766211-0.0021692j 0.00227091-0.000913104j 0.00063771+0.00043241j 0.00738358-0.00197761j -0.00084711+0.00116951j -0.000338927-0.000839796j -0.00140545-0.000885487j 0.00127877-0.00501521j -0.00024508-0.00163686j 0.00202514+0.00108537j -0.00268639+0.000579592j -0.00274557-0.00264127j 0.00212089-0.00132847j -0.00202667+0.00324087j 0.00357751+0.00236902j 0.00603172-0.00150886j -0.000802088-5.24836e-05j -0.00119162+0.00013978j 0.00162406-0.000271478j -0.00364829+0.000195177j 0.00162218+8.45548e-05j -0.000278827+0.00113946j 0.000671179-0.000163934j 0.00259284-0.00100908j 0.00138594+0.000389237j 
-0.00021635+0.000130326j 0.00110725-0.00130836j 0.00135688+0.00394317j 0.002371-0.00122609j 0.00249751+0.0024754j 0.00155955-0.00242091j 0.00527283+0.00188134j -0.0105184-0.00340329j -0.00741926-0.00267214j 0.00466291+0.00437315j 0.00823186-0.00245304j -0.0100155-0.00564068j 0.0071103+0.000360878j -0.0114741-0.00679793j 0.0055446+0.00509564j -0.0077569-0.00204995j 0.00667551+0.00248044j 0.00170177+0.00192608j 0.000383966-0.000715887j -0.00355955-0.00415644j 0.00438221+0.00477775j 6.07499e-05+8.64589e-05j -0.006462+0.000554243j -0.00376981-0.00331531j 0.00477388-0.000433474j 0.00200859-0.00057124j -0.00882249-0.000803011j 0.000132503-0.00140092j 0.00115618-0.000386004j -0.00368116-0.00253919j -0.0046413-0.00146577j -0.00152384-0.00205608j -0.000359999-0.0005956j 0.00187986+0.00388672j 0.000252735-9.55897e-05j 0.000658693+0.000168444j 0.00155429+0.000343455j 0.00126214+0.000675521j -0.00202707-1.58561e-05j 0.00115199+0.00463928j 0.00111833-0.00215211j 0.000548852-0.00326878j 0.000497504+0.00121983j -0.00175538-0.00409866j -0.00309464-0.000967585j 0.00098083-0.000491936j -0.00601175-0.00701803j -0.00074043-0.0100933j -0.00334807+0.00183297j 0.00273285+0.00187349j 0.000757579+0.00545846j -0.00333629+0.00678409j 0.00282154-0.000101026j 0.0011713+0.0109696j -0.000190538+0.00709162j -0.000149462+0.00134014j 0.00260622-0.00701531j 0.00418249-0.00298929j -0.000226627-0.00361453j 0.00433468-0.00802375j 0.00024255+0.00199609j -0.00259244-0.0015973j -0.00450133+0.000728352j 0.00159845+0.00077351j -0.00194627-0.003146j -0.000213955+0.000462921j 0.000698253+0.00693872j 0.00265394-0.00156908j -0.0047636-0.00314273j -0.00205396+0.00119774j -0.00123981+0.00111507j 0.00155208+0.000384382j 0.00251231+0.000257266j -0.00326584+0.00374169j 0.00469339-0.00310035j 0.00381657-0.00112451j -0.00189527-0.00173086j -0.000558004+0.00677241j -0.000756738+0.00303482j -0.000707421-0.00116542j -0.00134412-0.000812362j -0.000674665-0.00189016j 0.00128543+0.000726103j 0.00355305-0.00346984j -0.00349646+0.000451532j -0.00147906+0.00187075j -0.000135889+0.00220534j 0.000141762+0.00182261j 0.00323472-0.00336891j 0.00160014-0.000239163j -0.000479947+0.000544933j -0.000947677+0.000943383j 
-0.000502152-0.00267349j 0.000449244+0.00171123j -0.001586+0.000139284j 0.00207836+0.00602446j -0.000225803+0.00312793j 0.00260231+0.00119061j -0.00189652-0.000423789j 0.00289559+0.00287583j -0.00790848-0.00453457j 0.000198193+0.00585738j 0.00357923-0.00346635j 0.00743019-0.00263501j 0.00865858-0.00564324j 0.00343138-0.00290317j 0.000427564+0.0024183j -0.00856518+0.00865123j 0.00316078-0.00113725j -0.0041571+0.00209135j -0.00236048-0.00162164j 0.00459037+0.00150417j 0.0105977+0.000239462j 0.00114683+0.000237278j 0.0020787+0.00584623j -0.00829561-0.00185955j 0.00355114-0.00215088j -0.00266356-0.000698347j -0.0024766+0.00434233j -0.00077347-0.00240791j -0.00139314-0.000521798j -0.00481289+0.002745j 0.00332148-0.000464533j -0.00204233-0.0039977j 0.00415705-0.00375937j -0.000287529+0.00202674j -0.00280557+6.15748e-05j -0.00292467-0.00457346j 0.00278642-4.04669e-07j -0.000211521+0.00138774j 0.0022275+0.00251024j 0.00144748-0.00225824j -0.000471199+0.00207465j 0.00139184-0.00258007j 0.00488654+0.000325251j 0.00159128+0.010219j -9.2902e-06-0.00275664j -0.000712665+0.00158343j -0.00306948+0.000261086j -0.000102239+9.95606e-05j -0.00499295+0.00420839j -0.00180317+0.000845631j -0.000883489-0.00351772j -0.000208907+0.000131685j 0.0109074-0.00369212j 0.00517148-0.00245189j 0.00257633-0.00494165j 0.00514956-0.00398036j 0.00561818-0.00266741j -0.00936682+0.000145484j -0.0037404+0.000422226j 0.000634867+0.00168244j -0.00236925+0.00154591j -0.00167595-0.00122084j -0.00811236+0.0017668j 0.00300838-0.00131256j -0.0019718+0.00189386j -0.000468782+0.000531137j -0.00169727-0.00128068j -0.00341985-0.00288118j -0.0125762-0.00100301j -0.00347356-0.00355172j 0.00201147-0.00321353j 0.00547848+0.000211739j -0.00252055-0.00241943j 0.00558716+0.00157135j -0.00139243-0.00197778j 0.000210547-0.000229274j -0.000252975-0.000598018j 0.0062309-0.000258893j -0.00582728+0.000107007j -0.00264248+0.000145516j -0.00145172+0.000505304j -0.00056246-0.00244112j -0.000319128-0.00405369j -0.00449786+0.00173424j 0.00185444-0.000938969j 0.000795497-0.0018249j 0.00155722+0.000484019j -7.53085e-05-0.00176188j -0.00274418+0.00531605j 0.000167936+0.00192628j 0.00160447-0.00300814j -0.000405735+0.000993635j 
-0.000486566-8.58054e-06j 3.8763e-05-0.000776591j 0.00209095+0.0013667j -0.00594638-0.00352986j -0.00327725-0.00480382j -0.00576002+0.00199569j 0.0011809-0.00274379j 0.00691348+0.000519962j -0.0105262-0.00192126j -0.00721842-0.00219797j 0.0129101-0.00759655j 0.0084343+0.0120792j 0.00696541+0.000501876j 0.0135684+0.00362875j 0.00021551-0.000400152j -0.00202749+0.00582064j 0.0073569+0.00686278j -0.00452437+0.00530782j 0.00596934+0.00386418j -0.00203282+0.00531202j 0.00919368+0.00549286j 0.00281177-0.00126967j 0.000209174+0.0113747j -0.0018826-0.00716435j -0.00162701-0.00165321j 0.00638627-0.00133527j -0.00326017+0.00249572j -0.00350013-0.00846834j -0.000366831-0.00104106j 0.00318867+0.00363638j -0.000643201+0.00268592j 0.000240198-0.00568665j 0.00366473+0.00544748j -0.00295827+0.00232332j -0.00381276-0.00544667j 0.00360475-0.00533319j -0.00265364+0.00345707j 0.000866733-0.00326555j 0.000763881-0.000328738j 4.68644e-05+0.000995441j 0.00187849-0.00192516j 0.000549369+0.00164054j -0.00478572-0.000632589j 0.00119936-0.00326097j 0.00298397+0.000549788j 0.00124179+0.00161577j -0.000719154+0.00458985j 0.00173762-0.00199578j 0.001509-0.00269536j -0.0021449-0.00511883j 0.006125-0.00737086j 0.00480863+0.00536502j -0.00357565-0.00194628j 0.000897504+0.000766067j -0.000383684-0.00165713j 0.00120107+0.00297748j -0.00779186+0.00407192j -0.00128858-0.00353105j 0.000679893+0.00123054j -0.00174901+0.00328988j 0.0023946+0.00287882j -0.0016796+0.00324418j 0.00447767+0.00484721j 0.00199457+0.000585608j -0.00655525+0.0067886j -0.00255362+0.00155424j 0.00316748+0.00288626j -0.00188123-0.00137455j -0.00125086+0.00105019j 0.00348272+0.00333432j 0.00366559-0.00169144j -0.000143263+0.00417968j 0.0010665+0.00126869j -0.000978012+0.00243759j -0.00017284-0.00178049j -0.00180503+0.000345217j -0.000809041+0.005901j -0.000447117-0.00371767j -0.00132521-0.00245647j 0.00100383+0.00073283j -0.00170826-0.000809443j 0.00171466+0.004457j 0.00409473+0.000903613j 0.00234183-0.00307896j -0.00114169+0.000462246j -0.00233955-0.000143816j -0.00351373+0.00159651j 0.00111118-0.000487433j -0.000149304+0.000419148j -0.000168683+0.00202444j -0.000614514-0.00138567j 0.0020858-0.000534876j 
0.000581336+0.000917722j -0.000234982-0.00229833j -0.00155135-0.00394852j 0.00544849+0.00533832j -0.00682322-0.0126722j -0.00959502+0.00140764j 0.00318254+0.00409086j -0.00932419+0.0021883j 0.00227564-0.000665936j -0.000707262+0.00753797j 0.000675826+0.0059555j -0.0190697+0.010321j 0.00125923-0.00277188j -0.0155588+0.00638193j 0.0106771-0.00153705j -0.00429923-0.00191579j 0.00789457-0.0032524j 0.00574976-0.00524319j -0.000755416+0.00633453j -0.0101596+0.00427254j 0.000156934+0.00134264j -0.00349953-0.00138508j -0.0127384-0.00252641j 0.00737888-0.00295851j -8.57681e-05-0.00363705j -0.000758784+0.00385575j -0.00284935-0.00141114j 0.00384091+6.73531e-05j 0.00128118+0.00225415j -0.00360129-0.00446922j -0.00144975+0.00115146j 0.00540049+0.00340528j -0.000400833-0.00176819j -0.000343719-0.00242826j 0.00727992-0.000288912j 0.00655297+0.00479461j 0.000791506-0.00155651j -0.000750165-0.00196813j -0.00366549-0.00340971j 0.00172253-0.00184522j 0.00427721+0.00118031j -0.00170168+0.00449023j 0.00242558-0.00123241j 0.00253506+0.00437366j 0.00346352+0.00801467j 0.00141347+0.00203983j -0.00187256+0.0041939j 0.00164842+0.00238514j 7.17149e-05-0.00039704j 0.00505238-0.00526229j -0.000310641+0.00239543j -0.00923958+0.00325764j 0.00516109-0.00443376j -0.00182831-0.00351133j 0.00122767-0.00428866j -0.000540277+0.00112519j 0.00415256-0.00242226j 0.000175206+0.000467738j -0.00252286+0.00183758j -0.000237093+0.0027551j -0.00398868+0.00432774j -0.00114291-0.00355319j -0.006599-0.00113561j -0.00330902+0.00193459j -0.00188767-0.00277602j 0.000688155-0.00212361j -0.00393607-0.00179591j -2.89556e-05+0.0030814j -0.00124262-0.00133804j -0.00387774-0.00136061j 0.00166283-0.000583646j -0.00320551+0.00329408j -0.00418413+0.00513733j 2.07129e-05-0.00467611j -0.000725781+0.00279793j -0.00245287+0.00122874j -0.00456002-0.00243057j 0.00378462-0.00016384j 0.00400766-0.0014006j -0.00087152+0.000455846j 0.00318691-0.00197814j -0.00605318+0.00293099j -0.000282026-0.000505748j 0.00257756+0.00267617j -0.000974973-0.00204814j 0.00108953-0.00223411j -0.000316588+0.000406019j 0.00360595+0.00028491j 0.000165409+0.000773975j 0.000517987-0.00145207j 0.00296957-0.000880134j 0.0012982-0.000295303j 
-0.00176705-0.000890176j -0.000241723+0.00109868j -0.00483881-0.00426945j -0.00414746-0.00248735j 0.0073376+0.0075872j 0.00289857+0.00632094j 0.0102686+0.00280612j -0.00974526+0.00243666j 0.00330357+0.0114742j 0.00808495-0.000379609j -0.00285263-0.00424963j -0.00755876-0.000821563j -0.00434824-0.00602371j -0.00957555+0.00242468j 0.0027693-0.0107786j 0.000521864+0.00717123j -0.00283744-0.0115206j -0.00253234-0.00501629j 0.00184658+3.16732e-05j -0.00244941-0.00227497j 0.00124591-0.00733529j -0.00241292-0.000411357j -0.00163178+0.00889053j -0.000538571+0.00293678j 0.00137756-0.00440487j 0.000771034-0.000405587j 0.000549115+0.00668378j -0.00131479+0.000121913j 0.000490976-0.00196425j -0.00480833+0.0059556j -0.00162243+0.000395289j -0.000914671-0.00154753j -0.00121031+0.00033724j 0.00188561-0.000631242j 7.07985e-05-0.00209946j -0.000305591-0.00159704j 0.000711575-0.00137402j 8.41882e-05-0.000739893j 0.000149393+0.000625045j -0.000993728-0.00339362j 0.000406094-0.00126007j -0.000354181+0.00121456j 0.000510382+0.00235882j -0.00095693+0.00129593j -0.00469942-0.00300451j -0.00229355-0.00413231j 0.00206643-0.00393531j 0.00286659-0.00056814j 0.00132483+0.0023645j -0.00167183+0.00290123j -0.00216585+0.00390127j -0.0009293+0.00501056j 0.0011892-0.00856678j -0.00671253+0.000578689j -0.00386692+0.00209515j -0.00356729-0.0035179j 0.00470995-0.00560964j -0.00247975+0.00192487j 0.000674034-0.00195678j 0.00350048+0.00123533j -0.00224471+0.0011361j -0.000534186+0.00226837j -0.00489981+0.0103033j 0.000810432+0.000815191j -0.00189451+0.003609j -0.00103224+0.000600982j -0.00383438+0.00118242j -0.000744831-0.00138065j -0.00410368+0.0084265j -0.00203637+0.00511673j 6.29364e-06-0.00165581j 0.00140834-0.00428677j 0.00101205-0.000454984j -0.00240731-0.000367013j -0.00143201+9.9296e-05j -9.54141e-05-0.000375276j -0.00212532+0.00240933j 0.000950896-0.00366071j -0.00291024-9.77146e-05j -0.00263339+0.000118641j 0.00219649-0.000333002j -0.00197353+0.00131687j 0.00028401-2.73235e-05j 0.00017418+0.00105797j -0.000326793+0.00243296j 0.00195492-0.000649685j 0.0010592-0.000762567j -0.00142219-0.00134865j -0.000676403+0.00267963j 0.00032123-0.000197822j -0.000279273-0.00126312j 0.0006356-0.000415575j 
-0.00090654-0.0020481j -0.00251922+0.000136746j -0.00225533-0.0014593j -0.0082188-0.00399674j 0.0016405+0.00528035j -0.000531084-0.00256817j 0.004718-0.00259315j 0.00205991-0.00129488j 0.00547232+7.29386e-05j -0.011933-0.00656547j 0.0040941+0.00221328j 9.36103e-05-0.00153756j 0.00463452+0.00821547j 0.00659195-0.00241491j 0.00337587+0.00415674j -0.00335354-0.00613452j 0.00280359+0.00323911j 0.000947746-0.00153867j 0.00260606+0.00312072j -0.00314133-0.00481594j -0.000437143+0.00661479j -0.00117963-0.00393562j -0.00394012-0.00779795j 0.00225499+0.000443963j -0.00227178+0.00283729j -0.00180909-0.00123464j -0.00095058-0.00394941j 0.00103877-0.000773922j 0.000311218+0.00197066j -0.00149056-0.00428648j 0.00453584+0.00249981j 0.00371311+0.00287603j 0.000372007+0.00270501j -0.00184251+0.00112571j -0.000287748-0.00103923j 0.00356074+0.00077929j -0.00189544-0.000903178j -0.000577703+0.00106136j 0.00203963+0.00177934j -0.000795149+0.000754257j 0.000423771+0.00212019j -0.00169506-0.00109761j -0.003102-0.00196238j 0.00297085+0.00093296j -0.00186221-0.003084j 0.00105372+0.000668977j 0.000105099-0.000526244j 0.00143271+0.000147194j 0.00354778-0.00180668j 0.00166583+0.0013318j -0.000801862+0.00226733j -0.000805159-0.00130545j -0.00172939+0.00594626j 0.0055066+0.00360221j -0.000348153-0.00118752j -0.00267272-0.00109097j -0.00528643-0.00436092j -0.000154006+0.00235933j -0.00407074-0.00083362j -0.00472299-0.0036293j 0.000372515-0.00326467j -0.00122777-0.00370042j 0.000718933-0.00551471j 0.00348964+0.00373536j 0.000521921-0.00531638j 0.00119572-0.00153064j 0.00363141+0.00194718j -0.00102541-0.000940077j 0.000311733-0.00953164j 0.000838651-0.00236745j -0.00215821-0.00024105j 0.000277788-0.000543062j -0.00028873+0.000532275j 0.00015635+0.00109741j 0.000158539-0.00181383j -0.00165369-0.000240542j -0.00217014-0.00412536j 0.00265054+0.00187408j 4.86265e-05-0.00202805j 0.00100444-0.00110277j 0.00179955+0.00312076j 0.00156627-0.0019562j -0.00365739-0.00131215j 0.00262159+0.00494818j 0.00211116-0.00136903j -0.00208587-0.00129959j -0.00112357-0.000579787j 0.000862896-0.00140022j 0.000197068+0.00318974j -0.000299176+0.0018599j 0.000166189-0.0023781j -0.00033451+0.00210819j 
-0.00253032-0.00440695j 0.000951211+0.000265166j 0.00320128+0.00383223j 0.000159209-0.000752744j 0.00562947+0.00582928j -0.00209464-0.00506262j -0.00919022-0.00749361j 0.0105776+0.00863867j 0.0109057-0.00996982j -0.00708736+0.00284197j -0.000586283+0.00239303j 0.00334269+0.00978203j -0.00105307+0.00146582j 0.00357372+0.00746617j 0.00334628-0.00633791j -0.00163093-0.000753553j -0.00715086-0.0043103j -0.0030362-0.00892073j 0.000791934-0.000145887j 0.00200955+0.00595673j -0.00424258+0.00178046j -0.00304286+0.00215005j -0.0125006+2.80559e-05j 0.00636745-0.00178555j -0.000618002+0.00107415j -0.0022194+0.00470137j -0.000852266-0.001606j 0.00612315+0.00148274j 0.00419796-0.00111427j -0.00592736+0.00192358j 0.00407765-0.00168232j 0.0120502+0.000227308j -0.00360625+0.000209726j -0.00173242-0.00215913j 0.00442164-0.000170651j 0.00858674-0.00127746j -0.00605998-0.00277628j 0.00172716+0.00267216j -4.61886e-06+0.00290884j 0.00426483-0.000473959j 0.000565425+0.000527465j -0.00257778-0.00264728j -0.00180734+0.00126555j -0.00266027-6.53704e-05j -0.00021982-0.00649337j 0.0031322-0.0010172j 0.00232202+0.000641515j 9.54841e-05+0.00018671j -0.00250547+0.00154557j 0.00194433-0.0036699j 0.000452189+0.00354119j -0.00316276+0.00678668j -0.00100099-0.00116999j -0.00281431-0.000914822j -0.00195784+0.00158836j -0.00280421+0.00388528j 0.0033028-0.000281426j 0.00480001-0.00712056j -0.00039757+0.0021758j 0.000708108-0.00229822j 0.0011596+0.00294988j -0.00388286+0.00323179j -0.00614666+0.00388252j 2.55355e-05+0.00237255j -0.00072728+0.000797509j 0.000283506+0.00147403j -0.00274341+0.0049766j 0.00115661-0.00192945j 0.00131036-0.00246245j -0.0052685+0.00522987j 0.000493401+0.00238871j -0.00207839+0.00253454j -0.000960575+0.00101781j -0.00485693+0.00272002j 0.000734491+0.000396675j -0.00125673+0.00165926j -0.00932923+0.00277775j 0.00390986-0.00125846j 0.00389516-0.00198969j 0.000852457-0.000103589j 0.00155494+0.000181302j -0.00290064+0.000517139j -0.00177471+0.00247938j 0.00382329-0.00160343j -0.00111862+0.00189071j -0.00218212+0.00131332j -0.00022332-0.000217377j 0.00289851-0.000172695j -0.00304962-0.00162461j -0.00394562+0.000318723j 0.0028967-0.000691352j -5.48522e-05+0.000332773j 
0.000223636-0.00164561j -0.00490191-0.00642194j 0.00293655+0.00110429j 0.00552972+0.00430563j -0.00251427-0.0103648j -0.00912608-0.00756073j -0.0165798-0.000175105j 0.000838418-0.00279562j -0.0117433-0.0147912j 0.0103902+0.0128859j 0.000506016-0.000612919j -0.00106122+0.000851904j 8.7525e-06-0.00188609j -0.00120131+0.00254436j -0.00385522-0.00100192j -0.00202914+0.000471878j 7.39232e-05+0.00221307j -0.000145206+0.000882527j -0.00588611-0.00578747j 0.00487976+0.00296768j 0.0035596+0.0033939j 0.00592527+0.00380686j 6.04628e-05+0.00502776j -0.00112249-0.0020672j 0.0039388-0.00215049j 0.00107112-0.000444691j -0.00258851+0.0016412j 0.00077595+0.00326985j -0.0018444-0.00353809j 0.00179745+0.00321308j -0.00307578-0.0016431j -0.00248841-0.00229607j 6.45264e-05+0.00188974j 0.000481053-0.00447499j 0.00201221+0.00389766j -0.000621361-3.77371e-05j 0.000260793+0.00414749j -0.000139757+0.000426877j -0.0040203-0.00236986j 0.00218765+0.00513321j 0.00092165-0.00378464j 0.0030502+0.00195977j 0.00244897-0.000543636j 0.00687331+0.00167287j -0.00285395+0.000758824j 0.00098083-0.000817352j 0.000918406+0.00167304j -0.00262438-0.00131077j -0.00217765+0.00335756j 0.00319525-0.00336176j 0.00420405-0.00207152j 0.00108772+0.00173339j 0.00430085+0.0010679j 0.00137173-0.00163338j 0.00218259-0.00200428j -0.00206511-6.19262e-05j -0.0013604+0.00138672j 0.00400961-0.00333136j -0.0032501-0.00165957j -0.000392018+0.00364704j -0.00262802+0.00112667j 0.00292293+0.000407922j -0.00353222+0.000741926j 0.0040243+0.000539192j -0.000262938+0.00356471j 0.00113814-0.00150226j -0.00422018-0.00179692j 0.00228943-0.00250176j 0.000565917-6.70005e-05j -0.00158073-0.00109262j 0.00188642-0.00164778j -0.00200924+1.18528e-05j -0.000601152-0.00100364j -0.000590037+0.00213892j 0.000395217-0.00396817j 0.00252254+4.10057e-05j -0.00465561+0.000565227j 0.000393162-0.00220846j -0.000438389-0.00260753j 9.96158e-05+2.02267e-05j -0.00103319+0.00301346j -0.00052274+0.000475854j 0.00170119+0.000161418j 0.00105388-0.000250478j -0.0018901-0.000391185j 0.000180325+0.00226939j 0.000111257+5.75969e-06j -0.000893235-0.00251609j 0.00131244+0.00218931j 0.00122954+0.000629819j 0.000352509+9.04054e-05j 0.00058293+0.00187693j 
0.000452945+0.00516394j 0.0011386+0.00215861j -0.000530221-0.00120486j -0.00439402-0.00373156j 0.000858341-0.000449125j 0.00786131+0.0049909j -0.00448928+0.00494626j -0.0067773-0.00398885j 0.00372489-0.0110829j 0.00175094+0.00424993j -0.00437027+0.00302381j 0.00114167-0.00393586j 8.73988e-06-0.000707869j -0.00318624-0.00131784j -0.00132542-0.0019587j -0.00333584-0.00153509j -0.00629202+0.0031876j 0.00207992+0.000362839j -0.00247961-0.00523402j 0.00185057+0.0014697j -0.00442298+0.00334261j 0.000504197+0.00748449j -0.00998922+0.00637077j 0.000583057-0.00297831j 0.00659388+0.00741696j -0.000856243+0.00034529j -0.00671381+0.000106272j 0.0057969-0.00222262j 0.000714409-0.00295144j -0.00560863+0.000463113j -0.00101421-0.000721817j 0.00325381-0.00534731j -0.00204548+0.00338346j 0.000508389+0.000479792j 0.00256232-0.00240273j -0.00175809-0.00398604j -0.00104306+0.00650798j 0.00108822-0.000174799j 0.000761258-0.00123472j -0.00364136+0.00149854j 0.000659746-0.000486007j 0.00167485+0.00374818j -0.00181234+0.000292097j 0.0010363-0.00244618j -0.00013519+0.00396196j -0.000269795-0.00340417j 0.000288786-0.00112084j 0.00058687+0.000330416j -0.00120553-0.00721162j 0.00323357-0.0110723j 0.00165374+0.000816308j -0.00277562+0.00117316j 5.97511e-05+0.00508848j 0.00561739-0.00178969j 0.000499358-0.000413766j 0.000277184+0.00672649j -0.00186946+0.00693019j 0.00381685-0.00381789j -0.00307909-0.000422915j -0.00577632+0.00690313j 4.00839e-05-0.00192931j -0.0030905+0.00188937j -0.00166321-0.00233482j 0.00232959+0.00135164j -0.00275377+0.00165961j 9.86362e-05-0.00306644j 0.00703339-0.00499871j 0.000343955-0.00300024j -0.00285594-0.00581564j 0.00088168-0.0035156j -0.00304896+0.00411561j -0.00140761+0.00334529j 0.000662427-0.00115834j -0.00202119+0.00424263j 0.00300589-0.000442985j 0.00194781+0.000868286j -0.00434643+0.00180397j 0.00223134-0.00173004j 0.00315873-0.00346879j -0.00166557+0.00105214j 0.000511174-0.0034204j -0.00336699+0.000871266j -0.00120085+0.00197504j 0.00446789-0.00235804j -0.00070397-0.00181577j -0.00166361-0.000138207j -0.000174895+0.00132075j 0.000297378-0.000442251j -0.00123124+0.000858338j 0.000347627+0.00203041j -0.00186624+0.00105387j -0.000128939+0.000604092j 
