0.00543542-0.00240883j -0.000208534-0.00318029j -0.00761179+0.00112927j -0.003864+0.00378211j 0.00491824-0.00172163j 0.00963097-0.00344387j 0.0019973+0.00425302j 0.0122392-0.00174477j 0.00246132-0.000128284j 0.0104186-0.00434933j 0.000291104-0.000955262j 0.0106063-0.00025669j -0.00497232+0.00254321j -0.00129145-0.000120315j -0.00482866-9.43013e-05j -0.010043+0.00201604j 0.0120793-0.00266562j 0.00375241-0.000418689j 0.00179647-0.00128442j -0.00397749-0.000606717j 0.00900723-0.000157192j -0.00414932+0.00163997j -0.00330266-0.000674993j 0.0154037+0.000729176j -0.0106114-1.72501e-05j -0.00950339-0.000818115j -0.0059682-0.00169742j 0.00642176-0.00102361j -0.00686411-7.97408e-06j 0.00603498+0.00177391j -0.0109176-0.0012238j -0.00603689-0.00105898j -0.00085742-0.00387659j 0.00751964+0.00211634j 0.0135447+0.00107482j -0.00577234-0.00371824j 0.000139103-0.00109414j -0.00420267-0.00063026j -0.0100251+0.00101208j 0.00532452+0.00738905j 0.0146178+0.00576576j -0.00819699+0.00320628j -0.00194007-0.000538394j -0.00370373+0.000294373j -0.00100781+0.000638072j -0.00206781+0.00105583j 0.00209522-0.000496853j 0.0037001-3.40256e-05j 0.00194995-0.00106215j -0.00158766+0.000445202j -0.000702314-0.000162776j -0.00189106+0.000627945j 0.0017031-0.000633667j 0.00241792-0.000209666j -0.000369338-0.000347657j -0.000807303+0.000148316j -0.000935083+0.000132321j 0.00252393-0.000385274j 0.00148459-0.000171875j 0.00221684-0.000481469j -0.000674432-0.000186158j -0.000723762+0.000541304j 0.00144235+5.84426e-05j -0.00110012+1.97574e-05j -0.0017197+0.000151965j 0.000815957+2.00708e-05j 0.000402621+0.000662864j -0.000634568-2.67929e-05j 0.000907927-0.000122755j 3.76873e-05+0.000387969j 0.000144622+0.000328723j 0.000568582-2.35303e-05j -0.00156385+0.00035079j -0.000224608-0.000590362j 0.00263842+6.27055e-05j 0.00185796+0.000161768j -0.000359525+0.00014942j 0.00155635+7.26698e-06j -0.000558151-0.000269414j 0.00154171-0.000147699j -0.00216542+0.000143499j -0.000322253-0.000597799j -0.000286653+0.000150952j -0.00282592-0.000561184j 0.000464802+0.000821147j -0.000107835-0.000457379j 0.00317461+0.00026496j -0.00105905-1.82859e-05j 0.00129966+0.000538054j -0.00219882-0.00027109j 0.00152806+1.23538e-05j 0.00341117+5.68588e-06j 
0.000660534+0.00231863j 0.00122752+0.000540847j -0.00269528-0.00224039j -0.000924283+0.000994262j 0.00386879+0.00327218j 0.000515377+0.00159284j 0.00330589+0.00228637j -0.00205421-0.00104961j -0.0070134-0.00765742j -0.000454793+0.000730943j -0.00509694-0.00574434j -0.000466251-0.000915486j -0.00511287-0.00316797j 0.00427968+0.00406971j -0.00140584-0.00166351j 0.00154042+0.00287941j -0.000112763-0.00254499j -0.000698898-0.0011796j 0.00364608+0.00490862j 0.000320952+0.000504817j 0.00252925+0.00386606j 7.30302e-05-0.000858759j -0.0016451-0.0023354j -0.00030081-9.81764e-05j 0.00113909+0.00298985j -0.000152454-0.00176496j -0.00106219-0.000377969j -0.00248773-0.00324728j 0.00208521+0.00351616j -0.00264751-0.00282107j -0.001483-0.00194023j 0.00139847-0.000283434j -0.00151915-0.0011641j 1.39973e-05+0.000911871j 0.000577542-0.00130963j 0.000822561+0.00108727j -0.000509431-0.000387696j -5.49452e-05+0.00102152j -0.000265655+0.000626692j -0.000218363+0.000890873j -0.000372722-0.0016308j 0.000231506-0.000720312j -0.000663675-0.00491994j 0.000327276+0.00209713j 0.00100512+0.00532134j 0.000334482+0.00349232j 0.00106876+0.00793031j 0.000599024+0.00172371j -0.000768229-0.00547178j 0.00122229-0.0080779j 0.000198327-0.00829289j 0.000212369-0.00996152j 0.000921112+0.00231281j -0.00191195+0.0161492j -0.000628524+0.00646128j -0.00216663+0.0085141j 0.00257629-0.00389277j 0.000437494-0.0104745j 0.00550575-0.0207789j -8.46861e-05+0.00253226j -0.00103492+0.00709508j -0.000408966+0.00550456j 5.37312e-05-0.00302231j 0.00218438-0.00452088j 0.00487385-0.00516824j -0.0005101-3.77923e-05j 0.00196832-0.000483463j 0.000846626-0.00528616j 0.00069453-0.00289711j -0.00148776+0.00452062j -0.0014225+0.00331842j 0.0023388+0.00167029j -0.00201602+0.00421868j 0.00484294-0.00856551j -0.00139565+0.00256007j -0.00229856-0.00216627j 0.000700339-0.000259501j 0.00195709-0.000860815j -0.000158229+0.000421437j -0.0021376+0.00433412j -0.00348686+0.00675904j 0.0011821-0.00236543j -0.000193506+0.000726077j -0.000122914+0.000278329j 0.00149208-0.00315007j -0.00174322+0.00233791j 0.00147679-0.00153207j 0.000163816-0.00111908j 0.00126339-0.00155911j -0.000297933-0.000890786j 0.000416209+0.000563134j -0.000748059+0.00097514j 
0.00199705+0.00225121j -0.000143014+0.00113358j 0.00146897+0.000701395j -0.00202541-0.00183611j -0.0014274-0.00121883j -0.000993291-9.52244e-05j -0.00125634-0.00116699j -0.00182604-0.00150718j -0.000720186-0.000759956j 0.000359002-0.000511472j -0.00063873-5.99147e-05j -0.0013975-0.000134792j 0.000252459+0.000244015j 0.0010355+0.000373041j -0.000452709-0.000765259j -0.000525092+0.000777115j -0.000840717-0.000488645j 0.00143745+0.000734748j -0.000991938+0.000223781j -0.00150132-0.00114721j -0.00148538+0.000459387j 0.00244202+0.000701659j 0.000466466-0.000487424j -0.00101113-0.000466289j 0.00250587-0.000541843j 0.00110627+0.000756281j -0.002411-0.000640602j 0.0012586-0.000623284j -0.00233057+0.00071305j 0.000902737+0.00204502j -0.00681841-0.00194271j -0.00229212-0.000321583j 0.00241979-0.00129065j -0.00155917+0.00133431j 0.000880661-0.000333669j -0.00189478+0.00445598j -0.0028838+0.00232171j -0.00016428-0.00108985j 0.000957511-0.00178522j 0.00155954+0.00417964j -0.00108801-0.000249361j 0.00151346-0.000145057j -0.000604936+0.00315622j -0.0046681-0.00103835j 0.00284749+0.00147848j 0.00112803-0.0022138j 0.00274558-0.00150205j -0.0030813+0.000340591j 0.00372418+0.000807268j 0.00163582+0.000298044j 0.00294342-0.000475725j 0.00251607-0.00391882j -0.000514798-0.000736236j -0.0018749-0.00149165j 0.00324489+0.00219697j -0.000651424+0.000315319j 0.00263794+0.00305685j -0.00210614+0.00106144j -0.00145518-0.00256512j 0.00254092+0.0031868j 0.00380906-0.00358584j -0.00454681-0.00304134j -0.00240917+0.00533415j -0.00181605+0.0018043j -0.00019849-0.00321949j -0.00126713+0.00165595j -0.00226742+0.00158654j 0.002629-0.00536903j 0.000383009-0.00189365j 0.000777641+0.00110158j -0.00407369-0.000423782j 0.000149346-0.00344099j 0.00578335-0.00115984j -0.00229122-0.00980165j -0.00494159+0.00684531j -0.00181464+0.00384794j 0.00348073+0.00229101j 0.00349141-0.00985214j -0.00098398+0.00531037j -0.00445501-0.00404588j -0.00248947+0.0045606j -0.00184276-0.00308281j 0.00658845+0.00179146j -0.00773341+0.00092947j 0.000672298+0.00625384j -0.00311538-0.00456402j 0.00270635+0.00197659j -0.00698045-0.00569595j -0.00187835-0.00623686j -0.00156711-0.0024747j -0.00240065-0.000672145j 0.00178101+0.00242353j 
0.00135128+0.0018741j -0.000897424-0.0026344j -2.37511e-05-0.00165478j -0.00180757-0.000934109j 0.000118962+0.000244895j -0.00115052+0.0012302j -0.00134297-0.000417571j 0.000334651-1.60161e-05j -0.000619018+0.000992024j -0.000898894-0.000879174j -0.0015621+0.00110523j -0.00141366+0.00053146j -0.000563255-0.000280313j 0.00181094+0.000766074j 0.000439333+2.07934e-05j -0.000680076+0.000138555j 0.00028705+0.000328123j 0.00195832+0.00013097j -9.18606e-05+0.000910775j -0.00213854+0.00232468j 6.27576e-05+0.000531051j 0.00199541-0.000233195j 7.91677e-05-3.85706e-05j -0.00158863+0.000536804j 0.00144382+0.000941822j 0.000465008-0.00122533j 0.000375015+0.000584902j 0.000852738-0.00255643j 0.000916154+0.00236949j 0.0064387-0.0016629j 0.000546984+0.00379649j -0.00262444+0.000879681j -0.00193991-0.000868112j 0.00181769-0.00112742j 0.00245654+0.00193561j 0.00177484+0.00114143j -0.00124926+0.000294196j -0.00106588-0.00125178j 0.000284982+0.00298838j -0.00111661+0.00262407j -0.00296021+1.14153e-05j 0.000234891-0.000365579j -6.32715e-05-0.00206382j -0.00409261+0.0014999j 0.00114925+0.00437535j -0.000609616-0.00179291j 0.00169321-0.00418846j -0.00170325-0.00551459j -0.000366289-0.00118329j 0.000552838-0.00067944j -0.0005469-0.00115412j -0.00100671-0.00610769j 0.00119384+0.00251059j 0.00100701+0.00123518j 0.000474091-0.00089549j 0.00124495+0.000147916j 0.00201451-0.00243915j 0.000896402+0.000886449j 0.00123803-0.00265392j 0.00091962+0.000370937j -0.00405194-0.00369776j -0.0012764+0.00216202j 0.00295959+0.00258182j -9.4746e-05+0.00329458j -0.000554184-0.0010605j 0.000677898+0.000753293j 0.00150271+0.000463471j -0.00182853-0.00141912j -0.00155935+0.00361097j 0.00180782-0.000411801j -0.00230012-0.000711293j -0.0035232-0.00559955j 0.000384874-0.00797197j -0.00291628+0.00585943j 0.00280459+0.00395868j -0.000936055+0.00844841j 0.000749096-0.00335899j -0.00756033-0.00171526j 0.00681535-0.00825968j -0.00371432-0.00135874j -0.000526947-0.00664011j 0.00830534+0.000101687j -0.0058348-0.00256889j -0.00164204+0.00514834j 0.000589654+0.0060689j 0.00571975+0.00488839j -0.0003461+0.000620319j -0.000793712+0.00571341j -0.00346647-0.00670224j 0.000846238-0.00118399j -0.00322448-0.00255641j -0.00224087-0.00422265j 
-0.00458043-0.00132297j -0.000930196+0.000473563j -0.00187676+0.000914836j 0.00467268+0.00287224j 0.00301838+0.00215351j 0.00236696-0.00108639j 0.0022361+0.00209716j 0.00402063+0.00220994j -0.000628703-0.000836675j 0.00153543+0.00221933j 0.00266768-0.000891617j 0.00163459+0.00127913j 0.000627783+0.000195242j -0.00463126-0.00228258j 0.00191897+0.000432165j 0.00160171-9.11963e-05j 0.000927884+0.000507522j -0.00277742-0.00110167j 0.000246151-0.000372261j 0.00513459+0.00129791j -0.000458009-0.000715784j -0.00371837-0.00103794j 0.000494757-0.000609141j 3.47825e-05+0.000431552j -0.00388131-0.00428391j -0.000156775+0.000138521j 0.0030316+0.00051234j 0.00228757+0.00159861j -0.00174973-0.00291727j -0.00797524-0.00420351j -0.000330734-0.00181628j 0.000587762-0.00356525j 0.0025444-0.00180353j -0.00491974-0.00221104j -0.00302885-0.00806893j -0.00188048-0.00112681j 0.00240339+0.000392128j 0.00297831+0.00401206j 0.00781834-0.000868306j 0.00182272-0.00038734j 0.00586218+0.00230065j 0.000651066-0.0029492j -0.00371367-0.000966957j 0.0101571+0.00914973j -0.00228831-0.00307141j 0.00144087+0.002492j -0.00458476-0.00527741j 0.000733553+1.74376e-05j -0.00114994-0.000916936j 0.000116727-0.0031207j -0.00163343-0.000754853j -0.00045565-0.00163489j -0.000449731+0.000881962j -0.000487723-0.00150899j -0.00471853+5.00385e-05j -0.000499599-0.00139619j -0.00395603-9.99996e-06j -0.00345731+0.000941421j -0.000219217+0.00166382j -0.00690496-0.00222623j 0.00137834-0.00081841j 0.00437399+0.00216873j -0.00235454-0.00032333j 0.00364026+0.000106046j 0.000478262-0.000919451j -0.000412998+0.000398906j -0.00525299+0.000547957j 0.000886517-0.00172384j 0.000945462-0.000501086j -0.00385126+0.000813049j 0.000873571+0.00191039j 0.00258239-0.00130104j -0.00679043-0.00424835j 0.00684346+0.00136649j 0.00323143+0.00185926j 0.000245974+0.000404459j 0.000715257+0.0021116j 0.0048081-0.0015834j -0.00346974+0.000666536j 0.000253584+0.000266171j -0.00934568-0.00305211j -0.00159424-0.00732992j 0.000333527+0.00701606j -0.0042387-0.00164855j -0.000179022-0.00595297j -0.00172833-0.00553856j -0.00127697-0.00032505j -0.00242196-0.00806828j -0.00119603+0.00613844j -0.00141052-0.000190605j 0.000264104-0.00768038j -0.00399117+0.00800284j 
0.00495909-0.00234945j -0.00349894-0.00225219j -0.000973284-0.00248778j -0.00455465+0.00298147j -0.0020901+0.000177516j -0.000312433+0.00283331j -0.00275246+0.00406567j -0.00421867-0.000208957j 0.00348209+0.00397149j -0.0023722+0.00413878j 0.00169238+0.00374559j -0.000854831+0.00538643j -0.000912644+0.000626291j 0.00358709-0.000464813j -0.00122887-0.000710915j 0.000284056-0.000590261j -0.000408441+3.34562e-05j 0.00108623-0.00269122j 0.00173284+0.00214962j 0.00197429+0.00410935j 0.0021775+0.00237758j 0.00153561-0.00428417j -0.0011242-0.000421197j 0.000676172+0.00246142j 0.000500183+0.000334114j -0.00049439-0.00253557j -0.00177036+0.00173842j -0.00668004-0.00316385j 0.00523593+0.00378105j -0.00251654-0.011968j 0.00529073+0.00143421j 0.00569681+0.00920545j -0.00363707+0.00225108j -0.00100464+0.00570267j 0.00498257-0.00625742j 0.00826393-0.00379072j 0.000514397-0.000199338j -0.00439735+0.00220922j -0.00582006-0.00174967j 0.00870773+0.00114129j 0.00162325-0.00119228j -0.00167445+0.000696209j 0.00107232+0.00231545j -0.00192506+0.000631295j 0.00319201-0.000122393j -0.00341959-0.0027545j -0.00352905-0.00331353j -0.00497851+0.00141868j -0.0015536-0.00173701j -0.00251751-0.00126016j -0.000974668-0.00366563j -0.00585143-0.00317201j 0.00287165+0.000597054j 0.000356785-0.000496587j 0.00251243-0.00318322j 0.00108251-0.00150746j -0.0012771-0.00427118j 0.00399992+0.00152104j -0.001186+0.00101401j 0.0043908-0.00184329j -0.00352528+0.000115224j -0.000150856+0.00310964j 0.00374248-0.000283117j -9.17202e-05+6.95058e-05j -0.00230411+0.000107348j -0.000262811-0.00194126j 0.00101292+0.00183749j -0.00128698+4.4592e-05j 0.00131727+0.00191877j -0.000693881-0.000727525j 0.00071407+0.00438875j -0.00555484+0.00437907j -0.00637537-0.0055842j 0.00297305+0.0012987j 0.00317432+0.00222018j 0.0106108-0.0019776j -0.000702648-0.00160253j -0.00132834+0.00586481j -0.00713942-0.00529595j -0.00091197+0.00459898j 0.000290637+0.00621892j -0.00846168-0.00843125j 0.00575809+0.00209257j 0.00255666+0.00896169j 0.00623275+0.0026086j -0.000226157-0.00363862j 0.000381708+0.00199187j -0.00144296+0.0105892j -0.00284443+0.00310097j 0.000638621-0.00456081j -0.00255514+0.0114435j -0.00317177+0.00139238j 
-0.00293334+0.0011658j 0.00404526+0.000774512j 0.000326872-0.00173713j 0.00347162+0.000229354j 0.00109834+0.00233256j -0.000308022-0.000880237j 0.00190927-0.00083107j 0.00337981+0.00301034j -0.00334353+0.00272371j 7.3868e-05-0.0036072j -0.0021726-0.000552248j 0.000900747-0.00127j 0.000459438-0.00158367j -0.00342956+0.00122529j 0.000757222+0.000569372j 0.000893219-0.00114259j 0.000954162+0.00160761j -0.000370506+0.000345178j -0.000596738+0.001121j -0.000568061-0.000807628j -0.00104525+0.00148766j -0.00160795-0.000292805j 0.000186933+0.000877211j -2.00166e-05+0.000546298j -0.00552394+0.000258182j 0.00070973-0.00221517j 0.0020874+0.00181645j 0.000863147-0.00513337j -0.00161932+0.00640555j 0.0029724+0.00343633j -0.000334657+0.0153904j -0.00747382+0.00482819j -0.00331782-0.00508518j 6.53398e-05+0.00429618j -0.00818194+0.00516438j 0.00675216-0.00185358j 0.0111209-0.00348106j -0.000223678-0.00312708j -0.00441085-0.00400723j -0.000376294-0.00573566j 0.00205226-0.000183807j -0.00432605-0.00181308j 0.00225698+0.00200785j 0.00892833+0.000917276j -0.00394184-0.00361094j -0.000280675-0.000366098j -0.00370331+0.000872512j 0.00532681+0.00242848j -0.00187884-0.00269764j -0.000708178-0.00234727j -0.00278465-0.000535266j -0.00273217-0.00162351j -0.000994736+0.000324713j -0.000645652+0.00180336j -0.00281968+0.000988066j -0.00105695+0.00166528j 0.00094062+0.00140486j 8.43926e-05+0.00309324j 0.000861329-0.000592883j -0.00283471+0.00215673j -0.00247446-0.00398195j 0.00149203+0.00152774j 0.00314811+0.00415082j 0.00190832+0.000517299j -0.00171123-0.000991359j 0.00359491+0.00350829j 0.00312+0.00428986j -0.00506293-0.00406686j -0.00229113-0.00131785j 0.00366863+0.00164815j 0.00374199+0.00221669j -0.00234695-0.00296059j -0.00480009+0.00149619j -0.00590384-0.00273687j 0.00776032+0.0031841j -0.000182172+0.00640531j 0.00144343-0.00254403j -0.00842978-0.00987314j 0.00533487+0.00311475j -0.000379525+0.00436335j 0.00242197+0.0072989j -0.00552512+0.00649364j 0.00113298-0.00825138j 0.00516548+0.00781121j -0.00167559-0.00326134j -0.0050456+0.00682066j -0.000514142-0.00289864j -0.00606505+0.00900186j -0.00318862+0.00809655j -0.00105847+0.00705731j -0.00242697-0.00108547j 0.0047031-0.000764202j 
0.00105408+0.000721987j -0.00402214+0.00272773j -0.00100819+0.00177576j 0.000672495+0.000937998j 0.00124276-0.000329011j 0.0017028-0.000601212j 0.00306746+0.00196643j 0.000500084-0.000436369j 0.00329815-0.000779534j 0.00437517+0.00234502j 0.00386639-0.00184125j 0.00540998+0.00288607j 0.000242672+0.000966929j -0.000726165-0.000812864j -0.000978389-0.00230344j -0.00126765-0.00159155j 0.000767797+0.00022048j -0.00173767-0.0013821j 0.00228739-0.00224547j 0.00754953-0.000649684j 0.000966559-0.000834175j -0.00362273-0.000387353j 0.000514458+0.000793516j 0.00193376+0.00342502j 0.00091213+0.00295833j -0.00381978-0.000757054j 0.00547273-0.000200358j -0.00297757+0.000722051j 0.00639158-0.00119722j -0.00995691-0.00159487j 0.00604097-0.00479527j 0.0028125-0.00345212j 0.000915948+0.00254239j 0.00176887-0.00054916j -0.00524195-0.00565076j -0.00666294-0.00839501j -0.00394553-0.0043313j 0.00331324+0.00282054j 7.58199e-05+0.000605097j 0.00375929-0.000969944j -0.000349601-0.00525259j 0.000977113+0.000625788j 0.00062301+0.00395906j 0.00106809-0.00200614j 0.00100324+0.00129946j 0.000474986-0.000879816j -0.00397996+0.002104j -0.000633778+0.0010356j -0.0013455+0.00379433j -0.00346229+0.00198189j -0.00212056+0.00373797j -0.00327428+0.0018485j 0.000966796-0.00073607j 0.000610144-0.00183912j -0.00265663+0.00495674j -0.00147327-0.00080061j -0.00168776+0.00471583j 0.0040064-0.00104679j 0.00513259-0.00288853j -0.0026611+0.00398755j -0.00185187+0.00260091j 0.001564-0.00348528j 0.00195003-0.00190317j -8.36317e-05-0.00273301j -0.0002623+1.74793e-05j 0.00191515+0.000522196j 0.00408775+0.00170897j -0.00126856+0.00114758j 0.00280173+0.00400625j 0.00278292+0.00478021j 0.00139353-0.0013587j -0.00084939-0.00392716j -0.00983957+0.00696068j 0.00265601-0.00222755j 0.00180835-0.00593433j -0.00443802+0.00107324j -0.000748404-0.00163383j -0.00377747+0.00172249j 0.00299918-0.00256613j -0.00440351-0.00205937j -0.00784841+0.00217698j 1.08815e-05-0.00296934j -5.13805e-05+0.00499788j 0.000696553+0.0014589j -0.00728975-0.00281011j 0.00272577-0.000944383j -0.000594793+0.00252787j 0.00248895+0.00123621j 0.00212286+0.000709894j 0.00347291-0.000839061j 0.00124443+0.00246777j 0.00442474+0.00923891j 
-0.00290629+0.0060041j 0.00622039-0.00352564j 0.00210794+0.000974025j 0.00790948-0.00576673j 0.00585028-0.00335662j -0.00325325-0.00124183j 0.00270717-0.00437364j 0.00769777-0.00726777j 0.000195504+0.00222139j -0.00374473-0.000485564j -0.00391003+0.00081533j -0.00244523-0.00368636j -0.000679004-0.00115665j -0.00346443+0.00692486j 0.003274-0.00150782j -4.55809e-05+0.000131134j 0.00237748-0.00282997j -0.00120089+0.00384433j -0.00230873+0.00272902j 0.00104302-0.00416026j 0.000363185+0.00112736j 0.000943116+0.00506559j -0.000747393-0.00389825j 0.000608265-0.00146594j -0.00741936+0.00233485j 0.000376041+0.00105704j -0.000634585-0.00935972j 0.00042635-0.00360688j -0.00337858+0.000798542j -0.000303863+0.000405534j 0.00983984-0.003751j -0.00240852+0.00603851j -0.00648748-0.0039538j -0.0104488+0.00488676j 0.00207979+0.00360797j 0.00138567+0.00439939j -0.00481065-0.00728019j -0.000723193-0.00332984j 0.00146334-0.00641482j -0.00307949-0.00238074j 0.00466497-0.000546196j -0.00756988-0.000554398j -0.000142164-0.00225155j 0.0108389-0.00556547j -0.00403562+0.00492601j 0.00358391+0.000241505j -0.00170577-0.00129362j 0.00246811-0.00491369j 0.000426676+0.00165049j 0.000871471-0.00100143j 0.00191365+0.00127438j -0.000341243-0.00453162j 0.000585131-0.000240196j 0.000243041+0.00130238j 0.00190081+0.00218757j 0.000886721-0.000427182j 0.000212876-0.00133599j -0.00187459+0.00364458j -0.0033675-0.00266266j 0.000664322+0.00559551j -0.00108604+0.000429602j 0.00184185-0.0047932j -0.000962439+0.000268119j -0.000314979+0.000526546j 2.0636e-05+0.00138895j -0.00243702-0.00462462j -0.00140659+0.000744869j 0.00144316+0.00216286j -0.000633153-0.000202703j -0.00113675-0.00196887j -0.00206958-0.00373932j -0.00439518-0.000505052j 0.00383+0.00396791j 0.00391289+0.00305285j -0.00123755-0.00597527j 0.00815752+0.0012706j 0.000360881-0.000115284j 0.000213714+0.00499825j -0.00273592-0.00820849j 0.0019067+0.0019662j -0.0016744+0.00177024j -0.00121867-0.00635175j 0.00244287+0.00749282j -0.0033691+0.0028143j -0.00236977+0.00427022j 0.00357529-0.00774555j -0.00245659+0.00238256j -0.00473601+0.000612231j 0.00672701+0.00533547j 0.00732112+0.000714154j -0.00788345-0.00220038j 0.00107167+0.0013072j 
-0.0021535+0.000308387j -0.00482484-6.82406e-05j 2.60066e-05+0.00139131j 0.00452703-0.00251439j 0.00324378-0.00217797j 0.00124257+0.000573272j 0.00556562+0.00128618j -0.000511603-0.000505307j 0.00383154-0.00453684j 0.0076591+0.00251844j 0.00192002-0.00349409j 0.00646412+0.00217546j 0.000459917+0.00105283j 0.00126134-2.15277e-05j -0.00110344-0.000423507j -0.00162861-0.00156139j 0.000343469-0.00153419j -0.00191384+0.00100073j 0.000993209-9.03767e-05j 0.00220488-0.00470635j 0.00282467-0.00140226j -0.00178859+0.0003127j -0.00345484+0.00174531j 0.00249976-0.00202033j -0.00181813+0.00450559j -0.00123691-0.00127286j -0.000777379+0.00143345j 0.00117029+0.00292024j -0.00230418-0.00383661j -0.0124789+0.0105545j -0.00800882-0.00161357j 0.00461641-0.0104496j -0.0029325+0.00223902j 0.00923096+0.00508102j -0.0159499-0.00281002j 0.000218679-0.00731275j -0.00284291+0.00268408j 0.00741137+0.0026195j -0.00334181+0.00297865j -0.00202424-0.00797342j -0.00843241-0.00887761j -0.000721145-0.00228008j 0.00304039-0.00138929j -0.000475416-0.00330964j -0.000143454+0.00400637j -0.00136671+0.00070038j -0.00425024-0.0011872j -0.000702036-0.000330807j 0.000636088+0.00154153j -0.0033601+0.00107175j -0.00359238-0.00168651j -0.00534975-0.00275507j -0.000267042-0.00112307j 4.90904e-06-7.76102e-05j -4.70518e-06-0.00183066j 2.46648e-05-0.00148173j -0.00323026-0.000455375j 0.0033127+0.00163231j 0.000601297+0.00273423j -0.000172387-0.00191552j -0.00291491-0.00253117j 0.000572126-0.000966599j 0.000971376+0.00185581j -0.000149556+0.000906651j -0.00119309-0.00122352j -0.0035563-0.00027464j -0.000583584+0.00205445j -0.00120106-0.00171726j -0.000187458-0.000355541j -0.00184593-1.86194e-05j 0.000568298+0.00207257j -1.24832e-06+0.000703862j -0.00144012-0.00557857j 0.00100177-0.00397775j 0.00185763+0.00165784j -1.93968e-05-0.00912719j 0.0021617-0.00340084j 0.00158742-0.00156025j -0.00258178+0.00720439j 0.00336704-0.00048579j 0.00738398+0.00114751j -0.005016+0.00667102j 0.00278789-0.00775222j 0.0042638+0.00546129j 0.00308325-0.00164224j -0.00372266+0.00432716j 0.00312245-0.00125975j -0.000746858+0.00917164j 0.00487406-0.00480533j -0.00235638-0.00295276j 0.00220887+0.00136182j 0.0037555+0.00204055j 
-0.00124263-0.00190483j -0.000823431+0.00216003j 0.00487142+0.00113642j -0.0010224+0.00132624j -0.00190717-0.00137577j -0.00115076-0.000211835j 0.000205593+0.00249616j -0.00465535-0.00024939j -0.00319013-0.00163483j 0.00253039-0.000311328j -0.00129536-0.00364696j 0.000148353+0.00200511j 0.00101673-7.9308e-05j 0.000728834-2.69876e-05j -0.000857305-0.000749369j 0.00122476-0.00157411j -0.000854569+0.000965445j 0.000721494+0.000805853j -0.00245292-8.33797e-05j 0.000929584-0.00176099j -0.00162228-0.000499803j 0.00274259+0.000155923j -0.00339968+0.00117221j 3.30269e-05-0.00021326j -0.00298512-0.00208372j 0.00270274-0.000522719j -0.00223309+0.000452383j 0.00561712-0.00350903j -0.00897569+0.000469308j 0.00125461+0.00403077j -0.0128905+0.00251501j -0.0120248-0.00817916j -0.00128183-0.00471886j -0.00953469+0.000426397j -0.00413058-0.00575751j 0.00949142+0.0101493j 0.00547435+0.0118192j 0.00280109-0.00676018j -0.0018233-0.0103736j 0.00698706+0.00028961j -0.00186543-0.00178533j -0.0033999-0.00711004j -0.0024358+0.000985923j 0.000675188-0.0021175j 0.0026282+0.00198425j 0.00170169+0.000932295j -0.00328056+1.96703e-05j -0.00361747+0.0011859j 0.00134365+0.00192652j -0.000166195+0.00132881j 0.00125069+0.000169222j 0.000224299-0.00113229j 0.000347007-0.0015187j -0.00204167-0.000369946j 0.000666504+0.000305286j -0.000229457-0.00113934j -0.000642361+0.00141894j 7.48678e-05-0.00105627j 0.00310886+0.000460548j -0.00121263-0.000945289j 0.00233641-0.000422544j -0.000401613-0.0017168j -0.0033914-0.000297131j -0.00237619-0.000799621j 0.000305388-0.0013305j -0.00273761+0.000171479j -0.00219822+0.000906837j 0.00311201+0.000418265j 0.00195029+0.00168427j -0.000150002+0.00242244j -0.00128885+0.00133772j 0.000886361-0.00190568j -0.000525235+0.000629226j 0.00370735-0.0040762j -0.00222308-0.000999389j -0.00323607-0.00252798j 0.00365867-0.00053048j 0.00352547+0.000359575j 8.63914e-05+0.00131939j -0.00356153-5.03117e-05j -0.00654622+0.00506132j -0.00572769-0.00434932j 0.011099+0.0036075j -0.00597954+0.00309759j -0.00351783-0.000792607j -0.00357938-0.00194135j 0.00164811+0.00204094j -0.00984508-0.0020805j -0.000140756-0.00551576j -0.000639127-0.0011849j -0.00173166-0.000760267j 0.00611286+0.00260031j 
