0.0111547-0.00266928j 0.000449595-0.00519473j -0.00358323+0.0045422j 0.0120849-0.00131558j 0.0031423-0.00192875j 0.00114175-0.0029701j -0.0064643+0.00242212j 0.00793857+0.00122014j 0.00952412-0.00425732j 0.000903992+0.00104492j -0.00173821-0.000317381j 0.00270137-0.00300513j -0.0139279+0.00188007j -0.00964482+0.00253298j 0.00468832+0.000651029j -0.00107613+0.00275222j 0.00131167+0.000666238j -0.00534231+0.00071289j 0.00137633+0.000227337j -0.00717669+0.00242328j 0.0095583-0.00141706j 7.70095e-06+0.00122346j -0.000430157-0.00158175j -0.00652536+0.00118596j 0.00709346-0.000879464j -0.00693005+0.00459895j 0.00249758-0.00362814j -0.00300948+0.00039803j 0.00931006-0.000784816j 0.00193534-0.000892124j -0.0141666-0.000971244j 0.00508344-0.00142207j -0.00504356-0.000205959j -0.00179613-0.00105753j 0.0111259+6.45085e-05j 0.00340369+0.000104806j 0.0113532+0.00251727j -0.00170701-0.000385185j 0.0069056+0.00224126j 0.00168799+0.00189566j -0.00372549+0.00103406j 0.00428244+0.000266149j 0.00337262-0.00125082j -0.0108931-0.00346148j 0.00578012+0.00454744j 0.00496671-0.000372141j 0.00966337+9.73418e-05j -0.00237062-0.00300628j 0.008048+0.00208591j 0.00362826+0.00485515j 0.00871442-0.00219713j 0.00866721+0.00654023j 
0.000699579+0.00195124j -0.000463888+0.00216399j 0.000475288-0.00232871j -0.00414075-3.20858e-05j -0.00100712-0.00306273j -0.00161189-0.00183166j -0.00128953-0.00075892j 0.00196961+0.00290117j -0.0100879+0.000232968j 0.00253066-0.000583148j -0.0025934-0.007197j 0.00163988-0.00761216j 0.0084594+0.00450097j -0.00489222+0.00601532j -0.00294771+0.00248422j 0.00416847-0.000117607j -0.00621181-0.0100406j -0.000205241-0.00087476j -0.00319691-0.00210563j -0.00242526-0.00626265j 0.00130057+0.000577814j 0.0040344+8.92403e-05j 0.00548803+0.00514383j 0.00486386+0.00232514j 0.00317911+0.00582009j -0.000576152+0.00305631j 0.00146911+0.00632344j -7.12782e-05-7.41258e-05j 0.0056423+0.00225917j -0.00118654-0.00418938j -0.000834644+0.00238124j -0.00106904-0.00107693j -0.00310861+0.000480849j 0.0035254+0.000528251j 0.00171399+0.000617217j 0.00221366+0.00193706j -0.000526713+0.00256885j -0.000819917-0.000645269j 0.00259424+0.00119465j 0.00220917+9.61824e-06j -0.00072348-0.000391913j -3.19014e-05-0.00323108j 0.000828996-0.00112398j -0.00187873-0.000180302j -0.00018902-0.00166222j 0.00144764+0.000844417j 0.00194915+0.00100895j -0.00268275-0.00037183j 0.00211475+0.00510986j -0.000873405-0.00129363j 0.000945535-0.00107045j -9.79342e-05+0.000108355j 
-0.000426956-5.6025e-06j 0.00118269+0.0011852j -0.00042746-0.000141964j 0.00173068+0.00308349j 0.000521609+0.000229163j 0.00389871+0.00122617j -0.000656788+0.00140875j -0.00200369+0.00349814j 0.0016847+0.00731937j -0.0111926+0.00182495j 0.00297774+0.00367718j 0.0073735-0.00617434j -0.00800664+0.00476744j 0.00654568-0.0060184j 0.000341956+0.00308946j 0.00300738-0.00261801j 0.00220822+0.00601289j 0.00341991+0.00322088j 0.00345638+0.00513436j -0.000768527+0.00390925j -0.005028+0.00344797j 0.00515989-0.00220435j -0.0110297+0.00245613j -0.00294811-0.00626556j 0.00936179-0.00994479j 0.00184691+0.00159511j 4.09134e-05-0.00364412j 0.000884399-5.39255e-05j -0.0115939+0.00236056j 0.00303806+0.000260135j -0.00122555-0.00154156j -0.000767543-0.000914666j 0.00199503+0.000700681j 0.00591645-0.00240177j -0.00134063-0.00209553j 0.000475422-0.00215747j -0.00838158-0.00531939j 0.0065785+0.0016545j 0.00215762+0.00153566j -0.0040825+0.000566283j -0.00302779+0.0022472j 0.00625405+0.00279408j 0.00114703-0.000300685j -0.00488543-0.000342765j 0.00239447+0.000401066j 0.000328224-0.000478033j -0.00074389-0.00295962j -0.00155626+0.000760213j 0.00288049-0.00186076j -0.000478448+0.000423055j -0.00100486-9.07481e-05j -0.000764442-0.000265546j 
-0.000685793+0.00257305j -0.00264376+0.0020464j -0.000703559-0.000936245j 0.0025015+0.00688507j 0.002258-0.00456797j 0.0031497-9.28811e-05j -0.00365969-0.00385459j 0.00176773+0.00655344j -0.00489269+0.00876688j -0.00350135-0.000387258j 0.00824606-0.00372209j 0.00331717-0.005594j 0.00712744-0.000309594j 0.00415813+0.0151412j 0.00382513+0.00568298j 0.00239221-0.00217092j -0.000261668-0.00453625j 0.000114572+0.00140903j 0.00446715+0.00553851j -0.00762422-0.00705993j -0.000482638-0.00324971j -2.67143e-05+0.00183743j 0.00351002-0.00453671j -0.00292027-0.00731486j -0.000909129-9.14598e-05j 0.00508194+0.00146665j 0.00284247+0.00543978j -0.000419357+0.000866427j 0.00154418-0.00942753j -0.00320383+0.00263526j -0.00317895+6.89831e-05j -0.00113343-0.00084393j -0.000184616+0.00302238j 0.00117348-0.00691338j -0.00328958+0.00209501j 0.000411934-0.000135545j -0.00188574-0.00749047j 0.00326261+0.00632968j 0.00234016+0.00110573j 0.00129227+0.000308835j -0.0015084-4.84415e-05j 0.000781582+0.00271506j 0.00163065+0.00233636j -0.00180353-0.0017204j -0.00133632+0.00159633j 0.00113487+0.000685902j 0.00148171-0.00226534j -0.00132839+0.00102502j 0.00224044-0.00282788j 0.00137119+0.000550143j 0.00141732+0.000469512j 0.000691474-0.00326026j 
0.0011923-0.00846919j -0.000801408-0.00261237j 0.000423337-0.0048461j -0.000821032-0.00219441j -0.00227726+0.0137016j 0.000940088-0.00440942j 0.00181194-0.00849271j 0.00628084-0.00272186j 0.00595836-0.00403726j 0.00111844-0.0142655j -0.0016068-0.00945754j -0.0162575+0.00372146j 0.00936504-0.00418953j 0.00324762+0.00311442j -0.00406183+0.00602407j 0.00129625+0.00160988j -0.0105828+0.00312831j 0.00420654-0.000514724j -0.0046664+0.00420221j -0.0070265-0.000993845j 0.00541067-0.000523623j 0.0043757-0.00249256j 0.000932229+0.00128888j -0.0030152-0.000520211j 0.000719692-0.00203845j -4.69721e-05+0.00338098j -0.00224577+0.00312547j -0.00445194+0.0010825j 0.0011059+0.000763825j 0.000659165-0.0051313j -0.00289372-0.000933812j 0.00263229-0.00322499j -0.00202237+0.00155249j 0.00062339-0.00254231j -0.000433751+0.000994854j -0.00084135+0.000777573j -0.00202769-8.37503e-05j 0.00167207+0.00188249j 0.000495541+0.00147881j 0.000846837-0.00250984j -9.94543e-05-0.00014037j -0.00306612+0.00272543j 0.00256835-0.00032705j -0.00169528-0.000477222j 0.00137606-0.00289693j -0.00108748+0.00132465j -0.00140174-9.11841e-05j 0.00172225+9.5443e-05j 0.00308242-0.00122132j -0.00294777+0.0012506j -0.00180104+0.00143983j -0.00137902+0.00221152j 
0.00229144-0.000320908j -0.000539048+0.00589407j -0.00341552-0.00592907j -0.0013026+0.00202441j 0.00325527-0.00346865j -0.00277012-0.00318347j -0.000985547-0.00748106j 0.00119252+0.00676553j 0.00221617+0.00326651j 0.0102014-0.00992953j 0.00886119-0.00754947j 0.000336059-0.00726648j -0.00492145+0.00105884j -0.00312091+0.00537074j -0.00372171+0.00837882j 0.000785074+0.000649655j 0.00908625-0.00402254j -0.00231137+0.000207248j -0.0032504+0.000564631j 0.00343489-0.000658448j -0.00481706-0.00128444j -0.00451995-0.00248835j -0.00220451+0.000608109j -0.00133527+0.00382259j -0.00225072-0.00100413j 0.000958697-0.000110728j -0.000138562-0.00464665j 0.00548194-0.000338416j -0.00536601+0.00332522j 0.00210818-0.00116422j 0.00267662+0.000613356j 0.00174919-0.0041005j 0.00169622+0.00262118j -0.00177202-0.00278883j 0.00326242+0.00156362j 0.000418627+0.0011504j 0.0015844+0.00205193j -0.0031964+0.000678675j -0.00410121+0.00205136j 3.56108e-06-0.000986014j -0.00368384+8.35459e-05j 0.000685777+0.000740188j -0.00109439-0.00194154j 0.000437108+0.00274816j 0.0014402-0.00116759j -0.00276925-0.00269446j 0.000951444-0.00216095j 0.00137735-0.000232606j -0.00190771-0.000712994j 0.00172229-0.00185049j 0.000864914-0.00346572j -0.00258741-0.000421807j 
0.00211457+0.00338766j -0.000614435-0.00305079j -0.000335843-0.000720233j -0.00308797-0.00391369j 0.002438+0.000929403j 0.00160147-0.000365753j -0.00504787+0.0031996j 0.00509851+0.00207992j -0.00117898-0.0020026j -0.0057119+0.0049866j -0.0055632+0.00419613j -0.00031381-0.000960417j 0.00336453-0.000585608j 0.00581362+0.000175817j 0.00472025+0.00331134j 0.000645529-0.00320157j -0.00589048+0.00226362j 0.00216409-0.00390522j 0.00369496-0.00054254j -0.002573-0.00551584j 0.0019397+0.000536273j 0.00182589-0.0021698j 0.00161117+0.00110265j -0.000255582-0.0016775j 0.00177273-0.000387034j 0.0015104+0.00285691j -0.000883555+0.0035279j -0.00125654+0.000648334j 0.000927177-0.00100434j -0.000633835-0.00243854j 0.000272124+0.00242329j -0.00199862+0.000131j -0.000347642+0.000916682j 0.000658422-0.0044657j -0.000827612+0.00244037j -0.00037852+0.000545231j -0.00248626+0.000343379j 0.00183703+0.00227679j 0.00251256+0.000306864j 0.00138962+0.000667576j 0.00121284-0.00136058j 0.00028047+0.00124957j 0.000541083-0.0014705j -0.000539749+0.00326633j 0.00076867-0.00182756j 0.00148596-0.00232241j -0.000540551+3.33733e-05j -0.000930838-0.00101269j 0.000326191+0.00403375j -0.000966458+0.000882347j 0.000184055-0.000464312j 0.000797457-0.00142091j 
0.00121665-0.00087252j -0.00126879-0.00168j 0.00175082+0.0025148j 0.00500447+0.00228932j 0.00342175+0.00379178j -0.00613803+0.00330555j 0.0015266+0.00198216j -0.00175552-0.00150904j -0.00699098-0.000384424j -0.00148289-0.0092496j -0.0107817+0.00811891j 2.82727e-05+0.00120802j -0.00641955-0.00202945j 0.00363138+6.30062e-05j -0.00581382+0.000867834j 0.0081585+0.00343299j -0.0120419-0.000549706j -0.00172162+0.00470643j -0.00223024+0.00481593j 0.000458247+0.000683668j -0.00481013-0.00204661j -0.00275163-0.000585984j -0.000896547-0.00160659j 0.00393656-0.00374711j 0.0115125-6.74351e-05j -0.00313223+0.000192862j 0.000525195-0.00565185j 0.00433069+0.000526927j -0.000748922-0.000565567j 0.000726297-0.000683088j 0.00357451-0.00446516j -0.000467444-0.00501258j 0.0017121+0.00175529j 0.00427797+0.00305319j 0.00463461+0.000773201j 0.00231956-0.0005643j 0.00356415-0.00277938j -0.00405543-0.000137503j -0.00425637-0.00141668j -0.00340718-0.00272551j -0.00261535-0.00736123j -0.00450127+0.00240971j -0.000350706+0.000825718j -0.00118435-0.0056204j -0.000677313+0.000691678j 0.000389619-0.00235066j 0.00192699+0.000237924j 0.00147401+0.00345045j 5.04098e-05-0.00269576j -0.00100749-0.000828047j -0.00131577+0.000197625j -0.000558024-0.00189208j 
0.00335454+0.00568313j 0.00180833+0.00152582j -0.00309999-0.00482676j -0.00624245-0.00693962j 0.00124581-0.00243881j -0.000534857-5.04114e-07j -0.00931258+0.00252008j 0.00767225+0.00455008j -0.00288053+0.00280204j -0.00508479-0.00114056j -0.00915367+0.000820242j -0.00155624-0.0026747j 0.00500254-0.0043602j 0.00710734+0.00365761j 0.00513944+0.00941349j 0.00170058-0.0053929j -0.00989785+0.00359245j 0.00380498-0.00230146j 0.000347146-0.000621242j -0.0025777-0.00527942j -0.000482305+0.000670669j 0.0027707-0.00389407j 0.00512912-0.00177079j 0.0031239+0.00170491j 0.00417552+0.00110196j 0.00253521+0.00416776j 0.00296452+0.0024525j 0.000121076-0.00126815j 0.000855844+0.000458904j -0.00165955-0.00296441j 0.0013233+0.00498788j -0.00397935-0.00108166j -0.000581556+0.00235577j 6.24229e-05-0.00401613j 0.00238583+0.0010469j 0.00134025+0.000923161j -0.000287224+0.00110005j -0.000930696+0.00421356j 0.00279798+0.00269134j 0.00215107+6.35888e-05j 4.85847e-05+0.000219552j -0.000453207+0.00153463j 9.86599e-05-0.0042361j -0.00185821+0.00589142j 0.00159198-0.00257031j 0.00240985-0.00349151j 0.000838371-0.00180925j -0.00130901-0.00299842j -0.00126298+0.00831078j -0.000738631-0.0012659j 0.00151597-0.00402993j -0.000738744+2.65583e-05j 
0.000577469-0.000652828j -0.00386667-0.00213033j 0.000255511+0.00113219j 0.000146256+0.00128057j -0.00753433+0.00319731j 0.00511973+0.00356387j -0.013497+0.0036714j 0.00014016+0.00333706j 0.00211025-0.00596486j 0.00745838-0.00490378j -0.00327218+5.86485e-05j -3.00778e-05-0.00111699j 0.00555421+0.00328054j 0.00464834+0.0011178j 0.000100322+0.00312335j -0.00810134+0.00314859j -0.00198646-0.00636147j -0.0107281+0.003915j -0.00372082-0.00138779j -0.00186921-0.00620453j 0.00196749+0.0025599j 0.00552892+0.00112198j 0.00249359+0.00288036j 0.00289019+0.000859962j 0.00477737+0.00398612j -0.000684547+0.00748797j -0.00274152+0.00267586j 0.00376538-0.00182269j -0.00834171-0.0020753j 0.003724-0.00347358j 0.00879325+0.000102418j 0.00402147+0.000362651j 0.00216315-0.00314819j -0.00486941-0.00175715j 9.92584e-05+0.00306179j 0.00191322+0.00129167j 0.00550388-0.00241832j -0.000123863+0.00320608j -0.00073937+0.00248922j 0.00596616+0.0025255j 0.00685948+0.00133692j -0.00151791-0.00121585j 0.00184984-0.000103239j 0.00553922-0.000555983j 0.00331972+0.00274152j 0.00459031+0.00423018j 0.00322878+0.000391573j -0.00386074-0.00390696j -0.000426785-0.000642937j 0.00203655+0.00186075j 6.26199e-05+0.0033606j -0.00312648-0.00368947j 
0.00198752+0.000450175j -0.0048562-0.00532941j -0.00284411+0.0044426j 0.00819605+0.00127616j 0.0131821+0.00065118j -0.00293948-0.00467659j -0.00694301+0.000958294j 0.00838499+0.00200094j -0.000255072-0.0128198j -0.00749048+0.000544362j -0.00331691-0.00363742j -0.00259459-0.000436828j -0.00312056+0.00539382j 0.00770083+0.00175373j 0.00657996-0.000401131j 0.00491949+0.00334983j -0.00162231-0.0147284j 5.56485e-05-0.00267153j 0.00806376-0.000585034j -0.00112631-0.00946764j -0.00110501-0.00132861j -0.006716+0.00083336j -0.00267122+0.00574572j -0.00706558+0.00154683j -0.0063982+0.00339008j 0.000351321-0.00328052j -0.00627726+0.00488609j 0.00139041+0.00034731j -0.0028179+0.00325804j 0.00132679-0.00402079j -0.00029091-0.00138596j -0.00194164-0.00546744j 0.00429691+8.06836e-05j -0.00607-0.00350226j 0.000378938+0.00795556j -0.0027606+0.00263485j -0.00414836+0.00103551j 0.00357299-0.000634997j 7.46068e-05+0.000640241j -0.00136472-0.000533421j 0.000154416-0.00685963j 0.00261591+0.0025202j -0.000344784+0.000654171j 0.00236869-0.00220815j -0.00114406-0.00129078j -0.00163724-0.00346028j -0.00377224+0.00167515j 0.00296459+0.00235669j -0.00571167-0.00536407j 0.00229419+0.000375972j -0.00144997+0.00194868j -0.00122094-0.00513854j 
-8.60507e-05+0.00209829j -0.00397441-0.00449351j 0.00229788-0.00292606j -0.00519797-0.000909012j 0.00955132-0.00154103j -0.0025911+0.0024926j 0.00200632-0.0102459j -0.00602512+0.00626285j -0.00872148-0.00302765j 0.00345885+0.00263374j 0.0027713+0.0074412j 0.00833503-0.00224429j -0.00507983+0.00871249j -0.00826497+0.00623132j -0.00941731+0.00551911j 0.0049008-0.0031627j 0.00338554-0.00289512j -0.00320396-0.00643413j -0.000797551+0.000623092j 0.00808363-0.0100851j -0.000474103-0.00119692j -0.000958733+0.000852022j -0.000964573+0.00567815j 0.00161916-0.00233309j 0.00179715+0.00184486j -0.00463396+0.00477245j -0.00379571+0.00228147j 0.002536+0.00329971j 0.00187626-0.00386209j 0.000769394-0.00302275j -0.00147086+0.00300041j 0.00148484-0.00121862j -0.00162358+0.0021459j 0.00818148-0.0048267j -0.00129958+0.00167416j -0.000624025+0.00215647j 0.00268255+0.00197232j -0.00531476+0.00269262j -0.0041608-1.20891e-06j -0.00310799+0.00239726j -0.00478037-0.00237967j -0.000681555+0.00210187j 0.0002175+0.00121606j -0.00256702+0.00174899j -0.00121171-0.00101549j -0.00227089-0.00140208j 0.00150121+0.00272256j 0.00222095-0.00130369j 0.000495475+0.00169348j -0.000902276+0.00191406j -0.000437751+0.00108461j 0.00335324-0.00249304j 
-0.00239659-0.00131523j 0.000748949+0.00136406j -0.00283217-0.00183136j -0.00764639-0.000597012j 0.00525319+0.00166429j -0.00448644-0.00340622j 0.00192039-0.000412826j -0.00220208-0.00590749j -0.00387149-0.0051287j -0.00075701-0.000153878j -0.00551276-0.00153677j 0.00312747+0.00766878j -0.00541411-0.00787449j -0.0031865-0.0030048j -0.000718488-0.00310782j 0.000800976+0.00167698j 0.00413927+0.00456556j -0.000451302-0.00581266j -0.00272797-0.000957434j 0.0014246+0.00546875j -0.000155484-0.00413824j -0.000877162-0.00184789j -0.00144804-0.00171909j 0.00272053+0.00506081j -0.000189976+0.00517383j -0.000686729-0.0020454j 0.0036112+0.000418923j -0.0012968+0.00400113j 0.00211201-0.000767929j -0.00216546-1.50736e-05j 0.000236547+0.00289051j 0.000402992+0.000378101j -0.00191256+0.000949875j 0.000816272+0.00452242j 0.00203814+0.000201711j 0.000436645+0.000889597j 0.000732277+0.00444267j -0.000370568-0.00305309j 0.000709013-0.00253882j -0.00124727-0.00354996j -0.00102582-0.00157139j 0.000422881+3.01877e-06j -0.00187168-0.00131407j 0.000518517+0.0012233j -0.00173279-0.00294818j -0.00101634-0.000986333j -0.000615105+0.00156007j -0.000985139-0.000769028j 0.00180885+0.00302156j -0.000542585+5.79578e-05j 0.000356444-0.00172974j 0.00192374+0.00345632j 
-0.00316227-0.00145348j 0.00393064+0.00180213j -0.00394377+0.000692803j 0.00271562+0.000713081j 0.000526101-0.00408593j -0.00591943+0.00385766j -0.0070115-0.00639143j 3.41889e-06-0.0016722j 0.000800082+0.00198153j -0.00665938-0.00594277j -0.00889802-0.00563693j -0.00373785+0.00264078j -0.00117606+0.000183503j 0.00536226+0.00352457j 0.00192592+0.00462092j 0.00182236-0.00528903j -0.00338189-0.00111132j -0.00221008-0.002185j 0.00122151+0.00225867j 0.000714328+0.00230198j -0.00310643+0.00105478j -0.000651165+0.00299529j 0.000836441+0.00153433j 0.00246133+0.00206278j 0.00152664+0.00167464j -0.00188168+0.000429362j 0.000594179+0.000173228j 0.00274722-0.000188188j 0.0011038-0.00186422j -0.00201218+0.000318016j -0.000595028+0.0022847j -0.0030164-0.000300674j 0.00311373+0.0013909j -0.000185873-0.00145053j 0.00158907-0.00257414j 0.00134288+0.000508395j 0.00242658+0.00190351j -0.00140585+0.0011569j -0.000766403+0.00105523j -0.0034698+0.00082663j -0.00304316+0.00432859j 0.000981002+0.000238562j -0.000341846+0.000543527j -0.00143716+0.000984295j -0.00199453+0.000418448j -0.00204325+0.00317903j -0.000313716+0.000262367j 0.00231013-0.00200041j -0.00148306-0.00114387j -0.00136731-0.000614253j -0.00148967-0.000714398j 0.000901207+0.00166287j 
-0.00635196-0.00367655j -6.21659e-05-0.00100928j -0.00387035+0.00161539j -0.00140313+0.00168512j 0.00177641+0.00233819j 0.000225007+0.0056091j -0.0107471+0.000691152j -0.00226631-0.00358794j 0.000644934-0.00328727j -0.0116798-0.00538132j -0.00773529+0.00368504j -0.000205767+0.0104708j -0.00112057-0.000625751j 0.00402005-0.00247897j 0.00586326+0.00532318j -0.00345306-0.00196248j 0.000767445+0.00619761j -0.0045498+0.00131754j 0.000779995+0.00511168j -0.00018732+0.00160496j 0.000731694+0.00138113j 0.00102568+0.000177342j 0.00121786+0.000553527j 0.00263463-0.00183555j 0.00187895-0.00266073j 0.00190262+0.00388508j -0.00174646+0.00114019j 0.00102144-0.00203805j -0.00189561-0.00148256j -0.00216113-0.0019341j 0.00261377-0.000888751j -0.00131314+9.80625e-05j 0.00225592-0.00262024j -0.00215251-0.000468813j -0.00021722-0.00318033j 0.00156736-0.00140335j 0.0036077-0.00234226j 0.00164702+0.00298916j 0.000868853+0.00215508j -0.000835896+0.00167547j 0.0012741+0.00415723j 0.00126276+0.00143532j 3.8359e-05+0.00032973j 0.00189864+0.000469666j -0.00134026-8.0939e-05j 0.00125694+0.00491718j 0.000857513-0.000148597j -0.00201317-0.00348718j 0.000899036-0.00204606j -0.00026762+0.00316396j -0.000965462+0.00321352j 0.000864605+0.00188261j 
-0.00155788+0.000399527j 0.00276401+0.00132586j -0.00424801+0.00209226j 0.000870311-0.000405873j 0.00184821-0.00528073j -0.0072691+0.00301688j -0.00652481+0.000153193j 0.00183194-0.00513498j -0.00143472-0.000852501j -0.00744162-0.00123666j -0.0130287-0.00230211j -0.000891209+0.00492772j -0.00426664-0.00280369j 0.00751834-0.00115166j 0.00355342+0.000603651j 0.00225913-0.00374j -0.00564016+0.000828852j -0.00137433-0.00327043j 0.00165508+8.89431e-05j -0.000216131+0.00369097j -0.00370643-0.000584222j -0.00223924+0.00286617j 6.4448e-05-0.000314197j 0.00333733+0.00370963j 0.00288176+0.00486622j -0.00189407-0.00145386j 0.00232041-0.000808895j 0.00191983+0.00118783j 0.000503296-0.000907507j -0.00156664+0.000666341j 0.000979864+0.00232014j -0.00365872-0.000218303j 0.00265526+0.000720253j -0.0013834+0.0019659j 0.00337736-0.00113225j 0.00129945+0.000445478j 0.00198478+0.00297127j -0.000881868-0.0013749j 0.000542774-0.000814216j -0.00316319-0.000820498j -0.00150838+0.00102771j 0.0010053-0.000409694j -0.00125534-0.00052306j 3.22971e-05+0.000450241j -0.0028745+0.000157721j -0.00144583+0.00109457j -0.00063644+0.000898757j 0.00116744-0.000953788j -0.00158478+0.000473369j -0.000515182-0.000657217j -0.000964018-0.00112567j 0.000435978+0.000917312j 
0.00528107+0.00198388j 0.00711243+0.00152693j 0.00395205+0.000960244j 0.0102762-0.00393154j -0.0158722-0.00561276j -0.00114507+0.00223423j 0.00343978-0.00445555j 0.00390254+0.00349516j 0.010722+0.012093j 0.00953943-0.000245951j 0.000121898-0.00900208j -0.0117824-0.0109294j 0.0065092+0.003054j 0.0053646+0.0054862j -0.00576173-0.00189036j 3.06356e-05-0.00511734j -0.0109643-0.00595141j 0.00308962+0.00260556j -0.00155711-0.00262406j -0.000911957+0.00233609j -0.00136477+0.00516744j 0.00231492+0.00469098j 0.000464069-0.000615185j -0.000629632+0.000750217j 0.000773217+0.000195043j -0.00497835-0.00229864j 0.00100128-0.00471132j 0.000300343-0.00162489j 0.000801828-0.00118225j 0.00435317+0.00424124j -0.00155085+0.00110678j -6.03572e-05+0.0032382j 0.00262684+0.000721048j -0.000176089-0.00175109j -0.000381084-0.0018614j -0.000240971-0.000379796j -0.000506937+0.00178059j -0.002412-0.00135349j -0.00136319-0.000647992j 2.9383e-05+0.00183248j -0.000192108+0.00491907j -0.00219513-0.00410068j 0.00188547+0.00139258j -0.00249834-0.000182707j 0.00203018+0.00316831j -0.00156566+0.00161878j -0.00062119-0.00149514j 0.00437447+0.000817785j -0.0028088-0.000270098j -0.00258326-0.00338477j -0.00142403-0.00258329j -0.00153275-0.00113944j 
-0.0103337-0.00125137j 0.00577412+0.00121716j -0.00437608+0.000268271j 0.00530151+0.00506802j 0.00221129+0.0094418j -0.00205773-0.00307857j -0.00510138-0.00835238j -0.00331608+0.00198842j 0.0058489-0.00548302j -0.0094608-0.0129598j -0.00857658-0.0161885j -0.00165971+0.00437705j -0.000634762-0.00239298j 0.000597934+0.00872901j -0.000744447+0.00495817j 0.00265679+0.00535823j 0.00324973-0.00837068j 0.00164917+0.00123848j 0.00195761+0.00865776j 0.006545+0.0035288j 0.00191451-0.00169544j 0.000647789-0.00115553j -0.00216061+0.00250202j 0.000796379+0.000632098j -0.00347378+0.00237798j 0.000478869-0.000232826j -0.00273288-0.000137572j -0.00150508+0.00172974j 0.000997473+0.00088265j 0.000190857-0.000658959j -0.00215561-0.00128533j 0.00154162-0.0034729j -0.00146658+0.00155102j 0.00275017+0.00109222j -0.0038587-0.000538704j -0.000887326-0.00167288j -0.0013306-0.00114554j 0.000288574-0.00132787j 0.000470591+2.06946e-06j -0.00184905-0.00215652j 0.00388376+0.00157162j -0.00105513-0.000576152j 0.000581044+0.0015192j -0.00155307-0.00204234j -0.000585085-0.000997875j 0.00383742+0.0034275j -0.00161496-0.00117923j -0.00108485+0.00167946j -0.00156941-0.00646746j 0.000119861-0.000163426j 0.000454643+0.000627583j 0.00424817+0.00398479j 
0.00586987+0.00371793j 0.0114916-0.000278059j -0.00812097-0.00221095j -0.0085271+0.00603531j -0.00966461-0.000742326j 0.000511808+5.83399e-05j -2.46801e-05-0.000869849j 0.00331501+0.00401877j 0.00909467+0.00450252j 0.00456088-0.00281807j 0.000779764-0.00438447j -0.00187931-0.00851675j -0.00551781+0.000653112j -0.00120897+0.00450747j 0.00420128+0.00126533j -0.00537619+1.191e-05j 0.0100734-0.00425916j -0.000500274-0.00264088j -0.00385692+0.00153629j 0.00759375-0.00114314j -0.00102881+0.00345708j 0.000378896-0.00127619j -0.00397263-0.00241435j 0.00415901-0.00159203j -0.000561138-0.000948688j 0.000831097-0.00148534j 0.000175356-0.0058691j -0.000429243-0.000887345j -0.000894635-0.000172051j 0.00164515+0.00250524j 0.00353259+0.00163034j 0.00177616+0.00236128j 0.000721923+0.00357752j 0.00104431-0.0015436j -0.00226917-0.00235741j -1.79132e-05-0.000777794j 0.00209372-0.000498577j 6.57961e-05+0.00349981j 0.00110652+7.90966e-06j -0.00100769-0.0016292j 0.00310561+0.00265439j -0.00028609-0.00175666j -0.00439461+0.0010404j 0.00499574+0.0036713j -0.000392216-0.00268785j -0.00111214-0.00134493j -0.00279411-0.00392304j -0.00323429-1.63357e-05j 0.00723548+0.00356863j -0.00187591-0.00137282j -0.00481648-0.00703629j 0.00391337+0.00079108j 
-0.00162311-0.000904666j -0.000277882-0.0022781j 0.0068784-0.00721973j -0.00196331-0.0118725j -0.00207552+0.0129515j 0.00434907-0.000952379j 0.00336066-0.00761915j -0.00519532+0.00171258j 0.00802146-0.00561532j 0.00525146-0.00359594j 0.00127137-0.00042949j -0.00152008+0.00652674j 0.00218294-0.00542173j -0.00401975-0.00227866j -0.00755845+0.00529431j -0.00307748+8.03877e-05j 0.00260255+0.00990872j 0.00402421-0.00239633j -0.000614971+1.94363e-05j 0.00710971+0.00293805j 0.00411982-9.81827e-05j 0.00405393-0.00188819j -7.94931e-05-0.00111531j -0.00185686+0.00139442j -0.00248228-0.00149567j -0.00269434+0.0033809j -0.00319789-0.000181778j -0.000805575+0.00129287j -0.000498453-0.00210569j 0.00462208-0.00314933j -0.00344209+0.00275038j 0.00432556+0.000389854j -0.00292801-0.00167578j 0.00289121-6.06862e-05j -0.00343859+0.000713176j -0.00183175+0.000469036j -0.000928805+0.00120527j -0.00411126+0.000933802j -0.00238389+0.000513925j 0.00278196+0.000695961j 0.00291087-0.000345806j -0.00340835+0.00169499j 0.00225097-0.00286501j -0.00403117+0.0033478j 0.00535743-0.000212143j 0.00291862+0.00010789j 0.00129351+1.78057e-05j 0.0019622-0.00263675j -0.00307582+0.00215852j -0.00130259+0.00159448j 0.0023284+0.00124668j -0.000765545+0.00189412j 
