0.0111547-0.00266928j 0.000449595-0.00519473j -0.00358323+0.0045422j 0.0120849-0.00131558j 0.0031423-0.00192875j 0.00114175-0.0029701j -0.0064643+0.00242212j 0.00793857+0.00122014j 0.00952412-0.00425732j 0.000903992+0.00104492j -0.00173821-0.000317381j 0.00270137-0.00300513j -0.0139279+0.00188007j -0.00964482+0.00253298j 0.00468832+0.000651029j -0.00107613+0.00275222j 0.00131167+0.000666238j -0.00534231+0.00071289j 0.00137633+0.000227337j -0.00717669+0.00242328j 0.0095583-0.00141706j 7.70095e-06+0.00122346j -0.000430157-0.00158175j -0.00652536+0.00118596j 0.00709346-0.000879464j -0.00693005+0.00459895j 0.00249758-0.00362814j -0.00300948+0.00039803j 0.00931006-0.000784816j 0.00193534-0.000892124j -0.0141666-0.000971244j 0.00508344-0.00142207j -0.00504356-0.000205959j -0.00179613-0.00105753j 0.0111259+6.45085e-05j 0.00340369+0.000104806j 0.0113532+0.00251727j -0.00170701-0.000385185j 0.0069056+0.00224126j 0.00168799+0.00189566j -0.00372549+0.00103406j 0.00428244+0.000266149j 0.00337262-0.00125082j -0.0108931-0.00346148j 0.00578012+0.00454744j 0.00496671-0.000372141j 0.00966337+9.73418e-05j -0.00237062-0.00300628j 0.008048+0.00208591j 0.00362826+0.00485515j 0.00871442-0.00219713j 0.00866721+0.00654023j 
0.00210184-0.00216185j -0.000109438+0.00422173j -0.00314868+0.00110356j 0.00184127+0.00396382j 0.000470925+0.00206086j -0.00351694-0.00605105j 0.000523107-0.00149753j -2.73571e-05-0.00127527j 0.00117783+0.000463071j 0.00122231+0.000911267j 0.000839675+0.00316348j 0.000660553-0.000218696j 0.00267425+0.0011421j -0.002439-0.00259416j 0.000525895+0.00128101j 0.00235735-0.00160112j 0.00428796-3.96137e-07j -0.000227324-0.00137436j -0.00236423+0.00336335j 0.00557424+0.0022894j -0.00122103+0.00661515j 0.00091429+0.000597726j -0.000137139-0.00266351j 0.00237622-0.00367204j 0.00360692+0.00318218j 0.00297577+0.00387675j -0.000337549+0.000235198j 0.00240974+0.00365314j -0.0105451-0.00798027j 0.00233775+0.00169202j -0.00572628+0.00512189j 0.00337949+0.00609759j -0.00263822-0.00328372j 0.003548+0.00915828j -0.000145528-0.000186254j -0.00477378+0.000418874j 0.00364746+0.00293289j -0.00147605+0.00311048j -0.00123398+0.0111049j 0.00388602+0.00443351j -0.000417392-0.00617635j -0.00131406+0.00334628j 0.00213126-0.00709898j -0.00101718+0.0048568j -0.0036736-0.000575222j -0.00412247+0.00834974j -0.000813326+0.00605036j -0.00106663+0.00322016j -0.00067332-0.00553588j 0.00720999-0.00443141j 0.0031467-0.00387191j -0.00189065-0.00220253j 
0.00168308+0.00378834j -0.00271069-0.00246656j 9.27356e-05-0.00421157j -0.00131673-0.00170978j -0.000583872-0.00207665j -0.00409606+0.00636142j 0.0017801+0.000176877j 0.0040705-0.00357191j 2.25951e-05-0.000262475j 0.000915026-0.00317331j 0.00305258-0.00392017j -0.00051259+0.00362479j 0.00238968+0.00169387j -0.00372037+0.00159392j 0.00272874+0.00110525j 0.00295799-0.000335195j 0.00503024+0.00128299j 0.000605657+0.000942507j -0.00890226-0.00286401j -0.000754556+0.00206595j -0.00112375-0.00755413j 0.00636236+0.00361918j -0.00370551-0.00111743j -0.000292952+0.00558495j 0.00350832+0.000538526j 0.000328636-0.00556058j -0.00123624+0.00320595j 0.002651-0.00226063j -0.00757994-0.00129068j 0.00252059+0.000487453j -0.00387996-0.00876168j 0.0055071-0.00349178j 0.00597645+0.000449833j -0.00281476-0.00831968j 0.00106313+0.00501523j -0.0029639-0.00297698j -0.0036942-0.0043824j 0.00424593+0.0018694j -0.000363696-0.00957123j 0.0027202+0.00666133j -0.00243174+0.00332709j -0.00179879-0.00694964j 0.00276552+0.000818769j -0.000715675-0.00714917j -0.00630084-0.00551722j 0.00379303-0.00110656j 0.0064802+0.00108065j -0.00126419-0.00244465j 0.00187516+0.001207j -0.00692586+0.00636052j -0.000716148+0.00285983j 0.00318307-0.00323746j 
0.000521484-0.00035104j 0.00144311-0.000860881j -0.00137386-0.00438569j -0.000686738-0.00337244j 0.00160935-0.000359674j -0.00732142+0.00884698j 0.00102351-0.0019381j -0.00324169-0.00289346j 0.000582631+0.00105352j 0.00251718-0.000542045j 0.00138331+0.0018313j -0.00315574+0.0044975j 0.000633268-0.000896959j 0.00141209+0.00154677j 0.00441392-0.000766675j -0.0017213-0.000515367j -0.00107316-0.00375494j 0.00507067+0.000880035j 0.00379949+0.003908j -0.00385822-0.00193395j 0.00622889-0.00593006j 0.00330979-0.000850922j -0.00128743+0.00626925j -0.00070078+0.0063283j -0.00171585-0.00322477j 0.0027405-0.0128849j 9.47643e-05+0.000835874j 0.00211901-0.00377482j 0.00141216-0.000419133j -0.00467819+0.00649819j 0.00655249+0.00342417j -0.000925092+0.0121662j -0.00274623-0.00518422j 0.00326755+0.00453237j 0.00616822-0.0040546j 0.00137457+0.0112383j -0.00567907-0.00290368j -0.000283204-0.00221665j 0.00582258+0.00430069j -0.00261536-0.00208356j 0.000706504-0.00718892j -0.00619495+0.0058488j 0.0048456-0.00470954j 0.000591523+0.00453778j 0.00366465+0.00398699j 0.00285024+0.00437882j 0.0140858-0.00090691j 0.00116814-0.00273063j 0.00274366-0.00382232j -0.00380866+0.00406039j -0.00168159-0.00387439j 3.17213e-05-0.00103186j 
0.00089215-0.00334675j -0.00425629+0.00322225j 0.000255483+0.00465277j 0.000504129+0.00260672j -0.00366779-0.00176824j -0.00180172+0.00176071j -0.00221802-0.00240368j 0.00304702-0.00114154j 0.00243318-0.00218093j 0.00201336-0.0011681j 0.000179285-0.00177438j 0.00114415-0.00143956j -0.00324527-0.00409946j -0.00489218+0.00194658j 0.00342753+0.000377035j 0.00209919-0.000818383j -6.34012e-05-0.00560334j 0.00277965-0.00152768j 0.0004591+0.0102977j -0.00417024-0.00196983j -0.00303044+0.0046543j 0.00604833-0.00188979j 0.00644629+0.00374976j 0.00270841-0.00500498j -0.00137705-0.00363656j -0.000445816+0.000717375j -0.00223366-0.00126328j 0.00164256-0.00192659j -0.0154424+0.00897325j 0.00597655-0.00595104j -0.0094906+0.00637352j 0.00550086-0.00931113j 0.000434363-0.000986805j -0.00544701+0.000428474j -0.0022876-0.00127291j -0.00370534+0.000709703j -0.00411753-0.00436053j -0.00157157-0.00756694j -0.00562778+0.000272742j 0.00538149-0.00498766j -0.00333518+0.000405157j -0.00367102-0.000408855j -0.00208694+0.00416478j -0.000209874+0.00296834j -0.010271+0.000198651j 0.00297474+0.00292244j 0.00257389-0.00194494j -0.00578686+0.000212117j -0.0027092+0.00338712j 0.00374278-0.00410644j 0.00364772+0.00398214j -0.00298735+0.0011236j 
0.000764918+0.00237164j -0.00130878+0.00021073j -0.000599503-0.00134366j -0.00118918+0.0026517j -0.000912295+0.00109983j 0.000286582-0.00369548j -0.000121043+0.00167608j -0.000215389+0.00161325j 0.000385218+0.000453869j 0.0038486-0.00174994j -0.000898226+0.00306234j -0.00392712-8.46152e-05j -0.00594195+0.00782319j -0.000588325-0.00335536j 0.00246223-0.000925709j 0.00326943+0.00399434j -0.00364121+0.00846778j 0.00505701-0.00312124j 0.00557094-0.0120771j -0.00761852+0.00798965j 0.0017469-0.000394172j 0.00233303+0.00504846j 0.0114077-0.00873113j 0.00229589-0.00152222j -0.00843089+0.00705517j -0.000770238+0.00311765j -0.00583152-0.00128485j -0.00339718+0.00246052j 0.00418802-0.0102111j -0.000543067+0.00149203j 0.00253977-0.00647695j 0.00323391-0.000180502j -0.00354981+0.00333069j -0.0011418-0.00489909j -0.00731803+0.00602355j 0.00785465-0.00744271j -0.00521373-0.00151938j -0.0107593+0.000479679j -0.00120135-0.00208093j -0.0128432+0.00603927j -0.00423905+0.000959826j 0.00604911-0.00283559j 0.005976+0.00505566j 0.00859388-0.00173794j 0.0030235-0.00392642j 0.000193314+0.000350938j -0.00470816+0.00348205j -0.00163759-0.000624074j 0.00122791-0.000753895j 0.00137618+0.00121641j 0.00101693+0.000667227j 0.00190527-0.00190178j 
0.00203999+0.00346705j 0.0021216+0.000210144j -0.00282046-0.00275688j -0.000559285+0.00108118j 0.00220622+0.00108595j -0.00138415-0.00831931j 0.00344158+0.000922861j -0.00352252-0.00420267j -0.00144733+0.00213899j -0.000550033+0.00442704j -0.00465658-0.00118467j -0.000961783-0.00610721j 0.00105823-0.000181339j 0.0038477-0.000720341j 0.000454815+0.00519076j -0.00189408-0.000290769j -0.000181006-0.00223179j 0.00107407+0.00809153j 0.00101298+0.0025261j 0.00405078-0.00482574j 0.00158925+0.00917892j -0.00396062+0.00633854j -0.00278456+0.0028494j 0.000964921-0.00125674j -0.000355118-0.0066753j 0.0072875+0.00720903j 0.00256282-0.00349165j -0.00216355-0.00106911j 0.00921433+0.000881705j -0.00429502-0.00634001j -0.000407121+0.00218084j -0.00328485-0.00485801j -0.00222658-0.003291j 0.00218337-0.00312232j 0.000234797+0.00692266j 0.000713425+0.000966281j 0.00737206-0.00532735j 0.00632039-0.00537755j -0.00225275+0.00209834j 0.000376076-0.00660864j 0.00277627+0.00275847j 0.00308046-0.00350541j -0.00339128+0.00371324j -0.00258488+0.00302141j -7.22161e-05+0.00699076j -0.00334536+0.00162462j -0.00455999+0.00929817j 0.00478527+0.000280459j 0.000385197-0.00266355j 0.00125427+0.00394802j -0.00106969-0.00401725j 0.00187072-0.00524039j 
-0.000947745+0.00379021j -0.00213002-0.00423493j 0.00322142-0.002819j -0.00118978-0.000766908j 0.000288022-0.00160734j -0.000919554-0.00402962j 0.000526872-0.000840208j 0.00443709+0.00299161j 0.00185625+0.00250447j -8.99622e-05+0.00528602j 0.000641295+0.000201032j 0.00185947-0.00345106j -0.00159579-0.00440816j -0.00316606-0.00773789j -0.000280429+0.00806205j 0.00154779+0.00532336j 0.00383064+0.00168566j -0.00175697+0.00482973j -0.00616295-0.00246025j -0.0029855-0.00712665j -0.00362024-0.00169015j -0.00208004+0.0114364j 4.89162e-05+0.00754175j 0.00373489+0.00563589j 0.00390382-0.00389571j 0.0013521+0.00050405j 0.000998688-0.00425558j 0.00313806+0.000425117j -0.00128639-0.0167412j 0.00373934+0.00303678j -0.00346874-0.010009j 0.00666497+0.00754654j 0.00572569+0.00144603j 0.003486-0.00557411j -0.00676138-0.00345033j -0.0025269-0.00192647j 0.0073059-0.00835911j 0.00523575-0.00318502j -0.000875319-0.00753443j 0.000597657+0.00282104j 0.00247662-0.00536796j 0.00372471-0.00388809j -0.00599539+0.00426642j -0.00207889+0.00353613j 0.00143696-0.0120613j -0.00519578+0.00232791j -0.0032722+0.00398453j 0.00083748-0.00362799j 0.00143657+0.00183826j -0.00405663-9.11171e-05j -0.00109727+0.00506985j 0.0034649+1.65281e-05j 
-0.000786484+0.000238576j -0.00103793+0.00224696j 0.00236998-0.00390477j -0.0026701+0.000989854j -0.00165855-0.00096677j -0.00440761+0.00849476j 0.001093-0.00385427j -0.00132821+0.00219316j 0.00276504-0.000769685j -0.0056762+0.00362782j -0.00472754+0.00533767j 0.00265859-0.00425137j 0.000548778+0.00173678j 0.00620095-0.0053792j 0.000687572-0.00218809j 0.00103453-0.00559048j 0.00152862-0.0021491j 0.00406126-0.00432004j 0.00311757-0.000414653j 0.000156323+0.00404701j -0.00421191+0.00284406j -0.00616468+0.00186416j 0.00604515-0.000887638j 0.00808132-0.00617456j 0.00209864-0.00163834j 0.00290319-0.00605999j -0.00417141+0.00377568j -0.00403325-0.00209599j 0.0106901+0.000656493j 0.00235857-0.00370129j -0.00293878+0.00545603j 0.0123589-0.00465141j -0.00183486-0.00129942j 0.000872318+0.00189409j -0.000265568-0.000378938j 0.00350844-0.00226664j 0.000481169+0.00165392j -0.00374696+0.00136579j -0.00393515+0.00159645j -0.0021027-0.000536145j 0.0072221+0.00171666j 0.00620685-0.00163978j -0.00725722-3.23714e-05j 0.00337473+0.000683582j 0.00356195+0.000654095j 0.00141932-0.000610713j 0.00790295-0.00342884j -0.00271924+0.000205551j 0.00308372+0.000400274j 0.00107288+0.000910729j 0.00180173-9.36794e-05j 0.000453057+0.000350087j 
-0.000467927+0.000248811j -0.00103195-0.000821143j 0.000640948+0.000378279j -0.00138861-0.000520918j -0.00113797-0.000513634j 0.00235656-0.000622747j -0.00132482-0.000229424j -0.00129802-0.00108903j 0.00126901+0.000410403j 0.00227857+0.0018202j -0.00268851-0.00180234j -0.00110665-0.00239697j -0.00652638-0.00396066j -0.000538149+0.000321637j 0.00538311+0.00235026j 0.000167976+0.00420887j -0.0078716-0.00245741j 0.0040599+0.0036746j 0.00864932+0.00453916j -0.010157-0.00616025j 6.26773e-05-0.00011951j 0.000501102+0.0016366j 0.0104563+0.00931401j 0.0019514+0.00259599j -0.00866345-0.00597035j -0.00283394-0.00120657j -0.000482487-0.00669613j -0.00285961-0.00368696j 0.00261862+0.00230835j -0.00211665-0.00110459j 0.00200938+0.000476243j 7.33388e-05+0.00271735j -0.000855247-0.00181032j 0.00151581-0.002152j -0.00445287-0.00406646j 0.00616022+0.00746292j -0.0034734-0.00665344j -0.00369548-0.0112625j -0.000762186-0.00284061j -0.00459219-0.00820614j -0.0025412-0.00353791j 5.80193e-05+0.00386732j -0.000946796+0.00608086j 0.00258045+0.00727602j 0.00101667+0.00187153j 4.94557e-05+0.000543975j -0.00219221-0.0023859j -0.000559608-0.00220492j 0.000310916+0.00113183j -2.11721e-05+0.00137211j 0.000237518+0.00169079j 0.000524323+0.000760422j 
4.6974e-05+0.000756159j 0.00125079-0.00237828j 0.000123678-0.000431948j 0.000343029-0.0018016j 0.00193041-0.00202843j 0.00151689-0.000708922j 0.000101742-0.00133839j -0.00026111+1.98259e-05j 0.00310023-0.00647491j -0.0014408+0.0058591j -0.0010717-0.0018852j 0.00250249-0.00317025j 0.00402154-0.00570451j -0.00335781+0.00303788j 0.00507074-0.0103312j 0.00622672-0.00772444j -0.00405757+0.00670152j -0.00519035+0.00276835j -0.00225629+0.00278585j -0.000251003+0.000111976j -0.000265104-0.00253129j 0.000293534-0.000733008j 0.00190772-0.00206032j 0.00285973-0.000193913j -0.00176285+0.00274945j -0.0044909-4.05646e-06j -0.0053774-0.00215321j -0.00871316+0.00430466j -0.00215441+0.00241061j -0.0108459+0.00706904j -0.00393965+0.00174942j 0.000464699-0.000519432j 0.0127836-0.00486839j 0.00546788-0.00319065j 0.00459953-0.00224146j 0.00638073-0.00161819j -0.00187326+0.00498036j -0.00676838+0.0028551j -0.00405387+0.000120969j 0.00726642-0.00247112j 0.00194088-0.00195865j -0.00185258+0.000852197j -0.00344757+0.00119051j 0.00209853-0.000587546j -0.000511173-6.46709e-05j -0.0022832+1.13962e-05j -0.00099949-0.00147628j 0.0013075-0.00033529j -0.000285807+3.74841e-05j -0.00133399+0.000848701j -0.00178445+0.000363846j 0.000239997-0.000137894j 
0.00238367+0.00141112j -0.00158413-0.000465979j -0.00173065-0.00184352j -0.00355724-0.000382442j -0.00164504+0.000130494j 0.00785419+0.00182263j 0.000750278+0.000482114j -0.00309559-0.00241861j -0.00278738+0.0018144j -0.00629346-0.00250227j -0.0055508-0.00499077j 0.00730096+0.000763592j -0.000693546+0.00011227j 0.00455544+0.000742029j -0.0026554+3.50978e-06j 0.000219147+0.00117585j 0.00299365+0.00149457j 2.54007e-05+0.00123617j -0.0015027-0.00112424j 0.00272022+0.000658459j -0.0116119-0.00449329j -0.00354565-0.00279653j 0.000270294+0.00371321j 0.00882981+0.00613171j 0.00408122-0.00084669j -0.00749839+0.00324481j 0.00387717+0.000529789j -0.000800367-0.00320347j 0.00729165+0.00334101j 0.00604928+0.00148708j -0.00452461-0.00786409j 0.0036751+0.00304469j -0.000796241-0.00352499j 0.000179405-0.00200681j -0.00320277-0.00255593j 0.00155989-0.000233734j 0.00331946+0.00565402j 0.00206035-0.000559473j -0.00263392-0.00704432j 0.000581537+0.000630509j 0.000344889+0.00505774j 0.00335385+0.004473j -0.00448177-0.00650701j -0.00378531+9.50341e-07j -0.00013111+0.00164159j -0.00113206-0.00436445j -0.00525401-0.00703413j 5.9037e-05+0.00141964j 0.00161493-0.000910227j 0.00286302+0.00788959j 5.46327e-05+0.0015791j -0.000476659-0.00349002j 
0.000686688+0.000178985j -0.00151013+0.00552489j -0.00297162+0.00134113j -0.000558939+0.00346041j -0.00297485+0.00107518j 0.000297429+0.0033655j 0.0012759-0.000292267j 0.00336964-0.010666j 0.000939727-0.00162084j 0.000959836+0.00112595j 0.00227701-0.00191562j -0.000321034+0.000557424j 0.00402872-0.007849j 0.00180003-0.00890729j -0.00142516-0.00138359j -0.00181579+0.00195973j -0.00702021+0.00435831j 0.0040685-0.00253499j 0.00341753-0.00515018j 0.00933614-0.00504896j -0.00217321+0.00329252j -0.00609566+0.0113132j 0.00571287-0.0028005j -0.0117342+0.00986513j -0.00396755-2.27386e-05j -0.00119418-0.00283974j 0.00123152+0.00443196j -0.00411607+0.00289511j 0.00296029-0.00696947j -3.92665e-05+0.000121533j 0.00608222-0.00427083j 0.00430005-0.00676308j -0.00365745+0.00144954j 0.0109699-0.00613882j 0.00262312-0.00155266j 0.00417647-0.00452314j 0.00479964-0.00394417j 4.20987e-05-0.0022128j 0.008929-0.00393666j -0.00129196+0.00234068j 0.00280202-0.00228183j -0.00350561-0.00219186j -9.8563e-05+0.00161376j -0.001386+0.000156633j -0.00528679+0.00224661j 0.00287144-0.000665718j 0.00181705-0.00223486j -0.00164642+0.00145813j -0.000874101-0.001221j 0.00356201+0.000628679j 0.00340324-0.0016138j 0.000153802-0.00159855j 
0.00264521+0.00026351j 0.00240504+0.000491727j -0.00364667-0.00269313j 0.000881187+0.000245108j 0.00391557+0.00209703j 0.000773932+0.00156149j 0.00162724-0.000524739j -0.00262479+0.000571684j 0.00671642+0.00459456j -0.00681669+0.000514878j -0.000165406+0.00146662j 0.00319907+0.00265793j 0.00613362+0.00581016j -0.0062503-0.00337289j 0.0124807+0.00393917j 0.0105855+0.00434602j -0.00385678-0.00669066j -0.00220962-0.00571794j -0.00878654-0.00135491j 0.000670138+0.00269873j 0.00151036+0.00414472j 0.00606482+0.000823216j 0.000528714-0.00114774j 0.00695249+0.000229285j -0.00190639-0.00317281j -0.000302577-0.00524091j 0.00291881-0.00549003j -0.00551404-0.00944154j -0.00453758-0.00642966j -0.00840723-0.0126251j -0.00747136-0.00369093j 0.000380545-0.00283604j 0.00592054+0.0117303j -3.39238e-05+0.00495329j 0.00403402+0.00882131j -0.000276706+0.0055914j -0.00644707-0.0015963j -0.00362247-0.00692915j -0.0046136-0.0023938j 0.00427053+0.00896454j 0.0031989+0.00228227j -0.00121065-0.0044907j -0.00155722-0.00392019j 0.000994221+0.00238183j -0.000592376-0.00148606j -0.00105037-0.000759319j 0.00221712-0.000867244j 0.000932329+0.00146866j 0.000496384-0.00340926j 0.00157919+0.00208771j -0.000990867-0.00253619j -0.00189846-0.00330704j 
-0.00024686+0.00185975j 0.00119866-0.000565937j -0.00335045-0.00618359j -0.00107251+0.000938499j -0.00131959+0.00044193j 0.00985667+0.0107822j -0.00489162-0.00217816j 0.0017158+0.0024491j -0.00208396-0.00183021j 0.0027413+0.00821121j 0.00452388+0.00614415j -0.0033106-0.00260304j -0.000563975-0.00129503j -0.00580344-0.00459835j -0.00391366-0.000420485j -0.00675393-0.00362499j -0.000302487-0.00626726j -0.00372207-0.00365694j -0.00126657+0.00143442j 0.00138469+0.00035545j 0.000151095+0.0034275j 0.00256139+0.00491237j -0.000792847-0.00262773j -0.00168405-0.00949504j 0.000129497-0.00632209j -0.00929314-0.00784719j 0.00531515+0.00575325j -0.000996219+0.00192137j 0.00263339-0.00919305j -0.000305835-0.00239696j 0.00400799+0.00523995j -0.0016429-0.0123236j -0.00051296-0.00194975j 0.00013262-3.71237e-05j -0.00171717-0.0025718j -0.00360058+0.000148511j 0.00093377-0.000324726j 0.0036091+0.00337545j -2.6693e-05+0.00335051j -0.000366652-0.000633884j 0.00217565-0.00970738j -0.00073079-0.00513288j -0.00239271+0.00829848j 0.000175453-0.00257947j 0.00119208-0.00500565j 9.74997e-05-0.00181908j -0.000861516-0.0136979j -0.000752656+0.00208273j 0.00249359-0.00426962j -0.000921605+0.00236314j -0.000375846-0.000194953j 0.00135896-0.000501061j 
0.00476777+0.00116138j 0.00113078-0.00204979j -0.00352513-0.00388941j -0.000410871-0.00136618j 0.0019717-0.000311755j -0.00218308-0.000939052j -0.000190785-0.00295512j -0.00799981-0.00218637j -0.0031981-0.00328282j 0.00391424+0.00341158j -0.00494822-0.000112388j -0.00218114-0.00184976j -0.00686573-0.00585839j -0.00643056+0.000418456j 9.32649e-05-0.00651512j 0.00179893-0.00586554j 0.00836681+0.00486249j 0.00249151+0.00377859j -0.0059015+0.000224713j -0.00497216-0.0011961j -0.000834699+0.00550167j 0.0121194+0.00679797j -0.00155135-0.00667487j 0.0124113+0.00442273j 0.000876918+0.00147729j 0.000133268-7.02357e-05j -0.00185523+0.00149462j 0.000811551+0.00660351j -0.00494305-0.00468588j -0.0010736+0.00720692j -0.00809651-0.00118833j -0.00217099-0.00602126j 0.00192533-0.00925559j -0.00601724-0.012505j 0.000397241+0.000346005j -0.00225743-0.00760928j -0.0031032-0.0029955j -0.00273386+0.00190362j -0.0075768-0.000400342j 0.00244179-0.00467251j -0.00148155-0.00242652j -0.0018186-4.35927e-05j 0.00172891+0.00268418j 0.0011639+0.00092026j -0.000118055+0.00182241j -0.00144428+0.00373324j 0.00210356+0.00145419j 0.000910937-0.00101913j 0.00108742-0.00250586j 0.00109101+0.00474952j -0.00197453-0.000747052j -0.00226804-0.00566484j 
0.0012089+0.00421322j -0.00265893+0.000407787j -0.00147347-7.11948e-05j -0.00103502+0.0039736j -0.00160099-0.0049523j -0.00461057+0.000514679j 0.00156819-0.00090354j 0.00737771+0.00155614j 0.00426427-0.00446118j -0.00125501+0.00194088j 0.000810398-0.00218849j 0.00169872-0.00886175j 0.00545539+0.0034039j 0.00430049-0.000608948j 0.00203124-1.90374e-05j 0.00198446-0.00418449j -0.00515247+0.00698224j 0.00167222+0.00606429j 0.00311232+0.00206275j 0.00777347+0.000544033j 0.0040908-0.0127184j -0.00652432+0.000141256j 0.000690267+0.00839456j -0.00185325-0.0114397j -0.000657242-0.000989332j 0.00258207+0.00161833j -0.00732908-0.000697472j -0.00637753+0.000956147j 0.000692819+0.00120223j -0.00404786+0.00557776j 0.000895302+0.0014103j 0.00488023+0.00514323j 0.00556967-0.00624389j 0.00636809+0.0029609j 0.00370724+0.000874486j 0.00355963-0.00035015j 0.00245738+0.00182547j -0.000873707-0.000354214j 0.00138906+0.0035502j 0.000982556+0.000266787j 0.00449981-5.08234e-05j 0.0015994-0.00588615j -0.00346962+0.0027591j 0.00199333-0.00212824j -0.00403381-0.00248328j 0.000839177+0.00207545j 0.00280111+0.00334548j -0.00211357-0.000406065j -0.00056142+0.000429609j 0.000633525+0.00173572j 0.000716176+0.00216392j 0.00194525-0.00289741j 
0.00285814+0.00200393j -0.000480902+0.00233075j -0.00158497-0.00122262j -0.000242337+0.00368743j -0.00144851-0.000990498j -0.00593244+0.0037664j -0.000239723-0.00229161j -0.00272283+0.00128882j -0.00274184+0.000605639j 2.36476e-05-0.0038426j -0.00435924+0.000339781j -0.00209571-0.00490696j -0.00654296+0.00618966j 0.000185085-0.00394922j -0.00328529+0.00554141j -0.00157808+0.00161352j 0.00678767+0.00138753j 0.00755139+4.90803e-05j -0.000962128-0.00356826j 0.000450273-0.000947875j 0.00349415-0.00581134j 0.00530933+0.00250176j -0.00222396+0.00384273j 0.00902569-0.00525993j 0.00297146-0.00139204j 0.00507926-0.00136659j -0.000111139+0.00309277j 0.00456543-0.0009603j -0.000489698-0.000818435j 0.00775948-0.000514282j -0.00248752-0.00129147j 0.000548519+0.000212069j -0.00624247-0.00172461j -0.008455-0.00183078j -0.00163342+0.00259151j -0.00759095-0.00236553j -0.00178152-0.00339513j 0.00226481-0.00150229j -0.00184506+0.000391441j -0.00550924+0.001016j 0.00134767+0.00162746j 0.00291506-0.00355427j 0.00114231+0.000877871j 0.0013742-0.000230647j 0.000407975+0.00100235j 0.00280474+0.00108012j 0.00573657+0.00102467j -0.00274992+0.000694412j 0.000953592+5.38086e-05j 0.00233131+0.00119037j 0.00105132-0.000311498j -0.000944565-0.003809j 
-0.000774396+0.00500277j 0.00182352+0.00318734j -0.00246653+0.00629824j -0.0010983+0.00408643j -0.00127712-0.00382218j 0.00459898+0.00251763j 0.00135221+0.00547685j -0.00410862-0.00339839j 0.00246456+0.00256579j 0.00147114+0.00310423j 0.00178943+0.00173885j 0.00496586-0.000138155j -0.00806285+0.00378611j -0.00553993+0.00613284j -0.00592017+0.00726477j 0.000766436-0.00278274j -0.00668604+0.00780159j -0.000847008-0.00673108j -0.00465367+0.00878852j 0.00569751-0.00340576j 0.0144262-0.000270511j 0.00611242-5.07735e-05j -0.00668501-6.6782e-05j 0.00751722+0.00293412j -0.0043514+0.00300405j -0.00598634+0.00399303j 0.00318446-0.00152235j -0.00323624+0.00328443j -0.00475654-0.00211242j -0.000983085-0.000923279j 0.000936832-0.00305235j -0.00728446+0.00114901j 0.00407805-0.00155295j -0.00519984-0.00129681j -0.00019501-0.00198001j -0.00250534-0.000660435j -0.000994917-0.00204798j 0.000985629-0.00100314j 0.000306366-0.00599682j -0.00246578+0.00400892j 0.00176141-0.00415793j 0.000728377+0.00160932j -0.000410401+0.000165444j 0.00198028+0.00040314j -0.00295678+0.00372977j 0.00259171-0.00383105j -0.00506066-0.001778j -0.00124012+0.00198513j -0.00375835+0.000689714j 0.002582-0.000524763j 6.71975e-05-0.00215805j 0.00224017-0.00195016j 
0.00090136-0.00226098j 0.00121179+0.00326799j -0.00476366-0.00357119j 0.000479868+0.00410271j 0.000740697+0.00475434j 0.00670163-0.00243191j -0.00283736-0.00685291j -0.00024278+0.000433878j -0.000184646-0.0063812j 0.0039482-0.00815761j 0.00455757-0.00957659j 0.00185683-0.00699136j 0.00140099-0.000280664j 0.000675674-0.00980808j 0.00217352-0.000724401j -0.00419091+0.00692894j -0.00386995+0.00348469j -0.0058818+0.00683457j 0.00893516-0.0130541j 0.00236294-0.00464965j 0.00390533-0.00961333j 0.00118375+0.00280217j -0.00201743+0.00265684j 0.000779021-0.0035128j 0.000551733-0.00197615j -0.00582763+0.0022923j 0.00373473-0.00213995j 0.00190638-0.00240202j -0.00616789-0.00125218j -0.00390481+0.000952377j 0.00346115-0.00207421j -0.00548341-0.00360159j -0.00443058+0.00369024j 0.004793-0.00415929j -0.00120548+0.00158016j -0.000603833+0.00141652j -0.0014174+0.000513609j -0.000729051+0.000258267j 0.000236407+0.00134837j 0.00212676-0.000181125j -0.00639638+0.000826329j -0.00168451-0.00170004j 0.00233345+0.000984955j -0.00080039-0.000509986j -0.00147384+0.000379288j -0.00169571+8.8211e-05j -0.00403592-0.00434645j 0.000530549+0.0027093j -0.000768575-0.00346437j 0.00316655-0.000431987j 0.000675119-0.00248711j -0.00137239-0.00121201j 
