-0.0121918+0.00250247j 0.00205121-0.00680828j -0.0128901+0.00411841j 0.00418062+0.00450469j 0.00329107-0.00222584j -0.00137627+0.00290719j -0.00614027+0.00249518j 0.00475521+0.00172251j 0.00802518-0.00182247j -0.000458557+0.000883188j 0.00226423-0.00137839j -0.00545689+0.00431577j 0.00935723+0.000701459j -0.00757122+0.000462072j -0.00297419-0.000543649j -0.00468751+0.00361008j 0.00546012-0.00391962j -0.00322628+0.000224624j 0.00440456-0.000579308j 0.00297906+0.000423933j -0.00511459+0.000139823j 0.00378064-0.000231683j 0.00513652-0.00098593j 0.00738936-0.00302297j 0.0024011-0.000465705j -0.00695464+0.00214034j -0.000199902+0.00227044j -0.000586378+0.00192705j -0.000379094-0.00188046j 0.000568073+0.000757622j 0.0057514-0.00150019j -0.00894403+5.25484e-05j -0.00085256+0.000497667j -0.00401539+0.00186167j 0.00117293-0.000872681j 0.00509455+0.000478898j -0.000651077-0.000613264j -0.00339564+0.00130132j 0.00695481-0.000724367j 0.00753229-0.000430586j 0.00890835-0.000184948j 0.00205227+0.00139523j 3.46189e-05-0.00137289j 0.00709978-0.000126517j 0.00209359+0.00180412j 0.0128448+0.000730657j -0.0038763-0.000497812j 0.00544613+0.00125648j 0.00678022-3.59324e-05j -0.00145739+0.00108794j -0.00275396+0.0012541j 0.00135757-0.00235278j -0.00230166-0.00112394j -0.00309071-0.000563776j -0.00913808-0.00151855j 0.0036644+0.00227307j -0.00322987-0.000400716j 0.00533221+0.00409798j 0.00128385+0.000484737j 0.00931652+0.000119017j -0.000166804-0.00186949j 0.0064126+0.00336412j -0.000475289-0.00296384j -0.00554593-0.00084676j -0.0075356-4.05211e-06j 0.00134794+0.00143263j 0.00654939-0.000685036j 0.00588395+0.00687185j -0.0110856+0.00148961j 0.00802145+0.00849341j 
-0.00149414+0.000413472j -0.000705271-0.000583526j -0.000398509-0.000693533j 0.000667811-0.000468099j 0.00107121-0.00106453j 0.00326103-0.00409823j -0.00023132-0.00180607j -0.000638781+0.00203507j 0.00104646+0.000700802j 0.00396324-0.00203878j 0.00255154-0.00615659j 0.0023617-7.65672e-06j 0.00134802-0.00169261j -0.00402241+0.00295516j 0.00113276+0.000876223j 0.00382034+0.000923946j 0.000197729-0.00103225j -0.000912085+0.00151958j 0.00217572+0.000940507j 0.0057234+0.00117692j 0.00244602+0.00163961j 0.00351024+0.00292786j -0.00390085+0.000932005j 0.00272818-3.7898e-05j 0.000326658+0.00199046j -0.00102821+0.00412586j 4.64819e-05+0.000923418j -0.00263628+0.00358495j -0.00466369-0.00215863j -0.00595267+0.000767837j -0.00260296+0.00127018j 0.00325321+0.0013047j 0.000474158+0.00641719j 0.0016578+0.00411203j 0.00475433+0.00632582j 0.00683847-0.0101708j -0.00165904-0.00171145j 0.00594467+0.00464606j 0.0127191+0.00067326j 0.00309106+0.00745659j -0.00473625-0.0006318j 0.0100457-0.00312908j 0.00787633-0.00318965j -0.00662219+0.00282334j 0.00181113-0.00388148j -0.00471958-0.00347085j -0.0102729-0.00704789j 0.00106754+0.0096974j 0.00955759-0.000131862j -0.00234513-0.00294533j 0.00782253-0.0121325j 0.00465411-0.000717101j 0.00284941-0.00030659j -0.000343377+0.00808671j 0.000692577+0.00146305j 0.00736397+0.00428184j 0.0112371+0.00123404j -0.00175424+0.0030629j -0.00381973-0.00355628j -0.00767246+0.0058273j 0.000473741+0.00166165j -0.00330826-0.0060173j 0.000330858+0.000347075j -0.000190391-8.5635e-05j -0.00525937+0.00178443j -0.000352912-0.00029385j 0.000858212-0.000946303j -0.000211091+0.000127987j 3.32758e-05-0.00115701j -0.000951727-0.00127194j 
-0.000511705+0.000445619j 0.000969602+0.00222998j -0.000120683+0.000407838j 0.000161424-0.000610609j 0.000827248-0.000918998j 0.00293298+0.00258975j 0.00107666+0.00100787j -0.000663999-0.00114024j -0.002449-0.000920461j 0.00160863-0.00097744j -0.000846867+0.0007566j -0.000985242-0.00110339j 0.000339532-0.00240066j 0.000627055-0.00177783j 0.000529987-0.00190472j -0.000697845-0.00183135j -0.00146163+6.07161e-05j -0.00237952+0.00440894j -0.000432771+4.69563e-05j 0.000430337-0.00290945j 0.00322911+0.000634947j 0.000627343-0.00391863j -0.00139039-0.00359753j 0.000245347+0.00237771j 2.80341e-05-0.00221658j 6.03006e-05-0.003106j -0.000434253+0.000542645j -0.00105057+0.000476306j -0.000768647+0.000816764j -0.000804243-0.00121606j -0.00185311+0.00558272j 0.00131097+0.00434309j -0.000339697-0.0038672j 0.00350361+0.00536355j -0.00706498+0.00302231j 0.00398018-0.000164776j 0.00306604+0.00405612j 0.00110006+0.000988516j 0.00640248-0.000349997j -0.00397726+0.00266135j -0.00369933-0.000140824j 0.00109168+3.8359e-05j 0.000569047-0.00277029j 0.000228861-0.00254422j 0.000985192+0.00143533j 0.000464215-0.00113739j 0.0012558+0.00818046j -0.00570483+0.000485697j 0.00762048+0.00197569j 0.00559376+0.000810961j 0.00514869-0.00580693j -0.000364195-0.00354804j 0.00885002+0.00139677j -0.00487718-0.00638485j -0.00654664-0.00202601j 0.00167459-0.0101069j 0.000749462-0.00135442j -0.00902065-0.00271579j -0.00265386+0.00277853j 0.00280495-0.00451922j 0.00300414+0.00148806j 0.00110694+0.0116774j 0.000213358+0.000245234j -7.32338e-05+0.000567766j 0.00122724-0.00227932j 0.000932668+0.00238027j -0.000585095+0.00237478j 8.38728e-05-0.000894864j -0.000958292+0.00368748j 8.74328e-05+0.00228771j 
-0.000247907+0.00266403j 0.00152763-6.28828e-05j -0.00172799-0.00211924j 8.8019e-05+0.00170254j 0.00126404+0.00127539j 0.00174398-0.00218117j -0.000630784-0.00170539j -0.00234648-0.000753406j 3.79915e-05+0.00161718j -0.000883164+0.00125332j 0.000435611-0.000201913j 0.000568367+0.00363059j 0.000779374+0.000235397j 0.000698545+0.0038147j -0.0009915-0.00171541j 0.000983177-0.0002756j -0.000780705+0.000738985j 0.000675865+0.00127826j 0.000113454-0.00285489j 0.000895659+0.00325076j 0.00318816+0.00109901j 0.000846751+0.00470278j -0.00274077+0.00247659j 0.000167643-0.0010603j -0.00084527+0.00163166j -0.00052403+0.00510686j 0.00121865-0.000590188j -0.00603332-0.00482071j -0.00232759+0.00181821j -0.000747431+0.0021563j 0.00384063-0.00151034j -0.000582009-0.00391262j -0.00526635-0.00114572j 0.00277974-0.00440812j 0.000248155-0.000858977j -0.00110878-0.000969573j 0.00375178+0.00463317j -0.00112379+0.00131917j -0.00270454-0.00555516j 0.0024491-0.00891476j 0.000385333-0.00099751j -0.000370234-0.00644453j 0.0025305-0.000446548j -0.00350789+0.00265446j -4.94313e-06-0.00376515j -0.00533953+0.00941256j 0.000751251+0.0120538j -0.000943145-0.0120445j 0.000868524+0.00437915j 0.000359847+0.00114774j -0.0101254-0.00320467j 0.000495908-0.00890501j 0.00191727+0.00355617j -0.00580042-0.00197731j 0.00303879-0.0080109j -0.00139837-0.0048931j -0.000916681-0.000642803j 0.00183857-0.00797011j -0.000263477+0.00426624j -0.000976312-0.00363743j -0.00372218+0.00257492j 0.00287423+0.00540188j 0.00185727-0.00516424j 0.000977646-0.00148512j -0.00262209+0.00111912j 0.000919952+0.000740278j 0.00301202-0.00307529j 0.00162729-0.00111257j 0.0026032+0.00170642j -0.000819156+0.00104576j 
-0.000930064-0.000641365j -0.000701113+0.00113127j 0.000104753+9.42456e-06j -0.000200789-0.00123614j 0.00133397+0.000368374j 0.000949042+0.00217023j 0.00112317+0.00182016j 0.00141739-0.000596763j -0.000342873+0.00167592j 0.000706705-0.00134043j -0.000145912+0.00342576j -0.000757856+0.00183706j -0.000250259+0.00142518j -1.42975e-05-0.0046535j 0.00196107-0.00140654j -0.00042122-0.00373567j 0.000248512+0.00165369j -0.00106119+0.00108818j 0.00171849+0.00101901j 0.00392997-0.00227703j -0.000224862-0.00312455j 0.000273644-0.00043206j -0.00148583-0.000166382j -0.00227815-0.000247574j 0.000648605+0.000144177j -0.00397189-0.0032199j 0.000549217-0.00395109j 0.0028463+0.00217438j 0.000466617+0.00419499j -0.00139971-0.00122266j -0.00119549-0.00346606j 0.00213112+0.000537419j 0.00447105-0.00993526j 0.00409433-0.00783989j -0.00175212-0.0021999j -0.00380278+0.00699665j -0.00338802+0.00430446j 0.00131128+0.00283783j 0.00889932-0.00457583j -0.00272133-0.000295973j -0.00524507+0.00253652j -0.00207154+0.00196144j -0.00290859+0.00162711j 0.00281423-0.00792333j 0.00166469+0.00758609j -0.00499816+0.00276483j -0.00120226+0.00265759j 0.00652761-0.00548473j 0.00138203-0.000460698j -0.000793712+0.00227879j -0.00171341+0.00464597j 0.00160119-0.0027035j 0.00683248-0.00425828j 0.00794668-0.0011208j 0.000283112-0.00240951j 2.50257e-05+0.00118536j 0.00143327-0.000863203j 0.00068061+0.00132461j -0.000887153-4.29139e-05j 0.00673695-0.00524419j 0.00214708-0.00439849j 0.00260356-0.00116235j -5.00148e-05+0.000795627j -0.00116252+0.00336718j 0.00235771-0.0014829j 0.00140935-0.00295673j 1.25416e-05-0.000347376j 0.000256931-2.15486e-05j -0.000440822+0.000897904j -0.000114283-0.000754476j 
0.000504091-0.0020268j 0.000657654-0.00165455j 0.000571873-0.00277602j 0.00124669+0.00334239j -0.000754492+0.00385272j -0.000847134+0.000997296j 0.00101745-0.00135052j -0.00258382+0.00126676j -0.00222721-0.000556985j -0.000257129+0.00133726j 0.00137322-0.00434454j -0.000134766-0.00254562j -0.00212524+0.00172052j 0.00138062+0.0053004j 0.00227412-0.000128001j -0.00107167-0.00217301j 0.00100305-0.0012261j 0.0016053-0.00591023j -0.00158046-0.00394317j -0.0042497-0.000534143j -0.00498714+0.00506154j -0.00251886-0.00121601j 0.00187619+0.000624239j 0.00289678+0.00122304j 0.00164421-0.00223458j -0.000202491+0.00160624j -0.00108285-0.00232497j 0.00272769+0.00329866j 0.00299968-0.00812028j 0.00190523-0.00551735j -0.00214179+0.00150648j 0.0054531+0.00658834j -0.00136916-0.000118761j 0.00492675+0.00684272j -0.000477917-0.00621595j -0.00267129+0.000696486j 0.00399916-0.00887568j -0.0111063+0.000832856j 0.00403403+0.00896529j 0.00558625+0.00405247j 0.00120246+0.00219925j 0.00338676+0.00256382j 0.00484045-0.00724424j 0.00522303+0.000672159j -0.000468304-0.00439807j -0.00378638-0.00471061j 0.00633946-0.00172881j 0.000169858+0.00321446j -0.0021861-0.00174535j 5.65904e-05+0.000749157j -0.000996594+0.00228083j 0.005288+0.00383573j -0.00739575+0.00258968j 0.00108867-0.00398361j -0.000197256+0.00345909j 0.00725818-0.00726097j -0.00084669-0.00181856j 0.000578368+0.000862644j 0.00589157-0.00278966j -0.00214011-0.000377104j -0.000781911+0.00254591j -0.00113109+0.0064582j 0.000238888-0.000823695j -0.00111236+0.00060709j 0.000647231-0.00191387j 3.20479e-05-0.000262796j 0.0011497-0.00106971j 0.00225382-0.0014707j -0.000513749+0.000910048j 0.00214572-0.000818413j 
-0.00119375-0.00178587j 0.00040419+0.000421775j 0.000571802+0.00100905j 0.000130883-0.00441963j 0.000941451-0.000236858j 1.82196e-05-0.000414123j 0.000247294+0.000799249j -0.000127627+0.00265411j -0.000452119-0.00105614j 0.000210311+0.000981179j 3.88573e-05-0.00359293j 0.000253919+0.00086486j 0.000158513-0.000958923j 0.00122983-0.000456313j 0.000757236+0.00499959j -0.0011117-0.000908921j -0.00152869+0.000994729j 9.15274e-05-0.00648409j 0.000630974-0.00276761j 0.00364024-0.00209151j 0.000778329-0.0044283j -0.000281693+0.000883537j -0.00494373+0.00441285j -0.000842941-0.00307176j -0.00160135+0.000406308j -0.0027421+0.00609655j 0.0053877-0.00408249j -0.00173883+0.00473259j -0.000460801+0.00172195j 0.00164582+0.00169154j 0.00264324-0.0122084j 0.00166888+0.00119525j -0.00249989-0.00249054j 0.00434133-0.00734662j 0.00260327-0.00565574j -0.00333081+0.00157061j 0.0012574+0.000845071j -0.00545519+0.00237649j 0.00213281+0.00120623j -0.00206956+0.00166447j 0.00162708+0.00219974j 0.00554068-0.00385579j 0.00336487+0.000139182j -0.000111747+0.00222556j 0.00380088-0.00163549j -0.00717605+0.00509806j -0.00194117+0.00205012j 0.00413322-0.00482961j 0.00283234-0.000211863j -0.00749471+0.00593664j -0.0118066+0.00425788j 0.00580985+0.000338557j 0.000489393+0.00194074j 0.00236791-0.00231263j 0.00452257-0.00495171j 0.00150964+0.00287502j 0.00492297-0.00326538j 0.00169326-0.00145486j 0.00298159+0.000342497j -0.000117461-0.00012339j -0.00327071+0.000457611j 0.00318092-0.000968995j -0.00163695-0.00378263j -0.00235224+0.00217056j -0.00260273+0.00190612j -0.00122528+0.00129132j -0.000906852+0.00116048j -0.00147287+0.0021794j -0.000279407+0.00201393j -0.000391153-0.000831958j 
8.02952e-05+0.000729817j -0.000475842-0.000259184j -0.000834773+0.000164035j -0.00191277+0.00266532j -0.000805147-0.00322043j 0.0010516-0.00099059j -0.00166189-0.000509561j 0.00184827-0.000682977j 0.0023175-0.00172672j 0.00057857+0.00172191j -0.000490179-0.00320737j -0.000283057-0.00144801j 0.00144409-0.00419609j -0.000798449+0.000293207j -0.00800914+0.00407871j 0.0012592+0.000892541j -0.000588605-0.00333129j 0.00154889-0.00163057j 0.00272917-0.00621188j 0.00304273-0.00641108j 0.00854668+0.000826721j 0.00242065-0.00122985j -0.00245291+0.00335581j -0.00433956+0.00238744j 0.00316828-0.0016561j -0.000558192+0.00263369j -0.0011394-0.00192445j -0.00187655+0.00534227j -0.00283329+0.00236668j -0.00565841+0.00421389j 0.00936318-0.00443983j -0.00995329+0.00137671j 0.00709269-0.00644651j -0.00240843-0.00639989j 0.00315795-0.00401638j 0.00130719+0.00336435j 0.00245953-0.000627225j 0.00877988+0.00614504j -0.00551248-0.00406994j -0.00662344+0.00154728j -0.00724665+0.00420879j -0.00705982-0.00360237j -0.00206754-0.00373809j -0.00284517-0.00520322j 0.00460462+0.000480422j 0.00491889+0.00622259j 0.00509713-0.00541399j 0.00273701+0.00103719j 0.0033125-0.00293779j -0.00246784+0.000561771j -0.00465038+4.20929e-05j -0.00239596-0.00326413j 0.00445923+0.00167973j 0.0113918-0.00355952j -0.000745088-0.00251032j -0.00778121-0.00714944j 0.00418815+0.000949677j -0.00467209+0.00414741j 0.00122414-0.00122536j -0.00134957+0.0023318j -0.00215271+0.00315266j -0.00270133-0.000411753j 0.00193537+0.00400721j 0.00277244-0.00207918j 0.000244697-0.000866248j -0.000214268+0.00275182j -0.000647331+0.000828478j -3.06945e-05-0.000590136j -0.000643205-0.000709679j 0.000519752+0.00114261j 
-0.000572965-0.001568j -0.000593822+8.73524e-06j 0.000380101+0.00102242j 0.000726644-0.0032995j 9.16504e-05-0.000761086j -0.000924035+0.00209642j -0.00105476-0.000526824j -3.43767e-05+0.00102396j 0.000238592+0.000611598j -0.000481776+0.00369335j -0.000835904+0.00296008j -0.00186252-0.000707724j -0.00273281-0.00267337j 0.00228772-0.00370486j 0.0036458+0.00459933j -0.00171539+0.00225206j -0.00131728+0.00344932j -0.00130667-0.0016682j -0.000509302+0.00316135j 0.0037942+0.000771445j 0.000287104-0.00344108j -0.000561905-0.00064719j -0.00260081-0.00169282j -0.00331697-0.00195812j -0.0037304+0.000576427j -0.00346365-0.00206361j 0.00502395-0.00149472j -0.00161004+0.00135423j 0.00290992+0.00237047j 0.00523186-0.000646506j 0.00171165-0.00605751j -0.00131857+0.00358941j -0.00459852-0.000201127j -0.00269913-0.00105371j -0.00406706+0.00107547j 0.00136378+0.000177679j 0.000532943+0.00398829j -0.00426445+0.00274923j -0.00232664+0.00774514j -0.00527186+0.00229165j 0.00513604-0.00539983j 0.00388621-0.00308727j 0.000544079+0.00340925j -0.000397221+0.000287046j 0.0023591+0.00355935j -0.00184114-0.00326977j -0.00184242+0.00206131j -0.00504376-0.00150278j -0.00177294+0.00250476j -0.00277955+0.00399444j -0.00222239+0.001586j 0.00372044+0.00103577j 9.78993e-05+0.00419803j -0.00573711-0.000439851j 0.00163592-0.00293254j -5.77945e-05+0.00814697j 0.000244553+0.000642094j -0.00197632+0.00230963j 0.00275119+0.00239077j 0.00392527-0.000708344j -0.00111454+0.000182791j 0.00293993-0.000307285j -0.00253111-0.00349411j -0.00225602+0.00131377j -8.94531e-05-0.000497511j -0.00195746+0.00308558j -0.00047142-0.00020455j -0.000656102+0.00211618j -6.4208e-05+0.00109543j -0.000173393-0.00201304j 
-0.000712867+0.000278484j 0.000129368-0.000970543j -0.00013655+0.00230496j -0.0010956-0.00201042j -0.000145774-0.00216411j 0.000741344-0.0024272j -0.00178681+0.00046935j -0.000169376+0.000638421j 0.00149704-0.00144372j 0.00148014-0.00591453j -0.000157525-0.000649927j 0.00171511-0.00360425j 0.00208319-0.00167614j -0.00105602-8.31536e-05j -0.00190024-0.00290685j -0.00270571-0.00702421j 0.00284553+0.00150008j 0.00079492-0.00166292j 0.00286606+0.000899268j -0.00321309-0.00206246j 0.00139666-0.00713524j -0.00150626-0.0044179j -0.00196991+0.00309807j 0.00483579-0.00354041j 0.00063826+0.00363244j 0.00845764-0.00279416j -0.0022742-0.000479981j -0.00597281+0.00538949j -0.00120341+0.00372756j -0.00280416+0.000293043j -0.00261155-0.0010701j 0.0024586-0.0052626j 0.00290343+0.00596888j 0.00820511-0.00165493j 0.00843655-0.00413143j -0.00401745+0.0011101j -0.000945435+0.00275964j 0.00433273-0.0105531j 0.000526309-0.00312197j 0.0031296-0.00489107j -0.00112277+0.00166182j 0.0011882+0.00588033j 0.0043422+0.00102204j -0.0023096+0.00465173j -0.00596508-0.000459964j -0.0028708-0.00101785j -0.00693796+0.00771877j 0.00632574-4.2446e-05j 0.00126216-0.00541051j -0.0017818+0.0023446j -0.0102054+0.00822241j -0.00827044+0.000131512j -0.0014754-0.00482083j -0.00126377-0.000259437j -0.0030678+0.000946245j 0.00503064-0.00041838j 0.00421199-0.0026548j -0.000175449-0.00166835j -0.00120615+0.00211973j 0.000852081-0.000494578j 0.00429917-0.00448671j -0.00156845+0.00162731j -0.000926401-0.00246204j -0.000194303+0.0010062j 0.00130855-0.000460489j -0.000626881+0.00112726j -0.00176963+9.18158e-05j -0.00150945+0.00149941j 0.00127062+0.000894306j 0.000283457-0.000832274j 
0.00147166+2.50844e-05j 0.000130606-0.000971522j -0.000103943+1.19975e-05j 0.000744665-0.000803652j 0.00116976+0.00133582j 0.000612364-0.000111j 0.00183905+0.00157991j 0.00169655+0.00170915j 0.000262016-0.000198259j 0.000590181+0.00164171j 0.000751677-0.000825451j 0.000589131+0.00212604j -2.44468e-05-0.00127822j -0.000280287-0.000649516j -0.0024398+0.00363783j 0.000419384-0.000352955j -0.00188758+0.0029509j 0.00387401-0.000701429j -0.00383698+0.00141282j 0.00155652+0.00181721j 0.000163169-0.00634215j -0.000296694+0.00166465j -0.00104349+0.00102799j 0.000125793-0.00278309j -0.001375+0.00360736j -0.00561569-0.00107616j -0.00110135-0.00107521j 0.00430678+0.00683158j -4.56373e-05+0.000209845j -0.000800159-0.00125788j 0.00547459-0.00381829j -0.00150551+0.00483741j -3.08821e-05+0.00819036j -0.00314091-0.000424625j 0.00131035+0.00070459j 0.00158319-0.00311107j 0.00179255-0.00357172j 0.00518159-0.000274606j -0.0070066+0.00875161j -0.0050323+0.00101056j 0.00247036-0.004746j -0.00189557-0.00491607j -0.00561235-0.0076818j -0.00281133+0.00729513j 0.00239495+0.00264245j 0.00521237-0.000397107j 0.00862015+0.00486448j 0.000502178+0.00209138j 0.000298086-0.00108833j -0.00398342+0.000858758j -0.00338134+0.00105365j -0.00286984-0.00392648j 8.97421e-05+0.000152293j -0.00416582+0.0112092j 0.0007561-0.00139568j -0.0111759-0.00329184j 0.00231584-0.00452676j 0.00039877+0.00500446j -0.000967237-0.0030487j -0.00172079-0.000596875j -0.00093001+0.00068757j 0.00141364-0.00138517j 0.00200504+0.00612228j 4.60541e-05+0.000562736j 0.000513722-0.00045092j 0.00139482-0.00336282j 0.000687265-0.000618035j -0.00160922-0.00199833j 2.73509e-06-0.00147519j 0.00106448+0.00196209j 
0.00168034+0.000411733j 0.000400203-0.00028054j 0.000588466+0.00122249j 0.00108068-0.00429876j 0.000578575-0.000797965j 0.000419603-0.000901859j 0.000520792-0.00118738j 0.000433602+0.0028699j -0.00155723+0.00200739j 0.0024914+0.000683642j -0.000974006+0.00172445j 0.00154664+0.000668227j -0.000823121-0.00187885j -0.00252215-0.00223654j 0.00293056-0.00219014j 0.00162456+0.00254773j 0.0020327-0.00156137j -0.000404106+0.00183868j -0.00370802+0.00311858j -0.00389224+0.000188799j -0.00434612-0.000675342j -0.00117276+0.000451487j 0.000449734-0.00113475j 0.00420714-0.00625434j -0.00268086+0.00116795j 0.00532529+0.000630039j 0.00144873-0.00355356j 0.00127287-0.00502806j -0.00479165+0.00583492j -0.00226624+0.000141907j -0.00491382-0.000907649j 0.00758231-0.00450854j 0.0039909+7.51155e-05j 0.01071-0.0109475j 0.00200374+0.00463665j -0.000518194+0.00182459j -0.0102247+0.00683328j 0.00124812+0.0114057j 0.0148706-0.0082323j 0.0062733-0.00216087j 0.000329936-0.00523805j 0.00424318-0.0121418j -0.00563742+0.00108126j 0.00833137-0.00102367j -0.00637776+0.000126012j -0.00524974+0.0110996j -0.00290339+0.00622849j 0.0101938-0.0038272j 0.000915945+0.000500136j 0.000602971+0.00463077j 0.00386839+0.00313914j 0.00672228-0.0109689j 0.00140694-0.000377103j 0.000840568+0.00446655j 0.00535263-0.00403009j -0.00237191-0.000474877j 0.000830045+0.000465136j -0.000161307+0.00114946j -0.00578339-0.000502184j 0.00134586-0.000573299j 0.00169701+0.00147882j 0.00518013-0.0036077j 0.000444734+0.00436682j -0.000195906-0.00147353j -0.000456114+0.000736548j -0.00022872+0.000267081j 0.000886747+0.000866239j -0.00284366-0.000119271j -0.000112753-0.00151076j 0.000173051+0.00234778j 
-0.000568447-0.000656989j -0.00010169-0.000739222j -0.00101144-6.36376e-05j -0.00019973-0.000529847j 0.0010161+0.000472499j -0.00034089+7.86072e-05j -0.000599681+0.000609577j 0.000353598+0.00071196j 0.00176274+0.000502329j 7.80116e-05-0.000382109j -0.00036232+0.000254557j 0.000279535-0.00112129j -0.000831104-0.00199343j 0.00110784-0.000252074j 0.00132508+0.00242045j -0.00217057-0.00149244j 0.00107046+0.00401294j 0.001678+0.000360784j 0.000656591+0.00457063j 0.000760634+0.0037586j -0.00108141-0.00506107j -0.00272199-0.000580013j -0.00178406-0.000519819j 3.33094e-05-0.00133499j -0.00011249+0.00287901j 3.14341e-05-0.00607409j -0.00255845+0.00126982j 0.0012549+0.00598374j 0.00412435+0.000403222j 0.000806311-0.00249799j 0.00423321-0.000384192j -1.7851e-05+0.00439293j -0.00129026+0.00774063j -7.71168e-05+0.00479696j 0.00250969+0.000532491j -0.00316123-0.00495389j 0.00326138-0.00161642j 0.00103089-0.00647803j -0.010364+0.00802483j 0.00178724+0.00355323j 0.00380155-0.00432372j -0.00214115-0.00164444j -0.0035985-0.00309062j -0.00220324+0.00701691j -0.00434049+0.00257723j 0.00105285-0.0081768j 0.00307924+0.00546047j -0.000946041+0.00527134j -0.00439523-0.0036927j -0.00198878-0.00034736j -0.00725777-0.00465284j -0.00842962+4.1266e-05j -0.00550349-0.00221711j -0.00682733+0.0079154j -0.000975747+0.00221538j -0.00228879+0.00176456j -0.00134444-0.00708681j 0.000161119+0.00655687j 0.00173957+0.00193294j 0.00110973-0.000384583j 0.000611569-0.00244521j -0.000827325+0.00113146j -0.000792006-0.00144266j -0.000670772+0.00388389j 0.00137765-0.000405272j -0.000911197-0.00133628j -0.000893843-0.00278075j -1.52084e-05-0.000326748j 0.000926462+0.000955074j 0.000421094-0.00157035j 
0.00177662-8.54228e-05j -0.000925789-0.00149511j 0.00155992+0.00119296j 0.000983873-0.00152438j -8.90707e-05-0.000690607j -0.000425229-0.000644683j 0.000765861-0.00164314j -2.80313e-05+0.000673601j -0.00170987+0.000339383j -0.000219125-0.00216536j 0.000984452+0.00235471j -0.00135373-0.0017663j -0.00250678+0.00330399j -0.000588831+0.000177883j 0.00110818-0.00551438j -0.00102448-0.00501226j -0.00394757+0.00522724j 0.00125765-0.00288046j -0.0019574-0.000436316j 0.000132456-0.00327477j 0.000303226-0.00340201j 0.00294742-0.00329611j 0.00142723+0.00201796j -0.000784504-0.00378229j -0.00305159+0.00456765j -0.00601748+0.00436976j 0.0020197-0.00192188j -0.00122894+0.00239498j -0.000159978-0.00195818j 0.00352808-0.00262226j -0.00568093+0.00254145j 0.00279459-0.00587476j -0.00205933+0.0103678j -0.00595273+0.00237379j -0.00067632-0.000698295j 0.00602527+0.000785351j 0.00297082-0.00131614j 0.00293096-0.00692626j 0.00632589+0.00333895j -0.00792922-0.00899171j 0.000703668-0.00358898j 0.00248936+0.0058591j 0.00822677-0.00356944j -0.00327777+0.00332548j 0.0109665+9.14018e-05j 0.00362475-0.00258206j 0.00178389+0.0035137j -0.00704545-0.0032442j 0.00598316+0.00030572j 0.00201626+0.00227143j 0.000345687+0.0131111j 0.00266026+0.00189312j 0.00467347+0.00232626j -0.00509752+0.00303784j -0.00508571-0.000651094j 0.00383667-0.000377743j 0.00406037+0.00434816j 0.000825997-0.00502103j -0.00242047-0.00180507j -0.000246168-9.63332e-05j 0.00392056-0.00155039j 0.00133934-0.000175357j 0.00114736+0.00214221j -6.17267e-05-0.00316413j 0.0011295-0.00183337j 0.000801301+0.000137149j 0.000684786+0.0012023j -0.00142596+0.000664498j 4.70581e-07-0.00244855j 0.00118047+0.000498793j 
