-0.0121918+0.00250247j 0.00205121-0.00680828j -0.0128901+0.00411841j 0.00418062+0.00450469j 0.00329107-0.00222584j -0.00137627+0.00290719j -0.00614027+0.00249518j 0.00475521+0.00172251j 0.00802518-0.00182247j -0.000458557+0.000883188j 0.00226423-0.00137839j -0.00545689+0.00431577j 0.00935723+0.000701459j -0.00757122+0.000462072j -0.00297419-0.000543649j -0.00468751+0.00361008j 0.00546012-0.00391962j -0.00322628+0.000224624j 0.00440456-0.000579308j 0.00297906+0.000423933j -0.00511459+0.000139823j 0.00378064-0.000231683j 0.00513652-0.00098593j 0.00738936-0.00302297j 0.0024011-0.000465705j -0.00695464+0.00214034j -0.000199902+0.00227044j -0.000586378+0.00192705j -0.000379094-0.00188046j 0.000568073+0.000757622j 0.0057514-0.00150019j -0.00894403+5.25484e-05j -0.00085256+0.000497667j -0.00401539+0.00186167j 0.00117293-0.000872681j 0.00509455+0.000478898j -0.000651077-0.000613264j -0.00339564+0.00130132j 0.00695481-0.000724367j 0.00753229-0.000430586j 0.00890835-0.000184948j 0.00205227+0.00139523j 3.46189e-05-0.00137289j 0.00709978-0.000126517j 0.00209359+0.00180412j 0.0128448+0.000730657j -0.0038763-0.000497812j 0.00544613+0.00125648j 0.00678022-3.59324e-05j -0.00145739+0.00108794j -0.00275396+0.0012541j 0.00135757-0.00235278j -0.00230166-0.00112394j -0.00309071-0.000563776j -0.00913808-0.00151855j 0.0036644+0.00227307j -0.00322987-0.000400716j 0.00533221+0.00409798j 0.00128385+0.000484737j 0.00931652+0.000119017j -0.000166804-0.00186949j 0.0064126+0.00336412j -0.000475289-0.00296384j -0.00554593-0.00084676j -0.0075356-4.05211e-06j 0.00134794+0.00143263j 0.00654939-0.000685036j 0.00588395+0.00687185j -0.0110856+0.00148961j 0.00802145+0.00849341j 
0.000886592+0.00148604j 0.00192691+0.000989166j 0.000483081+0.00106579j -0.000512864+0.000391876j -0.000490408-1.2772e-05j 0.000928943+0.000166907j 0.000676941+0.00316834j -0.00075974-0.000702801j -0.00165452-0.00157198j 0.000733994-0.00125634j -0.000622303+0.000808648j 0.000236385+0.00253998j 0.000856298+0.000537488j -0.000898946+0.00123547j -0.00104661-0.00304005j 0.00608053-0.000894721j -0.00583498-0.0023503j 0.00255126+0.00703929j 0.00167019-0.00330082j -0.000583237-0.000997689j 0.00943085-0.000240956j 0.000764457+0.000725173j -0.0028101-0.00178829j 0.00508198+0.00362857j -0.00459253-0.00153204j 0.000251163-0.00550919j 0.00314309+0.004366j -0.00859282-0.00118669j -0.0035942+0.00112935j 0.00094501+0.00365243j 0.00434468+0.00420527j -0.00238249+0.000283562j -0.00283347-0.00467674j 0.000850267+0.00175802j 0.00495924+0.00450309j -0.00114469-0.00265674j 0.00228351+0.00389187j 0.00797967-0.00302188j -0.00793682-0.00546384j 0.00210673-0.00510908j -0.00202631+0.00544807j -0.00649475+0.00560479j 0.00531936+0.00528909j -0.00579532-0.00264095j -0.00163399+0.00407729j 0.00494307+0.000650127j -0.00710476+0.00230376j 0.00319139+0.00170302j 0.00518575+0.00216568j 0.000318425-0.00803093j -0.00825409-0.0108948j -0.00269799+0.000758174j 0.00559275-0.00242767j -0.0042661-0.00377548j 0.00033703+0.000214826j -0.0014653-0.00411967j 0.00159261+0.00499587j -0.0010408-0.00138482j -0.00122711+0.00133647j 0.00255914+0.000404068j 0.00235548+0.000677225j 0.000402371+0.0029828j -0.000100249+0.00235128j -0.000325515-0.00178315j 0.00108459+0.00240359j 0.00502626+0.000691985j 0.000624826+0.00303476j -0.000179058-0.000610698j 0.000683807+0.00120193j -1.31865e-05+0.00352119j 
-0.000805483-0.00196532j 0.000301006-0.00034685j -0.00046746-0.00123639j -0.00168251-0.00191544j 0.00322088+0.00553089j -0.000374572+0.00347248j 0.00126014+0.00156481j 0.000418485+0.000111357j 0.00418646+0.00121122j -0.000736451-0.00173313j 0.00496141+0.000286405j -0.000684454+0.00313742j 0.00354599+0.00976589j -0.0017001-0.00273182j -0.00257314-0.00180352j -0.000244341+0.00104781j 0.00462847-0.00055252j -0.000813194-0.00204205j 0.00620631+0.00862902j 0.00734747-0.00279631j -0.00211618+0.00458366j -0.000479764+0.00358964j -0.00297658-0.00975124j -0.00403351-0.00208413j -0.000247125+0.00219536j -0.0033716-0.00303305j -0.000395048-0.00223544j -0.00410549-0.00379599j 0.00248359-0.00944234j -0.0033958-0.00748731j -0.00242826+0.00703694j -0.00230736-0.00205787j 0.000923623+0.0090739j -0.00316589+0.000786801j 0.0015372+0.00886211j -0.00048462-0.002376j 0.000209958+0.00416786j 0.00282043+0.0040436j -0.000142254-0.00292994j -0.00735723-0.000699726j -0.00467645-0.00589595j -0.00296311-0.00191371j -0.00176465+0.00564329j -0.000222322-0.00507448j 0.000987149+0.00533797j -0.00221217+0.00154728j 0.00453476-2.61157e-05j -0.0057239+0.00126561j -0.00114345+0.00679348j -0.00149104+0.000350275j 0.00554727-0.00691227j -0.00160501-0.00294517j 0.00104332+0.000754443j 0.0031956+0.00646733j -0.000570206+0.00210507j 0.00475432+0.0015322j -0.000904062+0.003594j 0.00406505-0.00475835j 0.00231204-3.95199e-06j -0.0017506-0.00445206j -5.55479e-05-0.00463654j -0.000886408-0.00495271j -0.000878275+9.41817e-05j -0.00216043+0.00506998j 0.000806274-0.000769973j -0.000303409-0.00326011j -0.00128263-0.00260581j 0.000417794+1.13506e-05j -0.00111772-0.000212622j -0.000568203-0.000494349j 
-0.0010383-0.000710679j -4.49883e-05+0.0017126j -3.53167e-05-0.00103736j -0.00157108+0.00102298j -0.00160917+0.00302828j 0.000534101+0.00379563j -0.00107453+0.00453616j 0.000884939-0.00229096j -0.000327405+0.000311892j 0.00162558-0.00173712j 0.000215113+0.000565036j -0.000431522-0.00312073j 0.00491249-0.00312442j 0.00465013-0.0104979j -0.00234038-0.00524156j 0.000708897-0.00192245j 0.00510781+0.00180546j 0.00448576-0.0093878j 0.00267879-0.00292202j -0.00846979+0.0180177j 0.000663013+0.00343254j 0.000856302-0.00790349j -0.00256173+0.000260025j 0.0019111-0.00286455j 0.00189165+0.00511423j -0.00106377+0.00352714j 0.000209053-0.000637247j 0.00609346-0.00328181j -0.00468961+0.00856441j 0.000528962-0.00801159j 0.0110345-0.00411081j 0.00411694-0.0187j -0.000595691+0.00270259j 0.00292466-0.000988055j 0.00207695-0.00209529j -0.00691059+0.00464732j 6.56214e-05+0.00210835j -0.00426877+0.00641689j -0.00482924-0.00424961j 0.00267848-0.00621595j 0.0012106-0.00390442j 0.00379705-0.00230904j -0.00580324-0.0032036j -0.00260847-0.000746059j -0.00121349-0.00412027j -0.00242155-0.00162061j -0.000593538-0.000942515j 0.00109719+0.000381184j -0.000767154-5.91586e-05j -0.00199582-0.00347342j 0.00156376+0.00188811j -0.00130837-0.0015717j -0.00256878+0.00252347j -0.00151237+0.00157828j 9.71529e-05+0.000502693j -0.00395918-0.00221187j -0.00106431+0.00223019j -0.000163969-0.00284842j 0.000605237-0.00106925j 0.00170932-0.00261055j 0.00111956-0.00246447j 0.000333004+0.000327341j -0.000356374+0.000376019j -0.00101313+0.000232603j 0.000842297-0.00164525j 0.00152811-2.92743e-05j 0.000256352+0.000938754j 0.000919415-0.000303268j -0.00069425+0.00156689j -0.000333473-0.000506263j 
0.00125028+0.00111958j -0.000385047-0.000636255j 0.000138733-0.000390028j -3.37734e-05+0.00152337j -0.000177991+0.00100238j -0.00096985-0.000800063j -0.000370711+0.000367419j -0.000499761+0.000170474j -8.27434e-05+0.00186651j -0.00197034-0.00152785j 0.000425563+0.000856816j 5.98655e-05+1.50581e-05j 0.00131226-0.00220921j -0.000978933-0.00303597j -0.000757346-0.00161436j -0.00487093-0.0010385j -0.00648473-0.00536186j 0.000705486-0.000341473j 0.00251524+0.00161244j -0.00510585+0.0012494j -0.000735222+0.000337664j -0.00120102-0.00292248j 0.00802847+0.00258793j 0.00484335-0.00488201j -0.0041526-0.00623209j 0.0068117-0.000664689j -0.0052426-0.00633555j -0.00213347-0.00661554j -0.00092813-0.000202582j 0.00348621+0.00276349j -0.00250725+0.00152013j 0.00495504+0.00402246j 0.00288051+0.00852192j 0.00725039+0.00297781j -0.000503518-0.000471182j 0.00238579+0.00485484j -0.00757731-0.00613554j -0.00566104-0.00951948j -0.00153534-0.000141458j 0.00110181-0.00397197j 0.00402145+0.0017079j 0.00441243+0.0018888j -0.00212161+0.00404588j -0.000235256+0.000490072j -0.00654649-0.000893598j 0.0011094+0.00344772j -0.00147681+0.0021967j 0.00102274+0.000303987j -0.00195212-0.00210982j 0.000656875+0.00251523j 0.00229261+0.00129728j 0.00133759+0.000795446j -0.00308929-0.00100711j -0.00366097-0.00438845j -0.000299972+0.00350372j -0.00185406-0.0018865j -0.00143272+0.00163354j -0.00310707-0.00160309j -0.00145459+0.00141059j -0.000142768+0.000672145j 0.000604999-0.00127512j 0.000671674+0.000353381j -0.000150881+0.000417281j -0.000326461-0.00125078j 0.000640579-0.000617895j 0.000336826-0.000142004j 0.00127194+8.54448e-05j 1.80686e-05-3.42115e-05j 0.0006823-0.00118966j 0.000420427+0.000545722j 
-0.000209557+0.00156479j -0.000956954+0.00164145j -0.000646481-3.62099e-05j -0.000489074+0.00277289j -0.000452092+5.39793e-05j -0.000464083-0.000788404j 0.000884126+0.00314999j 0.000835322-0.00164313j 0.00132755+0.000283018j 0.000728057-0.000857001j -0.00112932-0.000620858j 0.0022691-0.00135356j -0.00271613-0.00634613j 0.00114857-0.00425809j 0.00514241+0.00291239j 0.00404659-0.00103608j -0.00390313-0.00585998j 0.006536+0.000769618j 0.00885878-0.00138444j -0.00162795+0.0014316j -0.00223715-4.69707e-05j 0.00731701-0.000398311j -0.00551503+0.00598148j -0.00110573-0.00208191j 0.00158217-0.00468415j -0.0141224-0.00218817j 0.00247187-0.00353599j 0.0059482+0.00194953j -0.000377456+0.0018097j 0.00253221+0.00534463j 0.00300915-0.0053538j 0.00837923+0.0102224j -0.00182929-0.0014392j -0.0035367+0.000224807j 0.00270544-4.07503e-05j -0.00471336+0.0013386j 0.00734074-0.00114042j 0.00446476-0.00381988j 0.00311176+0.00655716j 0.0037163+0.00404233j -0.00364318+0.00291344j -0.000208446-0.000886872j 0.00156514+0.00387871j -0.00325865-0.00152137j 0.0082768+0.0093904j -0.000809611+0.000951559j 0.00205012+0.000462504j 0.000686155-0.00178893j 0.00587448+0.00171985j -0.00138726+0.00347705j -0.00248175-0.00698273j -0.00165724+0.00489785j 0.0015093+0.00118028j 0.0058437-0.000150447j -0.00153203-0.00216151j 0.00179589+0.00517338j 8.34113e-05-0.000995608j 0.00220724+0.00543144j 0.00174262+0.000366263j 0.00052524-0.000366401j -0.000670013+0.00124292j -0.00285646+0.000329952j 0.000111953+0.000498998j 0.00156284+0.00134258j -0.000717736+0.000608314j 0.000686038-0.00055993j -0.00122946-0.000470516j 0.00138508-0.000412548j -0.000451494-0.000336606j -0.00139964+0.000433188j 
-0.000525091+0.00209915j -0.000189041+0.00193859j -0.00281799-4.46501e-05j -0.000801866+0.00139285j 0.000288307+0.000660698j -0.000519224-0.000144176j 3.1313e-05+0.00182127j 0.000692511-0.00489995j 0.00508341+0.00311292j 0.00183446-0.00174107j 0.0013891+0.000536364j 0.00583736-0.000591325j -0.000501569+0.00111875j 0.000595119-0.0011846j -0.00155817+0.00229646j -0.00320624-0.00332616j -0.00119179+0.00245036j 0.00207192+0.00023517j 0.00873207+0.0110502j -0.00401012+0.00271605j -0.00127695+0.0052862j 0.00248015-0.00016223j 0.00888898+0.00319433j 0.00105173+0.00503296j -0.00413854-0.0106342j 0.00298239-0.000240438j -0.00788126-0.00182636j -0.00417153-0.00039979j -0.00331281-0.011391j 8.79367e-05-0.00398328j -0.00642477-0.00186417j 0.0160074+0.0088354j -0.00131677+0.0108713j 0.00860037+0.00564237j -0.000342943+0.0045383j -0.000503209+0.00164825j -0.00850968-0.00922384j -0.00262502-0.000377941j 0.00863058+0.00422615j 0.00508374+0.000289716j 0.00115734-0.000386557j 0.00390345+0.00381525j 0.00190018+0.0053512j -0.000813521-0.00433217j -0.00302402+0.00244464j -0.00268318-0.000443282j -0.00313729-0.0050759j 0.000557582+0.000609495j -0.000205468+0.00104924j 0.00366259+0.000979626j 0.00447159-0.00214426j -0.00421944-0.00212143j 0.000290174-0.00122068j -7.13634e-06-0.00131278j -0.00205137+0.0016334j 0.00375677+0.00366141j -0.00208352+0.00157744j 0.00190085-0.000831505j -0.00101292+0.000184029j -0.000992534-0.00155206j 0.00222241-9.32321e-05j -0.00257962-0.00208565j 0.000138836-0.00230164j 0.000978663+0.00185371j 0.000211448+0.000718147j -0.000475082-0.000686213j -0.00162472-0.0040206j 0.00127486-0.00137271j 5.90232e-05+8.64169e-05j -0.00205333+0.000159075j 
0.00132904-0.00172237j 0.000185607-0.00135077j 0.00172764-0.00142047j -5.58621e-05-2.04972e-05j 0.00139326+0.00229314j -0.00109704-0.00103079j -0.000223854+0.000832024j -0.00179587+0.00639255j -0.00150499+0.000346357j -0.000718432-0.000579371j 0.00138976-0.00113853j -0.00119614+0.00229224j -0.00092481-0.00468935j -0.00406097-0.00361559j 0.010934-0.00424708j 0.000562269+0.00124717j -0.00646708-0.0112301j 0.000193713+0.000563833j 0.00512176-0.00472593j -0.00389139-0.00212041j -0.00415779-0.00190093j -0.000324574-0.00094892j -0.00152801+0.00173278j 0.00692538-0.00818043j -0.00536221-0.00138589j 0.000761222-0.00365758j -0.00242155-0.00767907j 0.00415132-0.00763675j -0.000571112+0.00431168j 0.00346943+0.00616914j -0.0053105+0.000355019j 0.00757062+0.00894367j 0.00581012+0.0017404j 0.00166566+0.000937719j 0.00245919-0.000373087j 0.00249751+0.00228632j -0.00110179+0.000220082j 0.000308719-0.00991511j 0.00160253+0.00353801j 0.00501848+0.00248494j -0.00135729+0.00198999j -5.75463e-05-0.00105315j -0.002055+0.00797809j -0.000905627+0.00107104j -0.00324755+0.00362944j 0.00195269+0.00454226j 0.000855241+0.00373445j 0.00152118+0.000546264j 0.00161094+0.000499733j 0.00103121+0.0065191j 7.06581e-06-0.0018697j 0.003035+0.00211621j -0.00372968-0.000368439j -0.00131948-0.00280157j 0.000333809+0.000909266j 0.00339487+0.00266854j 0.000734561-0.000838073j 3.83382e-07+0.00241779j 0.000484707-0.000264166j -0.00101073-0.000363594j -0.000582368+0.000697666j -0.000277433-0.000644179j -0.00123055+0.0021391j -0.00125721+0.00112201j -0.000706463-5.08326e-05j 0.000976118-0.000609235j 0.000383397+0.000961302j -2.5705e-05+0.000624567j -0.000211685-0.00105573j 0.00114468+0.000366849j 
-0.00015715-0.00374226j 0.00121629-0.00183512j -0.000315497-0.00290831j 0.000413078-0.00219091j 0.00307795+0.00419688j -8.7645e-05+0.00107897j -0.00251643-0.00125358j -0.00304584+0.00741409j 0.0023671-0.000720149j 3.31187e-05+0.000957199j 0.00387267+9.131e-06j -0.00290193+0.00361642j 0.00126152+0.00108752j 0.000245185+0.000575805j 0.00535945-0.00767843j -0.000510928-0.00442591j 0.00770123-0.00116444j -0.00345735-0.00512518j 0.00274551-0.000583439j 0.00696134+0.00566607j 0.00339267+0.00604038j -0.0026934-0.00123475j -0.00431774+0.00147176j 0.00364731+0.00622795j -0.0056523+0.00291013j 0.00231703+0.000853722j -0.000970615+0.00218331j 0.0032965-0.00420942j -0.00541594-0.00284675j -0.00635082-0.0063609j 0.000136731-0.000215593j 0.000210786-0.00605485j 0.00636177+0.000196507j -0.000889523+0.0043708j 0.000971907-0.00142057j 0.00149236+0.000419383j -0.00210346-0.0017918j 0.00540498+0.00400013j 0.00182612-0.000519085j 0.000718838-0.00522559j -0.00525108-0.00243099j -0.00368604+0.00209085j -0.00457052-0.00111208j -0.00381196-0.00310563j -0.00179611-0.00140611j -0.00280961-0.00226785j 0.00071523-0.00439698j -0.00280984+0.000635605j -0.00150852+0.00170151j 0.000637729-0.00329126j -0.000667206+0.000680799j -0.000126942-0.00311454j -0.00138352+0.0033974j -0.000239872+0.00328687j 0.00203395-0.000288124j 0.0043851-0.00208327j 0.00272055+0.00119341j 0.00287119-0.00322855j 0.00116621-0.00264859j -0.00114005-0.00231877j -0.000308133-0.00117392j 0.000130927-0.000897081j -0.00146866-0.00110014j -0.00253996+0.00216127j -0.00108483-0.000376775j -8.85589e-05-0.000475911j -0.001253-0.00330345j 0.000211655-0.00128489j -0.000394676+0.000843823j 0.00102688-0.00171343j 
-0.00104033+0.000221689j 0.00111334-0.000451844j -0.000679425-0.000306808j 0.00143265-0.000377575j -0.000677645-0.000181194j 0.00128297-0.000140026j 0.000281064-0.000748342j 0.000417615+0.00125238j -0.00213169-0.00267163j 0.0053915+0.00370888j -0.00120262+0.000459762j 0.00158406-0.000372246j -0.00412438-0.00371886j 0.00509916+0.00171741j 0.0087063+0.00556622j 0.00346994+0.000536828j -0.00321555-0.0015867j -0.000355895+0.00670175j -0.00605398+0.00230315j 0.0123004+0.00635252j 0.00133997+0.000264838j 0.00341573+0.00621095j 0.00851643+0.00211293j 0.00677947+0.00642946j -0.00445854-0.00223692j 0.00172412-0.00264797j 0.00267843+0.00324646j 0.00663115+0.00159446j 0.000772979+0.00533756j 0.00355686+0.00546282j -0.00782114-0.00686508j 0.00643156+0.00732315j -0.00701536-0.0103398j -0.00085896-0.00045892j -0.0114134-0.00305938j 0.0043459+0.00130931j -0.00833392-0.00160347j 1.71712e-05+0.00407314j 0.00758854+0.00565577j 0.00522715+0.000287185j 0.00322146+0.000182731j 0.000752006+0.00155472j -0.00357319-0.00398627j 0.00198603-0.00331433j -0.00550232+0.0022289j 0.000454435-0.00245927j -0.00589551-0.00231132j -0.00112364-0.00497031j 0.000454849+0.00381214j -0.00123636-0.00241495j 0.00209432-0.00392317j 0.00276859+0.00213057j 0.00281734+0.00269445j -0.00207518+0.000221392j -0.000484618-0.00884198j -0.000427067+0.00690924j -0.00245698-0.00304954j -0.000745792+0.00301216j -0.00167871-0.00285611j 0.00136138+0.00266058j 0.00254539+0.00680484j 7.3213e-05+0.0017688j -0.00119861-0.00062508j -0.000774929+8.26895e-05j 0.00103475+0.00296002j -1.15544e-05-0.000842049j 0.000763028-0.00011555j -0.000234751-0.00121314j 0.000862397+0.00160602j 0.000238221-8.9119e-05j 
-9.88468e-05-0.000364495j -0.000332281-9.49864e-05j 0.000149747-0.000583538j 0.000749274-0.000371883j 0.000913493+0.00255894j 0.000653099+0.001146j 0.00250591+0.000655296j 0.000926757-0.001572j -0.00129461+0.00235963j -0.00272187-0.00111251j 0.00220564-0.00065735j -0.00184775+0.000557203j 0.00453352+0.00468809j 0.00454486-0.00225446j -0.00823037+0.00311794j -0.00207902-0.00452976j -0.0125502-0.00259805j 0.00541629-0.00217017j -0.00278432+0.00449837j 0.00767216+0.00356014j 0.00362953+0.00201044j 0.00182656+0.00215806j 0.00430753+0.00106204j -0.00223899-0.00445473j 0.00119292-0.0078144j -0.00395375+0.00456008j 0.00139286-0.00750703j -0.00297254-0.000607026j 0.00595863-0.00436147j 0.00591735+0.00244126j 0.007544-0.000203094j -0.00408589+0.00512712j -0.00716987+0.0086678j 0.000223996+0.00296518j -0.00366844-0.00413347j 0.00160326+0.00652134j 0.000409852-0.0115409j -0.00843695-0.0085608j -0.00977377+0.00125739j -0.00895187-0.00699695j 0.00534946+0.00305072j 0.00343635+0.00472132j -0.00189748-0.00416562j -0.00048852-0.00320621j 0.0016161+0.00105549j 0.00220623+0.000751174j 0.00508137+1.48978e-05j -0.00319919-0.00227376j 0.00200156+0.000534808j -0.00814945-0.00117702j -0.00501588-0.00486334j 0.00420701+0.004742j 0.000303765+0.00158433j 0.000258198-0.00153539j -0.0003213+0.00051881j -0.00679908-0.0044399j 0.000249771+0.00236375j -0.00172146-0.00497763j 0.000850294-0.000333713j -0.00119804+0.000317113j -0.000725424-0.00228162j 0.00336767+0.000474302j 0.00149084+0.000379816j -0.00214357+0.000817335j 0.00123112+4.63346e-05j -0.000431438-0.00389065j 0.00167916+0.0011207j -0.000739616-0.000495812j -0.00077048+4.81024e-06j 0.00086857+0.000621186j 
-0.00112078-0.000899491j -0.000641272+0.000547071j 0.00254153+0.00226615j -0.00162019-0.00175586j -0.00103424-0.00234069j 0.00223146+0.00261432j 0.000595027+0.00032766j 0.000866171-0.00230749j -0.0020991-0.00322228j 0.00208364-0.000185273j 0.00107772+0.000920485j -0.0014568-0.00186038j 0.00166968+0.00305451j -0.00367722-0.000659578j 0.00356719+0.00487115j 0.00205976+0.00589252j -0.00287689-0.00121813j -0.002331+0.00148911j 0.00080881-0.00229381j -0.00854618-0.00061691j -0.00495344-0.00331259j -0.00324222+0.00113733j -0.00111049-0.00448828j -0.00425982-0.00386438j 0.00146379+0.00496686j 0.00213404+0.000677595j -0.0033512-0.00381391j -0.000871788+0.00434076j 0.0019523+0.00476517j 0.00218552+0.00178561j -0.00242059+0.00252839j 0.00290432-0.00206177j 0.00332476+0.000335676j -0.000232744-0.0053779j 0.00369121-0.00127495j 0.000701183+0.00147129j -0.000247597+0.00655441j -0.00304542-0.00285272j 0.0010739-0.00361208j 0.00283655+0.00736763j 0.00012703-0.00403256j -0.00187806-0.00429621j 0.00437378+0.00115519j 0.00377828+0.000977481j -0.000328617-0.00353413j 0.00238688+0.00229942j -0.000724105+0.00289174j 0.00417605+0.00264206j -0.000855091+0.00169246j 0.0041537+0.0041115j 0.00319995+3.59355e-05j -0.000637342+6.208e-05j -0.000308492-0.00168343j -0.00191487-0.000819757j 0.000584691-0.00041121j 0.00142757+0.00280206j -2.63582e-05-0.00132276j 0.0012849+0.00143467j 0.000195377-0.00086943j 0.000371793-0.000909154j -4.94844e-05-0.000439202j -0.000912452-0.00102875j -0.00022001+0.00155263j 0.000818416+0.000567156j -0.000353524-0.00171559j 0.00093383+0.00225403j -0.000427777+0.00420853j -0.00042459+0.0029041j -0.00060623+0.00041791j -0.000358105-0.000122515j 
0.000224196+0.00134597j 6.56457e-05-0.00337292j 0.000922701+0.000691023j -0.00153106-0.000197253j -0.00203898-0.0018046j -0.000590215-0.000311562j -0.00232485-0.00334385j 0.000762589+0.00310896j 0.00609041-0.00817924j -0.00241894+0.000381881j 0.00332774+0.00839158j -0.00151985+0.00163887j -0.00144906-0.00701637j 0.000350415+0.0034243j 0.00157228+0.00654096j -0.00269387-0.0063348j -0.000302181-0.00423713j 0.0052402-0.00147856j 0.00584993+0.00441624j 0.00741684+0.00127103j 0.00102658+0.00420015j 0.00220747-0.00342747j 0.00314455+0.0124614j -0.00426307+0.01237j -0.00860323-0.00581935j -0.00219569+0.00144231j -0.00293723-0.00115049j 0.00128861+0.00342208j -0.00290178-0.00129095j 0.00162265+0.00259265j 0.00188414-0.00275943j 0.00594378+0.000505259j 0.00872999+0.00187138j -0.00293328+0.00336415j 0.00276477-0.00586787j 0.00396044+0.00455106j -0.00731501-0.00456634j 0.00131222-0.00857407j 0.00372471-0.00247283j -0.0013447-0.00438274j -0.000649178-0.00102078j 0.000323111+0.000946359j 0.000171513-0.00159631j -0.00342669-0.00310736j 0.00474862+0.00166001j 9.33389e-06-0.000306437j 0.000677467-0.000874794j -0.00365418-0.00167274j -0.00146123-0.00284603j 0.000950888-0.000822229j -0.00252712+0.000654804j 0.000289055+0.00235639j -0.000249663+0.00150999j 0.000887079+0.00107302j 0.00101721-0.00327905j 0.001747+0.000391933j 0.0020373-8.18551e-05j 0.000442945+0.00229887j 0.00110023+0.00318617j 0.000793554+6.32856e-05j -0.000801167-0.000767617j -0.00265846-0.000963584j -0.00125022-0.000465156j 0.00229982-0.00163086j 0.00107784-0.0016069j -0.00205027+0.00317047j -0.000165484-0.00110743j -0.00018912+0.00160746j 0.00139559-0.00150435j 0.000646384-0.000539325j 
0.00163777-0.000821386j 0.000400268+0.00114732j -0.00161083-0.0010373j 0.00120638-0.00029244j -0.00104617-0.00282961j 0.000831492-0.000729848j -0.00184578-0.00199045j -0.000129833-0.00134026j 0.00195154+0.00822806j 0.00413099+0.00540415j 0.00422483+0.00193819j 0.00478606-0.000439317j -0.00432796+0.00209407j 0.00197919-0.000694719j -0.00158773-0.0121534j 0.000813499-0.00262168j 0.000182666+0.0044222j 0.0067537+0.00580979j -0.0018272+0.00181671j -0.00121547+0.00113504j 0.0016075+0.000193443j 0.00163458-0.000829063j 0.00488915+0.00323815j 0.00761892+0.000577464j 0.000490541+7.34858e-05j 0.00042178+0.00589088j 0.0017964-0.00382356j -0.00362681-0.00641298j 0.00186795+0.00237503j 0.00130275-0.00165753j 0.00103072-0.00108005j 0.00480991+0.00440429j -0.00916599-0.000404228j 0.00563523+0.00693125j 0.000274633+0.00539969j -0.00112764+0.000731557j 0.00185438-0.00593085j 0.000757525-0.000264083j 0.00356228+0.00205779j 0.00387778-0.00328861j -0.000188647-0.000263908j -0.000394736+0.00498739j 0.000905972+7.65098e-05j -0.000696236-0.00163411j 0.000560133-0.00384238j -0.00178329-0.00267027j 0.00047363-0.000742376j -0.00128298+0.00135008j 0.00123431-0.000687833j -0.000481441-0.00534674j -0.00325357+0.000757048j -0.000364897-0.00527287j -0.00063876-0.00332642j 0.00110838+0.00267704j -0.00265882-0.00258489j 0.00320624+0.0014985j -0.000920782+0.00427566j 0.000546739+0.00214618j 3.35649e-05+0.0018503j -9.62126e-05-0.00452401j 0.00181177+0.00327456j 0.000773823-0.00255094j 0.00182423-0.000274672j 0.000356322-0.00253989j 0.000155019-0.000709919j -0.00106274-0.000605686j 6.70111e-05-0.00373548j 0.000129042-0.00228887j -0.000504779-0.000715758j 0.000750691-0.000135528j 
-0.000531047-0.00209109j -0.00237559+0.000831306j -0.000316637-0.000872452j 0.00192944+0.00201111j 0.000693534-0.00279255j 0.00149681+0.000264398j -0.00228038-0.00360704j -0.00199909-0.00246792j -0.00039208+0.00504755j 0.000467769+0.00351264j 0.000561261-0.0019206j -0.00342613-0.00530844j -0.00154044+0.00552441j 0.00365834+0.00172511j 0.00378049-0.00408619j -0.00157389+0.00427131j -0.00913949+0.0034131j -0.00377504+0.00222286j 0.00429046-0.00839331j -0.00281545+0.0071904j 0.00550729+0.0029708j -0.00145641+0.00349324j 0.00475462-0.00523124j -0.00142898-0.00624657j -0.0017997+0.00493959j -0.00134939+0.00291486j -0.00575036-0.00127465j -0.000323718+0.0032513j -0.00399304+0.00380853j 1.20182e-05+0.00181013j 0.00279662+0.00726441j 0.00473214-0.00647252j 0.00628909-0.000490728j 0.00186298-0.00499883j -0.00211839-0.00586809j 0.00309162+0.00325908j -0.00147956-0.000792351j -0.00508516-0.00114691j 0.00161712-0.00349208j 0.00191116-0.00409728j -0.000453318-0.00227183j -0.00237214-0.0016515j 0.00567097-0.00809481j -0.00149009-0.0031267j 0.00249434-0.00213662j 0.00150553-0.000893331j 0.000676539-0.00170456j 6.91965e-05-0.00115408j -0.00149537+0.00104609j 0.0049057-0.00152094j -0.0018892-0.00247117j 0.00070597-0.000724437j 0.000475677+0.00512127j -0.00168988-0.000443435j 0.000928979-0.000906731j 0.0011596-0.00294403j 0.000230828+0.00196128j 0.00118135+0.000767527j 0.000524171-0.00209303j 0.000956963+0.00197549j -0.000208628+0.000341567j -0.000815816+0.00140855j 0.00151159-0.00208001j 0.00111475-0.00122192j -0.00182381-0.00138792j 0.000515496+0.00128111j -0.00038261-0.00148364j 0.00170249-0.000530244j -0.000957502-4.85532e-05j 0.00039602-0.00335146j 
