0.00720385-0.00621992j -0.00734763-0.00362813j -0.00461524-0.00779242j 0.00921207-0.00660711j -0.00313224-0.00609967j -0.00875576-0.00043105j 0.00922686-0.010171j 0.00721828+0.00843932j 0.00030565+0.00139291j -0.00981489-0.00408738j -0.00802516+0.00497024j 0.00334225-2.76635e-05j 0.0011347+0.00207132j -0.00907445+0.00734934j -0.0138084-0.0107146j -0.000437501-0.000738437j 0.00285504-0.00562005j 0.00433227+0.00168282j 0.00397333+0.00542196j 0.00342947-0.00216222j 0.00324582+0.000120424j -0.00610083+0.00223371j 0.0067846-0.00161811j 0.00362958+0.00189519j -0.00676803-0.00560896j 0.00235338+0.00226824j -6.84082e-05+0.000350765j 0.00284292+0.0077755j 0.000733022+0.0072534j -0.00024583-0.00637344j -0.00393073-0.00723531j -0.00650534-0.00350246j -0.00589845-0.00153336j -0.000575369+0.000492112j -0.00325785-0.00177582j -0.000201712+0.002517j 0.00243929-0.00250145j 0.000523726+0.00102554j -0.00454423+0.000201047j -0.00137525+0.000142647j 0.00567743+0.00354116j -0.00756045-0.000480476j -0.00372462+0.00230651j -0.00432642+0.00401424j -0.00898562-0.00207532j -0.00153141+0.00131225j -0.00342148-0.000271437j 0.00637269-0.00722061j -0.0106607-0.00963915j 0.00749558-0.00460545j 0.00343049+0.0057441j -0.00822722-0.0109811j -0.00192673-0.0129598j 0.00152657-0.00227176j -0.00478444-0.0034213j 0.00226879+0.00328653j -0.00490833+0.0143926j 0.0132567-0.00468784j 0.000881645+0.0055302j -0.00624201+0.0177862j 0.0158392+0.0189761j 0.00675459-0.00566645j 0.011568-0.00819484j 0.000556209-0.00239585j -0.00706719-0.0103887j -0.00736254+0.0076518j -0.00311802+0.00542801j 0.0166348+0.00779259j -0.0182777+0.0163321j 0.0245484+0.00973728j -0.00737775+0.00265814j 0.00014382+0.00915197j 0.00873274-0.00349209j 0.0234353+3.76511e-05j -0.020412+0.00354918j -0.00598085+0.0124467j 0.0265169+0.0274953j -0.0165946-0.00596894j -0.0212903+0.00431633j -0.0412806+0.0300473j 0.0108381-0.000343092j -0.00687632+0.00193742j 0.0676196+0.0437896j -0.0261624+0.0453516j 0.0322493+0.0137136j -0.0059287-0.0121692j -0.00916314+0.00190649j 0.00356376-8.91253e-05j 0.00759149-0.00589407j 0.00347657-0.00189515j 0.000792479+0.00629241j 0.00675529+0.032958j -0.00948803+0.0285224j -0.014513-0.0397391j 0.00439216+0.0339215j -0.0358301-0.00766649j 0.0509885-0.076496j 0.0800721+0.0610841j 
0.00423463-0.00102726j -0.00529782+0.0068989j -0.00679664+0.00927614j -0.00843559+0.014076j 0.00640929-0.0109248j -0.0102549+0.00301032j -0.014195+0.0116447j -0.0118766+0.0187737j -0.00243204+0.00900309j 0.0145829-0.0117393j -0.0142838+0.0115291j -0.0194833+0.0199588j 0.00166619-0.000558544j -0.00406842+0.00417342j -0.00509623-0.00124016j -0.0183242+0.0257729j -0.0186153+0.0159433j -0.00440282+0.027565j -0.0118977+0.000306406j 0.00117171-0.00877718j 0.019536-0.000611574j -0.0112854+0.00111703j 0.0323545-0.0140642j 0.0111836-0.0286112j 0.00387166+0.00145306j -0.00384389+0.00125238j 0.0226445+0.00276112j -0.0188494+0.0204818j 0.0598773-0.0418096j 0.011991+0.00337592j -0.0159081+0.0289837j 0.0125034-0.0138226j -0.0145131-0.0168646j 0.00650145+0.0167234j 0.0114153-0.012186j 0.00999473-0.0215225j 0.0311254-0.00527051j 0.0139066-0.00121037j 0.0156215+0.0107303j 0.00579611+0.0187453j -0.0238528+0.00404642j 0.0168178+0.00107419j -0.0179276+0.0136523j 0.00282132-0.015745j 0.0255621-0.0365469j 0.00178698+0.00148398j -0.0122193-0.0145097j 0.0226397-0.0145665j -0.0024953+0.03145j 0.0152483-0.00977147j 0.00498782-0.0129533j 0.00735431-2.59507e-05j 0.0185614-0.0178484j -0.00643239-0.0117107j -0.0161998+0.0147838j 0.0233517-0.019152j -0.00522825+0.0170881j 0.0062616+0.0170728j -0.0037918+0.0315664j 0.00147756+0.0114513j -0.00525304+0.00850483j -0.0141827+0.00548472j 0.000476178-0.0042035j -0.00115421-0.00694768j -0.00171192-0.0259899j 0.00479913+0.0236201j -0.00102328-0.0110214j -0.00191975-0.00968914j 0.00674213-0.0186782j 0.000276053+0.00947885j -0.00198415+0.00466219j -0.00241567+0.0031308j -0.00472617-0.00130275j 0.00503423+0.00353334j -0.0078258-0.0114115j 0.00453494+0.00299637j 0.00407266-0.00559931j 0.00189264-0.00460749j -0.0113657+0.00271389j -0.00109927-0.00194451j 0.000835394-0.00184137j -0.0081316+0.0102983j -0.00361351-0.00712462j 0.00711447-0.000595617j -0.00124926-0.00225395j 0.00558845-0.00610584j -0.000732908+0.00273561j 0.0104174-0.00461115j -0.000959119+0.00371211j 0.00587655-0.00466317j -0.0066786+0.00582852j 0.0057958-0.00951132j 0.00322039+0.000306268j 0.00328779-0.000999011j -0.00645964+0.0053024j 0.00215172-0.000130121j -0.0018642+0.000881485j 0.000611886-0.0031688j 
-0.00430578-0.00888714j -0.0020592-0.00625658j 0.00387117-0.00192392j 0.00382963-0.000472351j -0.0211832+0.0135875j 0.00363222-0.0147202j 0.00433363-0.00140392j 0.00825695-0.0118466j 0.00685556-0.00369856j -0.0178317+0.0054689j -0.00753504-0.0136584j -0.00190022-0.0040067j -0.0200019+0.0023897j 0.0072305+0.00264963j -0.0160782+0.0115283j -0.0135354-0.00911707j -0.0300315-0.00471624j -0.0210786+0.0126682j 0.00714324-0.00846182j -0.018479-0.00190822j -0.00699201+0.0101235j -0.00404507-0.00791272j 0.0164735+0.00949131j -0.0188839-0.017502j -0.00519882+0.00268676j -0.0176793-0.00964027j -0.0134944-0.00855745j 0.0243303+0.00247104j 0.00374795+0.000290262j 0.00920894+0.023378j 0.023375+0.023881j 0.0106534+0.0432956j 0.00907913+0.00114037j 0.0069487+0.0292377j -0.0141178-0.0186904j 0.0176021+0.00157983j 0.00662446-0.00515581j -0.0105442-0.016461j 0.0137901-0.00894819j -0.0023825-0.000276106j -0.0201746-0.0200611j 0.0045835+0.00946829j 0.00467867-0.0187539j 0.00336906+0.00230809j 0.0186388+0.0349339j -0.0207987+0.0169782j 0.0121938-0.0106532j -0.00587739-0.00448832j 0.00226198-0.0273449j -0.00522207-0.00427636j 0.00268214+0.0225593j -0.00321239-0.0112837j 0.0209649-0.014524j 0.00448585+0.01034j 0.00932428-0.0388412j 0.00043628+0.00765552j 0.00223424+0.0109884j -0.00692863-0.000284509j 0.0019581-0.000821376j -0.0112605-0.0208703j 0.0261445+0.0103945j -0.0036824-0.00784559j -0.00216639+0.00632645j -0.00361592+0.0166119j 0.00476438-0.00354462j 0.00637949+0.00444478j 0.000268181-0.0185839j 0.000513502+0.00332833j 0.00555893+0.00131055j 0.00118391-0.00317303j 0.0128587+0.00988871j -0.0177309+0.00234449j -0.000236538-0.00643383j -0.00530659+0.000472577j 0.0030033-0.0104935j -0.00394943-0.0101822j -0.0122177-0.0199918j -0.0169017+0.00761699j -0.000726827+0.0127185j -0.00452156-0.00592367j -0.00201781+0.00362238j 0.0211164+0.00989522j -0.00629407-0.00614054j -0.0072833+0.01334j 0.00973597+0.00699584j -0.0103242-0.0045944j -0.00272828-0.00361776j -0.00485075+0.00788609j 0.00567643+0.000143887j -0.0042793+0.00139142j 0.00926822-0.00387781j 4.66548e-05+0.00217473j -0.00169394-0.00549161j -0.0102547+0.00554539j 0.0060532-0.00916258j -0.00178749+0.00417955j -0.00246795-0.00411844j 0.00121076-0.000510463j 
5.81514e-05-0.00244328j 0.00640211-0.00291164j 0.00102516+0.00195449j -0.00401164-0.000247606j 0.0157062-0.00390028j 0.00415352+0.00172341j 0.00579024+0.0064796j -0.014764+0.013652j -0.00908852+0.00537641j 0.0019948+0.0105453j 0.00581747+0.0061379j 0.00774967+0.000269328j 0.00807875-0.0239327j -0.0285653+0.00185669j 0.0207575+0.0137408j 0.0093089-0.0101619j -0.00476884+0.00179334j 0.0176349-0.013261j -0.0274247-0.0122093j 0.0285951+0.00870188j -0.0192958+0.00225319j -0.00272603+0.00919257j 0.00724075-0.0117529j 0.0377625-0.0169448j 0.0254136+0.000198613j 0.00975497+0.00164561j -0.0140809-0.0169301j -0.0152796+0.0165357j 0.0011806-0.0264886j 0.00120345+0.00945613j 0.00496629+0.0313637j -0.0133514-0.0096666j -0.0203744+0.0172355j -0.00904079+0.0415253j 0.00992903-0.0196214j -0.011347+0.00605927j -0.0042447-0.0126513j -0.00549024-0.0319301j -0.0213822-0.0285539j 0.00737416-0.00313647j 0.0110825-0.0126231j 0.0168717+0.0216656j -0.0176083-0.00962314j -0.0114729-0.00172158j -0.0113282+0.0382901j 0.0316004-0.0080441j -0.0249433-0.0248238j 0.00231289+0.000794034j 0.00280057-0.00213457j 0.0172659+0.0189146j 0.0210984-0.00355168j -0.0114221-0.00865939j -0.0226645+0.000754866j 0.00979739-0.00220744j -0.0394077-0.0107143j 0.00322592-0.00245339j 0.00247382+0.0152064j 0.00227154+0.0236256j 0.00638057-0.00517988j 0.00190778+0.0169059j -0.00959648+0.0310282j -0.00605426+0.00234363j -0.00130534+0.0234379j 0.00376908-0.0132125j -0.0118548+0.00863254j 0.00154903+0.00882511j -0.00132446+0.0105543j 0.0170515+0.0135992j -0.00125109-0.0154293j -0.00580354-0.0115725j 0.00076363-0.0155449j 0.00505173+0.00100256j -0.00344388-0.0111445j -0.00281844-0.016412j 0.0109943-0.0113871j 0.004259+0.0131875j -0.00563647-0.00647067j 0.00548754+0.00644612j 0.0186386+0.0147643j -0.0132297+0.000824327j 0.0105174+0.00842903j -0.000936307+0.0060117j -0.00345708-0.00564064j -0.0148689+0.00590276j -0.00584869-0.00311969j 0.0105443-0.00913343j 0.0105+0.000118329j 0.000493303+0.00543144j -0.00152185+0.0106873j 8.25005e-06-0.0023851j -0.0109656-0.00332297j -0.0116588+2.96249e-05j 0.00283148-0.00122181j 0.0108867+0.00111068j -0.00410141-0.00210903j -0.00357291-0.00122001j 0.00887406-0.00342944j -0.00376819-0.00151496j 
-0.0061225-0.0221073j 0.0100884-3.48362e-06j 0.00249187-0.0171236j -0.0142544-0.00215751j 0.00966673-0.00373189j 0.00864498-0.0142628j 0.0120703+0.000703851j -0.00845537+0.00374812j -0.0204529+0.00205329j -0.0182928-0.00869849j 0.00662628+0.00138309j -0.0143548+0.0149738j -0.0216603-0.00745333j 0.00111265+0.01807j -0.00932181-0.00322505j -0.000557486+0.0212633j 0.0339527-0.0058007j -0.0313113-0.00485334j 0.0159175-0.0127141j -0.00251718+0.000412809j 0.0126504+0.0393624j -0.0018558+0.031365j 0.00397887-0.00326999j -0.00870458-0.00271945j 0.00851707+0.00168648j 0.0306267+0.00446072j 0.0124576+0.000126323j 0.00394927-0.00447206j -0.00430875+0.0408231j 0.00748504-0.0212392j -0.027557+0.0428514j -0.0102847-0.0168116j -0.0147332+0.0303971j 0.00358715-0.00583572j 0.0163565+0.00306913j 0.0129261-0.0175161j 0.00635138+0.00982698j -0.00551222-0.020742j -0.0149494+0.0136125j -0.00517117-0.00735203j 0.00386551-0.00968351j 0.00565997-0.0005572j -0.00170858+0.0373783j -0.00186387+0.0124495j 0.0264678+0.00580806j 0.000620986-0.0144245j -0.00932431-0.0292523j 5.19664e-05-0.0260363j 0.0185249+0.00145793j 0.00919612+0.00187104j -0.0125674-0.0215335j -0.000226836+0.0250378j -0.0134458+0.00738637j -0.0113398+0.0262729j 0.0013573+0.0103063j -0.00411379+0.0079127j -0.00949437+0.0197973j 0.0131919-0.00380978j -0.00792113+0.0134649j 0.00213622-0.0112791j -0.0154093-0.0140931j 0.0199299+0.00830396j -0.00981997+0.00100384j 0.0063261-0.0177976j 0.00042192+0.0157103j 0.0043177+0.00833435j -0.000400754+0.00174038j 0.00940149+0.000734702j -0.00508796-0.0192216j 0.019532-0.0074405j 0.0036711-0.0149332j 0.00169564-0.0132454j 0.00973326+0.0217437j -0.00191147-0.0010292j 0.00505294+0.00671632j -0.00382426+0.00777738j -0.000880249+0.00294744j 0.00124861+0.0069949j 0.0105993+0.0212094j 0.000563943+0.00330569j 0.0111875+0.0181511j -0.00173901-0.00473274j -0.00525286-0.00360192j -0.0043199+0.0016155j -0.00796449+0.00703342j 0.00221515-0.000494614j 0.00536547+0.00137073j 0.002178+3.03467e-05j 0.000151768+0.0038709j -0.00507282-0.00608885j -0.00771176+0.00465904j -0.0081632+0.00361891j -0.00438423-0.00846007j 0.0124522-0.00808489j 0.00131387+0.00629318j -0.00320037+0.00464911j 0.00298086-0.00540053j -0.0034074+0.000601462j 
-0.00504992-0.000386095j -0.00134419-0.022241j -0.00291726+0.0030778j 0.00570907+0.00263822j -0.0209348+0.0209974j 0.0104852-0.0182878j -0.00457488+0.0116477j 0.00527179-0.00619703j -0.00383273-0.0301853j 0.0225279-0.00943772j -0.0262802-0.000833641j -0.00330613+0.000513567j -0.0197384+0.0281438j -0.00451795+0.018726j 0.00913866+0.00561335j -0.000472503+0.00197403j -0.00457694+0.0263285j 0.03891+0.0127697j -0.014782+0.00287418j -0.0238846+0.0177654j 0.00252898-0.00506118j 0.0155742+0.00458583j 0.000181905-0.0256423j 0.0285075+0.0223407j -0.0326531+0.0238181j 0.0244509-0.0185014j -0.0116518-0.0148712j -0.00795884+0.0381303j -0.0140608+0.0128426j -0.0251271+0.000169123j -0.0162452+0.00515592j 0.0142684+0.0243493j -0.013825+0.0028066j 0.0294498-0.0218933j 0.00924342+0.013443j 0.0120401-0.0205545j -0.0256745+0.0147399j 0.00993225-0.0279562j 0.01155-0.0196565j -0.00553816-0.00500772j 0.0204689-0.0155658j 0.0167734+0.0101342j 0.0195079+0.0111256j 0.00832162-0.0228437j 0.00467384-0.0224201j 0.0140153-5.18621e-05j -0.0101788-0.0184011j -0.000625225-0.020184j 0.0118446-0.040394j 0.0118391-0.0117322j 0.00631818-0.0218309j -0.00299229-0.00842029j -0.00821651-0.00907339j 0.011477-0.00069134j -0.00862321-0.0122199j -0.0128857+0.00833068j -0.00517919+0.00902379j -0.00890173-0.0238555j 0.00453268+0.0155833j 0.00734622+0.00701634j -0.000948042-0.0149957j -0.000385187+0.00575049j -0.00492164+0.00963863j 0.00258627-0.00654008j -0.00545819-0.00193169j -0.00231885-0.00251317j -0.00463566-0.0152033j -0.000373881+0.00470881j -0.00344708+0.00628082j -0.0134577-0.0128471j -0.00254487+2.75678e-05j -0.00143371+0.00931639j -0.00776141+0.00314168j -0.00374859-0.0145545j 0.00394866-0.000128028j -0.000237182-0.0026843j -0.0072307+0.0198211j -0.00510711+0.00767896j 0.00105331-0.00148244j 7.54768e-05-0.00368529j -0.00919159+0.00697225j -0.0036754-0.0029395j 0.00344425-0.00914606j -0.00434372+0.00685302j 0.00036054+0.00366799j -0.00137734-0.00648472j 0.00189119-0.0115719j 0.00436093+0.011272j 0.00185656+0.00753701j -0.00104343-0.0121861j -0.00288406-0.00198515j -0.00427487+8.23966e-05j 0.00137917-0.00226762j -0.00689624+0.000914116j 0.00289111-0.00869735j 3.95525e-05+0.00259872j -0.000169223-0.00106379j 0.000363689+0.00568437j 
-0.00496059-0.00134097j -0.00658399-0.0182877j -0.00808935-0.00698872j -0.00390701+0.00309117j 0.0120011+0.00452757j 0.0141961+0.00412157j 0.00121387-0.00430932j -0.00838821+0.00984872j 0.0263395+0.0231226j -0.013039+0.0111272j -0.0358303+0.00522716j 0.000575981+0.0200807j 0.0198826-0.00502595j -0.0129699-0.0148794j -0.000934985+0.00861585j 0.0147872-0.0105962j -0.0215921+0.00785227j -0.0297375+0.0106713j 0.0157168+0.0207622j -0.0108789-0.00562816j -0.000893057-0.0136949j -0.00250643+0.00913976j 0.00586233-0.00226093j -0.0076886+0.00998667j 0.011445-0.0305316j 0.00659104-0.0193707j -0.00800093-0.00194493j -0.00497982+0.0260673j 0.012701+0.0106759j -0.04205-0.0143968j 0.00550222-0.0127423j -0.0350462+0.00252737j 0.0167676+0.0295856j -0.0265082+0.00134335j -0.0053054+0.026011j 4.04058e-05+0.0249372j -0.0115337-0.00434906j -0.00975467-0.0114719j -0.0165984+0.0137983j 0.0197767-0.00142096j -0.00834369-0.00180281j 0.0130395-0.013219j 0.0188604+0.0330028j 0.00851854+0.0311479j -0.00906357-0.0228116j 0.00745149-0.00629028j 0.00711933+0.00962386j -0.00486001-0.0055282j 0.0213023-0.00361396j 0.00588779+0.000190903j 0.0136895+0.00240983j 0.00943756+0.0123019j -0.0098054+0.00983948j 0.00781557+0.0240601j 0.005548-0.0109513j 0.00989591-0.0132814j -0.0109993+0.000429512j 0.0154069+0.0164198j -0.00904104-0.00203279j -0.00918714-0.000476218j -0.0128398-8.5215e-05j -3.42945e-06-0.0106698j 0.0159941+0.00819037j 0.00612757+0.00393995j -0.0102706-0.008419j 0.00469993+0.00882936j 0.00296208-0.00731734j 0.00239572+0.00291304j 0.0033446+0.0157431j 0.00592673-0.0125551j 0.00750109+0.0109221j 0.0115165-0.0076295j 0.00174303+0.00940354j -0.0167366-0.0125684j -0.00432645-0.0136988j 0.0111557+0.00221558j 0.00649646+0.000692958j -0.00149955-0.0138491j 0.00739261+8.85808e-05j -0.00713219+0.0079433j 0.00206736-0.0137473j 0.0135905-0.00164413j -0.00319604-0.00178012j 0.000918073-0.00132808j -0.000777396-0.00251543j -0.000335766+0.00304528j 0.00390618-0.00492583j 0.00481095+0.00610613j -0.00607301-0.00388047j -0.00289728+0.012877j 0.000163645-0.00299851j 0.00723199+0.018539j -0.00885032-0.000583052j 0.00229646-0.00320185j -0.00518975-0.0083733j 0.00479906-0.000640793j -0.00210255-0.00242833j 0.000506024+0.00471648j 
-0.0106559+0.00513047j 0.00218367-0.00532339j 0.00738864-0.011608j -0.00373103+0.000841081j 0.00984389-0.00611781j 0.000860574+0.0116881j -0.00138984-0.0147096j -0.0143175+0.00770579j -0.0193386+0.0128062j -0.00904511-0.0163376j 0.016409+0.0172615j -0.00860993+0.00832814j -0.0119228+0.0165303j 0.0381293+0.012996j 0.0111293-0.00226692j 0.0114198+0.012672j -0.0180225-0.0269837j -0.00704371+0.0169049j -0.00664745-0.00892842j -0.0279906-0.0182777j -0.0434387-0.0227528j -0.0282538+0.0387402j -0.00512165-0.00548119j -0.0252641+0.000170928j 0.0378913+0.00454234j -0.0222997-0.00800032j -0.0166095-0.0297478j -0.0082668+0.00863948j -0.0101634-0.0194624j -0.0201624-0.00145454j -0.0242512+0.0196364j 0.0245436+0.0240403j -0.0264216-0.00907227j 0.0109109-0.0034033j 0.000838862-0.00858668j -0.0277691-0.00138939j -0.00530083+0.0173669j -0.00820894+0.0105065j -0.0138201+0.0100881j -0.0204573-0.00700902j -0.00808576-0.00104822j 0.0047419+0.0126589j -0.0353505+0.00815441j -0.0342919-0.00367446j -0.00257762-0.0188545j 0.00477013-0.0153439j -0.00937731-0.0166429j -0.0056974-0.00132961j -0.0389871-0.0255594j 0.00208879+0.00809084j -0.018864-0.0100348j -0.0126932-0.00286402j 0.0370033+0.0164559j 0.0163725+0.0174199j 0.00286404-0.0103427j -0.0186995-0.0172879j 0.00167227+0.0015517j -0.00575585-0.00613674j 0.0193467+0.0284202j -0.0186579+0.00999823j 0.0212105-0.00598834j -0.00909076-0.0187858j 0.00372152+0.00779636j -0.00969844-0.0202982j 0.00950531-0.00295949j -0.00403265+0.0162107j 0.00299054+0.0101586j -0.00449262+0.000373416j -0.0117699-0.00196708j -0.00526333-0.0206522j 0.00263075-0.00120974j -0.0100646-0.00239112j -0.0110962+0.00294124j -0.00613527+0.00401802j 0.00371731-0.018864j 0.00363128-0.00944827j -0.00495743-0.0020422j 0.00829057-0.00361261j -0.00036061-0.00400443j -0.00773584+0.0029574j 0.0107784+0.00174803j 0.00548443-0.000958995j -0.0118352-0.00478964j 0.00518969+0.0025783j 0.00306464+0.013857j -0.00700488-0.00158196j 0.00445899-0.0053223j 0.00615269+0.00116555j 0.00326862-0.00256317j 0.00284513+0.00417189j 0.00825355+0.000218752j -0.00662583+0.00282336j 0.00393147+0.00464695j -0.00555967+0.00122701j 0.00394094-0.00618443j 0.00661276+0.000926769j -0.00519648-0.00146694j -0.00609267+0.00372931j 
0.0034327+0.015826j -0.00729821-0.00536592j -0.00712329+0.00687855j 0.00299049-0.00157609j 0.00168209-0.00145257j -0.00329957+0.0150752j -0.0174498+0.00412746j -0.0165386+0.0106856j -0.00983666+0.0210183j 0.0250612-0.0170169j 0.00148036+0.0236459j 0.0302328+0.00912668j -0.0143463+0.0160545j 0.0090093+0.0123122j 0.0157725+0.00735064j -0.00559772+0.0061324j -0.00369534+0.0161767j -0.00155253-0.0125707j 0.0167789+0.00695707j 0.00963741-0.00853939j -0.0110611+0.00905504j -0.00417928-0.0182949j 0.00242957+0.0245542j -0.0218039-0.039247j -0.0340849-0.0149178j -0.0152476+0.00678324j -0.010153+0.00625799j -0.0104802+0.026912j -0.00265585-0.0294706j -0.0339186+0.00267692j -0.0142049+0.0207426j 0.0101907+0.00704652j 0.00315554-0.00608573j 0.0339222-0.00957188j 0.00393912-0.00209426j 0.0162733+0.023627j -0.0164273+0.0151264j -0.0205219-0.0181434j 0.00483218-0.0141114j -0.0039089-0.00365089j -0.00691647+0.0011123j 0.00200123-0.0386483j -0.00792839-0.00353745j 0.00922485+0.0208325j 0.00909844-0.0102283j 0.00457987-0.0178252j -0.00475085+9.10627e-06j 0.00463127+0.0104724j -0.00465498-0.0183553j -0.00151652-0.0113797j -0.000599071+0.0136531j 0.00908555+0.0119071j 0.0123715+0.00306936j -0.00380264-0.0106561j 0.00431162-0.00216426j 0.00734658+0.00860768j -0.00524494+0.00255632j 0.00310066+0.00351545j -0.00511347-0.000689127j -0.017897-0.0216821j 0.0103643+0.0115365j 0.00346845-0.0054494j 0.000184559+0.00618181j -0.00284013+0.0033711j -0.000222768-0.0160706j 0.0103967+0.0321101j -0.014006+0.00689021j 0.00784016+0.0139431j 0.00514932+0.000922331j -0.00177917-0.01204j 0.00462074+0.00131439j -0.00166273+0.010105j 0.00822236-0.00468658j -0.00374799+0.00517844j 0.00130409-0.00924507j 0.00732789+0.000834433j -0.00241842-0.018391j -0.00102223+0.00412184j 0.00611114-0.00212249j -0.00345344-0.00178942j 0.00374518-0.00471228j 0.000704966+0.00716912j -0.00406719+0.00913065j 0.00347156+0.006179j 0.00315558+9.26501e-05j -0.00188884+0.00491914j -6.44381e-05-0.00743641j 0.00444782-0.00984469j 0.00268996-0.00649724j 0.00409727+0.00702594j 0.0045517-0.00320455j 0.00636771+0.0115007j -0.00254448+0.00268243j -0.00196741+0.0023623j -0.00220928-0.00724278j 0.00362743-0.00203647j -0.00432087+0.000452381j -0.000613434+0.00261939j 
0.00643711+0.00198114j 0.00148847+0.00470946j 0.00257733+0.00224042j 0.0035111-0.00808447j 0.0125232+0.007123j -0.0138721+0.0222675j 0.00504438-0.00446961j -0.00787842-0.00150886j 0.0109312+0.0231029j 0.00745271-0.000409114j -0.0233282+0.0069234j -0.000472402+0.0143024j 0.0153249+0.00446257j -0.0202417-0.00716263j -0.00302021-0.00889876j 0.00796366+0.0154858j 0.0289942+0.00340389j -0.00545893-0.001432j 0.0412944-0.00721779j -0.0129702-0.00737098j 0.0356833+0.0095964j 0.0140239+0.00804522j -0.0214845-0.0150014j -0.0190724-0.0227407j -0.0051122+0.0178897j 0.00154961-0.0114291j 0.0375181+0.0124812j 0.00149971-0.0267383j 0.00533062-0.0163023j 0.00311391-0.00143289j -0.0135349+0.0436672j 0.00104419-0.0045887j 0.0178888+0.0168817j -0.000840892+0.00954637j -0.0171191-0.0336528j 0.00908545-0.00193299j -0.00275275-0.00591311j 0.00705858+0.0113228j -0.0157477-0.0241322j 0.0219903+0.0109359j -0.00804921+0.0103805j -5.56116e-05+0.00659581j 0.0306198+0.00759138j 0.00204224-0.0100658j -0.00303124+0.0164948j 0.0080117+0.00788377j -0.00741496+0.010339j 0.00948504+0.021619j 0.00765396-0.013006j 0.0151461+0.029616j -0.00483513-0.00926781j 0.00172448-0.0180234j -0.0258513-0.0100991j 0.000470176+0.0100242j -0.00830928-0.0290916j 0.0151117+0.0258815j -3.83193e-06-0.00855319j 0.0176973-0.00102634j -0.0116059-0.00264822j 0.0117165-0.0033711j 0.00332011+0.0128548j 0.00119493-0.00103485j 0.00171907+0.00584771j -0.0094037+0.0076441j -0.0138533-0.000428923j 0.0031831-0.0229519j -0.00591067-0.0224132j 0.000853121-0.0168291j 0.00731962-0.0087295j 0.00424582+0.0138928j 0.00361908+0.00168242j -0.00471343+0.00201951j -0.00447712-0.0222725j -0.00936951-0.0182661j 0.00152561+0.00738767j -0.00680532-0.00163072j 0.000161628-0.00408404j -0.0115128+0.0108187j -0.0026734-0.00510548j -0.00388659+0.00210357j -0.00193467-0.00288268j -0.000570252+0.00321908j -0.00517237-0.000469579j -0.00964917-0.00335431j -0.00281911+0.00103554j 0.000721081+0.00745734j -0.00608403-0.00465857j -0.0029675+0.00484245j -0.00124865+0.00375726j -0.00738125+0.00336526j -0.00560556-0.00351687j 0.00398298+0.00236744j -0.00484363-0.00398842j 0.00775408-0.00144618j -0.00387709+0.00344098j 0.00032467-0.00149199j 0.00210969-0.0018657j 0.00169067-0.00488056j 
0.00425311-0.0110447j -0.0042427+0.00056626j -0.0154801+0.00888606j -0.00697016+0.00985745j -0.00431963-0.00246808j -0.0132063-0.00492894j -0.00741226+0.028554j 0.022521+0.00636454j 0.0100767-0.00500799j -0.00909355-0.0106741j 0.0218732-0.00802629j 0.00876845-0.0143284j -0.00541043+0.00114092j 0.00665393+0.0165218j -0.0134839+0.00947398j 0.0101063-0.00983039j -0.00639236+0.0177436j 0.00909917-0.0129141j 0.000906494+0.0277861j -0.0204218-0.00997898j -0.00873191+0.00291273j 0.0508051-0.00419192j -0.010198-0.0275119j -0.00384094-0.0175075j 0.0227453-0.00373034j -0.0272874+0.0156887j 0.0195587-0.0146261j -0.0019289-0.0105634j -0.0321518-0.027612j 0.0083551-0.00709826j 0.0115415-0.017174j 0.0487598-0.00910354j 0.0293151+0.0121695j -0.0115677-0.00722243j -0.00947114-0.0133742j 0.0139665-0.000348349j 0.0360612-0.00850378j 0.0336964-0.00345771j 0.0151528-0.015452j -0.00435802-0.00619753j 0.00708892+0.00132413j -0.00717186-0.016496j 0.0146955+0.0192606j 0.0279231+0.00701777j -0.0225414-0.0059062j -0.0130226-0.0127817j 0.0160877-0.00235963j 0.000453921-0.0170698j -0.00951977+0.0154928j -0.00237344-0.00125222j -0.0203347-0.010056j 0.00634359-0.00286472j 0.0235742-0.00693002j -0.00759139-0.00982477j -0.00105231+0.0247692j 0.00561587-0.00832494j -0.00179252+0.00871263j 0.00628978+0.032857j -0.0112097-0.0155812j -0.00819251-0.0119462j 0.00371337+0.0190057j 0.0019187+0.0127414j 0.0160323+0.0203884j -0.00997278-0.0200392j 0.0068849+0.00221127j 0.0045294+0.0221428j -0.00186354+0.0188138j -0.00570704+0.013493j 0.000898873-0.0124874j 0.00369612-0.00898832j -0.00202842-0.0100855j 0.00537746+0.000634712j -0.00272249+0.00679209j -0.000127471-0.00874053j 0.00580448+0.00569775j 0.00182125+0.00323891j -0.000492043-0.00587999j 0.00435564-0.00497255j -0.000202982+0.0112198j 0.0121329-0.00516609j 0.00101922+0.000425023j -0.00303533-0.00153126j 0.00863597-0.000704528j 0.00293126+0.00554804j 0.00408041+0.00154207j 0.0062781-0.00975512j -0.00702677+0.00624999j 0.00117941-0.00433336j -0.000464591-0.00914092j 0.00474401-0.00724584j -0.00229698+0.0041603j 0.00817515+0.00365411j 0.00136691-0.00414304j -0.000273718-0.00508233j -0.00261369+0.0027875j -0.00208287+0.00406947j -0.0028129-0.000287964j 0.00472688+0.00082059j 
