-0.033415-0j -0.0413489-0j -0.0241202-0j -0.00415071-0j -0.0048425-0j -0.00296541-0j -0.00423718-0j -0.00174775-0j -0.0026087-0j -0.000376533-0j -0.00294684-0j -0.000425339-0j -0.00240608-0j -0.000347288-0j -0.00243102-0j -0.00210532-0j -0.000350887-0j -0.000303877-0j -0.0017368-0j -0.000250686-0j -0.000554917-0j -8.00953e-05-0j -0.00193223-0j -0.000341573-0j -2.84644e-05-0j -0.00213859-0j -0.000378052-0j -0.0016907-0j -3.15043e-05-0j -0.00112713-0j -0.00170822-0j -0.000298876-0j -0.000199251-0j -0.00197248-0j -2.49064e-05-0j -0.000301974-0j -0.000697378-0j -1.66042e-05-0j -0.00115062-0j -2.51645e-05-0j -0.00122041-0j -0.000348689-0j -0.00012328-0j -2.90574e-05-0j -0.000203402-0j -0.000711907-0j -1.02734e-05-0j -0.00021574-0j -1.69502e-05-0j -0.000185718-0j -0.000125849-0j -1.79784e-05-0j -3.28307e-05-0j -1.04874e-05-0j -2.73589e-06-0j 
-3.3232e-07-0j -5.85331e-09-0j 4.6952e-07-0j 9.92833e-06-0j 1.64871e-07-0j 7.09314e-06-0j -9.84664e-06-0j -1.23036e-05-0j 2.49619e-06-0j -0.000172933-0j 4.01358e-08-0j -2.78057e-06-0j 2.30231e-06-0j -0.000159502-0j -2.25995e-06-0j 2.86744e-08-0j 0.000156567-0j -1.98653e-06-0j -3.25283e-06-0j 0.000225353-0j -2.08615e-06-0j 0.000144526-0j -1.92165e-08-0j -7.86096e-05-0j 0.00187474-0j -3.02736e-10-0j -1.23841e-06-0j -1.68144e-08-0j 2.95346e-05-0j -1.12096e-08-0j 1.65051e-08-0j -6.87834e-05-0j -4.58556e-05-0j -2.79223e-10-0j 0.0016404-0j 6.75178e-05-0j -6.9356e-09-0j 0.0010936-0j 2.23977e-08-0j -0.00161022-0j 1.17918e-08-0j -1.14223e-06-0j -2.83717e-05-0j 2.72407e-05-0j 9.16229e-05-0j 2.08372e-08-0j 0.00067663-0j 4.8237e-05-0j -0.00218509-0j 9.07734e-09-0j 8.52393e-05-0j -0.00115039-0j 3.7133e-05-0j -0.00203285-0j -0.000885575-0j 
1.04671e-08-0j 1.84362e-10-0j -1.47885e-08-0j -4.38318e-07-0j -7.27877e-09-0j -3.1315e-07-0j 4.34712e-07-0j 5.43183e-07-0j 8.17164e-10-0j 1.14782e-05-0j 1.3139e-11-0j 1.84556e-07-0j 7.53695e-10-0j 1.05867e-05-0j -7.39827e-10-0j 9.38697e-12-0j -1.03919e-05-0j 1.31853e-07-0j -1.06486e-09-0j -1.49575e-05-0j -6.8293e-10-0j -9.59273e-06-0j 6.05263e-10-0j -3.60704e-08-0j -0.000208405-0j 9.53529e-12-0j -5.68251e-10-0j 5.29605e-10-0j -3.2832e-06-0j 3.5307e-10-0j -5.1986e-10-0j -3.15616e-08-0j -2.10411e-08-0j 8.79469e-12-0j -0.000182354-0j 3.09809e-08-0j 2.18451e-10-0j -0.000121569-0j -7.0546e-10-0j 0.000178999-0j -3.71406e-10-0j -5.24116e-10-0j -1.30185e-08-0j -3.0282e-06-0j 4.20416e-08-0j -6.56309e-10-0j -7.52172e-05-0j 2.21338e-08-0j 0.000242905-0j -2.85909e-10-0j 3.91125e-08-0j 0.000127883-0j 1.70386e-08-0j 0.000225981-0j 9.84446e-05-0j 
0.0204163-0j -0.0248586-0j 0.0147373-0j 0.00253605-0j 0.00295873-0j -0.0053774-0j -0.00254736-0j 0.00106786-0j 0.00159389-0j 0.000230059-0j 0.00180049-0j 0.000259879-0j -0.00144652-0j -0.000208786-0j 0.00148533-0j -0.00381774-0j 0.000214389-0j -0.000551043-0j -0.00104415-0j -0.00015071-0j 0.00033905-0j 4.89376e-05-0j 0.00118058-0j 0.000208698-0j 1.73915e-05-0j 0.00130666-0j 0.000230987-0j -0.00101643-0j 1.92489e-05-0j 0.00068867-0j 0.00104371-0j -0.000179682-0j 0.000121741-0j -0.00118584-0j -1.49735e-05-0j 0.000184504-0j -0.00210996-0j 1.01451e-05-0j 0.000703017-0j 1.53753e-05-0j -0.00221306-0j -0.000209629-0j -0.000372991-0j -1.74691e-05-0j 0.000124277-0j -0.000427992-0j -3.10826e-05-0j -0.000391218-0j 1.03564e-05-0j 0.000113473-0j -7.5659e-05-0j -3.26015e-05-0j 2.00593e-05-0j -6.30492e-06-0j 1.67161e-06-0j 
-0.0206279-0j 0.024799-0j -0.0136364-0j -0.00256233-0j 0.00290429-0j -0.00183062-0j 0.00261465-0j -0.00515154-0j -0.00161041-0j -0.000232443-0j 0.00176737-0j 0.000255097-0j -0.00148533-0j -0.000214389-0j 0.00150012-0j 0.00126267-0j 0.000216523-0j 0.00018225-0j -0.000981906-0j -0.000141726-0j -0.0036233-0j -0.000522979-0j -0.00119281-0j -0.000210861-0j -1.75718e-05-0j 0.00128262-0j 0.000226737-0j -0.00104371-0j 1.88947e-05-0j -0.000695806-0j 0.0010541-0j -0.000184504-0j -0.000123002-0j 0.001183-0j -1.53753e-05-0j 0.00018634-0j -0.000430508-0j -1.02502e-05-0j -0.000650504-0j 1.55283e-05-0j 0.000753084-0j 0.000209126-0j -7.61038e-05-0j 1.74272e-05-0j -0.000114994-0j -0.00209837-0j -6.34199e-06-0j 0.000133128-0j -9.58283e-06-0j -0.00210069-0j -0.000370942-0j 1.1094e-05-0j -0.000371352-0j -3.09119e-05-0j -3.0946e-05-0j 
-0.0031503-0j 0.00383577-0j -0.00227401-0j 0.0185105-0j 0.0215956-0j -0.0392493-0j -0.018593-0j 0.00779425-0j -0.000245943-0j 0.00339387-0j -0.000277822-0j 0.00383378-0j 0.000223202-0j -0.00308006-0j -0.000229192-0j 0.000589089-0j 0.00316271-0j -0.00812908-0j 0.000161116-0j -0.0022233-0j -5.23165e-05-0j 0.000721937-0j -0.000182167-0j 0.00152328-0j 0.000386187-0j -0.000201622-0j 0.00168596-0j 0.000156839-0j 0.00042743-0j -0.000106264-0j -0.000161048-0j -0.00131149-0j 0.000888579-0j 0.000182979-0j -0.000332493-0j 0.00134668-0j 0.000325574-0j 0.000225275-0j -0.000108478-0j 0.000341415-0j 0.000341483-0j -0.00153007-0j -0.00272244-0j -0.000387908-0j 0.000907091-0j 6.60406e-05-0j -0.000690203-0j -0.00285548-0j 0.000229969-0j -1.75092e-05-0j -0.000552231-0j -0.000723931-0j 0.000146412-0j -0.000140003-0j 3.71188e-05-0j 
0.00318295-0j -0.00382657-0j 0.00210415-0j -0.0187023-0j 0.0211982-0j -0.0133616-0j 0.0190842-0j -0.0376008-0j 0.000248492-0j -0.00342904-0j -0.00027271-0j 0.00376324-0j 0.000229192-0j -0.00316271-0j -0.000231473-0j -0.000194834-0j 0.00319419-0j 0.00268859-0j 0.000151511-0j -0.00209077-0j 0.000559088-0j -0.00771508-0j 0.000184055-0j -0.00153906-0j -0.000390189-0j -0.000197912-0j 0.00165494-0j 0.000161048-0j 0.000419566-0j 0.000107365-0j -0.000162651-0j -0.00134668-0j -0.000897787-0j -0.00018254-0j -0.000341415-0j 0.00136008-0j 6.64289e-05-0j -0.00022761-0j 0.000100375-0j 0.000344813-0j -0.000116203-0j 0.0015264-0j -0.000555477-0j 0.000386978-0j -0.000839334-0j 0.000323785-0j -0.000140827-0j 0.000971691-0j -0.000212791-0j 0.000324143-0j -0.00270749-0j 0.000246347-0j -0.00271048-0j -0.000686411-0j -0.00068717-0j 
-0.00240608-0j 0.00292961-0j -0.0017368-0j -0.000298876-0j -0.000348689-0j 0.000633733-0j 0.000300209-0j -0.000125849-0j 0.018073-0j -2.71127e-05-0j 0.0204157-0j -3.0627e-05-0j -0.0164019-0j 2.46057e-05-0j 0.0168421-0j -0.043289-0j -2.5266e-05-0j 6.4941e-05-0j -0.0118395-0j 1.77613e-05-0j 0.00384446-0j -5.76735e-06-0j -0.000139132-0j 0.00236642-0j -2.04961e-06-0j -0.000153991-0j 0.00261914-0j 0.000119788-0j -2.26851e-06-0j -8.11605e-05-0j -0.000123002-0j -0.0020374-0j 0.00138041-0j 0.000139753-0j 1.76464e-06-0j 0.00209207-0j 0.000248661-0j -1.19561e-06-0j -8.28514e-05-0j -1.812e-06-0j 0.000260812-0j -0.00237697-0j -0.00422932-0j 2.05875e-06-0j 0.00140917-0j 5.04394e-05-0j 3.66312e-06-0j -0.00443599-0j -1.22052e-06-0j -1.33729e-05-0j -0.000857892-0j 3.84212e-06-0j 0.000227451-0j 7.43042e-07-0j -1.97001e-07-0j 
0.000347288-0j -0.000422853-0j 0.000250686-0j -0.00412432-0j -0.0048117-0j 0.00874513-0j 0.0041427-0j -0.00173664-0j 2.71127e-05-0j 0.0175087-0j 3.0627e-05-0j 0.0197782-0j -2.46057e-05-0j -0.0158898-0j 2.5266e-05-0j -6.4941e-05-0j 0.0163162-0j -0.0419373-0j -1.77613e-05-0j -0.0114698-0j 5.76735e-06-0j 0.00372441-0j 2.0082e-05-0j -0.000339401-0j 0.00405591-0j 2.22267e-05-0j -0.000375648-0j -1.72899e-05-0j 0.00448907-0j 1.17145e-05-0j 1.77539e-05-0j 0.000292212-0j -0.000197984-0j -2.01715e-05-0j -0.00349199-0j -0.000300054-0j -3.58911e-05-0j 0.00236595-0j 1.19586e-05-0j 0.0035857-0j -3.7645e-05-0j 0.000340914-0j 0.000606587-0j -0.00407399-0j -0.000202109-0j -7.28029e-06-0j -0.00724883-0j 0.000636228-0j 0.00241524-0j 1.93021e-06-0j 0.000123042-0j -0.00760306-0j -3.26219e-05-0j -0.00147038-0j 0.000389839-0j 
0.00243102-0j -0.00292259-0j 0.00160707-0j 0.000301974-0j -0.000342273-0j 0.00021574-0j -0.00030814-0j 0.000607115-0j -0.0182603-0j 2.73936e-05-0j 0.02004-0j -3.00635e-05-0j -0.0168421-0j 2.5266e-05-0j 0.0170097-0j 0.0143173-0j -2.55175e-05-0j -2.14784e-05-0j -0.0111338-0j 1.67026e-05-0j -0.0410844-0j 6.16336e-05-0j 0.000140574-0j -0.00239094-0j 2.07085e-06-0j -0.000151158-0j 0.00257095-0j 0.000123002-0j -2.22677e-06-0j 8.20016e-05-0j -0.000124227-0j -0.00209207-0j -0.00139471-0j -0.000139418-0j 1.812e-06-0j 0.0021129-0j 5.07359e-05-0j 1.208e-06-0j 7.66626e-05-0j -1.83003e-06-0j -8.87518e-05-0j 0.00237127-0j -0.000862936-0j -2.05381e-06-0j -0.00130391-0j 0.000247295-0j 7.4741e-07-0j 0.00150953-0j 1.12935e-06-0j 0.000247568-0j -0.00420609-0j -1.30744e-06-0j -0.00421074-0j 3.643e-06-0j 3.64703e-06-0j 
-0.000350887-0j 0.00042184-0j -0.00023196-0j 0.00416706-0j -0.00472317-0j 0.00297709-0j -0.00425215-0j 0.00837783-0j -2.73936e-05-0j -0.0176901-0j 3.00635e-05-0j 0.0194143-0j -2.5266e-05-0j -0.0163162-0j 2.55175e-05-0j 2.14784e-05-0j 0.0164786-0j 0.0138702-0j -1.67026e-05-0j -0.0107861-0j -6.16336e-05-0j -0.0398015-0j -2.02901e-05-0j 0.000342918-0j -0.00409794-0j 2.18178e-05-0j -0.000368736-0j -1.77539e-05-0j 0.00440647-0j -1.18359e-05-0j 1.79306e-05-0j 0.000300054-0j 0.000200036-0j 2.01232e-05-0j -0.0035857-0j -0.00030304-0j -7.32309e-06-0j -0.00239047-0j -1.10653e-05-0j 0.00362139-0j 1.28102e-05-0j -0.000340097-0j 0.000123766-0j 0.00406423-0j 0.000187012-0j -3.5694e-05-0j -0.00147903-0j -0.000216502-0j -0.00223483-0j -3.57334e-05-0j 0.000603255-0j 0.00258725-0j 0.000603921-0j -0.00720901-0j -0.00721698-0j 
-0.00215207-0j 0.00262033-0j -0.00155344-0j -0.000267323-0j -0.000311877-0j 0.000566828-0j 0.000268515-0j -0.000112562-0j -0.000168011-0j -2.42503e-05-0j -0.000189789-0j -2.73936e-05-0j 0.000152476-0j 2.2008e-05-0j -0.000156568-0j 0.000402425-0j -2.25986e-05-0j 5.8085e-05-0j 0.000110063-0j 1.58862e-05-0j -3.5739e-05-0j -5.15848e-06-0j 0.0181364-0j -2.19987e-05-0j -1.83323e-06-0j 0.0200734-0j -2.43482e-05-0j -0.0156148-0j -2.02901e-06-0j 0.0105796-0j 0.0160338-0j 1.89401e-05-0j -1.28326e-05-0j -0.0182173-0j 1.57834e-06-0j -1.94484e-05-0j -0.0324139-0j -1.06938e-06-0j 0.0108-0j -1.6207e-06-0j -0.0339979-0j 2.20968e-05-0j 3.93168e-05-0j 1.8414e-06-0j -1.30999e-05-0j -0.00657497-0j 3.2764e-06-0j 4.1238e-05-0j -1.09166e-06-0j 0.0017432-0j 7.97516e-06-0j 3.4365e-06-0j -2.11444e-06-0j 6.64597e-07-0j -1.76203e-07-0j 
-0.00147342-0j 0.00179402-0j -0.00106357-0j -0.000183024-0j -0.000213528-0j 0.00038808-0j 0.00018384-0j -7.70662e-05-0j -0.000115029-0j -1.66031e-05-0j -0.000129939-0j -1.87551e-05-0j 0.000104393-0j 1.50679e-05-0j -0.000107195-0j 0.000275521-0j -1.54722e-05-0j 3.97681e-05-0j 7.5355e-05-0j 1.08766e-05-0j -2.44688e-05-0j -3.53177e-06-0j -8.52008e-05-0j -1.50615e-05-0j -1.25513e-06-0j -9.43e-05-0j -1.667e-05-0j 7.33548e-05-0j -1.38917e-06-0j -4.97005e-05-0j -7.53233e-05-0j 1.29674e-05-0j -8.78588e-06-0j 8.55806e-05-0j 1.08062e-06-0j -1.33154e-05-0j 0.000152273-0j -7.32157e-07-0j -5.07359e-05-0j -1.10962e-06-0j 0.000159714-0j 1.51287e-05-0j 2.69183e-05-0j 1.26072e-06-0j -8.96892e-06-0j 3.08877e-05-0j 2.24319e-06-0j 2.82337e-05-0j -7.4741e-07-0j -8.18917e-06-0j 5.46022e-06-0j 2.35281e-06-0j -1.44766e-06-0j 4.55018e-07-0j -1.20638e-07-0j 
0.00217437-0j -0.00261405-0j 0.00143741-0j 0.000270094-0j -0.000306139-0j 0.000192964-0j -0.000275609-0j 0.00054302-0j 0.000169752-0j 2.45016e-05-0j -0.000186297-0j -2.68896e-05-0j 0.000156568-0j 2.25986e-05-0j -0.000158126-0j -0.000133097-0j -2.28235e-05-0j -1.92109e-05-0j 0.000103502-0j 1.49392e-05-0j 0.00038193-0j 5.51268e-05-0j -0.0183244-0j 2.22267e-05-0j 1.85223e-06-0j 0.019704-0j -2.39002e-05-0j -0.0160338-0j -1.99168e-06-0j -0.0106892-0j 0.0161934-0j 1.94484e-05-0j 1.29656e-05-0j 0.0181736-0j 1.6207e-06-0j -1.9642e-05-0j -0.00661362-0j 1.08047e-06-0j -0.00999327-0j -1.63683e-06-0j 0.0115691-0j -2.20439e-05-0j 8.02205e-06-0j -1.83699e-06-0j 1.21214e-05-0j -0.0322359-0j 6.68504e-07-0j -1.40329e-05-0j 1.01012e-06-0j -0.0322715-0j 3.91008e-05-0j -1.16941e-06-0j 3.9144e-05-0j 3.2584e-06-0j 3.262e-06-0j 
0.00148869-0j -0.00178971-0j 0.000984124-0j 0.00018492-0j -0.000209599-0j 0.000132114-0j -0.000188696-0j 0.00037178-0j 0.000116221-0j 1.67751e-05-0j -0.000127549-0j -1.84101e-05-0j 0.000107195-0j 1.54722e-05-0j -0.000108262-0j -9.11251e-05-0j -1.56262e-05-0j -1.31528e-05-0j 7.0863e-05-0j 1.02282e-05-0j 0.000261489-0j 3.77427e-05-0j 8.60837e-05-0j 1.52176e-05-0j 1.26813e-06-0j -9.25649e-05-0j -1.63633e-05-0j 7.53233e-05-0j -1.36361e-06-0j 5.02155e-05-0j -7.6073e-05-0j 1.33154e-05-0j 8.87693e-06-0j -8.53755e-05-0j 1.10962e-06-0j -1.34479e-05-0j 3.10693e-05-0j 7.39744e-07-0j 4.69461e-05-0j -1.12066e-06-0j -5.43492e-05-0j -1.50924e-05-0j 5.49232e-06-0j -1.2577e-06-0j 8.29897e-06-0j 0.000151437-0j 4.57693e-07-0j -9.60767e-06-0j 6.91581e-07-0j 0.000151604-0j 2.67705e-05-0j -8.00639e-07-0j 2.68001e-05-0j 2.23087e-06-0j 2.23334e-06-0j 
0.000380435-0j -0.000463213-0j 0.000274613-0j -0.00223535-0j -0.00260791-0j 0.00473981-0j 0.00224532-0j -0.000941245-0j -0.0028576-0j -0.000409848-0j -0.003228-0j -0.000462973-0j 0.00259337-0j 0.000371952-0j -0.00266296-0j 0.0068446-0j -0.000381933-0j 0.00098168-0j 0.001872-0j 0.000268489-0j -0.000607862-0j -8.71821e-05-0j 2.19987e-05-0j 0.0176989-0j -4.66365e-05-0j 2.43482e-05-0j 0.0195891-0j -1.89401e-05-0j -5.16171e-05-0j 1.28326e-05-0j 1.94484e-05-0j -0.0152381-0j 0.0103243-0j -2.20968e-05-0j 4.01523e-05-0j 0.015647-0j -3.93168e-05-0j -2.72046e-05-0j 1.30999e-05-0j -4.12298e-05-0j -4.1238e-05-0j -0.0177778-0j -0.0316319-0j 4.68444e-05-0j 0.0105394-0j -7.97516e-06-0j 8.33499e-05-0j -0.0331776-0j -2.77714e-05-0j 2.11444e-06-0j -0.00641634-0j 8.74229e-05-0j 0.00170115-0j 1.6907e-05-0j -4.48252e-06-0j 
-3.17029e-05-0j 3.86011e-05-0j -2.28844e-05-0j 0.000566714-0j 0.000661167-0j -0.00120165-0j -0.000569241-0j 0.000238628-0j -2.47504e-06-0j -0.00489777-0j -2.79585e-06-0j -0.00553262-0j 2.24618e-06-0j 0.0044449-0j -2.30646e-06-0j 5.92828e-06-0j -0.00456418-0j 0.0117313-0j 1.62138e-06-0j 0.0032085-0j -5.26485e-07-0j -0.00104184-0j -1.83323e-06-0j 4.66365e-05-0j 0.0171384-0j -2.02901e-06-0j 5.16171e-05-0j 1.57834e-06-0j 0.0189688-0j -1.06938e-06-0j -1.6207e-06-0j -4.01523e-05-0j 2.72046e-05-0j 1.8414e-06-0j -0.0147556-0j 4.12298e-05-0j 3.2764e-06-0j 0.00999742-0j -1.09166e-06-0j 0.0151515-0j 3.4365e-06-0j -4.68444e-05-0j -8.33499e-05-0j -0.0172148-0j 2.77714e-05-0j 6.64597e-07-0j -0.0306303-0j -8.74229e-05-0j 0.0102057-0j -1.76203e-07-0j -1.6907e-05-0j -0.0321271-0j 4.48252e-06-0j -0.00621316-0j 0.00164728-0j 
-0.000384377-0j 0.000462102-0j -0.0002541-0j 0.00225852-0j -0.00255993-0j 0.00161356-0j -0.00230464-0j 0.00454073-0j 0.00288721-0j 0.000414096-0j -0.00316861-0j -0.000454455-0j 0.00266296-0j 0.000381933-0j -0.00268947-0j -0.00226376-0j -0.000385735-0j -0.000324678-0j 0.0017604-0j 0.000252484-0j 0.00649601-0j 0.000931684-0j -2.22267e-05-0j -0.0178823-0j 4.71197e-05-0j 2.39002e-05-0j 0.0192286-0j -1.94484e-05-0j -5.06674e-05-0j -1.29656e-05-0j 1.9642e-05-0j -0.015647-0j -0.0104313-0j 2.20439e-05-0j 4.12298e-05-0j 0.0158027-0j -8.02205e-06-0j 2.74865e-05-0j -1.21214e-05-0j -4.16402e-05-0j 1.40329e-05-0j 0.0177352-0j -0.00645406-0j -4.67321e-05-0j -0.00975217-0j -3.91008e-05-0j 1.70064e-05-0j 0.01129-0j 2.56969e-05-0j -3.9144e-05-0j -0.0314581-0j -2.97492e-05-0j -0.0314929-0j 8.2892e-05-0j 8.29837e-05-0j 
0.000347288-0j -0.000422853-0j 0.000250686-0j -0.00204059-0j -0.00238069-0j 0.00432683-0j 0.00204969-0j -0.000859236-0j 2.71127e-05-0j -0.000374139-0j 3.0627e-05-0j -0.000422635-0j -2.46057e-05-0j 0.000339544-0j 2.5266e-05-0j -6.4941e-05-0j -0.000348656-0j 0.000896147-0j -1.77613e-05-0j 0.000245096-0j 5.76735e-06-0j -7.9586e-05-0j -0.00292675-0j -0.000167926-0j -4.25731e-05-0j -0.00323932-0j -0.00018586-0j 0.00251983-0j -4.71197e-05-0j -0.00170727-0j -0.00258745-0j 0.000144578-0j -9.79566e-05-0j 0.0029398-0j 3.66539e-05-0j -0.000148458-0j 0.00523077-0j -2.48343e-05-0j -0.00174284-0j -3.76375e-05-0j 0.00548638-0j 0.000168674-0j 0.000300121-0j 4.27629e-05-0j -9.99973e-05-0j 0.00106103-0j 7.60877e-05-0j 0.000314787-0j -2.53517e-05-0j -0.000281308-0j 6.08777e-05-0j 7.98058e-05-0j -1.61404e-05-0j 1.54339e-05-0j -4.09196e-06-0j 
3.20315e-05-0j -3.85085e-05-0j 2.1175e-05-0j -0.000572587-0j 0.000649002-0j -0.000409076-0j 0.000584279-0j -0.00115118-0j 2.50069e-06-0j 0.00494853-0j -2.74441e-06-0j -0.00543082-0j 2.30646e-06-0j 0.00456418-0j -2.32942e-06-0j -1.9607e-06-0j -0.00460961-0j -0.00387997-0j 1.52473e-06-0j 0.00301724-0j 5.62636e-06-0j 0.0111338-0j 1.85223e-06-0j -4.71197e-05-0j -0.017316-0j -1.99168e-06-0j 5.06674e-05-0j 1.6207e-06-0j 0.0186198-0j 1.08047e-06-0j -1.63683e-06-0j -4.12298e-05-0j -2.74865e-05-0j -1.83699e-06-0j -0.0151515-0j 4.16402e-05-0j 6.68504e-07-0j -0.010101-0j 1.01012e-06-0j 0.0153023-0j -1.16941e-06-0j 4.67321e-05-0j -1.70064e-05-0j 0.0171736-0j -2.56969e-05-0j 3.2584e-06-0j -0.00624969-0j 2.97492e-05-0j -0.00944337-0j 3.262e-06-0j -8.2892e-05-0j 0.0109325-0j -8.29837e-05-0j -0.030462-0j -0.0304957-0j 
0.00021267-0j -0.000258944-0j 0.000153513-0j 2.64172e-05-0j 3.08201e-05-0j -5.60146e-05-0j -2.6535e-05-0j 1.11235e-05-0j -0.00321149-0j 2.39644e-06-0j -0.00362777-0j 2.70707e-06-0j 0.00291455-0j -2.17486e-06-0j -0.00299276-0j 0.00769226-0j 2.23322e-06-0j -5.74003e-06-0j 0.00210383-0j -1.5699e-06-0j -0.000683143-0j 5.09767e-07-0j 1.22977e-05-0j -0.000420501-0j 1.81162e-07-0j 1.3611e-05-0j -0.00046541-0j -1.05879e-05-0j 2.00509e-07-0j 7.17364e-06-0j 1.0872e-05-0j 0.000362036-0j -0.000245292-0j -1.23525e-05-0j -1.55974e-07-0j -0.000371751-0j -2.19787e-05-0j 1.05678e-07-0j 7.32309e-06-0j 1.60159e-07-0j -2.30527e-05-0j 0.000422376-0j 0.000751531-0j -1.81969e-07-0j -0.000250403-0j -4.45825e-06-0j -3.23777e-07-0j 0.000788255-0j 1.07879e-07-0j 1.18201e-06-0j 0.000152443-0j -3.39599e-07-0j -4.0417e-05-0j -6.56763e-08-0j 1.74126e-08-0j 
-0.000350887-0j 0.00042184-0j -0.00023196-0j 0.00206174-0j -0.00233688-0j 0.00147298-0j -0.00210384-0j 0.0041451-0j -2.73936e-05-0j 0.000378016-0j 3.00635e-05-0j -0.000414858-0j -2.5266e-05-0j 0.000348656-0j 2.55175e-05-0j 2.14784e-05-0j -0.000352126-0j -0.000296389-0j -1.67026e-05-0j 0.000230485-0j -6.16336e-05-0j 0.000850508-0j 0.00295708-0j 0.000169666-0j 4.30142e-05-0j -0.00317972-0j -0.00018244-0j 0.00258745-0j -4.62528e-05-0j 0.00172497-0j -0.0026132-0j 0.000148458-0j 9.89717e-05-0j -0.00293276-0j 3.76375e-05-0j -0.000149935-0j 0.00106727-0j 2.50916e-05-0j 0.00161266-0j -3.80121e-05-0j -0.00186696-0j -0.00016827-0j 6.12356e-05-0j -4.26604e-05-0j 9.25279e-05-0j 0.00520204-0j 1.55247e-05-0j -0.000107119-0j 2.3458e-05-0j 0.00520779-0j 0.000298472-0j -2.71572e-05-0j 0.000298802-0j 7.56697e-05-0j 7.57534e-05-0j 
0.000200507-0j -0.000244135-0j 0.000144733-0j 2.49064e-05-0j 2.90574e-05-0j -5.2811e-05-0j -2.50174e-05-0j 1.04874e-05-0j -0.00150609-0j 2.25939e-06-0j -0.00170131-0j 2.55225e-06-0j 0.00136683-0j -2.05048e-06-0j -0.00140351-0j 0.00360742-0j 2.1055e-06-0j -5.41175e-06-0j 0.000986628-0j -1.48011e-06-0j -0.000320372-0j 4.80613e-07-0j -0.00339112-0j -0.000197201-0j 1.70801e-07-0j -0.00375328-0j -0.000218262-0j 0.00291963-0j 1.89042e-07-0j -0.00197815-0j -0.00299798-0j 0.000169783-0j -0.000115034-0j 0.00340624-0j -1.47054e-07-0j -0.000174339-0j 0.0060607-0j 9.96339e-08-0j -0.00201936-0j 1.51e-07-0j 0.00635686-0j 0.00019808-0j 0.000352444-0j -1.71562e-07-0j -0.000117431-0j 0.00122938-0j -3.0526e-07-0j 0.000369666-0j 1.0171e-07-0j -0.000325941-0j 7.1491e-05-0j -3.20177e-07-0j -1.89542e-05-0j -6.19202e-08-0j 1.64167e-08-0j 
-4.3411e-05-0j 5.28567e-05-0j -3.13357e-05-0j 0.00051554-0j 0.000601463-0j -0.00109314-0j -0.000517838-0j 0.000217079-0j 0.000326077-0j -0.00218859-0j 0.000368343-0j -0.00247227-0j -0.000295927-0j 0.00198622-0j 0.000303868-0j -0.000781029-0j -0.00203952-0j 0.00524216-0j -0.000213611-0j 0.00143373-0j 6.93625e-05-0j -0.000465551-0j -2.51025e-06-0j -0.00408189-0j -0.000506989-0j -2.77834e-06-0j -0.00451783-0j 2.16124e-06-0j -0.000561134-0j -1.46431e-06-0j -2.21923e-06-0j 0.00351436-0j -0.0023811-0j 2.52144e-06-0j 0.000436499-0j -0.00360867-0j 4.48639e-06-0j -0.000295744-0j -1.49482e-06-0j -0.000448213-0j 4.70562e-06-0j 0.00410009-0j 0.00729527-0j 0.000509249-0j -0.00243071-0j 9.10037e-07-0j 0.000906104-0j 0.00765176-0j -0.000301905-0j -2.41276e-07-0j 0.0014798-0j 0.000950382-0j -0.000392336-0j 0.000183798-0j -4.87298e-05-0j 
-0.000214874-0j 0.000258323-0j -0.000142046-0j -2.6691e-05-0j 3.0253e-05-0j -1.90689e-05-0j 2.7236e-05-0j -5.36619e-05-0j 0.00324478-0j -2.42128e-06-0j -0.00356102-0j 2.65726e-06-0j 0.00299276-0j -2.23322e-06-0j -0.00302255-0j -0.00254412-0j 2.25545e-06-0j 1.89844e-06-0j 0.00197842-0j -1.47631e-06-0j 0.0073005-0j -5.4477e-06-0j -1.24251e-05-0j 0.000424859-0j -1.83039e-07-0j 1.33606e-05-0j -0.000456846-0j -1.0872e-05-0j 1.9682e-07-0j -7.24798e-06-0j 1.09802e-05-0j 0.000371751-0j 0.000247834-0j 1.23229e-05-0j -1.60159e-07-0j -0.000375452-0j -4.48446e-06-0j -1.06773e-07-0j -6.77608e-06-0j 1.61753e-07-0j 7.84463e-06-0j -0.000421363-0j 0.00015334-0j 1.81533e-07-0j 0.000231698-0j -2.1858e-05-0j -6.60623e-08-0j -0.000268236-0j -9.98211e-08-0j -2.18822e-05-0j 0.000747402-0j 1.15562e-07-0j 0.000748229-0j -3.21999e-07-0j -3.22355e-07-0j 
