0.0183974+0.0678265j 0.0696904-0.0311787j 0.125688+0.0282282j 0.044502-0.0891782j -0.0306384-0.0795958j -0.0634429-0.0279014j -0.129072-0.107712j 0.0305086-0.189676j -0.0965877+0.00521743j 0.00111412-0.0160109j -0.0396709+0.0538007j 0.0288387+7.00854e-05j 0.0849852+0.0569345j 0.0102642-0.19112j 0.0467083-0.0872959j -0.0895113+0.0307278j -0.0393035+0.0331643j -0.0631042-0.120476j 0.185252+0.0321579j 0.033839+0.160486j 0.119315-0.0186322j 0.0348072+0.0592208j -0.0417982-0.104465j -0.0190713-0.024728j 0.0860964-0.0723594j 0.0671232+0.0043045j -0.039388+0.102791j -0.0363843+0.04858j -0.134208+0.0273897j -0.0152885-0.0744125j 0.101124-0.0521109j -0.00584165+0.0114744j -0.0759808-0.0107076j -0.0511313-0.121741j 0.0542189-0.0256509j 0.0515928-0.0225181j 0.0189031-0.0132688j -0.064646-0.0330418j 0.0527118-0.0395906j 0.094918+0.0580701j 0.0364951-0.0118557j -0.0050074-0.0988308j -0.0335023+0.00753706j 0.142239-0.0248847j 0.0433026+0.0716208j 0.0102648+0.0163821j -0.0661332-0.0401748j 0.000444275-0.00799352j -0.133203-0.000270936j 0.0147657+0.0108031j -0.0146633-0.0431174j 0.0310531-0.061886j 0.0439766-0.0357132j -0.101069-0.0221387j 0.0811314-0.118665j -0.0389045-0.0243848j 0.00171422-0.0127786j 0.0553465+0.0631259j -0.012469-0.0756484j 0.016278+0.00516045j -0.0693047-0.0678617j 0.0337252+0.0106598j -0.0363268-0.0243908j -0.0760654-0.0406578j -0.0598151-0.00947403j 0.0988296-0.0358267j -0.0110151+0.0569548j -0.018816+0.069372j -0.0882779+0.121111j -0.0494745-0.099473j -0.069447+0.0482665j -0.0267285-0.0960746j 0.180769-0.0973383j -0.00187174+0.0758099j 0.107858-0.0121946j 0.0982063-0.119917j 0.117046+0.0986678j 
2.38154e-05-0.00170357j -0.00173205+0.000100104j 0.001245-0.000255436j -0.00037989+0.000241547j 0.00441496+0.00267161j -0.000826167+0.00104338j -0.000516383+0.00121015j 0.000156182+0.00256067j 0.0031185+0.00277619j -0.000932203+0.00516322j -0.000579992+0.00248368j 0.00249938-0.0020837j -0.00195491-6.50544e-05j -0.0016738-0.00425012j 0.00378992-0.002662j 0.00614373-0.00042508j -0.000794006+0.00642762j 0.0107165+0.000156249j 0.00374219+0.0030938j 0.00539461+0.00158743j -0.00815318-0.00940489j 0.00174101-0.00997642j 0.00924567-0.000445171j 0.00428159+0.000336516j -0.00556048+0.00433783j 0.0022021+0.00354986j -0.00232173+0.00479085j -0.00291138-0.00478254j -0.00944511-0.00450391j 0.000326948-0.00970412j -0.000952223+0.00249337j -0.000654451+0.00265663j 0.000464642-0.0159275j -0.0104177-0.00177667j -0.00374206+0.00187408j 0.00496427-0.0109476j 0.000775967+0.00473968j -0.00322905+0.00198528j 0.000685338+0.000972546j -0.00628457+0.00202848j -0.00328453-0.00166302j 0.000967604+0.00529412j -0.00636486-0.00327009j 0.00528456+0.00777155j -0.00461045-0.00516718j -0.00455956-0.00725798j -0.00613004+0.00317678j 0.00783688-0.00394068j 0.00722724+0.00278141j -0.00309515+0.00490142j 0.00322375+0.00687074j -0.00121605+0.00640346j -0.00439206+0.00499344j -0.00433452+0.00304065j 0.00185615-0.00446557j 0.011232+0.00282901j 0.000736547+0.00501581j -0.000321431-0.00321492j 0.00495875+0.00198951j 0.00369741-0.000944127j 0.00141427-0.000808853j -0.00187377-0.00320401j -0.00436008+0.00456276j -0.00132383-0.0014435j 0.00120764-0.00227208j -0.00145751-0.00103956j 0.00294047+0.0053855j -0.000736907-0.00658582j -0.00296176-0.00126826j 0.0026135-0.00200318j -0.00160054+0.00170159j -0.0013099+0.00361719j 0.00142192+0.000382745j 0.00056551+0.00165446j 0.00031783-0.00128003j -0.000290369+0.000748521j -0.00114096-0.000340881j 
-0.00151623+0.0009005j 0.00146434+0.000774452j -0.00216879-0.00266323j 0.00115689+0.00175426j -0.00272986-0.00398393j 0.00265695+0.00106211j 5.33211e-05-0.000210467j -0.00143004+0.000497108j -0.0016434+0.000706425j 0.00110111-0.00440351j -0.000423684-0.0005155j -0.00217678+0.000631566j 0.00578355+0.00259285j 0.00233627+0.00599949j -0.00318877+0.00683592j 0.00176381+0.00413648j -0.00408512-0.00552762j -0.0103518+0.00216511j 0.000123323-0.00257413j -0.00545251+0.00694706j 0.00690538+0.00591212j -0.00270607+0.00806678j -0.00617478+0.0088479j -0.00983768+0.00186345j 0.00869943-0.00150858j -0.00362213-0.00557678j -0.00371566+0.00197752j -0.00253516+0.00890626j 0.00888416+0.00119911j 0.00560674+0.0144099j -0.00695527+6.61282e-06j -0.00910443-0.000289427j -0.000766904+0.0062003j 0.00133347-0.00798045j -0.00332251+0.00312414j -0.00517662+0.00638595j 0.00547381-0.010372j -0.0039098-0.00152493j -0.00331664-0.00335146j 0.00347346+0.000995457j 0.00322254-0.00061321j 0.00205331-0.0122182j 0.0126341+0.00361229j -0.00166647-0.00322399j 0.00117345-0.0105809j -0.0104502+0.00640784j 0.00567974-0.0019727j -0.00109979-0.0044097j -0.00570219-0.00288454j 0.0011771-0.00243664j -0.00143328+0.00198905j 0.00845095-0.00623952j -0.0120963-0.00698377j -0.00479758-0.00485559j 0.000656114+0.00253028j -0.0128008-0.00163029j -0.00474065+0.00148447j -0.00550102+0.00544773j -0.00671135+0.00413335j -0.00494194-0.000590715j 0.00155868+0.00762868j 0.00472181+0.00997654j -0.00254059-0.00506483j 0.00815683-0.00164964j -0.000802086+0.00135101j -0.00159771-0.00184104j -0.000961403-0.0021819j 0.000467755+0.00211232j -0.00145541-0.00240955j -0.00233128+0.00200167j 0.000247584+0.00204335j -0.000524843-0.00107055j 0.00379603-0.000117494j 0.000275437-0.0025832j -0.00167204-0.000285691j 0.00105503+0.000433066j -0.000206348+0.00141032j 
0.00181178-4.8521e-05j -0.000216581-0.00109582j 0.0025287+0.000719158j -0.000808239-0.000647064j 0.0029781+0.00171625j -0.00114263+0.000732979j -0.00190323+0.000850746j 0.00131847-0.00195046j -0.00167897-0.000688273j 8.294e-05+0.000851068j 0.000187697+0.000658805j -0.000951942-0.00254663j -0.00373101+0.00275789j 0.000111972-0.00383216j -0.00210078-0.00204699j -0.00600174-0.00397799j 0.00355636-0.00652724j 0.00280027-0.000322228j -0.0058465+0.00131508j 0.00198332-0.00255987j 0.00539681+0.00279961j -0.00142169+0.00372517j -0.00625772-0.00376873j -0.000766134-0.00461715j 0.0024785-0.00236746j -0.00302701+0.00212237j -0.0046005+0.00764541j -0.00710872-0.00154411j 0.000775032+0.000278671j 0.00059751+0.00354863j -0.00478953+0.00289196j 0.00512799+0.00178947j 0.00304739+0.00299926j -0.00132394-0.000557009j -0.00031321+0.0006195j 0.00150394-0.00350328j -3.00847e-05-0.000571347j -0.00272147+0.00288606j -0.00625543+0.000470128j -0.00782881-0.00134801j -0.00864494-0.00134142j -0.00372509-0.00697549j -0.00185603-0.000124793j 0.0014014-0.00091873j -0.000749957+0.00176398j 0.0041379-0.00127521j 0.000810553+0.00146694j 0.00186271-0.00250743j -0.00479607+0.00143937j 0.0027691-0.000762043j -0.00912704+0.00172401j 0.000797247+0.000914485j 0.00477417-0.00577001j 0.00499328-0.000915747j -0.000806301+0.00149471j 0.00498341+0.0020609j 0.00477356-0.00600274j 0.00688489+0.00131733j 0.00519259-0.00138711j 9.90616e-05-0.00732492j 0.000694723-0.0035065j 0.00451228-0.0053916j 0.00702985+0.00337172j 0.000482633-0.00320801j 0.00115927+0.00102947j 0.00154205+0.00331493j -0.00525148-0.00114806j 0.000357179-5.37648e-05j 0.00206032-0.00151567j 0.00237639-0.0023459j -0.000244902-0.000881366j -0.000269423-5.30825e-06j -0.00117973+0.000442322j -0.000710245+0.00236896j 0.00035383+0.000826286j -0.000689542-0.00188186j 0.0014426-0.000942127j 
0.000586069+0.0011193j 0.000877907-0.00149112j 0.000561937-0.000168826j -0.00172696-0.000999838j -0.00409467+0.00128635j -0.00100738-0.00308589j -0.000331657-0.000596465j -0.00145345-0.00151688j -0.00525706-0.00363708j 0.00305074+0.000513366j -0.000381655-0.00332017j -0.000123906+0.00455022j 0.00369082+0.00425043j 0.000195101+0.00622111j -0.007433+0.00844495j 0.00322796+0.00132403j 0.00250702-0.0108712j -0.0113312+7.68346e-05j -0.0087491-0.00728843j 0.000481984-0.00296595j 0.0107964+0.00414252j -0.00473929+0.00429844j -0.0128545-0.00485072j -0.0135186+0.00187484j 0.010769-0.00496791j 0.00117202-0.00906592j -0.00668955+0.00228863j -0.00376059+0.00486978j 0.0107805-0.00598511j 0.00289169+0.00331529j -0.00220647-0.00633142j -0.0057079+0.00238641j 0.00224796+0.00626453j 0.00780744-0.000502578j -0.00985461-0.00132002j -0.00846838+0.0145609j 0.00718768-0.00668822j -0.0160096+0.0110871j -0.000644182+0.00318072j 0.0068235-0.000885359j 0.00172727+0.00805102j 0.00703705+0.00208611j 0.00680669+0.0113468j -0.0164266+0.000299514j 0.00425393-0.00672823j 0.00019815-0.000261275j 0.00199962-0.00644169j 0.00573691-0.010896j -0.00931418-0.000265764j -0.00750043-0.00334275j -0.00340738+0.00144441j 0.00710208-0.0163125j -0.00792463-0.00548613j 0.00179162+0.00344425j -0.00283705-0.0110131j 0.00165107-0.0100089j -0.00297851+0.00090883j -0.00569593+0.00182044j -0.00195086+0.00264757j 0.00158601+0.00401129j -0.00257615-0.00215532j -0.000419337-0.00348405j 0.00627886-0.000647496j 0.00259232-0.000951118j 0.00453928-0.0045294j 0.00213589+0.0050739j -0.000396238+0.00450246j 0.00461203-0.00639923j 0.000994607-0.00242861j -0.00389517-0.00475392j 0.00143334-0.00415273j 0.00124366-0.00112249j -0.000391363-0.000604387j -0.00281363-0.000695464j -0.000850127-0.00191934j -8.52104e-05-0.0011936j 0.00153889-0.000821255j 
-0.000519903-0.000381294j -0.00230855-0.000879942j -0.000930014+0.00363005j 0.00177858-0.00333313j -0.00330739+0.00399968j -0.0109281-0.00814274j 0.0030477+0.00628967j 0.0035902-0.00369706j -0.00842855-0.00949161j -0.00759796+0.010653j 0.0175467+0.0134665j 0.00346564-0.0122137j -0.00642749+0.0123666j 0.00438323-0.00834884j 0.00265364-0.0161781j -0.0067736+0.00311307j 0.00939255+0.00102019j -0.00182374-0.00666654j 0.00383936-0.00139038j -0.0171381-0.00674413j 0.00276638+0.000369932j -0.00482064+0.00891218j -0.00763147-0.00363048j 0.00603022-0.0020065j 0.0052376-0.00576834j -0.0153752+0.00111405j 0.000909715+0.00514898j 0.00935654+0.00788257j 0.0160422-0.015j 0.00104025-0.0071637j -0.000178947+0.00626609j -0.0104254+0.012888j 0.0032717+0.00307817j 0.0125929+0.00738706j -0.00197725+0.0036932j 0.00520243-0.00309229j -0.00393923+0.011944j 0.0119445+0.00804542j 0.00143422+0.0068019j 0.00686982+0.00494902j -0.00145291+0.00906853j 0.0107012+0.00543155j 0.00116838-0.00617732j 0.0020575-0.000666608j -0.00135227-0.00564952j 0.00248537-0.00272789j 0.00776801-0.000892085j -0.0126196-0.00256532j 0.00404365-0.00469494j -0.00168079-0.00641328j -0.00639492+0.00688942j -0.000697735-0.00475092j 0.00434162-0.00441986j -0.00250879-0.000488933j -0.00392127+0.00537355j -0.00492733+0.00228403j 0.00342846+0.00395993j 0.00506535-0.00908331j -0.00215376-0.00260696j -0.000656506+0.00704962j -0.00617443-0.00459037j 0.0037168-0.006009j 0.00841516+0.0038809j -0.000936936-0.00362326j -0.00306569+0.00935343j -0.0015254+0.000790924j -0.00597645+0.000548058j -0.00212221-0.00383514j -0.00621076-0.00116841j 0.00196282-0.000510376j 0.000840753+0.00353989j 0.00386984+0.00528763j -0.000885014-0.00312548j -0.00319746+0.00210231j -0.00182056-0.00187165j 0.002275+0.00126127j -0.00126492+0.0014624j 
0.000657858+0.000328312j -0.000380249-7.90526e-06j -0.000197549+0.000833486j -0.00157537+0.0013495j 0.000683373+0.00321389j 0.000957303+0.00357472j -0.00089543-0.00586814j -0.000165993+0.00472973j 0.00533349+0.00495824j 0.0110323-0.00206187j -0.00952927-0.0096316j -0.0039397+0.00818075j 0.00637316-0.00326598j -0.00312582+0.00497874j 0.00773465+0.00698857j 0.00504501+0.00223637j -0.00758202+0.00372207j 0.00120783-0.00276962j -0.00136018+0.00066491j 0.00290605+0.008408j -7.3024e-06+0.00518462j -0.00180448-0.00198134j -0.00591113+0.00121588j -0.00585511+0.00064034j -0.00684277+0.00167987j 0.00844582+0.0051722j 0.00907505-0.00579756j -0.00349785-0.00555404j -0.000608429+0.0102242j -0.000885661-0.00494935j -0.00129559+0.00235941j 0.00124809-0.00194172j -0.00083368+0.00221425j -0.000334288-0.00155148j 0.00122989+0.000748608j -0.00250285+0.00161299j -0.00272077-0.00391559j 0.00543075-0.00679175j -0.00905133-0.00660326j -0.0041104-0.00189207j -0.000748139+0.000903905j -0.00623351+0.0086883j 0.00207979-0.00652713j -0.000775905-0.00800379j 0.00154991+0.00798111j 0.00357021+0.00250987j -7.35118e-05+0.00401341j -0.000647761+0.00780553j -0.0054229-0.00330803j 0.00286755+0.0055501j -0.000801645-0.00208105j 1.40922e-05+0.00377357j 0.00400527+0.00136261j -0.0056774+0.00185973j -0.00337897+0.00101402j -0.00466034-0.00510259j -0.00591389-0.0048037j -0.00328214-0.00354644j 0.00255179-0.0117662j -0.000709336-0.00400947j -0.000353269+0.0106429j -0.00553975+0.00638545j -0.00549191+0.00138621j 0.000154032+0.0043552j 0.00175292-0.00674842j 0.000649982-0.000492569j -0.000511844-0.00198317j -0.000508585+0.0034174j 0.0057695+0.00313849j -0.00142956-0.000866854j -0.00198968-0.00585526j -0.000471836-0.00271974j -0.00122336+0.000521873j 0.000149571+0.000538086j -0.00107279-0.000111581j -2.54726e-05+0.000311979j -0.000504333-0.000429705j 
-0.000967708+7.27433e-05j -0.00206523+0.00172273j -0.00229939+0.00447974j 0.00160582-0.000133572j 0.000368337+0.00612947j -0.00498922+0.00091016j 0.000948075+0.00113731j 0.00312864-0.00311894j -0.000754322-0.00119068j 0.00102856+0.00453265j 0.0057848+0.000768074j -0.00345301-0.00943147j -0.0033872+0.00456782j 0.000631562-0.00166766j 0.00477233-0.00783562j 0.00381021+0.00248729j -0.000309829-0.000742161j 0.00103009-0.000897435j 0.00800474+0.00414049j -0.00171533+0.000989015j -0.000925093+0.00248817j 0.00518836+0.0074036j -0.00115415-0.00131896j -0.00044617-3.55339e-05j 0.000768645+0.00412397j 0.00874035+0.00305824j 0.00305186+0.00151509j 0.0040025+0.00719732j 0.000292682-0.00766135j 0.000677459+0.00296277j -0.000881272-0.00748605j -0.00142378-0.00240871j 0.00275094-0.00182435j 0.00999505+0.00933247j 0.00574523+0.00506951j 0.00420253-0.00112693j -0.00632748+0.00588623j -0.000437616+0.00385347j 0.00411631-0.00237201j -0.00881019+0.00415032j -0.00562936-0.000936189j -0.00678208-0.0039524j -0.0104227-0.00389864j 0.00879013-0.00447756j -0.00586888-0.0119706j 0.00405423-0.00146137j -0.00034575-0.00726499j 0.002982+0.0110312j 0.00810415-0.0025609j -0.00537278+0.0023601j 0.000247164-0.00946448j -0.00515688-0.00735256j 0.00114635+0.000292993j 0.00115938+0.00455105j -0.00117245+0.010443j -0.00538923-0.00545755j 0.00286963-0.000152547j -0.000712424+0.00570122j -0.00426478+9.69806e-05j -0.00236529-0.000655339j 0.000228746+0.00413785j -0.00510979+0.00182185j 0.00132585-0.00401792j -0.00338554+0.00199518j -0.0033974+9.53301e-05j -0.00351327-0.00310196j -0.00561285-0.00341885j -0.00430531+0.00850883j -0.000770854+0.00295515j -0.00226574+0.00167106j -0.00420819-0.00129963j 0.00158048-0.00120952j -0.00102559-0.00238527j 0.00154374+0.00217918j -0.00152444+0.00123927j 0.00154226+0.00186705j -0.00210059+0.00137831j 
-0.00120284+7.56594e-05j -0.000178298-0.00104643j -0.000288518-0.00166288j 0.00050976-0.00460452j -0.00773937-0.00187693j 0.0027716-0.00911153j -0.00626553+0.00123175j 0.00471721-0.000615172j 0.00359013-0.00551584j -0.00464805+0.0003192j -0.00720406+0.00725653j 0.00574466+0.00382713j -0.0024094-0.00245643j 0.00925901+0.00175266j 0.0078855-0.00321506j -0.000925643+0.00288372j 0.000635367+0.00456277j -0.00940717+0.0043808j -0.000295552-0.00843283j -0.0019076-0.00292691j 4.51197e-05-0.00412524j 0.00474666+0.00676375j 0.00091769-0.00225175j 0.0036732+0.00333214j 0.00635154+0.000929221j 0.00130496+0.00202597j 0.00218262-0.012097j 0.00797411+0.000341339j -0.00389987+0.00267921j 0.00114055-0.00586263j 0.00206125-0.00216418j -0.0028688+0.00792906j -0.00472391+0.00874095j 0.00447733-0.00819804j 0.0109808+0.00255735j -0.00469464+0.000548943j -0.00535029+0.00513411j -0.000257159-0.00682537j 0.0108756+0.00163394j 0.00612026-0.00107796j 0.000624813+0.00397683j -0.00110515+0.00560341j -0.00108537-0.00177431j -0.00208803+0.00509893j -0.0066238-0.00296423j 0.000152779+8.2724e-05j -0.00217782-0.00313299j -0.00269687+0.00569177j 0.00798174-0.00259734j 0.00154334-0.00177146j 0.000192164+0.00534253j -0.00555513+0.000826954j 0.00714666-0.00617049j 0.00196747+0.00196564j -0.00305164+0.000239056j 0.000236813+0.00328851j 0.000481722+0.0046759j 0.00227591-0.000382358j -0.00215791-0.0025919j 0.00311503+0.00167465j -0.00458244+8.83327e-05j -0.00242224-0.00430644j 0.00205195+0.00368237j -0.00587747+0.00157761j -0.00315949+0.00150105j -0.00275151+0.00110728j 0.00010715-0.000693577j 0.000968042+0.00116352j -0.000458183+0.00277735j 0.000747172-0.000819814j 0.000109912-0.00286496j 0.00190604+0.0026453j -0.00189785-0.00141868j -0.00344561+0.00054101j 0.00112458-0.00103508j 0.00113761-0.000293273j 0.001026+0.000677429j 
0.0004593-0.00180446j -0.00283316+0.00217426j -0.00142986+0.00446567j -0.0029931+0.00359852j 0.00722319+0.00923427j -0.00642186+0.00815408j 0.00769401-0.00412805j -0.00567488+0.000473589j -0.00596202+0.00454135j 0.0031925+0.00602916j 0.0113215-0.0138317j -0.00917449-0.00369749j 0.00144072+0.00793332j -0.00911729-0.00420212j -0.0100379-0.00303635j -0.0039552-0.00899265j 0.000134087-0.00611445j 0.00309495-0.00707812j -0.000894602+0.00602538j -0.00768307-0.000885175j 0.00587113+0.00263481j -0.00725466-0.00219791j -0.00691134-0.000478015j -0.00592192-0.00396623j -0.00792835-0.00203245j -0.0056383-0.00551922j -0.00461175+0.00877495j -0.00528206+0.00330901j 0.00951622-0.0134826j -0.00190715+0.002653j 0.000822406+0.00497736j -0.0027189-0.00169519j 0.0112531-0.00346935j 0.00236081+0.0104149j -0.0116056-0.004983j 0.00692571+0.00389759j 0.00351554+0.00209389j 0.00427013+0.0122355j -0.00676187+0.00264246j -0.0036558-0.00277579j 0.0039697+0.00102082j 0.00612746-0.000395119j 0.00230649-0.00194435j 0.00349909-0.00840788j 0.00831287+0.00149062j 0.0044559+0.000461905j 0.00595564+0.00337741j -0.00450037-0.00161565j -0.0045299-0.00113367j -0.00380693+0.0029557j 0.000189714-0.00592012j 0.00189979-0.00563984j -0.00436636+0.00573385j -0.00511459+0.00462958j 0.0048778+0.000237552j -0.0102215-0.00669174j 0.0015706-0.00827487j -0.00751061-0.003478j -0.00136258-0.00224455j -0.00272788+0.00532834j 0.0037189+0.00120041j 0.00138428+0.00378378j -0.000831675-0.000644539j 0.0022718+0.00200297j 0.00339661-0.00294455j -0.00181055-0.00152539j -0.00436688+0.00395011j 0.00303803+0.000636187j 0.00222694+0.00142346j 0.0007486-0.00134114j -0.00462809+0.00146614j -0.00225545+3.14961e-05j -0.00144766-0.0010394j 0.00468946+0.00200628j 0.000701313+9.01679e-05j -0.0015761+0.00215514j -0.00299222-0.00145207j 
0.00115488-0.00235188j -0.00135614-0.000113864j -0.00023507+0.0010153j -0.00145042+0.00183398j 0.00281652+0.00139078j 0.00198658+0.00406558j 0.00139279-0.00399252j -0.00285636+0.000125765j 0.00164361-1.57448e-05j 0.00156395+0.000688316j 0.000717405-0.00798657j -0.00538195+0.00121895j -0.00255494+0.0056636j -0.00518936-0.000804954j -0.00800737-0.0037202j -0.00438654-0.00654779j -0.00147897-0.00621497j -0.00206121-0.00573215j -0.00255998+7.54973e-05j -0.00746125-0.00696582j -0.00262531-0.0015356j -0.00268758-0.00133495j -0.00191464-0.0047442j -0.000328755-0.00541419j -0.00294335-0.000483317j -0.00112316-0.00528255j -0.00389932-0.00135427j -0.0014828-0.00184529j -0.00172295-0.00879259j -0.00242514-0.00323098j 0.00199724+0.00329686j 0.00410034+0.00279492j 0.00724207+0.00169961j 0.00152579+0.00251197j -0.00100475-0.00288821j 0.0006324+0.00175691j 0.00271539+0.00990133j 0.00203549+0.00909922j 0.00476437+0.00640454j -0.0035669-0.00599148j -0.000880389+0.00140776j -0.00119853+0.00550387j -0.00286147-0.000744438j 0.00555091-0.00365004j -1.49278e-05+0.00325633j 0.00514152-0.00555717j 0.000972344+0.00285928j -0.0047421-0.00344513j 0.00422483+0.00521945j -0.00250494+0.00320622j 0.0011956+0.000108431j -0.00326506-0.00525883j 0.00323774+0.000659064j 0.00299741+0.00074391j -0.00018466-0.0078553j -0.0022522-0.00215158j 0.0020569-0.0050596j -0.00134628-0.00326398j -4.84051e-05-0.00386067j 0.0031805+0.00594915j 0.000124652-0.0017273j -0.0026974+0.00291771j -0.00016324+0.00651564j -0.000177885+0.00194116j 0.00303952-0.000969004j 0.00063009+7.12927e-05j -0.00129253+0.00397643j 0.00432637-0.0018804j 0.00393699+0.000107525j 0.00372076-0.00193698j -0.000655482+0.00162698j -0.00302751+0.00263673j -0.00302214-0.0014692j 0.000993679+4.18057e-05j 0.00234212-0.000535257j -0.00168555+0.000846882j -0.00116181-0.00160568j 
0.000215936-0.00100537j -0.000639779+0.000920332j 0.000755036+0.000234182j 0.000958086-0.000442166j 0.00346423-0.0001311j 0.00181309+0.00359671j 0.00139537-0.000105733j 0.00111215-0.0056312j 0.00145237+0.00241632j -0.00237662+0.00267362j 0.00447107-0.00528194j -0.00185557-0.00379491j -0.00166266+0.00200161j -0.00223425-0.00925744j -0.000711463-0.00749658j -0.00552212-0.00810036j 0.00177129+0.00304082j 0.00439932-0.002969j 0.00272517-0.00132924j 0.00154756-0.00764185j -0.00125099-0.00216971j -0.00218798-0.005168j 0.00458714-0.00819454j 0.00600987-0.00520073j -0.0046125+0.00676427j 0.0020737+0.00105218j -0.00448505-0.000239241j -0.000710867-0.00461344j -0.00469373+0.00315154j -0.00753375-0.0064077j 0.00675468-0.00178523j 0.00414577-0.00164088j -0.00268109-0.00408498j -0.00124459+0.00807508j -7.43447e-06-0.00620424j 0.00329209-0.00704954j -0.0029407+0.00662505j 0.00141339+0.00244437j 0.000373406-0.000644615j -0.000344499+0.00371469j -0.000705074-3.16729e-05j 0.00194615+0.00611223j -0.00334538-0.000258692j 0.00728808-0.00193204j 0.002179+0.00125709j 0.00189915-0.00269034j -0.00349213-0.000256422j -4.0687e-05+0.00509272j 0.0060261-0.00475212j 0.000499171+0.00105552j 0.00446978-0.00278182j 0.000344547+0.00268207j 0.00821242+0.00138659j 0.000627346+0.00602917j 0.00356466-0.00209705j 0.00183967-0.00328j 0.00668563-0.00340675j -0.00182951-0.000945102j 0.00178759-0.00390305j 0.000552333-0.000886813j -0.00196742-0.00261399j -0.00330411-0.00485518j -0.000441516-0.00221193j -0.00315761+0.00337803j -0.00219344-0.00179955j -0.00293749-0.00126319j -0.00223127+0.00295869j -0.000123566+0.00554365j 0.0011974+0.00369873j -0.000640296-0.00246861j -0.00456412-0.0018734j -0.00193028-0.000605241j -0.000540743-0.00460816j 0.00216722+0.00161474j 0.00329933+0.00134167j 0.000438797+0.00068601j -0.000624131+0.000726162j 
-0.000833901-0.00121499j 0.00101604-0.000231869j -0.00185179-0.00299755j 0.000667119+0.00328655j -0.00250712-0.00358876j 0.00719307+0.00197819j -0.00234229-0.00159903j -0.00186914+0.00479209j 0.00529907-0.00044825j 0.000678982-0.0020587j -0.00423831+0.00171658j 0.00178626+0.00612516j -0.00216651-0.000474251j -0.00249198+0.00374357j -0.00511748-0.000993292j -0.000257563+0.00358386j -0.000899717-0.00494935j -0.00135433-0.00386345j -0.000191919-0.00270227j -0.00517995-0.00286236j -0.0159229-0.00201683j 0.000389589-0.00229781j 0.0050792+0.00121713j 0.00325458-0.00463525j 0.00126287-0.000573014j -0.00282189-0.00179301j 0.000677585-0.00731347j -0.00116204-0.00732663j -0.00655115-0.000828208j -0.00298322-0.00105876j 0.000898773+0.00268128j 0.00610173+0.0022745j 0.000596791+0.00323492j -0.00467733-0.00578612j 0.00553445+0.00235692j -0.00374324-0.000717304j 0.00484835+0.00827454j 0.00225329-0.00520443j 0.00717456+0.0049205j -0.00562047-0.006113j -0.00465744-0.0011807j -0.00332239+0.00422619j -0.00499175-0.00257773j 0.00125497+0.00361398j -0.00100772+0.00638963j 0.00112572-0.0054114j 0.000795294+0.00471244j -0.0043156-0.00387046j 0.00558598+0.0107357j 0.00160216+0.00242826j 5.07356e-05+0.00674632j -0.00241758-0.000234173j 0.00441958-0.00504771j 0.00616643-0.00581562j -0.00275902-0.00608618j 0.00486864+0.00516352j -0.00150127+0.000888509j 0.00469057-0.00573484j -0.00379964+0.000345369j 0.00379778+0.00494833j 0.00288058-0.00111298j -0.00242462+0.00336527j -0.000152065+0.00953126j 0.00122599-0.00158607j 0.00284281+0.00236342j 0.00138872+0.00251952j 0.00459102+0.00190702j 0.00195568-0.00689475j 0.000604728-0.00521211j 0.00518244+0.000873909j 0.00529089+0.00365459j -0.00243704+0.00614146j -0.000777529+0.00182186j -0.00191986-0.00555692j -0.00226253-0.00228155j -0.00137124+5.04044e-05j 6.48866e-05-0.00124893j 
