0.0183974+0.0678265j 0.0696904-0.0311787j 0.125688+0.0282282j 0.044502-0.0891782j -0.0306384-0.0795958j -0.0634429-0.0279014j -0.129072-0.107712j 0.0305086-0.189676j -0.0965877+0.00521743j 0.00111412-0.0160109j -0.0396709+0.0538007j 0.0288387+7.00854e-05j 0.0849852+0.0569345j 0.0102642-0.19112j 0.0467083-0.0872959j -0.0895113+0.0307278j -0.0393035+0.0331643j -0.0631042-0.120476j 0.185252+0.0321579j 0.033839+0.160486j 0.119315-0.0186322j 0.0348072+0.0592208j -0.0417982-0.104465j -0.0190713-0.024728j 0.0860964-0.0723594j 0.0671232+0.0043045j -0.039388+0.102791j -0.0363843+0.04858j -0.134208+0.0273897j -0.0152885-0.0744125j 0.101124-0.0521109j -0.00584165+0.0114744j -0.0759808-0.0107076j -0.0511313-0.121741j 0.0542189-0.0256509j 0.0515928-0.0225181j 0.0189031-0.0132688j -0.064646-0.0330418j 0.0527118-0.0395906j 0.094918+0.0580701j 0.0364951-0.0118557j -0.0050074-0.0988308j -0.0335023+0.00753706j 0.142239-0.0248847j 0.0433026+0.0716208j 0.0102648+0.0163821j -0.0661332-0.0401748j 0.000444275-0.00799352j -0.133203-0.000270936j 0.0147657+0.0108031j -0.0146633-0.0431174j 0.0310531-0.061886j 0.0439766-0.0357132j -0.101069-0.0221387j 0.0811314-0.118665j -0.0389045-0.0243848j 0.00171422-0.0127786j 0.0553465+0.0631259j -0.012469-0.0756484j 0.016278+0.00516045j -0.0693047-0.0678617j 0.0337252+0.0106598j -0.0363268-0.0243908j -0.0760654-0.0406578j -0.0598151-0.00947403j 0.0988296-0.0358267j -0.0110151+0.0569548j -0.018816+0.069372j -0.0882779+0.121111j -0.0494745-0.099473j -0.069447+0.0482665j -0.0267285-0.0960746j 0.180769-0.0973383j -0.00187174+0.0758099j 0.107858-0.0121946j 0.0982063-0.119917j 0.117046+0.0986678j 
-0.00215362-0.00622935j -0.00530032+0.00209954j -0.00695513+0.00527479j 0.00137063+0.00729722j 0.00249483+0.0016067j 0.00012519+0.00094258j 0.00999813-0.0108423j 0.0170206+0.00947073j 0.00544214-0.00525266j -0.00389958+0.00941535j -0.0123888-0.00637199j -0.00268406+0.0107484j 0.00562905+0.00538306j 0.00076718-0.00906407j -0.00834022+0.0199402j 0.0181052+0.0233857j 0.00371176-0.00848096j 0.0180115-0.00206913j -0.0154902-0.0326142j 0.0425059-0.000774356j -0.0140953-0.000859412j -0.00181864+0.0136025j -0.0114191+0.0132842j 0.0239148+0.00524548j -0.00656085-0.0298971j -0.00204967-0.0200227j -0.0235282+0.00846827j 0.0254085+0.0238232j 0.0209657+0.0189941j -0.0445062+0.0335518j 0.00471366+0.0296039j -0.0142186-0.0148654j 0.00467282-0.00846716j 0.0114002+0.00214999j -0.00689143-0.00825257j -0.00217409-0.013645j -0.0151198-0.00436188j -0.00227424+0.0122963j 0.0225013+0.00318662j 0.0125743+0.00955568j -0.0151969-0.00624313j -0.0221856+0.0189616j 0.0215043-0.030353j 0.000568986+0.00553916j 0.00645652-0.0126516j 0.00252883-0.0212787j -0.0144277+0.00781623j -0.00980773+0.00568257j -0.0207058+0.00263044j -0.00143232+0.0159979j 0.00725726-0.0160513j -0.0051407+0.00158365j 0.0235435-0.00683799j 0.010911-0.0178876j 0.00999438+0.00571722j 0.00482118-2.73933e-05j 0.00630824+0.0030669j -0.0258739+0.018494j 0.0212435-0.00631656j -0.0063561+0.0354231j 0.00303287+0.0247812j 0.00858472+0.00111269j 0.0210051+0.0191749j -0.0153207-0.00246801j 0.0238232+0.00962769j -0.0047551-0.00502489j -0.00532026+0.00151993j -0.022756+0.0184396j -0.0134536-0.029247j -0.0176947-0.0121879j -0.0199453+0.0152261j 0.0152952+0.0168234j -0.00489135+0.0133108j -0.00256581-0.003937j -0.00368865+0.00574468j 0.000686269-0.00140888j 0.0010507+0.000832482j 
-0.00354914-0.0022796j -0.00175819+0.00362764j 0.0021981+0.0054606j 0.00234037-0.00342571j 0.00630281-0.00338805j -0.00640542-0.00693695j 0.0112932+0.00558854j 7.55729e-05+0.0102268j -0.0157098-0.00299914j 0.0015108-0.00888048j 0.0146242-0.0165529j 0.00695506+0.036363j 0.00563564-0.00750311j 0.0118188-0.0084863j -0.0195737+0.00552775j 0.00800422+0.0215034j 0.0170968-0.0123262j -0.0193866+0.040457j 0.00298554+0.0405693j 0.013686-0.00410463j -0.00928439-0.01989j -0.000267771-0.00236197j 0.052433+0.000893332j 0.00378427-0.00645716j -0.00680928-0.0123266j 0.0118612-0.0153172j 0.0156602+0.0311182j -0.0138054+0.000603718j -0.00643907+0.0118902j -0.0123095-0.00949692j 0.00771173+0.00746749j -0.0216045-0.0131421j -0.0170404+0.0195454j 0.0264981+0.0143311j -0.00504204-0.00151685j -0.00317315-0.0015929j -0.00152757+0.0184997j -0.00260625+0.00988962j -0.00465649+0.00236299j -0.00139698-0.0191028j -0.0110325+0.0153453j 0.00726196+0.00394554j -0.0189753+0.00600026j -0.00201536-0.0136097j 0.00846417-0.00765584j 0.0192327+0.0174533j -0.00386488+0.00395706j -0.0164379-0.00411139j -0.00274715-0.00676435j 0.0120487+0.000187366j 0.00582012+0.00290089j -0.0230646-0.0107386j 0.00897137-0.0273581j -0.0223512-0.0129871j 0.00733871+0.0190596j -0.00140764-0.010367j 0.000767676+0.00241819j -0.00888227+0.00460094j -0.000197714+0.013438j 0.0260941-0.010171j 0.0235976-0.0157578j 0.00302419-0.00872961j -0.0386999+0.00311785j -0.00711707+0.0305594j -0.019207+0.0233j -0.00655516-0.0109682j -0.00850092+0.0100187j -0.0286947-0.0289436j 0.0218237-0.00900872j 0.00704584+0.00235857j 0.0101626+0.0123495j 0.0268261-0.00341918j -0.00708902+0.0241929j -0.00160074+0.00542419j 0.00391075+0.00401231j -0.00194038-0.000385603j 0.000131016-0.00186407j 
-0.00202549+0.000628973j 0.000511966+0.00185123j 0.015121-0.00161834j -0.00420402-0.0151879j -0.00609162-0.00931938j -0.013485+0.00436468j -0.00274292+0.0087521j -0.000479539-0.00388206j -0.0132567+0.00590947j 0.00396686+0.00595332j -0.0107515-0.0142189j -0.00485768-0.00866992j -0.0178179+0.0163259j 0.00901837+0.0148637j -0.0241335+0.0141025j -0.00937785+0.0189024j -0.0185726+0.0187507j 0.0232808+0.0118304j -0.0263706+0.00905423j -0.00257202+0.0175584j 0.0370949+0.000477118j 0.0256588-0.0337522j 0.0164253+0.0231043j 0.00974391-0.00349003j 0.0127699+0.0038333j -0.0149323-0.00958051j 0.00660474-0.0182104j -0.0329975+0.00918082j 0.0136513+0.0084176j -0.0115402+0.00602169j 0.0230819-0.0186133j 0.0167815+0.00573911j -0.0038686-0.0300256j 0.00971614-0.00624347j 0.0046856+0.00664789j -0.0161006-0.0366382j -0.00989071+0.0184795j -0.0132078+0.0205151j -0.00276065+0.0154245j 0.0046931-0.0228696j -0.000116403+0.0208298j 0.0098686-0.00293813j 0.013201+0.00135929j 0.0262052-0.0273222j 0.000553336-0.00581672j -0.0203885+0.00446649j 0.00971151-0.0117974j 0.00688326+0.0242323j -0.00275102+0.00949964j -0.000953017-0.00424977j -0.00469619+0.00368695j -0.0109591-0.0150635j 0.0165882+0.0274905j -0.00917493-0.000623636j -0.00333403+0.00732762j 0.0174647+0.0122024j 0.0194114+0.0226712j 0.0346912-0.0058114j 0.00600435-0.00355806j -0.00143157+0.00521773j -0.0132047-0.014407j -0.00820241+0.0285529j 0.00950582+0.0170484j 0.0146469+0.00957261j 0.00557949+0.00707289j 0.00821736+0.0191091j 0.0308366-0.0181225j 0.00142997+0.0235656j -0.000328841+0.00400347j 0.00758073-0.00178675j -0.00245121+0.00191546j 0.0127477+0.00713066j -0.0118811+0.0152088j -0.00202111+0.0113553j 0.00980468+0.00337746j -0.00460887-0.00101836j 0.000936636-0.00442222j 
0.00615474-0.0119342j -0.0132917-0.00627753j 0.013057-0.0144682j -0.0131458-0.00747806j 0.0154759-0.013897j -0.00362478-0.0114744j -0.00269659+0.00334814j 0.0180765-0.00250178j -0.000758843-0.0151545j 0.0559477+0.00628509j -0.00216297+0.0158953j 0.00304072+0.0172299j 0.00738633+0.00580596j -0.00254039-0.000447773j 0.021149+0.011792j -0.00623506+0.00771756j 0.00957211-0.00438121j 0.0166527+0.00136617j 0.0020476-0.0185718j -0.0230577+0.00461614j 0.00194313-0.0161162j 0.0307851+0.00774763j -0.00474989-0.00479897j -0.00992546-0.0066949j -0.0158151-0.00287556j 5.2677e-05+0.00671681j 0.00212922-0.0269064j -0.000288151-0.0110952j -0.0023858-0.00427081j -0.00622162+0.00527011j -0.0253673+0.0137152j -0.00121624-0.0128798j -2.84329e-05-0.00396656j 0.00306649-0.00418615j -0.0190963-0.0252395j -0.0188289+0.00241944j 0.00428329-0.00815527j 0.0007731+0.00510106j 0.00412202+0.0147634j 0.00598236+0.0128586j -5.21828e-05+0.0149534j 0.0142219+0.000525772j -0.00580544+0.0169251j 0.0116928+0.00125219j 0.0330329-0.00404477j 0.00149017+0.0179518j 0.022393+0.00517368j -0.0134039-0.0110678j 0.0246451+0.00280024j -0.00785679+0.0201102j 0.00738076-0.00979633j -0.00673718-0.00590632j 0.00468361-0.0223935j -0.0187702+0.00234157j -0.0050566-0.0150832j 0.0050355+0.025231j 0.0157858-0.0142625j -0.00645807+0.0276306j 0.0420315+0.0175448j -0.0179315-0.0114904j 0.0265339+0.0235381j -0.0143717-0.0268878j -0.0141811+0.0345795j -0.0164108+0.00424569j 0.0123156-0.0168406j 0.013023-0.0064975j 0.00520605-0.0234295j 0.0224264-0.00174633j 0.0109161+0.0312836j 0.019496-0.0107892j -0.00831664-0.0112843j 0.000685915+0.0015028j 0.00925153+0.00449638j 0.000963608+0.00818184j 0.0111085-0.00235636j -0.00154533+1.65995e-05j 0.000933128-0.0013836j 
-0.00244773-0.00450287j -0.00523974+0.00255705j -0.00251841+0.00025618j 0.000543762+0.00538057j -0.00783443+0.00693137j 0.00938674+0.0148069j -0.0119418-0.0123661j 0.0209283-0.00277245j 0.0184335-0.000995717j 0.0117427+0.0180929j -0.0199624-0.0028928j 0.00896839-0.0303979j -0.0214199-0.0156493j -0.0109222+0.0126973j -0.0129356-0.0130407j 0.0152355+0.0363709j 0.016866-0.0176015j -0.0219716+0.00499201j -0.000629447+0.0162966j 0.00710669-0.00130467j -0.00332773-0.0194714j 0.0204747+0.0124284j 0.0107441-0.0164717j -0.0194123-0.00907041j 0.0108617+0.00312478j 0.0249286-0.00387733j -0.00587555+0.000628277j -0.0153903+0.00113784j -0.00404335-0.00167029j 0.00374628+0.00797441j -0.0101713+0.0150931j 0.0122422-0.00407619j 0.0278931-0.00380676j 0.001751+0.0125005j 0.00843238-0.0147066j -0.00666956+0.00948153j 0.0061346+0.00238038j -0.0026452+0.00273873j 0.0119105+0.00598344j 0.0262454+0.0131152j 0.007539+0.00556933j 0.0138186-0.00811502j 0.00566148-0.00078192j -0.0133677+0.0051428j -0.0241007-0.0106072j -0.0146407+0.00180397j 0.0212812+0.00202237j -0.00600117+0.00723314j 0.010521+0.0275058j -0.00473433+0.00608836j -0.00441119-0.0307303j -0.000222069+0.00754681j 0.00603038+0.0343466j 0.00474073-0.0211987j 0.0122883-0.0201185j 0.00227709-0.00751983j -0.000793144-0.00899116j 0.0237863-0.0261216j 0.0414668-0.0188155j 0.0153982-0.0214854j -0.00872509+0.0321361j 0.0421576+0.0255604j 0.0110379-0.00766181j 0.00327243+0.0254482j -0.0263257-0.00268017j -0.0310989-0.00628289j -0.00898088+0.0298485j -0.00792211-0.00948481j -0.00158172+0.00310984j 0.0118581+0.00240494j 0.005221-0.0121405j -0.0061492-0.00442106j 0.005122+0.00105444j -0.0022483+0.002071j 0.00314409+0.00218772j 0.000321899-0.00104127j 0.00148509+0.000472368j 
0.00908018+0.00586933j 0.00749973-0.00922897j -0.002948-0.00582186j -0.0047697-0.00361196j -0.00201484-0.0169049j -0.0167642-0.0107913j 0.000470874-0.0101977j 0.00545393-0.00522391j 0.00111982-0.0286741j -0.0134317-0.0157453j 0.0257499+0.0123356j -0.0190024-0.00133685j -0.0166519+0.0206166j -0.00901637+0.0203264j -0.00654404-0.0133725j 0.00594254-0.00274468j 0.0147266-0.0418066j 0.0114043-0.0137718j -0.00331254+0.0140985j 0.0108161+0.00275784j 0.0284837+0.0143312j -0.0192014+0.0105298j -0.00985085+0.00912439j -0.0214345+0.0194797j -0.0111911+0.0209303j 0.000515023+0.0065382j 0.013101+0.014967j 0.0210984+0.023568j 0.00421811-0.0208876j -0.00114317-0.00653767j 0.00371154-0.013839j -0.0232011-0.0236123j 0.015349+0.00337463j -0.0224624-0.0268179j 0.0135735+0.0117244j 0.0157168+0.0115909j 0.0126249-0.0283786j -0.00937104-0.00908056j 0.00566256+0.0221071j 0.0160667+0.00412644j 0.0434723-0.00366465j -0.0150823+0.0347895j -0.0203346-0.00619072j 0.0126788-0.00664634j 0.0021549+0.00501832j 0.0170559+0.00314071j -0.0127923+0.0130713j 0.00615252-0.00610379j 0.0100904+0.0197146j 0.022156-0.00564373j 0.00490845+0.000265034j -0.0012028+0.0238669j 0.0108958+0.00259396j 0.0091208-0.00442179j -0.0122285-0.00102965j 0.011009+0.00479862j 0.00842824+0.00439736j -0.00245044+0.0141015j 0.0315541+0.0113531j 0.0156328-0.0091628j -0.0149723+0.0154685j 0.000529456+0.024342j -0.00510839+0.0123322j -0.000596095+0.0114853j -0.00527374+0.0185565j 0.0144616+0.01965j 0.0279157-0.00833426j -0.00332399-0.00320469j 0.0208565+0.0101924j 0.00102789+0.00262957j 0.0100664+0.0169538j 0.0186101-0.00955807j -0.00533427+0.00576892j 0.00501171+0.000750836j -0.00162371-0.00523507j -0.000251175+0.00205242j -0.00289393-0.00068179j 
-0.00873759+0.00468039j 0.0032456+0.00779835j -0.00337773-0.0066049j -0.0126913+0.00612139j 0.00942932+0.00102491j -0.00867451-0.00375352j -0.00767675+0.0071935j -0.00286899+0.00373183j -0.00824503-0.00383927j -0.00022299+0.0444495j 0.00357939-0.0224445j -0.00426456+0.00271453j 0.00593144-0.00441309j -0.00819984-0.0104253j -0.0146484-0.0056967j -0.0197414-0.0135185j -0.0183109-0.0221506j -0.00648562-0.0123533j -0.00179607+0.00530616j 0.00754181-0.00340908j -0.015377-0.00427501j -0.0272162-0.0123246j -0.0209706+0.0168835j -0.0210439-0.00304656j 0.0155955+0.0240205j -0.00147644-0.0281633j 0.00278552+0.00531972j -0.0193268-0.00623781j 0.00124638+0.013868j 0.0118287+0.0208153j 0.0232932-0.0279646j -0.019584+0.0009022j -0.0327796+0.0274321j -0.0134724+0.00546684j 0.0190022-0.0101851j 0.0179356+0.0126078j 0.0062056-0.03771j -0.0137488-0.0110916j -0.00109823+0.000638792j -0.0117126+0.0112891j 0.0165049-0.00131988j 0.00450852+0.0211328j 0.0302491-0.0210911j -0.0076445+0.0302322j -0.00126622-0.0106249j -0.00782689+0.00899002j -0.00610991-0.0323437j -0.0037826-0.00218888j 0.0155889+0.0163996j 0.014022+0.0193663j 0.00918716+0.0126566j -0.0245749+0.00424998j 0.0116761-0.000732531j -0.0254276+0.00996431j 0.0429507+0.0149726j 0.00498907-0.00539896j 0.012878+0.0122466j 0.0151223-0.0188009j -0.00583105+0.00459111j -0.0164187+0.00510655j 0.011686+0.00028603j -0.000526807-0.0218858j 0.00311779+0.0193459j -0.0111304+0.012423j -9.83259e-05-0.0278378j -0.027783-0.00440507j 0.000917203+0.0070494j 0.0138104+0.00613597j 0.00335884+0.00577125j 0.0111661-0.0145676j -0.0109067-0.00866937j -0.000313614+0.00886755j -0.00324969+0.0119857j 0.00232391+0.00742025j 0.00778107-0.00113236j -0.00221495-0.000156414j 0.000488111-0.00158279j 
0.00891379+0.000183911j -0.00279467-0.00760865j 0.00617732-0.0132286j -0.00277173-0.00821674j 0.00383834-0.00240998j -0.00538278-0.00201688j -0.0125216+0.0125432j -0.00168596-0.0115042j 0.00481164-0.0134509j 0.00654983-0.0238702j -0.00072596+0.00607235j 0.00174518-0.0197095j 0.00326017-0.00025291j -0.0187806-0.00685685j 0.0014345-0.011935j -0.0112606-0.00460659j -0.00398541-0.00127781j -0.0106596+0.0107554j 0.00425093+0.000348988j 0.00507481+0.0015671j 0.00242678-0.0137313j 0.00677675+0.00369965j -0.01568-0.00583303j 0.0074913-0.0078464j -0.00845394-0.00868314j -0.00901925+0.00639441j 0.00115155+0.0082349j 4.51345e-05-0.000837053j 0.00229132-0.00177464j -0.00625139+0.00581171j -0.00532287-0.00543575j -0.00441346+0.00598121j -0.013932-0.00542613j 0.00473362-0.00926202j 0.0206584+0.0141917j 0.0298393+0.0133756j -0.00454407+0.00181092j 0.00824401-0.0111058j 0.00516986+0.0182852j 0.0118782+0.00655759j 0.0010721+0.00301126j 0.00461006-0.0204961j -0.0164651-0.0194582j 0.0121047-0.0238735j -0.00770648+0.0207921j 0.000531911-0.0276692j 0.0115617-0.00794933j 0.00408532-0.00807067j 7.13823e-05-0.0153866j -0.00314046+0.0100347j 0.00397149-0.000588205j -0.00350328+0.00429318j -0.0109086-0.0010219j -0.00513575-0.0102693j 0.0179973-0.012228j 0.0161227+0.00557164j 0.00061571-0.00242571j -0.0160455+6.00332e-05j 0.0101614+0.00204003j 0.00647183-0.00577206j -0.00204291-0.0155643j 0.0104221+0.00186166j -0.0071838-0.00512095j -0.0118897-0.00160999j 0.00741965-0.00588549j -0.00014219+0.00958844j 0.00316491-0.0260889j 0.0129382-0.00866559j -0.00406974-0.0158924j 0.00240517+0.00230953j 0.00355678-0.0266321j -0.00853875+0.00247264j 0.00581307+0.017765j -0.00341686+0.0081658j 0.00858199+0.00615664j 0.003733-0.0138366j 0.0155201+0.00417774j 
-0.0021923-0.00771492j -0.00835761-0.000808286j 0.00090976-0.00373834j -0.000797465+0.010857j 0.00776621+0.0081895j 0.00638338-0.00649706j -0.000502161-0.00307317j -0.0013416+0.0112702j 0.0150305+0.00647265j 0.028283+0.00510186j 0.00121674+0.000836688j 0.0217247-0.00334118j -0.0144441-0.000425743j 0.00950528-0.00757047j 0.0014036+0.00271148j 0.0120179-0.0115636j 0.00151538-0.0102018j -0.00141139-0.00957754j 0.00194486+0.00762016j -0.00385671+0.0128397j -0.00180226+0.00615536j 0.00195291+0.00475491j 0.00424786-0.00108752j 0.0309346+0.00119732j -0.00397251-0.00954685j -0.0125068+0.0109219j 0.00597571+0.0120634j -0.00305084+0.0092329j -0.0107002+0.00597951j 0.0160974+0.0172208j -0.00713986+0.00772034j 0.0168683-0.0150317j 0.00302218+0.00842488j 0.0106841-0.0170239j 0.00404078+0.000244846j -0.00528216-0.0163755j 0.00559481+0.00861393j -0.0154447-0.0250646j 0.0282975+0.00187842j 0.00382046-0.00338061j -0.0121837-0.00504133j 0.0171208+0.00786622j 0.00947894+0.0112538j 0.00192363-0.00016158j 0.0066534+0.0151489j 0.000321336-0.0129966j -0.0086771-0.00976336j 0.00724874-0.0169265j -0.0111876+0.00209736j 0.017648-0.00614643j -0.00889992+0.000743002j 0.0113348-0.00279254j -0.0131069+0.00929977j -0.0173106-0.00276107j -0.00225204-0.00395224j 0.00573968-0.0229465j 0.0164071-0.00715696j -0.00842416+0.00397942j 0.00987046+0.0019755j -1.98884e-05+0.00224754j 0.00218786+0.00546167j 0.00358808-0.00666085j 0.00532827+0.00257844j -0.00756351-0.0110022j 0.00581937+0.000229174j -0.0118602-0.0184575j 0.00326694+0.00572806j 0.00270097+0.00507083j 0.026156-0.0115247j -0.00195051-0.0063257j 0.00640758-0.00351647j -0.00973556+0.0109939j -0.0302507+0.00725969j 0.00781308+0.000754535j -0.00321012-0.00610217j -0.0161517-0.00382612j 0.00286358-0.0144486j 
0.007483+0.00296523j 0.0027442-0.00630721j 0.00530545-0.00340676j -0.00202115-0.00764349j -0.00214789-0.00252223j 0.00209635+0.00160656j -0.00827906+0.00496569j -0.000330185-0.0145118j -0.000574314-0.00622823j -0.00298884-0.0103021j -0.00306933+0.00334825j 0.00312781-0.00434699j 0.00825644-0.00663466j -0.00441071-0.00264873j -0.00150185-0.00804762j -0.00572757+0.00123403j -0.00170657-0.00601862j -0.00793852+0.00302894j 0.00202663-0.00751757j 0.00971397+0.000616445j -0.00202261+0.00385525j 0.00162933-0.00885386j -0.00751422-0.00605069j -0.00334692-0.000196142j 0.000315636-0.00737478j -0.000536046+0.00688146j 0.00300021+0.00171268j -0.00381118-0.00378398j 0.00565094-0.0126375j -0.00650111-0.00889539j -0.00250381+0.00125381j 0.00199385+0.00394887j -0.00667955+0.00135972j 0.00230853+0.0020998j 0.00156699+0.00141634j -0.0071409+0.00386776j -0.00834849-0.00907266j 0.00180791-0.000786558j -0.0013494-0.00654422j -0.00661972-0.00018731j 0.0156198+0.00117987j -0.011398+0.00212141j -0.00595964-0.00864313j 0.00654525+0.00395969j -0.00224944+0.00629896j 0.0073769-0.00517405j -0.00227922+0.00231911j -0.000925526-0.00501688j 0.00042634+0.00964088j 0.00242096+0.00646866j -0.00226806-0.00900411j 0.00820757+0.0153983j -0.00761767-0.00492784j 0.0032139-0.00874389j -0.00179876+0.00304002j 0.00333328-0.00802889j -0.00142326-0.000817551j -0.00769197+0.00346425j -0.00128361+0.00727851j 0.00314067+0.00256737j -0.00033521-0.00681107j 0.0051852+0.00641463j -0.0024463-0.00391742j 0.00689141-0.0124914j 0.000823864-0.00529933j 0.00329028+0.0112177j -0.00362041-0.00971286j 0.00235759-0.0043428j -0.004124-0.00603709j 0.0017357-0.00693931j -0.00217999-0.00975905j -0.00246747-0.00559102j 0.0136924+0.00283753j -0.00816255+0.00388056j 0.00567346+0.00981804j 0.00129206-0.00862817j 0.00933636+0.000999464j 
0.0146939-0.00743366j -0.00642934-0.0128992j 0.0141055-0.00877212j -0.0131359-0.0131466j 0.0186525+0.000724224j 0.0141502-0.00986728j -0.00735881+0.0100643j 0.00492173-0.0162213j -0.000635184-0.0034675j 0.00722682+0.0072176j -0.0152824-0.00500118j 0.0177288-0.00220255j -0.00490298-0.021354j 0.00496804+0.000637434j -0.00267484-0.00577293j 0.000550899-0.00179958j 0.00861125-0.0049822j -0.00486335+0.00863928j -0.0134317-0.000282932j -0.00938388+0.00446542j -0.0112027+0.000501167j 0.00299174-0.0114252j -0.00492975+0.00629761j -0.000228507+0.00205791j 0.00278712-0.01571j -0.00881296+0.00313249j -0.00142162+0.00315905j 0.00255372-0.00182223j 0.0162922-0.0147559j -0.00838916+9.24186e-06j -0.00712216+0.00508977j -0.00314666-0.00620167j -0.00134301+0.000300974j 0.0011857+0.00401609j 0.00310472-0.00410852j 0.00356478-0.00616028j -0.00334833+0.00562236j 0.00650134+0.00683003j -0.00187378+0.000967213j -0.0104601+0.0039917j 0.000441685-0.00793289j -0.0024023+0.00266454j -0.00421735-0.00361752j -0.0166416-0.0124114j 0.00217804-0.00225973j -0.00101628-0.0043221j -0.013711-0.00439859j 0.000624887+0.000695315j 0.00709531+0.00894118j 0.0134497-0.00622338j -0.012203+0.000466057j 0.00962961+0.0182828j -0.00609286+0.00589069j -0.00829825+0.00312025j -0.00193892-0.0082925j 0.00672677-0.0133584j 0.0167169-0.00298456j -0.0188494+0.0152138j 0.014439-0.00194874j 0.00513517-0.0104797j -0.00791951-0.0159722j -0.00158498-0.000311121j 0.00312197-0.00260938j 0.00301316-0.0159965j 0.00427177-0.00555927j -0.00704987-0.000358046j 0.000426921-0.0129592j 0.0128558-0.00302286j 0.00935489-0.00607122j 0.0280692-0.0274735j -0.00273009-0.00922703j -0.00398084-0.0134122j -0.0269666+0.0175129j -0.00920112+0.0252687j 0.00440972+0.0098373j -0.0109552-0.0115195j 0.00867351-0.0126666j 
-0.0030943-0.0114286j -0.0127361+0.00565272j -0.0216981-0.00441805j -0.00358808+0.0143723j 0.0086955+0.0109443j 0.00770339+0.00825354j 0.0196223+0.0144653j 0.0010826+0.0309116j 0.00987875+0.000546438j -0.00364538+0.000659641j 0.00448992-0.0114775j -0.0087498-0.000944575j -0.00981887-0.00468348j -0.00601917+0.0212127j -0.00764915+0.0194829j 0.00385744-0.00174653j 0.0043906+0.00233959j 0.00789316+0.0163586j -0.0136992-0.0028343j -0.000937629-0.0218782j -0.00815315-0.00304283j -0.00568702-0.012939j 0.00513033+0.00985363j 0.00863065-0.0153678j -0.00630158+0.0144337j -0.00862169+0.00261148j 0.0141375-0.0121305j -0.000694393+0.00946648j 0.0137192-0.00360336j 0.0096858+0.00652448j -0.0106244-0.000904829j -0.00732702-0.00839248j 0.00360125+0.00794373j -0.000575524+0.00128765j 0.00681927+0.00507178j -0.00334254+0.00118179j 0.00023288-0.00711708j -0.00387131-0.00321565j 0.0144195-0.00215577j -0.005546+0.000949463j -0.00199893-0.00991772j 0.00574309+0.00327382j -0.00417246-0.00237282j -0.0128072-0.00187349j -0.00424711+0.00499317j -0.00443343-0.0126022j -0.00800363+0.0169116j 0.00256825-0.00476752j 0.0102404-0.0112849j 0.00210057-0.0155261j 0.00805279+0.0126384j 0.0293309+0.000424804j -0.0114467+0.00831793j 0.00580028-0.00059042j -0.0146273+0.00235539j -0.0105405-0.0214974j 0.00277118+0.0084238j -0.0150412-0.00816325j 0.0232711+0.0125986j 0.00246017-0.00159323j 0.0237002+0.017913j -0.0107607-0.000698443j 0.00854133+0.010072j 0.0169-0.0104746j 0.000854984-0.00236503j -0.00314162-0.017209j 6.93884e-05+0.0105067j 0.00327521+0.00830093j 0.0210182-0.0136911j 0.0307698+0.0215348j -0.00861092+0.0024695j 0.022911+0.00218127j -0.0230896-0.027993j -0.00938882-0.0115167j -0.0115452-0.0171183j -0.00922717+0.015635j -0.0135807-0.0132381j 
0.00554341+0.00206541j 0.00464-0.00563248j -0.00312303-0.00399072j -0.00964622+0.00185703j -0.00811364+0.00422582j 0.0164562+0.00807787j 0.00541529+0.00336317j -0.00489534-0.000171819j -0.00275867+0.00177519j 9.73413e-05+0.00714019j 0.00302537+0.00823068j 0.00456532+0.0141228j 0.00165665-0.0116808j 0.00208507+0.0179081j -0.00252004-0.00809293j 0.015821-0.00129329j 0.0163864-0.0105788j 0.00834694-0.00271427j -0.00622631-0.00996268j -0.0100758+0.0123099j -0.0215461+0.0118655j 0.0125714-0.009275j 0.0027514-0.00171428j 0.000184951+0.00909119j 0.0116363-0.00848073j -0.00717302-0.0045088j 0.00559615+0.00792394j -0.0108722-0.0055487j 0.0171018+0.00241106j 0.00353395+0.00849239j 0.00121609-0.00343027j 0.00115308-0.00100324j -0.0101992+0.00756291j -0.0184093-0.0059821j 0.00140247+0.00461048j 0.0123166+0.00472751j 0.00101289-0.00324601j -0.00149626-0.00801819j 0.00117404+0.00433106j -0.00103784-0.00724187j 0.0142474+0.0166926j -0.00808573-0.00525352j -0.00597009-0.0102995j 0.0017628-0.00803895j -0.00341878+0.00208903j 0.00545602-0.00734499j -0.00949723-0.00545833j -0.00468286-0.00553574j 0.0076594+0.0147167j -0.00110201+0.0041414j -0.01333+0.0113047j -0.00601731+0.0266334j 0.00335501-0.00942234j 0.00071723+0.00359521j 0.0295211+0.00511914j 0.0106573-0.00325445j 0.00398656-0.00276682j -0.0132431+0.00841435j 0.000991128-0.00409139j 0.00778434-0.0100883j -0.0109965-0.0120328j -0.00276023+0.00989102j -0.000881706-0.0211952j -0.0120597-0.015674j -0.0104352+0.00452835j 0.00950379+0.00430328j 0.0105256-0.00703023j 0.00603065-0.00414001j -0.0131186-0.0209359j 0.00864714-0.018324j 0.00242749+0.00475918j -0.0106055-0.0165136j -0.0210551+0.0109943j 0.0028216-0.00282673j -0.0218936-0.00215096j -0.0051087-0.00833929j 0.00479731-0.00614609j 
