0.03939-0.00621301j -0.0624562-0.0470965j 0.0140808+0.00135485j -0.102886+0.109506j -0.0043445-0.00397936j -0.00130166+0.0249994j 0.190992-0.0313037j 0.0107651-0.0438665j 0.0545017-0.0133767j 0.0140989+0.0175479j -0.0974166-0.0148508j 0.062276+0.0261274j 0.139864+0.0269352j -0.0077951-0.0419235j -0.00907557-0.0476953j 0.0441027+0.0316019j -0.0562344+0.0180461j -0.0677652+0.0514167j -0.0743095-0.0137196j -0.0211988-0.0974346j 0.0183659+0.0446195j -0.0230193-0.068233j 0.0138767-0.0436263j 0.00863718+0.0305778j 0.171499+0.0269767j -0.0239304-0.087584j 0.0801328+0.0815937j -0.0233977-0.0251564j -0.0030988-0.10539j 0.101511+0.00931253j -0.0946146+0.0940539j -0.0920982-0.0844056j 0.0807151+0.0375393j -0.0559668+0.0262954j 0.0519352+0.107704j -0.0159967-0.05812j 0.0392037+0.0188852j 0.0289831-0.00413987j 0.00598277-0.110952j 0.0919781+0.01679j 0.070454+0.209396j 0.118852+0.0479922j 0.0533042+0.0938887j -0.151916+0.0232307j -0.164513-0.0603586j -0.0342579-0.058168j 0.0491735-0.0110828j -0.000446967-0.0358543j 0.0844039+0.025889j 0.00533649+0.0700664j -0.0165999-0.0112433j 0.0114104-0.0242278j 0.0288316+0.00863729j -0.00303295-0.015457j -0.0262358+0.0222092j -0.00341115+0.00685925j -0.0073596-0.019368j -0.00370485-0.0129109j 0.0294704+0.0198472j -0.0126643-0.00290687j 0.0256793-0.03666j -0.00260478-0.015994j -0.0121999-0.0264698j -0.0220633+0.00154469j 0.00639102-0.00682851j 0.0154277-0.0198458j -0.0181197+0.0396834j 0.00814609-0.0249652j -0.015621+0.0553843j 0.0883831+0.00922263j -0.0224045+0.0072046j -0.00866876-0.0356504j -0.0587349-0.065642j 0.0196513-0.00628734j -0.000924243-0.0156727j -0.0640656+0.0631002j -0.015367+0.0240488j -0.00258931+0.0437839j -0.0334426-0.0918662j 0.0232829-0.156229j 0.0919277+0.0796197j 0.00515071-0.0381196j -0.00971614+0.03845j 0.145833-0.00513194j 0.0706618-0.00237402j 0.0328615-0.0172922j 0.0264479+0.0222665j 0.0288861+0.0642724j -0.01944+0.0266551j 0.0049369+0.0455833j -0.0853667-0.00143243j -0.0638298-0.0305972j 0.033448-0.00662735j 0.0043443+0.136361j -0.183693-0.0930862j 0.0121047+0.180766j 0.217584+0.120724j 0.0929069+0.143465j 
-0.0174949-0.004074j -0.0163915-0.00283141j 0.00630009+0.0468331j 0.0288737-0.0555727j -0.0437278+0.0150149j -0.166993-0.038515j 0.0435626+0.215185j 0.105473-0.128115j -0.136771+0.0539029j 0.0665383-0.0710399j 0.136665+0.0906878j 0.1042-0.090466j 0.057496-0.228732j -0.201732-0.10656j -0.0738449+0.278312j -0.285837-0.0326452j 0.0257893+0.0381772j 0.0298143+0.0714963j 0.0742499-0.0948126j 0.101191-0.0564546j 0.00431753-0.0288778j -0.056358+0.105444j 0.217257-0.0360701j 0.0577295-0.147723j -0.0538273-0.0212641j -0.0492395-0.0496946j -0.0705245+0.10799j 0.00134512-0.274272j 0.229844+0.08094j 0.15637-0.0438849j 0.10234-0.00708005j -0.0984009-0.0408995j 0.0137338-0.0586664j -0.0232639+0.0711679j 0.00449557-0.104253j -0.0180125+0.172968j -0.00159024-0.098088j 0.0355041-0.105234j -0.00678522-0.0342681j 0.0230413-0.0125702j 0.0489371-0.0531626j -0.02264-0.0412534j -0.00591265+0.00689624j 0.0421266+0.0446892j 0.00824739+0.0465573j 0.00229155-0.0541319j 0.0283698-0.0167163j 0.0552626+0.0481503j 0.0196595+0.0572724j -0.0491239+0.0402955j 0.0282101+0.0129846j -0.0194401+0.0357691j -0.0551916+0.000880137j 0.00579954+0.0522089j -0.0154669+0.0116678j 0.00880764-0.0348881j 0.0138478-0.0106591j 0.0466498+0.0268431j 0.0080841+0.0199697j -0.00640623+0.0120313j -0.00902912+0.011432j -0.0303171-0.0350993j -0.00334169-0.00575585j -0.0143048+0.00414778j -0.0357752-0.00650314j -0.0244748+0.0197099j 0.012963+0.000874519j 0.0130143+0.00171802j 0.0119621+0.0200356j 0.00521313-0.00623921j 0.0247251-0.00117919j 0.0123774+0.0158734j -0.0288418-0.00528501j 0.00395176-0.00300218j 0.00394181+0.0179984j -0.00309666+0.0141451j 0.0056716+0.000696823j 0.0147084+0.00625543j 0.00582946+0.0129319j -0.00366456+0.00656089j 0.0139076+0.00435437j 0.00777983+0.00307468j 0.0063012+0.00589221j 0.0152187-0.00987381j 0.00101119+0.00297533j -0.00990956-0.0237081j -0.00154363+0.00686041j 0.00402687-0.0202255j 0.0189552-0.000711971j -0.010115+0.00266359j -0.00695601+0.00915167j 0.0151983+0.00551612j -0.00455829+0.0306095j -0.011788+0.0128081j -0.00363318-0.0158173j -0.0156678-0.00395937j 0.0136273+0.00638104j -0.0194346-0.00411927j 
0.0191781-0.0324142j 0.0629084-0.0152092j 0.0322437-0.137816j 0.0678681-0.0460319j -0.0192203-0.0163893j 0.0624118-0.104265j -0.142388-0.0119018j 0.0519451+0.102157j 0.130878-0.0824853j 0.0729991+0.15367j -0.222957+0.0223881j 0.0825193+0.274532j -0.105947+0.0457694j 0.0189239+0.0512808j 0.215851+0.140473j 0.113197+0.0476651j -0.131713+0.0202263j -0.031511+0.0486244j 0.101342-0.179929j -0.168251+0.0403307j -0.022627-0.125258j -0.182376+0.0936112j -0.175526-0.0265603j -0.103902-0.170454j -0.0300113-0.00187549j -0.0694245+0.0377445j -0.0110984+0.177022j -0.0300879+0.0395019j 0.0319585+0.0243536j -0.0227332-0.0970526j -0.0114763+0.0754821j -0.0573772-0.0641578j 0.138389+0.111647j -0.00706808+0.00138384j -0.101005+0.0284089j -0.0343635-0.0520977j -0.0175024-0.0194232j 0.0332329+0.0326151j 0.0430931+0.0608286j -0.0119353+0.0455366j 0.0564149+0.128309j 0.079555-0.125671j -0.0110053+0.0220398j 0.0401033-0.0448713j -0.0274382-0.0509346j -0.0393585-0.016476j 0.0196877+0.0653235j -0.0359226+0.02853j -0.08822+0.0419255j -0.0055721-0.0252377j -0.0197325+0.0106765j -0.0327521-0.0127853j -0.00131431-0.0674713j -0.0561869-0.0549177j 0.0233416+0.0132885j -0.0228719+0.00610398j -0.0227765+0.00781665j 0.00777585+0.00222176j 0.0366031-0.0188866j 0.0171479+0.00161416j -0.0238681-0.0115956j -0.0166658-0.0285557j -0.0121107+0.000137339j -0.0113444+0.011327j 0.0277262+0.023414j -0.000105172+0.0146105j -0.00480885-0.00123749j 0.0152243+0.00476055j -0.00148492-0.00632207j -0.00790014+0.00316752j -0.00444925+0.00136179j 0.0228692+0.00886204j 0.00855041-0.014199j -0.000753481-0.0098521j 0.0183681+0.00119941j 0.0135564-0.0107363j 0.0283466+0.00222295j -0.00192677+0.0195711j 0.00783851+0.0191093j -0.00274528+0.00993077j -0.010186+0.00499765j 0.00834355-0.00100867j 0.0075046+0.00473848j -0.0153873-0.000443198j -0.0195318+0.00865199j -0.000960171-0.0268418j -0.0182208+0.00176488j 0.0195853+0.00936595j -0.00452332+0.0056371j 0.0139815+0.0117715j -0.00188709+0.0171672j 0.0275209+0.0196474j 0.0112603+0.0118169j 0.00137552-0.00390411j 0.0265279+0.0235947j -0.00338469-0.0311977j -0.02985-0.00582726j -0.00973862-0.0102031j 
-0.114615+0.0943159j -0.00597368-0.0436435j -0.150753+0.0809839j -0.10826-0.166069j 0.0792661-0.0914127j 0.155581+0.0364253j -0.12767-0.116118j -0.0600863+0.1404j -0.0509404-0.00107237j -0.00794454-0.0797996j 0.100044+0.103998j 0.117842+0.0114603j 0.105368-0.0412576j -0.166317+0.318068j 0.103933-0.113815j 0.0535051+0.201207j -0.285867+0.083588j -0.0185299+0.108263j -0.0798221+0.184638j -0.0793046-0.00706214j 0.154052-0.156745j 0.00859845-0.0760003j 0.124354+0.0173876j 0.0442878+0.0699651j 0.0239046-0.0426523j 0.108449-0.0424441j 0.0781715+0.0622701j 0.0392993-0.118131j 0.0169888+0.0363411j -0.0131059-0.02866j -0.0505461-0.120665j -0.00232688+0.0514866j 0.127113-0.0347734j 0.0712561-0.101121j 0.048676-0.0471716j -0.0390982-0.0298135j 0.123287-0.04855j -0.116199-0.0197138j 0.105371-0.00219812j 0.0605022-0.00772613j -0.0299153-0.120854j -0.0857217-0.0886022j 0.0596264+0.10567j -0.144382+0.0587708j 0.0853178-0.0405963j 0.0440295-0.0102982j -0.00121646+0.0806182j -0.0275768-0.0324258j -0.0808129-0.0738821j 0.0225384+0.00224975j 0.00121091+0.00512816j 0.018906+0.00337087j -0.0294506-0.042909j 0.0432839+0.0192747j 0.00096675-0.0181192j -0.0192709-0.0164073j -0.0107986+0.0265405j -0.0037161-0.0146519j 0.0118291-0.0186465j -0.00289369-0.00214394j -0.0132702-0.00155533j -0.0316757+0.0146054j -0.000456802+0.00281307j -0.0151977-0.0244948j 0.0147759+0.00786716j -0.0150545+0.00347203j 0.0211349-0.00223569j 2.5697e-05-0.0360277j 0.0208778+0.0180747j -0.0176833+0.00469549j -0.00454722+0.0175307j -0.00481755-0.0155331j -0.0082626+0.00771723j 0.00511328+0.00431578j -0.0096499-0.006606j 0.0175912+0.0152344j 0.000366699-0.0116265j 0.00839258-0.016413j -0.00889455+0.00370755j -0.0225042+0.00645516j 0.0152604-0.0117924j 0.00950472-0.00433466j -0.00356401-0.00130212j 0.015846-0.0128646j 0.000338173-0.011463j -0.00727227+0.00228595j 0.0258519+0.0104425j 0.00221864+0.00504375j 0.0122756-0.00755026j -0.00149732-0.0246091j 0.0257151-0.00473809j -0.0410017-0.0259477j 0.00413779+0.00161518j 0.00225922-0.0176216j -0.00955192-0.0518368j -0.0317532-0.0158765j 0.0150122+0.016464j -0.0331798-0.0121238j 
0.00904947+0.0342741j -0.0904937+0.0871965j 0.0969104+0.0975278j -0.149526+0.0732347j -0.100824-0.15569j 0.0289131-0.196521j -0.191018+0.0449339j 0.13949+0.098365j 0.0839801-0.0194637j -0.0303327+0.0494345j 0.0276001-0.0987176j -0.0833221-0.00535492j -0.0200709+0.139032j -0.133954+0.114488j -0.013848-0.0719824j -0.277072+0.0321224j -0.0269206-0.405857j -0.0134861+0.143345j -0.0498044+0.0499048j -0.105885+0.098786j -0.0406123+0.127439j 0.000310191+0.0104089j -0.0205316+0.0085532j -0.0211552+0.0453207j -0.135971+0.0272072j 0.0266797+0.0491358j 0.16953-0.018641j -0.0428014+0.0605824j 0.119289-0.0484335j -0.0113502+0.0738923j -0.0690023+0.118994j 0.000796956-0.00966688j -0.023741-0.0158869j 0.0794727-0.00915065j 0.0840723-0.119582j -0.0120228+0.0545552j -0.0329916-0.0240316j -0.0704787-0.00100083j -0.134426-0.00830071j 0.0427223-0.0420015j -0.0736503-0.0598769j 0.0234274+0.070683j 0.119852-0.0832535j 0.0684851+0.0815688j -0.0394073+0.00786791j 0.073209-0.0672652j 0.056199+0.0585875j 0.0295241+0.107707j -0.066836+0.0103133j -0.071944-0.0617937j -0.0161022+0.0138436j -0.00762464+0.0087753j 0.0358846+0.00198734j 0.0101637-0.00843369j -0.0365153-0.0247854j 0.0159336-0.00946441j -0.00167877-0.0114739j -0.00509894-0.00996822j 0.00974657-0.00710823j 0.00106763+0.000894669j 0.029405-0.0119113j -0.00373934-0.0106587j -0.00416254+0.0063696j 0.0150187+0.0289834j -0.00956063+0.0103783j -0.0175471+0.0054757j -0.00186386+0.0187206j 0.0136703-0.0102548j -0.0216011+0.00970195j 0.00618619-0.00486378j 0.00992418-0.0109872j 0.0169836-0.00618474j -0.010485+0.00891555j 0.00358329+0.00206443j -0.0141136-0.0159769j 0.00480223+0.013772j -0.0129538-0.0155668j 0.0153013-0.00430881j 0.00274182+0.000763919j -0.00512806-0.0288192j -0.00429255+0.00696226j 0.00495399-0.0149482j 0.0154403+0.000277519j 0.0144972-0.0050442j 0.016376+0.0105968j 0.0119735+0.0162475j -0.0015408-0.000709943j -0.011693+0.00694134j 0.00636925+0.00207598j -0.00911008+0.0046141j -0.0156929-0.0258912j -0.0135278+0.00371682j -0.022092-0.00267136j -0.000675429+0.0138839j -0.0245228-0.0120265j 0.00975011+0.0407835j 0.0265095+0.00949886j 0.0137688+0.0144111j 
0.0429583-0.009228j -0.0636121+0.0231127j 0.0713556-0.00019552j -0.043696+0.134523j -0.0443329-0.00327823j 0.0410442-0.0154484j 0.121134-0.0744868j -0.0615128-0.0455197j 0.0587441-0.0674608j 6.81907e-05+0.00394969j -0.0482067-0.0208099j 0.0821822-0.0344368j -0.0127787+0.0204272j 0.000400049-0.0553102j -0.00871444-0.0708094j -0.0497334-0.0446069j -0.0135234-0.0480767j -0.0596901+0.0178994j -0.08456-0.0829652j 0.102071-0.0145552j -0.0355452+0.0732743j 0.0371802-0.00237734j 0.0578359+0.00209217j -0.0287009+0.025943j 0.0534898+0.0835681j 0.0324113-0.0722421j 0.101676+0.0534974j -0.0536485+0.0408454j 0.1897-0.0590265j 0.0146553+0.140753j -0.153323-0.0757794j 0.0333684-0.0274299j -0.0392192+0.0113963j -0.0110966-0.0812904j 0.00148705+0.103509j 0.0785548+0.0322551j -0.0114058-0.0330598j 0.0476792+0.176119j -0.0853484-0.00878963j 0.0205738-0.00388995j 0.0832706+0.177802j 0.0833283-0.160618j 0.212904+0.00692622j 0.0552203+0.0974378j 0.0251105+0.0504143j -0.122625-0.0295334j -0.00603222-0.0691273j 0.00316698-0.0075519j 0.00279487-0.0426736j 0.175734-0.0251085j 0.000478885+0.0650914j -0.018533-0.0160497j -0.00141269-0.00414529j -0.0396182+0.00836623j 0.0925945+0.0140042j -0.113048+0.0128345j 0.0637096+0.0193132j 0.0656779+0.0127733j -0.0261798-0.00521789j 0.0522872+0.0222868j -0.0749759-0.0245534j -0.0450233+0.0187117j 0.00795072-0.0153238j 0.00060615+0.0108754j 0.0554496+0.06154j -0.0359115-0.00242174j 0.0486312+0.0174138j 0.0510667+0.0192777j 0.0246861-0.00731358j -0.0886348-0.0216119j -0.0103181-0.0125609j 0.00475822-0.0203078j -0.0633645-0.00105825j 0.0240962+0.0478438j -0.0207275-0.0020244j 0.0515235+0.0318963j 0.0974096+0.0791454j 0.0312426-0.0310421j -0.0162729+0.0409168j -0.144646-0.000778165j -0.00925551-0.112819j -0.0493753-0.00165895j -0.00800977-0.0446248j -0.0235114-0.0849503j -0.0775798-0.0830691j -0.0350997-0.0271412j -0.0218784-0.0491754j 0.013691+0.00271176j 0.01582-0.0306032j 0.0197116+0.013149j 0.0247884+0.00101836j 0.0040846+0.0490794j 0.0181455+0.0817755j -0.047231-0.0383102j 0.0383279-0.0993107j -0.133106-0.107231j 0.00495657+0.0533617j -0.134591-0.126561j 
-0.0627188+0.0206513j -0.0404691+0.0108181j -0.0353598+0.126227j -0.0810393+0.00909393j 0.015737-0.0426784j -0.0833411+0.0443274j 0.077689+0.0473095j 0.0960177-0.069329j 0.0183117+0.0378475j -0.0103963-0.000580413j -0.0296106-0.0248012j -0.0357347+0.000552286j 0.170859-0.0114133j -0.0342814-0.00844657j -0.0255401-0.0542737j -0.0108667+0.0896014j -0.0302268-0.0554199j -0.0290991+0.0597335j -0.0688182+0.0825326j -0.0834723-0.0402997j 0.00237819+0.0833415j -0.00871055-0.0234798j -0.00431808-0.0102067j 0.00769115+0.04799j 0.168531-0.0539522j -0.0756037-0.0406661j 0.0857578+0.0304671j -0.0152585+0.00535113j -0.0585337-0.0825414j 0.1376-0.00617372j -0.0456538+0.107504j -0.111549-0.0602233j 0.0865208+0.0251398j -0.0126379+0.057132j 0.0797129+0.126577j -0.0428296-0.0626681j 0.0701208+0.0118696j -0.0476427-0.0515464j 0.0172566-0.15886j 0.109532+0.0311231j -0.0593261+0.151337j 0.0921802+0.164629j 0.0445552+0.0929519j -0.202065+0.0122855j -0.100406-0.0193202j -0.0286774-0.0716807j 0.0904105-0.0257848j 0.030664+0.0134378j 0.16516-0.0109814j 0.0183293+0.0666233j -0.0846879-0.00339313j 0.0436158-0.0227276j 0.0303069+0.023628j -0.11319-0.00046602j 0.0384276+0.0159656j 0.0837258-0.0244239j 0.0260682+0.0263404j -0.0100726+0.0237691j 0.00596949-0.0123785j -0.0212531-0.0592526j -0.0635894+0.000790419j 0.0108665+0.0174739j 0.0408239+0.00220933j 0.0713749+0.0306348j 0.0506887+0.0163003j 0.0146953+0.00581722j -0.0135266-0.0184633j -0.0434882-0.0200533j -0.0482874-0.0361121j -0.0715179+0.0052438j -0.0251667-0.0185798j 0.0244014+0.0232718j 0.117902+0.0831472j 0.00391049-0.0109286j 0.0128963+0.00330909j 0.0277709-0.0161204j 0.0271277-0.0354233j -0.046153-0.0215504j 0.0610288+0.0507694j 0.039422+0.113522j -0.0791821-0.0165542j 0.0215272+0.0812153j -0.0445296-0.000410006j -0.162086+0.0105922j -0.0346783+0.0169174j 0.0254924+0.0698136j -0.00348718-0.0185883j -0.0172605-0.0632944j -0.0383143-0.00771876j 0.0100528+0.013316j 0.00152569-0.0330806j 0.0284904+0.0478426j -0.0341998-0.0609714j 0.00939916-0.082958j 0.137741+0.109466j 0.0375992-0.0931741j -0.135883-0.128384j -0.00461657-0.0511905j 
0.0140756+0.0240674j 0.0380903-0.0176372j -0.0201295-0.00757843j 0.00708925-0.0430052j 0.0129171+0.0210249j -0.00281468+0.0137531j -0.00500451+0.0357663j 0.0102149-0.0112431j -0.00903648+0.00447562j -0.0209142-0.00774013j -0.00305886-0.0446376j -0.0179127+0.020087j 0.031923-0.0385695j 0.0385637-0.00858269j -0.0280893-0.0284979j -0.00391609+0.058463j -0.000252273-0.00742388j 0.0278334-0.025808j -0.0260174+0.0207494j -0.0165061+0.0372356j 0.0137243+0.0630219j 0.029642+0.00139786j 0.0193339-0.0129241j 0.0474026+0.021302j 0.053432+0.0259224j -0.0228161+0.00373287j 0.041936-0.0208336j 0.00520199+0.00976751j -0.0295457+0.0226767j -0.0150482+0.0693335j 0.0352741+0.0134055j -0.0161714+0.0240464j -0.0220472+0.00373207j 0.0635057+0.0737725j -0.0619349+0.0180283j -0.00155772-0.0184338j 0.0785908+0.0432137j -0.0919644+0.0233259j -0.04118-0.0365812j -0.0128176+0.0195535j 0.00949342-0.0813597j -0.0662813+0.0179179j -0.055281+0.0194956j -0.0523169-0.0247409j -0.00571964+0.0600087j -0.0104551+0.0101139j -0.022834+0.0262186j 0.0288321-0.0645929j 0.03926-0.0572828j 0.00285425-0.0301673j 0.0514907-0.0258378j 0.00236415+0.0305779j 0.114546-0.0735078j -0.0398112+0.060205j 0.0423702+0.0630003j -0.00804053+0.0233339j -0.00240449-0.0582699j -0.038955+0.00789428j -0.0451883-0.0297466j -0.0480375+8.91337e-05j -0.0787989+0.0682606j 0.0261471+0.0420081j 0.0719871+0.0070935j 0.0687122-0.0300479j 0.0222183-0.00324727j 0.0659336+0.0529288j 0.0216543-0.0477775j -0.152135+0.0803098j 0.00168245-0.0276756j 0.0362833+0.0130449j 0.0428189-0.00528762j -0.106908-0.0271605j -0.021665+0.0453821j 0.0990777+0.126275j -0.0272426-0.00956298j 0.0271373-0.00517822j -0.00129252+0.0966064j 0.140703+0.0562184j 0.0776355+0.0986181j 0.00825465-0.172355j -0.0653832-0.0152691j -0.0476195-0.123668j 0.140131-0.164928j 0.0987821-0.01625j 0.0700812+0.0319159j 0.00799697+0.0326062j -0.0630776-0.045693j -0.0752157-0.0196815j 0.0572577-0.061209j -0.0369047+0.0793067j -0.146951+0.0247248j 0.200972+0.109903j -0.0430283+0.157854j -0.0237156+0.102151j -0.0572518+0.0817915j -0.0739355+0.0427691j 0.0165643+0.0611722j 0.053426+0.0451962j 
-0.0435049+0.0177606j 0.0187493+0.0304537j -0.00230842+0.0472779j -0.0183189+0.00333978j -0.00608098-0.0152491j 0.0144423+0.0197341j -0.0326054-0.0345435j 0.0154853+0.0163897j 0.00745287-0.00484364j -0.00176278+0.0208722j 0.00692037+0.0436997j -0.0160487+0.00425672j -0.00801208+0.0361348j -0.0153647-0.0157692j 0.0155046+0.0214369j -0.00591605+0.00484107j -0.0175278-0.00436587j 0.00261093+0.0133101j 0.013983-0.030397j 0.0307389-0.008828j -0.0325998+0.0178099j 0.0403117+0.0308026j 0.0180052+0.00367865j -0.0173173+0.0170319j 0.0369234-0.00189798j -0.0335879-0.02728j 0.0243251-0.00626077j 0.011867-0.00127755j -0.0204563-0.00699241j -0.00106314-0.0293979j -0.0208417-0.0476854j -0.0342211+0.0230692j -0.0279857-0.040978j -0.0290347+0.0490155j 0.0728236+0.00736983j 0.0431949-0.0243916j 0.0523074-0.00285788j 0.0799672+0.062958j -0.0784266+0.0369945j -0.00630724+0.032592j -0.091879+0.0455895j 0.0340235+0.0949453j 0.0540542+0.00151166j -0.0326859+0.0469251j -0.00236054-0.0366946j 0.0212163+0.0206933j 0.0438157+0.0578491j -0.0252932+0.135683j 0.000492237+0.0323185j -0.0158196-0.0117055j -0.00505945-0.0274944j -0.0339652+0.0212559j -0.0247126+0.0617865j -0.0192014-0.00739345j 0.07274-0.0591592j 0.0461201-0.00725597j -0.0426502+0.0438458j 0.0175278-0.0523898j 0.0739657+0.000518751j 0.0628762-0.0466446j -0.0957314+0.00329139j -0.0180478+0.0481822j -0.130371-0.050701j 0.089825-0.00423217j -0.00634279-0.021839j -0.0556807+0.0731995j 0.0823548+0.0203932j 0.0222066-0.00540255j 0.0340448+0.036077j 0.0286799-0.0640829j -0.0335092-0.00236405j 0.0566921-0.106461j -0.0797513-0.0519634j -0.139622+0.0549595j -0.0818291+0.0592106j 0.0878375-0.0257778j -0.0277581-0.0333093j 0.0397138+0.210196j 0.0304072+0.0482005j 0.130752-0.0119522j -0.0429235+0.0376987j 0.0775241-0.183172j 0.194577+0.12832j -0.0470441+0.0263405j 0.0154381+0.0335487j -0.0836568-0.0721243j 0.015918-0.0664307j -0.0689133-0.0551778j -0.05546-0.0141473j 0.0211949-0.00930551j 0.12491+0.249108j 0.225291-0.176424j 0.24856+0.0355331j 0.0165205+0.152723j -0.0802469+0.0660098j 0.0622573-0.123899j -0.0631812-0.0433789j 0.0199125+0.0670139j 
-0.0265929-0.0176203j -0.0357133+0.0151216j 0.0191822+0.0102225j 0.00106968-0.0164002j -0.0207995-0.0417377j -0.0597943-0.00581518j 0.0219685+0.0279856j -0.00694287-0.0310519j 0.0015732+0.0133018j 0.0104961-0.0271921j -0.0179842+0.0108226j -0.00530227-0.0114893j -0.0100793-0.0201697j -0.00470804-0.00131963j 0.00576201+0.00268784j -0.000834607-0.00991277j 0.00709782+0.00102646j -0.0279265-0.00198004j 4.11614e-05+0.0120162j 0.0262093-0.0253361j -0.0112087+0.00840095j -0.00677628-0.0157683j -0.0291207-0.0113555j -0.0030111+0.0159529j -0.00524256+0.00786644j 0.0322233-0.0358902j -0.00836727-0.0107978j -0.0415136+0.019742j -0.0126212-0.0113067j -0.0121174-0.0352633j 0.0173916-0.0188898j 0.0351849-0.0266749j -0.0392066-0.00693923j -0.0131415-0.0288421j 0.0161552+0.0226661j -0.0113422-0.0228908j -0.0482401+0.0151704j -0.0188367-0.0268969j 0.0310707-0.0314229j -0.00256313-0.00800449j 0.0270041+0.0524011j 0.0271391-0.00639165j -0.00691699-0.0171942j -0.0073398-0.0406797j 0.0127543-0.0101725j -0.0303085-0.00502841j -0.0232445-0.127582j -0.0225319-0.0699259j 0.0558825+0.00279709j 0.0429286+0.0175476j -0.0428486+0.0634847j 0.0174542-0.0268441j -0.101542+0.023981j -0.0108479-0.0297541j -0.0423127+0.0156955j 0.017093+0.0294294j 0.0353397-0.0204179j 0.0172427+0.0655942j -0.120577+0.099083j 0.0675598-0.0372896j 0.0849161+0.00495425j 0.157935-0.0256547j 0.0618803-0.0294198j 0.0106082+0.0153461j -0.0314372-0.113946j 0.0749972-0.107759j 0.0214074-0.00106411j -0.0185792-0.0273724j -0.00050584-0.0148465j -0.028539-0.0346557j 0.0403295-0.0558996j 0.0668461-0.0598987j -0.0231966-0.0143575j 0.0231334+0.00200913j -0.02568-0.0391874j 0.192202+0.0266408j -0.0363959-0.119549j -0.108862-0.0795352j 0.0202718+0.0834799j -0.00771388+0.100522j 0.0838904-0.0108703j 0.105984-0.293757j 0.0950779+0.0757062j 0.0351453+0.0133695j 0.0463669-0.0266401j 0.0538745-0.0496111j -0.0581549-0.0791491j 0.0478704+0.152381j -0.137786+1.75316e-05j 0.0413219-0.0644427j 0.153324-0.0443799j -0.12776-0.155496j 0.131361-0.102992j 0.140381-0.0634953j 0.0173638-0.0660863j 0.052378-0.0109429j -0.0231876-0.0354712j -0.0427923+0.0147634j 
0.0152194+0.0168441j 0.0398866-0.0141519j 0.000571981-0.0245761j -0.00542932-0.0398641j -0.0197922-0.00802987j 0.00318163-0.00526595j -0.0324406+0.0083807j -0.000727347+0.0132825j -0.0117235+0.0188336j -0.00250495+0.0139198j 0.00761199+0.0120217j -0.000235576+0.00518674j -0.0297426+0.0158098j -0.0118601+0.0276727j -0.0128804-0.000273554j 0.00667112+0.000559436j 0.00282508-0.0174385j 0.00160356+0.0266833j 0.0141287+0.0416538j -0.0272976-0.00152833j -0.0281338+0.0239473j -0.0132646+0.0290346j -0.0362948-0.0196634j -0.0154837-0.011745j 0.0010912-0.0077258j -0.0101637-0.00309003j 0.0020155+0.00732596j -0.0143651+0.00505215j -0.0115279-0.0194966j 0.00952966+0.0267796j 0.0472498-0.0191447j -0.0153254-0.0525992j 0.0166794-0.025691j 0.0644969+0.00400227j 0.0225969+0.00351078j -0.0193269+0.012548j -0.0067827-0.00685649j -0.00324758-0.0325428j 0.0078156+0.0252174j 0.0169568-0.0116392j -0.0251893-0.0372596j -0.0328338+0.0645305j -0.0181179-0.0296526j -0.0215888+0.0215219j 0.00503558+0.0163366j -0.014128-0.0138188j -0.000413124-0.0125712j 0.00214385+0.0387983j 0.0292906+0.0129093j -0.0624505+0.0265341j -0.0399576+0.0458864j -0.0359823+0.0353744j -0.0150518-0.0153768j 0.0106352+0.00700468j -0.0301036-0.0598366j 0.0725307-0.013564j 0.0114515-0.0730036j -0.0162092-0.0323883j 0.0835568+0.0225598j -0.0763841+0.0217453j 0.00488421-0.0131993j 0.0361521-0.00887713j 0.0321715-0.112606j -0.00697472+0.057915j 0.0981662+0.0756773j -0.0876803-0.170145j 0.200299+0.0594879j 0.00751369-0.0384709j -0.00984919-0.15015j -0.112166-0.118683j 0.0553804-0.0316446j -0.00954634+0.0866969j -0.0197619-0.196809j -0.0611335+0.128075j -0.0403529-0.00484482j -0.0430394-0.0761852j 0.0300356-0.0145808j 0.0942261+0.0487799j -0.0702506-0.106796j 0.170535-0.0776872j -0.0611019-0.115353j -0.0308585+0.00799492j -0.16476+0.0776413j 0.0215595-0.137104j -0.0544272-0.0653383j 0.162535-0.106214j -0.261946-0.00698735j -0.00205219+0.199716j -0.160424+0.0649024j 0.0568077+0.0494307j 0.0361493+0.0351861j 0.0725459+0.0356749j 0.0535352+0.0116134j -0.0577967-0.0174733j -0.0237128+0.00305767j 0.0448472+0.0910382j -0.0175635+0.0414561j 0.0283336+0.0287297j 
