0.03939-0.00621301j -0.0624562-0.0470965j 0.0140808+0.00135485j -0.102886+0.109506j -0.0043445-0.00397936j -0.00130166+0.0249994j 0.190992-0.0313037j 0.0107651-0.0438665j 0.0545017-0.0133767j 0.0140989+0.0175479j -0.0974166-0.0148508j 0.062276+0.0261274j 0.139864+0.0269352j -0.0077951-0.0419235j -0.00907557-0.0476953j 0.0441027+0.0316019j -0.0562344+0.0180461j -0.0677652+0.0514167j -0.0743095-0.0137196j -0.0211988-0.0974346j 0.0183659+0.0446195j -0.0230193-0.068233j 0.0138767-0.0436263j 0.00863718+0.0305778j 0.171499+0.0269767j -0.0239304-0.087584j 0.0801328+0.0815937j -0.0233977-0.0251564j -0.0030988-0.10539j 0.101511+0.00931253j -0.0946146+0.0940539j -0.0920982-0.0844056j 0.0807151+0.0375393j -0.0559668+0.0262954j 0.0519352+0.107704j -0.0159967-0.05812j 0.0392037+0.0188852j 0.0289831-0.00413987j 0.00598277-0.110952j 0.0919781+0.01679j 0.070454+0.209396j 0.118852+0.0479922j 0.0533042+0.0938887j -0.151916+0.0232307j -0.164513-0.0603586j -0.0342579-0.058168j 0.0491735-0.0110828j -0.000446967-0.0358543j 0.0844039+0.025889j 0.00533649+0.0700664j -0.0165999-0.0112433j 0.0114104-0.0242278j 0.0288316+0.00863729j -0.00303295-0.015457j -0.0262358+0.0222092j -0.00341115+0.00685925j -0.0073596-0.019368j -0.00370485-0.0129109j 0.0294704+0.0198472j -0.0126643-0.00290687j 0.0256793-0.03666j -0.00260478-0.015994j -0.0121999-0.0264698j -0.0220633+0.00154469j 0.00639102-0.00682851j 0.0154277-0.0198458j -0.0181197+0.0396834j 0.00814609-0.0249652j -0.015621+0.0553843j 0.0883831+0.00922263j -0.0224045+0.0072046j -0.00866876-0.0356504j -0.0587349-0.065642j 0.0196513-0.00628734j -0.000924243-0.0156727j -0.0640656+0.0631002j -0.015367+0.0240488j -0.00258931+0.0437839j -0.0334426-0.0918662j 0.0232829-0.156229j 0.0919277+0.0796197j 0.00515071-0.0381196j -0.00971614+0.03845j 0.145833-0.00513194j 0.0706618-0.00237402j 0.0328615-0.0172922j 0.0264479+0.0222665j 0.0288861+0.0642724j -0.01944+0.0266551j 0.0049369+0.0455833j -0.0853667-0.00143243j -0.0638298-0.0305972j 0.033448-0.00662735j 0.0043443+0.136361j -0.183693-0.0930862j 0.0121047+0.180766j 0.217584+0.120724j 0.0929069+0.143465j 
-0.00211165+0.000132261j -0.00097521+0.00164902j 0.000345709-0.00428693j 0.00106392+0.00483801j 0.00786282+0.0102431j 0.00793975+0.0093453j 0.00587368-0.0095224j -0.00457589+0.0132721j -0.00632032-0.004218j -0.0061854-0.00438972j 0.000954952+0.00123156j 0.00674981-0.000983292j 0.00566222+0.00779018j -0.000355548-0.00194934j 0.00278285+0.00138418j 0.00524478+0.00629418j 0.00156911+0.000947247j 0.00261439+0.0057447j -4.01235e-05+0.00956654j -0.00640662+0.00269184j 0.0067615-0.00354135j -0.00824029-0.00696505j -0.00577516+0.00623005j 0.00777121-0.0011827j -0.00724353-0.00580272j 0.00387658+0.00305211j -0.000590516+0.0043767j 0.0055376+0.00203908j -0.00499135+0.00868006j -0.016986-0.00307069j -0.0241498+0.0181836j 0.0176207-0.0169955j -0.00106348+0.00206608j 0.00975521-0.00907474j 0.000835434-0.0120021j 0.0225352-0.0102409j 0.00186631+0.00701036j -0.00164616-0.00184653j 0.00929886-0.00806512j 0.00537045-0.0145795j -0.0217257-0.00331843j -0.0137736+0.0191336j -0.0296133+0.00328677j -0.0036921-0.0157325j -0.00814655+0.00925874j -0.00796699+0.000315057j 0.00166117-0.0123355j -0.00887575-3.70608e-05j -0.0154238+0.00670353j -0.00696142-0.00725312j -0.00150538-0.00240639j -0.00211027-0.0158422j 0.00913214+0.0015876j 0.00354771-0.0136442j -0.00887322+0.00367681j 0.0109205+0.00260487j 0.00777648+0.00822967j -0.0123449-0.00761431j 0.0166387-0.00864285j -0.0111886+0.00396887j -0.0019861-0.0137132j -0.00308259-0.0137239j -0.0188332-0.0177742j 0.0157014+0.00523426j 0.00170757+0.0257809j -0.0125147-0.00462549j 0.00772504+0.0195782j -0.00354629-0.00207531j -0.0126431+0.00776939j 0.00777203-0.00790792j 0.0137778-0.00453045j 0.0114906-0.0269779j 0.0118353-0.0219933j 0.0144121-0.0287848j -0.00506214+0.00431136j -0.0114056+0.0203454j -0.000763428-0.0127457j -0.0022551-0.0013293j 0.00999693+0.00532037j 0.0231812+0.000236815j 0.00485559+0.00662381j 0.00310543-0.00808278j -0.00820828-0.00257459j -0.0135087-0.00337457j 0.0104428-0.0106162j -0.000302055-0.00799211j 0.0115776-0.00608732j -0.02225-0.016369j 0.00508936-0.0100351j -0.0215101-0.0135277j 0.00127857+0.0107838j 0.0104003-0.0218692j 0.0253254+0.00156313j 0.0134605+0.00702661j -0.0086886-0.0162351j -0.0063539+0.000337127j -0.00626254+0.0013964j 0.00242198-0.00285841j 
0.00686334-0.00309633j 0.00613529-0.00594765j -0.00807683-0.0148803j -0.00325129+0.00231874j -0.00647683-0.00110199j 0.011334+0.00219289j -0.0138658-0.0116309j -0.00251358+0.0122535j -0.000184796-0.00211178j 0.000343846+0.00748788j -0.00824261+0.00274608j -0.00455779+0.0091533j -0.000285438+0.00536896j 0.00189074+0.00309614j 0.00163797-0.00793856j 0.0053146+0.00550739j 0.000716939+0.00330112j 0.00268812+0.00139277j 0.000910682-0.00889108j -0.00954923+0.00495716j 0.00141081+0.00335377j -0.00698018+0.00366695j 0.0116919-0.00635995j 0.00551528+0.000709466j 0.00818172+0.00796462j -0.00856852-0.00703811j -0.00563978+0.0102121j 0.000181074+0.00122543j -0.00140571-0.00470737j 0.000563033-0.000473299j 0.00885119+0.00191439j 0.0105584+0.0116501j 0.00187524+0.00387252j -0.00165247+0.00129895j 0.00217834-0.00812582j -0.00371049+0.00799796j 0.0022612+0.0109824j -0.0135701+0.00405313j 0.00571255-0.00479403j 0.0077369-0.001471j -0.00373748+0.000187175j 0.00669239+0.00683244j 0.000554082+0.0102861j 0.0016835+0.00726841j -0.00375379-0.00467758j -0.0094218-0.00774818j 0.00109423-0.000136634j 0.0112115+0.000716909j 0.0184943+0.00746532j 0.00211297+0.0234358j -0.00903664-0.0134174j 0.0132321+0.0145413j 0.00136855+0.0167107j 0.0102475-0.0101339j -0.0133951+0.00620195j 0.00327621-0.0054192j 0.00557541-0.00201828j 0.0193848+0.012096j 0.00416488+0.0204078j 0.0124079-0.0107794j -0.022115+0.0138685j 0.000381901-0.0130475j -0.00500441-0.0237004j 0.000748794-0.0154564j 0.00176851+0.00519311j 0.0216887+0.00968907j 0.0194391-0.0224915j 0.0180306+0.0196043j -0.0509002-0.050828j 0.00289373-0.00705711j -0.0073657+0.00752272j -0.0231999-0.0489326j -0.025281-0.0211277j -0.0284975-0.0265343j -0.0141548+0.00416656j -0.00579595+0.0275286j -0.0197604-0.00857548j -0.0369375+0.00554629j 0.0342153-0.017319j -0.033905-0.00332246j -0.0173847+0.00121039j 0.00999335-0.0170078j -0.00798205-0.012195j 0.0135296-0.0070799j -0.0189698+0.0243215j -0.00413011-0.000365247j 0.0185624+0.0174232j 0.0147557-0.018978j 0.0404679+0.0321001j -0.0091099-0.0134972j -0.00199167+0.00897807j -0.00609981+0.00158401j -0.009127-0.0213091j -0.0012996-0.00293066j 5.21253e-05+0.0063938j 0.00233511+0.00904962j 0.00540509+0.0033089j 0.000485988+0.00151228j 
0.00766703-0.00997613j 0.00710165-0.00415233j 0.00312106-0.0196769j 0.00761304-0.0128883j -0.00626818+0.00537807j -0.00414655+0.0010005j -0.010337+0.0104687j 0.00416+0.00352948j 0.0090161+0.00886289j -0.00216782+0.00449534j -0.00624241-0.00418459j -0.0128454+0.0102105j 0.00472688-0.0066435j 0.00537571-0.00904206j 0.00285192-0.00656353j 0.00063028+0.0117662j 0.00556198-0.000755766j 0.00472447-0.00168529j 0.00403118-0.00903251j -0.00473205+0.00912131j -0.00335207-0.00311804j -0.00910982+0.00361964j 0.00178275+0.00198737j 0.00101793+0.000621465j 0.00856094+0.00498649j -0.0131193+0.00944539j 0.005555+0.0122889j 0.0127197+0.0118719j 0.00367984+0.00329855j 0.00228021-0.0294572j -0.013819-0.0142196j 0.00624217-0.00412525j 0.00370399-0.00815533j 0.0159911+0.00730189j -0.0115057+0.000991773j 0.00188298-0.000349097j 0.00935113-0.000139734j 0.00342762+0.0110377j 0.0158642-0.011724j 0.00982783-0.00183911j -0.0131134+0.00202946j 0.00230668+0.00988761j 0.00442822+0.00071978j -0.0144053+0.00647829j 0.0107638-0.00700983j 0.0164072+0.00630929j 4.07476e-05+0.0115293j -0.0177866-0.00831597j 0.0072863-0.0143633j 0.0109166-0.0135015j 0.00722928+0.00889876j 0.00543475+0.013046j -0.0263964-0.000565301j 0.00594802+0.00997306j -0.0169101-0.0160871j 0.000236252+0.0157201j 0.00582389-0.0072475j 0.0158898-0.00436161j 0.0100626-0.00194238j 0.0157993-0.00127917j -0.00512879+0.00998602j -0.0178208-0.00837838j 0.0224675+0.018229j 0.0138785+0.00301077j 0.00280421-0.0171968j 0.00595918+0.00664638j -0.000822087+0.00510804j 0.00799402-0.00702638j 0.0178315+0.000738596j -0.0173332-0.00446861j 0.00672242+0.0066783j -0.00415683+0.0334879j -0.0224105+0.00216026j 0.000213325+0.0427531j 0.00617476-0.0130103j 0.034415-0.0123889j -0.000216869-0.00894557j -0.00322442-0.016808j -0.0177691-0.00553175j -0.0134218-0.0287992j -0.00354516+0.00633082j 0.0020972-0.00573628j 0.0143708-0.0115948j 0.00249527+0.0238841j -0.0163097+0.0210018j -0.00833258-0.0114924j -0.0210049+0.01488j 0.0415445+0.0025661j 0.00275906+0.00386141j 0.00708638+0.00259515j -0.0102153+0.00510857j 0.0105288-0.00613991j 0.00974924+0.00899996j -0.000935092+0.00647383j -0.000996655+0.00543342j 0.00563266+0.006004j 0.0018736+0.00318275j -0.00346769+0.00683174j 
-0.0146201+0.0115274j 0.0028035+0.000576117j -0.00775443+0.0127026j -0.0122614-0.0175868j -0.00216024-0.0104452j -0.00309089+0.000819737j -0.00820466+0.000851768j 0.00474936+0.00771545j -0.00265915+0.00231592j 0.00397967+0.00572324j -0.0118912+0.00646734j 0.00191728+0.0054893j -0.00168668+0.000940329j -0.00945901+0.00280524j -0.00641806-0.00142688j 0.00476515+0.00639724j -0.00984537-0.00396293j 0.00424348+0.0111224j -0.00827819+0.00559717j -0.0175926+0.00693859j 0.0005576-0.000191521j -0.0127073+0.00741684j 0.00846754-0.00634868j 0.00328868+0.00917633j -0.00716677-0.000117307j -0.00721006-0.00726954j -0.0163156+0.0160213j -0.024768+0.000474353j -0.00718143+0.00228611j 0.0138608+0.0256874j -0.00119377-0.00458523j 0.0141039+0.0198062j -0.00213219-0.0021362j 0.00305508-0.00487547j 0.0217798-0.00629695j 0.000807626+0.00715476j 0.00473088-0.000325066j -0.0209979+0.0067819j -0.00111703+0.00735424j 0.0179314-0.000767438j -0.00994871+0.0152296j 0.00433943+0.0114311j -0.00975578+0.0115088j -0.00911727-0.00619422j -0.00170311+0.00246444j -0.00815299+0.00690357j 0.00538382-0.00715107j 0.00233485-0.000200073j -0.0067034-0.00373176j 0.00390773-0.00741156j -0.000825061+0.00439662j -0.00580664-0.0127664j 0.0011091-0.000586716j -0.00586128-0.00533923j -0.0029012-0.000209046j 0.00086672+0.00845798j -4.1541e-05+0.00516575j -0.0104945+0.00242531j 0.00361984-0.00970045j 0.00864881+0.0130073j 0.0168011-0.00781909j 0.00479258+0.00268849j 0.000413336+0.00237231j -0.0029828+0.0139354j -0.00848849-0.0015046j -0.00606567-0.0055583j -0.0168412+0.0114101j -0.00615605-0.0122624j 0.0178912+0.0178923j 0.0194932+0.000372541j -0.00912003-0.00460614j 0.00922716+0.0259815j 0.0290069-7.81633e-05j 0.00831406+0.010224j 0.0157834-0.00281581j 0.00437395-0.00790734j 0.00504916-0.0132635j -0.0120518+0.00284599j 0.00277363+0.00411596j 0.012628-0.00242668j 0.005305+0.00714654j 0.00130313+0.00246923j 0.000238529-0.00555395j -0.0187703-0.00219685j 0.00447915-0.00261147j 0.00552472+0.00289063j 0.00239347-0.0185429j -0.00160112-0.002876j -0.00988401-0.0183942j -0.00479847-0.00509875j 0.00929366-0.010746j -0.00848748-0.0103942j 0.000334942-0.00546338j 0.0101367-0.00170375j -0.000353398+0.000980695j 0.00112169-0.00472746j -0.00665169-0.00637213j -0.000280547+0.00266421j 
-0.00141028-0.00639391j 0.0100762-0.005918j -0.000811033-0.00563249j 0.00381866-0.00479414j -0.000742394+0.0049998j -0.00365586+0.00125262j -0.00419891+0.00912441j 0.000400364-0.00614639j -0.0048991-0.00314101j -0.00423229-0.00233522j -0.00133237-0.00143248j -0.00222421-0.000203703j -0.00424999+0.00457592j 0.00621424+0.00161872j -0.00445503+0.0080689j -0.000808051-0.00286939j -0.00222345-0.00711111j -0.0118594+0.00391094j -0.00352808+0.00777458j -0.00710686+0.00709655j -0.00264564+0.00697077j 0.00243692-0.00082808j -0.00469317-0.00711831j -0.00485377-0.00693507j 0.00398111-0.00822191j 0.0124839+0.00685917j 0.00317323-0.00578932j -0.0082757-0.00561964j -0.0152283+0.00362269j -0.00811756+0.0164638j 0.00240096+0.0100011j -0.00456049-0.00195703j -0.00281963+0.00145555j -0.00413975-0.00651515j 0.00530939+0.00297406j 0.00748119-0.00288268j 0.00799801-0.00533392j -0.0151336-0.00648159j -0.0131981-0.0062003j -0.00178894-0.00480248j -0.0120886+0.0127729j 0.000405743+0.0112834j -0.00240758-0.00232142j -0.0110397+0.0161234j 0.0190193-0.00978853j 0.00180171-0.00209428j -0.00741582+0.00481594j -0.00979291+0.00366485j 0.0106281-0.0148041j 0.0106262-0.00713018j 0.00294733+0.00784274j 0.0139713+0.00953793j -0.0176315+0.00825316j 0.00743389+0.00146906j -0.0131274-0.00312576j -0.00569165+0.0104897j 0.00725126-0.00373109j 0.0163041+0.00280467j 0.0175085+0.00727801j 0.0264331+0.00395612j -0.020081+0.0186597j -0.0339971-0.00920187j 0.00528917+0.00734626j 1.53444e-05-0.00188342j -0.0008908-0.0197607j 0.0139767+0.0261638j 0.00471829-0.00186923j 0.00620222+0.00643146j 0.0136408-0.0127882j -0.0119192+0.00670492j -0.00507696+0.0106389j -0.00216253+0.0261554j -0.0230415+0.00333479j -0.0165764+0.0195233j 0.00937199+0.00788661j 0.0392041+0.00490224j -0.00248239-0.00750373j -0.0247816-0.0257804j 0.00430417-0.00186014j -0.0225061-0.0348588j -0.0131068+0.0166262j -0.00376481+0.00126514j 0.0170616-0.0161226j 0.00308942+0.0159327j -0.0221801+0.0245198j -0.00632336+0.0019452j -0.00121533+0.0118713j 0.0289008-0.0264551j 0.0331197-0.00151413j -0.0110524-0.000227792j -0.0117534+0.00800662j 0.0178896+0.00128859j 0.00435489+0.00160589j -0.00391436+2.35179e-05j 0.00631969+0.00749965j 0.0032127-0.00648879j 0.0012116+0.000227365j -0.00244648+0.00139538j 
-0.0117583+0.0152164j 0.00861874-0.0090961j -0.0143332-0.00110595j -0.0135346-0.00845636j -0.0117313-0.00670214j 0.0107646-0.00522016j -0.0163524-0.0116157j -0.00934343+0.0141893j -0.00123044-0.011985j -0.00267406+0.0030688j -0.00435628+0.00110655j -0.00529126-0.000809872j -0.00197325+0.0109334j 0.00767074+0.00250964j -0.00192751+0.00511647j 0.000923214+0.000270122j -0.00422062+0.00477536j 0.00932153+5.46061e-05j 0.00770582-0.0101061j 0.000829424+0.0028767j -0.00385556+0.00915331j 0.00326475-0.00394023j 0.00827159+0.00785006j -9.20967e-06-0.00514336j -0.00801206+0.0181739j -0.0032904+0.00105781j -0.00389528-0.00570616j 0.0211761-0.00694347j -0.0108857-0.0122001j 0.00267471-0.0052871j -0.00814591+0.0208582j 0.0111225-0.0102307j 0.00450373+0.0056483j 0.0124026-0.00206495j 0.00160727+0.0146784j -0.00222903-0.00555227j 0.0103945+0.0100424j -0.00753711+0.014843j -0.00968141-0.00581526j 0.00475404+0.0107206j -0.00170416+0.00494333j 0.0161393-0.014428j 0.000550847-0.00992417j 0.00764433+0.00249855j 0.00273725+0.0055671j -0.0162552-0.00302948j -0.000639476-0.0262262j 0.0182468+0.00278075j 0.0129314-0.00275585j 0.00231714+0.0110444j -0.025069+0.0108982j -0.00490288-0.00752139j 0.0201761+0.0132495j -0.0156218-0.0143608j 0.000758339+0.0250598j 0.0136467-0.0101722j 0.0214267+0.00520568j -0.0094281-0.00861071j 0.00164165+0.00430709j 0.0446308+0.00528105j -0.00183005+0.00197004j -0.00990985+0.00991824j -0.00168939-0.0337804j -0.0342134-0.00842497j -0.00445818+3.45108e-05j 0.00970454-0.00641617j -0.0190897+0.0353399j -0.00300758-0.00299539j 0.0240772+0.0137403j 0.00512004+0.00645763j -0.0400425+0.00475588j 0.0294438+0.0311238j 0.0164496-0.0271666j 0.00692447-0.0304623j -0.0201408+0.0212505j -0.0123814-0.00173175j 0.00674749-0.00667902j -0.0183895+0.00433683j 0.01485+0.0156999j -0.0024771-0.00502721j -0.0255703+0.0140531j -0.00533023-0.020581j -0.00691812+0.00638755j 0.00539951-0.0216978j -0.00382262+0.00942292j 0.0166783+0.0118577j -0.00200705-0.0240556j -0.0119975-0.0263221j 0.00186666-0.00621793j -0.0119837-0.015776j 0.0204418-0.00443245j -0.00531583+0.0139838j -0.0075356-0.00803337j 0.00125555-0.011909j 0.00795886+0.00383829j 0.00685525-0.00423792j -0.00555107-0.000371908j 0.00442265+0.00346769j 
0.014251-0.0110739j 0.0163383-0.00906903j 0.000977852-0.0217067j 0.0178924-0.0147989j 0.00223172+0.00536068j -0.00257636-0.00350001j -0.00556146+0.00666167j -6.62543e-05+0.00260951j 0.000305986+0.00758848j -0.0064761-0.000526642j 0.00742251+0.00292383j -0.00294075+0.00924432j -0.00483404-0.00280267j -0.00265761-0.000848665j 0.00440249-0.00222417j 0.0144078+0.00081477j 0.0114648-0.00476242j 0.00182864-0.00533071j 0.0101249+0.0132952j 0.00150186-0.00756256j -0.00852675+0.00438252j -0.00226452-0.00333291j 0.000484864-0.00375418j 0.00108611+0.0123656j 0.00224148+0.00225681j 0.00299517+0.00481867j 0.000383297+0.00819176j -0.00967503+0.00993165j 0.00323772+0.0109724j 0.00599084+0.00495677j 0.0101072-0.0128916j -0.0201149-0.00628241j 0.00916142-0.0119342j -0.000214148+0.00497542j -0.0111304+0.011904j 0.00160108-0.00887726j -0.00420107-0.00940497j 0.00285651-0.00320074j 0.00699873+0.0102768j -0.00731404-0.00670349j 0.00195867-0.00943691j -0.00786222+0.0133668j 0.00176792-0.00806485j 0.00697597+0.00687835j 0.00047521+0.00484245j -0.00941054-0.00744235j -0.00107185+0.00224758j -0.00562422-0.003699j 0.00581536-0.0145373j 0.000237101+0.00899962j -0.00819608+0.00170923j -0.0073829+0.00359536j 0.00486183+0.00396695j -0.00993755+0.00920103j -0.00841083+0.00550503j 0.0224499-0.0079713j 0.027026+0.00327191j 0.00828731-0.0156821j 0.00787165+0.000577948j 0.040413-0.00709147j -0.0138187+0.0123889j -0.0300543-0.00533706j -0.00380508+0.00113685j -0.0153803-0.00544912j 0.00818549+0.00461614j 0.0112567+0.0077489j 6.46397e-05+0.0259719j 0.00454349-0.00931232j 0.0142071+0.00810887j -0.00320689-0.00300624j -0.0264893-0.00453926j 0.0153301+0.0123419j 0.0122315-0.0287751j 0.0271261-0.0113573j -0.0120886+0.010441j -0.0163434+0.00155223j 0.00565191-0.0253343j 0.00335357-0.0148023j 0.00937819+0.00597547j 0.00827213+0.00271531j -0.00820612-0.00201153j 0.00292162-0.0031761j -0.0147404-0.0110023j 0.0178871-0.00249354j 0.00802915+0.0156916j 0.000158359+0.00777896j -0.00739297+0.00550466j -0.00454256-0.032396j 0.00466167+0.00010973j -0.00821386-0.0108205j -0.00486914+0.00381831j 0.00828439+0.00909778j -0.0064627-0.00134792j 0.00531665-0.00173823j 0.00549483+0.0136587j 0.0106769+0.00219418j -0.000848308+0.00116023j 0.00623928+0.00759717j 
-0.0145916+0.0135615j 0.00931076-0.00678624j -0.0131622+0.0163493j 6.39948e-06-0.0135183j 0.0026236+0.00212458j -0.00490489+0.0153632j -0.00376836-0.00446758j -0.00456163+0.00135386j 0.00464445+0.00508933j 0.000395408-0.00438552j 0.00105506+0.00905949j -0.00892365-0.00377955j 0.00438023+0.000430448j -0.00222797+0.00520625j 0.00103387-0.0053041j 0.0147813+0.00236696j -0.00121219+0.00414756j 0.00814468-0.000989134j 0.0110719+0.0026838j 0.00903555-0.00295914j -0.00470654-0.00204465j 0.000212979-0.00255512j 0.00484571+0.00531615j -0.00581561+0.00232417j 0.00613352-0.00153644j -0.00249672-0.0116721j 0.00210988-0.00631914j 0.00309767-0.00250512j 0.0128187+0.0131599j 0.011158-0.00436152j 0.00476206+0.00609916j 0.000711434-0.00139342j 0.00771218+0.00590862j -0.00587742+0.00358157j -0.013618-0.00120381j 0.00188327-0.00712522j 0.0027689+0.0111952j 0.0116509-7.57883e-05j 0.0011904+0.016008j -0.0116398+0.00931656j 0.0106072-0.00935669j 0.00333565-0.00234478j -0.0101523-0.0149978j 0.0217502-0.021437j -0.00115642+0.010086j -0.0150622-0.00239525j -0.0104748-0.0181591j 0.00698278+0.0201552j 0.0050162+0.0054525j -0.000419169-0.0143442j -0.0104002+0.00865064j 0.000990431-0.00151965j 0.00799642+0.0100633j -0.00513095-0.0226677j -0.00976031+0.0123325j -0.00780582+0.0013051j -0.00618674-0.00487654j -0.0108326+0.00711245j 0.018913-0.0116177j 0.00853707+0.024325j 0.0068657-0.0186292j -0.00475802+0.0108484j 0.00233269-0.0329042j 0.00824012+0.00592134j -0.0195971+0.0305447j -0.0239175-0.0199603j -0.0146047+0.0160254j 0.0212326-0.0012869j 0.00227217+0.00832147j 0.017074+0.00291586j 0.00148999+0.0278618j 0.00350421+0.024205j 0.028961-0.00774891j -0.0271862-0.0119635j 0.014211+0.00940943j 0.0159753-0.0124288j 0.0150679-0.00380151j -0.0479635+0.0180925j 0.0120159+0.00553247j -0.0177539-0.0368954j -0.00214634+0.031378j -0.00881536+0.00458109j -0.00450399-0.00422303j -0.0306849-0.00387387j -0.0341898-0.00423082j -0.0051957+0.00634997j 0.0140094-0.0264074j -0.000165242-0.00576469j 0.00892102-0.0094652j -0.0155256+0.00191953j 0.00914986+0.000737351j 0.00392718-0.000401715j -0.00577725-0.00110164j -0.00053788-0.00854665j 0.012604-0.00787004j -0.00506631-0.0196645j -0.0102302-0.00694869j 0.00311757+0.000765363j 
0.00813791-0.0097829j 0.00181435-0.00235738j 0.00639096-0.00846336j 0.0115305+0.00437061j -0.000230266+0.0059317j -0.000969016-0.00111256j 0.00113552+0.00445144j -0.00444733-0.000314742j -0.0014371+0.0125996j 0.000282431+0.000429323j 0.00234532-0.00314171j -0.00533116+0.00594548j 0.00390499+0.00235948j 0.00303223+0.00590482j 0.00245065-0.00946977j -0.00462359-0.000316985j -0.00254801-0.00482155j -0.00891841-0.000503161j -0.00427884-0.0114281j 0.00136933+0.00929514j 0.00437803-0.0176267j -0.000192642+0.00487994j 0.00946629-0.014505j 0.000469351-0.000840627j 0.015473-0.00521398j -0.0130662-0.0118594j 0.0124889+0.00989238j 0.00401455-0.00162662j -0.0074539+0.00391016j -0.00680514+0.00549854j 0.0195691-0.00329999j -0.00188584-0.0063903j -0.0181563+0.0102834j -0.00754195-0.0073909j 0.00809544-0.00408105j -0.00959388+0.0162486j -0.00683362+0.00967278j 0.00508237-0.000419281j 0.0110293+0.00854477j -0.0121674+0.00136581j -0.00256019-0.00174596j -0.00992175+0.0145296j -0.000844492+0.0009724j -0.00356082+0.0038932j 0.00216577+0.0035236j 0.000233833-0.0010154j -0.00113497-0.00172486j -0.00755539-0.00727159j -0.00311726-0.0111762j -0.006165+0.00258674j 0.00211735-0.000950093j 0.00678597-0.00310216j 0.00679797+0.00970448j 0.00620899+0.00665315j 0.00305448+0.0237766j 0.0161686-0.00138772j 0.00537016+0.0085674j 0.00692783-0.00341437j -0.00870885+0.0154508j -0.00531024-0.00448007j -0.00372792+0.00942526j -0.00815988+0.0127276j -0.0120993+0.0101522j -0.0137494+0.00303747j -0.00406588+0.00655628j 0.0189071+0.0134954j 0.00272711+0.0214848j -0.0195577-0.0166967j -0.00612339+0.0157591j -0.0114014-0.00803955j -0.0123643+0.0117786j 0.0138768+0.0107862j -0.00160278-0.0160027j 0.0172967-0.0108937j 0.018988-0.00178092j -0.00604943+0.00207692j -0.0100184+0.00537133j -0.000842784-0.0192304j -0.00401264-0.00507031j 0.0215282-0.000811004j -0.0141112+0.0081231j -0.0203191-0.00677825j -0.0118181-0.0137548j -0.011421-0.00504679j 0.00661326-0.0051425j -0.000311704+0.0100894j -0.00565123+0.0181715j -0.00240431-0.0107653j -0.0027491+0.00121945j 0.00291154+0.000298992j -0.000481832-0.000373257j -0.00349621+0.00614875j 0.000731082+0.0032426j 0.0052038-0.000489651j -0.00200436-0.00202637j 0.00463205+0.00440032j -0.00130341+0.00424975j 0.00373446+0.000542908j 
0.00719597-0.00432643j -0.00173974+0.000916248j 0.0107619-0.00954186j 0.00669542+0.00210026j 0.00166665+0.00311348j -0.00903105-0.00243589j 0.00618196-0.000729149j 0.00196946+0.00483912j -0.0046958-0.0054215j 0.0102278+0.000470663j -0.00316634+0.00722056j 0.0105114+0.00127716j 0.0016771-0.00315812j -0.00193011+0.00198407j -0.00140261-0.00245251j -0.00418933+0.00422969j 0.00793733+0.00200374j 0.00142631-0.00433281j 0.000870109+0.00439043j -0.00266527-0.0100298j -0.00647098+0.003878j -0.000176986-0.0122953j 0.00454239+0.00664738j 0.00125348+0.00759846j -0.0258758+0.0104768j 0.00567761+0.00570024j -0.00964587-0.00441364j -0.00676489-0.000252222j 0.000458335-0.00354304j 0.00789937-0.00479687j -0.0074713+0.000244695j -0.0122752-0.00656249j 0.0067272-0.00841926j 0.0102175+0.00996582j -0.00911229+0.011172j -0.00161509-0.00993981j -0.00798623-0.00773917j -0.00198167+0.00917j 0.00144081+0.00022759j -0.000657887+0.00156164j 0.00310367-0.00696208j -0.000917914-0.00430836j -0.00216455+0.0017716j -0.00433539+0.00271449j -0.00933988-0.000428974j 0.000874915+0.0025582j 0.00271694+0.00679252j -0.00670045-0.00935513j -3.18559e-06-0.00742681j -0.00198208-0.00322217j 0.00679538-0.000814954j 0.0232314-0.00563332j 0.00697377+0.00313206j 0.0114062+0.00409086j 0.0103354+0.0268208j 0.00387588+0.0135971j -0.00862577+0.00877673j 0.00865494+0.00559038j -0.00788194+0.0131516j -0.0326382-0.00542255j 0.00526307+0.0134248j -0.00562669+0.0197298j -0.0177027+0.0142373j -0.00948126+0.00393534j 0.000507025+0.0037186j 0.0329791+0.0122094j 0.0013771-0.00479791j -0.0226673-0.00711915j -0.0247769+0.00348692j -0.0105954-0.00887767j 0.00961802+0.00886936j 0.00502999-0.0133503j -0.0260985-0.00832506j -0.00032671-0.000242862j 0.0305142-0.00303304j 0.00570897+0.0039584j -0.0202668+0.0144992j -0.00485007-0.0142814j -0.00425297-0.0209746j 0.0137604-0.00797096j -0.00877304+0.00876632j -0.012413-0.0133218j -0.00346688-0.000918935j -0.0121456-0.00303542j 0.0049942+0.00654369j -0.0072811+0.00346447j 0.00201433+0.0337595j 0.0167198-0.00201917j 0.0110503+0.00957419j 0.0128809+0.00428712j -0.00122222-0.000339001j -0.00453551+0.00467343j 0.00374499+0.00109223j 0.0010324+0.00570792j -0.00708337+0.00260928j 0.00553515+0.0106111j 0.00285896+0.00454607j 0.00212069-0.000196534j 
