0.00429951+0.00355638j 0.00752978-0.00116484j -0.0062445-0.000115599j -0.00557162-0.00169222j 0.000646159-0.000416055j -0.00144182+0.000185696j -0.00697558-0.000795908j -0.00235069-0.000110044j 0.00240242+4.49367e-05j 0.00203494+0.000305605j -0.00323445-0.000254755j -0.00014386-0.000164178j -0.00275503-0.000128506j -0.00166844+4.9641e-05j 0.00316217-0.000207775j 0.00195967+0.000242256j -0.00145392-1.76316e-05j 0.00186542-0.000563764j -0.000603041-0.000468396j -0.0032514-0.000166953j -0.00246091+0.000225993j -0.00174382-0.000460529j 0.00125847-8.7056e-05j -0.00513689-6.13788e-05j -0.0019666+0.000553763j 0.000303886+0.000552422j 0.00293969+0.00235529j 0.00607165-0.00101127j -0.00152877-0.0015451j 0.00547077+0.00806731j 0.0133397+0.00481547j 0.0234363+0.00170898j 0.000254863-0.00803098j 0.01204+0.00175771j 0.00094661-0.00165907j -0.000508359+0.00377393j 0.00629948-0.000542437j 0.000437722-0.00624641j -0.000631515+0.000252975j -0.00200098+0.000812318j 0.00230029+0.000168113j 0.00241503-0.00442007j -0.00113863+0.00225968j 0.000541766+0.00257316j -4.65069e-05+0.000349986j -0.000752257+0.00307431j 0.00172738-0.000131416j -9.54019e-05-0.00264894j 4.09434e-05-0.000717113j -0.00125153+0.00425541j 0.000117814+2.13329e-05j -0.00019476-0.00211045j -0.00165077+0.000544318j 0.000433839-0.000312219j -0.000394375+0.00178199j -0.000617226+0.00331574j 0.000535851+0.000824497j 0.000306642-8.37411e-05j 4.31583e-05+0.00210775j 0.000983014-0.000378506j 0.000946013+0.000582507j -0.0015735+0.00377245j -0.00016823-0.00133584j -0.000854543+0.00324613j 0.000773583+0.00172349j -0.00203257+0.00635668j -0.000162755-0.00368045j 0.00118903-0.00296778j 0.00148434-0.00638385j -0.0015568+0.0103629j 0.000616012-0.0779284j 0.044744-0.0203608j 
0.00188984+0.00196912j 0.00285781+0.0002171j -0.00109496-0.00163326j -0.00281716-0.0028337j -0.00556811-0.00192476j -0.000761795+0.00158385j -0.00327717-0.00351159j 0.00304684+0.00160743j 0.00835426+0.00151399j -0.00166719+0.00415278j -0.0207338-0.00303996j -0.00835937-0.00492923j -0.00490354-0.00114985j -0.00420286-0.0033163j -0.00859468+7.52378e-05j -0.017322-0.00543615j 0.00302516+0.00246725j -0.0042309+0.00244279j -0.0240762-0.00385889j 0.00584542-0.00422213j 0.016248+0.00966301j 0.0152453-0.0054953j 0.0271641+0.00699973j -0.00387692+0.00855153j -0.0215798-0.00203528j -0.0042715+0.0094581j -0.0101723-0.00159159j 0.00374094+0.000698613j -0.00874648-0.000946462j 0.00133531-0.00126079j 0.0023919-0.00214137j 0.00497178-0.000172866j -6.57505e-06+0.00111309j 0.000302407-0.00101194j 0.000762596-0.00239278j 0.000837747-0.00398672j 0.00275918-0.00324667j -0.000207689-0.00395747j -0.00203598-0.00336985j -0.000945723+0.000720223j 0.0017508+0.000634515j 0.00472246-0.00932381j -0.00209421-0.00209j 0.000368073+0.0107783j 0.00173064+0.00592175j -0.000593546+0.00860242j 0.0018952+0.0059316j -0.000501481-0.00613106j -4.28255e-05+0.00861398j 0.000940753+0.00809814j -0.00106004+0.000499761j 0.0072776-0.022312j 0.000542572-0.000279133j 0.0107193+0.0484455j -0.00188806-0.00610545j 0.00186587-0.00634002j -0.00144119-0.0129552j 0.0171623-0.0181748j -0.0138098+0.00765725j 0.00775332-0.0471918j -0.000725381-0.0170399j 0.00803434+0.00824045j 0.00486186+0.0227321j 0.00459827+0.0256921j -0.00213448+0.0118462j 0.00117495-0.0177137j 0.00102838-0.00293785j -0.0005769-0.0231938j 0.000985781+0.00131355j 0.00111123-0.00807333j -0.00124026+0.00056535j 0.000202211-0.00218665j 
0.000911053+0.000283325j 0.000241076-0.00153838j 0.00257816+0.00227468j -0.000664928+0.000670385j -0.00142832-0.000768813j 0.00351384+0.00226598j -0.00591354+0.00148753j 0.00964852+0.00227715j 0.00604032+0.0014554j -0.000239171-0.00216979j 0.00864655+0.00456344j 0.00912743+0.00212471j -0.0232708-0.00487897j 0.00153923+0.0036166j -0.00940066-0.00485425j 0.00557862-0.000207315j -0.0125261-0.00941079j -0.00636935+0.00211112j 0.00933562+0.0012261j 0.00274573-0.00411019j 0.0113847+0.0080042j 0.00690002-0.00586679j -0.0133682+0.00186705j 0.0138801-0.00626404j -0.0155803+0.000995524j -0.0108346-0.000313892j 0.0230449-0.00175282j -0.00146168-0.00352913j -0.00109203+0.000731599j -0.00047404+0.0018938j -0.00417957+0.000464898j 0.00242667-0.000383965j 0.00277146+0.00355195j -0.00341485+0.0022482j 0.000140911+0.00359138j 7.81013e-05+0.00899891j 0.00015015+0.00742524j 0.00647828-0.00275379j -0.000426768+0.00297299j 0.000567386-0.00214756j 0.00212805+0.00278462j -0.00213331-0.00159931j 0.00394704-0.00146666j 0.0019832+0.000529442j -0.00236666+0.00426061j -0.00190584+0.000994656j -0.00355031+0.0149552j -0.000229943-0.000316042j -0.00405139+0.0012154j 0.00380153-0.00703002j -0.00797142+0.0461024j 0.00090699-0.00786273j 0.00226896+0.0035226j -0.00720109-0.00507402j 0.00961487+0.00710206j 0.0115068-0.063405j 0.0067595-0.040308j -0.00436309+0.00737135j -0.000874316+0.0365649j 0.00383935-0.0295209j 0.00023639-0.00215358j 0.00286532+0.0433058j -0.00246291-0.00866674j -0.00548485-0.0340688j 0.0032803-0.0024046j 0.00125114+0.0115364j -0.00384089-0.0205767j 0.000693709+0.00455403j 9.83382e-05+0.00882237j -0.000526224+0.000517657j -0.000332164+0.00315747j -0.000465322-0.00166804j 
-0.00312242+0.00202681j -0.000656428+0.00194289j 0.00284401+0.00586818j -0.000502516+0.00211325j 0.00879912+0.00505374j -0.00688969-0.000127815j 0.00530811+0.00290185j -0.00243218+0.00163957j -0.00769061-0.00421675j -0.000184303-0.00612968j -0.0089854-0.00673957j 0.00738005+0.0035556j -0.00415385+0.00538998j 0.00739805-0.0030492j -0.0221095-0.00464746j -0.0108568-0.000812842j 0.0210916+0.00531014j -0.0266584-0.00379161j -0.0147457+0.00113012j -0.0047138-0.00345206j -0.0167561-0.00278902j -0.0304381-0.00749156j 0.00415861+0.00820448j 0.00341132-0.00419173j -0.0108524-0.00521877j -0.00876646+0.00160237j -0.0028356+0.00432397j -0.00877273+2.67465e-05j 0.00921475+0.00209028j -0.00439542-0.00455383j 0.000794019-0.00393846j -0.00178942+0.00265556j 0.00260609-0.0067651j -0.0024098+0.000125403j -0.00455495+0.00448526j 0.000733334+0.00518633j -0.00414983+0.00163307j -0.000510384+0.00190045j 0.00471367-0.00249991j 0.00789191-0.00979003j 0.00188356-0.000235887j -0.0050243+0.00223702j 0.00189718+0.00931445j -0.00112901+0.00512382j 0.0025653-0.0231208j 0.000729017-0.0103794j -0.00538078-0.0119042j 0.00204431+0.00279459j -0.00327633-0.000538261j 0.00224509-0.00292392j 0.00161796-0.00196945j -0.0196699+0.0125566j 0.00998625-0.0086706j -0.00460193+0.0288039j -0.00621915+0.0163826j 0.0121615-0.0331262j 0.00320754+0.0162077j -0.000689274-0.00567611j 0.0091232-0.0236001j -0.0051589+0.0168894j -0.0146785-0.0247134j -0.000906257+0.0168389j -0.0079801-0.0200135j 0.00508369+0.0190229j 0.0081131+0.018063j 0.00730676+0.0232458j -0.000233348+0.00672804j -0.00171706+0.00781534j -0.000986878+0.00484926j 0.0035625+0.00601134j 0.000432982-0.00242332j -0.000355701+0.00150043j 
0.00160582+0.000768597j 0.00109955-0.000895369j -0.00221195-0.00163778j 0.00268311-0.00142765j 0.00659758-0.00205015j -0.000254836+0.00137568j -0.00230181+0.00217331j -0.00773926+0.00122335j -0.00564521-0.000931294j 0.00492928+0.00248569j -0.0015867+0.00343438j -0.00340336+2.66272e-05j -0.000558943-0.00160433j 0.0114136+0.0109741j 0.0071162-0.0022294j -0.0135795-0.00605513j -0.00672719-0.000974217j -0.0132208-0.000116493j 0.004739-0.00128754j 0.044747+0.00538562j -0.00027737+0.00342496j 0.00871438+4.74156e-05j 0.00254251+0.000671028j -0.0199696+0.0024666j 0.0131211+0.00555526j 0.0132069-0.00389912j -0.0106683+0.000968948j 0.00402379+0.00117773j 0.00616446+3.02869e-05j 0.000510455+0.000186476j 0.00201395+0.00207139j 0.0019546-0.00262374j -0.00187199-0.00245352j 0.00167913-0.00507594j -0.00162099-0.00789026j -0.00145176+0.00203009j 0.000901632-0.00232515j -0.00351457-0.00736339j 0.00103877+0.000419271j -0.00157029+0.0016934j -0.000977871+0.00091124j -0.00205752+0.00372409j 0.00119313-0.00365449j 0.000207385+0.00277615j -0.00162562+0.0111262j 0.0023479-0.00340168j 0.00342156-0.00667702j 0.0010836-0.020394j -0.000118669+0.0132566j 0.00268133-0.0128889j 0.00270778-0.00828317j 0.000237267+0.00217631j -0.000520993-0.00702086j 0.00925731-0.0288515j -0.00512741-0.0456559j 0.0152927-0.0282404j -0.00926286-0.00261485j 0.00258744+0.00518101j -0.00305193+0.0353531j 0.00443668-0.0228759j 0.000779022+0.0429123j 0.00517351-0.0201099j -0.00526413-0.00735371j 0.000252218+0.00185867j 0.00129176+0.00639391j 0.00105754-0.00571282j -0.00236426+0.00113612j 0.000507384+0.00313549j 0.000858347+0.00147354j 0.000369836-0.00306954j 0.000634706-0.00199445j -0.000432534-0.00096705j 
0.000533304-0.00220761j -0.00264021-0.000973437j 0.0031831+0.00017381j 0.000895658+0.0028614j 0.00521435+0.00230243j -0.00928262-0.00458631j 0.00193045+0.000942366j -0.00748001-0.00213837j -0.00258336-0.00131006j 0.0035775-0.00198465j 0.00445082-0.000616043j 0.00940857+0.0106088j -0.00216014-0.00725713j -0.00797503+0.0015072j -0.00282621-0.00190472j 0.0139469+0.00072014j -0.00514207-0.00480241j 0.0296106+0.00493063j 0.0124515-0.00464017j 0.00467443-0.00288406j 0.00980763+0.00167801j -0.00733551+0.00255694j -0.0003223-0.00166213j 0.0252932+0.000785225j 0.00987827-0.00460166j -0.00259639+0.00211448j -0.00399178+0.00217258j -0.00325133+0.00399668j 0.0143555-0.00114735j 0.000521247+0.00184795j 0.00324386+0.00361327j -0.0010724+0.00400165j 0.000325396-0.00369568j -0.00121859+0.00309625j -0.00260838-0.00127478j 0.00266739-0.00110411j 0.00116922-0.0021718j -0.00364806-0.00239454j 0.00285472-0.00262253j -0.00190477+0.000241888j 0.00227502-0.0102978j -0.002396+0.0073613j 0.000851881-0.00467891j 0.0026207-0.00251212j -0.000921244+0.0016645j 0.000166138-0.00317537j 0.00496798-0.0189338j 0.000153101-0.0119305j 0.000244939+0.00656261j -0.00188971-0.0230211j -0.0069793+0.0157826j -0.00462746+0.0286879j -0.0188077+0.0239892j 0.00105221+0.0385169j -0.000178483+0.0225658j 0.000793981+0.0333136j 0.00504851-0.0416088j 0.00826658-0.0255151j -0.00464515+0.018162j 0.00330107+0.0411234j -0.000772308-0.0259679j -0.0086893-0.0312849j -0.0026266+0.0321468j -0.00377037-0.0081481j 0.000251109-0.00660217j 0.000353868+0.0116826j 0.00224201+0.0176158j 0.00034453+0.00533308j 0.00135054-0.000740243j 8.64598e-05-0.000609299j 0.00232637-0.00415437j 0.000127762+0.00186176j 
-0.000733306-0.00145851j -0.00108388-0.000120978j 0.00160884-0.00160523j 0.00622551+0.00190287j 0.00729058+0.000426858j 0.0152156+0.00479158j -6.15554e-05+0.00175031j -0.000242225-0.00237575j -0.000685751+0.000472384j -0.00727556-0.00158983j 0.0116277+0.00580344j -0.0071658-0.00476647j -0.0101005+0.0031832j -0.00861055-0.00137648j -0.0055191+0.000106699j -0.025685-0.000782555j -0.0184688+0.000681791j -0.00205938-0.00262805j 0.00767793+0.000582284j 0.00672556+0.00549136j -0.0370837-0.000941898j 0.00845776-0.00124773j 0.00502445+0.00290707j 0.0104982-0.00116562j -0.0145616+0.00694735j 0.0193017-0.00354983j -0.00276709-0.00394968j 0.000858513+0.00123433j 0.00184183+0.000989323j 0.00400562-0.000804222j 0.000686685-0.000315126j -0.00319437-0.00209577j -0.00524475+0.00625705j -0.00175433-0.00463231j -0.00226368-0.00212248j -0.00665101+0.00329528j -0.000513542+0.00361914j 0.00130404+0.00527483j -0.00288905+0.00247122j -0.000856471+0.00236463j -0.00231187+0.00674133j 0.00176112-0.00546498j 0.00069353+0.00826893j -0.0016583+0.00677006j -0.00017246-0.00387796j -0.00168236-0.0104708j -0.00279117+0.00186555j -0.00192694+0.0298901j 0.00120763+0.00473764j 5.89603e-05-0.0138309j 0.00987472-0.00577881j 0.00255993-0.0361869j -0.00391249+0.00108772j -0.000845284+0.00195553j -0.0107352+0.0409555j -0.00127055+0.0263876j 0.00180626+0.0164064j -0.00210541+0.0233213j 0.010189+0.0109531j 0.0043438+0.0448194j 0.00353528+0.0233983j 0.000665655+0.0221592j 0.000900378+0.0118813j -0.00310553-0.00642657j 0.00253828-0.00943991j -0.0021603-0.0125228j -0.00258998-0.014024j -0.000461025+0.0077531j 0.00141876-0.00568544j -0.00143025-0.00607685j 0.00106659-0.000496804j 1.84845e-05+0.00299125j 
-0.000483373+0.00148244j 0.000156622+0.000493253j 0.00454928+0.00360734j -0.00350207+0.00183412j 0.00289409+0.00402022j -0.00526505-0.00108721j 0.00422627-0.000719473j 0.0012349-0.000329616j -0.00227431-0.00286003j -0.00713766-0.00400588j -0.0101754-0.00786529j -0.00428122+0.000378506j 0.00642748+0.00519407j -0.00765005-0.0105064j -0.0201556+0.00155561j -0.0116289+0.000957572j -0.0417262-0.00275545j 0.0167696+0.00302525j -0.0313107-0.00711849j 0.0312326+0.00545594j -0.0290479+0.00130728j -0.00772386+0.0063778j 0.00374932+0.00101084j 0.0144874-0.00641514j -0.0109462-0.000545485j 0.00142952+0.00664008j -0.00492796-0.000537784j -0.000368409+0.000417705j 0.00291329+0.000392337j 0.00103574-0.00161208j 0.00290064-0.00304411j 0.00123447+0.00285896j 0.00237462-0.0026382j 0.000665219+0.00388811j -0.00165516+0.00357839j -0.000238234-0.00148689j -0.000113195-0.00106643j 0.00052281+0.00289455j 0.00108117-0.0031778j 0.00194512-0.00626505j 0.000583701-0.00220964j 0.000521382-0.000859327j -0.000530046+0.00345515j -0.000767134-0.00196942j -4.75767e-05-0.014677j -0.00175924+0.00143549j -0.00156561-0.0105188j -0.000773779+0.00395563j -0.00190913-0.0151595j -0.0059429+0.0361504j -0.00615329+0.0290423j -0.00448695+0.0177404j 7.08262e-05-0.0365147j 0.011088-0.0464825j -0.000399366-0.008864j -0.00839933+0.0155834j 0.00665834-0.00953611j 0.00412021+0.0428454j 0.00815121+0.00968966j -0.00881169-0.0658626j -0.00494592-0.00442037j -0.00495363-0.00186905j 0.00601745+0.00814657j 0.00186072-0.00224353j 0.00374495-0.00162198j 0.00189106+0.011848j 0.00238679+0.00382599j -0.0022348-0.00294402j 0.000956527-0.00106532j 0.000874104+0.00123159j 0.000189351-0.00213513j 0.000123586-0.000638957j 
0.00279435-0.00114559j -0.00228675-0.00157629j 0.00388711-0.000284122j -0.00330924-0.000931598j 0.00545676-0.0020494j -0.0037727-0.00288443j 0.000452282-0.000511699j -0.00362006+0.00186488j 0.000658786+0.00399907j 0.00589965+0.00345528j -0.0125176-0.00418503j 0.00173752+0.00176426j -0.0168771-0.0107247j 0.00320691+0.00258692j -0.00130807-0.00127511j -0.00793741-0.00119231j -0.00527027+0.00257693j 0.00453523-0.00214756j 0.0342991-0.00148889j -0.00854684-0.00211436j -0.00893778-0.00167021j 0.0244396-0.00292311j -0.00700286-0.00338519j 0.00836143-0.00616956j 0.013883-0.00316562j 0.0103981+0.00199791j -0.0026999+0.00423887j 0.00751097-0.00232024j 0.00350848-0.00501963j 0.0098375-0.00207076j -0.00311082-0.000327786j 0.00463608+0.00439713j 0.00425924-0.000664357j 0.00328581+0.00320156j 0.00071069-0.00782128j -0.000369659-0.000508156j 0.00206782+0.00354977j 0.00134679-0.00442276j -0.00114575+0.0012261j -0.00170066-0.0066066j 0.00486021-0.00431341j 0.00247628+0.0102693j 0.00218076-0.00826221j 0.000871432-0.00343352j -0.00207676-0.000681322j -0.00544696-0.0045849j 0.00231465-0.012363j 0.00460296-0.0157187j -0.000633366+0.0197198j -0.0108029+0.0316497j -0.00289863+0.00604281j 0.0114677+0.00749531j -0.00394814+0.0228199j -0.00747799-0.00538602j 0.00701438+0.0244654j -0.0117519-0.00257483j 0.0107379+0.0331771j -0.00709039+0.0227256j -0.0099154-0.0314635j -0.00889832-0.0213228j 0.00252122-0.013637j -0.00339075-0.00405616j 0.00880806-0.00250978j -0.00208479+0.0106018j -0.000434423+0.00562258j -0.000488968+0.0103657j 0.00265098+0.00263757j -0.0006079-0.00643312j -6.25184e-05+0.000984243j -0.00232695+0.000577391j 1.86461e-05+0.00146011j 0.000888023-0.0058466j 
-0.0037189-0.00224587j -0.00182379+0.00326187j -0.00279055-0.00467433j 0.00713465-0.00248589j 0.00691131-0.000589119j -0.00167016+0.00140973j -0.00528663-0.00430425j -0.0126602-0.000951987j 0.000660074+0.00373929j 0.00637595+0.00549768j 0.00988246+0.000901265j -0.00512697-0.00394747j 0.00853851-0.00363066j -0.0333755-0.00439885j 0.000821563-0.00358967j -0.0010119-0.0117977j 0.028929+0.00264087j -0.00135075-0.00115777j 0.00845101+0.00338476j 0.0121798-0.00209073j -0.0193013+0.00314823j -0.021332+0.00127624j -0.0025967+0.00442066j 0.0164657-0.00636427j -0.0195055-0.00237307j 0.0136731+0.00037406j -0.00287226+0.00226975j 0.00658472-0.00216308j 0.00361206-0.000314813j 0.00623938-0.000574824j 0.000777588-0.00262685j -0.000905696+0.0016206j -0.00290103+0.00318648j -0.00100528-0.00561298j -0.00284709-0.00253086j -0.000451489+0.00446862j 0.00262975-0.00313185j -0.00250517-0.002297j 0.000399546+0.0103941j -0.00313626+0.00721026j -0.00330852-0.00597381j 0.00221067-0.00718867j 4.59229e-06-0.000511502j -0.00268792+0.00620616j 0.00581402+0.00787914j -0.00592005+0.0252799j -0.00234432+2.48062e-05j 0.000499725-0.0139169j 0.00367626+0.0114133j -0.00943828-0.00909602j 0.00339871+0.0396482j 7.04379e-05-0.0101052j 0.0053475-0.0290201j 0.000317918+0.0139593j -0.00838659+0.0155752j 0.00144186-0.0516198j -0.0124068+0.0450744j -0.00143517+0.00279113j -0.0157605+0.00387822j -0.00558427-0.0136378j -0.00608025-0.00654811j 0.00416135+0.0143893j -0.00230386-0.00564661j -0.000801645-0.00370245j -0.00473057-0.007015j 0.00332925+0.00778191j 0.000617126-0.00636137j 0.00140168+0.00257047j -0.00169865-0.00554991j -0.00103352+0.00285831j -6.80234e-05-0.00270207j 0.00104732-0.000473252j 
0.00280621-0.000300577j -0.000797296-0.00210132j -0.0006486+0.0005234j -0.00406818-0.00127949j -0.00753939-0.0035953j -0.00289977-0.00297165j 0.000327336+0.000622682j 0.00940642+0.00253583j -0.0109071-0.00194528j 0.0135383+0.00501524j 0.00591412+0.0067028j 0.00986701+0.00465617j 0.00662358+0.000100795j -0.0153241-0.00644263j 0.0116117-0.00308688j -0.04111-0.00291308j -0.0308783-0.00368274j -0.0325534-0.00175703j -0.0119658+0.00499302j 0.00995781+0.00344186j -0.0212902-0.00151986j -0.0505929+0.00915898j 0.0135794-0.00214135j 0.00364508+0.00202221j -0.00696219-0.00433542j -0.00408208-0.00162562j -0.000535587+0.00137045j 0.00541455-0.00204468j -0.00256392+0.000340138j -0.00414472+0.000257653j -0.00239331+0.00192621j -0.000917596-0.000354288j 0.00276391-0.000329692j 0.0020812+0.000858855j 0.00297496-0.00170469j 0.00162145-0.000875449j 0.00183769+0.0004597j 0.00106369-0.00319622j 0.00123239+0.00222371j -0.00336184+0.00750179j -0.00335223+0.00393903j -0.00200983+0.011323j 0.000750968-0.00909317j 0.000882742-0.00251894j 0.00408005+0.000435635j -0.00219168+0.0108816j 0.00309362+0.00153881j 0.00241172-0.00982097j 0.00344267-0.0391703j 0.00707033-0.0187532j -0.00828076+0.018481j 0.0033265+0.0064442j -0.00222635+0.026079j -0.0004803+0.038835j -0.000518093+0.0390687j -0.00258255+0.0185937j -0.00261534-0.0237737j -0.000344808-0.0241344j 0.00173802-0.02112j 0.00154221+0.0168659j 0.00224358-0.0129197j -0.00180398-0.0317253j 0.00109571-0.00891918j -0.00199413-0.016072j -0.000818848+6.84667e-05j -0.00219965-0.00163767j -0.00108209+0.000525378j 0.000965985-0.00586278j -7.01798e-05+0.00240671j -0.000832665-0.00158072j -0.000599235+0.00341747j -0.000938741+0.000352148j 
0.000558425+0.0021557j 0.00133408+6.19902e-05j 0.00411986+0.00262686j -0.00703685-0.00128574j 0.00510817-0.00193881j 0.0108014+0.00155591j 0.00467448-0.000221291j 0.00870762+0.00482864j -0.00341794+0.000278762j -0.00137264-0.000415992j 0.00878901-0.00208317j 0.0140167-0.00520708j 0.00317889+0.0106019j 0.00265402-0.00641037j 0.0238578+0.00365898j 0.00499802+0.000172069j 0.0285659+0.000333538j 0.0242451+0.00184701j 0.0260516+0.00705106j 0.00490499+0.00232182j 0.0179097+0.00397424j -0.0133838+0.0027574j -0.00350314+0.00783372j -0.00203332+0.00463444j -0.00239462-0.00164145j 0.0179069-0.00278495j -0.00700131+6.35127e-05j 0.0139106-0.00105227j -0.00420984-0.000468173j 0.0126243-0.00337244j 0.00179164-0.00144768j 0.00124171-0.00029656j 0.00417139-0.00111198j 0.00510156+0.00115032j 0.00196573-0.0059972j -0.00336397-0.00256444j 0.000813651+0.00545315j 0.00651707-0.0011671j -0.0011258+0.00130378j -0.00298613-0.00055053j -0.00219425-0.013976j -0.000727754+0.00182604j -0.000432091+0.0161608j -0.00562158+0.0178702j -0.00451046-0.0234203j -0.00369026+0.00606496j -0.00578774+0.00645338j 0.00273064-0.00583552j 0.0032269-0.0291896j -0.00737571+0.00728067j 0.00308303-0.0107749j 0.016479-0.033281j -0.00298647-0.0237566j 0.00488814+0.00396645j 0.00325418-0.0139531j -0.00189698-0.028101j 0.00633064-0.0296524j -0.0173782-0.0412006j 0.00874606+0.00599189j -0.000714634+0.00101884j 6.92145e-05-0.00617198j 0.000903241-0.00449404j 0.00581922-0.00295275j -0.00250937+0.00205058j 0.00563286+0.00627931j -0.00302839-0.00303454j 0.000442371-0.00736296j -0.00179397-5.38535e-05j 0.000965429-0.00460559j -0.00149598+0.00435338j -0.000643676+0.000625151j 0.000796419-0.00368564j 
-0.00168484+4.1961e-05j -0.000328403+0.00154265j 0.000499374-0.000362392j 0.00239912-0.00200754j 0.00422637-0.000323636j -0.00465399+0.00236203j -0.0131979-0.00526012j 0.00206578+0.00318823j -0.00307858+0.000964954j 0.0202083+0.00598885j -0.0132278-0.00443815j 0.00333268-0.00336141j 0.0268967+0.00515327j 0.0202579+0.0128051j -0.00224753+0.000329084j -0.00323099+0.000331678j -0.0296397-0.00576646j -0.0111748-0.000634341j -0.00627526+0.000936792j 0.0279112-0.00498551j -0.0102845-0.0022243j 0.0144308-0.000473522j -0.00875113+0.00351458j -0.0156956+0.00405017j -0.00476501+0.00360792j 0.00644855-0.00699886j 0.00396173+0.00248713j 0.00182699+0.000692696j -0.000985003+0.000275745j 0.00399928-0.000200191j -0.0016251-0.00175913j 0.00267722+0.00231886j 0.00060577+0.00207791j -0.00136017+0.000792796j -0.00253958+0.00390765j -5.63702e-05+0.00459338j 0.00189803+0.00124441j 0.00349483-0.00543775j 0.00424041-0.00792799j -0.00320932+0.00420696j 0.00331361-0.00960139j 0.00186864-0.0057244j -0.00468029+0.0212089j -0.00836692+0.0224326j -0.00237298+0.0153914j 0.000220726-0.00358997j -0.00772282-0.0089179j -2.09388e-05-0.01488j 0.000396507+0.0286455j -0.00110309-0.0148435j -0.00154326-0.0670982j 0.00177615+0.014088j 0.0136465-0.0389039j -0.00154692-0.0150799j 0.00043693+0.0113776j 0.00419277-0.00491871j -0.00725632-0.0555594j -0.00506832-0.0226244j -0.00203186+0.012362j -0.00108406+0.00347503j -0.00289312-0.00820382j 0.00534469+0.00166605j -0.00154336+0.00233684j 0.000734081+0.0213537j -0.000936897+0.00551827j 0.00141555+0.00815698j 9.51135e-05+0.000563179j 0.000739301-0.00247874j -0.00124141+0.00146624j -0.000386862+0.00516758j -0.000855144-0.000294921j 0.000775813-0.00345988j 
-4.81108e-05+0.00410733j 0.00281768-0.000738309j 0.00624868+0.00651358j -0.00570574+0.00221356j 0.00607153+0.00432301j 0.0015629+0.00659761j 0.0048489+0.00503086j 0.000677744+0.0015164j 0.00238488-0.00235185j -0.00566368-0.00855077j -0.00206694-0.00199532j -3.54913e-05-0.00536781j -0.00619657+0.000636558j 0.0146412+0.000433188j -0.0305678+0.00358181j -0.0183392-0.00390097j -0.00352206-0.00331921j -0.00845125-0.00309672j 0.0334693-0.00107963j 0.0129027-0.0130006j 0.00616529-0.00172276j 0.00917069-0.000648622j 0.0187728+0.00275557j -0.00507841+0.00232114j 0.00506931+0.00394003j 0.0061155+0.00040942j -0.00107199+0.000502801j 0.00452981-9.24898e-05j 0.000738367+0.000797724j 0.00243235-0.000852624j 0.000366117-0.00314712j 0.00274617-0.00360104j 0.00611512-0.00398035j 0.000164547+0.00385725j -0.00016612+0.00519312j -0.00164272+0.00650383j -0.0038961+0.00205869j 0.00118908+0.00247132j -0.00329696+0.00642671j 0.00313355-0.0128325j -0.000494102+0.00168411j -0.0010643-0.000770124j 0.0026494+0.00182315j -9.31544e-05-0.00397218j -0.00509713-0.00602347j -0.00250985+0.00645467j -0.00931534+0.0389369j 0.00358862-0.0111103j -0.0143955+0.0240732j 0.0112954-0.0342535j -0.000784317-0.0123762j 0.00342026-0.0216337j 0.000519418+0.0381617j -2.09436e-06+0.0282564j 0.00959342+0.00170166j 0.0112466+0.024551j 0.00933705+0.0124198j -0.0060427-0.0295345j 0.00875172+0.00440417j -0.00333511-0.00911447j 0.000670117-0.00588079j 0.000854685+0.0303581j -0.00196649-0.00683782j -0.000975283+0.0013798j 0.00470512+0.0134939j 0.00121696-0.00413584j 0.000157524-0.00925952j -0.0020889+0.00186418j 0.00140194+0.0011928j 0.00215709+0.0033451j -5.11583e-05+0.000115631j -0.000517881-0.00226801j 
