0.00429951+0.00355638j 0.00752978-0.00116484j -0.0062445-0.000115599j -0.00557162-0.00169222j 0.000646159-0.000416055j -0.00144182+0.000185696j -0.00697558-0.000795908j -0.00235069-0.000110044j 0.00240242+4.49367e-05j 0.00203494+0.000305605j -0.00323445-0.000254755j -0.00014386-0.000164178j -0.00275503-0.000128506j -0.00166844+4.9641e-05j 0.00316217-0.000207775j 0.00195967+0.000242256j -0.00145392-1.76316e-05j 0.00186542-0.000563764j -0.000603041-0.000468396j -0.0032514-0.000166953j -0.00246091+0.000225993j -0.00174382-0.000460529j 0.00125847-8.7056e-05j -0.00513689-6.13788e-05j -0.0019666+0.000553763j 0.000303886+0.000552422j 0.00293969+0.00235529j 0.00607165-0.00101127j -0.00152877-0.0015451j 0.00547077+0.00806731j 0.0133397+0.00481547j 0.0234363+0.00170898j 0.000254863-0.00803098j 0.01204+0.00175771j 0.00094661-0.00165907j -0.000508359+0.00377393j 0.00629948-0.000542437j 0.000437722-0.00624641j -0.000631515+0.000252975j -0.00200098+0.000812318j 0.00230029+0.000168113j 0.00241503-0.00442007j -0.00113863+0.00225968j 0.000541766+0.00257316j -4.65069e-05+0.000349986j -0.000752257+0.00307431j 0.00172738-0.000131416j -9.54019e-05-0.00264894j 4.09434e-05-0.000717113j -0.00125153+0.00425541j 0.000117814+2.13329e-05j -0.00019476-0.00211045j -0.00165077+0.000544318j 0.000433839-0.000312219j -0.000394375+0.00178199j -0.000617226+0.00331574j 0.000535851+0.000824497j 0.000306642-8.37411e-05j 4.31583e-05+0.00210775j 0.000983014-0.000378506j 0.000946013+0.000582507j -0.0015735+0.00377245j -0.00016823-0.00133584j -0.000854543+0.00324613j 0.000773583+0.00172349j -0.00203257+0.00635668j -0.000162755-0.00368045j 0.00118903-0.00296778j 0.00148434-0.00638385j -0.0015568+0.0103629j 0.000616012-0.0779284j 0.044744-0.0203608j 
0.00273867-0.00318031j 1.86996e-05-0.00386419j -0.0086514-0.00188242j 0.0116088+0.0129034j 0.0275306+0.00292988j 0.00554091-0.0147552j -0.0148158+0.00530331j 0.0248946-0.00529174j 0.00218206-0.00491138j -0.00914775+0.0164153j 0.0084992-0.00546041j -0.0109977+0.0087013j 0.00338032-0.00371944j -0.00261053+0.0014542j -0.00653302+0.000454733j 0.00241042-0.00119786j 7.83259e-05+0.000942046j -0.0084794+0.00379593j 0.0032605-0.00249666j -0.00121013+0.000681688j 0.00356302-0.000517267j 0.00151345-0.000491709j 0.000954425-0.000960009j 0.00674934-0.00192009j 0.00184006-0.00171079j -0.00330982+0.00367035j -0.00406002+0.00187689j 0.00461907-0.00218251j -0.00426061+0.00174288j 0.00118968+0.00221728j -0.000182067+0.00789584j -0.000103046-0.00412822j 0.00463422+0.0118474j 0.00417926-0.000582722j -0.0301543+0.0402426j 8.68711e-06-0.00988125j 0.00572979+0.0198732j 0.025533+0.00375865j -0.00462929-0.0738901j 0.0197949+0.0383681j 0.000673083-0.0207999j -0.00966267+0.0130083j -0.00561474-0.0154928j -0.00310539+0.0161208j 0.0020218+0.0141319j 0.00106543+0.00631804j -0.0011649-0.00963586j -0.00176035-0.0113307j 0.000454848-0.00270696j 0.000448889+0.00508483j 0.000942358+0.00535872j -0.00423672-0.000386361j 0.000453829+0.0026574j -0.000598248+0.00396195j 0.000247321-0.00393208j -3.78018e-05-0.00146857j -0.00206315-0.00487507j 0.00224033+0.0169248j -0.00158798-0.00347505j 0.00075936+0.00721997j 0.00015476+0.00472652j 9.64734e-05+0.00050188j -0.000893427-0.00442419j 0.000355489+0.000559067j -0.00141219-0.00816791j 0.000428242-0.00100059j 0.000654132+0.00520518j -3.92381e-05+0.00723527j 0.00100244-0.00444522j -7.34816e-05+0.00621898j 6.7516e-05+0.000856952j 8.12859e-05-0.00105079j 
-0.00372241-0.000866008j 0.00369712+0.00739766j 0.0072888-0.0194318j -0.00924611-0.0136362j -0.0217991+0.00977761j -0.000882347+0.00950822j -0.0167491+0.0154168j 0.000273401+0.000137991j -0.0147601+0.00697776j -0.0217095+0.00771478j 0.0116294-0.00691885j 0.02123-0.00375097j -0.00170521-0.00235944j 0.00691165-0.0010646j -0.00789301+0.00403379j 0.00597186-0.00153647j -0.00426164+0.000107888j -0.0156825+0.00280796j -0.00445882-0.00306521j -0.00355489-0.000759407j 0.00664028-0.00168619j -0.00130221+0.000192729j -0.0132091+0.00240981j 0.00362845+0.00056302j -0.00451589+0.00522731j 0.00479548+0.00212315j -0.00609678-0.00067532j 0.00171725-0.00361322j 0.00421278-0.00190366j 0.00549564-0.000268038j 0.0148596+0.00275494j -0.00484471+0.000670568j 0.00235101+0.0170076j 0.0118177-0.0398121j 0.0186401+0.0269386j -0.00470032+0.0143385j 0.0252099+0.069955j 0.0223037-0.0327833j -0.0058347-0.00939987j -0.00593882+0.0215439j -0.00361217-0.0239109j 0.00764025-0.0137536j 0.000959632+0.0117699j -0.00966615-0.00438202j -0.00565082-0.000126082j -0.0064144-0.00511685j -0.00339207-0.0116772j 0.00169207-0.00427685j 0.000281436-0.00012203j -0.000987791+0.00528868j 0.000461476+0.0033044j 0.00456714+0.000870139j 0.00117928+0.00725395j -0.000249988-0.00246828j -0.000372669-0.00123954j -4.70376e-05+0.00737531j 0.00122051+0.00367227j -0.002646-0.00584218j 0.00124665+0.00136444j -0.00084062-0.00286022j 0.000780531+0.00213707j 0.00072534+0.00367615j 0.00234577+0.00264925j -0.00199826-0.00153389j -0.00142907-0.00404878j -0.00119481+0.000563563j 0.000119008+0.000593884j -0.000689229-0.0031133j -0.000268044-0.0048385j -0.00249333-0.00455204j 0.000514406-0.00801811j 0.00225646+0.00239977j 
0.00152789+0.0114321j 0.0113598+0.00655575j 0.0212085+0.00400289j 0.00978363-0.0312627j -0.000963417-0.00169294j 0.0247593-0.024982j -0.0142798+0.0123242j 0.00421517-0.0146654j 0.0142454-0.00056967j 0.00792978+0.00482028j -0.00144128-0.00845559j 0.00866005-0.0101592j -0.0137346+0.0049458j 0.00983761-0.00769724j -0.000956847+0.00506221j -0.00037459-0.00300064j -0.00370834+0.00358669j 0.00524447-0.00105768j 0.000290073+0.00175432j -0.000737824+0.0016652j -0.00612209+0.00271624j -0.00169665-0.00160883j -0.0107005+0.00466469j -0.00661172+0.0035584j -0.00216301+0.00336309j -0.00136956-0.0014054j 0.000801022-0.00199562j -0.000484846-0.00186806j -0.0129727-0.00324723j 0.00368727+0.000772611j 0.0163546-0.00263121j 0.0169403+0.00629816j 0.0185207-0.0392123j -0.0130447-0.032788j -0.013696-0.00961445j -0.0263892-0.0373759j -0.0194612+0.0290199j 0.0168287+0.0641425j -0.00339911+0.000402486j 0.0197411+0.00761574j -0.0181391-0.00240203j -0.0172186-0.0429949j 0.00767495+0.0229171j 0.00270373+0.0132325j -0.00371924-0.013328j 0.00377822+0.00563879j -0.00757031-0.00654477j -0.00338502-0.00480953j -0.000885186-0.000683464j 0.00309023+0.0041583j 0.000159533-0.000189135j -0.00569734-0.0174905j 0.00119484-0.00262884j 0.00229304+0.0047482j -0.00128894-0.00183067j 0.00281996+0.00617218j 0.000554819+0.000837656j -0.000707521-0.00393821j 0.00379413+0.0097338j -0.000609856-9.99907e-05j -0.00311146-0.00772915j 0.00112673+0.00147427j -0.0010547-0.00243592j 0.00206579+0.00529207j 0.00193147+0.00784663j 0.00215045+0.00666281j -0.000452709-0.00303705j -0.000227327-0.00446895j -0.00124055+0.00285059j 0.00170181+0.00567966j -0.00184015-0.00402306j 0.000286731-0.00635841j 
0.0221737+0.0164008j 0.0105677-0.0146314j -0.0133019+0.0196496j 0.0343634-0.0046164j -0.0140308+0.00944665j -9.86664e-05-0.00650669j 0.00245682-0.0059435j -0.00635589+0.0100524j -0.00419899-0.00876j -0.0170765+0.0113263j -0.0216467+0.0115422j -0.00387305-0.000384855j -4.47658e-05+0.00275938j -0.00199485-0.00276876j 0.00439639+0.0014698j -0.00379092+0.000187212j -0.00163906+0.00126926j -0.00622607+0.00212493j -0.00754101+0.00506949j -0.0086417+0.00556119j 0.00457485-0.000526538j -0.00160001+0.00168198j -0.00422281+0.0013294j 0.00453561+0.000348497j 0.00435221-0.00458796j 0.00112178-0.00114868j -0.0117187+0.00140476j -0.00158856-0.00112728j -0.0102604+0.000161263j -0.0147822-0.00241316j -0.00912392-0.00199978j 0.0209575-0.00676736j -0.0179481-0.00952384j -0.00543988+0.013374j 0.0211288+0.0289541j 0.00993097-0.0284962j 0.00381209-0.0161497j -0.00485187-0.035516j -0.01043-0.0277685j -0.0089143+0.0130985j 0.0123696+0.0445214j -0.0122276-0.00931293j 0.00381505-0.00309922j 0.00301086+0.0116299j -0.00393608-0.00170273j -0.000219838+0.00435631j 0.00143179+0.00748648j 4.75012e-05+0.000890444j -0.00183136-0.00839415j 0.00103847+0.00229098j -0.000483939-0.00116564j -0.000880262-0.00851799j -0.00304983-0.00652725j 0.000583796+0.000903449j 0.00129799+0.00209005j 0.000892783+0.000292777j 0.00156924+0.00350955j 0.00066132+0.00501834j 0.00292725+0.00463507j 0.000564474+0.00300362j 0.00115235+0.00542051j 0.00145026+0.000652394j 0.00166232+0.00236829j 0.000266484+0.00623385j 0.00327753+0.0046897j -0.0014226-0.00847974j -0.00087396-0.00113481j -0.00309683-0.00241456j 0.00273654+0.00464099j 5.77805e-05-0.00421363j -0.00130209+0.00112329j -9.47347e-05-0.0070026j 
-0.0150946+0.01203j 0.02581+0.0178988j 0.0152859-0.00231843j 0.0165165+0.00647816j 0.00663672-0.0109627j -0.00303103+0.000334766j 0.0107172-0.00851296j -0.0019103+0.0118796j 0.0193043-0.0146178j -0.00842843-0.00156069j 0.00303034-0.0108411j -0.00182619+0.00142927j -0.00718588+0.00278145j 0.00645828-0.00105675j -0.00134363-0.00453564j 0.000403274-0.00125062j -0.00314449+0.00377803j -0.000689108-0.000968709j 0.00308042-0.00522892j -0.00020316-0.000334086j -0.00537656+0.00451983j 0.00243615-0.00119017j 0.00639653-0.00371203j -0.00163441+0.00355834j 0.0109119-0.00315021j -0.00358271+0.00333388j 0.0114476-0.00333668j -0.0131178+0.00215535j -0.0170166+0.00485586j 0.0155987-0.00388143j 0.0120212-0.00412685j -0.00118548-0.00154568j -0.0153888+0.0130965j -0.00292415+0.0109873j 0.00135478-0.0134557j 0.00959226-0.0129692j -0.00384465-0.0245076j -0.0127855-0.0262798j 0.00135184-0.041428j -0.0192916-0.038555j -0.0137412-0.0191107j -1.19143e-05-0.00658416j 0.00216652+0.00652281j 0.000264691+0.00552628j -0.00376465-0.0132174j 0.000635459+5.60061e-05j 0.00169632-0.000803806j -0.000760438-0.00654991j 0.00133167+0.00450227j 0.00270573+0.00569781j 0.00101436+0.001352j 0.00659134+0.0184978j -0.000528928-0.00271991j 0.00310843+0.00975013j -0.000611123-0.00064575j 0.000375778-0.00152218j 0.00207277+0.00715895j -0.00134919-0.000868768j 0.0016346+0.00445952j -0.00137319-0.00199076j -0.000351826+0.00390063j 0.0021204+0.00845115j 0.00285546+0.0114197j -0.00255114-0.00675126j 0.000902652+0.00357203j 0.000439078-0.00505263j 0.000722327-0.00127702j -0.000669943-0.00155611j -0.00115305+0.00352893j 0.00143724+0.0051891j 0.000252805-0.00428637j 0.0020949+0.000398631j 
0.0169105+0.0117682j 0.00821254-0.00407176j -0.0149383-0.0157888j -0.0183192+0.0100315j 0.00995827-0.00818106j -0.0101771+0.0127428j 0.0116123-0.00243026j 0.0245582-0.0232829j -0.0100697-0.00335293j -0.0046611+0.00362945j -0.0104649+0.00561815j 0.0113678-0.0044652j -0.000537283+0.00116732j 0.00834818-0.0031864j -0.0145208+0.00703944j -0.00423883+0.00151404j 0.00403595-0.00219743j 0.00105957-0.000877925j -0.000887982-0.00024009j -0.000550374+0.000306289j 0.00436653-0.00216697j 0.000865902-0.00086445j -0.00983531+0.00380757j 0.00320472-0.000703209j -0.00469295+0.0038183j -0.0018541+0.00162795j -0.00211117-0.00120095j -0.00895271+0.00324375j -0.00936039+0.0042986j -0.0128272+0.00693259j 0.00327257-0.00219122j -0.00382476+0.002539j 0.00645017+0.00419357j 0.0332512-0.0162815j -0.0234678-0.0336152j 0.00305729+0.0469518j 0.00229537-0.0093334j 0.000485455+0.041277j -0.0146251-0.00861638j -0.00292105+0.00947694j 0.00305944+0.0220914j 0.00109153-0.00760657j 0.000602486+0.00844439j 0.0019059-0.00321487j -0.00126754-0.00696123j -0.000915931-0.00969528j 0.000701544-0.00698372j 0.000144493+0.00344776j -0.00127526-0.0020845j 0.000479249-0.00313251j -0.000688478+0.000219735j 0.00184013+0.000836541j -0.000785304-0.0009085j -1.51025e-05-0.00459392j 0.000990089+0.00352824j -0.000414325-0.000466731j 0.00111381+0.000502146j -0.000128379-0.00516445j 0.00204366+0.00365853j 0.000945623-0.00106942j 0.00263308+0.00278154j 0.00117261+0.000744584j 0.00232224+0.00787362j 7.5321e-05-6.51415e-05j -0.000485711-0.000804467j -0.00141457-0.00293862j -0.000503976+0.00295579j -0.000474228-0.00727587j 0.000564084+0.00925342j 0.000548299-0.00603485j -0.00123139+0.000552361j 3.37385e-05+0.00170465j 
0.00289774-0.00369767j 0.00509197-0.00754268j -0.00200182-0.0211657j 0.00868-0.0143851j -0.0215389+0.0253979j 0.00412488+0.00807486j -0.0176652+0.0213373j 0.0251158-0.00285876j 0.00922686-0.00500817j 0.0139122-0.00575807j -0.00136227+0.00204167j -0.00357352+0.000460873j -0.00411022+0.00273686j -0.000869393+0.00278471j -0.00297958-0.00114796j -0.00470803+0.0019057j 0.00703659-0.00280972j 0.0117537-0.00464404j 0.00498967-0.00323235j 0.00568791-0.00219488j -0.00623164+0.00124678j 0.000869016-0.0026149j 0.00721339-0.0046118j -0.00305177+0.000819865j 0.00171044+0.00400764j -0.00848271+0.00579398j 0.0108288-0.0034228j -0.00474646+5.96508e-05j -0.00549985-0.00126542j -0.00244528+0.00957678j -0.0152905+0.0180946j 0.00455834+0.0102188j -0.0394514+0.0200295j -0.0258861-0.0681087j 0.0101555+0.0425389j 0.00307048+0.0151814j 0.0117882+0.0383961j -0.0175412+0.00926023j -0.00168953-0.0110791j -0.00435589-0.0160136j 0.0011285+0.0024587j 0.00300612+0.0106502j 0.000199431+0.000756468j 0.001949+1.13858e-05j 0.000122069-0.00216177j -0.0010164-0.00676074j 0.0026907+0.00379744j 0.000703332+0.00349184j -9.22266e-05+0.00134919j 4.0944e-05-0.00401792j -0.000215195+0.0012875j 0.00214951+0.0104442j -0.000391318-0.00321374j -0.000191828+0.000585333j 0.000551073-8.9313e-06j -0.0011598-0.00367764j -0.000557218-0.00064194j 0.000942128+0.00024638j -0.000494197+0.00137386j 0.00148215+0.00275827j 0.00203224+0.00248195j 0.000391797-0.00174117j -5.86552e-05+0.00239464j -0.000947656-0.00697539j -0.00103746+0.00125136j -2.74689e-06-0.00172888j -0.000245004+0.00261068j 0.00133998-0.00128582j -0.000512935+0.00683898j 0.00212535+0.00337624j -0.000539258+0.00720312j -0.00168117-0.00175625j 
-0.000787336-0.0344755j 0.00506235-0.0012336j -0.00195734+0.0240788j 0.0217703-0.0357192j 0.0016337+0.00506382j 0.0196026-0.0263559j 0.0298215+0.00427053j 0.00395269-0.00538964j -0.0048187+0.00129906j -0.00910007-0.000602675j 0.00753736-0.00340878j 0.000491049+0.00288812j 0.00442729-0.000582743j 0.00692315-0.00323029j -0.00615317+0.0025836j -0.0010155-0.00136562j -0.000729401+0.000939207j -0.00291294-0.00142501j -0.00199592+0.00433452j 0.00239615+0.0018272j 0.00181631+0.00247311j 0.00283745-0.0011649j -0.00151236-0.00410184j 0.00592083+0.00209975j 0.00602923-0.00293948j 0.00232551-0.00437567j -0.00120381-0.00868561j -0.013149+0.000118082j -0.00909226-0.0140016j 0.00200916-0.0146191j -0.00176959-0.00787262j -0.0123227+0.0232171j -0.0356972-0.064849j 0.0216868-0.0176969j 0.0157037+0.000754403j -0.00910474-0.0370962j 0.0226367+0.00886102j 0.0114692+0.0329412j -0.00167542-0.00205358j -0.00445082-0.00250206j -0.000931413-0.00294112j 0.00252634+0.00115277j 0.000700748+0.00125122j -0.00134263-0.00667349j -0.00535571-0.0108466j -0.00164729-0.00566236j 0.000287677-0.00239371j 0.00218172+0.00449072j -0.000534454+0.000811172j -0.00187088-0.00521115j -0.00140606-0.00463497j 0.0018662+0.00506184j -0.00112414-0.00108916j 0.000581575+0.000618906j 0.00120064+0.00321151j -0.00314735-0.00728636j 0.000955712+0.00171919j -0.00207369-0.00548812j 0.000497137-0.000228079j -0.000716672-0.00318305j -0.000185795-0.000492562j -0.000755301+0.000505467j 0.0024078+0.00778537j -0.000942204-0.0023288j -0.000794073-0.00203793j -0.00144887-0.00456197j 0.000232385-9.84861e-05j 0.000193273+0.000248199j 0.000404358+0.00048408j -0.00222984-0.0075403j 0.0026851+0.00390445j 0.000605122+0.00755865j 
0.0210582-0.0126317j 0.00367717+0.056925j -0.0130331+0.00719326j 0.00438585+0.00209793j -0.0201757+0.0320364j -0.0345642+0.000950879j 0.0097667-0.0184793j 0.00434275-0.00545888j 0.00366211-0.00216727j -0.000877776+0.000867176j 0.00261104-0.00591863j 0.00849729-0.000417747j -0.00107741-0.00234683j 0.00833928-0.00683273j -0.0055931+0.00812633j -0.00167265+0.00157163j -0.00265816-0.000751927j -0.000143602+0.00288117j 0.0120491-0.00479222j -0.000670385-0.00293031j 0.00109538-0.00174595j -0.000981041+0.00175922j -0.01597+0.00780922j 0.000298589-0.00375452j -0.0082499-0.00388905j -0.00932141+0.00374626j -0.0198013+0.00213256j 0.00546819+0.010575j -0.012464+0.0211594j -0.0270605-0.00894447j 0.00541056-0.0157903j 0.016198+0.00295616j -0.00135161+0.00477041j -0.0026682+0.00308126j 0.0153818+0.0508184j -0.0169671-0.00394001j -0.0108003-0.0391576j 0.00644526+0.0124387j -0.0029873-0.00760088j 0.00317686+0.00785399j -0.00196822-0.00374418j -0.00348768-0.00829494j 0.000530111+0.00312245j -0.00157208-0.00386919j -0.00198245-0.00490431j 0.00132731+0.00195158j -0.00497931-0.0132815j -0.00137264-0.000834982j -0.00173418-0.00425223j 0.00175009+0.00230897j 0.000630091+0.00277059j -0.000880956-0.00220007j 0.0011524+0.00381502j 0.000437527-0.000402292j 0.000702705+0.00113084j 0.000524552+0.00155086j 0.00127557+0.00189481j 0.000863921+0.00145726j 0.00207577+0.00384239j -0.000915612-0.00367667j -0.000474637-0.00428502j 0.000198849-0.00114326j 0.00149007+0.00296097j 0.00121824+0.00336152j 0.000939542+0.0022342j 3.83086e-05+0.0012685j 0.0015879+0.00872907j 0.000185228-0.00261509j -0.00206456-0.00248617j 0.00193348+0.00448604j -0.000901807-0.00341238j 0.00194555+0.00531888j 
0.00230273+0.0457049j -0.0229242+0.0146573j -0.00144114+0.0147422j 0.0120619-0.0286546j 0.0316644+0.00444732j -0.00995881+0.0209008j -0.0141519+0.00437986j -0.00773613+0.00261131j -0.00119167-0.000268742j -0.000100722-0.00198082j -0.00945442+0.00330956j 0.00370853-0.00465565j -0.00215661+0.00314327j -0.00644276+0.000393353j 0.00523374-0.000464082j 0.00382728-0.000484984j -0.00120816+0.00101838j 0.00322651-0.000732701j -0.000456594-0.00188913j -0.00444854+0.00198254j -0.00124521-0.00157292j 0.00056463-0.000884667j 0.00553265+0.00354193j -0.00952059+0.00111463j -0.0109931+0.0080914j -0.00247891+0.000480009j 0.00622211+0.00655396j 0.0168722-0.00549262j 0.0270757+0.000471608j -0.0121019+0.0141722j -0.021296-0.00685184j 0.00144229-0.0048648j -0.0296157-0.0350587j 0.00487273-0.0199185j 0.0283734+0.0155028j 0.012827+0.0443768j 0.000773428+0.00161948j 0.00118491+0.00191355j 0.000812842+0.00847668j -0.00389542-0.00396376j 0.00332988+0.00866699j -0.000433609-0.00692067j 0.00262014+0.0076806j -0.000523264-0.00264636j -0.00219859-0.00389404j -0.00274273-0.00450202j -0.00180242-0.00265339j -5.3007e-05+0.000545547j 6.67827e-05-4.09889e-05j -0.000825853+0.000779333j 0.00108788+0.00187954j -0.00133299-0.00249777j -0.000650508-0.000502031j -0.00128157-0.00387682j -0.000170452+0.00148256j 0.00225274+0.00601827j 0.000824839+0.00122613j -0.00166669-0.00528547j 0.00108031+0.00288486j -0.000577426-0.00205211j -0.000193623-0.000860965j -0.000323086+0.00188549j 0.000273925-4.85304e-05j -0.000585463-0.000624461j 0.00186912+0.00336764j -0.000473483+0.00322666j 0.000320299-0.00147679j -0.00330762-0.00865059j 0.00299852+0.00531468j -0.000184478-0.00124489j -0.000514708-0.00455171j -0.000342596-0.000138586j 
0.0055459-0.0382834j 0.0105629+0.0118687j -0.0255682+0.0453258j -0.039413-0.00745137j -0.00792514+0.00599138j 0.00208784-0.00450024j -0.00996523+0.00551011j 0.000702993+0.00444177j 0.00548543+0.000526648j 0.00599601-0.00531435j -0.00186484-0.000677501j -0.00389371+0.00577579j -0.00307264+0.00068396j -0.00170202-0.000124737j 0.00379204+0.00160099j 0.00162938-0.000890457j -0.00047907-0.00169308j 0.00558361+0.000224241j -5.47302e-05+0.00607996j -0.00312507+0.000568958j -0.00643114+0.00163232j -0.00290852+0.00264177j 0.00393483-0.00620789j -0.00900308+0.000569482j -0.000275827-0.00924063j -0.00350679-0.00541388j 0.00507331-0.0162105j 0.0148168+0.00716799j 0.0226918-0.00178171j -0.00364193-0.0347907j -0.0223046-0.0216984j 0.00291977+0.0156554j -0.0244708-0.0467639j -0.00421035+0.0218565j 0.00421178+0.000903829j -0.00203186-0.00668348j 0.00245672+0.00851647j -0.0032328-0.0117292j 0.00121711+0.000296619j -0.00135786-0.00290108j -0.000669542-0.00107504j 0.00119046+0.0034801j 0.0001931-0.000921719j 0.00157834+0.00553505j -0.00163857-0.00170994j 0.000826699+0.00292721j 0.000625085+0.00251978j 0.000219463-0.00181999j -0.0014265-0.0022994j 0.000892039+0.0017958j -0.000784714-0.00100305j -0.0022487-0.00412924j -4.35643e-05-0.00185826j 0.000268135+0.00173736j 0.000366484+0.000129845j -0.000324275+4.93199e-05j -0.000277571+0.00168821j 0.00132699+0.00277515j -5.04532e-05+0.00131062j 0.000837653+0.0023425j 8.06577e-05+0.00162899j -0.000359356-0.00233545j -0.001968-0.00364545j 0.00214728+0.00421919j -0.000939976+0.00126933j 0.00103977-0.000110247j -0.00167948-0.00348073j 0.00260421+0.00532442j -0.00165197-0.00194377j 0.000894208+0.00441465j -0.00235194-0.00315136j -0.000646701-0.00768788j 
0.0105259+0.0139068j -0.00768159+0.040919j 0.0379334+0.0131937j -0.0179017+0.0348307j -0.00617385+0.00827252j 0.00190433+0.00185805j 0.00131923+3.35188e-05j 0.0096571-0.00339744j 0.0016994-0.00352494j 0.00312355-0.00681842j -0.00139737-0.00547338j -0.00422145+0.00324395j 0.00245289+0.000933979j -0.00206278-0.0019655j -0.00243095+0.00135129j -0.00117076+0.0038921j 0.00501028-0.00228855j 0.00240732-0.00054532j -0.00089723-0.0045926j 0.00380491-0.00597222j -0.00171842+0.000242712j -0.00123117+0.00179581j 0.00809466+0.0044145j -0.00117937-0.00606509j 0.00669383-0.00683289j -0.00279028+0.00198297j 0.0178047+0.00496136j -0.00620443+0.0171184j 0.00539919+0.0348464j 0.0218258-0.0016114j -0.00561725-0.0156047j -0.0220655-0.020173j -0.0118077+0.0164475j 0.0233737+0.0453082j 0.0092737+0.019411j 0.00208966+0.000227589j 0.00384992+0.00769196j 0.00292194+0.0109064j -0.00201878-0.00476579j -0.0057638-0.0101744j -3.50143e-05+0.00085701j 0.00253673+0.00637087j 0.000582942-9.14889e-05j -0.00095262-0.00272447j -0.00320639-0.00537836j -0.00138323-0.00350679j 0.000382305+0.00074931j 0.0014432+0.00373406j -0.000837965-0.00147353j -0.000997594-0.00376378j 0.00016075+0.000934694j 0.00277994+0.00511441j -0.0012901-0.00286505j 0.000741692+0.00137358j 0.00031808-0.000332832j -0.000587565-0.00186432j 0.00255406+0.00445621j -0.0009124-0.00182049j 0.00183742+0.00338368j -0.000625529-0.00112837j -0.000205751-0.001192j -0.00206794-0.00568051j 0.00107487+0.00283895j -0.000369493-0.00274223j 0.00172429+0.00498937j -0.00128039-0.00448349j 0.00125587+0.00491165j 0.000675557-0.00117307j -1.02616e-05+0.00420173j 0.00100433+0.000503094j 0.000580314+0.00758706j -0.0021527-0.00295687j 
-0.0181585+0.064034j 0.0474004+0.0158526j -0.00569516+0.00814075j -0.00101624-0.00645665j 0.000825417-0.00135285j -0.00146333+0.00739288j -0.00168017-0.000174739j -0.000968553+0.00473972j 0.000685064-0.00158881j -0.000496872-0.000748683j -0.00103526-0.00363887j 0.000546036-0.00412751j -0.000286738+0.00326536j -0.000258689-0.00261685j 0.000347639-0.00242878j 0.00110206+0.00204349j -0.000363463+0.00328352j 0.00047568+0.00051492j -0.000664852-0.0055057j -0.00129009-0.000151764j -0.000833605-0.00159823j -0.00043069-0.00141518j 0.00223581+0.00982036j -0.0026537-0.00426691j 0.000258113+0.00528023j -3.50663e-05+0.000104676j 0.00819189+0.0198619j 0.00263557+0.00219857j 0.0113194+0.0215603j 0.0140211+0.0227774j -0.00216591-0.0114445j -0.0136986-0.0200803j -0.00837096-0.00882281j -0.00248874-0.00938343j 0.00104547-0.000225303j 0.003366+0.00349674j -0.00236069-0.00539912j -0.00284511-0.00427047j 0.000475717+0.000310744j -0.000710023-0.000302625j -0.00131311-0.00273581j -0.00187661-0.00339183j 0.00186086+0.00269725j 0.000625437+0.00096958j -0.000822591-0.000797274j 0.00100506+0.00191589j -0.000113851-0.00027138j 0.00056396+0.000241166j -0.000855297-0.000880688j 0.00193751+0.00312161j -0.000243025-0.000559248j 0.000212071+0.00107936j 0.000884202+0.00102113j -1.09489e-05+0.000163374j 0.000280814+0.00109717j 0.00161006+0.00224623j -0.000149044+0.000168283j -9.42886e-05-0.000182636j 0.0011633+0.00213473j -0.000721372-0.000900785j -0.00181951-0.00160683j 0.00147462+0.00313204j -0.00125648-0.00127686j 0.000914463+0.00132472j -0.000143951+0.000933797j 0.00320739+0.00524777j 0.000576833-0.000647372j -3.79931e-05-0.000906149j -0.00314627-0.0046715j 0.000547429+0.00381809j 0.000109875-0.00550766j 0.00352729+0.00493854j 
