0.075741+0.0826618j -0.0216409+0.0233663j 0.231936+0.0389636j 0.11966+0.199283j -0.14093-0.250831j -0.0352731+0.182742j -0.109121+0.357853j 0.0188194+0.0160251j -0.113473+0.192871j 0.06573-0.0565529j 0.121704-0.00731528j 0.029901-0.0372402j -0.08844+0.122621j 0.0141956-0.233737j -0.209757+0.118638j 0.0305947-0.0259484j 0.0239975+0.0821762j 0.0238277+0.102166j 0.00705107-0.0817898j 0.0290554+0.020819j -0.103028+0.0363275j 0.0425205+0.00657752j -0.0289337+0.0106428j -0.0138229+0.000229428j -0.0422076+0.00518982j -0.095206-0.0249854j 0.0078833+0.060383j -0.0199937+0.0637885j -0.004297+0.0370742j -0.0237691-0.073105j 0.0313817+0.02664j 0.012185-0.00939645j -0.00258398-0.0463158j -0.00633482-0.0207117j -0.0414689-0.0336894j 0.0735849-0.0262791j -0.0508844-0.0398989j 0.00531421-0.00120925j 0.00251333+0.00245238j 0.00816427+0.0201653j -0.00498982-0.0193419j -0.0114435+0.0211424j 0.0244123+0.0137302j -0.0106193-0.0200044j -0.00254943-0.0211445j -0.0185254-0.0289865j -0.012845-0.0193598j -0.0180252+0.0267423j 0.0415996-0.0446228j -0.00820806-0.00699156j -0.00241885-0.00165581j 0.000799551+0.0164575j -0.0123178+0.0166707j -0.0109185+0.00611859j 0.00648125-0.0328138j 0.0167531+0.0199043j -0.0389219-0.0107589j 0.0220513+0.00491077j 0.0301921-0.000781429j 0.0344032-0.0127034j 0.0245776+0.016506j -0.00949892-0.0243311j -0.00601566+0.0300387j 0.0307826-0.0085002j -0.00926509+0.0200868j 0.0181343+0.00274329j -0.0190256-0.0324217j -0.0183788+0.00467303j 0.0179654+0.0111359j -0.0221557+0.00883083j -0.00294364-0.00620659j -0.0479688-0.0188432j 0.0111783-0.00956926j 0.0410792+0.00681932j -0.00893563-0.00206002j 0.00298785-0.0253328j -0.0156152-0.0225267j 0.0136094+0.0190249j -0.0068219-0.0241774j -0.00583377+0.0223924j -0.012502-0.0368081j 0.00490122-0.0293349j 0.00764347+0.0328472j -0.00759397-0.0196108j -0.0265214-0.00622059j 0.00428454-0.0188687j -0.0264415-0.00759151j -0.00158105+0.00743594j 0.0289515+0.0584453j 0.0315443+0.0343925j -0.0396888+0.0441382j -0.0351853-0.00478412j -0.0115627-0.0162944j 0.08469+0.0914334j 0.0343279-0.062667j -0.105887-0.049518j 0.00619368-0.0360626j 
-0.0471057+0.00150259j 0.034676-0.0645409j -0.0346174-0.00825513j 0.0136442-0.059332j -0.0528544-0.0678449j -0.0468287-0.00383609j -0.0352195+0.0203549j 0.0197816-0.00721977j -0.00473189+0.0333345j -0.000652302-0.0249634j -0.0062952+0.0190762j 0.00810821+0.0109479j 0.00148321-0.0164435j 0.00845803+0.00965676j 0.00590076+0.00434433j 0.0265177-0.0392022j 0.0203128+0.0246391j 0.121692-0.0527611j 0.0248274-0.213263j -0.108517-0.00618196j -0.32475-0.241534j -0.0178891+0.224092j 0.0947186+0.028148j 0.212411-0.270895j -0.279-0.0339609j -0.147974+0.124614j 0.00916224+0.191371j -0.021116+0.00381667j -0.0945983-0.034111j -0.0286947-0.190512j -0.176803-0.0923495j -0.199178+0.0259434j -0.077939-0.0126548j 0.0135914-0.0714425j -0.0167315-0.0818049j 0.0514483+0.0284487j 0.00828603+0.00215153j 0.0085272+0.0505412j -0.0408327+0.0246658j -0.00466471-0.00706532j -0.00591576+0.0240095j 0.0876242-0.105806j -0.0462497-0.0354588j -0.00561058+0.0352846j -0.102914-0.0878949j 0.0597014+0.000577988j -0.0369053-0.0210009j -0.00272579+0.0522916j -0.00219411-0.0449421j 0.0211054-0.0341513j -0.0109822+0.0605648j -0.0178768+0.0230799j 0.0171339-0.0222117j -0.00334868+0.032698j 0.01417-0.038552j 0.0119208-0.00430777j 0.0481563-0.0185019j -0.0339715-0.00213787j -0.0445401+0.0197893j -0.00119462-0.00454129j -0.0116555-0.0208068j -0.00078851+0.0525719j -0.0136915-0.00591218j -0.000324394+0.0277694j 0.00825127-0.00311144j -0.0212731+0.000903626j 0.0114+0.022665j 0.00931024-0.015932j 0.00334018+0.0198923j 0.0028295-0.00295409j 0.00328674-0.011593j 0.0128452-0.010961j -0.0113066+0.0121611j -0.0176214+0.0109869j -0.000757628+0.00203672j -0.000513351-0.00301671j 0.00785579+0.00173012j 0.00223237+0.00327443j -0.0019251-0.0066598j -0.00305371-0.00104715j 0.00550958-0.00394521j 0.00345569+0.0040676j -0.0132242+0.00661876j 0.00131357+0.00619802j 0.0134402+0.000527302j -0.00476699+0.00349233j -0.000901836-0.0136846j 0.000775272+0.00326186j -0.0242749-0.00120191j 0.0134413+0.00367927j -0.00175166+0.0231218j 0.00010075-0.00134807j 0.00187255+0.0088742j -0.0049525-0.0215437j -0.0122764-0.00570684j -0.0021406-0.00156654j -0.00986292-0.003711j 
0.0108004-0.0357733j 0.067272-0.00190273j -0.0090232-0.0232306j 0.0225605-0.0333139j -0.0214832+0.00518181j 0.00200285+0.00886899j 0.0281936-0.0228283j -0.0313766+0.000185383j 0.0214968+0.0199983j -0.0169461+0.0156653j -0.00819308-0.0401325j -0.0294895+0.00829635j 0.0275837-0.00111004j 0.000724197-0.0277617j -0.0242009-0.0223437j -0.00248269+0.0541458j -0.0602031-0.0161163j 0.102606+0.138968j 0.178317-0.13915j -0.0906202-0.0695265j 0.00512973+0.0111147j 0.0897714+0.00723069j -0.0526154+0.142372j 0.0427186-0.0602724j -0.00588552-0.0376157j -0.148573-0.080393j -0.0823716+0.0847048j -0.152577-0.119079j 0.0615451+0.111178j 0.161695-0.053196j -0.021257-0.132052j 0.102345-0.0783837j 0.0250817-0.0327021j -0.13755-0.140855j -0.0428053+0.119415j -0.102579-0.0929447j -0.153732+0.133787j -0.113774-0.0507678j -0.0101171-0.104756j 0.0395903-0.0202388j -0.0440771-0.0309111j 0.151245+0.00612811j 0.00904655-0.124826j -0.105396+0.0780066j -0.0306717-0.0304696j -0.0245326+0.0127764j 0.0455496+0.0169439j 0.0603189-0.0117538j -0.0184172+0.024889j -0.0139179+0.00103643j -0.0280479+0.00393821j 0.0677065+0.00858489j -0.00332059-0.00654746j 0.0574308+0.00578147j -0.0394051+0.0128566j 0.00595906+0.00411484j -0.0117436+0.0223564j 0.0103614-0.0061735j 0.0126185-0.0201305j -0.0341384-0.000611116j 0.0181207+0.0190463j -0.00903361-0.0137461j 0.055967+0.00386449j -0.0107089+0.0142876j 0.0344826+0.0176935j -0.0315058-0.0320269j -0.0135185-0.00455929j 0.0197581+0.000183181j 0.00737019+0.0168241j 0.0331001+0.0239424j -0.0104986+0.0241247j 0.0284145+0.0117618j 0.0153361-0.00183102j -0.0215981-0.0157035j 0.000546738+0.0246246j 0.00803591-0.0104959j -0.0104247-0.0205187j -0.00625421+0.0112231j 0.00735847-0.0238366j -0.0115984-0.0128545j -0.0193582+0.026322j -0.00922171-0.0191907j -0.00213665-0.00488963j -0.0126188+2.47369e-05j 0.0135471+0.0202296j 0.00873515+0.0646285j -0.0160454+0.0260314j 0.0447508+0.0076758j -0.0224019-0.0494051j -0.00121321+0.035973j -0.00696434+0.0190598j -0.019514+0.00789397j -0.0332071-0.0266739j -0.00746566+0.034316j 0.0559619+0.031535j 0.00487499-0.0064774j 0.0357456+0.0408545j 
0.0598576+0.00689589j -0.0179577+0.0254765j 0.0261268-0.0215423j 0.00425103+0.0108132j -0.0191746+0.0123759j 0.0183162-0.00182798j -0.00223238+0.00827113j 0.0125873+0.0255642j 0.0274177+0.0083733j 0.00262189-0.00587499j -0.0287873+0.00339673j 0.0249971+0.0267481j -0.00360081+0.0133087j 0.0315242+0.0195106j 0.00670844-0.0293176j -0.0663835-0.0389726j 0.0316155-0.0602035j -0.1257+0.0809044j 0.11609+0.13089j -0.0107349-0.0534325j -0.145754-0.0345686j -0.0154606+0.223405j 0.0293418-0.106652j -0.14055+0.0178863j -0.0755375+0.064497j -0.192889+0.125215j -0.0329661+0.23908j -0.0484507+0.124354j -0.0123323+0.17073j -0.0550327-0.159225j 0.0763756+0.0314215j 0.0344832-0.0942334j -0.00402764-0.0398307j 0.0315647-0.0288258j -0.094576-0.0320601j 0.165431-0.131497j -0.158983-0.0914341j 0.0245134-0.117077j 0.111078+0.0905029j 0.0256022+0.0468208j 0.0347878-0.0250168j -0.0349196+0.0624712j 0.1653-0.00377768j -0.0901595-0.0705375j -0.0400531-0.0504476j 0.0122785-0.0243329j -0.0400396+0.0248965j 0.0419969+0.0423322j -0.0779192-0.0305246j -0.00421172-0.0196792j 0.0145352-0.00572621j -0.0130508+0.0589785j -0.00382633-0.0145868j -0.0042064+0.0364769j -0.0109423-0.0261894j -0.0403523+0.0272074j 0.0478692-0.0315608j -0.0285002-0.00269058j -0.0209067-0.0119989j 0.00307227-0.0210928j -0.015241+0.0211828j 0.0121439+0.0248868j -0.0239377+0.0253952j -0.0227371+0.0127212j 0.0319577-0.0126209j 0.00713141-0.0407596j 0.00382736+0.0167076j 0.039515-0.0318903j -0.017145+0.029679j -0.0107117-0.0116121j -0.000732757-0.0114122j 0.0203319+0.000841781j -0.0240003+0.0339826j -0.0178591+0.00506823j -0.00470452+0.0237859j 0.00283641-0.0118195j 0.0429339-0.021956j -0.00742961-0.0512442j 0.0103821-0.00271849j -0.00238327-0.0330873j 0.0118408-0.00248495j 0.0446201-0.00238364j -0.0105707-0.0206123j 0.040246+0.00863378j 0.0149304+0.0567923j -0.0395743+0.0116219j -0.0378427-0.013634j 0.00179827+0.0404758j 0.0133334-0.0103647j 0.0117099-0.0300781j -0.0100414-0.00575878j -0.0291107-0.0209486j 0.0173739-0.00496643j -0.0593833-0.0481231j -0.031841+0.0254306j 0.0405331+0.0496092j -0.0153179-0.00933495j 
0.00671656-0.0283205j -0.0103007+0.00400632j -0.0054349-0.0309343j 0.0142229+0.000463306j 0.00227612-0.0007036j -0.0157115-0.0117012j -0.00630138+0.00623509j 0.00305527+0.00404696j -0.010536+0.013433j -0.00572865-0.000558726j -0.0145961+0.00163524j 0.00185806+0.0131886j -0.00853408+0.00342672j -0.011283+0.00542389j 0.00653855-0.000442026j -0.0405571+0.0215406j -0.00756489-0.00932265j 0.0233552+0.0707897j 0.0316079-0.00100695j 0.0254939-0.0377308j 0.063235+0.0342044j -0.0308398-0.086463j 0.00483088+0.0222239j -0.0311977-0.0543165j -0.0321027+0.0262362j 0.0316126-0.0209517j 0.0253911-0.0520805j -0.123757+0.00303125j 0.0283944+0.0144085j -0.0805331-0.0739035j -0.100744+0.103043j 0.0390107-0.0298532j 0.113316+0.0648526j 0.0698647-0.117195j -0.0482889-0.0746823j -0.0705424-0.00104734j -0.0297732+0.00960779j -0.132872-0.0153898j -0.0229951-0.0948329j 0.0525213-0.0144744j -0.0418493-0.0338744j 0.10207+0.00916286j 0.0367295-0.120212j -0.0133189-0.0414984j 0.0771006-0.0192146j -0.0390222+0.106125j 0.011883-0.0405338j -0.0394191-0.0500309j -0.0303716+0.0320741j -0.0075432+0.0602214j 0.0267526-0.0486749j -0.019625-0.069357j 0.0329508-0.011756j -0.032195-0.0926958j 0.0562009-0.0292012j 0.0267958-0.0880008j 0.0806866+0.0635597j 0.0207026+0.00290611j -0.0145697+0.0376647j 0.0411768+0.0961435j -0.0567797+0.00405017j -0.0443713+0.00263256j -0.0269458-0.0819414j 0.0382175+0.0512244j 0.0150597-0.00895762j 0.010603-0.00958438j -0.0747293-0.00653379j 0.047263+0.00601634j 0.00338093-0.066864j -0.0349831-0.0501896j 0.0624709+0.0129885j -0.00700952+0.0147389j -0.00818891+0.0526348j -0.0170975+0.10698j 0.0214172-0.000513504j -0.00298037+0.0578712j 0.0279082+0.0634337j 0.061197-0.0378637j -0.0758195-0.0130793j 0.0569628+0.0362382j -0.0436507-0.0601148j 0.0147529+0.0489479j -0.0490118+0.0642376j 0.090559+0.049636j 0.0480614+0.0284356j 0.0711883+0.0218144j -0.0173565-0.0249168j -0.0863342-0.0392089j 0.0288696+0.132147j 0.213536-0.112871j 0.096158-0.0481232j 0.0132878-0.0467012j 0.0532602+0.037813j -0.0627967-0.0813516j -0.0378623+0.102288j 0.0607958+0.0736035j 0.0167933-0.00905614j 
0.0523373-0.0150683j 0.0138315-0.00732752j 0.0126196-0.00328177j 0.000273941-0.00235373j -0.0145742+0.00730246j 0.00634865-0.00546556j 0.0180235-0.00573453j 0.0101455-0.00799011j 0.00181463-0.0107621j -0.00945441-0.017247j 0.00215776+0.0137616j 0.0145962-0.00499168j 0.00689892+0.0150929j -0.00378928-0.017441j 0.000420396-0.00281568j -0.0247446+0.00118136j -0.0491876+0.017382j 0.00229099+0.0316077j -0.00743152-0.0101524j -0.0294386-0.0177779j -0.0546064+0.0325541j 0.00153175+0.0173826j -0.0137966-0.0116267j 0.00988432-0.0240272j -0.0161012+0.0195692j 0.0351956-0.0152991j -0.00599367+0.00813851j -0.0234227-0.0741053j -0.0118423+0.0156929j 0.0105381-0.011661j -0.0200221+0.0166533j 0.0593182+0.0157833j -0.0174213-0.000317592j -0.0328385-0.000871182j -0.0266302+0.0451624j -0.0183818-0.00975358j 0.0195821+0.00180233j 0.0154317+0.0103702j -0.0659787-0.00953373j -0.0618319-0.0572935j -0.00485614+0.0410333j -0.00864335-0.0808403j -0.0804058+0.0756266j 0.00188518+0.0536991j 0.0382711-0.0971114j 0.0276748-0.0596557j 0.0434837+0.00956523j 0.0477494+0.0351594j -0.0156097-0.00224529j 0.000711431-0.0370891j -0.0574758-0.0260667j -0.0769011-0.0243045j -0.0225324+0.0844976j 0.0954622-0.00649413j 0.15207-0.0257678j -0.0162911-0.0566044j -0.0554277+0.0918197j 0.034301-0.0219146j 0.0408274+0.0198276j -0.0450352-0.0304241j 0.0455361-0.0386093j -0.0798575-0.0543543j -0.0179493-0.019253j -0.0176935-0.045451j 0.00850052+0.0370133j -0.0421477+0.0889304j 0.148631-0.0216372j -0.0518532-0.0156936j -0.00259203+0.0101634j 0.0180153+0.0484996j -0.0631067-0.0698941j -0.0232516-0.117762j -0.0406606-0.0527675j -0.134-0.0166827j -0.0595743-0.145295j 0.0952244+0.116099j -0.0288681+0.0585961j -0.0214312+0.027421j -0.0137374-0.0810028j 0.0688171+0.0173561j -0.00826102+0.0440135j -0.0442914-0.0243251j 0.0327589-0.0665611j 0.0894454+0.0759273j 0.0229161+0.091133j 0.0457319-0.027707j 0.000523905+0.146825j 0.0746065+0.133458j 0.329773-0.0278635j -0.000836299-0.181849j 0.0238258-0.121004j -0.00338241+0.00153677j -0.106856-0.0559698j -0.0888061+0.0594525j -0.000907323+0.0614607j 0.00599695+0.0420026j 0.0398412+0.0620213j 
-0.00878147+0.00113315j 0.00669713+0.0235419j 0.0213879+0.0358519j -0.00112478+0.0392318j -0.00184655-0.0157909j 0.00473466+0.0280891j -0.00953527+0.0296427j 0.000976549+0.0138738j 0.0257716+0.0276992j 0.000157871-0.00754983j -0.0243164-0.000463142j 0.00263593-0.00322536j -0.00817275+0.0214986j -0.0137196-0.0252905j -0.00671716+0.00399247j -0.0089783-0.0219439j 0.0141005-0.000499154j -0.0214595+0.0157147j 0.0162717+0.00567627j 0.015903+0.0103036j -0.00786707-0.00755212j 0.0104936+0.00765164j -0.00191644-0.0227495j -0.0240844+0.00902709j -0.0136672+0.00700244j -0.0302728+0.0177264j 0.0149486+0.0280513j 0.00212415+0.047645j 0.0102617+0.0237906j -0.0342926-0.0347026j -0.00865111+0.0127413j 0.00566619-0.00493204j 0.0317629-0.00256518j 0.00764794-0.0255168j -0.0167627-0.0336358j 0.0459825-0.00976654j -0.0398889-0.0329551j -0.00977785-0.0228304j 0.00364506-0.00786523j 0.0537108+0.0308963j 0.0476989+0.0367156j -0.00191422+0.0406938j 0.0497132-0.0103874j 0.0140832-0.0999052j 0.0598106-0.0529729j -0.0302634-0.00763877j -0.12689+0.0712369j 0.00551381-0.0869852j 0.0390619-0.0269127j 0.0938298-0.0414915j -0.00194472-0.0145422j -0.110128+0.0112014j 0.0931911-0.045018j 0.0497014-0.0435579j -0.0179907-0.0603481j -0.0866634+0.0822261j -0.0164679-0.00807213j 0.0492524+0.0294514j 0.0568946+0.0251304j -0.0425366-0.00659112j -0.0767035+0.0158302j -0.0704007-0.095035j -0.0890486-0.0677769j -0.0917529+0.0426124j -0.191658-0.0101388j -0.00891402+0.0467282j 0.07867+0.0890353j -0.0529407-0.043501j -0.0853968-0.108214j 0.112661+0.031827j -0.0108977-0.00376203j 0.204093+0.00977447j 0.00968887+0.0404492j -0.00629386-0.0985482j 0.087752-0.106478j -0.0201709+0.0647947j 0.00317828-0.0424023j 0.0417186+0.0897887j -0.0213417+0.191166j 0.0274021+0.00565011j 0.0259014+0.0917482j -0.0107338-0.000838045j 0.0362772-0.0992753j -0.0392957+0.0159928j 0.0194647-0.0683157j 0.0321968-0.00173401j 0.22947+0.21418j 0.160274-0.209614j -0.107441-0.0646223j 0.0388503+0.0186285j 0.0636383+0.082093j 0.210555+0.0987172j -0.0547236+0.0491071j -0.0313965-0.0585189j 0.00280566+0.0521299j 0.0367914-0.00338027j -0.00800807-0.0119841j 
0.0148772-0.0223148j 0.00984085-0.0198806j 0.00595966-0.0215501j 0.0195276+0.0158921j -0.0100221-0.00172687j -0.000974846-0.00123967j -0.0077279+0.0222073j -0.00975168+0.00834644j -0.0231486+0.0156724j 3.8463e-05-0.0346948j -0.00615355-0.0339917j 0.0382681-0.0136789j -0.00071967+0.0321013j 0.0113815-0.0379889j -0.00647758+0.0337475j 0.00361833-0.00801939j -0.039669-0.00835132j 0.0209562+0.0225679j 0.0212117-0.029966j -0.0410604-0.0193341j -0.0457997+0.0145569j 0.0223258+0.0340116j -0.010645+0.0121027j 0.0154987-0.0128494j 0.0133094+0.0154069j -0.000142286-0.0283886j -0.024914+0.0299416j -0.0366619-0.0666672j -0.00886216+0.037813j 0.0452421-0.0127697j 0.00283444-0.0456937j 0.0315523+0.00229428j -0.021146-0.00712759j -0.0626972-0.0171717j -0.00787356+0.0776225j -0.0297387-0.0400625j -0.0314325+0.0181181j 0.0548045+0.0127645j -0.0239505-0.00818616j 0.017532+0.0316372j -0.0526519-0.00707415j -0.0185394-0.0349892j -0.0315666+0.0417491j -0.0473339+0.0793355j -0.0629411-0.0112193j -0.0714345+0.0577421j 0.0174028+0.0992535j 0.00818971+0.076306j -0.0820115+0.00294964j 0.0170105-0.0647642j 0.0034247-0.031278j -0.00727895+0.0191793j 0.0539202-0.0322075j -0.0333139+0.04273j -0.0664208-0.0310688j 0.0983526-0.0200871j 0.0904315-4.93288e-05j 0.061835-0.0111174j -0.0327222+0.02899j 0.00630378-0.0372837j -0.100578-0.0235281j 0.100438-0.00911459j 0.0466082+0.0410681j -0.102907-0.0658949j -0.138221-0.123329j 0.0889032-0.0160636j -0.077645+0.0713217j 0.012035-0.000621559j 0.105542-0.167543j 0.0013191-0.117582j -0.0577988-0.0657957j 0.0213531+0.105047j 0.068494+0.0605625j -0.0212055-0.0316051j 0.0743834+0.0367084j -0.147908-0.0237205j 0.114916+0.0874136j -0.0253046+0.098404j -0.0225104-0.0739493j 0.0703796+0.0320808j -0.0790477-0.109464j -0.0645106+0.119859j 0.00690851-0.0625045j 0.0539573-0.0334272j -0.0603437+0.0369837j -0.0465081-0.0917693j 0.19144-0.155303j -0.188228-0.191353j 0.117504-0.0946104j -0.105677-0.0753626j 0.00604149-0.132452j 0.057158-0.0146106j 0.178444+0.0626644j -0.0419232+0.119371j 0.0667192+0.0476247j -0.0184027+0.00730092j 0.0624982+0.0417579j 
0.00597229-0.00490306j 0.0182172-0.0207116j -0.00506161-0.0194221j -0.000791617-0.0249819j -0.000958998+0.00285526j 0.0127764-0.00641536j -0.00500647-0.0082702j 0.00643747-0.0209323j 0.00951526-0.0150678j -0.00484326-0.00412974j -0.00868261-0.0153493j 0.0121892-0.019015j 0.0236571-0.00964591j 0.00447425-0.0101114j -0.0150167+0.0131469j 0.0227206+0.00593203j -0.0171842+0.0123653j 0.00107709+0.0130827j 0.00308139-0.042551j 0.0280065+0.0301326j 0.0390181+0.020264j 0.0170573-0.0821405j -0.0308449-0.0207001j -0.0404152+0.0292526j 0.00304952+0.0385936j 0.00430943+0.00680783j 0.0218242+0.0151505j 0.00939978+0.0311075j 0.0176345-0.0240914j 0.0495648-0.000565791j -0.041093+0.015058j 0.0462872-0.0230404j 0.0708963+0.0308447j -0.0461628+0.0201652j 0.0155144-0.00162783j -0.00893559+0.00854746j 0.021663+0.00774039j 0.0336336+0.0265418j -0.00917114+0.0233279j -0.0505662-0.0133574j -0.00570739+0.013512j -0.0238188+0.0095919j -0.0140349+0.0336687j 0.0271726-0.0659827j 0.0583537-0.0848567j 0.0344858+0.0531105j -0.0324891-0.0988899j -0.115565+0.0520128j 0.00676828-0.111111j -0.0552594-0.030858j 0.0131395-0.160957j 0.0977427+0.0249733j -0.0341128+0.0570498j 0.0746242+0.00614828j -0.00700845+0.114968j -0.00746346+0.0108489j 0.125443-0.00810435j 0.0442499+0.0185272j 0.0675619-0.0678928j -0.0170302-0.0681374j -0.0212285+0.0316831j 0.104083-0.0902972j -0.00279407+0.0929743j 0.0396484-0.0548233j 0.0243081-0.101418j 0.00635047-0.0226651j 0.0655797-0.0343824j 0.0409585-0.0512105j 0.076542+0.0420601j -0.0502961+0.0609079j -0.0721289-0.0552571j -0.00278956-0.105302j -0.123472+0.0596528j -0.113421-0.106058j -0.0140719+0.0696215j 0.00859638-0.253431j 0.12827-0.160616j -0.197641+0.108011j 0.152097+0.0698476j -0.01904+0.0654843j 0.171039+0.093749j -0.062942+0.106797j 0.0216415-0.0193353j -0.0479217-0.0399552j -0.175335+0.109863j -0.0306016+0.143427j -0.0583687-0.0185474j -0.0133214-0.0774275j -0.000192186+0.138632j 0.00258175+0.0705766j 0.0385456-0.0155986j -0.0506667-0.000801112j 0.0074896+0.00991581j 0.0365721+0.120652j 0.0706425-0.0423635j -0.00405087-0.0410692j 0.00400863+0.0148813j 
0.00906346+0.00268248j -0.00969394+0.0226402j 0.0176798+0.00239864j 0.00188064+0.00918155j -0.00634005+0.000466342j 0.0154384-0.011103j -0.00467341+0.0133985j 0.00701658+0.0208289j -0.00952678+0.00135162j 0.00663665-0.0325655j 0.0152577-0.0158895j -0.00396248-0.00938814j 0.0425648+0.00463219j -0.00682388-0.0346925j -0.0426087+0.0293966j -0.0397158+0.0247771j 0.0290246-0.0209452j -0.0192293-0.0158124j -0.00763085+0.0322043j 0.00661599+0.00432197j 0.00284895-0.00818969j 0.00690701+0.0331439j -0.00384969-0.00582229j 0.0098319+0.00240186j -0.019777-0.0330569j -0.00934291+0.00438629j 0.00917556+0.0106163j 0.0198696+0.0104308j -0.00476244-0.00497079j -0.00422187-0.00381527j 0.0354615-0.0148139j -0.0228548-0.0208184j -0.00707031-0.00607479j 0.004876-0.0182962j -0.00602778+0.0259017j 0.0122763-0.0116307j -0.025229-0.0137105j -0.0663164-0.00522272j 0.0221153+0.0012337j -0.0570174-0.0352901j -0.00287633-0.0142422j 0.0505846-0.00488911j -0.000637943-0.0602912j 0.00172477-0.0262281j 0.0145732+0.0278385j 0.0189522-0.0291243j 0.0159156-0.0620205j -0.0191681-0.0345076j -0.00161958+0.0562299j 0.0243237+0.00282179j -0.0401546+0.0999172j -0.100552-0.0711684j -0.106275+0.100043j 0.00401661-0.102556j 0.00144053-0.00910626j 0.00953699+0.00182977j 0.0606799+0.114943j 0.0742179-0.0516952j 0.0622958+0.141346j 0.00593838+0.038823j 0.126381-0.111609j -0.0543571-0.0766125j 0.0618938+0.0722218j -0.124014-0.00916446j 0.00761684+0.00950832j 0.0632265+0.0294614j 0.00939168-0.0322592j 0.050415+0.000516939j -0.0378794-0.149778j 0.0621853+0.0838195j 0.138021-0.10467j -0.162598-0.0519448j 0.0654527+0.0141417j 0.0356459-0.0155429j -0.0284907+0.0234466j -0.0654236-0.105602j 0.0739063+0.0195618j -0.0366361-0.144958j -0.191162+0.101722j -0.0445854+0.134192j 0.126066-0.0203812j -0.232416+0.0161492j -0.17467-0.079152j 0.0781227-0.188981j -0.0565646+0.0170654j -0.0166496-0.000651374j -0.0754959-0.160316j -0.0475713+0.0923324j -0.114565-0.0147587j -0.0178958+0.073573j -0.0130174+0.0434026j -0.0290669-0.0167657j 0.000207258+0.0776373j -0.0027677-0.0498813j -0.0305705+0.0307666j 0.00656255+0.0224532j -0.0243724-0.0116406j 
0.00916745+0.000782817j 0.0156614-0.0152806j -0.0107266-0.00170172j -0.0118725-0.0100782j -0.023383-0.0136604j 0.00111908+0.00248381j -0.00568953+0.0129637j -0.00980177-0.0129947j 0.00737179-0.00577372j 0.0188777-0.011857j -0.00541696+0.00107494j -0.00364915-0.000795535j 0.00188359-0.00116506j 0.000953334-0.00769055j -0.0064061+0.00933823j 0.0122036+0.0038325j -0.0334802+0.0248715j 0.00634002+0.0450179j -0.00696518-0.0159678j -0.000722127-0.00992794j -0.0225258+0.00245652j 0.0379905+0.0289463j 0.00259374+0.00704157j 0.0250562+0.018372j 0.00559795-0.0165633j 0.0309112-0.0186011j -0.0257746+0.046272j 0.061549-0.0432211j -0.000266068+0.0112182j -0.0559841-0.0320594j -0.00472419+0.0195927j 0.0180922-0.0469395j -0.000997066+0.0289782j -0.0138053+0.0142168j 0.00932321+0.0255651j -0.00655838-0.0247311j 0.0068667+0.0179707j 0.0175999+0.00565321j -0.0239022+0.00514741j -0.00139138-0.0185966j 0.0352117+0.0148391j -0.00883389-0.0246288j -0.002823+0.0971559j -0.00043058+0.00460023j 0.0582674+0.0398714j -0.0258618+0.0171176j -0.00729219-0.0615663j -0.0068577-0.0807469j 0.0082829-0.0571227j -0.0345402+0.0224264j -0.0150247-0.00508067j 0.054528+0.0942911j -0.00263031-0.0501321j -0.127637+0.0270658j -0.064903+0.0820327j -0.0746894-0.0216013j 0.0387036-0.0177768j -0.0924437+0.0349004j -0.0518474-0.030636j -0.0861292-0.00672771j 0.216546-0.0278541j -0.108785-0.0711084j -0.0216999-0.0207676j -0.045123+0.0196575j -0.0926757-0.175366j -0.0917817-0.0253313j -0.0752572-0.129254j 0.0113957+0.103215j -0.0499208+0.0550372j 0.0643969+0.0351012j 0.0527862-0.193388j 0.00999046-0.0836566j -0.0236362+0.039138j -0.131743-0.0458857j -0.070874+0.0165038j -0.0557308+0.109049j 0.00106036+0.219676j 0.0554579+0.0327608j 0.0303081+0.00661503j 0.271859-0.0785735j -0.167761-0.0736196j -0.140581+0.0776517j 0.00540828+0.0997567j -0.155255-0.0848694j -0.170586-0.0252316j -0.139009-0.0290951j -0.059087-0.00510232j 0.0708769+0.0661873j -0.0108218-0.0995846j 0.0196048+0.0579732j 0.033205+0.0222322j -0.00331957-0.0301758j -0.00475501-0.0115237j -0.0660884+0.0200629j 0.0522256+0.0405528j -0.00946154+0.000846581j 0.0104497+0.0503726j 
