0.075741+0.0826618j -0.0216409+0.0233663j 0.231936+0.0389636j 0.11966+0.199283j -0.14093-0.250831j -0.0352731+0.182742j -0.109121+0.357853j 0.0188194+0.0160251j -0.113473+0.192871j 0.06573-0.0565529j 0.121704-0.00731528j 0.029901-0.0372402j -0.08844+0.122621j 0.0141956-0.233737j -0.209757+0.118638j 0.0305947-0.0259484j 0.0239975+0.0821762j 0.0238277+0.102166j 0.00705107-0.0817898j 0.0290554+0.020819j -0.103028+0.0363275j 0.0425205+0.00657752j -0.0289337+0.0106428j -0.0138229+0.000229428j -0.0422076+0.00518982j -0.095206-0.0249854j 0.0078833+0.060383j -0.0199937+0.0637885j -0.004297+0.0370742j -0.0237691-0.073105j 0.0313817+0.02664j 0.012185-0.00939645j -0.00258398-0.0463158j -0.00633482-0.0207117j -0.0414689-0.0336894j 0.0735849-0.0262791j -0.0508844-0.0398989j 0.00531421-0.00120925j 0.00251333+0.00245238j 0.00816427+0.0201653j -0.00498982-0.0193419j -0.0114435+0.0211424j 0.0244123+0.0137302j -0.0106193-0.0200044j -0.00254943-0.0211445j -0.0185254-0.0289865j -0.012845-0.0193598j -0.0180252+0.0267423j 0.0415996-0.0446228j -0.00820806-0.00699156j -0.00241885-0.00165581j 0.000799551+0.0164575j -0.0123178+0.0166707j -0.0109185+0.00611859j 0.00648125-0.0328138j 0.0167531+0.0199043j -0.0389219-0.0107589j 0.0220513+0.00491077j 0.0301921-0.000781429j 0.0344032-0.0127034j 0.0245776+0.016506j -0.00949892-0.0243311j -0.00601566+0.0300387j 0.0307826-0.0085002j -0.00926509+0.0200868j 0.0181343+0.00274329j -0.0190256-0.0324217j -0.0183788+0.00467303j 0.0179654+0.0111359j -0.0221557+0.00883083j -0.00294364-0.00620659j -0.0479688-0.0188432j 0.0111783-0.00956926j 0.0410792+0.00681932j -0.00893563-0.00206002j 0.00298785-0.0253328j -0.0156152-0.0225267j 0.0136094+0.0190249j -0.0068219-0.0241774j -0.00583377+0.0223924j -0.012502-0.0368081j 0.00490122-0.0293349j 0.00764347+0.0328472j -0.00759397-0.0196108j -0.0265214-0.00622059j 0.00428454-0.0188687j -0.0264415-0.00759151j -0.00158105+0.00743594j 0.0289515+0.0584453j 0.0315443+0.0343925j -0.0396888+0.0441382j -0.0351853-0.00478412j -0.0115627-0.0162944j 0.08469+0.0914334j 0.0343279-0.062667j -0.105887-0.049518j 0.00619368-0.0360626j 
0.00334588-0.0038375j 0.00106607-0.00433908j 0.00568294-0.00279966j 0.00560728-0.00201708j 0.00208739+0.00171672j 0.002596-0.00344594j 0.000322443-0.000933021j 0.00867181-0.000736999j 0.00256865+0.0028545j -0.00749153-0.000554543j 0.000509602-0.00234829j -0.00320656+0.00335363j 0.000459358-0.00151093j -0.00282488-0.00298219j -0.00102818+0.0102954j -0.00123484+4.76486e-05j -0.00793631-7.31302e-05j -0.00225442-0.00297746j 0.00392215+0.00773768j -0.000125369-0.0114051j 0.00126208-0.00254557j -0.002563+0.00376429j -0.00261072+0.00762282j 0.00155832+0.00326552j -0.00322804-0.00219742j -0.00585701+0.00809091j -0.00125368+0.00726327j -0.00385111+0.0114297j -0.00727875+0.00360411j 0.00696817+0.00588907j -0.0025486+0.00460945j -0.000331433+0.012048j -0.00389866+0.000855975j 0.00414709+0.00397195j 0.00692919+0.00047302j -0.0012886+0.00455413j 0.00425361+0.00365841j 0.00646173-0.00265514j 0.00341766-0.000901161j 0.00105283+0.00902062j 0.00327074-0.0014838j -0.000336974+0.00428537j 0.0078769+0.00552192j 0.00212216-0.00555606j 0.0138155-0.00295924j 0.000600932-0.00268772j 0.00660047-0.00570351j -0.00239045-0.00809066j 0.00825176-0.00218142j -0.00748013-0.0158148j 0.00133777-0.0044238j -0.00322659+9.11496e-05j 0.00886161-0.000259844j 0.00995036-0.0126598j -0.00860749-0.00370567j -0.00142038+0.0122368j 0.000547931+0.000683911j -0.00584195-0.00557671j -0.0114437-0.000191394j 0.00501496+0.000572808j -0.00629779+0.00133648j 0.00117795+0.00255979j 0.000254271+0.00371567j -0.0052587-0.0103833j 0.00555537+0.0157035j 0.00706908-0.0159146j -0.000660761+0.0035751j 0.0249628-0.00414374j 0.00648106+0.0232439j 0.00693215+0.00400448j -0.0171372+0.0160896j -0.00206815-0.0212187j 0.00278709-0.0168589j 0.00386509+0.000784393j 0.0180771-0.00915466j -0.0339507+0.0127535j -0.0109604+0.00547822j -0.0116153+0.00228134j -0.00314393-0.010881j 0.0025463+0.00161138j -0.0175828+0.0152717j -0.0040759-0.0171449j -0.00581173-0.0111565j -0.00141283+0.000576775j 0.00691884-0.00467909j -0.00258879+0.00104362j -0.0199307-0.00227822j -0.0054262+0.00790867j 0.0101144+0.000142166j -0.00442685-0.00693102j 0.0021097-0.00312285j 0.00265787-0.0104163j -0.00162475+0.00419239j 0.000884884+8.56107e-05j 0.00174307+0.0057188j -0.00279143-0.0021465j 0.00488366+0.00173253j 
0.00751057-0.00885947j -0.00413319+0.00655845j 0.0101085-0.00476665j 0.00612415+0.00609347j -0.000827263+0.00223356j -0.00392297-0.00584408j 0.00334636+0.00428831j 0.00427335-0.0072192j -0.00374617+0.00430997j -0.00255595+0.00338238j 0.00135011-0.000607526j 0.00413273+0.00163405j 0.000551296+0.00153431j 0.00635663+0.00154j 7.97336e-06-0.00528384j -0.0120756+0.00535401j 0.000109785-0.00745815j -0.00776484+0.00206555j -0.00178669+0.0155455j 0.00372565-0.00575721j -0.00145436+0.00126445j -0.00253907+0.00601662j -0.00529149-0.00242392j -0.00787891+0.000202626j 0.0018629+0.00844259j -0.0120142+0.0146435j -0.0084875+0.00498625j -0.00092816+0.00661589j 0.00125313+0.00439791j 0.0136469+0.00724038j -0.00217058-0.00286194j 0.00549706-0.0030481j 0.00636471+0.004509j -0.00100283+0.00928526j -0.00253794+0.00186817j 0.00741091-0.00405527j -0.00141654-0.00321856j -0.00388355+0.00792546j -0.00695184+0.00242673j -0.00163321-0.000421604j -0.0164201+0.000491964j 0.00499176-0.00722955j 0.00463992-0.00111417j -0.00540389+0.00186648j 0.00510318-0.00153046j -0.00311151+0.00336825j 0.00642301-0.0166577j 0.00264944-0.000176346j 0.000323973+0.00160191j -0.00815348+0.00556699j -0.00450435-0.000341201j 0.00153968-0.00486489j 0.00230157+0.00323259j -0.00315096-0.00671807j -0.00458605+0.00726847j 0.00261802+0.00172607j -0.00631834+0.00297767j 0.00112632+0.00410593j -0.00425179-0.0190986j -0.0122156+0.00750511j -0.00922378+0.00419103j -0.00228125-0.00889964j 0.00230999+0.0111299j 0.00691427-0.0098605j 0.0101909+0.0117361j 0.00460402+0.0201035j 0.00384483+0.00455301j -0.0235233-0.00663631j -0.0184002-0.017575j 0.00385847-0.0158308j 0.0157737-0.013439j -0.00833547+0.0221526j -0.00817167+0.00946941j -0.00943615-0.000993209j -0.0246511+0.00385635j 0.0026876+0.00429061j -0.011055-0.00254686j -0.0137461+0.00341799j -0.0182568+0.00338431j -0.0147493-0.00910853j -0.00476761-0.000550103j -0.0123994-0.00348585j 0.0103171+0.00487507j 0.0190012+0.00812421j 0.00803961+0.000534136j 0.00040785+0.00317661j -0.00790292+0.0100479j -0.00470464+0.0176531j 0.00567475-0.00553958j 0.0018789+0.00249852j 0.000206139+0.00508005j 0.00656096-0.00442188j 0.00232096+0.00348049j -0.00220094-0.000159866j 0.00586854+0.00659422j 0.00567856+0.00605438j 0.000632902+0.0038524j 
0.00282953+0.00127943j 0.00208418+0.00579506j -0.00185546+0.000651251j -0.00273697+0.00227702j -0.000425424+0.00181899j 0.0032589+0.00204991j -0.0013718+0.00192363j -0.00127291+0.00200791j 2.86956e-05+0.0075947j -0.00385877-0.00208154j 0.0097175-0.00170149j -0.00197134-0.00475939j -0.00135491+0.00317967j -0.00539608-0.00366436j -0.000839023+0.00274896j -0.00485466+0.00417861j 0.00182261-0.00213236j -0.000884089+0.00542804j -0.00337618+0.000355178j -0.00118131+0.00221156j -0.00897591+0.00387976j 0.00434152-0.00562838j -0.00155471-0.00136329j -0.00900997-0.00563898j 0.00223686+0.00838143j 0.00157998+0.000524874j 0.00199603-0.0020321j -0.0041057-0.00741522j -0.00410838+0.00601862j 0.0154651+0.00482306j 0.011579+0.0043557j 0.00820081+0.002304j 0.00920971-0.00980784j -0.012719-0.000535482j 0.00224587-0.0037198j -0.00971897-0.00720991j -0.00741713+0.00873417j -0.00433636+0.000692474j -0.00752566+0.0023584j -0.00294014-0.00690104j 0.00571602+0.00110753j 0.005548-0.00647907j -0.00136089+0.000450983j -0.00794555-0.000987587j -0.000129035-0.00219376j -0.0077492+0.00296448j -0.00326468-0.000262034j -0.00579386-0.0100529j 0.00243198-0.00742135j 0.0070861+0.00331268j -0.000762626-0.00465011j -0.000749665-0.0054836j -0.00925063-0.00387284j 0.00443264+0.00204929j -0.00059792-0.00398173j -0.00414192+0.0135463j 0.00122675+0.000420672j -0.00422377-0.00569937j -0.00390159-0.00810694j 0.00270811-0.000854817j -0.0063992+0.00356875j 0.00656797-0.00222342j 0.0138917+0.00517981j 0.000295163+0.00520932j 0.0114098+0.0160956j 0.00564149-0.0193666j -0.00774815+0.0011008j 0.00275308-0.00256797j 0.0259488-0.00607966j -0.0143527+0.0156063j 0.00783666+0.0148108j 0.00202996-0.0207073j 0.00542682-0.017905j 0.00537425-0.0028164j -0.000747484+0.00808758j 0.00973831+0.0105125j 0.00417649-0.0152153j 0.00713466-0.00822006j 0.00676818+0.0100042j 0.0123242+0.00020966j -0.0039286+0.00423083j -0.00964644+0.00370911j -0.0147535+0.00336841j 0.00228721+0.00629178j -0.00481868-0.000337612j 0.00969558-0.0102864j 0.00817119-0.0102795j 0.00192663-0.0122885j -0.0106927-0.000943054j 0.000598393+0.00787388j 0.00108453+0.00614362j -0.0107193+0.00411113j -0.000446937-0.00334188j -0.00137774-0.000540294j 0.00297841+0.00434863j 0.00528797-0.00120926j 0.00337065+0.00563626j 
0.00702954-0.00119396j -0.00236612+0.00588916j 0.00965477+0.00088706j 0.00471293+0.00178897j 0.00413952+0.007169j -0.00345613+0.00465558j -0.000543474+0.00518988j 0.00261782-0.00253614j -9.02667e-05+0.00448216j -0.000891229-0.012979j -0.00659181+0.00594388j 0.00493602-0.00328051j -0.0132673-0.00174327j -0.00135637+0.00412823j 0.00415782+0.00478388j 0.00111486-0.00272618j 0.00659138+0.00416367j -0.00678293+0.00128249j 0.00476275+0.00750511j 0.00216227-0.00492668j 0.0033636-0.00285335j -0.00438417-0.00728339j -0.00700608-0.00523895j -0.0067823+0.00165369j -0.00504987+0.0102449j -0.0129425+0.00199442j 0.00553699+0.00660424j 0.00596658-0.00218576j 0.00282196+0.00653052j 0.0030449+0.00239274j 0.00373048-0.000862569j 0.00277786+0.0019656j 0.00758706+0.00858262j -0.00326397+0.00298574j 0.000511814-0.000579851j -0.000352636-0.000184308j 0.000716349+0.00385243j 0.00648953+0.00034635j -0.00203672+0.00475831j 0.0053143+0.00117078j -0.00127632-0.00118589j -0.00374296-5.53284e-05j -0.00701746+0.00392888j 0.00478599-0.00348838j -0.00408531-0.000601499j 0.0031885+0.00126207j 0.000540347+0.0032199j 0.00812791+0.00708272j -0.00172906+0.00335349j -0.00265525-0.000577966j 0.00886224+0.00251864j 0.00297592+0.00385694j 0.0084308+0.00421309j -0.004007-0.0113584j 0.00794257+0.00560339j 0.00808001+0.000359962j -0.00947967-0.00439642j 0.00596865-4.47919e-05j 0.0115466-0.00117693j 0.00663401-0.00132709j -0.0023544-0.00227043j 0.00634262+0.00697187j -0.00681116-0.00908281j -0.0109171-0.0105183j -0.00848651-0.00477304j 0.0041662+0.00357413j 0.00906697+0.00243625j -0.00708918+0.0113404j -0.0133177+0.00428843j -0.00352183+0.00506566j -0.0240237+0.00304064j -7.05111e-05-0.000596479j -0.0086948+0.0112704j 0.00744538-0.000300041j 0.00823163+0.000266267j 0.00461973-0.0216418j 0.00811194-0.00272972j -0.00376422-0.012609j -0.0133292+0.00446985j 0.00848514+0.0130542j -0.0081947-0.00024501j 0.00944253-0.0018064j 0.0118173-0.00879486j -0.00670702+0.00654073j 0.0120855+0.00760792j -0.00135836-0.00107329j 0.00278313+0.0050053j 0.00349353+0.000766121j 0.0016255+0.00629051j 0.00605355-0.00717733j -0.0046711-7.32869e-06j 0.00220336-0.000890803j -0.00173235+0.000229175j 0.0063379+0.00242535j 0.00178983-0.00713929j -0.0017375-0.000330589j -0.000798843+0.00146957j 
0.00246228-0.00713157j 0.00489382+0.00382822j -0.000409991-0.00773955j 0.00136051-0.00265221j 0.00490936-0.00230398j 0.00215427-0.00586956j -0.000480554-0.00105442j -0.000878161-0.000175097j 0.00299427-0.00183032j -0.00201324+0.00408787j 0.00143857+0.00356839j 0.00322322+0.00790461j -0.00168191+0.00648035j 0.00302851-0.011952j -0.00024732+0.00643168j -0.00147082+0.00338261j -0.0132883+0.00772814j -0.00817475+0.00998563j 0.00670758+0.00483736j -0.0017717-0.00664578j -0.00120223+0.00480551j 0.00360639-0.00386041j -0.0109966+0.0061121j 0.00138753-0.00293575j 0.00469889-0.00301192j -0.00162357+0.00867983j 0.00349369-0.00437022j -0.00257638+0.00114424j 0.00693526+0.00452124j 0.00233149+0.00449479j -0.0083092-0.00286506j -0.0121145+0.00491981j 0.000290462-0.00263951j 0.0117003-0.00107204j -0.0156348-0.0124j -0.00286781-0.00749548j -0.0082-0.00206464j 0.00726663-0.00475656j -0.00429902+0.00520549j -0.00157347-0.0034666j -0.00283307+0.00077961j -0.00307082-0.00238993j -0.0107207+0.0110408j 0.00256119-0.00165724j -0.0024164-0.00666698j -0.00709611+0.00414686j -0.00432682+0.00762998j -0.00677449+0.00176499j 0.00166594-0.00585312j 0.00103122-0.00439284j -0.0054815-0.00356729j 0.00412784-0.0013514j 0.00137307-0.00238465j 0.00062025-0.000901387j -0.00520917+0.00794028j -0.00169213+0.00508257j 0.0023161-0.00771937j 0.0011336-0.0020891j 0.00305799-0.00772529j -0.00246278+0.00251924j -0.00109635-0.00169658j 0.00483588-0.0104768j -0.00140671+0.00442568j -0.00643061-0.0088108j -0.00445295-0.005579j 0.00519149-0.0124476j 0.0022003-0.00631364j 0.000337318-0.0022837j -0.00212948-0.00359304j -0.0202126+0.00659614j -0.00310435+0.00243627j 0.0084692-0.000287791j -0.00318886-0.0113527j 0.0108208-0.00324176j 0.00120357-0.00225915j 0.0114898-0.00506013j -0.00316269+0.00599763j 0.0151988-0.00580839j -0.00947225-0.00539888j 0.0121892+0.00820689j -0.0141721-0.00681912j -0.00366663+0.000197225j 0.000166225+0.0109289j 0.00256453-0.0014355j -0.00428118-0.00488027j -0.00366341-0.014573j 0.00679325-0.00501707j 0.00294268-0.0048195j 0.00618605+0.00231434j -0.00932443+0.0043541j -0.00577352+0.00230269j -0.00228571-0.00292305j 0.00589614-0.00551557j 0.00763711+0.00782736j -0.000468565-0.0013192j -0.00407346-0.00115485j 0.00240564+0.00208841j 
0.00258791-0.0101089j 0.00345554-0.00556043j 0.00413401-0.00501001j 0.00703313+0.00654052j -0.00086685+0.00278423j -0.00179197-0.00326564j 0.00354029-0.000949742j -0.000688763-0.00348303j 0.000524909-0.00441162j 0.00291142+0.00455427j -0.00319485+0.000731018j 0.00778578+0.00342944j -0.00752967+0.00665369j -0.000629471+0.0068068j -0.00294492-0.00940783j -0.000267511+0.00386616j -0.000778891+0.00210366j -0.00335216+0.014321j 0.00513006-0.000341194j 0.00290664-0.00402918j 0.000504453+0.0034412j 0.00286386-0.0011795j -0.00266033+0.00509939j 0.00430833-0.00386829j 0.00878454-0.00453301j 0.00306187+0.00689617j 0.00464219-0.0135924j -0.0105348+0.00509851j 0.00919564+0.00765556j -0.00265682+0.00318414j 4.79037e-05+0.000630031j 0.00260328+0.00551004j -0.00517337-0.00148622j 0.00721011-0.00317441j 0.0036912-0.000750766j 0.00177798+0.00920639j 0.0110731-0.000667359j -0.000995545+0.00117919j -0.00699234-0.00369313j 0.00330701-0.0049218j 0.000822475+0.0043338j -0.00445288+0.000317512j -0.00648791+0.00572533j 0.00193645+0.00314461j -0.00770503-0.00427965j -0.00486361+0.00444102j -0.0058535+0.0132631j -0.000981015+0.00351551j -0.00583294-0.000894587j 0.00481106+0.000957359j -0.00105597-0.00722866j 0.00215965-0.0044542j -0.00369627-0.00565715j -0.00177289+0.00592034j 0.00110324+0.00448293j -0.00117092+0.00325386j 0.0065695-0.0032417j 0.00449916+0.00190095j -0.000104979-0.00546552j 0.00588397-0.00257872j 0.00577717-0.00366612j 0.00640678-0.0163946j -0.00680622+0.00283944j -0.00374642-0.0128289j 0.00302866-0.00902336j 0.00196493-0.0182689j 0.00170794-0.00422277j 0.00848416+0.00497937j -0.000973453-0.00715415j -0.0152877+0.00324271j -0.0124804+0.0123896j 0.000329574-0.00190697j -0.00782254-0.00733472j 0.0140079+0.0144529j -0.00534813+0.00350178j 0.0051671+0.018625j -0.0039874+0.00423676j 0.0107316-0.0134602j -0.00728775+0.00714385j 0.0183972+0.0119985j -0.0148859-0.00253851j -0.0149631+0.00422572j -0.00222408+0.00133139j 0.000143474+8.30225e-05j -0.00601372-0.00434103j -0.00417482-0.0190987j 0.00884485-0.00317494j -0.0042676-0.00668654j 3.87477e-05-0.0041557j -0.000301037-0.00646295j -0.000765338+0.00119013j -3.03313e-05+0.00539368j -0.0051491+0.00403839j -0.002542+0.00902902j -0.000644717+0.00319395j 0.00165504+0.00041097j -0.000703117+0.00378752j 
0.00282675-0.001103j -0.00366263+0.00781338j 0.00735733-0.000705452j 0.00251732+0.000701862j -0.00212307-0.00111229j -0.00602339-0.00219336j 0.00219912+0.0041814j -0.000346567+0.0011786j -0.00495819+0.00383523j 0.00581153+0.00205588j 0.00198942+0.00088238j -0.00114239+0.00164906j 0.00563731+0.00152115j 0.00807694-0.00646375j -0.000974116-0.00129736j -0.00931946-0.00338715j 0.00583547-0.00182407j -0.00648933-0.000675565j 0.00122693+0.00445928j 0.0031053+0.00195239j 0.00640714+0.00104171j 0.00100865-0.000487117j 0.00264555-0.00259359j 4.26267e-05+0.00385708j 0.00374628+0.00280136j 0.00276652+0.00407571j 0.00135238-0.00211611j -0.00127048+0.0120703j -0.00105822+0.00159668j 0.00606479+0.00404676j -0.00722+0.00216651j 0.0070598-0.00754174j -0.00685374-0.00745028j -0.0021606+0.000318496j 0.00724395+0.0130515j 9.78208e-06+0.00538032j 0.00362192+0.00147541j -0.00447095+0.00928609j 0.00290346-0.000743482j -0.000398349-0.00398759j 0.00232959+0.0021356j -0.00210288-0.000414146j 0.0035128-0.00673126j -0.00272343-0.00147268j 0.00105464-0.00395087j -0.00190718+0.000532603j -0.00106536+0.0033781j 0.00506371-0.0023437j -0.00247051+0.00195351j 0.000774343-0.000505037j -0.000887714-0.00390024j 0.00625636+0.00171262j 0.00700891-0.0039455j -0.00501213-0.00269343j 0.00212792+0.000992822j -0.00119077+0.000170795j -0.0040402+0.00134045j 0.0048911+0.00366772j -0.00158391+0.000333108j 0.00264896-0.00246961j 0.0111327-2.90564e-05j 0.0027067-0.0119266j 0.00246243-0.00480685j -0.0149072-0.00458024j 0.0109764-0.00598511j 0.0113949-0.0141141j 0.00380649+0.00440977j 0.000677927+0.00650488j -0.0076578-0.00369419j -0.00377855+0.00820284j -0.00210519+0.00861358j -0.00846367-0.0107401j 0.00568348-0.00423624j 0.0108937+0.0109791j 0.00952497-0.00675719j 0.00912925+0.0052044j -0.0107635+0.00428821j 0.000252291-0.00947575j 0.00513771+0.00508587j 0.0152829-0.00237494j -0.00209451-0.00537739j 0.00485453+0.00177213j 0.00264371-0.00209415j 0.00723252-0.0037029j 0.00610019+0.00616074j 0.00302271-0.0142734j 0.00977612-0.00281418j 0.00823496-0.0167079j -0.00853564-0.00766852j 0.00669408-0.00361948j 0.00292135-6.02048e-05j -0.00177085-0.000255426j 0.00237512-0.000423565j -0.00444474-0.00173796j -0.000340307+0.00693917j 0.00432915+0.00562015j -0.00615042+0.00285967j 
0.000991337-0.000590023j 0.00313568-0.00195448j -0.00298108-0.00231938j 0.000301227-0.00283458j -0.000132233+0.00255962j 0.00219067-0.000301307j -0.000557386-0.00089096j -0.000186505-0.00575648j 0.0043979+0.00576246j -0.01057+0.00267171j 0.00686613-0.00329931j -0.00167854-0.0061405j -0.00142009-0.000515619j -0.00853628-9.94446e-05j 0.00273926+0.00747238j 0.001487+0.00488867j -0.0091035+0.00308346j -0.00215277+0.00293181j 0.000932029-0.00191645j -1.74203e-05-0.000893012j -0.00516885-0.00437621j 0.00503546+0.00445751j -0.00341933+0.00283283j -0.00549317-0.00300664j 0.00266616+0.00916711j -0.00172636+0.00103391j -0.0014467-0.00357103j -0.00333544-0.000756929j 0.0100895+0.00241977j 0.00745886+0.00300142j -0.00782092-0.00212811j 0.0123854-0.00700799j 0.00176109-0.00601037j -0.00693118-0.00758134j -0.00434417+0.00477401j 0.000968183-0.00236041j -0.00123228-0.00319405j 0.00260797-0.00080023j -0.00848328+0.00117048j 0.0110038-0.000117941j 0.00556999-0.00509922j -0.00402296-0.000199544j 0.00122489+0.00404428j 0.00535818+0.0074162j 0.00652154+0.00396233j 0.00209178+0.00321665j -0.0012722+0.00315475j -0.000707676+0.00706785j -0.000622619-0.00457971j -0.00181198+0.0017963j 0.000863579+0.00495488j 0.00920314+0.00306731j 0.0070588+0.00628866j -0.00470224-0.0013196j 0.00563971+0.00057497j -0.00250319+0.000642376j -0.00148984+0.000661299j -0.00100357+0.000615451j 0.00353716+0.00818074j 0.00115527-0.00310894j 0.00150693-0.00387061j -0.00545003+0.00328912j 0.00400201-0.00431039j -0.00869746+0.000610234j -0.00321027-0.0102364j 0.00321529+0.00590787j 0.00599383+0.00170381j -0.0106459+0.0215282j -0.00148624-0.000491741j -0.005379+0.0154932j -0.00919601-0.0150359j 0.00753678-0.00808932j -0.00812568+0.0130837j -0.00415391-0.00336706j 0.0081575+0.0143258j 0.0082201-0.00989004j 0.0022086-0.00560302j 0.00232372+0.00516201j 0.00820719-0.00406126j 0.00336036+0.00147122j -0.00356813-0.0036311j 0.0116829+0.000449392j 0.00329967-0.00282876j -0.00663731-0.00733956j 0.00701151-0.0053406j -0.00606012+0.00308846j 0.0101642-0.00875709j 0.000493159+0.00369541j 0.00572769-0.00208884j 0.0035238+0.00353283j 0.0100134-0.00339005j 0.00226145+0.00688976j -0.00839711+0.00246298j -0.00428919+0.00305256j 0.000342044+0.00141823j -0.00136387-0.000773487j 0.00205512+0.000157842j 
-0.00456148+0.00348164j 1.44018e-05+0.00118478j -0.0030275+0.00668493j -0.00121932+0.00130281j 0.000835611-0.00545955j -0.00035355-0.00032859j -0.00690959+0.000350403j -0.00186062+0.00246879j -0.00167681-0.00291466j 0.00722029-0.00623908j -0.00207146+0.00512503j 0.00240354+0.00449643j -0.00637157+0.00168845j -0.0004859-0.000268304j -0.00334099+0.00778652j -0.000621566-0.00249028j -0.00063508-0.00394909j 0.0100805-0.006539j -0.0085594-0.00471144j 0.000127685+0.00764842j -0.00415636-0.000393201j 0.00304306+0.00805392j 3.51723e-05+0.00352475j 0.00250974-0.00785323j -0.000371252+0.000395158j 0.00609923-0.00429017j -0.00446271-0.00385853j -0.0029326-0.00410581j -0.00324682+8.01157e-06j -0.000374401+0.00684841j -0.00593963-0.00215272j 0.0026281-0.00123232j 0.00180015-0.00808046j 0.00212715-0.003817j -0.00582236+0.000798285j 0.00120612-0.000665135j -0.00220664-0.00373288j -0.00468525+0.000899087j 0.00198908-0.00387449j -0.00140138+0.00320549j -0.0010443+0.00154322j 0.00377152+0.00187065j 0.0103813-0.00705221j -0.00267288+2.92896e-05j 0.00344612+0.000604642j 0.00182224+0.00873638j 0.00768536-0.000398078j 0.00496511-0.00248926j 0.0025495+0.00456164j 0.00339943-0.00383684j 0.00556507-0.00186363j 0.00599053+0.000328054j -0.00662482+0.00316108j -0.000597874-0.00601475j -0.00119065+0.00440728j 0.00850956-0.00209757j -0.00157777-0.00856792j 0.00605021+0.00156229j 0.00544975-8.17755e-05j 0.00546776-0.00663677j 0.0152819-0.00341569j 0.00503075+0.00963142j -0.0184312-0.00717574j 0.00426274-0.000522841j 0.00544874-0.014339j -0.0198626-0.00948799j -0.00886187-0.00571833j -0.00207796-0.0028924j -0.0191125-0.00514993j 0.00580038+0.00178423j -0.00148333+0.01142j 0.0176578+0.0150534j -0.0103769+0.000148068j -0.0179145-6.93429e-05j 0.0106831-0.00368267j -0.00731076-0.0259036j -0.00709282+0.00556212j -0.00140085+0.00248234j -0.00219647-0.00940255j -0.000265152+0.0140446j -8.23127e-05-0.00187228j 0.00114252-0.000101278j 0.00141542+0.00109764j -0.00693322-0.0123815j 0.00547628+0.00516522j -0.00125839+0.00380856j -0.00611116+0.0017871j 0.00906722+0.00145351j 0.000208632-0.00696523j -0.00195673-0.000107986j 0.00682123-0.00279141j -0.00268422-0.00346948j -0.0035146-0.00230755j -0.00308209-0.00633024j -0.00369905+0.00254003j -0.000104314-0.000117302j 0.000252107-0.00452561j 
-0.00302173+0.00294251j -0.00261321-0.00871637j -0.0037859+0.00714074j -0.000289182-0.0021153j -0.00440649+0.00499788j 0.00454007-0.00689627j 0.00114763-0.00354325j 0.00124321-0.00226771j -0.00568552+0.00020422j -0.00167997+0.00328937j 0.00369513+0.00230398j 0.00503527-0.000995345j 0.00484568+0.0026033j 0.000583394+0.000129446j -0.00433783+0.0018944j -0.000775057-0.00424742j -0.000116525-1.57804e-05j 0.0111127-0.00325659j 0.00368094-0.00975749j -0.00387203+0.00268642j 0.00351527-0.00928154j 0.00267025-0.00516568j -0.000281239+0.0084944j 0.00192505-0.00567622j -0.0116487-0.00354131j 0.00255908-0.0111017j -0.000311288+0.00107488j 0.00181834+0.000466913j 0.0025373+0.00851879j -0.00230089+0.0124454j -0.00939447+0.0051054j -0.00704685+0.00315366j -0.00334362+0.00632628j 0.00250729-0.000515634j -0.00188527+0.00469636j 0.0119409+0.00582533j -0.00645849-0.00767839j 0.00174362-0.000293594j 0.00943886-0.00675659j -0.00318401+0.00942474j 0.00756953-0.000310096j 0.000312485+0.0107278j 0.00949788+0.00219358j -0.000536964+0.00407275j 0.000936968+0.0118098j 0.00805809-0.00733851j 0.00606259-0.000504624j 0.00781524+0.00524056j 0.000617069+0.00865704j 0.00294327+0.00462669j 0.00856955+0.000755173j -0.00856906-0.00613608j -0.00539928+0.0073432j 0.00929267-0.000507865j 0.00836967-0.0082845j 0.00231787+0.00686009j 0.00232869+0.00421028j -0.0098657+0.00263166j -0.00534852+0.0105809j -0.00471985-0.00560823j -0.00645597-0.00306668j -0.00508026-0.00259011j -0.00429162+0.00693377j 0.0144778+0.0136045j -0.00520469-0.000945962j 0.00245458+0.0112999j -0.00669684+0.00164369j 0.00594753+0.00294145j 0.0144241+0.00428527j 0.00839812-0.00861767j 0.0018408-0.00181038j 0.00798194-0.0109513j -0.00230834+0.000606219j -0.0270083-0.00220525j -0.00618446+0.00446618j 0.00527264-0.00216185j 0.0165242-0.0115932j -0.00245441+0.00938467j 0.00518895+0.0123709j -0.00132259-0.00860463j -0.00997611-0.00602494j -0.00319239-0.00191373j -0.00140688+0.00940892j -0.00755741+0.00536401j -0.00322746-0.00845095j -0.000111716-0.00207218j -0.00545148-0.00414978j 0.000411481-0.00462404j 0.00163804+0.000632373j -0.0035323-0.00314894j 0.00560597-0.00868818j 0.00368004-0.00579426j 0.00349248+0.00305274j -0.00482318+0.00182981j 0.00106254-0.00586678j 0.00142353+0.0012792j -0.00537365-0.00208872j 
