0.181798-0j 0.0597939+0.0131491j 0.0251698+0.0338183j 0.0586514+0.123702j 0.0311041-0.0291535j -0.00128455+0.0278616j 0.0136912+0.102887j -0.00689676+0.053689j -0.00194807-0.00865964j -0.00803156-0.0320697j -0.0156531-0.0241066j 0.0304187-0.0139817j -0.00411601+0.00295396j 0.00300481+0.0692904j -0.0364235-0.00914536j -0.01628-0.00634132j -0.00607746-0.00917576j 0.0175739-0.0197362j 0.010671-0.0148856j 0.0216582+0.0179773j -0.00739045-0.0281322j -0.00362866+0.0119684j 0.0196919-0.00698021j 0.0325816-0.0213924j -0.0324559-0.0193525j -0.00344574+0.000944136j -0.0121466+0.0135907j -0.0021889+0.0120698j -0.0235017+0.017024j 0.00435941-0.0167236j 0.0188505-0.0031123j 0.0120332-0.0278519j -0.00296269+0.0263836j 0.00833823+0.0169861j -0.0322781+0.0383322j 0.0010004-0.0376287j -0.0170677+0.030784j 0.0315582+0.0166126j -0.00887641-0.0154996j 0.0107896-0.0306017j -0.00606501+0.00946275j -0.0309281+0.0269677j 0.010056+0.00162306j 0.00461823-0.00543001j -0.00387887+0.0198468j 0.0245157-0.0227588j -0.0190533+0.0218702j -0.0073538+0.0178831j -0.0320017+0.0109684j -0.00364555-0.0350094j 0.0195959+0.0174173j 0.00504056+0.0187562j 0.0132243-0.00683105j 0.0536841-0.00087884j -0.038009+0.0016312j 0.0120955-0.0246202j 0.000182789+0.0222141j -0.0357791+0.00381071j -0.0353804+0.00685591j 0.0609517-0.0493805j -0.00385709+0.0430875j -0.0395557+0.1424j -0.116176-0.244428j 0.359889+0.0478186j -0.0539429+0.205126j 0.0496585-0.215148j 0.0454005+0.0270813j -0.0213498+0.0190806j 0.21976+0.089494j 
-0.0121466-0.0135907j 0.00456322-0.0348013j -0.00252512-0.00337475j 0.0216858+0.0217225j 0.0138902+0.0371054j 0.00987443+0.0392229j 0.00788763-0.0320432j 0.00949279+0.0454293j -0.011626-0.0509468j -0.0142956-0.00270418j 0.0342792+0.0134388j 0.0706147+0.0068047j -0.00312114-0.0109475j 0.0122712-0.00680753j -0.0168321+0.101338j 0.0313704-0.0084422j 0.000770942+0.037025j 0.011486+0.00690558j 0.00490403-0.0700911j -0.0104813+0.0734774j -0.0582939-0.130297j 0.0442796+0.122759j -0.0318128+0.104427j 0.0209691-0.0175916j -0.0999677+0.0397166j 0.0756985+0.0534115j 0.0415018-1.47105e-15j 0.00327673+0.163042j 0.0353845-0.102795j -0.0860082+0.0719137j -0.143894-0.170564j -0.0224683+0.0272586j -0.0979773+0.0599244j 0.0124494+0.022437j -0.110875+0.104536j 0.0314326+0.0187268j 0.0417885-0.00225513j -0.0223507+0.198771j -0.0762203+0.0655165j 0.0277181-0.0527785j 0.0765454-0.16815j -0.163689-0.0176808j 0.000780642-0.0270977j 0.0164615+0.0316507j 0.0385554-0.0715934j -0.0454933+0.0454574j 0.0028484-0.0449289j 0.0408628-0.114595j 0.0594387+0.0134625j -0.00727007-0.0547271j 0.0289282-0.0592923j 0.087336-0.0244109j 0.0641847-0.0174427j -0.0329616+0.0175325j 0.0328191+0.0220735j 0.090571-0.115996j -0.0601818+0.037514j 0.0457882+0.0630289j -0.0609715-0.0225317j 0.0330708+0.0658377j -0.0468606+0.0521117j -0.0314702+0.0906171j -0.0323575+0.0872831j 0.0254932+0.0300531j -0.0203022-0.0181801j 0.0156469+0.036236j -0.0725859+0.0372337j 0.0198639-0.0101122j -0.0220235+0.0101219j 
-0.0021889-0.0120698j 0.0176039-0.0156018j 0.0226905-0.00202236j -0.00614284-0.0601002j -0.0166224+0.0352554j -0.00088633+0.0440802j 0.0158934-0.0137452j -0.0270992-0.0387976j 0.027337-0.077742j -0.0278281+0.00399354j 0.0195025-0.00165866j 0.00753783+0.0422757j 0.11683+0.0418974j -0.00874169+0.0124518j -0.0366001-0.0316801j -0.0800062+0.0591418j 0.0521584+0.062767j -0.0142241+0.0993852j 0.0837986-0.0163438j 0.12315-0.0323063j -0.0705074-0.00166591j -0.0319098+0.0325403j -0.00909716+0.20319j -0.03096+0.00118618j -0.0596692-0.0439206j -0.0430765-0.0211623j 0.00327673-0.163042j -0.0729835+1.32047e-14j 0.0879232+0.0412137j 0.22164+0.0164236j 0.0738937+0.0520753j 0.0726861+0.0471047j -0.0964598+0.158774j -0.0416209+0.0273293j -0.0980596+0.0359565j 0.0376341+0.00393676j 0.159883+0.0304396j -0.0481351+0.0935037j 0.124599+0.0517501j -0.0030578-0.0823277j -0.0314602-0.0201941j -0.0166258+0.12083j -0.0301275+0.00343716j 0.00487324-0.0407742j -0.096519+0.10951j 0.0640666-0.125083j -0.0610921-0.0176824j 0.0247941+0.0895245j 0.111431+0.0534966j -0.0790924-0.068379j -0.000310614-0.0107413j 0.115765-0.0512671j -0.0796359-0.00478403j -0.0126223-0.0452176j 0.0973684-0.0989663j -0.02645+0.0844781j -0.0521923-0.147595j -0.0242158-0.0769219j 0.0702761-0.00748097j 0.0256674-0.0665498j 0.064772-0.0901391j 0.0436546-0.053293j 0.0385308-0.110722j -0.0433725-0.0139463j -0.0211017-0.0384127j -0.0331183-0.000616485j -0.00283782+0.0488607j 0.0385696+0.0100446j -0.000356878-0.0385751j 
-0.0235017-0.017024j -0.0129003-0.0111182j -0.0134384-0.0263147j 0.0227577-0.0205276j -0.0276516+0.048136j 0.0373403-0.0193286j 0.0119235+0.00192149j -0.0447555-0.0978266j -0.0524376+0.0734451j 0.0121681+0.112181j -0.045289-0.0169324j -0.0499354+0.0307426j -0.0268882-0.0184283j 0.024614+0.0599414j 0.031931-0.0711902j 0.0637371-0.0814436j -0.0260787+0.16262j -0.0218175+0.00534346j -0.123962-0.0437792j -0.02845+0.0502049j 0.105751-0.0189165j 0.044473+0.135727j 0.0836542+0.0492328j 0.0137278-0.068601j 0.0519906+0.0721601j 0.0152386-0.0227201j 0.0353845+0.102795j 0.0879232-0.0412137j -0.255601+3.06977e-14j 0.046009-0.0705375j -0.0314414+0.0941809j -0.0105176+0.00309472j -0.0175149-0.155033j 0.0101009+0.0215517j 0.0382952-0.081755j 0.0460883-0.12309j -0.0854974-0.00825017j -0.0332227+0.0531782j -0.0132995+0.173621j 0.0641918+0.0398028j 0.00577481+0.079776j 0.026427+0.0540808j -0.0492111+0.0199577j 0.0330854-0.0659509j 0.0380786+0.00109593j 0.048756+0.0381868j -0.17012-0.0584242j 0.0747667-0.12983j -0.0280395+0.016619j -0.00174169-0.0572466j -0.0388721-0.0102041j 0.058873+0.0195554j 0.0655533+2.54637e-05j 0.0487482+0.0230638j -0.00365841+0.00847063j -0.0366732-0.0228021j 0.0686227+0.039177j -0.0241492+0.000616134j -0.0256226-0.0585823j 0.0707078-0.098827j -0.0244464-0.0740821j 0.0220484+0.0521437j -0.0141135-0.0655447j -0.0817153-0.0658021j -0.0189663+0.0140534j 0.0374292-0.00125811j -0.0161284+0.0419413j -0.0127079-0.0277342j 0.0382982-0.0147562j 
0.00435941+0.0167236j 0.00231895-0.0053404j 0.0317945-0.0122155j 0.0138959+0.0213751j 0.00180126+0.0331485j 0.0354075+0.00933175j 0.0146251-0.000274459j -0.00983843+0.0116936j -0.0474573-0.024708j 0.00951105-0.0203644j -0.0307758+0.101231j -0.0122739-0.0317323j -0.0120562+0.0581314j -0.000106328-0.0309273j 0.109422+0.00734079j 0.0735476+0.0574976j 0.0407483-0.00900837j 0.0388094+0.0432985j 0.049804-0.0395663j -0.117897+0.0571854j -0.00655797-0.0739166j -0.00136668-0.051918j -0.0124216+0.041384j 0.117368-0.0404207j -0.1466-0.0229406j 0.119766+0.0345576j -0.0860082-0.0719137j 0.22164-0.0164236j 0.046009+0.0705375j 0.234857+1.36002e-15j -0.153908+0.0992596j 0.037902-0.0719667j 0.0153815+0.0382942j -0.0590252+0.0449213j 0.0924254-0.0948604j -0.143899+0.119536j 0.0849396+0.0878658j 0.0738786-0.0484942j -0.00588506+0.118672j 0.0656536-0.0455251j -0.0242504-0.032932j -0.0624499+0.107789j -0.000763965+0.0558006j 0.0280916-0.022696j -0.0927264+0.00916264j 0.023102+0.0765638j 0.0165824-0.0592181j -0.0230347+0.0013853j -0.00972639+0.0184431j -0.0379273-0.0373071j 0.0300382+0.05537j 0.0382158+0.00785949j -0.0679042+0.054621j 0.0835532-0.0427513j -0.0553031+0.0905352j -0.00994065+0.0899653j -0.0165559+0.00600433j -0.0343268-0.00163017j -0.0290086+0.0243839j 0.0197009-0.0287275j -0.0688115+0.00979568j 0.0661048-0.0159833j -0.00476181-0.0406141j -0.0226685+0.0354237j -0.0351115-0.0192062j 0.0100806+0.0216485j -0.0250001+0.0558567j -0.00621196-0.00209715j -0.0165947-0.012319j 
0.0188505+0.0031123j -0.0107182-0.00310075j 0.00150973+0.00549642j -0.0126357+0.00104099j 0.00956515+0.00166267j 0.0154967+0.0776951j 0.00184707+0.0143427j -0.0139751+0.0547534j -0.000398672-0.0325639j -0.0169687+0.0505298j 0.0582743-0.0209357j -0.0159872+0.0331475j -0.0378475+0.0577501j -0.0174726+0.0688843j 0.116322-0.0309472j 0.00471437-0.00198024j 0.0224336+0.0995904j 0.0395505-0.121344j -0.0139113-0.0798284j -0.0331106-0.0234469j 0.050699+0.00617951j -0.0545191+0.068359j 0.00195383-0.036903j 0.0293151-0.0753833j -0.0686437+0.0105776j 0.116595+0.00244666j -0.143894+0.170564j 0.0738937-0.0520753j -0.0314414-0.0941809j -0.153908-0.0992596j 0.136617-3.34823e-15j -0.109653-0.0172047j 0.107151-0.078666j 0.0808471+0.0557191j -0.084236+0.0978733j -0.171548-0.0268928j -0.059323+0.000269271j 0.0080195-0.0611627j -0.0160852-0.0760318j -0.118632+0.138218j 0.0972946-0.131973j 0.0968817-0.0186249j -0.0617775+0.0243394j 0.0313588+0.169175j -0.0617317-0.100905j -0.113957+0.0640157j 0.020231-0.0429655j -0.0477132+0.0923958j 0.0236588-0.0293702j 0.0364725-0.119989j -0.0192856+0.143307j -0.0578645-0.0326265j -0.0895397+0.0341545j 0.12131+0.033222j 0.11521+0.0639602j 0.0203905+0.0990776j 0.0041314-0.115323j 0.050189-0.00072825j 0.0646399+0.0392933j 0.00448197-0.0238425j 0.0211213-0.112166j -0.00709388-0.0135023j 0.0245454+0.0233045j -0.025672-0.0109259j -0.029242-0.0244168j -0.0076922+0.0179723j -0.00965864-0.027404j -0.0143939-0.00111003j -0.00209748+0.0107665j 
0.0120332+0.0278519j 0.00211393+0.000182537j -0.00989778+0.00178534j -0.0376394+0.0203109j 0.00363337-0.0124919j 0.014607-0.0529826j -0.0296043+0.0490226j 0.00751092+0.0298007j -0.0102881-0.0675293j -0.0728428-0.0810065j -0.0284157-0.0169678j 0.116233-0.0135405j 0.0129611+0.0723457j 0.0699615-0.0367515j 0.0555578+0.0434005j -0.0612418+0.0822747j 0.0799544+0.0521282j 0.0346005-0.0261436j -0.0272261-0.0521021j 0.0255095-0.0400357j -0.0319034+0.0429675j 0.0340135+0.0408934j 0.0731848-0.0719141j -0.0866353+0.0301508j 0.0717235+0.00269687j -0.0699698+0.0262985j -0.0224683-0.0272586j 0.0726861-0.0471047j -0.0105176-0.00309472j 0.037902+0.0719667j -0.109653+0.0172047j 0.164458-6.32133e-15j 0.0849401+0.134361j 0.132045-0.00384908j 0.191152+0.107205j 0.129997+0.0156501j -0.096651-0.0108092j 0.134525-0.038531j 0.0836213-0.0189495j -0.0805469+0.0851222j -0.0739107-0.116198j -0.00792669+0.0179456j -0.0235936+0.0177312j 0.0721175+0.0348832j 0.0115783+0.00360786j -0.0188244-0.027564j 0.04829-0.0383335j -0.0244717+0.124693j -0.00189595-0.029254j 0.00691539+0.0446625j 0.0403224-0.0392795j 0.00570391-0.064198j 0.0316749+0.0161915j 0.0720487+0.0299888j -0.0134821+0.0228406j 0.0240795+3.76253e-05j 0.0444042+0.100432j -0.0585948+0.100148j -0.0368954-0.0504524j -0.0464835+0.0306221j -0.040642+0.0588841j 0.0449637-0.00217549j -0.0213238+0.0180759j 0.0758528+0.0599428j 0.0388359-0.0443172j 0.026987-0.00867017j -0.0052943-0.0219911j -0.0312541+0.0219557j -0.019652+0.0171445j 
-0.00296269-0.0263836j 0.0215295-0.0145018j -0.000895473+0.0433414j 0.0112141-0.0261395j 0.0405496-0.00335635j -0.0196629-0.065602j 0.0120294-0.02237j -0.016942-0.0977063j 0.0244908+0.116623j 0.050032-0.00691045j -0.0571636-0.0182273j -0.0769285+0.0471592j 0.0486082-0.102173j 0.0304096+0.00852262j 0.00264586-0.0302026j -0.0433945+0.0386473j -0.00699341+0.0125287j -0.0299928-0.0417003j -0.0904501-0.00106471j -0.0112356+0.0446017j -0.00276-0.0350343j 0.0515741-0.00288263j 0.0367139+0.021103j 0.028043+0.00364804j -0.0804385+0.0937131j 0.0773425+0.015291j -0.0979773-0.0599244j -0.0964598-0.158774j -0.0175149+0.155033j 0.0153815-0.0382942j 0.107151+0.078666j 0.0849401-0.134361j -0.155511-8.63198e-15j 0.0633721+0.0306238j -0.0268763-0.111701j 0.0784624-0.10323j 0.0315725+0.0182292j -0.0534498+0.0746036j 0.00503345+0.0435267j -0.0627475+0.0602106j -0.0587172-0.0831578j -0.0443856+0.0758763j -0.071128+0.0786473j -0.0476684-0.0668913j -0.0728026-0.0729948j -0.026471-0.00840314j -0.0210695+0.064927j 0.0162071-0.0497482j -0.0280775-0.00191959j -0.0813842-0.0551481j 0.0406533-0.0735916j -0.0455982-0.0757636j 0.0508589-0.00418067j -0.074836+0.0160469j 0.028076-0.0232456j 0.00990308-0.071714j -0.00890685-0.00287307j 0.0274681+0.0168766j 0.0318908-0.0333939j -0.00130481+0.0820293j 0.00402787+0.0813573j -0.0511508+0.0278817j 0.0124826+0.0434387j 0.0569319+0.0279981j -0.0132065+0.0221947j -0.0484187+0.0427755j -0.0114403-1.81855e-05j 0.0415476+0.000203879j -0.00151571-0.0280054j 
0.00833823-0.0169861j -0.00423775+0.000623539j 0.0220686+0.0265579j -0.0209245-0.0669317j -0.0279039-0.0142426j 0.0358939+0.0262905j 0.0323899-0.000479165j -0.0240671-0.0154692j -0.0552954+0.0262062j -0.0346455+0.00874029j 0.0158258-0.0125313j -0.0111965+0.0959116j 0.129747+0.0801144j -0.0435085-0.0220066j 0.0844484+0.173902j 0.0993685+0.0504077j 0.00465145+0.091804j -0.0598616+0.0057026j 0.0773109+0.0552836j 0.0232882+0.0265224j 0.030775+0.0802598j -0.0608377-0.0217317j -0.0562636+0.0232043j -0.00231036+0.00986251j 0.0334552+0.092878j 0.0185571-0.0106252j 0.0124494-0.022437j -0.0416209-0.0273293j 0.0101009-0.0215517j -0.0590252-0.0449213j 0.0808471-0.0557191j 0.132045+0.00384908j 0.0633721-0.0306238j 0.091251-6.55725e-16j 0.0279181-0.017938j 0.0781418-0.0582597j -0.0848326-0.00372907j -0.0297022-0.0757693j 0.0860064+0.0326002j -0.0288152+0.0279986j 0.0661702-0.107627j 0.0213672-0.0440751j 0.0635044-0.00222248j -0.118065-0.0516635j -0.00546754-0.00552045j -0.105126+0.0318139j -0.0127604-0.12788j -0.0190454+0.0115653j -0.111509+0.118924j -0.112949+0.0119603j 0.0921154-0.0095064j 0.0175971-0.0754632j 0.0413597+0.0167598j 0.0423566-0.0294926j 0.0141626-0.00304689j -0.0242269-0.0330107j -0.0260329+0.0349646j -0.00276886-0.0307298j 0.081874+0.0453078j 0.0339492+0.00874251j 0.0818613+0.0214686j -0.0246714-0.0697665j 0.0273483-0.00129853j -0.0143415-0.00917957j -0.0752475+0.00886179j -0.0379708+0.0867951j -0.00230649+0.0319568j 0.0347753-0.00627248j 0.00996809-0.0271393j 
-0.0322781-0.0383322j 0.00322284-0.0206513j -0.0323059-0.0055752j 0.0205081-0.00538082j 0.0211081+0.0123953j -0.0407725+0.0570323j 0.0357508-0.0459975j 0.0337873+0.0317558j -0.0210694+0.0942005j 0.00851694-0.0901548j -0.0204082-0.123828j -0.0262398-0.016303j 0.00250869+0.0206544j -0.0447844-0.0457997j 0.0650327-0.017226j -0.029402+0.0749894j 0.0132854-0.0714253j -0.0280945-0.0580683j 0.0118195-0.00620457j -0.100952+0.0929316j 0.0332148+0.0727415j 0.0621766+0.0223402j 0.0811716-0.0206651j 0.0156983+0.154312j 0.0645929-0.0656099j -0.0266982-0.0368503j -0.110875-0.104536j -0.0980596-0.0359565j 0.0382952+0.081755j 0.0924254+0.0948604j -0.084236-0.0978733j 0.191152-0.107205j -0.0268763+0.111701j 0.0279181+0.017938j 0.116566-3.46598e-15j 0.0242105-0.0559083j 0.0387759-0.0378246j 0.0983563+0.0736939j -0.0735149+0.0473639j 0.0657655+0.0220026j 0.0537992+0.0753667j -0.0703069-0.00182416j -0.0257895-0.0525291j 0.0933496+0.0694605j -0.0712583+0.131832j -0.114669-0.00434395j 0.0591601+0.0167914j -0.0382725+0.0664362j -0.0918067+0.000580613j 0.00446953+0.0383348j -0.0774501-0.00886212j 0.0499386+0.0210196j 0.0573713-0.0162497j 0.00522029+0.0111288j 0.0879087-0.0440169j 0.0908264-0.0664996j -0.0896462-0.0974178j 0.0709773-0.0360099j -0.0482534+0.0436842j 0.065643-0.000815532j 0.040286-0.0672625j -0.102923+0.0749501j 0.016022+0.040753j -0.00967442-0.0529306j -0.0209+0.0179022j -0.0171782-0.0513425j 0.00786267+0.0035005j 0.0126175-0.0344038j 0.00216023-0.000256792j 
0.0010004+0.0376287j -0.000658045-0.0217438j 0.020337-0.0359917j 0.00563719+0.025142j 0.00713068-0.00334802j 0.0328219-0.00376594j 0.00211016+0.0264862j 0.0436029+0.0363309j -0.0528177+0.108177j -0.0886189-0.0295598j -0.0252379-0.0163039j 0.0604099+0.0998403j -0.00349864+0.107006j 0.0414435+0.007926j -0.0521174+0.110431j -0.0118246-0.155298j 0.179008-0.0531328j 0.0741896+0.0642476j 0.0719251-0.0596186j 0.0796027+0.0269995j 0.0967967-0.19345j 0.0661378-0.0147539j -0.208096-0.0301358j 0.0178327+0.0894137j -0.0243205-0.0159595j 0.00748434+0.0439605j 0.0314326-0.0187268j 0.0376341-0.00393676j 0.0460883+0.12309j -0.143899-0.119536j -0.171548+0.0268928j 0.129997-0.0156501j 0.0784624+0.10323j 0.0781418+0.0582597j 0.0242105+0.0559083j 0.121041-4.6213e-15j 0.0374509-0.0275514j -0.0696426-0.0995783j 0.104254+0.0917539j -0.148585-0.0404139j -0.0674887+0.0278689j 0.0772578-0.0411032j 0.0798249-0.119766j 0.0158715+0.058138j 0.0297386+0.0618752j 0.0907784+0.0025783j 0.0594375+0.0287621j 0.0811236-0.0712037j 0.0449766-0.0133493j -0.0293017+0.0257729j -0.0559631-0.0536635j 0.0272075-0.0298328j 0.0385547+0.0297763j -0.0260725-0.0314992j 0.115665-0.0693786j -0.00195765-0.0279429j 0.0719836+0.0124756j -0.00778084-0.0899911j -0.0902921-0.0130464j 0.0774229-0.0246381j 0.00267033-0.017812j 0.0177354+0.0220295j 0.00889499-0.0694035j -0.066301-0.0257744j 0.033664-0.0637175j 0.0407554-0.0138224j -0.0247396+0.0590878j -0.0239333+0.0281338j -0.0338195+0.0223536j 
-0.0170677-0.030784j -0.00296151+0.0390197j 0.00757366+0.0357568j -0.0172096-0.05841j 0.0160812+0.0228385j -0.0192714-0.0151138j -0.00549601-0.0179668j 0.0409052-0.0184312j 0.0461131-0.111335j 0.0598153+0.0596626j -0.0287-0.0073157j -0.0657003+0.067924j 0.0167258-0.033859j -0.0661809+0.0375331j 0.0230173-0.0507036j -0.122966-0.0207909j 0.16474-0.00399559j 0.167461+0.0131547j -0.104309+0.0751092j -0.0431197-0.202202j 0.01621+0.0146015j -0.0235106-0.0882637j 0.0824109+0.0368765j -0.120858+0.0952984j -0.0948538-0.0932715j -0.109211+0.00505133j 0.0417885+0.00225513j 0.159883-0.0304396j -0.0854974+0.00825017j 0.0849396-0.0878658j -0.059323-0.000269271j -0.096651+0.0108092j 0.0315725-0.0182292j -0.0848326+0.00372907j 0.0387759+0.0378246j 0.0374509+0.0275514j -0.0637106+3.9118e-16j -0.0216991-0.0059396j 0.0450565-0.0890954j 0.0413547-0.0468627j -0.123118-0.0727489j -0.0349175-0.0498288j 0.00760471-0.0417244j 0.0734625+0.147103j -0.00252803+0.0885066j -0.0377648-0.00913951j -0.11192+0.0577072j 0.0227496+0.0324318j 0.0408987+0.000462467j -0.0503232+0.0181884j -0.000329791-0.0051968j -0.0648339+0.0578045j -0.0102112-0.0161844j 0.0310425-0.0327853j 0.00555789+0.00519472j 0.0443598-0.108693j 0.0647277-0.0681625j 0.0397431+0.0543684j 0.0740983-0.0861776j 0.0091301-0.0039076j 0.133545-0.0340299j -0.0345479+0.00538321j 0.0124374+0.0714265j 0.0973447+0.0126846j -0.0424759+0.0359439j -0.0300922+0.029737j 0.0225254-0.0426195j -0.00756487+0.00305173j 0.0338078-0.0537963j 
0.0315582-0.0166126j -0.00430194+0.000718593j -0.0217952+7.18398e-05j 0.000571016+0.000127391j -0.0117137-0.0850447j -0.0700297+0.0432162j -0.00420481+0.0220465j 0.0213478-0.109531j 0.0429294+0.116024j -0.0147879-0.0661956j -0.00387649-0.0735215j -0.0285738-0.0377567j 0.00295998-0.0762315j -0.0308344+0.0501398j 0.0060337-0.0938788j -0.0643729-0.0163237j -0.0558184-0.151085j 0.0480978-0.0332873j 0.0971341-0.0492509j 0.0926178+0.0193576j 0.00967075+0.10427j -0.0693235-0.0556528j 0.00697696+0.0563192j -0.0833112-0.0669846j -0.0543589-0.0979068j 0.0573972+0.109495j -0.0223507-0.198771j -0.0481351-0.0935037j -0.0332227-0.0531782j 0.0738786+0.0484942j 0.0080195+0.0611627j 0.134525+0.038531j -0.0534498-0.0746036j -0.0297022+0.0757693j 0.0983563-0.0736939j -0.0696426+0.0995783j -0.0216991+0.0059396j 0.00539395+2.4182e-15j -0.093905-0.03756j -0.136955-0.0584872j 0.107419-0.0122743j -0.010103-0.0387962j 0.124438-0.00344389j 0.0148824+0.05312j -0.00829891-0.0836542j 0.053071+0.0623005j 0.00936459-0.011397j -0.105117+0.117529j -0.00199137-0.0100711j 0.0557456-0.112247j 0.018958-0.028981j -0.0281761-0.088498j -0.0580361-0.0695216j -0.0812251+0.071325j 0.0867325+0.0067569j -0.0312043+0.00395711j 0.135876-0.0110151j 0.0868948-0.0961833j 0.0479596+0.0142263j -0.0510468+0.049677j -0.0265663+0.0176787j -0.0066185-0.00958691j -0.0225435+0.0800605j -0.0960109-0.0543311j 0.0645652+0.0485935j 0.00629395+0.022973j -0.00735187-0.0522852j 0.0255215+0.0193146j 0.0320559+0.017621j 
-0.00887641+0.0154996j 0.00126734+0.0411571j 0.00997782-0.10304j 0.00733504+0.0836008j 0.00233131-0.0161039j 0.00483671-0.0386202j 0.112434+0.00170897j 0.0206562-0.0920973j 0.0193291-0.0146782j -0.00532053-0.0187311j -0.0562014+0.0138236j -0.0640558-0.0124597j 0.139277+0.0832202j -0.0163578-0.0592214j -0.00383417+0.116831j 0.124911+0.0246487j -0.0341676+0.0515757j -0.048212+0.0817498j -0.008018-0.0247977j -0.0105374+0.0550875j -0.0298372-0.111033j 0.0730048+0.088246j -0.018156-0.00274028j -0.150615-0.0271335j 0.128519+0.0466164j 0.0463194-0.168723j -0.0762203-0.0655165j 0.124599-0.0517501j -0.0132995-0.173621j -0.00588506-0.118672j -0.0160852+0.0760318j 0.0836213+0.0189495j 0.00503345-0.0435267j 0.0860064-0.0326002j -0.0735149-0.0473639j 0.104254-0.0917539j 0.0450565+0.0890954j -0.093905+0.03756j -0.0475759+2.53964e-15j 0.085908-0.0264658j 0.0776145+0.0140046j -0.000239383+0.0180643j -0.0158273+0.0195062j -0.0448847+0.0762278j 0.0453872-0.0443101j 0.0878757-0.0139118j -0.08045-0.0783562j -0.000970353-0.0368528j -0.00748463-0.0325725j 0.0225185+0.00812263j 0.0289045-0.0868268j -0.0283596+0.0221254j -0.0948178-0.0168188j -0.0545231+0.0155677j 0.0337805+0.00644472j 0.163827+0.0535568j 0.034844-0.0839154j -0.0178602-0.0052074j -0.0291871+0.00663583j 0.00906614+0.0246601j -0.0315484+0.0887109j -0.0344976+0.0481661j -0.0519131+0.0985129j -0.00464141+0.0203042j 0.0605698-0.0242289j 0.0220052-0.0498892j 0.063724-0.00500306j -0.0448862+0.0148117j -0.0269846-0.0269581j 
0.0107896+0.0306017j 0.0121841-0.00446565j -0.0155775+0.0139802j 0.00849023-0.0122688j 0.0489688+0.0368721j 0.0783375+0.00305927j 0.0273321+0.0268377j -0.0278079+0.055156j 0.0797955+0.148306j 0.0895595-0.0687441j -0.101871+0.00410935j -0.0960014+0.0272706j -0.0691856-0.0394547j 0.0482722-0.0101766j 0.0785727-0.0669861j 0.0117741+0.0084326j 0.0281599-0.154914j -0.0221967+0.0211046j -0.083768+0.0465224j 0.0140553-0.0417397j 0.0925972+0.100358j -0.0329108-0.0703531j 0.0432904+0.112507j 0.069261-7.81754e-05j 0.0296655-0.145356j -0.0105708+0.0397499j 0.0277181+0.0527785j -0.0030578+0.0823277j 0.0641918-0.0398028j 0.0656536+0.0455251j -0.118632-0.138218j -0.0805469-0.0851222j -0.0627475-0.0602106j -0.0288152-0.0279986j 0.0657655-0.0220026j -0.148585+0.0404139j 0.0413547+0.0468627j -0.136955+0.0584872j 0.085908+0.0264658j -0.163716-7.07767e-16j -0.133186+0.0319165j -0.0264027-0.100941j 0.185353+0.067239j -0.0599295-0.0228138j -0.0558781-0.0757267j 0.0521024-0.0427563j 0.0380792-0.0127072j 0.0578688+0.0530345j -0.0111067-0.0728161j -0.0570477-0.172251j 0.0228038-0.0519598j -0.0360664-0.0667169j 0.0409904+0.0348637j 0.0602838-0.107661j 0.0137575-0.0153019j -0.0320831-0.0405431j 0.0106245-0.00277733j 0.0751104+0.0103013j -0.0869596-0.0138683j 0.0891019+0.00147544j 0.0374128+0.088732j 0.0214754+0.0140767j -0.00131435+0.0395014j 0.0222368+0.0121926j 0.0178111-0.0772424j -0.0360869+0.0293614j -0.00704729+0.00771229j -0.0210077+0.0370013j -0.0523354-0.00657378j 
