-0.0936865-1.04083e-17j 0.0323783-0.0169569j -0.0973933-0.0991662j 0.0789704-0.0311759j 0.0200822+0.0324648j -0.0420061+0.0132565j -0.140754-0.0818542j -0.0148842-0.0532451j -0.0144566-0.0357733j 0.0117087+0.0111046j -0.0703264-0.0187693j -0.0800059-0.0714735j 0.0359779+0.0214143j -0.0824931-0.011795j 0.0105803+0.00927495j -0.015851-0.0175819j -0.0114376-0.0221504j 0.0161532+0.0245179j 0.0159816+0.0041566j 0.00927358-0.0144055j 0.0525702+0.0266747j 0.110132+0.0324369j -0.0554216-0.00922997j -0.0756571+0.0253367j -0.056033-0.014834j -0.000847253-0.0282423j 0.00163842+0.00091182j -0.000386276+0.00895807j 0.021079-0.0112168j 0.0124084-0.000367086j 0.00721744+0.0310266j -0.0187615+0.000588726j -0.0206063-0.00557945j -0.0119894+0.0247855j 0.0162685+0.0245506j -0.0375128-0.0241906j 0.0101102+0.0330941j -0.0153788+0.000594206j -0.000447225-0.0219961j 0.0497529-0.020543j -0.00701246-0.0148871j -0.0162568-0.00953084j -0.0355951+0.0136041j -0.0212172-0.0377947j -0.00648593-0.0186148j 0.0464861-0.00743974j -0.109409-0.00464203j 0.0446371-0.00650363j 0.107619+0.00914452j 0.0665917-0.0241714j -0.00833935+0.0244839j -0.0803259-0.010807j 0.0414745+0.0207806j 0.0411293+0.0398769j 0.00408111-0.0050681j 0.00305216-0.0377962j -0.0806635-0.0204627j -0.00131692-0.0709214j -0.0505423+0.0565718j -0.080869-0.0558783j 0.0619033+0.0361244j 0.0594921+0.0439608j -0.0918276+0.230614j 0.247038+0.181017j 0.467597+0.0083311j -0.0687791-0.169546j 0.20403-0.0455378j 0.000921817-0.124368j 0.0382968+0.0322583j -0.107111+0.0249781j 
-0.000847253+0.0282423j 0.0256483-0.00277734j 0.0208053-0.0139911j -0.0461059-0.0350597j -0.00855181+0.000640973j 0.0356357-0.0555112j 0.0188827+0.00326622j 0.00328074-0.00982322j 0.0478188+0.0373229j -0.0505083-0.0243893j 0.0414518+0.0198881j 0.0289342-8.37645e-05j -0.0506913+0.0774478j 0.0509717-0.00141311j -0.0261417-0.0262498j -0.0350083+0.0984561j 0.0180294+0.0221106j -0.100989+0.0152325j 0.0301398-0.0511903j -0.0105461-0.0198405j 0.00275011-0.0270478j -0.0014506+0.0342301j -0.0458257-0.00446037j 0.146182+0.00111916j 0.0258952+0.0509967j 0.126837-3.60822e-16j 0.0284579-0.000393858j -0.057973-0.111527j 0.0474237-0.044614j 0.0705116-0.0305676j -0.0961832+0.0254271j -0.108866-0.0563277j 0.15208+0.0218776j 0.0347545-0.0917389j -0.0358873+0.0836222j -0.196508-0.0477061j -0.0521485-0.00720277j 0.213502+0.0102949j 0.0233709-0.124152j -0.0724024+0.125926j 0.0101103+0.118884j -0.0456319-0.0279135j 0.122039+0.0337414j -0.079451+0.0532902j -0.114045-0.255808j -0.0174569+0.0674324j -0.106096-0.147468j -0.164332-0.116557j -0.0524128-0.0257365j -0.0533083-0.0552799j -0.130914-0.0228541j 0.0841597+0.0784925j -0.0555617+0.0354594j -0.0924033+0.0220899j -0.12973-0.0454711j -0.0166656+0.0278453j 0.0770138-0.0462365j 0.0094748-0.0320851j 0.0345781+0.152696j 0.0649016+0.0669356j -0.107953-0.0386599j 0.00778778+0.0107765j 0.0301457+0.00258432j -0.0771125+0.0178138j -0.0184239-0.0183934j 0.0416558-0.0172165j -0.038427-0.00957996j 0.00735581-0.0194785j -0.0323521+0.0111817j -0.00648593-0.0186148j 
0.00163842-0.00091182j 0.0274686+0.0203667j 0.0159272+0.00138472j -0.0317424+0.0307004j -0.0225253+0.0436009j -0.00832875-0.0120544j 0.0357305-0.0250915j -0.0264207-0.0417867j 0.00440148+0.0413104j -0.0269891+0.0184308j -0.00294805+0.00112233j -0.00896093-0.0175304j -0.0740636+0.0312216j 0.0334758+0.0099674j -0.00921034-0.0852818j -0.0586848+0.0479645j 0.0484291+0.0128463j -0.0299648+0.0289083j 0.0547766+0.042756j -0.0558623+0.0112128j -0.0766966-0.0296549j -0.0288227+0.0653354j -0.0303377-0.00609818j -0.0150363+0.0301877j 0.0397929-0.0334894j 0.0284579+0.000393858j 0.00925666-7.09849e-15j -0.067068+0.106755j -0.109425+0.0231411j 0.068465-0.0772122j 0.131103+0.0358479j -0.0126689-0.0783995j 0.0437606-0.00683325j -0.00189769+0.0193696j 0.000193679-0.0806349j 0.0432032-0.00876198j 0.00776943-0.103452j -0.115755+0.0804565j -0.0187068+0.103824j 0.116968+0.0293055j -0.0759597+0.0882482j 0.0219366+0.0553354j 0.0944407-0.132951j -0.167109-0.106289j -0.079451+0.0532902j -0.0206144+0.0120008j 0.108231-0.0259096j -0.00996816-0.0344371j -0.0956647+0.0650583j 0.140418+0.0124127j 0.0532273-0.00313375j 0.00464142-0.149477j 0.0315499+0.0409518j 0.0391527+0.0177893j -0.114911+0.00443618j -0.0789638-0.0269232j -0.00117339+0.19342j 0.068316-0.0259724j 0.0786069+0.0792455j -0.0432183+0.0892665j -0.0844862-0.0257672j -0.0198673+0.107558j 0.0283852+0.0313997j 0.00367773+0.0132633j 0.0453649-0.0460353j 0.0153878-0.0107689j -0.0123573-0.0483135j -0.00626479+0.0249094j 0.00842208-0.0112251j -0.0212172-0.0377947j 
-0.000386276-0.00895807j 0.00285789+0.0207723j -0.0154906+0.0272597j 0.0173202-0.0295758j 0.00318988-0.0117617j -0.0126881+0.0282428j -0.00314328+0.0221951j 0.0205583-0.0515056j -0.00815503+0.0170881j 0.0364535+0.0533742j 0.059449-0.0530066j -0.0372077-0.0339737j 0.0609352+0.0256477j -0.000545608-0.0811158j 0.0466449-0.00359027j 0.0780903-0.0633305j 0.018121-0.0621363j 0.0142698+0.0490315j -0.0342958+0.00889915j 0.0170624+0.0019971j 0.0129349-0.0243924j 0.0789966+0.00476295j -0.09129+0.0159923j 0.0939116-0.0573897j -0.135237-0.00183235j -0.057973+0.111527j -0.067068-0.106755j -0.0847588-3.48332e-15j 0.0770502+0.028207j 0.0981725-0.0132283j -0.0221851-0.0343953j -0.0395875-0.10857j 0.0315093+0.0626467j -0.0280384+0.0309903j -0.0583772-0.0300646j -0.190636+0.0915194j -0.0860221+0.0533808j 0.0464117+0.0107612j -0.0218441-0.114005j -0.0942328+0.0273147j -0.12759+0.0304708j -0.0390935+0.0912295j -0.0503931-0.0193661j -0.0944407+0.132951j -0.122039-0.0337414j -0.0905346+0.040105j 0.139023-0.0259565j -0.12716+0.14909j 0.09186+0.0176391j -0.034085+0.0965686j 0.0936692-0.0196884j 0.135505-0.0561497j -0.0747491+0.0884772j 0.000351209-0.0748206j -0.0465302-0.0468427j -0.0285767+0.0122973j -0.0152755+0.0605513j -0.0172273+0.118477j -0.0483377-0.063378j 0.0209716+0.0468822j 0.0651036-0.0258603j -0.0825618-0.144116j 0.0541409+0.0299455j 0.036252-0.0527104j -0.0595189+0.0151139j -0.0492169+0.0270546j 0.0429792+0.0107501j 0.00864768+0.0390629j 0.00549372+0.0063884j 0.0355951-0.0136041j 
0.021079+0.0112168j -0.028302-0.0259093j -0.0126235+0.00635758j 0.0513852-0.0469552j 0.0403738-0.0202417j -0.0348265-0.0357572j -0.0624952-0.007406j 0.0144231-0.0243575j 0.00732477-0.00145182j -0.0151167-0.0577491j -0.0258698+0.0185634j -0.0475697+0.0730832j 0.0275509+0.011001j -0.0423649-0.0624018j -0.0251271+0.0176465j 0.0163652-0.0171805j -0.0347551+0.0179603j -0.125668-0.00678864j -0.0225343+0.0249879j 0.0253935+0.0265416j -0.099365-0.012268j 0.0538576+0.0021522j -0.08234+0.0228243j -0.00154597+0.0142863j 0.0121523-0.00411893j 0.0474237+0.044614j -0.109425-0.0231411j 0.0770502-0.028207j 0.0985363+3.9994e-15j 0.0994935+0.112268j 0.0867826-0.049388j -0.00242563+0.0205509j -0.0194482-0.0768222j -0.0710535-0.178932j 0.0962077-0.0694682j -0.101813+0.0943828j 0.00153611+0.00836165j -0.008288-0.0440172j 0.0962952+0.0331361j 0.00979968-0.119003j -0.0622909-0.00236487j -0.216507-0.0140027j -0.0390935+0.0912295j -0.0219366-0.0553354j 0.0456319+0.0279135j -0.123544+0.134637j -0.076724+0.0508559j 0.130564+0.0144579j 0.00649648+0.0726277j -0.0785817+0.073687j 0.117508+0.0632458j 0.132083+0.111823j 0.00362525-0.0829757j -0.0193961+0.197683j -0.0769303-0.203331j 0.0142096-0.167536j 0.0515239+0.0482166j -0.078218+0.0171739j -0.0608915+0.0351292j -0.0268554-0.0379613j -0.0110676+0.0491486j 0.0122027-0.070348j 0.0234351+0.00420919j 0.0269678+0.0102421j -0.00839948+0.00917743j 0.0185468+0.00107256j 0.0818504+0.000499898j 0.032108-0.0453472j 0.00169793+0.0173164j 0.0162568+0.00953084j 
0.0124084+0.000367086j 0.0066433+0.0048794j 0.0208337+0.0138052j -0.00643146+0.0099117j -0.00383516+0.029407j 0.0231092-0.0404651j 0.0251601-0.0235324j -0.0182812-0.0120963j 0.023197-0.0075863j -0.0439764-0.0512464j 0.0334805-0.0324625j 0.0240332-0.00606503j -0.0263546+0.0543981j 0.0425589-0.0431526j -0.0465493-0.0098022j 0.0159069+0.0245992j 0.0469879+0.0444994j -0.0317297-0.0461567j 0.0224155+0.0921622j -0.0242567+0.00777507j -0.0374783-0.10457j -0.0299054-0.00536128j 0.0353079-0.0475725j 0.0459189-0.00707283j 0.0397795-0.0249956j 0.0705116+0.0305676j 0.068465+0.0772122j 0.0981725+0.0132283j 0.0994935-0.112268j 0.0324054-1.01585e-14j -0.0223397+0.111767j -0.0250507-0.0359314j -0.0758855+0.175272j 0.0312806-0.0201687j -0.0582132-0.0306344j 0.0804236+0.0414875j 0.0872693+0.00970204j -0.0310925-0.0958666j 0.0590767+0.000393393j 0.0272991+0.0305051j -0.464521-0.11977j 0.0622909+0.00236487j 0.12759-0.0304708j -0.0759597+0.0882482j 0.0101103+0.118884j -0.174105-0.144365j 0.0268654+0.0900684j -0.00931793+0.0844269j 0.0801822-0.0339853j -0.0932476+0.0493058j -0.13112+0.0271863j 0.0529042-0.00949463j -0.0329742+0.0199489j 0.0623692-0.114744j 0.0675569-0.0596412j -0.00909-0.0775511j -0.0895588+0.0186839j -0.00381242+0.0236948j 0.00208623-0.00996496j -0.00156423+0.0531241j -0.059509+0.0114469j -0.00927635+0.0541323j 0.0048999+0.014693j -0.0111488+0.00311931j 0.0125511-0.0136061j 0.0274769+0.00604376j 0.0152785-0.0215167j -0.00169245+0.026224j 0.00804813+0.000607189j -0.00701246-0.0148871j 
0.00721744-0.0310266j -0.0122875+0.0252202j -0.0224718-0.0191115j 0.0785338-0.0500124j 0.0100388-0.00541745j -0.0300276-0.0452836j -0.0937801-0.0193135j 0.00138402-0.048226j -0.0755053+0.0384023j 0.00156518+0.0248984j -0.0185481+0.0252042j -0.0752873-0.012722j 0.0146627+0.0296372j -0.171468-0.0260177j -0.00742062-0.0632058j -0.0222416-0.0364219j -0.0775789+0.0312226j 0.00102371+0.0238542j -0.00210778+0.0313869j 0.0653553-0.0212614j 0.0749673+0.0115458j 0.0968355+0.00364459j 0.0257981-0.0799977j -0.0776362+0.0353353j -0.116874+0.0240255j -0.0961832-0.0254271j 0.131103-0.0358479j -0.0221851+0.0343953j 0.0867826+0.049388j -0.0223397-0.111767j 0.2661-5.45397e-15j -0.125831-0.126757j -0.00852105+0.0615038j 0.11658+0.0572707j -0.0474957-0.036319j 0.0381194+0.0788165j -0.0480729+0.0962304j -0.118261-0.182243j 0.0152292-0.0856037j -0.128132-0.0556239j 0.0272991+0.0305051j -0.00979968+0.119003j 0.0942328-0.0273147j 0.116968+0.0293055j -0.0724024+0.125926j 0.0525994+0.130548j -0.176228-0.00265342j 0.0910543+0.15633j -0.0819071+0.0456019j -0.106297-0.0746387j 0.0349893-0.0498142j -0.088635+0.0805624j -0.0142269+0.0254298j -0.0573901-0.132275j -0.0465598-0.0474603j 0.139444-0.059946j -0.125839-0.0340755j -0.0963374-0.00516058j 0.0985848-0.00402044j 0.0153478+0.0672737j 0.0348208+0.0735119j 0.100462-0.0172508j 0.0359534+0.0338649j 0.0551958+0.0365414j -0.0296739+0.00634518j 0.0388772+0.00461537j 0.109668-0.0252561j 0.0439901+0.0202265j 0.0512417-0.0267135j 0.0497529-0.020543j 
-0.0187615-0.000588726j 0.0322594+0.0458693j 0.0153485+0.00546424j -0.0828569+0.00695237j -0.0430369+0.0271075j 0.0573788-0.0573469j 0.124-0.0116947j -0.0203557-0.0222405j -0.0202934+0.0197892j -0.0914444-0.0288192j 0.0797357+0.0307709j 0.086068+0.0742405j -0.0752149-0.0300963j 0.0616986-0.0256298j 0.077775-0.0688449j 0.00753802-0.0454293j -0.0181791+0.0430716j 0.0143038-0.0346913j 0.0129172+0.0493708j -0.046924+0.0109694j 0.0350777+0.0319516j -0.13955-0.07879j 0.0342678+0.0111633j 0.0431157-0.00224519j 0.0109271-0.0025208j -0.108866+0.0563277j -0.0126689+0.0783995j -0.0395875+0.10857j -0.00242563-0.0205509j -0.0250507+0.0359314j -0.125831+0.126757j -0.121879-1.56206e-12j 0.121823-0.0653003j -0.086502+0.103044j -0.098942+0.0424892j 0.133999+0.0417632j -0.0160063+0.0223747j 0.0645741+0.00982235j -0.207518-0.210565j 0.0152292-0.0856037j 0.0590767+0.000393393j -0.0962952-0.0331361j 0.0218441+0.114005j -0.0187068+0.103824j 0.0233709-0.124152j -0.0284487-0.0728071j 0.0313164+0.155973j -0.0725925-0.117189j -0.0743161+0.100819j -0.138415+0.0428436j 0.0507844+0.0697933j -0.00730148-0.129543j -0.030767-0.104059j 0.0570598+0.0173846j 0.0247338-0.0136453j -0.00787538+0.068837j 0.0809696-0.0222914j -0.00257167+0.031079j 0.114333-0.083802j 0.0868312+0.0184707j -0.0281231+0.0918528j 0.0209753+0.0716353j -0.00381817-0.0167021j -0.153196+0.0768675j -0.0611753-0.0412386j -0.00632434-0.0260685j -0.0840008-0.00125532j -0.0173125+0.0245286j -0.0210624+0.00442643j -0.000447225-0.0219961j 
-0.0206063+0.00557945j 0.0422019+0.0229324j -0.0201044+0.0104449j -0.0768124-0.0173557j -0.0516976-0.0241522j 0.052074-0.0748071j 0.102374+0.0886966j -0.0258124-0.028205j 0.012147+0.0863527j -0.0166066-0.000859596j 0.116988+0.0664686j 0.0858301+0.0147576j -0.0138697-0.0195947j 0.0864537-0.0440433j 0.115636-0.0199181j -0.0389912-0.0596697j 0.0692063-0.0381901j -0.0342138+0.0801144j -0.000536906-0.0774666j -0.00199865-0.0647215j -0.182589+0.0399828j -0.057573+0.0439378j -0.040013-0.0110405j 0.0260271-0.0868955j -0.0115294+0.0184876j 0.15208-0.0218776j 0.0437606+0.00683325j 0.0315093-0.0626467j -0.0194482+0.0768222j -0.0758855-0.175272j -0.00852105-0.0615038j 0.121823+0.0653003j -0.151352-6.29358e-15j 0.0892846+0.0344734j -0.030431-0.16912j 0.0712025-0.046102j -0.0572137-0.0954689j 0.103429-0.0847352j 0.0645741+0.00982235j -0.118261-0.182243j -0.0310925-0.0958666j 0.008288+0.0440172j -0.0464117-0.0107612j -0.115755+0.0804565j 0.213502+0.0102949j 0.00742393+0.112917j 0.149122+0.0988612j -0.0968733+0.00407533j -0.0603617+0.0158185j -0.00431845-0.0900152j 0.102832+0.106692j -0.02043-0.0125969j -0.0599897-0.0755643j 0.0547211+0.0066855j -0.0345718-0.0465902j -0.00998474+0.142123j 0.0862673-0.0283941j 0.0247091-0.0157194j 0.0499513-0.0194321j 0.0500202+0.0463938j -0.10432-0.0264491j 0.0511341-0.0391468j 0.0319734-0.000938695j -0.165073+0.0872316j -0.0818457-0.0274794j -0.0135208+0.0150613j -0.0662641+0.0140783j 0.0320257-0.000960071j -0.0516473+0.0184083j -0.0153788+0.000594206j 
-0.0119894-0.0247855j -0.0157621-0.00800912j -0.0336189+0.0270274j 0.0631334-0.0139788j -0.00456787-0.0613941j -0.0368527-0.0131942j -0.0451338+0.0760048j -0.027013-0.0285733j 0.0352289+0.0623966j 0.00305771+0.0281356j 0.0126516-0.0241956j -0.00690487+0.00852436j 0.0128343+0.0481875j 0.00285607-0.0320473j -0.0873464-0.00176543j 0.0343559-0.0395569j -0.00254619+0.0691307j 0.0896696+0.0174331j -0.023647-0.119413j 0.054391-0.0162307j -0.104398+0.0104455j 0.153223+0.0015171j 0.0120946+0.023306j -0.0115613-0.00025102j 0.00690307-0.0464187j 0.0347545+0.0917389j -0.00189769-0.0193696j -0.0280384-0.0309903j -0.0710535+0.178932j 0.0312806+0.0201687j 0.11658-0.0572707j -0.086502-0.103044j 0.0892846-0.0344734j 0.202918-8.73607e-15j 0.0349329-0.107837j -0.0793135-0.0190151j 0.170702-0.0753015j -0.0572137-0.0954689j -0.0160063+0.0223747j -0.0480729+0.0962304j 0.0872693+0.00970204j -0.00153611-0.00836165j 0.0860221-0.0533808j 0.00776943-0.103452j -0.0521485-0.00720277j -0.0348142+0.0741412j -0.0052656-0.033688j 0.0609669-0.0831675j 0.0246104-0.0454414j -0.041129-0.00669948j -0.079653-0.00866065j 0.00388039+0.0144854j 0.104988+0.00985286j -0.000427485-0.0131262j 0.182964+0.0350762j -0.0564303+0.00472046j 0.0205278-0.0834842j -6.7667e-05-0.0530683j -0.0195104-0.0213134j -0.0204234+0.0313764j -0.0344512-0.043273j -0.00686128+0.00904951j 0.0570214-0.010758j -0.00198209+0.0664396j 0.00794017+0.00479275j -0.0301437+0.0553643j 0.0619505-0.0266928j 0.043372+0.000499708j 0.00568149-0.00165615j 0.0101102+0.0330941j 
-0.0236314+0.0176874j -0.00646377-0.016412j -0.00787451+0.041631j 0.0203194-0.00785298j -0.0587611+0.000118741j -0.018438+0.0187902j 0.0853719-0.0151864j 0.00891469+0.0389576j 0.0210985-0.0157613j 0.0447308+0.0430608j 0.0491023+0.047982j -0.0213313-0.000254539j -0.0294163-0.00620577j -0.0387625-0.0775932j 0.0550364+0.0949526j -0.00394058-0.054283j 0.00630435-0.00515211j 0.0562604+0.0355446j -0.0954591+0.107704j 0.0164543+0.0058844j -0.00285441+0.131386j 0.0190705+0.0221543j -0.0273863+0.0276791j -0.144523-0.011992j 0.0938995+0.0275672j 0.00541135+0.0908383j 0.0269611-0.0759919j 0.0648211-0.00889929j -0.0674172-0.0979122j 0.0652518-0.00934571j 0.0570122-0.0183665j 0.0791371+0.0732227j 0.0855568-0.148989j 0.00318882-0.113297j 0.0909087+0.0323179j 0.00993052-0.058692j 0.0349329-0.107837j -0.030431-0.16912j -0.098942+0.0424892j -0.0474957-0.036319j -0.0582132-0.0306344j -0.0962077+0.0694682j 0.0583772+0.0300646j 0.000193679-0.0806349j -0.0358873+0.0836222j 0.0976544+0.0055032j 0.140186+0.0372703j -0.0164112-0.0353373j -0.0258571+0.0143025j -0.0415608+0.124644j -0.017381+0.000189939j 0.0538091+0.133482j -0.0649171+0.0145066j 0.00412243+0.00701489j 0.0220521-0.0498058j 0.083638-0.0710291j 0.0626266-0.0599234j -0.0296859-0.00407104j 0.020267+0.00691132j -0.0622357+0.0287214j -0.0566775+0.0255437j 0.0145559+0.0219105j 0.021463-0.0337076j 0.0750644+0.0429793j -0.0111655-0.0239126j 0.0552177+0.0198164j -0.0167435-0.0142685j 0.00650742-0.041852j -0.0117073+0.013303j 0.0162685+0.0245506j 
-0.037482+0.024158j 0.0675748+0.0217684j 0.0363299+0.00996739j -0.161711+0.0036258j -0.0618605+0.00937912j 0.0729618-0.00171556j 0.160421+0.029791j 0.0121639-0.00245887j 0.0177549-0.0110923j -0.052971-0.0136305j 0.085482+0.0033349j 0.056331+0.0183744j -0.0644411-0.0357789j 0.0525439-0.0872431j 0.0674295-0.0386889j 0.0710382+0.0117429j 0.0502618+0.0385169j -0.000385232+0.0522976j 0.0403703+0.0242241j 0.0801163-0.101743j -0.0878669+0.0308485j -0.311563+0.0529084j -0.0496298-0.054117j 0.022145-0.0148234j 0.0393732-0.0375978j -0.19654+0.0475713j 0.0431826+0.00888301j -0.190731-0.0914893j -0.101687-0.0942534j 0.0803282-0.0414566j 0.0380386-0.0787743j 0.133862-0.0418526j 0.0711129+0.0463478j -0.0792889+0.019186j 0.00993052-0.058692j -0.188287+9.06805e-05j -0.0793135-0.0190151j 0.0712025-0.046102j 0.133999+0.0417632j 0.0381194+0.0788165j 0.0804236+0.0414875j 0.101813-0.0943828j 0.190636-0.0915194j 0.0432032-0.00876198j -0.196508-0.0477061j -0.0395212-0.0375807j 0.021925+0.0148039j 0.0496637-0.0540683j -0.311528-0.0529365j -0.0878369-0.0310463j 0.0801424+0.101738j 0.040255-0.0244105j -0.000291601-0.0523363j -0.0502698+0.0385075j 0.0710181-0.0116625j -0.0675367-0.0385607j 0.0524656+0.0873493j 0.0644868-0.0357806j 0.0562988-0.0183795j 0.0855681-0.00339417j -0.0528926+0.0135775j -0.0177824-0.0111214j -0.0121874-0.00240273j -0.160545+0.0297461j -0.0729389-0.00168256j -0.0619486-0.00939453j -0.161683-0.0036087j -0.0363288+0.0100319j -0.0675608+0.0217455j -0.0375128-0.0241906j 
0.0101102-0.0330941j -0.00568149-0.00165615j -0.043372+0.000499708j 0.0619505+0.0266928j -0.0301437-0.0553643j -0.00794017+0.00479275j 0.00198209+0.0664396j -0.0570214-0.010758j 0.00686128+0.00904951j -0.0344512+0.043273j -0.0204234-0.0313764j -0.0195104+0.0213134j 6.7667e-05-0.0530683j 0.0205278+0.0834842j 0.0564303+0.00472046j 0.182964-0.0350762j 0.000427485-0.0131262j 0.104988-0.00985286j 0.00388039-0.0144854j -0.079653+0.00866065j -0.041129+0.00669948j 0.0246104+0.0454414j -0.0609669-0.0831675j -0.0052656+0.033688j 0.0348142+0.0741412j -0.0521485+0.00720277j 0.00776943+0.103452j -0.0860221-0.0533808j 0.00153611-0.00836165j 0.0872693-0.00970204j -0.0480729-0.0962304j -0.0160063-0.0223747j -0.0572137+0.0954689j 0.170702+0.0753015j 0.00318882-0.113297j -0.0792889+0.019186j 0.202918+3.17107e-15j 0.0892846+0.0344734j -0.086502+0.103044j 0.11658+0.0572707j 0.0312806-0.0201687j 0.0710535+0.178932j 0.0280384-0.0309903j -0.00189769+0.0193696j 0.0347545-0.0917389j -0.00690307-0.0464187j -0.0115613+0.00025102j -0.0120946+0.023306j 0.153223-0.0015171j -0.104398-0.0104455j 0.054391+0.0162307j -0.023647+0.119413j 0.0896696-0.0174331j 0.00254619+0.0691307j 0.0343559+0.0395569j 0.0873464-0.00176543j 0.00285607+0.0320473j -0.0128343+0.0481875j -0.00690487-0.00852436j 0.0126516+0.0241956j 0.00305771-0.0281356j -0.0352289+0.0623966j 0.027013-0.0285733j 0.0451338+0.0760048j 0.0368527-0.0131942j -0.00456787+0.0613941j 0.0631334+0.0139788j 0.0336189+0.0270274j 0.0157621-0.00800912j -0.0119894+0.0247855j 
-0.0153788-0.000594206j 0.0516473+0.0184083j -0.0320257-0.000960071j -0.0662641-0.0140783j -0.0135208-0.0150613j 0.0818457-0.0274794j 0.165073+0.0872316j -0.0319734-0.000938695j -0.0511341-0.0391468j -0.10432+0.0264491j 0.0500202-0.0463938j 0.0499513+0.0194321j -0.0247091-0.0157194j 0.0862673+0.0283941j 0.00998474+0.142123j -0.0345718+0.0465902j -0.0547211+0.0066855j -0.0599897+0.0755643j -0.02043+0.0125969j 0.102832-0.106692j -0.00431845+0.0900152j -0.0603617-0.0158185j 0.0968733+0.00407533j 0.149122-0.0988612j -0.00742393+0.112917j 0.213502-0.0102949j -0.115755-0.0804565j 0.0464117-0.0107612j -0.008288+0.0440172j -0.0310925+0.0958666j -0.118261+0.182243j 0.0645741-0.00982235j 0.103429+0.0847352j -0.0572137+0.0954689j 0.0855568-0.148989j 0.0711129+0.0463478j 0.0892846-0.0344734j -0.151352-1.59595e-16j 0.121823-0.0653003j -0.00852105+0.0615038j -0.0758855+0.175272j 0.0194482+0.0768222j -0.0315093-0.0626467j 0.0437606-0.00683325j 0.15208+0.0218776j 0.0115294+0.0184876j 0.0260271+0.0868955j 0.040013-0.0110405j -0.057573-0.0439378j -0.182589-0.0399828j -0.00199865+0.0647215j -0.000536906+0.0774666j -0.0342138-0.0801144j -0.0692063-0.0381901j -0.0389912+0.0596697j -0.115636-0.0199181j 0.0864537+0.0440433j 0.0138697-0.0195947j 0.0858301-0.0147576j 0.116988-0.0664686j -0.0166066+0.000859596j -0.012147+0.0863527j 0.0258124-0.028205j -0.102374+0.0886966j -0.052074-0.0748071j -0.0516976+0.0241522j -0.0768124+0.0173557j 0.0201044+0.0104449j -0.0422019+0.0229324j -0.0206063-0.00557945j 
-0.000447225+0.0219961j 0.0210624+0.00442643j 0.0173125+0.0245286j -0.0840008+0.00125532j -0.00632434+0.0260685j 0.0611753-0.0412386j 0.153196+0.0768675j 0.00381817-0.0167021j -0.0209753+0.0716353j -0.0281231-0.0918528j 0.0868312-0.0184707j 0.114333+0.083802j 0.00257167+0.031079j 0.0809696+0.0222914j 0.00787538+0.068837j 0.0247338+0.0136453j -0.0570598+0.0173846j -0.030767+0.104059j -0.00730148+0.129543j 0.0507844-0.0697933j -0.138415-0.0428436j -0.0743161-0.100819j 0.0725925-0.117189j 0.0313164-0.155973j 0.0284487-0.0728071j 0.0233709+0.124152j -0.0187068-0.103824j -0.0218441+0.114005j 0.0962952-0.0331361j 0.0590767-0.000393393j 0.0152292+0.0856037j -0.207518+0.210565j 0.0645741-0.00982235j -0.0160063-0.0223747j 0.0791371+0.0732227j 0.133862-0.0418526j -0.086502-0.103044j 0.121823+0.0653003j -0.121879+1.65548e-13j -0.125831-0.126757j -0.0250507-0.0359314j 0.00242563-0.0205509j 0.0395875+0.10857j -0.0126689-0.0783995j -0.108866-0.0563277j -0.0109271-0.0025208j 0.0431157+0.00224519j -0.0342678+0.0111633j -0.13955+0.07879j 0.0350777-0.0319516j -0.046924-0.0109694j 0.0129172-0.0493708j 0.0143038+0.0346913j 0.0181791+0.0430716j 0.00753802+0.0454293j -0.077775-0.0688449j 0.0616986+0.0256298j 0.0752149-0.0300963j 0.086068-0.0742405j 0.0797357-0.0307709j -0.0914444+0.0288192j 0.0202934+0.0197892j 0.0203557-0.0222405j -0.124-0.0116947j -0.0573788-0.0573469j -0.0430369-0.0271075j -0.0828569-0.00695237j -0.0153485+0.00546424j -0.0322594+0.0458693j -0.0187615+0.000588726j 
