-0.169956-5.37764e-17j -0.024312+0.017438j -0.0375059-0.0468977j -0.0544861-0.109048j 0.0261292-0.0215348j 0.0201694-0.00327261j -0.0179346-0.101021j -0.000397247-0.0350357j -0.000214476-0.0310321j 0.028966-0.0335354j 0.000243606+0.0195294j 0.0281262-0.0317327j 0.0176342+0.033481j 0.00794153+0.047914j 0.0313962-0.004079j 0.0143043-0.0151728j 0.00202357+0.0351352j 0.0146955+0.0237275j -0.0123808-0.000343306j 0.0102325-0.0153151j 0.0055151+0.00336052j -0.0112925+0.00500249j -0.00688797-0.02611j -0.00366472-0.0250754j 0.0119905-0.0251264j -0.0171159+0.00752608j -0.0130585+0.00363827j 0.0168715-0.00102762j -0.0133441-0.0133639j 0.0200575-0.0149379j -0.00414423-0.0129957j 0.00625306-0.0109301j 0.00670852+0.00538945j 0.0223062-0.00762434j 0.00519574-0.0102216j -0.00729762-0.00858793j 0.00462469-0.00885104j 0.0127823+0.0227615j 0.00806936+0.00346587j 0.0210281-0.00607484j 0.0160733+0.00907601j 0.00666794-0.0113548j 0.0173821-0.0102055j 0.0119444-0.030963j 0.00392817-0.000148807j 0.00704571+0.00437363j -0.00872825+0.0214602j 0.0141048-0.00850516j -0.00747554+0.000771862j -0.0113474+0.0243269j -0.00124364-0.00265647j 0.00417729-0.00311051j -0.0298924-0.00409418j -0.00127313-0.0148322j -0.00871515+0.0115021j 0.0153341+0.0160491j -0.027563-0.00146095j -0.0115747+0.0261269j 0.0104399-0.0243171j -0.0185305+0.0128677j -0.0179189+0.0324696j -0.0131121-0.0139126j -0.0300209+0.00776678j 0.00233963+0.00105306j -0.0120723+0.0245504j -0.0116724+0.027874j -0.00880815+0.00461539j 0.0180125-0.0313687j -0.0148106-0.0260831j 0.00232989-0.000859618j 0.00980572+0.0353657j -0.0557807-0.021574j 0.00628384+0.0166171j -0.00929436-0.0236875j 0.0137589-0.00439229j 0.0203585-0.00412751j -0.0124474+0.0353828j 0.0220387-0.00738826j -0.0480248+0.0471979j 0.0238651+0.0421198j -0.00694451-0.0124468j 0.00526081+0.00258534j -0.00265234+0.0234175j -0.0649632+0.0631618j 0.0879082-0.142077j -0.0575753-0.266756j -0.390081-0.0631024j -0.0254356-0.165236j 0.0292259-0.182098j -0.0952979-0.0107111j -0.0100542-0.00849507j -0.185785-0.0282622j 
0.0141048+0.00850516j 0.0103173-0.00681329j 0.0202708+0.00415948j -0.0202579+0.002279j 0.00318796+0.041455j -0.00535723+0.0334873j 0.0129599+0.00430893j -0.02067-0.0202128j -0.0482755-0.000663619j -0.00600704-0.0129187j -0.0383183+0.00869908j -0.0277111-0.0150956j -0.0142369-0.0538961j 0.0270265-0.0537405j -0.0336891-0.084215j -0.0165845-0.0200602j -0.0450908+0.0316019j 0.0779991+0.0264686j 0.0134068+0.0376036j -0.0442977+0.0879324j 0.0772012-0.0285046j -0.0298311+0.0208582j -0.0761181+0.0702511j 0.0116369-0.093293j 0.0485822+0.0824224j 0.0782297+0.0175809j 0.00582147+0.122685j -0.0567292-0.0505867j -0.0716083+0.118903j 0.0853142+0.084665j 0.0377645+0.0295949j -0.0445963-0.0322709j 0.0231288-0.0651861j 0.002956-0.0390318j 0.0179856+0.0208429j -0.0266481+0.219125j 0.0382118+0.07045j 0.0316532+0.0803583j 0.0334772-0.00949569j -0.00566741-0.065552j -0.0789395-0.0441258j -0.00265557+0.145733j 0.0314371+0.0714595j 0.0860672-0.0501393j 0.0811702+0.0466905j 0.0286486+0.0631462j -0.0387247+0.0362116j -0.0143677+1.15116e-14j 0.103611-0.0416541j 0.0831034-0.0374032j -0.0210542+0.0477406j -0.11659-0.00137836j 0.0528587+0.0205673j -0.0368483+0.0350964j 0.0517995+0.0418737j -0.0516404+0.0366771j 0.0573058+0.0660768j 0.0184602+0.000228898j -0.00715222+0.0835728j 0.0264293+0.081918j -0.0159243-0.0302818j -0.0423348+0.078527j -0.0192106-0.0137012j 0.0527518-0.023757j -0.060258-0.0131803j -0.102215-0.0321773j 0.00944311-0.121489j -0.0621826-0.0914112j 0.00868998-0.0630903j -0.0439225+0.102837j -0.0486019-0.0669116j -0.0258998-0.0386686j -0.0283424-0.0337734j -0.0780052+0.0285959j 0.0211665+0.0117515j -0.0321633+0.0392011j -0.0545181-0.0166227j -0.0184383-0.0614751j 0.0584448-0.00742173j -0.0368698+0.0503862j 0.0175425-0.000666064j -0.00221853+0.00247539j 0.0489098-0.0341279j -0.0558967+0.022035j -0.00325797+0.0187972j 0.011084-0.0583081j 0.0143377+0.0200508j 0.0235293+0.00960823j 0.0126496-0.0103492j -0.0100681-0.0549869j 0.00947307-0.0124743j 0.0155664+0.00245069j 
-0.00747554-0.000771862j -0.0193572-0.0306718j -0.0289682-0.0069554j -0.0163168-0.0499237j 0.00830279+0.0168831j -0.0318217-0.0484085j 0.0366426+0.0512947j 0.00209033+0.0380831j -0.0207988+0.0681508j 0.00951389-0.0653217j -0.00521473-0.0441778j 0.118054-0.0599646j 0.0374328+0.043427j -0.0340341+0.0485339j 0.00218019+0.0645217j -0.0283475+0.0359095j -0.0077726-0.0588523j 0.0518666+0.0686393j -0.0658404-0.0322911j -0.0283161-0.103656j -0.0295891-0.125059j -0.0219555+0.0797543j -0.00155521-0.0626623j -0.0599765+0.0400187j 0.0368099-0.0982658j -0.0305379+0.0217305j -0.0534279+0.0829879j 0.0464464+0.0595618j 0.0135693-0.0032639j -0.0818098-0.0245859j -0.0161102+0.0125819j 0.0276455-0.0103862j 0.0625374+0.111994j 0.0876085+0.142099j 0.0287723-0.0240461j -0.0528851-0.0821191j 0.0316201-0.189762j -0.0628454-0.0353197j 0.0385244-0.00335881j -0.0228525-0.0220931j 0.0295338+0.0854094j 0.0364501-0.0496085j -0.0726072+0.00678573j -0.00634903+0.00116351j -0.0378823+0.0945847j -0.0537656-0.0779003j -0.0013003+0.0833159j 0.103611+0.0416541j 0.00858991+9.92262e-15j 0.0176073+0.00153337j -0.107379-0.00537252j -0.268121+0.0288563j 0.00125157-0.0450732j -0.0777758-0.0482703j 0.0426251+0.00364276j -0.060469+0.00519401j -0.0374117+0.012616j -0.03827-0.0248918j 0.0421934+0.00497169j 0.0517552+0.0154738j -0.0411847-0.00771855j 0.0684285-0.00692463j -0.0451255-0.0162664j -0.0346465+0.0796678j -0.0510432-0.0115798j -0.0538674+0.0718841j -0.0312688+0.0307346j 0.041204-0.0131154j -0.127742-0.105624j 0.0262494+0.0491427j -0.0971302-0.0591111j 0.0260805-0.0345074j -0.0905298-0.0633634j -0.0823098+0.0664198j -0.072584+0.0431358j -0.0222159+0.0304014j 0.0461224+0.0281126j 0.0656747+0.00563222j -0.0023075-0.100464j -0.0389295+0.0253728j -0.0512956-0.00260456j 0.051086+0.0177427j -0.0470094-0.00700602j 0.00294147-0.0309267j -0.0502002+0.0119039j 0.0184662-0.0213236j 0.0252307+0.024026j 0.0181523-0.0786202j 0.00275837+0.0048243j 0.0169225-0.00485486j -0.00245264+0.0125624j -0.0296656-0.0315781j 
-0.0113474-0.0243269j -0.00164175+0.0237169j 0.0114571-0.0481285j -0.0216175-0.00852185j -0.0377907+0.00189733j -0.0204712+0.000447479j -0.0265378+0.00199647j 0.00640917-0.0576715j -0.048217+0.00850149j -0.0157359+0.0485464j -0.0241432-0.0892693j 0.0141146+0.0515915j -0.0154089+0.0021255j -0.0206285+0.038624j 0.0141716+0.0244369j -0.0168468+0.0287857j 0.0122524+0.0807962j -0.0253297+0.0759932j 0.0170927-0.0148256j 0.0876107+0.0458877j -0.0153147-0.0388733j -0.0550764+0.0456067j 0.0239856+0.058098j -0.0179473-0.0472689j 0.0338471+0.11556j 0.0152203-0.0324199j -0.00843003+0.0526148j 0.0591521+0.0927804j -0.0650661+0.101983j 0.0904789-0.0521685j -0.0492912-0.0169186j -0.0111858-0.0206844j 0.00205851-0.0714544j -0.0380975-0.0628433j 0.164222+0.065921j -0.0158114+0.0545576j -0.16041-0.0788513j -0.0977287-0.0185555j -0.0174345-0.0521427j -0.0359836+0.0962214j 0.207666-0.0982304j -0.0535674-0.0604028j 0.0629808+0.0373354j -0.0515789-0.00220976j 0.0259989+0.0341216j -0.0217323-0.0477731j -0.125012+0.0573368j 0.0831034+0.0374032j 0.0176073-0.00153337j 0.101136+5.72405e-16j 0.212921+0.0356667j 0.0708867+0.0996939j -0.00247082-0.0127308j 0.0546206-0.031754j 0.0433202+0.0492838j -0.0243001+0.0348728j 0.0314933+0.0713104j 0.0939079-0.0232646j -0.0188153-0.0731909j -0.00411081+0.0208098j -0.120108+0.00128032j -0.0271876+0.0231786j 0.0608999+0.0336122j -0.0386672-0.0833831j 0.0151269+0.0422108j -0.04216-0.0419206j 0.0902486+0.0197827j 0.0971951-0.0471532j -0.0385673+0.00881464j -0.00583884-0.0217334j 0.0335753+0.0129592j -0.0463652-0.0435556j -0.0283124-0.0421285j 0.0452665-0.00844981j -0.0521382+0.0312171j -0.0505577+0.00865367j 0.0477186-0.0594855j -0.0251504+0.0406829j -0.0157355+0.000649797j 0.0633898+0.0452624j -0.0190783-0.0126807j 0.0206524-0.0517938j -0.0344632-0.00624737j -0.0354218+0.0476586j -0.0345346-0.00297729j -0.0309996-0.0435468j 0.0354071-0.0147555j -0.0254866+0.0100922j 0.0285016-0.0352103j -0.0191164-0.0101317j -0.0230985+0.0176345j -0.00527745+0.0111732j 
-0.00124364+0.00265647j -0.00431395-0.0138748j -0.00349046-0.0385593j -0.00262105-0.00776955j 0.0053302-0.0167365j -0.0234085+0.0208132j 0.0133069-0.0183778j 0.0266187-0.0493148j 0.00737862-0.0185364j 0.0612506-0.0358491j -0.0295844+0.0482394j -0.0193256-0.0657576j -0.0441853-0.0121722j 0.0273642+0.063538j 0.0181162+0.0591122j -0.00224765+0.00438462j 0.0144089+0.101765j 0.0281358-0.0197277j -0.13699+0.0230968j -0.0270922+0.0418715j 0.0394555-0.0620335j -0.0929096+0.0542418j 0.0510548+0.0728792j -0.0936398+0.0663651j -0.0292+0.0284656j 0.141026+0.0313381j 0.0540168-0.0391124j -0.151049+0.0174754j -0.00227679+0.0988345j 0.088838+0.0207621j 0.0545353-0.0441049j 0.0109681-0.0288535j 0.0359852+0.0418051j -0.0608614+0.0249753j 0.0787051-0.0161005j -0.0374122+0.0739764j -0.01144+0.0582231j 0.00741943+0.0099193j 0.142003-0.0827329j 0.0733001-0.0119752j -0.0488628+0.0882659j -0.0361627-0.0390339j 0.034215-0.00670906j 0.038786-0.0428285j 0.0428077+0.0560486j 0.0329388+0.0492741j 0.0340532-0.056448j -0.0210542-0.0477406j -0.107379+0.00537252j 0.212921-0.0356667j 0.0462089-2.33841e-15j 0.0851744-0.0779495j -0.0320651+0.024112j -0.0156784-0.0145455j -0.0418177-0.105916j 0.0569819-0.0130717j -0.024727-0.00536526j 0.0146102+0.0275506j 0.0324387+0.124719j -0.00181148+0.0589244j 0.0683304-0.0160289j 0.0165442+0.0368492j 0.0669771+0.0106036j -0.00427619-0.0535611j 0.119514-0.0353415j -0.0535433-0.00928213j 0.0257264-0.010171j -0.0348572-0.049207j -0.0320866+0.0799132j 0.101582-0.100142j -0.00309795+0.0577375j -0.00343686+0.0391512j 0.0785235+0.0165805j 0.0315234+0.0376344j -0.0746603-0.0122836j 0.00115444+0.023764j 0.0195672-0.0309223j -0.0375434+0.0237385j 0.0411002-0.0134839j -0.0586652+0.0519681j 0.0171451-0.0479614j 0.0145115+0.00750022j -0.097672+0.018466j 0.00322965-0.0696496j -0.0157296-0.0109536j -0.0190041-0.0101619j 0.0289426+0.0121377j -0.0220611+0.0490824j 0.0289453-0.0446177j -0.00895874-0.00342811j 0.0173823-0.00503216j 0.0194194-0.0215372j 
0.00417729+0.00311051j -0.0221743-0.0123031j -0.0209892+0.0102075j -0.00279244-0.0332389j 0.015722+0.0201617j 0.0113011-0.0164542j 0.012219+0.0300991j -0.0112319+0.00293301j 0.00884086+0.0770239j 0.033833-0.0320445j -0.00949704+0.0512472j 0.0299685-0.0148529j 0.0525667+0.00137064j -0.0309273+0.00643234j -0.0252895+0.0402986j -0.0263456+0.0317833j -0.000985432-0.0438674j -0.0527878+0.0396283j -0.0105221-0.0423736j -0.0186205-0.0725434j 0.0732356+0.0379238j -0.0162451-0.0848632j -0.121053-0.0264796j -0.0218687-0.10602j 0.00195581-0.0115664j -0.0167695+0.114989j -0.10283-0.0172695j -0.0518106+0.0299242j -0.028713-0.0611626j 0.0604714-0.0268513j 0.0676972+0.0243189j 0.0111609-0.0651789j -0.0417006+0.0115302j 0.105632-0.0438687j 0.0405186+0.120731j -0.0237564+0.0410028j 0.107062+0.0629869j 0.0319153-0.0934022j 0.0339238+0.0786325j 0.0515073+0.00532941j -0.0551174-0.0083883j 0.0465184+0.0302996j 0.0948933-0.0193331j -0.00144641+0.0718913j -0.0480026+0.114757j 0.0431058+0.00115995j 0.0419749+0.00542958j -0.11659+0.00137836j -0.268121-0.0288563j 0.0708867-0.0996939j 0.0851744+0.0779495j -0.00360188-2.27596e-15j -0.0470877-0.00656949j -0.0891953+0.00283115j 0.0882681+0.0585386j -0.079712+0.0246698j -0.00626825-0.0770489j -0.0458713+0.00299535j -0.10918+0.0827772j 0.0131176+0.00776648j 0.0321516-0.0575137j -0.0545204-0.0204909j 0.00275853-0.0570974j -0.0109971-0.0220432j 0.123173+0.0085127j -0.00861385-0.00100769j -0.0657706-0.0763859j -0.0297603-0.0648028j -1.65517e-05+0.0504816j -0.0221735-0.0441097j -0.0963839+0.0751195j 0.0850692+0.0449089j -0.000197454+0.100514j 0.0585639-0.0434982j -0.107449-0.01921j -0.0398362+0.0119188j 0.0145639+0.0512297j 0.0377512+0.00877142j 0.0404434+0.00243471j -0.0381882+0.0154924j -0.0274102+0.00302666j -0.0250386+0.0372816j -0.0207216+0.0167572j -0.0103855-0.0452548j -0.0272565+0.0153022j -0.00835454+0.0209732j -0.00101353+0.0061941j 0.0246703-0.0143583j -0.016337+0.0320404j -0.00540454+0.00562317j 0.0143914+0.00364554j -0.0158137-0.0304881j 
-0.0298924+0.00409418j 0.00117894+0.0111511j 0.00604586+0.0357633j 0.0223838+0.0047684j -0.0264697+0.0132851j -0.0388975+0.0230139j 0.0132703-0.0169213j -0.0315869+0.024022j 0.0210987+0.023434j 0.0209941+0.0313008j -0.0465401-0.0314033j 0.017648-0.0895038j 0.0178052+0.0608034j 0.00317265-0.0208526j -0.0325784+0.0115805j -0.00297462+0.0226513j -0.0131816-0.0384715j 0.0518858+0.0087388j -0.0739512+0.123624j 0.0144664+0.0749793j -0.0383329-0.0460715j -0.00118071-0.0109167j 0.0059614-0.0484098j -0.0211558+0.0832547j 0.0341397+0.0918136j 0.0144704-0.0174183j -0.0529195-0.0541306j 0.0175845-0.129293j -0.151891+0.0144305j -0.0553951-0.194771j 0.00404311-0.00459895j 0.00161554+0.0703104j 0.0117403+0.0946524j 0.044511+0.0820493j 0.0135887-0.165619j 0.0454276+0.0550436j -0.0357997-0.103902j 0.154848-0.054374j 0.00147975-0.0325638j 0.109169+0.0664537j -0.0469303-0.0231506j 0.13829+0.107895j -0.0951828+0.13948j -0.0689804+0.0729491j 0.0660933+0.0076124j -0.118133+0.0437641j 0.0328041+0.107188j 0.0528587-0.0205673j 0.00125157+0.0450732j -0.00247082+0.0127308j -0.0320651-0.024112j -0.0470877+0.00656949j -0.0406682+1.69309e-15j -0.00933978+0.0193151j -0.0286425+0.0451705j -0.00931766+0.0336366j 2.65776e-05+0.0429135j 0.0685838-0.0020094j 0.0635692+0.0399309j -0.0113524-0.013779j -0.0478817-0.0818267j 0.0120852-0.0731707j 0.0589672-0.0329364j 0.0265347-0.0539479j 0.0992001+0.0124291j -0.0968399+0.061142j 0.0636262-0.0759015j 0.0534908+0.011084j -0.0461792+0.000497957j -0.0207392-0.0304174j -0.0312633+0.0495918j 0.00496413-0.000522331j 0.0424529+0.0661843j 0.0679732-0.100338j -0.0610935+0.0129711j -0.00203576+0.0501426j -0.0368183+0.0331519j -0.0322408+0.0264673j -0.0204272-0.0283461j 0.0636442-0.0418552j 0.00801182-0.0368157j 0.027072+0.0434264j 0.0111247-0.0579315j -0.079259+0.0402046j -0.0293043-0.0289421j -0.02294-0.0317324j -0.0293638-0.0187802j 0.0244758+0.028015j -0.0115521+0.000641684j 0.0125971+0.010366j 0.0230321-0.00321195j -0.0191505+0.00202538j 
-0.00127313+0.0148322j -0.00492183+0.0079308j -0.00106874-0.00361671j 0.0276535+0.0255053j -0.000701545-0.0167124j -0.0374309+0.0328853j -0.00751255-0.0345445j 0.0155569-0.0298689j 0.0456273-0.0497617j -0.00603171-0.00328577j 0.0137981+0.00513775j -0.0315719+0.0348995j -0.00870118+0.0182518j 0.0286583+0.0101849j -0.014965+0.0309226j 0.138588+0.0321426j -0.0366511-0.0873945j 0.0665725-0.0026738j 0.0459211+0.0489029j 0.0343598+0.0272745j -0.0438739+0.0312107j -0.156176-0.0598501j 0.0717987-0.0530659j -0.0492443-0.0490999j -0.0347385-0.0149203j 0.0819684-0.0326836j -0.0404-0.0372366j 0.0401042+0.0391976j 0.00359485+0.0654864j 0.113722+0.0713458j 0.0350563-0.00129983j 0.135876+0.107946j 0.0864631-0.0117346j -0.0151055-0.0304983j 0.00354181+0.0673151j -0.0470401-0.142802j 0.000949053-0.08326j 0.0884018+0.0532967j -0.0697413-0.0443744j 0.0244485-0.0213459j 0.00645192+0.00857528j -0.0510969+0.0154345j -0.0327433+0.099365j -0.00957531-0.0406228j 0.0543693+0.0159775j 0.0910241-0.062811j 0.0593564-0.0398412j -0.0368483-0.0350964j -0.0777758+0.0482703j 0.0546206+0.031754j -0.0156784+0.0145455j -0.0891953-0.00283115j -0.00933978-0.0193151j -0.174759-9.48755e-14j 0.0200497-0.00551236j 0.0494721+0.0314514j 0.0604058-0.0807749j 0.0396623+0.0164398j -0.0761555-0.0147642j -0.0677698-0.144031j 0.0299727+0.0119527j 0.0624312+0.0556225j -0.0370528-0.0358727j 0.0356869+0.0873861j 0.0260127+0.0161997j -0.018319-0.0372406j -0.0215099+0.0363434j -0.0252366-0.0372038j -0.113375-0.0480644j 0.07386+0.00838422j 0.0301448-0.0433407j 0.0963361-0.00769285j 0.131558+0.0590608j -0.0215566+0.00285146j -0.0373004-0.00983146j -0.118306+0.0399191j 0.0168866-0.0029621j 0.0218061+0.024549j -0.0171236-0.00581384j 0.0156776-0.111772j 0.103911-0.00884351j -0.0104597-0.0460972j -0.0262841-0.00541568j -0.00253113-0.0238583j 0.00442959-0.0264918j -0.0118633+0.0521506j -0.032241-0.0267407j 0.00217413+0.00526608j 0.0170529-0.00261001j 0.0131081+0.0145852j 0.0136642-0.0124043j -0.00793371+0.00617924j 
-0.00871515-0.0115021j 0.00413947+0.00204004j -0.0190184+0.00488075j 0.000178425+0.00485989j 0.0223102+0.026583j -0.0333806+0.00381877j 0.00226001-0.0379313j -0.0061428+0.0467167j 0.0322013+0.0538266j 0.0300859-0.0807106j -0.0129673+0.0473062j -0.0216177-0.0515096j -0.00688185+0.0302446j -0.0459925+0.0278196j -0.0260065-0.0838412j -0.000737484-0.00285017j 0.0707673-0.0206006j 0.0750805-0.101489j 0.11897-0.124373j -0.0791687+0.0701804j -0.013759+0.0544574j -0.101788+0.0170581j 0.0924127-0.0945457j 0.00570797+0.0981493j -0.05862+0.0744048j 0.0450517+0.073471j -0.00383977-0.149589j -0.0786292+0.0263103j -0.0318437-0.0678684j 0.121958+0.0655145j 0.037074-0.0414888j -0.0454124-0.0447118j 0.0181068-0.0681281j 0.0146047+0.0561485j 0.139569-0.0287356j -0.0046151-0.0875763j -0.05111-0.046549j 0.105508+0.121092j -0.0467376-0.0627294j -0.159334-0.0703252j -0.0588341+0.107979j -0.154073-0.00950529j 0.0525474+0.0301772j -0.0422977+0.0924509j 0.0521719+0.0107624j -0.0535759+0.0256858j -0.0120155-0.0521882j 0.0517995-0.0418737j 0.0426251-0.00364276j 0.0433202-0.0492838j -0.0418177+0.105916j 0.0882681-0.0585386j -0.0286425-0.0451705j 0.0200497+0.00551236j 0.177624-1.51268e-15j -0.0628311-0.0277298j -0.0908353-0.0190482j -0.00489993-0.101739j 0.0147957-0.0592124j -0.0532053-0.0296754j 0.0252517+0.0333321j 0.000422026-0.0901124j 0.091499-0.017576j -0.0163953+0.00989005j 0.0480553-0.0187223j -0.0482223+0.0501605j 0.0139063-0.0324404j 0.0159949+0.00686803j -0.033188+0.0166157j -0.102911-0.0177399j -0.110223+0.0195329j 0.0238782+0.0199442j -0.0363658-0.0173994j -0.00813357-0.00167229j 0.109723+0.0994655j 0.0116901-0.00652707j -0.00500118-0.0545871j 0.00893563-0.0459464j 0.00514169-0.00911164j -0.00964244+0.0238924j 0.0236144-0.0178107j 0.0198562+0.0793635j 0.0110995-0.0274473j -0.062605-0.0125283j -0.00703441-0.0413999j -0.0151935-0.0147518j -0.0353451-0.0168951j -0.0237329+0.0234957j -0.0182998-0.0172989j -0.00267704-0.00404184j -0.00879349+0.0103773j -0.000593279+0.00341126j 
0.0153341-0.0160491j 0.00208507+0.0217562j -0.00262879-0.0284777j -0.0334635-0.0167599j 0.0266489+0.0944335j 0.0570161+0.046464j -0.00655873-0.00620317j -0.00542654+0.00829268j 0.0386292-0.0238121j 0.0135121-0.0694888j 0.0185211+0.0701027j -0.117806+0.00863718j -0.084866-0.00957339j 0.015937-0.0594158j -0.0459216-0.0110923j 0.028972+0.0405652j -0.102082-0.00208719j -0.0183685-0.0846306j 0.0475855-0.0401206j 0.0128826+0.0452251j 0.00380061-0.00790602j 0.0390682+0.152779j 0.0661547+0.118016j -0.0280506+0.115788j 0.0538976+0.112994j 0.0203827-0.0132619j -0.0982171+0.0554957j 0.0392756+0.0379251j 0.00799821-0.0341888j 0.00155938-0.0242925j 0.020153-0.0355637j 0.180901+0.0104633j -0.0211012+0.116376j -0.00158773-0.0333731j 0.0130184-0.0236623j 0.0120214-0.0190771j 0.126324-0.0183913j -0.0471678+0.00501585j -0.010055+0.0130482j 0.0409278+0.103257j 0.0204793-0.0309099j 0.0161388-0.0489325j -0.0452257-0.0276415j 0.0424393+0.00344686j 0.00943719+0.0452666j -0.121164-0.0560181j 0.0319693+0.0315498j -0.0516404-0.0366771j -0.060469-0.00519401j -0.0243001-0.0348728j 0.0569819+0.0130717j -0.079712-0.0246698j -0.00931766-0.0336366j 0.0494721-0.0314514j -0.0628311+0.0277298j 0.0688737-1.69309e-15j 0.038439-0.013292j -0.000142654-0.113324j 0.0203203+0.0378787j 0.020668-0.0310911j -0.018257-0.0657959j 0.0806491-0.0194568j -0.0484639-0.0259848j 0.0606677+0.0465938j -0.100457-0.0652413j 0.00931201-0.0413786j 0.0400015-0.0286155j -0.0380117-0.0325871j -0.0727448+0.0970606j -0.0798322+0.00598381j -0.0179825-0.0473306j 0.0550043+0.0269064j -0.113757-0.0428405j 0.0643096-0.0413504j -0.011285+0.0423747j 0.00414299+0.0417027j 0.0126539+0.00927845j 0.0069804-0.0583659j 0.0192858+0.0308388j -0.0296828+0.000266482j -0.0414792+0.0815697j -0.0862764+0.060756j 0.0498938+0.0068307j -0.0093066-0.0250251j 0.0285359+0.00885465j -0.0470646+0.0789854j -0.00758549+0.00376153j -0.0217353+0.00399086j -0.0073017+0.0258496j -0.0326659-0.0543047j -0.0236638+0.00990635j -0.00767828+0.0230845j 
-0.027563+0.00146095j 0.002686-0.0161961j -0.0209898+0.0698712j 0.0296189+0.0434913j 0.0090625-0.0318386j 0.0311823-0.0457216j 0.00228793-0.00714296j -0.000983918+0.0107169j 0.0425307+0.00894728j 0.0025959-0.0649273j 0.0357401-0.0770965j 0.0144229+0.0289288j -0.0214654+0.0319438j -0.0299947+0.0496985j 0.0251681+0.157596j -0.0971676-0.0462159j 0.102947+0.0369139j 0.0563326-0.0558653j 0.00316753-0.188595j 0.0193537+0.018613j 0.0459029-0.0463262j 0.0713887-0.121711j 0.0385959+0.0273458j -0.053886+0.0401768j -0.0232555-0.0580087j 0.0454039+0.162227j -0.0591231-0.0708757j -0.0550257+0.0722952j -0.0142105+0.0406712j 0.0374275+0.0297361j -0.106419-0.0461942j -0.100708+0.0715647j -0.0289909-0.0157169j -0.123563-0.0236958j -0.0277536+0.0628463j 0.0280552-0.0264135j 0.0185897-0.0103062j -0.084006-0.0465253j 0.222762-0.0014849j -0.073706+0.0247451j -0.0236983-0.00847867j 0.0224512-0.0257773j 0.0952871+0.0978963j 0.0665731+0.00050466j 0.0236759+0.0561595j 0.0539804-0.124152j 0.0331363-0.0684913j 0.0573058-0.0660768j -0.0374117-0.012616j 0.0314933-0.0713104j -0.024727+0.00536526j -0.00626825+0.0770489j 2.65776e-05-0.0429135j 0.0604058+0.0807749j -0.0908353+0.0190482j 0.038439+0.013292j 0.0305944-4.63518e-15j 0.0688439+0.0636381j 0.0980043-0.0407752j 0.0534939-0.0770865j -0.0163552-0.00579102j 0.0519703-0.110072j -0.00631608+0.027457j -0.03623-0.00671731j -0.106144-0.0206862j 0.0751552+0.00430245j -0.000770111+0.0633584j 0.0291106+0.03531j -0.0445225-0.0936727j -0.0428035+0.000732537j 0.0182192+0.0301044j 0.0136942-0.0835563j 0.00600007+0.0316207j 0.0822921+0.00375169j -4.81075e-05+0.0488708j -0.0296138+0.0142054j -0.0205018+0.0213955j -0.0184712+0.0346355j -0.0357337+0.000273481j 0.0634694-0.0399494j 0.0150194-0.0204176j 0.0352426-0.0734684j 0.0331524-0.0293771j 0.0234955-0.0138496j 0.00930139-0.0207299j 0.0222709+0.0287595j 0.0313898+0.00544039j -0.014357-0.0155175j -0.044406+0.0547859j 0.0417792+0.0279543j 0.0132164+0.0054907j -0.0088663-0.0105283j 
