-0.169956-5.37764e-17j -0.024312+0.017438j -0.0375059-0.0468977j -0.0544861-0.109048j 0.0261292-0.0215348j 0.0201694-0.00327261j -0.0179346-0.101021j -0.000397247-0.0350357j -0.000214476-0.0310321j 0.028966-0.0335354j 0.000243606+0.0195294j 0.0281262-0.0317327j 0.0176342+0.033481j 0.00794153+0.047914j 0.0313962-0.004079j 0.0143043-0.0151728j 0.00202357+0.0351352j 0.0146955+0.0237275j -0.0123808-0.000343306j 0.0102325-0.0153151j 0.0055151+0.00336052j -0.0112925+0.00500249j -0.00688797-0.02611j -0.00366472-0.0250754j 0.0119905-0.0251264j -0.0171159+0.00752608j -0.0130585+0.00363827j 0.0168715-0.00102762j -0.0133441-0.0133639j 0.0200575-0.0149379j -0.00414423-0.0129957j 0.00625306-0.0109301j 0.00670852+0.00538945j 0.0223062-0.00762434j 0.00519574-0.0102216j -0.00729762-0.00858793j 0.00462469-0.00885104j 0.0127823+0.0227615j 0.00806936+0.00346587j 0.0210281-0.00607484j 0.0160733+0.00907601j 0.00666794-0.0113548j 0.0173821-0.0102055j 0.0119444-0.030963j 0.00392817-0.000148807j 0.00704571+0.00437363j -0.00872825+0.0214602j 0.0141048-0.00850516j -0.00747554+0.000771862j -0.0113474+0.0243269j -0.00124364-0.00265647j 0.00417729-0.00311051j -0.0298924-0.00409418j -0.00127313-0.0148322j -0.00871515+0.0115021j 0.0153341+0.0160491j -0.027563-0.00146095j -0.0115747+0.0261269j 0.0104399-0.0243171j -0.0185305+0.0128677j -0.0179189+0.0324696j -0.0131121-0.0139126j -0.0300209+0.00776678j 0.00233963+0.00105306j -0.0120723+0.0245504j -0.0116724+0.027874j -0.00880815+0.00461539j 0.0180125-0.0313687j -0.0148106-0.0260831j 0.00232989-0.000859618j 0.00980572+0.0353657j -0.0557807-0.021574j 0.00628384+0.0166171j -0.00929436-0.0236875j 0.0137589-0.00439229j 0.0203585-0.00412751j -0.0124474+0.0353828j 0.0220387-0.00738826j -0.0480248+0.0471979j 0.0238651+0.0421198j -0.00694451-0.0124468j 0.00526081+0.00258534j -0.00265234+0.0234175j -0.0649632+0.0631618j 0.0879082-0.142077j -0.0575753-0.266756j -0.390081-0.0631024j -0.0254356-0.165236j 0.0292259-0.182098j -0.0952979-0.0107111j -0.0100542-0.00849507j -0.185785-0.0282622j 
0.00519574+0.0102216j -0.00865846-0.0267401j -0.00224339+0.0112009j -0.0132719-0.0132887j 0.0242725-0.0175003j -0.0233597-0.0443178j 0.0313644+0.0164019j -0.0237362-0.0329475j -0.0436112+0.0220449j 0.00738081+0.0133997j -0.0408151-0.00292286j -0.00222145+0.0150402j -0.0172623+0.044083j 0.0406923-0.00754233j 0.0258743-0.0334167j -0.0117715+0.00677589j -0.0116069-0.0121873j 0.0253293-0.057638j -0.0581301+0.0620518j 0.0313401+0.000685921j 0.00156467-0.0380311j 0.0468901-0.0472177j 0.0547839-0.0545406j 0.0352052-0.0211213j -0.041+0.0459029j 0.00657691+0.00882027j 0.0359805-0.0754441j -0.0608414-0.0089371j 0.0171744+0.0200115j -0.0416568-0.0487475j 0.0216973-0.0118376j -0.0542123+0.0394698j 0.0197561+0.109849j 0.0728143-0.0240115j 0.0292616+2.19269e-15j 0.0424527+0.0294322j -0.0228444+0.0990487j -0.0548559+0.0793675j -0.0612088-0.0203106j -0.0124372-0.122722j 0.0440814+0.119568j -0.0108892+0.0272107j -0.0451894+0.00758783j 0.115744-0.0529866j -0.0312066-0.0815482j 0.00162182+0.1186j -0.057382+0.105474j 0.0179856-0.0208429j 0.0287723+0.0240461j 0.164222-0.065921j 0.0787051+0.0161005j 0.0405186-0.120731j 0.0135887+0.165619j 0.00354181-0.0673151j 0.139569+0.0287356j 0.0130184+0.0236623j -0.0277536-0.0628463j -0.00289424-0.0987546j 0.100875-0.0321726j -0.0736914+0.0296548j 0.0515458-0.104017j -0.0212837-0.16372j 0.0883211-0.0985632j 0.0418505+0.0483326j -0.0017773+0.0462856j 0.0621237-0.0892444j -0.121603+0.0620441j 0.0554523-0.0639698j 0.00786724-0.0310649j -0.0208485+0.0888197j 0.0731726+0.0315098j -0.0148638+0.112804j 0.0500612-0.0737696j 0.047607-0.148227j -0.0109894-0.0379509j 0.0256556-0.0752633j 0.00103008+0.0213371j 0.023333+0.0676575j 0.00317868+0.000269249j -0.0392187-0.0437271j -0.065181-0.0436753j 0.060338-0.036461j -0.0618589+0.0313905j 0.0778833-0.0391651j -0.0162674+0.0670132j 0.0205353+0.00542825j 0.0399052+0.0552049j 0.0148504-0.0353728j 0.0323152+0.0301395j 0.0114406-0.0285815j -0.000181448-0.0091529j 5.48659e-05-0.0310719j 
-0.00729762+0.00858793j -0.00220348-0.0053935j 0.00249127-0.0151816j 0.00684262+0.00411793j -0.00876739-0.0143304j 0.0315005-0.0150738j 0.0028106-0.0222447j 0.0169788-0.00282037j -0.0588779+0.0348878j -0.00407522-0.0381651j -0.0238703-0.0207853j -0.00408755+0.022896j 0.00561526-0.00617076j 0.0361348-0.0151986j -0.0537732-0.0643261j -0.0279768-0.0905482j -0.0380119-0.00326896j -0.0696301-0.0780395j 0.0225967+0.00387789j 0.0356816-0.110376j 0.0340384-0.0157815j -0.0667178+0.109565j -0.0245166+0.118418j -0.0863061+0.0637537j 0.0527198-0.0772108j -0.0946105-0.0512237j -0.0488804-0.153134j -0.0603982-0.0475758j 0.00339503-0.099927j -0.027468+0.0103826j 0.0529165+0.0874818j 0.0681337-0.117086j -0.0209096+0.0365029j 0.048779+0.158019j 0.0424527-0.0294322j -0.00646115-8.53484e-16j 0.00486111+0.039428j -0.167046-0.109002j -0.131299+0.0329951j -0.0271286+0.11554j -0.0577952+0.0853736j -0.127269-0.00486416j -0.0406115-0.0210987j -0.257445+0.0743041j -0.0546685-0.000952178j -0.0103381-0.00691878j -0.035574+0.0183171j -0.0266481-0.219125j -0.0528851+0.0821191j -0.0158114-0.0545576j -0.0374122-0.0739764j -0.0237564-0.0410028j 0.0454276-0.0550436j -0.0470401+0.142802j -0.0046151+0.0875763j 0.0120214+0.0190771j 0.0280552+0.0264135j -0.0242111-0.0056763j 0.00954649-0.06091j 0.0172223-0.0739759j 0.028216-0.00965613j -0.0807451+0.0847j -0.0236765+0.0532164j 0.0279425+0.0260912j 0.0625747-0.0108912j 0.0360156+0.10022j -0.0518146-0.0559654j -0.0197806+0.0264456j 0.0548723+0.0204228j -0.035868+0.0516801j 0.0575449+0.0422193j -0.0818444-0.0362028j -0.0095851+0.0301607j -0.00747889+0.0557462j -0.001692-0.0338812j -0.0147759-0.050925j -0.0747036+0.0338216j -0.0213129+0.00840069j 0.0078691+0.0120912j 0.0219742-0.0283769j -0.00661415-0.0205268j 0.0407868-0.0281563j 0.0428718-0.0131112j 0.0128317+0.0255099j -0.0069278+0.0164082j 0.0318655-0.0397266j 0.0452587+0.0500203j 0.00645653+0.00453444j -0.00554894+0.0102471j 0.00372359+0.0172823j -0.00312382-0.0213028j 0.0190217-0.0150678j 
0.00462469+0.00885104j 0.0155514-0.0213773j -0.00484373+0.0276397j -0.0252162-0.0108607j 0.0239188-0.00354236j 0.00881901-0.0403553j 0.0166945-0.00182584j 0.0144075-0.0243623j -0.0158153-0.0389843j 0.0122025+0.00818977j 0.0337614+0.0426645j 0.023283+0.0368545j -0.0221767+0.0238533j 0.0111078-0.017544j -0.077628+0.0292677j 0.0025133-0.0440023j 0.000723344+0.0095435j 0.0217028+0.0944351j 0.0745692-0.0656039j 0.0336999-0.018668j 0.0462264-0.00646356j -0.0618979+0.0238444j 0.0295642+0.0127028j -0.0707447-0.0082021j 0.0661955+0.0107704j -0.0948912+0.074825j -0.0656695+0.0811614j 0.0486725-0.0422495j -0.0358139+0.035436j 0.0814573-0.045343j -0.00417265+0.005613j -0.0404551+0.107901j -0.00597801+0.0891231j 0.00181054+0.084243j -0.0228444-0.0990487j 0.00486111-0.039428j -0.0753143-2.87964e-16j -0.0919511-0.0346273j 0.0408776+0.0938841j -0.123836-0.0672552j -0.0666281+0.0533338j -0.0280167-0.0644148j 0.107957-0.0178255j -0.0974527-0.127047j -0.00433079+0.0391158j -0.0704347-0.0275457j -0.0143094-0.0796963j 0.0382118-0.07045j 0.0316201+0.189762j -0.16041+0.0788513j -0.01144-0.0582231j 0.107062-0.0629869j -0.0357997+0.103902j 0.000949053+0.08326j -0.05111+0.046549j 0.126324+0.0183913j 0.0185897+0.0103062j -0.032697+0.0589296j -0.0358606+0.0132508j 0.029958-0.0048576j 0.0579472-0.00342532j 0.00355249-0.0524138j 0.114476-0.0921712j 0.0605951+0.00351619j -0.000746158+0.111936j 0.0576039-0.0411946j 0.0248652-0.0794281j 0.0076397+0.077292j -0.0312305+0.063872j -0.00847817-0.0488149j -0.0845097-0.0646875j 0.00604168+0.00742379j -0.0364093+0.0065681j 0.0615768+0.0456512j 0.0708232+0.151032j -0.0233616+0.0611995j -0.0600617+0.025082j -0.0354754-0.0663858j 0.065089-0.0284862j -0.0620897-0.0797416j 0.0129556-0.0418523j -0.0077535-0.000361704j 0.00795252+0.0603417j 0.064301-0.0876186j 0.0505068+0.0405982j 0.00312343+0.0370898j -0.00580763-0.0330014j 0.0151126-0.0301219j -0.0280146+0.00254384j -0.0180935-0.00555593j 0.0120502-0.000751047j 0.0138157+0.00301296j 
0.0127823-0.0227615j 0.00622901-0.000504327j 0.00274874+0.0223075j -0.0149029+0.00319952j 0.00419939+0.0247907j -0.00639576+0.000614436j 0.00250496+0.0160944j 0.00539036-0.00655536j 0.0310679-0.032593j -0.0517366+0.027713j -0.0248483+0.0248682j 0.0212049-0.0284062j -0.00558263-0.0607872j -0.0126526-0.0258531j -0.0117419+0.0598081j -0.0468681-0.0212209j 0.0398711-0.00179995j -0.00330157-0.0130837j 0.0481657-0.0724269j 0.0413337-0.0243976j 0.0606028+0.0111699j 0.0407082-0.0299384j 0.00852802+0.0580156j -0.0256498+0.0666452j -0.0239358+0.0246638j 0.000968382-0.0116513j 0.0646188+0.0946055j -0.0248095+0.00208085j -0.100473+0.0171295j 0.0937595+0.0772508j 0.0228215+0.0399015j 0.0259419+0.0797663j 0.0302595+0.00229562j -0.0132295+0.0327865j -0.0548559-0.0793675j -0.167046+0.109002j -0.0919511+0.0346273j -0.0527331+1.57513e-15j -0.135739+0.069809j -0.0962748-0.0173357j 0.0810462+0.130211j 0.0456946+0.0263907j -0.0874139-0.0321741j -0.0577029-0.00533444j 9.38784e-05+0.0827462j 0.0665402+0.0885804j -0.0390403-0.0704019j 0.0316532-0.0803583j -0.0628454+0.0353197j -0.0977287+0.0185555j 0.00741943-0.0099193j 0.0319153+0.0934022j 0.154848+0.054374j 0.0884018-0.0532967j 0.105508-0.121092j -0.0471678-0.00501585j -0.084006+0.0465253j -0.0086761-0.0305159j -0.105528+0.00929614j -0.147217+0.0532092j -0.116522-0.00923838j -0.0284124-0.0637219j -0.0621753+0.0704069j -0.0824323+0.0100693j 0.0214152+0.0658666j -0.0425907+0.0381685j 0.00662974-0.0790688j 0.0689939-0.0488932j 0.0996394-0.00054023j 0.0111156+0.0236935j -0.0598316+0.0206115j 0.16301-0.0584069j 0.00832386+0.0461537j 0.0642926-0.0792995j -0.00348545-0.0981618j -0.00568045-0.00502237j 0.0741403+0.0289072j 0.017812-0.0121271j -0.0870744-0.0237511j 0.04997-0.00558254j -0.0143585+0.062294j -0.0752884-0.0297574j 0.0418755-0.0340357j 0.04572-0.00123449j -0.0267198+0.0264509j 0.00788129+0.0150586j -0.0475236-0.0132931j 0.00248789+0.0174095j -0.00782539+0.0291645j -0.00817275-0.016901j -0.0321738+0.0236681j -0.00333412+0.0152877j 
0.00806936-0.00346587j 0.00409516-0.0248803j 0.00429776-0.0420145j -0.0249863-0.00964017j -0.00146262+0.0096686j 0.0144414-0.00575476j 0.0173643+0.0306858j -0.00777096-0.00983261j -0.00457154-0.0362023j 0.00173982-0.0366298j -0.0336156-0.0364603j 0.0293108-0.00245512j 0.023752-0.0515974j 0.0910128-0.0100145j 0.00605331-0.0491943j -0.0138954-0.000181619j 0.0714408-0.000291995j 0.0611407+0.0296686j 0.0522599+0.103967j 0.039142+0.0107095j 0.0499311-0.0223225j 0.0251723+0.00535347j -0.0370848+0.0318769j -0.0511004-0.132994j -0.046282-0.007713j -0.0372911-0.0850312j 0.0523569-0.0568933j -0.000314458+0.0578094j -0.0986543+0.00602929j 0.0173669+0.0581253j 0.0339255-0.0142147j -0.0696445+0.00311966j -0.0289167+0.0744559j -0.0323608+0.117749j -0.0612088+0.0203106j -0.131299-0.0329951j 0.0408776-0.0938841j -0.135739-0.069809j 0.0385555-3.16414e-15j -0.0610127+0.0457786j -0.054554+0.0828913j 0.145993-0.110563j -0.00457736+0.00633435j -0.0204859-0.11042j -0.0198497+0.0682803j -0.00448811+0.105324j -0.0148426-0.11009j 0.0334772+0.00949569j 0.0385244+0.00335881j -0.0174345+0.0521427j 0.142003+0.0827329j 0.0339238-0.0786325j 0.00147975+0.0325638j -0.0697413+0.0443744j -0.0467376+0.0627294j -0.010055-0.0130482j 0.222762+0.0014849j -0.0757226+0.095451j 0.0647016-0.150616j -0.100724+0.0526993j 0.0122666-0.0392654j -0.101322+0.0308659j 0.00380974+0.0316503j 0.0707062-0.0397665j 0.00456579-0.00990066j -0.0869495+0.00816878j -0.0100983-0.00823085j 0.0690222-0.107662j 0.00897182+0.0972495j 0.0261945+0.0635287j -0.0752356-0.0320154j 0.0230405+0.0497606j -0.0279377-0.0205532j 0.0103839+0.0123934j 0.00354001+0.0083648j -0.00319038+0.00111629j 0.0163599+0.0437619j 0.0435209+0.0143116j 0.00238648-0.0419518j 0.0387984+0.0201714j -0.0223107+0.0710676j -0.0582467+0.0238103j -0.00482082-0.0453467j -0.0305704-0.0194836j -0.0763825+0.0173701j 0.00606348-0.063612j 0.0206114+0.00639594j -0.0440304+0.0314195j 0.0383699-0.0346903j 0.00794879-0.0340531j -0.0232677-0.00766317j 0.0193938-0.00837129j 
0.0210281+0.00607484j 0.00363995-0.0053032j -0.0158061+0.0246454j -0.0263038+0.0126002j 0.00817251+0.0463618j -0.0242686-0.00308675j 0.018267+0.0471841j -0.0400592+0.0087433j -0.00933802+0.0391142j -4.60322e-05+0.0154749j 0.00580223+0.0499353j -0.0178004+0.0434465j -0.00722501+0.0698116j 0.0132697-0.0357722j 0.0224067+0.0485188j 0.0486584+0.0533307j 0.00196662-0.00574702j -0.00533285+0.0676111j -0.0819297-0.00771323j -0.0174619-0.017238j -0.0185759-0.0398718j 0.106169-0.0818693j 0.0848321-0.0913206j 0.0218178-0.0806248j -0.0290909-0.117244j 0.0342021-0.0202256j 0.0587151-0.0181217j 0.0299807+0.0616336j 0.132661+0.0627461j -0.0230283+0.0118087j -0.0938901+0.0254635j 0.124445-0.0176607j 0.114626-0.0540286j 0.0532966-0.0265262j -0.0124372+0.122722j -0.0271286-0.11554j -0.123836+0.0672552j -0.0962748+0.0173357j -0.0610127-0.0457786j -0.034473+2.72525e-15j -0.00259183-0.0572681j -0.0442204+0.0177364j 0.0987946-0.0202038j 0.0443266-0.0493988j 0.00609735-0.0838833j 0.0515701+0.0839786j 0.0189551+0.0122773j -0.00566741+0.065552j -0.0228525+0.0220931j -0.0359836-0.0962214j 0.0733001+0.0119752j 0.0515073-0.00532941j 0.109169-0.0664537j 0.0244485+0.0213459j -0.159334+0.0703252j 0.0409278-0.103257j -0.073706-0.0247451j 0.0267216-0.0200262j 0.070084-0.0662822j -0.0318278+0.0836296j -0.019982-0.110004j 0.0854631+0.0834419j -0.0332877+0.151734j 0.0878744-0.080265j 0.100806+0.0646018j -0.0688722-0.0512385j 0.0459186-0.0497233j -0.0103995-0.00935894j 0.131626-0.0120273j -0.0652787+0.00640552j -0.0634173-0.00252189j 0.0660747-0.00171234j -0.0324651+0.0504265j 0.150859-0.0514655j 0.0234459-0.0205996j 0.0319631+0.057483j 0.00139358+0.0464066j 0.00610853-0.0314115j -0.0110942-0.0155269j -0.0386449-0.0598924j 0.00771056-0.00620036j -0.0578663+0.0455009j -0.01843-0.0736583j 0.00223392-0.0844887j 0.0118187-0.0106604j -0.00167315-0.0166426j 0.011665-0.0037373j 0.0264609-0.0209919j -0.0308907+0.0220557j -0.0195671-0.0289372j -0.00251092-0.0124391j -0.0377712+0.0088126j 
0.0160733-0.00907601j -0.0120148+0.0169719j -0.0185436-0.047165j 0.0139265+0.00968725j 0.00830699+0.00225286j 0.0306645-0.00167138j 0.0187503-0.0250436j 0.00823476-0.0677806j -0.00730568-0.0366006j 0.0390508-0.0303993j -0.0118216+0.0284655j -0.0268224-0.00632787j 0.0357657-0.0337222j 0.000774931+0.00667965j -0.0330371+0.00392979j -0.0777231-0.0854182j 0.0417801-0.01735j -0.0676563+0.0103813j 0.00491014-0.0728625j 0.0842193-0.0439381j 0.0865758+0.0426128j 0.0826124+0.0459751j 0.00984224-0.044212j 0.048643-0.102749j 0.0195206-0.0436376j -0.130183+0.011149j 0.0747694+0.0532155j -0.0325311-0.0119998j 0.0939127+0.0156716j -0.114868+0.0556766j -0.125892-0.0202663j 0.0432484-0.116285j 0.0139661-0.0956592j -0.117903-0.0332855j 0.0440814-0.119568j -0.0577952-0.0853736j -0.0666281-0.0533338j 0.0810462-0.130211j -0.054554-0.0828913j -0.00259183+0.0572681j 0.193437-2.40571e-14j -0.0382728+0.0265211j -0.0741969-0.00306327j 0.011891+0.0625956j -0.0151844+0.0595649j 0.0654285-0.0605905j -0.00335747+0.0276614j -0.0789395+0.0441258j 0.0295338-0.0854094j 0.207666+0.0982304j -0.0488628-0.0882659j -0.0551174+0.0083883j -0.0469303+0.0231506j 0.00645192-0.00857528j -0.0588341-0.107979j 0.0204793+0.0309099j -0.0236983+0.00847867j 0.0109969-0.101199j -0.0266243-0.0471987j 0.00945719+0.0110528j 0.032159-0.118578j 0.0624616-0.0521309j 0.000563102-0.0960214j 0.0600895+0.00543918j 0.0456105+0.0269641j 0.107886-0.0538274j -0.024081-0.0560409j -0.0341429-0.0454645j -0.0483235-0.0571402j -0.0466845-0.00692691j -0.101645-0.0377982j 0.0408865-0.075452j 0.0522207-0.0634139j -0.0338955+0.0222461j -0.0542779+0.0320325j -0.0451201+0.0173247j -0.00751773+0.0196815j 0.0427571+0.0447188j -0.0561889+0.0135109j 0.0338206-0.00695068j 0.0440758+0.0265401j -0.0444375+0.0128093j -0.0366526-0.0306805j -0.00830291-0.0378785j -0.0212746-0.017105j -0.032106+0.0743014j 0.0155476+0.015854j -0.0617511+0.00281564j 0.05118-0.0349456j -0.00537929+0.0466122j -0.0377811-0.0149168j -0.00752426-0.0214338j 
0.00666794+0.0113548j -0.000134331+0.034924j -0.00761792+0.0285647j 0.00390349+0.0150763j -0.0139766-0.00404387j 0.0172159-0.000439179j 0.0151639-0.0111455j 0.00386712+0.0010239j -0.030725-0.0265475j 0.0102277+0.0626708j 0.0268159-0.00297571j 0.00194409-0.00993922j -0.0516039+0.0316542j -0.0836286-0.00823334j 0.0135971+0.0687961j -0.0590737+0.039736j 0.0524877-0.00376978j -0.0240544-0.0396604j -0.00154488+0.0304473j 0.0432885+0.00966249j -0.0418026+0.0545324j -0.0735837+0.0613657j 0.0994819-0.0998313j 0.0328339+0.152226j 0.098591+0.0489811j 0.000905772+0.0179968j 0.00777124-0.00556888j -0.0104459-0.0129136j -0.0304913+0.0230751j 0.0432147+0.0295371j 0.0438617+0.00440178j 0.0452496+0.0748979j 0.0811421+0.0715712j 0.0361395+0.0264114j -0.0108892-0.0272107j -0.127269+0.00486416j -0.0280167+0.0644148j 0.0456946-0.0263907j 0.145993+0.110563j -0.0442204-0.0177364j -0.0382728-0.0265211j 0.0505467+9.02056e-16j 0.00391657+0.122229j -0.069227-0.126571j -0.0121329+0.0631549j -0.0249047-0.0329794j 0.140431-0.134035j -0.00265557-0.145733j 0.0364501+0.0496085j -0.0535674+0.0604028j -0.0361627+0.0390339j 0.0465184-0.0302996j 0.13829-0.107895j -0.0510969-0.0154345j -0.154073+0.00950529j 0.0161388+0.0489325j 0.0224512+0.0257773j 0.00540892+0.0794466j 0.092011-0.0722371j 0.0581842-0.00694523j -0.0397854-0.0189414j -0.0243831+0.0241109j -0.085401-0.0235229j -0.0862265+0.0250008j 0.0707693-0.0334601j 0.0731507-0.0181097j -0.0634414-0.0703879j 0.0573191-0.0857171j 0.0321398+0.0112243j -0.00144847+0.00863919j -0.00528423+0.00121104j -0.0328367-0.0610423j 0.0252921+0.0588674j -0.0609687+0.0149554j -0.0467307-0.0573913j 0.0185241-0.0670552j -0.0181713+0.000119881j -0.0486061-0.0342468j 0.0142664+0.0169352j 0.0244691-0.00702523j 0.013674-0.0479353j 0.0568707-0.00867967j 0.0100794+0.000356874j 0.0439414+0.038888j 0.0438355-0.0242607j 0.0154548+0.0304051j -0.0212529+0.0225245j 0.0264304-0.0325995j -0.0108268-0.0150263j -0.00948471+0.0427772j 0.0166167+0.00136934j -0.0236153+0.0137121j 
0.0173821+0.0102055j 0.0207077+0.0163625j -0.00415472+0.0177087j -0.0194205+0.0157892j -0.00132168+0.0281206j 0.00390962+0.00137137j 0.00903308+0.0403347j -0.0543898+0.0285421j 0.0183209+0.0144246j 0.013792-0.0301164j 0.0358104-0.017387j -0.0115388+0.104115j -0.016013+0.0465455j -0.0409666+0.0258433j -0.011551+0.0150726j 0.0195898+0.0604388j 0.0261844-0.0186763j -0.000972198-0.0454498j 0.0363019+0.00657938j 0.0314317+0.0166784j -0.0643268-0.00636678j 0.0638207+0.11023j 0.025159+0.0263176j 0.0291343-0.0203459j -0.0145455+0.0268845j -0.0315983-0.0453358j 0.0017596-0.159471j 0.0320884-0.0238041j -0.0039272-0.0319567j 0.00566677+0.0165974j -0.0397198-0.0732388j -0.0131156+0.0213098j -0.0354787+0.00575598j 0.0236892+0.097222j -0.0451894-0.00758783j -0.0406115+0.0210987j 0.107957+0.0178255j -0.0874139+0.0321741j -0.00457736-0.00633435j 0.0987946+0.0202038j -0.0741969+0.00306327j 0.00391657-0.122229j 0.0714733+1.84158e-14j 0.113462+0.0280709j -0.0411024-0.0286183j -0.0685598+0.0947736j 0.00766569-0.0316048j 0.0314371-0.0714595j -0.0726072-0.00678573j 0.0629808-0.0373354j 0.034215+0.00670906j 0.0948933+0.0193331j -0.0951828-0.13948j -0.0327433-0.099365j 0.0525474-0.0301772j -0.0452257+0.0276415j 0.0952871-0.0978963j -0.0148628-0.0119497j 0.062381-0.0390379j -0.0772198+0.0204993j -0.0693749+0.0923342j -0.0224714-0.00201781j -0.0068354+0.0262149j 0.00440677+0.0950208j -0.0663741-0.0202279j 0.000288831+0.0014227j 0.0111341-0.108368j -0.00126262-0.161119j -0.0331042-0.026442j -0.0908902+0.0682836j 0.0501844+0.00546491j 0.0543476-0.00179452j 0.0234717+0.0326662j 0.016688-0.0641046j -0.0209287-0.0533776j -0.0267124+0.0142313j -0.00709019+0.0524239j -0.0227388-0.0675162j 0.0398636-0.0257456j -0.0478735-0.0535048j 0.0655878+0.0131892j 0.0232736-0.00359301j -7.36925e-05-0.00799809j -1.01903e-05+0.0269467j 0.0207399+0.00330237j 0.0290721+0.018951j -0.0600414-0.00645804j 0.0014264-0.00286085j -0.0293949-0.00561788j -0.0120465-0.00336827j 0.00795216-0.00264104j -0.00567647+0.02377j 
0.0119444+0.030963j -0.00354961+0.0149561j -0.00529172+0.0190285j -0.00720142+0.0204156j -0.00240792+0.000333202j 0.0328477-0.00204221j 0.0122873-0.00117712j -0.0175305-0.0455129j -0.0149611-0.024558j -0.0229704+0.0715271j -0.0329787-0.014922j -0.0274936+0.0200856j -0.0585474+0.0276068j -0.0417836-0.0626257j 0.00150925+0.0254209j -0.0422051+0.0558464j -0.0901341-0.027619j 0.0137504-0.0765026j -0.0110543-0.000719j 0.0100534+0.0255399j -0.0240782-0.00526862j -0.0157038+0.108202j 0.0226627-0.0710801j -0.0444418-0.00689631j -0.0226738-0.120951j -0.00384911+0.0200292j -0.124701+0.02553j 0.0296316+0.0170365j 0.0520612-0.0326385j -0.0120307-0.0728777j -0.000589551-0.0823812j -0.0160861-0.0561535j -0.0680775+0.0471738j 0.0948815-0.0115835j 0.115744+0.0529866j -0.257445-0.0743041j -0.0974527+0.127047j -0.0577029+0.00533444j -0.0204859+0.11042j 0.0443266+0.0493988j 0.011891-0.0625956j -0.069227+0.126571j 0.113462-0.0280709j 0.198607-2.3731e-15j 0.0502067-0.0739792j 0.088086-0.00399123j -0.066345-0.0363593j 0.0860672+0.0501393j -0.00634903-0.00116351j -0.0515789+0.00220976j 0.038786+0.0428285j -0.00144641-0.0718913j -0.0689804-0.0729491j -0.00957531+0.0406228j -0.0422977-0.0924509j 0.0424393-0.00344686j 0.0665731-0.00050466j -0.032952+0.0395964j -0.0849576-0.0495453j -0.0216011+0.0547699j -0.00328019-0.0403386j 0.19084+0.0299875j 0.0170735+0.0102362j -0.026886-0.0370944j -0.0174083-0.0906213j 0.0196407+0.0768282j 0.00460118-0.0263475j 0.0470723-0.030953j -0.0529693-0.0385811j 0.00909903+0.0380208j -0.0484722-0.0614751j -0.0435695-0.0105602j -0.00560892-0.0199697j -0.0176609+0.0351143j -0.0519911+0.0524331j 0.0243152+0.0562201j 0.00361489+0.0524746j -0.0466148+0.0283621j -0.0161526-0.000555083j 0.000986617+0.0117467j -0.00965694-0.0217794j 0.00296303+0.00471935j -0.0206577-0.0286173j 0.0246141-0.00143621j 0.0343638+0.0241818j -0.032114+0.0273349j 0.0186428+0.038461j 0.018449-0.0562159j -0.00314411-0.0218777j -0.00629588+0.00401516j 0.0289777-0.0191188j -0.0332008+0.00775992j 
